Orthogroup	Bicyclus_anynana	Danaus_plexippus
OG0005347	Bany_01035-RA	DPOGS203108-PA
OG0005348	Bany_01036-RA	DPOGS203091-PA, DPOGS203092-PA
OG0005349	Bany_01038-RA	DPOGS203109-PA
OG0005350	Bany_13736-RA	DPOGS212967-PA
OG0005351	Bany_16164-RA	DPOGS213282-PA
OG0005352	Bany_06628-RA	DPOGS214562-PA
OG0005353	Bany_13737-RA	DPOGS212937-PA
OG0005354	Bany_16166-RA	DPOGS213288-PA, DPOGS213289-PA
OG0005355	Bany_14374-RA	DPOGS209520-PA
OG0005356	Bany_00112-RA	DPOGS215308-PA
OG0005357	Bany_11236-RA	DPOGS208342-PA
OG0005358	Bany_14376-RA	DPOGS209521-PA
OG0005359	Bany_11238-RA	DPOGS208327-PA
OG0005360	Bany_08747-RA	DPOGS206319-PA
OG0005361	Bany_16534-RA	DPOGS202550-PA
OG0005362	Bany_04432-RA	DPOGS210642-PA
OG0005363	Bany_17489-RA	DPOGS216205-PA
OG0005364	Bany_11240-RA	DPOGS208340-PA
OG0005365	Bany_01041-RA	DPOGS211696-PA
OG0005366	Bany_11242-RA	DPOGS208328-PA
OG0005367	Bany_06631-RA	DPOGS214563-PA
OG0005368	Bany_01947-RA	DPOGS216168-PA
OG0005369	Bany_13151-RA	DPOGS200228-PA
OG0005370	Bany_05268-RA	DPOGS202651-PA
OG0005371	Bany_09985-RA	DPOGS210083-PA
OG0005372	Bany_16170-RA	DPOGS204603-PA
OG0005373	Bany_15571-RA	DPOGS200970-PA
OG0005374	Bany_10694-RA	DPOGS204450-PA
OG0005375	Bany_04436-RA	DPOGS215699-PA
OG0005376	Bany_17782-RA	DPOGS215538-PA
OG0005377	Bany_17493-RA	DPOGS213649-PA
OG0005378	Bany_08752-RA	DPOGS206320-PA
OG0005379	Bany_14380-RA	DPOGS209485-PA
OG0005380	Bany_07255-RA	DPOGS207165-PA
OG0005381	Bany_14381-RA	DPOGS209484-PA
OG0005382	Bany_16172-RA	DPOGS208103-PA
OG0005383	Bany_01953-RA	DPOGS216171-PA
OG0005384	Bany_03531-RA	DPOGS210922-PA
OG0005385	Bany_01954-RA	DPOGS216164-PA
OG0005386	Bany_07258-RA	DPOGS206800-PA
OG0005387	Bany_04439-RA	DPOGS215697-PA
OG0005388	Bany_05942-RA	DPOGS204358-PA
OG0005389	Bany_16174-RA	DPOGS208095-PA
OG0005390	Bany_09414-RA	DPOGS211300-PA
OG0005391	Bany_05274-RA	DPOGS202653-PA, DPOGS202652-PA
OG0005392	Bany_01955-RA	DPOGS216162-PA
OG0005393	Bany_05276-RA	DPOGS202654-PA
OG0005394	Bany_11902-RA	DPOGS209799-PA
OG0005395	Bany_01957-RA	DPOGS216172-PA
OG0005396	Bany_06636-RA	DPOGS214543-PA
OG0005397	Bany_16544-RA	DPOGS213317-PA
OG0005398	Bany_15575-RA	DPOGS205303-PA
OG0005399	Bany_03536-RA	DPOGS210904-PA
OG0005400	Bany_17495-RA	DPOGS213643-PA
OG0005401	Bany_15577-RA	DPOGS205262-PA
OG0005402	Bany_01049-RA	DPOGS202968-PA
OG0005403	Bany_03537-RA	DPOGS210919-PA
OG0005404	Bany_17496-RA	DPOGS213644-PA
OG0005405	Bany_05279-RA	DPOGS202664-PA
OG0005406	Bany_04441-RA	DPOGS215727-PA
OG0005407	Bany_14968-RA	DPOGS203112-PA
OG0005408	Bany_05281-RA	DPOGS202656-PA
OG0005409	Bany_15580-RA	DPOGS205264-PA
OG0005410	Bany_06638-RA	DPOGS212900-PA
OG0005411	Bany_05282-RA	DPOGS202663-PA
OG0005412	Bany_05283-RA	DPOGS202657-PA
OG0005413	Bany_03538-RA	DPOGS210906-PA
OG0005415	Bany_06641-RA	DPOGS212896-PA
OG0005416	Bany_08764-RA	DPOGS206340-PA
OG0005417	Bany_08765-RA	DPOGS206322-PA
OG0005418	Bany_11266-RA	DPOGS208415-PA, DPOGS208414-PA
OG0005419	Bany_17498-RA	DPOGS213646-PA
OG0005420	Bany_16179-RA	DPOGS200784-PA
OG0005421	Bany_01965-RA	DPOGS216159-PA
OG0005422	Bany_02734-RA	DPOGS209642-PA
OG0005423	Bany_16180-RA	DPOGS200786-PA, DPOGS200785-PA
OG0005424	Bany_09422-RA	DPOGS211295-PA
OG0005425	Bany_01966-RA	DPOGS216177-PA
OG0005426	Bany_10702-RA	DPOGS204443-PA
OG0005427	Bany_09993-RA	DPOGS210078-PA
OG0005428	Bany_14973-RA	DPOGS203128-PA
OG0005429	Bany_11273-RA	DPOGS208409-PA
OG0005430	Bany_02739-RA	DPOGS209644-PA
OG0005431	Bany_02740-RA	DPOGS209572-PA
OG0005432	Bany_14387-RA	DPOGS204690-PA
OG0005433	Bany_13165-RA	DPOGS205469-PA
OG0005434	Bany_14388-RA	DPOGS204691-PA
OG0005435	Bany_11274-RA	DPOGS208408-PA
OG0005436	Bany_07266-RA	DPOGS207160-PA
OG0005437	Bany_01970-RA	DPOGS216178-PA
OG0005438	Bany_04447-RA	DPOGS215731-PA
OG0005439	Bany_11276-RA	DPOGS208407-PA
OG0005440	Bany_17787-RA	DPOGS215536-PA
OG0005441	Bany_02743-RA	DPOGS209571-PA
OG0005442	Bany_04448-RA	DPOGS215693-PA
OG0005443	Bany_00132-RA	DPOGS210567-PA
OG0005444	Bany_02744-RA	DPOGS209570-PA
OG0005445	Bany_17039-RA, Bany_17038-RA	DPOGS215227-PA
OG0005446	Bany_00134-RA	DPOGS215338-PA
OG0005447	Bany_00135-RA	DPOGS215300-PA
OG0005448	Bany_02746-RA	DPOGS209569-PA
OG0005449	Bany_00137-RA	DPOGS215299-PA
OG0005450	Bany_17040-RA	DPOGS215174-PA
OG0005451	Bany_06647-RA	DPOGS200221-PA
OG0005452	Bany_02747-RA	DPOGS209648-PA
OG0005453	Bany_09427-RA	DPOGS211231-PA
OG0005454	Bany_10705-RA	DPOGS210628-PA
OG0005455	Bany_14980-RA	DPOGS203123-PA
OG0005456	Bany_17796-RA	DPOGS206189-PA
OG0005457	Bany_03545-RA	DPOGS210917-PA
OG0005458	Bany_02752-RA	DPOGS209649-PA
OG0005459	Bany_09430-RA	DPOGS211241-PA
OG0005460	Bany_01977-RA	DPOGS210778-PA
OG0005461	Bany_04450-RA	DPOGS215692-PA
OG0005462	Bany_01978-RA	DPOGS201915-PA
OG0005463	Bany_14392-RA	DPOGS204666-PA
OG0005464	Bany_09433-RA	DPOGS204157-PA
OG0005465	Bany_01979-RA	DPOGS201917-PA
OG0005466	Bany_09434-RA	DPOGS204202-PA
OG0005467	Bany_01981-RA	DPOGS210295-PA
OG0005468	Bany_08052-RA	DPOGS201152-PA
OG0005469	Bany_11287-RA	DPOGS214012-PA
OG0005470	Bany_10709-RA	DPOGS210583-PA
OG0005471	Bany_11288-RA	DPOGS214008-PA
OG0005472	Bany_01982-RA	DPOGS210296-PA, DPOGS200761-PA
OG0005473	Bany_05948-RA	DPOGS209452-PA
OG0005474	Bany_05949-RA	DPOGS209453-PA
OG0005475	Bany_14982-RA	DPOGS203115-PA
OG0005476	Bany_11290-RA	DPOGS214007-PA
OG0005477	Bany_01984-RA	DPOGS200757-PA
OG0005478	Bany_09438-RA	DPOGS204200-PA
OG0005479	Bany_15585-RA	DPOGS205300-PA
OG0005480	Bany_16561-RA	DPOGS204635-PA
OG0005481	Bany_14394-RA	DPOGS204664-PA
OG0005482	Bany_01987-RA	DPOGS200760-PA
OG0005483	Bany_09442-RA	DPOGS204160-PA
OG0005484	Bany_12646-RA	DPOGS203876-PA
OG0005485	Bany_15587-RA	DPOGS205269-PA
OG0005486	Bany_09444-RA	DPOGS204161-PA
OG0005487	Bany_00157-RA	DPOGS215348-PA
OG0005488	Bany_14397-RA	DPOGS204661-PA
OG0005489	Bany_03548-RA	DPOGS210911-PA
OG0005490	Bany_11293-RA	DPOGS214005-PA
OG0005491	Bany_16565-RA	DPOGS204628-PA
OG0005492	Bany_00160-RA	DPOGS215293-PA
OG0005493	Bany_00161-RA	DPOGS215349-PA
OG0005494	Bany_00162-RA	DPOGS215292-PA
OG0005495	Bany_06655-RA	DPOGS210188-PA
OG0005496	Bany_16569-RA	DPOGS204639-PA
OG0005497	Bany_01990-RA	DPOGS206132-PA
OG0005498	Bany_10716-RA	DPOGS210577-PA
OG0005499	Bany_05959-RA	DPOGS209448-PA
OG0005500	Bany_09449-RA	DPOGS214629-PA
OG0005501	Bany_14400-RA	DPOGS204695-PA
OG0005502	Bany_09450-RA	DPOGS214630-PA
OG0005503	Bany_10717-RA	DPOGS210633-PA
OG0005504	Bany_05963-RA	DPOGS209447-PA
OG0005505	Bany_08777-RA	DPOGS206337-PA
OG0005506	Bany_14405-RA	DPOGS204696-PA
OG0005507	Bany_08778-RA	DPOGS206327-PA
OG0005508	Bany_01056-RA	DPOGS200463-PA
OG0005509	Bany_14406-RA	DPOGS204659-PA
OG0005510	Bany_17053-RA	DPOGS215222-PA
OG0005511	Bany_01057-RA	DPOGS200460-PA
OG0005512	Bany_10720-RA	DPOGS210636-PA
OG0005513	Bany_17054-RA	DPOGS215178-PA
OG0005514	Bany_11920-RA	DPOGS209804-PA
OG0005515	Bany_17058-RA	DPOGS215179-PA
OG0005516	Bany_08058-RA	DPOGS212551-PA
OG0005517	Bany_14411-RA	DPOGS204698-PA
OG0005518	Bany_05977-RA	DPOGS209467-PA
OG0005519	Bany_11922-RA	DPOGS209805-PA
OG0005520	Bany_07276-RA	DPOGS206788-PA
OG0005521	Bany_04463-RA	DPOGS215737-PA
OG0005522	Bany_17059-RA	DPOGS215180-PA
OG0005523	Bany_02759-RA	DPOGS212083-PA
OG0005524	Bany_10727-RA	DPOGS204140-PA
OG0005525	Bany_04465-RA	DPOGS215685-PA
OG0005526	Bany_01061-RA	DPOGS200461-PA
OG0005527	Bany_07278-RA	DPOGS207185-PA
OG0005528	Bany_14414-RA	DPOGS204699-PA
OG0005529	Bany_16208-RA	DPOGS212308-PA
OG0005530	Bany_09459-RA	DPOGS202270-PA
OG0005531	Bany_09460-RA	DPOGS202317-PA
OG0005532	Bany_10729-RA	DPOGS204139-PA
OG0005533	Bany_09462-RA	DPOGS202316-PA
OG0005534	Bany_09463-RA	DPOGS202272-PA
OG0005535	Bany_10731-RA	DPOGS204138-PA
OG0005536	Bany_14416-RA	DPOGS204701-PA
OG0005537	Bany_16590-RA	DPOGS208171-PA
OG0005538	Bany_10733-RA	DPOGS204137-PA
OG0005539	Bany_02007-RA	DPOGS203517-PA
OG0005540	Bany_10734-RA	DPOGS204102-PA
OG0005541	Bany_13182-RA	DPOGS208526-PA
OG0005542	Bany_10737-RA	DPOGS204104-PA
OG0005543	Bany_01064-RA	DPOGS204089-PA
OG0005544	Bany_02764-RA	DPOGS212179-PA
OG0005545	Bany_09466-RA	DPOGS202274-PA
OG0005546	Bany_09467-RA	DPOGS202313-PA
OG0005547	Bany_14421-RA	DPOGS204704-PA
OG0005548	Bany_16594-RA	DPOGS213792-PA
OG0005549	Bany_10740-RA	DPOGS204107-PA
OG0005550	Bany_10741-RA	DPOGS204133-PA
OG0005551	Bany_11299-RA	DPOGS202938-PA
OG0005552	Bany_17066-RA	DPOGS215190-PA, DPOGS215192-PA
OG0005553	Bany_04471-RA	DPOGS215739-PA
OG0005554	Bany_09471-RA	DPOGS202277-PA
OG0005555	Bany_04474-RA	DPOGS215741-PA
OG0005556	Bany_02009-RA	DPOGS203548-PA
OG0005557	Bany_06000-RA	DPOGS212598-PA
OG0005558	Bany_06001-RA	DPOGS212621-PA
OG0005559	Bany_06002-RA	DPOGS212599-PA
OG0005560	Bany_09473-RA	DPOGS202310-PA
OG0005561	Bany_11928-RA	DPOGS209814-PA
OG0005562	Bany_17071-RA	DPOGS215193-PA
OG0005563	Bany_10747-RA	DPOGS204110-PA
OG0005564	Bany_17073-RA	DPOGS215215-PA
OG0005565	Bany_04481-RA	DPOGS215681-PA
OG0005566	Bany_09476-RA	DPOGS202280-PA
OG0005567	Bany_09477-RA	DPOGS202307-PA
OG0005568	Bany_00189-RA	DPOGS208808-PA
OG0005569	Bany_09478-RA	DPOGS202281-PA
OG0005570	Bany_10752-RA	DPOGS204112-PA
OG0005571	Bany_08070-RA	DPOGS210838-PA
OG0005572	Bany_16213-RA	DPOGS200157-PA
OG0005573	Bany_09481-RA	DPOGS202305-PA
OG0005574	Bany_09482-RA	DPOGS202283-PA
OG0005575	Bany_01076-RA	DPOGS203184-PA
OG0005576	Bany_10754-RA	DPOGS204129-PA
OG0005577	Bany_10755-RA	DPOGS204114-PA
OG0005578	Bany_17831-RA	DPOGS206775-PA
OG0005579	Bany_06010-RA	DPOGS212602-PA
OG0005580	Bany_13188-RA	DPOGS208508-PA
OG0005581	Bany_06684-RA	DPOGS206757-PA
OG0005582	Bany_09485-RA	DPOGS202284-PA
OG0005583	Bany_01078-RA	DPOGS203183-PA
OG0005584	Bany_17076-RA	DPOGS215195-PA
OG0005585	Bany_07704-RA, Bany_01079-RA, Bany_14467-RA	DPOGS208427-PA
OG0005586	Bany_12679-RA	DPOGS204618-PA
OG0005587	Bany_09486-RA	DPOGS202303-PA
OG0005588	Bany_17077-RA	DPOGS215196-PA
OG0005589	Bany_10758-RA	DPOGS204117-PA
OG0005590	Bany_11931-RA	DPOGS200118-PA
OG0005591	Bany_09487-RA	DPOGS202302-PA
OG0005592	Bany_03568-RA	DPOGS201304-PA
OG0005593	Bany_03569-RA	DPOGS201310-PA
OG0005594	Bany_17079-RA	DPOGS215197-PA
OG0005595	Bany_06013-RA	DPOGS212627-PA
OG0005596	Bany_11301-RA	DPOGS202925-PA
OG0005597	Bany_17081-RA	DPOGS215198-PA
OG0005598	Bany_13189-RA	DPOGS208509-PA
OG0005599	Bany_06688-RA	DPOGS200706-PA
OG0005600	Bany_13755-RA	DPOGS212973-PA
OG0005601	Bany_02771-RA	DPOGS212173-PA
OG0005602	Bany_10765-RA	DPOGS204120-PA
OG0005603	Bany_10766-RA	DPOGS204126-PA
OG0005604	Bany_16222-RA	DPOGS210639-PA
OG0005605	Bany_17835-RA	DPOGS207210-PA
OG0005606	Bany_10767-RA	DPOGS204121-PA
OG0005607	Bany_17088-RA	DPOGS215200-PA
OG0005608	Bany_17140-RA, Bany_10768-RA	DPOGS209780-PA
OG0005609	Bany_02773-RA	DPOGS212088-PA
OG0005610	Bany_11305-RA	DPOGS202936-PA
OG0005611	Bany_02774-RA	DPOGS212171-PA
OG0005612	Bany_17836-RA	DPOGS206776-PA
OG0005613	Bany_02026-RA	DPOGS203523-PA
OG0005614	Bany_02775-RA	DPOGS212089-PA
OG0005615	Bany_16602-RA	DPOGS213788-PA
OG0005616	Bany_13761-RA	DPOGS212926-PA
OG0005617	Bany_08085-RA	DPOGS210866-PA
OG0005618	Bany_10021-RA	DPOGS206512-PA
OG0005619	Bany_14993-RA	DPOGS214508-PA
OG0005620	Bany_10022-RA	DPOGS210116-PA
OG0005621	Bany_16229-RA	DPOGS203362-PA
OG0005622	Bany_14429-RA	DPOGS216044-PA
OG0005623	Bany_02778-RA	DPOGS212092-PA
OG0005624	Bany_14430-RA	DPOGS216063-PA
OG0005626	Bany_13193-RA	DPOGS208524-PA
OG0005627	Bany_06696-RA	DPOGS200011-PA
OG0005628	Bany_06024-RA	DPOGS201062-PA
OG0005629	Bany_05314-RA	DPOGS202047-PA
OG0005630	Bany_14436-RA	DPOGS216059-PA
OG0005631	Bany_13770-RA	DPOGS212980-PA
OG0005632	Bany_01089-RA	DPOGS204965-PA
OG0005633	Bany_08790-RA	DPOGS214079-PA
OG0005634	Bany_16604-RA	DPOGS213748-PA
OG0005635	Bany_09492-RA	DPOGS202297-PA
OG0005636	Bany_05315-RA	DPOGS202034-PA
OG0005637	Bany_11313-RA	DPOGS202929-PA
OG0005638	Bany_01090-RA	DPOGS204963-PA, DPOGS214662-PA
OG0005639	Bany_05316-RA	DPOGS202046-PA
OG0005640	Bany_05317-RA	DPOGS202035-PA
OG0005641	Bany_11314-RA	DPOGS202932-PA
OG0005642	Bany_05318-RA	DPOGS202044-PA
OG0005643	Bany_05319-RA	DPOGS202036-PA
OG0005644	Bany_16234-RA	DPOGS203357-PA, DPOGS203356-PA
OG0005645	Bany_11315-RA	DPOGS202930-PA
OG0005646	Bany_16235-RA	DPOGS203355-PA
OG0005647	Bany_05320-RA	DPOGS202037-PA
OG0005648	Bany_05321-RA	DPOGS202043-PA
OG0005649	Bany_06699-RA	DPOGS205587-PA
OG0005650	Bany_02784-RA	DPOGS212094-PA
OG0005651	Bany_12693-RA	DPOGS201599-PA
OG0005653	Bany_08091-RA, Bany_08097-RA	DPOGS210795-PA
OG0005654	Bany_01092-RA	DPOGS204962-PA
OG0005655	Bany_14994-RA	DPOGS214505-PA
OG0005656	Bany_03579-RA	DPOGS201300-PA
OG0005657	Bany_17519-RA	DPOGS216210-PA
OG0005658	Bany_08096-RA	DPOGS210796-PA
OG0005659	Bany_11318-RA	DPOGS207499-PA
OG0005660	Bany_02038-RA	DPOGS203538-PA
OG0005661	Bany_12699-RA	DPOGS201615-PA
OG0005662	Bany_17520-RA	DPOGS216209-PA
OG0005663	Bany_07291-RA	DPOGS200096-PA
OG0005664	Bany_12701-RA	DPOGS201603-PA
OG0005665	Bany_03582-RA	DPOGS201298-PA
OG0005666	Bany_02039-RA	DPOGS202573-PA
OG0005667	Bany_16239-RA	DPOGS212903-PA
OG0005668	Bany_12702-RA	DPOGS201583-PA
OG0005669	Bany_02040-RA	DPOGS202562-PA
OG0005670	Bany_04494-RA	DPOGS215751-PA
OG0005671	Bany_02041-RA	DPOGS202574-PA
OG0005672	Bany_17524-RA	DPOGS208609-PA
OG0005673	Bany_13197-RA	DPOGS208522-PA
OG0005674	Bany_04495-RA	DPOGS215679-PA
OG0005675	Bany_02788-RA	DPOGS212095-PA
OG0005676	Bany_02043-RA	DPOGS202560-PA
OG0005677	Bany_10028-RA	DPOGS210122-PA
OG0005678	Bany_07765-RA, Bany_08098-RA	DPOGS210871-PA
OG0005679	Bany_02789-RA	DPOGS212096-PA
OG0005680	Bany_17841-RA	DPOGS206778-PA
OG0005681	Bany_02790-RA	DPOGS212097-PA
OG0005682	Bany_10029-RA	DPOGS210038-PA
OG0005683	Bany_08100-RA	DPOGS210793-PA
OG0005684	Bany_10031-RA	DPOGS210123-PA
OG0005685	Bany_02045-RA	DPOGS202559-PA
OG0005686	Bany_04496-RA	DPOGS215752-PA
OG0005687	Bany_07297-RA	DPOGS200086-PA
OG0005688	Bany_04498-RA	DPOGS215677-PA
OG0005689	Bany_03588-RA	DPOGS201295-PA
OG0005690	Bany_01099-RA	DPOGS203448-PA
OG0005691	Bany_16246-RA	DPOGS200792-PA
OG0005692	Bany_03589-RA	DPOGS201321-PA
OG0005693	Bany_17843-RA	DPOGS207208-PA
OG0005694	Bany_03592-RA	DPOGS201294-PA
OG0005695	Bany_12711-RA	DPOGS205238-PA
OG0005696	Bany_02048-RA	DPOGS202556-PA
OG0005697	Bany_11321-RA	DPOGS207534-PA
OG0005698	Bany_02049-RA	DPOGS202577-PA
OG0005699	Bany_13776-RA	DPOGS201942-PA
OG0005700	Bany_17845-RA	DPOGS214017-PA
OG0005701	Bany_17846-RA	DPOGS215558-PA
OG0005702	Bany_03593-RA	DPOGS201322-PA
OG0005703	Bany_09505-RA	DPOGS211311-PA
OG0005704	Bany_03594-RA	DPOGS201293-PA
OG0005705	Bany_09507-RA	DPOGS211094-PA
OG0005706	Bany_08797-RA	DPOGS212682-PA, DPOGS204933-PA
OG0005707	Bany_07307-RA	DPOGS206159-PA
OG0005708	Bany_09508-RA	DPOGS211319-PA
OG0005709	Bany_07308-RA	DPOGS206025-PA
OG0005710	Bany_04500-RA	DPOGS215675-PA
OG0005711	Bany_06705-RA	DPOGS206234-PA, DPOGS206233-PA
OG0005712	Bany_11951-RA	DPOGS209017-PA
OG0005713	Bany_11952-RA	DPOGS212639-PA
OG0005714	Bany_08799-RA	DPOGS204943-PA
OG0005716	Bany_13199-RA	DPOGS208521-PA
OG0005717	Bany_00211-RA	DPOGS213056-PA
OG0005718	Bany_17111-RA	DPOGS211707-PA
OG0005719	Bany_02808-RA	DPOGS212102-PA
OG0005720	Bany_02809-RA	DPOGS212161-PA
OG0005721	Bany_10034-RA	DPOGS210124-PA
OG0005722	Bany_06707-RA	DPOGS206224-PA
OG0005723	Bany_08802-RA	DPOGS204935-PA
OG0005724	Bany_11956-RA	DPOGS209015-PA
OG0005725	Bany_03602-RA	DPOGS211126-PA
OG0005726	Bany_11959-RA	DPOGS209010-PA
OG0005727	Bany_03603-RA	DPOGS211174-PA
OG0005728	Bany_03604-RA	DPOGS211127-PA
OG0005729	Bany_02813-RA	DPOGS212105-PA
OG0005730	Bany_10037-RA	DPOGS210032-PA
OG0005731	Bany_13777-RA	DPOGS201939-PA
OG0005732	Bany_17857-RA	DPOGS206774-PA
OG0005733	Bany_13200-RA	DPOGS208520-PA
OG0005734	Bany_03606-RA	DPOGS211173-PA
OG0005735	Bany_02816-RA	DPOGS212106-PA
OG0005736	Bany_01105-RA	DPOGS210774-PA
OG0005737	Bany_13203-RA	DPOGS208519-PA
OG0005738	Bany_10039-RA	DPOGS210030-PA
OG0005739	Bany_03609-RA	DPOGS211172-PA
OG0005740	Bany_06712-RA	DPOGS206220-PA
OG0005741	Bany_00214-RA	DPOGS213057-PA
OG0005742	Bany_02061-RA	DPOGS204558-PA
OG0005743	Bany_07311-RA	DPOGS206024-PA
OG0005744	Bany_16617-RA	DPOGS213778-PA
OG0005745	Bany_09518-RA	DPOGS211326-PA
OG0005746	Bany_06033-RA	DPOGS213684-PA
OG0005747	Bany_03615-RA	DPOGS211132-PA
OG0005748	Bany_02064-RA	DPOGS204557-PA
OG0005749	Bany_06034-RA	DPOGS213679-PA
OG0005750	Bany_05349-RA	DPOGS205173-PA
OG0005751	Bany_15002-RA	DPOGS204586-PA
OG0005752	Bany_06037-RA	DPOGS213686-PA
OG0005753	Bany_06038-RA	DPOGS213678-PA
OG0005754	Bany_03619-RA	DPOGS211167-PA
OG0005755	Bany_15006-RA	DPOGS204590-PA
OG0005756	Bany_03620-RA	DPOGS211134-PA
OG0005758	Bany_03621-RA	DPOGS211166-PA
OG0005759	Bany_02066-RA	DPOGS204525-PA
OG0005760	Bany_10790-RA	DPOGS210979-PA
OG0005761	Bany_02823-RA	DPOGS212149-PA
OG0005762	Bany_03622-RA	DPOGS211135-PA
OG0005763	Bany_08104-RA	DPOGS210791-PA
OG0005764	Bany_03623-RA	DPOGS211165-PA
OG0005765	Bany_08105-RA	DPOGS210873-PA
OG0005766	Bany_08106-RA	DPOGS210790-PA
OG0005767	Bany_03624-RA	DPOGS211136-PA
OG0005768	Bany_08107-RA	DPOGS210874-PA
OG0005769	Bany_06718-RA	DPOGS206216-PA
OG0005770	Bany_01111-RA	DPOGS211702-PA
OG0005771	Bany_08108-RA	DPOGS210789-PA
OG0005772	Bany_06719-RA, Bany_03133-RA	DPOGS206236-PA
OG0005773	Bany_06720-RA	DPOGS209094-PA
OG0005774	Bany_00220-RA	DPOGS213058-PA
OG0005775	Bany_07317-RA	DPOGS200094-PA
OG0005776	Bany_15626-RA	DPOGS205291-PA
OG0005777	Bany_00221-RA	DPOGS213145-PA
OG0005778	Bany_04506-RA	DPOGS215668-PA
OG0005779	Bany_10795-RA	DPOGS210989-PA
OG0005780	Bany_11331-RA	DPOGS207504-PA
OG0005781	Bany_13209-RA	DPOGS211371-PA
OG0005782	Bany_01113-RA	DPOGS200039-PA
OG0005783	Bany_06723-RA	DPOGS209097-PA
OG0005784	Bany_04509-RA	DPOGS215666-PA
OG0005786	Bany_04510-RA	DPOGS215755-PA
OG0005787	Bany_04511-RA	DPOGS215665-PA
OG0005788	Bany_16620-RA	DPOGS213777-PA
OG0005789	Bany_06724-RA	DPOGS209092-PA
OG0005790	Bany_15630-RA	DPOGS205287-PA
OG0005791	Bany_16281-RA	DPOGS200509-PA
OG0005792	Bany_04514-RA	DPOGS215664-PA
OG0005793	Bany_00224-RA	DPOGS213144-PA
OG0005794	Bany_16282-RA	DPOGS200506-PA
OG0005795	Bany_04516-RA	DPOGS215757-PA
OG0005796	Bany_11337-RA, Bany_11336-RA	DPOGS207531-PA
OG0005797	Bany_10796-RA	DPOGS210990-PA
OG0005798	Bany_04517-RA	DPOGS215663-PA
OG0005799	Bany_04518-RA	DPOGS215758-PA
OG0005800	Bany_16284-RA	DPOGS200507-PA
OG0005801	Bany_02080-RA, Bany_02077-RA	DPOGS204531-PA
OG0005802	Bany_11338-RA	DPOGS207506-PA
OG0005803	Bany_06727-RA	DPOGS200010-PA
OG0005804	Bany_17532-RA	DPOGS208618-PA
OG0005805	Bany_00225-RA	DPOGS213060-PA
OG0005806	Bany_17874-RA	DPOGS200801-PA
OG0005807	Bany_00226-RA	DPOGS213143-PA
OG0005808	Bany_11964-RA	DPOGS208139-PA
OG0005809	Bany_05355-RA	DPOGS205177-PA
OG0005810	Bany_06729-RA	DPOGS206749-PA
OG0005811	Bany_10799-RA	DPOGS210975-PA
OG0005812	Bany_06730-RA	DPOGS206748-PA
OG0005813	Bany_17533-RA	DPOGS208619-PA
OG0005814	Bany_07322-RA	DPOGS212665-PA
OG0005815	Bany_01118-RA	DPOGS201798-PA
OG0005816	Bany_10800-RA	DPOGS210992-PA
OG0005817	Bany_15635-RA	DPOGS205285-PA
OG0005818	Bany_01119-RA	DPOGS201797-PA
OG0005819	Bany_08114-RA	DPOGS210877-PA
OG0005820	Bany_17534-RA	DPOGS208621-PA
OG0005821	Bany_10802-RA	DPOGS210993-PA
OG0005822	Bany_13215-RA	DPOGS211367-PA
OG0005823	Bany_15014-RA	DPOGS204565-PA
OG0005824	Bany_08115-RA	DPOGS210878-PA
OG0005825	Bany_06042-RA	DPOGS213690-PA
OG0005826	Bany_04523-RA	DPOGS215760-PA
OG0005827	Bany_15017-RA	DPOGS204566-PA
OG0005828	Bany_10804-RA	DPOGS210971-PA
OG0005829	Bany_15019-RA	DPOGS204570-PA
OG0005830	Bany_10805-RA	DPOGS210996-PA
OG0005831	Bany_10806-RA	DPOGS210970-PA
OG0005833	Bany_01123-RA	DPOGS201807-PA
OG0005834	Bany_09531-RA	DPOGS211330-PA
OG0005835	Bany_11966-RA	DPOGS208138-PA
OG0005836	Bany_17536-RA	DPOGS208591-PA
OG0005837	Bany_15637-RA	DPOGS205279-PA
OG0005838	Bany_00232-RA	DPOGS213140-PA
OG0005839	Bany_01124-RA	DPOGS201795-PA
OG0005840	Bany_06046-RA	DPOGS213693-PA
OG0005841	Bany_13220-RA	DPOGS211339-PA
OG0005842	Bany_13221-RA	DPOGS211365-PA
OG0005843	Bany_06047-RA	DPOGS213675-PA
OG0005844	Bany_06049-RA	DPOGS213674-PA
OG0005845	Bany_13222-RA	DPOGS211340-PA
OG0005846	Bany_03632-RA, Bany_03120-RA	DPOGS213017-PA
OG0005847	Bany_06050-RA	DPOGS213696-PA
OG0005848	Bany_13224-RA, Bany_13223-RA	DPOGS211341-PA
OG0005849	Bany_04534-RA, Bany_04533-RA	DPOGS215654-PA
OG0005850	Bany_06051-RA	DPOGS213673-PA
OG0005852	Bany_06054-RA	DPOGS213672-PA
OG0005853	Bany_06055-RA	DPOGS213697-PA
OG0005854	Bany_11968-RA	DPOGS202610-PA
OG0005855	Bany_06740-RA	DPOGS209091-PA
OG0005856	Bany_06057-RA	DPOGS213671-PA
OG0005857	Bany_06059-RA	DPOGS213698-PA
OG0005858	Bany_10047-RA	DPOGS203272-PA
OG0005859	Bany_13225-RA	DPOGS211343-PA
OG0005860	Bany_13790-RA	DPOGS213726-PA
OG0005861	Bany_13226-RA	DPOGS211344-PA
OG0005862	Bany_01127-RA	DPOGS201791-PA
