Orthogroup	Bicyclus_anynana	Junonia_coenia
OG0004090	Bany_05548-RA	JC_02663-RA
OG0004091	Bany_03038-RA	JC_04027-RA
OG0004092	Bany_13374-RA	JC_11191-RA
OG0004093	Bany_01325-RA	JC_12125-RA
OG0004094	Bany_11572-RA	JC_09840-RA
OG0004095	Bany_05550-RA	JC_02666-RA
OG0004096	Bany_04717-RA	JC_01186-RA
OG0004097	Bany_13975-RA	JC_07159-RA
OG0004098	Bany_02265-RA	JC_14171-RA, JC_14174-RA
OG0004099	Bany_00419-RA	JC_00511-RA
OG0004100	Bany_17636-RA	JC_15777-RA
OG0004101	Bany_06958-RA	JC_15279-RA
OG0004102	Bany_07512-RA	JC_02028-RA
OG0004103	Bany_07513-RA, Bany_15826-RA	JC_05251-RA
OG0004104	Bany_08273-RA	JC_03340-RA
OG0004105	Bany_08274-RA	JC_03339-RA
OG0004106	Bany_00426-RA	JC_00504-RA
OG0004107	Bany_04722-RA	JC_01196-RA, JC_01195-RA
OG0004108	Bany_05558-RA	JC_02675-RA
OG0004109	Bany_04723-RA	JC_01197-RA
OG0004110	Bany_05561-RA	JC_02677-RA
OG0004111	Bany_02268-RA	JC_14163-RA, JC_14162-RA
OG0004112	Bany_00433-RA	JC_00501-RA
OG0004113	Bany_11582-RA	JC_09835-RA
OG0004114	Bany_00436-RA	JC_00495-RA
OG0004115	Bany_16737-RA	JC_13910-RA, JC_13911-RA
OG0004116	Bany_04724-RA	JC_01199-RA
OG0004117	Bany_16739-RA	JC_13913-RA
OG0004118	Bany_06969-RA	JC_15235-RA
OG0004119	Bany_10247-RA	JC_04786-RA
OG0004120	Bany_11588-RA	JC_09827-RA
OG0004121	Bany_08285-RA	JC_03328-RA
OG0004122	Bany_14632-RA	JC_10750-RA
OG0004123	Bany_06972-RA, Bany_06970-RA	JC_15233-RA
OG0004124	Bany_10251-RA	JC_04793-RA
OG0004125	Bany_17645-RA	JC_15773-RA
OG0004126	Bany_17646-RA	JC_15771-RA
OG0004127	Bany_08293-RA	JC_03319-RA
OG0004128	Bany_09681-RA	JC_12242-RA, JC_12243-RA
OG0004129	Bany_00440-RA	JC_00490-RA
OG0004130	Bany_02282-RA	JC_13735-RA
OG0004131	Bany_06278-RA	JC_09427-RA, JC_09426-RA
OG0004132	Bany_14637-RA, Bany_14639-RA	JC_10838-RA
OG0004133	Bany_09684-RA	JC_12606-RA
OG0004134	Bany_10257-RA	JC_04796-RA
OG0004135	Bany_13386-RA	JC_11208-RA
OG0004136	Bany_09685-RA	JC_12607-RA
OG0004137	Bany_09686-RA	JC_12608-RA
OG0004138	Bany_09687-RA	JC_12609-RA
OG0004139	Bany_16746-RA	JC_13920-RA, JC_13919-RA, JC_13918-RA
OG0004140	Bany_17653-RA	JC_15769-RA
OG0004141	Bany_08997-RA	JC_07571-RA
OG0004142	Bany_15171-RA	JC_05925-RA
OG0004143	Bany_02288-RA	JC_13731-RA
OG0004144	Bany_15173-RA	JC_05924-RA
OG0004145	Bany_14640-RA	JC_10839-RA
OG0004146	Bany_00447-RA	JC_00480-RA
OG0004147	Bany_13387-RA	JC_11209-RA
OG0004148	Bany_10263-RA	JC_04801-RA
OG0004149	Bany_06283-RA	JC_09421-RA
OG0004150	Bany_09000-RA, Bany_09001-RA	JC_07568-RA
OG0004151	Bany_09695-RA	JC_12612-RA
OG0004152	Bany_15776-RA	JC_05301-RA
OG0004153	Bany_15780-RA, Bany_15779-RA	JC_05299-RA
OG0004154	Bany_07539-RA	JC_02105-RA
OG0004155	Bany_07540-RA	JC_02109-RA
OG0004156	Bany_01367-RA, Bany_01364-RA	JC_11931-RA
OG0004158	Bany_03073-RA	JC_04063-RA
OG0004159	Bany_02295-RA, Bany_02293-RA	JC_13727-RA
OG0004160	Bany_04749-RA	JC_01225-RA, JC_01224-RA
OG0004161	Bany_10270-RA	JC_04805-RA
OG0004162	Bany_07542-RA	JC_02112-RA
OG0004163	Bany_09004-RA	JC_07566-RA
OG0004164	Bany_09005-RA	JC_07564-RA
OG0004165	Bany_04750-RA	JC_01226-RA
OG0004166	Bany_09008-RA	JC_07561-RA
OG0004168	Bany_16752-RA	JC_13923-RA
OG0004169	Bany_12135-RA	JC_08828-RA
OG0004170	Bany_07546-RA	JC_02128-RA
OG0004171	Bany_05566-RA	JC_02682-RA
OG0004172	Bany_13394-RA	JC_11212-RA
OG0004172	Bany_13390-RA	JC_11211-RA
OG0004173	Bany_07548-RA	JC_02126-RA, JC_02125-RA, JC_02124-RA
OG0004174	Bany_01373-RA	JC_11937-RA
OG0004175	Bany_17664-RA	JC_15760-RA
OG0004176	Bany_00459-RA	JC_00456-RA
OG0004177	Bany_08306-RA	JC_03299-RA
OG0004178	Bany_12138-RA	JC_08825-RA
OG0004178	Bany_12137-RA	JC_08826-RA
OG0004179	Bany_02300-RA, Bany_02302-RA	JC_13716-RA
OG0004180	Bany_03086-RA	JC_04086-RA
OG0004181	Bany_08311-RA	JC_03293-RA
OG0004182	Bany_02304-RA, Bany_02303-RA	JC_13715-RA
OG0004183	Bany_04930-RA	JC_01233-RA
OG0004184	Bany_10279-RA	JC_04912-RA
OG0004185	Bany_17670-RA	JC_15752-RA
OG0004186	Bany_04763-RA	JC_01238-RA
OG0004187	Bany_07555-RA	JC_02133-RA
OG0004188	Bany_15204-RA	JC_05896-RA
OG0004189	Bany_16783-RA	JC_13827-RA
OG0004190	Bany_14663-RA, Bany_14664-RA	JC_10855-RA
OG0004191	Bany_07557-RA	JC_02134-RA
OG0004192	Bany_15797-RA, Bany_04075-RA	JC_05280-RA
OG0004194	Bany_06995-RA	JC_12089-RA, JC_15305-RA
OG0004195	Bany_04767-RA	JC_01244-RA
OG0004196	Bany_16784-RA, Bany_10380-RA	JC_13825-RA
OG0004197	Bany_00469-RA	JC_00441-RA
OG0004198	Bany_15207-RA	JC_05890-RA
OG0004199	Bany_18064-RA	JC_14717-RA
OG0004200	Bany_09704-RA	JC_12554-RA
OG0004201	Bany_01384-RA	JC_11955-RA
OG0004201	Bany_01385-RA	JC_11956-RA
OG0004202	Bany_06305-RA	JC_09404-RA
OG0004203	Bany_09710-RA, Bany_09709-RA, Bany_09708-RA	JC_12551-RA
OG0004204	Bany_07565-RA	JC_02140-RA
OG0004205	Bany_15211-RA	JC_05882-RA
OG0004205	Bany_15210-RA	JC_05885-RA
OG0004206	Bany_09716-RA	JC_12545-RA
OG0004207	Bany_10293-RA	JC_04898-RA
OG0004208	Bany_07566-RA	JC_02143-RA
OG0004209	Bany_16793-RA	JC_13818-RA, JC_13817-RA
OG0004210	Bany_09718-RA	JC_12543-RA
OG0004211	Bany_00478-RA	JC_00321-RA
OG0004212	Bany_04776-RA	JC_01251-RA
OG0004213	Bany_12147-RA	JC_08817-RA
OG0004214	Bany_15214-RA	JC_05877-RA
OG0004215	Bany_16795-RA, Bany_16804-RA	JC_13811-RA
OG0004216	Bany_15909-RA, Bany_15803-RA	JC_05272-RA
OG0004217	Bany_03897-RA	JC_08306-RA
OG0004218	Bany_18075-RA	JC_14728-RA
OG0004219	Bany_06310-RA	JC_09399-RA
OG0004220	Bany_11616-RA	JC_09914-RA
OG0004221	Bany_09725-RA, Bany_09726-RA	JC_12538-RA
OG0004222	Bany_15219-RA	JC_05871-RA
OG0004223	Bany_09729-RA	JC_12534-RA
OG0004224	Bany_15805-RA	JC_05268-RA
OG0004225	Bany_06311-RA	JC_09398-RA
OG0004226	Bany_05580-RA	JC_02697-RA
OG0004227	Bany_06312-RA	JC_09397-RA
OG0004228	Bany_00486-RA	JC_00329-RA
OG0004229	Bany_09733-RA	JC_12267-RA
OG0004230	Bany_16803-RA	JC_13807-RA
OG0004231	Bany_08336-RA	JC_03278-RA
OG0004232	Bany_03904-RA	JC_08316-RA
OG0004233	Bany_10306-RA	JC_04889-RA
OG0004236	Bany_13422-RA	JC_11239-RA
OG0004237	Bany_18081-RA	JC_14743-RA
OG0004238	Bany_03910-RA	JC_08318-RA
OG0004239	Bany_10312-RA	JC_04883-RA
OG0004240	Bany_15813-RA	JC_05261-RA
OG0004241	Bany_09734-RA	JC_12268-RA
OG0004242	Bany_10313-RA	JC_17028-RA, JC_04881-RA
OG0004243	Bany_15815-RA	JC_05258-RA
OG0004244	Bany_09736-RA	JC_12270-RA
OG0004245	Bany_01416-RA	JC_11981-RA
OG0004246	Bany_00500-RA	JC_00344-RA
OG0004247	Bany_04785-RA	JC_01258-RA
OG0004248	Bany_10315-RA	JC_04876-RA
OG0004249	Bany_18087-RA	JC_14750-RA, JC_14751-RA
OG0004251	Bany_00502-RA	JC_00345-RA
OG0004252	Bany_04789-RA	JC_01261-RA
OG0004253	Bany_00504-RA	JC_00346-RA
OG0004254	Bany_18088-RA	JC_14752-RA
OG0004255	Bany_10950-RA	JC_06524-RA
OG0004256	Bany_06315-RA	JC_09392-RA
OG0004257	Bany_04792-RA	JC_01263-RA
OG0004258	Bany_00508-RA, Bany_00507-RA	JC_00349-RA
OG0004259	Bany_10320-RA	JC_04872-RA
OG0004260	Bany_03918-RA	JC_08324-RA
OG0004261	Bany_00511-RA	JC_00354-RA
OG0004262	Bany_01424-RA	JC_11985-RA
OG0004263	Bany_03923-RA	JC_08328-RA
OG0004264	Bany_08348-RA	JC_03272-RA
OG0004265	Bany_06323-RA	JC_09382-RA
OG0004266	Bany_11642-RA	JC_10341-RA
OG0004267	Bany_07584-RA	JC_02158-RA
OG0004268	Bany_06324-RA	JC_09380-RA, JC_09381-RA
OG0004269	Bany_08349-RA	JC_03269-RA
OG0004270	Bany_03927-RA	JC_08331-RA
OG0004271	Bany_18093-RA	JC_14761-RA
OG0004272	Bany_03930-RA	JC_08333-RA
OG0004273	Bany_14689-RA	JC_10894-RA
OG0004274	Bany_14011-RA	JC_07125-RA
OG0004276	Bany_11650-RA, Bany_11649-RA	JC_10353-RA
OG0004277	Bany_09752-RA	JC_12288-RA
OG0004278	Bany_09753-RA	JC_12290-RA, JC_12289-RA
OG0004279	Bany_10958-RA	JC_06529-RA
OG0004280	Bany_09754-RA	JC_12291-RA
OG0004281	Bany_14692-RA	JC_10897-RA
OG0004282	Bany_14018-RA	JC_07120-RA
OG0004284	Bany_03944-RA, Bany_03942-RA	JC_08346-RA
OG0004285	Bany_01440-RA	JC_12001-RA
OG0004286	Bany_04811-RA	JC_01275-RA
OG0004287	Bany_07587-RA	JC_02164-RA
OG0004288	Bany_14024-RA	JC_07113-RA
OG0004289	Bany_05611-RA	JC_02726-RA
OG0004290	Bany_04813-RA, Bany_04931-RA	JC_01277-RA
OG0004291	Bany_01442-RA, Bany_01447-RA	JC_12003-RA
OG0004292	Bany_02335-RA	JC_13675-RA
OG0004293	Bany_09050-RA	JC_07672-RA
OG0004294	Bany_03954-RA	JC_08357-RA
OG0004295	Bany_05616-RA	JC_02730-RA
OG0004296	Bany_14699-RA	JC_10909-RA
OG0004297	Bany_12158-RA	JC_08802-RA
OG0004298	Bany_15827-RA	JC_05247-RA
OG0004299	Bany_05617-RA	JC_02731-RA
OG0004300	Bany_09053-RA	JC_07674-RA
OG0004301	Bany_14705-RA	JC_10915-RA
OG0004302	Bany_12160-RA	JC_08800-RA
OG0004303	Bany_10964-RA	JC_06537-RA
OG0004304	Bany_09058-RA	JC_07679-RA
OG0004305	Bany_07597-RA	JC_02198-RA
OG0004306	Bany_14706-RA	JC_10916-RA
OG0004307	Bany_18098-RA	JC_14768-RA, JC_14766-RA
OG0004308	Bany_01455-RA	JC_12189-RA
OG0004309	Bany_07018-RA	JC_15502-RA, JC_15503-RA
OG0004310	Bany_05621-RA, Bany_08578-RA, Bany_08577-RA	JC_03029-RA, JC_03027-RA, JC_03028-RA
OG0004311	Bany_05623-RA	JC_02735-RA
OG0004313	Bany_12170-RA	JC_08792-RA
OG0004314	Bany_14029-RA	JC_07110-RA
OG0004315	Bany_12172-RA	JC_08791-RA
OG0004316	Bany_14716-RA	JC_10926-RA
OG0004317	Bany_11668-RA	JC_10366-RA
OG0004318	Bany_16815-RA	JC_13749-RA
OG0004319	Bany_12176-RA	JC_08789-RA
OG0004320	Bany_03959-RA, Bany_03958-RA	JC_08363-RA
OG0004321	Bany_13442-RA	JC_11259-RA
OG0004322	Bany_02340-RA	JC_13663-RA
OG0004323	Bany_02342-RA	JC_13662-RA
OG0004324	Bany_15251-RA, Bany_11673-RA	JC_10370-RA
OG0004325	Bany_03142-RA, Bany_03141-RA	JC_04134-RA
OG0004326	Bany_04824-RA	JC_01283-RA
OG0004327	Bany_12181-RA	JC_08952-RA
OG0004329	Bany_05626-RA	JC_02739-RA
OG0004330	Bany_03144-RA	JC_04136-RA
OG0004331	Bany_01467-RA	JC_12009-RA
OG0004332	Bany_08366-RA	JC_03253-RA
OG0004333	Bany_01474-RA	JC_12013-RA
OG0004334	Bany_06343-RA	JC_09369-RA
OG0004335	Bany_06345-RA	JC_09367-RA
OG0004336	Bany_02348-RA, Bany_02349-RA	JC_13653-RA
OG0004337	Bany_01480-RA	JC_12020-RA
OG0004338	Bany_13452-RA, Bany_13453-RA	JC_11265-RA
OG0004339	Bany_09763-RA	JC_12302-RA
OG0004340	Bany_17337-RA	JC_13271-RA
OG0004341	Bany_00541-RA	JC_00374-RA
OG0004343	Bany_02356-RA	JC_13649-RA
OG0004344	Bany_16827-RA	JC_13757-RA
OG0004345	Bany_00545-RA	JC_00377-RA
OG0004346	Bany_15269-RA	JC_05712-RA
OG0004347	Bany_17342-RA	JC_13276-RA
OG0004348	Bany_05642-RA, Bany_05641-RA	JC_02945-RA
OG0004349	Bany_00548-RA	JC_00382-RA
OG0004350	Bany_13462-RA	JC_11153-RA, JC_11154-RA
OG0004352	Bany_15274-RA	JC_05719-RA
OG0004353	Bany_07617-RA	JC_02176-RA
OG0004354	Bany_17348-RA	JC_13285-RA, JC_06457-RA
OG0004356	Bany_05651-RA	JC_02938-RA
OG0004357	Bany_00550-RA, Bany_00551-RA	JC_00390-RA
OG0004358	Bany_12207-RA	JC_08970-RA
OG0004359	Bany_07621-RA	JC_02172-RA
OG0004360	Bany_09080-RA	JC_07698-RA
OG0004361	Bany_14036-RA	JC_07101-RA
OG0004362	Bany_16841-RA	JC_13775-RA
OG0004363	Bany_01496-RA	JC_12035-RA
OG0004364	Bany_11693-RA	JC_10399-RA
OG0004365	Bany_06351-RA	JC_09354-RA
OG0004366	Bany_09092-RA	JC_07705-RA
OG0004367	Bany_00559-RA	JC_00399-RA
OG0004368	Bany_07631-RA	JC_02208-RA, JC_02209-RA
OG0004369	Bany_02360-RA	JC_13638-RA
OG0004370	Bany_09782-RA	JC_12666-RA
OG0004371	Bany_14737-RA, Bany_14738-RA	JC_10944-RA
OG0004372	Bany_09785-RA	JC_12663-RA
OG0004373	Bany_10979-RA	JC_06668-RA
OG0004374	Bany_00567-RA	JC_00406-RA
OG0004375	Bany_09789-RA	JC_12654-RA, JC_12655-RA
OG0004376	Bany_12233-RA	JC_08987-RA
OG0004377	Bany_00569-RA	JC_00407-RA
OG0004378	Bany_00570-RA	JC_00408-RA
OG0004379	Bany_15295-RA	JC_05764-RA
OG0004380	Bany_05678-RA	JC_02917-RA
OG0004381	Bany_07638-RA	JC_01891-RA
OG0004383	Bany_02368-RA	JC_13625-RA
OG0004384	Bany_14049-RA	JC_07089-RA
OG0004385	Bany_06364-RA	JC_09339-RA
OG0004386	Bany_14055-RA	JC_07085-RA
OG0004387	Bany_15299-RA	JC_05772-RA
OG0004388	Bany_07036-RA	JC_15366-RA
OG0004389	Bany_05680-RA	JC_02915-RA, JC_02914-RA
OG0004390	Bany_14057-RA	JC_07082-RA, JC_07079-RA
OG0004391	Bany_08393-RA, Bany_08390-RA	JC_03231-RA
OG0004392	Bany_04845-RA, Bany_04848-RA	JC_01302-RA
OG0004393	Bany_00580-RA	JC_00421-RA
OG0004395	Bany_10354-RA	JC_04842-RA, JC_04843-RA
OG0004396	Bany_04849-RA	JC_01305-RA, JC_01304-RA
OG0004397	Bany_17371-RA	JC_13321-RA
OG0004399	Bany_04850-RA	JC_01307-RA
OG0004400	Bany_16857-RA	JC_13785-RA
OG0004401	Bany_15307-RA	JC_05779-RA, JC_05780-RA
OG0004402	Bany_15873-RA	JC_05214-RA
OG0004403	Bany_07657-RA	JC_01871-RA, JC_01872-RA
OG0004404	Bany_10360-RA	JC_04832-RA
OG0004405	Bany_06374-RA	JC_09332-RA
OG0004406	Bany_16864-RA	JC_13792-RA
OG0004407	Bany_10362-RA	JC_04830-RA
OG0004408	Bany_04857-RA	JC_01312-RA
OG0004409	Bany_00583-RA	JC_00423-RA
OG0004410	Bany_10364-RA	JC_04828-RA
OG0004411	Bany_10366-RA	JC_04825-RA
OG0004412	Bany_10367-RA	JC_04824-RA
OG0004413	Bany_09120-RA	JC_07727-RA
OG0004414	Bany_12249-RA	JC_08995-RA
OG0004415	Bany_09126-RA	JC_07734-RA
OG0004416	Bany_14063-RA	JC_07071-RA
OG0004417	Bany_15879-RA	JC_05203-RA
OG0004418	Bany_00591-RA	JC_00434-RA
OG0004419	Bany_17381-RA	JC_13324-RA
OG0004420	Bany_10993-RA	JC_06658-RA
OG0004421	Bany_00594-RA	JC_00437-RA
OG0004422	Bany_00595-RA	JC_00438-RA
OG0004423	Bany_02378-RA, Bany_02379-RA	JC_13595-RA
OG0004424	Bany_14069-RA	JC_06998-RA
OG0004425	Bany_00596-RA	JC_00439-RA
OG0004426	Bany_01636-RA, Bany_01523-RA	JC_11824-RA
OG0004427	Bany_04878-RA	JC_01064-RA, JC_01063-RA
OG0004428	Bany_01524-RA	JC_11823-RA
OG0004429	Bany_17390-RA	JC_13334-RA
OG0004430	Bany_14075-RA	JC_07004-RA
OG0004431	Bany_00602-RA	JC_00309-RA
OG0004432	Bany_07670-RA	JC_01863-RA
OG0004433	Bany_11717-RA, Bany_11716-RA	JC_10377-RA
OG0004434	Bany_09805-RA	JC_12641-RA, JC_12640-RA
OG0004435	Bany_14083-RA	JC_07011-RA
OG0004436	Bany_09808-RA	JC_12637-RA
OG0004437	Bany_10997-RA	JC_06655-RA
OG0004438	Bany_16909-RA	JC_13930-RA
OG0004440	Bany_09812-RA	JC_12631-RA
OG0004441	Bany_03997-RA	JC_08390-RA
OG0004442	Bany_07872-RA, Bany_17400-RA	JC_01732-RA
OG0004443	Bany_14772-RA, Bany_14768-RA	JC_10969-RA
OG0004444	Bany_09819-RA	JC_12625-RA
OG0004445	Bany_04012-RA	JC_08374-RA
OG0004446	Bany_07058-RA	JC_15388-RA
OG0004447	Bany_14776-RA, Bany_14774-RA	JC_10970-RA
OG0004448	Bany_11730-RA	JC_09562-RA, JC_02001-RA
OG0004449	Bany_04015-RA	JC_08371-RA
OG0004450	Bany_15889-RA	JC_05195-RA
OG0004451	Bany_03182-RA	JC_04164-RA
OG0004452	Bany_12264-RA	JC_09018-RA
OG0004453	Bany_04019-RA	JC_08428-RA
OG0004454	Bany_07066-RA	JC_15504-RA
OG0004455	Bany_15910-RA, Bany_15896-RA	JC_05188-RA
OG0004456	Bany_09827-RA	JC_12622-RA
OG0004457	Bany_14097-RA	JC_07032-RA
OG0004458	Bany_14781-RA	JC_10984-RA
OG0004459	Bany_12269-RA	JC_09024-RA
OG0004460	Bany_15899-RA	JC_05186-RA
OG0004461	Bany_11747-RA	JC_10447-RA
OG0004462	Bany_00624-RA	JC_00285-RA
OG0004463	Bany_05688-RA	JC_02898-RA
OG0004464	Bany_00625-RA	JC_00284-RA
OG0004465	Bany_11759-RA	JC_10441-RA
OG0004466	Bany_10381-RA	JC_04818-RA
OG0004467	Bany_05701-RA	JC_02883-RA
OG0004468	Bany_13503-RA	JC_11147-RA, JC_11148-RA
OG0004469	Bany_09153-RA	JC_07763-RA
OG0004470	Bany_15901-RA, Bany_15902-RA	JC_05185-RA
OG0004471	Bany_11007-RA	JC_06646-RA
OG0004472	Bany_00633-RA	JC_00275-RA
OG0004473	Bany_01561-RA	JC_11750-RA
OG0004474	Bany_04891-RA	JC_01073-RA
OG0004475	Bany_05704-RA	JC_02880-RA
OG0004476	Bany_15904-RA	JC_05183-RA
OG0004477	Bany_07073-RA	JC_15489-RA
OG0004478	Bany_02399-RA	JC_13552-RA
OG0004479	Bany_14800-RA, Bany_07766-RA	JC_10996-RA
OG0004480	Bany_09854-RA	JC_12589-RA
OG0004481	Bany_14132-RA	JC_07063-RA
OG0004482	Bany_14810-RA	JC_11003-RA
OG0004483	Bany_09862-RA	JC_12595-RA
OG0004484	Bany_07697-RA, Bany_07699-RA	JC_01843-RA
OG0004485	Bany_03193-RA	JC_04173-RA, JC_04171-RA
OG0004486	Bany_04904-RA	JC_01089-RA, JC_01092-RA
OG0004487	Bany_04905-RA	JC_01093-RA
OG0004488	Bany_14813-RA	JC_11006-RA, JC_11047-RA
OG0004489	Bany_14817-RA	JC_11008-RA, JC_11044-RA
OG0004490	Bany_09870-RA	JC_12599-RA
OG0004491	Bany_07087-RA	JC_15466-RA
OG0004492	Bany_14145-RA	JC_06992-RA
OG0004493	Bany_07089-RA	JC_15464-RA
OG0004494	Bany_01575-RA	JC_11760-RA
OG0004495	Bany_07090-RA	JC_15463-RA
OG0004496	Bany_15352-RA	JC_05836-RA
OG0004497	Bany_08438-RA	JC_03171-RA, JC_03172-RA
OG0004498	Bany_12296-RA	JC_09051-RA
OG0004499	Bany_13510-RA	JC_11113-RA
OG0004500	Bany_03201-RA	JC_04181-RA
OG0004501	Bany_14158-RA	JC_07203-RA
OG0004502	Bany_14159-RA	JC_07204-RA
OG0004503	Bany_01582-RA	JC_11762-RA
OG0004504	Bany_15935-RA	JC_05094-RA
OG0004505	Bany_06394-RA	JC_09310-RA, JC_09774-RA
OG0004506	Bany_06395-RA	JC_09309-RA
OG0004507	Bany_00655-RA	JC_00264-RA
OG0004508	Bany_09893-RA	JC_12277-RA, JC_12278-RA
OG0004509	Bany_00658-RA	JC_00259-RA
OG0004510	Bany_09894-RA	JC_12279-RA
OG0004511	Bany_09180-RA	JC_07780-RA
OG0004512	Bany_04079-RA, Bany_04060-RA	JC_08473-RA
OG0004513	Bany_01596-RA	JC_11775-RA
OG0004514	Bany_08446-RA	JC_03159-RA
OG0004515	Bany_01597-RA	JC_11778-RA
OG0004516	Bany_09183-RA	JC_07791-RA
OG0004517	Bany_04062-RA	JC_08474-RA
OG0004518	Bany_00662-RA	JC_00253-RA
OG0004519	Bany_10394-RA	JC_04930-RA
OG0004520	Bany_08448-RA	JC_03156-RA
OG0004521	Bany_01601-RA	JC_11782-RA
OG0004522	Bany_08450-RA	JC_03155-RA
OG0004523	Bany_07709-RA	JC_01831-RA
OG0004524	Bany_03208-RA	JC_04189-RA, JC_04188-RA
OG0004525	Bany_09186-RA	JC_07784-RA
OG0004526	Bany_04069-RA	JC_08482-RA
OG0004527	Bany_09187-RA	JC_07783-RA, JC_07782-RA
OG0004528	Bany_11037-RA	JC_06619-RA
OG0004529	Bany_08452-RA	JC_03152-RA
OG0004530	Bany_11039-RA	JC_06613-RA
OG0004531	Bany_07106-RA	JC_15449-RA
OG0004532	Bany_02410-RA	JC_13543-RA
OG0004533	Bany_13517-RA	JC_11112-RA
OG0004535	Bany_15367-RA	JC_05848-RA
OG0004536	Bany_06422-RA	JC_09285-RA
OG0004538	Bany_04919-RA	JC_01103-RA
OG0004539	Bany_07714-RA	JC_01827-RA
OG0004540	Bany_11045-RA	JC_06605-RA
OG0004544	Bany_00669-RA	JC_00242-RA
OG0004545	Bany_00670-RA	JC_00241-RA
OG0004546	Bany_02427-RA	JC_13528-RA
OG0004547	Bany_07113-RA	JC_15442-RA
OG0004548	Bany_02429-RA	JC_13530-RA
OG0004549	Bany_00673-RA	JC_00239-RA
OG0004550	Bany_07116-RA	JC_15434-RA, JC_15437-RA
OG0004551	Bany_03226-RA	JC_04205-RA
OG0004552	Bany_03227-RA	JC_04206-RA
OG0004555	Bany_14169-RA	JC_07213-RA
OG0004556	Bany_14170-RA	JC_07214-RA
OG0004557	Bany_10420-RA	JC_04955-RA
OG0004558	Bany_12328-RA	JC_09080-RA
OG0004559	Bany_04082-RA	JC_08486-RA
OG0004562	Bany_08465-RA	JC_03137-RA
OG0004563	Bany_07123-RA, Bany_07124-RA	JC_15478-RA
OG0004564	Bany_00679-RA	JC_00234-RA
OG0004565	Bany_07726-RA	JC_01815-RA
OG0004566	Bany_11813-RA	JC_10417-RA
OG0004567	Bany_13546-RA	JC_11060-RA
OG0004568	Bany_06432-RA	JC_09276-RA
OG0004569	Bany_11818-RA	JC_10410-RA
OG0004570	Bany_07731-RA	JC_01799-RA
OG0004571	Bany_06435-RA	JC_09270-RA
OG0004572	Bany_08474-RA	JC_03128-RA
OG0004573	Bany_02440-RA	JC_13517-RA, JC_13516-RA
OG0004574	Bany_15984-RA	JC_05141-RA
OG0004575	Bany_07133-RA	JC_15423-RA
OG0004576	Bany_11059-RA	JC_03229-RA, JC_03227-RA, JC_03226-RA, JC_03228-RA
OG0004577	Bany_13555-RA	JC_10515-RA, JC_11072-RA
OG0004578	Bany_15989-RA	JC_05151-RA
OG0004579	Bany_01622-RA	JC_11801-RA
OG0004580	Bany_14187-RA	JC_07225-RA, JC_07226-RA
OG0004581	Bany_00694-RA	JC_00220-RA
OG0004582	Bany_07735-RA	JC_01804-RA
OG0004583	Bany_00696-RA	JC_00219-RA
OG0004584	Bany_03243-RA	JC_04223-RA
OG0004585	Bany_04093-RA	JC_08495-RA
OG0004586	Bany_06440-RA	JC_09258-RA
OG0004587	Bany_07738-RA	JC_01806-RA
OG0004588	Bany_06443-RA, Bany_06442-RA	JC_09256-RA
OG0004589	Bany_00707-RA	JC_00209-RA, JC_00208-RA
OG0004590	Bany_13571-RA	JC_11085-RA, JC_11086-RA
OG0004591	Bany_06445-RA	JC_09254-RA
OG0004592	Bany_10432-RA	JC_04971-RA
OG0004593	Bany_00712-RA	JC_00204-RA
OG0004594	Bany_15408-RA	JC_05746-RA
OG0004595	Bany_14861-RA	JC_11020-RA
OG0004596	Bany_06451-RA	JC_09242-RA
OG0004597	Bany_09223-RA	JC_07829-RA
OG0004598	Bany_08491-RA	JC_03106-RA
OG0004599	Bany_08494-RA	JC_03105-RA
OG0004600	Bany_15995-RA	JC_05156-RA
OG0004601	Bany_13578-RA, Bany_13577-RA	JC_11096-RA
OG0004602	Bany_15996-RA	JC_05158-RA, JC_05157-RA
OG0004603	Bany_09229-RA	JC_07834-RA
OG0004604	Bany_15998-RA	JC_05160-RA
OG0004605	Bany_16002-RA	JC_05163-RA
OG0004605	Bany_16000-RA	JC_05162-RA
OG0004606	Bany_12356-RA	JC_09099-RA
OG0004607	Bany_10441-RA	JC_04978-RA
OG0004608	Bany_14871-RA	JC_11010-RA, JC_11009-RA
OG0004609	Bany_04109-RA	JC_08509-RA
OG0004610	Bany_04961-RA	JC_00841-RA
OG0004611	Bany_08510-RA	JC_03091-RA
OG0004612	Bany_00719-RA	JC_00196-RA
OG0004613	Bany_01639-RA	JC_11826-RA
OG0004614	Bany_06459-RA	JC_09233-RA
OG0004615	Bany_15411-RA	JC_05744-RA
OG0004616	Bany_04114-RA	JC_08512-RA
OG0004617	Bany_07758-RA	JC_01646-RA
OG0004618	Bany_07143-RA	JC_15412-RA
OG0004619	Bany_00723-RA	JC_00192-RA, JC_00191-RA
OG0004620	Bany_03252-RA	JC_04231-RA
OG0004621	Bany_08523-RA	JC_03082-RA
OG0004622	Bany_12357-RA	JC_09101-RA
OG0004623	Bany_05740-RA	JC_02857-RA
OG0004624	Bany_06466-RA	JC_09221-RA
OG0004625	Bany_03254-RA, Bany_03409-RA	JC_04234-RA
OG0004626	Bany_05742-RA	JC_02852-RA
OG0004627	Bany_02459-RA	JC_13486-RA
OG0004628	Bany_05743-RA	JC_02851-RA
OG0004629	Bany_15417-RA	JC_04318-RA
