Orthogroup	Bicyclus_anynana	Heliconius_erato_lativitta
OG0004378	Bany_00570-RA	HEL_001415-RA
OG0004379	Bany_15295-RA	HEL_007266-RA
OG0004380	Bany_05678-RA	HEL_014166-RA, HEL_014165-RA
OG0004381	Bany_07638-RA	HEL_007000-RA
OG0004382	Bany_00573-RA	HEL_001419-RA, HEL_001418-RA
OG0004383	Bany_02368-RA	HEL_006857-RA, HEL_006858-RA
OG0004384	Bany_14049-RA	HEL_001036-RA
OG0004386	Bany_14055-RA	HEL_001028-RA
OG0004388	Bany_07036-RA	HEL_005975-RA
OG0004389	Bany_05680-RA	HEL_004380-RA, HEL_004381-RA
OG0004390	Bany_14057-RA	HEL_001027-RA
OG0004391	Bany_08393-RA, Bany_08390-RA	HEL_007403-RA
OG0004392	Bany_04845-RA, Bany_04848-RA	HEL_002703-RA
OG0004393	Bany_00580-RA	HEL_001427-RA
OG0004394	Bany_17367-RA	HEL_013476-RA
OG0004395	Bany_10354-RA	HEL_011005-RA
OG0004396	Bany_04849-RA	HEL_002702-RA
OG0004397	Bany_17371-RA	HEL_013471-RA
OG0004399	Bany_04850-RA	HEL_002701-RA
OG0004401	Bany_15307-RA	HEL_007261-RA
OG0004402	Bany_15873-RA	HEL_005481-RA
OG0004403	Bany_07657-RA	HEL_007015-RA
OG0004404	Bany_10360-RA	HEL_010991-RA
OG0004405	Bany_06374-RA	HEL_006269-RA
OG0004406	Bany_16864-RA	HEL_000224-RA
OG0004407	Bany_10362-RA	HEL_010994-RA
OG0004408	Bany_04857-RA	HEL_002692-RA, HEL_002693-RA
OG0004409	Bany_00583-RA	HEL_001429-RA, HEL_001428-RA
OG0004410	Bany_10364-RA	HEL_010996-RA
OG0004411	Bany_10366-RA	HEL_010989-RA
OG0004412	Bany_10367-RA	HEL_010988-RA
OG0004413	Bany_09120-RA	HEL_012225-RA, HEL_012224-RA
OG0004414	Bany_12249-RA	HEL_010605-RA
OG0004415	Bany_09126-RA	HEL_012231-RA
OG0004417	Bany_15879-RA	HEL_005475-RA
OG0004418	Bany_00591-RA	HEL_001438-RA
OG0004419	Bany_17381-RA	HEL_013460-RA
OG0004420	Bany_10993-RA	HEL_012383-RA
OG0004421	Bany_00594-RA	HEL_001440-RA
OG0004422	Bany_00595-RA	HEL_001441-RA
OG0004423	Bany_02378-RA, Bany_02379-RA	HEL_006837-RA
OG0004424	Bany_14069-RA	HEL_000955-RA
OG0004425	Bany_00596-RA	HEL_001442-RA
OG0004426	Bany_01636-RA, Bany_01523-RA	HEL_008288-RA
OG0004428	Bany_01524-RA	HEL_008287-RA
OG0004429	Bany_17389-RA	HEL_013454-RA
OG0004431	Bany_00602-RA	HEL_001323-RA
OG0004432	Bany_07670-RA	HEL_007022-RA
OG0004433	Bany_11716-RA	HEL_008181-RA
OG0004434	Bany_09805-RA	HEL_003870-RA
OG0004435	Bany_14083-RA	HEL_000959-RA
OG0004436	Bany_09808-RA	HEL_003873-RA
OG0004437	Bany_10997-RA	HEL_012381-RA
OG0004438	Bany_16909-RA	HEL_000339-RA
OG0004439	Bany_09811-RA	HEL_003875-RA
OG0004440	Bany_09812-RA	HEL_003878-RA, HEL_003877-RA
OG0004441	Bany_03997-RA	HEL_003076-RA
OG0004442	Bany_07872-RA, Bany_17400-RA	HEL_007156-RA
OG0004443	Bany_14772-RA	HEL_013583-RA
OG0004444	Bany_09819-RA	HEL_003882-RA
OG0004445	Bany_04012-RA	HEL_003063-RA
OG0004446	Bany_07058-RA	HEL_005942-RA
OG0004447	Bany_14776-RA, Bany_14774-RA	HEL_013582-RA
OG0004448	Bany_11730-RA	HEL_011524-RA
OG0004449	Bany_04015-RA	HEL_003060-RA
OG0004452	Bany_12264-RA	HEL_010622-RA
OG0004453	Bany_04019-RA	HEL_003109-RA, HEL_003112-RA
OG0004454	Bany_07066-RA	HEL_005936-RA
OG0004455	Bany_15896-RA	HEL_005467-RA
OG0004456	Bany_09827-RA	HEL_003885-RA
OG0004457	Bany_14097-RA	HEL_000972-RA, HEL_000971-RA
OG0004458	Bany_14781-RA	HEL_013566-RA
OG0004459	Bany_12269-RA	HEL_010626-RA
OG0004460	Bany_15899-RA	HEL_005466-RA
OG0004461	Bany_11747-RA	HEL_008113-RA, HEL_008112-RA
OG0004462	Bany_00624-RA	HEL_001308-RA, HEL_001309-RA
OG0004463	Bany_05688-RA	HEL_004387-RA
OG0004464	Bany_00625-RA	HEL_001307-RA
OG0004465	Bany_11759-RA	HEL_008123-RA, HEL_008122-RA
OG0004466	Bany_10381-RA	HEL_010984-RA
OG0004467	Bany_05701-RA	HEL_004403-RA
OG0004468	Bany_13503-RA	HEL_012456-RA
OG0004469	Bany_09153-RA	HEL_012586-RA, HEL_012587-RA
OG0004470	Bany_15901-RA, Bany_15902-RA	HEL_005465-RA
OG0004472	Bany_00633-RA	HEL_001299-RA, HEL_001298-RA
OG0004473	Bany_01561-RA	HEL_013383-RA
OG0004474	Bany_04891-RA	HEL_006801-RA
OG0004475	Bany_05704-RA	HEL_004407-RA
OG0004476	Bany_15904-RA	HEL_005463-RA
OG0004477	Bany_07073-RA	HEL_005918-RA
OG0004478	Bany_02399-RA	HEL_014423-RA
OG0004479	Bany_14800-RA, Bany_07766-RA	HEL_012000-RA
OG0004480	Bany_09854-RA	HEL_003908-RA
OG0004481	Bany_14132-RA	HEL_001012-RA
OG0004482	Bany_14810-RA	HEL_012006-RA
OG0004483	Bany_09862-RA	HEL_003914-RA
OG0004484	Bany_07697-RA, Bany_07699-RA	HEL_007040-RA
OG0004486	Bany_04904-RA	HEL_006814-RA
OG0004487	Bany_04905-RA	HEL_006815-RA
OG0004488	Bany_14813-RA	HEL_012008-RA
OG0004489	Bany_14817-RA	HEL_012018-RA
OG0004490	Bany_09870-RA	HEL_003919-RA
OG0004491	Bany_07087-RA	HEL_005905-RA
OG0004492	Bany_14145-RA	HEL_000947-RA
OG0004493	Bany_07089-RA	HEL_005903-RA
OG0004494	Bany_01575-RA	HEL_013369-RA, HEL_013370-RA
OG0004495	Bany_07090-RA	HEL_005902-RA
OG0004496	Bany_15352-RA	HEL_007211-RA, HEL_007212-RA
OG0004497	Bany_08438-RA	HEL_013436-RA
OG0004498	Bany_12296-RA	HEL_010656-RA
OG0004499	Bany_13510-RA	HEL_008609-RA, HEL_008608-RA
OG0004501	Bany_14158-RA	HEL_009777-RA
OG0004502	Bany_14159-RA	HEL_009776-RA, HEL_001054-RA
OG0004503	Bany_01582-RA	HEL_013366-RA
OG0004505	Bany_06394-RA	HEL_006257-RA
OG0004506	Bany_06395-RA	HEL_006256-RA
OG0004507	Bany_00655-RA	HEL_001287-RA, HEL_001282-RA
OG0004508	Bany_09893-RA	HEL_003795-RA
OG0004509	Bany_00658-RA	HEL_001280-RA
OG0004510	Bany_09894-RA	HEL_003798-RA, HEL_003797-RA
OG0004511	Bany_09180-RA	HEL_012610-RA
OG0004512	Bany_04079-RA	HEL_003148-RA
OG0004513	Bany_01596-RA	HEL_014169-RA
OG0004514	Bany_08446-RA	HEL_014611-RA, HEL_013431-RA
OG0004515	Bany_01597-RA	HEL_014171-RA
OG0004516	Bany_09183-RA	HEL_012620-RA
OG0004517	Bany_04062-RA	HEL_003152-RA, HEL_003150-RA
OG0004518	Bany_00662-RA	HEL_001275-RA, HEL_001276-RA
OG0004519	Bany_10394-RA	HEL_000076-RA, HEL_000075-RA
OG0004520	Bany_08448-RA	HEL_013429-RA, HEL_014609-RA
OG0004521	Bany_01601-RA	HEL_014176-RA
OG0004523	Bany_07709-RA	HEL_007047-RA
OG0004524	Bany_03208-RA	HEL_011590-RA
OG0004525	Bany_09186-RA	HEL_012615-RA
OG0004526	Bany_04069-RA	HEL_003160-RA
OG0004527	Bany_09187-RA	HEL_012614-RA
OG0004528	Bany_11037-RA	HEL_014269-RA, HEL_014268-RA
OG0004529	Bany_08452-RA	HEL_013426-RA
OG0004530	Bany_11039-RA	HEL_014284-RA, HEL_014283-RA
OG0004531	Bany_07106-RA	HEL_005893-RA
OG0004532	Bany_02410-RA	HEL_012958-RA
OG0004533	Bany_13517-RA	HEL_008613-RA
OG0004534	Bany_02413-RA	HEL_012955-RA, HEL_012956-RA
OG0004535	Bany_15367-RA	HEL_007196-RA
OG0004536	Bany_06422-RA	HEL_014126-RA
OG0004538	Bany_04919-RA	HEL_002937-RA
OG0004539	Bany_07714-RA	HEL_007052-RA, HEL_007051-RA
OG0004540	Bany_11045-RA	HEL_014289-RA
OG0004541	Bany_06428-RA	HEL_014132-RA, HEL_014133-RA
OG0004543	Bany_02424-RA	HEL_012946-RA
OG0004544	Bany_00669-RA	HEL_001267-RA
OG0004545	Bany_00670-RA	HEL_001266-RA
OG0004546	Bany_02427-RA	HEL_012940-RA
OG0004547	Bany_07113-RA	HEL_005887-RA
OG0004548	Bany_02429-RA	HEL_012942-RA
OG0004549	Bany_00673-RA	HEL_001264-RA
OG0004550	Bany_07116-RA	HEL_005884-RA
OG0004551	Bany_03226-RA	HEL_011597-RA
OG0004552	Bany_03227-RA	HEL_011598-RA
OG0004553	Bany_01607-RA	HEL_014184-RA, HEL_014181-RA, HEL_014182-RA
OG0004555	Bany_14169-RA	HEL_009765-RA, HEL_009764-RA
OG0004556	Bany_14170-RA	HEL_009763-RA
OG0004557	Bany_10420-RA	HEL_000106-RA, HEL_000105-RA
OG0004559	Bany_04082-RA	HEL_003164-RA
OG0004560	Bany_11808-RA	HEL_008139-RA
OG0004561	Bany_11810-RA	HEL_008141-RA
OG0004562	Bany_08465-RA	HEL_011517-RA
OG0004563	Bany_07123-RA, Bany_07124-RA	HEL_005926-RA
OG0004565	Bany_07726-RA	HEL_007058-RA
OG0004566	Bany_11813-RA	HEL_008145-RA
OG0004567	Bany_13546-RA	HEL_008659-RA
OG0004568	Bany_06432-RA	HEL_014139-RA, HEL_014137-RA
OG0004569	Bany_11818-RA	HEL_008148-RA
OG0004570	Bany_07731-RA	HEL_007076-RA
OG0004571	Bany_06435-RA	HEL_014144-RA
OG0004572	Bany_08474-RA	HEL_011514-RA
OG0004573	Bany_02440-RA	HEL_012933-RA
OG0004576	Bany_11059-RA	HEL_007401-RA
OG0004577	Bany_13555-RA	HEL_008644-RA
OG0004579	Bany_01622-RA	HEL_008251-RA
OG0004580	Bany_14187-RA	HEL_009823-RA
OG0004581	Bany_00694-RA	HEL_001249-RA
OG0004582	Bany_07735-RA	HEL_007073-RA
OG0004583	Bany_00696-RA	HEL_001248-RA
OG0004584	Bany_03243-RA	HEL_011618-RA
OG0004585	Bany_04093-RA	HEL_003173-RA
OG0004586	Bany_06440-RA	HEL_006199-RA
OG0004587	Bany_07738-RA	HEL_007071-RA
OG0004588	Bany_06443-RA, Bany_06442-RA	HEL_006202-RA
OG0004589	Bany_00707-RA	HEL_001242-RA
OG0004591	Bany_06445-RA	HEL_006206-RA
OG0004594	Bany_15408-RA	HEL_007273-RA, HEL_007279-RA, HEL_007277-RA
OG0004595	Bany_14861-RA	HEL_012033-RA
OG0004596	Bany_06451-RA	HEL_006215-RA
OG0004597	Bany_09223-RA	HEL_011928-RA
OG0004598	Bany_08491-RA	HEL_011493-RA
OG0004599	Bany_08494-RA	HEL_011492-RA
OG0004600	Bany_15995-RA	HEL_005438-RA
OG0004601	Bany_13578-RA, Bany_13577-RA	HEL_008624-RA
OG0004602	Bany_15996-RA	HEL_005439-RA
OG0004603	Bany_09229-RA	HEL_011933-RA
OG0004604	Bany_15998-RA	HEL_005441-RA
OG0004606	Bany_12356-RA	HEL_010302-RA
OG0004607	Bany_10441-RA	HEL_000130-RA, HEL_000131-RA
OG0004608	Bany_14871-RA	HEL_012025-RA
OG0004610	Bany_04961-RA	HEL_006625-RA, HEL_006623-RA
OG0004611	Bany_08510-RA	HEL_011473-RA
OG0004612	Bany_00719-RA	HEL_001230-RA
OG0004613	Bany_01639-RA	HEL_008292-RA, HEL_008290-RA
OG0004614	Bany_06459-RA	HEL_006222-RA
OG0004615	Bany_15411-RA	HEL_007275-RA
OG0004616	Bany_04114-RA	HEL_003192-RA
OG0004617	Bany_07758-RA	HEL_010416-RA
OG0004618	Bany_07143-RA	HEL_005868-RA
OG0004619	Bany_00723-RA	HEL_001226-RA
OG0004620	Bany_03252-RA	HEL_011623-RA
OG0004621	Bany_08523-RA	HEL_011463-RA, HEL_011462-RA
OG0004622	Bany_12357-RA	HEL_010305-RA
OG0004623	Bany_05740-RA	HEL_004414-RA
OG0004624	Bany_06466-RA	HEL_006237-RA
OG0004625	Bany_03254-RA, Bany_03409-RA	HEL_011627-RA, HEL_011626-RA
OG0004626	Bany_05742-RA	HEL_004417-RA
OG0004627	Bany_02459-RA	HEL_008566-RA
OG0004628	Bany_05743-RA	HEL_004418-RA
OG0004630	Bany_05747-RA, Bany_05745-RA, Bany_05746-RA	HEL_004420-RA
OG0004631	Bany_12358-RA	HEL_010306-RA
OG0004632	Bany_05748-RA	HEL_004421-RA
OG0004633	Bany_11085-RA	HEL_012892-RA, HEL_012891-RA
OG0004634	Bany_03264-RA	HEL_010046-RA
OG0004635	Bany_00744-RA	HEL_001210-RA, HEL_001211-RA
OG0004636	Bany_16010-RA	HEL_005446-RA
OG0004637	Bany_16011-RA	HEL_005448-RA
OG0004639	Bany_14208-RA	HEL_009840-RA, HEL_009839-RA
OG0004640	Bany_02462-RA	HEL_008564-RA
OG0004641	Bany_16013-RA	HEL_005450-RA
OG0004643	Bany_03278-RA	HEL_010043-RA
OG0004644	Bany_04982-RA	HEL_006645-RA
OG0004646	Bany_11093-RA	HEL_013072-RA
OG0004648	Bany_04984-RA	HEL_006647-RA
OG0004649	Bany_08527-RA, Bany_08526-RA	HEL_011460-RA
OG0004650	Bany_12366-RA	HEL_010329-RA
OG0004651	Bany_09267-RA	HEL_011959-RA
OG0004652	Bany_07777-RA	HEL_010403-RA
OG0004653	Bany_00753-RA	HEL_001202-RA
OG0004654	Bany_04131-RA	HEL_003209-RA
OG0004655	Bany_05766-RA	HEL_004434-RA
OG0004656	Bany_16018-RA	HEL_005456-RA
OG0004657	Bany_10460-RA	HEL_000148-RA
OG0004658	Bany_08533-RA	HEL_011455-RA, HEL_011454-RA
OG0004659	Bany_02465-RA	HEL_008562-RA, HEL_008563-RA
OG0004660	Bany_05769-RA	HEL_004436-RA
OG0004661	Bany_08539-RA, Bany_08536-RA	HEL_011450-RA
OG0004662	Bany_02467-RA	HEL_008561-RA
OG0004663	Bany_00763-RA	HEL_001191-RA
OG0004664	Bany_08538-RA, Bany_08544-RA	HEL_011444-RA
OG0004665	Bany_07820-RA, Bany_13598-RA	HEL_012266-RA
OG0004666	Bany_01668-RA	HEL_008321-RA
OG0004669	Bany_01669-RA, Bany_01670-RA	HEL_008322-RA
OG0004670	Bany_15426-RA	HEL_007282-RA
OG0004671	Bany_08552-RA	HEL_011438-RA, HEL_011441-RA
OG0004672	Bany_00768-RA	HEL_001187-RA
OG0004673	Bany_02472-RA	HEL_008547-RA
OG0004674	Bany_08553-RA	HEL_011434-RA, HEL_011433-RA, HEL_011435-RA
OG0004675	Bany_02475-RA	HEL_008545-RA
OG0004676	Bany_08560-RA	HEL_011424-RA, HEL_011423-RA
OG0004677	Bany_08562-RA	HEL_011421-RA
OG0004678	Bany_01679-RA	HEL_008329-RA
OG0004679	Bany_04999-RA	HEL_006655-RA
OG0004680	Bany_05001-RA	HEL_006658-RA
OG0004681	Bany_01681-RA	HEL_008330-RA
OG0004683	Bany_12377-RA	HEL_010323-RA
OG0004684	Bany_14241-RA	HEL_014600-RA
OG0004685	Bany_06511-RA	HEL_009590-RA
OG0004686	Bany_01684-RA	HEL_008335-RA
OG0004687	Bany_06544-RA, Bany_06512-RA	HEL_009589-RA
OG0004688	Bany_14244-RA	HEL_014601-RA, HEL_014602-RA
OG0004689	Bany_08567-RA	HEL_011416-RA
OG0004690	Bany_02482-RA	HEL_008537-RA
OG0004691	Bany_05005-RA	HEL_006661-RA
OG0004692	Bany_05007-RA	HEL_006663-RA
OG0004693	Bany_04144-RA	HEL_003225-RA
OG0004694	Bany_05008-RA	HEL_006664-RA
OG0004695	Bany_05783-RA	HEL_004450-RA, HEL_004451-RA
OG0004696	Bany_05014-RA	HEL_006668-RA
OG0004697	Bany_05015-RA	HEL_006670-RA, HEL_006669-RA
OG0004699	Bany_12387-RA	HEL_010342-RA, HEL_010341-RA
OG0004700	Bany_10472-RA	HEL_000157-RA, HEL_000156-RA
OG0004701	Bany_08570-RA	HEL_011414-RA, HEL_001957-RA
OG0004702	Bany_05020-RA	HEL_006676-RA
OG0004704	Bany_05021-RA	HEL_006677-RA
OG0004705	Bany_05787-RA	HEL_004453-RA
OG0004706	Bany_04151-RA	HEL_003227-RA
OG0004707	Bany_09294-RA	HEL_011980-RA
OG0004708	Bany_09297-RA	HEL_011982-RA
OG0004709	Bany_12394-RA	HEL_010351-RA
OG0004710	Bany_12395-RA	HEL_010352-RA
OG0004711	Bany_05796-RA, Bany_05798-RA	HEL_004460-RA
OG0004713	Bany_01704-RA	HEL_008348-RA
OG0004714	Bany_00793-RA	HEL_001168-RA
OG0004715	Bany_07806-RA	HEL_010392-RA
OG0004716	Bany_02513-RA	HEL_008510-RA
OG0004717	Bany_02514-RA	HEL_008509-RA
OG0004718	Bany_05042-RA	HEL_006691-RA
OG0004720	Bany_10500-RA	HEL_000192-RA, HEL_000193-RA
OG0004721	Bany_07807-RA	HEL_010390-RA
OG0004722	Bany_07811-RA	HEL_010389-RA
OG0004723	Bany_05803-RA	HEL_004462-RA
OG0004724	Bany_08589-RA	HEL_012860-RA
OG0004725	Bany_05046-RA	HEL_006693-RA
OG0004726	Bany_05050-RA	HEL_006701-RA
OG0004727	Bany_05051-RA	HEL_006704-RA, HEL_006705-RA
OG0004730	Bany_04187-RA	HEL_003315-RA
OG0004731	Bany_04190-RA, Bany_04189-RA	HEL_003313-RA
OG0004732	Bany_01737-RA	HEL_008425-RA
OG0004733	Bany_00821-RA	HEL_001145-RA
OG0004734	Bany_05064-RA	HEL_006711-RA
OG0004737	Bany_01742-RA	HEL_008421-RA
OG0004738	Bany_07834-RA	HEL_010400-RA
OG0004740	Bany_01748-RA	HEL_008412-RA
OG0004741	Bany_03386-RA	HEL_011665-RA
OG0004743	Bany_00832-RA	HEL_013119-RA
OG0004744	Bany_00835-RA	HEL_013114-RA
OG0004745	Bany_03395-RA	HEL_011655-RA
OG0004746	Bany_04215-RA	HEL_003297-RA
OG0004747	Bany_04216-RA	HEL_003296-RA
OG0004749	Bany_04217-RA	HEL_003295-RA
OG0004750	Bany_03399-RA	HEL_011650-RA, HEL_011651-RA
OG0004751	Bany_10537-RA	HEL_000207-RA, HEL_000211-RA
OG0004752	Bany_04226-RA	HEL_003288-RA, HEL_003287-RA
OG0004753	Bany_00843-RA	HEL_013110-RA
OG0004754	Bany_08637-RA	HEL_012819-RA
OG0004755	Bany_01770-RA	HEL_008396-RA
OG0004756	Bany_08645-RA	HEL_012820-RA
OG0004757	Bany_01771-RA	HEL_008394-RA, HEL_008395-RA
OG0004758	Bany_08648-RA	HEL_012823-RA
OG0004759	Bany_01786-RA	HEL_008384-RA
OG0004760	Bany_04242-RA	HEL_003271-RA, HEL_003270-RA
OG0004761	Bany_01787-RA	HEL_008382-RA, HEL_008381-RA, HEL_008383-RA, HEL_008380-RA
OG0004762	Bany_04243-RA	HEL_003269-RA, HEL_003268-RA
OG0004763	Bany_05091-RA	HEL_006735-RA
OG0004764	Bany_01801-RA	HEL_008370-RA
OG0004765	Bany_04248-RA	HEL_003265-RA
OG0004766	Bany_04249-RA	HEL_003264-RA
OG0004768	Bany_05100-RA	HEL_006739-RA
OG0004769	Bany_04260-RA, Bany_04261-RA	HEL_003251-RA
OG0004770	Bany_04266-RA	HEL_003245-RA
OG0004771	Bany_03428-RA	HEL_011636-RA
OG0004772	Bany_02588-RA	HEL_008459-RA
OG0004773	Bany_02590-RA	HEL_008458-RA, HEL_008457-RA
OG0004774	Bany_05847-RA	HEL_004518-RA
OG0004775	Bany_07874-RA	HEL_007157-RA
OG0004776	Bany_02603-RA	HEL_008443-RA, HEL_008444-RA
OG0004777	Bany_00864-RA	HEL_013420-RA
OG0004778	Bany_07875-RA	HEL_007158-RA
OG0004779	Bany_02609-RA	HEL_008438-RA, HEL_008439-RA, HEL_008440-RA, HEL_008437-RA
OG0004780	Bany_04286-RA	HEL_003229-RA, HEL_003230-RA, HEL_003231-RA
OG0004782	Bany_07886-RA	HEL_007111-RA
OG0004783	Bany_07892-RA	HEL_007119-RA
OG0004784	Bany_07896-RA	HEL_007106-RA
OG0004785	Bany_07900-RA	HEL_007101-RA
OG0004786	Bany_05148-RA	HEL_006772-RA, HEL_006773-RA
OG0004787	Bany_05160-RA	HEL_002927-RA, HEL_002925-RA
OG0004788	Bany_07915-RA	HEL_007093-RA
OG0004789	Bany_07920-RA	HEL_007092-RA
OG0004790	Bany_07921-RA	HEL_007091-RA
OG0004791	Bany_07922-RA	HEL_007090-RA, HEL_007089-RA
OG0004849	Bany_17686-RA	HEL_011824-RA
OG0004850	Bany_18171-RA	HEL_000835-RA
OG0004851	Bany_07168-RA	HEL_013234-RA
OG0004852	Bany_16439-RA	HEL_000445-RA
OG0004853	Bany_17687-RA	HEL_011823-RA
OG0004854	Bany_16927-RA	HEL_001908-RA, HEL_001913-RA
OG0004855	Bany_02635-RA	HEL_010477-RA
OG0004856	Bany_16440-RA	HEL_000446-RA
OG0004857	Bany_09325-RA	HEL_005067-RA
OG0004859	Bany_15435-RA	HEL_005363-RA
OG0004860	Bany_16931-RA	HEL_001907-RA, HEL_001912-RA
OG0004861	Bany_17402-RA	HEL_005367-RA
OG0004862	Bany_16932-RA	HEL_001910-RA
OG0004863	Bany_07169-RA	HEL_010471-RA
OG0004864	Bany_11826-RA	HEL_007725-RA
OG0004865	Bany_17693-RA	HEL_011850-RA
OG0004866	Bany_14879-RA	HEL_007348-RA
OG0004867	Bany_14253-RA	HEL_004079-RA
OG0004868	Bany_03451-RA	HEL_002224-RA
OG0004869	Bany_16934-RA	HEL_001901-RA
OG0004871	Bany_00004-RA	HEL_001694-RA
OG0004872	Bany_14880-RA	HEL_007347-RA
OG0004873	Bany_17403-RA	HEL_005369-RA
OG0004874	Bany_09898-RA	HEL_007656-RA
OG0004875	Bany_15441-RA	HEL_005358-RA
OG0004876	Bany_14254-RA	HEL_012503-RA
OG0004877	Bany_01813-RA	HEL_003425-RA
OG0004878	Bany_07171-RA	HEL_004481-RA
OG0004879	Bany_14884-RA	HEL_007339-RA
OG0004880	Bany_12446-RA	HEL_004165-RA
OG0004881	Bany_05868-RA	HEL_008065-RA
OG0004883	Bany_10543-RA	HEL_011009-RA
OG0004884	Bany_14885-RA	HEL_007338-RA
OG0004885	Bany_15445-RA	HEL_005356-RA
OG0004886	Bany_03460-RA	HEL_002228-RA
OG0004887	Bany_09903-RA	HEL_007654-RA
OG0004888	Bany_14261-RA	HEL_012505-RA
OG0004889	Bany_14889-RA	HEL_007334-RA
OG0004890	Bany_11834-RA	HEL_007746-RA
OG0004891	Bany_08658-RA	HEL_003494-RA
OG0004892	Bany_05870-RA	HEL_008067-RA
OG0004893	Bany_15163-RA, Bany_15099-RA, Bany_12452-RA, Bany_09532-RA, Bany_16821-RA, Bany_17657-RA	HEL_004705-RA
OG0004894	Bany_11139-RA, Bany_11138-RA	HEL_014066-RA
OG0004895	Bany_14267-RA	HEL_012508-RA
OG0004896	Bany_07174-RA	HEL_009697-RA
OG0004897	Bany_13616-RA	HEL_000692-RA
OG0004898	Bany_02649-RA	HEL_010481-RA
OG0004899	Bany_09910-RA	HEL_007642-RA
OG0004900	Bany_10551-RA	HEL_011016-RA
OG0004901	Bany_07928-RA	HEL_009464-RA
OG0004902	Bany_15453-RA	HEL_005349-RA
OG0004904	Bany_08663-RA	HEL_003488-RA
OG0004905	Bany_09344-RA	HEL_005076-RA
OG0004906	Bany_00935-RA	HEL_012679-RA
OG0004907	Bany_06557-RA	HEL_002188-RA
OG0004908	Bany_07181-RA	HEL_009687-RA
OG0004909	Bany_05874-RA	HEL_008071-RA
OG0004910	Bany_16944-RA	HEL_001892-RA
OG0004911	Bany_16945-RA	HEL_001891-RA
OG0004912	Bany_10553-RA	HEL_011018-RA
OG0004913	Bany_06558-RA	HEL_002189-RA
OG0004914	Bany_06559-RA	HEL_002190-RA
OG0004915	Bany_10554-RA	HEL_011019-RA
OG0004916	Bany_09917-RA	HEL_007637-RA
OG0004917	Bany_00939-RA	HEL_012682-RA
OG0004918	Bany_07936-RA	HEL_009468-RA
OG0004919	Bany_00940-RA	HEL_012684-RA
OG0004920	Bany_07937-RA	HEL_009469-RA
OG0004921	Bany_09918-RA	HEL_007636-RA
OG0004922	Bany_09919-RA	HEL_007635-RA
OG0004923	Bany_14271-RA	HEL_012509-RA
OG0004925	Bany_16952-RA	HEL_001878-RA
OG0004926	Bany_11140-RA	HEL_014065-RA
OG0004927	Bany_04315-RA, Bany_04320-RA	HEL_006979-RA
OG0004928	Bany_14894-RA	HEL_007325-RA
OG0004929	Bany_16953-RA	HEL_001877-RA
OG0004930	Bany_11142-RA	HEL_014064-RA
OG0004931	Bany_11143-RA	HEL_014063-RA
OG0004932	Bany_16044-RA	HEL_013003-RA
OG0004933	Bany_00944-RA	HEL_012689-RA
OG0004934	Bany_17702-RA	HEL_009296-RA
OG0004935	Bany_15463-RA	HEL_005342-RA
OG0004936	Bany_11144-RA	HEL_014062-RA
OG0004937	Bany_13032-RA	HEL_008958-RA
OG0004938	Bany_00946-RA	HEL_012690-RA
OG0004939	Bany_11837-RA	HEL_007745-RA
OG0004940	Bany_01847-RA	HEL_003413-RA
OG0004941	Bany_17408-RA	HEL_005371-RA
OG0004942	Bany_13623-RA	HEL_000693-RA
OG0004943	Bany_17704-RA	HEL_009293-RA
OG0004944	Bany_07940-RA	HEL_009471-RA
OG0004945	Bany_14905-RA	HEL_001916-RA
OG0004946	Bany_05193-RA	HEL_004017-RA
OG0004947	Bany_08676-RA	HEL_003475-RA
OG0004948	Bany_05885-RA	HEL_010164-RA
OG0004949	Bany_09921-RA	HEL_007627-RA
OG0004950	Bany_17706-RA	HEL_009289-RA
OG0004951	Bany_12470-RA	HEL_004048-RA
OG0004952	Bany_07944-RA	HEL_009474-RA
OG0004953	Bany_11841-RA	HEL_007741-RA
OG0004954	Bany_09922-RA	HEL_007630-RA
OG0004955	Bany_02652-RA	HEL_010482-RA
OG0004956	Bany_08677-RA	HEL_003474-RA
OG0004957	Bany_11842-RA	HEL_007740-RA, HEL_007738-RA
OG0004958	Bany_09924-RA	HEL_007632-RA
OG0004959	Bany_02654-RA	HEL_010483-RA
OG0004960	Bany_02656-RA	HEL_010484-RA
OG0004961	Bany_07187-RA	HEL_009692-RA
OG0004962	Bany_09925-RA	HEL_007633-RA
OG0004963	Bany_04326-RA	HEL_006980-RA
OG0004964	Bany_13629-RA	HEL_000699-RA
OG0004966	Bany_17710-RA	HEL_009210-RA
OG0004968	Bany_15480-RA	HEL_005333-RA
OG0004969	Bany_07191-RA	HEL_012099-RA
OG0004970	Bany_10564-RA	HEL_011025-RA
OG0004971	Bany_00956-RA	HEL_012677-RA
OG0004972	Bany_05889-RA	HEL_010160-RA
OG0004973	Bany_16956-RA	HEL_001873-RA
OG0004974	Bany_00957-RA	HEL_012676-RA
OG0004975	Bany_15485-RA	HEL_005326-RA
OG0004976	Bany_01861-RA, Bany_01863-RA	HEL_003396-RA
OG0004977	Bany_15486-RA	HEL_005325-RA
OG0004978	Bany_07197-RA	HEL_012096-RA
OG0004979	Bany_15487-RA	HEL_005323-RA
OG0004980	Bany_05892-RA	HEL_010157-RA
OG0004981	Bany_10569-RA	HEL_011027-RA
OG0004982	Bany_14285-RA	HEL_012514-RA
