Orthogroup	Bicyclus_anynana	Vanessa_tameamea
OG0005818	Bany_01119-RA	XP_026488877.1
OG0005819	Bany_08114-RA	XP_026487178.1
OG0005820	Bany_17534-RA	XP_026486573.1
OG0005821	Bany_10802-RA	XP_026485403.1
OG0005822	Bany_13215-RA	XP_026494582.1
OG0005823	Bany_15014-RA	XP_026493119.1
OG0005824	Bany_08115-RA	XP_026487207.1
OG0005825	Bany_06042-RA	XP_026500260.1
OG0005826	Bany_04523-RA	XP_026497960.1
OG0005827	Bany_15017-RA	XP_026493129.1
OG0005828	Bany_10804-RA	XP_026485510.1
OG0005829	Bany_15019-RA	XP_026493121.1
OG0005830	Bany_10805-RA	XP_026485501.1
OG0005831	Bany_10806-RA	XP_026485409.1
OG0005832	Bany_17131-RA	XP_026500145.1, XP_026500144.1
OG0005833	Bany_01123-RA	XP_026488883.1
OG0005834	Bany_09531-RA	XP_026494277.1
OG0005835	Bany_11966-RA	XP_026496973.1
OG0005836	Bany_17536-RA	XP_026486689.1
OG0005837	Bany_15637-RA	XP_026496308.1
OG0005838	Bany_00232-RA	XP_026484587.1
OG0005839	Bany_01124-RA	XP_026488998.1
OG0005840	Bany_06046-RA	XP_026490425.1
OG0005841	Bany_13220-RA	XP_026494587.1
OG0005842	Bany_13221-RA	XP_026494586.1
OG0005843	Bany_06047-RA	XP_026490661.1
OG0005844	Bany_06049-RA	XP_026489511.1
OG0005845	Bany_13222-RA	XP_026494640.1
OG0005846	Bany_03632-RA, Bany_03120-RA	XP_026495183.1
OG0005847	Bany_06050-RA	XP_026489477.1
OG0005848	Bany_13224-RA, Bany_13223-RA	XP_026494595.1
OG0005849	Bany_04534-RA, Bany_04533-RA	XP_026497869.1
OG0005850	Bany_06051-RA	XP_026489485.1
OG0005851	Bany_06053-RA	XP_026489476.1, XP_026489475.1
OG0005852	Bany_06054-RA	XP_026489479.1
OG0005853	Bany_06055-RA	XP_026489472.1
OG0005854	Bany_11968-RA	XP_026496773.1
OG0005855	Bany_06740-RA	XP_026483856.1
OG0005856	Bany_06057-RA	XP_026489469.1
OG0005857	Bany_06059-RA	XP_026501433.1
OG0005858	Bany_10047-RA	XP_026486360.1
OG0005859	Bany_13225-RA	XP_026494642.1
OG0005860	Bany_13790-RA	XP_026499235.1
OG0005861	Bany_13226-RA	XP_026494662.1
OG0005862	Bany_01127-RA	XP_026488975.1
OG0005863	Bany_03636-RA	XP_026487425.1
OG0005864	Bany_01129-RA	XP_026489007.1
OG0005865	Bany_02094-RA	XP_026499381.1
OG0005866	Bany_01130-RA	XP_026489118.1
OG0005867	Bany_03638-RA	XP_026487734.1
OG0005868	Bany_17150-RA	XP_026497350.1
OG0005869	Bany_13793-RA	XP_026499097.1
OG0005870	Bany_03639-RA	XP_026488622.1
OG0005871	Bany_01134-RA	XP_026489116.1
OG0005872	Bany_01135-RA	XP_026489117.1
OG0005873	Bany_04538-RA	XP_026497890.1
OG0005874	Bany_17151-RA	XP_026497352.1
OG0005875	Bany_15024-RA	XP_026493164.1
OG0005876	Bany_17879-RA	XP_026490241.1
OG0005877	Bany_06760-RA	XP_026490601.1
OG0005878	Bany_05367-RA	XP_026491344.1
OG0005879	Bany_03642-RA	XP_026487351.1
OG0005880	Bany_17152-RA	XP_026497353.1
OG0005881	Bany_05368-RA	XP_026491338.1
OG0005882	Bany_01136-RA	XP_026489114.1
OG0005883	Bany_07331-RA	XP_026500476.1
OG0005884	Bany_17154-RA	XP_026497349.1
OG0005885	Bany_08121-RA, Bany_04571-RA	XP_026497893.1
OG0005887	Bany_08123-RA	XP_026487196.1
OG0005888	Bany_17155-RA	XP_026497356.1
OG0005889	Bany_13231-RA	XP_026494648.1
OG0005890	Bany_02831-RA	XP_026494891.1
OG0005892	Bany_05370-RA	XP_026491483.1
OG0005893	Bany_06073-RA	XP_026500281.1
OG0005894	Bany_11347-RA	XP_026493332.1
OG0005895	Bany_03645-RA	XP_026488325.1
OG0005896	Bany_16303-RA	XP_026483144.1
OG0005897	Bany_03646-RA	XP_026488311.1
OG0005898	Bany_13234-RA	XP_026494663.1
OG0005899	Bany_02833-RA	XP_026494888.1
OG0005900	Bany_02097-RA	XP_026499334.1
OG0005901	Bany_16635-RA	XP_026490378.1
OG0005902	Bany_02834-RA	XP_026494892.1
OG0005903	Bany_16304-RA	XP_026483167.1
OG0005904	Bany_02835-RA	XP_026494890.1
OG0005905	Bany_02099-RA	XP_026499375.1
OG0005906	Bany_16636-RA	XP_026490376.1
OG0005907	Bany_13799-RA	XP_026499092.1
OG0005908	Bany_04546-RA	XP_026497840.1
OG0005909	Bany_03649-RA	XP_026488299.1
OG0005910	Bany_03650-RA	XP_026488286.1
OG0005911	Bany_17166-RA	XP_026497298.1
OG0005912	Bany_00238-RA	XP_026484636.1
OG0005913	Bany_03651-RA	XP_026488275.1
OG0005914	Bany_00239-RA	XP_026484635.1
OG0005915	Bany_06770-RA	XP_026483790.1
OG0005916	Bany_06771-RA	XP_026483789.1, XP_026483791.1
OG0005917	Bany_10818-RA	XP_026485405.1
OG0005918	Bany_03652-RA	XP_026488430.1
OG0005919	Bany_00240-RA	XP_026484633.1
OG0005920	Bany_04550-RA	XP_026497847.1
OG0005921	Bany_04551-RA	XP_026497833.1
OG0005922	Bany_06078-RA	XP_026488984.1
OG0005923	Bany_03655-RA	XP_026488410.1
OG0005924	Bany_08128-RA	XP_026487191.1
OG0005925	Bany_03656-RA	XP_026488397.1
OG0005926	Bany_09533-RA	XP_026491005.1
OG0005927	Bany_06079-RA	XP_026488625.1
OG0005928	Bany_17886-RA	XP_026501718.1
OG0005929	Bany_01143-RA	XP_026487929.1, XP_026487930.1
OG0005930	Bany_06080-RA	XP_026494206.1
OG0005931	Bany_02844-RA	XP_026494876.1
OG0005932	Bany_02845-RA	XP_026494880.1
OG0005933	Bany_06083-RA	XP_026500467.1
OG0005934	Bany_06776-RA	XP_026483630.1
OG0005935	Bany_10056-RA	XP_026485829.1
OG0005936	Bany_10057-RA	XP_026485828.1
OG0005937	Bany_02847-RA	XP_026495328.1
OG0005938	Bany_12787-RA	XP_026488611.1
OG0005939	Bany_10058-RA	XP_026485700.1
OG0005940	Bany_10059-RA	XP_026485701.1
OG0005941	Bany_00245-RA	XP_026484448.1
OG0005942	Bany_10060-RA	XP_026485726.1
OG0005943	Bany_12790-RA	XP_026488628.1
OG0005944	Bany_00247-RA	XP_026484444.1
OG0005945	Bany_05382-RA	XP_026491207.1
OG0005946	Bany_04553-RA	XP_026497828.1
OG0005947	Bany_15028-RA	XP_026493171.1
OG0005948	Bany_04554-RA	XP_026497835.1
OG0005949	Bany_04556-RA	XP_026497864.1
OG0005950	Bany_12794-RA	XP_026488601.1
OG0005951	Bany_06088-RA	XP_026491452.1
OG0005952	Bany_14469-RA, Bany_15202-RA, Bany_12875-RA	XP_026488450.1
OG0005953	Bany_13812-RA	XP_026499299.1
OG0005954	Bany_13813-RA	XP_026499226.1
OG0005955	Bany_04557-RA	XP_026497894.1
OG0005956	Bany_11980-RA	XP_026496972.1
OG0005957	Bany_06780-RA	XP_026483795.1
OG0005958	Bany_13814-RA	XP_026499233.1
OG0005959	Bany_13815-RA	XP_026499234.1
OG0005960	Bany_11981-RA	XP_026496912.1
OG0005961	Bany_02851-RA	XP_026495330.1
OG0005962	Bany_11357-RA	XP_026490819.1
OG0005963	Bany_16315-RA	XP_026483141.1
OG0005964	Bany_16316-RA	XP_026487091.1
OG0005965	Bany_15032-RA	XP_026493109.1
OG0005966	Bany_11359-RA	XP_026490807.1
OG0005967	Bany_17894-RA	XP_026501724.1
OG0005968	Bany_02856-RA	XP_026494822.1
OG0005969	Bany_11360-RA	XP_026491507.1
OG0005970	Bany_02857-RA	XP_026494821.1
OG0005971	Bany_16317-RA	XP_026486545.1
OG0005972	Bany_11986-RA	XP_026496971.1
OG0005973	Bany_04559-RA	XP_026497863.1
OG0005974	Bany_11363-RA	XP_026491368.1
OG0005975	Bany_14477-RA	XP_026495555.1
OG0005976	Bany_11365-RA	XP_026491519.1
OG0005977	Bany_06095-RA	XP_026489206.1
OG0005978	Bany_06097-RA	XP_026489386.1
OG0005979	Bany_14478-RA	XP_026495554.1
OG0005980	Bany_06099-RA	XP_026483163.1
OG0005981	Bany_15036-RA	XP_026493289.1
OG0005982	Bany_17175-RA, Bany_17174-RA	XP_026497293.1
OG0005983	Bany_07344-RA	XP_026496426.1
OG0005984	Bany_03665-RA	XP_026488506.1
OG0005985	Bany_03666-RA	XP_026488519.1
OG0005986	Bany_13256-RA	XP_026494634.1
OG0005987	Bany_15038-RA	XP_026493395.1
OG0005988	Bany_14479-RA	XP_026495778.1
OG0005989	Bany_07345-RA	XP_026496446.1
OG0005990	Bany_11988-RA	XP_026496807.1
OG0005991	Bany_03670-RA	XP_026488485.1
OG0005992	Bany_15040-RA	XP_026493065.1
OG0005993	Bany_07346-RA	XP_026496618.1
OG0005994	Bany_13822-RA	XP_026499066.1, XP_026499065.1
OG0005995	Bany_05385-RA	XP_026499596.1
OG0005996	Bany_03671-RA	XP_026488497.1
OG0005997	Bany_13258-RA	XP_026494633.1
OG0005998	Bany_13823-RA	XP_026499064.1
OG0005999	Bany_00252-RA	XP_026484348.1
OG0006000	Bany_02116-RA	XP_026499379.1
OG0006001	Bany_03673-RA	XP_026488466.1
OG0006002	Bany_14483-RA	XP_026495735.1
OG0006003	Bany_07348-RA	XP_026496279.1
OG0006004	Bany_00253-RA	XP_026484349.1
OG0006005	Bany_09537-RA	XP_026490958.1
OG0006006	Bany_00254-RA	XP_026484629.1
OG0006007	Bany_09538-RA	XP_026490957.1
OG0006008	Bany_11990-RA	XP_026496791.1
OG0006009	Bany_07350-RA	XP_026496177.1
OG0006010	Bany_13261-RA	XP_026493919.1
OG0006011	Bany_12805-RA	XP_026488641.1
OG0006012	Bany_05386-RA	XP_026491469.1
OG0006013	Bany_09542-RA	XP_026490946.1
OG0006014	Bany_13262-RA	XP_026493939.1
OG0006015	Bany_13263-RA	XP_026493862.1
OG0006016	Bany_10069-RA	XP_026486191.1
OG0006017	Bany_08142-RA	XP_026488381.1
OG0006018	Bany_08143-RA	XP_026488213.1
OG0006019	Bany_06104-RA	XP_026489471.1
OG0006020	Bany_13265-RA	XP_026494046.1
OG0006021	Bany_17547-RA	XP_026486819.1
OG0006022	Bany_17176-RA	XP_026497448.1
OG0006023	Bany_02873-RA	XP_026495355.1
OG0006024	Bany_17177-RA	XP_026497405.1
OG0006025	Bany_02874-RA	XP_026495347.1
OG0006026	Bany_10071-RA	XP_026486193.1
OG0006027	Bany_13267-RA	XP_026494048.1
OG0006028	Bany_06106-RA	XP_026483781.1
OG0006029	Bany_17178-RA	XP_026497413.1
OG0006030	Bany_17549-RA	XP_026486783.1
OG0006031	Bany_06108-RA	XP_026483770.1
OG0006032	Bany_14487-RA	XP_026495603.1
OG0006033	Bany_17180-RA	XP_026497418.1
OG0006034	Bany_17181-RA	XP_026497417.1
OG0006035	Bany_17182-RA	XP_026497404.1
OG0006036	Bany_16335-RA	XP_026486543.1
OG0006037	Bany_15049-RA	XP_026493106.1
OG0006038	Bany_07354-RA	XP_026499957.1
OG0006039	Bany_13272-RA	XP_026493997.1
OG0006040	Bany_17185-RA	XP_026497414.1
OG0006041	Bany_02119-RA	XP_026499360.1
OG0006042	Bany_16655-RA	XP_026491855.1
OG0006043	Bany_03675-RA	XP_026487264.1
OG0006044	Bany_08824-RA	XP_026492349.1
OG0006045	Bany_17551-RA	XP_026486484.1
OG0006046	Bany_01158-RA	XP_026501342.1
OG0006047	Bany_17186-RA	XP_026497403.1
OG0006048	Bany_01159-RA	XP_026501340.1
OG0006049	Bany_13273-RA	XP_026493998.1
OG0006050	Bany_08826-RA	XP_026492360.1
OG0006051	Bany_09547-RA	XP_026491013.1
OG0006052	Bany_06113-RA	XP_026483285.1
OG0006053	Bany_02877-RA	XP_026495213.1
OG0006054	Bany_04574-RA	XP_026497881.1
OG0006055	Bany_11373-RA	XP_026493793.1, XP_026493785.1
OG0006056	Bany_04575-RA	XP_026497857.1
OG0006057	Bany_12815-RA	XP_026489375.1
OG0006058	Bany_11374-RA	XP_026493772.1
OG0006059	Bany_17189-RA	XP_026497584.1
OG0006060	Bany_08832-RA	XP_026492346.1
OG0006061	Bany_02125-RA	XP_026499373.1
OG0006062	Bany_03683-RA	XP_026487102.1
OG0006063	Bany_11376-RA	XP_026495602.1
OG0006064	Bany_17191-RA	XP_026497550.1
OG0006065	Bany_17192-RA	XP_026497551.1
OG0006066	Bany_03684-RA	XP_026487757.1
OG0006067	Bany_03685-RA	XP_026487792.1
OG0006068	Bany_03686-RA	XP_026487688.1
OG0006069	Bany_08835-RA	XP_026492250.1
OG0006070	Bany_06117-RA	XP_026501750.1
OG0006071	Bany_11995-RA	XP_026496628.1
OG0006072	Bany_03687-RA	XP_026487586.1
OG0006073	Bany_03688-RA	XP_026487567.1
OG0006074	Bany_11996-RA	XP_026496632.1
OG0006075	Bany_04580-RA	XP_026497861.1
OG0006076	Bany_05387-RA	XP_026491305.1
OG0006077	Bany_17193-RA	XP_026497555.1
OG0006078	Bany_04582-RA	XP_026497856.1
OG0006079	Bany_11381-RA	XP_026495011.1, XP_026495022.1
OG0006080	Bany_10080-RA	XP_026485919.1
OG0006081	Bany_01171-RA	XP_026488887.1
OG0006082	Bany_06120-RA	XP_026501257.1
OG0006083	Bany_06121-RA	XP_026484852.1
OG0006084	Bany_06122-RA	XP_026484836.1
OG0006085	Bany_02879-RA	XP_026495181.1
OG0006086	Bany_17553-RA	XP_026485717.1
OG0006087	Bany_02881-RA	XP_026494837.1
OG0006088	Bany_08843-RA	XP_026492352.1
OG0006089	Bany_13830-RA	XP_026489209.1
OG0006090	Bany_06125-RA	XP_026484870.1
OG0006091	Bany_09556-RA	XP_026490997.1
OG0006092	Bany_17554-RA	XP_026485778.1
OG0006093	Bany_03695-RA	XP_026487599.1
OG0006094	Bany_06128-RA	XP_026493986.1
OG0006095	Bany_14493-RA	XP_026495544.1
OG0006096	Bany_08152-RA	XP_026488343.1
OG0006097	Bany_00263-RA	XP_026484582.1
OG0006098	Bany_08153-RA	XP_026488333.1
OG0006099	Bany_07359-RA	XP_026498175.1
OG0006101	Bany_04585-RA	XP_026497873.1
OG0006102	Bany_06129-RA	XP_026500604.1
OG0006103	Bany_11384-RA	XP_026495502.1
OG0006104	Bany_08154-RA	XP_026488337.1
OG0006105	Bany_08155-RA	XP_026488335.1
OG0006106	Bany_13832-RA	XP_026489231.1
OG0006107	Bany_15060-RA	XP_026493470.1
OG0006108	Bany_15644-RA	XP_026496325.1
OG0006109	Bany_03700-RA	XP_026487534.1
OG0006110	Bany_03701-RA	XP_026487550.1
OG0006111	Bany_04588-RA	XP_026497885.1
OG0006112	Bany_16663-RA	XP_026491842.1
OG0006113	Bany_08160-RA	XP_026488432.1
OG0006114	Bany_08848-RA	XP_026492353.1
OG0006115	Bany_00273-RA	XP_026485102.1
OG0006116	Bany_06133-RA	XP_026500629.1
OG0006117	Bany_08164-RA	XP_026488481.1
OG0006118	Bany_05394-RA	XP_026491561.1
OG0006119	Bany_11391-RA	XP_026495153.1
OG0006120	Bany_05395-RA	XP_026491559.1
OG0006121	Bany_08176-RA, Bany_06797-RA	XP_026488200.1
OG0006122	Bany_08165-RA	XP_026488437.1
OG0006123	Bany_11392-RA	XP_026495124.1
OG0006124	Bany_06136-RA	XP_026493087.1
OG0006125	Bany_10100-RA	XP_026485915.1, XP_026485914.1
OG0006126	Bany_08852-RA	XP_026492341.1
OG0006127	Bany_04591-RA	XP_026497891.1
OG0006128	Bany_11394-RA	XP_026495167.1
OG0006129	Bany_13277-RA	XP_026493989.1
OG0006130	Bany_17558-RA	XP_026486039.1
OG0006131	Bany_17200-RA	XP_026497588.1
OG0006132	Bany_06799-RA	XP_026483784.1
OG0006133	Bany_00280-RA	XP_026484523.1
OG0006134	Bany_11395-RA	XP_026495179.1
OG0006135	Bany_00281-RA	XP_026484524.1
OG0006136	Bany_00282-RA	XP_026484525.1
OG0006137	Bany_06142-RA	XP_026501518.1
OG0006138	Bany_12844-RA	XP_026489393.1
OG0006139	Bany_06143-RA	XP_026492981.1
OG0006140	Bany_13843-RA	XP_026499175.1
OG0006141	Bany_17903-RA	XP_026492444.1
OG0006142	Bany_11401-RA	XP_026492599.1
OG0006143	Bany_07361-RA	XP_026497877.1
OG0006144	Bany_17201-RA	XP_026497577.1
OG0006145	Bany_13844-RA	XP_026499204.1
OG0006146	Bany_09563-RA	XP_026490960.1
OG0006147	Bany_02147-RA	XP_026499400.1
OG0006148	Bany_09564-RA	XP_026490980.1
OG0006149	Bany_08858-RA	XP_026492171.1
OG0006150	Bany_12848-RA	XP_026489396.1
OG0006151	Bany_04594-RA	XP_026497938.1
OG0006152	Bany_05404-RA	XP_026491735.1
OG0006153	Bany_00284-RA	XP_026484347.1
OG0006154	Bany_04595-RA	XP_026497940.1
OG0006155	Bany_00287-RA	XP_026484346.1
OG0006156	Bany_04596-RA	XP_026497943.1
OG0006157	Bany_17908-RA	XP_026492439.1
OG0006158	Bany_11405-RA	XP_026495418.1
OG0006159	Bany_04598-RA	XP_026497945.1
OG0006160	Bany_02151-RA	XP_026499401.1
OG0006162	Bany_04599-RA	XP_026497946.1
OG0006163	Bany_05408-RA	XP_026491751.1
OG0006164	Bany_04600-RA	XP_026497942.1
OG0006165	Bany_03711-RA	XP_026500420.1
OG0006166	Bany_05409-RA	XP_026491738.1
OG0006167	Bany_03712-RA	XP_026500388.1
OG0006168	Bany_11407-RA	XP_026493356.1
OG0006169	Bany_09568-RA	XP_026490944.1
OG0006170	Bany_02153-RA	XP_026499882.1
OG0006171	Bany_17910-RA	XP_026492428.1
OG0006172	Bany_11410-RA	XP_026493825.1
OG0006173	Bany_16669-RA	XP_026491850.1
OG0006174	Bany_07366-RA	XP_026497838.1
OG0006175	Bany_03715-RA	XP_026500412.1
OG0006176	Bany_17912-RA	XP_026492452.1
OG0006177	Bany_03716-RA	XP_026500393.1
OG0006178	Bany_07367-RA	XP_026498208.1
OG0006179	Bany_15073-RA	XP_026493136.1
OG0006180	Bany_17562-RA	XP_026485903.1
OG0006181	Bany_11414-RA	XP_026493813.1
OG0006182	Bany_08177-RA	XP_026488204.1
OG0006183	Bany_17914-RA	XP_026492426.1
OG0006184	Bany_08178-RA, Bany_08179-RA	XP_026488274.1
OG0006185	Bany_17203-RA	XP_026497586.1
OG0006186	Bany_17917-RA	XP_026492424.1
OG0006187	Bany_03720-RA	XP_026500391.1
OG0006188	Bany_07369-RA	XP_026498228.1
OG0006189	Bany_00296-RA	XP_026485129.1
OG0006190	Bany_02155-RA	XP_026499886.1
OG0006191	Bany_17204-RA	XP_026497587.1
OG0006192	Bany_09575-RA	XP_026496822.1
OG0006193	Bany_17205-RA	XP_026497590.1
OG0006194	Bany_02891-RA	XP_026495261.1
OG0006195	Bany_07371-RA	XP_026497726.1
OG0006196	Bany_12012-RA, Bany_12013-RA	XP_026496970.1
OG0006197	Bany_02892-RA	XP_026494963.1
OG0006198	Bany_10839-RA	XP_026485282.1
OG0006199	Bany_08182-RA	XP_026488187.1
OG0006200	Bany_08870-RA	XP_026492300.1
OG0006201	Bany_08184-RA	XP_026488191.1
OG0006202	Bany_13861-RA	XP_026499122.1
OG0006203	Bany_06810-RA	XP_026483758.1
OG0006204	Bany_05416-RA	XP_026491812.1
OG0006205	Bany_10841-RA	XP_026485283.1
OG0006206	Bany_17208-RA	XP_026497573.1
OG0006207	Bany_17210-RA	XP_026497563.1
OG0006208	Bany_05417-RA	XP_026491259.1
OG0006209	Bany_10115-RA	XP_026485755.1
OG0006210	Bany_05418-RA	XP_026491256.1
OG0006211	Bany_12018-RA	XP_026496777.1
OG0006212	Bany_13868-RA	XP_026499123.1
OG0006213	Bany_05419-RA	XP_026491247.1
OG0006214	Bany_13869-RA	XP_026499164.1
OG0006215	Bany_08873-RA	XP_026492151.1
OG0006216	Bany_17213-RA	XP_026497601.1
OG0006217	Bany_13870-RA	XP_026499139.1
OG0006218	Bany_02896-RA	XP_026495369.1
OG0006219	Bany_05422-RA	XP_026491350.1
OG0006220	Bany_13871-RA	XP_026499295.1
OG0006221	Bany_02159-RA	XP_026499864.1
OG0006222	Bany_05423-RA	XP_026491449.1
OG0006223	Bany_02898-RA	XP_026494983.1
OG0006224	Bany_13281-RA	XP_026493934.1
OG0006225	Bany_02899-RA	XP_026494982.1
OG0006226	Bany_10117-RA	XP_026486372.1
OG0006227	Bany_02900-RA	XP_026494937.1
OG0006228	Bany_13872-RA	XP_026499214.1
OG0006229	Bany_13873-RA	XP_026499133.1
OG0006230	Bany_02161-RA	XP_026499865.1
OG0006231	Bany_10118-RA	XP_026486371.1
OG0006232	Bany_00300-RA	XP_026484581.1
OG0006233	Bany_11428-RA	XP_026492729.1
OG0006234	Bany_08875-RA	XP_026492232.1
OG0006235	Bany_15075-RA	XP_026493130.1
OG0006236	Bany_00302-RA	XP_026484798.1
OG0006237	Bany_10119-RA	XP_026486132.1
OG0006238	Bany_08876-RA	XP_026492330.1
OG0006239	Bany_10845-RA	XP_026485580.1
OG0006240	Bany_17218-RA	XP_026497600.1
OG0006241	Bany_05428-RA	XP_026491301.1
OG0006242	Bany_00303-RA	XP_026484434.1
OG0006243	Bany_05430-RA	XP_026491811.1
OG0006244	Bany_10847-RA	XP_026485579.1
OG0006245	Bany_08188-RA	XP_026488223.1, XP_026488224.1
OG0006246	Bany_00306-RA	XP_026484436.1
OG0006247	Bany_12877-RA	XP_026489432.1
OG0006248	Bany_02904-RA	XP_026495192.1
OG0006249	Bany_07383-RA	XP_026498079.1
OG0006250	Bany_10122-RA	XP_026486134.1
OG0006251	Bany_16398-RA	XP_026483136.1
OG0006252	Bany_13876-RA	XP_026499186.1
OG0006253	Bany_02906-RA	XP_026494977.1
OG0006254	Bany_15657-RA	XP_026496207.1
OG0006255	Bany_00316-RA	XP_026484569.1
OG0006256	Bany_10850-RA	XP_026485382.1
OG0006257	Bany_15659-RA	XP_026496205.1
OG0006258	Bany_06160-RA	XP_026501018.1
OG0006259	Bany_08887-RA	XP_026499564.1
OG0006260	Bany_15660-RA	XP_026496432.1
OG0006261	Bany_04608-RA	XP_026487899.1
OG0006262	Bany_10126-RA	XP_026486076.1
OG0006263	Bany_08888-RA	XP_026499635.1
OG0006264	Bany_06166-RA	XP_026501772.1
OG0006265	Bany_15662-RA	XP_026496329.1
OG0006266	Bany_10852-RA	XP_026485549.1
OG0006267	Bany_13881-RA	XP_026499161.1
OG0006268	Bany_17340-RA, Bany_10855-RA	XP_026497374.1
OG0006269	Bany_10856-RA	XP_026485551.1
OG0006270	Bany_08193-RA	XP_026488249.1
OG0006271	Bany_06169-RA	XP_026485467.1
OG0006272	Bany_12030-RA	XP_026496968.1
OG0006273	Bany_00319-RA	XP_026484571.1
OG0006274	Bany_00320-RA	XP_026484357.1
OG0006275	Bany_06170-RA	XP_026485458.1
OG0006276	Bany_15669-RA	XP_026496367.1
OG0006277	Bany_03745-RA	XP_026487661.1
OG0006278	Bany_06171-RA	XP_026483925.1
OG0006279	Bany_06172-RA	XP_026483882.1
OG0006280	Bany_02169-RA	XP_026499872.1
OG0006281	Bany_01184-RA	XP_026483357.1
OG0006282	Bany_04611-RA	XP_026487921.1
OG0006283	Bany_15671-RA	XP_026496374.1
OG0006284	Bany_01186-RA	XP_026483355.1
OG0006285	Bany_15085-RA	XP_026493540.1
OG0006286	Bany_06175-RA	XP_026483913.1
OG0006287	Bany_04613-RA	XP_026487856.1
OG0006288	Bany_08196-RA	XP_026488320.1
OG0006289	Bany_15086-RA	XP_026493538.1
OG0006290	Bany_10864-RA	XP_026485629.1
OG0006291	Bany_03746-RA	XP_026487683.1
OG0006292	Bany_07394-RA	XP_026498044.1
OG0006293	Bany_12036-RA	XP_026496756.1
OG0006294	Bany_17938-RA	XP_026492483.1
OG0006295	Bany_03747-RA	XP_026487682.1
OG0006296	Bany_02909-RA	XP_026495173.1
OG0006297	Bany_02910-RA	XP_026494920.1
OG0006298	Bany_03748-RA	XP_026487678.1
OG0006299	Bany_02911-RA	XP_026494882.1
OG0006300	Bany_04619-RA	XP_026487889.1
OG0006301	Bany_11439-RA	XP_026492832.1
OG0006302	Bany_00327-RA, Bany_00345-RA	XP_026484396.1
OG0006303	Bany_12039-RA	XP_026496828.1
OG0006304	Bany_03751-RA	XP_026487681.1
OG0006305	Bany_02172-RA	XP_026499878.1
OG0006306	Bany_03752-RA	XP_026487679.1
OG0006307	Bany_05442-RA	XP_026491477.1
OG0006308	Bany_06183-RA	XP_026501226.1
OG0006309	Bany_12042-RA	XP_026496967.1
OG0006310	Bany_11440-RA	XP_026492820.1
OG0006311	Bany_05446-RA	XP_026491165.1
OG0006312	Bany_05447-RA	XP_026491467.1
OG0006313	Bany_04623-RA	XP_026487873.1
OG0006314	Bany_06184-RA, Bany_06185-RA	XP_026492167.1
OG0006315	Bany_11441-RA	XP_026490831.1
OG0006316	Bany_00328-RA	XP_026484607.1
OG0006317	Bany_04624-RA	XP_026487869.1
OG0006318	Bany_16413-RA	XP_026487090.1
OG0006319	Bany_03755-RA	XP_026487380.1
OG0006320	Bany_11442-RA	XP_026492807.1
OG0006321	Bany_16415-RA	XP_026487087.1, XP_026487088.1
OG0006322	Bany_03757-RA	XP_026487383.1
OG0006324	Bany_08904-RA	XP_026499697.1
OG0006325	Bany_03760-RA	XP_026487429.1
OG0006326	Bany_03761-RA	XP_026487432.1
OG0006327	Bany_06842-RA	XP_026483720.1
OG0006328	Bany_04627-RA	XP_026487866.1
OG0006329	Bany_03762-RA	XP_026487431.1
OG0006330	Bany_16419-RA	XP_026487084.1
OG0006331	Bany_13286-RA, Bany_13285-RA	XP_026494017.1
OG0006332	Bany_14522-RA	XP_026495989.1
OG0006333	Bany_16420-RA	XP_026487083.1
OG0006334	Bany_14523-RA	XP_026495991.1
OG0006335	Bany_14524-RA	XP_026495990.1
OG0006336	Bany_10145-RA, Bany_10132-RA	XP_026485851.1
OG0006338	Bany_01193-RA	XP_026483437.1
OG0006339	Bany_09593-RA	XP_026489648.1
OG0006340	Bany_17945-RA	XP_026492464.1
OG0006341	Bany_13895-RA	XP_026499270.1
OG0006342	Bany_03766-RA	XP_026487426.1
OG0006343	Bany_04628-RA	XP_026487904.1
OG0006344	Bany_03768-RA	XP_026487424.1
OG0006345	Bany_07395-RA	XP_026497517.1
OG0006346	Bany_13898-RA	XP_026499274.1
OG0006347	Bany_14528-RA	XP_026495610.1
OG0006348	Bany_09595-RA	XP_026489659.1
OG0006349	Bany_17948-RA	XP_026492448.1
OG0006350	Bany_13899-RA	XP_026499271.1
OG0006351	Bany_02918-RA	XP_026494900.1
OG0006352	Bany_14531-RA	XP_026495492.1
OG0006353	Bany_11455-RA	XP_026491772.1
OG0006354	Bany_06847-RA	XP_026483707.1
OG0006355	Bany_17949-RA	XP_026492446.1
OG0006356	Bany_13291-RA	XP_026493827.1
OG0006357	Bany_15168-RA, Bany_07397-RA	XP_026497470.1
OG0006358	Bany_08907-RA	XP_026499707.1
OG0006359	Bany_11456-RA	XP_026493016.1
OG0006360	Bany_17582-RA	XP_026486026.1
OG0006361	Bany_13293-RA	XP_026494038.1
OG0006362	Bany_12923-RA	XP_026488614.1
OG0006363	Bany_10136-RA	XP_026485884.1
OG0006364	Bany_17951-RA	XP_026492481.1
OG0006365	Bany_12924-RA	XP_026488637.1
OG0006366	Bany_08910-RA	XP_026499589.1
OG0006367	Bany_06192-RA	XP_026495005.1
OG0006368	Bany_04635-RA	XP_026487874.1
OG0006369	Bany_06850-RA	XP_026483719.1
OG0006370	Bany_02182-RA	XP_026499887.1
OG0006371	Bany_12048-RA	XP_026496684.1
