Orthogroup	Bicyclus_anynana	Vanessa_cardui
OG0005205	Bany_09390-RA, Bany_09388-RA	Vcard_DToL14649-RA
OG0005206	Bany_11185-RA	Vcard_DToL13642-RA
OG0005207	Bany_10656-RA	Vcard_DToL10838-RA
OG0005208	Bany_12551-RA	Vcard_DToL17840-RA
OG0005209	Bany_02688-RA	Vcard_DToL09025-RA
OG0005210	Bany_13697-RA	Vcard_DToL12413-RA
OG0005211	Bany_04394-RA	Vcard_DToL00860-RA
OG0005212	Bany_04395-RA	Vcard_DToL00862-RA
OG0005213	Bany_13102-RA	Vcard_DToL11378-RA
OG0005214	Bany_16119-RA	Vcard_DToL18741-RA
OG0005215	Bany_04396-RA	Vcard_DToL00864-RA
OG0005216	Bany_00065-RA	Vcard_DToL01818-RA
OG0005217	Bany_12553-RA	Vcard_DToL17842-RA
OG0005218	Bany_12554-RA	Vcard_DToL17843-RA
OG0005219	Bany_02690-RA	Vcard_DToL09024-RA
OG0005220	Bany_13701-RA	Vcard_DToL12411-RA
OG0005221	Bany_10660-RA	Vcard_DToL10830-RA
OG0005222	Bany_07995-RA	Vcard_DToL04078-RA
OG0005223	Bany_11191-RA	Vcard_DToL13650-RA
OG0005225	Bany_09960-RA	Vcard_DToL04823-RA
OG0005226	Bany_05246-RA, Bany_05245-RA	Vcard_DToL03374-RA
OG0005227	Bany_10662-RA	Vcard_DToL10828-RA
OG0005228	Bany_05247-RA	Vcard_DToL03378-RA
OG0005229	Bany_09961-RA	Vcard_DToL04822-RA
OG0005230	Bany_13107-RA	Vcard_DToL11282-RA
OG0005231	Bany_13704-RA	Vcard_DToL12409-RA
OG0005232	Bany_07228-RA	Vcard_DToL00039-RA
OG0005234	Bany_09965-RA	Vcard_DToL04817-RA
OG0005235	Bany_14341-RA	Vcard_DToL13033-RA
OG0005236	Bany_11867-RA	Vcard_DToL07152-RA
OG0005237	Bany_11868-RA	Vcard_DToL07151-RA
OG0005238	Bany_09966-RA	Vcard_DToL04816-RA
OG0005239	Bany_09399-RA	Vcard_DToL14657-RA
OG0005240	Bany_14343-RA	Vcard_DToL13032-RA
OG0005241	Bany_09967-RA	Vcard_DToL04815-RA
OG0005243	Bany_00072-RA	Vcard_DToL01809-RA
OG0005244	Bany_00073-RA	Vcard_DToL01808-RA
OG0005245	Bany_09969-RA	Vcard_DToL04813-RA
OG0005246	Bany_09400-RA	Vcard_DToL14658-RA
OG0005247	Bany_15530-RA	Vcard_DToL03120-RA
OG0005248	Bany_09970-RA	Vcard_DToL04812-RA
OG0005249	Bany_15531-RA	Vcard_DToL03121-RA
OG0005250	Bany_09971-RA	Vcard_DToL04811-RA
OG0005251	Bany_01017-RA	Vcard_DToL18412-RA
OG0005252	Bany_08000-RA	Vcard_DToL04135-RA
OG0005253	Bany_00076-RA	Vcard_DToL01804-RA
OG0005254	Bany_16131-RA	Vcard_DToL18816-RA
OG0005255	Bany_00077-RA	Vcard_DToL09139-RA
OG0005256	Bany_11873-RA	Vcard_DToL07148-RA
OG0005257	Bany_17469-RA	Vcard_DToL16845-RA
OG0005258	Bany_08002-RA	Vcard_DToL04134-RA
OG0005259	Bany_00079-RA	Vcard_DToL01802-RA
OG0005260	Bany_11875-RA	Vcard_DToL07146-RA
OG0005261	Bany_15534-RA	Vcard_DToL03123-RA
OG0005262	Bany_15535-RA	Vcard_DToL03124-RA
OG0005263	Bany_05254-RA	Vcard_DToL03388-RA
OG0005264	Bany_00080-RA	Vcard_DToL01800-RA
OG0005265	Bany_05255-RA	Vcard_DToL03389-RA
OG0005266	Bany_01019-RA	Vcard_DToL18411-RA
OG0005267	Bany_00081-RA	Vcard_DToL01799-RA
OG0005268	Bany_08006-RA	Vcard_DToL04130-RA
OG0005269	Bany_13116-RA	Vcard_DToL11278-RA
OG0005270	Bany_00083-RA	Vcard_DToL01794-RA
OG0005273	Bany_11197-RA	Vcard_DToL13653-RA
OG0005274	Bany_11198-RA	Vcard_DToL13654-RA
OG0005275	Bany_11878-RA	Vcard_DToL07137-RA
OG0005276	Bany_13119-RA	Vcard_DToL11276-RA
OG0005277	Bany_16135-RA	Vcard_DToL18813-RA
OG0005278	Bany_08726-RA	Vcard_DToL09658-RA
OG0005279	Bany_17477-RA	Vcard_DToL16849-RA
OG0005280	Bany_17757-RA	Vcard_DToL16058-RA
OG0005281	Bany_13122-RA	Vcard_DToL11275-RA
OG0005282	Bany_07237-RA	Vcard_DToL00057-RA
OG0005283	Bany_09974-RA	Vcard_DToL04805-RA
OG0005284	Bany_03524-RA	Vcard_DToL06256-RA
OG0005285	Bany_11208-RA	Vcard_DToL13661-RA
OG0005286	Bany_08728-RA	Vcard_DToL09656-RA
OG0005287	Bany_14954-RA	Vcard_DToL10011-RA
OG0005288	Bany_01027-RA	Vcard_DToL18453-RA, Vcard_DToL18454-RA
OG0005289	Bany_15545-RA	Vcard_DToL03132-RA
OG0005290	Bany_10679-RA	Vcard_DToL10782-RA
OG0005291	Bany_17478-RA	Vcard_DToL16852-RA
OG0005292	Bany_15547-RA	Vcard_DToL03135-RA
OG0005293	Bany_01931-RA	Vcard_DToL16667-RA
OG0005294	Bany_02702-RA	Vcard_DToL09014-RA
OG0005295	Bany_11881-RA	Vcard_DToL07135-RA
OG0005296	Bany_04407-RA	Vcard_DToL00878-RA
OG0005297	Bany_08733-RA	Vcard_DToL09649-RA
OG0005298	Bany_00095-RA	Vcard_DToL01787-RA
OG0005300	Bany_04411-RA	Vcard_DToL00880-RA
OG0005301	Bany_11882-RA	Vcard_DToL07133-RA, Vcard_DToL07134-RA
OG0005302	Bany_08734-RA	Vcard_DToL09648-RA
OG0005303	Bany_15554-RA	Vcard_DToL03141-RA
OG0005304	Bany_15555-RA	Vcard_DToL03142-RA
OG0005305	Bany_16147-RA	Vcard_DToL18801-RA
OG0005306	Bany_13130-RA	Vcard_DToL11269-RA
OG0005307	Bany_15557-RA	Vcard_DToL03144-RA
OG0005308	Bany_01939-RA	Vcard_DToL03134-RA
OG0005310	Bany_13131-RA	Vcard_DToL11268-RA
OG0005311	Bany_16149-RA	Vcard_DToL18776-RA
OG0005312	Bany_17021-RA	Vcard_DToL15101-RA
OG0005313	Bany_13134-RA	Vcard_DToL11265-RA
OG0005314	Bany_13136-RA	Vcard_DToL11263-RA
OG0005315	Bany_13734-RA	Vcard_DToL12385-RA
OG0005316	Bany_16525-RA	Vcard_DToL13892-RA
OG0005317	Bany_07241-RA	Vcard_DToL00053-RA
OG0005318	Bany_06618-RA	Vcard_DToL17720-RA
OG0005319	Bany_04418-RA	Vcard_DToL00888-RA
OG0005320	Bany_02708-RA	Vcard_DToL09007-RA
OG0005321	Bany_14364-RA	Vcard_DToL13010-RA
OG0005322	Bany_02709-RA	Vcard_DToL09006-RA
OG0005323	Bany_17773-RA	Vcard_DToL16070-RA
OG0005324	Bany_02710-RA	Vcard_DToL09005-RA
OG0005325	Bany_11218-RA	Vcard_DToL13669-RA
OG0005326	Bany_07243-RA	Vcard_DToL00055-RA
OG0005327	Bany_17775-RA	Vcard_DToL16071-RA
OG0005328	Bany_00100-RA	Vcard_DToL01783-RA
OG0005329	Bany_15564-RA	Vcard_DToL03148-RA
OG0005330	Bany_15565-RA	Vcard_DToL03149-RA
OG0005331	Bany_13146-RA	Vcard_DToL11254-RA
OG0005332	Bany_15566-RA	Vcard_DToL03150-RA
OG0005333	Bany_02716-RA	Vcard_DToL08997-RA
OG0005334	Bany_13147-RA	Vcard_DToL11253-RA
OG0005335	Bany_11223-RA	Vcard_DToL13675-RA
OG0005336	Bany_11226-RA	Vcard_DToL13677-RA
OG0005337	Bany_11227-RA	Vcard_DToL13678-RA
OG0005338	Bany_08744-RA	Vcard_DToL09624-RA
OG0005339	Bany_10689-RA	Vcard_DToL10791-RA
OG0005340	Bany_08745-RA	Vcard_DToL09623-RA
OG0005341	Bany_16529-RA	Vcard_DToL13895-RA
OG0005342	Bany_16530-RA	Vcard_DToL13896-RA
OG0005343	Bany_16162-RA	Vcard_DToL18777-RA
OG0005344	Bany_10692-RA	Vcard_DToL10793-RA
OG0005345	Bany_11231-RA	Vcard_DToL13569-RA
OG0005346	Bany_16531-RA	Vcard_DToL13897-RA
OG0005347	Bany_01035-RA	Vcard_DToL18465-RA
OG0005348	Bany_01036-RA	Vcard_DToL18466-RA
OG0005349	Bany_01038-RA	Vcard_DToL18468-RA
OG0005350	Bany_13736-RA	Vcard_DToL12384-RA
OG0005351	Bany_16164-RA	Vcard_DToL18779-RA
OG0005352	Bany_06628-RA	Vcard_DToL17710-RA
OG0005353	Bany_13737-RA	Vcard_DToL12383-RA
OG0005354	Bany_16166-RA	Vcard_DToL18780-RA
OG0005356	Bany_00112-RA	Vcard_DToL01772-RA
OG0005357	Bany_11236-RA	Vcard_DToL13563-RA
OG0005358	Bany_14376-RA	Vcard_DToL13002-RA
OG0005359	Bany_11238-RA	Vcard_DToL13562-RA
OG0005360	Bany_08747-RA	Vcard_DToL09618-RA
OG0005361	Bany_16534-RA	Vcard_DToL13872-RA
OG0005363	Bany_17489-RA	Vcard_DToL16883-RA
OG0005364	Bany_11240-RA	Vcard_DToL13560-RA
OG0005365	Bany_01041-RA	Vcard_DToL18472-RA
OG0005366	Bany_11242-RA	Vcard_DToL13559-RA
OG0005367	Bany_06631-RA	Vcard_DToL17707-RA
OG0005368	Bany_01947-RA	Vcard_DToL16675-RA
OG0005369	Bany_13151-RA	Vcard_DToL11249-RA
OG0005370	Bany_05268-RA	Vcard_DToL03400-RA
OG0005371	Bany_09985-RA	Vcard_DToL04799-RA
OG0005372	Bany_16170-RA	Vcard_DToL18784-RA
OG0005373	Bany_15571-RA	Vcard_DToL03154-RA
OG0005374	Bany_10694-RA	Vcard_DToL10796-RA
OG0005375	Bany_04436-RA	Vcard_DToL00905-RA
OG0005376	Bany_17782-RA	Vcard_DToL16076-RA
OG0005377	Bany_17493-RA	Vcard_DToL16853-RA
OG0005378	Bany_08752-RA	Vcard_DToL09615-RA
OG0005379	Bany_14380-RA	Vcard_DToL12997-RA
OG0005380	Bany_07255-RA	Vcard_DToL00016-RA
OG0005381	Bany_14381-RA	Vcard_DToL12994-RA
OG0005382	Bany_16172-RA	Vcard_DToL18786-RA
OG0005383	Bany_01953-RA	Vcard_DToL16680-RA
OG0005384	Bany_03531-RA	Vcard_DToL06252-RA
OG0005385	Bany_01954-RA	Vcard_DToL16683-RA
OG0005386	Bany_07258-RA	Vcard_DToL00021-RA
OG0005387	Bany_04439-RA	Vcard_DToL00912-RA
OG0005388	Bany_05942-RA	Vcard_DToL06403-RA
OG0005389	Bany_16174-RA	Vcard_DToL11175-RA
OG0005390	Bany_09414-RA	Vcard_DToL14676-RA
OG0005391	Bany_05274-RA	Vcard_DToL03409-RA
OG0005392	Bany_01955-RA	Vcard_DToL16684-RA
OG0005393	Bany_05276-RA	Vcard_DToL03410-RA
OG0005394	Bany_11902-RA	Vcard_DToL07097-RA
OG0005396	Bany_06636-RA	Vcard_DToL17702-RA
OG0005397	Bany_16544-RA	Vcard_DToL13853-RA
OG0005398	Bany_15575-RA	Vcard_DToL03159-RA
OG0005399	Bany_03536-RA	Vcard_DToL06243-RA
OG0005400	Bany_17495-RA	Vcard_DToL16856-RA
OG0005401	Bany_15577-RA	Vcard_DToL03160-RA
OG0005402	Bany_01049-RA	Vcard_DToL18478-RA
OG0005403	Bany_03537-RA	Vcard_DToL06240-RA
OG0005404	Bany_17496-RA	Vcard_DToL16857-RA
OG0005405	Bany_05279-RA	Vcard_DToL03413-RA
OG0005406	Bany_04441-RA	Vcard_DToL00913-RA
OG0005407	Bany_14968-RA	Vcard_DToL10018-RA
OG0005408	Bany_05281-RA	Vcard_DToL03414-RA
OG0005409	Bany_15580-RA	Vcard_DToL03162-RA
OG0005410	Bany_06638-RA	Vcard_DToL17700-RA
OG0005411	Bany_05282-RA	Vcard_DToL03415-RA
OG0005412	Bany_05283-RA	Vcard_DToL03420-RA
OG0005413	Bany_03538-RA	Vcard_DToL06239-RA
OG0005414	Bany_08038-RA, Bany_08041-RA	Vcard_DToL04106-RA
OG0005415	Bany_06641-RA	Vcard_DToL17697-RA
OG0005416	Bany_08764-RA	Vcard_DToL09609-RA
OG0005417	Bany_08765-RA	Vcard_DToL09608-RA
OG0005418	Bany_11266-RA	Vcard_DToL13541-RA
OG0005419	Bany_17498-RA	Vcard_DToL16859-RA
OG0005420	Bany_16179-RA	Vcard_DToL18796-RA
OG0005421	Bany_01965-RA	Vcard_DToL16656-RA
OG0005422	Bany_02734-RA	Vcard_DToL08979-RA
OG0005423	Bany_16180-RA	Vcard_DToL18798-RA
OG0005424	Bany_09422-RA	Vcard_DToL14684-RA
OG0005425	Bany_01966-RA	Vcard_DToL16653-RA
OG0005426	Bany_10702-RA	Vcard_DToL10800-RA
OG0005427	Bany_09993-RA	Vcard_DToL04794-RA
OG0005428	Bany_14973-RA	Vcard_DToL10020-RA
OG0005429	Bany_11273-RA	Vcard_DToL13526-RA
OG0005430	Bany_02739-RA	Vcard_DToL08976-RA
OG0005431	Bany_02740-RA	Vcard_DToL08974-RA
OG0005432	Bany_14387-RA	Vcard_DToL12989-RA
OG0005433	Bany_13165-RA	Vcard_DToL11233-RA
OG0005434	Bany_14388-RA	Vcard_DToL12987-RA
OG0005435	Bany_11274-RA	Vcard_DToL13525-RA
OG0005436	Bany_07266-RA	Vcard_DToL00028-RA
OG0005437	Bany_01970-RA	Vcard_DToL16649-RA
OG0005438	Bany_04447-RA	Vcard_DToL00920-RA
OG0005439	Bany_11276-RA	Vcard_DToL13522-RA
OG0005440	Bany_17787-RA	Vcard_DToL16080-RA
OG0005441	Bany_02743-RA	Vcard_DToL08970-RA
OG0005442	Bany_04448-RA	Vcard_DToL00926-RA
OG0005443	Bany_00132-RA	Vcard_DToL01758-RA
OG0005444	Bany_02744-RA	Vcard_DToL08968-RA
OG0005445	Bany_17039-RA, Bany_17038-RA	Vcard_DToL15117-RA
OG0005446	Bany_00134-RA	Vcard_DToL01756-RA
OG0005447	Bany_00135-RA	Vcard_DToL01755-RA
OG0005448	Bany_02746-RA	Vcard_DToL08966-RA
OG0005449	Bany_00137-RA	Vcard_DToL01753-RA
OG0005450	Bany_17040-RA	Vcard_DToL15118-RA
OG0005452	Bany_02747-RA	Vcard_DToL08965-RA
OG0005453	Bany_09427-RA	Vcard_DToL14690-RA
OG0005454	Bany_10705-RA	Vcard_DToL10776-RA
OG0005455	Bany_14980-RA	Vcard_DToL10024-RA
OG0005456	Bany_17796-RA	Vcard_DToL16035-RA
OG0005457	Bany_03545-RA	Vcard_DToL06232-RA
OG0005458	Bany_02752-RA	Vcard_DToL08963-RA
OG0005459	Bany_09430-RA	Vcard_DToL14695-RA
OG0005460	Bany_01977-RA	Vcard_DToL16644-RA
OG0005461	Bany_04450-RA	Vcard_DToL00928-RA
OG0005462	Bany_01978-RA	Vcard_DToL16642-RA
OG0005463	Bany_14392-RA	Vcard_DToL12982-RA
OG0005464	Bany_09433-RA	Vcard_DToL14699-RA
OG0005465	Bany_01979-RA	Vcard_DToL16641-RA
OG0005466	Bany_09434-RA	Vcard_DToL14700-RA
OG0005467	Bany_01981-RA	Vcard_DToL16638-RA
OG0005468	Bany_08052-RA	Vcard_DToL04099-RA
OG0005469	Bany_11287-RA	Vcard_DToL13512-RA
OG0005470	Bany_10709-RA	Vcard_DToL10772-RA
OG0005471	Bany_11288-RA	Vcard_DToL13511-RA
OG0005472	Bany_01982-RA	Vcard_DToL16637-RA
OG0005473	Bany_05948-RA	Vcard_DToL06408-RA
OG0005474	Bany_05949-RA	Vcard_DToL06409-RA
OG0005475	Bany_14982-RA	Vcard_DToL10027-RA
OG0005476	Bany_11290-RA	Vcard_DToL13508-RA
OG0005477	Bany_01984-RA	Vcard_DToL16636-RA
OG0005478	Bany_09438-RA	Vcard_DToL14706-RA
OG0005479	Bany_15585-RA	Vcard_DToL03168-RA
OG0005480	Bany_16561-RA	Vcard_DToL13847-RA
OG0005481	Bany_14394-RA	Vcard_DToL12980-RA
OG0005483	Bany_09442-RA	Vcard_DToL14709-RA
OG0005484	Bany_12646-RA	Vcard_DToL17928-RA
OG0005485	Bany_15587-RA	Vcard_DToL03169-RA
OG0005486	Bany_09444-RA	Vcard_DToL14712-RA
OG0005487	Bany_00157-RA	Vcard_DToL01736-RA
OG0005488	Bany_14397-RA	Vcard_DToL12977-RA
OG0005489	Bany_03548-RA	Vcard_DToL06231-RA
OG0005490	Bany_11293-RA	Vcard_DToL13503-RA
OG0005491	Bany_16565-RA	Vcard_DToL13842-RA
OG0005492	Bany_00160-RA	Vcard_DToL01734-RA
OG0005493	Bany_00161-RA	Vcard_DToL01733-RA
OG0005494	Bany_00162-RA	Vcard_DToL01732-RA
OG0005495	Bany_06655-RA	Vcard_DToL17686-RA
OG0005496	Bany_16569-RA	Vcard_DToL13840-RA
OG0005497	Bany_01990-RA	Vcard_DToL00511-RA
OG0005498	Bany_10716-RA	Vcard_DToL10761-RA
OG0005499	Bany_05959-RA	Vcard_DToL06423-RA
OG0005500	Bany_09449-RA	Vcard_DToL14717-RA
OG0005501	Bany_14400-RA	Vcard_DToL12973-RA
OG0005502	Bany_09450-RA	Vcard_DToL14720-RA
OG0005503	Bany_10717-RA	Vcard_DToL10758-RA
OG0005504	Bany_05963-RA	Vcard_DToL06427-RA
OG0005505	Bany_08777-RA	Vcard_DToL09603-RA
OG0005506	Bany_14405-RA	Vcard_DToL12972-RA
OG0005507	Bany_08778-RA	Vcard_DToL09602-RA
OG0005508	Bany_01056-RA	Vcard_DToL18484-RA
OG0005509	Bany_14406-RA	Vcard_DToL12971-RA
OG0005511	Bany_01057-RA	Vcard_DToL18372-RA
OG0005512	Bany_10720-RA	Vcard_DToL10754-RA
OG0005513	Bany_17054-RA	Vcard_DToL15133-RA
OG0005514	Bany_11920-RA	Vcard_DToL07081-RA
OG0005515	Bany_17058-RA	Vcard_DToL15135-RA
OG0005516	Bany_08058-RA	Vcard_DToL04093-RA
OG0005517	Bany_14411-RA	Vcard_DToL12965-RA
OG0005518	Bany_05977-RA	Vcard_DToL06435-RA
OG0005519	Bany_11922-RA	Vcard_DToL07078-RA
OG0005520	Bany_07276-RA	Vcard_DToL00095-RA
OG0005521	Bany_04463-RA	Vcard_DToL00938-RA
OG0005522	Bany_17059-RA	Vcard_DToL15011-RA
OG0005523	Bany_02759-RA	Vcard_DToL08954-RA
OG0005524	Bany_10727-RA	Vcard_DToL10751-RA
OG0005525	Bany_04465-RA	Vcard_DToL00939-RA
OG0005526	Bany_01061-RA	Vcard_DToL18315-RA
OG0005527	Bany_07278-RA	Vcard_DToL00097-RA
OG0005528	Bany_14414-RA	Vcard_DToL12963-RA
OG0005529	Bany_16208-RA	Vcard_DToL18828-RA
OG0005530	Bany_09459-RA	Vcard_DToL14550-RA
OG0005531	Bany_09460-RA	Vcard_DToL14552-RA
OG0005532	Bany_10729-RA	Vcard_DToL10750-RA
OG0005533	Bany_09462-RA	Vcard_DToL14555-RA
OG0005534	Bany_09463-RA	Vcard_DToL14556-RA
OG0005535	Bany_10731-RA	Vcard_DToL10748-RA
OG0005536	Bany_14416-RA	Vcard_DToL12960-RA
OG0005537	Bany_16590-RA	Vcard_DToL15191-RA
OG0005538	Bany_10733-RA	Vcard_DToL10747-RA
OG0005539	Bany_02007-RA	Vcard_DToL16578-RA
OG0005540	Bany_10734-RA	Vcard_DToL10746-RA
OG0005541	Bany_13182-RA	Vcard_DToL11226-RA
OG0005542	Bany_10737-RA	Vcard_DToL10742-RA
OG0005543	Bany_01064-RA	Vcard_DToL18310-RA
OG0005544	Bany_02764-RA	Vcard_DToL08947-RA
OG0005545	Bany_09466-RA	Vcard_DToL14563-RA
OG0005546	Bany_09467-RA	Vcard_DToL14564-RA
OG0005547	Bany_14421-RA	Vcard_DToL12956-RA
OG0005548	Bany_16594-RA	Vcard_DToL14056-RA
OG0005549	Bany_10740-RA	Vcard_DToL10739-RA
OG0005550	Bany_10741-RA	Vcard_DToL10737-RA
OG0005551	Bany_11299-RA	Vcard_DToL13496-RA
OG0005553	Bany_04471-RA	Vcard_DToL00943-RA
OG0005554	Bany_09471-RA	Vcard_DToL14572-RA, Vcard_DToL14573-RA
OG0005555	Bany_04474-RA	Vcard_DToL00945-RA
OG0005556	Bany_02009-RA	Vcard_DToL16571-RA
OG0005557	Bany_06000-RA	Vcard_DToL06842-RA
OG0005558	Bany_06001-RA	Vcard_DToL06843-RA
OG0005559	Bany_06002-RA	Vcard_DToL06845-RA
OG0005560	Bany_09473-RA	Vcard_DToL14577-RA
OG0005561	Bany_11928-RA	Vcard_DToL07065-RA
OG0005562	Bany_17071-RA	Vcard_DToL15023-RA
OG0005563	Bany_10747-RA	Vcard_DToL10732-RA
OG0005564	Bany_17073-RA	Vcard_DToL15024-RA
OG0005565	Bany_04481-RA	Vcard_DToL00951-RA
OG0005566	Bany_09476-RA	Vcard_DToL14579-RA
OG0005567	Bany_09477-RA	Vcard_DToL14578-RA
OG0005568	Bany_00189-RA	Vcard_DToL01883-RA
OG0005569	Bany_09478-RA	Vcard_DToL14583-RA
OG0005571	Bany_08070-RA	Vcard_DToL04084-RA
OG0005572	Bany_16213-RA	Vcard_DToL18835-RA
OG0005573	Bany_09481-RA	Vcard_DToL14585-RA
OG0005574	Bany_09482-RA	Vcard_DToL14586-RA
OG0005575	Bany_01076-RA	Vcard_DToL18368-RA
OG0005576	Bany_10754-RA	Vcard_DToL10725-RA
OG0005577	Bany_10755-RA	Vcard_DToL10724-RA
OG0005578	Bany_17831-RA	Vcard_DToL16110-RA
OG0005579	Bany_06010-RA	Vcard_DToL06463-RA
OG0005580	Bany_13188-RA	Vcard_DToL11224-RA
OG0005581	Bany_06684-RA	Vcard_DToL17640-RA
OG0005582	Bany_09485-RA	Vcard_DToL14588-RA
OG0005583	Bany_01078-RA	Vcard_DToL18370-RA
OG0005584	Bany_17076-RA	Vcard_DToL15033-RA
OG0005585	Bany_07704-RA, Bany_01079-RA, Bany_14467-RA	Vcard_DToL12868-RA
OG0005586	Bany_12679-RA	Vcard_DToL17885-RA
OG0005587	Bany_09486-RA	Vcard_DToL14590-RA
OG0005588	Bany_17077-RA	Vcard_DToL15035-RA
OG0005589	Bany_10758-RA	Vcard_DToL10719-RA
OG0005590	Bany_11931-RA	Vcard_DToL07062-RA
OG0005591	Bany_09487-RA	Vcard_DToL14591-RA
OG0005592	Bany_03568-RA	Vcard_DToL06219-RA
OG0005593	Bany_03569-RA	Vcard_DToL06218-RA
OG0005594	Bany_17079-RA	Vcard_DToL15037-RA
OG0005595	Bany_06013-RA	Vcard_DToL06459-RA
OG0005596	Bany_11301-RA	Vcard_DToL13495-RA
OG0005597	Bany_17081-RA	Vcard_DToL15039-RA
OG0005598	Bany_13189-RA	Vcard_DToL11223-RA
OG0005599	Bany_06688-RA	Vcard_DToL17648-RA
OG0005600	Bany_13755-RA	Vcard_DToL12371-RA
OG0005601	Bany_02771-RA	Vcard_DToL08938-RA
OG0005602	Bany_10765-RA	Vcard_DToL10715-RA
OG0005603	Bany_10766-RA	Vcard_DToL10714-RA
OG0005605	Bany_17835-RA	Vcard_DToL16108-RA
OG0005606	Bany_10767-RA	Vcard_DToL10713-RA
OG0005607	Bany_17088-RA	Vcard_DToL15044-RA
OG0005608	Bany_17140-RA, Bany_10768-RA	Vcard_DToL14971-RA
OG0005609	Bany_02773-RA	Vcard_DToL08935-RA
OG0005611	Bany_02774-RA	Vcard_DToL08934-RA
OG0005612	Bany_17836-RA	Vcard_DToL16107-RA
OG0005613	Bany_02026-RA	Vcard_DToL16552-RA
OG0005614	Bany_02775-RA	Vcard_DToL08933-RA
OG0005615	Bany_16602-RA	Vcard_DToL14049-RA
OG0005616	Bany_13761-RA	Vcard_DToL12365-RA
OG0005618	Bany_10021-RA	Vcard_DToL04760-RA
OG0005619	Bany_14993-RA	Vcard_DToL10038-RA
OG0005620	Bany_10022-RA	Vcard_DToL04876-RA
OG0005621	Bany_16229-RA	Vcard_DToL18840-RA
OG0005622	Bany_14429-RA	Vcard_DToL12831-RA
OG0005624	Bany_14430-RA	Vcard_DToL12832-RA
OG0005626	Bany_13193-RA	Vcard_DToL11219-RA
OG0005627	Bany_06696-RA	Vcard_DToL17660-RA
OG0005628	Bany_06024-RA	Vcard_DToL06450-RA
OG0005629	Bany_05314-RA	Vcard_DToL03448-RA
OG0005630	Bany_14436-RA	Vcard_DToL12837-RA
OG0005631	Bany_13770-RA	Vcard_DToL12359-RA
OG0005632	Bany_01089-RA	Vcard_DToL18295-RA
OG0005633	Bany_08790-RA	Vcard_DToL09589-RA
OG0005634	Bany_16604-RA	Vcard_DToL14046-RA
OG0005635	Bany_09492-RA	Vcard_DToL14594-RA
OG0005636	Bany_05315-RA	Vcard_DToL03449-RA
OG0005637	Bany_11313-RA	Vcard_DToL13483-RA
OG0005638	Bany_01090-RA	Vcard_DToL18290-RA
OG0005639	Bany_05316-RA	Vcard_DToL03450-RA
OG0005640	Bany_05317-RA	Vcard_DToL03451-RA
OG0005641	Bany_11314-RA	Vcard_DToL13482-RA
OG0005642	Bany_05318-RA	Vcard_DToL03453-RA
OG0005643	Bany_05319-RA	Vcard_DToL03454-RA
OG0005645	Bany_11315-RA	Vcard_DToL13481-RA
OG0005646	Bany_16235-RA	Vcard_DToL18849-RA
OG0005647	Bany_05320-RA	Vcard_DToL03455-RA
OG0005648	Bany_05321-RA	Vcard_DToL03456-RA
OG0005649	Bany_06699-RA	Vcard_DToL17583-RA
OG0005650	Bany_02784-RA	Vcard_DToL08923-RA
OG0005651	Bany_12693-RA	Vcard_DToL17880-RA
OG0005652	Bany_02786-RA	Vcard_DToL08924-RA
OG0005653	Bany_08091-RA, Bany_08097-RA	Vcard_DToL04146-RA
OG0005654	Bany_01092-RA	Vcard_DToL18376-RA
OG0005655	Bany_14994-RA	Vcard_DToL10039-RA
OG0005656	Bany_03579-RA	Vcard_DToL06201-RA
OG0005657	Bany_17519-RA	Vcard_DToL16877-RA
OG0005658	Bany_08096-RA	Vcard_DToL04145-RA
OG0005660	Bany_02038-RA	Vcard_DToL16544-RA
OG0005661	Bany_12699-RA	Vcard_DToL17862-RA
OG0005662	Bany_17520-RA	Vcard_DToL16878-RA
OG0005663	Bany_07291-RA	Vcard_DToL00137-RA
OG0005664	Bany_12701-RA	Vcard_DToL17864-RA
OG0005665	Bany_03582-RA	Vcard_DToL06196-RA
OG0005666	Bany_02039-RA	Vcard_DToL16543-RA
OG0005667	Bany_16239-RA	Vcard_DToL18847-RA
OG0005668	Bany_12702-RA	Vcard_DToL17865-RA
OG0005669	Bany_02040-RA	Vcard_DToL16541-RA
OG0005670	Bany_04494-RA	Vcard_DToL00971-RA
OG0005671	Bany_02041-RA	Vcard_DToL16542-RA
OG0005672	Bany_17524-RA	Vcard_DToL16979-RA
OG0005674	Bany_04495-RA	Vcard_DToL00972-RA
OG0005675	Bany_02788-RA	Vcard_DToL08916-RA
OG0005676	Bany_02043-RA	Vcard_DToL16540-RA
OG0005677	Bany_10028-RA	Vcard_DToL04882-RA
OG0005678	Bany_07765-RA, Bany_08098-RA	Vcard_DToL04147-RA
OG0005679	Bany_02789-RA	Vcard_DToL08915-RA
OG0005680	Bany_17841-RA	Vcard_DToL16101-RA
OG0005681	Bany_02790-RA	Vcard_DToL08914-RA
OG0005682	Bany_10029-RA	Vcard_DToL04883-RA
OG0005683	Bany_08100-RA	Vcard_DToL04150-RA
OG0005684	Bany_10031-RA	Vcard_DToL04885-RA
OG0005685	Bany_02045-RA	Vcard_DToL16534-RA
OG0005686	Bany_04496-RA	Vcard_DToL00974-RA
OG0005687	Bany_07297-RA	Vcard_DToL00140-RA
OG0005688	Bany_04498-RA	Vcard_DToL00978-RA
