Orthogroup	Bicyclus_anynana	Pararge_aegeria
OG0005970	Bany_02857-RA	XP_039746841.1
OG0005971	Bany_16317-RA	XP_039762944.1
OG0005972	Bany_11986-RA	XP_039749584.1
OG0005973	Bany_04559-RA	XP_039754317.1
OG0005974	Bany_11363-RA	XP_039759443.1
OG0005975	Bany_14477-RA	XP_039756464.1
OG0005976	Bany_11365-RA	XP_039759595.1
OG0005977	Bany_06095-RA	XP_039751509.1
OG0005978	Bany_06097-RA	XP_039751371.1
OG0005979	Bany_14478-RA	XP_039756173.1
OG0005980	Bany_06099-RA	XP_039751203.1
OG0005981	Bany_15036-RA	XP_039758817.1
OG0005982	Bany_17175-RA, Bany_17174-RA	XP_039760076.1
OG0005983	Bany_07344-RA	XP_039763676.1
OG0005984	Bany_03665-RA	XP_039764959.1
OG0005985	Bany_03666-RA	XP_039765128.1
OG0005986	Bany_13256-RA	XP_039757041.1
OG0005987	Bany_15038-RA	XP_039758588.1
OG0005988	Bany_14479-RA	XP_039756587.1
OG0005989	Bany_07345-RA	XP_039763435.1
OG0005990	Bany_11988-RA	XP_039750009.1
OG0005991	Bany_03670-RA	XP_039765048.1
OG0005992	Bany_15040-RA	XP_039758491.1, XP_039758492.1
OG0005993	Bany_07346-RA	XP_039763869.1
OG0005994	Bany_13822-RA	XP_039755842.1
OG0005995	Bany_05385-RA	XP_039752894.1
OG0005996	Bany_03671-RA	XP_039764884.1
OG0005997	Bany_13258-RA	XP_039757298.1
OG0005998	Bany_13823-RA	XP_039755944.1
OG0005999	Bany_00252-RA	XP_039745101.1, XP_039745102.1
OG0006000	Bany_02116-RA	XP_039745329.1
OG0006001	Bany_03673-RA	XP_039764958.1
OG0006002	Bany_14483-RA	XP_039756588.1
OG0006003	Bany_07348-RA	XP_039763626.1
OG0006004	Bany_00253-RA	XP_039765674.1
OG0006005	Bany_09537-RA	XP_039758077.1
OG0006006	Bany_00254-RA	XP_039745332.1
OG0006007	Bany_09538-RA	XP_039757559.1
OG0006008	Bany_11990-RA	XP_039749845.1
OG0006009	Bany_07350-RA	XP_039763466.1
OG0006010	Bany_13261-RA	XP_039756959.1
OG0006011	Bany_12805-RA	XP_039762207.1
OG0006012	Bany_05386-RA	XP_039745968.1
OG0006013	Bany_09542-RA	XP_039757754.1
OG0006014	Bany_13262-RA	XP_039757020.1
OG0006015	Bany_13263-RA	XP_039757326.1
OG0006016	Bany_10069-RA	XP_039749281.1
OG0006017	Bany_08142-RA	XP_039754065.1
OG0006018	Bany_08143-RA	XP_039753903.1
OG0006019	Bany_06104-RA	XP_039751108.1
OG0006020	Bany_13265-RA	XP_039756819.1
OG0006021	Bany_17547-RA	XP_039761377.1
OG0006022	Bany_17176-RA	XP_039759951.1
OG0006023	Bany_02873-RA	XP_039747205.1
OG0006024	Bany_17177-RA	XP_039760027.1
OG0006026	Bany_10071-RA	XP_039748587.1
OG0006027	Bany_13267-RA	XP_039757049.1
OG0006028	Bany_06106-RA	XP_039751248.1
OG0006029	Bany_17178-RA	XP_039760089.1
OG0006031	Bany_06108-RA	XP_039751028.1
OG0006032	Bany_14487-RA	XP_039756127.1
OG0006033	Bany_17180-RA	XP_039759913.1
OG0006034	Bany_17181-RA	XP_039760259.1
OG0006035	Bany_17182-RA	XP_039760218.1
OG0006036	Bany_16335-RA	XP_039762692.1, XP_039762691.1
OG0006037	Bany_15049-RA	XP_039758505.1
OG0006038	Bany_07354-RA	XP_039755348.1
OG0006039	Bany_13272-RA	XP_039756916.1
OG0006040	Bany_17185-RA	XP_039759770.1
OG0006041	Bany_02119-RA	XP_039750097.1
OG0006042	Bany_16655-RA	XP_039747583.1
OG0006043	Bany_03675-RA	XP_039763415.1
OG0006044	Bany_08824-RA	XP_039753150.1
OG0006045	Bany_17551-RA	XP_039761232.1
OG0006046	Bany_01158-RA	XP_039752692.1
OG0006047	Bany_17186-RA	XP_039759765.1
OG0006048	Bany_01159-RA	XP_039752475.1
OG0006049	Bany_13273-RA	XP_039757080.1
OG0006050	Bany_08826-RA	XP_039753585.1
OG0006051	Bany_09547-RA	XP_039757675.1
OG0006052	Bany_06113-RA	XP_039751314.1
OG0006053	Bany_02877-RA	XP_039747185.1
OG0006054	Bany_04574-RA	XP_039758263.1
OG0006055	Bany_11373-RA	XP_039759581.1
OG0006056	Bany_04575-RA	XP_039757612.1
OG0006057	Bany_12815-RA	XP_039761919.1
OG0006058	Bany_11374-RA	XP_039759293.1
OG0006059	Bany_17189-RA	XP_039759924.1
OG0006060	Bany_08832-RA	XP_039753011.1
OG0006061	Bany_02125-RA	XP_039747588.1
OG0006062	Bany_03683-RA	XP_039765134.1
OG0006063	Bany_11376-RA	XP_039759501.1
OG0006064	Bany_17191-RA	XP_039760313.1
OG0006065	Bany_17192-RA	XP_039759862.1
OG0006066	Bany_03684-RA	XP_039763882.1
OG0006067	Bany_03685-RA	XP_039765063.1
OG0006068	Bany_03686-RA	XP_039765010.1
OG0006069	Bany_08835-RA	XP_039753492.1
OG0006070	Bany_06117-RA	XP_039751706.1
OG0006071	Bany_11995-RA	XP_039749672.1
OG0006072	Bany_03687-RA	XP_039764806.1
OG0006073	Bany_03688-RA	XP_039764805.1
OG0006074	Bany_11996-RA	XP_039749674.1
OG0006075	Bany_04580-RA	XP_039760024.1
OG0006076	Bany_05387-RA	XP_039746439.1
OG0006077	Bany_17193-RA	XP_039760342.1
OG0006078	Bany_04582-RA	XP_039754140.1
OG0006079	Bany_11381-RA	XP_039759661.1
OG0006080	Bany_10080-RA	XP_039749198.1
OG0006081	Bany_01171-RA	XP_039752333.1
OG0006082	Bany_06120-RA	XP_039751338.1
OG0006083	Bany_06121-RA	XP_039751555.1
OG0006084	Bany_06122-RA	XP_039751531.1
OG0006085	Bany_02879-RA	XP_039747054.1
OG0006086	Bany_17553-RA	XP_039761211.1
OG0006087	Bany_02881-RA	XP_039747053.1
OG0006088	Bany_08843-RA	XP_039752855.1
OG0006089	Bany_13830-RA	XP_039755813.1
OG0006090	Bany_06125-RA	XP_039751275.1
OG0006091	Bany_09556-RA	XP_039757606.1
OG0006092	Bany_17554-RA	XP_039761201.1
OG0006093	Bany_03695-RA	XP_039764697.1
OG0006094	Bany_06128-RA	XP_039751374.1
OG0006095	Bany_14493-RA	XP_039756283.1
OG0006096	Bany_08152-RA	XP_039754503.1
OG0006097	Bany_00263-RA	XP_039765572.1
OG0006098	Bany_08153-RA	XP_039754580.1
OG0006099	Bany_07359-RA	XP_039763916.1
OG0006100	Bany_02141-RA	XP_039749879.1
OG0006101	Bany_04585-RA	XP_039759467.1
OG0006102	Bany_06129-RA	XP_039751118.1
OG0006103	Bany_11384-RA	XP_039759514.1
OG0006104	Bany_08154-RA	XP_039754581.1
OG0006105	Bany_08155-RA	XP_039754453.1
OG0006106	Bany_13832-RA	XP_039755404.1
OG0006107	Bany_15060-RA	XP_039758509.1
OG0006108	Bany_15644-RA	XP_039755175.1
OG0006109	Bany_03700-RA	XP_039764728.1
OG0006110	Bany_03701-RA	XP_039764729.1
OG0006111	Bany_04588-RA	XP_039755920.1
OG0006112	Bany_16663-RA	XP_039747923.1
OG0006113	Bany_08160-RA	XP_039754400.1
OG0006114	Bany_08848-RA	XP_039753701.1
OG0006115	Bany_00273-RA	XP_039765298.1
OG0006116	Bany_06133-RA	XP_039751603.1
OG0006117	Bany_08164-RA	XP_039754222.1
OG0006118	Bany_05394-RA	XP_039745887.1
OG0006119	Bany_11391-RA	XP_039759459.1
OG0006120	Bany_05395-RA	XP_039745840.1
OG0006121	Bany_08176-RA, Bany_06797-RA	XP_039754034.1
OG0006122	Bany_08165-RA	XP_039754237.1
OG0006123	Bany_11392-RA	XP_039759151.1
OG0006124	Bany_06136-RA	XP_039751666.1
OG0006126	Bany_08852-RA	XP_039753378.1
OG0006127	Bany_04591-RA	XP_039758793.1
OG0006128	Bany_11394-RA	XP_039759430.1
OG0006129	Bany_13277-RA	XP_039756932.1
OG0006130	Bany_17558-RA	XP_039760923.1
OG0006131	Bany_17200-RA	XP_039760049.1
OG0006132	Bany_06799-RA	XP_039748124.1
OG0006133	Bany_00280-RA	XP_039765438.1
OG0006134	Bany_11395-RA	XP_039758898.1
OG0006135	Bany_00281-RA	XP_039765439.1
OG0006136	Bany_00282-RA	XP_039765440.1
OG0006137	Bany_06142-RA	XP_039751268.1
OG0006138	Bany_12844-RA	XP_039762324.1
OG0006139	Bany_06143-RA	XP_039751339.1
OG0006140	Bany_13843-RA	XP_039755616.1
OG0006141	Bany_17903-RA	XP_039760821.1
OG0006142	Bany_11401-RA	XP_039759341.1
OG0006143	Bany_07361-RA	XP_039763683.1
OG0006144	Bany_17201-RA	XP_039760345.1
OG0006145	Bany_13844-RA	XP_039755533.1
OG0006146	Bany_09563-RA	XP_039758171.1
OG0006147	Bany_02147-RA	XP_039747215.1
OG0006148	Bany_09564-RA	XP_039758143.1
OG0006149	Bany_08858-RA	XP_039753629.1
OG0006150	Bany_12848-RA	XP_039762151.1
OG0006151	Bany_04594-RA	XP_039753501.1
OG0006152	Bany_05404-RA	XP_039745616.1
OG0006153	Bany_00284-RA	XP_039745314.1
OG0006154	Bany_04595-RA	XP_039753513.1
OG0006155	Bany_00285-RA, Bany_00287-RA	XP_039745071.1
OG0006156	Bany_04596-RA	XP_039753525.1
OG0006157	Bany_17908-RA	XP_039760517.1
OG0006158	Bany_11405-RA	XP_039759643.1, XP_039759644.1
OG0006159	Bany_04598-RA	XP_039753468.1
OG0006160	Bany_02151-RA	XP_039765651.1
OG0006161	Bany_13849-RA	XP_039755702.1
OG0006162	Bany_04599-RA	XP_039753490.1
OG0006163	Bany_05408-RA	XP_039746412.1
OG0006164	Bany_04600-RA	XP_039753456.1
OG0006165	Bany_03711-RA	XP_039765156.1
OG0006166	Bany_05409-RA	XP_039746270.1
OG0006167	Bany_03712-RA	XP_039764860.1
OG0006168	Bany_11407-RA	XP_039759570.1
OG0006169	Bany_09568-RA	XP_039757655.1
OG0006170	Bany_02153-RA	XP_039745521.1
OG0006171	Bany_17910-RA	XP_039760843.1
OG0006172	Bany_11410-RA	XP_039759389.1
OG0006173	Bany_16669-RA	XP_039747887.1
OG0006174	Bany_07366-RA	XP_039763436.1
OG0006175	Bany_03715-RA	XP_039764646.1
OG0006176	Bany_17912-RA	XP_039760413.1
OG0006177	Bany_03716-RA	XP_039764662.1
OG0006178	Bany_07367-RA	XP_039763360.1
OG0006179	Bany_15073-RA	XP_039758262.1
OG0006180	Bany_17562-RA	XP_039761338.1
OG0006181	Bany_11414-RA	XP_039759328.1, XP_039759329.1
OG0006182	Bany_08177-RA	XP_039754560.1
OG0006183	Bany_17914-RA	XP_039760598.1
OG0006184	Bany_08178-RA, Bany_08179-RA	XP_039754289.1
OG0006185	Bany_17203-RA	XP_039760212.1
OG0006186	Bany_17917-RA	XP_039760712.1
OG0006187	Bany_03720-RA	XP_039763347.1
OG0006188	Bany_07369-RA	XP_039763952.1
OG0006189	Bany_00296-RA	XP_039745079.1
OG0006190	Bany_02155-RA	XP_039746815.1
OG0006191	Bany_17204-RA	XP_039760061.1
OG0006192	Bany_09575-RA	XP_039757967.1
OG0006193	Bany_17205-RA	XP_039760062.1
OG0006194	Bany_02891-RA	XP_039746522.1
OG0006195	Bany_07371-RA	XP_039763700.1
OG0006196	Bany_12013-RA	XP_039750060.1
OG0006197	Bany_02892-RA	XP_039746853.1
OG0006198	Bany_10839-RA	XP_039750975.1
OG0006199	Bany_08182-RA	XP_039754003.1
OG0006200	Bany_08870-RA	XP_039753006.1
OG0006201	Bany_08184-RA	XP_039754005.1
OG0006202	Bany_13861-RA	XP_039755955.1
OG0006203	Bany_06810-RA	XP_039747740.1
OG0006204	Bany_05416-RA	XP_039746022.1
OG0006205	Bany_10841-RA	XP_039750689.1
OG0006206	Bany_17208-RA	XP_039759736.1
OG0006207	Bany_17210-RA	XP_039760053.1
OG0006208	Bany_05417-RA	XP_039746387.1
OG0006209	Bany_10115-RA	XP_039749204.1
OG0006210	Bany_05418-RA	XP_039746444.1
OG0006211	Bany_12018-RA	XP_039749555.1
OG0006212	Bany_13868-RA	XP_039755359.1
OG0006213	Bany_05419-RA	XP_039746004.1
OG0006214	Bany_13869-RA	XP_039755757.1
OG0006215	Bany_08873-RA	XP_039752946.1
OG0006216	Bany_17213-RA	XP_039759969.1
OG0006217	Bany_13870-RA	XP_039755696.1
OG0006218	Bany_02896-RA	XP_039747370.1
OG0006219	Bany_05422-RA	XP_039745558.1
OG0006220	Bany_13871-RA	XP_039755960.1
OG0006221	Bany_02159-RA	XP_039749308.1
OG0006222	Bany_05423-RA	XP_039745574.1
OG0006223	Bany_02898-RA	XP_039746905.1
OG0006224	Bany_13281-RA	XP_039757328.1
OG0006225	Bany_02899-RA	XP_039747268.1
OG0006226	Bany_10117-RA	XP_039748812.1
OG0006227	Bany_02900-RA	XP_039746940.1
OG0006228	Bany_13872-RA	XP_039755795.1
OG0006229	Bany_13873-RA	XP_039755325.1
OG0006230	Bany_02161-RA	XP_039747553.1
OG0006231	Bany_10118-RA	XP_039748655.1
OG0006232	Bany_00300-RA	XP_039765973.1
OG0006233	Bany_11428-RA	XP_039759587.1
OG0006234	Bany_08875-RA	XP_039753729.1
OG0006235	Bany_15075-RA	XP_039758253.1
OG0006236	Bany_00302-RA	XP_039745203.1
OG0006237	Bany_10119-RA	XP_039748654.1
OG0006238	Bany_08876-RA	XP_039753728.1
OG0006239	Bany_10845-RA	XP_039750221.1
OG0006240	Bany_17218-RA	XP_039760261.1
OG0006241	Bany_05428-RA	XP_039746057.1
OG0006242	Bany_00303-RA	XP_039765639.1
OG0006243	Bany_05430-RA	XP_039746178.1
OG0006244	Bany_10847-RA	XP_039750237.1
OG0006245	Bany_08188-RA	XP_039753927.1
OG0006246	Bany_00306-RA	XP_039765805.1
OG0006247	Bany_12877-RA	XP_039762002.1
OG0006248	Bany_02904-RA	XP_039746918.1
OG0006249	Bany_07383-RA	XP_039763535.1
OG0006250	Bany_10122-RA	XP_039748968.1
OG0006251	Bany_16398-RA	XP_039762493.1
OG0006252	Bany_13876-RA	XP_039755666.1
OG0006253	Bany_02906-RA	XP_039747043.1
OG0006254	Bany_15657-RA	XP_039754745.1
OG0006255	Bany_00316-RA	XP_039745171.1
OG0006256	Bany_10850-RA	XP_039750236.1
OG0006257	Bany_15659-RA	XP_039754953.1
OG0006258	Bany_06160-RA	XP_039751093.1
OG0006259	Bany_08887-RA	XP_039753451.1
OG0006260	Bany_15660-RA	XP_039755231.1
OG0006261	Bany_04608-RA	XP_039761029.1
OG0006262	Bany_10126-RA	XP_039748807.1
OG0006263	Bany_08888-RA	XP_039753637.1
OG0006264	Bany_06166-RA	XP_039751640.1
OG0006265	Bany_15662-RA	XP_039755167.1
OG0006266	Bany_10852-RA	XP_039750580.1
OG0006267	Bany_13881-RA	XP_039755697.1
OG0006268	Bany_17340-RA, Bany_10855-RA	XP_039760013.1
OG0006269	Bany_10856-RA	XP_039750546.1
OG0006270	Bany_08193-RA	XP_039754027.1
OG0006271	Bany_06169-RA	XP_039751002.1
OG0006272	Bany_12030-RA	XP_039749635.1
OG0006273	Bany_00319-RA	XP_039765823.1
OG0006274	Bany_00320-RA	XP_039765595.1
OG0006275	Bany_06170-RA	XP_039751433.1
OG0006276	Bany_15669-RA	XP_039754696.1
OG0006277	Bany_03745-RA	XP_039765251.1
OG0006278	Bany_06171-RA	XP_039751705.1
OG0006279	Bany_06172-RA	XP_039751082.1
OG0006280	Bany_02169-RA	XP_039748403.1
OG0006281	Bany_01184-RA	XP_039752227.1
OG0006282	Bany_04611-RA	XP_039760437.1
OG0006283	Bany_15671-RA	XP_039755174.1
OG0006284	Bany_01186-RA	XP_039752588.1
OG0006285	Bany_15085-RA	XP_039758599.1
OG0006286	Bany_06175-RA	XP_039751083.1
OG0006287	Bany_04613-RA	XP_039758462.1
OG0006288	Bany_08196-RA	XP_039753894.1
OG0006289	Bany_15086-RA	XP_039758670.1
OG0006290	Bany_10864-RA	XP_039750944.1
OG0006291	Bany_03746-RA	XP_039765027.1
OG0006292	Bany_07394-RA	XP_039763285.1
OG0006293	Bany_12036-RA	XP_039750024.1
OG0006294	Bany_17938-RA	XP_039760414.1
OG0006295	Bany_03747-RA	XP_039765186.1
OG0006296	Bany_02909-RA	XP_039747182.1
OG0006297	Bany_02910-RA	XP_039747136.1
OG0006298	Bany_03748-RA	XP_039764546.1
OG0006299	Bany_02911-RA	XP_039746917.1
OG0006300	Bany_04619-RA	XP_039755748.1
OG0006301	Bany_11439-RA	XP_039758915.1
OG0006302	Bany_00327-RA, Bany_00345-RA	XP_039745152.1
OG0006303	Bany_12039-RA	XP_039749456.1
OG0006304	Bany_03751-RA	XP_039764580.1
OG0006305	Bany_02172-RA	XP_039747646.1
OG0006306	Bany_03752-RA	XP_039764830.1
OG0006307	Bany_05442-RA	XP_039746369.1
OG0006308	Bany_06183-RA	XP_039751033.1
OG0006309	Bany_12042-RA	XP_039750050.1
OG0006310	Bany_11440-RA	XP_039759343.1
OG0006311	Bany_05446-RA	XP_039745927.1
OG0006312	Bany_05447-RA	XP_039745924.1
OG0006313	Bany_04623-RA	XP_039756977.1
OG0006314	Bany_06184-RA, Bany_06185-RA	XP_039751035.1
OG0006315	Bany_11441-RA	XP_039759301.1
OG0006316	Bany_00328-RA	XP_039765508.1
OG0006317	Bany_04624-RA	XP_039757253.1
OG0006318	Bany_16413-RA	XP_039762745.1
OG0006319	Bany_03755-RA	XP_039765022.1
OG0006320	Bany_11442-RA	XP_039759659.1
OG0006321	Bany_16415-RA	XP_039762902.1
OG0006322	Bany_03757-RA	XP_039764930.1
OG0006323	Bany_16417-RA	XP_039761900.1
OG0006324	Bany_08904-RA	XP_039752960.1
OG0006325	Bany_03760-RA	XP_039764717.1
OG0006326	Bany_03761-RA	XP_039765275.1
OG0006327	Bany_06842-RA	XP_039747652.1
OG0006328	Bany_04627-RA	XP_039761861.1
OG0006329	Bany_03762-RA	XP_039765274.1
OG0006330	Bany_16419-RA	XP_039762784.1
OG0006332	Bany_14522-RA	XP_039756297.1
OG0006333	Bany_16420-RA	XP_039762646.1
OG0006334	Bany_14523-RA	XP_039756523.1
OG0006335	Bany_14524-RA	XP_039756622.1
OG0006336	Bany_10132-RA	XP_039748904.1
OG0006338	Bany_01193-RA	XP_039752159.1
OG0006339	Bany_09593-RA	XP_039758102.1
OG0006340	Bany_17945-RA	XP_039760770.1
OG0006341	Bany_13895-RA	XP_039755925.1
OG0006342	Bany_03766-RA	XP_039765271.1
OG0006343	Bany_04628-RA	XP_039761210.1
OG0006344	Bany_03768-RA	XP_039764807.1
OG0006345	Bany_07395-RA	XP_039763239.1
OG0006346	Bany_13898-RA	XP_039755695.1
OG0006347	Bany_14528-RA	XP_039756132.1
OG0006348	Bany_09595-RA	XP_039757775.1
OG0006349	Bany_17948-RA	XP_039760835.1
OG0006350	Bany_13899-RA	XP_039755719.1
OG0006351	Bany_02918-RA	XP_039747498.1
OG0006352	Bany_14531-RA	XP_039756226.1
OG0006353	Bany_11455-RA	XP_039759071.1
OG0006354	Bany_06847-RA	XP_039748455.1
OG0006355	Bany_17949-RA	XP_039760776.1
OG0006356	Bany_13291-RA	XP_039756891.1
OG0006357	Bany_15168-RA, Bany_07397-RA	XP_039763590.1
OG0006358	Bany_08907-RA	XP_039753102.1
OG0006359	Bany_11456-RA	XP_039759626.1
OG0006360	Bany_17582-RA	XP_039761171.1
OG0006361	Bany_13293-RA	XP_039756913.1
OG0006362	Bany_12923-RA	XP_039762037.1
OG0006363	Bany_10136-RA	XP_039749325.1
OG0006364	Bany_17951-RA	XP_039760417.1
OG0006365	Bany_12924-RA	XP_039762421.1
OG0006366	Bany_08910-RA	XP_039753344.1
OG0006367	Bany_06192-RA	XP_039751642.1
OG0006368	Bany_04635-RA	XP_039760643.1
OG0006369	Bany_06850-RA	XP_039748186.1
OG0006370	Bany_02182-RA	XP_039750084.1
OG0006371	Bany_12048-RA	XP_039749503.1
OG0006372	Bany_07398-RA	XP_039763603.1
OG0006373	Bany_14535-RA	XP_039756078.1
OG0006374	Bany_12049-RA	XP_039749997.1
OG0006375	Bany_11462-RA	XP_039759599.1
OG0006376	Bany_14537-RA	XP_039756420.1
OG0006377	Bany_02185-RA	XP_039760369.1
OG0006378	Bany_14538-RA	XP_039756467.1
OG0006379	Bany_12928-RA	XP_039762436.1
OG0006380	Bany_11464-RA	XP_039759634.1
OG0006381	Bany_13295-RA	XP_039757266.1
OG0006382	Bany_13297-RA	XP_039756911.1
OG0006383	Bany_02921-RA	XP_039746627.1
OG0006384	Bany_17955-RA	XP_039760884.1
OG0006385	Bany_14540-RA	XP_039756558.1
OG0006386	Bany_13298-RA	XP_039757028.1
OG0006387	Bany_01197-RA	XP_039752528.1
OG0006388	Bany_17957-RA	XP_039760789.1
OG0006389	Bany_01198-RA	XP_039752055.1
OG0006390	Bany_11465-RA	XP_039759330.1
OG0006391	Bany_14541-RA	XP_039756620.1
OG0006392	Bany_06860-RA	XP_039748258.1
OG0006393	Bany_13302-RA	XP_039756967.1
OG0006394	Bany_02923-RA	XP_039746761.1
OG0006395	Bany_13303-RA	XP_039757327.1
OG0006396	Bany_02924-RA	XP_039746754.1
OG0006397	Bany_12053-RA	XP_039749676.1
OG0006398	Bany_11468-RA	XP_039759498.1
OG0006399	Bany_12055-RA	XP_039749606.1
OG0006400	Bany_14546-RA	XP_039756107.1
OG0006401	Bany_11469-RA	XP_039759476.1
OG0006402	Bany_05457-RA	XP_039745789.1
OG0006403	Bany_14548-RA	XP_039756108.1
OG0006404	Bany_05459-RA	XP_039746332.1
OG0006405	Bany_14549-RA	XP_039756109.1
OG0006406	Bany_00346-RA	XP_039745205.1
OG0006407	Bany_03774-RA	XP_039764713.1
OG0006408	Bany_05460-RA	XP_039745790.1
OG0006409	Bany_10141-RA	XP_039749324.1
OG0006410	Bany_05463-RA	XP_039745899.1
OG0006411	Bany_03775-RA	XP_039764549.1
OG0006412	Bany_06195-RA	XP_039751296.1
OG0006413	Bany_13907-RA	XP_039755392.1
OG0006414	Bany_05464-RA	XP_039746274.1
OG0006415	Bany_09597-RA	XP_039758070.1
OG0006416	Bany_06196-RA	XP_039751718.1
OG0006417	Bany_16691-RA	XP_039747590.1
OG0006418	Bany_17960-RA	XP_039760659.1
OG0006419	Bany_05466-RA	XP_039745739.1
OG0006420	Bany_14551-RA	XP_039756110.1
OG0006421	Bany_02926-RA	XP_039746477.1
OG0006422	Bany_17963-RA	XP_039760708.1
OG0006423	Bany_06864-RA	XP_039748164.1
OG0006424	Bany_10872-RA	XP_039750376.1
OG0006425	Bany_04642-RA	XP_039761476.1
OG0006426	Bany_12063-RA	XP_039749597.1
OG0006427	Bany_04644-RA	XP_039755504.1
OG0006428	Bany_11471-RA	XP_039759314.1
OG0006429	Bany_15678-RA	XP_039754896.1
OG0006430	Bany_14554-RA	XP_039756708.1
OG0006431	Bany_15679-RA	XP_039755102.1
OG0006432	Bany_04646-RA	XP_039755517.1
OG0006433	Bany_14555-RA	XP_039756612.1
OG0006434	Bany_17592-RA	XP_039761056.1
OG0006435	Bany_09604-RA	XP_039757498.1
OG0006436	Bany_14556-RA	XP_039756317.1
OG0006437	Bany_11473-RA	XP_039758972.1
OG0006438	Bany_13910-RA	XP_039755640.1
OG0006439	Bany_17230-RA	XP_039759839.1
OG0006440	Bany_14558-RA	XP_039756368.1
OG0006441	Bany_14559-RA	XP_039756167.1
OG0006442	Bany_11478-RA	XP_039759306.1
OG0006443	Bany_03780-RA	XP_039765147.1
OG0006444	Bany_05471-RA	XP_039746320.1
OG0006445	Bany_11480-RA	XP_039759697.1
OG0006446	Bany_14560-RA	XP_039756374.1
OG0006447	Bany_05472-RA	XP_039745693.1
OG0006448	Bany_06866-RA	XP_039748000.1
OG0006449	Bany_15683-RA	XP_039754935.1
OG0006450	Bany_09607-RA	XP_039757784.1
OG0006451	Bany_15092-RA	XP_039758242.1
OG0006452	Bany_13914-RA	XP_039755402.1
OG0006453	Bany_03781-RA	XP_039765159.1
OG0006454	Bany_03783-RA	XP_039765024.1
OG0006455	Bany_10147-RA	XP_039749120.1
OG0006456	Bany_15093-RA	XP_039758633.1
OG0006457	Bany_11483-RA	XP_039758979.1
OG0006458	Bany_04654-RA	XP_039761957.1
OG0006459	Bany_01220-RA	XP_039752132.1
OG0006460	Bany_03785-RA	XP_039764979.1
OG0006461	Bany_02931-RA	XP_039747206.1
OG0006462	Bany_04657-RA	XP_039754605.1
OG0006463	Bany_07428-RA	XP_039763884.1
OG0006464	Bany_02195-RA	XP_039751047.1
OG0006466	Bany_13917-RA	XP_039755276.1
OG0006467	Bany_04660-RA	XP_039754618.1
OG0006468	Bany_16700-RA	XP_039747738.1
OG0006469	Bany_16701-RA	XP_039748177.1
OG0006470	Bany_13918-RA	XP_039755281.1
OG0006471	Bany_12958-RA	XP_039762362.1
OG0006472	Bany_09614-RA	XP_039757977.1
OG0006473	Bany_12961-RA	XP_039762386.1
OG0006474	Bany_15101-RA	XP_039758706.1
OG0006475	Bany_12962-RA	XP_039762227.1
OG0006476	Bany_15102-RA	XP_039758887.1
OG0006477	Bany_12963-RA	XP_039762086.1
OG0006478	Bany_13921-RA	XP_039755954.1, XP_039755952.1
OG0006479	Bany_00357-RA	XP_039765657.1
OG0006480	Bany_15103-RA	XP_039758886.1
OG0006481	Bany_10878-RA	XP_039750886.1
OG0006483	Bany_08930-RA	XP_039753301.1
OG0006484	Bany_12964-RA	XP_039762351.1
OG0006485	Bany_07441-RA	XP_039764008.1
OG0006486	Bany_17239-RA	XP_039759775.1
OG0006487	Bany_17971-RA	XP_039760797.1
OG0006488	Bany_00363-RA	XP_039745175.1
OG0006489	Bany_17240-RA	XP_039759978.1
OG0006490	Bany_02203-RA	XP_039763253.1
OG0006491	Bany_17972-RA	XP_039760496.1
OG0006492	Bany_08931-RA	XP_039753346.1
OG0006493	Bany_08932-RA	XP_039753131.1
OG0006494	Bany_02204-RA	XP_039764774.1
OG0006495	Bany_08933-RA	XP_039753183.1
OG0006496	Bany_12965-RA	XP_039762077.1
OG0006497	Bany_10151-RA	XP_039748944.1
OG0006498	Bany_10882-RA	XP_039750842.1
OG0006499	Bany_03793-RA	XP_039764582.1
OG0006500	Bany_03795-RA	XP_039764767.1
OG0006501	Bany_10152-RA	XP_039749113.1
OG0006502	Bany_06878-RA	XP_039748323.1
OG0006503	Bany_03796-RA	XP_039764768.1
OG0006504	Bany_17973-RA	XP_039760699.1
OG0006505	Bany_03798-RA	XP_039764771.1
OG0006506	Bany_14568-RA	XP_039756253.1
OG0006507	Bany_03800-RA	XP_039764396.1
OG0006508	Bany_12969-RA	XP_039762045.1
OG0006509	Bany_08936-RA	XP_039753663.1
OG0006510	Bany_06206-RA	XP_039751116.1
OG0006511	Bany_03801-RA	XP_039764385.1
OG0006512	Bany_13923-RA	XP_039755937.1
OG0006513	Bany_05490-RA	XP_039746080.1
OG0006514	Bany_10154-RA	XP_039749294.1
OG0006515	Bany_02939-RA	XP_039746830.1
OG0006516	Bany_06884-RA	XP_039748327.1
OG0006517	Bany_13325-RA	XP_039757250.1
OG0006518	Bany_10885-RA	XP_039750380.1
OG0006519	Bany_03805-RA	XP_039764703.1
OG0006520	Bany_10159-RA	XP_039748834.1
OG0006521	Bany_08231-RA	XP_039754166.1
OG0006522	Bany_02207-RA	XP_039746576.1
OG0006523	Bany_08232-RA	XP_039753914.1
OG0006524	Bany_02940-RA	XP_039746831.1
OG0006525	Bany_02941-RA	XP_039747181.1
OG0006526	Bany_10165-RA	XP_039749337.1
OG0006527	Bany_02942-RA	XP_039747311.1
OG0006528	Bany_03807-RA	XP_039764892.1
OG0006529	Bany_03808-RA	XP_039765145.1
