Orthogroup	Bicyclus_anynana	Maniola_hyperantus
OG0004770	Bany_04266-RA	XP_034834784.1
OG0004771	Bany_03428-RA	XP_034840416.1
OG0004772	Bany_02588-RA	XP_034826634.1
OG0004773	Bany_02590-RA	XP_034825905.1
OG0004774	Bany_05847-RA	XP_034825412.1
OG0004775	Bany_07874-RA	XP_034839235.1
OG0004776	Bany_02603-RA	XP_034826217.1
OG0004777	Bany_00864-RA	XP_034841091.1
OG0004780	Bany_04286-RA	XP_034840979.1
OG0004781	Bany_02630-RA	XP_034826648.1
OG0004782	Bany_07886-RA	XP_034839239.1
OG0004783	Bany_07892-RA	XP_034839464.1
OG0004784	Bany_07896-RA	XP_034839178.1
OG0004785	Bany_07900-RA	XP_034839538.1
OG0004786	Bany_05148-RA	XP_034833606.1
OG0004787	Bany_05160-RA	XP_034833412.1
OG0004788	Bany_07915-RA	XP_034839184.1
OG0004789	Bany_07920-RA	XP_034839189.1, XP_034839188.1
OG0004790	Bany_07921-RA	XP_034839187.1, XP_034839186.1
OG0004791	Bany_07922-RA	XP_034839297.1
OG0004849	Bany_17686-RA	XP_034837351.1
OG0004850	Bany_18171-RA	XP_034831139.1
OG0004851	Bany_07168-RA	XP_034839286.1
OG0004852	Bany_16439-RA	XP_034836606.1
OG0004853	Bany_17687-RA	XP_034837359.1
OG0004854	Bany_16927-RA	XP_034836053.1
OG0004855	Bany_02635-RA	XP_034840338.1
OG0004856	Bany_16440-RA	XP_034836596.1
OG0004857	Bany_09325-RA	XP_034834273.1
OG0004859	Bany_15435-RA	XP_034829509.1
OG0004860	Bany_16931-RA	XP_034836221.1
OG0004861	Bany_17402-RA	XP_034837021.1
OG0004862	Bany_16932-RA	XP_034835790.1
OG0004863	Bany_07169-RA	XP_034839414.1
OG0004864	Bany_11826-RA	XP_034830000.1
OG0004865	Bany_17693-RA	XP_034837396.1
OG0004866	Bany_14879-RA	XP_034833196.1
OG0004867	Bany_14253-RA	XP_034834274.1
OG0004868	Bany_03451-RA	XP_034823960.1
OG0004869	Bany_16934-RA	XP_034836098.1
OG0004870	Bany_17694-RA	XP_034837373.1
OG0004871	Bany_00004-RA	XP_034841003.1
OG0004872	Bany_14880-RA	XP_034833198.1
OG0004873	Bany_17403-RA	XP_034836842.1
OG0004874	Bany_09898-RA	XP_034824905.1
OG0004875	Bany_15441-RA	XP_034829505.1
OG0004877	Bany_01813-RA	XP_034826134.1
OG0004878	Bany_07171-RA	XP_034839418.1
OG0004879	Bany_14884-RA	XP_034833193.1
OG0004880	Bany_12446-RA	XP_034838244.1
OG0004881	Bany_05868-RA	XP_034826791.1
OG0004882	Bany_14257-RA	XP_034834914.1
OG0004883	Bany_10543-RA	XP_034828699.1
OG0004884	Bany_14885-RA	XP_034833194.1
OG0004885	Bany_15445-RA	XP_034829191.1
OG0004886	Bany_03460-RA	XP_034828588.1
OG0004887	Bany_09903-RA	XP_034824916.1
OG0004888	Bany_14261-RA	XP_034834770.1
OG0004889	Bany_14889-RA	XP_034833189.1
OG0004890	Bany_11834-RA	XP_034829622.1
OG0004891	Bany_08658-RA	XP_034831872.1
OG0004892	Bany_05870-RA	XP_034826794.1
OG0004895	Bany_14267-RA	XP_034834493.1
OG0004896	Bany_07174-RA	XP_034839381.1
OG0004897	Bany_13616-RA	XP_034831205.1
OG0004898	Bany_02649-RA	XP_034840497.1
OG0004899	Bany_09910-RA	XP_034824918.1
OG0004900	Bany_10551-RA	XP_034828409.1
OG0004901	Bany_07928-RA	XP_034830255.1
OG0004902	Bany_15453-RA	XP_034829175.1
OG0004903	Bany_12459-RA	XP_034838165.1
OG0004904	Bany_08663-RA	XP_034832259.1
OG0004905	Bany_09344-RA	XP_034834267.1
OG0004906	Bany_00935-RA	XP_034827745.1
OG0004907	Bany_06557-RA	XP_034837579.1
OG0004908	Bany_07181-RA	XP_034839343.1
OG0004909	Bany_05874-RA	XP_034826819.1
OG0004910	Bany_16944-RA	XP_034836101.1
OG0004911	Bany_16945-RA	XP_034836106.1
OG0004912	Bany_10553-RA	XP_034828381.1
OG0004913	Bany_06558-RA	XP_034837712.1
OG0004914	Bany_06559-RA	XP_034837507.1
OG0004915	Bany_10554-RA	XP_034828402.1
OG0004916	Bany_09917-RA	XP_034824908.1
OG0004917	Bany_00939-RA	XP_034828135.1
OG0004918	Bany_07936-RA	XP_034830918.1
OG0004919	Bany_00940-RA	XP_034828138.1
OG0004920	Bany_07937-RA	XP_034830438.1
OG0004921	Bany_09918-RA	XP_034824896.1
OG0004922	Bany_09919-RA	XP_034824910.1
OG0004923	Bany_14271-RA	XP_034834866.1
OG0004924	Bany_05916-RA	XP_034836860.1
OG0004925	Bany_16952-RA	XP_034835990.1
OG0004926	Bany_11140-RA	XP_034835165.1
OG0004928	Bany_14894-RA	XP_034833672.1
OG0004929	Bany_16953-RA	XP_034835995.1
OG0004930	Bany_11142-RA	XP_034835168.1
OG0004931	Bany_11143-RA	XP_034835267.1
OG0004932	Bany_16044-RA	XP_034839068.1
OG0004933	Bany_00944-RA	XP_034828133.1
OG0004934	Bany_17702-RA	XP_034837389.1
OG0004935	Bany_15463-RA	XP_034829484.1
OG0004936	Bany_11144-RA	XP_034835707.1
OG0004937	Bany_13032-RA	XP_034832725.1
OG0004938	Bany_00946-RA	XP_034827750.1
OG0004939	Bany_11837-RA	XP_034829766.1
OG0004940	Bany_01847-RA	XP_034825894.1
OG0004941	Bany_17408-RA	XP_034836755.1
OG0004942	Bany_13623-RA	XP_034831206.1
OG0004943	Bany_17704-RA	XP_034837379.1
OG0004944	Bany_07940-RA	XP_034830425.1
OG0004945	Bany_14905-RA	XP_034836041.1
OG0004946	Bany_05193-RA	XP_034825049.1
OG0004947	Bany_08676-RA	XP_034832293.1
OG0004948	Bany_05885-RA	XP_034826965.1
OG0004949	Bany_09921-RA	XP_034824889.1
OG0004950	Bany_17706-RA	XP_034837404.1
OG0004951	Bany_12470-RA	XP_034838146.1
OG0004952	Bany_07944-RA	XP_034830612.1
OG0004953	Bany_11841-RA	XP_034829552.1
OG0004954	Bany_09922-RA	XP_034824890.1
OG0004955	Bany_02652-RA	XP_034840792.1
OG0004956	Bany_08677-RA	XP_034832287.1
OG0004958	Bany_09924-RA	XP_034824924.1
OG0004959	Bany_02654-RA	XP_034840791.1
OG0004960	Bany_02656-RA	XP_034840794.1
OG0004961	Bany_07187-RA	XP_034839349.1
OG0004962	Bany_09925-RA	XP_034824892.1
OG0004963	Bany_04326-RA	XP_034832166.1
OG0004964	Bany_13629-RA	XP_034831526.1
OG0004966	Bany_17710-RA	XP_034837348.1
OG0004968	Bany_15480-RA	XP_034829046.1
OG0004969	Bany_07191-RA	XP_034839430.1
OG0004970	Bany_10564-RA	XP_034828403.1
OG0004971	Bany_00956-RA	XP_034828130.1
OG0004972	Bany_05889-RA	XP_034826795.1
OG0004973	Bany_16956-RA	XP_034835806.1
OG0004974	Bany_00957-RA	XP_034828129.1
OG0004975	Bany_15485-RA	XP_034829041.1
OG0004977	Bany_15486-RA	XP_034829475.1
OG0004978	Bany_07197-RA	XP_034839405.1
OG0004979	Bany_15487-RA	XP_034829042.1
OG0004980	Bany_05892-RA	XP_034826784.1
OG0004981	Bany_10569-RA	XP_034828388.1
OG0004982	Bany_14285-RA	XP_034835023.1
OG0004983	Bany_17415-RA	XP_034837037.1
OG0004984	Bany_00022-RA	XP_034841241.1
OG0004985	Bany_14286-RA	XP_034835025.1
OG0004986	Bany_11848-RA	XP_034829773.1
OG0004987	Bany_14287-RA	XP_034835021.1
OG0004988	Bany_10572-RA	XP_034828384.1
OG0004989	Bany_14288-RA	XP_034835024.1
OG0004990	Bany_05895-RA	XP_034826817.1
OG0004991	Bany_17156-RA	XP_034836071.1
OG0004992	Bany_14290-RA	XP_034835019.1
OG0004993	Bany_13637-RA	XP_034831038.1
OG0004994	Bany_08687-RA	XP_034832413.1
OG0004995	Bany_13638-RA	XP_034831067.1
OG0004996	Bany_03480-RA	XP_034824223.1
OG0004997	Bany_03482-RA	XP_034824235.1
OG0004998	Bany_15489-RA	XP_034829092.1
OG0005000	Bany_13904-RA, Bany_01866-RA	XP_034825983.1
OG0005001	Bany_05897-RA	XP_034826816.1
OG0005002	Bany_13643-RA	XP_034831434.1
OG0005003	Bany_13644-RA	XP_034831435.1
OG0005004	Bany_01867-RA	XP_034826144.1
OG0005005	Bany_13645-RA	XP_034831433.1
OG0005006	Bany_13646-RA	XP_034831437.1
OG0005007	Bany_03483-RA	XP_034824099.1
OG0005008	Bany_05898-RA	XP_034826792.1
OG0005009	Bany_17420-RA	XP_034836829.1
OG0005010	Bany_13647-RA	XP_034831428.1
OG0005011	Bany_13651-RA	XP_034831436.1
OG0005012	Bany_05204-RA	XP_034825527.1
OG0005013	Bany_12488-RA	XP_034838183.1
OG0005014	Bany_06565-RA	XP_034837717.1
OG0005015	Bany_05207-RA	XP_034825305.1
OG0005016	Bany_01872-RA	XP_034825855.1
OG0005017	Bany_06567-RA	XP_034837573.1
OG0005018	Bany_17718-RA	XP_034837141.1
OG0005019	Bany_07958-RA	XP_034830457.1
OG0005020	Bany_14293-RA	XP_034834922.1
OG0005021	Bany_14294-RA	XP_034834446.1
OG0005022	Bany_07959-RA	XP_034830460.1
OG0005023	Bany_14295-RA	XP_034834447.1
OG0005024	Bany_07960-RA	XP_034830453.1
OG0005025	Bany_05212-RA	XP_034825303.1
OG0005026	Bany_07961-RA	XP_034830850.1
OG0005027	Bany_05903-RA	XP_034826693.1
OG0005028	Bany_05213-RA	XP_034825322.1
OG0005029	Bany_05214-RA	XP_034825301.1
OG0005030	Bany_06569-RA	XP_034837574.1
OG0005031	Bany_17721-RA	XP_034837422.1
OG0005032	Bany_14300-RA	XP_034834625.1
OG0005033	Bany_14301-RA	XP_034834628.1
OG0005034	Bany_00026-RA	XP_034841251.1
OG0005035	Bany_14302-RA	XP_034834620.1
OG0005036	Bany_04342-RA	XP_034834035.1, XP_034832066.1
OG0005037	Bany_16970-RA	XP_034835973.1
OG0005038	Bany_16971-RA	XP_034835968.1
OG0005039	Bany_17424-RA	XP_034836828.1
OG0005040	Bany_05215-RA	XP_034825299.1
OG0005041	Bany_12500-RA	XP_034838145.1
OG0005042	Bany_03486-RA	XP_034824247.1
OG0005043	Bany_16483-RA	XP_034836569.1
OG0005044	Bany_01879-RA	XP_034826178.1
OG0005045	Bany_12501-RA	XP_034838181.1
OG0005046	Bany_05218-RA	XP_034825321.1
OG0005047	Bany_01880-RA	XP_034826448.1
OG0005048	Bany_05219-RA	XP_034825323.1
OG0005049	Bany_01881-RA	XP_034825966.1
OG0005050	Bany_06571-RA	XP_034837629.1
OG0005051	Bany_15494-RA	XP_034829473.1
OG0005052	Bany_01882-RA	XP_034826062.1
OG0005053	Bany_16975-RA	XP_034836234.1
OG0005054	Bany_16976-RA	XP_034835828.1
OG0005055	Bany_11850-RA	XP_034829747.1
OG0005056	Bany_02666-RA	XP_034840035.1
OG0005057	Bany_14304-RA	XP_034834622.1
OG0005058	Bany_01884-RA	XP_034839740.1
OG0005059	Bany_00031-RA	XP_034841252.1
OG0005060	Bany_16488-RA, Bany_16489-RA	XP_034836563.1
OG0005061	Bany_08693-RA	XP_034831919.1
OG0005062	Bany_09940-RA	XP_034824418.1
OG0005063	Bany_05222-RA	XP_034825356.1
OG0005064	Bany_11157-RA	XP_034835127.1
OG0005065	Bany_17735-RA	XP_034837221.1
OG0005066	Bany_16977-RA	XP_034835830.1
OG0005067	Bany_06573-RA	XP_034837639.1
OG0005068	Bany_06575-RA	XP_034837602.1
OG0005069	Bany_16980-RA	XP_034835829.1
OG0005070	Bany_11160-RA	XP_034835137.1
OG0005071	Bany_13658-RA	XP_034831323.1
OG0005072	Bany_02667-RA	XP_034840302.1
OG0005073	Bany_13660-RA	XP_034831530.1
OG0005074	Bany_13049-RA	XP_034833031.1
OG0005075	Bany_11163-RA	XP_034835132.1
OG0005076	Bany_15500-RA	XP_034828990.1
OG0005077	Bany_07978-RA	XP_034830717.1
OG0005078	Bany_06578-RA	XP_034837481.1
OG0005079	Bany_08699-RA	XP_034832064.1
OG0005080	Bany_05228-RA	XP_034825403.1
OG0005081	Bany_03495-RA	XP_034827251.1
OG0005083	Bany_16503-RA	XP_034836435.1
OG0005084	Bany_03496-RA	XP_034827241.1
OG0005085	Bany_16093-RA	XP_034838808.1
OG0005086	Bany_11166-RA	XP_034835138.1
OG0005087	Bany_11167-RA	XP_034835245.1
OG0005088	Bany_14310-RA	XP_034834498.1
OG0005089	Bany_17436-RA	XP_034836759.1
OG0005090	Bany_07979-RA	XP_034830716.1
OG0005091	Bany_14311-RA	XP_034834349.1
OG0005092	Bany_14312-RA	XP_034834591.1
OG0005093	Bany_07980-RA	XP_034830721.1
OG0005094	Bany_16989-RA	XP_034836132.1
OG0005095	Bany_17437-RA	XP_034836760.1
OG0005096	Bany_09356-RA	XP_034834264.1, XP_034833933.1
OG0005097	Bany_13664-RA	XP_034831404.1
OG0005098	Bany_13665-RA	XP_034831382.1
OG0005099	Bany_02668-RA	XP_034840176.1
OG0005100	Bany_14313-RA	XP_034834864.1
OG0005101	Bany_14314-RA	XP_034834860.1
OG0005102	Bany_11170-RA	XP_034835247.1
OG0005103	Bany_14929-RA	XP_034833503.1
OG0005104	Bany_13666-RA	XP_034831405.1
OG0005105	Bany_04352-RA	XP_034832607.1
OG0005106	Bany_14316-RA	XP_034834862.1
OG0005107	Bany_16991-RA	XP_034835839.1
OG0005108	Bany_00982-RA	XP_034827973.1
OG0005109	Bany_13668-RA	XP_034831396.1
OG0005110	Bany_07984-RA	XP_034839528.1
OG0005111	Bany_00983-RA	XP_034828289.1
OG0005112	Bany_14317-RA	XP_034834924.1
OG0005113	Bany_16992-RA	XP_034835841.1, XP_034835842.1
OG0005114	Bany_00985-RA	XP_034828285.1
OG0005115	Bany_16994-RA	XP_034835857.1
OG0005116	Bany_14318-RA	XP_034835006.1
OG0005117	Bany_15508-RA	XP_034829252.1
OG0005118	Bany_15509-RA	XP_034829255.1
OG0005119	Bany_03499-RA	XP_034841452.1
OG0005120	Bany_15510-RA	XP_034829251.1
OG0005121	Bany_03500-RA	XP_034841217.1
OG0005122	Bany_15511-RA	XP_034828975.1
OG0005123	Bany_05907-RA	XP_034826956.1
OG0005124	Bany_06586-RA	XP_034837497.1
OG0005125	Bany_16996-RA	XP_034835941.1
OG0005126	Bany_01899-RA	XP_034826348.1
OG0005127	Bany_01900-RA	XP_034826331.1
OG0005128	Bany_16100-RA	XP_034839109.1
OG0005129	Bany_03503-RA	XP_034841344.1
OG0005130	Bany_04367-RA	XP_034834189.1
OG0005131	Bany_15515-RA	XP_034828949.1
OG0005132	Bany_09949-RA	XP_034824431.1
OG0005133	Bany_07988-RA	XP_034830315.1
OG0005134	Bany_12532-RA	XP_034837814.1
OG0005135	Bany_15516-RA	XP_034828948.1
OG0005136	Bany_09950-RA	XP_034824432.1
OG0005137	Bany_08714-RA	XP_034831881.1
OG0005138	Bany_08715-RA	XP_034831866.1
OG0005139	Bany_15519-RA	XP_034829373.1
OG0005140	Bany_12533-RA	XP_034838086.1
OG0005141	Bany_05908-RA	XP_034826686.1
OG0005142	Bany_03506-RA	XP_034841513.1
OG0005143	Bany_15520-RA	XP_034829372.1
OG0005144	Bany_05909-RA	XP_034827340.1
OG0005145	Bany_03508-RA	XP_034824690.1
OG0005146	Bany_11173-RA	XP_034835241.1
OG0005147	Bany_02672-RA	XP_034840158.1
OG0005148	Bany_00037-RA	XP_034823970.1
OG0005149	Bany_08717-RA	XP_034831880.1
OG0005150	Bany_02674-RA	XP_034840157.1
OG0005151	Bany_03511-RA	XP_034824506.1
OG0005152	Bany_08718-RA	XP_034831873.1
OG0005153	Bany_05912-RA	XP_034827342.1
OG0005154	Bany_13062-RA	XP_034832562.1
OG0005155	Bany_09366-RA	XP_034833862.1
OG0005156	Bany_07214-RA	XP_034839267.1
OG0005157	Bany_04375-RA	XP_034837469.1
OG0005158	Bany_09368-RA	XP_034833860.1
OG0005159	Bany_02678-RA	XP_034840210.1
OG0005160	Bany_04377-RA	XP_034837419.1
OG0005161	Bany_13065-RA	XP_034832593.1
OG0005162	Bany_05915-RA	XP_034827343.1
OG0005163	Bany_07217-RA	XP_034839157.1
OG0005164	Bany_05232-RA	XP_034825645.1
OG0005165	Bany_05917-RA	XP_034826714.1
OG0005166	Bany_03514-RA	XP_034825521.1
OG0005167	Bany_02679-RA	XP_034840769.1
OG0005168	Bany_05237-RA	XP_034825646.1
OG0005169	Bany_00042-RA	XP_034823969.1
OG0005170	Bany_05238-RA	XP_034825641.1
OG0005171	Bany_16110-RA, Bany_16109-RA	XP_034839088.1
OG0005172	Bany_00044-RA	XP_034823948.1
OG0005173	Bany_15524-RA	XP_034829467.1
OG0005174	Bany_09373-RA	XP_034834067.1
OG0005175	Bany_12541-RA	XP_034838084.1
OG0005176	Bany_04379-RA	XP_034837503.1
OG0005177	Bany_06594-RA	XP_034837726.1
OG0005178	Bany_16507-RA	XP_034836474.1
OG0005179	Bany_09375-RA	XP_034834259.1
OG0005180	Bany_13684-RA	XP_034831402.1
OG0005180	Bany_13683-RA	XP_034831532.1
OG0005181	Bany_11860-RA	XP_034830005.1
OG0005182	Bany_05922-RA	XP_034826892.1
OG0005183	Bany_04384-RA	XP_034837531.1
OG0005184	Bany_05923-RA	XP_034826894.1
OG0005185	Bany_07223-RA	XP_034839277.1
OG0005186	Bany_17453-RA	XP_034836796.1
OG0005187	Bany_06597-RA	XP_034837601.1
OG0005188	Bany_10649-RA	XP_034828343.1
OG0005190	Bany_17749-RA	XP_034837146.1
OG0005191	Bany_01003-RA	XP_034828079.1
OG0005192	Bany_05929-RA	XP_034826895.1
OG0005194	Bany_13689-RA	XP_034831380.1
OG0005195	Bany_14331-RA	XP_034834691.1
OG0005196	Bany_13093-RA	XP_034832663.1, XP_034832662.1
OG0005197	Bany_04391-RA	XP_034837388.1
OG0005198	Bany_01005-RA	XP_034828076.1
OG0005199	Bany_13693-RA	XP_034831399.1
OG0005200	Bany_11182-RA	XP_034835256.1
OG0005201	Bany_13694-RA	XP_034831411.1
OG0005202	Bany_14334-RA	XP_034834937.1
OG0005203	Bany_00059-RA	XP_034823976.1
OG0005204	Bany_00060-RA	XP_034823999.1
OG0005205	Bany_09390-RA, Bany_09388-RA	XP_034834258.1
OG0005206	Bany_11185-RA	XP_034835254.1, XP_034835253.1
OG0005207	Bany_10656-RA	XP_034828354.1
OG0005208	Bany_12551-RA	XP_034838103.1
OG0005209	Bany_02688-RA	XP_034840345.1
OG0005210	Bany_13697-RA	XP_034831403.1
OG0005211	Bany_04394-RA	XP_034837595.1
OG0005212	Bany_04395-RA	XP_034837480.1
OG0005213	Bany_13102-RA	XP_034833008.1
OG0005214	Bany_16119-RA	XP_034838935.1
OG0005215	Bany_04396-RA	XP_034837552.1
OG0005216	Bany_00065-RA	XP_034823977.1
OG0005217	Bany_12553-RA	XP_034838101.1
OG0005218	Bany_12554-RA	XP_034838097.1
OG0005219	Bany_02690-RA	XP_034840814.1
OG0005220	Bany_13701-RA	XP_034831385.1
OG0005221	Bany_10660-RA	XP_034828344.1
OG0005222	Bany_07995-RA	XP_034830477.1
OG0005223	Bany_11191-RA	XP_034835260.1
OG0005224	Bany_01908-RA	XP_034826346.1
OG0005225	Bany_09960-RA	XP_034824721.1
OG0005226	Bany_05246-RA, Bany_05245-RA	XP_034825354.1
OG0005227	Bany_10662-RA	XP_034828793.1
OG0005228	Bany_05247-RA	XP_034825353.1
OG0005229	Bany_09961-RA	XP_034824635.1
OG0005230	Bany_13107-RA	XP_034832943.1
OG0005231	Bany_13704-RA	XP_034831393.1
OG0005232	Bany_07228-RA	XP_034839288.1
OG0005234	Bany_09965-RA	XP_034824642.1
OG0005235	Bany_14341-RA	XP_034834671.1
OG0005236	Bany_11867-RA	XP_034829749.1
OG0005237	Bany_11868-RA	XP_034829748.1
OG0005238	Bany_09966-RA	XP_034824643.1
OG0005239	Bany_09399-RA	XP_034834020.1
OG0005240	Bany_14343-RA	XP_034834739.1
OG0005241	Bany_09967-RA	XP_034824639.1
OG0005242	Bany_16128-RA	XP_034838787.1
OG0005243	Bany_00072-RA	XP_034823958.1
OG0005244	Bany_00073-RA	XP_034840842.1
OG0005245	Bany_09969-RA	XP_034824634.1
OG0005246	Bany_09400-RA	XP_034834025.1
OG0005247	Bany_15530-RA	XP_034828947.1
OG0005248	Bany_09970-RA	XP_034824221.1
OG0005249	Bany_15531-RA	XP_034828946.1
OG0005250	Bany_09971-RA	XP_034824719.1
OG0005251	Bany_01017-RA	XP_034827767.1
OG0005252	Bany_08000-RA	XP_034830888.1
OG0005254	Bany_16131-RA	XP_034838987.1
OG0005255	Bany_00077-RA	XP_034823965.1
OG0005256	Bany_11873-RA	XP_034829810.1
OG0005257	Bany_17469-RA	XP_034836784.1
OG0005258	Bany_08002-RA	XP_034830337.1
OG0005259	Bany_00079-RA	XP_034823995.1
OG0005260	Bany_11875-RA	XP_034829815.1
OG0005261	Bany_15534-RA	XP_034829152.1
OG0005262	Bany_15535-RA	XP_034828951.1
OG0005263	Bany_05254-RA	XP_034825149.1
OG0005264	Bany_00080-RA	XP_034823962.1
OG0005265	Bany_05255-RA	XP_034825150.1
OG0005266	Bany_01019-RA	XP_034827680.1
OG0005267	Bany_00081-RA	XP_034823940.1
OG0005268	Bany_08006-RA	XP_034830887.1
OG0005269	Bany_13116-RA	XP_034832657.1
OG0005270	Bany_00083-RA	XP_034824000.1
OG0005271	Bany_06609-RA	XP_034838588.1
OG0005272	Bany_03523-RA	XP_034840847.1
OG0005273	Bany_11197-RA	XP_034835631.1
OG0005274	Bany_11198-RA	XP_034835627.1
OG0005275	Bany_11878-RA	XP_034829816.1
OG0005276	Bany_13119-RA	XP_034833047.1
OG0005277	Bany_16135-RA	XP_034838993.1
OG0005278	Bany_08726-RA	XP_034832032.1
OG0005279	Bany_17477-RA	XP_034836730.1
OG0005280	Bany_17757-RA	XP_034837205.1
OG0005281	Bany_13122-RA	XP_034833049.1
OG0005282	Bany_07237-RA	XP_034839426.1
OG0005283	Bany_09974-RA	XP_034824427.1
OG0005285	Bany_11208-RA	XP_034835073.1
OG0005286	Bany_08728-RA	XP_034831724.1
OG0005287	Bany_14954-RA	XP_034833152.1
OG0005288	Bany_01027-RA	XP_034827674.1
OG0005289	Bany_15545-RA	XP_034828957.1
OG0005291	Bany_17478-RA	XP_034837039.1
OG0005292	Bany_15547-RA	XP_034828941.1
OG0005293	Bany_01931-RA	XP_034826341.1
OG0005294	Bany_02702-RA	XP_034840712.1
OG0005295	Bany_11881-RA	XP_034829877.1
OG0005296	Bany_04407-RA	XP_034831831.1
OG0005297	Bany_08733-RA	XP_034831716.1
OG0005298	Bany_00095-RA	XP_034841188.1
OG0005299	Bany_13128-RA, Bany_13129-RA	XP_034833052.1
OG0005300	Bany_04411-RA	XP_034831846.1
OG0005301	Bany_11882-RA	XP_034830016.1
OG0005302	Bany_08734-RA	XP_034831725.1
OG0005303	Bany_15554-RA	XP_034828980.1
OG0005304	Bany_15555-RA	XP_034828978.1
OG0005305	Bany_16147-RA	XP_034839005.1
OG0005306	Bany_13130-RA	XP_034832802.1
OG0005307	Bany_15557-RA	XP_034829149.1
OG0005308	Bany_01939-RA	XP_034828942.1
OG0005309	Bany_16148-RA	XP_034838773.1
OG0005310	Bany_13131-RA	XP_034832800.1
OG0005311	Bany_16149-RA	XP_034838998.1
OG0005312	Bany_17021-RA	XP_034836089.1
OG0005313	Bany_13134-RA	XP_034832597.1
OG0005314	Bany_13136-RA	XP_034832594.1
OG0005315	Bany_13734-RA	XP_034831253.1
OG0005316	Bany_16525-RA	XP_034836385.1
OG0005317	Bany_07241-RA	XP_034839268.1
OG0005318	Bany_06618-RA	XP_034838554.1
OG0005319	Bany_04418-RA	XP_034835072.1
OG0005320	Bany_02708-RA	XP_034840705.1
OG0005321	Bany_14364-RA	XP_034834700.1
OG0005322	Bany_02709-RA	XP_034840706.1
OG0005323	Bany_17773-RA	XP_034837042.1
OG0005324	Bany_02710-RA	XP_034840720.1
OG0005325	Bany_11218-RA	XP_034835392.1
OG0005326	Bany_07243-RA	XP_034839265.1
OG0005327	Bany_17775-RA	XP_034837044.1
OG0005328	Bany_00100-RA	XP_034840871.1
OG0005329	Bany_15564-RA	XP_034828998.1
OG0005330	Bany_15565-RA	XP_034828997.1
OG0005331	Bany_13146-RA	XP_034832968.1
OG0005332	Bany_15566-RA	XP_034829465.1
OG0005333	Bany_02716-RA	XP_034840349.1
OG0005334	Bany_13147-RA	XP_034832970.1
OG0005335	Bany_11223-RA	XP_034835387.1
OG0005336	Bany_11226-RA	XP_034835179.1
OG0005337	Bany_11227-RA	XP_034835180.1
OG0005338	Bany_08744-RA	XP_034831721.1
OG0005339	Bany_10689-RA	XP_034828786.1
OG0005340	Bany_08745-RA	XP_034831706.1
OG0005341	Bany_16529-RA	XP_034836518.1
OG0005342	Bany_16530-RA	XP_034836353.1
OG0005343	Bany_16162-RA	XP_034839002.1
OG0005344	Bany_10692-RA	XP_034828678.1
OG0005345	Bany_11231-RA	XP_034835650.1
OG0005346	Bany_16531-RA	XP_034836249.1
OG0005347	Bany_01035-RA	XP_034828222.1
OG0005348	Bany_01036-RA	XP_034828221.1
OG0005349	Bany_01038-RA	XP_034828225.1
OG0005350	Bany_13736-RA	XP_034831539.1
OG0005351	Bany_16164-RA	XP_034838907.1
OG0005352	Bany_06628-RA	XP_034838559.1
OG0005353	Bany_13737-RA	XP_034831094.1
OG0005354	Bany_16166-RA	XP_034839105.1
OG0005355	Bany_14374-RA	XP_034834709.1
OG0005356	Bany_00112-RA	XP_034840872.1
OG0005357	Bany_11236-RA	XP_034835510.1
OG0005358	Bany_14376-RA	XP_034834706.1
OG0005359	Bany_11238-RA	XP_034835705.1
OG0005360	Bany_08747-RA	XP_034831713.1
OG0005361	Bany_16534-RA	XP_034836684.1, XP_034836683.1
OG0005362	Bany_04432-RA	XP_034832417.1
OG0005363	Bany_17489-RA	XP_034836742.1
OG0005364	Bany_11240-RA	XP_034835657.1
OG0005365	Bany_01041-RA	XP_034828084.1
OG0005366	Bany_11242-RA	XP_034835682.1
OG0005367	Bany_06631-RA	XP_034838379.1
OG0005368	Bany_01947-RA	XP_034826026.1
OG0005369	Bany_13151-RA	XP_034832969.1
OG0005370	Bany_05268-RA	XP_034825500.1
OG0005371	Bany_09985-RA	XP_034824649.1
OG0005372	Bany_16170-RA	XP_034838774.1
OG0005373	Bany_15571-RA	XP_034829145.1
OG0005374	Bany_10694-RA	XP_034828697.1
OG0005375	Bany_04436-RA	XP_034834962.1
OG0005376	Bany_17782-RA	XP_034837211.1
OG0005377	Bany_17493-RA	XP_034837038.1
OG0005378	Bany_08752-RA	XP_034831917.1
OG0005379	Bany_14380-RA	XP_034834703.1
OG0005380	Bany_07255-RA	XP_034839250.1
OG0005381	Bany_14381-RA	XP_034834714.1
OG0005382	Bany_16172-RA	XP_034839006.1
OG0005383	Bany_01953-RA	XP_034826012.1
OG0005384	Bany_03531-RA	XP_034825320.1
OG0005385	Bany_01954-RA	XP_034826020.1
OG0005386	Bany_07258-RA	XP_034839150.1
OG0005387	Bany_04439-RA	XP_034834936.1
OG0005388	Bany_05942-RA	XP_034826769.1
OG0005389	Bany_16174-RA	XP_034838777.1
OG0005390	Bany_09414-RA	XP_034834254.1
OG0005391	Bany_05274-RA	XP_034825341.1
OG0005392	Bany_01955-RA	XP_034826009.1
OG0005393	Bany_05276-RA	XP_034825544.1
OG0005394	Bany_11902-RA	XP_034830176.1
OG0005395	Bany_01957-RA	XP_034826008.1
OG0005396	Bany_06636-RA	XP_034838470.1
OG0005397	Bany_16544-RA	XP_034836357.1
