Orthogroup	Vanessa_tameamea	Maniola_hyperantus
OG0006437	XP_026492143.1	XP_034835377.1
OG0006438	XP_026499044.1	XP_034831650.1
OG0006439	XP_026485276.1	XP_034835909.1
OG0006440	XP_026495639.1	XP_034834437.1
OG0006441	XP_026496039.1	XP_034834345.1
OG0006442	XP_026493603.1	XP_034835331.1
OG0006443	XP_026487625.1	XP_034826625.1
OG0006444	XP_026491288.1	XP_034825273.1
OG0006445	XP_026491829.1	XP_034835338.1, XP_034835339.1
OG0006446	XP_026496040.1	XP_034834346.1
OG0006447	XP_026491283.1	XP_034825266.1
OG0006448	XP_026483803.1	XP_034838590.1
OG0006449	XP_026496345.1	XP_034828992.1
OG0006451	XP_026493117.1	XP_034833186.1
OG0006452	XP_026499054.1	XP_034831291.1
OG0006453	XP_026487544.1	XP_034826814.1
OG0006454	XP_026487543.1	XP_034826740.1
OG0006455	XP_026485904.1	XP_034824303.1
OG0006456	XP_026493118.1	XP_034833228.1
OG0006457	XP_026491684.1	XP_034835325.1
OG0006458	XP_026494775.1	XP_034836046.1
OG0006459	XP_026483435.1	XP_034828304.1
OG0006460	XP_026487541.1	XP_034826474.1
OG0006461	XP_026495344.1	XP_034840101.1
OG0006462	XP_026494754.1	XP_034836033.1
OG0006463	XP_026497589.1	XP_034839385.1
OG0006464	XP_026497644.1, XP_026497643.1, XP_026497645.1	XP_034826119.1
OG0006466	XP_026499248.1	XP_034831660.1
OG0006467	XP_026494757.1, XP_026494758.1	XP_034834635.1
OG0006468	XP_026496152.1	XP_034836545.1
OG0006469	XP_026501263.1	XP_034836612.1
OG0006470	XP_026499252.1	XP_034831663.1
OG0006471	XP_026488615.1	XP_034837918.1
OG0006472	XP_026489646.1	XP_034833718.1
OG0006473	XP_026488608.1	XP_034837959.1
OG0006474	XP_026493516.1	XP_034833617.1
OG0006475	XP_026488607.1	XP_034837920.1
OG0006476	XP_026493496.1	XP_034833131.1
OG0006477	XP_026488605.1	XP_034837962.1
OG0006478	XP_026499253.1	XP_034831664.1, XP_034831665.1
OG0006479	XP_026484431.1	XP_034840949.1
OG0006481	XP_026485460.1	XP_034828714.1
OG0006483	XP_026499678.1	XP_034832171.1
OG0006484	XP_026488606.1	XP_034838005.1
OG0006485	XP_026498148.1	XP_034839826.1
OG0006486	XP_026500152.1	XP_034836232.1
OG0006487	XP_026498728.1	XP_034837319.1
OG0006488	XP_026484382.1	XP_034841455.1
OG0006489	XP_026500120.1	XP_034835827.1
OG0006490	XP_026497603.1	XP_034826665.1
OG0006491	XP_026498701.1	XP_034837236.1
OG0006492	XP_026499642.1	XP_034831856.1
OG0006493	XP_026499636.1	XP_034831853.1
OG0006494	XP_026497605.1	XP_034826504.1
OG0006495	XP_026499639.1	XP_034832069.1
OG0006496	XP_026488612.1	XP_034838014.1
OG0006497	XP_026485741.1	XP_034824289.1
OG0006498	XP_026485463.1	XP_034828869.1
OG0006499	XP_026487394.1	XP_034840727.1
OG0006500	XP_026487420.1	XP_034826414.1
OG0006501	XP_026485744.1	XP_034824291.1
OG0006502	XP_026483775.1	XP_034838568.1
OG0006503	XP_026487366.1	XP_034826750.1
OG0006504	XP_026498703.1	XP_034837167.1
OG0006505	XP_026487344.1	XP_034824657.1
OG0006506	XP_026495828.1	XP_034834789.1
OG0006507	XP_026487342.1	XP_034827471.1
OG0006508	XP_026496065.1	XP_034838071.1
OG0006509	XP_026499627.1	XP_034832077.1
OG0006510	XP_026501128.1	XP_034827186.1
OG0006511	XP_026487421.1	XP_034827462.1
OG0006512	XP_026499305.1	XP_034831055.1
OG0006513	XP_026491457.1	XP_034825375.1
OG0006514	XP_026486273.1	XP_034824597.1
OG0006515	XP_026495195.1	XP_034840622.1
OG0006516	XP_026483700.1	XP_034838593.1
OG0006517	XP_026498009.1	XP_034832806.1
OG0006518	XP_026485444.1	XP_034828559.1
OG0006519	XP_026487345.1	XP_034826185.1
OG0006520	XP_026486101.1	XP_034824488.1
OG0006521	XP_026488287.1	XP_034830898.1
OG0006522	XP_026497651.1	XP_034826363.1
OG0006523	XP_026488283.1	XP_034830895.1
OG0006524	XP_026495297.1	XP_034840631.1
OG0006525	XP_026495300.1	XP_034840634.1
OG0006526	XP_026485791.1	XP_034824473.1
OG0006527	XP_026495288.1	XP_034840607.1
OG0006528	XP_026487673.1	XP_034826197.1
OG0006529	XP_026487675.1	XP_034826226.1, XP_034826218.1
OG0006530	XP_026487672.1	XP_034829511.1
OG0006531	XP_026497329.1	XP_034835947.1
OG0006532	XP_026486078.1	XP_034824471.1, XP_034824470.1
OG0006533	XP_026488305.1	XP_034830367.1
OG0006534	XP_026497330.1	XP_034835953.1
OG0006535	XP_026490713.1	XP_034837863.1
OG0006536	XP_026495301.1	XP_034840635.1
OG0006537	XP_026489459.1	XP_034839630.1
OG0006538	XP_026487570.1	XP_034829822.1
OG0006539	XP_026499619.1	XP_034832071.1
OG0006540	XP_026486375.1	XP_034836541.1
OG0006541	XP_026495283.1	XP_034840587.1
OG0006542	XP_026488994.1	XP_034827975.1
OG0006543	XP_026498759.1	XP_034837235.1
OG0006544	XP_026499103.1	XP_034831043.1
OG0006545	XP_026495296.1	XP_034840625.1
OG0006546	XP_026501338.1	XP_034828206.1
OG0006547	XP_026486363.1	XP_034824449.1
OG0006548	XP_026493180.1	XP_034833482.1
OG0006549	XP_026489594.1	XP_034839505.1
OG0006551	XP_026495286.1	XP_034840602.1
OG0006552	XP_026498460.1	XP_034827192.1
OG0006553	XP_026486365.1	XP_034824454.1
OG0006554	XP_026485456.1	XP_034828573.1
OG0006555	XP_026495282.1	XP_034840754.1
OG0006556	XP_026496406.1	XP_034829400.1
OG0006557	XP_026498777.1	XP_034837284.1
OG0006558	XP_026496389.1	XP_034829401.1
OG0006559	XP_026486384.1	XP_034836421.1
OG0006560	XP_026496397.1	XP_034829146.1
OG0006561	XP_026485462.1	XP_034828472.1
OG0006562	XP_026486387.1	XP_034836593.1
OG0006563	XP_026499548.1	XP_034832374.1
OG0006564	XP_026492231.1	XP_034835101.1
OG0006565	XP_026499729.1	XP_034832375.1
OG0006566	XP_026496393.1	XP_034829323.1
OG0006567	XP_026496387.1	XP_034829344.1
OG0006568	XP_026493806.1	XP_034832832.1
OG0006569	XP_026496063.1	XP_034838068.1
OG0006570	XP_026499735.1	XP_034832464.1
OG0006571	XP_026492242.1	XP_034835299.1
OG0006572	XP_026499730.1	XP_034832459.1
OG0006573	XP_026498780.1	XP_034837176.1
OG0006574	XP_026492220.1	XP_034835555.1
OG0006575	XP_026488593.1	XP_034827546.1
OG0006576	XP_026499734.1	XP_034832461.1
OG0006577	XP_026497016.1	XP_034829863.1
OG0006578	XP_026491225.1	XP_034835297.1
OG0006579	XP_026498781.1	XP_034837177.1
OG0006580	XP_026496046.1	XP_034838067.1
OG0006581	XP_026488291.1	XP_034826774.1
OG0006582	XP_026487764.1	XP_034827069.1
OG0006583	XP_026499049.1	XP_034831060.1
OG0006584	XP_026496047.1	XP_034837984.1
OG0006585	XP_026493140.1	XP_034833410.1
OG0006586	XP_026489548.1, XP_026489538.1	XP_034839628.1
OG0006587	XP_026496394.1	XP_034829327.1
OG0006588	XP_026487356.1	XP_034829023.1
OG0006589	XP_026499733.1	XP_034832463.1
OG0006590	XP_026496064.1	XP_034837994.1
OG0006591	XP_026496405.1	XP_034829342.1
OG0006592	XP_026496398.1	XP_034829334.1
OG0006593	XP_026484911.1	XP_034826884.1
OG0006594	XP_026489819.1	XP_034829324.1
OG0006595	XP_026494427.1	XP_034825993.1
OG0006596	XP_026485776.1	XP_034824436.1
OG0006597	XP_026494428.1	XP_034825996.1
OG0006598	XP_026489822.1	XP_034829333.1
OG0006599	XP_026499726.1	XP_034832357.1
OG0006600	XP_026484938.1	XP_034826777.1
OG0006601	XP_026495594.1, XP_026495595.1	XP_034834445.1
OG0006602	XP_026485461.1	XP_034828471.1
OG0006603	XP_026495575.1	XP_034834758.1
OG0006604	XP_026485287.1	XP_034828470.1
OG0006605	XP_026491238.1	XP_034835298.1
OG0006606	XP_026487622.1	XP_034829002.1
OG0006607	XP_026484898.1	XP_034826872.1
OG0006608	XP_026485787.1	XP_034824472.1
OG0006609	XP_026487620.1	XP_034828939.1
OG0006610	XP_026485285.1	XP_034828460.1
OG0006611	XP_026494435.1	XP_034826175.1
OG0006612	XP_026492527.1	XP_034835308.1
OG0006613	XP_026487621.1	XP_034828993.1
OG0006614	XP_026497520.1	XP_034836215.1
OG0006615	XP_026489797.1	XP_034829339.1
OG0006616	XP_026489706.1	XP_034839625.1
OG0006617	XP_026487569.1	XP_034828768.1
OG0006618	XP_026497380.1	XP_034835983.1
OG0006619	XP_026489674.1	XP_034834284.1
OG0006620	XP_026495561.1	XP_034834774.1, XP_034834773.1
OG0006621	XP_026491798.1	XP_034825495.1
OG0006622	XP_026491797.1	XP_034825491.1
OG0006623	XP_026487406.1	XP_034828950.1
OG0006624	XP_026495573.1, XP_026495574.1	XP_034834782.1
OG0006625	XP_026489845.1	XP_034829313.1
OG0006626	XP_026488855.1	XP_034827569.1
OG0006627	XP_026489614.1	XP_034834283.1
OG0006628	XP_026489613.1	XP_034833916.1
OG0006629	XP_026487405.1	XP_034828845.1
OG0006630	XP_026498736.1	XP_034837312.1
OG0006631	XP_026486795.1	XP_034831093.1, XP_034831091.1, XP_034831092.1
OG0006632	XP_026493649.1	XP_034835304.1
OG0006633	XP_026486815.1	XP_034831420.1
OG0006634	XP_026489784.1	XP_034829332.1
OG0006635	XP_026488951.1	XP_034827942.1
OG0006636	XP_026489778.1	XP_034829331.1
OG0006637	XP_026497489.1	XP_034835979.1
OG0006638	XP_026489843.1	XP_034829302.1
OG0006639	XP_026494447.1	XP_034826569.1
OG0006640	XP_026495070.1	XP_034840474.1, XP_034840475.1
OG0006641	XP_026487411.1	XP_034828983.1
OG0006642	XP_026497488.1	XP_034835974.1
OG0006643	XP_026499612.1	XP_034832223.1
OG0006644	XP_026487388.1	XP_034829011.1
OG0006645	XP_026488963.1	XP_034828209.1
OG0006646	XP_026487385.1	XP_034828910.1
OG0006647	XP_026497485.1	XP_034835970.1
OG0006648	XP_026486376.1	XP_034836590.1
OG0006649	XP_026485852.1	XP_034824977.1
OG0006650	XP_026486839.1	XP_034831421.1
OG0006651	XP_026497490.1	XP_034835980.1
OG0006652	XP_026497484.1	XP_034835967.1
OG0006653	XP_026485511.1	XP_034828463.1
OG0006654	XP_026498735.1	XP_034837310.1
OG0006655	XP_026489482.1	XP_034839319.1
OG0006656	XP_026494443.1	XP_034826239.1
OG0006657	XP_026491149.1	XP_034825221.1
OG0006658	XP_026491151.1	XP_034825578.1
OG0006659	XP_026489681.1	XP_034833909.1
OG0006660	XP_026491188.1	XP_034825766.1
OG0006661	XP_026496932.1	XP_034829892.1
OG0006662	XP_026491189.1	XP_034825782.1
OG0006663	XP_026489470.1	XP_034839784.1
OG0006664	XP_026483832.1	XP_034826861.1
OG0006665	XP_026491795.1	XP_034825777.1
OG0006666	XP_026488292.1	XP_034830641.1
OG0006668	XP_026489807.1	XP_034829301.1
OG0006669	XP_026501394.1	XP_034827670.1
OG0006670	XP_026501400.1	XP_034827671.1
OG0006671	XP_026488278.1	XP_034830415.1
OG0006672	XP_026501396.1	XP_034828044.1
OG0006673	XP_026493978.1	XP_034832659.1
OG0006674	XP_026484432.1	XP_034841236.1
OG0006675	XP_026501399.1	XP_034828049.1
OG0006676	XP_026494158.1	XP_034838063.1
OG0006677	XP_026494429.1	XP_034826288.1
OG0006678	XP_026485900.1	XP_034824790.1
OG0006679	XP_026489067.1	XP_034828048.1
OG0006680	XP_026489065.1	XP_034828043.1
OG0006681	XP_026489066.1	XP_034828046.1
OG0006682	XP_026489654.1	XP_034839776.1
OG0006683	XP_026489697.1	XP_034833915.1
OG0006684	XP_026489063.1	XP_034828041.1
OG0006685	XP_026493970.1	XP_034832707.1
OG0006686	XP_026494450.1	XP_034826074.1
OG0006687	XP_026499904.1	XP_034837967.1
OG0006689	XP_026488565.1	XP_034827951.1
OG0006690	XP_026488563.1	XP_034827944.1
OG0006691	XP_026484408.1	XP_034841235.1
OG0006692	XP_026483551.1	XP_034827279.1
OG0006693	XP_026501051.1	XP_034835237.1
OG0006694	XP_026488564.1	XP_034827945.1
OG0006695	XP_026484881.1	XP_034841231.1
OG0006696	XP_026483542.1	XP_034827275.1
OG0006697	XP_026489107.1	XP_034827949.1
OG0006698	XP_026495115.1	XP_034840486.1, XP_034840487.1
OG0006699	XP_026492933.1	XP_034835605.1
OG0006700	XP_026484880.1	XP_034841230.1
OG0006701	XP_026496883.1	XP_034829807.1
OG0006702	XP_026496879.1	XP_034829808.1
OG0006703	XP_026499456.1	XP_034837049.1
OG0006704	XP_026500877.1	XP_034839374.1
OG0006705	XP_026488968.1	XP_034827948.1
OG0006706	XP_026486179.1	XP_034824478.1
OG0006707	XP_026483653.1	XP_034838729.1
OG0006708	XP_026488427.1	XP_034837957.1
OG0006709	XP_026492403.1	XP_034835099.1
OG0006710	XP_026492348.1	XP_034835095.1
OG0006711	XP_026493976.1	XP_034832708.1
OG0006712	XP_026495771.1	XP_034834382.1, XP_034834381.1
OG0006713	XP_026500871.1	XP_034839489.1
OG0006714	XP_026494477.1	XP_034825881.1
OG0006715	XP_026495055.1	XP_034840468.1, XP_034840467.1
OG0006716	XP_026494147.1	XP_034838323.1
OG0006717	XP_026484768.1	XP_034841310.1
OG0006718	XP_026495114.1	XP_034840485.1
OG0006719	XP_026495060.1	XP_034840470.1
OG0006720	XP_026500316.1	XP_034826882.1
OG0006721	XP_026500828.1	XP_034826901.1
OG0006722	XP_026489793.1	XP_034829346.1
OG0006723	XP_026501048.1	XP_034830851.1
OG0006724	XP_026489737.1	XP_034833921.1
OG0006725	XP_026495043.1, XP_026495045.1	XP_034840384.1
OG0006726	XP_026494480.1	XP_034825868.1, XP_034825869.1
OG0006727	XP_026497383.1	XP_034835869.1
OG0006728	XP_026493980.1	XP_034832542.1
OG0006729	XP_026491041.1	XP_034825257.1
OG0006730	XP_026495096.1, XP_026495095.1	XP_034840483.1
OG0006731	XP_026495681.1	XP_034834357.1, XP_034834358.1
OG0006732	XP_026499652.1	XP_034832310.1
OG0006733	XP_026500792.1	XP_034827246.1
OG0006734	XP_026491062.1	XP_034825783.1
OG0006736	XP_026491060.1	XP_034825775.1
OG0006737	XP_026483866.1	XP_034838713.1
OG0006738	XP_026494065.1	XP_034836757.1
OG0006739	XP_026489801.1	XP_034829349.1
OG0006740	XP_026500840.1	XP_034827247.1
OG0006741	XP_026483638.1	XP_034838493.1
OG0006742	XP_026489664.1	XP_034833906.1
OG0006743	XP_026494458.1	XP_034826528.1
OG0006744	XP_026483647.1	XP_034838576.1
OG0006745	XP_026496877.1	XP_034830050.1
OG0006746	XP_026487602.1	XP_034828965.1
OG0006747	XP_026487595.1	XP_034829585.1
OG0006748	XP_026500895.1	XP_034827373.1
OG0006749	XP_026496693.1	XP_034829541.1
OG0006750	XP_026487601.1	XP_034829600.1
OG0006751	XP_026483651.1	XP_034838544.1
OG0006752	XP_026485322.1	XP_034828583.1
OG0006753	XP_026485324.1	XP_034828747.1
OG0006754	XP_026483681.1	XP_034838546.1
OG0006755	XP_026485363.1	XP_034828745.1
OG0006756	XP_026494348.1	XP_034833873.1
OG0006757	XP_026493732.1	XP_034835584.1
OG0006758	XP_026486952.1	XP_034831303.1
OG0006759	XP_026486953.1	XP_034831307.1
OG0006760	XP_026486955.1	XP_034831308.1
OG0006761	XP_026489804.1	XP_034829353.1
OG0006762	XP_026493102.1	XP_034833129.1
OG0006763	XP_026486848.1	XP_034831304.1
OG0006764	XP_026494329.1	XP_034834027.1
OG0006765	XP_026489840.1	XP_034829453.1
OG0006766	XP_026496960.1	XP_034830051.1
OG0006767	XP_026494375.1	XP_034834034.1
OG0006768	XP_026489773.1	XP_034829356.1, XP_034829355.1
OG0006769	XP_026492285.1	XP_034835223.1
OG0006770	XP_026489052.1	XP_034827862.1
OG0006771	XP_026494462.1	XP_034825867.1
OG0006772	XP_026488267.1	XP_034830381.1
OG0006773	XP_026495066.1	XP_034840227.1
OG0006774	XP_026491399.1	XP_034825769.1
OG0006775	XP_026496868.1	XP_034829799.1
OG0006776	XP_026486337.1	XP_034824453.1
OG0006777	XP_026486338.1	XP_034824459.1
OG0006778	XP_026492259.1	XP_034835225.1
OG0006779	XP_026493302.1	XP_034833622.1
OG0006780	XP_026493334.1	XP_034833477.1
OG0006781	XP_026494370.1	XP_034834032.1
OG0006782	XP_026488378.1	XP_034830826.1
OG0006783	XP_026494384.1	XP_034833888.1
OG0006784	XP_026494470.1	XP_034825880.1
OG0006785	XP_026494393.1	XP_034833725.1
OG0006786	XP_026489061.1	XP_034827646.1
OG0006787	XP_026495106.1	XP_034840252.1, XP_034840251.1
OG0006788	XP_026491191.1	XP_034835175.1
OG0006789	XP_026491405.1	XP_034825210.1
OG0006790	XP_026488966.1	XP_034827590.1
OG0006791	XP_026500829.1	XP_034839496.1
OG0006792	XP_026486335.1	XP_034824820.1
OG0006793	XP_026494471.1	XP_034825863.1
OG0006794	XP_026496874.1	XP_034829805.1
OG0006795	XP_026484449.1	XP_034840910.1
OG0006797	XP_026494541.1	XP_034837331.1
OG0006798	XP_026483712.1	XP_034838627.1
OG0006799	XP_026492713.1	XP_034837880.1
OG0006800	XP_026500837.1	XP_034839620.1
OG0006801	XP_026488290.1	XP_034830284.1
OG0006802	XP_026486333.1	XP_034824332.1
OG0006803	XP_026500855.1	XP_034839618.1
OG0006804	XP_026483695.1	XP_034838363.1
OG0006805	XP_026495097.1	XP_034840247.1
OG0006806	XP_026493075.1	XP_034833473.1
OG0006807	XP_026494538.1	XP_034837054.1
OG0006808	XP_026495038.1	XP_034840271.1
OG0006809	XP_026501790.1	XP_034831860.1
OG0006810	XP_026497441.1	XP_034836166.1
OG0006811	XP_026491194.1	XP_034825430.1
OG0006812	XP_026494381.1	XP_034834167.1
OG0006813	XP_026488967.1	XP_034827475.1
OG0006814	XP_026500870.1	XP_034839497.1
OG0006815	XP_026488936.1	XP_034827992.1
OG0006816	XP_026501787.1	XP_034832317.1
OG0006817	XP_026496821.1	XP_034829803.1
OG0006818	XP_026497491.1	XP_034836206.1
OG0006819	XP_026491164.1	XP_034825432.1
OG0006820	XP_026492616.1	XP_034838061.1
OG0006821	XP_026496814.1	XP_034829792.1
OG0006822	XP_026486937.1	XP_034831491.1
OG0006823	XP_026489775.1	XP_034829359.1
OG0006824	XP_026484842.1	XP_034824070.1
OG0006825	XP_026495126.1	XP_034840269.1
OG0006826	XP_026489095.1	XP_034828003.1
OG0006827	XP_026484630.1	XP_034824068.1
OG0006828	XP_026484775.1	XP_034824058.1
OG0006829	XP_026484757.1	XP_034824061.1
OG0006830	XP_026486353.1	XP_034824365.1
OG0006831	XP_026486342.1	XP_034824288.1
OG0006833	XP_026494511.1	XP_034837178.1
OG0006834	XP_026490928.1	XP_034835585.1
OG0006836	XP_026492226.1	XP_034832315.1
OG0006837	XP_026484191.1	XP_034837570.1
OG0006838	XP_026492738.1	XP_034837948.1
OG0006839	XP_026493833.1	XP_034832545.1
OG0006840	XP_026490976.1	XP_034835169.1
OG0006841	XP_026492227.1	XP_034832318.1
OG0006842	XP_026497983.1	XP_034833289.1
OG0006843	XP_026490959.1	XP_034835170.1
OG0006844	XP_026491205.1	XP_034825678.1
OG0006845	XP_026494519.1	XP_034837264.1
OG0006846	XP_026487612.1	XP_034829524.1
OG0006847	XP_026500787.1	XP_034839760.1
OG0006848	XP_026495644.1	XP_034834859.1
OG0006849	XP_026487600.1	XP_034829487.1
OG0006850	XP_026484315.1	XP_034824054.1
OG0006851	XP_026494001.1	XP_034832524.1
OG0006852	XP_026495645.1	XP_034834352.1
OG0006853	XP_026488942.1	XP_034827814.1
OG0006854	XP_026495643.1	XP_034834633.1
OG0006855	XP_026488861.1	XP_034827816.1
OG0006856	XP_026488206.1	XP_034830903.1
OG0006857	XP_026488207.1	XP_034830907.1
OG0006858	XP_026493987.1	XP_034832532.1
OG0006859	XP_026484185.1	XP_034837564.1
OG0006860	XP_026485508.1	XP_034828742.1
OG0006861	XP_026496867.1	XP_034829770.1
OG0006862	XP_026495226.1	XP_034840259.1, XP_034840260.1
OG0006863	XP_026492652.1	XP_034838096.1
OG0006864	XP_026500279.1	XP_034839838.1
OG0006865	XP_026492658.1	XP_034837900.1
OG0006866	XP_026494537.1	XP_034837276.1
OG0006867	XP_026488923.1	XP_034828268.1
OG0006868	XP_026484816.1	XP_034824067.1
OG0006869	XP_026494522.1	XP_034837263.1
OG0006870	XP_026491279.1	XP_034825752.1
OG0006871	XP_026487588.1	XP_034829293.1
OG0006872	XP_026488943.1	XP_034828276.1
OG0006873	XP_026485843.1	XP_034824582.1
OG0006874	XP_026486090.1	XP_034824807.1
OG0006875	XP_026483247.1	XP_034836458.1
OG0006876	XP_026499254.1	XP_034827375.1
OG0006877	XP_026500262.1	XP_034839328.1
OG0006878	XP_026488919.1	XP_034828275.1
OG0006879	XP_026487613.1	XP_034829456.1
OG0006880	XP_026486091.1	XP_034824631.1
OG0006881	XP_026496341.1	XP_034839332.1
OG0006882	XP_026488198.1	XP_034830682.1
OG0006883	XP_026499136.1	XP_034827374.1
OG0006884	XP_026498618.1	XP_034829438.1
OG0006885	XP_026496261.1	XP_034839795.1
OG0006886	XP_026484499.1	XP_034824069.1
OG0006887	XP_026485400.1	XP_034826850.1
OG0006888	XP_026486925.1	XP_034831611.1
OG0006889	XP_026498630.1	XP_034829141.1
OG0006890	XP_026484194.1	XP_034837634.1
OG0006891	XP_026484187.1	XP_034837632.1
OG0006892	XP_026485387.1	XP_034826687.1
OG0006893	XP_026487604.1	XP_034840437.1
OG0006894	XP_026484602.1	XP_034824046.1
OG0006895	XP_026496487.1	XP_034839799.1
OG0006896	XP_026498631.1	XP_034829161.1
OG0006897	XP_026499366.1	XP_034827377.1
OG0006898	XP_026488354.1	XP_034830686.1
OG0006899	XP_026487329.1	XP_034829318.1
OG0006900	XP_026498611.1	XP_034829154.1
OG0006901	XP_026496582.1	XP_034839802.1
OG0006902	XP_026493046.1	XP_034836786.1
OG0006903	XP_026496512.1	XP_034839804.1, XP_034828478.1
OG0006904	XP_026497497.1	XP_034835860.1
OG0006905	XP_026497897.1	XP_034827360.1
OG0006906	XP_026488364.1	XP_034830694.1
OG0006907	XP_026485821.1	XP_034824622.1
OG0006908	XP_026483250.1	XP_034836403.1
OG0006909	XP_026488362.1	XP_034830693.1
OG0006910	XP_026483792.1	XP_034838510.1
OG0006911	XP_026493759.1	XP_034835588.1
OG0006912	XP_026498633.1	XP_034829163.1
OG0006913	XP_026498639.1	XP_034829164.1
OG0006914	XP_026498621.1	XP_034829158.1
OG0006915	XP_026500769.1	XP_034827380.1
OG0006916	XP_026483257.1	XP_034836417.1
OG0006917	XP_026496127.1	XP_034839613.1
OG0006918	XP_026485817.1	XP_034824614.1
OG0006919	XP_026493229.1	XP_034835561.1
OG0006920	XP_026488375.1	XP_034830373.1, XP_034830372.1
OG0006921	XP_026483258.1	XP_034836418.1
OG0006922	XP_026492212.1	XP_034832278.1
OG0006923	XP_026496203.1	XP_034839322.1
OG0006924	XP_026492218.1	XP_034832282.1
OG0006925	XP_026493156.1	XP_034835182.1
OG0006926	XP_026500019.1	XP_034826284.1
OG0006927	XP_026484527.1	XP_034840890.1
OG0006928	XP_026500016.1	XP_034826286.1
OG0006929	XP_026493841.1	XP_034832558.1
OG0006930	XP_026485816.1	XP_034824611.1
OG0006932	XP_026496688.1	XP_034830223.1, XP_034830222.1
OG0006933	XP_026495630.1	XP_034834838.1
OG0006934	XP_026492647.1	XP_034830769.1
OG0006935	XP_026496752.1	XP_034829549.1
OG0006936	XP_026493049.1	XP_034835220.1
OG0006937	XP_026484500.1	XP_034827165.1
OG0006938	XP_026484487.1	XP_034827148.1
OG0006939	XP_026488909.1	XP_034828257.1
OG0006940	XP_026493523.1	XP_034835202.1
OG0006941	XP_026498121.1	XP_034826538.1
OG0006942	XP_026487316.1	XP_034829462.1
OG0006943	XP_026498167.1	XP_034833250.1
OG0006944	XP_026485021.1	XP_034840823.1
OG0006946	XP_026496594.1	XP_034839801.1
OG0006947	XP_026485025.1	XP_034823925.1
OG0006948	XP_026492256.1	XP_034832330.1
OG0006949	XP_026488446.1	XP_034830998.1
OG0006950	XP_026492711.1	XP_034830778.1
OG0006951	XP_026488917.1	XP_034828271.1
OG0006952	XP_026494377.1	XP_034833723.1
OG0006953	XP_026494368.1	XP_034833722.1
OG0006954	XP_026496702.1	XP_034839355.1
OG0006955	XP_026492706.1	XP_034833133.1
OG0006956	XP_026498137.1	XP_034825819.1
OG0006957	XP_026486118.1	XP_034824187.1
OG0006958	XP_026485022.1	XP_034840963.1
OG0006959	XP_026492176.1	XP_034831761.1
OG0006960	XP_026485299.1	XP_034827170.1
OG0006961	XP_026498154.1	XP_034833426.1
OG0006962	XP_026495765.1	XP_034834980.1
OG0006963	XP_026494373.1	XP_034834061.1
OG0006964	XP_026492700.1	XP_034833090.1, XP_034833086.1
OG0006965	XP_026494843.1	XP_034840391.1
OG0006966	XP_026498634.1	XP_034829298.1
OG0006968	XP_026487615.1	XP_034829449.1
OG0006969	XP_026498156.1	XP_034833536.1
OG0006970	XP_026495655.1	XP_034834514.1
OG0006971	XP_026498612.1	XP_034829294.1
OG0006972	XP_026495654.1	XP_034834509.1
OG0006973	XP_026484360.1	XP_034824103.1, XP_034824104.1
OG0006974	XP_026496640.1	XP_034839356.1
OG0006975	XP_026498197.1	XP_034833535.1
OG0006976	XP_026488972.1	XP_034828248.1
OG0006977	XP_026495229.1, XP_026495227.1	XP_034840638.1
OG0006978	XP_026484359.1	XP_034824101.1
OG0006979	XP_026493748.1	XP_034836189.1
OG0006980	XP_026498192.1	XP_034833625.1
OG0006981	XP_026485804.1	XP_034824680.1
OG0006982	XP_026494312.1	XP_034834133.1
