Orthogroup	Vanessa_tameamea	Danaus_plexippus
OG0005407	XP_026493450.1	DPOGS203112-PA
OG0005408	XP_026491770.1	DPOGS202656-PA
OG0005409	XP_026496335.1	DPOGS205264-PA
OG0005410	XP_026490656.1	DPOGS212900-PA
OG0005411	XP_026491769.1	DPOGS202663-PA
OG0005412	XP_026491766.1	DPOGS202657-PA
OG0005413	XP_026489337.1	DPOGS210906-PA
OG0005415	XP_026490653.1	DPOGS212896-PA
OG0005416	XP_026492182.1	DPOGS206340-PA
OG0005417	XP_026492180.1	DPOGS206322-PA
OG0005418	XP_026494643.1	DPOGS208415-PA, DPOGS208414-PA
OG0005419	XP_026492895.1	DPOGS213646-PA
OG0005420	XP_026497181.1	DPOGS200784-PA
OG0005421	XP_026490211.1	DPOGS216159-PA
OG0005422	XP_026489913.1	DPOGS209642-PA
OG0005423	XP_026497182.1	DPOGS200786-PA, DPOGS200785-PA
OG0005424	XP_026489719.1	DPOGS211295-PA
OG0005425	XP_026490205.1	DPOGS216177-PA
OG0005426	XP_026497206.1	DPOGS204443-PA
OG0005427	XP_026490087.1	DPOGS210078-PA
OG0005428	XP_026493457.1	DPOGS203128-PA
OG0005429	XP_026494235.1	DPOGS208409-PA
OG0005430	XP_026489887.1	DPOGS209644-PA
OG0005431	XP_026489890.1	DPOGS209572-PA
OG0005432	XP_026495730.1	DPOGS204690-PA
OG0005433	XP_026494658.1	DPOGS205469-PA
OG0005434	XP_026495842.1	DPOGS204691-PA
OG0005435	XP_026494273.1	DPOGS208408-PA
OG0005436	XP_026500448.1	DPOGS207160-PA
OG0005437	XP_026490179.1, XP_026490178.1, XP_026490177.1	DPOGS216178-PA
OG0005438	XP_026498113.1	DPOGS215731-PA
OG0005439	XP_026494171.1	DPOGS208407-PA
OG0005440	XP_026498806.1	DPOGS215536-PA
OG0005441	XP_026489891.1	DPOGS209571-PA
OG0005442	XP_026498114.1	DPOGS215693-PA
OG0005443	XP_026501149.1	DPOGS210567-PA
OG0005444	XP_026489886.1	DPOGS209570-PA
OG0005445	XP_026500195.1	DPOGS215227-PA
OG0005446	XP_026501104.1	DPOGS215338-PA
OG0005447	XP_026501105.1	DPOGS215300-PA
OG0005448	XP_026489889.1	DPOGS209569-PA
OG0005449	XP_026501094.1	DPOGS215299-PA
OG0005450	XP_026500176.1	DPOGS215174-PA
OG0005451	XP_026490658.1, XP_026490659.1	DPOGS200221-PA
OG0005452	XP_026489895.1	DPOGS209648-PA
OG0005453	XP_026489629.1	DPOGS211231-PA
OG0005454	XP_026498470.1	DPOGS210628-PA
OG0005455	XP_026493111.1	DPOGS203123-PA
OG0005456	XP_026492494.1	DPOGS206189-PA
OG0005457	XP_026489290.1	DPOGS210917-PA
OG0005458	XP_026490018.1	DPOGS209649-PA
OG0005459	XP_026489635.1	DPOGS211241-PA
OG0005460	XP_026483277.1	DPOGS210778-PA
OG0005461	XP_026486607.1	DPOGS215692-PA
OG0005462	XP_026483287.1	DPOGS201915-PA
OG0005463	XP_026495790.1	DPOGS204666-PA
OG0005464	XP_026489632.1	DPOGS204157-PA
OG0005465	XP_026483284.1	DPOGS201917-PA
OG0005466	XP_026489631.1	DPOGS204202-PA
OG0005467	XP_026483280.1	DPOGS210295-PA
OG0005468	XP_026493639.1	DPOGS201152-PA
OG0005469	XP_026494437.1	DPOGS214012-PA
OG0005470	XP_026498445.1	DPOGS210583-PA
OG0005471	XP_026494357.1	DPOGS214008-PA
OG0005472	XP_026483283.1	DPOGS210296-PA, DPOGS200761-PA
OG0005473	XP_026501404.1	DPOGS209452-PA
OG0005474	XP_026501384.1	DPOGS209453-PA
OG0005475	XP_026493313.1	DPOGS203115-PA
OG0005476	XP_026494555.1	DPOGS214007-PA
OG0005477	XP_026483289.1	DPOGS200757-PA
OG0005478	XP_026489705.1	DPOGS204200-PA
OG0005479	XP_026496212.1	DPOGS205300-PA
OG0005480	XP_026497257.1	DPOGS204635-PA
OG0005481	XP_026495521.1	DPOGS204664-PA
OG0005482	XP_026483276.1	DPOGS215517-PA
OG0005483	XP_026489709.1	DPOGS204160-PA
OG0005484	XP_026490719.1	DPOGS203876-PA
OG0005485	XP_026496211.1	DPOGS205269-PA
OG0005486	XP_026489708.1	DPOGS204161-PA
OG0005487	XP_026501134.1	DPOGS215348-PA
OG0005488	XP_026495634.1	DPOGS204661-PA
OG0005489	XP_026489309.1	DPOGS210911-PA
OG0005490	XP_026494492.1	DPOGS214005-PA
OG0005491	XP_026497249.1	DPOGS204628-PA
OG0005492	XP_026501136.1	DPOGS215293-PA
OG0005493	XP_026501131.1	DPOGS215349-PA
OG0005494	XP_026501133.1	DPOGS215292-PA
OG0005495	XP_026490580.1	DPOGS210188-PA
OG0005496	XP_026497237.1, XP_026497239.1	DPOGS204639-PA
OG0005497	XP_026499119.1	DPOGS206132-PA
OG0005498	XP_026498442.1	DPOGS210577-PA
OG0005499	XP_026501726.1	DPOGS209448-PA
OG0005500	XP_026489750.1	DPOGS214629-PA
OG0005501	XP_026495536.1	DPOGS204695-PA
OG0005502	XP_026489751.1	DPOGS214630-PA
OG0005503	XP_026498496.1	DPOGS210633-PA
OG0005504	XP_026483438.1	DPOGS209447-PA
OG0005505	XP_026492198.1	DPOGS206337-PA
OG0005506	XP_026495530.1	DPOGS204696-PA
OG0005507	XP_026492144.1	DPOGS206327-PA
OG0005508	XP_026483503.1	DPOGS200463-PA
OG0005509	XP_026495532.1	DPOGS204659-PA
OG0005510	XP_026500087.1	DPOGS215222-PA
OG0005511	XP_026483423.1	DPOGS200460-PA
OG0005512	XP_026498451.1	DPOGS210636-PA
OG0005513	XP_026500088.1, XP_026500090.1	DPOGS215178-PA
OG0005514	XP_026484271.1	DPOGS209804-PA
OG0005515	XP_026500257.1	DPOGS215179-PA
OG0005516	XP_026501066.1	DPOGS212551-PA
OG0005517	XP_026495499.1	DPOGS204698-PA
OG0005518	XP_026501555.1	DPOGS209467-PA
OG0005519	XP_026484238.1	DPOGS209805-PA
OG0005520	XP_026500305.1	DPOGS206788-PA
OG0005521	XP_026486596.1	DPOGS215737-PA
OG0005522	XP_026500234.1	DPOGS215180-PA
OG0005523	XP_026489989.1	DPOGS212083-PA
OG0005524	XP_026498504.1	DPOGS204140-PA
OG0005525	XP_026486604.1	DPOGS215685-PA
OG0005526	XP_026483471.1	DPOGS200461-PA
OG0005527	XP_026500277.1	DPOGS207185-PA
OG0005528	XP_026495497.1, XP_026495498.1	DPOGS204699-PA
OG0005529	XP_026486418.1	DPOGS212308-PA
OG0005530	XP_026494292.1	DPOGS202270-PA
OG0005531	XP_026494293.1	DPOGS202317-PA
OG0005532	XP_026498506.1	DPOGS204139-PA
OG0005533	XP_026494295.1	DPOGS202316-PA
OG0005534	XP_026494290.1	DPOGS202272-PA
OG0005535	XP_026498518.1	DPOGS204138-PA
OG0005536	XP_026495914.1	DPOGS204701-PA
OG0005537	XP_026497564.1	DPOGS208171-PA
OG0005538	XP_026498519.1	DPOGS204137-PA
OG0005539	XP_026497673.1	DPOGS203517-PA
OG0005540	XP_026498517.1	DPOGS204102-PA
OG0005541	XP_026494651.1	DPOGS208526-PA
OG0005542	XP_026498423.1	DPOGS204104-PA
OG0005543	XP_026483460.1	DPOGS204089-PA
OG0005544	XP_026489901.1	DPOGS212179-PA
OG0005545	XP_026494243.1	DPOGS202274-PA
OG0005546	XP_026494209.1	DPOGS202313-PA
OG0005547	XP_026495789.1	DPOGS204704-PA
OG0005548	XP_026490381.1	DPOGS213792-PA
OG0005549	XP_026498508.1	DPOGS204107-PA
OG0005550	XP_026498516.1	DPOGS204133-PA
OG0005551	XP_026494418.1	DPOGS202938-PA
OG0005552	XP_026500092.1	DPOGS215190-PA, DPOGS215192-PA
OG0005553	XP_026486586.1	DPOGS215739-PA
OG0005554	XP_026494197.1	DPOGS202277-PA
OG0005555	XP_026486611.1	DPOGS215741-PA
OG0005556	XP_026497708.1	DPOGS203548-PA
OG0005557	XP_026485539.1	DPOGS212598-PA
OG0005558	XP_026485527.1	DPOGS212621-PA
OG0005559	XP_026485519.1	DPOGS212599-PA
OG0005560	XP_026494200.1	DPOGS202310-PA
OG0005561	XP_026484256.1	DPOGS209814-PA
OG0005562	XP_026500103.1	DPOGS215193-PA
OG0005563	XP_026498486.1	DPOGS204110-PA
OG0005564	XP_026500104.1	DPOGS215215-PA
OG0005565	XP_026486609.1	DPOGS215681-PA
OG0005566	XP_026494189.1	DPOGS202280-PA
OG0005567	XP_026494201.1	DPOGS202307-PA
OG0005568	XP_026484469.1	DPOGS208808-PA
OG0005569	XP_026494220.1	DPOGS202281-PA
OG0005570	XP_026498452.1	DPOGS204112-PA
OG0005571	XP_026499026.1	DPOGS210838-PA
OG0005572	XP_026484209.1	DPOGS200157-PA
OG0005573	XP_026494258.1	DPOGS202305-PA
OG0005574	XP_026494255.1	DPOGS202283-PA
OG0005575	XP_026483416.1	DPOGS203184-PA
OG0005576	XP_026498484.1	DPOGS204129-PA
OG0005577	XP_026498478.1	DPOGS204114-PA
OG0005578	XP_026498711.1	DPOGS206775-PA
OG0005579	XP_026484627.1	DPOGS212602-PA
OG0005580	XP_026494650.1	DPOGS208508-PA
OG0005581	XP_026490587.1	DPOGS206757-PA
OG0005582	XP_026494210.1	DPOGS202284-PA
OG0005583	XP_026483418.1	DPOGS203183-PA
OG0005584	XP_026500245.1	DPOGS215195-PA
OG0005585	XP_026495691.1	DPOGS208427-PA
OG0005586	XP_026488812.1	DPOGS204618-PA
OG0005587	XP_026494211.1	DPOGS202303-PA
OG0005588	XP_026500248.1	DPOGS215196-PA
OG0005589	XP_026498419.1	DPOGS204117-PA
OG0005590	XP_026484303.1	DPOGS200118-PA
OG0005591	XP_026494409.1	DPOGS202302-PA
OG0005592	XP_026488776.1	DPOGS201304-PA
OG0005593	XP_026488740.1	DPOGS201310-PA
OG0005594	XP_026500249.1	DPOGS215197-PA
OG0005595	XP_026484532.1	DPOGS212627-PA
OG0005596	XP_026494042.1	DPOGS202925-PA
OG0005597	XP_026500250.1	DPOGS215198-PA
OG0005599	XP_026490569.1	DPOGS200706-PA
OG0005600	XP_026488952.1	DPOGS212973-PA
OG0005601	XP_026489898.1	DPOGS212173-PA
OG0005602	XP_026498455.1	DPOGS204120-PA
OG0005603	XP_026485337.1	DPOGS204126-PA
OG0005604	XP_026484211.1	DPOGS210639-PA
OG0005605	XP_026498740.1	DPOGS207210-PA
OG0005606	XP_026499840.1	DPOGS204121-PA
OG0005607	XP_026500223.1	DPOGS215200-PA
OG0005608	XP_026500097.1	DPOGS209780-PA
OG0005609	XP_026489950.1	DPOGS212088-PA
OG0005611	XP_026489952.1	DPOGS212171-PA
OG0005612	XP_026498739.1	DPOGS206776-PA
OG0005613	XP_026497690.1	DPOGS203523-PA
OG0005614	XP_026489907.1	DPOGS212089-PA
OG0005615	XP_026490328.1	DPOGS213788-PA
OG0005616	XP_026489008.1	DPOGS212926-PA
OG0005618	XP_026500043.1	DPOGS206512-PA
OG0005619	XP_026493237.1	DPOGS214508-PA
OG0005620	XP_026490092.1	DPOGS210116-PA
OG0005621	XP_026495793.1	DPOGS203362-PA
OG0005622	XP_026495538.1	DPOGS216044-PA
OG0005623	XP_026489902.1	DPOGS212091-PA
OG0005624	XP_026495541.1	DPOGS216063-PA
OG0005626	XP_026494686.1	DPOGS208524-PA
OG0005627	XP_026490583.1	DPOGS200011-PA
OG0005628	XP_026483294.1	DPOGS201062-PA
OG0005629	XP_026491030.1	DPOGS202047-PA
OG0005630	XP_026495882.1	DPOGS216059-PA
OG0005631	XP_026489080.1	DPOGS212980-PA
OG0005632	XP_026483365.1	DPOGS204965-PA
OG0005633	XP_026492289.1	DPOGS214079-PA
OG0005634	XP_026490350.1	DPOGS213748-PA
OG0005635	XP_026494407.1	DPOGS202297-PA
OG0005636	XP_026491422.1	DPOGS202034-PA
OG0005637	XP_026491584.1	DPOGS202929-PA
OG0005638	XP_026483366.1	DPOGS204963-PA, DPOGS214662-PA
OG0005639	XP_026491423.1	DPOGS202046-PA
OG0005640	XP_026491425.1	DPOGS202035-PA
OG0005641	XP_026491614.1	DPOGS202932-PA
OG0005642	XP_026491421.1	DPOGS202044-PA
OG0005643	XP_026491420.1	DPOGS202036-PA
OG0005644	XP_026498864.1	DPOGS203357-PA, DPOGS203356-PA
OG0005645	XP_026491599.1	DPOGS202930-PA
OG0005646	XP_026498853.1	DPOGS203355-PA
OG0005647	XP_026491424.1	DPOGS202037-PA
OG0005648	XP_026491427.1	DPOGS202043-PA
OG0005649	XP_026483854.1	DPOGS205587-PA
OG0005650	XP_026495332.1	DPOGS212094-PA
OG0005651	XP_026486519.1	DPOGS201599-PA
OG0005653	XP_026487181.1	DPOGS210795-PA
OG0005654	XP_026483389.1	DPOGS204962-PA
OG0005655	XP_026493436.1	DPOGS214505-PA
OG0005656	XP_026488132.1	DPOGS201300-PA
OG0005657	XP_026486258.1	DPOGS216210-PA
OG0005658	XP_026487156.1	DPOGS210796-PA
OG0005659	XP_026492575.1	DPOGS207499-PA
OG0005660	XP_026490412.1	DPOGS203538-PA
OG0005661	XP_026498532.1	DPOGS201615-PA
OG0005662	XP_026486751.1	DPOGS216209-PA
OG0005663	XP_026500812.1	DPOGS200096-PA
OG0005664	XP_026499502.1	DPOGS201603-PA
OG0005665	XP_026487511.1	DPOGS201298-PA
OG0005666	XP_026490409.1	DPOGS202573-PA
OG0005667	XP_026498860.1	DPOGS212903-PA
OG0005668	XP_026499504.1	DPOGS201583-PA
OG0005669	XP_026490420.1	DPOGS202562-PA
OG0005670	XP_026486598.1	DPOGS215751-PA
OG0005671	XP_026490422.1	DPOGS202574-PA
OG0005672	XP_026486984.1	DPOGS208609-PA
OG0005673	XP_026494612.1	DPOGS208522-PA
OG0005674	XP_026486597.1	DPOGS215679-PA
OG0005675	XP_026494934.1	DPOGS212095-PA
OG0005676	XP_026490421.1	DPOGS202560-PA
OG0005677	XP_026490148.1	DPOGS210122-PA
OG0005678	XP_026487179.1	DPOGS210871-PA
OG0005679	XP_026494936.1	DPOGS212096-PA
OG0005680	XP_026498811.1	DPOGS206778-PA
OG0005681	XP_026494935.1	DPOGS212097-PA
OG0005682	XP_026490149.1	DPOGS210038-PA
OG0005683	XP_026487182.1	DPOGS210793-PA
OG0005684	XP_026490102.1	DPOGS210123-PA
OG0005685	XP_026490423.1	DPOGS202559-PA
OG0005686	XP_026486585.1	DPOGS215752-PA
OG0005687	XP_026500786.1	DPOGS200086-PA
OG0005688	XP_026486595.1	DPOGS215677-PA
OG0005689	XP_026487043.1	DPOGS201295-PA
OG0005690	XP_026483422.1	DPOGS203448-PA
OG0005691	XP_026498872.1	DPOGS200792-PA
OG0005692	XP_026487079.1	DPOGS201321-PA
OG0005693	XP_026498801.1, XP_026498802.1, XP_026498803.1	DPOGS207208-PA
OG0005694	XP_026487029.1	DPOGS201294-PA
OG0005695	XP_026489374.1	DPOGS205238-PA
OG0005696	XP_026490437.1	DPOGS202556-PA
OG0005697	XP_026490519.1	DPOGS207534-PA
OG0005698	XP_026490436.1	DPOGS202577-PA
OG0005699	XP_026499308.1	DPOGS201942-PA
OG0005700	XP_026498844.1	DPOGS214017-PA
OG0005701	XP_026498846.1	DPOGS215558-PA
OG0005702	XP_026487677.1	DPOGS201322-PA
OG0005703	XP_026494268.1	DPOGS211311-PA
OG0005704	XP_026487340.1	DPOGS201293-PA
OG0005705	XP_026487365.1	DPOGS211094-PA
OG0005706	XP_026492192.1	DPOGS212682-PA, DPOGS204933-PA
OG0005707	XP_026500805.1	DPOGS206159-PA
OG0005708	XP_026494267.1	DPOGS211319-PA
OG0005709	XP_026500801.1	DPOGS206025-PA
OG0005710	XP_026486600.1	DPOGS215675-PA
OG0005712	XP_026496768.1	DPOGS209017-PA
OG0005713	XP_026496767.1	DPOGS212639-PA
OG0005714	XP_026492280.1	DPOGS204943-PA
OG0005716	XP_026494637.1	DPOGS208521-PA
OG0005717	XP_026484736.1	DPOGS213056-PA
OG0005718	XP_026500210.1	DPOGS211707-PA
OG0005719	XP_026494867.1	DPOGS212102-PA
OG0005720	XP_026494858.1	DPOGS212161-PA
OG0005721	XP_026490127.1	DPOGS210124-PA
OG0005722	XP_026483779.1	DPOGS206224-PA
OG0005723	XP_026492225.1	DPOGS204935-PA
OG0005724	XP_026496866.1	DPOGS209015-PA
OG0005725	XP_026487451.1	DPOGS211126-PA
OG0005726	XP_026496865.1	DPOGS209010-PA
OG0005727	XP_026487484.1	DPOGS211174-PA
OG0005728	XP_026487947.1	DPOGS211127-PA
OG0005729	XP_026494903.1	DPOGS212105-PA
OG0005730	XP_026490134.1	DPOGS210032-PA
OG0005731	XP_026499287.1	DPOGS201939-PA
OG0005732	XP_026498769.1	DPOGS206774-PA
OG0005733	XP_026494646.1	DPOGS208520-PA
OG0005734	XP_026487958.1	DPOGS211173-PA
OG0005735	XP_026494965.1	DPOGS212106-PA
OG0005736	XP_026483567.1	DPOGS210774-PA
OG0005737	XP_026494610.1	DPOGS208519-PA
OG0005738	XP_026490142.1	DPOGS210030-PA
OG0005739	XP_026488542.1	DPOGS211172-PA
OG0005740	XP_026483684.1	DPOGS206220-PA
OG0005741	XP_026484372.1	DPOGS213057-PA
OG0005742	XP_026495968.1	DPOGS204558-PA
OG0005743	XP_026500807.1	DPOGS206024-PA
OG0005744	XP_026490354.1	DPOGS213778-PA
OG0005745	XP_026494400.1	DPOGS211326-PA
OG0005746	XP_026501143.1	DPOGS213684-PA
OG0005747	XP_026488099.1	DPOGS211132-PA
OG0005748	XP_026499327.1	DPOGS204557-PA
OG0005749	XP_026501132.1	DPOGS213679-PA
OG0005750	XP_026491502.1	DPOGS205173-PA
OG0005751	XP_026493530.1	DPOGS204586-PA
OG0005752	XP_026490550.1	DPOGS213686-PA
OG0005753	XP_026490770.1	DPOGS213678-PA
OG0005754	XP_026488111.1	DPOGS211167-PA
OG0005755	XP_026493266.1	DPOGS204590-PA
OG0005756	XP_026488122.1	DPOGS211134-PA
OG0005758	XP_026488052.1	DPOGS211166-PA
OG0005759	XP_026499335.1	DPOGS204525-PA
OG0005760	XP_026485599.1	DPOGS210979-PA
OG0005761	XP_026495182.1	DPOGS212149-PA
OG0005762	XP_026487927.1	DPOGS211135-PA
OG0005763	XP_026487173.1	DPOGS210791-PA
OG0005764	XP_026487848.1	DPOGS211165-PA
OG0005765	XP_026487169.1	DPOGS210873-PA
OG0005766	XP_026487167.1	DPOGS210790-PA
OG0005767	XP_026487936.1	DPOGS211136-PA
OG0005768	XP_026487160.1	DPOGS210874-PA
OG0005769	XP_026483627.1	DPOGS206216-PA
OG0005770	XP_026483558.1, XP_026483559.1	DPOGS211702-PA
OG0005771	XP_026487163.1	DPOGS210789-PA
OG0005772	XP_026483689.1	DPOGS206236-PA
OG0005773	XP_026483629.1	DPOGS209094-PA
OG0005774	XP_026484370.1	DPOGS213058-PA
OG0005775	XP_026500892.1	DPOGS200094-PA
OG0005776	XP_026496354.1	DPOGS205291-PA
OG0005777	XP_026484371.1	DPOGS213145-PA
OG0005778	XP_026497921.1	DPOGS215668-PA
OG0005779	XP_026485493.1, XP_026485491.1	DPOGS210989-PA
OG0005780	XP_026491040.1	DPOGS207504-PA
OG0005781	XP_026494621.1	DPOGS211371-PA
OG0005782	XP_026483570.1	DPOGS200039-PA
OG0005783	XP_026483855.1	DPOGS209097-PA
OG0005784	XP_026497931.1	DPOGS215666-PA
OG0005786	XP_026497932.1	DPOGS215755-PA
OG0005787	XP_026497934.1	DPOGS215665-PA
OG0005788	XP_026490358.1	DPOGS213777-PA
OG0005789	XP_026483682.1	DPOGS209092-PA
OG0005790	XP_026496285.1	DPOGS205287-PA
OG0005791	XP_026486541.1	DPOGS200509-PA
OG0005792	XP_026497926.1	DPOGS215664-PA
OG0005793	XP_026484838.1	DPOGS213144-PA
OG0005794	XP_026486486.1	DPOGS200506-PA
OG0005795	XP_026497930.1	DPOGS215757-PA
OG0005796	XP_026491023.1	DPOGS207531-PA
OG0005797	XP_026485513.1	DPOGS210990-PA
OG0005798	XP_026497928.1	DPOGS215663-PA
OG0005799	XP_026497919.1	DPOGS215758-PA
OG0005800	XP_026486489.1	DPOGS200507-PA
OG0005801	XP_026499409.1	DPOGS204531-PA
OG0005802	XP_026491087.1	DPOGS207506-PA
OG0005803	XP_026490629.1	DPOGS200010-PA
OG0005804	XP_026486414.1	DPOGS208618-PA
OG0005805	XP_026484504.1	DPOGS213060-PA
OG0005806	XP_026490242.1	DPOGS200801-PA
OG0005807	XP_026484503.1	DPOGS213143-PA
OG0005808	XP_026496882.1	DPOGS208139-PA
OG0005809	XP_026491312.1	DPOGS205177-PA
OG0005810	XP_026490568.1	DPOGS206749-PA
OG0005811	XP_026485408.1	DPOGS210975-PA
OG0005812	XP_026490564.1	DPOGS206748-PA
OG0005813	XP_026486246.1	DPOGS208619-PA
OG0005814	XP_026500849.1, XP_026500850.1	DPOGS212665-PA
OG0005815	XP_026488847.1	DPOGS201798-PA
OG0005816	XP_026485289.1	DPOGS210992-PA
OG0005817	XP_026496382.1	DPOGS205285-PA
OG0005818	XP_026488877.1	DPOGS201797-PA
OG0005819	XP_026487178.1	DPOGS210877-PA
OG0005820	XP_026486573.1	DPOGS208621-PA
OG0005821	XP_026485403.1	DPOGS210993-PA
OG0005822	XP_026494582.1	DPOGS211367-PA
OG0005823	XP_026493119.1	DPOGS204565-PA
OG0005824	XP_026487207.1	DPOGS210878-PA
OG0005825	XP_026500260.1	DPOGS213690-PA
OG0005826	XP_026497960.1	DPOGS215760-PA
OG0005827	XP_026493129.1	DPOGS204566-PA
OG0005828	XP_026485510.1	DPOGS210971-PA
OG0005829	XP_026493121.1	DPOGS204570-PA
OG0005830	XP_026485501.1	DPOGS210996-PA
OG0005831	XP_026485409.1	DPOGS210970-PA
OG0005833	XP_026488883.1	DPOGS201807-PA
OG0005834	XP_026494277.1	DPOGS211330-PA
OG0005835	XP_026496973.1	DPOGS208138-PA
OG0005836	XP_026486689.1	DPOGS208591-PA
OG0005837	XP_026496308.1	DPOGS205279-PA
OG0005838	XP_026484587.1	DPOGS213140-PA
OG0005839	XP_026488998.1	DPOGS201795-PA
OG0005840	XP_026490425.1	DPOGS213693-PA
OG0005841	XP_026494587.1	DPOGS211339-PA
OG0005842	XP_026494586.1	DPOGS211365-PA
OG0005843	XP_026490661.1	DPOGS213675-PA
OG0005844	XP_026489511.1	DPOGS213674-PA
OG0005845	XP_026494640.1	DPOGS211340-PA
OG0005846	XP_026495183.1	DPOGS213017-PA
OG0005847	XP_026489477.1	DPOGS213696-PA
OG0005848	XP_026494595.1	DPOGS211341-PA
OG0005849	XP_026497869.1	DPOGS215654-PA
OG0005850	XP_026489485.1	DPOGS213673-PA
OG0005852	XP_026489479.1	DPOGS213672-PA
OG0005853	XP_026489472.1	DPOGS213697-PA
OG0005854	XP_026496773.1	DPOGS202610-PA
OG0005855	XP_026483856.1	DPOGS209091-PA
OG0005856	XP_026489469.1	DPOGS213671-PA
OG0005857	XP_026501433.1	DPOGS213698-PA
OG0005858	XP_026486360.1	DPOGS203272-PA
OG0005859	XP_026494642.1	DPOGS211343-PA
OG0005860	XP_026499235.1	DPOGS213726-PA
OG0005861	XP_026494662.1	DPOGS211344-PA
OG0005862	XP_026488975.1	DPOGS201791-PA
OG0005863	XP_026487425.1	DPOGS211142-PA
OG0005864	XP_026489007.1	DPOGS201811-PA
OG0005865	XP_026499381.1	DPOGS210779-PA
OG0005866	XP_026489118.1	DPOGS201812-PA
OG0005867	XP_026487734.1	DPOGS211143-PA
OG0005868	XP_026497350.1	DPOGS204973-PA
OG0005869	XP_026499097.1	DPOGS213717-PA
OG0005870	XP_026488622.1	DPOGS211162-PA
OG0005871	XP_026489116.1	DPOGS201813-PA
OG0005872	XP_026489117.1	DPOGS201789-PA
OG0005873	XP_026497890.1	DPOGS215652-PA
OG0005874	XP_026497352.1	DPOGS205001-PA
OG0005875	XP_026493164.1	DPOGS202518-PA
OG0005876	XP_026490241.1	DPOGS200575-PA
OG0005877	XP_026490601.1	DPOGS212797-PA
OG0005878	XP_026491344.1	DPOGS205165-PA
OG0005879	XP_026487351.1	DPOGS211161-PA
OG0005880	XP_026497353.1	DPOGS205002-PA
OG0005881	XP_026491338.1	DPOGS205183-PA
OG0005882	XP_026489114.1	DPOGS201814-PA
OG0005883	XP_026500476.1	DPOGS207146-PA
OG0005884	XP_026497349.1	DPOGS204972-PA
OG0005885	XP_026497893.1	DPOGS215637-PA
OG0005887	XP_026487196.1	DPOGS205736-PA
OG0005888	XP_026497356.1	DPOGS205003-PA
OG0005889	XP_026494648.1	DPOGS211364-PA
OG0005890	XP_026494891.1	DPOGS212112-PA
OG0005892	XP_026491483.1	DPOGS205184-PA
OG0005893	XP_026500281.1	DPOGS213662-PA
OG0005894	XP_026493332.1	DPOGS207527-PA
OG0005895	XP_026488325.1	DPOGS211147-PA
OG0005896	XP_026483144.1	DPOGS215135-PA
OG0005897	XP_026488311.1	DPOGS211159-PA
OG0005898	XP_026494663.1	DPOGS211355-PA
OG0005899	XP_026494888.1	DPOGS212113-PA
OG0005900	XP_026499334.1	DPOGS202711-PA
OG0005901	XP_026490378.1	DPOGS213765-PA
OG0005902	XP_026494892.1	DPOGS212148-PA
OG0005903	XP_026483167.1	DPOGS215139-PA
OG0005904	XP_026494890.1	DPOGS212147-PA
OG0005905	XP_026499375.1	DPOGS202718-PA
OG0005906	XP_026490376.1	DPOGS213770-PA
OG0005907	XP_026499092.1	DPOGS213297-PA
OG0005908	XP_026497840.1	DPOGS215647-PA
OG0005909	XP_026488299.1	DPOGS211149-PA
OG0005910	XP_026488286.1	DPOGS211156-PA
OG0005911	XP_026497298.1	DPOGS205010-PA
OG0005912	XP_026484636.1	DPOGS213135-PA
OG0005913	XP_026488275.1	DPOGS211150-PA
OG0005914	XP_026484635.1	DPOGS213064-PA
OG0005915	XP_026483790.1	DPOGS204008-PA
OG0005916	XP_026483789.1, XP_026483791.1	DPOGS204005-PA
OG0005917	XP_026485405.1	DPOGS210963-PA
OG0005918	XP_026488430.1	DPOGS211155-PA
OG0005919	XP_026484633.1	DPOGS213065-PA
OG0005920	XP_026497847.1	DPOGS215645-PA
OG0005921	XP_026497833.1	DPOGS215768-PA
OG0005922	XP_026488984.1	DPOGS213707-PA
OG0005923	XP_026488410.1	DPOGS211151-PA
OG0005924	XP_026487191.1	DPOGS205733-PA
OG0005926	XP_026491005.1	DPOGS214714-PA
OG0005927	XP_026488625.1	DPOGS208533-PA
OG0005928	XP_026501718.1	DPOGS209110-PA
OG0005929	XP_026487929.1, XP_026487930.1	DPOGS212735-PA
OG0005930	XP_026494206.1	DPOGS208505-PA
OG0005931	XP_026494876.1	DPOGS212142-PA
OG0005932	XP_026494880.1	DPOGS212141-PA
OG0005933	XP_026500467.1	DPOGS208535-PA, DPOGS208536-PA
OG0005934	XP_026483630.1	DPOGS210574-PA
OG0005935	XP_026485829.1	DPOGS203260-PA
OG0005936	XP_026485828.1	DPOGS203268-PA
OG0005937	XP_026495328.1	DPOGS212140-PA
OG0005938	XP_026488611.1	DPOGS205226-PA
OG0005939	XP_026485700.1	DPOGS203261-PA
OG0005940	XP_026485701.1	DPOGS203267-PA
OG0005941	XP_026484448.1	DPOGS213133-PA
OG0005942	XP_026485726.1	DPOGS203263-PA
OG0005943	XP_026488628.1	DPOGS205227-PA
OG0005944	XP_026484444.1	DPOGS213070-PA
OG0005945	XP_026491207.1	DPOGS211935-PA
OG0005946	XP_026497828.1	DPOGS215770-PA
OG0005947	XP_026493171.1	DPOGS204568-PA
OG0005948	XP_026497835.1	DPOGS215644-PA
OG0005949	XP_026497864.1	DPOGS215771-PA
OG0005950	XP_026488601.1	DPOGS209345-PA
