Orthogroup	Vanessa_tameamea	Vanessa_cardui
OG0004326	XP_026493673.1, XP_026493674.1	Vcard_DToL01220-RA
OG0004327	XP_026497005.1	Vcard_DToL07412-RA
OG0004328	XP_026493749.1	Vcard_DToL01218-RA
OG0004329	XP_026491625.1	Vcard_DToL03759-RA
OG0004330	XP_026495148.1	Vcard_DToL08534-RA, Vcard_DToL08536-RA
OG0004331	XP_026489068.1	Vcard_DToL07778-RA
OG0004332	XP_026488440.1	Vcard_DToL04421-RA, Vcard_DToL04425-RA
OG0004333	XP_026488948.1	Vcard_DToL07787-RA
OG0004334	XP_026485003.1	Vcard_DToL06816-RA
OG0004335	XP_026484992.1	Vcard_DToL06814-RA
OG0004336	XP_026492020.1	Vcard_DToL15572-RA
OG0004337	XP_026488941.1	Vcard_DToL07792-RA
OG0004338	XP_026494006.1	Vcard_DToL11089-RA, Vcard_DToL11092-RA
OG0004339	XP_026494217.1	Vcard_DToL14414-RA
OG0004340	XP_026497532.1	Vcard_DToL15422-RA
OG0004341	XP_026485000.1	Vcard_DToL02306-RA
OG0004342	XP_026496904.1	Vcard_DToL07428-RA
OG0004343	XP_026492544.1, XP_026492548.1	Vcard_DToL15578-RA
OG0004344	XP_026498248.1	Vcard_DToL14251-RA
OG0004345	XP_026484978.1	Vcard_DToL02302-RA, Vcard_DToL02303-RA
OG0004346	XP_026493296.1	Vcard_DToL10211-RA
OG0004347	XP_026497398.1	Vcard_DToL15427-RA
OG0004348	XP_026491814.1	Vcard_DToL03993-RA
OG0004349	XP_026484986.1	Vcard_DToL02297-RA
OG0004350	XP_026494037.1	Vcard_DToL10947-RA
OG0004351	XP_026498934.1	Vcard_DToL14409-RA
OG0004352	XP_026493272.1	Vcard_DToL10167-RA
OG0004353	XP_026500582.1, XP_026500581.1	Vcard_DToL00475-RA
OG0004354	XP_026497452.1	Vcard_DToL15436-RA
OG0004355	XP_026498271.1	Vcard_DToL14267-RA
OG0004356	XP_026491667.1	Vcard_DToL03779-RA
OG0004357	XP_026484965.1	Vcard_DToL02293-RA
OG0004358	XP_026496937.1	Vcard_DToL07442-RA
OG0004359	XP_026500571.1, XP_026500570.1	Vcard_DToL00472-RA
OG0004360	XP_026499586.1	Vcard_DToL09291-RA
OG0004361	XP_026486941.1	Vcard_DToL12039-RA
OG0004362	XP_026498253.1	Vcard_DToL14270-RA
OG0004363	XP_026489031.1	Vcard_DToL07804-RA
OG0004364	XP_026496483.1, XP_026496482.1	Vcard_DToL13753-RA
OG0004365	XP_026500121.1	Vcard_DToL06805-RA
OG0004367	XP_026484984.1	Vcard_DToL02282-RA
OG0004368	XP_026499189.1, XP_026499181.1	Vcard_DToL00502-RA
OG0004369	XP_026500063.1	Vcard_DToL15585-RA
OG0004370	XP_026498940.1, XP_026498941.1	Vcard_DToL14392-RA
OG0004371	XP_026495750.1	Vcard_DToL12607-RA
OG0004372	XP_026498936.1	Vcard_DToL14389-RA
OG0004373	XP_026485472.1	Vcard_DToL10382-RA
OG0004374	XP_026484997.1, XP_026484998.1	Vcard_DToL02278-RA
OG0004375	XP_026498913.1	Vcard_DToL14384-RA
OG0004376	XP_026496751.1	Vcard_DToL07462-RA
OG0004377	XP_026484595.1	Vcard_DToL02277-RA
OG0004378	XP_026485155.1	Vcard_DToL02276-RA
OG0004379	XP_026493262.1	Vcard_DToL10137-RA, Vcard_DToL10138-RA
OG0004380	XP_026491620.1	Vcard_DToL03799-RA
OG0004381	XP_026499094.1	Vcard_DToL00508-RA
OG0004382	XP_026485157.1	Vcard_DToL02271-RA
OG0004383	XP_026497770.1	Vcard_DToL15593-RA
OG0004384	XP_026486880.1	Vcard_DToL12057-RA
OG0004385	XP_026500139.1	Vcard_DToL06793-RA
OG0004386	XP_026486780.1	Vcard_DToL12062-RA
OG0004387	XP_026493421.1, XP_026497179.1, XP_026498880.1	Vcard_DToL10133-RA
OG0004388	XP_026483943.1	Vcard_DToL17249-RA
OG0004389	XP_026491756.1	Vcard_DToL03802-RA
OG0004391	XP_026488269.1	Vcard_DToL04457-RA
OG0004392	XP_026487844.1	Vcard_DToL01194-RA
OG0004393	XP_026485165.1, XP_026485166.1	Vcard_DToL02256-RA
OG0004394	XP_026483185.1	Vcard_DToL15460-RA
OG0004395	XP_026486058.1	Vcard_DToL05445-RA
OG0004396	XP_026487846.1	Vcard_DToL01192-RA
OG0004397	XP_026483183.1	Vcard_DToL15463-RA
OG0004398	XP_026500148.1	Vcard_DToL06791-RA
OG0004399	XP_026487851.1	Vcard_DToL01191-RA
OG0004400	XP_026498287.1	Vcard_DToL14276-RA, Vcard_DToL14277-RA
OG0004401	XP_026493417.1	Vcard_DToL10120-RA
OG0004402	XP_026498558.1	Vcard_DToL03030-RA
OG0004403	XP_026499915.1	Vcard_DToL00534-RA
OG0004404	XP_026485689.1	Vcard_DToL05192-RA
OG0004405	XP_026501089.1	Vcard_DToL06788-RA
OG0004406	XP_026498288.1	Vcard_DToL14283-RA, Vcard_DToL14282-RA
OG0004407	XP_026485686.1, XP_026485685.1	Vcard_DToL05190-RA
OG0004408	XP_026487845.1	Vcard_DToL01184-RA
OG0004409	XP_026485167.1	Vcard_DToL02252-RA
OG0004410	XP_026485697.1, XP_026485698.1	Vcard_DToL05187-RA
OG0004411	XP_026485695.1	Vcard_DToL05185-RA
OG0004412	XP_026485690.1	Vcard_DToL05184-RA
OG0004414	XP_026496933.1	Vcard_DToL07479-RA
OG0004415	XP_026499812.1	Vcard_DToL09251-RA
OG0004416	XP_026486781.1	Vcard_DToL12078-RA
OG0004417	XP_026498576.1, XP_026498578.1	Vcard_DToL03040-RA
OG0004418	XP_026484813.1	Vcard_DToL02240-RA
OG0004419	XP_026483219.1	Vcard_DToL15472-RA
OG0004420	XP_026485358.1	Vcard_DToL10369-RA
OG0004421	XP_026485081.1, XP_026485080.1	Vcard_DToL02236-RA
OG0004422	XP_026485073.1, XP_026485074.1	Vcard_DToL02235-RA
OG0004423	XP_026497766.1	Vcard_DToL15648-RA
OG0004424	XP_026499170.1	Vcard_DToL12173-RA
OG0004425	XP_026485085.1	Vcard_DToL02233-RA
OG0004426	XP_026494498.1	Vcard_DToL08153-RA
OG0004427	XP_026496596.1	Vcard_DToL01426-RA
OG0004428	XP_026494496.1	Vcard_DToL08154-RA
OG0004429	XP_026483198.1	Vcard_DToL15479-RA
OG0004430	XP_026499212.1	Vcard_DToL12165-RA
OG0004431	XP_026484990.1	Vcard_DToL02375-RA
OG0004432	XP_026499493.1	Vcard_DToL00544-RA
OG0004433	XP_026495404.1	Vcard_DToL13727-RA
OG0004434	XP_026498897.1	Vcard_DToL14370-RA
OG0004435	XP_026499216.1	Vcard_DToL12158-RA
OG0004436	XP_026498909.1, XP_026498910.1	Vcard_DToL14366-RA
OG0004437	XP_026485310.1	Vcard_DToL10365-RA, Vcard_DToL10364-RA
OG0004438	XP_026496120.1	Vcard_DToL13937-RA
OG0004439	XP_026498904.1	Vcard_DToL14363-RA
OG0004440	XP_026498911.1	Vcard_DToL14359-RA
OG0004441	XP_026487463.1	Vcard_DToL05753-RA
OG0004442	XP_026498390.1	Vcard_DToL00636-RA
OG0004443	XP_026495724.1	Vcard_DToL12578-RA
OG0004444	XP_026498886.1	Vcard_DToL14355-RA
OG0004445	XP_026487448.1	Vcard_DToL05767-RA
OG0004446	XP_026483999.1	Vcard_DToL17228-RA
OG0004447	XP_026495723.1	Vcard_DToL12577-RA
OG0004448	XP_026496537.1	Vcard_DToL13822-RA
OG0004449	XP_026487375.1, XP_026487374.1	Vcard_DToL05771-RA
OG0004450	XP_026498556.1, XP_026498555.1	Vcard_DToL03049-RA
OG0004451	XP_026495190.1, XP_026495189.1	Vcard_DToL08506-RA
OG0004452	XP_026496856.1, XP_026496857.1	Vcard_DToL07503-RA
OG0004453	XP_026487548.1	Vcard_DToL05709-RA
OG0004454	XP_026483989.1	Vcard_DToL17217-RA
OG0004455	XP_026498552.1	Vcard_DToL03054-RA
OG0004456	XP_026486683.1	Vcard_DToL14349-RA
OG0004457	XP_026499068.1	Vcard_DToL12132-RA
OG0004458	XP_026495717.1, XP_026495718.1	Vcard_DToL12563-RA
OG0004459	XP_026492771.1	Vcard_DToL07507-RA
OG0004460	XP_026498684.1	Vcard_DToL03057-RA
OG0004462	XP_026484325.1	Vcard_DToL02402-RA
OG0004463	XP_026491517.1	Vcard_DToL03815-RA, Vcard_DToL03814-RA
OG0004464	XP_026484337.1	Vcard_DToL02403-RA
OG0004465	XP_026496517.1	Vcard_DToL13799-RA
OG0004466	XP_026486068.1	Vcard_DToL05178-RA
OG0004467	XP_026491328.1	Vcard_DToL03833-RA
OG0004469	XP_026499788.1	Vcard_DToL09223-RA
OG0004470	XP_026498672.1	Vcard_DToL03058-RA
OG0004472	XP_026484864.1	Vcard_DToL02416-RA
OG0004473	XP_026501043.1	Vcard_DToL08228-RA
OG0004474	XP_026496599.1	Vcard_DToL01435-RA
OG0004475	XP_026491497.1	Vcard_DToL03839-RA
OG0004476	XP_026498682.1	Vcard_DToL03059-RA
OG0004477	XP_026483981.1	Vcard_DToL17178-RA
OG0004478	XP_026497719.1	Vcard_DToL15610-RA
OG0004479	XP_026488014.1	Vcard_DToL12552-RA
OG0004480	XP_026486718.1	Vcard_DToL14318-RA
OG0004481	XP_026486847.1	Vcard_DToL12090-RA
OG0004482	XP_026487999.1	Vcard_DToL12542-RA
OG0004483	XP_026486707.1	Vcard_DToL14307-RA, Vcard_DToL14309-RA
OG0004484	XP_026490032.1	Vcard_DToL00575-RA
OG0004485	XP_026494922.1	Vcard_DToL08499-RA
OG0004486	XP_026494695.1	Vcard_DToL01461-RA
OG0004487	XP_026494726.1	Vcard_DToL01463-RA
OG0004488	XP_026488012.1	Vcard_DToL12538-RA
OG0004489	XP_026488000.1	Vcard_DToL12536-RA
OG0004490	XP_026486726.1	Vcard_DToL14303-RA
OG0004491	XP_026483923.1	Vcard_DToL17162-RA
OG0004492	XP_026499151.1	Vcard_DToL12181-RA
OG0004493	XP_026483928.1	Vcard_DToL17160-RA
OG0004494	XP_026488057.1	Vcard_DToL08216-RA
OG0004495	XP_026483927.1	Vcard_DToL17159-RA
OG0004496	XP_026493195.1	Vcard_DToL10069-RA
OG0004497	XP_026485680.1	Vcard_DToL04526-RA
OG0004498	XP_026492861.1	Vcard_DToL07543-RA
OG0004499	XP_026490311.1	Vcard_DToL10905-RA
OG0004500	XP_026495337.1	Vcard_DToL08485-RA
OG0004501	XP_026489220.1	Vcard_DToL11916-RA
OG0004502	XP_026489213.1	Vcard_DToL11915-RA
OG0004503	XP_026488067.1	Vcard_DToL08213-RA
OG0004504	XP_026488670.1	Vcard_DToL02731-RA, Vcard_DToL02732-RA
OG0004505	XP_026485060.1	Vcard_DToL06764-RA
OG0004506	XP_026483611.1	Vcard_DToL06763-RA
OG0004507	XP_026484591.1	Vcard_DToL02434-RA
OG0004508	XP_026494362.1	Vcard_DToL14441-RA
OG0004509	XP_026484507.1	Vcard_DToL02438-RA
OG0004510	XP_026494371.1	Vcard_DToL14440-RA
OG0004511	XP_026486574.1	Vcard_DToL09209-RA
OG0004512	XP_026487368.1	Vcard_DToL05663-RA
OG0004513	XP_026488082.1	Vcard_DToL08196-RA
OG0004514	XP_026490859.1	Vcard_DToL04536-RA
OG0004515	XP_026488079.1	Vcard_DToL08194-RA
OG0004516	XP_026486551.1	Vcard_DToL09197-RA
OG0004517	XP_026487347.1	Vcard_DToL05661-RA
OG0004518	XP_026484737.1	Vcard_DToL02446-RA
OG0004519	XP_026486000.1	Vcard_DToL05335-RA
OG0004520	XP_026490833.1	Vcard_DToL04541-RA
OG0004521	XP_026489433.1	Vcard_DToL08190-RA
OG0004522	XP_026490835.1	Vcard_DToL04543-RA
OG0004523	XP_026497434.1	Vcard_DToL00582-RA
OG0004524	XP_026495143.1	Vcard_DToL08474-RA
OG0004525	XP_026486552.1	Vcard_DToL09205-RA
OG0004526	XP_026487522.1, XP_026487524.1	Vcard_DToL05653-RA
OG0004527	XP_026486553.1	Vcard_DToL09208-RA
OG0004528	XP_026485327.1	Vcard_DToL10325-RA
OG0004529	XP_026490862.1	Vcard_DToL04546-RA
OG0004530	XP_026485320.1	Vcard_DToL10319-RA
OG0004532	XP_026497782.1	Vcard_DToL15684-RA
OG0004533	XP_026490286.1	Vcard_DToL10904-RA
OG0004534	XP_026497783.1	Vcard_DToL15685-RA
OG0004535	XP_026493359.1, XP_026493360.1	Vcard_DToL10057-RA
OG0004536	XP_026489484.1	Vcard_DToL06937-RA
OG0004538	XP_026494797.1	Vcard_DToL01475-RA
OG0004539	XP_026497032.1	Vcard_DToL00589-RA
OG0004540	XP_026493005.1	Vcard_DToL10311-RA, Vcard_DToL10310-RA
OG0004541	XP_026489443.1	Vcard_DToL06958-RA
OG0004542	XP_026490244.1	Vcard_DToL09185-RA
OG0004543	XP_026497804.1, XP_026497803.1	Vcard_DToL15693-RA
OG0004544	XP_026484817.1	Vcard_DToL02479-RA, Vcard_DToL02478-RA
OG0004545	XP_026484785.1	Vcard_DToL02481-RA
OG0004546	XP_026497816.1	Vcard_DToL15701-RA
OG0004547	XP_026501773.1	Vcard_DToL17135-RA
OG0004548	XP_026497746.1	Vcard_DToL15697-RA
OG0004549	XP_026484791.1	Vcard_DToL02485-RA, Vcard_DToL02484-RA
OG0004550	XP_026501764.1	Vcard_DToL17132-RA
OG0004551	XP_026494941.1	Vcard_DToL08462-RA
OG0004552	XP_026494938.1	Vcard_DToL08461-RA
OG0004553	XP_026490761.1	Vcard_DToL08186-RA
OG0004554	XP_026488709.1	Vcard_DToL02793-RA
OG0004555	XP_026489230.1	Vcard_DToL11902-RA
OG0004556	XP_026499762.1	Vcard_DToL11901-RA
OG0004557	XP_026486167.1	Vcard_DToL05314-RA
OG0004558	XP_026492780.1	Vcard_DToL07566-RA
OG0004559	XP_026487557.1	Vcard_DToL05648-RA
OG0004560	XP_026496495.1	Vcard_DToL13780-RA
OG0004561	XP_026496497.1	Vcard_DToL13778-RA
OG0004562	XP_026490938.1	Vcard_DToL04560-RA
OG0004563	XP_026483983.1	Vcard_DToL17208-RA
OG0004564	XP_026484896.1	Vcard_DToL02487-RA
OG0004565	XP_026497296.1	Vcard_DToL00599-RA, Vcard_DToL00600-RA
OG0004566	XP_026496461.1	Vcard_DToL13774-RA, Vcard_DToL13773-RA
OG0004568	XP_026489446.1	Vcard_DToL06956-RA
OG0004570	XP_026500680.1	Vcard_DToL00699-RA
OG0004571	XP_026489448.1	Vcard_DToL06954-RA
OG0004572	XP_026490879.1, XP_026490881.1	Vcard_DToL04571-RA
OG0004573	XP_026497735.1	Vcard_DToL15709-RA
OG0004574	XP_026488657.1	Vcard_DToL02802-RA
OG0004575	XP_026501755.1	Vcard_DToL17120-RA
OG0004576	XP_026488459.1	Vcard_DToL04459-RA
OG0004577	XP_026490320.1	Vcard_DToL10874-RA
OG0004578	XP_026488677.1	Vcard_DToL02815-RA, Vcard_DToL02816-RA
OG0004579	XP_026490736.1	Vcard_DToL08170-RA
OG0004580	XP_026489767.1	Vcard_DToL11887-RA
OG0004581	XP_026484689.1	Vcard_DToL02507-RA
OG0004582	XP_026500673.1	Vcard_DToL00703-RA
OG0004583	XP_026484685.1	Vcard_DToL02508-RA
OG0004584	XP_026501682.1, XP_026501681.1	Vcard_DToL08444-RA
OG0004585	XP_026487396.1, XP_026487395.1	Vcard_DToL05641-RA
OG0004586	XP_026489497.1, XP_026489498.1	Vcard_DToL06948-RA
OG0004587	XP_026500661.1	Vcard_DToL00706-RA
OG0004588	XP_026489496.1	Vcard_DToL06945-RA
OG0004589	XP_026484674.1	Vcard_DToL02518-RA
OG0004590	XP_026490288.1, XP_026490289.1	Vcard_DToL10886-RA
OG0004591	XP_026489440.1, XP_026489441.1	Vcard_DToL06961-RA
OG0004592	XP_026486092.1	Vcard_DToL05292-RA
OG0004593	XP_026484687.1, XP_026484688.1	Vcard_DToL02526-RA
OG0004595	XP_026487989.1	Vcard_DToL12515-RA
OG0004596	XP_026489465.1	Vcard_DToL06970-RA
OG0004597	XP_026485216.1	Vcard_DToL09151-RA
OG0004598	XP_026490828.1	Vcard_DToL04591-RA
OG0004599	XP_026490800.1	Vcard_DToL04593-RA
OG0004600	XP_026488646.1	Vcard_DToL02822-RA
OG0004601	XP_026490269.1	Vcard_DToL10891-RA
OG0004602	XP_026488675.1	Vcard_DToL02823-RA
OG0004603	XP_026488181.1	Vcard_DToL09146-RA
OG0004604	XP_026488680.1	Vcard_DToL02826-RA
OG0004606	XP_026492760.1	Vcard_DToL07585-RA
OG0004607	XP_026486065.1	Vcard_DToL05280-RA
OG0004608	XP_026488029.1	Vcard_DToL12524-RA
OG0004609	XP_026487483.1	Vcard_DToL05624-RA
OG0004610	XP_026492620.1	Vcard_DToL01707-RA
OG0004611	XP_026490936.1	Vcard_DToL04614-RA
OG0004612	XP_026484665.1	Vcard_DToL02530-RA
OG0004613	XP_026494495.1	Vcard_DToL08151-RA
OG0004614	XP_026489467.1	Vcard_DToL06979-RA
OG0004615	XP_026493263.1	Vcard_DToL10148-RA
OG0004616	XP_026487509.1	Vcard_DToL05620-RA
OG0004617	XP_026500721.1, XP_026500720.1	Vcard_DToL00733-RA
OG0004618	XP_026501763.1	Vcard_DToL17104-RA
OG0004619	XP_026484510.1	Vcard_DToL02535-RA
OG0004620	XP_026501598.1	Vcard_DToL08436-RA
OG0004621	XP_026490912.1	Vcard_DToL04623-RA
OG0004622	XP_026489187.1	Vcard_DToL07587-RA
OG0004623	XP_026491696.1	Vcard_DToL03862-RA, Vcard_DToL03861-RA
OG0004624	XP_026489486.1	Vcard_DToL06993-RA
OG0004626	XP_026491217.1	Vcard_DToL03868-RA
OG0004627	XP_026497794.1	Vcard_DToL15738-RA, Vcard_DToL15739-RA
OG0004628	XP_026491213.1	Vcard_DToL03869-RA
OG0004629	XP_026501556.1	Vcard_DToL08350-RA
OG0004630	XP_026491212.1	Vcard_DToL03870-RA
OG0004631	XP_026489185.1	Vcard_DToL07590-RA
OG0004632	XP_026491216.1	Vcard_DToL03871-RA
OG0004633	XP_026492997.1	Vcard_DToL10275-RA
OG0004634	XP_026501592.1, XP_026501593.1	Vcard_DToL08290-RA
OG0004635	XP_026484650.1	Vcard_DToL02554-RA
OG0004637	XP_026489830.1	Vcard_DToL02833-RA, Vcard_DToL03849-RA
OG0004638	XP_026492648.1	Vcard_DToL01686-RA
OG0004639	XP_026499937.1	Vcard_DToL11870-RA
OG0004641	XP_026489823.1	Vcard_DToL02835-RA
OG0004643	XP_026501439.1, XP_026501438.1	Vcard_DToL08295-RA
OG0004644	XP_026492638.1	Vcard_DToL01683-RA
OG0004645	XP_026498397.1	Vcard_DToL08127-RA
OG0004646	XP_026498366.1	Vcard_DToL10270-RA
OG0004647	XP_026500697.1, XP_026500698.1	Vcard_DToL00782-RA
OG0004648	XP_026492637.1	Vcard_DToL01680-RA
OG0004649	XP_026490798.1	Vcard_DToL04625-RA
OG0004650	XP_026489160.1, XP_026489159.1	Vcard_DToL07607-RA, Vcard_DToL07606-RA
OG0004652	XP_026500666.1	Vcard_DToL00758-RA
OG0004653	XP_026485116.1	Vcard_DToL02568-RA
OG0004654	XP_026487504.1	Vcard_DToL05610-RA
OG0004655	XP_026491093.1	Vcard_DToL03889-RA
OG0004656	XP_026488545.1, XP_026488544.1	Vcard_DToL03068-RA
OG0004657	XP_026486018.1, XP_026486019.1	Vcard_DToL05263-RA
OG0004658	XP_026490808.1	Vcard_DToL04633-RA
OG0004659	XP_026491924.1	Vcard_DToL15745-RA
OG0004660	XP_026491073.1	Vcard_DToL03891-RA
OG0004661	XP_026490809.1	Vcard_DToL04639-RA
OG0004662	XP_026491925.1	Vcard_DToL15747-RA
OG0004663	XP_026484776.1	Vcard_DToL02581-RA
OG0004664	XP_026490804.1	Vcard_DToL04643-RA
OG0004665	XP_026493852.1	Vcard_DToL11100-RA
OG0004666	XP_026498378.1	Vcard_DToL08108-RA, Vcard_DToL08109-RA
OG0004667	XP_026501424.1	Vcard_DToL08308-RA
OG0004669	XP_026498388.1	Vcard_DToL08105-RA
OG0004670	XP_026493243.1	Vcard_DToL10154-RA
OG0004671	XP_026490901.1	Vcard_DToL04649-RA
OG0004672	XP_026484734.1	Vcard_DToL02584-RA
OG0004673	XP_026491989.1	Vcard_DToL15756-RA
OG0004675	XP_026491994.1	Vcard_DToL15757-RA
OG0004676	XP_026490897.1	Vcard_DToL04659-RA
OG0004677	XP_026490886.1	Vcard_DToL04663-RA
OG0004678	XP_026498370.1	Vcard_DToL08094-RA, Vcard_DToL08091-RA
OG0004679	XP_026492593.1, XP_026492594.1	Vcard_DToL01659-RA
OG0004680	XP_026492585.1	Vcard_DToL01657-RA
OG0004681	XP_026498372.1, XP_026498371.1	Vcard_DToL08090-RA
OG0004682	XP_026501623.1, XP_026501624.1	Vcard_DToL08327-RA
OG0004683	XP_026489194.1	Vcard_DToL07604-RA
OG0004684	XP_026499946.1, XP_026499944.1	Vcard_DToL11839-RA
OG0004685	XP_026486440.1	Vcard_DToL07032-RA
OG0004687	XP_026486473.1	Vcard_DToL07031-RA
OG0004688	XP_026499921.1	Vcard_DToL11834-RA
OG0004689	XP_026487001.1	Vcard_DToL04670-RA
OG0004690	XP_026491988.1	Vcard_DToL15770-RA
OG0004691	XP_026492584.1	Vcard_DToL01654-RA
OG0004692	XP_026492649.1	Vcard_DToL01651-RA
OG0004693	XP_026488772.1	Vcard_DToL05598-RA
OG0004694	XP_026492615.1	Vcard_DToL01650-RA
OG0004695	XP_026491508.1	Vcard_DToL03903-RA
OG0004696	XP_026492730.1, XP_026492731.1	Vcard_DToL01648-RA
OG0004697	XP_026492733.1	Vcard_DToL01647-RA
OG0004699	XP_026489186.1	Vcard_DToL07622-RA
OG0004700	XP_026486124.1	Vcard_DToL05247-RA
OG0004701	XP_026486995.1	Vcard_DToL04674-RA
OG0004702	XP_026492696.1, XP_026492695.1	Vcard_DToL01632-RA
OG0004704	XP_026492698.1	Vcard_DToL01631-RA
OG0004705	XP_026491482.1	Vcard_DToL03905-RA
OG0004706	XP_026488780.1	Vcard_DToL05596-RA
OG0004707	XP_026483232.1	Vcard_DToL09080-RA
OG0004708	XP_026483224.1	Vcard_DToL09076-RA
OG0004709	XP_026489143.1	Vcard_DToL07629-RA
OG0004710	XP_026489147.1	Vcard_DToL07631-RA
OG0004711	XP_026491362.1	Vcard_DToL03913-RA
OG0004713	XP_026487126.1	Vcard_DToL08071-RA, Vcard_DToL08070-RA
OG0004714	XP_026484659.1, XP_026484660.1	Vcard_DToL02603-RA
OG0004715	XP_026500731.1	Vcard_DToL00775-RA
OG0004716	XP_026491867.1	Vcard_DToL15802-RA
OG0004717	XP_026491869.1	Vcard_DToL15803-RA
OG0004718	XP_026497146.1	Vcard_DToL01302-RA
OG0004719	XP_026501539.1, XP_026501538.1	Vcard_DToL08341-RA
OG0004720	XP_026486021.1	Vcard_DToL05210-RA
OG0004721	XP_026500690.1, XP_026500689.1	Vcard_DToL00777-RA
OG0004722	XP_026500699.1, XP_026500700.1	Vcard_DToL00778-RA
OG0004723	XP_026491377.1	Vcard_DToL03916-RA, Vcard_DToL03917-RA
OG0004724	XP_026488130.1	Vcard_DToL04691-RA
OG0004725	XP_026497078.1	Vcard_DToL01307-RA
OG0004727	XP_026497117.1	Vcard_DToL01313-RA
OG0004728	XP_026490560.1	Vcard_DToL05473-RA
OG0004729	XP_026490558.1, XP_026490559.1	Vcard_DToL05474-RA
OG0004730	XP_026490499.1, XP_026490500.1	Vcard_DToL05477-RA
OG0004731	XP_026490454.1	Vcard_DToL05479-RA
OG0004732	XP_026488583.1	Vcard_DToL08273-RA
OG0004733	XP_026484513.1	Vcard_DToL02633-RA
OG0004734	XP_026497070.1	Vcard_DToL01320-RA
OG0004736	XP_026490458.1	Vcard_DToL05484-RA
OG0004737	XP_026488586.1	Vcard_DToL08269-RA
OG0004738	XP_026500676.1	Vcard_DToL00763-RA
OG0004739	XP_026489156.1	Vcard_DToL07653-RA
OG0004740	XP_026501334.1	Vcard_DToL08000-RA
OG0004741	XP_026501498.1	Vcard_DToL08383-RA
OG0004742	XP_026490527.1	Vcard_DToL05497-RA
OG0004743	XP_026485175.1	Vcard_DToL02645-RA
OG0004744	XP_026485048.1	Vcard_DToL02648-RA
OG0004745	XP_026501444.1, XP_026501443.1	Vcard_DToL08395-RA
OG0004746	XP_026490536.1	Vcard_DToL05502-RA
OG0004747	XP_026490533.1	Vcard_DToL05503-RA
OG0004748	XP_026501442.1	Vcard_DToL08398-RA
OG0004749	XP_026490524.1	Vcard_DToL05504-RA
OG0004751	XP_026486255.1	Vcard_DToL05204-RA
OG0004752	XP_026490468.1	Vcard_DToL05516-RA
OG0004753	XP_026484454.1	Vcard_DToL02652-RA, Vcard_DToL02651-RA
OG0004754	XP_026486646.1	Vcard_DToL04730-RA
OG0004755	XP_026501306.1	Vcard_DToL08020-RA
OG0004757	XP_026501305.1	Vcard_DToL08021-RA
OG0004758	XP_026486637.1	Vcard_DToL04727-RA
OG0004759	XP_026501335.1	Vcard_DToL08035-RA
OG0004760	XP_026490475.1	Vcard_DToL05537-RA
OG0004761	XP_026501406.1	Vcard_DToL08036-RA
OG0004762	XP_026490470.1	Vcard_DToL05538-RA
OG0004763	XP_026497127.1	Vcard_DToL01349-RA
OG0004764	XP_026501293.1	Vcard_DToL08044-RA
OG0004765	XP_026490495.1	Vcard_DToL05546-RA
OG0004766	XP_026490447.1	Vcard_DToL05548-RA
OG0004767	XP_026484628.1	Vcard_DToL02671-RA
OG0004768	XP_026497082.1, XP_026497081.1	Vcard_DToL01355-RA
OG0004769	XP_026490523.1	Vcard_DToL05561-RA
OG0004770	XP_026490510.1	Vcard_DToL05567-RA
OG0004771	XP_026501427.1	Vcard_DToL08427-RA
OG0004772	XP_026491887.1	Vcard_DToL15860-RA
OG0004773	XP_026491889.1	Vcard_DToL15862-RA
OG0004775	XP_026498585.1	Vcard_DToL00640-RA, Vcard_DToL00639-RA
OG0004776	XP_026500073.1	Vcard_DToL15883-RA
OG0004777	XP_026484815.1	Vcard_DToL02677-RA
OG0004779	XP_026500079.1	Vcard_DToL15877-RA
OG0004780	XP_026488784.1	Vcard_DToL05589-RA
OG0004781	XP_026500076.1	Vcard_DToL15868-RA
OG0004782	XP_026490465.1, XP_026490456.1	Vcard_DToL00655-RA
OG0004783	XP_026490355.1	Vcard_DToL00660-RA
OG0004784	XP_026500760.1, XP_026500759.1	Vcard_DToL00661-RA
OG0004785	XP_026500681.1, XP_026500682.1	Vcard_DToL00666-RA
OG0004786	XP_026496575.1	Vcard_DToL01394-RA
OG0004787	XP_026494761.1	Vcard_DToL01495-RA
OG0004788	XP_026500635.1	Vcard_DToL00684-RA
OG0004790	XP_026500744.1	Vcard_DToL00686-RA
OG0004791	XP_026500743.1	Vcard_DToL00688-RA
OG0004792	XP_026492243.1	Vcard_DToL09593-RA
OG0004793	XP_026486738.1	Vcard_DToL16996-RA
OG0004796	XP_026483119.1	Vcard_DToL18663-RA
OG0004797	XP_026493668.1	Vcard_DToL13237-RA
OG0004798	XP_026483671.1	Vcard_DToL17624-RA
OG0004800	XP_026495281.1, XP_026495290.1	Vcard_DToL13388-RA
OG0004803	XP_026501766.1, XP_026501767.1	Vcard_DToL17133-RA
OG0004804	XP_026493719.1	Vcard_DToL13207-RA
OG0004805	XP_026484746.1	Vcard_DToL02693-RA
OG0004806	XP_026493340.1	Vcard_DToL10112-RA
OG0004807	XP_026496586.1, XP_026496585.1	Vcard_DToL01443-RA
OG0004808	XP_026487972.1	Vcard_DToL11356-RA
OG0004811	XP_026498490.1	Vcard_DToL00623-RA
OG0004812	XP_026483315.1	Vcard_DToL06754-RA
