Orthogroup	Vanessa_tameamea	Bicyclus_anynana
OG0006282	XP_026487921.1	Bany_04611-RA
OG0006283	XP_026496374.1	Bany_15671-RA
OG0006284	XP_026483355.1	Bany_01186-RA
OG0006285	XP_026493540.1	Bany_15085-RA
OG0006286	XP_026483913.1	Bany_06175-RA
OG0006287	XP_026487856.1	Bany_04613-RA
OG0006288	XP_026488320.1	Bany_08196-RA
OG0006289	XP_026493538.1	Bany_15086-RA
OG0006290	XP_026485629.1	Bany_10864-RA
OG0006291	XP_026487683.1	Bany_03746-RA
OG0006292	XP_026498044.1	Bany_07394-RA
OG0006293	XP_026496756.1	Bany_12036-RA
OG0006294	XP_026492483.1	Bany_17938-RA
OG0006295	XP_026487682.1	Bany_03747-RA
OG0006296	XP_026495173.1	Bany_02909-RA
OG0006297	XP_026494920.1	Bany_02910-RA
OG0006298	XP_026487678.1	Bany_03748-RA
OG0006299	XP_026494882.1	Bany_02911-RA
OG0006300	XP_026487889.1	Bany_04619-RA
OG0006301	XP_026492832.1	Bany_11439-RA
OG0006302	XP_026484396.1	Bany_00327-RA, Bany_00345-RA
OG0006303	XP_026496828.1	Bany_12039-RA
OG0006304	XP_026487681.1	Bany_03751-RA
OG0006305	XP_026499878.1	Bany_02172-RA
OG0006306	XP_026487679.1	Bany_03752-RA
OG0006307	XP_026491477.1	Bany_05442-RA
OG0006308	XP_026501226.1	Bany_06183-RA
OG0006309	XP_026496967.1	Bany_12042-RA
OG0006310	XP_026492820.1	Bany_11440-RA
OG0006311	XP_026491165.1	Bany_05446-RA
OG0006312	XP_026491467.1	Bany_05447-RA
OG0006313	XP_026487873.1	Bany_04623-RA
OG0006314	XP_026492167.1	Bany_06184-RA, Bany_06185-RA
OG0006315	XP_026490831.1	Bany_11441-RA
OG0006316	XP_026484607.1	Bany_00328-RA
OG0006317	XP_026487869.1	Bany_04624-RA
OG0006318	XP_026487090.1	Bany_16413-RA
OG0006319	XP_026487380.1	Bany_03755-RA
OG0006320	XP_026492807.1	Bany_11442-RA
OG0006321	XP_026487087.1, XP_026487088.1	Bany_16415-RA
OG0006322	XP_026487383.1	Bany_03757-RA
OG0006324	XP_026499697.1	Bany_08904-RA
OG0006325	XP_026487429.1	Bany_03760-RA
OG0006326	XP_026487432.1	Bany_03761-RA
OG0006327	XP_026483720.1	Bany_06842-RA
OG0006328	XP_026487866.1	Bany_04627-RA
OG0006329	XP_026487431.1	Bany_03762-RA
OG0006330	XP_026487084.1	Bany_16419-RA
OG0006331	XP_026494017.1	Bany_13286-RA, Bany_13285-RA
OG0006332	XP_026495989.1	Bany_14522-RA
OG0006333	XP_026487083.1	Bany_16420-RA
OG0006334	XP_026495991.1	Bany_14523-RA
OG0006335	XP_026495990.1	Bany_14524-RA
OG0006336	XP_026485851.1	Bany_10145-RA, Bany_10132-RA
OG0006338	XP_026483437.1	Bany_01193-RA
OG0006339	XP_026489648.1	Bany_09593-RA
OG0006340	XP_026492464.1	Bany_17945-RA
OG0006341	XP_026499270.1	Bany_13895-RA
OG0006342	XP_026487426.1	Bany_03766-RA
OG0006343	XP_026487904.1	Bany_04628-RA
OG0006344	XP_026487424.1	Bany_03768-RA
OG0006345	XP_026497517.1	Bany_07395-RA
OG0006346	XP_026499274.1	Bany_13898-RA
OG0006347	XP_026495610.1	Bany_14528-RA
OG0006348	XP_026489659.1	Bany_09595-RA
OG0006349	XP_026492448.1	Bany_17948-RA
OG0006350	XP_026499271.1	Bany_13899-RA
OG0006351	XP_026494900.1	Bany_02918-RA
OG0006352	XP_026495492.1	Bany_14531-RA
OG0006353	XP_026491772.1	Bany_11455-RA
OG0006354	XP_026483707.1	Bany_06847-RA
OG0006355	XP_026492446.1	Bany_17949-RA
OG0006356	XP_026493827.1	Bany_13291-RA
OG0006357	XP_026497470.1	Bany_15168-RA, Bany_07397-RA
OG0006358	XP_026499707.1	Bany_08907-RA
OG0006359	XP_026493016.1	Bany_11456-RA
OG0006360	XP_026486026.1	Bany_17582-RA
OG0006361	XP_026494038.1	Bany_13293-RA
OG0006362	XP_026488614.1	Bany_12923-RA
OG0006363	XP_026485884.1	Bany_10136-RA
OG0006364	XP_026492481.1	Bany_17951-RA
OG0006365	XP_026488637.1	Bany_12924-RA
OG0006366	XP_026499589.1	Bany_08910-RA
OG0006367	XP_026495005.1	Bany_06192-RA
OG0006368	XP_026487874.1	Bany_04635-RA
OG0006369	XP_026483719.1	Bany_06850-RA
OG0006370	XP_026499887.1	Bany_02182-RA
OG0006371	XP_026496684.1	Bany_12048-RA
OG0006372	XP_026497541.1	Bany_07398-RA
OG0006373	XP_026495946.1	Bany_14535-RA
OG0006374	XP_026496876.1	Bany_12049-RA
OG0006375	XP_026493578.1	Bany_11462-RA
OG0006376	XP_026495913.1	Bany_14537-RA
OG0006377	XP_026490725.1	Bany_02185-RA
OG0006378	XP_026495910.1	Bany_14538-RA
OG0006379	XP_026488638.1	Bany_12928-RA
OG0006380	XP_026491792.1	Bany_11464-RA
OG0006381	XP_026494039.1	Bany_13295-RA
OG0006382	XP_026493809.1	Bany_13297-RA
OG0006383	XP_026494838.1	Bany_02921-RA
OG0006384	XP_026499490.1	Bany_17955-RA
OG0006385	XP_026495539.1	Bany_14540-RA
OG0006386	XP_026493812.1	Bany_13298-RA
OG0006387	XP_026483322.1	Bany_01197-RA
OG0006388	XP_026492457.1	Bany_17957-RA
OG0006389	XP_026483325.1	Bany_01198-RA
OG0006390	XP_026491759.1	Bany_11465-RA
OG0006391	XP_026495779.1	Bany_14541-RA
OG0006392	XP_026483667.1	Bany_06860-RA
OG0006393	XP_026493815.1	Bany_13302-RA
OG0006394	XP_026494959.1	Bany_02923-RA
OG0006395	XP_026493816.1	Bany_13303-RA
OG0006396	XP_026495202.1	Bany_02924-RA
OG0006397	XP_026496851.1	Bany_12053-RA
OG0006398	XP_026491784.1	Bany_11468-RA
OG0006399	XP_026496849.1	Bany_12055-RA
OG0006400	XP_026496023.1	Bany_14546-RA
OG0006401	XP_026491848.1	Bany_11469-RA
OG0006402	XP_026491711.1	Bany_05457-RA
OG0006403	XP_026496022.1	Bany_14548-RA
OG0006404	XP_026491708.1	Bany_05459-RA
OG0006405	XP_026496018.1	Bany_14549-RA
OG0006406	XP_026484861.1	Bany_00346-RA
OG0006407	XP_026487686.1	Bany_03774-RA
OG0006408	XP_026491712.1	Bany_05460-RA
OG0006410	XP_026491713.1	Bany_05463-RA
OG0006411	XP_026487663.1	Bany_03775-RA
OG0006412	XP_026483793.1	Bany_06195-RA
OG0006413	XP_026499061.1	Bany_13907-RA
OG0006414	XP_026491717.1	Bany_05464-RA
OG0006415	XP_026489723.1	Bany_09597-RA
OG0006416	XP_026483806.1	Bany_06196-RA
OG0006417	XP_026496123.1	Bany_16691-RA
OG0006418	XP_026492485.1	Bany_17960-RA
OG0006419	XP_026491705.1	Bany_05466-RA
OG0006420	XP_026495870.1	Bany_14551-RA
OG0006421	XP_026494839.1	Bany_02926-RA
OG0006422	XP_026492431.1	Bany_17963-RA
OG0006423	XP_026483804.1	Bany_06864-RA
OG0006424	XP_026485297.1	Bany_10872-RA
OG0006425	XP_026494747.1	Bany_04642-RA
OG0006426	XP_026496830.1	Bany_12063-RA
OG0006427	XP_026494742.1	Bany_04644-RA
OG0006428	XP_026491880.1	Bany_11471-RA
OG0006429	XP_026496277.1	Bany_15678-RA
OG0006430	XP_026495712.1, XP_026495713.1	Bany_14554-RA
OG0006431	XP_026496317.1	Bany_15679-RA
OG0006432	XP_026494741.1	Bany_04646-RA
OG0006433	XP_026495711.1	Bany_14555-RA
OG0006434	XP_026486137.1	Bany_17592-RA
OG0006435	XP_026489720.1	Bany_09604-RA
OG0006436	XP_026495710.1	Bany_14556-RA
OG0006437	XP_026492143.1	Bany_11473-RA
OG0006438	XP_026499044.1	Bany_13910-RA
OG0006439	XP_026485276.1	Bany_17230-RA
OG0006440	XP_026495639.1	Bany_14558-RA
OG0006441	XP_026496039.1	Bany_14559-RA
OG0006442	XP_026493603.1	Bany_11478-RA
OG0006443	XP_026487625.1	Bany_03780-RA
OG0006444	XP_026491288.1	Bany_05471-RA
OG0006445	XP_026491829.1	Bany_11480-RA
OG0006446	XP_026496040.1	Bany_14560-RA
OG0006447	XP_026491283.1	Bany_05472-RA
OG0006448	XP_026483803.1	Bany_06866-RA
OG0006449	XP_026496345.1	Bany_15683-RA
OG0006450	XP_026489620.1	Bany_09607-RA
OG0006451	XP_026493117.1	Bany_15092-RA
OG0006452	XP_026499054.1	Bany_13914-RA
OG0006453	XP_026487544.1	Bany_03781-RA
OG0006454	XP_026487543.1	Bany_03783-RA
OG0006455	XP_026485904.1	Bany_10147-RA
OG0006456	XP_026493118.1	Bany_15093-RA
OG0006457	XP_026491684.1	Bany_11483-RA
OG0006458	XP_026494775.1	Bany_04654-RA
OG0006459	XP_026483435.1	Bany_01220-RA
OG0006460	XP_026487541.1	Bany_03785-RA
OG0006461	XP_026495344.1	Bany_02931-RA
OG0006462	XP_026494754.1	Bany_04657-RA
OG0006463	XP_026497589.1	Bany_07428-RA
OG0006464	XP_026497644.1, XP_026497643.1, XP_026497645.1	Bany_02195-RA
OG0006465	XP_026488479.1	Bany_08218-RA
OG0006466	XP_026499248.1	Bany_13917-RA
OG0006467	XP_026494757.1, XP_026494758.1	Bany_04660-RA
OG0006468	XP_026496152.1	Bany_16700-RA
OG0006469	XP_026501263.1	Bany_16701-RA
OG0006470	XP_026499252.1	Bany_13918-RA
OG0006471	XP_026488615.1	Bany_12958-RA
OG0006472	XP_026489646.1	Bany_09614-RA
OG0006473	XP_026488608.1	Bany_12961-RA
OG0006474	XP_026493516.1	Bany_15101-RA
OG0006475	XP_026488607.1	Bany_12962-RA
OG0006476	XP_026493496.1	Bany_15102-RA
OG0006477	XP_026488605.1	Bany_12963-RA
OG0006478	XP_026499253.1	Bany_13921-RA
OG0006479	XP_026484431.1	Bany_00357-RA
OG0006480	XP_026493493.1, XP_026493494.1	Bany_15103-RA
OG0006481	XP_026485460.1	Bany_10878-RA
OG0006482	XP_026498714.1, XP_026498713.1	Bany_11490-RA, Bany_17968-RA
OG0006483	XP_026499678.1	Bany_08930-RA
OG0006484	XP_026488606.1	Bany_12964-RA
OG0006485	XP_026498148.1	Bany_07441-RA
OG0006486	XP_026500152.1	Bany_17239-RA
OG0006487	XP_026498728.1	Bany_17971-RA
OG0006488	XP_026484382.1	Bany_00363-RA
OG0006489	XP_026500120.1	Bany_17240-RA
OG0006490	XP_026497603.1	Bany_02203-RA
OG0006491	XP_026498701.1	Bany_17972-RA
OG0006492	XP_026499642.1	Bany_08931-RA
OG0006493	XP_026499636.1	Bany_08932-RA
OG0006494	XP_026497605.1	Bany_02204-RA
OG0006495	XP_026499639.1	Bany_08933-RA
OG0006496	XP_026488612.1	Bany_12965-RA
OG0006497	XP_026485741.1	Bany_10151-RA
OG0006498	XP_026485463.1	Bany_10882-RA
OG0006499	XP_026487394.1	Bany_03793-RA
OG0006500	XP_026487420.1	Bany_03795-RA
OG0006501	XP_026485744.1	Bany_10152-RA
OG0006502	XP_026483775.1	Bany_06878-RA
OG0006503	XP_026487366.1	Bany_03796-RA
OG0006504	XP_026498703.1	Bany_17973-RA
OG0006505	XP_026487344.1	Bany_03798-RA
OG0006506	XP_026495828.1	Bany_14568-RA
OG0006507	XP_026487342.1	Bany_03800-RA
OG0006508	XP_026496065.1	Bany_12969-RA
OG0006509	XP_026499627.1	Bany_08936-RA
OG0006510	XP_026501128.1	Bany_06206-RA
OG0006511	XP_026487421.1	Bany_03801-RA
OG0006512	XP_026499305.1	Bany_13923-RA
OG0006513	XP_026491457.1	Bany_05490-RA
OG0006514	XP_026486273.1	Bany_10154-RA
OG0006515	XP_026495195.1	Bany_02939-RA
OG0006516	XP_026483700.1	Bany_06884-RA
OG0006517	XP_026498009.1	Bany_13325-RA
OG0006518	XP_026485444.1	Bany_10885-RA
OG0006519	XP_026487345.1	Bany_03805-RA
OG0006520	XP_026486101.1	Bany_10159-RA
OG0006521	XP_026488287.1	Bany_08231-RA
OG0006522	XP_026497651.1	Bany_02207-RA
OG0006523	XP_026488283.1	Bany_08232-RA
OG0006524	XP_026495297.1	Bany_02940-RA
OG0006525	XP_026495300.1	Bany_02941-RA
OG0006526	XP_026485791.1	Bany_10165-RA
OG0006527	XP_026495288.1	Bany_02942-RA
OG0006528	XP_026487673.1	Bany_03807-RA
OG0006529	XP_026487675.1	Bany_03808-RA
OG0006530	XP_026487672.1	Bany_03809-RA
OG0006531	XP_026497329.1	Bany_17246-RA
OG0006532	XP_026486078.1	Bany_10167-RA
OG0006533	XP_026488305.1	Bany_08234-RA, Bany_01431-RA, Bany_08235-RA
OG0006534	XP_026497330.1	Bany_17247-RA
OG0006535	XP_026490713.1	Bany_06888-RA
OG0006536	XP_026495301.1	Bany_02948-RA
OG0006537	XP_026489459.1	Bany_07458-RA
OG0006538	XP_026487570.1	Bany_03812-RA
OG0006539	XP_026499619.1	Bany_08941-RA
OG0006540	XP_026486375.1	Bany_16714-RA
OG0006541	XP_026495283.1	Bany_02949-RA
OG0006542	XP_026488994.1	Bany_01243-RA
OG0006543	XP_026498759.1	Bany_17979-RA
OG0006544	XP_026499103.1	Bany_13930-RA
OG0006545	XP_026495296.1	Bany_02951-RA
OG0006546	XP_026501338.1	Bany_01244-RA
OG0006547	XP_026486363.1	Bany_10170-RA
OG0006548	XP_026493180.1	Bany_15121-RA
OG0006549	XP_026489594.1	Bany_07459-RA
OG0006551	XP_026495286.1	Bany_02955-RA
OG0006552	XP_026498460.1	Bany_06216-RA
OG0006553	XP_026486365.1	Bany_10171-RA
OG0006554	XP_026485456.1	Bany_10886-RA
OG0006555	XP_026495282.1	Bany_02956-RA
OG0006556	XP_026496406.1	Bany_15690-RA
OG0006557	XP_026498777.1	Bany_17982-RA
OG0006558	XP_026496389.1	Bany_15691-RA
OG0006559	XP_026486384.1	Bany_16717-RA
OG0006560	XP_026496397.1	Bany_15692-RA
OG0006561	XP_026485462.1	Bany_10888-RA
OG0006562	XP_026486387.1	Bany_16720-RA, Bany_16718-RA
OG0006563	XP_026499548.1	Bany_08945-RA
OG0006564	XP_026492231.1	Bany_11500-RA
OG0006565	XP_026499729.1	Bany_08946-RA
OG0006566	XP_026496393.1	Bany_15694-RA
OG0006567	XP_026496387.1	Bany_15695-RA
OG0006568	XP_026493806.1	Bany_13340-RA
OG0006569	XP_026496063.1	Bany_12977-RA
OG0006570	XP_026499735.1	Bany_08947-RA
OG0006571	XP_026492242.1	Bany_11505-RA
OG0006572	XP_026499730.1	Bany_08949-RA
OG0006573	XP_026498780.1	Bany_17987-RA
OG0006574	XP_026492220.1	Bany_11506-RA
OG0006575	XP_026488593.1	Bany_01255-RA
OG0006576	XP_026499734.1	Bany_08950-RA
OG0006577	XP_026497016.1	Bany_12076-RA
OG0006578	XP_026491225.1	Bany_11508-RA
OG0006579	XP_026498781.1	Bany_17989-RA
OG0006580	XP_026496046.1	Bany_12980-RA
OG0006581	XP_026488291.1	Bany_06219-RA
OG0006582	XP_026487764.1	Bany_06220-RA
OG0006583	XP_026499049.1	Bany_13941-RA
OG0006584	XP_026496047.1	Bany_12981-RA
OG0006585	XP_026493140.1	Bany_15271-RA, Bany_06901-RA, Bany_15272-RA
OG0006586	XP_026489548.1, XP_026489538.1	Bany_07463-RA
OG0006587	XP_026496394.1	Bany_15698-RA
OG0006588	XP_026487356.1	Bany_03814-RA
OG0006589	XP_026499733.1	Bany_08952-RA
OG0006590	XP_026496064.1	Bany_12983-RA
OG0006591	XP_026496405.1	Bany_15701-RA
OG0006592	XP_026496398.1	Bany_15702-RA
OG0006593	XP_026484911.1	Bany_06223-RA
OG0006594	XP_026489819.1	Bany_15703-RA
OG0006595	XP_026494427.1	Bany_02217-RA
OG0006596	XP_026485776.1	Bany_10181-RA
OG0006597	XP_026494428.1	Bany_02220-RA
OG0006598	XP_026489822.1	Bany_15704-RA
OG0006599	XP_026499726.1	Bany_08956-RA
OG0006600	XP_026484938.1	Bany_06224-RA
OG0006601	XP_026495594.1, XP_026495595.1	Bany_14570-RA
OG0006602	XP_026485461.1	Bany_10895-RA
OG0006603	XP_026495575.1	Bany_14571-RA
OG0006604	XP_026485287.1	Bany_10896-RA
OG0006605	XP_026491238.1	Bany_11511-RA
OG0006606	XP_026487622.1	Bany_03819-RA
OG0006607	XP_026484898.1	Bany_06226-RA
OG0006608	XP_026485787.1	Bany_10183-RA
OG0006609	XP_026487620.1	Bany_03820-RA
OG0006610	XP_026485285.1	Bany_10898-RA
OG0006611	XP_026494435.1	Bany_02221-RA
OG0006612	XP_026492527.1	Bany_11513-RA
OG0006613	XP_026487621.1	Bany_03821-RA
OG0006614	XP_026497520.1	Bany_17256-RA
OG0006615	XP_026489797.1	Bany_15708-RA
OG0006616	XP_026489706.1	Bany_07468-RA
OG0006617	XP_026487569.1	Bany_03824-RA
OG0006618	XP_026497380.1	Bany_17259-RA
OG0006619	XP_026489674.1	Bany_09630-RA
OG0006620	XP_026495561.1	Bany_14574-RA
OG0006621	XP_026491798.1	Bany_05507-RA
OG0006622	XP_026491797.1	Bany_05508-RA
OG0006623	XP_026487406.1	Bany_03826-RA
OG0006624	XP_026495573.1, XP_026495574.1	Bany_14576-RA
OG0006625	XP_026489845.1	Bany_15711-RA
OG0006626	XP_026488855.1	Bany_01263-RA
OG0006627	XP_026489614.1	Bany_09633-RA
OG0006628	XP_026489613.1	Bany_09634-RA
OG0006629	XP_026487405.1	Bany_03827-RA
OG0006630	XP_026498736.1	Bany_17995-RA
OG0006631	XP_026486795.1	Bany_13949-RA
OG0006632	XP_026493649.1	Bany_11516-RA
OG0006633	XP_026486815.1	Bany_13950-RA
OG0006634	XP_026489784.1	Bany_15713-RA
OG0006635	XP_026488951.1	Bany_01269-RA
OG0006636	XP_026489778.1	Bany_15714-RA
OG0006637	XP_026497489.1	Bany_17264-RA
OG0006638	XP_026489843.1	Bany_15715-RA
OG0006639	XP_026494447.1	Bany_02227-RA
OG0006640	XP_026495070.1	Bany_02977-RA
OG0006641	XP_026487411.1	Bany_03831-RA
OG0006642	XP_026497488.1	Bany_17266-RA
OG0006643	XP_026499612.1	Bany_08960-RA
OG0006644	XP_026487388.1	Bany_03832-RA
OG0006645	XP_026488963.1	Bany_01270-RA
OG0006646	XP_026487385.1	Bany_03834-RA
OG0006647	XP_026497485.1	Bany_17267-RA
OG0006648	XP_026486376.1	Bany_16723-RA
OG0006649	XP_026485852.1	Bany_10190-RA
OG0006650	XP_026486839.1	Bany_13955-RA
OG0006651	XP_026497490.1	Bany_17268-RA
OG0006652	XP_026497484.1	Bany_17269-RA
OG0006653	XP_026485511.1	Bany_10900-RA
OG0006654	XP_026498735.1	Bany_18000-RA
OG0006655	XP_026489482.1	Bany_07475-RA
OG0006656	XP_026494443.1	Bany_02233-RA
OG0006657	XP_026491149.1	Bany_05515-RA
OG0006658	XP_026491151.1	Bany_05516-RA
OG0006659	XP_026489681.1	Bany_09639-RA
OG0006660	XP_026491188.1	Bany_05518-RA
OG0006661	XP_026496932.1	Bany_12086-RA
OG0006662	XP_026491189.1	Bany_05519-RA
OG0006663	XP_026489470.1	Bany_07476-RA
OG0006664	XP_026483832.1	Bany_06236-RA
OG0006665	XP_026491795.1	Bany_05522-RA
OG0006666	XP_026488292.1	Bany_08248-RA
OG0006668	XP_026489807.1	Bany_15719-RA
OG0006669	XP_026501394.1	Bany_01277-RA
OG0006670	XP_026501400.1	Bany_01278-RA
OG0006671	XP_026488278.1	Bany_08249-RA
OG0006672	XP_026501396.1	Bany_01279-RA
OG0006673	XP_026493978.1	Bany_13345-RA
OG0006674	XP_026484432.1	Bany_00382-RA
OG0006675	XP_026501399.1	Bany_01280-RA
OG0006676	XP_026494158.1	Bany_12996-RA
OG0006677	XP_026494429.1	Bany_02234-RA
OG0006678	XP_026485900.1	Bany_10192-RA
OG0006679	XP_026489067.1	Bany_01281-RA
OG0006680	XP_026489065.1	Bany_01282-RA
OG0006681	XP_026489066.1	Bany_01283-RA
OG0006682	XP_026489654.1	Bany_07479-RA
OG0006683	XP_026489697.1	Bany_09643-RA
OG0006684	XP_026489063.1	Bany_01284-RA
OG0006685	XP_026493970.1	Bany_13349-RA
OG0006686	XP_026494450.1	Bany_02235-RA
OG0006687	XP_026499904.1	Bany_12999-RA
OG0006688	XP_026494059.1	Bany_17615-RA
OG0006689	XP_026488565.1	Bany_01288-RA
OG0006690	XP_026488563.1	Bany_01289-RA
OG0006691	XP_026484408.1	Bany_00386-RA
OG0006692	XP_026483551.1	Bany_06241-RA
OG0006693	XP_026501051.1	Bany_04681-RA
OG0006694	XP_026488564.1	Bany_01292-RA
OG0006695	XP_026484881.1	Bany_00389-RA
OG0006696	XP_026483542.1	Bany_06243-RA
OG0006697	XP_026489107.1	Bany_01295-RA
OG0006698	XP_026495115.1	Bany_02990-RA
OG0006699	XP_026492933.1	Bany_11533-RA
OG0006700	XP_026484880.1	Bany_00392-RA
OG0006701	XP_026496883.1	Bany_12089-RA
OG0006702	XP_026496879.1	Bany_12090-RA
OG0006703	XP_026499456.1	Bany_18011-RA
OG0006704	XP_026500877.1	Bany_07487-RA
OG0006705	XP_026488968.1	Bany_01296-RA
OG0006706	XP_026486179.1	Bany_10199-RA
OG0006707	XP_026483653.1	Bany_06912-RA
OG0006708	XP_026488427.1	Bany_13007-RA
OG0006709	XP_026492403.1	Bany_11537-RA
OG0006710	XP_026492348.1	Bany_11538-RA
OG0006711	XP_026493976.1	Bany_13353-RA
OG0006712	XP_026495771.1	Bany_14596-RA
OG0006714	XP_026494477.1	Bany_02242-RA
OG0006715	XP_026495055.1	Bany_02997-RA
OG0006716	XP_026494147.1	Bany_13010-RA
OG0006717	XP_026484768.1	Bany_00394-RA
OG0006718	XP_026495114.1	Bany_02998-RA
OG0006719	XP_026495060.1	Bany_02999-RA
OG0006720	XP_026500316.1	Bany_06249-RA
OG0006721	XP_026500828.1	Bany_06250-RA
OG0006722	XP_026489793.1	Bany_15723-RA
OG0006723	XP_026501048.1	Bany_04685-RA
OG0006724	XP_026489737.1	Bany_09651-RA
OG0006725	XP_026495043.1, XP_026495045.1	Bany_03000-RA
OG0006726	XP_026494480.1	Bany_02244-RA
OG0006727	XP_026497383.1	Bany_17277-RA
OG0006728	XP_026493980.1	Bany_13355-RA
OG0006729	XP_026491041.1	Bany_05528-RA
OG0006730	XP_026495096.1, XP_026495095.1	Bany_03002-RA
OG0006731	XP_026495681.1	Bany_14601-RA
OG0006732	XP_026499652.1	Bany_08966-RA
OG0006733	XP_026500792.1	Bany_06253-RA
OG0006734	XP_026491062.1	Bany_05530-RA
OG0006736	XP_026491060.1	Bany_05531-RA
OG0006737	XP_026483866.1	Bany_06920-RA
OG0006738	XP_026494065.1	Bany_17624-RA
OG0006739	XP_026489801.1	Bany_15728-RA
OG0006740	XP_026500840.1	Bany_06257-RA
OG0006741	XP_026483638.1	Bany_06923-RA
OG0006742	XP_026489664.1	Bany_09655-RA
OG0006743	XP_026494458.1	Bany_02249-RA
OG0006744	XP_026483647.1	Bany_06926-RA
OG0006745	XP_026496877.1	Bany_12093-RA
OG0006746	XP_026487602.1	Bany_03840-RA
OG0006747	XP_026487595.1	Bany_03841-RA
OG0006748	XP_026500895.1	Bany_06260-RA
OG0006749	XP_026496693.1	Bany_12097-RA
OG0006750	XP_026487601.1	Bany_03843-RA
OG0006751	XP_026483651.1	Bany_06928-RA
OG0006752	XP_026485322.1	Bany_10905-RA
OG0006753	XP_026485324.1	Bany_10906-RA
OG0006754	XP_026483681.1	Bany_06929-RA
OG0006755	XP_026485363.1	Bany_10909-RA
OG0006756	XP_026494348.1	Bany_09661-RA
OG0006757	XP_026493732.1	Bany_11552-RA, Bany_11550-RA
OG0006758	XP_026486952.1	Bany_13957-RA
OG0006759	XP_026486953.1	Bany_13958-RA
OG0006760	XP_026486955.1	Bany_13959-RA
OG0006761	XP_026489804.1	Bany_15732-RA
OG0006762	XP_026493102.1	Bany_15150-RA
OG0006763	XP_026486848.1	Bany_13961-RA
OG0006764	XP_026494329.1	Bany_09664-RA
OG0006765	XP_026489840.1	Bany_15733-RA
OG0006766	XP_026496960.1	Bany_12101-RA
OG0006767	XP_026494375.1	Bany_09665-RA
OG0006768	XP_026489773.1	Bany_15735-RA
OG0006769	XP_026492285.1	Bany_11556-RA
OG0006770	XP_026489052.1	Bany_01301-RA
OG0006771	XP_026494462.1	Bany_02255-RA
OG0006772	XP_026488267.1	Bany_08257-RA
OG0006773	XP_026495066.1	Bany_03013-RA
OG0006774	XP_026491399.1	Bany_05536-RA
OG0006775	XP_026496868.1	Bany_12103-RA
OG0006776	XP_026486337.1	Bany_10208-RA
OG0006777	XP_026486338.1	Bany_10209-RA
OG0006778	XP_026492259.1	Bany_11560-RA
OG0006779	XP_026493302.1	Bany_15152-RA
OG0006780	XP_026493334.1	Bany_15153-RA
OG0006781	XP_026494370.1	Bany_09669-RA
OG0006782	XP_026488378.1	Bany_08261-RA
OG0006783	XP_026494384.1	Bany_09671-RA
OG0006784	XP_026494470.1	Bany_02256-RA
OG0006785	XP_026494393.1	Bany_09672-RA
OG0006786	XP_026489061.1	Bany_01304-RA
OG0006787	XP_026495106.1	Bany_03018-RA
OG0006788	XP_026491191.1	Bany_11563-RA
OG0006789	XP_026491405.1	Bany_05538-RA
OG0006790	XP_026488966.1	Bany_01305-RA, Bany_01307-RA
OG0006791	XP_026500829.1	Bany_07499-RA
OG0006792	XP_026486335.1	Bany_10211-RA
OG0006793	XP_026494471.1	Bany_02259-RA
OG0006794	XP_026496874.1	Bany_12107-RA
OG0006795	XP_026484449.1	Bany_00406-RA
OG0006796	XP_026483240.1, XP_026483241.1	Bany_16730-RA
OG0006797	XP_026494541.1	Bany_18027-RA
OG0006798	XP_026483712.1	Bany_06940-RA
OG0006799	XP_026492713.1	Bany_04702-RA
OG0006800	XP_026500837.1	Bany_07501-RA
OG0006801	XP_026488290.1	Bany_08263-RA
OG0006802	XP_026486333.1	Bany_10212-RA
OG0006803	XP_026500855.1	Bany_07502-RA
OG0006804	XP_026483695.1	Bany_06943-RA
OG0006805	XP_026495097.1	Bany_03024-RA
OG0006806	XP_026493075.1	Bany_15159-RA
OG0006807	XP_026494538.1	Bany_18029-RA
OG0006808	XP_026495038.1	Bany_03030-RA
OG0006809	XP_026501790.1	Bany_08971-RA
OG0006810	XP_026497441.1	Bany_17281-RA
OG0006811	XP_026491194.1	Bany_05541-RA
OG0006812	XP_026494381.1	Bany_09674-RA
OG0006813	XP_026488967.1	Bany_01308-RA
OG0006814	XP_026500870.1	Bany_07504-RA
OG0006815	XP_026488936.1	Bany_01309-RA
OG0006816	XP_026501787.1	Bany_08973-RA, Bany_08974-RA
OG0006817	XP_026496821.1	Bany_12111-RA
OG0006818	XP_026497491.1	Bany_17283-RA
OG0006819	XP_026491164.1	Bany_05544-RA
OG0006820	XP_026492616.1	Bany_04708-RA
OG0006821	XP_026496814.1	Bany_12115-RA
OG0006822	XP_026486937.1	Bany_13969-RA
OG0006823	XP_026489775.1	Bany_15747-RA
OG0006824	XP_026484842.1	Bany_00409-RA
OG0006825	XP_026495126.1	Bany_03032-RA
OG0006826	XP_026489095.1	Bany_01321-RA
OG0006827	XP_026484630.1	Bany_00410-RA
OG0006828	XP_026484775.1	Bany_00411-RA
OG0006829	XP_026484757.1	Bany_00412-RA
OG0006830	XP_026486353.1	Bany_10221-RA
OG0006831	XP_026486342.1	Bany_10222-RA
OG0006833	XP_026494511.1	Bany_18039-RA
OG0006834	XP_026490928.1	Bany_11571-RA
OG0006835	XP_026495127.1	Bany_03040-RA
OG0006836	XP_026492226.1	Bany_08978-RA
OG0006837	XP_026484191.1	Bany_06955-RA
