Orthogroup	Vanessa_tameamea	Heliconius_melpomene_melpomene
OG0004172	XP_026493875.1	HMEL008830g1.t1
OG0004173	XP_026496096.1	HMEL035457g1.t1
OG0004175	XP_026493571.1	HMEL004225g1.t1
OG0004177	XP_026495907.1	HMEL010407g1.t1
OG0004178	XP_026497023.1	HMEL016796g1.t1
OG0004179	XP_026498130.1	HMEL006897g1.t1
OG0004180	XP_026495250.1	HMEL021624g1.t1
OG0004181	XP_026488411.1, XP_026488412.1	HMEL004962g1.t1
OG0004182	XP_026498143.1	HMEL003283g1.t1
OG0004183	XP_026493705.1	HMEL013324g1.t1
OG0004184	XP_026485739.1	HMEL031997g1.t1
OG0004185	XP_026493572.1	HMEL003745g1.t1
OG0004186	XP_026493755.1	HMEL013320g1.t1
OG0004187	XP_026500536.1	HMEL007274g1.t1
OG0004188	XP_026498161.1	HMEL036543g1.t1
OG0004189	XP_026498224.1	HMEL012885g1.t1
OG0004190	XP_026498787.1	HMEL022431g1.t1
OG0004191	XP_026500538.1, XP_026500537.1	HMEL007275g1.t1
OG0004193	XP_026494177.1	HMEL038066g1.t1
OG0004194	XP_026484200.1	HMEL030086g1.t1
OG0004195	XP_026493730.1	HMEL013316g1.t1
OG0004196	XP_026498230.1	HMEL012886g1.t1
OG0004197	XP_026485082.1	HMEL003349g1.t1
OG0004198	XP_026498166.1	HMEL005214g1.t1
OG0004199	XP_026489602.1	HMEL016896g1.t1
OG0004200	XP_026494397.1	HMEL038055g1.t1, HMEL038054g1.t1, HMEL021046g1.t1
OG0004202	XP_026500192.1	HMEL008275g1.t1
OG0004203	XP_026494230.1	HMEL005100g1.t1
OG0004204	XP_026500541.1, XP_026500542.1	HMEL007284g1.t1
OG0004205	XP_026498177.1	HMEL021069g1.t1
OG0004206	XP_026494238.1	HMEL038048g1.t1
OG0004207	XP_026485868.1	HMEL018033g1.t1
OG0004208	XP_026500609.1	HMEL007286g1.t1
OG0004209	XP_026498294.1	HMEL005490g1.t1
OG0004210	XP_026494236.1	HMEL005094g1.t1
OG0004211	XP_026484913.1	HMEL015168g1.t1
OG0004212	XP_026493711.1	HMEL013311g1.t1
OG0004213	XP_026496902.1, XP_026496901.1	HMEL002931g1.t1
OG0004214	XP_026498528.1	HMEL007999g1.t1
OG0004215	XP_026498305.1	HMEL005492g1.t1
OG0004216	XP_026498681.1	HMEL006744g1.t1
OG0004217	XP_026487691.1	HMEL002291g1.t1
OG0004218	XP_026489571.1	HMEL016905g1.t1
OG0004219	XP_026483957.1, XP_026483971.1	HMEL034747g1.t1
OG0004220	XP_026493120.1	HMEL032593g1.t1
OG0004221	XP_026494419.1	HMEL038045g1.t1
OG0004222	XP_026498186.1	HMEL009845g1.t1
OG0004223	XP_026494302.1	HMEL021271g1.t1, HMEL005601g1.t1
OG0004224	XP_026498653.1	HMEL034270g1.t1
OG0004225	XP_026484016.1	HMEL004038g1.t1
OG0004227	XP_026484029.1	HMEL034750g1.t1
OG0004228	XP_026484994.1	HMEL015162g1.t1
OG0004229	XP_026494331.1	HMEL038099g1.t1
OG0004230	XP_026498263.1	HMEL032106g1.t1, HMEL036671g1.t1, HMEL010567g1.t1
OG0004231	XP_026488492.1	HMEL032793g1.t1
OG0004232	XP_026487765.1	HMEL030295g1.t1
OG0004233	XP_026485792.1	HMEL018025g1.t1
OG0004234	XP_026493888.1	HMEL006569g1.t1
OG0004236	XP_026493908.1	HMEL006568g1.t1
OG0004237	XP_026489596.1	HMEL013124g1.t1
OG0004239	XP_026486242.1	HMEL018019g1.t1
OG0004240	XP_026498539.1	HMEL014952g1.t1
OG0004241	XP_026494335.1	HMEL015596g1.t1
OG0004242	XP_026486239.1	HMEL022624g1.t1
OG0004243	XP_026498596.1	HMEL014950g1.t1
OG0004244	XP_026494391.1	HMEL015597g1.t1
OG0004245	XP_026501275.1, XP_026501276.1	HMEL009416g1.t1
OG0004246	XP_026484960.1	HMEL015153g1.t1
OG0004247	XP_026493769.1	HMEL013307g1.t1
OG0004248	XP_026486007.1	HMEL017141g1.t1
OG0004249	XP_026489584.1	HMEL013130g1.t1
OG0004250	XP_026484987.1	HMEL015151g1.t1
OG0004251	XP_026484884.1	HMEL015152g1.t1
OG0004252	XP_026493766.1	HMEL013304g1.t1
OG0004253	XP_026484910.1	HMEL005818g1.t1
OG0004254	XP_026489603.1	HMEL013132g1.t1
OG0004255	XP_026485494.1	HMEL036063g1.t1
OG0004256	XP_026483409.1	HMEL003361g1.t1
OG0004257	XP_026493790.1, XP_026493789.1	HMEL012498g1.t1
OG0004258	XP_026484935.1	HMEL015145g1.t1
OG0004259	XP_026486155.1	HMEL017145g1.t1
OG0004260	XP_026487772.1	HMEL007327g1.t1, HMEL016782g1.t1
OG0004261	XP_026485011.1, XP_026485010.1	HMEL031078g1.t1
OG0004262	XP_026501329.1	HMEL033287g1.t1
OG0004263	XP_026487728.1, XP_026487729.1	HMEL032996g1.t1
OG0004264	XP_026488452.1	HMEL003449g1.t1
OG0004265	XP_026484190.1, XP_026484198.1	HMEL002632g1.t1
OG0004266	XP_026495472.1	HMEL032369g1.t1
OG0004267	XP_026500608.1	HMEL035474g1.t1
OG0004268	XP_026484149.1	HMEL002633g1.t1
OG0004269	XP_026488451.1	HMEL021630g1.t1
OG0004270	XP_026487797.1	HMEL032999g1.t1
OG0004271	XP_026489589.1	HMEL013137g1.t1
OG0004272	XP_026487731.1	HMEL033001g1.t1
OG0004273	XP_026495867.1	HMEL036793g1.t1
OG0004274	XP_026486978.1	HMEL037669g1.t1
OG0004275	XP_026498245.1	HMEL032093g1.t1, HMEL032094g1.t1
OG0004276	XP_026495410.1	HMEL032366g1.t1
OG0004277	XP_026494383.1	HMEL038118g1.t1
OG0004278	XP_026494388.1	HMEL038119g1.t1
OG0004280	XP_026494386.1	HMEL006328g1.t1
OG0004281	XP_026495663.1	HMEL017875g1.t1
OG0004282	XP_026486804.1	HMEL002177g1.t1
OG0004283	XP_026495469.1	HMEL022515-RA, HMEL007604-RA
OG0004284	XP_026487705.1	HMEL033006g1.t1
OG0004285	XP_026501397.1, XP_026501398.1	HMEL015630g1.t1
OG0004286	XP_026493685.1	HMEL030822g1.t1
OG0004287	XP_026500593.1	HMEL035493g1.t1, HMEL038169g1.t1
OG0004288	XP_026486776.1	HMEL016333g1.t1
OG0004289	XP_026491622.1	HMEL016695g1.t1
OG0004290	XP_026493713.1	HMEL012511g1.t1
OG0004291	XP_026489071.1	HMEL015628g1.t1
OG0004292	XP_026492040.1	HMEL015388g1.t1
OG0004293	XP_026499584.1	HMEL017560g1.t1
OG0004294	XP_026487719.1	HMEL006796g1.t1
OG0004295	XP_026491643.1	HMEL033804g1.t1
OG0004296	XP_026495523.1	HMEL011342g1.t1
OG0004297	XP_026496955.1	HMEL003901g1.t1
OG0004298	XP_026498666.1	HMEL014939g1.t1
OG0004299	XP_026491673.1	HMEL016700g1.t1
OG0004300	XP_026499716.1	HMEL031636g1.t1
OG0004301	XP_026495922.1	HMEL011348g1.t1
OG0004302	XP_026497014.1	HMEL003900g1.t1
OG0004303	XP_026485531.1	HMEL007041g1.t1
OG0004304	XP_026499696.1	HMEL031640g1.t1
OG0004305	XP_026499713.1	HMEL008775g1.t1
OG0004306	XP_026495612.1, XP_026495611.1	HMEL011349g1.t1
OG0004307	XP_026489581.1	HMEL013144g1.t1
OG0004308	XP_026488875.1	HMEL007053g1.t1
OG0004309	XP_026483956.1	HMEL015003g1.t1
OG0004311	XP_026491783.1	HMEL016704g1.t1
OG0004312	XP_026499592.1	HMEL031645g1.t1
OG0004313	XP_026496946.1	HMEL003895g1.t1
OG0004314	XP_026486792.1, XP_026486791.1	HMEL016330g1.t1
OG0004315	XP_026496945.1	HMEL003894g1.t1
OG0004316	XP_026495743.1	HMEL011356g1.t1
OG0004317	XP_026495437.1	HMEL004782g1.t1
OG0004318	XP_026498296.1	HMEL032096g1.t1
OG0004319	XP_026496943.1	HMEL003892g1.t1
OG0004320	XP_026487614.1	HMEL006790g1.t1
OG0004321	XP_026493942.1	HMEL012308g1.t1
OG0004322	XP_026492036.1	HMEL003281g1.t1, HMEL017164g1.t1
OG0004323	XP_026492038.1	HMEL010777g1.t1
OG0004324	XP_026495474.1	HMEL020039g1.t1
OG0004325	XP_026494807.1	HMEL004702g1.t1
OG0004326	XP_026493673.1, XP_026493674.1	HMEL012517g1.t1
OG0004327	XP_026497005.1	HMEL003890g1.t1
OG0004328	XP_026493749.1	HMEL002389g1.t1
OG0004329	XP_026491625.1	HMEL006827g1.t1
OG0004330	XP_026495148.1	HMEL035184g1.t1
OG0004331	XP_026489068.1	HMEL033299g1.t1
OG0004332	XP_026488440.1	HMEL008878g1.t1
OG0004333	XP_026488948.1	HMEL014353g1.t1
OG0004334	XP_026485003.1	HMEL006583g1.t1
OG0004335	XP_026484992.1	HMEL009569g1.t1
OG0004336	XP_026492020.1	HMEL030658g1.t1
OG0004337	XP_026488941.1	HMEL014359g1.t1
OG0004338	XP_026494006.1	HMEL012301g1.t1
OG0004339	XP_026494217.1	HMEL038133g1.t1, HMEL038134g1.t1
OG0004340	XP_026497532.1	HMEL015018g1.t1
OG0004341	XP_026485000.1	HMEL031089g1.t1, HMEL031088g1.t1
OG0004342	XP_026496904.1	HMEL008899g1.t1
OG0004343	XP_026492544.1, XP_026492548.1	HMEL030657g1.t1
OG0004344	XP_026498248.1	HMEL032102g1.t1
OG0004345	XP_026484978.1	HMEL011725g1.t1
OG0004346	XP_026493296.1	HMEL017810g1.t1
OG0004347	XP_026497398.1	HMEL015013g1.t1
OG0004348	XP_026491814.1	HMEL005885g1.t1
OG0004349	XP_026484986.1	HMEL031092g1.t1
OG0004350	XP_026494037.1	HMEL010215g1.t1
OG0004351	XP_026498934.1	HMEL038141g1.t1
OG0004352	XP_026493272.1	HMEL012136g1.t1
OG0004353	XP_026500582.1, XP_026500581.1	HMEL013477g1.t1
OG0004354	XP_026497452.1	HMEL015008g1.t1
OG0004355	XP_026498271.1	HMEL005174g1.t1, HMEL002069g1.t1
OG0004356	XP_026491667.1	HMEL005890g1.t1
OG0004357	XP_026484965.1	HMEL011733g1.t1
OG0004358	XP_026496937.1	HMEL022527g1.t1, HMEL037059g1.t1
OG0004359	XP_026500571.1, XP_026500570.1	HMEL013474g1.t1
OG0004360	XP_026499586.1	HMEL011969g1.t1
OG0004361	XP_026486941.1	HMEL017400g1.t1
OG0004362	XP_026498253.1	HMEL014863g1.t1, HMEL032090g1.t1
OG0004363	XP_026489031.1	HMEL014369g1.t1
OG0004364	XP_026496483.1, XP_026496482.1	HMEL032333g1.t1
OG0004366	XP_026499647.1, XP_026499646.1	HMEL011974g1.t1
OG0004367	XP_026484984.1	HMEL031095g1.t1
OG0004368	XP_026499189.1, XP_026499181.1	HMEL008784g1.t1
OG0004369	XP_026500063.1	HMEL007591g1.t1
OG0004370	XP_026498940.1, XP_026498941.1	HMEL004956g1.t1
OG0004371	XP_026495750.1	HMEL021748g1.t1
OG0004372	XP_026498936.1	HMEL004954g1.t1
OG0004373	XP_026485472.1	HMEL013806g1.t1, HMEL007690g1.t1
OG0004374	XP_026484997.1, XP_026484998.1	HMEL011747g1.t1
OG0004375	XP_026498913.1	HMEL006686g1.t1
OG0004376	XP_026496751.1	HMEL037067g1.t1
OG0004377	XP_026484595.1	HMEL031096g1.t1
OG0004378	XP_026485155.1	HMEL031097g1.t1
OG0004379	XP_026493262.1	HMEL016527g1.t1
OG0004380	XP_026491620.1	HMEL016459g1.t1
OG0004381	XP_026499094.1	HMEL002819g1.t1
OG0004382	XP_026485157.1	HMEL011753g1.t1, HMEL011752g1.t1
OG0004383	XP_026497770.1	HMEL006079g1.t1
OG0004384	XP_026486880.1	HMEL002408g1.t1
OG0004385	XP_026500139.1	HMEL034779g1.t1, HMEL004382g1.t1, HMEL012630g1.t1
OG0004386	XP_026486780.1	HMEL002403g1.t1
OG0004387	XP_026493421.1, XP_026497179.1, XP_026498880.1	HMEL036346g1.t1
OG0004388	XP_026483943.1	HMEL035099g1.t1
OG0004389	XP_026491756.1	HMEL033710g1.t1
OG0004390	XP_026486867.1, XP_026486866.1	HMEL037630g1.t1
OG0004391	XP_026488269.1	HMEL009848g1.t1
OG0004392	XP_026487844.1	HMEL030800g1.t1
OG0004393	XP_026485165.1, XP_026485166.1	HMEL011761g1.t1
OG0004394	XP_026483185.1	HMEL004642g1.t1
OG0004395	XP_026486058.1	HMEL015650g1.t1
OG0004396	XP_026487846.1	HMEL005943g1.t1
OG0004397	XP_026483183.1	HMEL004646g1.t1
OG0004398	XP_026500148.1	HMEL012890g1.t1
OG0004399	XP_026487851.1	HMEL005942g1.t1
OG0004400	XP_026498287.1	HMEL032087g1.t1
OG0004401	XP_026493417.1	HMEL016535g1.t1
OG0004402	XP_026498558.1	HMEL034245g1.t1
OG0004403	XP_026499915.1	HMEL010372g1.t1
OG0004404	XP_026485689.1	HMEL016404g1.t1
OG0004406	XP_026498288.1	HMEL009973g1.t1
OG0004407	XP_026485686.1, XP_026485685.1	HMEL031975g1.t1
OG0004408	XP_026487845.1	HMEL005936g1.t1
OG0004409	XP_026485167.1	HMEL031103g1.t1
OG0004410	XP_026485697.1, XP_026485698.1	HMEL031977g1.t1
OG0004411	XP_026485695.1	HMEL031973g1.t1
OG0004412	XP_026485690.1	HMEL016401g1.t1
OG0004413	XP_026499816.1	HMEL031663g1.t1
OG0004414	XP_026496933.1	HMEL014678g1.t1
OG0004415	XP_026499812.1	HMEL015302g1.t1
OG0004417	XP_026498576.1, XP_026498578.1	HMEL014204g1.t1
OG0004418	XP_026484813.1	HMEL003343g1.t1
OG0004419	XP_026483219.1	HMEL006095-RA
OG0004421	XP_026485081.1, XP_026485080.1	HMEL003345g1.t1
OG0004422	XP_026485073.1, XP_026485074.1	HMEL003346-RA
OG0004423	XP_026497766.1	HMEL007028g1.t1
OG0004424	XP_026499170.1	HMEL006643g1.t1
OG0004426	XP_026494498.1	HMEL033371g1.t1
OG0004428	XP_026494496.1	HMEL014036g1.t1
OG0004431	XP_026484990.1	HMEL031065g1.t1
OG0004432	XP_026499493.1	HMEL035535g1.t1, HMEL035537g1.t1
OG0004433	XP_026495404.1	HMEL032351g1.t1
OG0004434	XP_026498897.1	HMEL008175g1.t1
OG0004435	XP_026499216.1	HMEL006633g1.t1
OG0004436	XP_026498909.1, XP_026498910.1	HMEL008178g1.t1
OG0004438	XP_026496120.1	HMEL006416g1.t1
OG0004439	XP_026498904.1	HMEL008180g1.t1
OG0004440	XP_026498911.1	HMEL008183g1.t1
OG0004441	XP_026487463.1	HMEL015634g1.t1
OG0004442	XP_026498390.1	HMEL007237g1.t1
OG0004443	XP_026495724.1	HMEL036819g1.t1
OG0004444	XP_026498886.1	HMEL008185g1.t1
OG0004445	XP_026487448.1	HMEL016413g1.t1
OG0004446	XP_026483999.1	HMEL014995g1.t1
OG0004447	XP_026495723.1	HMEL007496g1.t1
OG0004448	XP_026496537.1	HMEL004613g1.t1
OG0004449	XP_026487375.1, XP_026487374.1	HMEL033016g1.t1
OG0004450	XP_026498556.1, XP_026498555.1	HMEL014196g1.t1
OG0004451	XP_026495190.1, XP_026495189.1	HMEL003967g1.t1
OG0004452	XP_026496856.1, XP_026496857.1	HMEL037075g1.t1
OG0004453	XP_026487548.1	HMEL011370g1.t1
OG0004454	XP_026483989.1	HMEL015002g1.t1
OG0004455	XP_026498552.1	HMEL014191g1.t1
OG0004456	XP_026486683.1	HMEL008188g1.t1
OG0004457	XP_026499068.1	HMEL006305-RA
OG0004458	XP_026495717.1, XP_026495718.1	HMEL003620g1.t1
OG0004459	XP_026492771.1	HMEL015610-RA, HMEL015784-RA
OG0004460	XP_026498684.1	HMEL014190g1.t1
OG0004461	XP_026496526.1	HMEL011850g1.t1, HMEL032306g1.t1
OG0004462	XP_026484325.1	HMEL015194g1.t1
OG0004463	XP_026491517.1	HMEL017720g1.t1
OG0004464	XP_026484337.1	HMEL015195g1.t1
OG0004465	XP_026496517.1	HMEL032307g1.t1
OG0004466	XP_026486068.1	HMEL031956g1.t1
OG0004467	XP_026491328.1	HMEL017706g1.t1
OG0004468	XP_026493921.1	HMEL010212g1.t1
OG0004469	XP_026499788.1	HMEL015325g1.t1
OG0004470	XP_026498672.1	HMEL005059-RA
OG0004471	XP_026485620.1, XP_026498000.1, XP_026498325.1	HMEL036021g1.t1
OG0004472	XP_026484864.1	HMEL015201g1.t1
OG0004473	XP_026501043.1	HMEL002113g1.t1
OG0004474	XP_026496599.1	HMEL015943g1.t1
OG0004476	XP_026498682.1	HMEL005057g1.t1
OG0004477	XP_026483981.1	HMEL005261g1.t1
OG0004478	XP_026497719.1	HMEL004249g1.t1
OG0004479	XP_026488014.1	HMEL036830g1.t1
OG0004480	XP_026486718.1	HMEL038173g1.t1
OG0004481	XP_026486847.1	HMEL035918g1.t1, HMEL037618g1.t1
OG0004482	XP_026487999.1	HMEL022163g1.t1
OG0004483	XP_026486707.1	HMEL004479g1.t1
OG0004484	XP_026490032.1	HMEL012085g1.t1
OG0004485	XP_026494922.1	HMEL002385g1.t1
OG0004486	XP_026494695.1	HMEL015932g1.t1
OG0004488	XP_026488012.1	HMEL013721g1.t1
OG0004489	XP_026488000.1	HMEL036847g1.t1
OG0004490	XP_026486726.1	HMEL004482g1.t1
OG0004491	XP_026483923.1	HMEL011284g1.t1
OG0004492	XP_026499151.1	HMEL006649g1.t1
OG0004493	XP_026483928.1	HMEL011286g1.t1
OG0004494	XP_026488057.1	HMEL008670g1.t1
OG0004495	XP_026483927.1	HMEL011287g1.t1
OG0004496	XP_026493195.1	HMEL017428g1.t1
OG0004497	XP_026485680.1	HMEL032716g1.t1
OG0004498	XP_026492861.1	HMEL037093g1.t1
OG0004499	XP_026490311.1	HMEL012185g1.t1
OG0004500	XP_026495337.1	HMEL007756g1.t1, HMEL035219g1.t1
OG0004501	XP_026489220.1	HMEL013385g1.t1
OG0004502	XP_026489213.1	HMEL037720g1.t1
OG0004503	XP_026488067.1	HMEL014382g1.t1
OG0004504	XP_026488670.1	HMEL034169g1.t1, HMEL009683g1.t1
OG0004505	XP_026485060.1	HMEL009306g1.t1
OG0004506	XP_026483611.1	HMEL009305g1.t1
OG0004507	XP_026484591.1	HMEL003316g1.t1
OG0004508	XP_026494362.1	HMEL007868g1.t1
OG0004509	XP_026484507.1	HMEL003318g1.t1, HMEL031738g1.t1
OG0004510	XP_026494371.1	HMEL007869g1.t1
OG0004511	XP_026486574.1	HMEL008419g1.t1
OG0004512	XP_026487368.1	HMEL011404g1.t1
OG0004513	XP_026488082.1	HMEL015463g1.t1
OG0004514	XP_026490859.1	HMEL037781g1.t1
OG0004515	XP_026488079.1	HMEL015464g1.t1
OG0004516	XP_026486551.1	HMEL031682g1.t1
OG0004517	XP_026487347.1	HMEL011406g1.t1
OG0004518	XP_026484737.1	HMEL031054g1.t1
OG0004519	XP_026486000.1	HMEL008630g1.t1
OG0004520	XP_026490833.1	HMEL006363g1.t1
OG0004521	XP_026489433.1	HMEL033944g1.t1, HMEL015468g1.t1
OG0004522	XP_026490835.1	HMEL021460g1.t1, HMEL032712g1.t1, HMEL037779g1.t1
OG0004524	XP_026495143.1	HMEL035222g1.t1
OG0004525	XP_026486552.1	HMEL008423g1.t1
OG0004526	XP_026487522.1, XP_026487524.1	HMEL011413g1.t1
OG0004527	XP_026486553.1	HMEL008422g1.t1
OG0004528	XP_026485327.1	HMEL007079g1.t1
OG0004529	XP_026490862.1	HMEL013484g1.t1, HMEL020357g1.t1
OG0004530	XP_026485320.1	HMEL016172g1.t1
OG0004531	XP_026484075.1	HMEL011296g1.t1
OG0004532	XP_026497782.1	HMEL002905-RA
OG0004533	XP_026490286.1	HMEL013766g1.t1
OG0004534	XP_026497783.1	HMEL002903-RA
OG0004535	XP_026493359.1, XP_026493360.1	HMEL017444g1.t1
OG0004536	XP_026489484.1	HMEL003649g1.t1
OG0004538	XP_026494727.1, XP_026494797.1	HMEL007304-RA
OG0004539	XP_026497032.1	HMEL035564g1.t1
OG0004540	XP_026493005.1	HMEL020200g1.t1
OG0004541	XP_026489443.1	HMEL012227g1.t1, HMEL005994g1.t1
OG0004542	XP_026490244.1	HMEL013037g1.t1
OG0004543	XP_026497804.1, XP_026497803.1	HMEL030632g1.t1
OG0004544	XP_026484817.1	HMEL015292g1.t1
OG0004545	XP_026484785.1	HMEL015291g1.t1
OG0004546	XP_026497816.1	HMEL002886g1.t1
OG0004547	XP_026501773.1	HMEL030027g1.t1
OG0004548	XP_026497746.1	HMEL002889g1.t1
OG0004549	XP_026484791.1	HMEL015289g1.t1
OG0004550	XP_026501764.1	HMEL003801g1.t1
OG0004551	XP_026494941.1	HMEL005050g1.t1
OG0004552	XP_026494938.1	HMEL005049-RA, HMEL005427-RA
OG0004553	XP_026490761.1	HMEL004268g1.t1
OG0004555	XP_026489230.1	HMEL006623g1.t1
OG0004556	XP_026499762.1	HMEL037711g1.t1
OG0004557	XP_026486167.1	HMEL017386g1.t1
OG0004558	XP_026492780.1	HMEL015482g1.t1, HMEL037110g1.t1
OG0004559	XP_026487557.1	HMEL011419g1.t1
OG0004560	XP_026496495.1	HMEL014587g1.t1
OG0004561	XP_026496497.1	HMEL022224g1.t1
OG0004562	XP_026490938.1	HMEL002917g1.t1
OG0004563	XP_026483983.1	HMEL002973g1.t1
OG0004564	XP_026484896.1	HMEL015282g1.t1
OG0004565	XP_026497296.1	HMEL008818g1.t1
OG0004566	XP_026496461.1	HMEL014591g1.t1
OG0004567	XP_026490285.1	HMEL014289g1.t1
OG0004568	XP_026489446.1	HMEL034706g1.t1
OG0004569	XP_026496465.1	HMEL032329g1.t1
OG0004570	XP_026500680.1	HMEL016636g1.t1
OG0004571	XP_026489448.1	HMEL003759g1.t1
OG0004572	XP_026490879.1, XP_026490881.1	HMEL002041g1.t1
OG0004573	XP_026497735.1	HMEL002876-RA
OG0004574	XP_026488657.1	HMEL001034g1.t1
OG0004575	XP_026501755.1	HMEL030023g1.t1
OG0004576	XP_026488459.1	HMEL009850g1.t1
OG0004577	XP_026490320.1	HMEL014298g1.t1
OG0004578	XP_026488677.1	HMEL034215g1.t1
OG0004579	XP_026490736.1	HMEL010633g1.t1
OG0004580	XP_026489767.1	HMEL037741g1.t1
OG0004581	XP_026484689.1	HMEL015271g1.t1
OG0004582	XP_026500673.1	HMEL016632g1.t1
OG0004583	XP_026484685.1	HMEL031034g1.t1
OG0004584	XP_026501682.1, XP_026501681.1	HMEL035240g1.t1
OG0004585	XP_026487396.1, XP_026487395.1	HMEL011426g1.t1
OG0004587	XP_026500661.1	HMEL016628-RA
OG0004588	XP_026489496.1	HMEL006290g1.t1
OG0004589	XP_026484674.1	HMEL015262g1.t1
OG0004590	XP_026490288.1, XP_026490289.1	HMEL014309g1.t1
OG0004591	XP_026489440.1, XP_026489441.1	HMEL034710g1.t1
OG0004592	XP_026486092.1	HMEL032031g1.t1, HMEL032032g1.t1
OG0004593	XP_026484687.1, XP_026484688.1	HMEL031028g1.t1
OG0004594	XP_026493341.1	HMEL015899g1.t1
OG0004595	XP_026487989.1	HMEL036864g1.t1
OG0004596	XP_026489465.1	HMEL009275g1.t1
OG0004597	XP_026485216.1	HMEL031695g1.t1, HMEL012629g1.t1
OG0004598	XP_026490828.1	HMEL000050-RA, HMEL013483g1.t1
OG0004599	XP_026490800.1	HMEL000049g1.t1
OG0004600	XP_026488646.1	HMEL001018g1.t1
OG0004601	XP_026490269.1	HMEL014315g1.t1
OG0004602	XP_026488675.1	HMEL001019g1.t1
OG0004603	XP_026488181.1	HMEL031698g1.t1
OG0004604	XP_026488680.1	HMEL001021g1.t1
OG0004605	XP_026488679.1	HMEL001009g1.t1
OG0004606	XP_026492760.1	HMEL037122g1.t1, HMEL021418g1.t1
OG0004607	XP_026486065.1	HMEL032035g1.t1
OG0004608	XP_026488029.1	HMEL012723g1.t1
OG0004609	XP_026487483.1	HMEL033071g1.t1
OG0004610	XP_026492620.1	HMEL003090g1.t1
OG0004611	XP_026490936.1	HMEL032680g1.t1, HMEL020765g1.t1
OG0004612	XP_026484665.1	HMEL015250g1.t1
OG0004613	XP_026494495.1	HMEL014039g1.t1
OG0004614	XP_026489467.1	HMEL009278g1.t1
OG0004615	XP_026493263.1	HMEL010470g1.t1
OG0004616	XP_026487509.1	HMEL014090g1.t1
OG0004617	XP_026500721.1, XP_026500720.1	HMEL011017g1.t1
OG0004618	XP_026501763.1	HMEL022617g1.t1
OG0004619	XP_026484510.1	HMEL015245g1.t1
OG0004620	XP_026501598.1	HMEL021269g1.t1, HMEL002238g1.t1
OG0004621	XP_026490912.1	HMEL000026-RA
OG0004622	XP_026489187.1	HMEL037123g1.t1
OG0004623	XP_026491696.1	HMEL010093g1.t1
OG0004624	XP_026489486.1	HMEL009290-RA
OG0004625	XP_026501600.1	HMEL035245g1.t1
OG0004626	XP_026491217.1	HMEL010091g1.t1
OG0004627	XP_026497794.1	HMEL011101g1.t1
OG0004628	XP_026491213.1	HMEL010088g1.t1
OG0004629	XP_026501556.1	HMEL012059g1.t1
OG0004631	XP_026489185.1	HMEL008646g1.t1
OG0004632	XP_026491216.1	HMEL010086g1.t1
OG0004633	XP_026492997.1	HMEL035979g1.t1
OG0004634	XP_026501592.1, XP_026501593.1	HMEL015035g1.t1
OG0004635	XP_026484650.1	HMEL015233g1.t1
OG0004636	XP_026489829.1	HMEL003296g1.t1
OG0004637	XP_026489830.1	HMEL003294g1.t1
OG0004638	XP_026492648.1	HMEL009171g1.t1
OG0004639	XP_026499937.1	HMEL037752g1.t1
OG0004641	XP_026489823.1	HMEL003292g1.t1
OG0004642	XP_026498326.1	HMEL036012g1.t1
OG0004643	XP_026501439.1, XP_026501438.1	HMEL012756g1.t1
OG0004644	XP_026492638.1	HMEL009174g1.t1
OG0004645	XP_026498397.1	HMEL004147g1.t1
OG0004646	XP_026498366.1	HMEL009532g1.t1
OG0004648	XP_026492637.1	HMEL009176g1.t1
OG0004649	XP_026490798.1	HMEL002024g1.t1
OG0004650	XP_026489160.1, XP_026489159.1	HMEL008031g1.t1
OG0004651	XP_026489232.1	HMEL012338g1.t1
OG0004652	XP_026500666.1	HMEL011031g1.t1
OG0004653	XP_026485116.1	HMEL015221g1.t1
OG0004654	XP_026487504.1	HMEL006159g1.t1
OG0004656	XP_026488545.1, XP_026488544.1	HMEL003386g1.t1
OG0004657	XP_026486018.1, XP_026486019.1	HMEL032055g1.t1
OG0004658	XP_026490808.1	HMEL000021g1.t1
OG0004659	XP_026491924.1	HMEL030618g1.t1
OG0004660	XP_026491073.1	HMEL008958g1.t1
OG0004661	XP_026490809.1	HMEL032676g1.t1
OG0004662	XP_026491925.1	HMEL030617g1.t1
OG0004663	XP_026484776.1	HMEL015210g1.t1
OG0004664	XP_026490804.1	HMEL000013-RA
OG0004665	XP_026493852.1	HMEL011152g1.t1
OG0004666	XP_026498378.1	HMEL004143g1.t1
OG0004667	XP_026501424.1	HMEL006442g1.t1
OG0004669	XP_026498388.1	HMEL033379g1.t1
OG0004670	XP_026493243.1	HMEL036358g1.t1
OG0004671	XP_026490901.1	HMEL000008g1.t1
OG0004672	XP_026484734.1	HMEL002263g1.t1
OG0004673	XP_026491989.1	HMEL011082g1.t1
OG0004674	XP_026490909.1	HMEL000007g1.t1
OG0004675	XP_026491994.1	HMEL011080g1.t1, HMEL030614g1.t1
OG0004677	XP_026490886.1	HMEL032672g1.t1
OG0004678	XP_026498370.1	HMEL006143g1.t1
OG0004679	XP_026492593.1, XP_026492594.1	HMEL030946g1.t1
OG0004680	XP_026492585.1	HMEL009189g1.t1
OG0004681	XP_026498372.1, XP_026498371.1	HMEL006142g1.t1
OG0004682	XP_026501623.1, XP_026501624.1	HMEL006459g1.t1
