Orthogroup	Vanessa_tameamea	Heliconius_erato_lativitta
OG0005314	XP_026492945.1	HEL_009021-RA
OG0005315	XP_026494137.1	HEL_000788-RA
OG0005316	XP_026496139.1	HEL_000475-RA
OG0005317	XP_026500488.1	HEL_013240-RA
OG0005318	XP_026488755.1	HEL_011243-RA
OG0005319	XP_026498073.1	HEL_012427-RA
OG0005320	XP_026489967.1	HEL_010536-RA
OG0005321	XP_026495813.1	HEL_005675-RA
OG0005322	XP_026489968.1	HEL_010537-RA
OG0005323	XP_026498833.1	HEL_013520-RA
OG0005324	XP_026489980.1	HEL_010538-RA
OG0005325	XP_026495431.1	HEL_008219-RA
OG0005326	XP_026500523.1	HEL_013242-RA
OG0005327	XP_026498834.1	HEL_013521-RA
OG0005328	XP_026501120.1	HEL_001766-RA
OG0005330	XP_026496343.1	HEL_005238-RA
OG0005331	XP_026492962.1	HEL_008886-RA
OG0005332	XP_026496427.1	HEL_005237-RA
OG0005333	XP_026489914.1	HEL_010545-RA
OG0005334	XP_026492963.1	HEL_008885-RA
OG0005335	XP_026495408.1	HEL_008214-RA
OG0005336	XP_026495484.1	HEL_008212-RA
OG0005337	XP_026495481.1	HEL_008211-RA
OG0005338	XP_026492266.1	HEL_003531-RA
OG0005339	XP_026498492.1	HEL_013176-RA
OG0005340	XP_026492149.1	HEL_003532-RA
OG0005341	XP_026496111.1	HEL_000478-RA
OG0005342	XP_026496113.1	HEL_000479-RA
OG0005343	XP_026490664.1	HEL_011719-RA
OG0005344	XP_026498498.1	HEL_013171-RA
OG0005345	XP_026494079.1	HEL_014295-RA
OG0005346	XP_026496114.1	HEL_000480-RA
OG0005349	XP_026483541.1	HEL_010149-RA
OG0005350	XP_026488826.1	HEL_000789-RA
OG0005351	XP_026490667.1	HEL_011736-RA
OG0005352	XP_026488765.1	HEL_011263-RA
OG0005353	XP_026488976.1	HEL_000790-RA
OG0005355	XP_026495815.1, XP_026495816.1	HEL_005687-RA
OG0005356	XP_026501186.1	HEL_001777-RA
OG0005357	XP_026493992.1	HEL_014299-RA
OG0005358	XP_026495726.1	HEL_005688-RA
OG0005359	XP_026494090.1	HEL_014300-RA
OG0005360	XP_026492172.1	HEL_003535-RA
OG0005361	XP_026490162.1	HEL_000487-RA
OG0005362	XP_026500963.1	HEL_013063-RA
OG0005363	XP_026486736.1	HEL_004597-RA
OG0005364	XP_026494305.1	HEL_014302-RA
OG0005365	XP_026483539.1	HEL_010147-RA
OG0005366	XP_026494579.1	HEL_014303-RA
OG0005367	XP_026488762.1	HEL_011268-RA
OG0005368	XP_026490186.1	HEL_003320-RA
OG0005370	XP_026491035.1	HEL_003958-RA
OG0005371	XP_026490144.1	HEL_007575-RA
OG0005372	XP_026490691.1, XP_026490690.1	HEL_011726-RA
OG0005373	XP_026496324.1	HEL_005235-RA
OG0005374	XP_026497212.1	HEL_013168-RA
OG0005375	XP_026498407.1	HEL_012434-RA
OG0005376	XP_026498830.1	HEL_013525-RA
OG0005377	XP_026492890.1	HEL_005426-RA
OG0005378	XP_026492199.1	HEL_003539-RA
OG0005379	XP_026496037.1	HEL_005689-RA
OG0005380	XP_026500499.1	HEL_013261-RA
OG0005381	XP_026496038.1	HEL_005690-RA
OG0005382	XP_026490693.1	HEL_011724-RA
OG0005383	XP_026490195.1	HEL_003317-RA
OG0005384	XP_026489306.1	HEL_002274-RA
OG0005385	XP_026490197.1	HEL_005028-RA
OG0005386	XP_026500504.1	HEL_013258-RA
OG0005387	XP_026498094.1	HEL_012440-RA
OG0005388	XP_026500628.1	HEL_010204-RA
OG0005389	XP_026494597.1	HEL_011178-RA
OG0005390	XP_026489747.1	HEL_003599-RA
OG0005391	XP_026491767.1	HEL_003955-RA
OG0005392	XP_026490182.1	HEL_005029-RA
OG0005393	XP_026491761.1	HEL_003954-RA
OG0005394	XP_026484295.1	HEL_007798-RA
OG0005395	XP_026498523.1, XP_026490193.1	HEL_005030-RA
OG0005396	XP_026490663.1	HEL_011273-RA
OG0005397	XP_026497260.1	HEL_000493-RA
OG0005398	XP_026496337.1	HEL_005232-RA
OG0005399	XP_026489291.1	HEL_002278-RA
OG0005400	XP_026492919.1	HEL_005428-RA
OG0005401	XP_026496340.1	HEL_005231-RA
OG0005402	XP_026483457.1	HEL_010142-RA
OG0005403	XP_026489338.1	HEL_002281-RA
OG0005404	XP_026492905.1	HEL_005429-RA
OG0005405	XP_026491771.1	HEL_003952-RA
OG0005406	XP_026498100.1	HEL_012444-RA
OG0005407	XP_026493450.1	HEL_009709-RA
OG0005408	XP_026491770.1	HEL_003951-RA
OG0005409	XP_026496335.1	HEL_005225-RA
OG0005410	XP_026490656.1	HEL_011276-RA
OG0005411	XP_026491769.1	HEL_003950-RA
OG0005412	XP_026491766.1	HEL_003949-RA
OG0005413	XP_026489337.1	HEL_002282-RA
OG0005414	XP_026493632.1	HEL_010271-RA
OG0005415	XP_026490653.1	HEL_011278-RA
OG0005416	XP_026492182.1	HEL_003544-RA
OG0005417	XP_026492180.1	HEL_003543-RA
OG0005419	XP_026492895.1	HEL_005431-RA
OG0005420	XP_026497181.1	HEL_011743-RA
OG0005421	XP_026490211.1	HEL_005040-RA
OG0005422	XP_026489913.1	HEL_010559-RA
OG0005423	XP_026497182.1	HEL_011744-RA
OG0005424	XP_026489719.1	HEL_003591-RA
OG0005425	XP_026490205.1	HEL_005041-RA
OG0005426	XP_026497206.1	HEL_013161-RA
OG0005427	XP_026490087.1	HEL_007571-RA
OG0005428	XP_026493457.1	HEL_009713-RA
OG0005429	XP_026494235.1	HEL_006395-RA
OG0005430	XP_026489887.1	HEL_010562-RA
OG0005431	XP_026489890.1	HEL_010563-RA
OG0005432	XP_026495730.1	HEL_005695-RA
OG0005433	XP_026494658.1	HEL_008865-RA
OG0005434	XP_026495842.1	HEL_005696-RA
OG0005436	XP_026500448.1	HEL_013251-RA
OG0005438	XP_026498113.1	HEL_012448-RA
OG0005439	XP_026494171.1	HEL_006396-RA
OG0005440	XP_026498806.1	HEL_011820-RA
OG0005441	XP_026489891.1	HEL_010565-RA
OG0005442	XP_026498114.1	HEL_012452-RA
OG0005443	XP_026501149.1	HEL_001792-RA
OG0005444	XP_026489886.1	HEL_010566-RA
OG0005445	XP_026500195.1	HEL_002103-RA
OG0005446	XP_026501104.1	HEL_001795-RA
OG0005447	XP_026501105.1	HEL_001796-RA
OG0005448	XP_026489889.1	HEL_010568-RA
OG0005449	XP_026501094.1	HEL_001797-RA
OG0005450	XP_026500176.1	HEL_002104-RA
OG0005451	XP_026490658.1, XP_026490659.1	HEL_011284-RA
OG0005452	XP_026489895.1	HEL_010569-RA
OG0005453	XP_026489629.1	HEL_003587-RA
OG0005454	XP_026498470.1	HEL_011136-RA
OG0005455	XP_026493111.1	HEL_009717-RA
OG0005456	XP_026492494.1	HEL_009361-RA
OG0005457	XP_026489290.1	HEL_002285-RA
OG0005458	XP_026490018.1	HEL_010570-RA
OG0005459	XP_026489635.1	HEL_003585-RA
OG0005460	XP_026483277.1	HEL_005049-RA
OG0005461	XP_026486607.1	HEL_012454-RA
OG0005462	XP_026483287.1	HEL_005052-RA
OG0005463	XP_026495790.1	HEL_005699-RA
OG0005464	XP_026489632.1	HEL_003616-RA
OG0005465	XP_026483284.1	HEL_005053-RA
OG0005466	XP_026489631.1	HEL_003617-RA
OG0005467	XP_026483280.1	HEL_005055-RA
OG0005468	XP_026493639.1	HEL_010265-RA
OG0005469	XP_026494437.1	HEL_006402-RA
OG0005470	XP_026498445.1	HEL_011132-RA
OG0005471	XP_026494357.1	HEL_006403-RA
OG0005472	XP_026483283.1	HEL_005056-RA
OG0005473	XP_026501404.1	HEL_010212-RA
OG0005474	XP_026501384.1	HEL_010213-RA
OG0005475	XP_026493313.1	HEL_009721-RA
OG0005476	XP_026494555.1	HEL_006405-RA
OG0005477	XP_026483289.1	HEL_005057-RA
OG0005478	XP_026489705.1	HEL_003623-RA
OG0005479	XP_026496212.1	HEL_010858-RA
OG0005480	XP_026497257.1	HEL_000495-RA
OG0005481	XP_026495521.1	HEL_005702-RA
OG0005483	XP_026489709.1	HEL_003624-RA
OG0005484	XP_026490719.1	HEL_004115-RA
OG0005485	XP_026496211.1	HEL_010857-RA
OG0005486	XP_026489708.1	HEL_003628-RA
OG0005487	XP_026501134.1	HEL_001802-RA
OG0005488	XP_026495634.1	HEL_005708-RA
OG0005489	XP_026489309.1	HEL_002286-RA
OG0005490	XP_026494492.1	HEL_006410-RA
OG0005491	XP_026497249.1	HEL_000500-RA
OG0005492	XP_026501136.1	HEL_001804-RA
OG0005493	XP_026501131.1	HEL_001805-RA
OG0005494	XP_026501133.1	HEL_001807-RA
OG0005495	XP_026490580.1	HEL_011294-RA
OG0005497	XP_026499119.1	HEL_007002-RA
OG0005498	XP_026498442.1	HEL_011083-RA
OG0005499	XP_026501726.1	HEL_010221-RA
OG0005500	XP_026489750.1	HEL_003634-RA
OG0005501	XP_026495536.1	HEL_005710-RA
OG0005502	XP_026489751.1	HEL_003636-RA
OG0005503	XP_026498496.1	HEL_011084-RA
OG0005504	XP_026483438.1	HEL_010223-RA
OG0005505	XP_026492198.1	HEL_003548-RA
OG0005506	XP_026495530.1	HEL_005712-RA
OG0005507	XP_026492144.1	HEL_003549-RA
OG0005508	XP_026483503.1	HEL_010132-RA
OG0005509	XP_026495532.1	HEL_005713-RA
OG0005510	XP_026500087.1	HEL_002123-RA
OG0005511	XP_026483423.1	HEL_010131-RA
OG0005512	XP_026498451.1	HEL_011089-RA
OG0005514	XP_026484271.1	HEL_006029-RA
OG0005515	XP_026500257.1	HEL_002127-RA
OG0005516	XP_026501066.1	HEL_010260-RA
OG0005517	XP_026495499.1	HEL_005717-RA
OG0005518	XP_026501555.1	HEL_010231-RA
OG0005519	XP_026484238.1	HEL_006026-RA, HEL_011137-RA
OG0005520	XP_026500305.1	HEL_009677-RA
OG0005521	XP_026486596.1	HEL_002523-RA
OG0005522	XP_026500234.1	HEL_002128-RA
OG0005523	XP_026489989.1	HEL_009034-RA
OG0005524	XP_026498504.1	HEL_011098-RA
OG0005525	XP_026486604.1	HEL_002525-RA
OG0005526	XP_026483471.1	HEL_010124-RA
OG0005527	XP_026500277.1	HEL_009678-RA
OG0005529	XP_026486418.1	HEL_011779-RA
OG0005530	XP_026494292.1	HEL_003678-RA
OG0005531	XP_026494293.1	HEL_003676-RA
OG0005532	XP_026498506.1	HEL_011099-RA
OG0005533	XP_026494295.1	HEL_003674-RA
OG0005534	XP_026494290.1	HEL_003673-RA
OG0005535	XP_026498518.1	HEL_011105-RA
OG0005536	XP_026495914.1	HEL_005720-RA
OG0005537	XP_026497564.1	HEL_002001-RA
OG0005538	XP_026498519.1	HEL_011106-RA
OG0005539	XP_026497673.1	HEL_004943-RA
OG0005540	XP_026498517.1	HEL_011107-RA
OG0005541	XP_026494651.1	HEL_011230-RA
OG0005542	XP_026498423.1	HEL_011109-RA
OG0005543	XP_026483460.1	HEL_010121-RA
OG0005544	XP_026489901.1	HEL_009042-RA
OG0005545	XP_026494243.1	HEL_003670-RA
OG0005546	XP_026494209.1	HEL_003669-RA
OG0005547	XP_026495789.1	HEL_005726-RA
OG0005548	XP_026490381.1	HEL_000432-RA
OG0005549	XP_026498508.1	HEL_011111-RA
OG0005550	XP_026498516.1	HEL_011112-RA, HEL_011113-RA
OG0005551	XP_026494418.1	HEL_006413-RA
OG0005552	XP_026500092.1	HEL_002131-RA
OG0005553	XP_026486586.1	HEL_002528-RA
OG0005555	XP_026486611.1	HEL_002531-RA
OG0005556	XP_026497708.1	HEL_004950-RA
OG0005557	XP_026485539.1	HEL_008062-RA
OG0005558	XP_026485527.1	HEL_008061-RA
OG0005559	XP_026485519.1	HEL_008058-RA
OG0005560	XP_026494200.1	HEL_013836-RA
OG0005561	XP_026484256.1	HEL_006020-RA
OG0005562	XP_026500103.1	HEL_002136-RA
OG0005563	XP_026498486.1	HEL_011116-RA
OG0005564	XP_026500104.1	HEL_002137-RA
OG0005565	XP_026486609.1	HEL_002534-RA
OG0005566	XP_026494189.1	HEL_013839-RA
OG0005567	XP_026494201.1	HEL_013837-RA
OG0005568	XP_026484469.1	HEL_001703-RA
OG0005569	XP_026494220.1	HEL_013841-RA
OG0005570	XP_026498452.1	HEL_011119-RA
OG0005571	XP_026499026.1	HEL_010256-RA
OG0005572	XP_026484209.1	HEL_011785-RA
OG0005573	XP_026494258.1	HEL_013843-RA
OG0005574	XP_026494255.1	HEL_013845-RA
OG0005575	XP_026483416.1	HEL_010108-RA
OG0005576	XP_026498484.1	HEL_011081-RA
OG0005577	XP_026498478.1	HEL_011080-RA
OG0005578	XP_026498711.1	HEL_011843-RA
OG0005579	XP_026484627.1	HEL_008046-RA
OG0005580	XP_026494650.1	HEL_011226-RA
OG0005581	XP_026490587.1	HEL_011331-RA
OG0005582	XP_026494210.1	HEL_013852-RA
OG0005583	XP_026483418.1	HEL_010107-RA
OG0005584	XP_026500245.1	HEL_002142-RA
OG0005586	XP_026488812.1	HEL_004132-RA
OG0005587	XP_026494211.1	HEL_013853-RA
OG0005588	XP_026500248.1	HEL_002145-RA
OG0005589	XP_026498419.1	HEL_011076-RA
OG0005590	XP_026484303.1	HEL_006018-RA
OG0005591	XP_026494409.1	HEL_013854-RA
OG0005592	XP_026488776.1	HEL_002294-RA
OG0005593	XP_026488740.1	HEL_002295-RA
OG0005594	XP_026500249.1	HEL_002143-RA
OG0005595	XP_026484532.1	HEL_008044-RA
OG0005596	XP_026494042.1	HEL_006414-RA
OG0005597	XP_026500250.1	HEL_002147-RA
OG0005599	XP_026490569.1	HEL_011335-RA
OG0005600	XP_026488952.1	HEL_000804-RA
OG0005601	XP_026489898.1	HEL_009047-RA
OG0005602	XP_026498455.1	HEL_011072-RA
OG0005603	XP_026485337.1	HEL_011071-RA
OG0005604	XP_026484211.1	HEL_011789-RA
OG0005605	XP_026498740.1	HEL_011842-RA
OG0005606	XP_026499840.1	HEL_011070-RA
OG0005607	XP_026500223.1	HEL_002151-RA
OG0005609	XP_026489950.1	HEL_009050-RA
OG0005611	XP_026489952.1	HEL_009051-RA
OG0005612	XP_026498739.1	HEL_011841-RA
OG0005613	XP_026497690.1	HEL_004960-RA
OG0005614	XP_026489907.1	HEL_009052-RA
OG0005615	XP_026490328.1	HEL_000429-RA
OG0005616	XP_026489008.1	HEL_000811-RA
OG0005619	XP_026493237.1	HEL_009734-RA
OG0005620	XP_026490092.1	HEL_007659-RA
OG0005621	XP_026495793.1	HEL_011791-RA
OG0005622	XP_026495538.1	HEL_005826-RA
OG0005624	XP_026495541.1	HEL_005825-RA
OG0005626	XP_026494686.1	HEL_011222-RA
OG0005627	XP_026490583.1	HEL_011346-RA
OG0005628	XP_026483294.1	HEL_008033-RA
OG0005629	XP_026491030.1	HEL_014046-RA
OG0005630	XP_026495882.1	HEL_005816-RA
OG0005631	XP_026489080.1	HEL_000814-RA
OG0005632	XP_026483365.1	HEL_010099-RA
OG0005633	XP_026492289.1	HEL_003562-RA
OG0005634	XP_026490350.1	HEL_000426-RA
OG0005635	XP_026494407.1	HEL_013857-RA
OG0005636	XP_026491422.1	HEL_014045-RA
OG0005637	XP_026491584.1	HEL_006423-RA
OG0005638	XP_026483366.1	HEL_010098-RA
OG0005639	XP_026491423.1	HEL_014044-RA
OG0005640	XP_026491425.1	HEL_014043-RA
OG0005641	XP_026491614.1	HEL_006424-RA
OG0005642	XP_026491421.1	HEL_014041-RA
OG0005643	XP_026491420.1	HEL_014040-RA
OG0005644	XP_026498864.1	HEL_011803-RA
OG0005645	XP_026491599.1	HEL_006425-RA
OG0005646	XP_026498853.1	HEL_011802-RA
OG0005647	XP_026491424.1	HEL_014039-RA
OG0005648	XP_026491427.1	HEL_014038-RA
OG0005649	XP_026483854.1	HEL_000533-RA
OG0005650	XP_026495332.1	HEL_009061-RA
OG0005651	XP_026486519.1	HEL_004101-RA
OG0005652	XP_026494817.1	HEL_009060-RA
OG0005654	XP_026483389.1	HEL_010096-RA
OG0005655	XP_026493436.1	HEL_009735-RA
OG0005656	XP_026488132.1	HEL_002304-RA
OG0005657	XP_026486258.1	HEL_004596-RA
OG0005658	XP_026487156.1	HEL_009448-RA
OG0005659	XP_026492575.1	HEL_006428-RA
OG0005660	XP_026490412.1	HEL_004968-RA
OG0005661	XP_026498532.1	HEL_004090-RA
OG0005663	XP_026500812.1	HEL_012063-RA
OG0005664	XP_026499502.1	HEL_004094-RA
OG0005665	XP_026487511.1	HEL_002306-RA
OG0005666	XP_026490409.1	HEL_004969-RA
OG0005667	XP_026498860.1	HEL_011799-RA
OG0005668	XP_026499504.1	HEL_004095-RA
OG0005669	XP_026490420.1	HEL_004970-RA
OG0005670	XP_026486598.1	HEL_002546-RA
OG0005671	XP_026490422.1	HEL_004971-RA
OG0005672	XP_026486984.1	HEL_004653-RA
OG0005673	XP_026494612.1	HEL_011216-RA, HEL_011214-RA
OG0005674	XP_026486597.1	HEL_002547-RA
OG0005675	XP_026494934.1	HEL_009063-RA
OG0005676	XP_026490421.1	HEL_004973-RA
OG0005677	XP_026490148.1	HEL_007669-RA
OG0005678	XP_026487179.1	HEL_009446-RA
OG0005679	XP_026494936.1	HEL_009064-RA
OG0005680	XP_026498811.1	HEL_011838-RA
OG0005681	XP_026494935.1	HEL_009065-RA
OG0005682	XP_026490149.1	HEL_007670-RA
OG0005683	XP_026487182.1	HEL_009445-RA
OG0005684	XP_026490102.1	HEL_007671-RA
OG0005685	XP_026490423.1	HEL_004979-RA
OG0005686	XP_026486585.1	HEL_002548-RA
OG0005687	XP_026500786.1	HEL_012066-RA
OG0005688	XP_026486595.1	HEL_002551-RA
OG0005689	XP_026487043.1	HEL_002311-RA
OG0005690	XP_026483422.1	HEL_010090-RA
OG0005691	XP_026498872.1	HEL_011809-RA
OG0005692	XP_026487079.1	HEL_002312-RA
OG0005694	XP_026487029.1	HEL_002313-RA
OG0005695	XP_026489374.1	HEL_014526-RA
OG0005696	XP_026490437.1	HEL_004985-RA
OG0005697	XP_026490519.1	HEL_006432-RA
OG0005698	XP_026490436.1	HEL_004987-RA
OG0005699	XP_026499308.1	HEL_000820-RA
OG0005700	XP_026498844.1	HEL_011835-RA
OG0005701	XP_026498846.1	HEL_011832-RA
OG0005702	XP_026487677.1	HEL_002314-RA
OG0005703	XP_026494268.1	HEL_014247-RA
OG0005704	XP_026487340.1	HEL_002315-RA
OG0005705	XP_026487365.1	HEL_002474-RA
OG0005706	XP_026492192.1	HEL_003566-RA
OG0005707	XP_026500805.1	HEL_012077-RA
OG0005708	XP_026494267.1	HEL_014245-RA
OG0005709	XP_026500801.1	HEL_012078-RA
OG0005710	XP_026486600.1	HEL_002554-RA
OG0005712	XP_026496768.1	HEL_007835-RA
OG0005713	XP_026496767.1	HEL_007834-RA
OG0005714	XP_026492280.1	HEL_003568-RA, HEL_003569-RA
OG0005715	XP_026484576.1	HEL_001682-RA
OG0005716	XP_026494637.1	HEL_011213-RA
OG0005717	XP_026484736.1	HEL_001680-RA
OG0005718	XP_026500210.1	HEL_002161-RA
OG0005719	XP_026494867.1	HEL_009075-RA
OG0005720	XP_026494858.1	HEL_009077-RA
OG0005721	XP_026490127.1	HEL_007690-RA
OG0005722	XP_026483779.1	HEL_000521-RA
OG0005723	XP_026492225.1	HEL_003571-RA
OG0005724	XP_026496866.1	HEL_007832-RA
OG0005725	XP_026487451.1	HEL_002321-RA
OG0005726	XP_026496865.1	HEL_007829-RA
OG0005727	XP_026487484.1	HEL_002322-RA
OG0005728	XP_026487947.1	HEL_002323-RA
OG0005729	XP_026494903.1	HEL_009080-RA
OG0005730	XP_026490134.1	HEL_007696-RA
OG0005731	XP_026499287.1	HEL_000821-RA
OG0005732	XP_026498769.1	HEL_011847-RA
OG0005733	XP_026494646.1	HEL_011211-RA
OG0005734	XP_026487958.1	HEL_002325-RA
OG0005735	XP_026494965.1	HEL_009084-RA
OG0005736	XP_026483567.1	HEL_010078-RA
OG0005737	XP_026494610.1	HEL_011209-RA
OG0005738	XP_026490142.1	HEL_007700-RA
OG0005739	XP_026488542.1	HEL_002327-RA
OG0005740	XP_026483684.1	HEL_000512-RA
OG0005741	XP_026484372.1	HEL_001677-RA
OG0005742	XP_026495968.1	HEL_004999-RA
OG0005743	XP_026500807.1	HEL_012107-RA
OG0005744	XP_026490354.1	HEL_000417-RA
OG0005745	XP_026494400.1	HEL_014230-RA
OG0005746	XP_026501143.1	HEL_008080-RA
OG0005747	XP_026488099.1	HEL_002330-RA
OG0005749	XP_026501132.1	HEL_008081-RA
OG0005751	XP_026493530.1	HEL_009738-RA
OG0005753	XP_026490770.1	HEL_008083-RA
OG0005754	XP_026488111.1	HEL_002333-RA
OG0005755	XP_026493266.1	HEL_009744-RA
OG0005756	XP_026488122.1	HEL_002334-RA
OG0005758	XP_026488052.1	HEL_002335-RA
OG0005759	XP_026499335.1	HEL_005002-RA
OG0005760	XP_026485599.1	HEL_004362-RA
OG0005761	XP_026495182.1	HEL_009091-RA
OG0005762	XP_026487927.1	HEL_002336-RA
OG0005763	XP_026487173.1	HEL_009442-RA
OG0005764	XP_026487848.1	HEL_002337-RA
OG0005765	XP_026487169.1	HEL_009441-RA
OG0005766	XP_026487167.1	HEL_009440-RA
OG0005767	XP_026487936.1	HEL_002338-RA
OG0005768	XP_026487160.1	HEL_009439-RA
OG0005769	XP_026483627.1	HEL_011395-RA
OG0005771	XP_026487163.1	HEL_009436-RA
OG0005773	XP_026483629.1	HEL_011389-RA
OG0005774	XP_026484370.1	HEL_001673-RA
OG0005775	XP_026500892.1	HEL_012061-RA
OG0005776	XP_026496354.1	HEL_010829-RA
OG0005777	XP_026484371.1	HEL_001672-RA
OG0005778	XP_026497921.1	HEL_002562-RA
OG0005779	XP_026485493.1, XP_026485491.1	HEL_004358-RA
OG0005780	XP_026491040.1	HEL_006445-RA
OG0005781	XP_026494621.1	HEL_011201-RA
OG0005782	XP_026483570.1	HEL_010084-RA
OG0005783	XP_026483855.1	HEL_011385-RA
OG0005784	XP_026497931.1	HEL_002566-RA
OG0005785	XP_026496316.1, XP_026496315.1	HEL_010827-RA
OG0005786	XP_026497932.1	HEL_002567-RA
OG0005787	XP_026497934.1	HEL_002568-RA
OG0005788	XP_026490358.1	HEL_000414-RA
OG0005790	XP_026496285.1	HEL_010826-RA
OG0005791	XP_026486541.1	HEL_013947-RA
OG0005792	XP_026497926.1	HEL_002570-RA
OG0005794	XP_026486486.1	HEL_013942-RA
OG0005795	XP_026497930.1	HEL_002572-RA
OG0005797	XP_026485513.1	HEL_004356-RA
OG0005798	XP_026497928.1	HEL_002571-RA
OG0005799	XP_026497919.1	HEL_002573-RA
OG0005800	XP_026486489.1	HEL_013945-RA
OG0005801	XP_026499409.1	HEL_005010-RA
OG0005803	XP_026490629.1	HEL_011343-RA
OG0005804	XP_026486414.1	HEL_004643-RA
OG0005805	XP_026484504.1	HEL_001669-RA
OG0005806	XP_026490242.1	HEL_009268-RA
OG0005807	XP_026484503.1	HEL_001668-RA
OG0005808	XP_026496882.1	HEL_007818-RA
OG0005809	XP_026491312.1	HEL_014017-RA
OG0005810	XP_026490568.1	HEL_011337-RA
OG0005811	XP_026485408.1	HEL_004354-RA
OG0005812	XP_026490564.1	HEL_011338-RA
OG0005813	XP_026486246.1	HEL_004642-RA
OG0005814	XP_026500849.1, XP_026500850.1	HEL_009700-RA
OG0005815	XP_026488847.1	HEL_014505-RA
OG0005816	XP_026485289.1	HEL_004353-RA
OG0005817	XP_026496382.1	HEL_010823-RA
OG0005818	XP_026488877.1	HEL_014504-RA
OG0005820	XP_026486573.1	HEL_004639-RA
OG0005821	XP_026485403.1	HEL_004351-RA
OG0005822	XP_026494582.1	HEL_011193-RA
OG0005823	XP_026493119.1	HEL_009750-RA
OG0005825	XP_026500260.1	HEL_008086-RA
OG0005826	XP_026497960.1	HEL_002579-RA
OG0005827	XP_026493129.1	HEL_009755-RA
OG0005828	XP_026485510.1	HEL_004348-RA
OG0005829	XP_026493121.1	HEL_009756-RA
OG0005830	XP_026485501.1	HEL_004347-RA
OG0005831	XP_026485409.1	HEL_004346-RA
OG0005832	XP_026500145.1, XP_026500144.1	HEL_014380-RA
OG0005833	XP_026488883.1	HEL_014199-RA
OG0005834	XP_026494277.1	HEL_014221-RA
OG0005835	XP_026496973.1	HEL_007816-RA
OG0005836	XP_026486689.1	HEL_004638-RA
OG0005837	XP_026496308.1	HEL_010811-RA, HEL_010817-RA
OG0005838	XP_026484587.1	HEL_001664-RA
OG0005839	XP_026488998.1	HEL_014200-RA
OG0005840	XP_026490425.1	HEL_008091-RA
OG0005841	XP_026494587.1	HEL_011190-RA
OG0005842	XP_026494586.1	HEL_011189-RA
OG0005843	XP_026490661.1	HEL_008092-RA
OG0005844	XP_026489511.1	HEL_007967-RA
OG0005845	XP_026494640.1	HEL_011187-RA
OG0005847	XP_026489477.1	HEL_007969-RA
OG0005848	XP_026494595.1	HEL_011186-RA
OG0005850	XP_026489485.1	HEL_007968-RA
OG0005851	XP_026489476.1, XP_026489475.1	HEL_007972-RA
OG0005852	XP_026489479.1	HEL_007971-RA
OG0005853	XP_026489472.1	HEL_007970-RA
OG0005854	XP_026496773.1	HEL_007815-RA
OG0005855	XP_026483856.1	HEL_011384-RA
OG0005856	XP_026489469.1	HEL_007973-RA
OG0005857	XP_026501433.1	HEL_007976-RA
OG0005858	XP_026486360.1	HEL_007713-RA
OG0005859	XP_026494642.1	HEL_011185-RA
OG0005860	XP_026499235.1	HEL_000826-RA
OG0005861	XP_026494662.1	HEL_011184-RA
OG0005862	XP_026488975.1	HEL_014396-RA
OG0005863	XP_026487425.1	HEL_002343-RA
OG0005864	XP_026489007.1	HEL_014395-RA
OG0005865	XP_026499381.1	HEL_005023-RA
OG0005866	XP_026489118.1	HEL_014394-RA
OG0005867	XP_026487734.1	HEL_002345-RA
OG0005868	XP_026497350.1	HEL_001929-RA
OG0005869	XP_026499097.1	HEL_000829-RA
OG0005870	XP_026488622.1	HEL_002346-RA
OG0005871	XP_026489116.1	HEL_014392-RA
OG0005872	XP_026489117.1	HEL_014215-RA
OG0005873	XP_026497890.1	HEL_002589-RA
OG0005874	XP_026497352.1	HEL_001931-RA
OG0005875	XP_026493164.1	HEL_009760-RA
OG0005876	XP_026490241.1	HEL_009263-RA
OG0005877	XP_026490601.1	HEL_011351-RA
OG0005878	XP_026491344.1	HEL_008852-RA
OG0005879	XP_026487351.1	HEL_002347-RA
OG0005880	XP_026497353.1	HEL_001932-RA
OG0005881	XP_026491338.1	HEL_008851-RA
OG0005882	XP_026489114.1	HEL_014216-RA
OG0005883	XP_026500476.1	HEL_009665-RA
OG0005884	XP_026497349.1	HEL_001936-RA
OG0005887	XP_026487196.1	HEL_009424-RA
OG0005888	XP_026497356.1	HEL_001937-RA
OG0005889	XP_026494648.1	HEL_011176-RA
OG0005890	XP_026494891.1	HEL_009098-RA
OG0005892	XP_026491483.1	HEL_008846-RA
OG0005893	XP_026500281.1	HEL_007983-RA
OG0005894	XP_026493332.1	HEL_006455-RA
OG0005895	XP_026488325.1	HEL_002350-RA
OG0005896	XP_026483144.1	HEL_013009-RA
OG0005897	XP_026488311.1	HEL_002351-RA
OG0005898	XP_026494663.1	HEL_011167-RA
OG0005899	XP_026494888.1	HEL_009099-RA
OG0005900	XP_026499334.1	HEL_005027-RA
OG0005901	XP_026490378.1	HEL_000402-RA
OG0005902	XP_026494892.1	HEL_009103-RA
OG0005903	XP_026483167.1	HEL_013007-RA
OG0005904	XP_026494890.1	HEL_009104-RA
OG0005905	XP_026499375.1	HEL_004936-RA
OG0005906	XP_026490376.1	HEL_000403-RA
OG0005907	XP_026499092.1	HEL_000832-RA
OG0005908	XP_026497840.1	HEL_002595-RA
