Orthogroup	Junonia_coenia	Heliconius_melpomene_melpomene
OG0004915	JC_06327-RA	HMEL036177g1.t1
OG0004916	JC_04424-RA	HMEL005379g1.t1
OG0004917	JC_16190-RA	HMEL004469g1.t1
OG0004918	JC_03520-RA	HMEL032881g1.t1
OG0004919	JC_16189-RA	HMEL004468g1.t1
OG0004920	JC_03523-RA	HMEL032882g1.t1
OG0004921	JC_04425-RA	HMEL031797g1.t1
OG0004922	JC_04426-RA	HMEL005377g1.t1
OG0004923	JC_10468-RA	HMEL010293g1.t1
OG0004925	JC_13136-RA	HMEL013539g1.t1
OG0004926	JC_10271-RA	HMEL006433g1.t1
OG0004927	JC_01615-RA	HMEL014873g1.t1
OG0004928	JC_05690-RA	HMEL014605g1.t1
OG0004929	JC_13137-RA	HMEL013540g1.t1
OG0004930	JC_10270-RA	HMEL006434g1.t1
OG0004931	JC_10269-RA	HMEL032412g1.t1
OG0004933	JC_16183-RA	HMEL012788g1.t1
OG0004934	JC_14980-RA	HMEL034595g1.t1
OG0004935	JC_05580-RA	HMEL014794g1.t1
OG0004936	JC_10267-RA	HMEL032411g1.t1
OG0004937	JC_11483-RA	HMEL013007g1.t1
OG0004938	JC_16181-RA, JC_16182-RA	HMEL012789g1.t1
OG0004939	JC_08670-RA	HMEL012156g1.t1
OG0004940	JC_14637-RA	HMEL016396g1.t1
OG0004941	JC_15579-RA	HMEL006055g1.t1
OG0004942	JC_06694-RA	HMEL007265g1.t1
OG0004943	JC_14982-RA	HMEL016967g1.t1
OG0004944	JC_03526-RA	HMEL032883g1.t1
OG0004945	JC_13119-RA	HMEL030381g1.t1
OG0004946	JC_02414-RA	HMEL003102g1.t1
OG0004947	JC_07337-RA	HMEL018018g1.t1
OG0004948	JC_09725-RA	HMEL006029g1.t1
OG0004949	JC_04441-RA	HMEL031791g1.t1
OG0004950	JC_14985-RA	HMEL016965g1.t1
OG0004951	JC_17179-RA	HMEL010174g1.t1
OG0004952	JC_03530-RA	HMEL007827g1.t1
OG0004953	JC_08665-RA	HMEL012152g1.t1
OG0004954	JC_04440-RA	HMEL031792g1.t1
OG0004955	JC_03654-RA	HMEL003909g1.t1
OG0004956	JC_07336-RA	HMEL018017g1.t1
OG0004957	JC_08664-RA	HMEL012151g1.t1
OG0004958	JC_04438-RA	HMEL010423g1.t1
OG0004959	JC_03653-RA	HMEL003910g1.t1
OG0004960	JC_03652-RA	HMEL003911g1.t1
OG0004962	JC_04437-RA	HMEL010424g1.t1
OG0004963	JC_01616-RA	HMEL002841-RA
OG0004964	JC_06698-RA	HMEL007256g1.t1
OG0004965	JC_04348-RA	HMEL006449g1.t1
OG0004966	JC_15055-RA	HMEL008689-RA
OG0004968	JC_05569-RA	HMEL014783g1.t1
OG0004969	JC_01945-RA	HMEL013399g1.t1
OG0004970	JC_06316-RA	HMEL010392g1.t1
OG0004971	JC_16222-RA	HMEL004473g1.t1
OG0004972	JC_09731-RA	HMEL017954g1.t1
OG0004973	JC_13154-RA	HMEL007472g1.t1
OG0004974	JC_16223-RA	HMEL035403g1.t1
OG0004975	JC_05567-RA	HMEL014780g1.t1
OG0004976	JC_14616-RA	HMEL016381g1.t1
OG0004977	JC_05566-RA	HMEL014779g1.t1
OG0004978	JC_01961-RA	HMEL013401-RA
OG0004979	JC_05564-RA	HMEL014776g1.t1
OG0004980	JC_09733-RA	HMEL007770-RA
OG0004981	JC_06312-RA	HMEL021158g1.t1
OG0004982	JC_10473-RA	HMEL036598g1.t1
OG0004983	JC_15573-RA	HMEL006062g1.t1
OG0004984	JC_00724-RA	HMEL006399g1.t1
OG0004985	JC_10474-RA	HMEL010298g1.t1
OG0004986	JC_08663-RA	HMEL012148g1.t1
OG0004987	JC_10475-RA	HMEL010299g1.t1
OG0004988	JC_06305-RA	HMEL036190g1.t1
OG0004989	JC_10476-RA	HMEL010300g1.t1
OG0004990	JC_09740-RA	HMEL021420g1.t1
OG0004991	JC_13107-RA	HMEL009465g1.t1
OG0004992	JC_10478-RA	HMEL010302g1.t1
OG0004993	JC_06704-RA	HMEL013825g1.t1
OG0004994	JC_07323-RA	HMEL004745g1.t1
OG0004995	JC_06705-RA	HMEL037458g1.t1
OG0004996	JC_07927-RA	HMEL011605g1.t1
OG0004997	JC_07928-RA	HMEL011606g1.t1
OG0004998	JC_05561-RA	HMEL014773g1.t1
OG0004999	JC_17167-RA	HMEL034041g1.t1, HMEL034039g1.t1
OG0005000	JC_14613-RA	HMEL031460g1.t1
OG0005001	JC_08661-RA, JC_08659-RA	HMEL013280g1.t1
OG0005002	JC_06708-RA	HMEL013831g1.t1
OG0005003	JC_06707-RA	HMEL037461g1.t1
OG0005004	JC_14609-RA	HMEL016376g1.t1
OG0005005	JC_06709-RA	HMEL013832g1.t1
OG0005006	JC_06712-RA	HMEL013837g1.t1
OG0005007	JC_07930-RA	HMEL011607g1.t1
OG0005008	JC_09742-RA	HMEL034904g1.t1
OG0005009	JC_15561-RA	HMEL006068g1.t1
OG0005010	JC_06711-RA	HMEL037462g1.t1
OG0005012	JC_02395-RA	HMEL017694g1.t1
OG0005013	JC_17156-RA	HMEL010155g1.t1
OG0005014	JC_15212-RA	HMEL030104g1.t1
OG0005015	JC_02390-RA	HMEL017692g1.t1
OG0005016	JC_14604-RA	HMEL016373g1.t1
OG0005017	JC_15213-RA	HMEL002614g1.t1
OG0005018	JC_15051-RA	HMEL003063g1.t1
OG0005019	JC_03542-RA	HMEL032892g1.t1
OG0005020	JC_10480-RA	HMEL002995g1.t1
OG0005021	JC_10482-RA	HMEL002994g1.t1
OG0005022	JC_03543-RA	HMEL032893g1.t1
OG0005023	JC_10484-RA	HMEL002993g1.t1
OG0005024	JC_03544-RA	HMEL008516g1.t1
OG0005025	JC_02386-RA	HMEL033999g1.t1
OG0005026	JC_03545-RA	HMEL008517g1.t1
OG0005027	JC_09748-RA	HMEL014576g1.t1
OG0005028	JC_02385-RA	HMEL033998g1.t1
OG0005029	JC_02384-RA	HMEL017687g1.t1
OG0005030	JC_15210-RA	HMEL002616g1.t1
OG0005031	JC_15046-RA	HMEL003232g1.t1
OG0005032	JC_10488-RA	HMEL002989g1.t1
OG0005033	JC_10489-RA	HMEL002988g1.t1
OG0005034	JC_00721-RA	HMEL004915g1.t1
OG0005035	JC_10490-RA	HMEL002987-RA
OG0005037	JC_13165-RA	HMEL007486g1.t1
OG0005038	JC_13166-RA	HMEL007487g1.t1
OG0005039	JC_15557-RA	HMEL006070g1.t1
OG0005040	JC_02383-RA	HMEL033997g1.t1
OG0005041	JC_17160-RA	HMEL010157g1.t1
OG0005042	JC_07934-RA	HMEL030128g1.t1
OG0005043	JC_14062-RA	HMEL007406g1.t1
OG0005044	JC_14593-RA	HMEL016363g1.t1
OG0005047	JC_14592-RA	HMEL016362g1.t1
OG0005048	JC_02380-RA	HMEL017685g1.t1
OG0005049	JC_14591-RA	HMEL016361g1.t1
OG0005050	JC_15208-RA	HMEL003840g1.t1
OG0005052	JC_14590-RA	HMEL016360g1.t1
OG0005053	JC_13019-RA	HMEL008853g1.t1
OG0005054	JC_13018-RA	HMEL008854g1.t1
OG0005055	JC_08658-RA	HMEL012144g1.t1
OG0005056	JC_03648-RA	HMEL016466g1.t1
OG0005057	JC_10491-RA	HMEL036612g1.t1
OG0005058	JC_04255-RA	HMEL035257g1.t1
OG0005059	JC_00715-RA	HMEL012818g1.t1
OG0005060	JC_14070-RA	HMEL021557g1.t1
OG0005061	JC_07304-RA	HMEL015902g1.t1
OG0005062	JC_04452-RA	HMEL013360-RA
OG0005063	JC_02372-RA	HMEL010455g1.t1
OG0005064	JC_10274-RA	HMEL007945g1.t1
OG0005065	JC_15037-RA	HMEL012014g1.t1
OG0005066	JC_13015-RA	HMEL030431g1.t1
OG0005067	JC_15206-RA	HMEL003835g1.t1
OG0005068	JC_15204-RA	HMEL003834g1.t1
OG0005069	JC_13013-RA	HMEL008857g1.t1
OG0005070	JC_10276-RA	HMEL007943g1.t1
OG0005071	JC_06752-RA	HMEL013846g1.t1
OG0005072	JC_03656-RA	HMEL007254g1.t1
OG0005073	JC_06754-RA	HMEL037466g1.t1
OG0005074	JC_11502-RA	HMEL017817g1.t1
OG0005075	JC_10278-RA	HMEL007941-RA
OG0005077	JC_03557-RA	HMEL012762g1.t1
OG0005078	JC_15202-RA	HMEL004272g1.t1
OG0005079	JC_07284-RA	HMEL015908g1.t1
OG0005080	JC_02368-RA	HMEL033988g1.t1
OG0005081	JC_07942-RA	HMEL003954g1.t1
OG0005082	JC_10217-RA, JC_14309-RA, JC_12245-RA, JC_16340-RA, JC_14810-RA, JC_12995-RA	HMEL036440g1.t1
OG0005083	JC_14095-RA	HMEL005620g1.t1
OG0005084	JC_07943-RA	HMEL003955g1.t1
OG0005085	JC_16710-RA	HMEL010807g1.t1
OG0005086	JC_10280-RA	HMEL007939g1.t1
OG0005087	JC_10281-RA	HMEL007938g1.t1
OG0005088	JC_10495-RA	HMEL036606g1.t1
OG0005089	JC_15543-RA	HMEL034424g1.t1
OG0005090	JC_03558-RA	HMEL032902g1.t1
OG0005091	JC_10494-RA	HMEL036605g1.t1
OG0005092	JC_10496-RA	HMEL017081g1.t1
OG0005093	JC_03559-RA	HMEL032903g1.t1
OG0005094	JC_13007-RA	HMEL008861g1.t1
OG0005095	JC_15542-RA	HMEL015556g1.t1
OG0005097	JC_06757-RA	HMEL013853g1.t1
OG0005098	JC_06758-RA	HMEL037468g1.t1
OG0005099	JC_03657-RA	HMEL007252g1.t1
OG0005100	JC_10497-RA	HMEL017080g1.t1
OG0005101	JC_10498-RA	HMEL017079g1.t1
OG0005102	JC_10285-RA	HMEL016287g1.t1
OG0005103	JC_05659-RA	HMEL036392g1.t1
OG0005104	JC_06759-RA	HMEL037469g1.t1
OG0005105	JC_01595-RA, JC_17233-RA	HMEL030706g1.t1
OG0005107	JC_13003-RA	HMEL030432g1.t1
OG0005108	JC_16199-RA	HMEL010614g1.t1
OG0005109	JC_06766-RA	HMEL013858g1.t1
OG0005110	JC_01655-RA	HMEL013530g1.t1
OG0005111	JC_16200-RA	HMEL010613g1.t1
OG0005112	JC_10503-RA	HMEL017076g1.t1
OG0005113	JC_13002-RA	HMEL008865g1.t1
OG0005114	JC_16202-RA	HMEL035409g1.t1
OG0005115	JC_13000-RA	HMEL008867g1.t1
OG0005116	JC_10505-RA	HMEL017075g1.t1
OG0005117	JC_05542-RA	HMEL010068g1.t1
OG0005118	JC_05537-RA	HMEL010066g1.t1
OG0005119	JC_07951-RA	HMEL013292g1.t1
OG0005120	JC_05536-RA	HMEL010065g1.t1
OG0005121	JC_07952-RA	HMEL013293g1.t1
OG0005122	JC_05535-RA	HMEL010064g1.t1
OG0005123	JC_09751-RA	HMEL034911g1.t1
OG0005124	JC_15189-RA	HMEL004282g1.t1
OG0005125	JC_12997-RA	HMEL008869g1.t1
OG0005126	JC_14572-RA	HMEL014500g1.t1
OG0005127	JC_14570-RA	HMEL014499g1.t1
OG0005128	JC_16718-RA	HMEL010800g1.t1
OG0005129	JC_07956-RA	HMEL013296g1.t1
OG0005130	JC_01592-RA	HMEL009009g1.t1
OG0005131	JC_05533-RA	HMEL010062g1.t1
OG0005132	JC_04460-RA	HMEL031782g1.t1
OG0005133	JC_03563-RA	HMEL032907g1.t1
OG0005136	JC_04461-RA	HMEL002979g1.t1
OG0005137	JC_07359-RA	HMEL031513g1.t1
OG0005138	JC_07360-RA	HMEL031514g1.t1
OG0005139	JC_05532-RA	HMEL010058g1.t1
OG0005140	JC_17094-RA	HMEL034030g1.t1
OG0005141	JC_09752-RA	HMEL034912g1.t1
OG0005142	JC_07959-RA	HMEL013297g1.t1
OG0005143	JC_05531-RA	HMEL010056g1.t1
OG0005144	JC_09753-RA	HMEL034913g1.t1
OG0005145	JC_07960-RA	HMEL013298g1.t1
OG0005146	JC_10289-RA	HMEL032400g1.t1
OG0005147	JC_03661-RA	HMEL007244g1.t1
OG0005148	JC_00733-RA	HMEL004192g1.t1
OG0005149	JC_07362-RA	HMEL017118g1.t1
OG0005150	JC_03663-RA	HMEL007243g1.t1
OG0005151	JC_07962-RA	HMEL013300g1.t1
OG0005152	JC_07363-RA	HMEL017117g1.t1
OG0005153	JC_09756-RA	HMEL014696g1.t1
OG0005154	JC_11522-RA	HMEL011711g1.t1
OG0005155	JC_12795-RA	HMEL037840g1.t1
OG0005156	JC_02278-RA	HMEL011795g1.t1
OG0005157	JC_01588-RA	HMEL009012g1.t1
OG0005158	JC_12793-RA	HMEL006007g1.t1
OG0005159	JC_03668-RA	HMEL003614g1.t1
OG0005160	JC_01586-RA	HMEL009013g1.t1
OG0005161	JC_11526-RA	HMEL011710g1.t1
OG0005162	JC_09762-RA	HMEL014698g1.t1
OG0005163	JC_02280-RA	HMEL011794g1.t1
OG0005164	JC_02362-RA	HMEL033987g1.t1, HMEL022208g1.t1
OG0005165	JC_09761-RA	HMEL014699g1.t1
OG0005166	JC_07964-RA	HMEL002857g1.t1
OG0005167	JC_03669-RA	HMEL017007g1.t1
OG0005168	JC_02360-RA	HMEL014521g1.t1
OG0005170	JC_02358-RA	HMEL033985g1.t1
OG0005171	JC_16729-RA	HMEL010793g1.t1
OG0005172	JC_00739-RA	HMEL004188g1.t1
OG0005174	JC_12786-RA	HMEL006004g1.t1
OG0005176	JC_01584-RA	HMEL009014g1.t1
OG0005177	JC_15180-RA, JC_15179-RA	HMEL030107g1.t1
OG0005178	JC_14096-RA	HMEL014620g1.t1
OG0005179	JC_12784-RA	HMEL010925g1.t1
OG0005180	JC_06774-RA	HMEL005126g1.t1
OG0005181	JC_08651-RA	HMEL015911g1.t1
OG0005182	JC_09768-RA	HMEL011816g1.t1
OG0005184	JC_09770-RA	HMEL011817g1.t1
OG0005186	JC_15517-RA	HMEL004315g1.t1
OG0005188	JC_06075-RA	HMEL009555g1.t1
OG0005191	JC_16161-RA	HMEL002553g1.t1
OG0005193	JC_11543-RA	HMEL011697g1.t1
OG0005194	JC_06780-RA	HMEL005129g1.t1
OG0005195	JC_10524-RA	HMEL013068g1.t1
OG0005197	JC_01574-RA	HMEL009021g1.t1
OG0005198	JC_16162-RA	HMEL035390g1.t1
OG0005199	JC_06783-RA	HMEL005130g1.t1
OG0005200	JC_10296-RA	HMEL020646g1.t1, HMEL032386g1.t1
OG0005201	JC_06784-RA	HMEL005131g1.t1
OG0005202	JC_10526-RA	HMEL036618g1.t1
OG0005203	JC_00752-RA	HMEL015435g1.t1
OG0005204	JC_00753-RA	HMEL031245g1.t1
OG0005205	JC_12431-RA	HMEL016483g1.t1
OG0005207	JC_06083-RA	HMEL009548g1.t1
OG0005208	JC_17107-RA	HMEL034029g1.t1
OG0005209	JC_03680-RA	HMEL034993g1.t1
OG0005210	JC_06786-RA	HMEL037479g1.t1
OG0005211	JC_01572-RA	HMEL009024g1.t1
OG0005212	JC_01570-RA	HMEL009026g1.t1
OG0005214	JC_16738-RA	HMEL010790g1.t1
OG0005215	JC_01568-RA	HMEL030716g1.t1
OG0005216	JC_00756-RA	HMEL015430g1.t1
OG0005217	JC_17111-RA	HMEL014813g1.t1
OG0005218	JC_17112-RA	HMEL034026g1.t1
OG0005219	JC_03681-RA	HMEL034994g1.t1
OG0005221	JC_06087-RA	HMEL009544g1.t1
OG0005222	JC_03570-RA	HMEL032912g1.t1
OG0005223	JC_10303-RA	HMEL032389g1.t1
OG0005224	JC_14562-RA	HMEL014492g1.t1
OG0005225	JC_04469-RA	HMEL031778g1.t1
OG0005226	JC_02351-RA	HMEL020321g1.t1
OG0005228	JC_02349-RA	HMEL033980g1.t1
OG0005229	JC_04470-RA	HMEL031777g1.t1
OG0005230	JC_11447-RA	HMEL002193g1.t1
OG0005231	JC_06794-RA	HMEL037481g1.t1
OG0005232	JC_02284-RA	HMEL015795g1.t1
OG0005233	JC_11445-RA	HMEL008079g1.t1, HMEL008078g1.t1
OG0005234	JC_04474-RA	HMEL015473g1.t1
OG0005235	JC_10545-RA	HMEL016011g1.t1
OG0005236	JC_08679-RA	HMEL004339g1.t1
OG0005237	JC_08680-RA	HMEL004340g1.t1
OG0005238	JC_04475-RA	HMEL015474g1.t1
OG0005239	JC_12421-RA	HMEL004124g1.t1
OG0005240	JC_10546-RA	HMEL016012g1.t1
OG0005241	JC_04477-RA	HMEL015475g1.t1
OG0005242	JC_16586-RA	HMEL022577g1.t1
OG0005243	JC_00762-RA	HMEL015425g1.t1
OG0005244	JC_00764-RA	HMEL015424g1.t1
OG0005245	JC_04479-RA	HMEL015477g1.t1
OG0005246	JC_12420-RA	HMEL004125g1.t1
OG0005247	JC_05523-RA	HMEL017834g1.t1
OG0005248	JC_04480-RA	HMEL015478g1.t1
OG0005249	JC_05522-RA	HMEL017835g1.t1
OG0005250	JC_04485-RA	HMEL015479g1.t1
OG0005251	JC_16249-RA	HMEL014842g1.t1
OG0005252	JC_03602-RA	HMEL002443g1.t1
OG0005253	JC_00770-RA	HMEL015418g1.t1
OG0005254	JC_16580-RA	HMEL037312g1.t1
OG0005255	JC_07844-RA	HMEL015416g1.t1
OG0005256	JC_08683-RA	HMEL004343g1.t1
OG0005257	JC_15588-RA	HMEL005258-RA
OG0005258	JC_03606-RA	HMEL014978g1.t1
OG0005259	JC_00771-RA	HMEL015415g1.t1
OG0005261	JC_05520-RA	HMEL017837g1.t1
OG0005262	JC_05519-RA	HMEL017838g1.t1
OG0005263	JC_02340-RA	HMEL033977g1.t1
OG0005264	JC_00772-RA	HMEL015414g1.t1
OG0005265	JC_02338-RA	HMEL005115g1.t1
OG0005266	JC_16252-RA	HMEL006341-RA
OG0005267	JC_00773-RA	HMEL015413g1.t1
OG0005268	JC_03610-RA	HMEL032959g1.t1
OG0005269	JC_11432-RA	HMEL008072g1.t1
OG0005270	JC_00775-RA	HMEL015411g1.t1
OG0005271	JC_15988-RA, JC_15989-RA	HMEL011190g1.t1
OG0005272	JC_00697-RA	HMEL015082g1.t1
OG0005273	JC_10311-RA	HMEL003359g1.t1
OG0005274	JC_10312-RA	HMEL020080g1.t1
OG0005275	JC_08692-RA	HMEL007193g1.t1
OG0005276	JC_11428-RA	HMEL008070g1.t1
OG0005277	JC_16567-RA	HMEL003812g1.t1
OG0005278	JC_07371-RA	HMEL020141g1.t1
OG0005279	JC_15589-RA	HMEL034439g1.t1
OG0005280	JC_14885-RA	HMEL003916g1.t1
OG0005281	JC_11426-RA	HMEL011804g1.t1
OG0005282	JC_02270-RA	HMEL007802g1.t1
OG0005283	JC_04489-RA	HMEL004945g1.t1
OG0005284	JC_04263-RA	HMEL022427g1.t1
OG0005285	JC_10319-RA	HMEL014237g1.t1
OG0005286	JC_07372-RA	HMEL012622g1.t1
OG0005287	JC_05645-RA	HMEL005893g1.t1
OG0005288	JC_16262-RA	HMEL021458g1.t1
OG0005291	JC_15590-RA	HMEL004586g1.t1
OG0005293	JC_14532-RA	HMEL012754g1.t1
OG0005294	JC_03692-RA	HMEL017020g1.t1
OG0005295	JC_08694-RA	HMEL008414g1.t1
OG0005296	JC_01558-RA	HMEL009634g1.t1
OG0005297	JC_07378-RA	HMEL012618g1.t1
OG0005298	JC_00788-RA	HMEL015401g1.t1
OG0005299	JC_11422-RA	HMEL011799g1.t1
OG0005300	JC_01556-RA	HMEL030723g1.t1
OG0005301	JC_17207-RA	HMEL036951g1.t1
OG0005302	JC_07379-RA	HMEL012617g1.t1
OG0005303	JC_05509-RA	HMEL003629g1.t1
OG0005304	JC_05508-RA	HMEL003628g1.t1
OG0005305	JC_16630-RA	HMEL009562g1.t1
OG0005306	JC_11421-RA	HMEL017742g1.t1
OG0005307	JC_05507-RA	HMEL003627g1.t1
OG0005308	JC_05514-RA	HMEL003633g1.t1
OG0005309	JC_16776-RA	HMEL017859g1.t1
OG0005310	JC_11420-RA	HMEL017743g1.t1
OG0005311	JC_16778-RA	HMEL016089g1.t1
OG0005312	JC_12968-RA	HMEL030451g1.t1
OG0005313	JC_11418-RA	HMEL021619g1.t1
OG0005314	JC_11417-RA	HMEL007884-RA
OG0005315	JC_06819-RA	HMEL008244g1.t1
OG0005316	JC_14114-RA	HMEL017671g1.t1
OG0005317	JC_02275-RA	HMEL017737g1.t1
OG0005318	JC_16001-RA	HMEL003161g1.t1
OG0005319	JC_01550-RA	HMEL009641g1.t1
OG0005320	JC_03698-RA	HMEL017030g1.t1
OG0005321	JC_10567-RA	HMEL016274g1.t1
OG0005322	JC_03699-RA	HMEL017031g1.t1
OG0005323	JC_14876-RA	HMEL011623g1.t1
OG0005324	JC_03701-RA	HMEL017032g1.t1
OG0005325	JC_10326-RA	HMEL032372g1.t1
OG0005326	JC_02273-RA	HMEL035825g1.t1
OG0005327	JC_14873-RA	HMEL011622g1.t1
OG0005328	JC_00791-RA	HMEL015396g1.t1
OG0005329	JC_05502-RA	HMEL016190g1.t1
OG0005330	JC_05501-RA	HMEL034385g1.t1
OG0005331	JC_11408-RA	HMEL017541g1.t1
OG0005332	JC_05500-RA	HMEL016192g1.t1
OG0005333	JC_03706-RA	HMEL017038g1.t1
OG0005334	JC_11407-RA	HMEL017540g1.t1
OG0005335	JC_10333-RA	HMEL006359g1.t1
OG0005336	JC_10334-RA	HMEL006357g1.t1
OG0005337	JC_10335-RA	HMEL006356g1.t1
OG0005338	JC_07402-RA	HMEL012603g1.t1
OG0005339	JC_06134-RA	HMEL004020g1.t1
OG0005340	JC_07403-RA	HMEL012602g1.t1
OG0005341	JC_14119-RA	HMEL014728g1.t1
OG0005342	JC_14120-RA	HMEL014727g1.t1
OG0005343	JC_16779-RA	HMEL016085g1.t1
OG0005344	JC_06128-RA	HMEL036263g1.t1
OG0005345	JC_10253-RA	HMEL011983g1.t1
OG0005346	JC_14122-RA	HMEL007393g1.t1
OG0005347	JC_16272-RA	HMEL005566g1.t1
OG0005348	JC_16273-RA	HMEL035358g1.t1
OG0005349	JC_16275-RA	HMEL005568g1.t1
OG0005350	JC_06820-RA	HMEL011306g1.t1
OG0005351	JC_16782-RA	HMEL004920g1.t1
OG0005352	JC_16012-RA	HMEL016115g1.t1
OG0005353	JC_06821-RA	HMEL037489g1.t1
OG0005354	JC_16783-RA	HMEL004919g1.t1
OG0005355	JC_10576-RA	HMEL036623g1.t1
OG0005356	JC_00800-RA	HMEL010022g1.t1
OG0005357	JC_10248-RA	HMEL013986g1.t1
OG0005358	JC_10577-RA	HMEL016266g1.t1
OG0005359	JC_10247-RA	HMEL013984g1.t1
OG0005360	JC_07405-RA	HMEL012599g1.t1
OG0005362	JC_16740-RA, JC_16743-RA	HMEL010789g1.t1
OG0005363	JC_15624-RA	HMEL005843g1.t1
OG0005364	JC_10246-RA	HMEL032426g1.t1
OG0005365	JC_16279-RA	HMEL035356g1.t1
OG0005366	JC_10245-RA	HMEL013982g1.t1
OG0005367	JC_16015-RA	HMEL016119g1.t1
OG0005368	JC_14516-RA	HMEL031434g1.t1
OG0005369	JC_11399-RA, JC_11398-RA	HMEL017535g1.t1
OG0005370	JC_02330-RA	HMEL033960g1.t1
OG0005371	JC_04508-RA	HMEL031771g1.t1
OG0005373	JC_05497-RA	HMEL016195g1.t1
OG0005374	JC_06122-RA	HMEL004031g1.t1
OG0005375	JC_01537-RA	HMEL009649g1.t1
OG0005376	JC_14868-RA	HMEL011616g1.t1
OG0005377	JC_15591-RA	HMEL004588g1.t1
OG0005378	JC_07412-RA	HMEL012595g1.t1
OG0005379	JC_10581-RA	HMEL016264g1.t1
OG0005380	JC_02302-RA	HMEL035801g1.t1
OG0005381	JC_10582-RA	HMEL016263g1.t1
OG0005382	JC_16643-RA	HMEL016080g1.t1
OG0005383	JC_14512-RA	HMEL002749g1.t1
OG0005384	JC_07972-RA	HMEL015825g1.t1
OG0005385	JC_14511-RA	HMEL031403g1.t1
OG0005386	JC_02300-RA	HMEL009249g1.t1
OG0005387	JC_01530-RA	HMEL009653g1.t1
OG0005388	JC_09781-RA	HMEL005297g1.t1
OG0005389	JC_11340-RA	HMEL004392g1.t1
OG0005390	JC_12410-RA	HMEL005293g1.t1
OG0005392	JC_14510-RA	HMEL031404g1.t1
OG0005393	JC_02327-RA	HMEL002224g1.t1
OG0005394	JC_08714-RA	HMEL008985g1.t1
OG0005395	JC_14509-RA	HMEL031405g1.t1
OG0005396	JC_16020-RA	HMEL016124g1.t1
OG0005397	JC_14139-RA	HMEL010564g1.t1
OG0005398	JC_05494-RA	HMEL016199g1.t1
OG0005399	JC_07979-RA	HMEL015821g1.t1
OG0005400	JC_15594-RA	HMEL004591g1.t1
OG0005401	JC_05493-RA	HMEL016201g1.t1
OG0005402	JC_16286-RA	HMEL005468g1.t1
OG0005403	JC_07982-RA	HMEL015819g1.t1
OG0005404	JC_15595-RA	HMEL004592g1.t1
OG0005405	JC_02325-RA	HMEL002226g1.t1
OG0005406	JC_01528-RA	HMEL009655g1.t1
OG0005407	JC_05634-RA	HMEL036406g1.t1
OG0005408	JC_02324-RA	HMEL033958g1.t1
OG0005409	JC_05487-RA	HMEL016204g1.t1
OG0005410	JC_16023-RA	HMEL016127g1.t1
OG0005411	JC_02323-RA	HMEL002228g1.t1
OG0005412	JC_02320-RA	HMEL002229g1.t1
OG0005413	JC_07985-RA	HMEL015818g1.t1
OG0005414	JC_03595-RA	HMEL032931g1.t1
OG0005415	JC_16025-RA	HMEL016130g1.t1
OG0005416	JC_07419-RA	HMEL012588g1.t1
OG0005417	JC_07420-RA	HMEL012589g1.t1
OG0005418	JC_10221-RA	HMEL020809g1.t1
OG0005419	JC_15597-RA	HMEL004595g1.t1
OG0005420	JC_16633-RA	HMEL004926g1.t1
OG0005421	JC_14500-RA	HMEL016554g1.t1
OG0005422	JC_03717-RA	HMEL017049g1.t1
OG0005424	JC_12402-RA	HMEL002371g1.t1
OG0005425	JC_14498-RA	HMEL016552g1.t1
OG0005426	JC_06116-RA	HMEL017410g1.t1
OG0005427	JC_04515-RA	HMEL031767g1.t1
OG0005428	JC_05631-RA	HMEL007909g1.t1
OG0005429	JC_10204-RA	HMEL010986g1.t1
OG0005430	JC_03720-RA	HMEL017052g1.t1
OG0005431	JC_03721-RA	HMEL017053g1.t1
OG0005432	JC_10590-RA	HMEL016254g1.t1
OG0005433	JC_11386-RA	HMEL017522g1.t1
OG0005434	JC_10592-RA	HMEL016253g1.t1
OG0005435	JC_10203-RA	HMEL021089g1.t1, HMEL003388g1.t1
OG0005436	JC_02293-RA	HMEL013046g1.t1
OG0005438	JC_01522-RA	HMEL009659g1.t1
OG0005440	JC_14866-RA	HMEL003437g1.t1
OG0005441	JC_03724-RA	HMEL017055g1.t1
OG0005442	JC_01519-RA	HMEL022548g1.t1
OG0005443	JC_00831-RA	HMEL004323g1.t1
OG0005444	JC_03725-RA	HMEL017056g1.t1
OG0005446	JC_00828-RA	HMEL011862g1.t1
OG0005447	JC_00829-RA	HMEL011861g1.t1
OG0005448	JC_03727-RA	HMEL017058g1.t1
OG0005449	JC_00827-RA	HMEL011859g1.t1
OG0005450	JC_12951-RA	HMEL010280g1.t1
OG0005451	JC_16035-RA	HMEL016137g1.t1
OG0005452	JC_03729-RA	HMEL017059g1.t1
OG0005453	JC_12399-RA	HMEL037984g1.t1
OG0005454	JC_06149-RA	HMEL007170g1.t1
OG0005455	JC_05626-RA	HMEL007913g1.t1
OG0005456	JC_14907-RA	HMEL010686g1.t1
OG0005457	JC_07990-RA	HMEL015813g1.t1
OG0005458	JC_03731-RA	HMEL017060g1.t1
OG0005459	JC_12395-RA	HMEL037986g1.t1
OG0005460	JC_14487-RA	HMEL016542g1.t1
OG0005461	JC_01518-RA	HMEL030728g1.t1
OG0005462	JC_14485-RA	HMEL005551g1.t1
OG0005463	JC_10598-RA	HMEL016250g1.t1
OG0005465	JC_14483-RA	HMEL005550g1.t1
