Orthogroup	Junonia_coenia	Maniola_hyperantus
OG0004775	JC_01734-RA	XP_034839235.1
OG0004776	JC_13339-RA	XP_034826217.1
OG0004777	JC_00015-RA	XP_034841091.1
OG0004781	JC_13341-RA, JC_13342-RA	XP_034826648.1
OG0004782	JC_01749-RA	XP_034839239.1
OG0004783	JC_01756-RA	XP_034839464.1
OG0004784	JC_01759-RA	XP_034839178.1
OG0004785	JC_01763-RA	XP_034839538.1
OG0004786	JC_01034-RA	XP_034833606.1
OG0004787	JC_01116-RA	XP_034833412.1
OG0004788	JC_01784-RA, JC_01783-RA	XP_034839184.1
OG0004789	JC_01786-RA	XP_034839189.1, XP_034839188.1
OG0004790	JC_01787-RA	XP_034839187.1, XP_034839186.1
OG0004791	JC_01788-RA	XP_034839297.1
OG0004793	JC_15713-RA	XP_034836843.1
OG0004796	JC_16449-RA	XP_034838839.1
OG0004798	JC_16113-RA	XP_034838661.1, XP_034838662.1
OG0004800	JC_10078-RA	XP_034835323.1
OG0004802	JC_14789-RA	XP_034837079.1
OG0004802	JC_14787-RA	XP_034837078.1
OG0004803	JC_15440-RA	XP_034837793.1
OG0004804	JC_09866-RA, JC_09867-RA	XP_034835615.1
OG0004805	JC_00144-RA	XP_034840976.1
OG0004806	JC_05787-RA	XP_034833575.1
OG0004807	JC_01079-RA	XP_034831607.1, XP_034831616.1
OG0004809	JC_07904-RA, JC_07903-RA	XP_034832175.1
OG0004810	JC_01119-RA	XP_034833398.1
OG0004811	JC_01682-RA	XP_034839308.1, XP_034833615.1
OG0004812	JC_09384-RA	XP_034826741.1
OG0004813	JC_11299-RA	XP_034832585.1
OG0004814	JC_04240-RA	XP_034840194.1, XP_034840195.1
OG0004815	JC_02791-RA	XP_034825098.1, XP_034825100.1, XP_034825099.1
OG0004816	JC_03674-RA, JC_03672-RA, JC_03673-RA	XP_034840184.1
OG0004817	JC_15530-RA, JC_15533-RA	XP_034836767.1
OG0004818	JC_03245-RA	XP_034830662.1, XP_034830661.1, XP_034830660.1
OG0004819	JC_08847-RA	XP_034829806.1
OG0004821	JC_02928-RA, JC_02929-RA	XP_034825072.1
OG0004822	JC_02820-RA	XP_034825003.1, XP_034825004.1, XP_034825002.1
OG0004824	JC_07735-RA, JC_07736-RA	XP_034831770.1
OG0004825	JC_07738-RA	XP_034831773.1
OG0004826	JC_11237-RA	XP_034832902.1
OG0004827	JC_04412-RA, JC_04411-RA	XP_034824898.1
OG0004828	JC_00565-RA	XP_034840982.1, XP_034840983.1
OG0004829	JC_01278-RA	XP_034835785.1
OG0004830	JC_03193-RA	XP_034830973.1
OG0004831	JC_08459-RA	XP_034825456.1, XP_034825448.1
OG0004832	JC_08481-RA	XP_034841349.1
OG0004836	JC_02445-RA, JC_02446-RA, JC_02447-RA	XP_034825373.1, XP_034825362.1
OG0004839	JC_04972-RA	XP_034824850.1, XP_034824851.1, XP_034824307.1
OG0004849	JC_14863-RA	XP_034837351.1
OG0004850	JC_06871-RA	XP_034831139.1
OG0004851	JC_02313-RA	XP_034839286.1
OG0004852	JC_14044-RA	XP_034836606.1
OG0004853	JC_14864-RA	XP_034837359.1
OG0004855	JC_03638-RA	XP_034840338.1
OG0004856	JC_14045-RA	XP_034836596.1
OG0004859	JC_05607-RA	XP_034829509.1
OG0004861	JC_15583-RA	XP_034837021.1
OG0004862	JC_13123-RA	XP_034835790.1
OG0004863	JC_02142-RA	XP_034839414.1
OG0004864	JC_08645-RA	XP_034830000.1
OG0004865	JC_14832-RA	XP_034837396.1
OG0004866	JC_05676-RA	XP_034833196.1
OG0004867	JC_17074-RA	XP_034834274.1
OG0004868	JC_07907-RA	XP_034823960.1
OG0004869	JC_13125-RA	XP_034836098.1
OG0004870	JC_14833-RA	XP_034837373.1
OG0004871	JC_00693-RA	XP_034841003.1
OG0004872	JC_05678-RA	XP_034833198.1
OG0004873	JC_15582-RA	XP_034836842.1
OG0004874	JC_04413-RA	XP_034824905.1
OG0004875	JC_05597-RA	XP_034829505.1
OG0004876	JC_10457-RA	XP_034834913.1
OG0004877	JC_14658-RA	XP_034826134.1
OG0004878	JC_02141-RA	XP_034839418.1
OG0004879	JC_05682-RA	XP_034833193.1
OG0004880	JC_17052-RA	XP_034838244.1
OG0004881	JC_09700-RA	XP_034826791.1
OG0004882	JC_10458-RA	XP_034834914.1
OG0004883	JC_06340-RA	XP_034828699.1
OG0004884	JC_05683-RA	XP_034833194.1
OG0004885	JC_05595-RA	XP_034829191.1
OG0004886	JC_07913-RA	XP_034828588.1
OG0004887	JC_04415-RA	XP_034824916.1
OG0004888	JC_10460-RA	XP_034834770.1
OG0004889	JC_05685-RA	XP_034833189.1
OG0004890	JC_08672-RA	XP_034829622.1
OG0004891	JC_07356-RA	XP_034831872.1
OG0004892	JC_09702-RA	XP_034826794.1
OG0004895	JC_10464-RA	XP_034834493.1
OG0004896	JC_01901-RA	XP_034839381.1
OG0004897	JC_06691-RA	XP_034831205.1
OG0004898	JC_03643-RA	XP_034840497.1
OG0004899	JC_04418-RA	XP_034824918.1
OG0004900	JC_06330-RA	XP_034828409.1
OG0004901	JC_03514-RA	XP_034830255.1
OG0004902	JC_05585-RA	XP_034829175.1
OG0004904	JC_07351-RA	XP_034832259.1
OG0004905	JC_12817-RA	XP_034834267.1
OG0004906	JC_16176-RA	XP_034827745.1
OG0004907	JC_15222-RA	XP_034837579.1
OG0004908	JC_02217-RA	XP_034839343.1
OG0004909	JC_09707-RA	XP_034826819.1
OG0004910	JC_13131-RA	XP_034836101.1
OG0004911	JC_13132-RA	XP_034836106.1
OG0004912	JC_06328-RA	XP_034828381.1
OG0004913	JC_15221-RA	XP_034837712.1
OG0004914	JC_15220-RA	XP_034837507.1
OG0004915	JC_06327-RA	XP_034828402.1
OG0004916	JC_04424-RA	XP_034824908.1
OG0004917	JC_16190-RA	XP_034828135.1
OG0004918	JC_03520-RA	XP_034830918.1
OG0004919	JC_16189-RA	XP_034828138.1
OG0004920	JC_03523-RA	XP_034830438.1
OG0004921	JC_04425-RA	XP_034824896.1
OG0004922	JC_04426-RA	XP_034824910.1
OG0004923	JC_10468-RA	XP_034834866.1
OG0004924	JC_12696-RA, JC_12697-RA, JC_16967-RA	XP_034836860.1
OG0004925	JC_13136-RA	XP_034835990.1
OG0004926	JC_10271-RA	XP_034835165.1
OG0004928	JC_05690-RA	XP_034833672.1
OG0004929	JC_13137-RA	XP_034835995.1
OG0004930	JC_10270-RA	XP_034835168.1
OG0004931	JC_10269-RA	XP_034835267.1
OG0004933	JC_16183-RA	XP_034828133.1
OG0004934	JC_14980-RA	XP_034837389.1
OG0004935	JC_05580-RA	XP_034829484.1
OG0004936	JC_10267-RA	XP_034835707.1
OG0004937	JC_11483-RA	XP_034832725.1
OG0004938	JC_16181-RA, JC_16182-RA	XP_034827750.1
OG0004939	JC_08670-RA	XP_034829766.1
OG0004940	JC_14637-RA	XP_034825894.1
OG0004941	JC_15579-RA	XP_034836755.1
OG0004942	JC_06694-RA	XP_034831206.1
OG0004943	JC_14982-RA	XP_034837379.1
OG0004944	JC_03526-RA	XP_034830425.1
OG0004945	JC_13119-RA	XP_034836041.1
OG0004946	JC_02414-RA	XP_034825049.1
OG0004947	JC_07337-RA	XP_034832293.1
OG0004948	JC_09725-RA	XP_034826965.1
OG0004949	JC_04441-RA	XP_034824889.1
OG0004950	JC_14985-RA	XP_034837404.1
OG0004951	JC_17179-RA	XP_034838146.1
OG0004952	JC_03530-RA	XP_034830612.1
OG0004953	JC_08665-RA	XP_034829552.1
OG0004954	JC_04440-RA	XP_034824890.1
OG0004955	JC_03654-RA	XP_034840792.1
OG0004956	JC_07336-RA	XP_034832287.1
OG0004958	JC_04438-RA	XP_034824924.1
OG0004959	JC_03653-RA	XP_034840791.1
OG0004960	JC_03652-RA	XP_034840794.1
OG0004961	JC_01896-RA	XP_034839349.1
OG0004962	JC_04437-RA	XP_034824892.1
OG0004963	JC_01616-RA	XP_034832166.1
OG0004964	JC_06698-RA	XP_034831526.1
OG0004966	JC_15055-RA	XP_034837348.1
OG0004968	JC_05569-RA	XP_034829046.1
OG0004969	JC_01945-RA	XP_034839430.1
OG0004970	JC_06316-RA	XP_034828403.1
OG0004971	JC_16222-RA	XP_034828130.1
OG0004972	JC_09731-RA	XP_034826795.1
OG0004973	JC_13154-RA	XP_034835806.1
OG0004974	JC_16223-RA	XP_034828129.1
OG0004975	JC_05567-RA	XP_034829041.1
OG0004977	JC_05566-RA	XP_034829475.1
OG0004978	JC_01961-RA	XP_034839405.1
OG0004979	JC_05564-RA	XP_034829042.1
OG0004980	JC_09733-RA	XP_034826784.1
OG0004981	JC_06312-RA	XP_034828388.1
OG0004982	JC_10473-RA	XP_034835023.1
OG0004983	JC_15573-RA	XP_034837037.1
OG0004984	JC_00724-RA	XP_034841241.1
OG0004985	JC_10474-RA	XP_034835025.1
OG0004986	JC_08663-RA	XP_034829773.1
OG0004987	JC_10475-RA	XP_034835021.1
OG0004988	JC_06305-RA	XP_034828384.1
OG0004989	JC_10476-RA	XP_034835024.1
OG0004990	JC_09740-RA	XP_034826817.1
OG0004991	JC_13107-RA	XP_034836071.1
OG0004992	JC_10478-RA	XP_034835019.1
OG0004993	JC_06704-RA	XP_034831038.1
OG0004994	JC_07323-RA	XP_034832413.1
OG0004995	JC_06705-RA	XP_034831067.1
OG0004996	JC_07927-RA	XP_034824223.1
OG0004997	JC_07928-RA	XP_034824235.1
OG0004998	JC_05561-RA	XP_034829092.1
OG0005000	JC_14613-RA	XP_034825983.1
OG0005001	JC_08661-RA, JC_08659-RA	XP_034826816.1
OG0005002	JC_06708-RA	XP_034831434.1
OG0005003	JC_06707-RA	XP_034831435.1
OG0005004	JC_14609-RA	XP_034826144.1
OG0005005	JC_06709-RA	XP_034831433.1
OG0005006	JC_06712-RA	XP_034831437.1
OG0005007	JC_07930-RA	XP_034824099.1
OG0005008	JC_09742-RA	XP_034826792.1
OG0005009	JC_15561-RA	XP_034836829.1
OG0005010	JC_06711-RA	XP_034831428.1
OG0005012	JC_02395-RA	XP_034825527.1
OG0005013	JC_17156-RA	XP_034838183.1
OG0005014	JC_15212-RA	XP_034837717.1
OG0005015	JC_02390-RA	XP_034825305.1
OG0005016	JC_14604-RA	XP_034825855.1
OG0005017	JC_15213-RA	XP_034837573.1
OG0005018	JC_15051-RA	XP_034837141.1
OG0005019	JC_03542-RA	XP_034830457.1
OG0005020	JC_10480-RA	XP_034834922.1
OG0005021	JC_10482-RA	XP_034834446.1
OG0005022	JC_03543-RA	XP_034830460.1
OG0005023	JC_10484-RA	XP_034834447.1
OG0005024	JC_03544-RA	XP_034830453.1
OG0005025	JC_02386-RA	XP_034825303.1
OG0005026	JC_03545-RA	XP_034830850.1
OG0005027	JC_09748-RA	XP_034826693.1
OG0005028	JC_02385-RA	XP_034825322.1
OG0005029	JC_02384-RA	XP_034825301.1
OG0005030	JC_15210-RA	XP_034837574.1
OG0005031	JC_15046-RA	XP_034837422.1
OG0005032	JC_10488-RA	XP_034834625.1
OG0005033	JC_10489-RA	XP_034834628.1
OG0005034	JC_00721-RA	XP_034841251.1
OG0005035	JC_10490-RA	XP_034834620.1
OG0005037	JC_13165-RA	XP_034835973.1
OG0005038	JC_13166-RA	XP_034835968.1
OG0005039	JC_15557-RA	XP_034836828.1
OG0005040	JC_02383-RA	XP_034825299.1
OG0005041	JC_17160-RA	XP_034838145.1
OG0005042	JC_07934-RA	XP_034824247.1
OG0005043	JC_14062-RA	XP_034836569.1
OG0005044	JC_14593-RA	XP_034826178.1
OG0005046	JC_02381-RA	XP_034825321.1
OG0005047	JC_14592-RA	XP_034826448.1
OG0005048	JC_02380-RA	XP_034825323.1
OG0005049	JC_14591-RA	XP_034825966.1
OG0005050	JC_15208-RA	XP_034837629.1
OG0005052	JC_14590-RA	XP_034826062.1
OG0005053	JC_13019-RA	XP_034836234.1
OG0005054	JC_13018-RA	XP_034835828.1
OG0005055	JC_08658-RA	XP_034829747.1
OG0005056	JC_03648-RA	XP_034840035.1
OG0005057	JC_10491-RA	XP_034834622.1
OG0005058	JC_04255-RA	XP_034839740.1
OG0005059	JC_00715-RA	XP_034841252.1
OG0005060	JC_14070-RA	XP_034836563.1
OG0005061	JC_07304-RA	XP_034831919.1
OG0005062	JC_04452-RA	XP_034824418.1
OG0005063	JC_02372-RA	XP_034825356.1
OG0005064	JC_10274-RA	XP_034835127.1
OG0005065	JC_15037-RA	XP_034837221.1
OG0005066	JC_13015-RA	XP_034835830.1
OG0005067	JC_15206-RA	XP_034837639.1
OG0005068	JC_15204-RA	XP_034837602.1
OG0005069	JC_13013-RA	XP_034835829.1
OG0005070	JC_10276-RA	XP_034835137.1
OG0005071	JC_06752-RA	XP_034831323.1
OG0005072	JC_03656-RA	XP_034840302.1
OG0005073	JC_06754-RA	XP_034831530.1
OG0005074	JC_11502-RA	XP_034833031.1
OG0005075	JC_10278-RA	XP_034835132.1
OG0005077	JC_03557-RA	XP_034830717.1
OG0005078	JC_15202-RA	XP_034837481.1
OG0005079	JC_07284-RA	XP_034832064.1
OG0005080	JC_02368-RA	XP_034825403.1
OG0005081	JC_07942-RA	XP_034827251.1
OG0005083	JC_14095-RA	XP_034836435.1
OG0005084	JC_07943-RA	XP_034827241.1
OG0005085	JC_16710-RA	XP_034838808.1
OG0005086	JC_10280-RA	XP_034835138.1
OG0005087	JC_10281-RA	XP_034835245.1
OG0005088	JC_10495-RA	XP_034834498.1
OG0005089	JC_15543-RA	XP_034836759.1
OG0005090	JC_03558-RA	XP_034830716.1
OG0005091	JC_10494-RA	XP_034834349.1
OG0005092	JC_10496-RA	XP_034834591.1
OG0005093	JC_03559-RA	XP_034830721.1
OG0005094	JC_13007-RA	XP_034836132.1
OG0005095	JC_15542-RA	XP_034836760.1
OG0005097	JC_06757-RA	XP_034831404.1
OG0005098	JC_06758-RA	XP_034831382.1
OG0005099	JC_03657-RA	XP_034840176.1
OG0005100	JC_10497-RA	XP_034834864.1
OG0005101	JC_10498-RA	XP_034834860.1
OG0005102	JC_10285-RA	XP_034835247.1
OG0005103	JC_05659-RA	XP_034833503.1
OG0005104	JC_06759-RA	XP_034831405.1
OG0005105	JC_01595-RA, JC_17233-RA	XP_034832607.1
OG0005106	JC_10501-RA, JC_10500-RA	XP_034834862.1
OG0005107	JC_13003-RA	XP_034835839.1
OG0005108	JC_16199-RA	XP_034827973.1
OG0005109	JC_06766-RA	XP_034831396.1
OG0005110	JC_01655-RA	XP_034839528.1
OG0005111	JC_16200-RA	XP_034828289.1
OG0005112	JC_10503-RA	XP_034834924.1
OG0005113	JC_13002-RA	XP_034835841.1, XP_034835842.1
OG0005114	JC_16202-RA	XP_034828285.1
OG0005115	JC_13000-RA	XP_034835857.1
OG0005116	JC_10505-RA	XP_034835006.1
OG0005117	JC_05542-RA	XP_034829252.1
OG0005118	JC_05537-RA	XP_034829255.1
OG0005119	JC_07951-RA	XP_034841452.1
OG0005120	JC_05536-RA	XP_034829251.1
OG0005121	JC_07952-RA	XP_034841217.1
OG0005122	JC_05535-RA	XP_034828975.1
OG0005123	JC_09751-RA	XP_034826956.1
OG0005124	JC_15189-RA	XP_034837497.1
OG0005125	JC_12997-RA	XP_034835941.1
OG0005126	JC_14572-RA	XP_034826348.1
OG0005127	JC_14570-RA	XP_034826331.1
OG0005128	JC_16718-RA	XP_034839109.1
OG0005129	JC_07956-RA	XP_034841344.1
OG0005130	JC_01592-RA	XP_034834189.1
OG0005131	JC_05533-RA	XP_034828949.1
OG0005132	JC_04460-RA	XP_034824431.1
OG0005133	JC_03563-RA	XP_034830315.1
OG0005134	JC_17092-RA	XP_034837814.1
OG0005136	JC_04461-RA	XP_034824432.1
OG0005137	JC_07359-RA	XP_034831881.1
OG0005138	JC_07360-RA	XP_034831866.1
OG0005139	JC_05532-RA	XP_034829373.1
OG0005140	JC_17094-RA	XP_034838086.1
OG0005141	JC_09752-RA	XP_034826686.1
OG0005142	JC_07959-RA	XP_034841513.1
OG0005143	JC_05531-RA	XP_034829372.1
OG0005144	JC_09753-RA	XP_034827340.1
OG0005145	JC_07960-RA	XP_034824690.1
OG0005146	JC_10289-RA	XP_034835241.1
OG0005147	JC_03661-RA	XP_034840158.1
OG0005148	JC_00733-RA	XP_034823970.1
OG0005149	JC_07362-RA	XP_034831880.1
OG0005150	JC_03663-RA	XP_034840157.1
OG0005151	JC_07962-RA	XP_034824506.1
OG0005152	JC_07363-RA	XP_034831873.1
OG0005153	JC_09756-RA	XP_034827342.1
OG0005154	JC_11522-RA	XP_034832562.1
OG0005155	JC_12795-RA	XP_034833862.1
OG0005156	JC_02278-RA	XP_034839267.1
OG0005157	JC_01588-RA	XP_034837469.1
OG0005158	JC_12793-RA	XP_034833860.1
OG0005159	JC_03668-RA	XP_034840210.1
OG0005160	JC_01586-RA	XP_034837419.1
OG0005161	JC_11526-RA	XP_034832593.1
OG0005162	JC_09762-RA	XP_034827343.1
OG0005163	JC_02280-RA	XP_034839157.1
OG0005164	JC_02362-RA	XP_034825645.1
OG0005165	JC_09761-RA	XP_034826714.1
OG0005166	JC_07964-RA	XP_034825521.1
OG0005167	JC_03669-RA	XP_034840769.1
OG0005168	JC_02360-RA	XP_034825646.1
OG0005169	JC_00736-RA	XP_034823969.1
OG0005170	JC_02358-RA	XP_034825641.1
OG0005171	JC_16729-RA	XP_034839088.1
OG0005172	JC_00739-RA	XP_034823948.1
OG0005174	JC_12786-RA	XP_034834067.1
OG0005176	JC_01584-RA	XP_034837503.1
OG0005177	JC_15180-RA, JC_15179-RA	XP_034837726.1
OG0005178	JC_14096-RA	XP_034836474.1
OG0005179	JC_12784-RA	XP_034834259.1
OG0005180	JC_06774-RA	XP_034831402.1
OG0005181	JC_08651-RA	XP_034830005.1
OG0005182	JC_09768-RA	XP_034826892.1
OG0005184	JC_09770-RA	XP_034826894.1
OG0005185	JC_02286-RA	XP_034839277.1
OG0005186	JC_15517-RA	XP_034836796.1
OG0005188	JC_06075-RA	XP_034828343.1
OG0005190	JC_15025-RA	XP_034837146.1
OG0005191	JC_16161-RA	XP_034828079.1
OG0005192	JC_09775-RA	XP_034826895.1
OG0005194	JC_06780-RA	XP_034831380.1
OG0005195	JC_10524-RA	XP_034834691.1
OG0005196	JC_11544-RA	XP_034832663.1, XP_034832662.1
OG0005197	JC_01574-RA	XP_034837388.1
OG0005198	JC_16162-RA	XP_034828076.1
OG0005199	JC_06783-RA	XP_034831399.1
OG0005200	JC_10296-RA	XP_034835256.1
OG0005201	JC_06784-RA	XP_034831411.1
OG0005202	JC_10526-RA	XP_034834937.1
OG0005203	JC_00752-RA	XP_034823976.1
OG0005204	JC_00753-RA	XP_034823999.1
OG0005205	JC_12431-RA	XP_034834258.1
OG0005207	JC_06083-RA	XP_034828354.1
OG0005208	JC_17107-RA	XP_034838103.1
OG0005209	JC_03680-RA	XP_034840345.1
OG0005210	JC_06786-RA	XP_034831403.1
OG0005211	JC_01572-RA	XP_034837595.1
OG0005212	JC_01570-RA	XP_034837480.1
OG0005213	JC_11549-RA	XP_034833008.1
OG0005214	JC_16738-RA	XP_034838935.1
OG0005215	JC_01568-RA	XP_034837552.1
OG0005216	JC_00756-RA	XP_034823977.1
OG0005217	JC_17111-RA	XP_034838101.1
OG0005218	JC_17112-RA	XP_034838097.1
OG0005219	JC_03681-RA	XP_034840814.1
OG0005220	JC_06791-RA, JC_06792-RA	XP_034831385.1
OG0005221	JC_06087-RA	XP_034828344.1
OG0005222	JC_03570-RA	XP_034830477.1
OG0005223	JC_10303-RA	XP_034835260.1
OG0005224	JC_14562-RA	XP_034826346.1
OG0005225	JC_04469-RA	XP_034824721.1
OG0005226	JC_02351-RA	XP_034825354.1
OG0005227	JC_06088-RA	XP_034828793.1
OG0005228	JC_02349-RA	XP_034825353.1
OG0005229	JC_04470-RA	XP_034824635.1
OG0005230	JC_11447-RA	XP_034832943.1
OG0005231	JC_06794-RA	XP_034831393.1
OG0005232	JC_02284-RA	XP_034839288.1
OG0005234	JC_04474-RA	XP_034824642.1
OG0005235	JC_10545-RA	XP_034834671.1
OG0005236	JC_08679-RA	XP_034829749.1
OG0005237	JC_08680-RA	XP_034829748.1
OG0005238	JC_04475-RA	XP_034824643.1
OG0005239	JC_12421-RA	XP_034834020.1
OG0005240	JC_10546-RA	XP_034834739.1
OG0005241	JC_04477-RA	XP_034824639.1
OG0005242	JC_16586-RA	XP_034838787.1
OG0005243	JC_00762-RA	XP_034823958.1
OG0005244	JC_00764-RA	XP_034840842.1
OG0005245	JC_04479-RA	XP_034824634.1
OG0005246	JC_12420-RA	XP_034834025.1
OG0005247	JC_05523-RA	XP_034828947.1
OG0005248	JC_04480-RA	XP_034824221.1
OG0005249	JC_05522-RA	XP_034828946.1
OG0005250	JC_04485-RA	XP_034824719.1
OG0005251	JC_16249-RA	XP_034827767.1
OG0005252	JC_03602-RA	XP_034830888.1
OG0005254	JC_16580-RA	XP_034838987.1
OG0005255	JC_07844-RA	XP_034823965.1
OG0005256	JC_08683-RA	XP_034829810.1
OG0005257	JC_15588-RA	XP_034836784.1
OG0005258	JC_03606-RA	XP_034830337.1
OG0005259	JC_00771-RA	XP_034823995.1
OG0005261	JC_05520-RA	XP_034829152.1
OG0005262	JC_05519-RA	XP_034828951.1
OG0005263	JC_02340-RA	XP_034825149.1
OG0005264	JC_00772-RA	XP_034823962.1
OG0005265	JC_02338-RA	XP_034825150.1
OG0005266	JC_16252-RA	XP_034827680.1
OG0005267	JC_00773-RA	XP_034823940.1
OG0005268	JC_03610-RA	XP_034830887.1
OG0005269	JC_11432-RA	XP_034832657.1
OG0005270	JC_00775-RA	XP_034824000.1
OG0005271	JC_15988-RA, JC_15989-RA	XP_034838588.1
OG0005272	JC_00697-RA	XP_034840847.1
OG0005273	JC_10311-RA	XP_034835631.1
OG0005274	JC_10312-RA	XP_034835627.1
OG0005275	JC_08692-RA	XP_034829816.1
OG0005276	JC_11428-RA	XP_034833047.1
OG0005277	JC_16567-RA	XP_034838993.1
OG0005278	JC_07371-RA	XP_034832032.1
OG0005279	JC_15589-RA	XP_034836730.1
OG0005280	JC_14885-RA	XP_034837205.1
OG0005281	JC_11426-RA	XP_034833049.1
OG0005282	JC_02270-RA	XP_034839426.1
OG0005283	JC_04489-RA	XP_034824427.1
OG0005285	JC_10319-RA	XP_034835073.1
OG0005286	JC_07372-RA	XP_034831724.1
OG0005287	JC_05645-RA	XP_034833152.1
OG0005288	JC_16262-RA	XP_034827674.1
OG0005289	JC_05515-RA	XP_034828957.1
OG0005291	JC_15590-RA	XP_034837039.1
OG0005292	JC_05513-RA	XP_034828941.1
OG0005293	JC_14532-RA	XP_034826341.1
OG0005294	JC_03692-RA	XP_034840712.1
OG0005295	JC_08694-RA	XP_034829877.1
OG0005296	JC_01558-RA	XP_034831831.1
OG0005297	JC_07378-RA	XP_034831716.1
OG0005298	JC_00788-RA	XP_034841188.1
OG0005299	JC_11422-RA	XP_034833052.1
OG0005300	JC_01556-RA	XP_034831846.1
OG0005301	JC_17207-RA	XP_034830016.1
OG0005302	JC_07379-RA	XP_034831725.1
OG0005303	JC_05509-RA	XP_034828980.1
OG0005304	JC_05508-RA	XP_034828978.1
OG0005305	JC_16630-RA	XP_034839005.1
OG0005306	JC_11421-RA	XP_034832802.1
OG0005307	JC_05507-RA	XP_034829149.1
OG0005308	JC_05514-RA	XP_034828942.1
OG0005309	JC_16776-RA	XP_034838773.1
OG0005310	JC_11420-RA	XP_034832800.1
OG0005311	JC_16778-RA	XP_034838998.1
OG0005312	JC_12968-RA	XP_034836089.1
OG0005313	JC_11418-RA	XP_034832597.1
OG0005314	JC_11417-RA	XP_034832594.1
OG0005315	JC_06819-RA	XP_034831253.1
OG0005316	JC_14114-RA	XP_034836385.1
OG0005317	JC_02275-RA	XP_034839268.1
OG0005318	JC_16001-RA	XP_034838554.1
OG0005319	JC_01550-RA	XP_034835072.1
OG0005320	JC_03698-RA	XP_034840705.1
OG0005321	JC_10567-RA	XP_034834700.1
OG0005322	JC_03699-RA	XP_034840706.1
OG0005323	JC_14876-RA	XP_034837042.1
OG0005324	JC_03701-RA	XP_034840720.1
OG0005325	JC_10326-RA	XP_034835392.1
OG0005326	JC_02273-RA	XP_034839265.1
OG0005327	JC_14873-RA	XP_034837044.1
OG0005328	JC_00791-RA	XP_034840871.1
OG0005329	JC_05502-RA	XP_034828998.1
OG0005330	JC_05501-RA	XP_034828997.1
OG0005331	JC_11408-RA	XP_034832968.1
OG0005332	JC_05500-RA	XP_034829465.1
OG0005333	JC_03706-RA	XP_034840349.1
OG0005334	JC_11407-RA	XP_034832970.1
OG0005335	JC_10333-RA	XP_034835387.1
OG0005336	JC_10334-RA	XP_034835179.1
OG0005337	JC_10335-RA	XP_034835180.1
OG0005338	JC_07402-RA	XP_034831721.1
OG0005339	JC_06134-RA	XP_034828786.1
OG0005340	JC_07403-RA	XP_034831706.1
OG0005341	JC_14119-RA	XP_034836518.1
OG0005342	JC_14120-RA	XP_034836353.1
OG0005343	JC_16779-RA	XP_034839002.1
OG0005344	JC_06128-RA	XP_034828678.1
OG0005345	JC_10253-RA	XP_034835650.1
OG0005346	JC_14122-RA	XP_034836249.1
OG0005347	JC_16272-RA	XP_034828222.1
OG0005348	JC_16273-RA	XP_034828221.1
OG0005349	JC_16275-RA	XP_034828225.1
OG0005350	JC_06820-RA	XP_034831539.1
OG0005351	JC_16782-RA	XP_034838907.1
OG0005352	JC_16012-RA	XP_034838559.1
OG0005353	JC_06821-RA	XP_034831094.1
OG0005354	JC_16783-RA	XP_034839105.1
OG0005355	JC_10576-RA	XP_034834709.1
OG0005356	JC_00800-RA	XP_034840872.1
OG0005357	JC_10248-RA	XP_034835510.1
OG0005358	JC_10577-RA	XP_034834706.1
OG0005359	JC_10247-RA	XP_034835705.1
OG0005360	JC_07405-RA	XP_034831713.1
OG0005361	JC_14128-RA	XP_034836684.1, XP_034836683.1
OG0005362	JC_16740-RA, JC_16743-RA	XP_034832417.1
OG0005363	JC_15624-RA	XP_034836742.1
OG0005364	JC_10246-RA	XP_034835657.1
OG0005365	JC_16279-RA	XP_034828084.1
OG0005366	JC_10245-RA	XP_034835682.1
OG0005367	JC_16015-RA	XP_034838379.1
OG0005368	JC_14516-RA	XP_034826026.1
OG0005369	JC_11399-RA, JC_11398-RA	XP_034832969.1
OG0005370	JC_02330-RA	XP_034825500.1
OG0005371	JC_04508-RA	XP_034824649.1
OG0005373	JC_05497-RA	XP_034829145.1
OG0005374	JC_06122-RA	XP_034828697.1
OG0005375	JC_01537-RA	XP_034834962.1
OG0005376	JC_14868-RA	XP_034837211.1
OG0005377	JC_15591-RA	XP_034837038.1
OG0005378	JC_07412-RA	XP_034831917.1
OG0005379	JC_10581-RA	XP_034834703.1
OG0005380	JC_02302-RA	XP_034839250.1
OG0005381	JC_10582-RA	XP_034834714.1
OG0005382	JC_16643-RA	XP_034839006.1
OG0005383	JC_14512-RA	XP_034826012.1
OG0005384	JC_07972-RA	XP_034825320.1
OG0005385	JC_14511-RA	XP_034826020.1
OG0005386	JC_02300-RA	XP_034839150.1
OG0005387	JC_01530-RA	XP_034834936.1
OG0005388	JC_09781-RA	XP_034826769.1
OG0005389	JC_11340-RA	XP_034838777.1
OG0005390	JC_12410-RA	XP_034834254.1
OG0005392	JC_14510-RA	XP_034826009.1
OG0005393	JC_02327-RA	XP_034825544.1
OG0005394	JC_08714-RA	XP_034830176.1
OG0005395	JC_14509-RA	XP_034826008.1
OG0005396	JC_16020-RA	XP_034838470.1
OG0005397	JC_14139-RA	XP_034836357.1
OG0005398	JC_05494-RA	XP_034829170.1
OG0005399	JC_07979-RA	XP_034828098.1
OG0005400	JC_15594-RA	XP_034836844.1
OG0005401	JC_05493-RA	XP_034829174.1
