Orthogroup	Junonia_coenia	Pararge_aegeria
OG0006105	JC_03448-RA	XP_039754453.1
OG0006106	JC_07195-RA	XP_039755404.1
OG0006107	JC_06027-RA	XP_039758509.1
OG0006109	JC_08141-RA	XP_039764728.1
OG0006110	JC_08142-RA	XP_039764729.1
OG0006111	JC_01374-RA	XP_039755920.1
OG0006112	JC_13968-RA	XP_039747923.1
OG0006113	JC_03442-RA	XP_039754400.1
OG0006114	JC_07441-RA	XP_039753701.1
OG0006115	JC_00625-RA	XP_039765298.1
OG0006116	JC_09553-RA	XP_039751603.1
OG0006117	JC_03444-RA	XP_039754222.1
OG0006118	JC_02523-RA	XP_039745887.1
OG0006119	JC_10095-RA	XP_039759459.1
OG0006120	JC_02524-RA	XP_039745840.1
OG0006122	JC_03441-RA	XP_039754237.1
OG0006123	JC_10093-RA	XP_039759151.1
OG0006124	JC_09549-RA	XP_039751666.1
OG0006126	JC_07436-RA	XP_039753378.1
OG0006127	JC_01370-RA	XP_039758793.1
OG0006128	JC_10092-RA	XP_039759430.1
OG0006129	JC_11297-RA	XP_039756932.1
OG0006130	JC_15658-RA	XP_039760923.1
OG0006131	JC_13063-RA	XP_039760049.1
OG0006132	JC_15941-RA	XP_039748124.1
OG0006133	JC_00622-RA	XP_039765438.1
OG0006134	JC_10091-RA	XP_039758898.1
OG0006135	JC_00621-RA	XP_039765439.1
OG0006136	JC_00620-RA	XP_039765440.1
OG0006137	JC_09544-RA	XP_039751268.1
OG0006138	JC_16996-RA	XP_039762324.1
OG0006139	JC_09543-RA	XP_039751339.1
OG0006140	JC_06976-RA	XP_039755616.1
OG0006141	JC_14978-RA	XP_039760821.1
OG0006142	JC_10082-RA	XP_039759341.1
OG0006143	JC_01977-RA	XP_039763683.1
OG0006144	JC_13062-RA	XP_039760345.1
OG0006145	JC_06975-RA	XP_039755533.1
OG0006146	JC_12744-RA	XP_039758171.1
OG0006147	JC_14317-RA	XP_039747215.1
OG0006148	JC_12743-RA	XP_039758143.1
OG0006149	JC_07516-RA	XP_039753629.1
OG0006150	JC_16978-RA	XP_039762151.1
OG0006151	JC_01365-RA	XP_039753501.1
OG0006152	JC_02530-RA	XP_039745616.1
OG0006153	JC_00618-RA	XP_039745314.1
OG0006154	JC_01363-RA	XP_039753513.1
OG0006155	JC_00617-RA	XP_039745071.1
OG0006156	JC_01362-RA	XP_039753525.1
OG0006157	JC_14967-RA	XP_039760517.1
OG0006158	JC_10079-RA	XP_039759643.1, XP_039759644.1
OG0006159	JC_01360-RA	XP_039753468.1
OG0006160	JC_14314-RA	XP_039765651.1
OG0006161	JC_06536-RA, JC_06970-RA	XP_039755702.1
OG0006162	JC_01358-RA	XP_039753490.1
OG0006163	JC_02534-RA	XP_039746412.1
OG0006164	JC_01357-RA	XP_039753456.1
OG0006165	JC_08148-RA	XP_039765156.1
OG0006166	JC_02535-RA	XP_039746270.1
OG0006167	JC_08149-RA	XP_039764860.1
OG0006168	JC_10077-RA	XP_039759570.1
OG0006169	JC_12737-RA	XP_039757655.1
OG0006170	JC_14311-RA	XP_039745521.1
OG0006171	JC_14964-RA	XP_039760843.1
OG0006172	JC_10075-RA	XP_039759389.1
OG0006173	JC_13963-RA, JC_13962-RA	XP_039747887.1
OG0006174	JC_01980-RA	XP_039763436.1
OG0006175	JC_08156-RA	XP_039764646.1
OG0006176	JC_14962-RA	XP_039760413.1
OG0006177	JC_08157-RA	XP_039764662.1
OG0006178	JC_01981-RA	XP_039763360.1
OG0006179	JC_06015-RA	XP_039758262.1
OG0006180	JC_15653-RA	XP_039761338.1
OG0006181	JC_10070-RA	XP_039759328.1, XP_039759329.1
OG0006182	JC_03435-RA	XP_039754560.1
OG0006183	JC_14959-RA	XP_039760598.1
OG0006184	JC_03434-RA	XP_039754289.1
OG0006185	JC_13059-RA	XP_039760212.1
OG0006186	JC_14956-RA	XP_039760712.1
OG0006187	JC_08162-RA	XP_039763347.1
OG0006188	JC_01984-RA	XP_039763952.1
OG0006189	JC_00611-RA	XP_039745079.1
OG0006190	JC_14306-RA	XP_039746815.1
OG0006191	JC_13058-RA	XP_039760061.1
OG0006192	JC_12732-RA	XP_039757967.1
OG0006193	JC_13057-RA	XP_039760062.1
OG0006194	JC_03855-RA	XP_039746522.1
OG0006195	JC_01986-RA	XP_039763700.1
OG0006196	JC_08921-RA	XP_039750060.1
OG0006197	JC_03856-RA	XP_039746853.1
OG0006198	JC_06402-RA	XP_039750975.1
OG0006199	JC_03431-RA	XP_039754003.1
OG0006200	JC_07527-RA	XP_039753006.1
OG0006201	JC_03430-RA	XP_039754005.1
OG0006202	JC_06965-RA	XP_039755955.1
OG0006203	JC_15931-RA	XP_039747740.1
OG0006204	JC_02541-RA	XP_039746022.1
OG0006205	JC_06404-RA	XP_039750689.1
OG0006206	JC_13052-RA	XP_039759736.1
OG0006207	JC_13050-RA	XP_039760053.1
OG0006208	JC_02543-RA	XP_039746387.1
OG0006209	JC_04635-RA	XP_039749204.1
OG0006210	JC_02544-RA	XP_039746444.1
OG0006211	JC_08920-RA	XP_039749555.1
OG0006212	JC_06959-RA	XP_039755359.1
OG0006213	JC_02546-RA	XP_039746004.1
OG0006214	JC_06958-RA	XP_039755757.1
OG0006215	JC_07530-RA	XP_039752946.1
OG0006216	JC_13047-RA	XP_039759969.1
OG0006217	JC_06957-RA	XP_039755696.1
OG0006218	JC_03864-RA	XP_039747370.1
OG0006219	JC_02545-RA	XP_039745558.1
OG0006220	JC_06956-RA	XP_039755960.1
OG0006221	JC_14249-RA	XP_039749308.1
OG0006222	JC_02551-RA	XP_039745574.1
OG0006223	JC_03867-RA	XP_039746905.1
OG0006224	JC_11294-RA	XP_039757328.1
OG0006225	JC_03866-RA	XP_039747268.1
OG0006226	JC_04637-RA	XP_039748812.1
OG0006227	JC_03868-RA	XP_039746940.1
OG0006228	JC_06953-RA	XP_039755795.1
OG0006229	JC_06952-RA	XP_039755325.1
OG0006230	JC_14252-RA	XP_039747553.1
OG0006231	JC_04638-RA	XP_039748655.1
OG0006232	JC_00609-RA	XP_039765973.1
OG0006233	JC_10056-RA	XP_039759587.1
OG0006234	JC_07531-RA	XP_039753729.1
OG0006235	JC_06014-RA	XP_039758253.1
OG0006236	JC_00608-RA	XP_039745203.1
OG0006237	JC_04639-RA	XP_039748654.1
OG0006238	JC_07533-RA	XP_039753728.1
OG0006239	JC_06406-RA	XP_039750221.1
OG0006240	JC_13044-RA	XP_039760261.1
OG0006241	JC_02555-RA	XP_039746057.1
OG0006242	JC_00607-RA	XP_039765639.1
OG0006243	JC_02556-RA	XP_039746178.1
OG0006244	JC_06407-RA	XP_039750237.1
OG0006245	JC_03426-RA	XP_039753927.1
OG0006246	JC_00606-RA	XP_039765805.1
OG0006247	JC_16894-RA	XP_039762002.1
OG0006248	JC_03871-RA	XP_039746918.1
OG0006249	JC_02002-RA	XP_039763535.1
OG0006250	JC_04641-RA	XP_039748968.1
OG0006251	JC_16462-RA	XP_039762493.1
OG0006252	JC_06946-RA	XP_039755666.1
OG0006253	JC_03872-RA	XP_039747043.1
OG0006254	JC_05428-RA	XP_039754745.1
OG0006255	JC_00598-RA	XP_039745171.1
OG0006256	JC_06414-RA	XP_039750236.1
OG0006257	JC_05427-RA	XP_039754953.1
OG0006258	JC_09533-RA	XP_039751093.1
OG0006259	JC_07657-RA	XP_039753451.1
OG0006260	JC_05426-RA	XP_039755231.1
OG0006261	JC_01351-RA	XP_039761029.1
OG0006262	JC_04647-RA	XP_039748807.1
OG0006263	JC_07656-RA	XP_039753637.1
OG0006264	JC_09530-RA	XP_039751640.1
OG0006265	JC_05423-RA	XP_039755167.1
OG0006266	JC_06417-RA	XP_039750580.1
OG0006267	JC_06942-RA	XP_039755697.1
OG0006269	JC_06419-RA	XP_039750546.1
OG0006270	JC_03422-RA	XP_039754027.1
OG0006271	JC_09526-RA	XP_039751002.1
OG0006272	JC_08913-RA	XP_039749635.1
OG0006273	JC_00596-RA	XP_039765823.1
OG0006274	JC_00595-RA	XP_039765595.1
OG0006275	JC_09524-RA	XP_039751433.1
OG0006276	JC_05415-RA	XP_039754696.1
OG0006277	JC_08178-RA	XP_039765251.1
OG0006278	JC_09523-RA	XP_039751705.1
OG0006279	JC_09522-RA	XP_039751082.1
OG0006280	JC_14261-RA	XP_039748403.1
OG0006281	JC_16368-RA	XP_039752227.1
OG0006282	JC_01349-RA	XP_039760437.1
OG0006284	JC_16369-RA	XP_039752588.1
OG0006285	JC_06005-RA	XP_039758599.1
OG0006286	JC_09520-RA	XP_039751083.1
OG0006287	JC_01347-RA	XP_039758462.1
OG0006288	JC_03418-RA	XP_039753894.1
OG0006289	JC_06004-RA	XP_039758670.1
OG0006290	JC_06427-RA	XP_039750944.1
OG0006291	JC_08180-RA	XP_039765027.1
OG0006292	JC_02011-RA	XP_039763285.1
OG0006293	JC_08908-RA	XP_039750024.1
OG0006294	JC_14927-RA	XP_039760414.1
OG0006295	JC_08181-RA	XP_039765186.1
OG0006296	JC_03875-RA	XP_039747182.1
OG0006297	JC_03876-RA	XP_039747136.1
OG0006298	JC_08182-RA	XP_039764546.1
OG0006299	JC_03878-RA	XP_039746917.1
OG0006300	JC_01341-RA	XP_039755748.1
OG0006301	JC_10050-RA	XP_039758915.1
OG0006302	JC_00574-RA	XP_039745152.1
OG0006303	JC_08906-RA	XP_039749456.1
OG0006304	JC_08186-RA	XP_039764580.1
OG0006305	JC_14265-RA	XP_039747646.1
OG0006307	JC_02573-RA	XP_039746369.1
OG0006308	JC_09516-RA	XP_039751033.1
OG0006309	JC_08904-RA	XP_039750050.1
OG0006310	JC_10048-RA	XP_039759343.1
OG0006311	JC_02576-RA	XP_039745927.1
OG0006312	JC_02578-RA	XP_039745924.1
OG0006313	JC_01338-RA	XP_039756977.1
OG0006314	JC_09514-RA	XP_039751035.1
OG0006315	JC_10047-RA	XP_039759301.1
OG0006316	JC_00591-RA	XP_039765508.1
OG0006317	JC_01337-RA	XP_039757253.1
OG0006318	JC_16513-RA	XP_039762745.1
OG0006319	JC_08188-RA	XP_039765022.1
OG0006320	JC_10046-RA	XP_039759659.1
OG0006322	JC_08190-RA	XP_039764930.1
OG0006323	JC_15343-RA, JC_11951-RA, JC_14450-RA, JC_13140-RA, JC_10456-RA	XP_039761900.1
OG0006324	JC_07643-RA	XP_039752960.1
OG0006325	JC_08192-RA	XP_039764717.1
OG0006326	JC_08193-RA	XP_039765275.1
OG0006327	JC_15863-RA	XP_039747652.1
OG0006328	JC_01334-RA	XP_039761861.1
OG0006329	JC_08195-RA	XP_039765274.1
OG0006330	JC_16519-RA	XP_039762784.1
OG0006332	JC_10685-RA	XP_039756297.1
OG0006333	JC_16520-RA	XP_039762646.1
OG0006334	JC_10686-RA	XP_039756523.1
OG0006335	JC_10687-RA	XP_039756622.1
OG0006338	JC_16377-RA	XP_039752159.1
OG0006339	JC_12711-RA	XP_039758102.1
OG0006340	JC_14923-RA	XP_039760770.1
OG0006341	JC_06938-RA	XP_039755925.1
OG0006342	JC_08194-RA	XP_039765271.1
OG0006343	JC_01333-RA	XP_039761210.1
OG0006344	JC_08197-RA	XP_039764807.1
OG0006345	JC_02012-RA	XP_039763239.1
OG0006346	JC_06936-RA	XP_039755695.1
OG0006347	JC_10691-RA	XP_039756132.1
OG0006348	JC_12708-RA	XP_039757775.1
OG0006349	JC_14921-RA	XP_039760835.1
OG0006350	JC_06935-RA	XP_039755719.1
OG0006351	JC_03883-RA	XP_039747498.1
OG0006352	JC_10694-RA	XP_039756226.1
OG0006353	JC_10034-RA	XP_039759071.1
OG0006354	JC_15870-RA	XP_039748455.1
OG0006355	JC_14920-RA	XP_039760776.1
OG0006356	JC_11288-RA	XP_039756891.1
OG0006357	JC_02015-RA	XP_039763590.1
OG0006358	JC_07642-RA	XP_039753102.1
OG0006359	JC_09828-RA	XP_039759626.1
OG0006360	JC_15634-RA	XP_039761171.1
OG0006361	JC_11283-RA	XP_039756913.1
OG0006362	JC_16923-RA	XP_039762037.1
OG0006363	JC_04653-RA	XP_039749325.1
OG0006364	JC_14918-RA	XP_039760417.1
OG0006365	JC_16924-RA	XP_039762421.1
OG0006366	JC_07639-RA	XP_039753344.1
OG0006367	JC_09503-RA	XP_039751642.1
OG0006368	JC_01327-RA	XP_039760643.1
OG0006369	JC_15874-RA, JC_15875-RA	XP_039748186.1
OG0006370	JC_14271-RA	XP_039750084.1
OG0006371	JC_08901-RA	XP_039749503.1
OG0006372	JC_02017-RA	XP_039763603.1
OG0006373	JC_10697-RA	XP_039756078.1
OG0006374	JC_08900-RA	XP_039749997.1
OG0006375	JC_10024-RA	XP_039759599.1
OG0006376	JC_10700-RA	XP_039756420.1
OG0006377	JC_14273-RA	XP_039760369.1
OG0006378	JC_10699-RA	XP_039756467.1
OG0006379	JC_16928-RA	XP_039762436.1
OG0006381	JC_11281-RA	XP_039757266.1
OG0006382	JC_11280-RA	XP_039756911.1
OG0006383	JC_03888-RA	XP_039746627.1
OG0006384	JC_14916-RA	XP_039760884.1
OG0006385	JC_10738-RA	XP_039756558.1
OG0006386	JC_11279-RA	XP_039757028.1
OG0006387	JC_16382-RA	XP_039752528.1
OG0006388	JC_14915-RA	XP_039760789.1
OG0006389	JC_16383-RA	XP_039752055.1
OG0006390	JC_10022-RA	XP_039759330.1
OG0006391	JC_10739-RA	XP_039756620.1
OG0006392	JC_15882-RA	XP_039748258.1
OG0006393	JC_11277-RA	XP_039756967.1
OG0006394	JC_03892-RA	XP_039746761.1
OG0006395	JC_11275-RA	XP_039757327.1
OG0006396	JC_03893-RA	XP_039746754.1
OG0006397	JC_08898-RA	XP_039749676.1
OG0006398	JC_10019-RA	XP_039759498.1
OG0006399	JC_08897-RA	XP_039749606.1
OG0006400	JC_10743-RA	XP_039756107.1
OG0006401	JC_10018-RA	XP_039759476.1
OG0006402	JC_02588-RA	XP_039745789.1
OG0006403	JC_10745-RA	XP_039756108.1
OG0006404	JC_02590-RA	XP_039746332.1
OG0006405	JC_10746-RA	XP_039756109.1
OG0006406	JC_00573-RA	XP_039745205.1
OG0006407	JC_08202-RA	XP_039764713.1
OG0006408	JC_02591-RA	XP_039745790.1
OG0006409	JC_04661-RA	XP_039749324.1
OG0006410	JC_02594-RA	XP_039745899.1
OG0006411	JC_08203-RA	XP_039764549.1
OG0006412	JC_09501-RA	XP_039751296.1
OG0006413	JC_06929-RA	XP_039755392.1
OG0006414	JC_02596-RA	XP_039746274.1
OG0006416	JC_09500-RA	XP_039751718.1
OG0006417	JC_13940-RA	XP_039747590.1
OG0006418	JC_14911-RA	XP_039760659.1
OG0006419	JC_02599-RA	XP_039745739.1
OG0006420	JC_10747-RA	XP_039756110.1
OG0006421	JC_03897-RA	XP_039746477.1
OG0006422	JC_14908-RA	XP_039760708.1
OG0006423	JC_15885-RA	XP_039748164.1
OG0006424	JC_06435-RA	XP_039750376.1
OG0006425	JC_01123-RA	XP_039761476.1
OG0006426	JC_08893-RA	XP_039749597.1
OG0006427	JC_01126-RA	XP_039755504.1
OG0006428	JC_10014-RA	XP_039759314.1
OG0006429	JC_05403-RA	XP_039754896.1
OG0006430	JC_10836-RA	XP_039756708.1
OG0006431	JC_05402-RA	XP_039755102.1
OG0006432	JC_01127-RA	XP_039755517.1
OG0006433	JC_10835-RA	XP_039756612.1
OG0006434	JC_15709-RA	XP_039761056.1
OG0006435	JC_12309-RA	XP_039757498.1
OG0006436	JC_10833-RA	XP_039756317.1
OG0006438	JC_06926-RA	XP_039755640.1
OG0006439	JC_13031-RA	XP_039759839.1
OG0006440	JC_10832-RA	XP_039756368.1
OG0006441	JC_10831-RA	XP_039756167.1
OG0006442	JC_10010-RA	XP_039759306.1
OG0006443	JC_08209-RA	XP_039765147.1
OG0006444	JC_02607-RA	XP_039746320.1
OG0006445	JC_10007-RA	XP_039759697.1
OG0006446	JC_10829-RA	XP_039756374.1
OG0006447	JC_02608-RA	XP_039745693.1
OG0006448	JC_15887-RA	XP_039748000.1
OG0006449	JC_05396-RA	XP_039754935.1
OG0006450	JC_12314-RA	XP_039757784.1
OG0006451	JC_06000-RA	XP_039758242.1
OG0006452	JC_06921-RA	XP_039755402.1
OG0006453	JC_08210-RA	XP_039765159.1
OG0006454	JC_08213-RA	XP_039765024.1
OG0006455	JC_04665-RA	XP_039749120.1
OG0006456	JC_05999-RA	XP_039758633.1
OG0006457	JC_10005-RA	XP_039758979.1
OG0006458	JC_01132-RA	XP_039761957.1
OG0006459	JC_16319-RA	XP_039752132.1
OG0006460	JC_08216-RA	XP_039764979.1
OG0006461	JC_03839-RA	XP_039747206.1
OG0006462	JC_01135-RA	XP_039754605.1
OG0006463	JC_02026-RA	XP_039763884.1
OG0006464	JC_14291-RA	XP_039751047.1
OG0006466	JC_06918-RA	XP_039755276.1
OG0006467	JC_01137-RA	XP_039754618.1
OG0006468	JC_13932-RA	XP_039747738.1
OG0006469	JC_13867-RA	XP_039748177.1
OG0006470	JC_06917-RA	XP_039755281.1
OG0006471	JC_16922-RA	XP_039762362.1
OG0006472	JC_12320-RA	XP_039757977.1
OG0006473	JC_16920-RA	XP_039762386.1
OG0006474	JC_05991-RA	XP_039758706.1
OG0006475	JC_16921-RA	XP_039762227.1
OG0006476	JC_05990-RA	XP_039758887.1
OG0006477	JC_16918-RA, JC_16919-RA	XP_039762086.1
OG0006479	JC_00566-RA	XP_039765657.1
OG0006480	JC_05989-RA	XP_039758886.1
OG0006481	JC_06442-RA	XP_039750886.1
OG0006483	JC_07629-RA	XP_039753301.1
OG0006484	JC_16916-RA	XP_039762351.1
OG0006485	JC_02027-RA	XP_039764008.1
OG0006486	JC_13026-RA	XP_039759775.1
OG0006487	JC_14820-RA	XP_039760797.1
OG0006488	JC_00560-RA	XP_039745175.1
OG0006489	JC_13025-RA	XP_039759978.1
OG0006490	JC_14300-RA	XP_039763253.1
OG0006491	JC_14819-RA	XP_039760496.1
OG0006492	JC_07628-RA	XP_039753346.1
OG0006493	JC_07627-RA	XP_039753131.1
OG0006494	JC_14301-RA	XP_039764774.1
OG0006495	JC_07626-RA	XP_039753183.1
OG0006496	JC_16914-RA	XP_039762077.1
OG0006497	JC_04669-RA	XP_039748944.1
OG0006498	JC_06450-RA	XP_039750842.1
OG0006499	JC_08221-RA	XP_039764582.1
OG0006500	JC_08222-RA	XP_039764767.1
OG0006501	JC_04670-RA	XP_039749113.1
OG0006502	JC_15902-RA	XP_039748323.1
OG0006503	JC_08223-RA	XP_039764768.1
OG0006504	JC_14816-RA	XP_039760699.1
OG0006505	JC_08226-RA	XP_039764771.1
OG0006506	JC_10821-RA	XP_039756253.1
OG0006507	JC_08227-RA	XP_039764396.1
OG0006508	JC_16867-RA	XP_039762045.1
OG0006509	JC_07623-RA	XP_039753663.1
OG0006510	JC_09489-RA	XP_039751116.1
OG0006511	JC_08228-RA	XP_039764385.1
OG0006512	JC_06913-RA	XP_039755937.1
OG0006513	JC_02616-RA	XP_039746080.1
OG0006514	JC_04673-RA	XP_039749294.1
OG0006515	JC_03907-RA	XP_039746830.1
OG0006516	JC_15851-RA	XP_039748327.1
OG0006517	JC_11459-RA	XP_039757250.1
OG0006518	JC_06454-RA	XP_039750380.1
OG0006519	JC_08231-RA	XP_039764703.1
OG0006520	JC_04677-RA	XP_039748834.1
OG0006521	JC_03386-RA	XP_039754166.1
OG0006522	JC_14242-RA	XP_039746576.1
OG0006523	JC_03385-RA	XP_039753914.1
OG0006525	JC_03908-RA	XP_039747181.1
OG0006526	JC_04686-RA	XP_039749337.1
OG0006527	JC_03909-RA	XP_039747311.1
OG0006528	JC_08233-RA	XP_039764892.1
OG0006529	JC_08234-RA	XP_039765145.1
OG0006530	JC_08235-RA	XP_039764558.1
OG0006531	JC_13171-RA	XP_039760043.1
OG0006532	JC_04688-RA	XP_039749288.1
OG0006534	JC_13170-RA	XP_039760274.1
OG0006536	JC_03912-RA	XP_039746850.1
OG0006537	JC_02079-RA	XP_039763864.1, XP_039763865.1
OG0006538	JC_08237-RA	XP_039765262.1
OG0006539	JC_07620-RA	XP_039753656.1
OG0006540	JC_13881-RA	XP_039748304.1
OG0006541	JC_03913-RA	XP_039746837.1
OG0006542	JC_12221-RA	XP_039751792.1
OG0006543	JC_14809-RA	XP_039760817.1
OG0006544	JC_06906-RA	XP_039755269.1
OG0006545	JC_03916-RA	XP_039747505.1
OG0006546	JC_11689-RA	XP_039751791.1
OG0006547	JC_04695-RA	XP_039748851.1
OG0006548	JC_05970-RA	XP_039758788.1, XP_039758789.1
OG0006549	JC_02078-RA	XP_039764111.1
OG0006551	JC_03959-RA	XP_039746804.1
OG0006552	JC_09488-RA	XP_039751255.1
OG0006553	JC_04696-RA	XP_039748600.1
OG0006554	JC_06458-RA	XP_039750958.1
OG0006555	JC_03960-RA	XP_039746962.1
OG0006556	JC_05390-RA	XP_039754633.1
OG0006557	JC_14807-RA	XP_039760472.1
OG0006558	JC_05388-RA	XP_039754761.1
OG0006559	JC_13885-RA	XP_039748369.1
OG0006560	JC_05387-RA	XP_039755138.1
OG0006561	JC_06460-RA	XP_039750571.1
OG0006562	JC_13886-RA	XP_039748478.1
OG0006563	JC_07615-RA	XP_039752900.1
OG0006564	JC_09982-RA	XP_039759525.1
OG0006565	JC_07613-RA	XP_039752923.1
OG0006566	JC_05384-RA	XP_039755128.1
OG0006567	JC_05379-RA	XP_039755125.1
OG0006568	JC_11160-RA	XP_039756807.1
OG0006569	JC_16861-RA	XP_039762137.1
OG0006570	JC_07614-RA	XP_039753613.1
OG0006571	JC_09975-RA	XP_039758973.1
OG0006572	JC_07612-RA	XP_039753209.1
OG0006573	JC_14805-RA	XP_039760625.1
OG0006574	JC_09974-RA	XP_039759603.1
OG0006575	JC_11699-RA	XP_039752178.1
OG0006576	JC_07611-RA	XP_039752975.1
OG0006577	JC_08882-RA	XP_039750183.1
OG0006578	JC_09971-RA	XP_039758976.1
OG0006579	JC_14803-RA	XP_039760628.1
OG0006580	JC_16858-RA	XP_039762043.1
OG0006581	JC_09485-RA	XP_039751301.1
OG0006582	JC_09484-RA	XP_039751406.1
OG0006583	JC_06879-RA	XP_039755354.1
OG0006584	JC_16857-RA	XP_039762415.1
OG0006585	JC_05715-RA	XP_039758862.1
OG0006587	JC_05378-RA	XP_039754771.1
OG0006588	JC_08238-RA	XP_039764761.1
OG0006589	JC_07608-RA	XP_039752977.1
OG0006590	JC_16854-RA	XP_039762419.1
OG0006591	JC_05376-RA	XP_039754911.1
OG0006592	JC_05375-RA	XP_039754910.1
OG0006593	JC_09480-RA	XP_039751577.1
OG0006594	JC_05374-RA	XP_039754920.1
OG0006595	JC_14230-RA	XP_039747600.1
OG0006596	JC_04701-RA	XP_039748750.1
OG0006597	JC_14229-RA	XP_039750191.1
OG0006598	JC_05373-RA	XP_039755035.1
OG0006599	JC_07603-RA	XP_039752953.1
OG0006600	JC_09479-RA	XP_039751191.1
OG0006601	JC_10818-RA	XP_039756097.1
OG0006602	JC_06470-RA	XP_039750738.1
OG0006603	JC_10816-RA	XP_039756093.1
OG0006604	JC_06471-RA	XP_039750489.1
OG0006605	JC_09969-RA	XP_039759223.1
OG0006606	JC_08241-RA	XP_039764929.1
OG0006607	JC_09477-RA	XP_039751246.1
OG0006608	JC_04704-RA	XP_039748816.1
OG0006609	JC_08242-RA	XP_039764449.1
OG0006610	JC_06472-RA	XP_039750758.1
OG0006611	JC_14227-RA	XP_039753245.1
OG0006612	JC_09968-RA	XP_039759324.1
OG0006613	JC_08243-RA	XP_039764450.1
OG0006614	JC_13176-RA	XP_039760087.1
OG0006615	JC_05367-RA	XP_039755168.1
OG0006616	JC_02074-RA	XP_039763797.1
OG0006617	JC_08245-RA	XP_039764963.1
OG0006618	JC_13180-RA	XP_039760159.1
OG0006619	JC_01812-RA	XP_039758137.1
OG0006620	JC_10810-RA	XP_039756117.1
OG0006621	JC_02624-RA	XP_039745842.1
OG0006622	JC_02623-RA	XP_039745841.1
OG0006623	JC_08247-RA	XP_039764888.1
OG0006624	JC_10808-RA	XP_039756181.1
OG0006625	JC_05363-RA	XP_039754922.1
OG0006626	JC_11660-RA	XP_039751893.1
OG0006627	JC_12336-RA	XP_039758052.1
OG0006628	JC_12337-RA	XP_039758050.1
OG0006629	JC_08248-RA	XP_039764871.1
OG0006630	JC_14796-RA	XP_039760862.1
OG0006631	JC_07187-RA	XP_039755876.1
OG0006632	JC_09964-RA	XP_039759438.1
OG0006633	JC_07185-RA	XP_039755349.1
OG0006634	JC_05362-RA	XP_039754836.1
OG0006635	JC_11656-RA	XP_039752640.1
OG0006636	JC_05361-RA	XP_039754829.1
OG0006637	JC_13188-RA	XP_039759930.1
OG0006638	JC_05359-RA	XP_039754849.1
OG0006639	JC_14220-RA	XP_039747901.1
OG0006641	JC_08249-RA	XP_039764873.1
OG0006642	JC_13195-RA	XP_039760202.1
OG0006643	JC_07600-RA	XP_039753710.1
OG0006644	JC_08250-RA	XP_039765052.1
OG0006645	JC_11654-RA	XP_039752274.1
OG0006646	JC_08251-RA	XP_039765195.1
OG0006647	JC_13196-RA	XP_039759874.1
OG0006648	JC_13893-RA	XP_039748129.1
OG0006649	JC_04710-RA	XP_039748909.1
OG0006650	JC_07182-RA	XP_039755342.1
OG0006651	JC_13197-RA	XP_039760161.1
OG0006652	JC_13199-RA	XP_039759898.1
OG0006653	JC_06473-RA	XP_039750905.1
OG0006654	JC_14792-RA	XP_039760660.1
OG0006655	JC_02067-RA	XP_039763693.1
OG0006656	JC_14212-RA	XP_039753467.1
OG0006657	JC_02629-RA	XP_039745820.1
OG0006658	JC_02630-RA	XP_039746168.1
OG0006659	JC_12339-RA	XP_039757549.1
OG0006660	JC_02631-RA	XP_039746199.1
OG0006661	JC_08874-RA	XP_039750180.1
OG0006662	JC_02632-RA	XP_039746205.1
OG0006663	JC_02064-RA	XP_039763634.1
OG0006664	JC_09473-RA	XP_039751527.1
OG0006665	JC_02634-RA	XP_039746035.1
OG0006666	JC_03377-RA	XP_039753744.1
OG0006668	JC_05356-RA	XP_039754688.1
OG0006669	JC_11679-RA	XP_039752320.1
OG0006670	JC_11678-RA	XP_039752308.1
OG0006671	JC_03376-RA	XP_039754555.1
OG0006672	JC_11676-RA	XP_039752142.1
OG0006673	JC_11167-RA	XP_039757066.1
OG0006674	JC_00542-RA	XP_039765769.1
OG0006675	JC_11675-RA	XP_039752141.1
OG0006676	JC_16833-RA	XP_039762263.1, XP_039762262.1
OG0006677	JC_14210-RA, JC_14209-RA	XP_039753715.1
OG0006678	JC_04715-RA	XP_039749211.1
OG0006679	JC_11674-RA	XP_039752243.1
OG0006680	JC_11673-RA	XP_039752242.1
OG0006681	JC_11672-RA	XP_039752121.1
OG0006682	JC_02061-RA	XP_039763747.1
OG0006683	JC_12344-RA	XP_039757848.1
OG0006684	JC_11671-RA	XP_039751819.1
OG0006685	JC_11169-RA	XP_039757219.1
OG0006687	JC_17205-RA	XP_039762238.1
OG0006688	JC_15728-RA	XP_039761115.1
OG0006689	JC_11720-RA	XP_039752080.1
OG0006690	JC_11721-RA	XP_039752078.1
OG0006691	JC_00539-RA	XP_039765789.1
OG0006692	JC_09469-RA	XP_039751262.1
OG0006693	JC_01152-RA	XP_039759945.1
OG0006694	JC_11727-RA	XP_039752138.1
OG0006695	JC_00536-RA	XP_039765786.1
OG0006696	JC_09466-RA	XP_039751614.1
OG0006697	JC_12084-RA	XP_039752509.1
OG0006698	JC_03985-RA	XP_039746956.1
OG0006699	JC_09890-RA	XP_039759664.1
OG0006700	JC_00533-RA	XP_039765490.1
OG0006701	JC_08871-RA	XP_039749662.1
OG0006702	JC_08870-RA	XP_039749719.1
OG0006703	JC_14702-RA	XP_039760727.1
OG0006704	JC_02054-RA	XP_039763947.1
OG0006705	JC_12086-RA	XP_039752518.1
