Orthogroup	Junonia_coenia	Bicyclus_anynana
OG0005389	JC_11340-RA	Bany_16174-RA
OG0005390	JC_12410-RA	Bany_09414-RA
OG0005392	JC_14510-RA	Bany_01955-RA
OG0005393	JC_02327-RA	Bany_05276-RA
OG0005394	JC_08714-RA	Bany_11902-RA
OG0005395	JC_14509-RA	Bany_01957-RA
OG0005396	JC_16020-RA	Bany_06636-RA
OG0005397	JC_14139-RA	Bany_16544-RA
OG0005398	JC_05494-RA	Bany_15575-RA
OG0005399	JC_07979-RA	Bany_03536-RA
OG0005400	JC_15594-RA	Bany_17495-RA
OG0005401	JC_05493-RA	Bany_15577-RA
OG0005402	JC_16286-RA	Bany_01049-RA
OG0005403	JC_07982-RA	Bany_03537-RA
OG0005404	JC_15595-RA	Bany_17496-RA
OG0005405	JC_02325-RA	Bany_05279-RA
OG0005406	JC_01528-RA	Bany_04441-RA
OG0005407	JC_05634-RA	Bany_14968-RA
OG0005408	JC_02324-RA	Bany_05281-RA
OG0005409	JC_05487-RA	Bany_15580-RA
OG0005410	JC_16023-RA	Bany_06638-RA
OG0005411	JC_02323-RA	Bany_05282-RA
OG0005412	JC_02320-RA	Bany_05283-RA
OG0005413	JC_07985-RA	Bany_03538-RA
OG0005414	JC_03595-RA	Bany_08038-RA, Bany_08041-RA
OG0005415	JC_16025-RA	Bany_06641-RA
OG0005416	JC_07419-RA	Bany_08764-RA
OG0005417	JC_07420-RA	Bany_08765-RA
OG0005418	JC_10221-RA	Bany_11266-RA
OG0005419	JC_15597-RA	Bany_17498-RA
OG0005420	JC_16633-RA	Bany_16179-RA
OG0005421	JC_14500-RA	Bany_01965-RA
OG0005422	JC_03717-RA	Bany_02734-RA
OG0005424	JC_12402-RA	Bany_09422-RA
OG0005425	JC_14498-RA	Bany_01966-RA
OG0005426	JC_06116-RA	Bany_10702-RA
OG0005427	JC_04515-RA	Bany_09993-RA
OG0005428	JC_05631-RA	Bany_14973-RA
OG0005429	JC_10204-RA	Bany_11273-RA
OG0005430	JC_03720-RA	Bany_02739-RA
OG0005431	JC_03721-RA	Bany_02740-RA
OG0005432	JC_10590-RA	Bany_14387-RA
OG0005433	JC_11386-RA	Bany_13165-RA
OG0005434	JC_10592-RA	Bany_14388-RA
OG0005435	JC_10203-RA	Bany_11274-RA
OG0005436	JC_02293-RA	Bany_07266-RA
OG0005437	JC_14493-RA	Bany_01970-RA
OG0005438	JC_01522-RA	Bany_04447-RA
OG0005439	JC_10202-RA	Bany_11276-RA
OG0005440	JC_14866-RA	Bany_17787-RA
OG0005441	JC_03724-RA	Bany_02743-RA
OG0005442	JC_01519-RA	Bany_04448-RA
OG0005443	JC_00831-RA	Bany_00132-RA
OG0005444	JC_03725-RA	Bany_02744-RA
OG0005445	JC_12952-RA	Bany_17039-RA, Bany_17038-RA
OG0005446	JC_00828-RA	Bany_00134-RA
OG0005447	JC_00829-RA	Bany_00135-RA
OG0005448	JC_03727-RA	Bany_02746-RA
OG0005449	JC_00827-RA	Bany_00137-RA
OG0005450	JC_12951-RA	Bany_17040-RA
OG0005451	JC_16035-RA	Bany_06647-RA
OG0005452	JC_03729-RA	Bany_02747-RA
OG0005453	JC_12399-RA	Bany_09427-RA
OG0005454	JC_06149-RA	Bany_10705-RA
OG0005455	JC_05626-RA	Bany_14980-RA
OG0005456	JC_14907-RA	Bany_17796-RA
OG0005457	JC_07990-RA	Bany_03545-RA
OG0005458	JC_03731-RA	Bany_02752-RA
OG0005459	JC_12395-RA	Bany_09430-RA
OG0005460	JC_14487-RA	Bany_01977-RA
OG0005461	JC_01518-RA	Bany_04450-RA
OG0005462	JC_14485-RA	Bany_01978-RA
OG0005463	JC_10598-RA	Bany_14392-RA
OG0005465	JC_14483-RA	Bany_01979-RA
OG0005466	JC_12392-RA	Bany_09434-RA
OG0005467	JC_14480-RA	Bany_01981-RA
OG0005468	JC_03587-RA	Bany_08052-RA
OG0005469	JC_10194-RA	Bany_11287-RA
OG0005470	JC_06154-RA	Bany_10709-RA
OG0005471	JC_10193-RA	Bany_11288-RA
OG0005472	JC_14479-RA	Bany_01982-RA
OG0005473	JC_09787-RA	Bany_05948-RA
OG0005474	JC_09788-RA	Bany_05949-RA
OG0005475	JC_05622-RA	Bany_14982-RA
OG0005476	JC_10191-RA	Bany_11290-RA
OG0005477	JC_14478-RA	Bany_01984-RA
OG0005478	JC_12388-RA	Bany_09438-RA
OG0005479	JC_05482-RA	Bany_15585-RA
OG0005480	JC_14145-RA	Bany_16561-RA
OG0005481	JC_10600-RA	Bany_14394-RA
OG0005483	JC_12386-RA	Bany_09442-RA
OG0005484	JC_17025-RA	Bany_12646-RA
OG0005485	JC_05481-RA	Bany_15587-RA
OG0005486	JC_12382-RA	Bany_09444-RA
OG0005487	JC_00813-RA	Bany_00157-RA
OG0005488	JC_10604-RA	Bany_14397-RA
OG0005489	JC_07993-RA	Bany_03548-RA
OG0005490	JC_10186-RA	Bany_11293-RA
OG0005491	JC_14148-RA	Bany_16565-RA
OG0005493	JC_00811-RA	Bany_00161-RA
OG0005494	JC_00810-RA	Bany_00162-RA
OG0005495	JC_16040-RA	Bany_06655-RA
OG0005496	JC_14151-RA	Bany_16569-RA
OG0005497	JC_01887-RA	Bany_01990-RA
OG0005498	JC_06169-RA	Bany_10716-RA
OG0005499	JC_09798-RA	Bany_05959-RA
OG0005500	JC_12378-RA	Bany_09449-RA
OG0005501	JC_10610-RA	Bany_14400-RA
OG0005502	JC_12376-RA	Bany_09450-RA
OG0005503	JC_06170-RA	Bany_10717-RA
OG0005504	JC_09800-RA	Bany_05963-RA
OG0005505	JC_07425-RA	Bany_08777-RA
OG0005506	JC_10613-RA	Bany_14405-RA
OG0005507	JC_07426-RA	Bany_08778-RA
OG0005508	JC_16293-RA	Bany_01056-RA
OG0005509	JC_10614-RA	Bany_14406-RA
OG0005510	JC_12942-RA	Bany_17053-RA
OG0005511	JC_16294-RA	Bany_01057-RA
OG0005512	JC_06173-RA	Bany_10720-RA
OG0005513	JC_12940-RA	Bany_17054-RA
OG0005514	JC_08732-RA	Bany_11920-RA
OG0005515	JC_12936-RA	Bany_17058-RA
OG0005516	JC_03580-RA	Bany_08058-RA
OG0005517	JC_10619-RA	Bany_14411-RA
OG0005518	JC_09810-RA	Bany_05977-RA
OG0005519	JC_08734-RA	Bany_11922-RA
OG0005520	JC_02235-RA	Bany_07276-RA
OG0005521	JC_01510-RA	Bany_04463-RA
OG0005522	JC_12935-RA	Bany_17059-RA
OG0005523	JC_03738-RA	Bany_02759-RA
OG0005524	JC_06176-RA	Bany_10727-RA
OG0005525	JC_01508-RA	Bany_04465-RA
OG0005526	JC_16306-RA	Bany_01061-RA
OG0005527	JC_02234-RA	Bany_07278-RA
OG0005528	JC_10620-RA	Bany_14414-RA
OG0005529	JC_16593-RA	Bany_16208-RA
OG0005530	JC_12527-RA	Bany_09459-RA
OG0005531	JC_12525-RA	Bany_09460-RA
OG0005532	JC_06177-RA	Bany_10729-RA
OG0005533	JC_12523-RA	Bany_09462-RA
OG0005534	JC_12522-RA	Bany_09463-RA
OG0005535	JC_06186-RA	Bany_10731-RA
OG0005536	JC_10621-RA	Bany_14416-RA
OG0005537	JC_13053-RA	Bany_16590-RA
OG0005538	JC_06185-RA	Bany_10733-RA
OG0005539	JC_14424-RA	Bany_02007-RA
OG0005540	JC_06184-RA	Bany_10734-RA
OG0005541	JC_11376-RA	Bany_13182-RA
OG0005542	JC_06182-RA	Bany_10737-RA
OG0005543	JC_16407-RA	Bany_01064-RA
OG0005544	JC_03745-RA	Bany_02764-RA
OG0005545	JC_12518-RA	Bany_09466-RA
OG0005546	JC_12517-RA	Bany_09467-RA
OG0005547	JC_10627-RA	Bany_14421-RA
OG0005548	JC_14035-RA	Bany_16594-RA
OG0005549	JC_06188-RA	Bany_10740-RA
OG0005550	JC_06189-RA	Bany_10741-RA
OG0005551	JC_10178-RA	Bany_11299-RA
OG0005552	JC_12925-RA	Bany_17066-RA
OG0005553	JC_01505-RA	Bany_04471-RA
OG0005554	JC_12509-RA	Bany_09471-RA
OG0005555	JC_01504-RA	Bany_04474-RA
OG0005556	JC_14421-RA	Bany_02009-RA
OG0005557	JC_09696-RA	Bany_06000-RA
OG0005558	JC_09695-RA	Bany_06001-RA
OG0005559	JC_09694-RA	Bany_06002-RA
OG0005560	JC_12506-RA	Bany_09473-RA
OG0005561	JC_08739-RA	Bany_11928-RA
OG0005562	JC_12917-RA	Bany_17071-RA
OG0005563	JC_06193-RA	Bany_10747-RA
OG0005564	JC_12916-RA	Bany_17073-RA
OG0005565	JC_01501-RA	Bany_04481-RA
OG0005566	JC_12505-RA	Bany_09476-RA
OG0005567	JC_12504-RA	Bany_09477-RA
OG0005568	JC_00705-RA	Bany_00189-RA
OG0005569	JC_12499-RA	Bany_09478-RA
OG0005570	JC_06198-RA	Bany_10752-RA
OG0005571	JC_03574-RA	Bany_08070-RA
OG0005572	JC_16682-RA	Bany_16213-RA
OG0005573	JC_12496-RA	Bany_09481-RA
OG0005574	JC_12495-RA	Bany_09482-RA
OG0005575	JC_16392-RA	Bany_01076-RA
OG0005576	JC_06202-RA	Bany_10754-RA
OG0005577	JC_06203-RA	Bany_10755-RA
OG0005578	JC_14839-RA	Bany_17831-RA
OG0005579	JC_09685-RA	Bany_06010-RA
OG0005580	JC_11373-RA	Bany_13188-RA
OG0005581	JC_16094-RA	Bany_06684-RA
OG0005582	JC_12491-RA	Bany_09485-RA
OG0005583	JC_16391-RA	Bany_01078-RA
OG0005584	JC_12904-RA	Bany_17076-RA
OG0005586	JC_17037-RA	Bany_12679-RA
OG0005587	JC_12490-RA	Bany_09486-RA
OG0005588	JC_12902-RA	Bany_17077-RA
OG0005589	JC_06206-RA	Bany_10758-RA
OG0005590	JC_08743-RA	Bany_11931-RA
OG0005591	JC_12489-RA	Bany_09487-RA
OG0005592	JC_08008-RA	Bany_03568-RA
OG0005593	JC_08007-RA	Bany_03569-RA
OG0005594	JC_12901-RA	Bany_17079-RA
OG0005595	JC_09681-RA	Bany_06013-RA
OG0005596	JC_10176-RA	Bany_11301-RA
OG0005597	JC_12899-RA	Bany_17081-RA
OG0005599	JC_16080-RA	Bany_06688-RA
OG0005600	JC_06836-RA	Bany_13755-RA
OG0005601	JC_03751-RA	Bany_02771-RA
OG0005602	JC_06210-RA	Bany_10765-RA
OG0005603	JC_06211-RA	Bany_10766-RA
OG0005604	JC_16674-RA	Bany_16222-RA
OG0005605	JC_14841-RA	Bany_17835-RA
OG0005606	JC_06212-RA	Bany_10767-RA
OG0005607	JC_12896-RA	Bany_17088-RA
OG0005608	JC_12855-RA	Bany_17140-RA, Bany_10768-RA
OG0005609	JC_03754-RA	Bany_02773-RA
OG0005610	JC_10174-RA	Bany_11305-RA
OG0005611	JC_03755-RA	Bany_02774-RA
OG0005612	JC_14842-RA	Bany_17836-RA
OG0005613	JC_14408-RA	Bany_02026-RA
OG0005614	JC_03756-RA	Bany_02775-RA
OG0005615	JC_14029-RA	Bany_16602-RA
OG0005616	JC_06843-RA	Bany_13761-RA
OG0005617	JC_03512-RA	Bany_08085-RA
OG0005618	JC_04543-RA	Bany_10021-RA
OG0005619	JC_05616-RA	Bany_14993-RA
OG0005620	JC_04410-RA	Bany_10022-RA
OG0005621	JC_16672-RA	Bany_16229-RA
OG0005622	JC_10737-RA	Bany_14429-RA
OG0005623	JC_03762-RA	Bany_02778-RA
OG0005624	JC_10736-RA	Bany_14430-RA
OG0005625	JC_09667-RA	Bany_06022-RA
OG0005626	JC_11370-RA	Bany_13193-RA
OG0005627	JC_16067-RA	Bany_06696-RA
OG0005628	JC_09665-RA	Bany_06024-RA
OG0005629	JC_02456-RA	Bany_05314-RA
OG0005630	JC_10729-RA	Bany_14436-RA
OG0005631	JC_06847-RA	Bany_13770-RA
OG0005632	JC_16357-RA	Bany_01089-RA
OG0005633	JC_07504-RA	Bany_08790-RA
OG0005634	JC_14026-RA	Bany_16604-RA
OG0005635	JC_12485-RA	Bany_09492-RA
OG0005636	JC_02457-RA	Bany_05315-RA
OG0005637	JC_10166-RA	Bany_11313-RA
OG0005638	JC_16353-RA	Bany_01090-RA
OG0005639	JC_02458-RA	Bany_05316-RA
OG0005640	JC_02459-RA	Bany_05317-RA
OG0005641	JC_10165-RA	Bany_11314-RA
OG0005642	JC_02461-RA	Bany_05318-RA
OG0005643	JC_02462-RA	Bany_05319-RA
OG0005644	JC_16655-RA	Bany_16234-RA
OG0005645	JC_10164-RA	Bany_11315-RA
OG0005646	JC_16656-RA	Bany_16235-RA
OG0005647	JC_02464-RA	Bany_05320-RA
OG0005648	JC_02465-RA	Bany_05321-RA
OG0005649	JC_15968-RA	Bany_06699-RA
OG0005650	JC_03766-RA	Bany_02784-RA
OG0005651	JC_17061-RA	Bany_12693-RA
OG0005652	JC_03765-RA	Bany_02786-RA
OG0005653	JC_03501-RA	Bany_08091-RA, Bany_08097-RA
OG0005654	JC_16351-RA	Bany_01092-RA
OG0005655	JC_05614-RA	Bany_14994-RA
OG0005656	JC_08016-RA	Bany_03579-RA
OG0005657	JC_15619-RA	Bany_17519-RA
OG0005658	JC_03503-RA	Bany_08096-RA
OG0005659	JC_10160-RA	Bany_11318-RA
OG0005660	JC_14400-RA	Bany_02038-RA
OG0005661	JC_17122-RA	Bany_12699-RA
OG0005662	JC_15620-RA	Bany_17520-RA
OG0005663	JC_01914-RA	Bany_07291-RA
OG0005664	JC_17124-RA	Bany_12701-RA
OG0005665	JC_08021-RA	Bany_03582-RA
OG0005666	JC_14398-RA	Bany_02039-RA
OG0005667	JC_16664-RA, JC_16663-RA	Bany_16239-RA
OG0005668	JC_17125-RA	Bany_12702-RA
OG0005669	JC_14397-RA	Bany_02040-RA
OG0005670	JC_01491-RA	Bany_04494-RA
OG0005671	JC_14396-RA	Bany_02041-RA
OG0005672	JC_15699-RA	Bany_17524-RA
OG0005673	JC_11368-RA	Bany_13197-RA
OG0005674	JC_01490-RA	Bany_04495-RA
OG0005675	JC_03769-RA	Bany_02788-RA
OG0005676	JC_14395-RA	Bany_02043-RA
OG0005677	JC_04402-RA	Bany_10028-RA
OG0005679	JC_03770-RA	Bany_02789-RA
OG0005680	JC_14846-RA	Bany_17841-RA
OG0005681	JC_03771-RA	Bany_02790-RA
OG0005682	JC_04401-RA	Bany_10029-RA
OG0005683	JC_03498-RA	Bany_08100-RA
OG0005684	JC_04399-RA	Bany_10031-RA
OG0005685	JC_14392-RA	Bany_02045-RA
OG0005686	JC_01489-RA	Bany_04496-RA
OG0005687	JC_01922-RA	Bany_07297-RA
OG0005688	JC_01487-RA	Bany_04498-RA
OG0005689	JC_08029-RA	Bany_03588-RA
OG0005690	JC_16343-RA	Bany_01099-RA
OG0005691	JC_16648-RA	Bany_16246-RA
OG0005692	JC_08030-RA	Bany_03589-RA
OG0005693	JC_14851-RA, JC_14848-RA	Bany_17843-RA
OG0005694	JC_08031-RA	Bany_03592-RA
OG0005695	JC_16892-RA	Bany_12711-RA
OG0005696	JC_14389-RA	Bany_02048-RA
OG0005697	JC_10158-RA	Bany_11321-RA
OG0005698	JC_14388-RA	Bany_02049-RA
OG0005699	JC_06855-RA	Bany_13776-RA
OG0005700	JC_14853-RA	Bany_17845-RA
OG0005701	JC_14857-RA	Bany_17846-RA
OG0005702	JC_08032-RA	Bany_03593-RA
OG0005703	JC_12468-RA	Bany_09505-RA
OG0005704	JC_08033-RA	Bany_03594-RA
OG0005705	JC_08224-RA	Bany_09507-RA
OG0005706	JC_07484-RA	Bany_08797-RA
OG0005707	JC_01932-RA	Bany_07307-RA
OG0005708	JC_12466-RA	Bany_09508-RA
OG0005709	JC_01933-RA	Bany_07308-RA
OG0005710	JC_01483-RA	Bany_04500-RA
OG0005711	JC_15977-RA	Bany_06705-RA
OG0005712	JC_08756-RA	Bany_11951-RA
OG0005713	JC_08757-RA	Bany_11952-RA
OG0005714	JC_07482-RA	Bany_08799-RA
OG0005715	JC_00680-RA	Bany_00210-RA
OG0005716	JC_11367-RA	Bany_13199-RA
OG0005717	JC_00678-RA	Bany_00211-RA
OG0005718	JC_12879-RA	Bany_17111-RA
OG0005719	JC_03778-RA	Bany_02808-RA
OG0005720	JC_03779-RA	Bany_02809-RA
OG0005721	JC_04394-RA	Bany_10034-RA
OG0005722	JC_15979-RA	Bany_06707-RA
OG0005723	JC_07479-RA	Bany_08802-RA
OG0005724	JC_08765-RA	Bany_11956-RA
OG0005725	JC_08040-RA	Bany_03602-RA
OG0005726	JC_08768-RA	Bany_11959-RA
OG0005727	JC_08041-RA	Bany_03603-RA
OG0005728	JC_08042-RA	Bany_03604-RA
OG0005729	JC_03782-RA	Bany_02813-RA
OG0005730	JC_04391-RA	Bany_10037-RA
OG0005731	JC_06856-RA	Bany_13777-RA
OG0005732	JC_14836-RA	Bany_17857-RA
OG0005733	JC_11365-RA	Bany_13200-RA
OG0005734	JC_08044-RA	Bany_03606-RA
OG0005735	JC_03787-RA	Bany_02816-RA
OG0005736	JC_16339-RA	Bany_01105-RA
OG0005737	JC_11363-RA	Bany_13203-RA
OG0005738	JC_04382-RA	Bany_10039-RA
OG0005739	JC_08046-RA	Bany_03609-RA
OG0005740	JC_15985-RA	Bany_06712-RA
OG0005741	JC_00675-RA	Bany_00214-RA
OG0005742	JC_14377-RA	Bany_02061-RA
OG0005743	JC_01935-RA	Bany_07311-RA
OG0005744	JC_14014-RA	Bany_16617-RA
OG0005745	JC_12453-RA	Bany_09518-RA
OG0005746	JC_09655-RA	Bany_06033-RA
OG0005747	JC_08052-RA	Bany_03615-RA
OG0005748	JC_14375-RA	Bany_02064-RA
OG0005749	JC_09654-RA	Bany_06034-RA
OG0005750	JC_02486-RA, JC_02487-RA	Bany_05349-RA
OG0005751	JC_06054-RA	Bany_15002-RA
OG0005753	JC_09651-RA	Bany_06038-RA
OG0005754	JC_08055-RA	Bany_03619-RA
OG0005755	JC_06058-RA	Bany_15006-RA
OG0005756	JC_08056-RA	Bany_03620-RA
OG0005758	JC_08057-RA	Bany_03621-RA
OG0005759	JC_14373-RA	Bany_02066-RA
OG0005760	JC_06359-RA	Bany_10790-RA
OG0005761	JC_03793-RA	Bany_02823-RA
OG0005762	JC_08058-RA	Bany_03622-RA
OG0005763	JC_03495-RA	Bany_08104-RA
OG0005764	JC_08059-RA	Bany_03623-RA
OG0005765	JC_03494-RA	Bany_08105-RA
OG0005766	JC_03493-RA	Bany_08106-RA
OG0005767	JC_08060-RA	Bany_03624-RA
OG0005768	JC_03492-RA	Bany_08107-RA
OG0005769	JC_16119-RA	Bany_06718-RA
OG0005770	JC_16333-RA	Bany_01111-RA
OG0005771	JC_03491-RA	Bany_08108-RA
OG0005772	JC_15986-RA	Bany_06719-RA, Bany_03133-RA
OG0005773	JC_16117-RA	Bany_06720-RA
OG0005774	JC_00672-RA	Bany_00220-RA
OG0005775	JC_01911-RA	Bany_07317-RA
OG0005776	JC_05446-RA	Bany_15626-RA
OG0005777	JC_00671-RA	Bany_00221-RA
OG0005778	JC_01473-RA	Bany_04506-RA
OG0005779	JC_06368-RA	Bany_10795-RA
OG0005780	JC_10147-RA	Bany_11331-RA
OG0005781	JC_11359-RA	Bany_13209-RA
OG0005782	JC_16328-RA	Bany_01113-RA
OG0005783	JC_16112-RA	Bany_06723-RA
OG0005784	JC_01469-RA	Bany_04509-RA
OG0005785	JC_05444-RA	Bany_15628-RA
OG0005786	JC_01468-RA	Bany_04510-RA
OG0005787	JC_01467-RA	Bany_04511-RA
OG0005788	JC_14012-RA	Bany_16620-RA
OG0005789	JC_16114-RA	Bany_06724-RA
OG0005790	JC_05442-RA	Bany_15630-RA
OG0005791	JC_16484-RA	Bany_16281-RA
OG0005792	JC_01463-RA	Bany_04514-RA
OG0005793	JC_00669-RA, JC_14239-RA	Bany_00224-RA
OG0005794	JC_16480-RA	Bany_16282-RA
OG0005795	JC_01462-RA	Bany_04516-RA
OG0005796	JC_10145-RA	Bany_11337-RA, Bany_11336-RA
OG0005797	JC_06369-RA	Bany_10796-RA
OG0005798	JC_01461-RA	Bany_04517-RA
OG0005799	JC_01460-RA	Bany_04518-RA
OG0005800	JC_16482-RA	Bany_16284-RA
OG0005801	JC_14365-RA	Bany_02080-RA, Bany_02077-RA
OG0005802	JC_10144-RA	Bany_11338-RA
OG0005803	JC_16072-RA	Bany_06727-RA
OG0005804	JC_15686-RA	Bany_17532-RA
OG0005805	JC_00665-RA	Bany_00225-RA
OG0005806	JC_15002-RA	Bany_17874-RA
OG0005807	JC_00664-RA	Bany_00226-RA
OG0005808	JC_08780-RA	Bany_11964-RA
OG0005809	JC_02494-RA	Bany_05355-RA
OG0005810	JC_16076-RA	Bany_06729-RA
OG0005811	JC_06371-RA	Bany_10799-RA
OG0005812	JC_16077-RA	Bany_06730-RA
OG0005813	JC_15685-RA	Bany_17533-RA
OG0005814	JC_01906-RA	Bany_07322-RA
OG0005815	JC_12178-RA	Bany_01118-RA
OG0005816	JC_06372-RA	Bany_10800-RA
OG0005817	JC_05439-RA	Bany_15635-RA
OG0005818	JC_12177-RA	Bany_01119-RA
OG0005819	JC_03484-RA	Bany_08114-RA
OG0005820	JC_15683-RA	Bany_17534-RA
OG0005821	JC_06374-RA	Bany_10802-RA
OG0005822	JC_11351-RA	Bany_13215-RA
OG0005823	JC_06063-RA	Bany_15014-RA
OG0005825	JC_09644-RA	Bany_06042-RA
OG0005826	JC_01454-RA	Bany_04523-RA
OG0005827	JC_06065-RA	Bany_15017-RA
OG0005828	JC_06377-RA	Bany_10804-RA
OG0005829	JC_06066-RA	Bany_15019-RA
OG0005830	JC_06378-RA	Bany_10805-RA
OG0005831	JC_06379-RA	Bany_10806-RA
OG0005832	JC_12847-RA	Bany_17131-RA
OG0005833	JC_12169-RA	Bany_01123-RA
OG0005834	JC_12437-RA	Bany_09531-RA
OG0005835	JC_08782-RA	Bany_11966-RA
OG0005836	JC_15682-RA	Bany_17536-RA
OG0005838	JC_00660-RA	Bany_00232-RA
OG0005839	JC_12155-RA	Bany_01124-RA
OG0005840	JC_09649-RA	Bany_06046-RA
OG0005841	JC_11347-RA	Bany_13220-RA
OG0005842	JC_11346-RA	Bany_13221-RA
OG0005843	JC_09650-RA	Bany_06047-RA
OG0005844	JC_09638-RA	Bany_06049-RA
OG0005845	JC_11345-RA	Bany_13222-RA
OG0005846	JC_04122-RA	Bany_03632-RA, Bany_03120-RA
OG0005847	JC_09556-RA	Bany_06050-RA
OG0005848	JC_11344-RA	Bany_13224-RA, Bany_13223-RA
OG0005849	JC_01443-RA	Bany_04534-RA, Bany_04533-RA
OG0005850	JC_09635-RA	Bany_06051-RA
OG0005851	JC_09558-RA	Bany_06053-RA
OG0005852	JC_09557-RA	Bany_06054-RA
OG0005853	JC_09559-RA	Bany_06055-RA
OG0005854	JC_08784-RA	Bany_11968-RA
OG0005855	JC_16110-RA	Bany_06740-RA
OG0005856	JC_09560-RA	Bany_06057-RA
OG0005857	JC_09607-RA	Bany_06059-RA
OG0005858	JC_04554-RA	Bany_10047-RA
OG0005859	JC_11343-RA	Bany_13225-RA
OG0005860	JC_06864-RA	Bany_13790-RA
OG0005861	JC_11342-RA	Bany_13226-RA
OG0005862	JC_12147-RA	Bany_01127-RA
OG0005863	JC_08071-RA	Bany_03636-RA
OG0005864	JC_12146-RA	Bany_01129-RA
OG0005865	JC_14353-RA	Bany_02094-RA
OG0005866	JC_12145-RA	Bany_01130-RA
OG0005867	JC_08072-RA	Bany_03638-RA
OG0005868	JC_13113-RA	Bany_17150-RA
OG0005869	JC_06867-RA	Bany_13793-RA
OG0005870	JC_08073-RA	Bany_03639-RA
OG0005871	JC_12143-RA	Bany_01134-RA
OG0005872	JC_12142-RA	Bany_01135-RA
OG0005873	JC_01436-RA	Bany_04538-RA
OG0005874	JC_13111-RA	Bany_17151-RA
OG0005875	JC_06071-RA	Bany_15024-RA
OG0005876	JC_15007-RA	Bany_17879-RA
OG0005877	JC_16057-RA	Bany_06760-RA
OG0005878	JC_02500-RA	Bany_05367-RA
OG0005879	JC_08076-RA	Bany_03642-RA
OG0005880	JC_13110-RA	Bany_17152-RA
OG0005881	JC_02503-RA	Bany_05368-RA
OG0005882	JC_12140-RA	Bany_01136-RA
OG0005883	JC_02237-RA	Bany_07331-RA
OG0005884	JC_13109-RA	Bany_17154-RA
OG0005885	JC_01409-RA	Bany_08121-RA, Bany_04571-RA
OG0005886	JC_14461-RA	Bany_08568-RA, Bany_15646-RA, Bany_11723-RA, Bany_14465-RA, Bany_14251-RA, Bany_08122-RA, Bany_07412-RA, Bany_00620-RA
OG0005887	JC_03481-RA	Bany_08123-RA
OG0005888	JC_13108-RA	Bany_17155-RA
OG0005889	JC_11337-RA	Bany_13231-RA
OG0005890	JC_03803-RA	Bany_02831-RA
OG0005891	JC_12535-RA, JC_12590-RA	Bany_07332-RA, Bany_09728-RA
OG0005892	JC_02505-RA	Bany_05370-RA
OG0005893	JC_09594-RA	Bany_06073-RA
OG0005894	JC_10135-RA	Bany_11347-RA
OG0005895	JC_08081-RA	Bany_03645-RA
OG0005896	JC_16429-RA	Bany_16303-RA
OG0005897	JC_08084-RA	Bany_03646-RA
OG0005898	JC_11332-RA	Bany_13234-RA
OG0005899	JC_03804-RA	Bany_02833-RA
OG0005900	JC_14351-RA	Bany_02097-RA
OG0005901	JC_13998-RA	Bany_16635-RA
OG0005902	JC_03805-RA	Bany_02834-RA
OG0005903	JC_16431-RA	Bany_16304-RA
OG0005904	JC_03806-RA	Bany_02835-RA
OG0005905	JC_14349-RA	Bany_02099-RA
OG0005906	JC_13999-RA	Bany_16636-RA
OG0005907	JC_06869-RA	Bany_13799-RA
OG0005908	JC_01432-RA	Bany_04546-RA
OG0005909	JC_08087-RA	Bany_03649-RA
OG0005910	JC_08088-RA	Bany_03650-RA
OG0005911	JC_13096-RA	Bany_17166-RA
OG0005912	JC_00656-RA	Bany_00238-RA
OG0005913	JC_08089-RA	Bany_03651-RA
OG0005914	JC_00655-RA	Bany_00239-RA
OG0005915	JC_15963-RA	Bany_06770-RA
OG0005916	JC_15962-RA	Bany_06771-RA
OG0005917	JC_06389-RA	Bany_10818-RA
OG0005918	JC_08091-RA	Bany_03652-RA
OG0005919	JC_00653-RA	Bany_00240-RA
OG0005920	JC_01427-RA	Bany_04550-RA
OG0005921	JC_01426-RA	Bany_04551-RA
OG0005922	JC_09584-RA	Bany_06078-RA
OG0005923	JC_08096-RA, JC_08093-RA	Bany_03655-RA
OG0005924	JC_03478-RA	Bany_08128-RA
OG0005925	JC_08095-RA	Bany_03656-RA
OG0005926	JC_12782-RA	Bany_09533-RA
OG0005927	JC_09582-RA	Bany_06079-RA
OG0005928	JC_15015-RA	Bany_17886-RA
OG0005929	JC_12240-RA	Bany_01143-RA
OG0005930	JC_09580-RA	Bany_06080-RA
OG0005931	JC_03813-RA	Bany_02844-RA
OG0005932	JC_03814-RA	Bany_02845-RA
OG0005933	JC_09578-RA	Bany_06083-RA
OG0005934	JC_15957-RA	Bany_06776-RA
OG0005935	JC_04565-RA	Bany_10056-RA
OG0005936	JC_04566-RA	Bany_10057-RA
OG0005937	JC_03818-RA	Bany_02847-RA
OG0005938	JC_16909-RA	Bany_12787-RA
OG0005939	JC_04567-RA	Bany_10058-RA
OG0005940	JC_04568-RA	Bany_10059-RA
OG0005941	JC_00647-RA	Bany_00245-RA
OG0005942	JC_04569-RA	Bany_10060-RA
OG0005943	JC_17008-RA	Bany_12790-RA
OG0005944	JC_00646-RA	Bany_00247-RA
OG0005945	JC_02513-RA	Bany_05382-RA
OG0005946	JC_01423-RA	Bany_04553-RA
OG0005947	JC_06052-RA	Bany_15028-RA
OG0005949	JC_01421-RA	Bany_04556-RA
OG0005950	JC_17011-RA	Bany_12794-RA
