Orthogroup	Vanessa_cardui	Vanessa_tameamea
OG0005895	Vcard_DToL06121-RA	XP_026488325.1
OG0005896	Vcard_DToL18628-RA	XP_026483144.1
OG0005897	Vcard_DToL06117-RA	XP_026488311.1
OG0005898	Vcard_DToL11167-RA	XP_026494663.1
OG0005899	Vcard_DToL08875-RA	XP_026494888.1
OG0005900	Vcard_DToL16474-RA	XP_026499334.1
OG0005901	Vcard_DToL14008-RA	XP_026490378.1
OG0005902	Vcard_DToL08874-RA	XP_026494892.1
OG0005903	Vcard_DToL18627-RA	XP_026483167.1
OG0005904	Vcard_DToL08872-RA	XP_026494890.1
OG0005905	Vcard_DToL16472-RA	XP_026499375.1
OG0005906	Vcard_DToL14009-RA	XP_026490376.1
OG0005907	Vcard_DToL12338-RA	XP_026499092.1
OG0005908	Vcard_DToL01046-RA	XP_026497840.1
OG0005909	Vcard_DToL06113-RA	XP_026488299.1
OG0005910	Vcard_DToL06112-RA	XP_026488286.1
OG0005911	Vcard_DToL15251-RA	XP_026497298.1
OG0005912	Vcard_DToL01961-RA	XP_026484636.1
OG0005913	Vcard_DToL06111-RA	XP_026488275.1
OG0005914	Vcard_DToL01962-RA	XP_026484635.1
OG0005915	Vcard_DToL17578-RA	XP_026483790.1
OG0005916	Vcard_DToL17576-RA	XP_026483789.1
OG0005917	Vcard_DToL10561-RA	XP_026485405.1
OG0005918	Vcard_DToL06110-RA	XP_026488430.1
OG0005919	Vcard_DToL01964-RA	XP_026484633.1
OG0005920	Vcard_DToL01050-RA	XP_026497847.1
OG0005921	Vcard_DToL01051-RA	XP_026497833.1
OG0005922	Vcard_DToL06617-RA	XP_026488984.1
OG0005923	Vcard_DToL06106-RA	XP_026488410.1
OG0005924	Vcard_DToL04177-RA	XP_026487191.1
OG0005925	Vcard_DToL06105-RA	XP_026488397.1
OG0005926	Vcard_DToL14892-RA	XP_026491005.1
OG0005927	Vcard_DToL06619-RA	XP_026488625.1
OG0005928	Vcard_DToL15936-RA	XP_026501718.1
OG0005929	Vcard_DToL07663-RA	XP_026487929.1, XP_026487930.1
OG0005930	Vcard_DToL06620-RA	XP_026494206.1
OG0005931	Vcard_DToL08865-RA	XP_026494876.1
OG0005932	Vcard_DToL08864-RA	XP_026494880.1
OG0005933	Vcard_DToL06622-RA	XP_026500467.1
OG0005934	Vcard_DToL17571-RA	XP_026483630.1
OG0005935	Vcard_DToL04927-RA	XP_026485829.1
OG0005936	Vcard_DToL04928-RA	XP_026485828.1
OG0005937	Vcard_DToL08862-RA	XP_026495328.1
OG0005938	Vcard_DToL18065-RA	XP_026488611.1
OG0005939	Vcard_DToL04929-RA	XP_026485700.1
OG0005940	Vcard_DToL04932-RA	XP_026485701.1
OG0005941	Vcard_DToL01979-RA	XP_026484448.1
OG0005942	Vcard_DToL04933-RA	XP_026485726.1
OG0005943	Vcard_DToL18063-RA	XP_026488628.1
OG0005944	Vcard_DToL01980-RA	XP_026484444.1
OG0005945	Vcard_DToL03505-RA	XP_026491207.1
OG0005946	Vcard_DToL01054-RA	XP_026497828.1
OG0005947	Vcard_DToL10223-RA	XP_026493171.1
OG0005948	Vcard_DToL01055-RA	XP_026497835.1
OG0005949	Vcard_DToL01058-RA	XP_026497864.1
OG0005950	Vcard_DToL18061-RA	XP_026488601.1
OG0005951	Vcard_DToL03547-RA	XP_026491452.1
OG0005953	Vcard_DToL12327-RA	XP_026499299.1
OG0005954	Vcard_DToL12325-RA	XP_026499226.1
OG0005955	Vcard_DToL01060-RA	XP_026497894.1
OG0005956	Vcard_DToL07217-RA	XP_026496972.1
OG0005957	Vcard_DToL17568-RA	XP_026483795.1
OG0005958	Vcard_DToL12324-RA	XP_026499233.1
OG0005959	Vcard_DToL12323-RA	XP_026499234.1
OG0005960	Vcard_DToL07219-RA	XP_026496912.1
OG0005961	Vcard_DToL08860-RA	XP_026495330.1
OG0005962	Vcard_DToL13439-RA	XP_026490819.1
OG0005963	Vcard_DToL18662-RA	XP_026483141.1
OG0005964	Vcard_DToL18598-RA	XP_026487091.1
OG0005965	Vcard_DToL10216-RA	XP_026493109.1
OG0005966	Vcard_DToL13437-RA	XP_026490807.1
OG0005967	Vcard_DToL15927-RA	XP_026501724.1
OG0005968	Vcard_DToL08856-RA	XP_026494822.1
OG0005969	Vcard_DToL13436-RA	XP_026491507.1
OG0005970	Vcard_DToL08855-RA	XP_026494821.1
OG0005971	Vcard_DToL18597-RA	XP_026486545.1
OG0005972	Vcard_DToL07230-RA	XP_026496971.1
OG0005973	Vcard_DToL01065-RA	XP_026497863.1
OG0005974	Vcard_DToL13434-RA	XP_026491368.1
OG0005975	Vcard_DToL12874-RA	XP_026495555.1
OG0005976	Vcard_DToL13432-RA	XP_026491519.1
OG0005977	Vcard_DToL06627-RA	XP_026489206.1
OG0005978	Vcard_DToL06629-RA	XP_026489386.1
OG0005979	Vcard_DToL12876-RA	XP_026495554.1
OG0005980	Vcard_DToL06630-RA	XP_026483163.1
OG0005981	Vcard_DToL09940-RA	XP_026493289.1
OG0005982	Vcard_DToL15246-RA	XP_026497293.1
OG0005983	Vcard_DToL00346-RA	XP_026496426.1
OG0005984	Vcard_DToL06100-RA	XP_026488506.1
OG0005985	Vcard_DToL06098-RA	XP_026488519.1
OG0005986	Vcard_DToL11152-RA	XP_026494634.1
OG0005987	Vcard_DToL09938-RA	XP_026493395.1
OG0005988	Vcard_DToL12877-RA	XP_026495778.1
OG0005989	Vcard_DToL00349-RA	XP_026496446.1
OG0005990	Vcard_DToL07237-RA	XP_026496807.1
OG0005991	Vcard_DToL06095-RA	XP_026488485.1
OG0005992	Vcard_DToL09936-RA	XP_026493065.1
OG0005993	Vcard_DToL00350-RA	XP_026496618.1
OG0005994	Vcard_DToL12319-RA	XP_026499066.1, XP_026499065.1
OG0005995	Vcard_DToL09276-RA	XP_026499596.1
OG0005996	Vcard_DToL06094-RA	XP_026488497.1
OG0005997	Vcard_DToL11150-RA	XP_026494633.1
OG0005998	Vcard_DToL12318-RA	XP_026499064.1
OG0005999	Vcard_DToL01986-RA	XP_026484348.1
OG0006000	Vcard_DToL16457-RA	XP_026499379.1
OG0006001	Vcard_DToL06091-RA	XP_026488466.1
OG0006002	Vcard_DToL12878-RA	XP_026495735.1
OG0006003	Vcard_DToL00351-RA	XP_026496279.1
OG0006004	Vcard_DToL01990-RA	XP_026484349.1
OG0006005	Vcard_DToL14887-RA	XP_026490958.1
OG0006006	Vcard_DToL01991-RA	XP_026484629.1
OG0006007	Vcard_DToL14885-RA	XP_026490957.1
OG0006008	Vcard_DToL07240-RA	XP_026496791.1
OG0006009	Vcard_DToL00353-RA	XP_026496177.1
OG0006010	Vcard_DToL11147-RA	XP_026493919.1
OG0006011	Vcard_DToL18097-RA	XP_026488641.1
OG0006012	Vcard_DToL03509-RA	XP_026491469.1
OG0006013	Vcard_DToL14883-RA	XP_026490946.1
OG0006014	Vcard_DToL11145-RA	XP_026493939.1
OG0006015	Vcard_DToL11144-RA	XP_026493862.1
OG0006017	Vcard_DToL04189-RA	XP_026488381.1
OG0006018	Vcard_DToL04190-RA	XP_026488213.1
OG0006019	Vcard_DToL06931-RA	XP_026489471.1
OG0006020	Vcard_DToL11143-RA	XP_026494046.1
OG0006021	Vcard_DToL16952-RA	XP_026486819.1
OG0006022	Vcard_DToL15242-RA	XP_026497448.1
OG0006023	Vcard_DToL08835-RA	XP_026495355.1
OG0006024	Vcard_DToL15241-RA	XP_026497405.1
OG0006025	Vcard_DToL08833-RA	XP_026495347.1
OG0006026	Vcard_DToL04943-RA	XP_026486193.1
OG0006027	Vcard_DToL11142-RA	XP_026494048.1
OG0006028	Vcard_DToL06592-RA	XP_026483781.1
OG0006029	Vcard_DToL15239-RA	XP_026497413.1
OG0006030	Vcard_DToL12895-RA, Vcard_DToL16949-RA	XP_026486783.1
OG0006031	Vcard_DToL06590-RA	XP_026483770.1
OG0006032	Vcard_DToL12884-RA	XP_026495603.1
OG0006033	Vcard_DToL15237-RA	XP_026497418.1
OG0006034	Vcard_DToL15236-RA	XP_026497417.1
OG0006036	Vcard_DToL18594-RA	XP_026486543.1
OG0006037	Vcard_DToL09923-RA	XP_026493106.1
OG0006038	Vcard_DToL11875-RA	XP_026499957.1
OG0006039	Vcard_DToL11137-RA, Vcard_DToL11139-RA	XP_026493997.1
OG0006040	Vcard_DToL15232-RA	XP_026497414.1
OG0006041	Vcard_DToL16454-RA	XP_026499360.1
OG0006042	Vcard_DToL13983-RA	XP_026491855.1
OG0006043	Vcard_DToL06088-RA	XP_026487264.1
OG0006044	Vcard_DToL09545-RA	XP_026492349.1
OG0006045	Vcard_DToL16943-RA	XP_026486484.1
OG0006046	Vcard_DToL07933-RA	XP_026501342.1
OG0006047	Vcard_DToL15231-RA	XP_026497403.1
OG0006048	Vcard_DToL07932-RA	XP_026501340.1
OG0006049	Vcard_DToL11135-RA	XP_026493998.1
OG0006050	Vcard_DToL09542-RA	XP_026492360.1
OG0006051	Vcard_DToL14878-RA	XP_026491013.1
OG0006052	Vcard_DToL06584-RA	XP_026483285.1
OG0006053	Vcard_DToL08831-RA	XP_026495213.1
OG0006054	Vcard_DToL01088-RA	XP_026497881.1
OG0006056	Vcard_DToL01090-RA	XP_026497857.1
OG0006057	Vcard_DToL18107-RA	XP_026489375.1
OG0006058	Vcard_DToL13425-RA	XP_026493772.1
OG0006059	Vcard_DToL15223-RA	XP_026497584.1
OG0006060	Vcard_DToL09540-RA	XP_026492346.1
OG0006061	Vcard_DToL16449-RA	XP_026499373.1
OG0006062	Vcard_DToL06081-RA	XP_026487102.1
OG0006063	Vcard_DToL13423-RA	XP_026495602.1
OG0006064	Vcard_DToL15221-RA	XP_026497550.1
OG0006065	Vcard_DToL15215-RA	XP_026497551.1
OG0006066	Vcard_DToL06078-RA	XP_026487757.1
OG0006067	Vcard_DToL06077-RA	XP_026487792.1
OG0006068	Vcard_DToL06076-RA	XP_026487688.1
OG0006069	Vcard_DToL09538-RA	XP_026492250.1
OG0006070	Vcard_DToL06581-RA	XP_026501750.1
OG0006071	Vcard_DToL07243-RA	XP_026496628.1
OG0006072	Vcard_DToL06075-RA	XP_026487586.1
OG0006073	Vcard_DToL06074-RA	XP_026487567.1
OG0006074	Vcard_DToL07244-RA	XP_026496632.1
OG0006075	Vcard_DToL01096-RA	XP_026497861.1
OG0006076	Vcard_DToL03510-RA	XP_026491305.1
OG0006077	Vcard_DToL15214-RA	XP_026497555.1
OG0006078	Vcard_DToL01105-RA	XP_026497856.1
OG0006079	Vcard_DToL13418-RA	XP_026495011.1, XP_026495022.1
OG0006080	Vcard_DToL04954-RA	XP_026485919.1
OG0006081	Vcard_DToL07707-RA	XP_026488887.1
OG0006082	Vcard_DToL06577-RA	XP_026501257.1
OG0006083	Vcard_DToL06575-RA	XP_026484852.1
OG0006084	Vcard_DToL06573-RA	XP_026484836.1
OG0006085	Vcard_DToL08829-RA	XP_026495181.1
OG0006086	Vcard_DToL16938-RA	XP_026485717.1
OG0006087	Vcard_DToL08827-RA	XP_026494837.1
OG0006088	Vcard_DToL09532-RA	XP_026492352.1
OG0006089	Vcard_DToL11933-RA	XP_026489209.1
OG0006090	Vcard_DToL06568-RA	XP_026484870.1
OG0006091	Vcard_DToL14868-RA	XP_026490997.1
OG0006092	Vcard_DToL16936-RA	XP_026485778.1
OG0006093	Vcard_DToL06071-RA	XP_026487599.1
OG0006094	Vcard_DToL06563-RA	XP_026493986.1
OG0006095	Vcard_DToL12890-RA	XP_026495544.1
OG0006096	Vcard_DToL04204-RA	XP_026488343.1
OG0006097	Vcard_DToL01999-RA	XP_026484582.1
OG0006098	Vcard_DToL04205-RA	XP_026488333.1
OG0006099	Vcard_DToL00342-RA	XP_026498175.1
OG0006100	Vcard_DToL16436-RA	XP_026499370.1
OG0006101	Vcard_DToL01107-RA	XP_026497873.1
OG0006102	Vcard_DToL06562-RA	XP_026500604.1
OG0006103	Vcard_DToL13410-RA	XP_026495502.1
OG0006104	Vcard_DToL04206-RA	XP_026488337.1
OG0006105	Vcard_DToL04207-RA	XP_026488335.1
OG0006106	Vcard_DToL11926-RA	XP_026489231.1
OG0006107	Vcard_DToL09912-RA	XP_026493470.1
OG0006108	Vcard_DToL03206-RA	XP_026496325.1
OG0006109	Vcard_DToL06067-RA	XP_026487534.1
OG0006110	Vcard_DToL06063-RA	XP_026487550.1
OG0006111	Vcard_DToL01111-RA	XP_026497885.1
OG0006112	Vcard_DToL13977-RA	XP_026491842.1
OG0006113	Vcard_DToL04215-RA	XP_026488432.1
OG0006114	Vcard_DToL09529-RA	XP_026492353.1
OG0006115	Vcard_DToL02007-RA	XP_026485102.1
OG0006117	Vcard_DToL04212-RA	XP_026488481.1
OG0006118	Vcard_DToL03515-RA	XP_026491561.1
OG0006119	Vcard_DToL13401-RA	XP_026495153.1
OG0006120	Vcard_DToL03516-RA	XP_026491559.1
OG0006121	Vcard_DToL04224-RA	XP_026488200.1
OG0006122	Vcard_DToL04216-RA	XP_026488437.1
OG0006123	Vcard_DToL13400-RA	XP_026495124.1
OG0006124	Vcard_DToL06554-RA	XP_026493087.1
OG0006125	Vcard_DToL04960-RA	XP_026485915.1, XP_026485914.1
OG0006127	Vcard_DToL01115-RA	XP_026497891.1
OG0006128	Vcard_DToL13399-RA	XP_026495167.1
OG0006129	Vcard_DToL11134-RA	XP_026493989.1
OG0006130	Vcard_DToL16927-RA	XP_026486039.1
OG0006131	Vcard_DToL15209-RA	XP_026497588.1
OG0006132	Vcard_DToL17551-RA	XP_026483784.1
OG0006133	Vcard_DToL02010-RA	XP_026484523.1
OG0006134	Vcard_DToL13397-RA	XP_026495179.1
OG0006135	Vcard_DToL02011-RA	XP_026484524.1
OG0006136	Vcard_DToL02012-RA	XP_026484525.1
OG0006137	Vcard_DToL06548-RA	XP_026501518.1
OG0006138	Vcard_DToL18137-RA	XP_026489393.1
OG0006139	Vcard_DToL06547-RA	XP_026492981.1
OG0006140	Vcard_DToL12202-RA	XP_026499175.1
OG0006141	Vcard_DToL15975-RA	XP_026492444.1
OG0006142	Vcard_DToL13391-RA	XP_026492599.1
OG0006143	Vcard_DToL00340-RA	XP_026497877.1
OG0006144	Vcard_DToL15208-RA	XP_026497577.1
OG0006145	Vcard_DToL12203-RA	XP_026499204.1
OG0006146	Vcard_DToL14856-RA	XP_026490960.1
OG0006147	Vcard_DToL16431-RA	XP_026499400.1
OG0006148	Vcard_DToL14855-RA	XP_026490980.1
OG0006149	Vcard_DToL09522-RA	XP_026492171.1
OG0006150	Vcard_DToL18116-RA	XP_026489396.1
OG0006151	Vcard_DToL01120-RA	XP_026497938.1
OG0006152	Vcard_DToL03527-RA	XP_026491735.1
OG0006153	Vcard_DToL02016-RA	XP_026484347.1
OG0006154	Vcard_DToL01121-RA	XP_026497940.1
OG0006155	Vcard_DToL02017-RA	XP_026484346.1
OG0006156	Vcard_DToL01122-RA	XP_026497943.1
OG0006157	Vcard_DToL15989-RA	XP_026492439.1
OG0006158	Vcard_DToL13389-RA	XP_026495418.1
OG0006159	Vcard_DToL01123-RA	XP_026497945.1
OG0006160	Vcard_DToL16427-RA	XP_026499401.1
OG0006162	Vcard_DToL01125-RA	XP_026497946.1
OG0006163	Vcard_DToL03531-RA	XP_026491751.1
OG0006164	Vcard_DToL01126-RA	XP_026497942.1
OG0006165	Vcard_DToL06054-RA	XP_026500420.1
OG0006166	Vcard_DToL03533-RA	XP_026491738.1
OG0006167	Vcard_DToL06053-RA	XP_026500388.1
OG0006168	Vcard_DToL13384-RA	XP_026493356.1
OG0006169	Vcard_DToL14851-RA	XP_026490944.1
OG0006170	Vcard_DToL16425-RA	XP_026499882.1
OG0006171	Vcard_DToL15990-RA	XP_026492428.1
OG0006172	Vcard_DToL13380-RA	XP_026493825.1
OG0006174	Vcard_DToL00332-RA	XP_026497838.1
OG0006175	Vcard_DToL06050-RA	XP_026500412.1
OG0006176	Vcard_DToL15991-RA	XP_026492452.1
OG0006177	Vcard_DToL06048-RA	XP_026500393.1
OG0006178	Vcard_DToL00331-RA	XP_026498208.1
OG0006179	Vcard_DToL09894-RA	XP_026493136.1
OG0006180	Vcard_DToL16922-RA	XP_026485903.1
OG0006181	Vcard_DToL13372-RA	XP_026493813.1
OG0006182	Vcard_DToL04225-RA	XP_026488204.1
OG0006183	Vcard_DToL15995-RA	XP_026492426.1
OG0006185	Vcard_DToL15201-RA	XP_026497586.1
OG0006186	Vcard_DToL15998-RA	XP_026492424.1
OG0006187	Vcard_DToL06044-RA	XP_026500391.1
OG0006188	Vcard_DToL00328-RA	XP_026498228.1
OG0006189	Vcard_DToL02024-RA	XP_026485129.1
OG0006190	Vcard_DToL16422-RA	XP_026499886.1
OG0006191	Vcard_DToL15200-RA	XP_026497587.1
OG0006192	Vcard_DToL14843-RA	XP_026496822.1
OG0006193	Vcard_DToL15198-RA	XP_026497590.1
OG0006194	Vcard_DToL08821-RA	XP_026495261.1
OG0006195	Vcard_DToL00323-RA	XP_026497726.1
OG0006196	Vcard_DToL07254-RA	XP_026496970.1
OG0006197	Vcard_DToL08820-RA	XP_026494963.1
OG0006198	Vcard_DToL10550-RA	XP_026485282.1
OG0006199	Vcard_DToL04230-RA	XP_026488187.1
OG0006200	Vcard_DToL09510-RA	XP_026492300.1
OG0006201	Vcard_DToL04233-RA	XP_026488191.1
OG0006202	Vcard_DToL12216-RA	XP_026499122.1
OG0006203	Vcard_DToL17540-RA	XP_026483758.1
OG0006204	Vcard_DToL03539-RA	XP_026491812.1
OG0006205	Vcard_DToL10549-RA	XP_026485283.1
OG0006206	Vcard_DToL15190-RA	XP_026497573.1
OG0006207	Vcard_DToL15188-RA	XP_026497563.1
OG0006208	Vcard_DToL03540-RA	XP_026491259.1
OG0006209	Vcard_DToL04982-RA	XP_026485755.1
OG0006210	Vcard_DToL03542-RA	XP_026491256.1
OG0006211	Vcard_DToL07257-RA	XP_026496777.1
OG0006212	Vcard_DToL12225-RA	XP_026499123.1
OG0006213	Vcard_DToL03544-RA	XP_026491247.1
OG0006214	Vcard_DToL12226-RA	XP_026499164.1
OG0006215	Vcard_DToL09505-RA	XP_026492151.1
OG0006216	Vcard_DToL15186-RA	XP_026497601.1
OG0006217	Vcard_DToL12227-RA	XP_026499139.1
OG0006218	Vcard_DToL08815-RA	XP_026495369.1
OG0006219	Vcard_DToL03543-RA	XP_026491350.1
OG0006220	Vcard_DToL12228-RA	XP_026499295.1
OG0006221	Vcard_DToL16417-RA	XP_026499864.1
OG0006222	Vcard_DToL03550-RA	XP_026491449.1
OG0006223	Vcard_DToL08812-RA	XP_026494983.1
OG0006224	Vcard_DToL11131-RA	XP_026493934.1
OG0006225	Vcard_DToL08813-RA	XP_026494982.1
OG0006226	Vcard_DToL04985-RA	XP_026486372.1
OG0006227	Vcard_DToL08811-RA	XP_026494937.1
OG0006228	Vcard_DToL12233-RA	XP_026499214.1
OG0006229	Vcard_DToL12234-RA	XP_026499133.1
OG0006230	Vcard_DToL16414-RA	XP_026499865.1
OG0006231	Vcard_DToL04986-RA	XP_026486371.1
OG0006232	Vcard_DToL02027-RA	XP_026484581.1
OG0006233	Vcard_DToL13355-RA	XP_026492729.1
OG0006234	Vcard_DToL09504-RA	XP_026492232.1
OG0006235	Vcard_DToL09893-RA	XP_026493130.1
OG0006236	Vcard_DToL02028-RA	XP_026484798.1
OG0006237	Vcard_DToL04987-RA	XP_026486132.1
OG0006238	Vcard_DToL09503-RA	XP_026492330.1
OG0006239	Vcard_DToL10545-RA	XP_026485580.1
OG0006240	Vcard_DToL15181-RA	XP_026497600.1
OG0006241	Vcard_DToL03557-RA	XP_026491301.1
OG0006242	Vcard_DToL02029-RA	XP_026484434.1
OG0006243	Vcard_DToL03558-RA	XP_026491811.1
OG0006244	Vcard_DToL10542-RA	XP_026485579.1
OG0006245	Vcard_DToL04237-RA	XP_026488223.1, XP_026488224.1
OG0006246	Vcard_DToL02031-RA	XP_026484436.1
OG0006247	Vcard_DToL18162-RA	XP_026489432.1
OG0006248	Vcard_DToL08809-RA	XP_026495192.1
OG0006249	Vcard_DToL00302-RA	XP_026498079.1
OG0006250	Vcard_DToL04989-RA	XP_026486134.1
OG0006251	Vcard_DToL18653-RA	XP_026483136.1
OG0006252	Vcard_DToL12242-RA	XP_026499186.1
OG0006253	Vcard_DToL08808-RA	XP_026494977.1
OG0006254	Vcard_DToL03212-RA	XP_026496207.1
OG0006255	Vcard_DToL02041-RA	XP_026484569.1
OG0006256	Vcard_DToL10539-RA	XP_026485382.1
OG0006257	Vcard_DToL03213-RA	XP_026496205.1
OG0006258	Vcard_DToL06531-RA	XP_026501018.1
OG0006259	Vcard_DToL09342-RA	XP_026499564.1
OG0006260	Vcard_DToL03214-RA	XP_026496432.1
OG0006261	Vcard_DToL01137-RA	XP_026487899.1
OG0006262	Vcard_DToL04994-RA	XP_026486076.1
OG0006263	Vcard_DToL09343-RA	XP_026499635.1
OG0006264	Vcard_DToL06527-RA	XP_026501772.1
OG0006265	Vcard_DToL03217-RA	XP_026496329.1
OG0006266	Vcard_DToL10534-RA	XP_026485549.1
OG0006267	Vcard_DToL12246-RA	XP_026499161.1
OG0006268	Vcard_DToL15425-RA	XP_026497374.1
OG0006269	Vcard_DToL10532-RA	XP_026485551.1
OG0006270	Vcard_DToL04240-RA	XP_026488249.1
OG0006271	Vcard_DToL06523-RA	XP_026485467.1
OG0006272	Vcard_DToL07267-RA	XP_026496968.1
OG0006273	Vcard_DToL02043-RA	XP_026484571.1
OG0006274	Vcard_DToL02044-RA	XP_026484357.1
OG0006275	Vcard_DToL06521-RA	XP_026485458.1
OG0006276	Vcard_DToL03224-RA	XP_026496367.1
OG0006277	Vcard_DToL06027-RA	XP_026487661.1
OG0006278	Vcard_DToL06520-RA	XP_026483925.1
OG0006279	Vcard_DToL06519-RA	XP_026483882.1
OG0006280	Vcard_DToL16404-RA	XP_026499872.1
OG0006281	Vcard_DToL18286-RA	XP_026483357.1
OG0006282	Vcard_DToL01141-RA	XP_026487921.1
OG0006283	Vcard_DToL03227-RA	XP_026496374.1
OG0006284	Vcard_DToL18285-RA	XP_026483355.1
OG0006285	Vcard_DToL09881-RA	XP_026493540.1
OG0006286	Vcard_DToL06515-RA	XP_026483913.1
OG0006287	Vcard_DToL01144-RA	XP_026487856.1
OG0006288	Vcard_DToL04245-RA	XP_026488320.1
OG0006289	Vcard_DToL09880-RA	XP_026493538.1
OG0006290	Vcard_DToL10523-RA	XP_026485629.1
OG0006291	Vcard_DToL06025-RA	XP_026487683.1
OG0006292	Vcard_DToL00293-RA	XP_026498044.1
OG0006293	Vcard_DToL07273-RA	XP_026496756.1
OG0006294	Vcard_DToL16010-RA	XP_026492483.1
OG0006295	Vcard_DToL06024-RA	XP_026487682.1
OG0006296	Vcard_DToL08805-RA	XP_026495173.1
OG0006297	Vcard_DToL08804-RA	XP_026494920.1
OG0006298	Vcard_DToL06023-RA	XP_026487678.1
OG0006299	Vcard_DToL08800-RA	XP_026494882.1
OG0006300	Vcard_DToL01149-RA	XP_026487889.1
OG0006301	Vcard_DToL13344-RA	XP_026492832.1
OG0006302	Vcard_DToL02063-RA	XP_026484396.1
OG0006303	Vcard_DToL07275-RA	XP_026496828.1
OG0006304	Vcard_DToL06020-RA	XP_026487681.1
OG0006305	Vcard_DToL16401-RA	XP_026499878.1
OG0006306	Vcard_DToL06019-RA	XP_026487679.1
OG0006307	Vcard_DToL03580-RA	XP_026491477.1
OG0006308	Vcard_DToL06508-RA	XP_026501226.1
OG0006309	Vcard_DToL07277-RA	XP_026496967.1
OG0006310	Vcard_DToL13341-RA	XP_026492820.1
OG0006311	Vcard_DToL03584-RA	XP_026491165.1
OG0006312	Vcard_DToL03585-RA	XP_026491467.1
OG0006313	Vcard_DToL01153-RA	XP_026487873.1
OG0006314	Vcard_DToL06507-RA	XP_026492167.1
OG0006315	Vcard_DToL13339-RA	XP_026490831.1
OG0006316	Vcard_DToL02049-RA	XP_026484607.1
OG0006317	Vcard_DToL01156-RA	XP_026487869.1
OG0006318	Vcard_DToL18605-RA	XP_026487090.1
OG0006319	Vcard_DToL06017-RA	XP_026487380.1
OG0006320	Vcard_DToL13338-RA	XP_026492807.1
OG0006321	Vcard_DToL18607-RA	XP_026487087.1, XP_026487088.1
OG0006322	Vcard_DToL06016-RA	XP_026487383.1
OG0006324	Vcard_DToL09354-RA	XP_026499697.1
OG0006325	Vcard_DToL06014-RA	XP_026487429.1
OG0006326	Vcard_DToL06013-RA	XP_026487432.1
OG0006327	Vcard_DToL17468-RA	XP_026483720.1
OG0006328	Vcard_DToL01159-RA	XP_026487866.1
OG0006329	Vcard_DToL06012-RA	XP_026487431.1
OG0006330	Vcard_DToL18609-RA	XP_026487084.1
OG0006331	Vcard_DToL11126-RA	XP_026494017.1
OG0006332	Vcard_DToL12929-RA	XP_026495989.1
OG0006333	Vcard_DToL18610-RA	XP_026487083.1
OG0006334	Vcard_DToL12930-RA	XP_026495991.1
OG0006335	Vcard_DToL12931-RA	XP_026495990.1
OG0006336	Vcard_DToL04998-RA	XP_026485851.1
OG0006338	Vcard_DToL18278-RA	XP_026483437.1
OG0006339	Vcard_DToL14822-RA	XP_026489648.1
OG0006340	Vcard_DToL16016-RA	XP_026492464.1
OG0006341	Vcard_DToL12250-RA	XP_026499270.1
OG0006342	Vcard_DToL06011-RA	XP_026487426.1
OG0006343	Vcard_DToL01161-RA	XP_026487904.1
OG0006344	Vcard_DToL06008-RA	XP_026487424.1
OG0006345	Vcard_DToL00292-RA	XP_026497517.1
OG0006346	Vcard_DToL12253-RA	XP_026499274.1
OG0006347	Vcard_DToL12935-RA	XP_026495610.1
OG0006348	Vcard_DToL14819-RA	XP_026489659.1
OG0006349	Vcard_DToL16019-RA	XP_026492448.1
OG0006350	Vcard_DToL12254-RA	XP_026499271.1
OG0006351	Vcard_DToL08789-RA	XP_026494900.1
OG0006352	Vcard_DToL12938-RA	XP_026495492.1
OG0006353	Vcard_DToL13324-RA	XP_026491772.1
OG0006354	Vcard_DToL17478-RA	XP_026483707.1
OG0006355	Vcard_DToL16020-RA	XP_026492446.1
OG0006356	Vcard_DToL11124-RA	XP_026493827.1
OG0006357	Vcard_DToL00285-RA	XP_026497470.1
OG0006358	Vcard_DToL09356-RA	XP_026499707.1
OG0006359	Vcard_DToL13142-RA	XP_026493016.1
OG0006360	Vcard_DToL16905-RA	XP_026486026.1
OG0006361	Vcard_DToL11118-RA	XP_026494038.1
OG0006362	Vcard_DToL18083-RA	XP_026488614.1
OG0006363	Vcard_DToL05002-RA	XP_026485884.1
OG0006364	Vcard_DToL16022-RA	XP_026492481.1
OG0006365	Vcard_DToL18084-RA	XP_026488637.1
OG0006366	Vcard_DToL09358-RA	XP_026499589.1
OG0006367	Vcard_DToL06498-RA	XP_026495005.1
OG0006368	Vcard_DToL01167-RA	XP_026487874.1
OG0006369	Vcard_DToL17481-RA	XP_026483719.1
OG0006370	Vcard_DToL16393-RA	XP_026499887.1
OG0006371	Vcard_DToL07283-RA	XP_026496684.1
OG0006372	Vcard_DToL00284-RA	XP_026497541.1
OG0006373	Vcard_DToL12941-RA	XP_026495946.1
OG0006374	Vcard_DToL07284-RA	XP_026496876.1
OG0006376	Vcard_DToL12944-RA	XP_026495913.1
OG0006377	Vcard_DToL16391-RA	XP_026490725.1
OG0006378	Vcard_DToL12943-RA	XP_026495910.1
OG0006379	Vcard_DToL18088-RA	XP_026488638.1
OG0006380	Vcard_DToL13314-RA	XP_026491792.1
OG0006381	Vcard_DToL11114-RA	XP_026494039.1
OG0006382	Vcard_DToL11112-RA	XP_026493809.1
OG0006383	Vcard_DToL08783-RA	XP_026494838.1
OG0006384	Vcard_DToL16025-RA	XP_026499490.1
