Orthogroup	Vanessa_cardui	Pararge_aegeria
OG0006180	Vcard_DToL16922-RA	XP_039761338.1
OG0006181	Vcard_DToL13372-RA	XP_039759328.1, XP_039759329.1
OG0006182	Vcard_DToL04225-RA	XP_039754560.1
OG0006183	Vcard_DToL15995-RA	XP_039760598.1
OG0006185	Vcard_DToL15201-RA	XP_039760212.1
OG0006186	Vcard_DToL15998-RA	XP_039760712.1
OG0006187	Vcard_DToL06044-RA	XP_039763347.1
OG0006188	Vcard_DToL00328-RA	XP_039763952.1
OG0006189	Vcard_DToL02024-RA	XP_039745079.1
OG0006190	Vcard_DToL16422-RA	XP_039746815.1
OG0006191	Vcard_DToL15200-RA	XP_039760061.1
OG0006192	Vcard_DToL14843-RA	XP_039757967.1
OG0006193	Vcard_DToL15198-RA	XP_039760062.1
OG0006194	Vcard_DToL08821-RA	XP_039746522.1
OG0006195	Vcard_DToL00323-RA	XP_039763700.1
OG0006196	Vcard_DToL07254-RA	XP_039750060.1, XP_039749918.1
OG0006197	Vcard_DToL08820-RA	XP_039746853.1
OG0006198	Vcard_DToL10550-RA	XP_039750975.1
OG0006199	Vcard_DToL04230-RA	XP_039754003.1
OG0006200	Vcard_DToL09510-RA	XP_039753006.1
OG0006201	Vcard_DToL04233-RA	XP_039754005.1
OG0006202	Vcard_DToL12216-RA	XP_039755955.1
OG0006203	Vcard_DToL17540-RA	XP_039747740.1
OG0006204	Vcard_DToL03539-RA	XP_039746022.1
OG0006205	Vcard_DToL10549-RA	XP_039750689.1
OG0006206	Vcard_DToL15190-RA	XP_039759736.1
OG0006207	Vcard_DToL15188-RA	XP_039760053.1
OG0006208	Vcard_DToL03540-RA	XP_039746387.1
OG0006209	Vcard_DToL04982-RA	XP_039749204.1
OG0006210	Vcard_DToL03542-RA	XP_039746444.1
OG0006211	Vcard_DToL07257-RA	XP_039749555.1
OG0006212	Vcard_DToL12225-RA	XP_039755359.1
OG0006213	Vcard_DToL03544-RA	XP_039746004.1
OG0006214	Vcard_DToL12226-RA	XP_039755757.1
OG0006215	Vcard_DToL09505-RA	XP_039752946.1
OG0006216	Vcard_DToL15186-RA	XP_039759969.1
OG0006217	Vcard_DToL12227-RA	XP_039755696.1
OG0006218	Vcard_DToL08815-RA	XP_039747370.1
OG0006219	Vcard_DToL03543-RA	XP_039745558.1
OG0006220	Vcard_DToL12228-RA	XP_039755960.1
OG0006221	Vcard_DToL16417-RA	XP_039749308.1
OG0006222	Vcard_DToL03550-RA	XP_039745574.1
OG0006223	Vcard_DToL08812-RA	XP_039746905.1
OG0006224	Vcard_DToL11131-RA	XP_039757328.1
OG0006225	Vcard_DToL08813-RA	XP_039747268.1
OG0006226	Vcard_DToL04985-RA	XP_039748812.1
OG0006227	Vcard_DToL08811-RA	XP_039746940.1
OG0006228	Vcard_DToL12233-RA	XP_039755795.1
OG0006229	Vcard_DToL12234-RA	XP_039755325.1
OG0006230	Vcard_DToL16414-RA	XP_039747553.1
OG0006231	Vcard_DToL04986-RA	XP_039748655.1
OG0006232	Vcard_DToL02027-RA	XP_039765973.1
OG0006233	Vcard_DToL13355-RA	XP_039759587.1
OG0006234	Vcard_DToL09504-RA	XP_039753729.1
OG0006235	Vcard_DToL09893-RA	XP_039758253.1
OG0006236	Vcard_DToL02028-RA	XP_039745203.1
OG0006237	Vcard_DToL04987-RA	XP_039748654.1
OG0006238	Vcard_DToL09503-RA	XP_039753728.1
OG0006239	Vcard_DToL10545-RA	XP_039750221.1
OG0006240	Vcard_DToL15181-RA	XP_039760261.1
OG0006241	Vcard_DToL03557-RA	XP_039746057.1
OG0006242	Vcard_DToL02029-RA	XP_039765639.1
OG0006243	Vcard_DToL03558-RA	XP_039746178.1
OG0006244	Vcard_DToL10542-RA	XP_039750237.1
OG0006245	Vcard_DToL04237-RA	XP_039753927.1
OG0006246	Vcard_DToL02031-RA	XP_039765805.1
OG0006247	Vcard_DToL18162-RA	XP_039762002.1
OG0006248	Vcard_DToL08809-RA	XP_039746918.1
OG0006249	Vcard_DToL00302-RA	XP_039763535.1
OG0006250	Vcard_DToL04989-RA	XP_039748968.1
OG0006251	Vcard_DToL18653-RA	XP_039762493.1
OG0006252	Vcard_DToL12242-RA	XP_039755666.1
OG0006253	Vcard_DToL08808-RA	XP_039747043.1
OG0006254	Vcard_DToL03212-RA	XP_039754745.1
OG0006255	Vcard_DToL02041-RA	XP_039745171.1
OG0006256	Vcard_DToL10539-RA	XP_039750236.1
OG0006257	Vcard_DToL03213-RA	XP_039754953.1
OG0006258	Vcard_DToL06531-RA	XP_039751093.1
OG0006259	Vcard_DToL09342-RA	XP_039753451.1
OG0006260	Vcard_DToL03214-RA	XP_039755231.1
OG0006261	Vcard_DToL01137-RA	XP_039761029.1
OG0006262	Vcard_DToL04994-RA	XP_039748807.1
OG0006263	Vcard_DToL09343-RA	XP_039753637.1
OG0006264	Vcard_DToL06527-RA	XP_039751640.1
OG0006265	Vcard_DToL03217-RA	XP_039755167.1
OG0006266	Vcard_DToL10534-RA	XP_039750580.1
OG0006267	Vcard_DToL12246-RA	XP_039755697.1
OG0006268	Vcard_DToL15425-RA	XP_039760013.1
OG0006269	Vcard_DToL10532-RA	XP_039750546.1
OG0006270	Vcard_DToL04240-RA	XP_039754027.1
OG0006271	Vcard_DToL06523-RA	XP_039751002.1
OG0006272	Vcard_DToL07267-RA	XP_039749635.1
OG0006273	Vcard_DToL02043-RA	XP_039765823.1
OG0006274	Vcard_DToL02044-RA	XP_039765595.1
OG0006275	Vcard_DToL06521-RA	XP_039751433.1
OG0006276	Vcard_DToL03224-RA	XP_039754696.1
OG0006277	Vcard_DToL06027-RA	XP_039765251.1
OG0006278	Vcard_DToL06520-RA	XP_039751705.1
OG0006279	Vcard_DToL06519-RA	XP_039751082.1
OG0006280	Vcard_DToL16404-RA	XP_039748403.1
OG0006281	Vcard_DToL18286-RA	XP_039752227.1
OG0006282	Vcard_DToL01141-RA	XP_039760437.1
OG0006283	Vcard_DToL03227-RA	XP_039755174.1
OG0006284	Vcard_DToL18285-RA	XP_039752588.1
OG0006285	Vcard_DToL09881-RA	XP_039758599.1
OG0006286	Vcard_DToL06515-RA	XP_039751083.1
OG0006287	Vcard_DToL01144-RA	XP_039758462.1
OG0006288	Vcard_DToL04245-RA	XP_039753894.1
OG0006289	Vcard_DToL09880-RA	XP_039758670.1
OG0006290	Vcard_DToL10523-RA	XP_039750944.1
OG0006291	Vcard_DToL06025-RA	XP_039765027.1
OG0006292	Vcard_DToL00293-RA	XP_039763285.1
OG0006293	Vcard_DToL07272-RA, Vcard_DToL07273-RA	XP_039750024.1
OG0006294	Vcard_DToL16010-RA	XP_039760414.1
OG0006295	Vcard_DToL06024-RA	XP_039765186.1
OG0006296	Vcard_DToL08805-RA	XP_039747182.1
OG0006297	Vcard_DToL08804-RA	XP_039747136.1
OG0006298	Vcard_DToL06023-RA	XP_039764546.1
OG0006299	Vcard_DToL08800-RA	XP_039746917.1
OG0006300	Vcard_DToL01149-RA	XP_039755748.1
OG0006301	Vcard_DToL13344-RA	XP_039758915.1
OG0006302	Vcard_DToL02063-RA	XP_039745152.1
OG0006303	Vcard_DToL07275-RA	XP_039749456.1
OG0006304	Vcard_DToL06020-RA	XP_039764580.1
OG0006305	Vcard_DToL16401-RA	XP_039747646.1
OG0006306	Vcard_DToL06019-RA	XP_039764830.1
OG0006307	Vcard_DToL03580-RA	XP_039746369.1
OG0006308	Vcard_DToL06508-RA	XP_039751033.1
OG0006309	Vcard_DToL07277-RA	XP_039750050.1
OG0006310	Vcard_DToL13341-RA	XP_039759343.1
OG0006311	Vcard_DToL03584-RA	XP_039745927.1
OG0006312	Vcard_DToL03585-RA	XP_039745924.1
OG0006313	Vcard_DToL01153-RA	XP_039756977.1
OG0006314	Vcard_DToL06507-RA	XP_039751035.1
OG0006315	Vcard_DToL13339-RA	XP_039759301.1
OG0006316	Vcard_DToL02049-RA	XP_039765508.1
OG0006317	Vcard_DToL01156-RA	XP_039757253.1
OG0006318	Vcard_DToL18605-RA	XP_039762745.1
OG0006319	Vcard_DToL06017-RA	XP_039765022.1
OG0006320	Vcard_DToL13338-RA	XP_039759659.1
OG0006321	Vcard_DToL18607-RA	XP_039762902.1
OG0006322	Vcard_DToL06016-RA	XP_039764930.1
OG0006324	Vcard_DToL09354-RA	XP_039752960.1
OG0006325	Vcard_DToL06014-RA	XP_039764717.1
OG0006326	Vcard_DToL06013-RA	XP_039765275.1
OG0006327	Vcard_DToL17468-RA	XP_039747652.1
OG0006328	Vcard_DToL01159-RA	XP_039761861.1
OG0006329	Vcard_DToL06012-RA	XP_039765274.1
OG0006330	Vcard_DToL18609-RA	XP_039762784.1
OG0006332	Vcard_DToL12929-RA	XP_039756297.1
OG0006333	Vcard_DToL18610-RA	XP_039762646.1
OG0006334	Vcard_DToL12930-RA	XP_039756523.1
OG0006335	Vcard_DToL12931-RA	XP_039756622.1
OG0006338	Vcard_DToL18278-RA	XP_039752159.1
OG0006339	Vcard_DToL14822-RA	XP_039758102.1
OG0006340	Vcard_DToL16016-RA	XP_039760770.1
OG0006341	Vcard_DToL12250-RA	XP_039755925.1
OG0006342	Vcard_DToL06011-RA	XP_039765271.1
OG0006343	Vcard_DToL01161-RA	XP_039761210.1
OG0006344	Vcard_DToL06008-RA	XP_039764807.1
OG0006345	Vcard_DToL00292-RA	XP_039763239.1
OG0006346	Vcard_DToL12253-RA	XP_039755695.1
OG0006347	Vcard_DToL12935-RA	XP_039756132.1
OG0006348	Vcard_DToL14819-RA	XP_039757775.1
OG0006349	Vcard_DToL16019-RA	XP_039760835.1
OG0006350	Vcard_DToL12254-RA	XP_039755719.1
OG0006351	Vcard_DToL08789-RA	XP_039747498.1
OG0006352	Vcard_DToL12938-RA	XP_039756226.1
OG0006353	Vcard_DToL13324-RA	XP_039759071.1
OG0006354	Vcard_DToL17478-RA	XP_039748455.1
OG0006355	Vcard_DToL16020-RA	XP_039760776.1
OG0006356	Vcard_DToL11124-RA	XP_039756891.1
OG0006357	Vcard_DToL00285-RA	XP_039763590.1
OG0006358	Vcard_DToL09356-RA	XP_039753102.1
OG0006359	Vcard_DToL13142-RA	XP_039759626.1
OG0006360	Vcard_DToL16905-RA	XP_039761171.1
OG0006361	Vcard_DToL11118-RA	XP_039756913.1
OG0006362	Vcard_DToL18083-RA	XP_039762037.1
OG0006363	Vcard_DToL05002-RA	XP_039749325.1
OG0006364	Vcard_DToL16022-RA	XP_039760417.1
OG0006365	Vcard_DToL18084-RA	XP_039762421.1
OG0006366	Vcard_DToL09358-RA	XP_039753344.1
OG0006367	Vcard_DToL06498-RA	XP_039751642.1
OG0006368	Vcard_DToL01167-RA	XP_039760643.1
OG0006369	Vcard_DToL17481-RA	XP_039748186.1
OG0006370	Vcard_DToL16393-RA	XP_039750084.1
OG0006371	Vcard_DToL07283-RA	XP_039749503.1
OG0006372	Vcard_DToL00284-RA	XP_039763603.1
OG0006373	Vcard_DToL12941-RA	XP_039756078.1
OG0006374	Vcard_DToL07284-RA	XP_039749997.1
OG0006376	Vcard_DToL12944-RA	XP_039756420.1
OG0006377	Vcard_DToL16391-RA	XP_039760369.1
OG0006378	Vcard_DToL12943-RA	XP_039756467.1
OG0006379	Vcard_DToL18088-RA	XP_039762436.1
OG0006380	Vcard_DToL13314-RA	XP_039759634.1
OG0006381	Vcard_DToL11114-RA	XP_039757266.1
OG0006382	Vcard_DToL11112-RA	XP_039756911.1
OG0006383	Vcard_DToL08783-RA	XP_039746627.1
OG0006384	Vcard_DToL16025-RA	XP_039760884.1
OG0006385	Vcard_DToL12830-RA	XP_039756558.1
OG0006386	Vcard_DToL11111-RA	XP_039757028.1
OG0006387	Vcard_DToL18274-RA	XP_039752528.1
OG0006388	Vcard_DToL16028-RA	XP_039760789.1
OG0006389	Vcard_DToL18268-RA	XP_039752055.1
OG0006390	Vcard_DToL13313-RA	XP_039759330.1
OG0006391	Vcard_DToL12829-RA	XP_039756620.1
OG0006392	Vcard_DToL17492-RA	XP_039748258.1
OG0006393	Vcard_DToL11109-RA	XP_039756967.1
OG0006394	Vcard_DToL08779-RA	XP_039746761.1
OG0006395	Vcard_DToL11107-RA	XP_039757327.1
OG0006396	Vcard_DToL08778-RA	XP_039746754.1
OG0006397	Vcard_DToL07286-RA	XP_039749676.1
OG0006398	Vcard_DToL13311-RA	XP_039759498.1
OG0006399	Vcard_DToL07287-RA	XP_039749606.1
OG0006400	Vcard_DToL12821-RA	XP_039756107.1
OG0006401	Vcard_DToL13309-RA	XP_039759476.1
OG0006402	Vcard_DToL03597-RA	XP_039745789.1
OG0006403	Vcard_DToL12819-RA	XP_039756108.1
OG0006404	Vcard_DToL03600-RA	XP_039746332.1
OG0006405	Vcard_DToL12818-RA	XP_039756109.1
OG0006406	Vcard_DToL02064-RA	XP_039745205.1
OG0006407	Vcard_DToL06005-RA	XP_039764713.1
OG0006408	Vcard_DToL03603-RA	XP_039745790.1
OG0006409	Vcard_DToL05007-RA	XP_039749324.1
OG0006410	Vcard_DToL03606-RA	XP_039745899.1
OG0006411	Vcard_DToL06004-RA	XP_039764549.1
OG0006412	Vcard_DToL06495-RA	XP_039751296.1
OG0006413	Vcard_DToL12266-RA	XP_039755392.1
OG0006414	Vcard_DToL03610-RA	XP_039746274.1
OG0006415	Vcard_DToL14814-RA	XP_039758070.1
OG0006416	Vcard_DToL06494-RA	XP_039751718.1
OG0006417	Vcard_DToL13948-RA	XP_039747590.1
OG0006418	Vcard_DToL16033-RA	XP_039760659.1
OG0006419	Vcard_DToL03613-RA	XP_039745739.1
OG0006420	Vcard_DToL12816-RA	XP_039756110.1
OG0006421	Vcard_DToL08771-RA	XP_039746477.1
OG0006422	Vcard_DToL16034-RA	XP_039760708.1
OG0006423	Vcard_DToL17496-RA	XP_039748164.1
OG0006424	Vcard_DToL10514-RA	XP_039750376.1
OG0006425	Vcard_DToL01504-RA	XP_039761476.1
OG0006426	Vcard_DToL07290-RA	XP_039749597.1
OG0006427	Vcard_DToL01506-RA	XP_039755504.1
OG0006428	Vcard_DToL13307-RA	XP_039759314.1
OG0006429	Vcard_DToL03238-RA	XP_039754896.1
OG0006430	Vcard_DToL12730-RA	XP_039756708.1
OG0006431	Vcard_DToL03240-RA	XP_039755102.1
OG0006432	Vcard_DToL01512-RA	XP_039755517.1
OG0006433	Vcard_DToL12731-RA	XP_039756612.1
OG0006434	Vcard_DToL16991-RA	XP_039761056.1
OG0006435	Vcard_DToL14810-RA	XP_039757498.1
OG0006436	Vcard_DToL12732-RA	XP_039756317.1
OG0006437	Vcard_DToL13303-RA	XP_039758972.1
OG0006438	Vcard_DToL12269-RA	XP_039755640.1
OG0006439	Vcard_DToL15167-RA	XP_039759839.1
OG0006440	Vcard_DToL12733-RA	XP_039756368.1
OG0006441	Vcard_DToL12734-RA	XP_039756167.1
OG0006442	Vcard_DToL13297-RA	XP_039759306.1
OG0006444	Vcard_DToL03618-RA	XP_039746320.1
OG0006445	Vcard_DToL13295-RA	XP_039759697.1
OG0006446	Vcard_DToL12736-RA	XP_039756374.1
OG0006447	Vcard_DToL03619-RA	XP_039745693.1
OG0006448	Vcard_DToL17498-RA	XP_039748000.1
OG0006449	Vcard_DToL03250-RA	XP_039754935.1
OG0006450	Vcard_DToL14807-RA	XP_039757784.1
OG0006451	Vcard_DToL09874-RA	XP_039758242.1
OG0006452	Vcard_DToL12275-RA	XP_039755402.1
OG0006453	Vcard_DToL05992-RA	XP_039765159.1
OG0006454	Vcard_DToL05989-RA	XP_039765024.1
OG0006455	Vcard_DToL05014-RA	XP_039749120.1
OG0006456	Vcard_DToL09873-RA	XP_039758633.1
OG0006457	Vcard_DToL13285-RA	XP_039758979.1
OG0006458	Vcard_DToL01521-RA	XP_039761957.1
OG0006459	Vcard_DToL18325-RA	XP_039752132.1
OG0006460	Vcard_DToL05986-RA	XP_039764979.1
OG0006461	Vcard_DToL08838-RA	XP_039747206.1
OG0006462	Vcard_DToL01524-RA	XP_039754605.1
OG0006463	Vcard_DToL00271-RA	XP_039763884.1
OG0006464	Vcard_DToL16371-RA	XP_039751047.1
OG0006466	Vcard_DToL12280-RA	XP_039755276.1
OG0006467	Vcard_DToL01527-RA	XP_039754618.1
OG0006468	Vcard_DToL13939-RA	XP_039747738.1
OG0006469	Vcard_DToL14169-RA	XP_039748177.1
OG0006470	Vcard_DToL12281-RA	XP_039755281.1
OG0006471	Vcard_DToL18082-RA	XP_039762362.1
OG0006472	Vcard_DToL14799-RA	XP_039757977.1
OG0006473	Vcard_DToL18079-RA	XP_039762386.1
OG0006474	Vcard_DToL09864-RA	XP_039758706.1
OG0006475	Vcard_DToL18078-RA	XP_039762227.1
OG0006476	Vcard_DToL09863-RA	XP_039758887.1
OG0006477	Vcard_DToL18077-RA	XP_039762086.1
OG0006478	Vcard_DToL12284-RA	XP_039755954.1, XP_039755952.1
OG0006479	Vcard_DToL02078-RA	XP_039765657.1
OG0006481	Vcard_DToL10507-RA	XP_039750886.1
OG0006483	Vcard_DToL09379-RA	XP_039753301.1
OG0006484	Vcard_DToL18074-RA	XP_039762351.1
OG0006485	Vcard_DToL00269-RA, Vcard_DToL00268-RA	XP_039764008.1
OG0006486	Vcard_DToL15159-RA	XP_039759775.1
OG0006487	Vcard_DToL16131-RA	XP_039760797.1
OG0006488	Vcard_DToL02085-RA	XP_039745175.1
OG0006489	Vcard_DToL15158-RA	XP_039759978.1
OG0006490	Vcard_DToL16362-RA	XP_039763253.1
OG0006491	Vcard_DToL16132-RA	XP_039760496.1
OG0006492	Vcard_DToL09380-RA	XP_039753346.1
OG0006493	Vcard_DToL09381-RA	XP_039753131.1
OG0006495	Vcard_DToL09382-RA	XP_039753183.1
OG0006496	Vcard_DToL18071-RA	XP_039762077.1
OG0006497	Vcard_DToL05020-RA	XP_039748944.1
OG0006498	Vcard_DToL10495-RA	XP_039750842.1
OG0006499	Vcard_DToL05981-RA	XP_039764582.1
OG0006500	Vcard_DToL05978-RA	XP_039764767.1
OG0006501	Vcard_DToL05021-RA	XP_039749113.1
OG0006502	Vcard_DToL17512-RA	XP_039748323.1
OG0006503	Vcard_DToL05976-RA	XP_039764768.1
OG0006504	Vcard_DToL16134-RA	XP_039760699.1
OG0006505	Vcard_DToL05972-RA	XP_039764771.1
OG0006506	Vcard_DToL12744-RA	XP_039756253.1
OG0006507	Vcard_DToL05970-RA	XP_039764396.1
OG0006508	Vcard_DToL18238-RA	XP_039762045.1
OG0006509	Vcard_DToL09385-RA	XP_039753663.1
OG0006510	Vcard_DToL06477-RA	XP_039751116.1
OG0006511	Vcard_DToL05969-RA	XP_039764385.1
OG0006512	Vcard_DToL12286-RA	XP_039755937.1
OG0006513	Vcard_DToL03626-RA	XP_039746080.1
OG0006514	Vcard_DToL05024-RA	XP_039749294.1
OG0006515	Vcard_DToL08760-RA	XP_039746830.1
OG0006516	Vcard_DToL17456-RA	XP_039748327.1
OG0006517	Vcard_DToL11291-RA	XP_039757250.1
OG0006518	Vcard_DToL10491-RA	XP_039750380.1
OG0006519	Vcard_DToL05965-RA	XP_039764703.1
OG0006520	Vcard_DToL05027-RA	XP_039748834.1
OG0006521	Vcard_DToL04281-RA	XP_039754166.1
OG0006522	Vcard_DToL16356-RA	XP_039746576.1
OG0006523	Vcard_DToL04282-RA	XP_039753914.1
OG0006524	Vcard_DToL08757-RA, Vcard_DToL08759-RA	XP_039746831.1
OG0006525	Vcard_DToL08758-RA	XP_039747181.1
OG0006526	Vcard_DToL05031-RA	XP_039749337.1
OG0006527	Vcard_DToL08756-RA	XP_039747311.1
OG0006528	Vcard_DToL05963-RA	XP_039764892.1
OG0006529	Vcard_DToL05962-RA	XP_039765145.1
OG0006530	Vcard_DToL05960-RA	XP_039764558.1
OG0006531	Vcard_DToL15336-RA	XP_039760043.1
OG0006532	Vcard_DToL05033-RA	XP_039749288.1
OG0006533	Vcard_DToL04283-RA	XP_039754219.1
OG0006534	Vcard_DToL15337-RA	XP_039760274.1
OG0006535	Vcard_DToL17912-RA	XP_039762277.1
OG0006536	Vcard_DToL08754-RA	XP_039746850.1
OG0006537	Vcard_DToL00266-RA	XP_039763864.1, XP_039763865.1
OG0006538	Vcard_DToL05957-RA	XP_039765262.1
OG0006539	Vcard_DToL09389-RA	XP_039753656.1
OG0006540	Vcard_DToL14159-RA	XP_039748304.1
OG0006541	Vcard_DToL08753-RA	XP_039746837.1
OG0006542	Vcard_DToL07717-RA	XP_039751792.1
OG0006543	Vcard_DToL16144-RA	XP_039760817.1
OG0006544	Vcard_DToL12296-RA	XP_039755269.1
OG0006545	Vcard_DToL08751-RA	XP_039747505.1
OG0006546	Vcard_DToL07931-RA	XP_039751791.1
OG0006547	Vcard_DToL05041-RA	XP_039748851.1
OG0006548	Vcard_DToL09851-RA	XP_039758788.1, XP_039758789.1
OG0006549	Vcard_DToL00264-RA	XP_039764111.1
OG0006551	Vcard_DToL08748-RA	XP_039746804.1
OG0006552	Vcard_DToL06849-RA	XP_039751255.1
OG0006553	Vcard_DToL05043-RA	XP_039748600.1
OG0006554	Vcard_DToL10489-RA	XP_039750958.1
OG0006555	Vcard_DToL08747-RA	XP_039746962.1
OG0006556	Vcard_DToL03256-RA	XP_039754633.1
OG0006557	Vcard_DToL16145-RA	XP_039760472.1
OG0006558	Vcard_DToL03258-RA	XP_039754761.1
OG0006559	Vcard_DToL14156-RA	XP_039748369.1
OG0006560	Vcard_DToL03259-RA	XP_039755138.1
OG0006561	Vcard_DToL10487-RA	XP_039750571.1
OG0006562	Vcard_DToL14155-RA	XP_039748478.1
OG0006563	Vcard_DToL09394-RA	XP_039752900.1
OG0006564	Vcard_DToL13262-RA	XP_039759525.1
OG0006565	Vcard_DToL09395-RA	XP_039752923.1
OG0006566	Vcard_DToL03261-RA	XP_039755128.1
OG0006567	Vcard_DToL03264-RA	XP_039755125.1
OG0006568	Vcard_DToL10955-RA	XP_039756807.1
OG0006569	Vcard_DToL18232-RA	XP_039762137.1
OG0006570	Vcard_DToL09397-RA	XP_039753613.1
OG0006571	Vcard_DToL13260-RA	XP_039758973.1
OG0006572	Vcard_DToL09399-RA	XP_039753209.1
OG0006573	Vcard_DToL16147-RA	XP_039760625.1
OG0006574	Vcard_DToL13256-RA	XP_039759603.1
OG0006575	Vcard_DToL08262-RA	XP_039752178.1
OG0006576	Vcard_DToL09400-RA	XP_039752975.1
OG0006577	Vcard_DToL07302-RA	XP_039750183.1
OG0006578	Vcard_DToL13253-RA	XP_039758976.1
OG0006579	Vcard_DToL16149-RA	XP_039760628.1
OG0006580	Vcard_DToL18230-RA	XP_039762043.1
OG0006581	Vcard_DToL06858-RA	XP_039751301.1
OG0006582	Vcard_DToL06862-RA	XP_039751406.1
OG0006583	Vcard_DToL12307-RA	XP_039755354.1
OG0006584	Vcard_DToL18228-RA	XP_039762415.1
OG0006586	Vcard_DToL00260-RA	XP_039764190.1
OG0006587	Vcard_DToL03265-RA	XP_039754771.1
OG0006588	Vcard_DToL05955-RA	XP_039764761.1
OG0006589	Vcard_DToL09404-RA	XP_039752977.1
OG0006590	Vcard_DToL18225-RA	XP_039762419.1
OG0006591	Vcard_DToL03268-RA	XP_039754911.1
OG0006592	Vcard_DToL03269-RA	XP_039754910.1
OG0006593	Vcard_DToL06871-RA	XP_039751577.1
OG0006594	Vcard_DToL02842-RA	XP_039754920.1
OG0006595	Vcard_DToL16349-RA	XP_039747600.1
OG0006596	Vcard_DToL05048-RA	XP_039748750.1
OG0006597	Vcard_DToL16348-RA	XP_039750191.1
OG0006598	Vcard_DToL02844-RA	XP_039755035.1
OG0006599	Vcard_DToL09411-RA	XP_039752953.1
OG0006600	Vcard_DToL06872-RA	XP_039751191.1
OG0006602	Vcard_DToL10482-RA	XP_039750738.1
OG0006603	Vcard_DToL12747-RA	XP_039756093.1
OG0006604	Vcard_DToL10481-RA	XP_039750489.1
OG0006605	Vcard_DToL13250-RA	XP_039759223.1
OG0006606	Vcard_DToL05950-RA	XP_039764929.1
OG0006607	Vcard_DToL06874-RA	XP_039751246.1
OG0006608	Vcard_DToL05050-RA	XP_039748816.1
OG0006609	Vcard_DToL05949-RA	XP_039764449.1
OG0006610	Vcard_DToL10480-RA	XP_039750758.1
OG0006611	Vcard_DToL16347-RA	XP_039753245.1
OG0006612	Vcard_DToL13248-RA	XP_039759324.1
OG0006613	Vcard_DToL05945-RA	XP_039764450.1
OG0006614	Vcard_DToL15342-RA	XP_039760087.1
OG0006615	Vcard_DToL02849-RA	XP_039755168.1
OG0006616	Vcard_DToL00255-RA	XP_039763797.1
OG0006617	Vcard_DToL05942-RA	XP_039764963.1
OG0006618	Vcard_DToL15343-RA	XP_039760159.1
OG0006619	Vcard_DToL00603-RA	XP_039758137.1
OG0006620	Vcard_DToL12751-RA	XP_039756117.1
OG0006621	Vcard_DToL03633-RA	XP_039745842.1
OG0006622	Vcard_DToL03632-RA	XP_039745841.1
OG0006623	Vcard_DToL05939-RA	XP_039764888.1
OG0006624	Vcard_DToL12753-RA	XP_039756181.1
OG0006625	Vcard_DToL02851-RA	XP_039754922.1
OG0006626	Vcard_DToL07877-RA	XP_039751893.1
OG0006627	Vcard_DToL14777-RA	XP_039758052.1
OG0006628	Vcard_DToL14775-RA	XP_039758050.1
OG0006629	Vcard_DToL05937-RA	XP_039764871.1
OG0006630	Vcard_DToL16158-RA	XP_039760862.1
OG0006631	Vcard_DToL11943-RA	XP_039755876.1
OG0006632	Vcard_DToL13244-RA	XP_039759438.1
OG0006633	Vcard_DToL11945-RA	XP_039755349.1
OG0006634	Vcard_DToL02852-RA	XP_039754836.1
OG0006635	Vcard_DToL07879-RA	XP_039752640.1
OG0006636	Vcard_DToL02854-RA	XP_039754829.1
OG0006637	Vcard_DToL15350-RA	XP_039759930.1
OG0006638	Vcard_DToL02856-RA	XP_039754849.1
OG0006639	Vcard_DToL16339-RA	XP_039747901.1
OG0006640	Vcard_DToL08732-RA	XP_039747089.1, XP_039747090.1
OG0006641	Vcard_DToL05935-RA	XP_039764873.1
OG0006642	Vcard_DToL15353-RA	XP_039760202.1
OG0006643	Vcard_DToL09414-RA	XP_039753710.1
OG0006644	Vcard_DToL05934-RA	XP_039765052.1
OG0006645	Vcard_DToL07881-RA	XP_039752274.1
OG0006646	Vcard_DToL05932-RA	XP_039765195.1
OG0006647	Vcard_DToL15354-RA	XP_039759874.1
OG0006648	Vcard_DToL14148-RA	XP_039748129.1
OG0006649	Vcard_DToL05060-RA	XP_039748909.1
OG0006650	Vcard_DToL11948-RA	XP_039755342.1
OG0006651	Vcard_DToL15355-RA	XP_039760161.1
OG0006652	Vcard_DToL15356-RA	XP_039759898.1
OG0006653	Vcard_DToL10475-RA	XP_039750905.1
OG0006654	Vcard_DToL16163-RA	XP_039760660.1
OG0006655	Vcard_DToL00239-RA	XP_039763693.1
OG0006656	Vcard_DToL16332-RA	XP_039753467.1
OG0006657	Vcard_DToL03639-RA	XP_039745820.1
OG0006658	Vcard_DToL03640-RA	XP_039746168.1
OG0006659	Vcard_DToL14771-RA	XP_039757549.1
OG0006660	Vcard_DToL03641-RA	XP_039746199.1
OG0006661	Vcard_DToL07311-RA	XP_039750180.1
OG0006662	Vcard_DToL03642-RA	XP_039746205.1
OG0006663	Vcard_DToL00238-RA	XP_039763634.1
OG0006664	Vcard_DToL06879-RA	XP_039751527.1
OG0006665	Vcard_DToL03645-RA	XP_039746035.1
OG0006666	Vcard_DToL04293-RA	XP_039753744.1
OG0006668	Vcard_DToL02864-RA	XP_039754688.1
OG0006669	Vcard_DToL07938-RA	XP_039752320.1
OG0006670	Vcard_DToL07939-RA	XP_039752308.1
OG0006671	Vcard_DToL04294-RA	XP_039754555.1
OG0006672	Vcard_DToL07940-RA	XP_039752142.1
