Orthogroup	Vanessa_cardui	Danaus_plexippus
OG0006349	Vcard_DToL16019-RA	DPOGS200250-PA
OG0006350	Vcard_DToL12254-RA	DPOGS213532-PA
OG0006351	Vcard_DToL08789-RA	DPOGS213815-PA
OG0006352	Vcard_DToL12938-RA	DPOGS215459-PA
OG0006353	Vcard_DToL13324-RA	DPOGS210430-PA
OG0006354	Vcard_DToL17478-RA	DPOGS212478-PA
OG0006355	Vcard_DToL16020-RA	DPOGS200249-PA
OG0006356	Vcard_DToL11124-RA	DPOGS206662-PA
OG0006357	Vcard_DToL00285-RA	DPOGS209688-PA
OG0006358	Vcard_DToL09356-RA	DPOGS207778-PA
OG0006359	Vcard_DToL13142-RA	DPOGS210505-PA
OG0006360	Vcard_DToL16905-RA	DPOGS216188-PA
OG0006361	Vcard_DToL11118-RA	DPOGS206646-PA
OG0006362	Vcard_DToL18083-RA	DPOGS215356-PA
OG0006363	Vcard_DToL05002-RA	DPOGS215861-PA
OG0006364	Vcard_DToL16022-RA	DPOGS200238-PA
OG0006365	Vcard_DToL18084-RA	DPOGS215363-PA
OG0006366	Vcard_DToL09358-RA	DPOGS212299-PA
OG0006367	Vcard_DToL06498-RA	DPOGS208460-PA
OG0006368	Vcard_DToL01167-RA	DPOGS215796-PA
OG0006369	Vcard_DToL17481-RA	DPOGS212474-PA
OG0006370	Vcard_DToL16393-RA	DPOGS213421-PA
OG0006371	Vcard_DToL07283-RA	DPOGS201252-PA
OG0006372	Vcard_DToL00284-RA	DPOGS209687-PA
OG0006373	Vcard_DToL12941-RA	DPOGS215494-PA
OG0006374	Vcard_DToL07284-RA	DPOGS201232-PA
OG0006376	Vcard_DToL12944-RA	DPOGS215495-PA
OG0006377	Vcard_DToL16391-RA	DPOGS212221-PA
OG0006378	Vcard_DToL12943-RA	DPOGS215457-PA
OG0006379	Vcard_DToL18088-RA	DPOGS200585-PA
OG0006380	Vcard_DToL13314-RA	DPOGS210427-PA
OG0006381	Vcard_DToL11114-RA	DPOGS206663-PA
OG0006382	Vcard_DToL11112-RA	DPOGS206664-PA
OG0006383	Vcard_DToL08783-RA	DPOGS213812-PA
OG0006384	Vcard_DToL16025-RA	DPOGS200240-PA
OG0006385	Vcard_DToL12830-RA	DPOGS216064-PA
OG0006386	Vcard_DToL11111-RA	DPOGS206665-PA
OG0006387	Vcard_DToL18274-RA	DPOGS203435-PA
OG0006388	Vcard_DToL16028-RA	DPOGS200241-PA
OG0006389	Vcard_DToL18268-RA	DPOGS203097-PA
OG0006390	Vcard_DToL13313-RA	DPOGS210471-PA
OG0006391	Vcard_DToL12829-RA	DPOGS216043-PA
OG0006392	Vcard_DToL17492-RA	DPOGS212469-PA
OG0006393	Vcard_DToL11109-RA	DPOGS206643-PA
OG0006394	Vcard_DToL08779-RA	DPOGS213797-PA
OG0006395	Vcard_DToL11107-RA	DPOGS206642-PA
OG0006396	Vcard_DToL08778-RA	DPOGS213810-PA
OG0006397	Vcard_DToL07286-RA	DPOGS201230-PA
OG0006398	Vcard_DToL13311-RA	DPOGS210425-PA
OG0006399	Vcard_DToL07287-RA	DPOGS201229-PA
OG0006400	Vcard_DToL12821-RA	DPOGS216067-PA
OG0006401	Vcard_DToL13309-RA	DPOGS210474-PA
OG0006402	Vcard_DToL03597-RA	DPOGS211975-PA
OG0006403	Vcard_DToL12819-RA	DPOGS216068-PA
OG0006404	Vcard_DToL03600-RA	DPOGS211976-PA
OG0006405	Vcard_DToL12818-RA	DPOGS216038-PA
OG0006406	Vcard_DToL02064-RA	DPOGS204383-PA
OG0006407	Vcard_DToL06005-RA	DPOGS211106-PA
OG0006408	Vcard_DToL03603-RA	DPOGS211847-PA
OG0006409	Vcard_DToL05007-RA	DPOGS215856-PA
OG0006410	Vcard_DToL03606-RA	DPOGS211845-PA
OG0006411	Vcard_DToL06004-RA	DPOGS211201-PA
OG0006412	Vcard_DToL06495-RA	DPOGS208579-PA
OG0006413	Vcard_DToL12266-RA	DPOGS213594-PA
OG0006414	Vcard_DToL03610-RA	DPOGS211979-PA
OG0006415	Vcard_DToL14814-RA	DPOGS204182-PA
OG0006416	Vcard_DToL06494-RA	DPOGS208580-PA
OG0006417	Vcard_DToL13948-RA	DPOGS213240-PA
OG0006418	Vcard_DToL16033-RA	DPOGS206187-PA
OG0006419	Vcard_DToL03613-RA	DPOGS216013-PA
OG0006420	Vcard_DToL12816-RA	DPOGS216069-PA
OG0006421	Vcard_DToL08771-RA	DPOGS213799-PA, DPOGS210194-PA
OG0006422	Vcard_DToL16034-RA	DPOGS206185-PA
OG0006423	Vcard_DToL17496-RA	DPOGS212526-PA
OG0006424	Vcard_DToL10514-RA	DPOGS211024-PA
OG0006425	Vcard_DToL01504-RA	DPOGS201762-PA
OG0006426	Vcard_DToL07290-RA	DPOGS201226-PA
OG0006427	Vcard_DToL01506-RA	DPOGS201761-PA
OG0006428	Vcard_DToL13307-RA	DPOGS210424-PA
OG0006429	Vcard_DToL03238-RA	DPOGS209193-PA
OG0006430	Vcard_DToL12730-RA	DPOGS200410-PA
OG0006431	Vcard_DToL03240-RA	DPOGS209150-PA
OG0006432	Vcard_DToL01512-RA	DPOGS201745-PA
OG0006433	Vcard_DToL12731-RA	DPOGS200442-PA
OG0006434	Vcard_DToL16991-RA	DPOGS208606-PA
OG0006435	Vcard_DToL14810-RA	DPOGS204181-PA
OG0006436	Vcard_DToL12732-RA	DPOGS200411-PA
OG0006437	Vcard_DToL13303-RA	DPOGS210423-PA
OG0006438	Vcard_DToL12269-RA	DPOGS213538-PA
OG0006439	Vcard_DToL15167-RA	DPOGS207335-PA
OG0006440	Vcard_DToL12733-RA	DPOGS200441-PA
OG0006441	Vcard_DToL12734-RA	DPOGS200412-PA
OG0006442	Vcard_DToL13297-RA	DPOGS210419-PA
OG0006444	Vcard_DToL03618-RA	DPOGS215972-PA
OG0006445	Vcard_DToL13295-RA	DPOGS210418-PA
OG0006446	Vcard_DToL12736-RA	DPOGS200440-PA
OG0006447	Vcard_DToL03619-RA	DPOGS215996-PA
OG0006448	Vcard_DToL17498-RA	DPOGS212527-PA
OG0006449	Vcard_DToL03250-RA	DPOGS209152-PA
OG0006450	Vcard_DToL14807-RA	DPOGS204179-PA
OG0006451	Vcard_DToL09874-RA	DPOGS205402-PA, DPOGS205403-PA
OG0006452	Vcard_DToL12275-RA	DPOGS213539-PA
OG0006453	Vcard_DToL05992-RA	DPOGS211104-PA
OG0006454	Vcard_DToL05989-RA	DPOGS211208-PA
OG0006455	Vcard_DToL05014-RA	DPOGS215853-PA
OG0006456	Vcard_DToL09873-RA	DPOGS205400-PA
OG0006457	Vcard_DToL13285-RA	DPOGS210417-PA
OG0006458	Vcard_DToL01521-RA	DPOGS201750-PA
OG0006459	Vcard_DToL18325-RA	DPOGS203094-PA
OG0006460	Vcard_DToL05986-RA	DPOGS211100-PA
OG0006461	Vcard_DToL08838-RA	DPOGS201947-PA
OG0006462	Vcard_DToL01524-RA	DPOGS201752-PA
OG0006463	Vcard_DToL00271-RA	DPOGS209674-PA
OG0006464	Vcard_DToL16371-RA	DPOGS212229-PA
OG0006465	Vcard_DToL04268-RA	DPOGS209250-PA
OG0006466	Vcard_DToL12280-RA	DPOGS213541-PA
OG0006467	Vcard_DToL01527-RA	DPOGS201756-PA
OG0006468	Vcard_DToL13939-RA	DPOGS213237-PA
OG0006469	Vcard_DToL14169-RA	DPOGS205989-PA
OG0006470	Vcard_DToL12281-RA	DPOGS213587-PA
OG0006471	Vcard_DToL18082-RA	DPOGS215358-PA
OG0006472	Vcard_DToL14799-RA	DPOGS202875-PA
OG0006473	Vcard_DToL18079-RA	DPOGS215362-PA
OG0006474	Vcard_DToL09864-RA	DPOGS205396-PA
OG0006475	Vcard_DToL18078-RA	DPOGS215357-PA
OG0006476	Vcard_DToL09863-RA	DPOGS205411-PA
OG0006477	Vcard_DToL18077-RA	DPOGS215108-PA
OG0006478	Vcard_DToL12284-RA	DPOGS213543-PA
OG0006479	Vcard_DToL02078-RA	DPOGS204501-PA
OG0006481	Vcard_DToL10507-RA	DPOGS211595-PA
OG0006482	Vcard_DToL16127-RA	DPOGS210024-PA, DPOGS200669-PA
OG0006483	Vcard_DToL09379-RA	DPOGS206460-PA
OG0006484	Vcard_DToL18074-RA	DPOGS215106-PA
OG0006485	Vcard_DToL00269-RA, Vcard_DToL00268-RA	DPOGS209680-PA
OG0006486	Vcard_DToL15159-RA	DPOGS207345-PA
OG0006487	Vcard_DToL16131-RA	DPOGS210026-PA
OG0006488	Vcard_DToL02085-RA	DPOGS204391-PA
OG0006489	Vcard_DToL15158-RA	DPOGS207346-PA
OG0006490	Vcard_DToL16362-RA	DPOGS209875-PA
OG0006491	Vcard_DToL16132-RA	DPOGS210022-PA
OG0006492	Vcard_DToL09380-RA	DPOGS206461-PA
OG0006493	Vcard_DToL09381-RA	DPOGS206459-PA
OG0006495	Vcard_DToL09382-RA	DPOGS206462-PA
OG0006496	Vcard_DToL18071-RA	DPOGS215109-PA
OG0006497	Vcard_DToL05020-RA	DPOGS200926-PA
OG0006498	Vcard_DToL10495-RA	DPOGS211573-PA
OG0006499	Vcard_DToL05981-RA	DPOGS211097-PA
OG0006500	Vcard_DToL05978-RA	DPOGS211095-PA
OG0006501	Vcard_DToL05021-RA	DPOGS200927-PA
OG0006502	Vcard_DToL17512-RA	DPOGS212065-PA
OG0006503	Vcard_DToL05976-RA	DPOGS211217-PA
OG0006504	Vcard_DToL16134-RA	DPOGS210027-PA
OG0006505	Vcard_DToL05972-RA	DPOGS211218-PA
OG0006506	Vcard_DToL12744-RA	DPOGS200421-PA
OG0006507	Vcard_DToL05970-RA	DPOGS211219-PA
OG0006508	Vcard_DToL18238-RA	DPOGS214456-PA
OG0006509	Vcard_DToL09385-RA	DPOGS206458-PA
OG0006510	Vcard_DToL06477-RA	DPOGS205030-PA
OG0006511	Vcard_DToL05969-RA	DPOGS211090-PA
OG0006512	Vcard_DToL12286-RA	DPOGS213544-PA
OG0006513	Vcard_DToL03626-RA	DPOGS215998-PA
OG0006514	Vcard_DToL05024-RA	DPOGS200924-PA
OG0006515	Vcard_DToL08760-RA	DPOGS203055-PA
OG0006516	Vcard_DToL17456-RA	DPOGS212058-PA
OG0006517	Vcard_DToL11291-RA	DPOGS210010-PA
OG0006518	Vcard_DToL10491-RA	DPOGS211591-PA
OG0006519	Vcard_DToL05965-RA	DPOGS211087-PA
OG0006520	Vcard_DToL05027-RA	DPOGS200921-PA
OG0006521	Vcard_DToL04281-RA	DPOGS209246-PA
OG0006522	Vcard_DToL16356-RA	DPOGS209870-PA
OG0006523	Vcard_DToL04282-RA	DPOGS209264-PA
OG0006524	Vcard_DToL08757-RA, Vcard_DToL08759-RA	DPOGS203037-PA
OG0006525	Vcard_DToL08758-RA	DPOGS203054-PA
OG0006526	Vcard_DToL05031-RA	DPOGS200932-PA
OG0006527	Vcard_DToL08756-RA	DPOGS203038-PA
OG0006528	Vcard_DToL05963-RA	DPOGS211221-PA
OG0006529	Vcard_DToL05962-RA	DPOGS211086-PA
OG0006530	Vcard_DToL05960-RA	DPOGS211222-PA
OG0006531	Vcard_DToL15336-RA	DPOGS200960-PA
OG0006532	Vcard_DToL05033-RA	DPOGS200933-PA
OG0006533	Vcard_DToL04283-RA	DPOGS209245-PA
OG0006534	Vcard_DToL15337-RA	DPOGS200942-PA
OG0006535	Vcard_DToL17912-RA	DPOGS211501-PA
OG0006536	Vcard_DToL08754-RA	DPOGS203039-PA
OG0006537	Vcard_DToL00266-RA	DPOGS209675-PA
OG0006538	Vcard_DToL05957-RA	DPOGS211084-PA
OG0006539	Vcard_DToL09389-RA	DPOGS206464-PA
OG0006540	Vcard_DToL14159-RA	DPOGS205984-PA
OG0006541	Vcard_DToL08753-RA	DPOGS203040-PA
OG0006542	Vcard_DToL07717-RA	DPOGS212751-PA
OG0006543	Vcard_DToL16144-RA	DPOGS204804-PA
OG0006544	Vcard_DToL12296-RA	DPOGS213547-PA
OG0006545	Vcard_DToL08751-RA	DPOGS203041-PA
OG0006546	Vcard_DToL07931-RA	DPOGS201782-PA
OG0006547	Vcard_DToL05041-RA	DPOGS200937-PA
OG0006548	Vcard_DToL09851-RA	DPOGS205389-PA
OG0006549	Vcard_DToL00264-RA	DPOGS209676-PA
OG0006551	Vcard_DToL08748-RA	DPOGS203045-PA
OG0006552	Vcard_DToL06849-RA	DPOGS205026-PA
OG0006553	Vcard_DToL05043-RA	DPOGS207956-PA
OG0006554	Vcard_DToL10489-RA	DPOGS211576-PA
OG0006555	Vcard_DToL08747-RA	DPOGS203050-PA
OG0006556	Vcard_DToL03256-RA	DPOGS209155-PA
OG0006557	Vcard_DToL16145-RA	DPOGS204795-PA
OG0006558	Vcard_DToL03258-RA	DPOGS209185-PA
OG0006559	Vcard_DToL14156-RA	DPOGS205979-PA
OG0006560	Vcard_DToL03259-RA	DPOGS209157-PA
OG0006561	Vcard_DToL10487-RA	DPOGS211579-PA
OG0006562	Vcard_DToL14155-RA	DPOGS205982-PA
OG0006563	Vcard_DToL09394-RA	DPOGS206453-PA
OG0006564	Vcard_DToL13262-RA	DPOGS209213-PA
OG0006565	Vcard_DToL09395-RA	DPOGS206466-PA
OG0006566	Vcard_DToL03261-RA	DPOGS209158-PA
OG0006567	Vcard_DToL03264-RA	DPOGS209183-PA
OG0006568	Vcard_DToL10955-RA	DPOGS214030-PA
OG0006569	Vcard_DToL18232-RA	DPOGS214446-PA
OG0006570	Vcard_DToL09397-RA	DPOGS206452-PA
OG0006571	Vcard_DToL13260-RA	DPOGS209212-PA
OG0006572	Vcard_DToL09399-RA	DPOGS206468-PA
OG0006573	Vcard_DToL16147-RA	DPOGS204797-PA
OG0006574	Vcard_DToL13256-RA	DPOGS209132-PA
OG0006575	Vcard_DToL08262-RA	DPOGS206872-PA
OG0006576	Vcard_DToL09400-RA	DPOGS206451-PA
OG0006577	Vcard_DToL07302-RA	DPOGS201045-PA
OG0006578	Vcard_DToL13253-RA	DPOGS204577-PA
OG0006579	Vcard_DToL16149-RA	DPOGS204801-PA
OG0006580	Vcard_DToL18230-RA	DPOGS214461-PA
OG0006581	Vcard_DToL06858-RA	DPOGS203425-PA
OG0006582	Vcard_DToL06862-RA	DPOGS205798-PA
OG0006583	Vcard_DToL12307-RA	DPOGS213552-PA
OG0006584	Vcard_DToL18228-RA	DPOGS214460-PA
OG0006586	Vcard_DToL00260-RA	DPOGS201361-PA
OG0006587	Vcard_DToL03265-RA	DPOGS209159-PA
OG0006588	Vcard_DToL05955-RA	DPOGS211225-PA
OG0006589	Vcard_DToL09404-RA	DPOGS206469-PA
OG0006590	Vcard_DToL18225-RA	DPOGS214459-PA
OG0006591	Vcard_DToL03268-RA	DPOGS209160-PA
OG0006592	Vcard_DToL03269-RA	DPOGS209179-PA
OG0006593	Vcard_DToL06871-RA	DPOGS205792-PA
OG0006594	Vcard_DToL02842-RA	DPOGS209161-PA
OG0006595	Vcard_DToL16349-RA	DPOGS212660-PA
OG0006596	Vcard_DToL05048-RA	DPOGS207959-PA
OG0006597	Vcard_DToL16348-RA	DPOGS212671-PA
OG0006598	Vcard_DToL02844-RA	DPOGS209178-PA
OG0006599	Vcard_DToL09411-RA	DPOGS201672-PA
OG0006600	Vcard_DToL06872-RA	DPOGS205800-PA
OG0006602	Vcard_DToL10482-RA	DPOGS211585-PA
OG0006603	Vcard_DToL12747-RA	DPOGS200434-PA
OG0006604	Vcard_DToL10481-RA	DPOGS211564-PA
OG0006605	Vcard_DToL13250-RA	DPOGS204574-PA
OG0006606	Vcard_DToL05950-RA	DPOGS211226-PA
OG0006607	Vcard_DToL06874-RA	DPOGS205801-PA
OG0006608	Vcard_DToL05050-RA	DPOGS207960-PA
OG0006609	Vcard_DToL05949-RA	DPOGS211078-PA
OG0006610	Vcard_DToL10480-RA	DPOGS211598-PA
OG0006611	Vcard_DToL16347-RA	DPOGS212672-PA
OG0006612	Vcard_DToL13248-RA	DPOGS204579-PA
OG0006613	Vcard_DToL05945-RA	DPOGS211077-PA
OG0006614	Vcard_DToL15342-RA	DPOGS212012-PA
OG0006615	Vcard_DToL02849-RA	DPOGS209163-PA, DPOGS209164-PA
OG0006616	Vcard_DToL00255-RA	DPOGS201359-PA
OG0006617	Vcard_DToL05942-RA	DPOGS211075-PA
OG0006618	Vcard_DToL15343-RA	DPOGS212054-PA
OG0006619	Vcard_DToL00603-RA	DPOGS214649-PA
OG0006620	Vcard_DToL12751-RA	DPOGS200426-PA
OG0006621	Vcard_DToL03633-RA	DPOGS215982-PA
OG0006622	Vcard_DToL03632-RA	DPOGS216003-PA
OG0006623	Vcard_DToL05939-RA	DPOGS211229-PA
OG0006624	Vcard_DToL12753-RA	DPOGS200427-PA
OG0006625	Vcard_DToL02851-RA	DPOGS209169-PA
OG0006626	Vcard_DToL07877-RA	DPOGS212703-PA
OG0006627	Vcard_DToL14777-RA	DPOGS214571-PA
OG0006628	Vcard_DToL14775-RA	DPOGS214647-PA
OG0006629	Vcard_DToL05937-RA	DPOGS211074-PA
OG0006630	Vcard_DToL16158-RA	DPOGS206276-PA
OG0006631	Vcard_DToL11943-RA	DPOGS214810-PA
OG0006632	Vcard_DToL13244-RA	DPOGS204581-PA
OG0006633	Vcard_DToL11945-RA	DPOGS214811-PA
OG0006634	Vcard_DToL02852-RA	DPOGS209171-PA
OG0006635	Vcard_DToL07879-RA	DPOGS212701-PA
OG0006636	Vcard_DToL02854-RA	DPOGS209175-PA
OG0006637	Vcard_DToL15350-RA	DPOGS212051-PA
OG0006638	Vcard_DToL02856-RA	DPOGS209174-PA
OG0006639	Vcard_DToL16339-RA	DPOGS212658-PA
OG0006640	Vcard_DToL08732-RA	DPOGS206060-PA
OG0006641	Vcard_DToL05935-RA	DPOGS211073-PA
OG0006642	Vcard_DToL15353-RA	DPOGS212019-PA
OG0006643	Vcard_DToL09414-RA	DPOGS201668-PA
OG0006644	Vcard_DToL05934-RA	DPOGS211072-PA
OG0006645	Vcard_DToL07881-RA	DPOGS212764-PA
OG0006646	Vcard_DToL05932-RA	DPOGS211230-PA
OG0006647	Vcard_DToL15354-RA	DPOGS212050-PA
OG0006648	Vcard_DToL14148-RA	DPOGS215503-PA
OG0006649	Vcard_DToL05060-RA	DPOGS207946-PA
OG0006650	Vcard_DToL11948-RA	DPOGS214795-PA
OG0006651	Vcard_DToL15355-RA	DPOGS212049-PA
OG0006652	Vcard_DToL15356-RA	DPOGS212020-PA
OG0006653	Vcard_DToL10475-RA	DPOGS205965-PA
OG0006654	Vcard_DToL16163-RA	DPOGS206274-PA
OG0006655	Vcard_DToL00239-RA	DPOGS201396-PA
OG0006656	Vcard_DToL16332-RA	DPOGS201108-PA
OG0006657	Vcard_DToL03639-RA	DPOGS215978-PA
OG0006658	Vcard_DToL03640-RA	DPOGS216006-PA
OG0006659	Vcard_DToL14771-RA	DPOGS214572-PA
OG0006660	Vcard_DToL03641-RA	DPOGS216007-PA
OG0006661	Vcard_DToL07311-RA	DPOGS202075-PA
OG0006662	Vcard_DToL03642-RA	DPOGS215977-PA
OG0006663	Vcard_DToL00238-RA	DPOGS201397-PA
OG0006664	Vcard_DToL06879-RA	DPOGS205787-PA
OG0006665	Vcard_DToL03645-RA	DPOGS216010-PA
OG0006666	Vcard_DToL04293-RA	DPOGS209243-PA
OG0006667	Vcard_DToL06880-RA	DPOGS205785-PA
OG0006668	Vcard_DToL02864-RA	DPOGS213732-PA
OG0006669	Vcard_DToL07938-RA	DPOGS201822-PA
OG0006670	Vcard_DToL07939-RA	DPOGS201778-PA
OG0006671	Vcard_DToL04294-RA	DPOGS209271-PA
OG0006672	Vcard_DToL07940-RA	DPOGS201823-PA
OG0006673	Vcard_DToL10962-RA	DPOGS214027-PA
OG0006674	Vcard_DToL02113-RA	DPOGS204398-PA
OG0006675	Vcard_DToL07943-RA	DPOGS201777-PA
OG0006676	Vcard_DToL18203-RA	DPOGS215099-PA
OG0006677	Vcard_DToL16329-RA	DPOGS201125-PA
OG0006678	Vcard_DToL05069-RA	DPOGS207963-PA
OG0006679	Vcard_DToL07862-RA	DPOGS212704-PA
OG0006680	Vcard_DToL07863-RA	DPOGS212770-PA
OG0006681	Vcard_DToL07865-RA	DPOGS212695-PA
OG0006682	Vcard_DToL00234-RA	DPOGS201400-PA
OG0006683	Vcard_DToL14765-RA	DPOGS214641-PA
OG0006684	Vcard_DToL07866-RA	DPOGS212769-PA
OG0006685	Vcard_DToL10967-RA	DPOGS214038-PA
OG0006686	Vcard_DToL16328-RA	DPOGS201107-PA
OG0006687	Vcard_DToL18200-RA	DPOGS215118-PA
OG0006688	Vcard_DToL17013-RA	DPOGS214493-PA, DPOGS214492-PA
OG0006689	Vcard_DToL08245-RA	DPOGS212708-PA
OG0006690	Vcard_DToL08244-RA	DPOGS209173-PA
OG0006691	Vcard_DToL02117-RA	DPOGS204483-PA
OG0006692	Vcard_DToL06883-RA	DPOGS205802-PA
OG0006693	Vcard_DToL01546-RA	DPOGS203653-PA
OG0006694	Vcard_DToL08242-RA	DPOGS206870-PA
OG0006695	Vcard_DToL02120-RA	DPOGS204399-PA
OG0006696	Vcard_DToL06886-RA	DPOGS205781-PA
OG0006697	Vcard_DToL07832-RA	DPOGS212748-PA
OG0006698	Vcard_DToL08721-RA	DPOGS206068-PA
OG0006699	Vcard_DToL13194-RA	DPOGS206015-PA
OG0006700	Vcard_DToL02125-RA	DPOGS204480-PA
OG0006701	Vcard_DToL07315-RA	DPOGS202011-PA
OG0006702	Vcard_DToL07316-RA	DPOGS202070-PA
OG0006703	Vcard_DToL16272-RA	DPOGS200564-PA
OG0006704	Vcard_DToL00227-RA	DPOGS203996-PA
OG0006705	Vcard_DToL07833-RA	DPOGS212712-PA
OG0006706	Vcard_DToL05076-RA	DPOGS207964-PA
OG0006707	Vcard_DToL17418-RA	DPOGS201719-PA
OG0006708	Vcard_DToL04514-RA	DPOGS213303-PA
OG0006709	Vcard_DToL13189-RA	DPOGS206000-PA
OG0006710	Vcard_DToL13187-RA	DPOGS206017-PA
OG0006712	Vcard_DToL12775-RA	DPOGS207388-PA
OG0006713	Vcard_DToL00224-RA	DPOGS203995-PA
OG0006714	Vcard_DToL16320-RA	DPOGS201127-PA
OG0006715	Vcard_DToL08716-RA	DPOGS206107-PA
OG0006716	Vcard_DToL18207-RA	DPOGS215102-PA
OG0006717	Vcard_DToL02128-RA	DPOGS204403-PA
OG0006718	Vcard_DToL08715-RA	DPOGS206106-PA
OG0006719	Vcard_DToL08713-RA, Vcard_DToL08714-RA	DPOGS206071-PA
OG0006720	Vcard_DToL06667-RA	DPOGS205808-PA
OG0006721	Vcard_DToL06670-RA	DPOGS205780-PA
OG0006722	Vcard_DToL02870-RA	DPOGS213734-PA
OG0006723	Vcard_DToL01548-RA	DPOGS203654-PA
OG0006724	Vcard_DToL14749-RA	DPOGS214575-PA
OG0006725	Vcard_DToL08710-RA	DPOGS206105-PA
OG0006726	Vcard_DToL16314-RA	DPOGS212662-PA
OG0006727	Vcard_DToL15361-RA	DPOGS212048-PA
OG0006728	Vcard_DToL10978-RA	DPOGS206587-PA
OG0006729	Vcard_DToL03649-RA	DPOGS215973-PA
OG0006730	Vcard_DToL08708-RA	DPOGS206073-PA
OG0006731	Vcard_DToL12786-RA	DPOGS207383-PA
OG0006732	Vcard_DToL09416-RA	DPOGS201670-PA
OG0006733	Vcard_DToL06676-RA	DPOGS205779-PA
OG0006734	Vcard_DToL03651-RA	DPOGS207471-PA
OG0006735	Vcard_DToL05925-RA	DPOGS215850-PA
OG0006736	Vcard_DToL03652-RA	DPOGS207463-PA
OG0006737	Vcard_DToL17410-RA	DPOGS203630-PA
OG0006738	Vcard_DToL17026-RA	DPOGS214478-PA
OG0006739	Vcard_DToL02874-RA	DPOGS203744-PA
OG0006740	Vcard_DToL06677-RA	DPOGS205812-PA
OG0006741	Vcard_DToL17408-RA	DPOGS203587-PA
OG0006742	Vcard_DToL14741-RA	DPOGS214579-PA
OG0006744	Vcard_DToL17420-RA	DPOGS203592-PA
OG0006745	Vcard_DToL07319-RA	DPOGS202066-PA
OG0006746	Vcard_DToL05923-RA	DPOGS215848-PA
OG0006747	Vcard_DToL05921-RA	DPOGS215808-PA
OG0006748	Vcard_DToL06681-RA	DPOGS205815-PA
OG0006749	Vcard_DToL07323-RA	DPOGS202064-PA
OG0006750	Vcard_DToL05919-RA	DPOGS215809-PA
OG0006751	Vcard_DToL17417-RA	DPOGS203627-PA
OG0006752	Vcard_DToL10467-RA	DPOGS207618-PA
OG0006753	Vcard_DToL10465-RA	DPOGS207617-PA
OG0006755	Vcard_DToL10462-RA	DPOGS207615-PA
OG0006756	Vcard_DToL14454-RA	DPOGS214954-PA
OG0006758	Vcard_DToL11954-RA	DPOGS214793-PA
OG0006759	Vcard_DToL11955-RA	DPOGS214817-PA
OG0006760	Vcard_DToL11956-RA	DPOGS214791-PA
OG0006761	Vcard_DToL02877-RA	DPOGS203745-PA
OG0006762	Vcard_DToL09832-RA	DPOGS209698-PA
OG0006763	Vcard_DToL11958-RA	DPOGS214790-PA
OG0006764	Vcard_DToL14456-RA	DPOGS214942-PA
OG0006765	Vcard_DToL02878-RA	DPOGS203758-PA
OG0006766	Vcard_DToL07326-RA	DPOGS202016-PA
OG0006767	Vcard_DToL14457-RA	DPOGS214943-PA
OG0006768	Vcard_DToL02881-RA	DPOGS203747-PA
OG0006769	Vcard_DToL13170-RA	DPOGS210525-PA
OG0006770	Vcard_DToL07836-RA	DPOGS212716-PA
OG0006771	Vcard_DToL16302-RA	DPOGS201119-PA
OG0006772	Vcard_DToL04311-RA	DPOGS204322-PA
OG0006773	Vcard_DToL08691-RA	DPOGS206078-PA
OG0006774	Vcard_DToL03655-RA	DPOGS207461-PA
OG0006775	Vcard_DToL07328-RA	DPOGS202063-PA
OG0006776	Vcard_DToL05091-RA	DPOGS207932-PA
OG0006777	Vcard_DToL05092-RA	DPOGS207931-PA
OG0006778	Vcard_DToL13166-RA	DPOGS210522-PA
OG0006779	Vcard_DToL09831-RA	DPOGS209695-PA
OG0006780	Vcard_DToL09830-RA	DPOGS209700-PA
OG0006781	Vcard_DToL14463-RA	DPOGS214950-PA
OG0006782	Vcard_DToL04314-RA	DPOGS204347-PA
OG0006783	Vcard_DToL14465-RA	DPOGS214949-PA
OG0006784	Vcard_DToL16301-RA	DPOGS201111-PA
OG0006785	Vcard_DToL14466-RA	DPOGS214946-PA
OG0006786	Vcard_DToL07840-RA	DPOGS212746-PA
OG0006787	Vcard_DToL08685-RA	DPOGS206097-PA
OG0006788	Vcard_DToL13163-RA	DPOGS210520-PA
OG0006789	Vcard_DToL03657-RA	DPOGS207460-PA
OG0006790	Vcard_DToL07841-RA	DPOGS212745-PA
OG0006791	Vcard_DToL00210-RA	DPOGS203990-PA
OG0006792	Vcard_DToL05097-RA	DPOGS207969-PA
OG0006793	Vcard_DToL16297-RA	DPOGS201112-PA
OG0006794	Vcard_DToL07330-RA	DPOGS202019-PA
OG0006795	Vcard_DToL02138-RA	DPOGS204408-PA
OG0006796	Vcard_DToL14138-RA	DPOGS213316-PA
OG0006797	Vcard_DToL16264-RA	DPOGS200554-PA
OG0006798	Vcard_DToL17430-RA	DPOGS201735-PA
OG0006799	Vcard_DToL01572-RA	DPOGS203839-PA
OG0006800	Vcard_DToL00205-RA	DPOGS203988-PA
OG0006801	Vcard_DToL04316-RA	DPOGS204346-PA
OG0006802	Vcard_DToL05098-RA	DPOGS207970-PA
OG0006803	Vcard_DToL00202-RA	DPOGS203987-PA
OG0006804	Vcard_DToL17433-RA	DPOGS211664-PA
OG0006805	Vcard_DToL08675-RA	DPOGS206083-PA
OG0006806	Vcard_DToL09826-RA	DPOGS209692-PA
