Orthogroup	Vanessa_cardui	Heliconius_erato_lativitta
OG0005700	Vcard_DToL16097-RA	HEL_011835-RA
OG0005701	Vcard_DToL16094-RA	HEL_011832-RA
OG0005702	Vcard_DToL06178-RA	HEL_002314-RA
OG0005703	Vcard_DToL14607-RA	HEL_014247-RA
OG0005704	Vcard_DToL06177-RA	HEL_002315-RA
OG0005705	Vcard_DToL05975-RA	HEL_002474-RA
OG0005706	Vcard_DToL09582-RA	HEL_003566-RA
OG0005707	Vcard_DToL00150-RA	HEL_012077-RA
OG0005708	Vcard_DToL14608-RA	HEL_014245-RA
OG0005709	Vcard_DToL00151-RA	HEL_012078-RA
OG0005710	Vcard_DToL00982-RA	HEL_002554-RA
OG0005711	Vcard_DToL17594-RA	HEL_000524-RA
OG0005712	Vcard_DToL07192-RA	HEL_007835-RA
OG0005713	Vcard_DToL07193-RA	HEL_007834-RA
OG0005715	Vcard_DToL01920-RA	HEL_001682-RA
OG0005716	Vcard_DToL11215-RA	HEL_011213-RA
OG0005717	Vcard_DToL01922-RA	HEL_001680-RA
OG0005718	Vcard_DToL15057-RA	HEL_002161-RA
OG0005719	Vcard_DToL08902-RA	HEL_009075-RA
OG0005720	Vcard_DToL08901-RA	HEL_009077-RA
OG0005721	Vcard_DToL04888-RA	HEL_007690-RA
OG0005722	Vcard_DToL17597-RA	HEL_000521-RA
OG0005723	Vcard_DToL09576-RA	HEL_003571-RA
OG0005724	Vcard_DToL07198-RA	HEL_007832-RA
OG0005725	Vcard_DToL06167-RA	HEL_002321-RA
OG0005726	Vcard_DToL07202-RA	HEL_007829-RA
OG0005727	Vcard_DToL06165-RA	HEL_002322-RA
OG0005728	Vcard_DToL06164-RA	HEL_002323-RA
OG0005729	Vcard_DToL08897-RA	HEL_009080-RA
OG0005730	Vcard_DToL04892-RA	HEL_007696-RA
OG0005731	Vcard_DToL12350-RA	HEL_000821-RA
OG0005732	Vcard_DToL16116-RA	HEL_011847-RA
OG0005733	Vcard_DToL11214-RA	HEL_011211-RA
OG0005734	Vcard_DToL06162-RA	HEL_002325-RA
OG0005735	Vcard_DToL08890-RA	HEL_009084-RA
OG0005736	Vcard_DToL18409-RA	HEL_010078-RA
OG0005737	Vcard_DToL11212-RA	HEL_011209-RA
OG0005738	Vcard_DToL04895-RA	HEL_007700-RA
OG0005739	Vcard_DToL06158-RA	HEL_002327-RA
OG0005740	Vcard_DToL17601-RA	HEL_000512-RA
OG0005741	Vcard_DToL01929-RA	HEL_001677-RA
OG0005742	Vcard_DToL16509-RA	HEL_004999-RA
OG0005743	Vcard_DToL00152-RA	HEL_012107-RA
OG0005744	Vcard_DToL14023-RA	HEL_000417-RA
OG0005745	Vcard_DToL14626-RA	HEL_014230-RA
OG0005746	Vcard_DToL06898-RA	HEL_008080-RA
OG0005747	Vcard_DToL06153-RA	HEL_002330-RA
OG0005749	Vcard_DToL06899-RA	HEL_008081-RA
OG0005751	Vcard_DToL10043-RA	HEL_009738-RA
OG0005753	Vcard_DToL06903-RA	HEL_008083-RA
OG0005754	Vcard_DToL06149-RA	HEL_002333-RA
OG0005755	Vcard_DToL10243-RA	HEL_009744-RA
OG0005756	Vcard_DToL06148-RA	HEL_002334-RA
OG0005758	Vcard_DToL06146-RA	HEL_002335-RA
OG0005759	Vcard_DToL16507-RA	HEL_005002-RA
OG0005760	Vcard_DToL10588-RA	HEL_004362-RA
OG0005761	Vcard_DToL08884-RA	HEL_009091-RA
OG0005762	Vcard_DToL06145-RA	HEL_002336-RA
OG0005763	Vcard_DToL04152-RA	HEL_009442-RA
OG0005764	Vcard_DToL06143-RA	HEL_002337-RA
OG0005765	Vcard_DToL04154-RA	HEL_009441-RA
OG0005766	Vcard_DToL04155-RA	HEL_009440-RA
OG0005767	Vcard_DToL06142-RA	HEL_002338-RA
OG0005768	Vcard_DToL04156-RA	HEL_009439-RA
OG0005769	Vcard_DToL17616-RA	HEL_011395-RA
OG0005771	Vcard_DToL04157-RA	HEL_009436-RA
OG0005773	Vcard_DToL17618-RA	HEL_011389-RA
OG0005774	Vcard_DToL01938-RA	HEL_001673-RA
OG0005775	Vcard_DToL00134-RA	HEL_012061-RA
OG0005776	Vcard_DToL03191-RA	HEL_010829-RA
OG0005777	Vcard_DToL01939-RA	HEL_001672-RA
OG0005778	Vcard_DToL00997-RA	HEL_002562-RA
OG0005779	Vcard_DToL10584-RA	HEL_004358-RA
OG0005780	Vcard_DToL13460-RA	HEL_006445-RA
OG0005781	Vcard_DToL11205-RA	HEL_011201-RA
OG0005782	Vcard_DToL18396-RA	HEL_010084-RA
OG0005783	Vcard_DToL17625-RA	HEL_011385-RA
OG0005784	Vcard_DToL01000-RA	HEL_002566-RA
OG0005785	Vcard_DToL03192-RA	HEL_010827-RA
OG0005786	Vcard_DToL01001-RA	HEL_002567-RA
OG0005787	Vcard_DToL01002-RA	HEL_002568-RA
OG0005788	Vcard_DToL14019-RA	HEL_000414-RA
OG0005790	Vcard_DToL03194-RA	HEL_010826-RA
OG0005791	Vcard_DToL18580-RA	HEL_013947-RA
OG0005792	Vcard_DToL01005-RA	HEL_002570-RA
OG0005794	Vcard_DToL18577-RA	HEL_013942-RA
OG0005795	Vcard_DToL01006-RA	HEL_002572-RA
OG0005797	Vcard_DToL10582-RA	HEL_004356-RA
OG0005798	Vcard_DToL01007-RA	HEL_002571-RA
OG0005799	Vcard_DToL01008-RA	HEL_002573-RA
OG0005800	Vcard_DToL18578-RA	HEL_013945-RA
OG0005801	Vcard_DToL16496-RA	HEL_005010-RA
OG0005803	Vcard_DToL17654-RA	HEL_011343-RA
OG0005804	Vcard_DToL16966-RA	HEL_004643-RA
OG0005805	Vcard_DToL01942-RA	HEL_001669-RA
OG0005806	Vcard_DToL15951-RA	HEL_009268-RA
OG0005807	Vcard_DToL01943-RA	HEL_001668-RA
OG0005808	Vcard_DToL07207-RA	HEL_007818-RA
OG0005809	Vcard_DToL03474-RA	HEL_014017-RA
OG0005810	Vcard_DToL17651-RA	HEL_011337-RA
OG0005811	Vcard_DToL10579-RA	HEL_004354-RA
OG0005812	Vcard_DToL17650-RA	HEL_011338-RA
OG0005813	Vcard_DToL16965-RA	HEL_004642-RA
OG0005814	Vcard_DToL00130-RA	HEL_009700-RA
OG0005815	Vcard_DToL07692-RA	HEL_014505-RA
OG0005816	Vcard_DToL10578-RA	HEL_004353-RA
OG0005817	Vcard_DToL03199-RA	HEL_010823-RA
OG0005818	Vcard_DToL07691-RA	HEL_014504-RA
OG0005820	Vcard_DToL16963-RA	HEL_004639-RA
OG0005821	Vcard_DToL10576-RA	HEL_004351-RA
OG0005822	Vcard_DToL11198-RA	HEL_011193-RA
OG0005823	Vcard_DToL10238-RA	HEL_009750-RA
OG0005825	Vcard_DToL06913-RA	HEL_008086-RA
OG0005826	Vcard_DToL01018-RA	HEL_002579-RA
OG0005827	Vcard_DToL10236-RA	HEL_009755-RA
OG0005828	Vcard_DToL10573-RA	HEL_004348-RA
OG0005829	Vcard_DToL10234-RA	HEL_009756-RA
OG0005830	Vcard_DToL10572-RA	HEL_004347-RA
OG0005831	Vcard_DToL10571-RA	HEL_004346-RA
OG0005832	Vcard_DToL14963-RA	HEL_014380-RA
OG0005833	Vcard_DToL07686-RA	HEL_014199-RA
OG0005834	Vcard_DToL14641-RA	HEL_014221-RA
OG0005835	Vcard_DToL07208-RA	HEL_007816-RA
OG0005836	Vcard_DToL16962-RA	HEL_004638-RA
OG0005837	Vcard_DToL03201-RA	HEL_010811-RA, HEL_010817-RA
OG0005838	Vcard_DToL01947-RA	HEL_001664-RA
OG0005839	Vcard_DToL07685-RA	HEL_014200-RA
OG0005840	Vcard_DToL06905-RA	HEL_008091-RA
OG0005841	Vcard_DToL11188-RA	HEL_011190-RA
OG0005842	Vcard_DToL11187-RA	HEL_011189-RA
OG0005843	Vcard_DToL06904-RA	HEL_008092-RA
OG0005844	Vcard_DToL06919-RA	HEL_007967-RA
OG0005845	Vcard_DToL11186-RA	HEL_011187-RA
OG0005847	Vcard_DToL06922-RA	HEL_007969-RA
OG0005850	Vcard_DToL06921-RA	HEL_007968-RA
OG0005851	Vcard_DToL06923-RA	HEL_007972-RA
OG0005852	Vcard_DToL06924-RA	HEL_007971-RA
OG0005853	Vcard_DToL06925-RA	HEL_007970-RA
OG0005854	Vcard_DToL07211-RA	HEL_007815-RA
OG0005855	Vcard_DToL17626-RA	HEL_011384-RA
OG0005856	Vcard_DToL06926-RA	HEL_007973-RA
OG0005857	Vcard_DToL06593-RA	HEL_007976-RA
OG0005858	Vcard_DToL04915-RA	HEL_007713-RA
OG0005859	Vcard_DToL11184-RA	HEL_011185-RA
OG0005860	Vcard_DToL12344-RA	HEL_000826-RA
OG0005861	Vcard_DToL11183-RA	HEL_011184-RA
OG0005862	Vcard_DToL07678-RA	HEL_014396-RA
OG0005863	Vcard_DToL06137-RA	HEL_002343-RA
OG0005864	Vcard_DToL07677-RA	HEL_014395-RA
OG0005865	Vcard_DToL16478-RA	HEL_005023-RA
OG0005866	Vcard_DToL07676-RA	HEL_014394-RA
OG0005867	Vcard_DToL06136-RA	HEL_002345-RA
OG0005868	Vcard_DToL15268-RA	HEL_001929-RA
OG0005869	Vcard_DToL12342-RA	HEL_000829-RA
OG0005870	Vcard_DToL06134-RA	HEL_002346-RA
OG0005871	Vcard_DToL07675-RA	HEL_014392-RA
OG0005872	Vcard_DToL07674-RA	HEL_014215-RA
OG0005873	Vcard_DToL01039-RA	HEL_002589-RA
OG0005874	Vcard_DToL15267-RA	HEL_001931-RA
OG0005875	Vcard_DToL10227-RA	HEL_009760-RA
OG0005876	Vcard_DToL15944-RA	HEL_009263-RA
OG0005877	Vcard_DToL17668-RA	HEL_011351-RA
OG0005878	Vcard_DToL03489-RA	HEL_008852-RA
OG0005879	Vcard_DToL06129-RA	HEL_002347-RA
OG0005880	Vcard_DToL15266-RA	HEL_001932-RA
OG0005881	Vcard_DToL03492-RA	HEL_008851-RA
OG0005882	Vcard_DToL07673-RA	HEL_014216-RA
OG0005883	Vcard_DToL00080-RA	HEL_009665-RA
OG0005884	Vcard_DToL15263-RA	HEL_001936-RA
OG0005887	Vcard_DToL04174-RA	HEL_009424-RA
OG0005888	Vcard_DToL15262-RA	HEL_001937-RA
OG0005889	Vcard_DToL11174-RA	HEL_011176-RA
OG0005890	Vcard_DToL08876-RA	HEL_009098-RA
OG0005892	Vcard_DToL03497-RA	HEL_008846-RA
OG0005893	Vcard_DToL06612-RA	HEL_007983-RA
OG0005894	Vcard_DToL13446-RA	HEL_006455-RA
OG0005895	Vcard_DToL06121-RA	HEL_002350-RA
OG0005896	Vcard_DToL18628-RA	HEL_013009-RA
OG0005897	Vcard_DToL06117-RA	HEL_002351-RA
OG0005898	Vcard_DToL11167-RA	HEL_011167-RA
OG0005899	Vcard_DToL08875-RA	HEL_009099-RA
OG0005900	Vcard_DToL16474-RA	HEL_005027-RA
OG0005901	Vcard_DToL14008-RA	HEL_000402-RA
OG0005902	Vcard_DToL08874-RA	HEL_009103-RA
OG0005903	Vcard_DToL18627-RA	HEL_013007-RA
OG0005904	Vcard_DToL08872-RA	HEL_009104-RA
OG0005905	Vcard_DToL16472-RA	HEL_004936-RA
OG0005906	Vcard_DToL14009-RA	HEL_000403-RA
OG0005907	Vcard_DToL12338-RA	HEL_000832-RA
OG0005908	Vcard_DToL01046-RA	HEL_002595-RA
OG0005909	Vcard_DToL06113-RA	HEL_002354-RA
OG0005910	Vcard_DToL06112-RA	HEL_002355-RA
OG0005911	Vcard_DToL15251-RA	HEL_001951-RA
OG0005912	Vcard_DToL01961-RA	HEL_001657-RA
OG0005913	Vcard_DToL06111-RA	HEL_002356-RA
OG0005914	Vcard_DToL01962-RA	HEL_001656-RA
OG0005915	Vcard_DToL17578-RA	HEL_000539-RA
OG0005917	Vcard_DToL10561-RA	HEL_004333-RA
OG0005918	Vcard_DToL06110-RA	HEL_002357-RA
OG0005919	Vcard_DToL01964-RA	HEL_001654-RA
OG0005920	Vcard_DToL01050-RA	HEL_002603-RA
OG0005921	Vcard_DToL01051-RA	HEL_002604-RA
OG0005922	Vcard_DToL06617-RA	HEL_008000-RA
OG0005924	Vcard_DToL04177-RA	HEL_009422-RA
OG0005925	Vcard_DToL06105-RA	HEL_002359-RA, HEL_002360-RA
OG0005926	Vcard_DToL14892-RA	HEL_005106-RA
OG0005927	Vcard_DToL06619-RA	HEL_008001-RA
OG0005928	Vcard_DToL15936-RA	HEL_009256-RA
OG0005929	Vcard_DToL07663-RA	HEL_014198-RA
OG0005930	Vcard_DToL06620-RA	HEL_008002-RA
OG0005931	Vcard_DToL08865-RA	HEL_009112-RA
OG0005932	Vcard_DToL08864-RA	HEL_009113-RA
OG0005934	Vcard_DToL17571-RA	HEL_000544-RA
OG0005935	Vcard_DToL04927-RA	HEL_007717-RA
OG0005936	Vcard_DToL04928-RA	HEL_007718-RA
OG0005937	Vcard_DToL08862-RA	HEL_009118-RA
OG0005938	Vcard_DToL18065-RA	HEL_014542-RA
OG0005939	Vcard_DToL04929-RA	HEL_007719-RA
OG0005940	Vcard_DToL04932-RA	HEL_007720-RA
OG0005941	Vcard_DToL01979-RA	HEL_001645-RA
OG0005942	Vcard_DToL04933-RA	HEL_007721-RA
OG0005943	Vcard_DToL18063-RA	HEL_014544-RA
OG0005944	Vcard_DToL01980-RA	HEL_001644-RA
OG0005945	Vcard_DToL03505-RA	HEL_008837-RA
OG0005946	Vcard_DToL01054-RA	HEL_002606-RA
OG0005947	Vcard_DToL10223-RA	HEL_013754-RA
OG0005948	Vcard_DToL01055-RA	HEL_002608-RA, HEL_002607-RA
OG0005949	Vcard_DToL01058-RA	HEL_002609-RA
OG0005950	Vcard_DToL18061-RA	HEL_014545-RA
OG0005951	Vcard_DToL03547-RA	HEL_008793-RA
OG0005953	Vcard_DToL12327-RA	HEL_000845-RA
OG0005954	Vcard_DToL12325-RA	HEL_000846-RA
OG0005955	Vcard_DToL01060-RA	HEL_002611-RA
OG0005956	Vcard_DToL07217-RA	HEL_007810-RA
OG0005957	Vcard_DToL17568-RA	HEL_000547-RA
OG0005958	Vcard_DToL12324-RA	HEL_000849-RA
OG0005959	Vcard_DToL12323-RA	HEL_000850-RA
OG0005960	Vcard_DToL07219-RA	HEL_007809-RA
OG0005961	Vcard_DToL08860-RA	HEL_009120-RA
OG0005962	Vcard_DToL13439-RA	HEL_006459-RA
OG0005963	Vcard_DToL18662-RA	HEL_013931-RA
OG0005964	Vcard_DToL18598-RA	HEL_013966-RA
OG0005965	Vcard_DToL10216-RA	HEL_013760-RA
OG0005966	Vcard_DToL13437-RA	HEL_006461-RA
OG0005967	Vcard_DToL15927-RA	HEL_009245-RA
OG0005968	Vcard_DToL08856-RA	HEL_009122-RA
OG0005969	Vcard_DToL13436-RA	HEL_006462-RA
OG0005970	Vcard_DToL08855-RA	HEL_009124-RA
OG0005971	Vcard_DToL18597-RA	HEL_013965-RA
OG0005972	Vcard_DToL07230-RA	HEL_007804-RA
OG0005973	Vcard_DToL01065-RA	HEL_002613-RA
OG0005974	Vcard_DToL13434-RA	HEL_006467-RA
OG0005975	Vcard_DToL12874-RA	HEL_005795-RA
OG0005976	Vcard_DToL13432-RA	HEL_006469-RA
OG0005977	Vcard_DToL06627-RA	HEL_008009-RA
OG0005978	Vcard_DToL06629-RA	HEL_008010-RA
OG0005979	Vcard_DToL12876-RA	HEL_005794-RA
OG0005980	Vcard_DToL06630-RA	HEL_008011-RA
OG0005981	Vcard_DToL09940-RA	HEL_013765-RA
OG0005982	Vcard_DToL15246-RA	HEL_001958-RA
OG0005983	Vcard_DToL00346-RA	HEL_012081-RA
OG0005984	Vcard_DToL06100-RA	HEL_002365-RA
OG0005985	Vcard_DToL06098-RA	HEL_002367-RA
OG0005986	Vcard_DToL11152-RA	HEL_011149-RA
OG0005987	Vcard_DToL09938-RA	HEL_013768-RA
OG0005988	Vcard_DToL12877-RA	HEL_005793-RA
OG0005989	Vcard_DToL00349-RA	HEL_012082-RA
OG0005990	Vcard_DToL07237-RA	HEL_006038-RA
OG0005991	Vcard_DToL06095-RA	HEL_002369-RA
OG0005992	Vcard_DToL09936-RA	HEL_013769-RA
OG0005993	Vcard_DToL00350-RA	HEL_012083-RA
OG0005995	Vcard_DToL09276-RA	HEL_012211-RA
OG0005996	Vcard_DToL06094-RA	HEL_002370-RA
OG0005997	Vcard_DToL11149-RA	HEL_011147-RA
OG0005998	Vcard_DToL12318-RA	HEL_000854-RA
OG0005999	Vcard_DToL01986-RA	HEL_001642-RA
OG0006000	Vcard_DToL16457-RA	HEL_004924-RA
OG0006001	Vcard_DToL06091-RA	HEL_002372-RA
OG0006002	Vcard_DToL12878-RA	HEL_005792-RA
OG0006003	Vcard_DToL00351-RA	HEL_012084-RA
OG0006004	Vcard_DToL01990-RA	HEL_001641-RA
OG0006005	Vcard_DToL14887-RA	HEL_005111-RA
OG0006006	Vcard_DToL01991-RA	HEL_001640-RA
OG0006007	Vcard_DToL14885-RA	HEL_005112-RA
OG0006008	Vcard_DToL07240-RA	HEL_006035-RA
OG0006009	Vcard_DToL00353-RA	HEL_012085-RA
OG0006010	Vcard_DToL11147-RA	HEL_011146-RA
OG0006011	Vcard_DToL18097-RA	HEL_013687-RA
OG0006012	Vcard_DToL03509-RA	HEL_008831-RA
OG0006013	Vcard_DToL14883-RA	HEL_005116-RA
OG0006014	Vcard_DToL11145-RA	HEL_011145-RA
OG0006015	Vcard_DToL11144-RA	HEL_011144-RA
OG0006017	Vcard_DToL04189-RA	HEL_009412-RA
OG0006018	Vcard_DToL04190-RA	HEL_009411-RA
OG0006019	Vcard_DToL06931-RA	HEL_008020-RA
OG0006020	Vcard_DToL11143-RA	HEL_011142-RA
OG0006021	Vcard_DToL16952-RA	HEL_004633-RA
OG0006022	Vcard_DToL15242-RA	HEL_001962-RA
OG0006023	Vcard_DToL08835-RA	HEL_009150-RA
OG0006024	Vcard_DToL15241-RA	HEL_001964-RA, HEL_001963-RA
OG0006025	Vcard_DToL08833-RA	HEL_009151-RA
OG0006026	Vcard_DToL04943-RA	HEL_013267-RA
OG0006027	Vcard_DToL11142-RA	HEL_011141-RA
OG0006028	Vcard_DToL06592-RA	HEL_008024-RA
OG0006029	Vcard_DToL15239-RA	HEL_001965-RA
OG0006030	Vcard_DToL12895-RA, Vcard_DToL16949-RA	HEL_004609-RA
OG0006031	Vcard_DToL06590-RA	HEL_008026-RA
OG0006032	Vcard_DToL12884-RA	HEL_005788-RA
OG0006033	Vcard_DToL15237-RA	HEL_001968-RA
OG0006034	Vcard_DToL15236-RA	HEL_001969-RA
OG0006036	Vcard_DToL18594-RA	HEL_013961-RA
OG0006037	Vcard_DToL09923-RA	HEL_013776-RA
OG0006038	Vcard_DToL11875-RA	HEL_009830-RA
OG0006040	Vcard_DToL15232-RA	HEL_001975-RA
OG0006041	Vcard_DToL16454-RA	HEL_004922-RA
OG0006042	Vcard_DToL13983-RA	HEL_000379-RA
OG0006043	Vcard_DToL06088-RA	HEL_002374-RA
OG0006044	Vcard_DToL09545-RA	HEL_010696-RA
OG0006045	Vcard_DToL16943-RA	HEL_004614-RA
OG0006046	Vcard_DToL07933-RA	HEL_009910-RA
OG0006047	Vcard_DToL15231-RA	HEL_001976-RA
OG0006048	Vcard_DToL07932-RA	HEL_009911-RA
OG0006049	Vcard_DToL11135-RA	HEL_012306-RA
OG0006050	Vcard_DToL09542-RA	HEL_010698-RA
OG0006051	Vcard_DToL14878-RA	HEL_005121-RA
OG0006052	Vcard_DToL06584-RA	HEL_008030-RA
OG0006053	Vcard_DToL08831-RA	HEL_009152-RA
OG0006054	Vcard_DToL01088-RA	HEL_002621-RA
OG0006056	Vcard_DToL01090-RA	HEL_002623-RA
OG0006057	Vcard_DToL18107-RA	HEL_013693-RA
OG0006058	Vcard_DToL13425-RA	HEL_006480-RA
OG0006059	Vcard_DToL15223-RA	HEL_001982-RA
OG0006060	Vcard_DToL09540-RA	HEL_010700-RA
OG0006061	Vcard_DToL16449-RA	HEL_004916-RA
OG0006062	Vcard_DToL06081-RA	HEL_002380-RA
OG0006063	Vcard_DToL13423-RA	HEL_006481-RA
OG0006064	Vcard_DToL15221-RA	HEL_001984-RA
OG0006065	Vcard_DToL15216-RA	HEL_001986-RA
OG0006066	Vcard_DToL06078-RA	HEL_002383-RA
OG0006067	Vcard_DToL06077-RA	HEL_002384-RA
OG0006068	Vcard_DToL06076-RA	HEL_002385-RA
OG0006069	Vcard_DToL09538-RA	HEL_010702-RA
OG0006070	Vcard_DToL06581-RA	HEL_008032-RA
OG0006071	Vcard_DToL07243-RA	HEL_006192-RA
OG0006072	Vcard_DToL06075-RA	HEL_002386-RA
OG0006073	Vcard_DToL06074-RA	HEL_002387-RA
OG0006074	Vcard_DToL07244-RA	HEL_006191-RA
OG0006075	Vcard_DToL01096-RA	HEL_002628-RA
OG0006076	Vcard_DToL03510-RA	HEL_008829-RA
OG0006077	Vcard_DToL15214-RA	HEL_001987-RA
OG0006078	Vcard_DToL01105-RA	HEL_002630-RA
OG0006080	Vcard_DToL04954-RA	HEL_013278-RA
OG0006081	Vcard_DToL07707-RA	HEL_013540-RA
OG0006082	Vcard_DToL06577-RA	HEL_008097-RA
OG0006083	Vcard_DToL06575-RA	HEL_008096-RA
OG0006084	Vcard_DToL06573-RA	HEL_008094-RA
OG0006085	Vcard_DToL08829-RA	HEL_009155-RA
OG0006086	Vcard_DToL16938-RA	HEL_004616-RA
OG0006087	Vcard_DToL08827-RA	HEL_009157-RA
OG0006088	Vcard_DToL09532-RA	HEL_010708-RA
OG0006090	Vcard_DToL06568-RA	HEL_007966-RA
OG0006091	Vcard_DToL14868-RA	HEL_005130-RA
OG0006092	Vcard_DToL16936-RA	HEL_004617-RA
OG0006093	Vcard_DToL06071-RA	HEL_002390-RA
OG0006094	Vcard_DToL06563-RA	HEL_007963-RA
OG0006095	Vcard_DToL12890-RA	HEL_005784-RA
OG0006096	Vcard_DToL04204-RA	HEL_009405-RA
OG0006097	Vcard_DToL01999-RA	HEL_001635-RA
OG0006098	Vcard_DToL04205-RA	HEL_009404-RA
OG0006099	Vcard_DToL00342-RA	HEL_012111-RA
OG0006100	Vcard_DToL16436-RA, Vcard_DToL16437-RA	HEL_004908-RA
OG0006101	Vcard_DToL01107-RA	HEL_002632-RA
OG0006102	Vcard_DToL06562-RA	HEL_007962-RA
OG0006103	Vcard_DToL13410-RA	HEL_006493-RA
OG0006104	Vcard_DToL04206-RA	HEL_009403-RA
OG0006105	Vcard_DToL04207-RA	HEL_009402-RA
OG0006106	Vcard_DToL11926-RA	HEL_009790-RA
OG0006107	Vcard_DToL09912-RA	HEL_013782-RA
OG0006108	Vcard_DToL03206-RA	HEL_010807-RA
OG0006109	Vcard_DToL06067-RA	HEL_002393-RA
OG0006110	Vcard_DToL06063-RA	HEL_002394-RA
OG0006111	Vcard_DToL01111-RA	HEL_002634-RA
OG0006112	Vcard_DToL13977-RA	HEL_000376-RA
OG0006113	Vcard_DToL04215-RA	HEL_009401-RA
OG0006114	Vcard_DToL09529-RA	HEL_010711-RA
OG0006115	Vcard_DToL02007-RA	HEL_001626-RA
OG0006117	Vcard_DToL04212-RA	HEL_009399-RA
OG0006118	Vcard_DToL03515-RA	HEL_008823-RA
OG0006119	Vcard_DToL13401-RA	HEL_006497-RA
OG0006120	Vcard_DToL03516-RA	HEL_008822-RA
OG0006121	Vcard_DToL04224-RA	HEL_009391-RA
OG0006122	Vcard_DToL04216-RA	HEL_009398-RA
OG0006123	Vcard_DToL13400-RA	HEL_006499-RA
OG0006124	Vcard_DToL06554-RA	HEL_007952-RA
OG0006125	Vcard_DToL04960-RA	HEL_013297-RA
OG0006127	Vcard_DToL01115-RA	HEL_002638-RA
OG0006128	Vcard_DToL13399-RA	HEL_006500-RA
OG0006129	Vcard_DToL11134-RA	HEL_012304-RA
OG0006130	Vcard_DToL16927-RA	HEL_004619-RA
OG0006131	Vcard_DToL15209-RA	HEL_001991-RA
OG0006132	Vcard_DToL17551-RA	HEL_000556-RA
OG0006133	Vcard_DToL02010-RA	HEL_001622-RA
OG0006134	Vcard_DToL13397-RA	HEL_006501-RA
OG0006135	Vcard_DToL02011-RA	HEL_001623-RA
OG0006136	Vcard_DToL02012-RA	HEL_001621-RA
OG0006137	Vcard_DToL06548-RA	HEL_007943-RA
OG0006138	Vcard_DToL18137-RA	HEL_013711-RA
OG0006139	Vcard_DToL06547-RA	HEL_007944-RA
OG0006140	Vcard_DToL12202-RA	HEL_000931-RA
OG0006141	Vcard_DToL15975-RA	HEL_009297-RA
OG0006142	Vcard_DToL13391-RA	HEL_006505-RA
OG0006143	Vcard_DToL00340-RA	HEL_012113-RA
OG0006144	Vcard_DToL15208-RA	HEL_001992-RA
OG0006145	Vcard_DToL12203-RA	HEL_000930-RA
OG0006146	Vcard_DToL14856-RA	HEL_005140-RA
OG0006147	Vcard_DToL16431-RA	HEL_004905-RA
OG0006148	Vcard_DToL14855-RA	HEL_005141-RA
OG0006149	Vcard_DToL09522-RA	HEL_010719-RA
OG0006150	Vcard_DToL18116-RA	HEL_013705-RA
OG0006151	Vcard_DToL01120-RA	HEL_002640-RA
OG0006152	Vcard_DToL03527-RA	HEL_008810-RA
OG0006153	Vcard_DToL02016-RA	HEL_001618-RA
OG0006154	Vcard_DToL01121-RA	HEL_002641-RA
OG0006156	Vcard_DToL01122-RA	HEL_002642-RA
OG0006157	Vcard_DToL15989-RA	HEL_009308-RA
OG0006159	Vcard_DToL01123-RA	HEL_002643-RA
OG0006160	Vcard_DToL16427-RA	HEL_004900-RA
OG0006162	Vcard_DToL01125-RA	HEL_002645-RA
OG0006163	Vcard_DToL03531-RA	HEL_008807-RA
OG0006164	Vcard_DToL01126-RA	HEL_002646-RA
OG0006165	Vcard_DToL06054-RA	HEL_002402-RA
OG0006166	Vcard_DToL03533-RA	HEL_008806-RA
OG0006167	Vcard_DToL06053-RA	HEL_002403-RA
OG0006168	Vcard_DToL13384-RA	HEL_006513-RA
OG0006169	Vcard_DToL14851-RA	HEL_005145-RA
OG0006170	Vcard_DToL16425-RA	HEL_004898-RA
OG0006171	Vcard_DToL15990-RA	HEL_009309-RA
OG0006172	Vcard_DToL13380-RA	HEL_006515-RA
OG0006174	Vcard_DToL00332-RA	HEL_013220-RA
OG0006175	Vcard_DToL06050-RA	HEL_002406-RA
OG0006176	Vcard_DToL15991-RA	HEL_009313-RA
OG0006177	Vcard_DToL06048-RA	HEL_002407-RA
OG0006178	Vcard_DToL00331-RA	HEL_013221-RA
OG0006179	Vcard_DToL09894-RA	HEL_013796-RA
OG0006180	Vcard_DToL16922-RA	HEL_004622-RA
OG0006182	Vcard_DToL04225-RA	HEL_009390-RA
OG0006183	Vcard_DToL15995-RA	HEL_009317-RA
OG0006185	Vcard_DToL15201-RA	HEL_001995-RA
OG0006186	Vcard_DToL15998-RA	HEL_009319-RA
OG0006187	Vcard_DToL06044-RA	HEL_002410-RA
OG0006188	Vcard_DToL00328-RA	HEL_013223-RA
OG0006189	Vcard_DToL02024-RA	HEL_001614-RA
OG0006190	Vcard_DToL16422-RA	HEL_004896-RA
OG0006191	Vcard_DToL15200-RA	HEL_001997-RA
OG0006192	Vcard_DToL14843-RA	HEL_005161-RA
OG0006193	Vcard_DToL15198-RA	HEL_001998-RA
OG0006194	Vcard_DToL08821-RA	HEL_009169-RA
OG0006195	Vcard_DToL00323-RA	HEL_013226-RA
OG0006197	Vcard_DToL08820-RA	HEL_009170-RA
OG0006198	Vcard_DToL10550-RA	HEL_004320-RA
OG0006199	Vcard_DToL04230-RA	HEL_009382-RA
OG0006200	Vcard_DToL09510-RA	HEL_010727-RA
OG0006201	Vcard_DToL04233-RA	HEL_009381-RA
