Orthogroup	Vanessa_cardui	Heliconius_melpomene_melpomene
OG0006138	Vcard_DToL18137-RA	HMEL034139g1.t1
OG0006139	Vcard_DToL06547-RA	HMEL003265g1.t1
OG0006140	Vcard_DToL12202-RA	HMEL007781g1.t1
OG0006141	Vcard_DToL15975-RA	HMEL016971g1.t1
OG0006142	Vcard_DToL13391-RA	HMEL007681g1.t1
OG0006143	Vcard_DToL00340-RA	HMEL002142g1.t1
OG0006144	Vcard_DToL15208-RA	HMEL015710g1.t1
OG0006145	Vcard_DToL12203-RA	HMEL007780g1.t1
OG0006146	Vcard_DToL14856-RA	HMEL037879g1.t1
OG0006147	Vcard_DToL16431-RA	HMEL031367g1.t1
OG0006148	Vcard_DToL14855-RA	HMEL037880g1.t1
OG0006149	Vcard_DToL09522-RA	HMEL011926g1.t1
OG0006150	Vcard_DToL18116-RA	HMEL013444g1.t1
OG0006151	Vcard_DToL01120-RA	HMEL030774g1.t1
OG0006152	Vcard_DToL03527-RA	HMEL007706g1.t1
OG0006153	Vcard_DToL02016-RA	HMEL009786g1.t1
OG0006154	Vcard_DToL01121-RA	HMEL008534g1.t1
OG0006155	Vcard_DToL02017-RA	HMEL009787g1.t1
OG0006156	Vcard_DToL01122-RA	HMEL008533g1.t1
OG0006157	Vcard_DToL15989-RA	HMEL016978g1.t1
OG0006158	Vcard_DToL13389-RA	HMEL032510g1.t1
OG0006159	Vcard_DToL01123-RA	HMEL008532g1.t1
OG0006160	Vcard_DToL16427-RA	HMEL016828g1.t1
OG0006162	Vcard_DToL01125-RA	HMEL008530g1.t1
OG0006163	Vcard_DToL03531-RA	HMEL007704g1.t1
OG0006164	Vcard_DToL01126-RA	HMEL008529g1.t1
OG0006165	Vcard_DToL06054-RA	HMEL012411g1.t1
OG0006166	Vcard_DToL03533-RA	HMEL007703g1.t1
OG0006167	Vcard_DToL06053-RA	HMEL012412g1.t1
OG0006168	Vcard_DToL13384-RA	HMEL007674g1.t1
OG0006169	Vcard_DToL14851-RA	HMEL037882g1.t1
OG0006170	Vcard_DToL16425-RA	HMEL016826g1.t1
OG0006171	Vcard_DToL15990-RA	HMEL016979g1.t1
OG0006172	Vcard_DToL13380-RA	HMEL022255g1.t1
OG0006174	Vcard_DToL00332-RA	HMEL025039g1.t1
OG0006175	Vcard_DToL06050-RA	HMEL012415g1.t1
OG0006176	Vcard_DToL15991-RA	HMEL008626g1.t1
OG0006177	Vcard_DToL06048-RA	HMEL012416g1.t1
OG0006178	Vcard_DToL00331-RA	HMEL025040g1.t1
OG0006179	Vcard_DToL09894-RA	HMEL014386g1.t1
OG0006180	Vcard_DToL16922-RA	HMEL015839g1.t1
OG0006181	Vcard_DToL13372-RA	HMEL015112g1.t1
OG0006182	Vcard_DToL04225-RA	HMEL008706g1.t1
OG0006183	Vcard_DToL15995-RA	HMEL008624g1.t1
OG0006185	Vcard_DToL15201-RA	HMEL015713-RA
OG0006186	Vcard_DToL15998-RA	HMEL034605g1.t1
OG0006187	Vcard_DToL06044-RA	HMEL012419g1.t1
OG0006188	Vcard_DToL00328-RA	HMEL025042g1.t1
OG0006189	Vcard_DToL02024-RA	HMEL009794g1.t1
OG0006190	Vcard_DToL16422-RA	HMEL016824g1.t1
OG0006191	Vcard_DToL15200-RA	HMEL015714g1.t1
OG0006192	Vcard_DToL14843-RA	HMEL037890g1.t1
OG0006193	Vcard_DToL15198-RA	HMEL015715g1.t1
OG0006194	Vcard_DToL08821-RA	HMEL012265g1.t1
OG0006195	Vcard_DToL00323-RA	HMEL035796g1.t1
OG0006196	Vcard_DToL07254-RA	HMEL026016g1.t1
OG0006197	Vcard_DToL08820-RA	HMEL035062g1.t1
OG0006198	Vcard_DToL10550-RA	HMEL010129g1.t1
OG0006199	Vcard_DToL04230-RA	HMEL032812g1.t1
OG0006200	Vcard_DToL09510-RA	HMEL011934g1.t1
OG0006201	Vcard_DToL04233-RA	HMEL032811g1.t1
OG0006202	Vcard_DToL12216-RA	HMEL013692g1.t1
OG0006203	Vcard_DToL17540-RA	HMEL010310g1.t1
OG0006204	Vcard_DToL03539-RA	HMEL033877g1.t1
OG0006205	Vcard_DToL10549-RA	HMEL010128g1.t1
OG0006206	Vcard_DToL15190-RA	HMEL015717g1.t1
OG0006207	Vcard_DToL15188-RA	HMEL015720g1.t1
OG0006208	Vcard_DToL03540-RA	HMEL017758g1.t1
OG0006209	Vcard_DToL04982-RA	HMEL004893g1.t1
OG0006210	Vcard_DToL03542-RA	HMEL033876g1.t1
OG0006211	Vcard_DToL07257-RA	HMEL003216g1.t1
OG0006212	Vcard_DToL12225-RA	HMEL037577g1.t1
OG0006213	Vcard_DToL03544-RA	HMEL017761g1.t1
OG0006214	Vcard_DToL12226-RA	HMEL013684g1.t1
OG0006215	Vcard_DToL09505-RA	HMEL031570g1.t1
OG0006216	Vcard_DToL15186-RA	HMEL015723g1.t1
OG0006217	Vcard_DToL12227-RA	HMEL013683g1.t1
OG0006218	Vcard_DToL08815-RA	HMEL012268g1.t1
OG0006219	Vcard_DToL03543-RA	HMEL017760g1.t1
OG0006220	Vcard_DToL12228-RA	HMEL013682g1.t1
OG0006221	Vcard_DToL16417-RA	HMEL016822g1.t1
OG0006222	Vcard_DToL03550-RA	HMEL017770g1.t1
OG0006223	Vcard_DToL08812-RA	HMEL035068g1.t1
OG0006224	Vcard_DToL11131-RA	HMEL006409g1.t1
OG0006225	Vcard_DToL08813-RA	HMEL035067g1.t1
OG0006226	Vcard_DToL04985-RA	HMEL007125g1.t1
OG0006227	Vcard_DToL08811-RA	HMEL012272g1.t1
OG0006228	Vcard_DToL12233-RA	HMEL013681g1.t1
OG0006229	Vcard_DToL12234-RA	HMEL013680g1.t1
OG0006230	Vcard_DToL16414-RA	HMEL031364g1.t1
OG0006231	Vcard_DToL04986-RA	HMEL021221g1.t1
OG0006232	Vcard_DToL02027-RA	HMEL006541g1.t1
OG0006233	Vcard_DToL13355-RA	HMEL032522g1.t1
OG0006234	Vcard_DToL09504-RA	HMEL011939g1.t1
OG0006235	Vcard_DToL09893-RA	HMEL014388g1.t1
OG0006236	Vcard_DToL02028-RA	HMEL006543g1.t1
OG0006237	Vcard_DToL04987-RA	HMEL031880g1.t1, HMEL021222g1.t1
OG0006238	Vcard_DToL09503-RA	HMEL011940g1.t1
OG0006239	Vcard_DToL10545-RA	HMEL008091g1.t1
OG0006240	Vcard_DToL15181-RA	HMEL006652g1.t1
OG0006241	Vcard_DToL03557-RA	HMEL017774g1.t1
OG0006242	Vcard_DToL02029-RA	HMEL006544g1.t1
OG0006243	Vcard_DToL03558-RA	HMEL017775g1.t1
OG0006244	Vcard_DToL10542-RA	HMEL008090g1.t1
OG0006246	Vcard_DToL02031-RA	HMEL006545g1.t1
OG0006247	Vcard_DToL18162-RA	HMEL002733g1.t1
OG0006248	Vcard_DToL08809-RA	HMEL012274g1.t1
OG0006249	Vcard_DToL00302-RA	HMEL002161g1.t1
OG0006250	Vcard_DToL04989-RA	HMEL031882g1.t1
OG0006251	Vcard_DToL18653-RA	HMEL010826g1.t1
OG0006252	Vcard_DToL12242-RA	HMEL013677g1.t1
OG0006253	Vcard_DToL08808-RA	HMEL012275g1.t1
OG0006254	Vcard_DToL03212-RA	HMEL005789g1.t1
OG0006255	Vcard_DToL02041-RA	HMEL006553g1.t1
OG0006256	Vcard_DToL10539-RA	HMEL006040g1.t1
OG0006257	Vcard_DToL03213-RA	HMEL034330g1.t1
OG0006258	Vcard_DToL06531-RA	HMEL004305g1.t1
OG0006259	Vcard_DToL09342-RA	HMEL017572g1.t1
OG0006260	Vcard_DToL03214-RA	HMEL005787g1.t1
OG0006261	Vcard_DToL01137-RA	HMEL005816g1.t1
OG0006262	Vcard_DToL04994-RA	HMEL031883g1.t1
OG0006263	Vcard_DToL09343-RA	HMEL031627g1.t1
OG0006264	Vcard_DToL06527-RA	HMEL004301g1.t1
OG0006265	Vcard_DToL03217-RA	HMEL015752g1.t1
OG0006266	Vcard_DToL10534-RA	HMEL006042g1.t1
OG0006267	Vcard_DToL12246-RA	HMEL037572g1.t1
OG0006268	Vcard_DToL15425-RA	HMEL015014g1.t1
OG0006269	Vcard_DToL10532-RA	HMEL036105g1.t1
OG0006270	Vcard_DToL04240-RA	HMEL008064g1.t1
OG0006271	Vcard_DToL06523-RA	HMEL004297g1.t1
OG0006272	Vcard_DToL07267-RA	HMEL003210g1.t1
OG0006273	Vcard_DToL02043-RA	HMEL006555g1.t1
OG0006274	Vcard_DToL02044-RA	HMEL006556g1.t1
OG0006275	Vcard_DToL06521-RA	HMEL004295g1.t1
OG0006276	Vcard_DToL03224-RA	HMEL015745g1.t1
OG0006277	Vcard_DToL06027-RA	HMEL012429g1.t1
OG0006278	Vcard_DToL06520-RA	HMEL004294g1.t1
OG0006279	Vcard_DToL06519-RA	HMEL004293g1.t1
OG0006280	Vcard_DToL16404-RA	HMEL016810g1.t1
OG0006281	Vcard_DToL18286-RA	HMEL015032g1.t1
OG0006282	Vcard_DToL01141-RA	HMEL030781g1.t1
OG0006283	Vcard_DToL03227-RA	HMEL034325g1.t1
OG0006284	Vcard_DToL18285-RA	HMEL015031g1.t1
OG0006285	Vcard_DToL09881-RA	HMEL014395g1.t1
OG0006286	Vcard_DToL06515-RA	HMEL004291g1.t1
OG0006287	Vcard_DToL01144-RA	HMEL005811g1.t1
OG0006288	Vcard_DToL04245-RA	HMEL032804g1.t1
OG0006289	Vcard_DToL09880-RA	HMEL014396g1.t1
OG0006290	Vcard_DToL10523-RA	HMEL036109g1.t1
OG0006291	Vcard_DToL06025-RA	HMEL012430g1.t1
OG0006292	Vcard_DToL00293-RA	HMEL035650g1.t1
OG0006294	Vcard_DToL16010-RA	HMEL010658g1.t1
OG0006295	Vcard_DToL06024-RA	HMEL012431g1.t1
OG0006296	Vcard_DToL08805-RA	HMEL012280g1.t1
OG0006297	Vcard_DToL08804-RA	HMEL012281g1.t1
OG0006298	Vcard_DToL06023-RA	HMEL012433g1.t1
OG0006299	Vcard_DToL08800-RA	HMEL012283g1.t1
OG0006300	Vcard_DToL01149-RA	HMEL005916g1.t1
OG0006301	Vcard_DToL13344-RA	HMEL004160g1.t1
OG0006302	Vcard_DToL02063-RA	HMEL013077g1.t1
OG0006303	Vcard_DToL07275-RA	HMEL037049g1.t1
OG0006304	Vcard_DToL06020-RA	HMEL012435g1.t1
OG0006305	Vcard_DToL16401-RA	HMEL016807g1.t1
OG0006306	Vcard_DToL06019-RA	HMEL012436g1.t1
OG0006307	Vcard_DToL03580-RA	HMEL017731g1.t1
OG0006308	Vcard_DToL06508-RA	HMEL008053g1.t1
OG0006309	Vcard_DToL07277-RA	HMEL037047g1.t1, HMEL037048g1.t1
OG0006310	Vcard_DToL13341-RA	HMEL032530g1.t1
OG0006311	Vcard_DToL03584-RA	HMEL017734g1.t1
OG0006312	Vcard_DToL03585-RA	HMEL017735g1.t1
OG0006313	Vcard_DToL01153-RA	HMEL030792g1.t1
OG0006314	Vcard_DToL06507-RA	HMEL020015g1.t1
OG0006315	Vcard_DToL13339-RA	HMEL032531g1.t1
OG0006316	Vcard_DToL02049-RA	HMEL006560g1.t1
OG0006317	Vcard_DToL01156-RA	HMEL005921g1.t1
OG0006318	Vcard_DToL18605-RA	HMEL014271g1.t1
OG0006319	Vcard_DToL06017-RA	HMEL012438g1.t1
OG0006320	Vcard_DToL13338-RA	HMEL004164g1.t1
OG0006321	Vcard_DToL18607-RA	HMEL014269g1.t1
OG0006322	Vcard_DToL06016-RA	HMEL030234g1.t1
OG0006324	Vcard_DToL09354-RA	HMEL017583g1.t1
OG0006325	Vcard_DToL06014-RA	HMEL012442g1.t1
OG0006326	Vcard_DToL06013-RA	HMEL012443g1.t1
OG0006327	Vcard_DToL17468-RA	HMEL009322g1.t1
OG0006328	Vcard_DToL01159-RA	HMEL005923g1.t1
OG0006329	Vcard_DToL06012-RA	HMEL030235g1.t1
OG0006330	Vcard_DToL18609-RA	HMEL014267g1.t1
OG0006331	Vcard_DToL11126-RA	HMEL011131g1.t1
OG0006332	Vcard_DToL12929-RA	HMEL008346g1.t1
OG0006333	Vcard_DToL18610-RA	HMEL037226g1.t1
OG0006334	Vcard_DToL12930-RA	HMEL008347g1.t1
OG0006335	Vcard_DToL12931-RA	HMEL008348g1.t1
OG0006336	Vcard_DToL04998-RA	HMEL010106g1.t1
OG0006338	Vcard_DToL18278-RA	HMEL035314g1.t1
OG0006339	Vcard_DToL14822-RA	HMEL013965g1.t1
OG0006340	Vcard_DToL16016-RA	HMEL010665g1.t1
OG0006341	Vcard_DToL12250-RA	HMEL007897g1.t1
OG0006342	Vcard_DToL06011-RA	HMEL012444g1.t1
OG0006343	Vcard_DToL01161-RA	HMEL005924-RA
OG0006344	Vcard_DToL06008-RA	HMEL012447g1.t1
OG0006345	Vcard_DToL00292-RA	HMEL008455g1.t1
OG0006346	Vcard_DToL12253-RA	HMEL007899g1.t1
OG0006347	Vcard_DToL12935-RA	HMEL008350g1.t1
OG0006348	Vcard_DToL14819-RA	HMEL005626g1.t1
OG0006349	Vcard_DToL16019-RA	HMEL010667g1.t1
OG0006350	Vcard_DToL12254-RA	HMEL007900g1.t1
OG0006351	Vcard_DToL08789-RA	HMEL016160g1.t1
OG0006352	Vcard_DToL12938-RA	HMEL008352g1.t1
OG0006353	Vcard_DToL13324-RA	HMEL013411g1.t1
OG0006354	Vcard_DToL17478-RA	HMEL009326g1.t1
OG0006355	Vcard_DToL16020-RA	HMEL010668g1.t1
OG0006356	Vcard_DToL11124-RA	HMEL033550g1.t1
OG0006358	Vcard_DToL09356-RA	HMEL017584g1.t1
OG0006359	Vcard_DToL13142-RA	HMEL009245g1.t1
OG0006360	Vcard_DToL16905-RA	HMEL016328g1.t1
OG0006361	Vcard_DToL11118-RA	HMEL033547g1.t1
OG0006362	Vcard_DToL18083-RA	HMEL004573g1.t1
OG0006363	Vcard_DToL05002-RA	HMEL010103g1.t1
OG0006364	Vcard_DToL16022-RA	HMEL010669g1.t1
OG0006365	Vcard_DToL18084-RA	HMEL004572g1.t1
OG0006366	Vcard_DToL09358-RA	HMEL017586g1.t1
OG0006367	Vcard_DToL06498-RA	HMEL008057g1.t1
OG0006368	Vcard_DToL01167-RA	HMEL005929g1.t1
OG0006369	Vcard_DToL17481-RA	HMEL009330g1.t1
OG0006370	Vcard_DToL16393-RA	HMEL016801g1.t1
OG0006371	Vcard_DToL07283-RA	HMEL002777g1.t1
OG0006372	Vcard_DToL00284-RA	HMEL008459g1.t1
OG0006373	Vcard_DToL12941-RA	HMEL008356g1.t1
OG0006374	Vcard_DToL07284-RA	HMEL002778g1.t1
OG0006376	Vcard_DToL12944-RA	HMEL036637g1.t1
OG0006377	Vcard_DToL16391-RA	HMEL016799g1.t1
OG0006378	Vcard_DToL12943-RA	HMEL036636g1.t1
OG0006379	Vcard_DToL18088-RA	HMEL004570g1.t1
OG0006380	Vcard_DToL13314-RA	HMEL012775g1.t1
OG0006381	Vcard_DToL11114-RA	HMEL011137g1.t1
OG0006382	Vcard_DToL11112-RA	HMEL011139g1.t1
OG0006383	Vcard_DToL08783-RA	HMEL016159g1.t1
OG0006384	Vcard_DToL16025-RA	HMEL010676g1.t1
OG0006385	Vcard_DToL12830-RA	HMEL008921g1.t1
OG0006386	Vcard_DToL11111-RA	HMEL011140g1.t1
OG0006387	Vcard_DToL18274-RA	HMEL011570g1.t1
OG0006388	Vcard_DToL16028-RA	HMEL010678g1.t1
OG0006389	Vcard_DToL18268-RA	HMEL004547g1.t1
OG0006390	Vcard_DToL13313-RA	HMEL012776g1.t1
OG0006391	Vcard_DToL12829-RA	HMEL036680g1.t1
OG0006392	Vcard_DToL17492-RA	HMEL009338g1.t1
OG0006393	Vcard_DToL11109-RA	HMEL011142g1.t1
OG0006394	Vcard_DToL08779-RA	HMEL035080g1.t1
OG0006395	Vcard_DToL11107-RA	HMEL033545g1.t1
OG0006396	Vcard_DToL08778-RA	HMEL035081g1.t1
OG0006397	Vcard_DToL07286-RA	HMEL005348g1.t1
OG0006398	Vcard_DToL13311-RA	HMEL021570g1.t1
OG0006399	Vcard_DToL07287-RA	HMEL005349g1.t1
OG0006400	Vcard_DToL12821-RA	HMEL008926g1.t1
OG0006401	Vcard_DToL13309-RA	HMEL016097g1.t1
OG0006402	Vcard_DToL03597-RA	HMEL033856g1.t1
OG0006403	Vcard_DToL12819-RA	HMEL036683g1.t1
OG0006404	Vcard_DToL03600-RA	HMEL018052g1.t1
OG0006405	Vcard_DToL12818-RA	HMEL036684g1.t1
OG0006406	Vcard_DToL02064-RA	HMEL013078g1.t1
OG0006407	Vcard_DToL06005-RA	HMEL012452g1.t1
OG0006408	Vcard_DToL03603-RA	HMEL018051g1.t1
OG0006409	Vcard_DToL05007-RA	HMEL031890g1.t1
OG0006410	Vcard_DToL03606-RA	HMEL018048g1.t1
OG0006411	Vcard_DToL06004-RA	HMEL012453g1.t1
OG0006412	Vcard_DToL06495-RA	HMEL004933g1.t1
OG0006413	Vcard_DToL12266-RA	HMEL007905g1.t1
OG0006414	Vcard_DToL03610-RA	HMEL018046g1.t1
OG0006415	Vcard_DToL14814-RA	HMEL010223g1.t1, HMEL009964g1.t1
OG0006416	Vcard_DToL06494-RA	HMEL034809g1.t1
OG0006417	Vcard_DToL13948-RA	HMEL032184g1.t1
OG0006418	Vcard_DToL16033-RA	HMEL010683g1.t1
OG0006419	Vcard_DToL03613-RA	HMEL018045g1.t1
OG0006420	Vcard_DToL12816-RA	HMEL008930g1.t1
OG0006421	Vcard_DToL08771-RA	HMEL035092g1.t1
OG0006422	Vcard_DToL16034-RA	HMEL010685g1.t1
OG0006423	Vcard_DToL17496-RA	HMEL009341g1.t1
OG0006424	Vcard_DToL10514-RA	HMEL022156g1.t1
OG0006425	Vcard_DToL01504-RA	HMEL006698g1.t1
OG0006426	Vcard_DToL07290-RA	HMEL005352g1.t1
OG0006427	Vcard_DToL01506-RA	HMEL030862g1.t1
OG0006428	Vcard_DToL13307-RA	HMEL011947g1.t1
OG0006429	Vcard_DToL03238-RA	HMEL010029g1.t1
OG0006430	Vcard_DToL12730-RA	HMEL011598g1.t1
OG0006431	Vcard_DToL03240-RA	HMEL010028g1.t1
OG0006432	Vcard_DToL01512-RA	HMEL030861g1.t1
OG0006433	Vcard_DToL12731-RA	HMEL036735g1.t1
OG0006434	Vcard_DToL16991-RA	HMEL016601g1.t1
OG0006435	Vcard_DToL14810-RA	HMEL009958g1.t1
OG0006436	Vcard_DToL12732-RA	HMEL036734g1.t1
OG0006437	Vcard_DToL13303-RA	HMEL007581g1.t1
OG0006438	Vcard_DToL12269-RA	HMEL005473g1.t1
OG0006439	Vcard_DToL15167-RA	HMEL002203g1.t1
OG0006440	Vcard_DToL12733-RA	HMEL036733g1.t1
OG0006441	Vcard_DToL12734-RA	HMEL036732g1.t1
OG0006442	Vcard_DToL13297-RA	HMEL007754g1.t1
OG0006444	Vcard_DToL03618-RA	HMEL018041g1.t1
OG0006445	Vcard_DToL13295-RA	HMEL021200g1.t1
OG0006446	Vcard_DToL12736-RA	HMEL036730g1.t1
OG0006447	Vcard_DToL03619-RA	HMEL018040g1.t1
OG0006448	Vcard_DToL17498-RA	HMEL009342g1.t1
OG0006449	Vcard_DToL03250-RA	HMEL003254g1.t1
OG0006450	Vcard_DToL14807-RA	HMEL037916g1.t1, HMEL037915g1.t1, HMEL022061g1.t1
OG0006451	Vcard_DToL09874-RA	HMEL022218g1.t1
OG0006452	Vcard_DToL12275-RA	HMEL005478g1.t1
OG0006453	Vcard_DToL05992-RA	HMEL012460g1.t1
OG0006454	Vcard_DToL05989-RA	HMEL012461g1.t1
OG0006455	Vcard_DToL05014-RA	HMEL011811g1.t1
OG0006456	Vcard_DToL09873-RA	HMEL036483g1.t1
OG0006457	Vcard_DToL13285-RA	HMEL032577g1.t1
OG0006458	Vcard_DToL01521-RA	HMEL030860g1.t1
OG0006459	Vcard_DToL18325-RA	HMEL014880g1.t1
OG0006460	Vcard_DToL05986-RA	HMEL012464g1.t1
OG0006461	Vcard_DToL08838-RA	HMEL003824g1.t1
OG0006462	Vcard_DToL01524-RA	HMEL030859g1.t1
OG0006463	Vcard_DToL00271-RA	HMEL002168g1.t1
OG0006466	Vcard_DToL12280-RA	HMEL005481g1.t1
OG0006468	Vcard_DToL13939-RA	HMEL021129g1.t1
OG0006469	Vcard_DToL14169-RA	HMEL032122g1.t1, HMEL020067g1.t1
OG0006470	Vcard_DToL12281-RA	HMEL005482g1.t1
OG0006471	Vcard_DToL18082-RA	HMEL004574g1.t1
OG0006472	Vcard_DToL14799-RA	HMEL017964g1.t1
OG0006473	Vcard_DToL18079-RA	HMEL004577g1.t1
OG0006474	Vcard_DToL09864-RA	HMEL007155g1.t1
OG0006475	Vcard_DToL18078-RA	HMEL004576g1.t1
OG0006476	Vcard_DToL09863-RA	HMEL007153g1.t1
OG0006478	Vcard_DToL12284-RA	HMEL005485g1.t1
OG0006479	Vcard_DToL02078-RA	HMEL031153g1.t1
OG0006481	Vcard_DToL10507-RA	HMEL036093g1.t1
OG0006482	Vcard_DToL16127-RA	HMEL002085g1.t1
OG0006483	Vcard_DToL09379-RA	HMEL012931g1.t1
OG0006484	Vcard_DToL18074-RA	HMEL004579g1.t1
OG0006485	Vcard_DToL00269-RA, Vcard_DToL00268-RA	HMEL002169g1.t1
OG0006486	Vcard_DToL15159-RA	HMEL030426g1.t1
OG0006488	Vcard_DToL02085-RA	HMEL007823g1.t1
OG0006489	Vcard_DToL15158-RA	HMEL030428g1.t1
OG0006490	Vcard_DToL16362-RA	HMEL007535g1.t1
OG0006491	Vcard_DToL16132-RA	HMEL002087g1.t1
OG0006492	Vcard_DToL09380-RA	HMEL012933g1.t1
OG0006493	Vcard_DToL09381-RA	HMEL012934g1.t1
OG0006495	Vcard_DToL09382-RA	HMEL012935g1.t1
OG0006496	Vcard_DToL18071-RA	HMEL004580g1.t1
OG0006497	Vcard_DToL05020-RA	HMEL011324g1.t1
OG0006498	Vcard_DToL10495-RA	HMEL016985g1.t1
OG0006499	Vcard_DToL05981-RA	HMEL030248g1.t1
OG0006500	Vcard_DToL05978-RA	HMEL012476g1.t1
OG0006501	Vcard_DToL05021-RA	HMEL011323g1.t1
OG0006502	Vcard_DToL17512-RA	HMEL009353g1.t1
OG0006503	Vcard_DToL05976-RA	HMEL012477g1.t1
OG0006504	Vcard_DToL16134-RA	HMEL002088g1.t1
OG0006505	Vcard_DToL05972-RA	HMEL012481g1.t1
OG0006506	Vcard_DToL12744-RA	HMEL003726g1.t1
OG0006507	Vcard_DToL05970-RA	HMEL012483g1.t1
OG0006508	Vcard_DToL18238-RA	HMEL034104g1.t1
OG0006509	Vcard_DToL09385-RA	HMEL012937g1.t1
OG0006510	Vcard_DToL06477-RA	HMEL005119g1.t1
OG0006511	Vcard_DToL05969-RA	HMEL012484g1.t1
OG0006512	Vcard_DToL12286-RA	HMEL003095g1.t1
OG0006513	Vcard_DToL03626-RA	HMEL033848g1.t1
OG0006514	Vcard_DToL05024-RA	HMEL031898g1.t1
OG0006515	Vcard_DToL08760-RA	HMEL016140g1.t1
OG0006516	Vcard_DToL17456-RA	HMEL009357g1.t1
OG0006517	Vcard_DToL11291-RA	HMEL033649g1.t1
OG0006518	Vcard_DToL10491-RA	HMEL036090g1.t1
OG0006519	Vcard_DToL05965-RA	HMEL012486g1.t1
OG0006520	Vcard_DToL05027-RA	HMEL002518g1.t1
OG0006521	Vcard_DToL04281-RA	HMEL016739g1.t1
OG0006522	Vcard_DToL16356-RA	HMEL007529g1.t1
OG0006523	Vcard_DToL04282-RA	HMEL032796g1.t1
OG0006524	Vcard_DToL08757-RA, Vcard_DToL08759-RA	HMEL035084g1.t1
OG0006525	Vcard_DToL08758-RA	HMEL016141g1.t1
OG0006526	Vcard_DToL05031-RA	HMEL002514g1.t1
OG0006527	Vcard_DToL08756-RA	HMEL016143g1.t1
OG0006528	Vcard_DToL05963-RA	HMEL012488g1.t1
OG0006529	Vcard_DToL05962-RA	HMEL012489g1.t1
OG0006530	Vcard_DToL05960-RA	HMEL012490g1.t1
OG0006531	Vcard_DToL15336-RA	HMEL007494g1.t1
OG0006532	Vcard_DToL05033-RA	HMEL031900g1.t1
OG0006533	Vcard_DToL04283-RA	HMEL016743g1.t1
OG0006534	Vcard_DToL15337-RA	HMEL007495g1.t1
OG0006535	Vcard_DToL17912-RA	HMEL013229g1.t1, HMEL034090g1.t1
OG0006536	Vcard_DToL08754-RA	HMEL035083g1.t1
OG0006537	Vcard_DToL00266-RA	HMEL002170g1.t1
OG0006538	Vcard_DToL05957-RA	HMEL012492g1.t1
OG0006539	Vcard_DToL09389-RA	HMEL012940g1.t1
OG0006540	Vcard_DToL14159-RA	HMEL014866g1.t1
OG0006541	Vcard_DToL08753-RA	HMEL016146g1.t1
OG0006542	Vcard_DToL07717-RA	HMEL014156g1.t1
OG0006543	Vcard_DToL16144-RA	HMEL034641g1.t1
OG0006544	Vcard_DToL12296-RA	HMEL017908g1.t1
OG0006545	Vcard_DToL08751-RA	HMEL016148g1.t1
OG0006546	Vcard_DToL07931-RA	HMEL008340g1.t1
OG0006547	Vcard_DToL05041-RA	HMEL004515g1.t1
OG0006548	Vcard_DToL09851-RA	HMEL036498g1.t1
OG0006549	Vcard_DToL00264-RA	HMEL013916g1.t1
OG0006551	Vcard_DToL08748-RA	HMEL016152g1.t1
OG0006552	Vcard_DToL06849-RA	HMEL034803g1.t1
OG0006553	Vcard_DToL05043-RA	HMEL004514g1.t1
OG0006554	Vcard_DToL10489-RA	HMEL036089g1.t1
OG0006555	Vcard_DToL08747-RA	HMEL016153g1.t1
OG0006556	Vcard_DToL03256-RA	HMEL003069g1.t1
OG0006557	Vcard_DToL16145-RA	HMEL013185g1.t1
OG0006558	Vcard_DToL03258-RA	HMEL034311g1.t1
OG0006559	Vcard_DToL14156-RA	HMEL032131g1.t1
OG0006560	Vcard_DToL03259-RA	HMEL009760g1.t1
OG0006561	Vcard_DToL10487-RA	HMEL016991g1.t1
OG0006562	Vcard_DToL14155-RA	HMEL014870g1.t1
OG0006563	Vcard_DToL09394-RA	HMEL031618g1.t1
OG0006564	Vcard_DToL13262-RA	HMEL032552g1.t1
OG0006565	Vcard_DToL09395-RA	HMEL012944g1.t1
OG0006566	Vcard_DToL03261-RA	HMEL009757g1.t1
OG0006567	Vcard_DToL03264-RA	HMEL034309g1.t1
OG0006568	Vcard_DToL10955-RA	HMEL010221g1.t1
OG0006569	Vcard_DToL18232-RA	HMEL004431g1.t1
OG0006570	Vcard_DToL09397-RA	HMEL012945g1.t1
OG0006571	Vcard_DToL13260-RA	HMEL032556g1.t1, HMEL032557g1.t1
OG0006572	Vcard_DToL09399-RA	HMEL012947g1.t1
OG0006573	Vcard_DToL16147-RA	HMEL013183g1.t1
OG0006574	Vcard_DToL13256-RA	HMEL032559g1.t1
OG0006575	Vcard_DToL08262-RA	HMEL010206g1.t1
OG0006576	Vcard_DToL09400-RA	HMEL012948g1.t1
OG0006577	Vcard_DToL07302-RA	HMEL005363g1.t1
OG0006578	Vcard_DToL13253-RA	HMEL032566g1.t1
OG0006579	Vcard_DToL16149-RA	HMEL013181g1.t1
OG0006580	Vcard_DToL18230-RA	HMEL004429g1.t1
OG0006581	Vcard_DToL06858-RA	HMEL007956g1.t1
OG0006582	Vcard_DToL06862-RA	HMEL007955g1.t1
OG0006583	Vcard_DToL12307-RA	HMEL008564g1.t1
OG0006584	Vcard_DToL18228-RA	HMEL004428g1.t1
OG0006586	Vcard_DToL00260-RA	HMEL014701g1.t1
OG0006587	Vcard_DToL03265-RA	HMEL009754g1.t1
OG0006588	Vcard_DToL05955-RA	HMEL002211g1.t1
