Orthogroup	Vanessa_cardui	Maniola_hyperantus
OG0005038	Vcard_DToL15329-RA	XP_034835968.1
OG0005039	Vcard_DToL16804-RA	XP_034836828.1
OG0005040	Vcard_DToL03346-RA	XP_034825299.1
OG0005041	Vcard_DToL17791-RA	XP_034838145.1
OG0005042	Vcard_DToL06306-RA	XP_034824247.1
OG0005043	Vcard_DToL14090-RA	XP_034836569.1
OG0005044	Vcard_DToL16720-RA	XP_034826178.1
OG0005045	Vcard_DToL17792-RA	XP_034838181.1
OG0005046	Vcard_DToL03347-RA	XP_034825321.1
OG0005047	Vcard_DToL16721-RA	XP_034826448.1
OG0005048	Vcard_DToL03348-RA	XP_034825323.1
OG0005049	Vcard_DToL16717-RA	XP_034825966.1
OG0005051	Vcard_DToL03085-RA	XP_034829473.1
OG0005052	Vcard_DToL16715-RA	XP_034826062.1
OG0005053	Vcard_DToL15153-RA	XP_034836234.1
OG0005054	Vcard_DToL15152-RA	XP_034835828.1
OG0005055	Vcard_DToL07177-RA	XP_034829747.1
OG0005056	Vcard_DToL09048-RA	XP_034840035.1
OG0005057	Vcard_DToL13093-RA	XP_034834622.1
OG0005058	Vcard_DToL08412-RA	XP_034839740.1
OG0005059	Vcard_DToL01872-RA	XP_034841252.1
OG0005060	Vcard_DToL14086-RA	XP_034836563.1
OG0005061	Vcard_DToL09729-RA	XP_034831919.1
OG0005062	Vcard_DToL04842-RA	XP_034824418.1
OG0005063	Vcard_DToL03352-RA	XP_034825356.1
OG0005064	Vcard_DToL13613-RA	XP_034835127.1
OG0005065	Vcard_DToL15910-RA	XP_034837221.1
OG0005066	Vcard_DToL15151-RA	XP_034835830.1
OG0005067	Vcard_DToL17370-RA	XP_034837639.1
OG0005068	Vcard_DToL17372-RA	XP_034837602.1
OG0005069	Vcard_DToL15150-RA	XP_034835829.1
OG0005070	Vcard_DToL13618-RA	XP_034835137.1
OG0005071	Vcard_DToL12447-RA	XP_034831323.1
OG0005072	Vcard_DToL09047-RA	XP_034840302.1
OG0005073	Vcard_DToL12446-RA	XP_034831530.1
OG0005074	Vcard_DToL11339-RA	XP_034833031.1
OG0005075	Vcard_DToL13620-RA	XP_034835132.1
OG0005076	Vcard_DToL03090-RA	XP_034828990.1
OG0005077	Vcard_DToL04059-RA	XP_034830717.1
OG0005078	Vcard_DToL17376-RA	XP_034837481.1
OG0005079	Vcard_DToL09741-RA	XP_034832064.1
OG0005080	Vcard_DToL03355-RA	XP_034825403.1
OG0005081	Vcard_DToL06299-RA	XP_034827251.1
OG0005083	Vcard_DToL13898-RA	XP_034836435.1
OG0005084	Vcard_DToL06298-RA	XP_034827241.1
OG0005086	Vcard_DToL13623-RA	XP_034835138.1
OG0005087	Vcard_DToL13624-RA	XP_034835245.1
OG0005088	Vcard_DToL13091-RA	XP_034834498.1
OG0005089	Vcard_DToL16793-RA	XP_034836759.1
OG0005090	Vcard_DToL04060-RA	XP_034830716.1
OG0005091	Vcard_DToL13090-RA	XP_034834349.1
OG0005092	Vcard_DToL13089-RA	XP_034834591.1
OG0005093	Vcard_DToL04061-RA	XP_034830721.1
OG0005094	Vcard_DToL15140-RA	XP_034836132.1
OG0005095	Vcard_DToL16792-RA	XP_034836760.1
OG0005096	Vcard_DToL14923-RA	XP_034834264.1, XP_034833933.1
OG0005097	Vcard_DToL12442-RA	XP_034831404.1
OG0005098	Vcard_DToL12441-RA	XP_034831382.1
OG0005099	Vcard_DToL09046-RA	XP_034840176.1
OG0005100	Vcard_DToL13088-RA	XP_034834864.1
OG0005101	Vcard_DToL13087-RA	XP_034834860.1
OG0005102	Vcard_DToL13629-RA	XP_034835247.1
OG0005103	Vcard_DToL10001-RA	XP_034833503.1
OG0005104	Vcard_DToL12440-RA	XP_034831405.1
OG0005106	Vcard_DToL13085-RA	XP_034834862.1
OG0005107	Vcard_DToL15063-RA	XP_034835839.1
OG0005108	Vcard_DToL18543-RA	XP_034827973.1
OG0005109	Vcard_DToL12438-RA	XP_034831396.1
OG0005110	Vcard_DToL00716-RA	XP_034839528.1
OG0005111	Vcard_DToL18542-RA	XP_034828289.1
OG0005112	Vcard_DToL13082-RA	XP_034834924.1
OG0005114	Vcard_DToL18540-RA	XP_034828285.1
OG0005115	Vcard_DToL15067-RA	XP_034835857.1
OG0005116	Vcard_DToL13080-RA	XP_034835006.1
OG0005117	Vcard_DToL03099-RA	XP_034829252.1
OG0005118	Vcard_DToL03101-RA	XP_034829255.1
OG0005119	Vcard_DToL06281-RA	XP_034841452.1
OG0005120	Vcard_DToL03102-RA	XP_034829251.1
OG0005121	Vcard_DToL06280-RA	XP_034841217.1
OG0005122	Vcard_DToL03103-RA	XP_034828975.1
OG0005123	Vcard_DToL06372-RA	XP_034826956.1
OG0005124	Vcard_DToL17384-RA	XP_034837497.1
OG0005125	Vcard_DToL15069-RA	XP_034835941.1
OG0005126	Vcard_DToL16701-RA	XP_034826348.1
OG0005127	Vcard_DToL16700-RA	XP_034826331.1
OG0005128	Vcard_DToL18709-RA	XP_034839109.1
OG0005129	Vcard_DToL06278-RA	XP_034841344.1
OG0005130	Vcard_DToL00840-RA	XP_034834189.1
OG0005131	Vcard_DToL03104-RA	XP_034828949.1
OG0005132	Vcard_DToL04833-RA	XP_034824431.1
OG0005133	Vcard_DToL04069-RA	XP_034830315.1
OG0005134	Vcard_DToL17820-RA	XP_034837814.1
OG0005135	Vcard_DToL03105-RA	XP_034828948.1
OG0005136	Vcard_DToL04832-RA	XP_034824432.1
OG0005137	Vcard_DToL09676-RA	XP_034831881.1
OG0005138	Vcard_DToL09674-RA	XP_034831866.1
OG0005139	Vcard_DToL03107-RA	XP_034829373.1
OG0005140	Vcard_DToL17822-RA	XP_034838086.1
OG0005141	Vcard_DToL06373-RA	XP_034826686.1
OG0005142	Vcard_DToL06275-RA	XP_034841513.1
OG0005143	Vcard_DToL03109-RA	XP_034829372.1
OG0005144	Vcard_DToL06375-RA	XP_034827340.1
OG0005145	Vcard_DToL06274-RA	XP_034824690.1
OG0005146	Vcard_DToL13631-RA	XP_034835241.1
OG0005147	Vcard_DToL09041-RA	XP_034840158.1
OG0005148	Vcard_DToL01852-RA	XP_034823970.1
OG0005149	Vcard_DToL09671-RA	XP_034831880.1
OG0005150	Vcard_DToL09039-RA	XP_034840157.1
OG0005151	Vcard_DToL06270-RA	XP_034824506.1
OG0005152	Vcard_DToL09670-RA	XP_034831873.1
OG0005153	Vcard_DToL06378-RA	XP_034827342.1
OG0005154	Vcard_DToL11350-RA	XP_034832562.1
OG0005155	Vcard_DToL14914-RA	XP_034833862.1
OG0005156	Vcard_DToL00050-RA	XP_034839267.1
OG0005157	Vcard_DToL00845-RA	XP_034837469.1
OG0005158	Vcard_DToL14910-RA	XP_034833860.1
OG0005159	Vcard_DToL09035-RA	XP_034840210.1
OG0005160	Vcard_DToL00846-RA	XP_034837419.1
OG0005161	Vcard_DToL11353-RA	XP_034832593.1
OG0005162	Vcard_DToL06381-RA	XP_034827343.1
OG0005163	Vcard_DToL00048-RA	XP_034839157.1
OG0005164	Vcard_DToL03362-RA	XP_034825645.1
OG0005165	Vcard_DToL06382-RA	XP_034826714.1
OG0005166	Vcard_DToL06266-RA	XP_034825521.1
OG0005167	Vcard_DToL09031-RA	XP_034840769.1
OG0005168	Vcard_DToL03364-RA	XP_034825646.1
OG0005169	Vcard_DToL01846-RA	XP_034823969.1
OG0005170	Vcard_DToL03365-RA	XP_034825641.1
OG0005172	Vcard_DToL01843-RA	XP_034823948.1
OG0005173	Vcard_DToL03114-RA	XP_034829467.1
OG0005174	Vcard_DToL14900-RA	XP_034834067.1
OG0005175	Vcard_DToL17836-RA	XP_034838084.1
OG0005176	Vcard_DToL00847-RA	XP_034837503.1
OG0005177	Vcard_DToL17387-RA	XP_034837726.1
OG0005178	Vcard_DToL13880-RA	XP_034836474.1
OG0005179	Vcard_DToL14897-RA	XP_034834259.1
OG0005181	Vcard_DToL07187-RA	XP_034830005.1
OG0005182	Vcard_DToL06389-RA	XP_034826892.1
OG0005183	Vcard_DToL00854-RA	XP_034837531.1
OG0005184	Vcard_DToL06391-RA	XP_034826894.1
OG0005185	Vcard_DToL00035-RA	XP_034839277.1
OG0005186	Vcard_DToL16777-RA	XP_034836796.1
OG0005187	Vcard_DToL17389-RA	XP_034837601.1
OG0005188	Vcard_DToL10849-RA	XP_034828343.1
OG0005190	Vcard_DToL15923-RA	XP_034837146.1
OG0005191	Vcard_DToL18512-RA	XP_034828079.1
OG0005192	Vcard_DToL06396-RA	XP_034826895.1
OG0005194	Vcard_DToL12422-RA	XP_034831380.1
OG0005195	Vcard_DToL13064-RA	XP_034834691.1
OG0005196	Vcard_DToL11367-RA	XP_034832663.1, XP_034832662.1
OG0005197	Vcard_DToL00858-RA	XP_034837388.1
OG0005198	Vcard_DToL18511-RA	XP_034828076.1
OG0005199	Vcard_DToL12416-RA	XP_034831399.1
OG0005200	Vcard_DToL13639-RA	XP_034835256.1
OG0005201	Vcard_DToL12415-RA	XP_034831411.1
OG0005202	Vcard_DToL13061-RA	XP_034834937.1
OG0005203	Vcard_DToL01825-RA	XP_034823976.1
OG0005204	Vcard_DToL01824-RA	XP_034823999.1
OG0005205	Vcard_DToL14649-RA	XP_034834258.1
OG0005206	Vcard_DToL13642-RA	XP_034835254.1, XP_034835253.1
OG0005207	Vcard_DToL10838-RA	XP_034828354.1
OG0005208	Vcard_DToL17840-RA	XP_034838103.1
OG0005209	Vcard_DToL09025-RA	XP_034840345.1
OG0005210	Vcard_DToL12413-RA	XP_034831403.1
OG0005211	Vcard_DToL00860-RA	XP_034837595.1
OG0005212	Vcard_DToL00862-RA	XP_034837480.1
OG0005213	Vcard_DToL11378-RA	XP_034833008.1
OG0005214	Vcard_DToL18741-RA	XP_034838935.1
OG0005215	Vcard_DToL00864-RA	XP_034837552.1
OG0005216	Vcard_DToL01818-RA	XP_034823977.1
OG0005217	Vcard_DToL17842-RA	XP_034838101.1
OG0005218	Vcard_DToL17843-RA	XP_034838097.1
OG0005219	Vcard_DToL09024-RA	XP_034840814.1
OG0005220	Vcard_DToL12411-RA	XP_034831385.1
OG0005221	Vcard_DToL10830-RA	XP_034828344.1
OG0005222	Vcard_DToL04078-RA	XP_034830477.1
OG0005223	Vcard_DToL13650-RA	XP_034835260.1
OG0005225	Vcard_DToL04823-RA	XP_034824721.1
OG0005226	Vcard_DToL03374-RA	XP_034825354.1
OG0005227	Vcard_DToL10828-RA	XP_034828793.1
OG0005228	Vcard_DToL03378-RA	XP_034825353.1
OG0005229	Vcard_DToL04822-RA	XP_034824635.1
OG0005230	Vcard_DToL11282-RA	XP_034832943.1
OG0005231	Vcard_DToL12409-RA	XP_034831393.1
OG0005232	Vcard_DToL00039-RA	XP_034839288.1
OG0005234	Vcard_DToL04817-RA	XP_034824642.1
OG0005235	Vcard_DToL13033-RA	XP_034834671.1
OG0005236	Vcard_DToL07152-RA	XP_034829749.1
OG0005237	Vcard_DToL07151-RA	XP_034829748.1
OG0005238	Vcard_DToL04816-RA	XP_034824643.1
OG0005239	Vcard_DToL14657-RA	XP_034834020.1
OG0005240	Vcard_DToL13032-RA	XP_034834739.1
OG0005241	Vcard_DToL04815-RA	XP_034824639.1
OG0005243	Vcard_DToL01809-RA	XP_034823958.1
OG0005244	Vcard_DToL01808-RA	XP_034840842.1
OG0005245	Vcard_DToL04813-RA	XP_034824634.1
OG0005246	Vcard_DToL14658-RA	XP_034834025.1
OG0005247	Vcard_DToL03120-RA	XP_034828947.1
OG0005248	Vcard_DToL04812-RA	XP_034824221.1
OG0005249	Vcard_DToL03121-RA	XP_034828946.1
OG0005250	Vcard_DToL04811-RA	XP_034824719.1
OG0005251	Vcard_DToL18412-RA	XP_034827767.1
OG0005252	Vcard_DToL04135-RA	XP_034830888.1
OG0005254	Vcard_DToL18816-RA	XP_034838987.1
OG0005255	Vcard_DToL09139-RA	XP_034823965.1
OG0005256	Vcard_DToL07148-RA	XP_034829810.1
OG0005257	Vcard_DToL16845-RA	XP_034836784.1
OG0005258	Vcard_DToL04134-RA	XP_034830337.1
OG0005259	Vcard_DToL01802-RA	XP_034823995.1
OG0005260	Vcard_DToL07146-RA	XP_034829815.1
OG0005261	Vcard_DToL03123-RA	XP_034829152.1
OG0005262	Vcard_DToL03124-RA	XP_034828951.1
OG0005263	Vcard_DToL03388-RA	XP_034825149.1
OG0005264	Vcard_DToL01800-RA	XP_034823962.1
OG0005265	Vcard_DToL03389-RA	XP_034825150.1
OG0005266	Vcard_DToL18411-RA	XP_034827680.1
OG0005267	Vcard_DToL01799-RA	XP_034823940.1
OG0005268	Vcard_DToL04130-RA	XP_034830887.1
OG0005269	Vcard_DToL11278-RA	XP_034832657.1
OG0005270	Vcard_DToL01794-RA	XP_034824000.1
OG0005273	Vcard_DToL13653-RA	XP_034835631.1
OG0005274	Vcard_DToL13654-RA	XP_034835627.1
OG0005275	Vcard_DToL07137-RA	XP_034829816.1
OG0005276	Vcard_DToL11276-RA	XP_034833047.1
OG0005277	Vcard_DToL18813-RA	XP_034838993.1
OG0005278	Vcard_DToL09658-RA	XP_034832032.1
OG0005279	Vcard_DToL16849-RA	XP_034836730.1
OG0005280	Vcard_DToL16058-RA	XP_034837205.1
OG0005281	Vcard_DToL11275-RA	XP_034833049.1
OG0005282	Vcard_DToL00057-RA	XP_034839426.1
OG0005283	Vcard_DToL04805-RA	XP_034824427.1
OG0005285	Vcard_DToL13661-RA	XP_034835073.1
OG0005286	Vcard_DToL09656-RA	XP_034831724.1
OG0005287	Vcard_DToL10011-RA	XP_034833152.1
OG0005288	Vcard_DToL18453-RA, Vcard_DToL18454-RA	XP_034827674.1
OG0005289	Vcard_DToL03132-RA	XP_034828957.1
OG0005291	Vcard_DToL16852-RA	XP_034837039.1
OG0005292	Vcard_DToL03135-RA	XP_034828941.1
OG0005293	Vcard_DToL16667-RA	XP_034826341.1
OG0005294	Vcard_DToL09014-RA	XP_034840712.1
OG0005295	Vcard_DToL07135-RA	XP_034829877.1
OG0005296	Vcard_DToL00878-RA	XP_034831831.1
OG0005297	Vcard_DToL09649-RA	XP_034831716.1
OG0005298	Vcard_DToL01787-RA	XP_034841188.1
OG0005300	Vcard_DToL00880-RA	XP_034831846.1
OG0005301	Vcard_DToL07133-RA, Vcard_DToL07134-RA	XP_034830016.1
OG0005302	Vcard_DToL09648-RA	XP_034831725.1
OG0005303	Vcard_DToL03141-RA	XP_034828980.1
OG0005304	Vcard_DToL03142-RA	XP_034828978.1
OG0005305	Vcard_DToL18801-RA	XP_034839005.1
OG0005306	Vcard_DToL11269-RA	XP_034832802.1
OG0005307	Vcard_DToL03144-RA	XP_034829149.1
OG0005308	Vcard_DToL03134-RA	XP_034828942.1
OG0005310	Vcard_DToL11268-RA	XP_034832800.1
OG0005311	Vcard_DToL18776-RA	XP_034838998.1
OG0005312	Vcard_DToL15101-RA	XP_034836089.1
OG0005313	Vcard_DToL11265-RA	XP_034832597.1
OG0005314	Vcard_DToL11263-RA	XP_034832594.1
OG0005315	Vcard_DToL12385-RA	XP_034831253.1
OG0005316	Vcard_DToL13892-RA	XP_034836385.1
OG0005317	Vcard_DToL00053-RA	XP_034839268.1
OG0005318	Vcard_DToL17720-RA	XP_034838554.1
OG0005319	Vcard_DToL00888-RA	XP_034835072.1
OG0005320	Vcard_DToL09007-RA	XP_034840705.1
OG0005321	Vcard_DToL13010-RA	XP_034834700.1
OG0005322	Vcard_DToL09006-RA	XP_034840706.1
OG0005323	Vcard_DToL16070-RA	XP_034837042.1
OG0005324	Vcard_DToL09005-RA	XP_034840720.1
OG0005325	Vcard_DToL13669-RA	XP_034835392.1
OG0005326	Vcard_DToL00055-RA	XP_034839265.1
OG0005327	Vcard_DToL16071-RA	XP_034837044.1
OG0005328	Vcard_DToL01783-RA	XP_034840871.1
OG0005329	Vcard_DToL03148-RA	XP_034828998.1
OG0005330	Vcard_DToL03149-RA	XP_034828997.1
OG0005331	Vcard_DToL11254-RA	XP_034832968.1
OG0005332	Vcard_DToL03150-RA	XP_034829465.1
OG0005333	Vcard_DToL08997-RA	XP_034840349.1
OG0005334	Vcard_DToL11253-RA	XP_034832970.1
OG0005335	Vcard_DToL13675-RA	XP_034835387.1
OG0005336	Vcard_DToL13677-RA	XP_034835179.1
OG0005337	Vcard_DToL13678-RA	XP_034835180.1
OG0005338	Vcard_DToL09624-RA	XP_034831721.1
OG0005339	Vcard_DToL10791-RA	XP_034828786.1
OG0005340	Vcard_DToL09623-RA	XP_034831706.1
OG0005341	Vcard_DToL13895-RA	XP_034836518.1
OG0005342	Vcard_DToL13896-RA	XP_034836353.1
OG0005343	Vcard_DToL18777-RA	XP_034839002.1
OG0005344	Vcard_DToL10793-RA	XP_034828678.1
OG0005345	Vcard_DToL13569-RA	XP_034835650.1
OG0005346	Vcard_DToL13897-RA	XP_034836249.1
OG0005347	Vcard_DToL18465-RA	XP_034828222.1
OG0005348	Vcard_DToL18466-RA	XP_034828221.1
OG0005349	Vcard_DToL18468-RA	XP_034828225.1
OG0005350	Vcard_DToL12384-RA	XP_034831539.1
OG0005351	Vcard_DToL18779-RA	XP_034838907.1
OG0005352	Vcard_DToL17710-RA	XP_034838559.1
OG0005353	Vcard_DToL12383-RA	XP_034831094.1
OG0005354	Vcard_DToL18780-RA	XP_034839105.1
OG0005356	Vcard_DToL01772-RA	XP_034840872.1
OG0005357	Vcard_DToL13563-RA	XP_034835510.1
OG0005358	Vcard_DToL13002-RA	XP_034834706.1
OG0005359	Vcard_DToL13562-RA	XP_034835705.1
OG0005360	Vcard_DToL09618-RA	XP_034831713.1
OG0005361	Vcard_DToL13872-RA	XP_034836684.1, XP_034836683.1
OG0005363	Vcard_DToL16883-RA	XP_034836742.1
OG0005364	Vcard_DToL13560-RA	XP_034835657.1
OG0005365	Vcard_DToL18472-RA	XP_034828084.1
OG0005366	Vcard_DToL13559-RA	XP_034835682.1
OG0005367	Vcard_DToL17707-RA	XP_034838379.1
OG0005368	Vcard_DToL16675-RA	XP_034826026.1
OG0005369	Vcard_DToL11249-RA	XP_034832969.1
OG0005370	Vcard_DToL03400-RA	XP_034825500.1
OG0005371	Vcard_DToL04799-RA	XP_034824649.1
OG0005372	Vcard_DToL18784-RA	XP_034838774.1
OG0005373	Vcard_DToL03154-RA	XP_034829145.1
OG0005374	Vcard_DToL10796-RA	XP_034828697.1
OG0005375	Vcard_DToL00905-RA	XP_034834962.1
OG0005376	Vcard_DToL16076-RA	XP_034837211.1
OG0005377	Vcard_DToL16853-RA	XP_034837038.1
OG0005378	Vcard_DToL09615-RA	XP_034831917.1
OG0005379	Vcard_DToL12997-RA	XP_034834703.1
OG0005380	Vcard_DToL00016-RA	XP_034839250.1
OG0005381	Vcard_DToL12994-RA	XP_034834714.1
OG0005382	Vcard_DToL18786-RA	XP_034839006.1
OG0005383	Vcard_DToL16680-RA	XP_034826012.1
OG0005384	Vcard_DToL06252-RA	XP_034825320.1
OG0005385	Vcard_DToL16683-RA	XP_034826020.1
OG0005386	Vcard_DToL00021-RA	XP_034839150.1
OG0005387	Vcard_DToL00912-RA	XP_034834936.1
OG0005388	Vcard_DToL06403-RA	XP_034826769.1
OG0005389	Vcard_DToL11175-RA	XP_034838777.1
OG0005390	Vcard_DToL14676-RA	XP_034834254.1
OG0005391	Vcard_DToL03409-RA	XP_034825341.1
OG0005392	Vcard_DToL16684-RA	XP_034826009.1
OG0005393	Vcard_DToL03410-RA	XP_034825544.1
OG0005394	Vcard_DToL07097-RA	XP_034830176.1
OG0005396	Vcard_DToL17702-RA	XP_034838470.1
OG0005397	Vcard_DToL13853-RA	XP_034836357.1
OG0005398	Vcard_DToL03159-RA	XP_034829170.1
OG0005399	Vcard_DToL06243-RA	XP_034828098.1
OG0005400	Vcard_DToL16856-RA	XP_034836844.1
OG0005401	Vcard_DToL03160-RA	XP_034829174.1
OG0005402	Vcard_DToL18478-RA	XP_034827720.1
OG0005403	Vcard_DToL06240-RA	XP_034828421.1
OG0005404	Vcard_DToL16857-RA	XP_034836691.1
OG0005405	Vcard_DToL03413-RA	XP_034825346.1
OG0005406	Vcard_DToL00913-RA	XP_034831524.1
OG0005407	Vcard_DToL10018-RA	XP_034833229.1
OG0005408	Vcard_DToL03414-RA	XP_034825345.1
OG0005409	Vcard_DToL03162-RA	XP_034829168.1
OG0005410	Vcard_DToL17700-RA	XP_034838459.1
OG0005411	Vcard_DToL03415-RA	XP_034825342.1
OG0005412	Vcard_DToL03420-RA	XP_034825349.1
OG0005413	Vcard_DToL06239-RA	XP_034827526.1
OG0005415	Vcard_DToL17697-RA	XP_034838489.1
OG0005416	Vcard_DToL09609-RA	XP_034832031.1
OG0005417	Vcard_DToL09608-RA	XP_034832252.1
OG0005418	Vcard_DToL13541-RA	XP_034835689.1
OG0005419	Vcard_DToL16859-RA	XP_034837015.1
OG0005420	Vcard_DToL18796-RA	XP_034838980.1
OG0005421	Vcard_DToL16656-RA	XP_034826475.1
OG0005422	Vcard_DToL08979-RA	XP_034840179.1
OG0005423	Vcard_DToL18798-RA	XP_034838994.1
OG0005424	Vcard_DToL14684-RA	XP_034833833.1
OG0005425	Vcard_DToL16653-RA	XP_034826006.1
OG0005426	Vcard_DToL10800-RA	XP_034828909.1
OG0005427	Vcard_DToL04794-RA	XP_034824956.1
OG0005428	Vcard_DToL10020-RA	XP_034833238.1
OG0005429	Vcard_DToL13526-RA	XP_034835653.1
OG0005430	Vcard_DToL08976-RA	XP_034840326.1
OG0005431	Vcard_DToL08974-RA	XP_034840330.1
OG0005432	Vcard_DToL12989-RA	XP_034834725.1
OG0005433	Vcard_DToL11233-RA	XP_034833057.1
OG0005434	Vcard_DToL12987-RA	XP_034834689.1
OG0005435	Vcard_DToL13525-RA	XP_034835654.1
OG0005436	Vcard_DToL00028-RA	XP_034839388.1
OG0005437	Vcard_DToL16649-RA	XP_034826609.1
OG0005438	Vcard_DToL00920-RA	XP_034832428.1
OG0005439	Vcard_DToL13523-RA, Vcard_DToL13522-RA	XP_034835651.1
OG0005440	Vcard_DToL16080-RA	XP_034837356.1
OG0005441	Vcard_DToL08970-RA	XP_034840332.1
OG0005442	Vcard_DToL00926-RA	XP_034832440.1
OG0005443	Vcard_DToL01758-RA	XP_034841546.1
OG0005444	Vcard_DToL08968-RA	XP_034840322.1
OG0005445	Vcard_DToL15117-RA	XP_034836092.1
OG0005446	Vcard_DToL01756-RA	XP_034841535.1
OG0005447	Vcard_DToL01755-RA	XP_034841542.1
OG0005448	Vcard_DToL08966-RA	XP_034840328.1
OG0005449	Vcard_DToL01753-RA	XP_034841543.1
OG0005450	Vcard_DToL15118-RA	XP_034836079.1
OG0005452	Vcard_DToL08965-RA	XP_034840320.1
OG0005453	Vcard_DToL14690-RA	XP_034834097.1
OG0005454	Vcard_DToL10776-RA	XP_034828782.1
OG0005455	Vcard_DToL10024-RA	XP_034833231.1
OG0005456	Vcard_DToL16035-RA	XP_034837286.1
OG0005457	Vcard_DToL06232-RA	XP_034827557.1
OG0005458	Vcard_DToL08963-RA	XP_034840334.1
OG0005459	Vcard_DToL14695-RA	XP_034834121.1
OG0005460	Vcard_DToL16644-RA	XP_034826160.1
OG0005461	Vcard_DToL00928-RA	XP_034832010.1
OG0005462	Vcard_DToL16642-RA	XP_034826170.1
OG0005463	Vcard_DToL12982-RA	XP_034834660.1
OG0005464	Vcard_DToL14699-RA	XP_034834114.1, XP_034834111.1
OG0005465	Vcard_DToL16641-RA	XP_034826169.1
OG0005466	Vcard_DToL14700-RA	XP_034834108.1
OG0005467	Vcard_DToL16638-RA	XP_034826162.1
OG0005468	Vcard_DToL04099-RA	XP_034830911.1
OG0005469	Vcard_DToL13512-RA	XP_034835665.1
OG0005470	Vcard_DToL10772-RA	XP_034828555.1
OG0005471	Vcard_DToL13511-RA	XP_034835663.1
OG0005472	Vcard_DToL16637-RA	XP_034826168.1
OG0005473	Vcard_DToL06408-RA	XP_034826919.1
OG0005474	Vcard_DToL06409-RA	XP_034826916.1
OG0005475	Vcard_DToL10027-RA	XP_034833233.1
OG0005476	Vcard_DToL13508-RA	XP_034835547.1
OG0005477	Vcard_DToL16636-RA	XP_034826172.1
OG0005478	Vcard_DToL14706-RA	XP_034834099.1
OG0005479	Vcard_DToL03168-RA	XP_034829238.1
OG0005480	Vcard_DToL13847-RA	XP_034836449.1
OG0005481	Vcard_DToL12980-RA	XP_034834745.1
OG0005483	Vcard_DToL14709-RA	XP_034834107.1
OG0005484	Vcard_DToL17928-RA	XP_034837934.1
OG0005485	Vcard_DToL03169-RA	XP_034829235.1
OG0005486	Vcard_DToL14712-RA	XP_034834105.1
OG0005487	Vcard_DToL01736-RA	XP_034840882.1
OG0005488	Vcard_DToL12977-RA	XP_034834727.1
OG0005489	Vcard_DToL06231-RA	XP_034824536.1
OG0005490	Vcard_DToL13503-RA	XP_034835087.1
OG0005491	Vcard_DToL13842-RA	XP_034836364.1
OG0005492	Vcard_DToL01734-RA	XP_034841553.1, XP_034841552.1
OG0005493	Vcard_DToL01733-RA	XP_034841557.1
OG0005494	Vcard_DToL01732-RA	XP_034841547.1
OG0005495	Vcard_DToL17686-RA	XP_034838511.1
OG0005496	Vcard_DToL13840-RA	XP_034836680.1
OG0005497	Vcard_DToL00511-RA	XP_034839724.1
OG0005498	Vcard_DToL10761-RA	XP_034828591.1
OG0005499	Vcard_DToL06423-RA	XP_034827350.1
OG0005500	Vcard_DToL14717-RA	XP_034834101.1
OG0005501	Vcard_DToL12973-RA	XP_034834744.1
OG0005502	Vcard_DToL14720-RA	XP_034834106.1
OG0005503	Vcard_DToL10758-RA	XP_034828675.1
OG0005504	Vcard_DToL06427-RA	XP_034827351.1
OG0005505	Vcard_DToL09603-RA	XP_034832107.1
OG0005506	Vcard_DToL12972-RA	XP_034834697.1
OG0005507	Vcard_DToL09602-RA	XP_034832103.1
OG0005508	Vcard_DToL18484-RA	XP_034827704.1
OG0005509	Vcard_DToL12971-RA	XP_034834945.1
OG0005511	Vcard_DToL18372-RA	XP_034827717.1
OG0005512	Vcard_DToL10754-RA	XP_034828695.1
OG0005513	Vcard_DToL15133-RA	XP_034836126.1
OG0005514	Vcard_DToL07081-RA	XP_034829848.1
OG0005515	Vcard_DToL15135-RA	XP_034836127.1
OG0005516	Vcard_DToL04093-RA	XP_034830696.1
OG0005517	Vcard_DToL12965-RA	XP_034834720.1
OG0005518	Vcard_DToL06435-RA	XP_034827286.1
OG0005519	Vcard_DToL07078-RA	XP_034829855.1
OG0005520	Vcard_DToL00095-RA	XP_034839324.1
OG0005521	Vcard_DToL00938-RA	XP_034837705.1
OG0005522	Vcard_DToL15011-RA	XP_034835716.1
OG0005523	Vcard_DToL08954-RA	XP_034840496.1
OG0005524	Vcard_DToL10751-RA	XP_034828688.1
OG0005525	Vcard_DToL00939-RA	XP_034837684.1
OG0005526	Vcard_DToL18315-RA	XP_034827718.1
OG0005527	Vcard_DToL00097-RA	XP_034839790.1
OG0005528	Vcard_DToL12963-RA	XP_034834749.1
OG0005529	Vcard_DToL18828-RA	XP_034838906.1
OG0005530	Vcard_DToL14550-RA	XP_034833748.1
OG0005531	Vcard_DToL14552-RA	XP_034833749.1
OG0005532	Vcard_DToL10750-RA	XP_034828691.1
OG0005533	Vcard_DToL14555-RA	XP_034833750.1
OG0005534	Vcard_DToL14556-RA	XP_034833743.1
OG0005535	Vcard_DToL10748-RA	XP_034828686.1
OG0005536	Vcard_DToL12960-RA	XP_034834736.1
OG0005537	Vcard_DToL15191-RA	XP_034835870.1
OG0005538	Vcard_DToL10747-RA	XP_034828693.1
OG0005539	Vcard_DToL16578-RA	XP_034825944.1
OG0005540	Vcard_DToL10746-RA	XP_034828687.1
OG0005541	Vcard_DToL11226-RA	XP_034832947.1
