Orthogroup	Heliconius_melpomene_melpomene	Vanessa_cardui
OG0004337	HMEL014359g1.t1	Vcard_DToL07792-RA
OG0004338	HMEL012301g1.t1	Vcard_DToL11089-RA, Vcard_DToL11092-RA
OG0004339	HMEL038133g1.t1, HMEL038134g1.t1	Vcard_DToL14414-RA
OG0004340	HMEL015018g1.t1	Vcard_DToL15422-RA
OG0004341	HMEL031089g1.t1, HMEL031088g1.t1	Vcard_DToL02306-RA
OG0004342	HMEL008899g1.t1	Vcard_DToL07428-RA
OG0004343	HMEL030657g1.t1	Vcard_DToL15578-RA
OG0004344	HMEL032102g1.t1	Vcard_DToL14251-RA
OG0004345	HMEL011725g1.t1	Vcard_DToL02303-RA
OG0004346	HMEL017810g1.t1	Vcard_DToL10211-RA
OG0004347	HMEL015013g1.t1	Vcard_DToL15427-RA
OG0004348	HMEL005885g1.t1	Vcard_DToL03993-RA
OG0004349	HMEL031092g1.t1	Vcard_DToL02297-RA
OG0004350	HMEL010215g1.t1	Vcard_DToL10947-RA
OG0004351	HMEL038141g1.t1	Vcard_DToL14409-RA, Vcard_DToL14410-RA
OG0004352	HMEL012136g1.t1	Vcard_DToL10167-RA
OG0004353	HMEL013477g1.t1	Vcard_DToL00475-RA
OG0004354	HMEL015008g1.t1	Vcard_DToL15436-RA
OG0004355	HMEL005174g1.t1, HMEL002069g1.t1	Vcard_DToL14267-RA
OG0004356	HMEL005890g1.t1	Vcard_DToL03779-RA
OG0004357	HMEL011733g1.t1	Vcard_DToL02293-RA
OG0004358	HMEL022527g1.t1, HMEL037059g1.t1	Vcard_DToL07442-RA
OG0004359	HMEL013474g1.t1	Vcard_DToL00472-RA
OG0004360	HMEL011969g1.t1	Vcard_DToL09291-RA
OG0004361	HMEL017400g1.t1	Vcard_DToL12039-RA
OG0004362	HMEL014863g1.t1, HMEL032090g1.t1	Vcard_DToL14270-RA
OG0004363	HMEL014369g1.t1	Vcard_DToL07804-RA
OG0004364	HMEL032333g1.t1	Vcard_DToL13753-RA
OG0004365	HMEL005109g1.t1	Vcard_DToL06803-RA
OG0004367	HMEL031095g1.t1	Vcard_DToL02282-RA
OG0004369	HMEL007591g1.t1	Vcard_DToL15585-RA
OG0004370	HMEL004956g1.t1	Vcard_DToL14392-RA
OG0004371	HMEL021748g1.t1	Vcard_DToL12607-RA
OG0004372	HMEL004954g1.t1	Vcard_DToL14389-RA
OG0004373	HMEL013806g1.t1, HMEL007690g1.t1	Vcard_DToL10382-RA
OG0004374	HMEL011747g1.t1	Vcard_DToL02278-RA
OG0004375	HMEL006686g1.t1	Vcard_DToL14384-RA
OG0004376	HMEL037067g1.t1	Vcard_DToL07462-RA
OG0004377	HMEL031096g1.t1	Vcard_DToL02277-RA
OG0004378	HMEL031097g1.t1	Vcard_DToL02276-RA
OG0004379	HMEL016527g1.t1	Vcard_DToL10137-RA
OG0004380	HMEL016459g1.t1	Vcard_DToL03799-RA
OG0004381	HMEL002819g1.t1	Vcard_DToL00508-RA
OG0004382	HMEL011753g1.t1, HMEL011752g1.t1	Vcard_DToL02271-RA
OG0004383	HMEL006079g1.t1	Vcard_DToL15593-RA
OG0004384	HMEL002408g1.t1	Vcard_DToL12057-RA
OG0004385	HMEL034779g1.t1, HMEL004382g1.t1, HMEL012630g1.t1	Vcard_DToL06793-RA
OG0004386	HMEL002403g1.t1	Vcard_DToL12062-RA
OG0004387	HMEL036346g1.t1	Vcard_DToL10133-RA
OG0004388	HMEL035099g1.t1	Vcard_DToL17249-RA
OG0004389	HMEL033710g1.t1	Vcard_DToL03802-RA
OG0004391	HMEL009848g1.t1	Vcard_DToL04457-RA
OG0004392	HMEL030800g1.t1	Vcard_DToL01194-RA
OG0004393	HMEL011761g1.t1	Vcard_DToL02256-RA
OG0004394	HMEL004642g1.t1	Vcard_DToL15460-RA
OG0004395	HMEL015650g1.t1	Vcard_DToL05445-RA
OG0004396	HMEL005943g1.t1	Vcard_DToL01192-RA
OG0004397	HMEL004646g1.t1	Vcard_DToL15463-RA, Vcard_DToL15462-RA
OG0004398	HMEL012890g1.t1	Vcard_DToL06791-RA
OG0004399	HMEL005942g1.t1	Vcard_DToL01191-RA
OG0004400	HMEL032087g1.t1	Vcard_DToL14277-RA
OG0004401	HMEL016535g1.t1	Vcard_DToL10120-RA
OG0004402	HMEL034245g1.t1	Vcard_DToL03030-RA
OG0004404	HMEL016404g1.t1	Vcard_DToL05192-RA
OG0004406	HMEL009973g1.t1	Vcard_DToL14283-RA
OG0004407	HMEL031975g1.t1	Vcard_DToL05190-RA
OG0004408	HMEL005936g1.t1	Vcard_DToL01184-RA
OG0004409	HMEL031103g1.t1	Vcard_DToL02252-RA
OG0004410	HMEL031977g1.t1	Vcard_DToL05187-RA
OG0004411	HMEL031973g1.t1	Vcard_DToL05185-RA
OG0004412	HMEL016401g1.t1	Vcard_DToL05184-RA
OG0004414	HMEL014678g1.t1	Vcard_DToL07479-RA
OG0004415	HMEL015302g1.t1	Vcard_DToL09251-RA
OG0004417	HMEL014204g1.t1	Vcard_DToL03040-RA
OG0004418	HMEL003343g1.t1	Vcard_DToL02240-RA
OG0004419	HMEL006095-RA	Vcard_DToL15472-RA
OG0004420	HMEL021517g1.t1	Vcard_DToL10368-RA
OG0004421	HMEL003345g1.t1	Vcard_DToL02236-RA
OG0004422	HMEL003346-RA	Vcard_DToL02235-RA
OG0004423	HMEL007028g1.t1	Vcard_DToL15648-RA
OG0004424	HMEL006643g1.t1	Vcard_DToL12173-RA
OG0004425	HMEL003347g1.t1	Vcard_DToL02232-RA
OG0004426	HMEL033371g1.t1	Vcard_DToL08153-RA
OG0004427	HMEL015959g1.t1	Vcard_DToL01427-RA
OG0004428	HMEL014036g1.t1	Vcard_DToL08154-RA
OG0004431	HMEL031065g1.t1	Vcard_DToL02375-RA
OG0004432	HMEL035535g1.t1, HMEL035537g1.t1	Vcard_DToL00544-RA
OG0004433	HMEL032351g1.t1	Vcard_DToL13727-RA
OG0004434	HMEL008175g1.t1	Vcard_DToL14370-RA
OG0004435	HMEL006633g1.t1	Vcard_DToL12158-RA
OG0004436	HMEL008178g1.t1	Vcard_DToL14366-RA
OG0004438	HMEL006416g1.t1	Vcard_DToL13937-RA
OG0004439	HMEL008180g1.t1	Vcard_DToL14363-RA
OG0004440	HMEL008183g1.t1	Vcard_DToL14359-RA
OG0004441	HMEL015634g1.t1	Vcard_DToL05753-RA
OG0004442	HMEL007237g1.t1	Vcard_DToL00636-RA
OG0004443	HMEL036819g1.t1	Vcard_DToL12578-RA
OG0004444	HMEL008185g1.t1	Vcard_DToL14355-RA
OG0004445	HMEL016413g1.t1	Vcard_DToL05767-RA
OG0004446	HMEL014995g1.t1	Vcard_DToL17228-RA
OG0004447	HMEL007496g1.t1	Vcard_DToL12577-RA
OG0004448	HMEL004613g1.t1	Vcard_DToL13822-RA
OG0004449	HMEL033016g1.t1	Vcard_DToL05771-RA
OG0004450	HMEL014196g1.t1	Vcard_DToL03049-RA
OG0004451	HMEL003967g1.t1	Vcard_DToL08506-RA
OG0004452	HMEL037075g1.t1	Vcard_DToL07503-RA
OG0004453	HMEL011370g1.t1	Vcard_DToL05709-RA
OG0004454	HMEL015002g1.t1	Vcard_DToL17217-RA
OG0004455	HMEL014191g1.t1	Vcard_DToL03054-RA
OG0004456	HMEL008188g1.t1	Vcard_DToL14349-RA
OG0004457	HMEL006305-RA	Vcard_DToL12132-RA
OG0004458	HMEL003620g1.t1	Vcard_DToL12563-RA
OG0004459	HMEL015610-RA, HMEL015784-RA	Vcard_DToL07507-RA
OG0004460	HMEL014190g1.t1	Vcard_DToL03057-RA
OG0004462	HMEL015194g1.t1	Vcard_DToL02402-RA
OG0004463	HMEL017720g1.t1	Vcard_DToL03815-RA, Vcard_DToL03814-RA
OG0004464	HMEL015195g1.t1	Vcard_DToL02403-RA
OG0004465	HMEL032307g1.t1	Vcard_DToL13799-RA
OG0004466	HMEL031956g1.t1	Vcard_DToL05178-RA
OG0004467	HMEL017706g1.t1	Vcard_DToL03833-RA
OG0004468	HMEL010212g1.t1	Vcard_DToL10942-RA
OG0004469	HMEL015325g1.t1	Vcard_DToL09223-RA
OG0004470	HMEL005059-RA	Vcard_DToL03058-RA
OG0004472	HMEL015201g1.t1	Vcard_DToL02416-RA
OG0004473	HMEL002113g1.t1	Vcard_DToL08228-RA
OG0004474	HMEL015943g1.t1	Vcard_DToL01435-RA
OG0004476	HMEL005057g1.t1	Vcard_DToL03059-RA
OG0004477	HMEL005261g1.t1	Vcard_DToL17178-RA
OG0004478	HMEL004249g1.t1	Vcard_DToL15610-RA
OG0004479	HMEL036830g1.t1	Vcard_DToL12552-RA
OG0004480	HMEL038173g1.t1	Vcard_DToL14318-RA
OG0004481	HMEL035918g1.t1, HMEL037618g1.t1	Vcard_DToL12090-RA
OG0004482	HMEL022163g1.t1	Vcard_DToL12542-RA, Vcard_DToL12543-RA
OG0004483	HMEL004479g1.t1	Vcard_DToL14307-RA, Vcard_DToL14309-RA
OG0004484	HMEL012085g1.t1	Vcard_DToL00575-RA
OG0004485	HMEL002385g1.t1	Vcard_DToL08499-RA
OG0004486	HMEL015932g1.t1	Vcard_DToL01461-RA
OG0004488	HMEL013721g1.t1	Vcard_DToL12538-RA
OG0004489	HMEL036847g1.t1	Vcard_DToL12536-RA
OG0004490	HMEL004482g1.t1	Vcard_DToL14303-RA
OG0004491	HMEL011284g1.t1	Vcard_DToL17162-RA
OG0004492	HMEL006649g1.t1	Vcard_DToL12181-RA
OG0004493	HMEL011286g1.t1	Vcard_DToL17160-RA
OG0004494	HMEL008670g1.t1	Vcard_DToL08216-RA
OG0004495	HMEL011287g1.t1	Vcard_DToL17159-RA
OG0004496	HMEL017428g1.t1	Vcard_DToL10069-RA
OG0004497	HMEL032716g1.t1	Vcard_DToL04526-RA
OG0004498	HMEL037093g1.t1	Vcard_DToL07543-RA
OG0004499	HMEL012185g1.t1	Vcard_DToL10905-RA
OG0004500	HMEL007756g1.t1, HMEL035219g1.t1	Vcard_DToL08485-RA
OG0004501	HMEL013385g1.t1	Vcard_DToL11916-RA
OG0004502	HMEL037720g1.t1	Vcard_DToL11915-RA
OG0004503	HMEL014382g1.t1	Vcard_DToL08213-RA
OG0004504	HMEL034169g1.t1, HMEL009683g1.t1	Vcard_DToL02731-RA, Vcard_DToL02732-RA
OG0004505	HMEL009306g1.t1	Vcard_DToL06764-RA
OG0004506	HMEL009305g1.t1	Vcard_DToL06763-RA
OG0004507	HMEL003316g1.t1	Vcard_DToL02434-RA
OG0004508	HMEL007868g1.t1	Vcard_DToL14441-RA
OG0004509	HMEL031738g1.t1	Vcard_DToL02438-RA
OG0004510	HMEL007869g1.t1	Vcard_DToL14440-RA
OG0004511	HMEL008419g1.t1	Vcard_DToL09209-RA
OG0004512	HMEL011404g1.t1	Vcard_DToL05663-RA
OG0004513	HMEL015463g1.t1	Vcard_DToL08196-RA
OG0004514	HMEL037781g1.t1	Vcard_DToL04536-RA
OG0004515	HMEL015464g1.t1	Vcard_DToL08194-RA
OG0004516	HMEL031682g1.t1	Vcard_DToL09197-RA, Vcard_DToL09196-RA
OG0004517	HMEL011406g1.t1	Vcard_DToL05661-RA
OG0004518	HMEL031054g1.t1	Vcard_DToL02446-RA
OG0004519	HMEL008630g1.t1	Vcard_DToL05335-RA
OG0004520	HMEL006363g1.t1	Vcard_DToL04541-RA
OG0004521	HMEL033944g1.t1, HMEL015468g1.t1	Vcard_DToL08190-RA
OG0004522	HMEL021460g1.t1, HMEL032712g1.t1, HMEL037779g1.t1	Vcard_DToL04543-RA
OG0004524	HMEL035222g1.t1	Vcard_DToL08474-RA
OG0004525	HMEL008423g1.t1	Vcard_DToL09205-RA
OG0004526	HMEL011413g1.t1	Vcard_DToL05653-RA
OG0004527	HMEL008422g1.t1	Vcard_DToL09208-RA
OG0004528	HMEL007079g1.t1	Vcard_DToL10325-RA
OG0004529	HMEL013484g1.t1, HMEL020357g1.t1	Vcard_DToL04546-RA
OG0004530	HMEL016172g1.t1	Vcard_DToL10319-RA
OG0004531	HMEL011296g1.t1	Vcard_DToL17146-RA
OG0004532	HMEL002905-RA	Vcard_DToL15684-RA
OG0004533	HMEL013766g1.t1	Vcard_DToL10904-RA
OG0004534	HMEL002903-RA	Vcard_DToL15685-RA
OG0004535	HMEL017444g1.t1	Vcard_DToL10057-RA
OG0004536	HMEL003649g1.t1	Vcard_DToL06937-RA
OG0004538	HMEL007304-RA	Vcard_DToL01475-RA
OG0004539	HMEL035564g1.t1	Vcard_DToL00589-RA
OG0004540	HMEL020200g1.t1	Vcard_DToL10311-RA, Vcard_DToL10310-RA
OG0004541	HMEL012227g1.t1, HMEL005994g1.t1	Vcard_DToL06958-RA
OG0004542	HMEL013037g1.t1	Vcard_DToL09184-RA, Vcard_DToL09185-RA
OG0004543	HMEL030632g1.t1	Vcard_DToL15693-RA
OG0004544	HMEL015292g1.t1	Vcard_DToL02479-RA, Vcard_DToL02478-RA
OG0004545	HMEL015291g1.t1	Vcard_DToL02481-RA, Vcard_DToL02482-RA
OG0004546	HMEL002886g1.t1	Vcard_DToL15701-RA
OG0004547	HMEL030027g1.t1	Vcard_DToL17135-RA, Vcard_DToL17136-RA
OG0004548	HMEL002889g1.t1	Vcard_DToL15697-RA
OG0004549	HMEL015289g1.t1	Vcard_DToL02485-RA, Vcard_DToL02484-RA
OG0004550	HMEL003801g1.t1	Vcard_DToL17132-RA
OG0004551	HMEL005050g1.t1	Vcard_DToL08462-RA
OG0004552	HMEL005049-RA, HMEL005427-RA	Vcard_DToL08461-RA
OG0004553	HMEL004268g1.t1	Vcard_DToL08186-RA
OG0004554	HMEL003860g1.t1	Vcard_DToL02791-RA
OG0004555	HMEL006623g1.t1	Vcard_DToL11902-RA
OG0004556	HMEL037711g1.t1	Vcard_DToL11903-RA, Vcard_DToL11901-RA
OG0004557	HMEL017386g1.t1	Vcard_DToL05314-RA
OG0004558	HMEL015482g1.t1	Vcard_DToL07566-RA
OG0004559	HMEL011419g1.t1	Vcard_DToL05648-RA
OG0004560	HMEL014587g1.t1	Vcard_DToL13780-RA
OG0004561	HMEL022224g1.t1	Vcard_DToL13777-RA, Vcard_DToL13778-RA
OG0004562	HMEL002917g1.t1	Vcard_DToL04560-RA
OG0004563	HMEL002973g1.t1	Vcard_DToL17208-RA
OG0004564	HMEL015282g1.t1	Vcard_DToL02487-RA
OG0004565	HMEL008818g1.t1	Vcard_DToL00599-RA, Vcard_DToL00600-RA
OG0004566	HMEL014591g1.t1	Vcard_DToL13774-RA, Vcard_DToL13773-RA
OG0004568	HMEL034706g1.t1	Vcard_DToL06956-RA
OG0004570	HMEL016636g1.t1	Vcard_DToL00700-RA, Vcard_DToL00699-RA
OG0004571	HMEL003759g1.t1	Vcard_DToL06954-RA
OG0004572	HMEL002041g1.t1	Vcard_DToL04571-RA
OG0004573	HMEL002876-RA	Vcard_DToL15709-RA
OG0004574	HMEL001034g1.t1	Vcard_DToL02802-RA
OG0004575	HMEL030023g1.t1	Vcard_DToL17120-RA
OG0004576	HMEL009850g1.t1	Vcard_DToL04459-RA
OG0004577	HMEL014298g1.t1	Vcard_DToL10874-RA
OG0004578	HMEL034215g1.t1	Vcard_DToL02816-RA
OG0004579	HMEL010633g1.t1	Vcard_DToL08170-RA
OG0004580	HMEL037741g1.t1	Vcard_DToL11887-RA
OG0004581	HMEL015271g1.t1	Vcard_DToL02507-RA
OG0004582	HMEL016632g1.t1	Vcard_DToL00703-RA
OG0004583	HMEL031034g1.t1	Vcard_DToL02508-RA
OG0004584	HMEL035240g1.t1	Vcard_DToL08444-RA
OG0004585	HMEL011426g1.t1	Vcard_DToL05641-RA
OG0004587	HMEL016628-RA	Vcard_DToL00706-RA
OG0004588	HMEL006290g1.t1	Vcard_DToL06945-RA
OG0004590	HMEL014309g1.t1	Vcard_DToL10886-RA
OG0004591	HMEL034710g1.t1	Vcard_DToL06961-RA
OG0004592	HMEL032031g1.t1, HMEL032032g1.t1	Vcard_DToL05292-RA
OG0004593	HMEL031028g1.t1	Vcard_DToL02526-RA
OG0004595	HMEL036864g1.t1	Vcard_DToL12515-RA
OG0004596	HMEL009275g1.t1	Vcard_DToL06970-RA
OG0004597	HMEL012629g1.t1	Vcard_DToL09151-RA
OG0004598	HMEL000050-RA, HMEL013483g1.t1	Vcard_DToL04591-RA
OG0004599	HMEL000049g1.t1	Vcard_DToL04592-RA, Vcard_DToL04593-RA
OG0004600	HMEL001018g1.t1	Vcard_DToL02822-RA, Vcard_DToL02821-RA
OG0004601	HMEL014315g1.t1	Vcard_DToL10891-RA
OG0004602	HMEL001019g1.t1	Vcard_DToL02823-RA
OG0004603	HMEL031698g1.t1	Vcard_DToL09146-RA
OG0004604	HMEL001021g1.t1	Vcard_DToL02826-RA
OG0004606	HMEL037122g1.t1, HMEL021418g1.t1	Vcard_DToL07585-RA
OG0004607	HMEL032035g1.t1	Vcard_DToL05280-RA
OG0004608	HMEL012723g1.t1	Vcard_DToL12524-RA
OG0004609	HMEL033071g1.t1	Vcard_DToL05623-RA, Vcard_DToL05624-RA
OG0004610	HMEL003090g1.t1	Vcard_DToL01707-RA
OG0004611	HMEL032680g1.t1, HMEL020765g1.t1	Vcard_DToL04614-RA
OG0004612	HMEL015250g1.t1	Vcard_DToL02530-RA
OG0004613	HMEL014039g1.t1	Vcard_DToL08151-RA
OG0004614	HMEL009278g1.t1	Vcard_DToL06979-RA
OG0004615	HMEL010470g1.t1	Vcard_DToL10148-RA
OG0004616	HMEL014090g1.t1	Vcard_DToL05620-RA
OG0004617	HMEL011017g1.t1	Vcard_DToL00733-RA
OG0004618	HMEL022617g1.t1	Vcard_DToL17104-RA
OG0004619	HMEL015245g1.t1	Vcard_DToL02535-RA
OG0004620	HMEL002238g1.t1	Vcard_DToL08436-RA
OG0004621	HMEL000026-RA	Vcard_DToL04623-RA
OG0004622	HMEL037123g1.t1	Vcard_DToL07587-RA
OG0004623	HMEL010093g1.t1	Vcard_DToL03862-RA, Vcard_DToL03861-RA
OG0004624	HMEL009290-RA	Vcard_DToL06993-RA
OG0004626	HMEL010091g1.t1	Vcard_DToL03868-RA
OG0004627	HMEL011101g1.t1	Vcard_DToL15738-RA, Vcard_DToL15739-RA
OG0004628	HMEL010088g1.t1	Vcard_DToL03869-RA
OG0004629	HMEL012059g1.t1	Vcard_DToL08350-RA
OG0004631	HMEL008646g1.t1	Vcard_DToL07590-RA
OG0004632	HMEL010086g1.t1	Vcard_DToL03871-RA
OG0004633	HMEL035979g1.t1	Vcard_DToL10275-RA
OG0004634	HMEL015035g1.t1	Vcard_DToL08290-RA
OG0004635	HMEL015233g1.t1	Vcard_DToL02554-RA
OG0004637	HMEL003294g1.t1	Vcard_DToL02833-RA, Vcard_DToL03849-RA
OG0004638	HMEL009171g1.t1	Vcard_DToL01686-RA
OG0004639	HMEL037752g1.t1	Vcard_DToL11870-RA
OG0004640	HMEL030622g1.t1	Vcard_DToL15734-RA
OG0004640	HMEL011097g1.t1	Vcard_DToL15742-RA
OG0004641	HMEL003292g1.t1	Vcard_DToL02835-RA
OG0004643	HMEL012756g1.t1	Vcard_DToL08295-RA
OG0004644	HMEL009174g1.t1	Vcard_DToL01683-RA
OG0004645	HMEL004147g1.t1	Vcard_DToL08127-RA
OG0004646	HMEL009532g1.t1	Vcard_DToL10270-RA
OG0004648	HMEL009176g1.t1	Vcard_DToL01680-RA
OG0004649	HMEL002024g1.t1	Vcard_DToL04625-RA
OG0004650	HMEL008031g1.t1	Vcard_DToL07607-RA, Vcard_DToL07606-RA
OG0004651	HMEL012338g1.t1	Vcard_DToL09111-RA
OG0004652	HMEL011031g1.t1	Vcard_DToL00758-RA
OG0004653	HMEL015221g1.t1	Vcard_DToL02569-RA, Vcard_DToL02568-RA
OG0004654	HMEL006159g1.t1	Vcard_DToL05610-RA
OG0004655	HMEL008960g1.t1	Vcard_DToL03888-RA
OG0004656	HMEL003386g1.t1	Vcard_DToL03068-RA
OG0004657	HMEL032055g1.t1	Vcard_DToL05263-RA
OG0004658	HMEL000021g1.t1	Vcard_DToL04633-RA
OG0004659	HMEL030618g1.t1	Vcard_DToL15745-RA
OG0004660	HMEL008958g1.t1	Vcard_DToL03891-RA
OG0004661	HMEL032676g1.t1	Vcard_DToL04639-RA
OG0004662	HMEL030617g1.t1	Vcard_DToL15747-RA
OG0004663	HMEL015210g1.t1	Vcard_DToL02581-RA
OG0004664	HMEL000013-RA	Vcard_DToL04643-RA
OG0004665	HMEL011152g1.t1	Vcard_DToL11100-RA
OG0004666	HMEL004143g1.t1	Vcard_DToL08108-RA, Vcard_DToL08109-RA
OG0004667	HMEL006442g1.t1	Vcard_DToL08308-RA
OG0004668	HMEL008952g1.t1	Vcard_DToL03895-RA
OG0004669	HMEL033379g1.t1	Vcard_DToL08105-RA
OG0004670	HMEL036358g1.t1	Vcard_DToL10154-RA
OG0004671	HMEL000008g1.t1	Vcard_DToL04649-RA
OG0004672	HMEL002263g1.t1	Vcard_DToL02584-RA
OG0004673	HMEL011082g1.t1	Vcard_DToL15756-RA
OG0004675	HMEL011080g1.t1, HMEL030614g1.t1	Vcard_DToL15757-RA
OG0004677	HMEL032672g1.t1	Vcard_DToL04663-RA
OG0004678	HMEL006143g1.t1	Vcard_DToL08094-RA, Vcard_DToL08091-RA
OG0004679	HMEL030946g1.t1	Vcard_DToL01659-RA
OG0004680	HMEL009189g1.t1	Vcard_DToL01657-RA
OG0004681	HMEL006142g1.t1	Vcard_DToL08090-RA
OG0004682	HMEL006459g1.t1	Vcard_DToL08327-RA
OG0004683	HMEL009152-RA	Vcard_DToL07604-RA
OG0004685	HMEL002695g1.t1	Vcard_DToL07032-RA
OG0004687	HMEL002696g1.t1	Vcard_DToL07031-RA
OG0004688	HMEL037763g1.t1	Vcard_DToL11834-RA
OG0004689	HMEL032671g1.t1	Vcard_DToL04670-RA
OG0004690	HMEL003124g1.t1	Vcard_DToL15770-RA
OG0004691	HMEL009192g1.t1	Vcard_DToL01654-RA
OG0004692	HMEL009194g1.t1	Vcard_DToL01651-RA
OG0004693	HMEL002584g1.t1	Vcard_DToL05598-RA
OG0004694	HMEL009195g1.t1	Vcard_DToL01650-RA
OG0004695	HMEL007348g1.t1	Vcard_DToL03903-RA
OG0004696	HMEL009196g1.t1	Vcard_DToL01648-RA
OG0004697	HMEL030939g1.t1	Vcard_DToL01647-RA
OG0004699	HMEL014662g1.t1	Vcard_DToL07622-RA
OG0004700	HMEL017511g1.t1	Vcard_DToL05247-RA
OG0004701	HMEL002008g1.t1	Vcard_DToL04674-RA
OG0004702	HMEL009207g1.t1	Vcard_DToL01632-RA
OG0004704	HMEL009208g1.t1	Vcard_DToL01631-RA
OG0004705	HMEL007346g1.t1	Vcard_DToL03905-RA
OG0004706	HMEL002740g1.t1	Vcard_DToL05596-RA
OG0004707	HMEL014807g1.t1	Vcard_DToL09079-RA, Vcard_DToL09080-RA
OG0004708	HMEL014809g1.t1	Vcard_DToL09076-RA
OG0004710	HMEL017755g1.t1	Vcard_DToL07631-RA
OG0004711	HMEL007339g1.t1	Vcard_DToL03913-RA
OG0004713	HMEL033387g1.t1	Vcard_DToL08071-RA, Vcard_DToL08070-RA
OG0004714	HMEL013432g1.t1	Vcard_DToL02603-RA
OG0004715	HMEL035424g1.t1	Vcard_DToL00775-RA
OG0004716	HMEL030608g1.t1	Vcard_DToL15802-RA
OG0004717	HMEL004245g1.t1	Vcard_DToL15803-RA
OG0004718	HMEL006981-RA	Vcard_DToL01302-RA
OG0004719	HMEL035285g1.t1	Vcard_DToL08341-RA
OG0004720	HMEL005138g1.t1	Vcard_DToL05210-RA
OG0004721	HMEL009534g1.t1	Vcard_DToL00777-RA
OG0004722	HMEL009535g1.t1	Vcard_DToL00778-RA
OG0004723	HMEL007465g1.t1	Vcard_DToL03916-RA, Vcard_DToL03917-RA
OG0004725	HMEL009042g1.t1	Vcard_DToL01307-RA
OG0004727	HMEL009051g1.t1	Vcard_DToL01313-RA
OG0004728	HMEL005341g1.t1	Vcard_DToL05473-RA
OG0004729	HMEL033143g1.t1	Vcard_DToL05474-RA
OG0004730	HMEL014746g1.t1	Vcard_DToL05477-RA
OG0004731	HMEL014744g1.t1	Vcard_DToL05479-RA
OG0004732	HMEL033417g1.t1	Vcard_DToL08274-RA, Vcard_DToL08273-RA
OG0004733	HMEL003700g1.t1	Vcard_DToL02633-RA
OG0004734	HMEL030925g1.t1	Vcard_DToL01320-RA
OG0004736	HMEL003929g1.t1	Vcard_DToL05484-RA
OG0004737	HMEL011256g1.t1	Vcard_DToL08269-RA
OG0004738	HMEL011034g1.t1	Vcard_DToL00763-RA
OG0004739	HMEL037169g1.t1	Vcard_DToL07653-RA
OG0004740	HMEL011680g1.t1	Vcard_DToL08000-RA, Vcard_DToL08001-RA
OG0004743	HMEL006282g1.t1	Vcard_DToL02644-RA, Vcard_DToL02645-RA
OG0004744	HMEL007415g1.t1	Vcard_DToL02648-RA
OG0004745	HMEL010953g1.t1	Vcard_DToL08395-RA
OG0004746	HMEL013092g1.t1	Vcard_DToL05502-RA
OG0004747	HMEL033134g1.t1	Vcard_DToL05503-RA
OG0004748	HMEL010956g1.t1	Vcard_DToL08398-RA
OG0004749	HMEL013091g1.t1	Vcard_DToL05504-RA
OG0004751	HMEL009927g1.t1	Vcard_DToL05204-RA
OG0004752	HMEL012845g1.t1	Vcard_DToL05516-RA
OG0004753	HMEL007418g1.t1	Vcard_DToL02652-RA, Vcard_DToL02651-RA
OG0004754	HMEL013116g1.t1	Vcard_DToL04730-RA
OG0004755	HMEL009601g1.t1	Vcard_DToL08020-RA
OG0004757	HMEL033400g1.t1	Vcard_DToL08021-RA
OG0004758	HMEL020902g1.t1	Vcard_DToL04727-RA
OG0004759	HMEL033399g1.t1	Vcard_DToL08035-RA
OG0004760	HMEL006989g1.t1	Vcard_DToL05537-RA
OG0004761	HMEL009612g1.t1	Vcard_DToL08036-RA
OG0004762	HMEL006990g1.t1	Vcard_DToL05538-RA
OG0004763	HMEL009085g1.t1	Vcard_DToL01349-RA
OG0004765	HMEL033122g1.t1	Vcard_DToL05546-RA
OG0004766	HMEL004716g1.t1	Vcard_DToL05548-RA
OG0004767	HMEL004525g1.t1	Vcard_DToL02671-RA
OG0004768	HMEL030911g1.t1	Vcard_DToL01355-RA
OG0004769	HMEL033113g1.t1	Vcard_DToL05561-RA
OG0004770	HMEL010923g1.t1	Vcard_DToL05567-RA
OG0004771	HMEL035252g1.t1, HMEL021509g1.t1	Vcard_DToL08427-RA
OG0004772	HMEL013662g1.t1	Vcard_DToL15860-RA
OG0004773	HMEL013659g1.t1	Vcard_DToL15862-RA
OG0004775	HMEL007236g1.t1	Vcard_DToL00639-RA
OG0004776	HMEL013638g1.t1	Vcard_DToL15883-RA
OG0004777	HMEL030987g1.t1	Vcard_DToL02677-RA
OG0004778	HMEL007235g1.t1	Vcard_DToL00641-RA
OG0004779	HMEL013627g1.t1	Vcard_DToL15877-RA
OG0004780	HMEL016497g1.t1	Vcard_DToL05589-RA
OG0004781	HMEL013614g1.t1	Vcard_DToL15868-RA
OG0004782	HMEL006387g1.t1	Vcard_DToL00655-RA
OG0004783	HMEL007227g1.t1, HMEL012069g1.t1	Vcard_DToL00660-RA
OG0004784	HMEL006379g1.t1	Vcard_DToL00661-RA
OG0004785	HMEL006375g1.t1	Vcard_DToL00666-RA
OG0004786	HMEL015976g1.t1	Vcard_DToL01394-RA
OG0004787	HMEL006694g1.t1	Vcard_DToL01495-RA
OG0004788	HMEL016651g1.t1	Vcard_DToL00684-RA
OG0004789	HMEL035581g1.t1	Vcard_DToL00685-RA
OG0004790	HMEL035580g1.t1	Vcard_DToL00686-RA
