Orthogroup	Heliconius_melpomene_melpomene	Vanessa_tameamea
OG0005252	HMEL002443g1.t1	XP_026488103.1
OG0005253	HMEL015418g1.t1	XP_026501157.1
OG0005254	HMEL037312g1.t1	XP_026496006.1
OG0005255	HMEL015416g1.t1	XP_026488171.1
OG0005256	HMEL004343g1.t1	XP_026496175.1
OG0005257	HMEL005258-RA	XP_026492920.1
OG0005258	HMEL014978g1.t1	XP_026488094.1
OG0005259	HMEL015415g1.t1	XP_026501099.1
OG0005260	HMEL009001g1.t1	XP_026496197.1
OG0005261	HMEL017837g1.t1	XP_026496228.1
OG0005262	HMEL017838g1.t1	XP_026496227.1
OG0005263	HMEL033977g1.t1	XP_026491510.1
OG0005264	HMEL015414g1.t1	XP_026501097.1
OG0005265	HMEL005115g1.t1	XP_026491122.1
OG0005266	HMEL006341-RA	XP_026483556.1
OG0005267	HMEL015413g1.t1	XP_026501095.1
OG0005268	HMEL032959g1.t1	XP_026488109.1
OG0005269	HMEL008072g1.t1	XP_026492950.1
OG0005270	HMEL015411g1.t1	XP_026501100.1
OG0005271	HMEL011190g1.t1	XP_026488757.1
OG0005272	HMEL015082g1.t1	XP_026484833.1
OG0005273	HMEL003359g1.t1	XP_026495395.1
OG0005274	HMEL020080g1.t1	XP_026495394.1
OG0005275	HMEL007193g1.t1	XP_026496198.1
OG0005276	HMEL008070g1.t1	XP_026492978.1
OG0005277	HMEL003812g1.t1	XP_026500071.1
OG0005278	HMEL020141g1.t1	XP_026492297.1
OG0005279	HMEL034439g1.t1	XP_026492900.1
OG0005281	HMEL011804g1.t1	XP_026492980.1
OG0005282	HMEL007802g1.t1	XP_026500525.1
OG0005283	HMEL004945g1.t1	XP_026490064.1
OG0005285	HMEL014237g1.t1	XP_026495423.1
OG0005286	HMEL012622g1.t1	XP_026492261.1
OG0005287	HMEL005893g1.t1	XP_026493105.1
OG0005288	HMEL021458g1.t1	XP_026483508.1
OG0005291	HMEL004586g1.t1	XP_026492914.1
OG0005293	HMEL012754g1.t1	XP_026490219.1
OG0005294	HMEL017020g1.t1	XP_026489990.1
OG0005295	HMEL008414g1.t1	XP_026484285.1
OG0005296	HMEL009634g1.t1	XP_026498075.1
OG0005297	HMEL012618g1.t1	XP_026492294.1
OG0005298	HMEL015401g1.t1	XP_026501080.1
OG0005299	HMEL011799g1.t1	XP_026492946.1
OG0005300	HMEL030723g1.t1	XP_026498060.1
OG0005301	HMEL036951g1.t1	XP_026484229.1
OG0005302	HMEL012617g1.t1	XP_026492308.1
OG0005303	HMEL003629g1.t1	XP_026496246.1
OG0005304	HMEL003628g1.t1	XP_026496239.1
OG0005305	HMEL009562g1.t1	XP_026498882.1
OG0005306	HMEL017742g1.t1	XP_026492942.1
OG0005307	HMEL003627g1.t1	XP_026496238.1
OG0005308	HMEL003633g1.t1	XP_026496244.1
OG0005309	HMEL017859g1.t1	XP_026490675.1
OG0005310	HMEL017743g1.t1	XP_026492982.1
OG0005311	HMEL016089g1.t1	XP_026490673.1
OG0005312	HMEL030451g1.t1	XP_026500172.1
OG0005313	HMEL021619g1.t1	XP_026492967.1
OG0005314	HMEL007884-RA	XP_026492945.1
OG0005315	HMEL008244g1.t1	XP_026494137.1
OG0005316	HMEL017671g1.t1	XP_026496139.1
OG0005317	HMEL017737g1.t1	XP_026500488.1
OG0005318	HMEL003161g1.t1	XP_026488755.1
OG0005319	HMEL009641g1.t1	XP_026498073.1
OG0005320	HMEL017030g1.t1	XP_026489967.1
OG0005321	HMEL016274g1.t1	XP_026495813.1
OG0005322	HMEL017031g1.t1	XP_026489968.1
OG0005323	HMEL011623g1.t1	XP_026498833.1
OG0005324	HMEL017032g1.t1	XP_026489980.1
OG0005325	HMEL032372g1.t1	XP_026495431.1
OG0005326	HMEL035825g1.t1	XP_026500523.1
OG0005327	HMEL011622g1.t1	XP_026498834.1
OG0005328	HMEL015396g1.t1	XP_026501120.1
OG0005329	HMEL016190g1.t1	XP_026496342.1
OG0005330	HMEL034385g1.t1	XP_026496343.1
OG0005331	HMEL017541g1.t1	XP_026492962.1
OG0005332	HMEL016192g1.t1	XP_026496427.1
OG0005333	HMEL017038g1.t1	XP_026489914.1
OG0005334	HMEL017540g1.t1	XP_026492963.1
OG0005335	HMEL006359g1.t1	XP_026495408.1
OG0005336	HMEL006357g1.t1	XP_026495484.1
OG0005337	HMEL006356g1.t1	XP_026495481.1
OG0005338	HMEL012603g1.t1	XP_026492266.1
OG0005339	HMEL004020g1.t1	XP_026498492.1
OG0005340	HMEL012602g1.t1	XP_026492149.1
OG0005341	HMEL014728g1.t1	XP_026496111.1
OG0005342	HMEL014727g1.t1	XP_026496113.1
OG0005343	HMEL016085g1.t1	XP_026490664.1
OG0005344	HMEL036263g1.t1	XP_026498498.1
OG0005345	HMEL011983g1.t1	XP_026494079.1
OG0005346	HMEL007393g1.t1	XP_026496114.1
OG0005347	HMEL005566g1.t1	XP_026483593.1
OG0005348	HMEL035358g1.t1	XP_026483544.1
OG0005349	HMEL005568g1.t1	XP_026483541.1
OG0005350	HMEL011306g1.t1	XP_026488826.1
OG0005351	HMEL004920g1.t1	XP_026490667.1
OG0005352	HMEL016115g1.t1	XP_026488765.1
OG0005353	HMEL037489g1.t1	XP_026488976.1
OG0005354	HMEL004919g1.t1	XP_026490665.1
OG0005355	HMEL036623g1.t1	XP_026495815.1, XP_026495816.1
OG0005356	HMEL010022g1.t1	XP_026501186.1
OG0005357	HMEL013986g1.t1	XP_026493992.1
OG0005358	HMEL016266g1.t1	XP_026495726.1
OG0005359	HMEL013984g1.t1	XP_026494090.1
OG0005360	HMEL012599g1.t1	XP_026492172.1
OG0005362	HMEL010789g1.t1	XP_026500963.1
OG0005363	HMEL005843g1.t1	XP_026486736.1
OG0005364	HMEL032426g1.t1	XP_026494305.1
OG0005365	HMEL035356g1.t1	XP_026483539.1
OG0005366	HMEL013982g1.t1	XP_026494579.1
OG0005367	HMEL016119g1.t1	XP_026488762.1
OG0005368	HMEL031434g1.t1	XP_026490186.1
OG0005369	HMEL017535g1.t1	XP_026494685.1
OG0005370	HMEL033960g1.t1	XP_026491035.1
OG0005371	HMEL031771g1.t1	XP_026490144.1
OG0005372	HMEL016078g1.t1	XP_026490691.1, XP_026490690.1
OG0005373	HMEL016195g1.t1	XP_026496324.1
OG0005374	HMEL004031g1.t1	XP_026497212.1
OG0005375	HMEL009649g1.t1	XP_026498407.1
OG0005376	HMEL011616g1.t1	XP_026498830.1
OG0005377	HMEL004588g1.t1	XP_026492890.1
OG0005378	HMEL012595g1.t1	XP_026492199.1
OG0005379	HMEL016264g1.t1	XP_026496037.1
OG0005380	HMEL035801g1.t1	XP_026500499.1
OG0005381	HMEL016263g1.t1	XP_026496038.1
OG0005382	HMEL016080g1.t1	XP_026490693.1
OG0005383	HMEL002749g1.t1	XP_026490195.1
OG0005384	HMEL015825g1.t1	XP_026489306.1
OG0005385	HMEL031403g1.t1	XP_026490197.1
OG0005386	HMEL009249g1.t1	XP_026500504.1
OG0005387	HMEL009653g1.t1	XP_026498094.1
OG0005388	HMEL005297g1.t1	XP_026500628.1
OG0005389	HMEL004392g1.t1	XP_026494597.1
OG0005390	HMEL005293g1.t1	XP_026489747.1
OG0005391	HMEL002223g1.t1	XP_026491767.1
OG0005392	HMEL031404g1.t1	XP_026490182.1
OG0005393	HMEL002224g1.t1	XP_026491761.1
OG0005394	HMEL008985g1.t1	XP_026484295.1
OG0005395	HMEL031405g1.t1	XP_026498523.1, XP_026490193.1
OG0005396	HMEL016124g1.t1	XP_026490663.1
OG0005397	HMEL010564g1.t1	XP_026497260.1
OG0005398	HMEL016199g1.t1	XP_026496337.1
OG0005399	HMEL015821g1.t1	XP_026489291.1
OG0005400	HMEL004591g1.t1	XP_026492919.1
OG0005401	HMEL016201g1.t1	XP_026496340.1
OG0005402	HMEL005468g1.t1	XP_026483457.1
OG0005403	HMEL015819g1.t1	XP_026489338.1
OG0005404	HMEL004592g1.t1	XP_026492905.1
OG0005405	HMEL002226g1.t1	XP_026491771.1
OG0005406	HMEL009655g1.t1	XP_026498100.1
OG0005407	HMEL036406g1.t1	XP_026493450.1
OG0005408	HMEL033958g1.t1	XP_026491770.1
OG0005409	HMEL016204g1.t1	XP_026496335.1
OG0005410	HMEL016127g1.t1	XP_026490656.1
OG0005411	HMEL002228g1.t1	XP_026491769.1
OG0005412	HMEL002229g1.t1	XP_026491766.1
OG0005413	HMEL015818g1.t1	XP_026489337.1
OG0005414	HMEL032931g1.t1	XP_026493632.1
OG0005415	HMEL016130g1.t1	XP_026490653.1
OG0005416	HMEL012588g1.t1	XP_026492182.1
OG0005417	HMEL012589g1.t1	XP_026492180.1
OG0005418	HMEL020809g1.t1	XP_026494643.1
OG0005419	HMEL004595g1.t1	XP_026492895.1
OG0005420	HMEL004926g1.t1	XP_026497181.1
OG0005421	HMEL016554g1.t1	XP_026490211.1
OG0005422	HMEL017049g1.t1	XP_026489913.1
OG0005423	HMEL004928g1.t1	XP_026497182.1
OG0005424	HMEL002371g1.t1	XP_026489719.1
OG0005425	HMEL016552g1.t1	XP_026490205.1
OG0005426	HMEL017410g1.t1	XP_026497206.1
OG0005427	HMEL031767g1.t1	XP_026490087.1
OG0005428	HMEL007909g1.t1	XP_026493457.1
OG0005429	HMEL010986g1.t1	XP_026494235.1
OG0005430	HMEL017052g1.t1	XP_026489887.1
OG0005431	HMEL017053g1.t1	XP_026489890.1
OG0005432	HMEL016254g1.t1	XP_026495730.1
OG0005433	HMEL017522g1.t1	XP_026494658.1
OG0005434	HMEL016253g1.t1	XP_026495842.1
OG0005435	HMEL021089g1.t1, HMEL003388g1.t1	XP_026494273.1
OG0005436	HMEL013046g1.t1	XP_026500448.1
OG0005438	HMEL009659g1.t1	XP_026498113.1
OG0005440	HMEL003437g1.t1	XP_026498806.1
OG0005441	HMEL017055g1.t1	XP_026489891.1
OG0005442	HMEL022548g1.t1	XP_026498114.1
OG0005443	HMEL004323g1.t1	XP_026501149.1
OG0005444	HMEL017056g1.t1	XP_026489886.1
OG0005446	HMEL011862g1.t1	XP_026501104.1
OG0005447	HMEL011861g1.t1	XP_026501105.1
OG0005448	HMEL017058g1.t1	XP_026489889.1
OG0005449	HMEL011859g1.t1	XP_026501094.1
OG0005450	HMEL010280g1.t1	XP_026500176.1
OG0005451	HMEL016137g1.t1	XP_026490658.1, XP_026490659.1
OG0005452	HMEL017059g1.t1	XP_026489895.1
OG0005453	HMEL037984g1.t1	XP_026489629.1
OG0005454	HMEL007170g1.t1	XP_026498470.1
OG0005455	HMEL007913g1.t1	XP_026493111.1
OG0005456	HMEL010686g1.t1	XP_026492494.1
OG0005457	HMEL015813g1.t1	XP_026489290.1
OG0005458	HMEL017060g1.t1	XP_026490018.1
OG0005459	HMEL037986g1.t1	XP_026489635.1
OG0005460	HMEL016542g1.t1	XP_026483277.1
OG0005461	HMEL030728g1.t1	XP_026486607.1
OG0005462	HMEL005551g1.t1	XP_026483287.1
OG0005463	HMEL016250g1.t1	XP_026495790.1
OG0005464	HMEL038060g1.t1	XP_026489632.1
OG0005465	HMEL005550g1.t1	XP_026483284.1
OG0005466	HMEL038061g1.t1	XP_026489631.1
OG0005467	HMEL005544g1.t1	XP_026483280.1
OG0005468	HMEL003185g1.t1	XP_026493639.1
OG0005469	HMEL032451g1.t1	XP_026494437.1
OG0005470	HMEL007166g1.t1	XP_026498445.1
OG0005471	HMEL032452g1.t1	XP_026494357.1
OG0005473	HMEL013380g1.t1	XP_026501404.1
OG0005474	HMEL013379-RA	XP_026501384.1
OG0005475	HMEL016044g1.t1	XP_026493313.1
OG0005476	HMEL013815g1.t1	XP_026494555.1
OG0005477	HMEL005542g1.t1	XP_026483289.1
OG0005478	HMEL038030g1.t1	XP_026489705.1
OG0005479	HMEL016213g1.t1	XP_026496212.1
OG0005480	HMEL010575g1.t1	XP_026497257.1
OG0005481	HMEL016247g1.t1	XP_026495521.1
OG0005482	HMEL005536g1.t1	XP_026483276.1
OG0005483	HMEL009903g1.t1	XP_026489709.1
OG0005484	HMEL008132g1.t1	XP_026490719.1
OG0005485	HMEL016214g1.t1	XP_026496211.1
OG0005486	HMEL009907g1.t1	XP_026489708.1
OG0005487	HMEL008655g1.t1	XP_026501134.1
OG0005488	HMEL008252g1.t1	XP_026495634.1
OG0005489	HMEL015812g1.t1	XP_026489309.1
OG0005490	HMEL032460g1.t1	XP_026494492.1
OG0005491	HMEL032271g1.t1	XP_026497249.1
OG0005492	HMEL008657g1.t1	XP_026501136.1
OG0005493	HMEL008658g1.t1	XP_026501131.1
OG0005494	HMEL008659g1.t1	XP_026501133.1
OG0005495	HMEL009520g1.t1	XP_026490580.1
OG0005496	HMEL012659g1.t1	XP_026497237.1, XP_026497239.1
OG0005497	HMEL002821g1.t1	XP_026499119.1
OG0005498	HMEL012910g1.t1	XP_026498442.1
OG0005499	HMEL034929g1.t1	XP_026501726.1
OG0005500	HMEL022592-RA	XP_026489750.1
OG0005501	HMEL008250g1.t1	XP_026495536.1
OG0005502	HMEL009913g1.t1	XP_026489751.1
OG0005503	HMEL012912g1.t1	XP_026498496.1
OG0005504	HMEL005330g1.t1	XP_026483438.1
OG0005505	HMEL002713g1.t1	XP_026492198.1
OG0005506	HMEL008247g1.t1	XP_026495530.1
OG0005507	HMEL002714g1.t1	XP_026492144.1
OG0005508	HMEL013066g1.t1	XP_026483503.1
OG0005509	HMEL008246g1.t1	XP_026495532.1
OG0005510	HMEL009255g1.t1, HMEL009254g1.t1	XP_026500087.1
OG0005511	HMEL013067g1.t1	XP_026483423.1
OG0005512	HMEL012917g1.t1	XP_026498451.1
OG0005513	HMEL009257g1.t1	XP_026500088.1, XP_026500090.1
OG0005514	HMEL011870g1.t1	XP_026484271.1
OG0005515	HMEL009259g1.t1	XP_026500257.1
OG0005516	HMEL006128g1.t1	XP_026501066.1
OG0005517	HMEL004013g1.t1	XP_026495499.1
OG0005518	HMEL004499g1.t1	XP_026501555.1
OG0005520	HMEL010384g1.t1	XP_026500305.1
OG0005521	HMEL004071g1.t1	XP_026486596.1
OG0005522	HMEL009260-RA	XP_026500234.1
OG0005523	HMEL012576g1.t1	XP_026489989.1
OG0005524	HMEL012922g1.t1	XP_026498504.1
OG0005525	HMEL004072g1.t1	XP_026486604.1
OG0005526	HMEL013073g1.t1	XP_026483471.1
OG0005527	HMEL010385g1.t1	XP_026500277.1
OG0005528	HMEL008223g1.t1	XP_026495497.1, XP_026495498.1
OG0005529	HMEL014412g1.t1	XP_026486418.1
OG0005530	HMEL038018g1.t1	XP_026494292.1
OG0005531	HMEL007643g1.t1	XP_026494293.1
OG0005532	HMEL036245g1.t1	XP_026498506.1
OG0005533	HMEL007641g1.t1	XP_026494295.1
OG0005534	HMEL007640g1.t1	XP_026494290.1
OG0005535	HMEL012925g1.t1	XP_026498518.1
OG0005536	HMEL008221g1.t1	XP_026495914.1
OG0005537	HMEL030409g1.t1	XP_026497564.1
OG0005538	HMEL012926g1.t1	XP_026498519.1
OG0005539	HMEL004109g1.t1	XP_026497673.1
OG0005540	HMEL012927g1.t1	XP_026498517.1
OG0005541	HMEL008241g1.t1	XP_026494651.1
OG0005542	HMEL012929g1.t1	XP_026498423.1
OG0005543	HMEL014562g1.t1	XP_026483460.1
OG0005544	HMEL012567g1.t1	XP_026489901.1
OG0005545	HMEL007635g1.t1	XP_026494243.1
OG0005546	HMEL038019g1.t1	XP_026494209.1
OG0005547	HMEL003197g1.t1	XP_026495789.1
OG0005548	HMEL032237g1.t1	XP_026490381.1
OG0005549	HMEL010984g1.t1	XP_026498508.1
OG0005550	HMEL010983g1.t1	XP_026498516.1
OG0005551	HMEL020711g1.t1	XP_026494418.1
OG0005552	HMEL009264g1.t1	XP_026500092.1
OG0005553	HMEL004075g1.t1	XP_026486586.1
OG0005555	HMEL004077g1.t1	XP_026486611.1
OG0005556	HMEL013214g1.t1	XP_026497708.1
OG0005557	HMEL034858g1.t1	XP_026485539.1
OG0005558	HMEL034857g1.t1	XP_026485527.1
OG0005559	HMEL034856g1.t1	XP_026485519.1
OG0005560	HMEL037954g1.t1	XP_026494200.1
OG0005561	HMEL006763-RA	XP_026484256.1
OG0005562	HMEL009270g1.t1	XP_026500103.1
OG0005563	HMEL036255g1.t1	XP_026498486.1
OG0005564	HMEL009271g1.t1	XP_026500104.1
OG0005565	HMEL004080g1.t1	XP_026486609.1
OG0005566	HMEL037955g1.t1	XP_026494189.1
OG0005567	HMEL004723g1.t1	XP_026494201.1
OG0005568	HMEL015093g1.t1	XP_026484469.1
OG0005569	HMEL004728g1.t1	XP_026494220.1
OG0005570	HMEL008293g1.t1	XP_026498452.1
OG0005571	HMEL021303g1.t1	XP_026499026.1
OG0005572	HMEL022533g1.t1	XP_026484209.1
OG0005574	HMEL004730g1.t1	XP_026494255.1
OG0005575	HMEL020654g1.t1	XP_026483416.1
OG0005576	HMEL012908g1.t1	XP_026498484.1
OG0005577	HMEL012907g1.t1	XP_026498478.1
OG0005578	HMEL006182g1.t1	XP_026498711.1
OG0005579	HMEL020235g1.t1	XP_026484627.1
OG0005580	HMEL011493g1.t1	XP_026494650.1
OG0005581	HMEL011175g1.t1	XP_026490587.1
OG0005582	HMEL037958g1.t1	XP_026494210.1
OG0005583	HMEL035338g1.t1	XP_026483418.1
OG0005584	HMEL003876-RA	XP_026500245.1
OG0005585	HMEL036666g1.t1	XP_026495691.1
OG0005586	HMEL010957g1.t1	XP_026488812.1
OG0005587	HMEL004733g1.t1	XP_026494211.1
OG0005588	HMEL003875g1.t1	XP_026500248.1
OG0005589	HMEL012903g1.t1	XP_026498419.1
OG0005590	HMEL006756g1.t1	XP_026484303.1
OG0005591	HMEL004734g1.t1	XP_026494409.1
OG0005592	HMEL017262g1.t1	XP_026488776.1
OG0005593	HMEL017261g1.t1	XP_026488740.1
OG0005594	HMEL003873g1.t1	XP_026500249.1
OG0005595	HMEL034854g1.t1	XP_026484532.1
OG0005596	HMEL032463g1.t1	XP_026494042.1
OG0005597	HMEL030489g1.t1	XP_026500250.1
OG0005599	HMEL011179g1.t1	XP_026490569.1
OG0005600	HMEL037501g1.t1	XP_026488952.1
OG0005601	HMEL012562g1.t1	XP_026489898.1
OG0005602	HMEL036235g1.t1	XP_026498455.1
OG0005603	HMEL011481g1.t1	XP_026485337.1
OG0005604	HMEL022526g1.t1	XP_026484211.1
OG0005605	HMEL006181g1.t1	XP_026498740.1
OG0005606	HMEL011483g1.t1	XP_026499840.1
OG0005607	HMEL003866g1.t1	XP_026500223.1
OG0005608	HMEL014897g1.t1	XP_026500097.1
OG0005609	HMEL012560g1.t1	XP_026489950.1
OG0005611	HMEL012559g1.t1	XP_026489952.1
OG0005612	HMEL006180g1.t1	XP_026498739.1
OG0005613	HMEL013205g1.t1	XP_026497690.1
OG0005614	HMEL012558g1.t1	XP_026489907.1
OG0005615	HMEL032236g1.t1	XP_026490328.1
OG0005616	HMEL011317g1.t1	XP_026489008.1
OG0005618	HMEL031758g1.t1	XP_026500043.1
OG0005619	HMEL012964g1.t1	XP_026493237.1
OG0005620	HMEL009896g1.t1	XP_026490092.1
OG0005621	HMEL014423g1.t1	XP_026495793.1
OG0005622	HMEL036679g1.t1	XP_026495538.1
OG0005624	HMEL036678g1.t1	XP_026495541.1
OG0005625	HMEL034848g1.t1, HMEL034865g1.t1	XP_026500916.1
OG0005626	HMEL011488g1.t1	XP_026494686.1
OG0005627	HMEL011195g1.t1	XP_026490583.1
OG0005628	HMEL034847g1.t1	XP_026483294.1
OG0005629	HMEL009933g1.t1	XP_026491030.1
OG0005630	HMEL015047g1.t1	XP_026495882.1
OG0005631	HMEL037511g1.t1	XP_026489080.1
OG0005632	HMEL035335g1.t1	XP_026483365.1
OG0005633	HMEL002589g1.t1	XP_026492289.1
OG0005634	HMEL016100g1.t1	XP_026490350.1
OG0005635	HMEL005582g1.t1	XP_026494407.1
OG0005636	HMEL033926g1.t1	XP_026491422.1
OG0005637	HMEL032469g1.t1	XP_026491584.1
OG0005639	HMEL033925g1.t1	XP_026491423.1
OG0005640	HMEL033924g1.t1	XP_026491425.1
OG0005641	HMEL009577g1.t1	XP_026491614.1
OG0005642	HMEL009939g1.t1	XP_026491421.1
OG0005643	HMEL009940g1.t1	XP_026491420.1
OG0005644	HMEL014434g1.t1	XP_026498864.1
OG0005645	HMEL009576g1.t1	XP_026491599.1
OG0005646	HMEL014433g1.t1	XP_026498853.1
OG0005647	HMEL009941g1.t1	XP_026491424.1
OG0005648	HMEL009942g1.t1	XP_026491427.1
OG0005649	HMEL011243g1.t1	XP_026483854.1
OG0005650	HMEL012551g1.t1	XP_026495332.1
OG0005651	HMEL008120g1.t1	XP_026486519.1
OG0005652	HMEL012552g1.t1	XP_026494817.1
OG0005653	HMEL032870g1.t1	XP_026487181.1
OG0005654	HMEL003739g1.t1	XP_026483389.1
OG0005655	HMEL008399g1.t1	XP_026493436.1
OG0005656	HMEL017251g1.t1	XP_026488132.1
OG0005657	HMEL005846g1.t1	XP_026486258.1
OG0005658	HMEL007743g1.t1	XP_026487156.1
OG0005659	HMEL032472g1.t1	XP_026492575.1
OG0005660	HMEL013200g1.t1	XP_026490412.1
OG0005661	HMEL008110g1.t1	XP_026498532.1
OG0005662	HMEL034454g1.t1	XP_026486751.1
OG0005663	HMEL009809g1.t1	XP_026500812.1
OG0005664	HMEL008112g1.t1	XP_026499502.1
OG0005665	HMEL017249g1.t1	XP_026487511.1
OG0005666	HMEL013199g1.t1	XP_026490409.1
OG0005667	HMEL037321g1.t1	XP_026498860.1
OG0005668	HMEL008113g1.t1	XP_026499504.1
OG0005669	HMEL013198g1.t1	XP_026490420.1
OG0005670	HMEL004084g1.t1	XP_026486598.1
OG0005671	HMEL013197g1.t1	XP_026490422.1
OG0005672	HMEL016595g1.t1	XP_026486984.1
OG0005673	HMEL003654g1.t1	XP_026494612.1
OG0005674	HMEL004085g1.t1	XP_026486597.1
OG0005675	HMEL012549g1.t1	XP_026494934.1
OG0005676	HMEL013195g1.t1	XP_026490421.1
OG0005677	HMEL010701g1.t1	XP_026490148.1
OG0005678	HMEL007741g1.t1	XP_026487179.1
OG0005679	HMEL012548g1.t1	XP_026494936.1
OG0005680	HMEL006176g1.t1	XP_026498811.1
OG0005681	HMEL012547g1.t1	XP_026494935.1
OG0005682	HMEL031815g1.t1	XP_026490149.1
OG0005683	HMEL007739g1.t1	XP_026487182.1
OG0005684	HMEL010699g1.t1	XP_026490102.1
OG0005685	HMEL013192g1.t1	XP_026490423.1
OG0005686	HMEL004086g1.t1	XP_026486585.1
OG0005687	HMEL009806g1.t1	XP_026500786.1
OG0005688	HMEL004089g1.t1	XP_026486595.1
OG0005689	HMEL030179g1.t1	XP_026487043.1
OG0005690	HMEL035331g1.t1	XP_026483422.1
OG0005691	HMEL014438g1.t1	XP_026498872.1
OG0005692	HMEL030180g1.t1	XP_026487079.1
OG0005694	HMEL017243g1.t1	XP_026487029.1
OG0005695	HMEL002731g1.t1	XP_026489374.1
OG0005696	HMEL013189g1.t1	XP_026490437.1
OG0005697	HMEL017306g1.t1	XP_026490519.1
OG0005698	HMEL013188g1.t1	XP_026490436.1
OG0005699	HMEL002312g1.t1	XP_026499308.1
OG0005700	HMEL006173g1.t1	XP_026498844.1
OG0005701	HMEL006171g1.t1	XP_026498846.1
OG0005702	HMEL017242g1.t1	XP_026487677.1
OG0005703	HMEL009363g1.t1	XP_026494268.1
OG0005704	HMEL030181g1.t1	XP_026487340.1
OG0005705	HMEL012478g1.t1	XP_026487365.1
OG0005707	HMEL012736g1.t1	XP_026500805.1
OG0005708	HMEL037981g1.t1	XP_026494267.1
OG0005709	HMEL012735g1.t1	XP_026500801.1
OG0005710	HMEL016354g1.t1	XP_026486600.1
OG0005712	HMEL036980g1.t1	XP_026496768.1
OG0005713	HMEL002544g1.t1	XP_026496767.1
OG0005714	HMEL010524g1.t1	XP_026492280.1
OG0005715	HMEL010327g1.t1, HMEL036324g1.t1	XP_026484576.1
OG0005716	HMEL002813g1.t1	XP_026494637.1
OG0005717	HMEL031212g1.t1	XP_026484736.1
OG0005718	HMEL030500g1.t1	XP_026500210.1
OG0005719	HMEL012542g1.t1	XP_026494867.1
OG0005720	HMEL012541g1.t1	XP_026494858.1
OG0005721	HMEL031822g1.t1	XP_026490127.1
OG0005722	HMEL011231-RA	XP_026483779.1
OG0005723	HMEL002552g1.t1	XP_026492225.1
OG0005724	HMEL036978g1.t1	XP_026496866.1
OG0005725	HMEL017235g1.t1	XP_026487451.1
OG0005726	HMEL002539g1.t1	XP_026496865.1
OG0005727	HMEL030184g1.t1	XP_026487484.1
OG0005728	HMEL017233g1.t1	XP_026487947.1
OG0005729	HMEL035022g1.t1	XP_026494903.1
OG0005730	HMEL017996g1.t1	XP_026490134.1
OG0005731	HMEL011586g1.t1	XP_026499287.1
OG0005732	HMEL006187g1.t1	XP_026498769.1
OG0005733	HMEL002812g1.t1	XP_026494646.1
OG0005734	HMEL017231g1.t1	XP_026487958.1
OG0005735	HMEL012533g1.t1	XP_026494965.1
OG0005736	HMEL035324g1.t1	XP_026483567.1
OG0005737	HMEL002810g1.t1	XP_026494610.1
OG0005738	HMEL031827g1.t1	XP_026490142.1
OG0005739	HMEL017229g1.t1	XP_026488542.1
OG0005740	HMEL011228g1.t1	XP_026483684.1
OG0005741	HMEL031210g1.t1	XP_026484372.1
OG0005742	HMEL008731g1.t1	XP_026495968.1
OG0005743	HMEL035783g1.t1	XP_026500807.1
OG0005744	HMEL010402g1.t1	XP_026490354.1
OG0005745	HMEL002445g1.t1	XP_026494400.1
OG0005746	HMEL010755g1.t1	XP_026501143.1
OG0005747	HMEL017224g1.t1	XP_026488099.1
OG0005748	HMEL031398g1.t1, HMEL008733g1.t1	XP_026499327.1
OG0005749	HMEL010756g1.t1	XP_026501132.1
OG0005750	HMEL033920g1.t1	XP_026491502.1
OG0005751	HMEL036427g1.t1	XP_026493530.1
OG0005753	HMEL010758g1.t1	XP_026490770.1
OG0005754	HMEL030190g1.t1	XP_026488111.1
OG0005755	HMEL008388g1.t1	XP_026493266.1
OG0005756	HMEL017220g1.t1	XP_026488122.1
OG0005758	HMEL017219g1.t1	XP_026488052.1
OG0005759	HMEL008735g1.t1	XP_026499335.1
OG0005760	HMEL036160g1.t1	XP_026485599.1
OG0005761	HMEL012530g1.t1	XP_026495182.1
OG0005762	HMEL030191g1.t1	XP_026487927.1
OG0005763	HMEL032864g1.t1	XP_026487173.1
OG0005764	HMEL030192g1.t1	XP_026487848.1
OG0005765	HMEL032863g1.t1	XP_026487169.1
OG0005766	HMEL032862g1.t1	XP_026487167.1
OG0005767	HMEL017216g1.t1	XP_026487936.1
OG0005768	HMEL002437g1.t1	XP_026487160.1
OG0005769	HMEL011221g1.t1	XP_026483627.1
OG0005770	HMEL013885g1.t1	XP_026483558.1, XP_026483559.1
OG0005771	HMEL032861g1.t1	XP_026487163.1
OG0005772	HMEL011227g1.t1	XP_026483689.1
OG0005773	HMEL011216g1.t1	XP_026483629.1
OG0005774	HMEL010336g1.t1	XP_026484370.1
OG0005775	HMEL009811g1.t1	XP_026500892.1
OG0005776	HMEL017480g1.t1	XP_026496354.1
OG0005777	HMEL031209g1.t1	XP_026484371.1
OG0005778	HMEL014140g1.t1	XP_026497921.1
OG0005780	HMEL017961g1.t1	XP_026491040.1
OG0005781	HMEL002802g1.t1	XP_026494621.1
OG0005782	HMEL013884g1.t1	XP_026483570.1
OG0005783	HMEL011213g1.t1	XP_026483855.1
OG0005785	HMEL017482g1.t1	XP_026496316.1, XP_026496315.1
OG0005786	HMEL014136g1.t1	XP_026497932.1
OG0005787	HMEL014135g1.t1	XP_026497934.1
OG0005788	HMEL009736g1.t1	XP_026490358.1
