Orthogroup	Heliconius_melpomene_melpomene	Pararge_aegeria
OG0006080	HMEL031855g1.t1	XP_039749198.1
OG0006081	HMEL033193g1.t1	XP_039752333.1
OG0006082	HMEL017883g1.t1	XP_039751338.1
OG0006083	HMEL034878g1.t1	XP_039751555.1
OG0006084	HMEL016603g1.t1	XP_039751531.1
OG0006085	HMEL006223g1.t1	XP_039747054.1
OG0006086	HMEL016318g1.t1	XP_039761211.1
OG0006087	HMEL006221g1.t1	XP_039747053.1
OG0006088	HMEL011916g1.t1	XP_039752855.1
OG0006089	HMEL010434g1.t1, HMEL005723g1.t1	XP_039755813.1
OG0006090	HMEL016434g1.t1	XP_039751275.1
OG0006091	HMEL002763g1.t1	XP_039757606.1
OG0006092	HMEL016317g1.t1	XP_039761201.1
OG0006093	HMEL030217g1.t1	XP_039764697.1
OG0006094	HMEL016437g1.t1	XP_039751374.1
OG0006095	HMEL007225g1.t1	XP_039756283.1
OG0006096	HMEL032834g1.t1	XP_039754503.1
OG0006097	HMEL009768g1.t1	XP_039765572.1
OG0006098	HMEL032835g1.t1	XP_039754580.1
OG0006099	HMEL007976g1.t1	XP_039763916.1
OG0006101	HMEL030769g1.t1	XP_039759467.1
OG0006102	HMEL016438g1.t1	XP_039751118.1
OG0006103	HMEL010473g1.t1	XP_039759514.1
OG0006104	HMEL032836g1.t1	XP_039754581.1
OG0006105	HMEL005511g1.t1	XP_039754453.1
OG0006106	HMEL037725g1.t1	XP_039755404.1
OG0006107	HMEL007426g1.t1	XP_039758509.1
OG0006108	HMEL003843-RA, HMEL009157-RA	XP_039755175.1
OG0006109	HMEL030219g1.t1	XP_039764728.1
OG0006110	HMEL012404g1.t1	XP_039764729.1
OG0006111	HMEL008541g1.t1	XP_039755920.1
OG0006112	HMEL012214g1.t1	XP_039747923.1
OG0006113	HMEL032826g1.t1	XP_039754400.1
OG0006114	HMEL011919g1.t1	XP_039753701.1
OG0006115	HMEL009774g1.t1	XP_039765298.1
OG0006116	HMEL016442g1.t1	XP_039751603.1
OG0006117	HMEL005574g1.t1	XP_039754222.1
OG0006118	HMEL005162g1.t1	XP_039745887.1
OG0006119	HMEL032506g1.t1	XP_039759459.1
OG0006120	HMEL005163g1.t1	XP_039745840.1
OG0006121	HMEL032814g1.t1	XP_039754034.1
OG0006122	HMEL005573g1.t1	XP_039754237.1
OG0006123	HMEL007687g1.t1	XP_039759151.1
OG0006124	HMEL034821g1.t1	XP_039751666.1
OG0006126	HMEL011922g1.t1	XP_039753378.1
OG0006127	HMEL008537g1.t1	XP_039758793.1
OG0006128	HMEL007686g1.t1	XP_039759430.1
OG0006129	HMEL006404g1.t1	XP_039756932.1
OG0006130	HMEL016313g1.t1	XP_039760923.1
OG0006131	HMEL015709g1.t1	XP_039760049.1
OG0006132	HMEL008488g1.t1	XP_039748124.1
OG0006133	HMEL031184g1.t1	XP_039765438.1
OG0006134	HMEL007685g1.t1	XP_039758898.1
OG0006135	HMEL031183g1.t1	XP_039765439.1
OG0006136	HMEL009782g1.t1	XP_039765440.1
OG0006137	HMEL003264g1.t1	XP_039751268.1
OG0006138	HMEL034139g1.t1	XP_039762324.1
OG0006139	HMEL003265g1.t1	XP_039751339.1
OG0006140	HMEL007781g1.t1	XP_039755616.1
OG0006141	HMEL016971g1.t1	XP_039760821.1
OG0006142	HMEL007681g1.t1	XP_039759341.1
OG0006143	HMEL002142g1.t1	XP_039763683.1
OG0006144	HMEL015710g1.t1	XP_039760345.1
OG0006145	HMEL007780g1.t1	XP_039755533.1
OG0006146	HMEL037879g1.t1	XP_039758171.1
OG0006147	HMEL031367g1.t1	XP_039747215.1
OG0006148	HMEL037880g1.t1	XP_039758143.1
OG0006149	HMEL011926g1.t1	XP_039753629.1
OG0006150	HMEL013444g1.t1	XP_039762151.1
OG0006151	HMEL030774g1.t1	XP_039753501.1
OG0006152	HMEL007706g1.t1	XP_039745616.1
OG0006153	HMEL009786g1.t1	XP_039745314.1
OG0006154	HMEL008534g1.t1	XP_039753513.1
OG0006155	HMEL009787g1.t1	XP_039745071.1
OG0006156	HMEL008533g1.t1	XP_039753525.1
OG0006157	HMEL016978g1.t1	XP_039760517.1
OG0006158	HMEL032510g1.t1	XP_039759643.1, XP_039759644.1
OG0006159	HMEL008532g1.t1	XP_039753468.1
OG0006160	HMEL016828g1.t1	XP_039765651.1
OG0006161	HMEL017845g1.t1	XP_039755702.1
OG0006162	HMEL008530g1.t1	XP_039753490.1
OG0006163	HMEL007704g1.t1	XP_039746412.1
OG0006164	HMEL008529g1.t1	XP_039753456.1
OG0006165	HMEL012411g1.t1	XP_039765156.1
OG0006166	HMEL007703g1.t1	XP_039746270.1
OG0006167	HMEL012412g1.t1	XP_039764860.1
OG0006168	HMEL007674g1.t1	XP_039759570.1
OG0006169	HMEL037882g1.t1	XP_039757655.1
OG0006170	HMEL016826g1.t1	XP_039745521.1
OG0006171	HMEL016979g1.t1	XP_039760843.1
OG0006172	HMEL022255g1.t1	XP_039759389.1
OG0006173	HMEL011763g1.t1	XP_039747887.1
OG0006174	HMEL025039g1.t1	XP_039763436.1
OG0006175	HMEL012415g1.t1	XP_039764646.1
OG0006176	HMEL008626g1.t1	XP_039760413.1
OG0006177	HMEL012416g1.t1	XP_039764662.1
OG0006178	HMEL025040g1.t1	XP_039763360.1
OG0006179	HMEL014386g1.t1	XP_039758262.1
OG0006180	HMEL015839g1.t1	XP_039761338.1
OG0006181	HMEL015112g1.t1	XP_039759328.1, XP_039759329.1
OG0006182	HMEL008706g1.t1	XP_039754560.1
OG0006183	HMEL008624g1.t1	XP_039760598.1
OG0006184	HMEL008705g1.t1	XP_039754289.1
OG0006185	HMEL015713-RA	XP_039760212.1
OG0006186	HMEL034605g1.t1	XP_039760712.1
OG0006187	HMEL012419g1.t1	XP_039763347.1
OG0006188	HMEL025042g1.t1	XP_039763952.1
OG0006189	HMEL009794g1.t1	XP_039745079.1
OG0006190	HMEL016824g1.t1	XP_039746815.1
OG0006191	HMEL015714g1.t1	XP_039760061.1
OG0006192	HMEL037890g1.t1	XP_039757967.1
OG0006193	HMEL015715g1.t1	XP_039760062.1
OG0006194	HMEL012265g1.t1	XP_039746522.1
OG0006195	HMEL035796g1.t1	XP_039763700.1
OG0006196	HMEL026016g1.t1	XP_039750060.1
OG0006197	HMEL035062g1.t1	XP_039746853.1
OG0006198	HMEL010129g1.t1	XP_039750975.1
OG0006199	HMEL032812g1.t1	XP_039754003.1
OG0006200	HMEL011934g1.t1	XP_039753006.1
OG0006201	HMEL032811g1.t1	XP_039754005.1
OG0006202	HMEL013692g1.t1	XP_039755955.1
OG0006203	HMEL010310g1.t1	XP_039747740.1
OG0006204	HMEL033877g1.t1	XP_039746022.1
OG0006205	HMEL010128g1.t1	XP_039750689.1
OG0006206	HMEL015717g1.t1	XP_039759736.1
OG0006207	HMEL015720g1.t1	XP_039760053.1
OG0006208	HMEL017758g1.t1	XP_039746387.1
OG0006209	HMEL004893g1.t1	XP_039749204.1
OG0006210	HMEL033876g1.t1	XP_039746444.1
OG0006211	HMEL003216g1.t1	XP_039749555.1
OG0006212	HMEL037577g1.t1	XP_039755359.1
OG0006213	HMEL017761g1.t1	XP_039746004.1
OG0006214	HMEL013684g1.t1	XP_039755757.1
OG0006215	HMEL031570g1.t1	XP_039752946.1
OG0006216	HMEL015723g1.t1	XP_039759969.1
OG0006217	HMEL013683g1.t1	XP_039755696.1
OG0006218	HMEL012268g1.t1	XP_039747370.1
OG0006219	HMEL017760g1.t1	XP_039745558.1
OG0006220	HMEL013682g1.t1	XP_039755960.1
OG0006221	HMEL016822g1.t1	XP_039749308.1
OG0006222	HMEL017770g1.t1	XP_039745574.1
OG0006223	HMEL035068g1.t1	XP_039746905.1
OG0006224	HMEL006409g1.t1	XP_039757328.1
OG0006225	HMEL035067g1.t1	XP_039747268.1
OG0006226	HMEL007125g1.t1	XP_039748812.1
OG0006227	HMEL012272g1.t1	XP_039746940.1
OG0006228	HMEL013681g1.t1	XP_039755795.1
OG0006229	HMEL013680g1.t1	XP_039755325.1
OG0006230	HMEL031364g1.t1	XP_039747553.1
OG0006231	HMEL021221g1.t1	XP_039748655.1
OG0006232	HMEL006541g1.t1	XP_039765973.1
OG0006233	HMEL032522g1.t1	XP_039759587.1
OG0006234	HMEL011939g1.t1	XP_039753729.1
OG0006235	HMEL014388g1.t1	XP_039758253.1
OG0006236	HMEL006543g1.t1	XP_039745203.1
OG0006237	HMEL031880g1.t1, HMEL021222g1.t1	XP_039748654.1
OG0006238	HMEL011940g1.t1	XP_039753728.1
OG0006239	HMEL008091g1.t1	XP_039750221.1
OG0006240	HMEL006652g1.t1	XP_039760261.1
OG0006241	HMEL017774g1.t1	XP_039746057.1
OG0006242	HMEL006544g1.t1	XP_039765639.1
OG0006243	HMEL017775g1.t1	XP_039746178.1
OG0006244	HMEL008090g1.t1	XP_039750237.1
OG0006246	HMEL006545g1.t1	XP_039765805.1
OG0006247	HMEL002733g1.t1	XP_039762002.1
OG0006248	HMEL012274g1.t1	XP_039746918.1
OG0006249	HMEL002161g1.t1	XP_039763535.1
OG0006250	HMEL031882g1.t1	XP_039748968.1
OG0006251	HMEL010826g1.t1	XP_039762493.1
OG0006252	HMEL013677g1.t1	XP_039755666.1
OG0006253	HMEL012275g1.t1	XP_039747043.1
OG0006254	HMEL005789g1.t1	XP_039754745.1
OG0006255	HMEL006553g1.t1	XP_039745171.1
OG0006256	HMEL006040g1.t1	XP_039750236.1
OG0006257	HMEL034330g1.t1	XP_039754953.1
OG0006258	HMEL004305g1.t1	XP_039751093.1
OG0006259	HMEL017572g1.t1	XP_039753451.1
OG0006260	HMEL005787g1.t1	XP_039755231.1
OG0006261	HMEL005816g1.t1	XP_039761029.1
OG0006262	HMEL031883g1.t1	XP_039748807.1
OG0006263	HMEL031627g1.t1	XP_039753637.1
OG0006264	HMEL004301g1.t1	XP_039751640.1
OG0006265	HMEL015752g1.t1	XP_039755167.1
OG0006266	HMEL006042g1.t1	XP_039750580.1
OG0006267	HMEL037572g1.t1	XP_039755697.1
OG0006268	HMEL015014g1.t1	XP_039760013.1
OG0006269	HMEL036105g1.t1	XP_039750546.1
OG0006270	HMEL008064g1.t1	XP_039754027.1
OG0006271	HMEL004297g1.t1	XP_039751002.1
OG0006272	HMEL003210g1.t1	XP_039749635.1
OG0006273	HMEL006555g1.t1	XP_039765823.1
OG0006274	HMEL006556g1.t1	XP_039765595.1
OG0006275	HMEL004295g1.t1	XP_039751433.1
OG0006276	HMEL015745g1.t1	XP_039754696.1
OG0006277	HMEL012429g1.t1	XP_039765251.1
OG0006278	HMEL004294g1.t1	XP_039751705.1
OG0006279	HMEL004293g1.t1	XP_039751082.1
OG0006280	HMEL016810g1.t1	XP_039748403.1
OG0006281	HMEL015032g1.t1	XP_039752227.1
OG0006282	HMEL030781g1.t1	XP_039760437.1
OG0006283	HMEL034325g1.t1	XP_039755174.1
OG0006284	HMEL015031g1.t1	XP_039752588.1
OG0006285	HMEL014395g1.t1	XP_039758599.1
OG0006286	HMEL004291g1.t1	XP_039751083.1
OG0006287	HMEL005811g1.t1	XP_039758462.1
OG0006288	HMEL032804g1.t1	XP_039753894.1
OG0006289	HMEL014396g1.t1	XP_039758670.1
OG0006290	HMEL036109g1.t1	XP_039750944.1
OG0006291	HMEL012430g1.t1	XP_039765027.1
OG0006292	HMEL035650g1.t1	XP_039763285.1
OG0006294	HMEL010658g1.t1	XP_039760414.1
OG0006295	HMEL012431g1.t1	XP_039765186.1
OG0006296	HMEL012280g1.t1	XP_039747182.1
OG0006297	HMEL012281g1.t1	XP_039747136.1
OG0006298	HMEL012433g1.t1	XP_039764546.1
OG0006299	HMEL012283g1.t1	XP_039746917.1
OG0006300	HMEL005916g1.t1	XP_039755748.1
OG0006301	HMEL004160g1.t1	XP_039758915.1
OG0006302	HMEL013077g1.t1	XP_039745152.1
OG0006303	HMEL037049g1.t1	XP_039749456.1
OG0006304	HMEL012435g1.t1	XP_039764580.1
OG0006305	HMEL016807g1.t1	XP_039747646.1
OG0006306	HMEL012436g1.t1	XP_039764830.1
OG0006307	HMEL017731g1.t1	XP_039746369.1
OG0006308	HMEL008053g1.t1	XP_039751033.1
OG0006309	HMEL037047g1.t1, HMEL037048g1.t1	XP_039750050.1
OG0006310	HMEL032530g1.t1	XP_039759343.1
OG0006311	HMEL017734g1.t1	XP_039745927.1
OG0006312	HMEL017735g1.t1	XP_039745924.1
OG0006313	HMEL030792g1.t1	XP_039756977.1
OG0006314	HMEL020015g1.t1	XP_039751035.1
OG0006315	HMEL032531g1.t1	XP_039759301.1
OG0006316	HMEL006560g1.t1	XP_039765508.1
OG0006317	HMEL005921g1.t1	XP_039757253.1
OG0006318	HMEL014271g1.t1	XP_039762745.1
OG0006319	HMEL012438g1.t1	XP_039765022.1
OG0006320	HMEL004164g1.t1	XP_039759659.1
OG0006321	HMEL014269g1.t1	XP_039762902.1
OG0006322	HMEL030234g1.t1	XP_039764930.1
OG0006324	HMEL017583g1.t1	XP_039752960.1
OG0006325	HMEL012442g1.t1	XP_039764717.1
OG0006326	HMEL012443g1.t1	XP_039765275.1
OG0006327	HMEL009322g1.t1	XP_039747652.1
OG0006328	HMEL005923g1.t1	XP_039761861.1
OG0006329	HMEL030235g1.t1	XP_039765274.1
OG0006330	HMEL014267g1.t1	XP_039762784.1
OG0006332	HMEL008346g1.t1	XP_039756297.1
OG0006333	HMEL037226g1.t1	XP_039762646.1
OG0006334	HMEL008347g1.t1	XP_039756523.1
OG0006335	HMEL008348g1.t1	XP_039756622.1
OG0006338	HMEL035314g1.t1	XP_039752159.1
OG0006339	HMEL013965g1.t1	XP_039758102.1
OG0006340	HMEL010665g1.t1	XP_039760770.1
OG0006341	HMEL007897g1.t1	XP_039755925.1
OG0006342	HMEL012444g1.t1	XP_039765271.1
OG0006343	HMEL005924-RA	XP_039761210.1
OG0006344	HMEL012447g1.t1	XP_039764807.1
OG0006345	HMEL008455g1.t1	XP_039763239.1
OG0006346	HMEL007899g1.t1	XP_039755695.1
OG0006347	HMEL008350g1.t1	XP_039756132.1
OG0006348	HMEL005626g1.t1	XP_039757775.1
OG0006349	HMEL010667g1.t1	XP_039760835.1
OG0006350	HMEL007900g1.t1	XP_039755719.1
OG0006351	HMEL016160g1.t1	XP_039747498.1
OG0006352	HMEL008352g1.t1	XP_039756226.1
OG0006353	HMEL013411g1.t1	XP_039759071.1
OG0006354	HMEL009326g1.t1	XP_039748455.1
OG0006355	HMEL010668g1.t1	XP_039760776.1
OG0006356	HMEL033550g1.t1	XP_039756891.1
OG0006358	HMEL017584g1.t1	XP_039753102.1
OG0006359	HMEL009245g1.t1	XP_039759626.1
OG0006360	HMEL016328g1.t1	XP_039761171.1
OG0006361	HMEL033547g1.t1	XP_039756913.1
OG0006362	HMEL004573g1.t1	XP_039762037.1
OG0006363	HMEL010103g1.t1	XP_039749325.1
OG0006364	HMEL010669g1.t1	XP_039760417.1
OG0006365	HMEL004572g1.t1	XP_039762421.1
OG0006366	HMEL017586g1.t1	XP_039753344.1
OG0006367	HMEL008057g1.t1	XP_039751642.1
OG0006368	HMEL005929g1.t1	XP_039760643.1
OG0006369	HMEL009330g1.t1	XP_039748186.1
OG0006370	HMEL016801g1.t1	XP_039750084.1
OG0006371	HMEL002777g1.t1	XP_039749503.1
OG0006372	HMEL008459g1.t1	XP_039763603.1
OG0006373	HMEL008356g1.t1	XP_039756078.1
OG0006374	HMEL002778g1.t1	XP_039749997.1
OG0006375	HMEL032541g1.t1	XP_039759599.1
OG0006376	HMEL036637g1.t1	XP_039756420.1
OG0006377	HMEL016799g1.t1	XP_039760369.1
OG0006378	HMEL036636g1.t1	XP_039756467.1
OG0006379	HMEL004570g1.t1	XP_039762436.1
OG0006380	HMEL012775g1.t1	XP_039759634.1
OG0006381	HMEL011137g1.t1	XP_039757266.1
OG0006382	HMEL011139g1.t1	XP_039756911.1
OG0006383	HMEL016159g1.t1	XP_039746627.1
OG0006384	HMEL010676g1.t1	XP_039760884.1
OG0006385	HMEL008921g1.t1	XP_039756558.1
OG0006386	HMEL011140g1.t1	XP_039757028.1
OG0006387	HMEL011570g1.t1	XP_039752528.1
OG0006388	HMEL010678g1.t1	XP_039760789.1
OG0006389	HMEL004547g1.t1	XP_039752055.1
OG0006390	HMEL012776g1.t1	XP_039759330.1
OG0006391	HMEL036680g1.t1	XP_039756620.1
OG0006392	HMEL009338g1.t1	XP_039748258.1
OG0006393	HMEL011142g1.t1	XP_039756967.1
OG0006394	HMEL035080g1.t1	XP_039746761.1
OG0006395	HMEL033545g1.t1	XP_039757327.1
OG0006396	HMEL035081g1.t1	XP_039746754.1
OG0006397	HMEL005348g1.t1	XP_039749676.1
OG0006398	HMEL021570g1.t1	XP_039759498.1
OG0006399	HMEL005349g1.t1	XP_039749606.1
OG0006400	HMEL008926g1.t1	XP_039756107.1
OG0006401	HMEL016097g1.t1	XP_039759476.1
OG0006402	HMEL033856g1.t1	XP_039745789.1
OG0006403	HMEL036683g1.t1	XP_039756108.1
OG0006404	HMEL018052g1.t1	XP_039746332.1
OG0006405	HMEL036684g1.t1	XP_039756109.1
OG0006406	HMEL013078g1.t1	XP_039745205.1
OG0006407	HMEL012452g1.t1	XP_039764713.1
OG0006408	HMEL018051g1.t1	XP_039745790.1
OG0006409	HMEL031890g1.t1	XP_039749324.1
OG0006410	HMEL018048g1.t1	XP_039745899.1
OG0006411	HMEL012453g1.t1	XP_039764549.1
OG0006412	HMEL004933g1.t1	XP_039751296.1
OG0006413	HMEL007905g1.t1	XP_039755392.1
OG0006414	HMEL018046g1.t1	XP_039746274.1
OG0006415	HMEL010223g1.t1, HMEL009964g1.t1	XP_039758070.1
OG0006416	HMEL034809g1.t1	XP_039751718.1
OG0006417	HMEL032184g1.t1	XP_039747590.1
OG0006418	HMEL010683g1.t1	XP_039760659.1
OG0006419	HMEL018045g1.t1	XP_039745739.1
OG0006420	HMEL008930g1.t1	XP_039756110.1
OG0006421	HMEL035092g1.t1	XP_039746477.1
OG0006422	HMEL010685g1.t1	XP_039760708.1
OG0006423	HMEL009341g1.t1	XP_039748164.1
OG0006424	HMEL022156g1.t1	XP_039750376.1
OG0006425	HMEL006698g1.t1	XP_039761476.1
OG0006426	HMEL005352g1.t1	XP_039749597.1
OG0006427	HMEL030862g1.t1	XP_039755504.1
OG0006428	HMEL011947g1.t1	XP_039759314.1
OG0006429	HMEL010029g1.t1	XP_039754896.1
OG0006430	HMEL011598g1.t1	XP_039756708.1
OG0006431	HMEL010028g1.t1	XP_039755102.1
OG0006432	HMEL030861g1.t1	XP_039755517.1
OG0006433	HMEL036735g1.t1	XP_039756612.1
OG0006434	HMEL016601g1.t1	XP_039761056.1
OG0006435	HMEL009958g1.t1	XP_039757498.1
OG0006436	HMEL036734g1.t1	XP_039756317.1
OG0006437	HMEL007581g1.t1	XP_039758972.1
OG0006438	HMEL005473g1.t1	XP_039755640.1
OG0006439	HMEL002203g1.t1	XP_039759839.1
OG0006440	HMEL036733g1.t1	XP_039756368.1
OG0006441	HMEL036732g1.t1	XP_039756167.1
OG0006442	HMEL007754g1.t1	XP_039759306.1
OG0006443	HMEL030239g1.t1	XP_039765147.1
OG0006444	HMEL018041g1.t1	XP_039746320.1
OG0006445	HMEL021200g1.t1	XP_039759697.1
OG0006446	HMEL036730g1.t1	XP_039756374.1
OG0006447	HMEL018040g1.t1	XP_039745693.1
OG0006448	HMEL009342g1.t1	XP_039748000.1
OG0006449	HMEL003254g1.t1	XP_039754935.1
OG0006450	HMEL037916g1.t1, HMEL037915g1.t1, HMEL022061g1.t1	XP_039757784.1
OG0006451	HMEL022218g1.t1	XP_039758242.1
OG0006452	HMEL005478g1.t1	XP_039755402.1
OG0006453	HMEL012460g1.t1	XP_039765159.1
OG0006454	HMEL012461g1.t1	XP_039765024.1
OG0006455	HMEL011811g1.t1	XP_039749120.1
OG0006456	HMEL036483g1.t1	XP_039758633.1
OG0006457	HMEL032577g1.t1	XP_039758979.1
OG0006458	HMEL030860g1.t1	XP_039761957.1
OG0006459	HMEL014880g1.t1	XP_039752132.1
OG0006460	HMEL012464g1.t1	XP_039764979.1
OG0006461	HMEL003824g1.t1	XP_039747206.1
OG0006462	HMEL030859g1.t1	XP_039754605.1
OG0006463	HMEL002168g1.t1	XP_039763884.1
OG0006466	HMEL005481g1.t1	XP_039755276.1
OG0006468	HMEL021129g1.t1	XP_039747738.1
OG0006469	HMEL032122g1.t1, HMEL020067g1.t1	XP_039748177.1
OG0006470	HMEL005482g1.t1	XP_039755281.1
OG0006471	HMEL004574g1.t1	XP_039762362.1
OG0006472	HMEL017964g1.t1	XP_039757977.1
OG0006473	HMEL004577g1.t1	XP_039762386.1
OG0006474	HMEL007155g1.t1	XP_039758706.1
OG0006475	HMEL004576g1.t1	XP_039762227.1
OG0006476	HMEL007153g1.t1	XP_039758887.1
OG0006478	HMEL005485g1.t1	XP_039755954.1, XP_039755952.1
OG0006479	HMEL031153g1.t1	XP_039765657.1
OG0006480	HMEL036488g1.t1	XP_039758886.1
OG0006481	HMEL036093g1.t1	XP_039750886.1
OG0006483	HMEL012931g1.t1	XP_039753301.1
OG0006484	HMEL004579g1.t1	XP_039762351.1
OG0006485	HMEL002169g1.t1	XP_039764008.1
OG0006486	HMEL030426g1.t1	XP_039759775.1
OG0006488	HMEL007823g1.t1	XP_039745175.1
OG0006489	HMEL030428g1.t1	XP_039759978.1
OG0006490	HMEL007535g1.t1	XP_039763253.1
OG0006491	HMEL002087g1.t1	XP_039760496.1
OG0006492	HMEL012933g1.t1	XP_039753346.1
OG0006493	HMEL012934g1.t1	XP_039753131.1
OG0006494	HMEL007533g1.t1	XP_039764774.1
OG0006495	HMEL012935g1.t1	XP_039753183.1
OG0006496	HMEL004580g1.t1	XP_039762077.1
OG0006497	HMEL011324g1.t1	XP_039748944.1
OG0006498	HMEL016985g1.t1	XP_039750842.1
OG0006499	HMEL030248g1.t1	XP_039764582.1
OG0006500	HMEL012476g1.t1	XP_039764767.1
OG0006501	HMEL011323g1.t1	XP_039749113.1
OG0006502	HMEL009353g1.t1	XP_039748323.1
OG0006503	HMEL012477g1.t1	XP_039764768.1
OG0006504	HMEL002088g1.t1	XP_039760699.1
OG0006505	HMEL012481g1.t1	XP_039764771.1
OG0006506	HMEL003726g1.t1	XP_039756253.1
OG0006507	HMEL012483g1.t1	XP_039764396.1
OG0006508	HMEL034104g1.t1	XP_039762045.1
OG0006509	HMEL012937g1.t1	XP_039753663.1
OG0006510	HMEL005119g1.t1	XP_039751116.1
OG0006511	HMEL012484g1.t1	XP_039764385.1
OG0006512	HMEL003095g1.t1	XP_039755937.1
OG0006513	HMEL033848g1.t1	XP_039746080.1
OG0006514	HMEL031898g1.t1	XP_039749294.1
OG0006515	HMEL016140g1.t1	XP_039746830.1
OG0006516	HMEL009357g1.t1	XP_039748327.1
OG0006517	HMEL033649g1.t1	XP_039757250.1
OG0006518	HMEL036090g1.t1	XP_039750380.1
OG0006519	HMEL012486g1.t1	XP_039764703.1
OG0006520	HMEL002518g1.t1	XP_039748834.1
OG0006521	HMEL016739g1.t1	XP_039754166.1
OG0006522	HMEL007529g1.t1	XP_039746576.1
OG0006523	HMEL032796g1.t1	XP_039753914.1
OG0006524	HMEL035084g1.t1	XP_039746831.1
OG0006525	HMEL016141g1.t1	XP_039747181.1
OG0006526	HMEL002514g1.t1	XP_039749337.1
OG0006527	HMEL016143g1.t1	XP_039747311.1
OG0006528	HMEL012488g1.t1	XP_039764892.1
OG0006529	HMEL012489g1.t1	XP_039765145.1
OG0006530	HMEL012490g1.t1	XP_039764558.1
OG0006531	HMEL007494g1.t1	XP_039760043.1
OG0006532	HMEL031900g1.t1	XP_039749288.1
OG0006533	HMEL016743g1.t1	XP_039754219.1
OG0006534	HMEL007495g1.t1	XP_039760274.1
OG0006535	HMEL013229g1.t1	XP_039762277.1
OG0006536	HMEL035083g1.t1	XP_039746850.1
OG0006537	HMEL002170g1.t1	XP_039763864.1, XP_039763865.1
OG0006538	HMEL012492g1.t1	XP_039765262.1
OG0006539	HMEL012940g1.t1	XP_039753656.1
OG0006540	HMEL014866g1.t1	XP_039748304.1
OG0006541	HMEL016146g1.t1	XP_039746837.1
OG0006542	HMEL014156g1.t1	XP_039751792.1
OG0006543	HMEL034641g1.t1	XP_039760817.1
OG0006544	HMEL017908g1.t1	XP_039755269.1
OG0006545	HMEL016148g1.t1	XP_039747505.1
OG0006546	HMEL008340g1.t1	XP_039751791.1
OG0006547	HMEL004515g1.t1	XP_039748851.1
OG0006548	HMEL036498g1.t1	XP_039758788.1, XP_039758789.1
OG0006549	HMEL013916g1.t1	XP_039764111.1
OG0006551	HMEL016152g1.t1	XP_039746804.1
OG0006552	HMEL034803g1.t1	XP_039751255.1
OG0006553	HMEL004514g1.t1	XP_039748600.1
OG0006554	HMEL036089g1.t1	XP_039750958.1
OG0006555	HMEL016153g1.t1	XP_039746962.1
OG0006556	HMEL003069g1.t1	XP_039754633.1
OG0006557	HMEL013185g1.t1	XP_039760472.1
OG0006558	HMEL034311g1.t1	XP_039754761.1
OG0006559	HMEL032131g1.t1	XP_039748369.1
OG0006560	HMEL009760g1.t1	XP_039755138.1
OG0006561	HMEL016991g1.t1	XP_039750571.1
OG0006562	HMEL014870g1.t1	XP_039748478.1
OG0006563	HMEL031618g1.t1	XP_039752900.1
OG0006564	HMEL032552g1.t1	XP_039759525.1
OG0006565	HMEL012944g1.t1	XP_039752923.1
OG0006566	HMEL009757g1.t1	XP_039755128.1
OG0006567	HMEL034309g1.t1	XP_039755125.1
OG0006568	HMEL010221g1.t1	XP_039756807.1
OG0006569	HMEL004431g1.t1	XP_039762137.1
OG0006570	HMEL012945g1.t1	XP_039753613.1
OG0006571	HMEL032556g1.t1, HMEL032557g1.t1	XP_039758973.1
OG0006572	HMEL012947g1.t1	XP_039753209.1
OG0006573	HMEL013183g1.t1	XP_039760625.1
OG0006574	HMEL032559g1.t1	XP_039759603.1
OG0006575	HMEL010206g1.t1	XP_039752178.1
OG0006576	HMEL012948g1.t1	XP_039752975.1
OG0006577	HMEL005363g1.t1	XP_039750183.1
OG0006578	HMEL032566g1.t1	XP_039758976.1
OG0006579	HMEL013181g1.t1	XP_039760628.1
OG0006580	HMEL004429g1.t1	XP_039762043.1
OG0006581	HMEL007956g1.t1	XP_039751301.1
OG0006582	HMEL007955g1.t1	XP_039751406.1
OG0006583	HMEL008564g1.t1	XP_039755354.1
OG0006584	HMEL004428g1.t1	XP_039762415.1
OG0006585	HMEL036367g1.t1	XP_039758862.1
OG0006586	HMEL014701g1.t1	XP_039764190.1
OG0006587	HMEL009754g1.t1	XP_039754771.1
OG0006588	HMEL002211g1.t1	XP_039764761.1
OG0006589	HMEL012949g1.t1	XP_039752977.1
OG0006590	HMEL004426g1.t1	XP_039762419.1
OG0006591	HMEL034306g1.t1	XP_039754911.1
OG0006592	HMEL009752g1.t1	XP_039754910.1
OG0006593	HMEL012049g1.t1	XP_039751577.1
OG0006594	HMEL009751g1.t1	XP_039754920.1
OG0006595	HMEL007515g1.t1	XP_039747600.1
OG0006596	HMEL014327g1.t1	XP_039748750.1
OG0006597	HMEL007514g1.t1	XP_039750191.1
OG0006598	HMEL009750g1.t1	XP_039755035.1
OG0006599	HMEL012956g1.t1	XP_039752953.1
OG0006600	HMEL034801g1.t1	XP_039751191.1
OG0006601	HMEL002496g1.t1	XP_039756097.1
OG0006602	HMEL016998g1.t1	XP_039750738.1
OG0006603	HMEL002497g1.t1	XP_039756093.1
OG0006604	HMEL036084g1.t1	XP_039750489.1
OG0006605	HMEL005609g1.t1	XP_039759223.1
OG0006606	HMEL002213g1.t1	XP_039764929.1
