Orthogroup	Heliconius_melpomene_melpomene	Maniola_hyperantus
OG0006175	HMEL012415g1.t1	XP_034826272.1
OG0006176	HMEL008626g1.t1	XP_034837082.1
OG0006177	HMEL012416g1.t1	XP_034826826.1
OG0006178	HMEL025040g1.t1	XP_034839550.1
OG0006179	HMEL014386g1.t1	XP_034833454.1
OG0006180	HMEL015839g1.t1	XP_034836893.1
OG0006181	HMEL015112g1.t1	XP_034835089.1
OG0006182	HMEL008706g1.t1	XP_034830328.1
OG0006183	HMEL008624g1.t1	XP_034837166.1
OG0006184	HMEL008705g1.t1	XP_034830865.1
OG0006185	HMEL015713-RA	XP_034836177.1
OG0006186	HMEL034605g1.t1	XP_034837228.1
OG0006187	HMEL012419g1.t1	XP_034826313.1
OG0006188	HMEL025042g1.t1	XP_034839556.1
OG0006189	HMEL009794g1.t1	XP_034841193.1
OG0006190	HMEL016824g1.t1	XP_034826153.1
OG0006191	HMEL015714g1.t1	XP_034835921.1
OG0006192	HMEL037890g1.t1	XP_034833801.1
OG0006193	HMEL015715g1.t1	XP_034836229.1
OG0006194	HMEL012265g1.t1	XP_034840653.1
OG0006195	HMEL035796g1.t1	XP_034839540.1
OG0006196	HMEL026016g1.t1	XP_034829683.1
OG0006197	HMEL035062g1.t1	XP_034840660.1
OG0006198	HMEL010129g1.t1	XP_034828922.1
OG0006199	HMEL032812g1.t1	XP_034830265.1
OG0006200	HMEL011934g1.t1	XP_034832150.1
OG0006201	HMEL032811g1.t1	XP_034830266.1
OG0006202	HMEL013692g1.t1	XP_034831024.1
OG0006203	HMEL010310g1.t1	XP_034838534.1
OG0006204	HMEL033877g1.t1	XP_034825553.1
OG0006205	HMEL010128g1.t1	XP_034828923.1
OG0006206	HMEL015717g1.t1	XP_034836113.1
OG0006207	HMEL015720g1.t1	XP_034836109.1
OG0006208	HMEL017758g1.t1	XP_034825657.1
OG0006209	HMEL004893g1.t1	XP_034824508.1
OG0006210	HMEL033876g1.t1	XP_034825648.1
OG0006211	HMEL003216g1.t1	XP_034829841.1
OG0006212	HMEL037577g1.t1	XP_034831239.1
OG0006213	HMEL017761g1.t1	XP_034825652.1
OG0006214	HMEL013684g1.t1	XP_034831246.1
OG0006215	HMEL031570g1.t1	XP_034832111.1
OG0006216	HMEL015723g1.t1	XP_034835751.1
OG0006217	HMEL013683g1.t1	XP_034831242.1
OG0006218	HMEL012268g1.t1	XP_034840279.1
OG0006219	HMEL017760g1.t1	XP_034825649.1
OG0006220	HMEL013682g1.t1	XP_034831555.1
OG0006221	HMEL016822g1.t1	XP_034825823.1
OG0006222	HMEL017770g1.t1	XP_034825688.1
OG0006223	HMEL035068g1.t1	XP_034840297.1
OG0006224	HMEL006409g1.t1	XP_034832681.1
OG0006225	HMEL035067g1.t1	XP_034840295.1
OG0006226	HMEL007125g1.t1	XP_034824530.1
OG0006227	HMEL012272g1.t1	XP_034840285.1
OG0006228	HMEL013681g1.t1	XP_034831247.1
OG0006229	HMEL013680g1.t1	XP_034831241.1
OG0006230	HMEL031364g1.t1	XP_034825824.1
OG0006231	HMEL021221g1.t1	XP_034824518.1
OG0006232	HMEL006541g1.t1	XP_034840866.1
OG0006233	HMEL032522g1.t1	XP_034835538.1
OG0006234	HMEL011939g1.t1	XP_034832128.1
OG0006235	HMEL014388g1.t1	XP_034833446.1
OG0006236	HMEL006543g1.t1	XP_034841194.1
OG0006237	HMEL031880g1.t1, HMEL021222g1.t1	XP_034824782.1
OG0006238	HMEL011940g1.t1	XP_034832133.1
OG0006239	HMEL008091g1.t1	XP_034828428.1
OG0006240	HMEL006652g1.t1	XP_034835912.1
OG0006241	HMEL017774g1.t1	XP_034825689.1
OG0006242	HMEL006544g1.t1	XP_034841184.1
OG0006243	HMEL017775g1.t1	XP_034825554.1
OG0006244	HMEL008090g1.t1	XP_034828423.1
OG0006246	HMEL006545g1.t1	XP_034823975.1
OG0006247	HMEL002733g1.t1	XP_034837956.1
OG0006248	HMEL012274g1.t1	XP_034840286.1
OG0006249	HMEL002161g1.t1	XP_034839683.1
OG0006250	HMEL031882g1.t1	XP_034824513.1
OG0006251	HMEL010826g1.t1	XP_034838969.1
OG0006252	HMEL013677g1.t1	XP_034831515.1
OG0006253	HMEL012275g1.t1	XP_034840296.1
OG0006254	HMEL005789g1.t1	XP_034829088.1
OG0006255	HMEL006553g1.t1	XP_034824086.1
OG0006256	HMEL006040g1.t1	XP_034828420.1
OG0006257	HMEL034330g1.t1	XP_034829085.1
OG0006258	HMEL004305g1.t1	XP_034826753.1
OG0006259	HMEL017572g1.t1	XP_034832169.1
OG0006260	HMEL005787g1.t1	XP_034829459.1
OG0006261	HMEL005816g1.t1	XP_034830333.1
OG0006262	HMEL031883g1.t1	XP_034824529.1
OG0006263	HMEL031627g1.t1	XP_034832372.1
OG0006264	HMEL004301g1.t1	XP_034827261.1
OG0006265	HMEL015752g1.t1	XP_034829089.1
OG0006266	HMEL006042g1.t1	XP_034828424.1
OG0006267	HMEL037572g1.t1	XP_034831553.1
OG0006268	HMEL015014g1.t1	XP_034836180.1
OG0006269	HMEL036105g1.t1	XP_034828431.1
OG0006270	HMEL008064g1.t1	XP_034830966.1
OG0006271	HMEL004297g1.t1	XP_034826765.1
OG0006272	HMEL003210g1.t1	XP_034830043.1
OG0006273	HMEL006555g1.t1	XP_034840831.1
OG0006274	HMEL006556g1.t1	XP_034840829.1
OG0006275	HMEL004295g1.t1	XP_034826764.1
OG0006276	HMEL015745g1.t1	XP_034829077.1
OG0006277	HMEL012429g1.t1	XP_034826290.1
OG0006278	HMEL004294g1.t1	XP_034826925.1
OG0006279	HMEL004293g1.t1	XP_034827291.1
OG0006280	HMEL016810g1.t1	XP_034826116.1
OG0006281	HMEL015032g1.t1	XP_034828237.1
OG0006282	HMEL030781g1.t1	XP_034830285.1
OG0006283	HMEL034325g1.t1	XP_034829009.1
OG0006284	HMEL015031g1.t1	XP_034828235.1
OG0006285	HMEL014395g1.t1	XP_034833150.1
OG0006286	HMEL004291g1.t1	XP_034827292.1
OG0006287	HMEL005811g1.t1	XP_034830254.1
OG0006288	HMEL032804g1.t1	XP_034830957.1
OG0006289	HMEL014396g1.t1	XP_034833149.1
OG0006290	HMEL036109g1.t1	XP_034828330.1
OG0006291	HMEL012430g1.t1	XP_034826929.1
OG0006292	HMEL035650g1.t1	XP_034839209.1
OG0006294	HMEL010658g1.t1	XP_034837219.1
OG0006295	HMEL012431g1.t1	XP_034826854.1
OG0006296	HMEL012280g1.t1	XP_034840371.1
OG0006297	HMEL012281g1.t1	XP_034840208.1
OG0006298	HMEL012433g1.t1	XP_034826484.1
OG0006299	HMEL012283g1.t1	XP_034840206.1
OG0006300	HMEL005916g1.t1	XP_034830261.1
OG0006301	HMEL004160g1.t1	XP_034835422.1
OG0006302	HMEL013077g1.t1	XP_034840928.1
OG0006303	HMEL037049g1.t1	XP_034830110.1
OG0006304	HMEL012435g1.t1	XP_034826845.1
OG0006305	HMEL016807g1.t1	XP_034826113.1
OG0006306	HMEL012436g1.t1	XP_034826591.1, XP_034840752.1
OG0006307	HMEL017731g1.t1	XP_034825220.1
OG0006308	HMEL008053g1.t1	XP_034826846.1
OG0006309	HMEL037047g1.t1, HMEL037048g1.t1	XP_034830045.1
OG0006310	HMEL032530g1.t1	XP_034835410.1
OG0006311	HMEL017734g1.t1	XP_034825060.1
OG0006312	HMEL017735g1.t1	XP_034825558.1
OG0006313	HMEL030792g1.t1	XP_034834800.1
OG0006314	HMEL020015g1.t1	XP_034826852.1
OG0006315	HMEL032531g1.t1	XP_034835420.1
OG0006316	HMEL006560g1.t1	XP_034840944.1
OG0006317	HMEL005921g1.t1	XP_034831451.1
OG0006318	HMEL014271g1.t1	XP_034838928.1
OG0006319	HMEL012438g1.t1	XP_034826495.1
OG0006320	HMEL004164g1.t1	XP_034835425.1
OG0006321	HMEL014269g1.t1	XP_034838965.1
OG0006322	HMEL030234g1.t1	XP_034826922.1
OG0006324	HMEL017583g1.t1	XP_034832088.1
OG0006325	HMEL012442g1.t1	XP_034826699.1
OG0006326	HMEL012443g1.t1	XP_034826886.1
OG0006327	HMEL009322g1.t1	XP_034838626.1
OG0006328	HMEL005923g1.t1	XP_034832762.1
OG0006329	HMEL030235g1.t1	XP_034826790.1
OG0006330	HMEL014267g1.t1	XP_034838810.1
OG0006331	HMEL011131g1.t1	XP_034833079.1
OG0006332	HMEL008346g1.t1	XP_034834828.1
OG0006333	HMEL037226g1.t1	XP_034838927.1
OG0006334	HMEL008347g1.t1	XP_034834830.1
OG0006335	HMEL008348g1.t1	XP_034834829.1
OG0006336	HMEL010106g1.t1	XP_034824982.1
OG0006338	HMEL035314g1.t1	XP_034827466.1
OG0006339	HMEL013965g1.t1	XP_034834292.1
OG0006340	HMEL010665g1.t1	XP_034837318.1
OG0006341	HMEL007897g1.t1	XP_034831678.1
OG0006342	HMEL012444g1.t1	XP_034826428.1
OG0006343	HMEL005924-RA	XP_034838963.1
OG0006344	HMEL012447g1.t1	XP_034827014.1
OG0006345	HMEL008455g1.t1	XP_034839203.1
OG0006346	HMEL007899g1.t1	XP_034831682.1
OG0006347	HMEL008350g1.t1	XP_034835026.1
OG0006348	HMEL005626g1.t1	XP_034834228.1
OG0006349	HMEL010667g1.t1	XP_034837186.1
OG0006350	HMEL007900g1.t1	XP_034831681.1
OG0006351	HMEL016160g1.t1	XP_034840740.1
OG0006352	HMEL008352g1.t1	XP_034835014.1
OG0006353	HMEL013411g1.t1	XP_034835411.1
OG0006354	HMEL009326g1.t1	XP_034838352.1
OG0006355	HMEL010668g1.t1	XP_034837245.1
OG0006356	HMEL033550g1.t1	XP_034832618.1
OG0006358	HMEL017584g1.t1	XP_034832090.1
OG0006359	HMEL009245g1.t1	XP_034830420.1
OG0006360	HMEL016328g1.t1	XP_034836947.1
OG0006361	HMEL033547g1.t1	XP_034832626.1
OG0006362	HMEL004573g1.t1	XP_034838055.1
OG0006363	HMEL010103g1.t1	XP_034824428.1
OG0006364	HMEL010669g1.t1	XP_034837102.1
OG0006365	HMEL004572g1.t1	XP_034837917.1
OG0006366	HMEL017586g1.t1	XP_034832419.1
OG0006367	HMEL008057g1.t1	XP_034827324.1
OG0006368	HMEL005929g1.t1	XP_034837779.1
OG0006369	HMEL009330g1.t1	XP_034838356.1
OG0006370	HMEL016801g1.t1	XP_034826112.1
OG0006371	HMEL002777g1.t1	XP_034829668.1
OG0006372	HMEL008459g1.t1	XP_034839210.1
OG0006373	HMEL008356g1.t1	XP_034834814.1
OG0006374	HMEL002778g1.t1	XP_034829891.1
OG0006375	HMEL032541g1.t1	XP_034835552.1
OG0006376	HMEL036637g1.t1	XP_034834949.1
OG0006377	HMEL016799g1.t1	XP_034826099.1
OG0006378	HMEL036636g1.t1	XP_034834850.1
OG0006379	HMEL004570g1.t1	XP_034838307.1
OG0006380	HMEL012775g1.t1	XP_034835334.1, XP_034835333.1
OG0006381	HMEL011137g1.t1	XP_034832637.1
OG0006382	HMEL011139g1.t1	XP_034832632.1
OG0006383	HMEL016159g1.t1	XP_034840590.1
OG0006384	HMEL010676g1.t1	XP_034837212.1
OG0006385	HMEL008921g1.t1	XP_034834578.1
OG0006386	HMEL011140g1.t1	XP_034833081.1
OG0006387	HMEL011570g1.t1	XP_034827464.1
OG0006388	HMEL010678g1.t1	XP_034837101.1
OG0006389	HMEL004547g1.t1	XP_034827447.1
OG0006390	HMEL012776g1.t1	XP_034835332.1
OG0006391	HMEL036680g1.t1	XP_034834575.1
OG0006392	HMEL009338g1.t1	XP_034838463.1
OG0006393	HMEL011142g1.t1	XP_034832630.1
OG0006394	HMEL035080g1.t1	XP_034840605.1
OG0006395	HMEL033545g1.t1	XP_034832638.1
OG0006396	HMEL035081g1.t1	XP_034840584.1
OG0006397	HMEL005348g1.t1	XP_034830166.1
OG0006398	HMEL021570g1.t1	XP_034835378.1
OG0006399	HMEL005349g1.t1	XP_034830167.1
OG0006400	HMEL008926g1.t1	XP_034834579.1
OG0006401	HMEL016097g1.t1	XP_034835340.1
OG0006402	HMEL033856g1.t1	XP_034825695.1
OG0006403	HMEL036683g1.t1	XP_034834574.1
OG0006404	HMEL018052g1.t1	XP_034825694.1
OG0006405	HMEL036684g1.t1	XP_034834568.1
OG0006406	HMEL013078g1.t1	XP_034840836.1
OG0006407	HMEL012452g1.t1	XP_034826940.1
OG0006408	HMEL018051g1.t1	XP_034825217.1
OG0006409	HMEL031890g1.t1	XP_034824870.1
OG0006410	HMEL018048g1.t1	XP_034825275.1
OG0006411	HMEL012453g1.t1	XP_034827044.1
OG0006412	HMEL004933g1.t1	XP_034826903.1
OG0006413	HMEL007905g1.t1	XP_034831694.1
OG0006414	HMEL018046g1.t1	XP_034825279.1
OG0006415	HMEL010223g1.t1, HMEL009964g1.t1	XP_034834294.1
OG0006416	HMEL034809g1.t1	XP_034827316.1
OG0006417	HMEL032184g1.t1	XP_034836492.1
OG0006418	HMEL010683g1.t1	XP_034837329.1
OG0006419	HMEL018045g1.t1	XP_034825268.1
OG0006420	HMEL008930g1.t1	XP_034834570.1
OG0006421	HMEL035092g1.t1	XP_034840583.1
OG0006422	HMEL010685g1.t1	XP_034837285.1
OG0006423	HMEL009341g1.t1	XP_034838574.1
OG0006424	HMEL022156g1.t1	XP_034828758.1
OG0006425	HMEL006698g1.t1	XP_034834359.1
OG0006426	HMEL005352g1.t1	XP_034830153.1
OG0006427	HMEL030862g1.t1	XP_034834314.1
OG0006428	HMEL011947g1.t1	XP_034835342.1
OG0006429	HMEL010029g1.t1	XP_034829182.1
OG0006430	HMEL011598g1.t1	XP_034834808.1
OG0006431	HMEL010028g1.t1	XP_034829189.1
OG0006432	HMEL030861g1.t1	XP_034833387.1
OG0006433	HMEL036735g1.t1	XP_034834806.1
OG0006434	HMEL016601g1.t1	XP_034836963.1
OG0006435	HMEL009958g1.t1	XP_034834011.1
OG0006436	HMEL036734g1.t1	XP_034834432.1
OG0006437	HMEL007581g1.t1	XP_034835377.1
OG0006438	HMEL005473g1.t1	XP_034831650.1
OG0006439	HMEL002203g1.t1	XP_034835909.1
OG0006440	HMEL036733g1.t1	XP_034834437.1
OG0006441	HMEL036732g1.t1	XP_034834345.1
OG0006442	HMEL007754g1.t1	XP_034835331.1
OG0006443	HMEL030239g1.t1	XP_034826625.1
OG0006444	HMEL018041g1.t1	XP_034825273.1
OG0006445	HMEL021200g1.t1	XP_034835338.1, XP_034835339.1
OG0006446	HMEL036730g1.t1	XP_034834346.1
OG0006447	HMEL018040g1.t1	XP_034825266.1
OG0006448	HMEL009342g1.t1	XP_034838590.1
OG0006449	HMEL003254g1.t1	XP_034828992.1
OG0006451	HMEL022218g1.t1	XP_034833186.1
OG0006452	HMEL005478g1.t1	XP_034831291.1
OG0006453	HMEL012460g1.t1	XP_034826814.1
OG0006454	HMEL012461g1.t1	XP_034826740.1
OG0006455	HMEL011811g1.t1	XP_034824303.1
OG0006456	HMEL036483g1.t1	XP_034833228.1
OG0006457	HMEL032577g1.t1	XP_034835325.1
OG0006458	HMEL030860g1.t1	XP_034836046.1
OG0006459	HMEL014880g1.t1	XP_034828304.1
OG0006460	HMEL012464g1.t1	XP_034826474.1
OG0006461	HMEL003824g1.t1	XP_034840101.1
OG0006462	HMEL030859g1.t1	XP_034836033.1
OG0006463	HMEL002168g1.t1	XP_034839385.1
OG0006466	HMEL005481g1.t1	XP_034831660.1
OG0006468	HMEL021129g1.t1	XP_034836545.1
OG0006469	HMEL032122g1.t1, HMEL020067g1.t1	XP_034836612.1
OG0006470	HMEL005482g1.t1	XP_034831663.1
OG0006471	HMEL004574g1.t1	XP_034837918.1
OG0006472	HMEL017964g1.t1	XP_034833718.1
OG0006473	HMEL004577g1.t1	XP_034837959.1
OG0006474	HMEL007155g1.t1	XP_034833617.1
OG0006475	HMEL004576g1.t1	XP_034837920.1
OG0006476	HMEL007153g1.t1	XP_034833131.1
OG0006478	HMEL005485g1.t1	XP_034831664.1, XP_034831665.1
OG0006479	HMEL031153g1.t1	XP_034840949.1
OG0006481	HMEL036093g1.t1	XP_034828714.1
OG0006483	HMEL012931g1.t1	XP_034832171.1
OG0006484	HMEL004579g1.t1	XP_034838005.1
OG0006485	HMEL002169g1.t1	XP_034839826.1
OG0006486	HMEL030426g1.t1	XP_034836232.1
OG0006488	HMEL007823g1.t1	XP_034841455.1
OG0006489	HMEL030428g1.t1	XP_034835827.1
OG0006490	HMEL007535g1.t1	XP_034826665.1
OG0006491	HMEL002087g1.t1	XP_034837236.1
OG0006492	HMEL012933g1.t1	XP_034831856.1
OG0006493	HMEL012934g1.t1	XP_034831853.1
OG0006494	HMEL007533g1.t1	XP_034826504.1
OG0006495	HMEL012935g1.t1	XP_034832069.1
OG0006496	HMEL004580g1.t1	XP_034838014.1
OG0006497	HMEL011324g1.t1	XP_034824289.1
OG0006498	HMEL016985g1.t1	XP_034828869.1
OG0006499	HMEL030248g1.t1	XP_034840727.1
OG0006500	HMEL012476g1.t1	XP_034826414.1
OG0006501	HMEL011323g1.t1	XP_034824291.1
OG0006502	HMEL009353g1.t1	XP_034838568.1
OG0006503	HMEL012477g1.t1	XP_034826750.1
OG0006504	HMEL002088g1.t1	XP_034837167.1
OG0006505	HMEL012481g1.t1	XP_034824657.1
OG0006506	HMEL003726g1.t1	XP_034834789.1
OG0006507	HMEL012483g1.t1	XP_034827471.1
OG0006508	HMEL034104g1.t1	XP_034838071.1
OG0006509	HMEL012937g1.t1	XP_034832077.1
OG0006510	HMEL005119g1.t1	XP_034827186.1
OG0006511	HMEL012484g1.t1	XP_034827462.1
OG0006512	HMEL003095g1.t1	XP_034831055.1
OG0006513	HMEL033848g1.t1	XP_034825375.1
OG0006514	HMEL031898g1.t1	XP_034824597.1
OG0006515	HMEL016140g1.t1	XP_034840622.1
OG0006516	HMEL009357g1.t1	XP_034838593.1
OG0006517	HMEL033649g1.t1	XP_034832806.1
OG0006518	HMEL036090g1.t1	XP_034828559.1
OG0006519	HMEL012486g1.t1	XP_034826185.1
OG0006520	HMEL002518g1.t1	XP_034824488.1
OG0006521	HMEL016739g1.t1	XP_034830898.1
OG0006522	HMEL007529g1.t1	XP_034826363.1
OG0006523	HMEL032796g1.t1	XP_034830895.1
OG0006524	HMEL035084g1.t1	XP_034840631.1
OG0006525	HMEL016141g1.t1	XP_034840634.1
OG0006526	HMEL002514g1.t1	XP_034824473.1
OG0006527	HMEL016143g1.t1	XP_034840607.1
OG0006528	HMEL012488g1.t1	XP_034826197.1
OG0006529	HMEL012489g1.t1	XP_034826226.1, XP_034826218.1
OG0006530	HMEL012490g1.t1	XP_034829511.1
OG0006531	HMEL007494g1.t1	XP_034835947.1
OG0006532	HMEL031900g1.t1	XP_034824471.1, XP_034824470.1
OG0006533	HMEL016743g1.t1	XP_034830367.1
OG0006534	HMEL007495g1.t1	XP_034835953.1
OG0006535	HMEL013229g1.t1	XP_034837863.1
OG0006536	HMEL035083g1.t1	XP_034840635.1
OG0006537	HMEL002170g1.t1	XP_034839630.1
OG0006538	HMEL012492g1.t1	XP_034829822.1
OG0006539	HMEL012940g1.t1	XP_034832071.1
OG0006540	HMEL014866g1.t1	XP_034836541.1
OG0006541	HMEL016146g1.t1	XP_034840587.1
OG0006542	HMEL014156g1.t1	XP_034827975.1
OG0006543	HMEL034641g1.t1	XP_034837235.1
OG0006544	HMEL017908g1.t1	XP_034831043.1
OG0006545	HMEL016148g1.t1	XP_034840625.1
OG0006546	HMEL008340g1.t1	XP_034828206.1
OG0006547	HMEL004515g1.t1	XP_034824449.1
OG0006548	HMEL036498g1.t1	XP_034833482.1
OG0006549	HMEL013916g1.t1	XP_034839505.1
OG0006551	HMEL016152g1.t1	XP_034840602.1
OG0006552	HMEL034803g1.t1	XP_034827192.1
OG0006553	HMEL004514g1.t1	XP_034824454.1
OG0006554	HMEL036089g1.t1	XP_034828573.1
OG0006555	HMEL016153g1.t1	XP_034840754.1
OG0006556	HMEL003069g1.t1	XP_034829400.1
OG0006557	HMEL013185g1.t1	XP_034837284.1
OG0006558	HMEL034311g1.t1	XP_034829401.1
OG0006559	HMEL032131g1.t1	XP_034836421.1
OG0006560	HMEL009760g1.t1	XP_034829146.1
OG0006561	HMEL016991g1.t1	XP_034828472.1
OG0006562	HMEL014870g1.t1	XP_034836593.1
OG0006563	HMEL031618g1.t1	XP_034832374.1
OG0006564	HMEL032552g1.t1	XP_034835101.1
OG0006565	HMEL012944g1.t1	XP_034832375.1
OG0006566	HMEL009757g1.t1	XP_034829323.1
OG0006567	HMEL034309g1.t1	XP_034829344.1
OG0006568	HMEL010221g1.t1	XP_034832832.1
OG0006569	HMEL004431g1.t1	XP_034838068.1
OG0006570	HMEL012945g1.t1	XP_034832464.1
OG0006571	HMEL032556g1.t1, HMEL032557g1.t1	XP_034835299.1
OG0006572	HMEL012947g1.t1	XP_034832459.1
OG0006573	HMEL013183g1.t1	XP_034837176.1
OG0006574	HMEL032559g1.t1	XP_034835555.1
OG0006575	HMEL010206g1.t1	XP_034827546.1
OG0006576	HMEL012948g1.t1	XP_034832461.1
OG0006577	HMEL005363g1.t1	XP_034829863.1
OG0006578	HMEL032566g1.t1	XP_034835297.1
OG0006579	HMEL013181g1.t1	XP_034837177.1
OG0006580	HMEL004429g1.t1	XP_034838067.1
OG0006581	HMEL007956g1.t1	XP_034826774.1
OG0006582	HMEL007955g1.t1	XP_034827069.1
OG0006583	HMEL008564g1.t1	XP_034831060.1
OG0006584	HMEL004428g1.t1	XP_034837984.1
OG0006585	HMEL036367g1.t1	XP_034833410.1
OG0006586	HMEL014701g1.t1	XP_034839628.1
OG0006587	HMEL009754g1.t1	XP_034829327.1
OG0006588	HMEL002211g1.t1	XP_034829023.1
OG0006589	HMEL012949g1.t1	XP_034832463.1
OG0006590	HMEL004426g1.t1	XP_034837994.1
OG0006591	HMEL034306g1.t1	XP_034829342.1
OG0006592	HMEL009752g1.t1	XP_034829334.1
OG0006593	HMEL012049g1.t1	XP_034826884.1
OG0006594	HMEL009751g1.t1	XP_034829324.1
OG0006595	HMEL007515g1.t1	XP_034825993.1
OG0006596	HMEL014327g1.t1	XP_034824436.1
OG0006597	HMEL007514g1.t1	XP_034825996.1
OG0006598	HMEL009750g1.t1	XP_034829333.1
OG0006599	HMEL012956g1.t1	XP_034832357.1
OG0006600	HMEL034801g1.t1	XP_034826777.1
OG0006601	HMEL002496g1.t1	XP_034834445.1
OG0006602	HMEL016998g1.t1	XP_034828471.1
OG0006603	HMEL002497g1.t1	XP_034834758.1
OG0006604	HMEL036084g1.t1	XP_034828470.1
OG0006605	HMEL005609g1.t1	XP_034835298.1
OG0006606	HMEL002213g1.t1	XP_034829002.1
OG0006607	HMEL012046g1.t1	XP_034826872.1
OG0006608	HMEL014329-RA	XP_034824472.1
OG0006609	HMEL002214g1.t1	XP_034828939.1
OG0006610	HMEL017000g1.t1	XP_034828460.1
OG0006611	HMEL007511g1.t1	XP_034826175.1
OG0006612	HMEL005608g1.t1	XP_034835308.1
OG0006613	HMEL002215g1.t1	XP_034828993.1
OG0006614	HMEL004410g1.t1	XP_034836215.1
OG0006616	HMEL014706g1.t1	XP_034839625.1
OG0006617	HMEL002218g1.t1	XP_034828768.1
OG0006618	HMEL004412g1.t1	XP_034835983.1
OG0006619	HMEL009114g1.t1, HMEL016622g1.t1	XP_034834284.1
OG0006620	HMEL002500g1.t1	XP_034834774.1, XP_034834773.1
OG0006621	HMEL010099g1.t1	XP_034825495.1
OG0006622	HMEL033846g1.t1	XP_034825491.1
OG0006623	HMEL009385g1.t1	XP_034828950.1
OG0006624	HMEL002503g1.t1	XP_034834782.1
OG0006625	HMEL009746g1.t1	XP_034829313.1
OG0006626	HMEL015540g1.t1	XP_034827569.1
OG0006627	HMEL009112g1.t1	XP_034834283.1
OG0006628	HMEL009110-RA	XP_034833916.1
OG0006629	HMEL030255g1.t1	XP_034828845.1
OG0006630	HMEL013177g1.t1	XP_034837312.1
OG0006632	HMEL032572g1.t1, HMEL032571g1.t1	XP_034835304.1
OG0006633	HMEL017293g1.t1	XP_034831420.1
OG0006634	HMEL034305g1.t1	XP_034829332.1
OG0006635	HMEL015536g1.t1	XP_034827942.1
OG0006636	HMEL009744g1.t1	XP_034829331.1
OG0006637	HMEL013596g1.t1	XP_034835979.1
OG0006638	HMEL009742g1.t1	XP_034829302.1
OG0006639	HMEL010999g1.t1	XP_034826569.1
OG0006640	HMEL014067g1.t1	XP_034840474.1, XP_034840475.1
OG0006641	HMEL009383g1.t1	XP_034828983.1
OG0006642	HMEL030342g1.t1	XP_034835974.1
OG0006643	HMEL031615g1.t1	XP_034832223.1
OG0006644	HMEL009382g1.t1	XP_034829011.1
OG0006645	HMEL015535g1.t1	XP_034828209.1
OG0006646	HMEL009380g1.t1	XP_034828910.1
OG0006647	HMEL013598g1.t1	XP_034835970.1
OG0006648	HMEL032139g1.t1	XP_034836590.1
OG0006649	HMEL014210g1.t1	XP_034824977.1
OG0006650	HMEL037710g1.t1	XP_034831421.1
OG0006651	HMEL013600g1.t1	XP_034835980.1
OG0006652	HMEL013601g1.t1	XP_034835967.1
OG0006653	HMEL035300g1.t1	XP_034828463.1
OG0006654	HMEL013171g1.t1	XP_034837310.1
OG0006655	HMEL014713g1.t1	XP_034839319.1
OG0006656	HMEL011007g1.t1	XP_034826239.1
OG0006657	HMEL033836g1.t1	XP_034825221.1
OG0006658	HMEL017762g1.t1	XP_034825578.1
OG0006659	HMEL009108g1.t1	XP_034833909.1
OG0006660	HMEL033835g1.t1	XP_034825766.1
OG0006661	HMEL012824g1.t1	XP_034829892.1
OG0006662	HMEL033834g1.t1	XP_034825782.1
OG0006663	HMEL035630g1.t1	XP_034839784.1
OG0006665	HMEL033832g1.t1	XP_034825777.1
OG0006666	HMEL008262-RA	XP_034830641.1
OG0006668	HMEL034303g1.t1	XP_034829301.1
OG0006669	HMEL008334g1.t1	XP_034827670.1
OG0006670	HMEL008333g1.t1	XP_034827671.1
OG0006671	HMEL032795g1.t1	XP_034830415.1
OG0006672	HMEL008332g1.t1	XP_034828044.1
OG0006673	HMEL033492g1.t1	XP_034832659.1
OG0006674	HMEL015694g1.t1	XP_034841236.1
OG0006675	HMEL008329g1.t1	XP_034828049.1
OG0006676	HMEL014236g1.t1	XP_034838063.1
OG0006677	HMEL021973g1.t1	XP_034826288.1
OG0006678	HMEL031909g1.t1	XP_034824790.1
OG0006679	HMEL008328g1.t1	XP_034828048.1
OG0006680	HMEL008327g1.t1	XP_034828043.1
OG0006681	HMEL008326g1.t1	XP_034828046.1
OG0006682	HMEL035629g1.t1	XP_034839776.1
OG0006683	HMEL037943g1.t1	XP_034833915.1
OG0006684	HMEL008325g1.t1	XP_034828041.1
OG0006685	HMEL033493g1.t1	XP_034832707.1
OG0006686	HMEL005312g1.t1	XP_034826074.1
OG0006687	HMEL034118g1.t1, HMEL034119g1.t1	XP_034837967.1
OG0006689	HMEL015524g1.t1	XP_034827951.1
OG0006690	HMEL015522g1.t1	XP_034827944.1
OG0006691	HMEL015690g1.t1	XP_034841235.1
OG0006692	HMEL012208g1.t1	XP_034827279.1
OG0006693	HMEL006930g1.t1	XP_034835237.1
OG0006694	HMEL015542g1.t1	XP_034827945.1
OG0006695	HMEL015688g1.t1	XP_034841231.1
OG0006696	HMEL012210g1.t1	XP_034827275.1
OG0006697	HMEL015545g1.t1	XP_034827949.1
OG0006698	HMEL035120g1.t1	XP_034840486.1, XP_034840487.1
OG0006699	HMEL014613g1.t1	XP_034835605.1
OG0006700	HMEL031138g1.t1	XP_034841230.1
OG0006701	HMEL010601g1.t1	XP_034829807.1
OG0006702	HMEL010600g1.t1	XP_034829808.1
OG0006703	HMEL034679g1.t1	XP_034837049.1
OG0006704	HMEL013865g1.t1	XP_034839374.1
