Orthogroup	Pararge_aegeria	Heliconius_erato_lativitta
OG0005181	XP_039749875.1	HEL_007728-RA
OG0005182	XP_039751710.1	HEL_010195-RA
OG0005183	XP_039759331.1	HEL_012408-RA
OG0005184	XP_039751713.1	HEL_010196-RA
OG0005185	XP_039763122.1	HEL_013248-RA
OG0005186	XP_039761319.1	HEL_005410-RA
OG0005187	XP_039761424.1	HEL_002218-RA
OG0005188	XP_039750861.1	HEL_013217-RA
OG0005189	XP_039751602.1, XP_039751600.1, XP_039751601.1	HEL_010198-RA
OG0005190	XP_039760645.1	HEL_009242-RA
OG0005191	XP_039752266.1	HEL_005583-RA
OG0005192	XP_039751302.1	HEL_010199-RA
OG0005193	XP_039757426.1	HEL_008899-RA
OG0005194	XP_039755711.1	HEL_000755-RA
OG0005195	XP_039756604.1	HEL_010130-RA
OG0005196	XP_039757312.1	HEL_008898-RA
OG0005197	XP_039757357.1	HEL_012411-RA
OG0005199	XP_039755701.1	HEL_000756-RA
OG0005201	XP_039755422.1	HEL_000757-RA
OG0005202	XP_039756128.1	HEL_012573-RA
OG0005203	XP_039745311.1	HEL_001741-RA
OG0005204	XP_039745396.1	HEL_001742-RA
OG0005207	XP_039750537.1	HEL_013208-RA
OG0005208	XP_039762161.1	HEL_004063-RA
OG0005209	XP_039747386.1	HEL_010513-RA
OG0005210	XP_039755421.1	HEL_000758-RA
OG0005211	XP_039753986.1	HEL_012413-RA
OG0005212	XP_039761067.1	HEL_012415-RA
OG0005213	XP_039757072.1	HEL_008895-RA, HEL_008894-RA
OG0005214	XP_039762763.1	HEL_013065-RA
OG0005215	XP_039760801.1	HEL_012416-RA
OG0005216	XP_039745536.1	HEL_001745-RA
OG0005217	XP_039762131.1	HEL_004073-RA
OG0005218	XP_039761837.1	HEL_004072-RA
OG0005219	XP_039747154.1	HEL_010514-RA
OG0005220	XP_039755835.1	HEL_000762-RA
OG0005221	XP_039750877.1	HEL_013204-RA
OG0005222	XP_039754399.1	HEL_010254-RA
OG0005224	XP_039745375.1, XP_039745383.1	HEL_003353-RA
OG0005225	XP_039748594.1	HEL_007595-RA
OG0005227	XP_039750725.1	HEL_013203-RA
OG0005228	XP_039745984.1	HEL_003969-RA
OG0005229	XP_039748652.1	HEL_007594-RA
OG0005230	XP_039756827.1	HEL_008993-RA
OG0005231	XP_039755761.1	HEL_000764-RA
OG0005232	XP_039763871.1	HEL_013246-RA
OG0005234	XP_039748545.1	HEL_007591-RA
OG0005235	XP_039756346.1	HEL_005650-RA
OG0005236	XP_039750029.1	HEL_007750-RA
OG0005237	XP_039750031.1	HEL_007751-RA
OG0005238	XP_039748546.1	HEL_007590-RA
OG0005239	XP_039757750.1	HEL_003611-RA
OG0005240	XP_039756266.1	HEL_005651-RA
OG0005241	XP_039748596.1	HEL_007589-RA
OG0005242	XP_039762907.1	HEL_011772-RA, HEL_011773-RA
OG0005243	XP_039765540.1	HEL_001750-RA
OG0005244	XP_039765469.1	HEL_001751-RA
OG0005245	XP_039749131.1	HEL_007587-RA
OG0005246	XP_039757735.1	HEL_003610-RA
OG0005247	XP_039754807.1	HEL_005269-RA
OG0005248	XP_039748659.1	HEL_007583-RA
OG0005249	XP_039755144.1	HEL_005266-RA
OG0005250	XP_039748657.1	HEL_007582-RA
OG0005251	XP_039752290.1	HEL_013906-RA
OG0005252	XP_039754477.1	HEL_014333-RA
OG0005253	XP_039765474.1	HEL_001754-RA
OG0005254	XP_039762981.1	HEL_011769-RA
OG0005255	XP_039765622.1	HEL_001755-RA
OG0005256	XP_039749871.1	HEL_007758-RA
OG0005257	XP_039761259.1	HEL_005423-RA
OG0005258	XP_039754476.1	HEL_014334-RA
OG0005259	XP_039745208.1	HEL_001756-RA, HEL_001757-RA
OG0005260	XP_039750170.1	HEL_007785-RA, HEL_007788-RA
OG0005261	XP_039754960.1	HEL_005264-RA
OG0005262	XP_039755053.1	HEL_005263-RA
OG0005263	XP_039745980.1	HEL_003966-RA
OG0005264	XP_039745272.1	HEL_001758-RA
OG0005265	XP_039746063.1	HEL_003965-RA
OG0005266	XP_039751839.1	HEL_013908-RA
OG0005267	XP_039765866.1	HEL_001759-RA
OG0005268	XP_039754298.1	HEL_014340-RA
OG0005269	XP_039757138.1	HEL_008999-RA
OG0005270	XP_039765491.1	HEL_001760-RA
OG0005272	XP_039765808.1	HEL_001698-RA
OG0005273	XP_039759427.1	HEL_008235-RA
OG0005274	XP_039759150.1	HEL_008234-RA
OG0005275	XP_039749763.1	HEL_007780-RA
OG0005276	XP_039757399.1	HEL_009001-RA
OG0005277	XP_039762888.1	HEL_011764-RA
OG0005278	XP_039753610.1	HEL_003512-RA
OG0005279	XP_039760897.1	HEL_005424-RA
OG0005280	XP_039760426.1	HEL_013508-RA, HEL_013509-RA
OG0005281	XP_039757008.1	HEL_009002-RA
OG0005282	XP_039763397.1	HEL_009658-RA
OG0005283	XP_039748837.1	HEL_007580-RA
OG0005284	XP_039764453.1	HEL_002272-RA
OG0005285	XP_039759153.1	HEL_008227-RA
OG0005286	XP_039753507.1	HEL_003513-RA
OG0005287	XP_039758742.1	HEL_009702-RA
OG0005289	XP_039754664.1	HEL_005253-RA, HEL_005252-RA
OG0005291	XP_039761191.1	HEL_005425-RA
OG0005292	XP_039754717.1	HEL_005249-RA, HEL_005250-RA
OG0005293	XP_039765292.1	HEL_003327-RA
OG0005294	XP_039747385.1	HEL_010523-RA
OG0005295	XP_039749756.1	HEL_007776-RA
OG0005296	XP_039759536.1	HEL_012420-RA
OG0005297	XP_039753226.1	HEL_003518-RA
OG0005298	XP_039745425.1	HEL_001764-RA
OG0005299	XP_039757397.1	HEL_009014-RA
OG0005300	XP_039759967.1	HEL_012421-RA
OG0005302	XP_039753641.1	HEL_003519-RA
OG0005303	XP_039754887.1	HEL_005245-RA
OG0005304	XP_039754885.1	HEL_005244-RA
OG0005305	XP_039762950.1	HEL_011748-RA
OG0005306	XP_039756851.1	HEL_009015-RA
OG0005307	XP_039754976.1	HEL_005243-RA
OG0005308	XP_039754665.1	HEL_005251-RA
OG0005309	XP_039762858.1	HEL_011702-RA, HEL_011701-RA
OG0005310	XP_039756902.1	HEL_009018-RA
OG0005311	XP_039762611.1	HEL_011709-RA
OG0005312	XP_039760072.1	HEL_002087-RA
OG0005314	XP_039757015.1	HEL_009021-RA
OG0005315	XP_039755466.1	HEL_000788-RA
OG0005316	XP_039748180.1	HEL_000475-RA
OG0005317	XP_039763252.1	HEL_013240-RA
OG0005318	XP_039748353.1	HEL_011243-RA
OG0005319	XP_039761937.1	HEL_012427-RA
OG0005320	XP_039747180.1	HEL_010536-RA
OG0005321	XP_039756549.1	HEL_005675-RA
OG0005322	XP_039747457.1	HEL_010537-RA
OG0005323	XP_039760839.1	HEL_013520-RA
OG0005324	XP_039747462.1	HEL_010538-RA
OG0005325	XP_039759632.1	HEL_008219-RA
OG0005326	XP_039763401.1	HEL_013242-RA
OG0005327	XP_039760865.1	HEL_013521-RA
OG0005328	XP_039745431.1	HEL_001766-RA
OG0005330	XP_039755116.1	HEL_005238-RA
OG0005331	XP_039756960.1	HEL_008886-RA
OG0005332	XP_039754939.1	HEL_005237-RA
OG0005333	XP_039747303.1	HEL_010545-RA
OG0005334	XP_039757303.1	HEL_008885-RA
OG0005335	XP_039759342.1	HEL_008214-RA
OG0005336	XP_039759441.1	HEL_008212-RA
OG0005337	XP_039759136.1	HEL_008211-RA
OG0005338	XP_039753564.1	HEL_003531-RA
OG0005339	XP_039750617.1	HEL_013176-RA
OG0005340	XP_039753127.1	HEL_003532-RA
OG0005341	XP_039748361.1	HEL_000478-RA
OG0005342	XP_039747996.1	HEL_000479-RA
OG0005343	XP_039762980.1	HEL_011719-RA
OG0005344	XP_039750536.1	HEL_013171-RA
OG0005345	XP_039759015.1	HEL_014295-RA
OG0005346	XP_039747958.1	HEL_000480-RA
OG0005349	XP_039752186.1	HEL_010149-RA
OG0005350	XP_039755622.1	HEL_000789-RA
OG0005351	XP_039762752.1	HEL_011736-RA
OG0005352	XP_039747978.1	HEL_011263-RA
OG0005353	XP_039755904.1	HEL_000790-RA
OG0005355	XP_039756601.1	HEL_005687-RA
OG0005356	XP_039765930.1	HEL_001777-RA
OG0005357	XP_039759297.1	HEL_014299-RA
OG0005358	XP_039756256.1	HEL_005688-RA
OG0005359	XP_039758919.1	HEL_014300-RA
OG0005360	XP_039753730.1	HEL_003535-RA
OG0005361	XP_039748044.1	HEL_000487-RA
OG0005362	XP_039753893.1	HEL_013063-RA
OG0005363	XP_039761011.1	HEL_004597-RA
OG0005364	XP_039758921.1	HEL_014302-RA
OG0005365	XP_039752415.1	HEL_010147-RA
OG0005366	XP_039759230.1	HEL_014303-RA
OG0005367	XP_039747821.1	HEL_011268-RA
OG0005368	XP_039749493.1	HEL_003320-RA
OG0005370	XP_039746373.1	HEL_003958-RA
OG0005371	XP_039748972.1	HEL_007575-RA
OG0005372	XP_039762930.1	HEL_011726-RA
OG0005373	XP_039754878.1	HEL_005235-RA
OG0005374	XP_039750678.1	HEL_013168-RA
OG0005375	XP_039760386.1	HEL_012434-RA
OG0005376	XP_039760589.1	HEL_013525-RA
OG0005377	XP_039760976.1	HEL_005426-RA
OG0005378	XP_039753473.1	HEL_003539-RA
OG0005379	XP_039756492.1	HEL_005689-RA
OG0005380	XP_039764218.1	HEL_013261-RA
OG0005381	XP_039756194.1	HEL_005690-RA
OG0005382	XP_039762915.1	HEL_011724-RA
OG0005383	XP_039747461.1	HEL_003317-RA
OG0005384	XP_039764927.1	HEL_002274-RA
OG0005385	XP_039748849.1	HEL_005028-RA
OG0005386	XP_039763323.1	HEL_013258-RA
OG0005387	XP_039752938.1	HEL_012440-RA
OG0005388	XP_039751677.1	HEL_010204-RA
OG0005389	XP_039762916.1	HEL_011178-RA
OG0005390	XP_039757791.1	HEL_003599-RA
OG0005391	XP_039746389.1	HEL_003955-RA
OG0005392	XP_039745106.1	HEL_005029-RA
OG0005393	XP_039746420.1	HEL_003954-RA
OG0005394	XP_039749494.1	HEL_007798-RA
OG0005395	XP_039748035.1	HEL_005030-RA
OG0005396	XP_039748187.1	HEL_011273-RA
OG0005397	XP_039747770.1	HEL_000493-RA
OG0005398	XP_039754700.1	HEL_005232-RA
OG0005399	XP_039764691.1	HEL_002278-RA
OG0005400	XP_039761239.1	HEL_005428-RA
OG0005401	XP_039754857.1	HEL_005231-RA
OG0005402	XP_039752254.1	HEL_010142-RA
OG0005403	XP_039762582.1	HEL_002281-RA
OG0005404	XP_039761096.1	HEL_005429-RA
OG0005405	XP_039746240.1	HEL_003952-RA
OG0005406	XP_039759163.1	HEL_012444-RA
OG0005407	XP_039758305.1	HEL_009709-RA
OG0005408	XP_039746239.1	HEL_003951-RA
OG0005409	XP_039754726.1	HEL_005225-RA
OG0005410	XP_039747862.1	HEL_011276-RA
OG0005411	XP_039746061.1	HEL_003950-RA
OG0005412	XP_039745793.1	HEL_003949-RA
OG0005413	XP_039763772.1	HEL_002282-RA
OG0005414	XP_039754419.1, XP_039754418.1	HEL_010271-RA
OG0005415	XP_039748131.1	HEL_011278-RA
OG0005416	XP_039753192.1	HEL_003544-RA
OG0005417	XP_039752892.1	HEL_003543-RA
OG0005419	XP_039761314.1	HEL_005431-RA
OG0005420	XP_039762689.1	HEL_011743-RA
OG0005421	XP_039750234.1	HEL_005040-RA
OG0005422	XP_039747217.1	HEL_010559-RA
OG0005423	XP_039762822.1	HEL_011744-RA
OG0005424	XP_039757990.1	HEL_003591-RA
OG0005425	XP_039765059.1	HEL_005041-RA
OG0005426	XP_039750606.1	HEL_013161-RA
OG0005427	XP_039748999.1	HEL_007571-RA
OG0005428	XP_039758309.1	HEL_009713-RA
OG0005429	XP_039759199.1	HEL_006395-RA
OG0005430	XP_039747056.1	HEL_010562-RA
OG0005431	XP_039746959.1	HEL_010563-RA
OG0005432	XP_039756596.1	HEL_005695-RA
OG0005433	XP_039756946.1	HEL_008865-RA
OG0005434	XP_039756282.1	HEL_005696-RA
OG0005436	XP_039763943.1	HEL_013251-RA
OG0005438	XP_039757412.1	HEL_012448-RA
OG0005439	XP_039759512.1	HEL_006396-RA
OG0005440	XP_039760690.1	HEL_011820-RA
OG0005441	XP_039746974.1	HEL_010565-RA
OG0005442	XP_039757396.1	HEL_012452-RA
OG0005443	XP_039765950.1	HEL_001792-RA
OG0005444	XP_039747072.1	HEL_010566-RA
OG0005445	XP_039760131.1	HEL_002103-RA
OG0005446	XP_039765667.1	HEL_001795-RA
OG0005447	XP_039765668.1	HEL_001796-RA
OG0005448	XP_039746716.1	HEL_010568-RA
OG0005449	XP_039745216.1	HEL_001797-RA
OG0005450	XP_039760279.1	HEL_002104-RA
OG0005451	XP_039748264.1	HEL_011284-RA
OG0005452	XP_039746714.1	HEL_010569-RA
OG0005453	XP_039757773.1	HEL_003587-RA
OG0005454	XP_039750855.1	HEL_011136-RA
OG0005455	XP_039758540.1	HEL_009717-RA
OG0005456	XP_039760709.1	HEL_009361-RA
OG0005457	XP_039765146.1	HEL_002285-RA
OG0005458	XP_039746579.1	HEL_010570-RA
OG0005459	XP_039757823.1	HEL_003585-RA
OG0005460	XP_039748789.1	HEL_005049-RA
OG0005461	XP_039758636.1	HEL_012454-RA
OG0005462	XP_039750362.1	HEL_005052-RA
OG0005463	XP_039756724.1	HEL_005699-RA
OG0005464	XP_039757455.1	HEL_003616-RA
OG0005465	XP_039750349.1	HEL_005053-RA
OG0005466	XP_039758161.1	HEL_003617-RA
OG0005467	XP_039764974.1	HEL_005055-RA
OG0005468	XP_039753799.1	HEL_010265-RA
OG0005469	XP_039759217.1	HEL_006402-RA
OG0005470	XP_039750324.1	HEL_011132-RA
OG0005471	XP_039759216.1	HEL_006403-RA
OG0005472	XP_039764986.1	HEL_005056-RA
OG0005473	XP_039751420.1	HEL_010212-RA
OG0005474	XP_039751269.1	HEL_010213-RA
OG0005475	XP_039758614.1	HEL_009721-RA
OG0005476	XP_039759146.1	HEL_006405-RA
OG0005477	XP_039745862.1	HEL_005057-RA
OG0005478	XP_039757740.1	HEL_003623-RA
OG0005479	XP_039754655.1	HEL_010858-RA
OG0005480	XP_039748232.1	HEL_000495-RA
OG0005481	XP_039756267.1	HEL_005702-RA
OG0005482	XP_039748221.1	HEL_005060-RA
OG0005483	XP_039757609.1	HEL_003624-RA
OG0005484	XP_039762078.1	HEL_004115-RA
OG0005485	XP_039754654.1	HEL_010857-RA
OG0005486	XP_039757868.1	HEL_003628-RA
OG0005487	XP_039745123.1	HEL_001802-RA
OG0005488	XP_039756505.1	HEL_005708-RA
OG0005489	XP_039764455.1	HEL_002286-RA
OG0005490	XP_039759077.1	HEL_006410-RA
OG0005491	XP_039747545.1	HEL_000500-RA
OG0005492	XP_039765864.1	HEL_001804-RA
OG0005493	XP_039765731.1	HEL_001805-RA
OG0005494	XP_039765925.1	HEL_001807-RA
OG0005495	XP_039747942.1	HEL_011294-RA
OG0005497	XP_039763427.1	HEL_007002-RA
OG0005498	XP_039750719.1	HEL_011083-RA
OG0005499	XP_039751271.1	HEL_010221-RA
OG0005500	XP_039757457.1	HEL_003634-RA
OG0005501	XP_039756510.1	HEL_005710-RA
OG0005502	XP_039757458.1	HEL_003636-RA
OG0005503	XP_039750563.1	HEL_011084-RA
OG0005504	XP_039751238.1	HEL_010223-RA
OG0005505	XP_039753583.1	HEL_003548-RA
OG0005506	XP_039756616.1	HEL_005712-RA
OG0005507	XP_039753581.1	HEL_003549-RA
OG0005508	XP_039752521.1	HEL_010132-RA
OG0005509	XP_039756356.1	HEL_005713-RA
OG0005510	XP_039759849.1	HEL_002123-RA
OG0005511	XP_039752446.1	HEL_010131-RA
OG0005512	XP_039750589.1	HEL_011089-RA
OG0005514	XP_039749907.1	HEL_006029-RA
OG0005515	XP_039760244.1	HEL_002127-RA
OG0005516	XP_039754311.1	HEL_010260-RA
OG0005517	XP_039756310.1	HEL_005717-RA
OG0005518	XP_039751155.1	HEL_010231-RA
OG0005519	XP_039749908.1	HEL_006026-RA, HEL_011137-RA
OG0005520	XP_039763819.1	HEL_009677-RA
OG0005521	XP_039754991.1	HEL_002523-RA
OG0005522	XP_039760361.1	HEL_002128-RA
OG0005523	XP_039746998.1	HEL_009034-RA
OG0005524	XP_039750668.1	HEL_011098-RA
OG0005525	XP_039756703.1	HEL_002525-RA
OG0005526	XP_039752612.1	HEL_010124-RA
OG0005527	XP_039764032.1	HEL_009678-RA
OG0005529	XP_039762769.1	HEL_011779-RA
OG0005530	XP_039757954.1	HEL_003678-RA
OG0005531	XP_039757738.1	HEL_003676-RA
OG0005532	XP_039750669.1	HEL_011099-RA
OG0005533	XP_039757809.1	HEL_003674-RA
OG0005534	XP_039757508.1	HEL_003673-RA
OG0005535	XP_039750583.1	HEL_011105-RA
OG0005536	XP_039756516.1	HEL_005720-RA
OG0005537	XP_039759735.1	HEL_002001-RA
OG0005538	XP_039750584.1	HEL_011106-RA
OG0005539	XP_039747816.1	HEL_004943-RA
OG0005540	XP_039750690.1	HEL_011107-RA
OG0005541	XP_039757088.1	HEL_011230-RA
OG0005542	XP_039750615.1	HEL_011109-RA
OG0005543	XP_039752556.1	HEL_010121-RA
OG0005544	XP_039746887.1	HEL_009042-RA
OG0005545	XP_039757464.1	HEL_003670-RA
OG0005546	XP_039757463.1	HEL_003669-RA
OG0005547	XP_039756652.1	HEL_005726-RA
OG0005548	XP_039747613.1	HEL_000432-RA
OG0005549	XP_039750626.1	HEL_011111-RA
OG0005550	XP_039750665.1	HEL_011112-RA, HEL_011113-RA
OG0005551	XP_039759518.1	HEL_006413-RA
OG0005552	XP_039760363.1	HEL_002131-RA
OG0005553	XP_039760136.1	HEL_002528-RA
OG0005555	XP_039756029.1	HEL_002531-RA
OG0005556	XP_039746115.1	HEL_004950-RA
OG0005557	XP_039751690.1	HEL_008062-RA
OG0005558	XP_039751308.1	HEL_008061-RA
OG0005559	XP_039751309.1	HEL_008058-RA
OG0005560	XP_039757471.1	HEL_013836-RA
OG0005561	XP_039750056.1	HEL_006020-RA
OG0005562	XP_039760219.1	HEL_002136-RA
OG0005563	XP_039750882.1	HEL_011116-RA
OG0005564	XP_039759742.1	HEL_002137-RA
OG0005565	XP_039757919.1	HEL_002534-RA
OG0005566	XP_039757560.1	HEL_013839-RA
OG0005567	XP_039757562.1	HEL_013837-RA
OG0005568	XP_039765840.1	HEL_001703-RA
OG0005569	XP_039757849.1	HEL_013841-RA
OG0005570	XP_039750859.1	HEL_011119-RA
OG0005571	XP_039754142.1	HEL_010256-RA
OG0005572	XP_039762968.1	HEL_011785-RA
OG0005573	XP_039757774.1	HEL_013843-RA
OG0005574	XP_039757640.1	HEL_013845-RA
OG0005575	XP_039751867.1	HEL_010108-RA
OG0005576	XP_039750721.1	HEL_011081-RA
OG0005577	XP_039750612.1	HEL_011080-RA
OG0005578	XP_039760781.1	HEL_011843-RA
OG0005579	XP_039751170.1	HEL_008046-RA
OG0005580	XP_039756840.1	HEL_011226-RA
OG0005581	XP_039748231.1	HEL_011331-RA
OG0005582	XP_039758055.1	HEL_013852-RA
OG0005583	XP_039752476.1	HEL_010107-RA
OG0005584	XP_039759739.1	HEL_002142-RA
OG0005586	XP_039762448.1	HEL_004132-RA
OG0005587	XP_039758031.1	HEL_013853-RA
OG0005588	XP_039759740.1	HEL_002145-RA
OG0005589	XP_039750601.1	HEL_011076-RA
OG0005590	XP_039749865.1	HEL_006018-RA
OG0005591	XP_039757541.1	HEL_013854-RA
OG0005592	XP_039764752.1	HEL_002294-RA
OG0005593	XP_039764882.1	HEL_002295-RA
OG0005594	XP_039759938.1	HEL_002143-RA
OG0005595	XP_039751169.1	HEL_008044-RA
OG0005596	XP_039759354.1	HEL_006414-RA
OG0005597	XP_039760167.1	HEL_002147-RA
OG0005598	XP_039757082.1	HEL_011225-RA
OG0005599	XP_039748259.1	HEL_011335-RA
OG0005600	XP_039755809.1	HEL_000804-RA
OG0005601	XP_039747091.1	HEL_009047-RA
OG0005602	XP_039750334.1	HEL_011072-RA
OG0005603	XP_039750335.1	HEL_011071-RA
OG0005604	XP_039762866.1, XP_039762867.1	HEL_011789-RA
OG0005605	XP_039760804.1	HEL_011842-RA
OG0005606	XP_039750639.1	HEL_011070-RA
OG0005607	XP_039760365.1	HEL_002151-RA
OG0005609	XP_039747029.1	HEL_009050-RA
OG0005611	XP_039747027.1	HEL_009051-RA
OG0005612	XP_039760711.1	HEL_011841-RA
OG0005613	XP_039745341.1	HEL_004960-RA
OG0005614	XP_039747411.1	HEL_009052-RA
OG0005615	XP_039747599.1	HEL_000429-RA
OG0005616	XP_039755731.1	HEL_000811-RA
OG0005617	XP_039754552.1, XP_039754551.1	HEL_009461-RA
OG0005619	XP_039758510.1	HEL_009734-RA
OG0005621	XP_039762588.1	HEL_011791-RA
OG0005622	XP_039756242.1	HEL_005826-RA
OG0005624	XP_039756274.1	HEL_005825-RA
OG0005626	XP_039757302.1	HEL_011222-RA
OG0005627	XP_039748213.1	HEL_011346-RA
OG0005628	XP_039751552.1	HEL_008033-RA
OG0005629	XP_039745612.1	HEL_014046-RA
OG0005630	XP_039756590.1	HEL_005816-RA
OG0005631	XP_039755675.1	HEL_000814-RA
OG0005632	XP_039752686.1	HEL_010099-RA
OG0005633	XP_039753635.1	HEL_003562-RA
OG0005634	XP_039748226.1	HEL_000426-RA
OG0005635	XP_039758037.1	HEL_013857-RA
OG0005636	XP_039746396.1	HEL_014045-RA
OG0005637	XP_039759236.1	HEL_006423-RA
OG0005638	XP_039752104.1	HEL_010098-RA
OG0005639	XP_039746432.1	HEL_014044-RA
OG0005640	XP_039745993.1	HEL_014043-RA
OG0005641	XP_039759655.1	HEL_006424-RA
OG0005642	XP_039745854.1	HEL_014041-RA
OG0005643	XP_039745853.1	HEL_014040-RA
OG0005644	XP_039762528.1	HEL_011803-RA
OG0005645	XP_039759222.1	HEL_006425-RA
OG0005646	XP_039762776.1	HEL_011802-RA
OG0005647	XP_039746028.1	HEL_014039-RA
OG0005648	XP_039746029.1	HEL_014038-RA
OG0005649	XP_039748370.1	HEL_000533-RA
OG0005650	XP_039747079.1	HEL_009061-RA
OG0005651	XP_039762256.1	HEL_004101-RA
OG0005652	XP_039746729.1	HEL_009060-RA
OG0005654	XP_039752558.1	HEL_010096-RA
OG0005655	XP_039758615.1	HEL_009735-RA
OG0005656	XP_039765177.1	HEL_002304-RA
OG0005657	XP_039761002.1	HEL_004596-RA
OG0005658	XP_039753891.1	HEL_009448-RA
OG0005659	XP_039759346.1	HEL_006428-RA
OG0005660	XP_039749542.1	HEL_004968-RA
OG0005661	XP_039761967.1	HEL_004090-RA
OG0005663	XP_039763355.1	HEL_012063-RA
OG0005664	XP_039761966.1	HEL_004094-RA
OG0005665	XP_039765192.1	HEL_002306-RA
OG0005666	XP_039764479.1	HEL_004969-RA
OG0005668	XP_039762132.1	HEL_004095-RA
OG0005669	XP_039758193.1	HEL_004970-RA
OG0005670	XP_039759620.1	HEL_002546-RA
OG0005671	XP_039758308.1	HEL_004971-RA
OG0005672	XP_039760970.1	HEL_004653-RA
OG0005673	XP_039757032.1	HEL_011216-RA, HEL_011214-RA
OG0005674	XP_039757887.1	HEL_002547-RA
OG0005675	XP_039746975.1	HEL_009063-RA
OG0005676	XP_039765101.1	HEL_004973-RA
OG0005677	XP_039749318.1	HEL_007669-RA
OG0005678	XP_039754039.1	HEL_009446-RA
OG0005679	XP_039747265.1	HEL_009064-RA
OG0005680	XP_039760650.1	HEL_011838-RA
OG0005681	XP_039747058.1	HEL_009065-RA
OG0005682	XP_039749319.1	HEL_007670-RA
OG0005683	XP_039753746.1	HEL_009445-RA
OG0005684	XP_039748847.1	HEL_007671-RA
OG0005685	XP_039748886.1	HEL_004979-RA
OG0005686	XP_039758299.1	HEL_002548-RA
OG0005687	XP_039764194.1	HEL_012066-RA
OG0005688	XP_039752831.1	HEL_002551-RA
OG0005689	XP_039764134.1	HEL_002311-RA
OG0005690	XP_039752349.1	HEL_010090-RA
OG0005691	XP_039762969.1	HEL_011809-RA
OG0005692	XP_039764030.1	HEL_002312-RA
OG0005694	XP_039765227.1	HEL_002313-RA
OG0005695	XP_039762385.1	HEL_014526-RA
OG0005696	XP_039748923.1	HEL_004985-RA
OG0005697	XP_039759231.1	HEL_006432-RA
OG0005698	XP_039748428.1	HEL_004987-RA
OG0005699	XP_039755453.1	HEL_000820-RA
OG0005700	XP_039760621.1	HEL_011835-RA
OG0005701	XP_039760541.1	HEL_011832-RA
OG0005702	XP_039764470.1	HEL_002314-RA
OG0005703	XP_039757533.1	HEL_014247-RA
OG0005704	XP_039765111.1	HEL_002315-RA
OG0005705	XP_039757970.1	HEL_002474-RA
OG0005706	XP_039753723.1	HEL_003566-RA
OG0005707	XP_039763557.1	HEL_012077-RA
OG0005708	XP_039757766.1	HEL_014245-RA
OG0005709	XP_039763215.1	HEL_012078-RA
OG0005710	XP_039752712.1	HEL_002554-RA
OG0005711	XP_039748151.1	HEL_000524-RA
OG0005712	XP_039750004.1	HEL_007835-RA
OG0005713	XP_039750055.1	HEL_007834-RA
OG0005714	XP_039753725.1	HEL_003568-RA, HEL_003569-RA
OG0005715	XP_039765485.1	HEL_001682-RA
OG0005716	XP_039757144.1	HEL_011213-RA
OG0005717	XP_039745343.1	HEL_001680-RA
OG0005718	XP_039760213.1	HEL_002161-RA
OG0005719	XP_039747133.1	HEL_009075-RA
OG0005720	XP_039746763.1	HEL_009077-RA
OG0005721	XP_039748861.1	HEL_007690-RA
OG0005722	XP_039748399.1	HEL_000521-RA
OG0005723	XP_039753488.1	HEL_003571-RA
OG0005724	XP_039750156.1	HEL_007832-RA
OG0005725	XP_039765252.1	HEL_002321-RA
OG0005726	XP_039749830.1	HEL_007829-RA
OG0005727	XP_039765260.1	HEL_002322-RA
OG0005728	XP_039764874.1	HEL_002323-RA
OG0005729	XP_039746876.1	HEL_009080-RA
OG0005730	XP_039749129.1	HEL_007696-RA
OG0005731	XP_039755366.1	HEL_000821-RA
OG0005732	XP_039760618.1	HEL_011847-RA
OG0005733	XP_039757215.1	HEL_011211-RA
OG0005734	XP_039765221.1	HEL_002325-RA
OG0005735	XP_039746883.1	HEL_009084-RA
OG0005736	XP_039752667.1	HEL_010078-RA
OG0005737	XP_039756982.1	HEL_011209-RA
OG0005738	XP_039748634.1	HEL_007700-RA
OG0005739	XP_039765093.1	HEL_002327-RA
OG0005740	XP_039747926.1	HEL_000512-RA
OG0005741	XP_039765584.1	HEL_001677-RA
OG0005742	XP_039747144.1	HEL_004999-RA
OG0005743	XP_039763149.1	HEL_012107-RA
OG0005744	XP_039748228.1	HEL_000417-RA
OG0005745	XP_039757912.1	HEL_014230-RA
OG0005746	XP_039751465.1	HEL_008080-RA
OG0005747	XP_039765095.1	HEL_002330-RA
OG0005749	XP_039751464.1	HEL_008081-RA
OG0005751	XP_039758610.1	HEL_009738-RA
OG0005753	XP_039751243.1	HEL_008083-RA
OG0005754	XP_039765102.1	HEL_002333-RA
OG0005755	XP_039758294.1	HEL_009744-RA
OG0005756	XP_039765104.1	HEL_002334-RA
OG0005758	XP_039765080.1	HEL_002335-RA
OG0005759	XP_039760767.1	HEL_005002-RA
OG0005760	XP_039750278.1	HEL_004362-RA
OG0005761	XP_039747428.1	HEL_009091-RA
OG0005762	XP_039765094.1	HEL_002336-RA
OG0005763	XP_039754195.1	HEL_009442-RA
OG0005764	XP_039765077.1	HEL_002337-RA
OG0005765	XP_039754169.1	HEL_009441-RA
OG0005766	XP_039754556.1	HEL_009440-RA
OG0005767	XP_039765097.1	HEL_002338-RA
OG0005768	XP_039753920.1	HEL_009439-RA
OG0005769	XP_039748107.1	HEL_011395-RA
OG0005771	XP_039754325.1	HEL_009436-RA
