Orthogroup	Pararge_aegeria	Vanessa_tameamea
OG0005092	XP_039756063.1	XP_026500966.1
OG0005093	XP_039754123.1	XP_026498974.1
OG0005094	XP_039759997.1	XP_026500256.1
OG0005095	XP_039761295.1	XP_026501687.1
OG0005096	XP_039757885.1, XP_039758026.1	XP_026490965.1
OG0005097	XP_039755940.1	XP_026487240.1
OG0005098	XP_039755939.1	XP_026487228.1
OG0005099	XP_039746990.1	XP_026489985.1
OG0005100	XP_039756444.1	XP_026501026.1
OG0005101	XP_039756289.1	XP_026501023.1
OG0005102	XP_039759412.1	XP_026492587.1
OG0005103	XP_039758768.1	XP_026493061.1
OG0005104	XP_039755707.1	XP_026487234.1
OG0005105	XP_039758660.1	XP_026487059.1
OG0005106	XP_039756135.1	XP_026501025.1
OG0005107	XP_039759992.1	XP_026500204.1
OG0005108	XP_039752175.1	XP_026483333.1
OG0005109	XP_039755726.1	XP_026487239.1
OG0005110	XP_039763236.1	XP_026500627.1
OG0005111	XP_039752060.1	XP_026483338.1
OG0005112	XP_039756305.1	XP_026501013.1
OG0005113	XP_039760221.1	XP_026500217.1
OG0005114	XP_039752485.1	XP_026483332.1
OG0005115	XP_039759986.1	XP_026500182.1
OG0005116	XP_039756554.1	XP_026501016.1
OG0005117	XP_039754821.1	XP_026496363.1
OG0005118	XP_039754984.1	XP_026496318.1
OG0005119	XP_039764836.1	XP_026489307.1
OG0005120	XP_039755085.1	XP_026496323.1
OG0005121	XP_039765044.1	XP_026489289.1
OG0005122	XP_039754883.1	XP_026496287.1
OG0005123	XP_039751722.1	XP_026484070.1
OG0005124	XP_039761544.1	XP_026484074.1
OG0005125	XP_039760003.1	XP_026500235.1
OG0005126	XP_039765927.1	XP_026499989.1
OG0005127	XP_039748776.1	XP_026499987.1
OG0005128	XP_039762792.1	XP_026483117.1
OG0005129	XP_039765142.1	XP_026489322.1
OG0005130	XP_039754839.1	XP_026487006.1
OG0005131	XP_039754709.1	XP_026496263.1
OG0005132	XP_039748988.1	XP_026490072.1
OG0005133	XP_039754207.1, XP_039754206.1	XP_026498964.1
OG0005134	XP_039762221.1	XP_026499841.1, XP_026498222.1
OG0005135	XP_039754975.1	XP_026496262.1
OG0005136	XP_039749135.1	XP_026490077.1
OG0005137	XP_039753414.1	XP_026492130.1
OG0005138	XP_039753012.1	XP_026492103.1
OG0005139	XP_039755037.1	XP_026496254.1
OG0005140	XP_039762000.1	XP_026499491.1
OG0005141	XP_039751518.1	XP_026484139.1
OG0005142	XP_039765133.1	XP_026489318.1
OG0005143	XP_039755086.1	XP_026496267.1
OG0005144	XP_039751397.1	XP_026484058.1
OG0005145	XP_039765239.1	XP_026489244.1
OG0005146	XP_039759558.1	XP_026492941.1
OG0005147	XP_039747151.1, XP_039747152.1	XP_026489922.1
OG0005148	XP_039765846.1	XP_026501215.1
OG0005149	XP_039753651.1	XP_026492138.1
OG0005150	XP_039746963.1	XP_026490003.1
OG0005151	XP_039765064.1	XP_026489241.1
OG0005152	XP_039753230.1	XP_026492124.1
OG0005153	XP_039750989.1	XP_026484126.1
OG0005154	XP_039757051.1	XP_026487944.1
OG0005155	XP_039757875.1	XP_026491026.1
OG0005156	XP_039763746.1	XP_026500485.1
OG0005157	XP_039756942.1	XP_026487057.1
OG0005158	XP_039758104.1	XP_026490973.1
OG0005159	XP_039746734.1	XP_026489995.1
OG0005160	XP_039759546.1	XP_026487050.1
OG0005161	XP_039756770.1	XP_026487968.1
OG0005162	XP_039750990.1	XP_026489858.1
OG0005163	XP_039763192.1	XP_026500515.1
OG0005164	XP_039746344.1	XP_026491196.1
OG0005165	XP_039751695.1	XP_026489976.1
OG0005166	XP_039764702.1	XP_026489288.1
OG0005167	XP_039747339.1	XP_026490009.1
OG0005168	XP_039745867.1	XP_026491828.1
OG0005169	XP_039745087.1	XP_026501235.1
OG0005170	XP_039746088.1	XP_026491208.1
OG0005171	XP_039762799.1	XP_026500952.1
OG0005172	XP_039765830.1	XP_026501191.1
OG0005173	XP_039755207.1	XP_026496312.1, XP_026496313.1
OG0005174	XP_039757444.1	XP_026491017.1
OG0005175	XP_039761921.1	XP_026498699.1
OG0005176	XP_039760726.1	XP_026487048.1
OG0005177	XP_039761426.1	XP_026483914.1
OG0005178	XP_039748115.1	XP_026490167.1
OG0005179	XP_039757532.1	XP_026491022.1
OG0005181	XP_039749875.1	XP_026501061.1
OG0005182	XP_039751710.1	XP_026483076.1
OG0005183	XP_039759331.1	XP_026487042.1, XP_026487044.1
OG0005184	XP_039751713.1	XP_026488525.1
OG0005185	XP_039763122.1	XP_026500438.1
OG0005186	XP_039761319.1	XP_026501696.1
OG0005187	XP_039761424.1	XP_026483916.1
OG0005188	XP_039750861.1	XP_026500359.1
OG0005189	XP_039751602.1, XP_039751600.1, XP_039751601.1	XP_026483211.1
OG0005190	XP_039760645.1	XP_026487151.1, XP_026487150.1
OG0005191	XP_039752266.1	XP_026483494.1
OG0005192	XP_039751302.1	XP_026483323.1, XP_026483404.1
OG0005193	XP_039757426.1	XP_026487959.1
OG0005194	XP_039755711.1	XP_026487283.1
OG0005195	XP_039756604.1	XP_026501003.1
OG0005196	XP_039757312.1	XP_026487962.1
OG0005197	XP_039757357.1	XP_026487032.1
OG0005198	XP_039752597.1	XP_026483490.1, XP_026483489.1
OG0005199	XP_039755701.1	XP_026487265.1
OG0005200	XP_039759174.1	XP_026490589.1
OG0005201	XP_039755422.1	XP_026487302.1
OG0005202	XP_039756128.1	XP_026500974.1
OG0005203	XP_039745311.1	XP_026501172.1
OG0005204	XP_039745396.1	XP_026501174.1
OG0005205	XP_039757564.1	XP_026494208.1
OG0005206	XP_039759019.1	XP_026490562.1, XP_026490566.1
OG0005207	XP_039750537.1	XP_026500370.1
OG0005208	XP_039762161.1	XP_026486435.1
OG0005209	XP_039747386.1	XP_026489904.1
OG0005210	XP_039755421.1	XP_026487301.1
OG0005211	XP_039753986.1	XP_026487077.1
OG0005212	XP_039761067.1	XP_026487067.1
OG0005213	XP_039757072.1	XP_026487953.1
OG0005214	XP_039762763.1	XP_026500959.1
OG0005215	XP_039760801.1	XP_026487065.1
OG0005216	XP_039745536.1	XP_026501167.1
OG0005217	XP_039762131.1	XP_026486433.1
OG0005218	XP_039761837.1	XP_026486431.1
OG0005219	XP_039747154.1	XP_026489906.1
OG0005220	XP_039755835.1	XP_026487300.1
OG0005221	XP_039750877.1	XP_026500339.1
OG0005222	XP_039754399.1	XP_026498993.1
OG0005223	XP_039759677.1, XP_039759678.1	XP_026490611.1
OG0005224	XP_039745375.1, XP_039745383.1	XP_026500082.1
OG0005225	XP_039748594.1	XP_026490069.1
OG0005226	XP_039746031.1	XP_026491303.1
OG0005227	XP_039750725.1	XP_026500320.1, XP_026500319.1
OG0005228	XP_039745984.1	XP_026491512.1
OG0005229	XP_039748652.1	XP_026490083.1
OG0005230	XP_039756827.1	XP_026500897.1
OG0005231	XP_039755761.1	XP_026487244.1
OG0005232	XP_039763871.1	XP_026500437.1
OG0005234	XP_039748545.1	XP_026490079.1
OG0005235	XP_039756346.1	XP_026495747.1
OG0005236	XP_039750029.1	XP_026496172.1
OG0005237	XP_039750031.1	XP_026496171.1
OG0005238	XP_039748546.1	XP_026490080.1
OG0005239	XP_039757750.1	XP_026500942.1
OG0005240	XP_039756266.1	XP_026495719.1
OG0005241	XP_039748596.1	XP_026490076.1
OG0005242	XP_039762907.1	XP_026496083.1
OG0005243	XP_039765540.1	XP_026501166.1
OG0005244	XP_039765469.1	XP_026501150.1
OG0005245	XP_039749131.1	XP_026490048.1
OG0005246	XP_039757735.1	XP_026500948.1
OG0005247	XP_039754807.1	XP_026496295.1
OG0005248	XP_039748659.1	XP_026490082.1
OG0005249	XP_039755144.1	XP_026496351.1
OG0005250	XP_039748657.1	XP_026490050.1
OG0005251	XP_039752290.1	XP_026483346.1
OG0005252	XP_039754477.1	XP_026488103.1
OG0005254	XP_039762981.1	XP_026496006.1
OG0005255	XP_039765622.1	XP_026488171.1
OG0005256	XP_039749871.1	XP_026496175.1
OG0005257	XP_039761259.1	XP_026492920.1
OG0005258	XP_039754476.1	XP_026488094.1
OG0005259	XP_039745208.1	XP_026501099.1
OG0005260	XP_039750170.1	XP_026496197.1
OG0005261	XP_039754960.1	XP_026496228.1
OG0005262	XP_039755053.1	XP_026496227.1
OG0005263	XP_039745980.1	XP_026491510.1
OG0005264	XP_039745272.1	XP_026501097.1
OG0005265	XP_039746063.1	XP_026491122.1
OG0005266	XP_039751839.1	XP_026483556.1
OG0005267	XP_039765866.1	XP_026501095.1
OG0005268	XP_039754298.1	XP_026488109.1
OG0005269	XP_039757138.1	XP_026492950.1
OG0005270	XP_039765491.1	XP_026501100.1
OG0005271	XP_039748043.1	XP_026488757.1
OG0005272	XP_039765808.1	XP_026484833.1
OG0005273	XP_039759427.1	XP_026495395.1
OG0005274	XP_039759150.1	XP_026495394.1
OG0005275	XP_039749763.1	XP_026496198.1
OG0005276	XP_039757399.1	XP_026492978.1
OG0005277	XP_039762888.1	XP_026500071.1
OG0005278	XP_039753610.1	XP_026492297.1
OG0005279	XP_039760897.1	XP_026492900.1
OG0005281	XP_039757008.1	XP_026492980.1
OG0005282	XP_039763397.1	XP_026500525.1
OG0005283	XP_039748837.1	XP_026490064.1
OG0005285	XP_039759153.1	XP_026495423.1
OG0005286	XP_039753507.1	XP_026492261.1
OG0005287	XP_039758742.1	XP_026493105.1
OG0005288	XP_039752458.1	XP_026483508.1
OG0005289	XP_039754664.1	XP_026496230.1
OG0005290	XP_039750672.1	XP_026498449.1
OG0005291	XP_039761191.1	XP_026492914.1
OG0005292	XP_039754717.1	XP_026496242.1
OG0005293	XP_039765292.1	XP_026490219.1
OG0005294	XP_039747385.1	XP_026489990.1
OG0005295	XP_039749756.1	XP_026484285.1
OG0005296	XP_039759536.1	XP_026498075.1
OG0005297	XP_039753226.1	XP_026492294.1
OG0005298	XP_039745425.1	XP_026501080.1
OG0005299	XP_039757397.1	XP_026492946.1
OG0005300	XP_039759967.1	XP_026498060.1
OG0005301	XP_039749890.1	XP_026484229.1
OG0005302	XP_039753641.1	XP_026492308.1
OG0005303	XP_039754887.1	XP_026496246.1
OG0005304	XP_039754885.1	XP_026496239.1
OG0005305	XP_039762950.1	XP_026498882.1
OG0005306	XP_039756851.1	XP_026492942.1
OG0005307	XP_039754976.1	XP_026496238.1
OG0005308	XP_039754665.1	XP_026496244.1
OG0005309	XP_039762858.1	XP_026490675.1
OG0005310	XP_039756902.1	XP_026492982.1
OG0005311	XP_039762611.1	XP_026490673.1
OG0005312	XP_039760072.1	XP_026500172.1
OG0005313	XP_039757042.1	XP_026492967.1
OG0005314	XP_039757015.1	XP_026492945.1
OG0005315	XP_039755466.1	XP_026494137.1
OG0005316	XP_039748180.1	XP_026496139.1
OG0005317	XP_039763252.1	XP_026500488.1
OG0005318	XP_039748353.1	XP_026488755.1
OG0005319	XP_039761937.1	XP_026498073.1
OG0005320	XP_039747180.1	XP_026489967.1
OG0005321	XP_039756549.1	XP_026495813.1
OG0005322	XP_039747457.1	XP_026489968.1
OG0005323	XP_039760839.1	XP_026498833.1
OG0005324	XP_039747462.1	XP_026489980.1
OG0005325	XP_039759632.1	XP_026495431.1
OG0005326	XP_039763401.1	XP_026500523.1
OG0005327	XP_039760865.1	XP_026498834.1
OG0005328	XP_039745431.1	XP_026501120.1
OG0005329	XP_039755179.1	XP_026496342.1
OG0005330	XP_039755116.1	XP_026496343.1
OG0005331	XP_039756960.1	XP_026492962.1
OG0005332	XP_039754939.1	XP_026496427.1
OG0005333	XP_039747303.1	XP_026489914.1
OG0005334	XP_039757303.1	XP_026492963.1
OG0005335	XP_039759342.1	XP_026495408.1
OG0005336	XP_039759441.1	XP_026495484.1
OG0005337	XP_039759136.1	XP_026495481.1
OG0005338	XP_039753564.1	XP_026492266.1
OG0005339	XP_039750617.1	XP_026498492.1
OG0005340	XP_039753127.1	XP_026492149.1
OG0005341	XP_039748361.1	XP_026496111.1
OG0005342	XP_039747996.1	XP_026496113.1
OG0005343	XP_039762980.1	XP_026490664.1
OG0005344	XP_039750536.1	XP_026498498.1
OG0005345	XP_039759015.1	XP_026494079.1
OG0005346	XP_039747958.1	XP_026496114.1
OG0005347	XP_039752371.1, XP_039752370.1	XP_026483593.1
OG0005348	XP_039752647.1	XP_026483544.1
OG0005349	XP_039752186.1	XP_026483541.1
OG0005350	XP_039755622.1	XP_026488826.1
OG0005351	XP_039762752.1	XP_026490667.1
OG0005352	XP_039747978.1	XP_026488765.1
OG0005353	XP_039755904.1	XP_026488976.1
OG0005354	XP_039762817.1	XP_026490665.1
OG0005355	XP_039756601.1	XP_026495815.1, XP_026495816.1
OG0005356	XP_039765930.1	XP_026501186.1
OG0005357	XP_039759297.1	XP_026493992.1
OG0005358	XP_039756256.1	XP_026495726.1
OG0005359	XP_039758919.1	XP_026494090.1
OG0005360	XP_039753730.1	XP_026492172.1
OG0005361	XP_039748044.1	XP_026490162.1
OG0005362	XP_039753893.1	XP_026500963.1
OG0005363	XP_039761011.1	XP_026486736.1
OG0005364	XP_039758921.1	XP_026494305.1
OG0005365	XP_039752415.1	XP_026483539.1
OG0005366	XP_039759230.1	XP_026494579.1
OG0005367	XP_039747821.1	XP_026488762.1
OG0005368	XP_039749493.1	XP_026490186.1
OG0005369	XP_039757152.1	XP_026494685.1
OG0005370	XP_039746373.1	XP_026491035.1
OG0005371	XP_039748972.1	XP_026490144.1
OG0005372	XP_039762930.1	XP_026490691.1, XP_026490690.1
OG0005373	XP_039754878.1	XP_026496324.1
OG0005374	XP_039750678.1	XP_026497212.1
OG0005375	XP_039760386.1	XP_026498407.1
OG0005376	XP_039760589.1	XP_026498830.1
OG0005377	XP_039760976.1	XP_026492890.1
OG0005378	XP_039753473.1	XP_026492199.1
OG0005379	XP_039756492.1	XP_026496037.1
OG0005380	XP_039764218.1	XP_026500499.1
OG0005381	XP_039756194.1	XP_026496038.1
OG0005382	XP_039762915.1	XP_026490693.1
OG0005383	XP_039747461.1	XP_026490195.1
OG0005384	XP_039764927.1	XP_026489306.1
OG0005385	XP_039748849.1	XP_026490197.1
OG0005386	XP_039763323.1	XP_026500504.1
OG0005387	XP_039752938.1	XP_026498094.1
OG0005388	XP_039751677.1	XP_026500628.1
OG0005389	XP_039762916.1	XP_026494597.1
OG0005390	XP_039757791.1	XP_026489747.1
OG0005391	XP_039746389.1	XP_026491767.1
OG0005392	XP_039745106.1	XP_026490182.1
OG0005393	XP_039746420.1	XP_026491761.1
OG0005394	XP_039749494.1	XP_026484295.1
OG0005395	XP_039748035.1	XP_026498523.1, XP_026490193.1
OG0005396	XP_039748187.1	XP_026490663.1
OG0005397	XP_039747770.1	XP_026497260.1
OG0005398	XP_039754700.1	XP_026496337.1
OG0005399	XP_039764691.1	XP_026489291.1
OG0005400	XP_039761239.1	XP_026492919.1
OG0005401	XP_039754857.1	XP_026496340.1
OG0005402	XP_039752254.1	XP_026483457.1
OG0005403	XP_039762582.1	XP_026489338.1
OG0005404	XP_039761096.1	XP_026492905.1
OG0005405	XP_039746240.1	XP_026491771.1
OG0005406	XP_039759163.1	XP_026498100.1
OG0005407	XP_039758305.1	XP_026493450.1
OG0005408	XP_039746239.1	XP_026491770.1
OG0005409	XP_039754726.1	XP_026496335.1
OG0005410	XP_039747862.1	XP_026490656.1
OG0005411	XP_039746061.1	XP_026491769.1
OG0005412	XP_039745793.1	XP_026491766.1
OG0005413	XP_039763772.1	XP_026489337.1
OG0005414	XP_039754419.1, XP_039754418.1	XP_026493632.1
OG0005415	XP_039748131.1	XP_026490653.1
OG0005416	XP_039753192.1	XP_026492182.1
OG0005417	XP_039752892.1	XP_026492180.1
OG0005418	XP_039759567.1	XP_026494643.1
OG0005419	XP_039761314.1	XP_026492895.1
OG0005420	XP_039762689.1	XP_026497181.1
OG0005421	XP_039750234.1	XP_026490211.1
OG0005422	XP_039747217.1	XP_026489913.1
OG0005423	XP_039762822.1	XP_026497182.1
OG0005424	XP_039757990.1	XP_026489719.1
OG0005425	XP_039765059.1	XP_026490205.1
OG0005426	XP_039750606.1	XP_026497206.1
OG0005427	XP_039748999.1	XP_026490087.1
OG0005428	XP_039758309.1	XP_026493457.1
OG0005429	XP_039759199.1	XP_026494235.1
OG0005430	XP_039747056.1	XP_026489887.1
OG0005431	XP_039746959.1	XP_026489890.1
OG0005432	XP_039756596.1	XP_026495730.1
OG0005433	XP_039756946.1	XP_026494658.1
OG0005434	XP_039756282.1	XP_026495842.1
OG0005435	XP_039759270.1	XP_026494273.1
OG0005436	XP_039763943.1	XP_026500448.1
OG0005437	XP_039745196.1	XP_026490179.1, XP_026490178.1, XP_026490177.1
OG0005438	XP_039757412.1	XP_026498113.1
OG0005439	XP_039759512.1	XP_026494171.1
OG0005440	XP_039760690.1	XP_026498806.1
OG0005441	XP_039746974.1	XP_026489891.1
OG0005442	XP_039757396.1	XP_026498114.1
OG0005443	XP_039765950.1	XP_026501149.1
OG0005444	XP_039747072.1	XP_026489886.1
OG0005445	XP_039760131.1	XP_026500195.1
OG0005446	XP_039765667.1	XP_026501104.1
OG0005447	XP_039765668.1	XP_026501105.1
OG0005448	XP_039746716.1	XP_026489889.1
OG0005449	XP_039745216.1	XP_026501094.1
OG0005450	XP_039760279.1	XP_026500176.1
OG0005451	XP_039748264.1	XP_026490658.1, XP_026490659.1
OG0005452	XP_039746714.1	XP_026489895.1
OG0005453	XP_039757773.1	XP_026489629.1
OG0005454	XP_039750855.1	XP_026498470.1
OG0005455	XP_039758540.1	XP_026493111.1
OG0005456	XP_039760709.1	XP_026492494.1
OG0005457	XP_039765146.1	XP_026489290.1
OG0005458	XP_039746579.1	XP_026490018.1
OG0005459	XP_039757823.1	XP_026489635.1
OG0005460	XP_039748789.1	XP_026483277.1
OG0005461	XP_039758636.1	XP_026486607.1
OG0005462	XP_039750362.1	XP_026483287.1
OG0005463	XP_039756724.1	XP_026495790.1
OG0005464	XP_039757455.1	XP_026489632.1
OG0005465	XP_039750349.1	XP_026483284.1
OG0005466	XP_039758161.1	XP_026489631.1
OG0005467	XP_039764974.1	XP_026483280.1
OG0005468	XP_039753799.1	XP_026493639.1
OG0005469	XP_039759217.1	XP_026494437.1
OG0005470	XP_039750324.1	XP_026498445.1
OG0005471	XP_039759216.1	XP_026494357.1
OG0005472	XP_039764986.1	XP_026483283.1
OG0005473	XP_039751420.1	XP_026501404.1
OG0005474	XP_039751269.1	XP_026501384.1
OG0005475	XP_039758614.1	XP_026493313.1
OG0005476	XP_039759146.1	XP_026494555.1
OG0005477	XP_039745862.1	XP_026483289.1
OG0005478	XP_039757740.1	XP_026489705.1
OG0005479	XP_039754655.1	XP_026496212.1
OG0005480	XP_039748232.1	XP_026497257.1
OG0005481	XP_039756267.1	XP_026495521.1
OG0005483	XP_039757609.1	XP_026489709.1
OG0005484	XP_039762078.1	XP_026490719.1
OG0005485	XP_039754654.1	XP_026496211.1
OG0005486	XP_039757868.1	XP_026489708.1
OG0005487	XP_039745123.1	XP_026501134.1
OG0005488	XP_039756505.1	XP_026495634.1
OG0005489	XP_039764455.1	XP_026489309.1
OG0005490	XP_039759077.1	XP_026494492.1
OG0005491	XP_039747545.1	XP_026497249.1
OG0005492	XP_039765864.1	XP_026501136.1
OG0005493	XP_039765731.1	XP_026501131.1
OG0005494	XP_039765925.1	XP_026501133.1
OG0005495	XP_039747942.1	XP_026490580.1
OG0005496	XP_039748056.1	XP_026497237.1, XP_026497239.1
OG0005497	XP_039763427.1	XP_026499119.1
OG0005498	XP_039750719.1	XP_026498442.1
OG0005499	XP_039751271.1	XP_026501726.1
OG0005500	XP_039757457.1	XP_026489750.1
OG0005501	XP_039756510.1	XP_026495536.1
OG0005502	XP_039757458.1	XP_026489751.1
OG0005503	XP_039750563.1	XP_026498496.1
OG0005504	XP_039751238.1	XP_026483438.1
OG0005505	XP_039753583.1	XP_026492198.1
OG0005506	XP_039756616.1	XP_026495530.1
OG0005507	XP_039753581.1	XP_026492144.1
OG0005508	XP_039752521.1	XP_026483503.1
OG0005509	XP_039756356.1	XP_026495532.1
OG0005510	XP_039759849.1	XP_026500087.1
OG0005511	XP_039752446.1	XP_026483423.1
OG0005512	XP_039750589.1	XP_026498451.1
OG0005513	XP_039759850.1	XP_026500088.1, XP_026500090.1
OG0005514	XP_039749907.1	XP_026484271.1
OG0005515	XP_039760244.1	XP_026500257.1
OG0005516	XP_039754311.1	XP_026501066.1
OG0005517	XP_039756310.1	XP_026495499.1
OG0005518	XP_039751155.1	XP_026501555.1
OG0005519	XP_039749908.1	XP_026484238.1
OG0005520	XP_039763819.1	XP_026500305.1
OG0005521	XP_039754991.1	XP_026486596.1
OG0005522	XP_039760361.1	XP_026500234.1
OG0005523	XP_039746998.1	XP_026489989.1
OG0005524	XP_039750668.1	XP_026498504.1
OG0005525	XP_039756703.1	XP_026486604.1
OG0005526	XP_039752612.1	XP_026483471.1
OG0005527	XP_039764032.1	XP_026500277.1
OG0005528	XP_039756055.1	XP_026495497.1, XP_026495498.1
OG0005529	XP_039762769.1	XP_026486418.1
OG0005530	XP_039757954.1	XP_026494292.1
OG0005531	XP_039757738.1	XP_026494293.1
OG0005532	XP_039750669.1	XP_026498506.1
OG0005533	XP_039757809.1	XP_026494295.1
OG0005534	XP_039757508.1	XP_026494290.1
OG0005535	XP_039750583.1	XP_026498518.1
OG0005536	XP_039756516.1	XP_026495914.1
OG0005537	XP_039759735.1	XP_026497564.1
OG0005538	XP_039750584.1	XP_026498519.1
OG0005539	XP_039747816.1	XP_026497673.1
OG0005540	XP_039750690.1	XP_026498517.1
OG0005541	XP_039757088.1	XP_026494651.1
OG0005542	XP_039750615.1	XP_026498423.1
OG0005543	XP_039752556.1	XP_026483460.1
OG0005544	XP_039746887.1	XP_026489901.1
OG0005545	XP_039757464.1	XP_026494243.1
OG0005546	XP_039757463.1	XP_026494209.1
OG0005547	XP_039756652.1	XP_026495789.1
OG0005548	XP_039747613.1	XP_026490381.1
OG0005549	XP_039750626.1	XP_026498508.1
OG0005550	XP_039750665.1	XP_026498516.1
OG0005551	XP_039759518.1	XP_026494418.1
OG0005552	XP_039760363.1	XP_026500092.1
OG0005553	XP_039760136.1	XP_026486586.1
OG0005554	XP_039757654.1	XP_026494197.1
OG0005555	XP_039756029.1	XP_026486611.1
OG0005556	XP_039746115.1	XP_026497708.1
OG0005557	XP_039751690.1	XP_026485539.1
OG0005558	XP_039751308.1	XP_026485527.1
OG0005559	XP_039751309.1	XP_026485519.1
OG0005560	XP_039757471.1	XP_026494200.1
OG0005561	XP_039750056.1	XP_026484256.1
OG0005562	XP_039760219.1	XP_026500103.1
OG0005563	XP_039750882.1	XP_026498486.1
OG0005564	XP_039759742.1	XP_026500104.1
OG0005565	XP_039757919.1	XP_026486609.1
OG0005566	XP_039757560.1	XP_026494189.1
OG0005567	XP_039757562.1	XP_026494201.1
OG0005568	XP_039765840.1	XP_026484469.1
OG0005569	XP_039757849.1	XP_026494220.1
OG0005571	XP_039754142.1	XP_026499026.1
OG0005572	XP_039762968.1	XP_026484209.1
OG0005573	XP_039757774.1	XP_026494258.1
OG0005574	XP_039757640.1	XP_026494255.1
OG0005575	XP_039751867.1	XP_026483416.1
OG0005576	XP_039750721.1	XP_026498484.1
OG0005577	XP_039750612.1	XP_026498478.1
OG0005578	XP_039760781.1	XP_026498711.1
OG0005579	XP_039751170.1	XP_026484627.1
OG0005580	XP_039756840.1	XP_026494650.1
OG0005581	XP_039748231.1	XP_026490587.1
OG0005582	XP_039758055.1	XP_026494210.1
OG0005583	XP_039752476.1	XP_026483418.1
OG0005584	XP_039759739.1	XP_026500245.1
OG0005585	XP_039756719.1	XP_026495691.1
OG0005586	XP_039762448.1	XP_026488812.1
OG0005587	XP_039758031.1	XP_026494211.1
OG0005588	XP_039759740.1	XP_026500248.1
OG0005589	XP_039750601.1	XP_026498419.1
OG0005590	XP_039749865.1	XP_026484303.1
OG0005591	XP_039757541.1	XP_026494409.1
OG0005592	XP_039764752.1	XP_026488776.1
OG0005593	XP_039764882.1	XP_026488740.1
OG0005594	XP_039759938.1	XP_026500249.1
OG0005595	XP_039751169.1	XP_026484532.1
OG0005596	XP_039759354.1	XP_026494042.1
OG0005597	XP_039760167.1	XP_026500250.1
OG0005599	XP_039748259.1	XP_026490569.1
OG0005600	XP_039755809.1	XP_026488952.1
OG0005601	XP_039747091.1	XP_026489898.1
OG0005602	XP_039750334.1	XP_026498455.1
OG0005603	XP_039750335.1	XP_026485337.1
OG0005604	XP_039762866.1, XP_039762867.1	XP_026484211.1
OG0005605	XP_039760804.1	XP_026498740.1
OG0005606	XP_039750639.1	XP_026499840.1
OG0005607	XP_039760365.1	XP_026500223.1
OG0005608	XP_039759708.1	XP_026500097.1
OG0005609	XP_039747029.1	XP_026489950.1
OG0005611	XP_039747027.1	XP_026489952.1
OG0005612	XP_039760711.1	XP_026498739.1
OG0005613	XP_039745341.1	XP_026497690.1
OG0005614	XP_039747411.1	XP_026489907.1
OG0005615	XP_039747599.1	XP_026490328.1
OG0005616	XP_039755731.1	XP_026489008.1
OG0005618	XP_039749134.1	XP_026500043.1
OG0005619	XP_039758510.1	XP_026493237.1
OG0005621	XP_039762588.1	XP_026495793.1
OG0005622	XP_039756242.1	XP_026495538.1
OG0005623	XP_039747236.1	XP_026489902.1
OG0005624	XP_039756274.1	XP_026495541.1
OG0005625	XP_039751312.1	XP_026500916.1
OG0005626	XP_039757302.1	XP_026494686.1
OG0005627	XP_039748213.1	XP_026490583.1
OG0005628	XP_039751552.1	XP_026483294.1
OG0005629	XP_039745612.1	XP_026491030.1
OG0005630	XP_039756590.1	XP_026495882.1
OG0005631	XP_039755675.1	XP_026489080.1
