Orthogroup	Pararge_aegeria	Heliconius_melpomene_melpomene
OG0004358	XP_039749856.1	HMEL037059g1.t1
OG0004359	XP_039763315.1	HMEL013474g1.t1
OG0004360	XP_039752945.1	HMEL011969g1.t1
OG0004361	XP_039755519.1	HMEL017400g1.t1
OG0004362	XP_039747537.1	HMEL014863g1.t1, HMEL032090g1.t1
OG0004363	XP_039752718.1, XP_039752717.1	HMEL014369g1.t1
OG0004364	XP_039759244.1	HMEL032333g1.t1
OG0004365	XP_039751059.1	HMEL005109g1.t1
OG0004366	XP_039753570.1, XP_039753571.1	HMEL011974g1.t1
OG0004367	XP_039745356.1, XP_039745357.1, XP_039745358.1	HMEL031095g1.t1
OG0004368	XP_039764072.1	HMEL008784g1.t1
OG0004369	XP_039757172.1	HMEL007591g1.t1
OG0004370	XP_039758023.1	HMEL004956g1.t1
OG0004371	XP_039756571.1	HMEL021748g1.t1
OG0004372	XP_039757944.1	HMEL004954g1.t1
OG0004373	XP_039750892.1	HMEL013806g1.t1, HMEL007690g1.t1
OG0004374	XP_039745249.1	HMEL011747g1.t1
OG0004375	XP_039757704.1	HMEL006686g1.t1
OG0004376	XP_039750033.1, XP_039750036.1	HMEL037067g1.t1
OG0004377	XP_039765889.1	HMEL031096g1.t1
OG0004379	XP_039758701.1	HMEL016527g1.t1
OG0004380	XP_039745828.1	HMEL016459g1.t1
OG0004381	XP_039764036.1	HMEL002819g1.t1
OG0004382	XP_039765429.1	HMEL011753g1.t1, HMEL011752g1.t1
OG0004383	XP_039749793.1	HMEL006079g1.t1
OG0004384	XP_039755747.1	HMEL002408g1.t1
OG0004385	XP_039751607.1	HMEL034779g1.t1, HMEL004382g1.t1, HMEL012630g1.t1
OG0004387	XP_039758345.1	HMEL036346g1.t1
OG0004388	XP_039761598.1	HMEL035099g1.t1
OG0004390	XP_039755823.1	HMEL037630g1.t1
OG0004391	XP_039753996.1	HMEL009848g1.t1
OG0004392	XP_039752550.1	HMEL030800g1.t1
OG0004393	XP_039745459.1	HMEL011761g1.t1
OG0004394	XP_039759825.1, XP_039759827.1, XP_039759826.1	HMEL004642g1.t1
OG0004395	XP_039749239.1	HMEL015650g1.t1
OG0004396	XP_039754733.1	HMEL005943g1.t1
OG0004397	XP_039760162.1	HMEL004646g1.t1
OG0004399	XP_039759418.1	HMEL005942g1.t1
OG0004400	XP_039747951.1	HMEL032087g1.t1
OG0004401	XP_039758873.1	HMEL016535g1.t1
OG0004402	XP_039754978.1	HMEL034245g1.t1
OG0004403	XP_039763298.1	HMEL010372g1.t1
OG0004404	XP_039749295.1	HMEL016404g1.t1
OG0004405	XP_039751089.1	HMEL034737g1.t1
OG0004406	XP_039748062.1	HMEL009973g1.t1
OG0004407	XP_039748678.1	HMEL031975g1.t1
OG0004408	XP_039758770.1	HMEL005936g1.t1
OG0004409	XP_039745457.1	HMEL031103g1.t1
OG0004410	XP_039748710.1	HMEL031977g1.t1
OG0004411	XP_039748708.1, XP_039748709.1	HMEL031973g1.t1
OG0004412	XP_039748712.1	HMEL016401g1.t1
OG0004413	XP_039753457.1	HMEL031663g1.t1
OG0004414	XP_039749733.1, XP_039749734.1	HMEL014678g1.t1
OG0004415	XP_039753205.1	HMEL015302g1.t1
OG0004416	XP_039755708.1	HMEL037628g1.t1
OG0004417	XP_039754832.1	HMEL014204g1.t1
OG0004418	XP_039765724.1	HMEL003343g1.t1
OG0004419	XP_039760037.1, XP_039760036.1	HMEL006095-RA
OG0004421	XP_039745120.1	HMEL003345g1.t1
OG0004422	XP_039765493.1	HMEL003346-RA
OG0004423	XP_039765594.1	HMEL007028g1.t1
OG0004424	XP_039755494.1	HMEL006643g1.t1
OG0004425	XP_039765496.1	HMEL003347g1.t1
OG0004426	XP_039751869.1	HMEL033371g1.t1
OG0004427	XP_039754426.1	HMEL015959g1.t1
OG0004428	XP_039752293.1	HMEL014036g1.t1
OG0004431	XP_039745317.1, XP_039745318.1	HMEL031065g1.t1
OG0004432	XP_039764079.1	HMEL035535g1.t1, HMEL035537g1.t1
OG0004433	XP_039759508.1	HMEL032351g1.t1
OG0004434	XP_039757574.1	HMEL008175g1.t1
OG0004435	XP_039755896.1	HMEL006633g1.t1
OG0004436	XP_039757725.1	HMEL008178g1.t1
OG0004438	XP_039748210.1	HMEL006416g1.t1
OG0004439	XP_039757516.1, XP_039757517.1	HMEL008180g1.t1
OG0004440	XP_039757847.1	HMEL008183g1.t1
OG0004441	XP_039765171.1, XP_039765173.1	HMEL015634g1.t1
OG0004442	XP_039763277.1	HMEL007237g1.t1
OG0004443	XP_039756357.1	HMEL036819g1.t1
OG0004444	XP_039757701.1	HMEL008185g1.t1
OG0004445	XP_039764759.1	HMEL016413g1.t1
OG0004446	XP_039761641.1	HMEL014995g1.t1
OG0004447	XP_039756621.1	HMEL007496g1.t1
OG0004448	XP_039759537.1	HMEL004613g1.t1
OG0004449	XP_039764626.1	HMEL033016g1.t1
OG0004450	XP_039754972.1, XP_039754971.1	HMEL014196g1.t1
OG0004451	XP_039747239.1, XP_039747237.1	HMEL003967g1.t1
OG0004452	XP_039749562.1	HMEL037075g1.t1
OG0004453	XP_039765231.1	HMEL011370g1.t1
OG0004454	XP_039761768.1	HMEL015002g1.t1
OG0004456	XP_039757613.1	HMEL008188g1.t1
OG0004457	XP_039755834.1	HMEL006305-RA
OG0004458	XP_039756273.1	HMEL003620g1.t1
OG0004459	XP_039750016.1	HMEL015610-RA, HMEL015784-RA
OG0004460	XP_039754891.1	HMEL014190g1.t1
OG0004461	XP_039759540.1	HMEL011850g1.t1, HMEL032306g1.t1
OG0004462	XP_039765359.1	HMEL015194g1.t1
OG0004463	XP_039746210.1	HMEL017720g1.t1
OG0004464	XP_039745224.1	HMEL015195g1.t1
OG0004465	XP_039759225.1	HMEL032307g1.t1
OG0004466	XP_039749027.1	HMEL031956g1.t1
OG0004467	XP_039746429.1, XP_039746428.1	HMEL017706g1.t1
OG0004468	XP_039757128.1	HMEL010212g1.t1
OG0004469	XP_039753439.1	HMEL015325g1.t1
OG0004470	XP_039754757.1	HMEL005059-RA
OG0004471	XP_039750789.1	HMEL036021g1.t1
OG0004472	XP_039745165.1	HMEL015201g1.t1
OG0004473	XP_039752251.1, XP_039752250.1	HMEL002113g1.t1
OG0004474	XP_039758375.1, XP_039758365.1	HMEL015943g1.t1
OG0004475	XP_039746349.1	HMEL017701g1.t1
OG0004476	XP_039754915.1, XP_039754914.1	HMEL005057g1.t1
OG0004477	XP_039761811.1	HMEL005261g1.t1
OG0004478	XP_039748290.1	HMEL004249g1.t1
OG0004479	XP_039756090.1	HMEL036830g1.t1
OG0004480	XP_039758008.1	HMEL038173g1.t1
OG0004481	XP_039755472.1	HMEL035918g1.t1, HMEL037618g1.t1
OG0004482	XP_039756408.1	HMEL022163g1.t1
OG0004483	XP_039757941.1	HMEL004479g1.t1
OG0004484	XP_039763439.1	HMEL012085g1.t1
OG0004485	XP_039747333.1	HMEL002385g1.t1
OG0004486	XP_039761288.1	HMEL015932g1.t1
OG0004488	XP_039756193.1	HMEL013721g1.t1
OG0004489	XP_039756075.1	HMEL036847g1.t1
OG0004490	XP_039757483.1	HMEL004482g1.t1
OG0004491	XP_039761408.1	HMEL011284g1.t1
OG0004492	XP_039755288.1, XP_039755286.1	HMEL006649g1.t1
OG0004493	XP_039761711.1, XP_039761710.1	HMEL011286g1.t1
OG0004494	XP_039752560.1	HMEL008670g1.t1
OG0004495	XP_039761467.1	HMEL011287g1.t1
OG0004496	XP_039758606.1	HMEL017428g1.t1
OG0004497	XP_039754170.1	HMEL032716g1.t1
OG0004498	XP_039750176.1	HMEL037093g1.t1
OG0004499	XP_039757188.1	HMEL012185g1.t1
OG0004500	XP_039746615.1	HMEL007756g1.t1, HMEL035219g1.t1
OG0004501	XP_039755509.1	HMEL013385g1.t1
OG0004502	XP_039755894.1	HMEL037720g1.t1
OG0004503	XP_039752199.1	HMEL014382g1.t1
OG0004504	XP_039755201.1	HMEL034169g1.t1, HMEL009683g1.t1
OG0004505	XP_039751074.1	HMEL009306g1.t1
OG0004506	XP_039751442.1	HMEL009305g1.t1
OG0004507	XP_039765613.1	HMEL003316g1.t1
OG0004508	XP_039757479.1	HMEL007868g1.t1
OG0004509	XP_039745270.1	HMEL003318g1.t1, HMEL031738g1.t1
OG0004510	XP_039757922.1	HMEL007869g1.t1
OG0004511	XP_039753000.1	HMEL008419g1.t1
OG0004513	XP_039752596.1	HMEL015463g1.t1
OG0004514	XP_039754023.1	HMEL037781g1.t1
OG0004515	XP_039752545.1	HMEL015464g1.t1
OG0004516	XP_039753166.1	HMEL031682g1.t1
OG0004517	XP_039764599.1	HMEL011406g1.t1
OG0004518	XP_039765562.1	HMEL031054g1.t1
OG0004519	XP_039749242.1	HMEL008630g1.t1
OG0004520	XP_039754542.1	HMEL006363g1.t1
OG0004521	XP_039752525.1	HMEL033944g1.t1, HMEL015468g1.t1
OG0004522	XP_039754284.1	HMEL021460g1.t1, HMEL032712g1.t1, HMEL037779g1.t1
OG0004524	XP_039747304.1	HMEL035222g1.t1
OG0004525	XP_039753596.1, XP_039753597.1	HMEL008423g1.t1
OG0004526	XP_039764625.1	HMEL011413g1.t1
OG0004527	XP_039753685.1	HMEL008422g1.t1
OG0004528	XP_039750957.1	HMEL007079g1.t1
OG0004529	XP_039754203.1	HMEL013484g1.t1, HMEL020357g1.t1
OG0004530	XP_039750456.1	HMEL016172g1.t1
OG0004531	XP_039761573.1	HMEL011296g1.t1
OG0004532	XP_039745267.1, XP_039745275.1	HMEL002905-RA
OG0004533	XP_039757320.1	HMEL013766g1.t1
OG0004534	XP_039765733.1, XP_039765725.1	HMEL002903-RA
OG0004535	XP_039758454.1	HMEL017444g1.t1
OG0004536	XP_039751631.1	HMEL003649g1.t1
OG0004538	XP_039755493.1	HMEL007304-RA
OG0004539	XP_039763575.1	HMEL035564g1.t1
OG0004540	XP_039750199.1	HMEL020200g1.t1
OG0004541	XP_039751703.1	HMEL012227g1.t1, HMEL005994g1.t1
OG0004542	XP_039752914.1	HMEL013037g1.t1
OG0004543	XP_039764685.1, XP_039764678.1	HMEL030632g1.t1
OG0004544	XP_039765557.1	HMEL015292g1.t1
OG0004545	XP_039765553.1	HMEL015291g1.t1
OG0004546	XP_039765293.1, XP_039765294.1	HMEL002886g1.t1
OG0004547	XP_039761653.1	HMEL030027g1.t1
OG0004548	XP_039746865.1, XP_039746780.1	HMEL002889g1.t1
OG0004549	XP_039765757.1	HMEL015289g1.t1
OG0004550	XP_039761709.1	HMEL003801g1.t1
OG0004551	XP_039747300.1	HMEL005050g1.t1
OG0004552	XP_039747140.1	HMEL005049-RA, HMEL005427-RA
OG0004553	XP_039752503.1	HMEL004268g1.t1
OG0004554	XP_039754627.1	HMEL003860g1.t1
OG0004555	XP_039755544.1, XP_039755543.1	HMEL006623g1.t1
OG0004557	XP_039749056.1	HMEL017386g1.t1
OG0004558	XP_039749677.1	HMEL015482g1.t1, HMEL037110g1.t1
OG0004559	XP_039763468.1	HMEL011419g1.t1
OG0004560	XP_039759080.1	HMEL014587g1.t1
OG0004561	XP_039759180.1	HMEL022224g1.t1
OG0004562	XP_039754579.1	HMEL002917g1.t1
OG0004563	XP_039761505.1	HMEL002973g1.t1
OG0004564	XP_039745534.1	HMEL015282g1.t1
OG0004565	XP_039764035.1	HMEL008818g1.t1
OG0004566	XP_039759239.1	HMEL014591g1.t1
OG0004567	XP_039757208.1, XP_039757209.1	HMEL014289g1.t1
OG0004568	XP_039751307.1	HMEL034706g1.t1
OG0004569	XP_039759131.1, XP_039759130.1	HMEL032329g1.t1
OG0004570	XP_039763259.1	HMEL016636g1.t1
OG0004571	XP_039751562.1	HMEL003759g1.t1
OG0004572	XP_039754279.1	HMEL002041g1.t1
OG0004573	XP_039745207.1	HMEL002876-RA
OG0004574	XP_039754672.1	HMEL001034g1.t1
OG0004575	XP_039761701.1	HMEL030023g1.t1
OG0004577	XP_039756844.1	HMEL014298g1.t1
OG0004578	XP_039755084.1	HMEL034215g1.t1
OG0004579	XP_039751807.1	HMEL010633g1.t1
OG0004580	XP_039755320.1	HMEL037741g1.t1
OG0004581	XP_039745173.1	HMEL015271g1.t1
OG0004582	XP_039763131.1, XP_039763132.1	HMEL016632g1.t1
OG0004583	XP_039745030.1, XP_039745031.1	HMEL031034g1.t1
OG0004584	XP_039746661.1	HMEL035240g1.t1
OG0004585	XP_039765268.1	HMEL011426g1.t1
OG0004587	XP_039763645.1	HMEL016628-RA
OG0004588	XP_039751506.1	HMEL006290g1.t1
OG0004589	XP_039765827.1	HMEL015262g1.t1
OG0004590	XP_039757134.1	HMEL014309g1.t1
OG0004591	XP_039751669.1	HMEL034710g1.t1
OG0004592	XP_039748959.1, XP_039748958.1	HMEL032031g1.t1, HMEL032032g1.t1
OG0004593	XP_039765947.1, XP_039765946.1	HMEL031028g1.t1
OG0004594	XP_039758771.1	HMEL015899g1.t1
OG0004595	XP_039756653.1	HMEL036864g1.t1
OG0004596	XP_039751135.1	HMEL009275g1.t1
OG0004597	XP_039753195.1	HMEL012629g1.t1
OG0004598	XP_039754593.1	HMEL000050-RA, HMEL013483g1.t1
OG0004599	XP_039754114.1	HMEL000049g1.t1
OG0004600	XP_039754656.1	HMEL001018g1.t1
OG0004601	XP_039757044.1, XP_039757212.1	HMEL014315g1.t1
OG0004602	XP_039754628.1	HMEL001019g1.t1
OG0004603	XP_039753282.1	HMEL031698g1.t1
OG0004604	XP_039754903.1	HMEL001021g1.t1
OG0004605	XP_039754673.1	HMEL001009g1.t1
OG0004606	XP_039749829.1	HMEL037122g1.t1, HMEL021418g1.t1
OG0004607	XP_039749283.1	HMEL032035g1.t1
OG0004608	XP_039756339.1	HMEL012723g1.t1
OG0004609	XP_039765136.1	HMEL033071g1.t1
OG0004610	XP_039755351.1	HMEL003090g1.t1
OG0004611	XP_039754534.1	HMEL032680g1.t1, HMEL020765g1.t1
OG0004612	XP_039745154.1	HMEL015250g1.t1
OG0004613	XP_039751771.1	HMEL014039g1.t1
OG0004614	XP_039751536.1	HMEL009278g1.t1
OG0004615	XP_039758667.1, XP_039758668.1	HMEL010470g1.t1
OG0004616	XP_039764910.1	HMEL014090g1.t1
OG0004617	XP_039763752.1	HMEL011017g1.t1
OG0004618	XP_039761810.1	HMEL022617g1.t1
OG0004619	XP_039745260.1	HMEL015245g1.t1
OG0004620	XP_039746995.1	HMEL002238g1.t1
OG0004621	XP_039754122.1	HMEL000026-RA
OG0004622	XP_039750020.1	HMEL037123g1.t1
OG0004623	XP_039745762.1	HMEL010093g1.t1
OG0004624	XP_039751388.1	HMEL009290-RA
OG0004625	XP_039747139.1	HMEL035245g1.t1
OG0004626	XP_039746475.1	HMEL010091g1.t1
OG0004627	XP_039746803.1	HMEL011101g1.t1
OG0004628	XP_039746325.1	HMEL010088g1.t1
OG0004629	XP_039746814.1	HMEL012059g1.t1
OG0004631	XP_039749498.1	HMEL008646g1.t1
OG0004632	XP_039745667.1, XP_039745666.1	HMEL010086g1.t1
OG0004633	XP_039750895.1	HMEL035979g1.t1
OG0004634	XP_039746546.1	HMEL015035g1.t1
OG0004635	XP_039745514.1	HMEL015233g1.t1
OG0004636	XP_039754837.1	HMEL003296g1.t1
OG0004637	XP_039754668.1	HMEL003294g1.t1
OG0004638	XP_039760397.1	HMEL009171g1.t1
OG0004639	XP_039755784.1	HMEL037752g1.t1
OG0004641	XP_039754809.1	HMEL003292g1.t1
OG0004642	XP_039750710.1	HMEL036012g1.t1
OG0004643	XP_039747437.1	HMEL012756g1.t1
OG0004644	XP_039761877.1	HMEL009174g1.t1
OG0004645	XP_039752321.1	HMEL004147g1.t1
OG0004646	XP_039750759.1, XP_039750760.1	HMEL009532g1.t1
OG0004648	XP_039758756.1	HMEL009176g1.t1
OG0004649	XP_039754423.1	HMEL002024g1.t1
OG0004650	XP_039749844.1	HMEL008031g1.t1
OG0004651	XP_039753391.1	HMEL012338g1.t1
OG0004652	XP_039763373.1, XP_039763372.1	HMEL011031g1.t1
OG0004653	XP_039745269.1	HMEL015221g1.t1
OG0004654	XP_039765125.1, XP_039765124.1	HMEL006159g1.t1
OG0004655	XP_039745847.1	HMEL008960g1.t1
OG0004656	XP_039754934.1	HMEL003386g1.t1
OG0004657	XP_039748692.1	HMEL032055g1.t1
OG0004658	XP_039754493.1	HMEL000021g1.t1
OG0004659	XP_039765283.1	HMEL030618g1.t1
OG0004660	XP_039745797.1	HMEL008958g1.t1
OG0004661	XP_039754424.1	HMEL032676g1.t1
OG0004662	XP_039765784.1	HMEL030617g1.t1
OG0004663	XP_039765737.1, XP_039765736.1	HMEL015210g1.t1
OG0004664	XP_039753985.1	HMEL000013-RA
OG0004665	XP_039757181.1	HMEL011152g1.t1
OG0004666	XP_039751832.1	HMEL004143g1.t1
OG0004667	XP_039746739.1, XP_039746742.1, XP_039746740.1	HMEL006442g1.t1
OG0004668	XP_039745861.1, XP_039745863.1, XP_039745860.1, XP_039745859.1	HMEL008952g1.t1
OG0004669	XP_039751905.1	HMEL033379g1.t1
OG0004670	XP_039758730.1	HMEL036358g1.t1
OG0004671	XP_039754012.1	HMEL000008g1.t1
OG0004672	XP_039745184.1	HMEL002263g1.t1
OG0004673	XP_039749015.1	HMEL011082g1.t1
OG0004674	XP_039754410.1	HMEL000007g1.t1
OG0004675	XP_039745922.1	HMEL011080g1.t1, HMEL030614g1.t1
OG0004676	XP_039754286.1	HMEL032673g1.t1
OG0004677	XP_039754049.1	HMEL032672g1.t1
OG0004678	XP_039752014.1	HMEL006143g1.t1
OG0004679	XP_039757561.1	HMEL030946g1.t1
OG0004680	XP_039753632.1	HMEL009189g1.t1
OG0004681	XP_039752609.1	HMEL006142g1.t1
OG0004682	XP_039747289.1, XP_039747290.1	HMEL006459g1.t1
OG0004683	XP_039749727.1	HMEL009152-RA
OG0004685	XP_039751413.1, XP_039751412.1	HMEL002695g1.t1
OG0004686	XP_039752441.1	HMEL006138g1.t1
OG0004687	XP_039751213.1	HMEL002696g1.t1
OG0004688	XP_039755672.1, XP_039755671.1	HMEL037763g1.t1
OG0004689	XP_039754161.1, XP_039754160.1	HMEL032671g1.t1
OG0004690	XP_039746885.1	HMEL003124g1.t1
OG0004691	XP_039754021.1, XP_039754028.1	HMEL009192g1.t1
OG0004692	XP_039754238.1	HMEL009194g1.t1
OG0004693	XP_039765176.1	HMEL002584g1.t1
OG0004694	XP_039754248.1	HMEL009195g1.t1
OG0004695	XP_039746465.1	HMEL007348g1.t1
OG0004696	XP_039761517.1	HMEL009196g1.t1
OG0004697	XP_039761552.1	HMEL030939g1.t1
OG0004699	XP_039750068.1	HMEL014662g1.t1
OG0004700	XP_039748511.1, XP_039748512.1	HMEL017511g1.t1
OG0004701	XP_039754058.1	HMEL002008g1.t1
OG0004702	XP_039759601.1	HMEL009207g1.t1
OG0004704	XP_039758170.1, XP_039758163.1	HMEL009208g1.t1
OG0004705	XP_039746141.1	HMEL007346g1.t1
OG0004706	XP_039764875.1	HMEL033094g1.t1, HMEL002740g1.t1
OG0004707	XP_039753631.1	HMEL014807g1.t1
OG0004708	XP_039753417.1	HMEL014809g1.t1
OG0004709	XP_039749791.1	HMEL037150g1.t1
OG0004710	XP_039749796.1, XP_039749797.1	HMEL017755g1.t1
OG0004711	XP_039745699.1	HMEL007339g1.t1
OG0004712	XP_039754394.1, XP_039754395.1, XP_039754393.1	HMEL032669g1.t1
OG0004713	XP_039752764.1	HMEL033387g1.t1
OG0004714	XP_039765514.1	HMEL013432g1.t1
OG0004715	XP_039764014.1	HMEL035424g1.t1
OG0004716	XP_039764896.1	HMEL030608g1.t1
OG0004717	XP_039749059.1	HMEL004245g1.t1
OG0004718	XP_039759503.1	HMEL006981-RA
OG0004719	XP_039747011.1, XP_039747009.1	HMEL035285g1.t1
OG0004720	XP_039749299.1	HMEL005138g1.t1
OG0004721	XP_039763232.1	HMEL009534g1.t1
OG0004722	XP_039763640.1, XP_039763639.1	HMEL009535g1.t1
OG0004723	XP_039745974.1	HMEL007465g1.t1
OG0004725	XP_039753753.1, XP_039753743.1	HMEL009042g1.t1
OG0004726	XP_039760205.1, XP_039758895.1	HMEL030927g1.t1, HMEL009049g1.t1
OG0004727	XP_039755180.1	HMEL009051g1.t1
OG0004728	XP_039765163.1, XP_039765162.1, XP_039765160.1, XP_039765161.1	HMEL005341g1.t1
OG0004729	XP_039765215.1	HMEL033143g1.t1
OG0004730	XP_039764757.1	HMEL014746g1.t1
OG0004731	XP_039764775.1	HMEL014744g1.t1
OG0004732	XP_039752144.1	HMEL033417g1.t1
OG0004733	XP_039745250.1	HMEL003700g1.t1
OG0004734	XP_039757287.1	HMEL030925g1.t1
OG0004735	XP_039756664.1	HMEL020541g1.t1, HMEL012355g1.t1
OG0004736	XP_039764937.1	HMEL003929g1.t1
OG0004737	XP_039752638.1	HMEL011256g1.t1
OG0004739	XP_039749807.1, XP_039749808.1	HMEL037169g1.t1
OG0004740	XP_039752822.1	HMEL011680g1.t1
OG0004741	XP_039746923.1	HMEL008638g1.t1
OG0004742	XP_039764868.1	HMEL013099g1.t1
OG0004743	XP_039745093.1	HMEL006282g1.t1
OG0004745	XP_039747482.1	HMEL010953g1.t1
OG0004746	XP_039765001.1	HMEL013092g1.t1
OG0004747	XP_039764998.1, XP_039764999.1	HMEL033134g1.t1
OG0004748	XP_039747487.1	HMEL010956g1.t1, HMEL022429g1.t1
OG0004749	XP_039765013.1	HMEL013091g1.t1
OG0004750	XP_039747452.1	HMEL022428g1.t1
OG0004751	XP_039748994.1	HMEL009927g1.t1
OG0004752	XP_039765106.1	HMEL012845g1.t1
OG0004753	XP_039765295.1	HMEL007418g1.t1
OG0004754	XP_039754378.1	HMEL013116g1.t1
OG0004755	XP_039752185.1	HMEL009601g1.t1
OG0004756	XP_039754486.1	HMEL013368g1.t1
OG0004757	XP_039752604.1	HMEL033400g1.t1
OG0004758	XP_039754029.1	HMEL020902g1.t1
OG0004759	XP_039751921.1	HMEL033399g1.t1
OG0004760	XP_039765127.1	HMEL006989g1.t1
OG0004761	XP_039752643.1	HMEL009612g1.t1
OG0004762	XP_039764776.1	HMEL006990g1.t1
OG0004763	XP_039760703.1	HMEL009085g1.t1
OG0004765	XP_039765233.1	HMEL033122g1.t1
OG0004766	XP_039764557.1	HMEL004716g1.t1
OG0004767	XP_039745072.1	HMEL004525g1.t1
OG0004768	XP_039753106.1	HMEL030911g1.t1
OG0004769	XP_039764520.1	HMEL033113g1.t1
OG0004770	XP_039764596.1	HMEL010923g1.t1
OG0004771	XP_039747323.1	HMEL035252g1.t1, HMEL021509g1.t1
OG0004772	XP_039765000.1	HMEL013662g1.t1
OG0004773	XP_039748002.1	HMEL013659g1.t1
OG0004775	XP_039763854.1	HMEL007236g1.t1
OG0004776	XP_039750930.1	HMEL013638g1.t1
OG0004777	XP_039745359.1	HMEL030987g1.t1
OG0004778	XP_039764151.1	HMEL007235g1.t1
OG0004779	XP_039763498.1	HMEL013627g1.t1
OG0004780	XP_039762537.1	HMEL016497g1.t1
OG0004781	XP_039748500.1	HMEL013614g1.t1, HMEL030568g1.t1
OG0004782	XP_039764156.1	HMEL006387g1.t1
OG0004783	XP_039764143.1	HMEL007227g1.t1, HMEL012069g1.t1
OG0004784	XP_039763522.1	HMEL006379g1.t1
OG0004785	XP_039763848.1	HMEL006375g1.t1
OG0004786	XP_039754214.1	HMEL015976g1.t1
OG0004787	XP_039755693.1	HMEL006694g1.t1
OG0004788	XP_039763531.1	HMEL016651g1.t1
OG0004789	XP_039763327.1, XP_039763326.1	HMEL035581g1.t1
OG0004790	XP_039763325.1	HMEL035580g1.t1
OG0004791	XP_039763274.1	HMEL035579g1.t1
OG0004792	XP_039753143.1	HMEL002725g1.t1
OG0004793	XP_039761300.1	HMEL009225g1.t1
OG0004796	XP_039762808.1	HMEL037225g1.t1
OG0004797	XP_039758951.1, XP_039758952.1, XP_039758954.1	HMEL032573g1.t1
OG0004798	XP_039748299.1, XP_039748301.1	HMEL011214g1.t1
OG0004800	XP_039759026.1, XP_039759025.1	HMEL032511g1.t1
OG0004802	XP_039760403.1	HMEL013166g1.t1
OG0004803	XP_039761577.1, XP_039761576.1	HMEL003802g1.t1
OG0004804	XP_039758924.1	HMEL011549-RA
OG0004805	XP_039765431.1, XP_039765432.1, XP_039765433.1	HMEL007455g1.t1
OG0004806	XP_039758266.1	HMEL003684g1.t1, HMEL003683g1.t1
OG0004807	XP_039751885.1	HMEL015937g1.t1
OG0004808	XP_039756771.1	HMEL011707g1.t1
OG0004809	XP_039753325.1	HMEL007297g1.t1, HMEL007298g1.t1
OG0004810	XP_039761173.1, XP_039764006.1	HMEL006695g1.t1
OG0004812	XP_039751616.1, XP_039751618.1, XP_039751617.1	HMEL002630g1.t1
OG0004813	XP_039757013.1	HMEL010249g1.t1
OG0004814	XP_039747147.1, XP_039747148.1	HMEL006883g1.t1
OG0004815	XP_039746308.1	HMEL006204g1.t1
OG0004816	XP_039746762.1	HMEL034992g1.t1
OG0004817	XP_039761119.1	HMEL015554g1.t1
OG0004818	XP_039754242.1	HMEL008883g1.t1
OG0004819	XP_039749592.1	HMEL016775g1.t1
OG0004820	XP_039747614.1	HMEL008450g1.t1
OG0004821	XP_039745671.1	HMEL016449g1.t1
OG0004822	XP_039746037.1	HMEL007344g1.t1
OG0004823	XP_039763971.1	HMEL035710g1.t1
OG0004824	XP_039753458.1	HMEL015303g1.t1
OG0004825	XP_039753308.1	HMEL015305g1.t1
OG0004826	XP_039757160.1, XP_039757161.1	HMEL006570g1.t1
OG0004827	XP_039748733.1	HMEL031805g1.t1
OG0004828	XP_039765467.1	HMEL031154g1.t1
OG0004829	XP_039760754.1, XP_039760738.1, XP_039760745.1	HMEL012512g1.t1
OG0004830	XP_039754262.1	HMEL011885g1.t1
OG0004831	XP_039764895.1	HMEL011392g1.t1
OG0004832	XP_039764623.1	HMEL011412g1.t1
OG0004839	XP_039748839.1	HMEL003012g1.t1
OG0004840	XP_039762384.1	HMEL037271g1.t1
OG0004849	XP_039760532.1	HMEL006166g1.t1
OG0004850	XP_039755432.1	HMEL007117g1.t1
OG0004851	XP_039763768.1	HMEL035800g1.t1
OG0004852	XP_039747641.1	HMEL010719g1.t1
OG0004853	XP_039760750.1	HMEL006164g1.t1
OG0004854	XP_039760260.1	HMEL009489g1.t1
OG0004855	XP_039747161.1	HMEL006670g1.t1
OG0004856	XP_039747635.1	HMEL020835g1.t1
OG0004857	XP_039758091.1, XP_039758092.1	HMEL014026g1.t1
OG0004858	XP_039755257.1	HMEL034415g1.t1, HMEL034414g1.t1
OG0004859	XP_039755043.1	HMEL003241g1.t1
OG0004860	XP_039760166.1	HMEL009490g1.t1
OG0004861	XP_039761001.1	HMEL003238g1.t1
OG0004862	XP_039759959.1	HMEL009492g1.t1
OG0004863	XP_039763762.1	HMEL007285g1.t1
OG0004864	XP_039749873.1	HMEL004616g1.t1
OG0004865	XP_039760869.1	HMEL006194g1.t1
OG0004866	XP_039758846.1	HMEL004055g1.t1
OG0004867	XP_039760545.1	HMEL002976g1.t1
OG0004868	XP_039765220.1	HMEL004334g1.t1
OG0004869	XP_039759784.1	HMEL009494g1.t1
OG0004870	XP_039760864.1	HMEL034632g1.t1
OG0004871	XP_039745189.1	HMEL015079g1.t1
OG0004872	XP_039758623.1	HMEL004054g1.t1
OG0004873	XP_039761126.1	HMEL003237g1.t1
OG0004874	XP_039749158.1	HMEL031804g1.t1
OG0004875	XP_039755255.1	HMEL003246g1.t1
OG0004876	XP_039756627.1	HMEL010282g1.t1
OG0004877	XP_039749218.1	HMEL008585g1.t1
OG0004878	XP_039763582.1	HMEL006200g1.t1
OG0004879	XP_039758240.1	HMEL004050g1.t1
