Orthogroup	Pararge_aegeria	Junonia_coenia
OG0005410	XP_039747862.1	JC_16023-RA
OG0005411	XP_039746061.1	JC_02323-RA
OG0005412	XP_039745793.1	JC_02320-RA
OG0005413	XP_039763772.1	JC_07985-RA
OG0005414	XP_039754419.1, XP_039754418.1	JC_03595-RA
OG0005415	XP_039748131.1	JC_16025-RA
OG0005416	XP_039753192.1	JC_07419-RA
OG0005417	XP_039752892.1	JC_07420-RA
OG0005418	XP_039759567.1	JC_10221-RA
OG0005419	XP_039761314.1	JC_15597-RA
OG0005420	XP_039762689.1	JC_16633-RA
OG0005421	XP_039750234.1	JC_14500-RA
OG0005422	XP_039747217.1	JC_03717-RA
OG0005424	XP_039757990.1	JC_12402-RA
OG0005425	XP_039765059.1	JC_14498-RA
OG0005426	XP_039750606.1	JC_06116-RA
OG0005427	XP_039748999.1	JC_04515-RA
OG0005428	XP_039758309.1	JC_05631-RA
OG0005429	XP_039759199.1	JC_10204-RA
OG0005430	XP_039747056.1	JC_03720-RA
OG0005431	XP_039746959.1	JC_03721-RA
OG0005432	XP_039756596.1	JC_10590-RA
OG0005433	XP_039756946.1	JC_11386-RA
OG0005434	XP_039756282.1	JC_10592-RA
OG0005435	XP_039759270.1	JC_10203-RA
OG0005436	XP_039763943.1	JC_02293-RA
OG0005437	XP_039745196.1	JC_14493-RA
OG0005438	XP_039757412.1	JC_01522-RA
OG0005439	XP_039759512.1	JC_10202-RA
OG0005440	XP_039760690.1	JC_14866-RA
OG0005441	XP_039746974.1	JC_03724-RA
OG0005442	XP_039757396.1	JC_01519-RA
OG0005443	XP_039765950.1	JC_00831-RA
OG0005444	XP_039747072.1	JC_03725-RA
OG0005445	XP_039760131.1	JC_12952-RA
OG0005446	XP_039765667.1	JC_00828-RA
OG0005447	XP_039765668.1	JC_00829-RA
OG0005448	XP_039746716.1	JC_03727-RA
OG0005449	XP_039745216.1	JC_00827-RA
OG0005450	XP_039760279.1	JC_12951-RA
OG0005451	XP_039748264.1	JC_16035-RA
OG0005452	XP_039746714.1	JC_03729-RA
OG0005453	XP_039757773.1	JC_12399-RA
OG0005454	XP_039750855.1	JC_06149-RA
OG0005455	XP_039758540.1	JC_05626-RA
OG0005456	XP_039760709.1	JC_14907-RA
OG0005457	XP_039765146.1	JC_07990-RA
OG0005458	XP_039746579.1	JC_03731-RA
OG0005459	XP_039757823.1	JC_12395-RA
OG0005460	XP_039748789.1	JC_14487-RA
OG0005461	XP_039758636.1	JC_01518-RA
OG0005462	XP_039750362.1	JC_14485-RA
OG0005463	XP_039756724.1	JC_10598-RA
OG0005465	XP_039750349.1	JC_14483-RA
OG0005466	XP_039758161.1	JC_12392-RA
OG0005467	XP_039764974.1	JC_14480-RA
OG0005468	XP_039753799.1	JC_03587-RA
OG0005469	XP_039759217.1	JC_10194-RA
OG0005470	XP_039750324.1	JC_06154-RA
OG0005471	XP_039759216.1	JC_10193-RA
OG0005472	XP_039764986.1	JC_14479-RA
OG0005473	XP_039751420.1	JC_09787-RA
OG0005474	XP_039751269.1	JC_09788-RA
OG0005475	XP_039758614.1	JC_05622-RA
OG0005476	XP_039759146.1	JC_10191-RA
OG0005477	XP_039745862.1	JC_14478-RA
OG0005478	XP_039757740.1	JC_12388-RA
OG0005479	XP_039754655.1	JC_05482-RA
OG0005480	XP_039748232.1	JC_14145-RA
OG0005481	XP_039756267.1	JC_10600-RA
OG0005483	XP_039757609.1	JC_12386-RA
OG0005484	XP_039762078.1	JC_17025-RA
OG0005485	XP_039754654.1	JC_05481-RA
OG0005486	XP_039757868.1	JC_12382-RA
OG0005487	XP_039745123.1	JC_00813-RA
OG0005488	XP_039756505.1	JC_10604-RA
OG0005489	XP_039764455.1	JC_07993-RA
OG0005490	XP_039759077.1	JC_10186-RA
OG0005491	XP_039747545.1	JC_14148-RA
OG0005493	XP_039765731.1	JC_00811-RA
OG0005494	XP_039765925.1	JC_00810-RA
OG0005495	XP_039747942.1	JC_16040-RA
OG0005496	XP_039748056.1	JC_14151-RA
OG0005497	XP_039763427.1	JC_01887-RA
OG0005498	XP_039750719.1	JC_06169-RA
OG0005499	XP_039751271.1	JC_09798-RA
OG0005500	XP_039757457.1	JC_12378-RA
OG0005501	XP_039756510.1	JC_10610-RA
OG0005502	XP_039757458.1	JC_12376-RA
OG0005503	XP_039750563.1	JC_06170-RA
OG0005504	XP_039751238.1	JC_09800-RA
OG0005505	XP_039753583.1	JC_07425-RA
OG0005506	XP_039756616.1	JC_10613-RA
OG0005507	XP_039753581.1	JC_07426-RA
OG0005508	XP_039752521.1	JC_16293-RA
OG0005509	XP_039756356.1	JC_10614-RA
OG0005510	XP_039759849.1	JC_12942-RA
OG0005511	XP_039752446.1	JC_16294-RA
OG0005512	XP_039750589.1	JC_06173-RA
OG0005513	XP_039759850.1	JC_12940-RA
OG0005514	XP_039749907.1	JC_08732-RA
OG0005515	XP_039760244.1	JC_12936-RA
OG0005516	XP_039754311.1	JC_03580-RA
OG0005517	XP_039756310.1	JC_10619-RA
OG0005518	XP_039751155.1	JC_09810-RA
OG0005519	XP_039749908.1	JC_08734-RA
OG0005520	XP_039763819.1	JC_02235-RA
OG0005521	XP_039754991.1	JC_01510-RA
OG0005522	XP_039760361.1	JC_12935-RA
OG0005523	XP_039746998.1	JC_03738-RA
OG0005524	XP_039750668.1	JC_06176-RA
OG0005525	XP_039756703.1	JC_01508-RA
OG0005526	XP_039752612.1	JC_16306-RA
OG0005527	XP_039764032.1	JC_02234-RA
OG0005528	XP_039756055.1	JC_10620-RA
OG0005529	XP_039762769.1	JC_16593-RA
OG0005530	XP_039757954.1	JC_12527-RA
OG0005531	XP_039757738.1	JC_12525-RA
OG0005532	XP_039750669.1	JC_06177-RA
OG0005533	XP_039757809.1	JC_12523-RA
OG0005534	XP_039757508.1	JC_12522-RA
OG0005535	XP_039750583.1	JC_06186-RA
OG0005536	XP_039756516.1	JC_10621-RA
OG0005537	XP_039759735.1	JC_13053-RA
OG0005538	XP_039750584.1	JC_06185-RA
OG0005539	XP_039747816.1	JC_14424-RA
OG0005540	XP_039750690.1	JC_06184-RA
OG0005541	XP_039757088.1	JC_11376-RA
OG0005542	XP_039750615.1	JC_06182-RA
OG0005543	XP_039752556.1	JC_16407-RA
OG0005544	XP_039746887.1	JC_03745-RA
OG0005545	XP_039757464.1	JC_12518-RA
OG0005546	XP_039757463.1	JC_12517-RA
OG0005547	XP_039756652.1	JC_10627-RA
OG0005548	XP_039747613.1	JC_14035-RA
OG0005549	XP_039750626.1	JC_06188-RA
OG0005550	XP_039750665.1	JC_06189-RA
OG0005551	XP_039759518.1	JC_10178-RA
OG0005552	XP_039760363.1	JC_12925-RA
OG0005553	XP_039760136.1	JC_01505-RA
OG0005554	XP_039757654.1	JC_12509-RA
OG0005555	XP_039756029.1	JC_01504-RA
OG0005556	XP_039746115.1	JC_14421-RA
OG0005557	XP_039751690.1	JC_09696-RA
OG0005558	XP_039751308.1	JC_09695-RA
OG0005559	XP_039751309.1	JC_09694-RA
OG0005560	XP_039757471.1	JC_12506-RA
OG0005561	XP_039750056.1	JC_08739-RA
OG0005562	XP_039760219.1	JC_12917-RA
OG0005563	XP_039750882.1	JC_06193-RA
OG0005564	XP_039759742.1	JC_12916-RA
OG0005565	XP_039757919.1	JC_01501-RA
OG0005566	XP_039757560.1	JC_12505-RA
OG0005567	XP_039757562.1	JC_12504-RA
OG0005568	XP_039765840.1	JC_00705-RA
OG0005569	XP_039757849.1	JC_12499-RA
OG0005570	XP_039750859.1	JC_06198-RA
OG0005571	XP_039754142.1	JC_03574-RA
OG0005572	XP_039762968.1	JC_16682-RA
OG0005573	XP_039757774.1	JC_12496-RA
OG0005574	XP_039757640.1	JC_12495-RA
OG0005575	XP_039751867.1	JC_16392-RA
OG0005576	XP_039750721.1	JC_06202-RA
OG0005577	XP_039750612.1	JC_06203-RA
OG0005578	XP_039760781.1	JC_14839-RA
OG0005579	XP_039751170.1	JC_09685-RA
OG0005580	XP_039756840.1	JC_11373-RA
OG0005581	XP_039748231.1	JC_16094-RA
OG0005582	XP_039758055.1	JC_12491-RA
OG0005583	XP_039752476.1	JC_16391-RA
OG0005584	XP_039759739.1	JC_12904-RA
OG0005586	XP_039762448.1	JC_17037-RA
OG0005587	XP_039758031.1	JC_12490-RA
OG0005588	XP_039759740.1	JC_12902-RA
OG0005589	XP_039750601.1	JC_06206-RA
OG0005590	XP_039749865.1	JC_08743-RA
OG0005591	XP_039757541.1	JC_12489-RA
OG0005592	XP_039764752.1	JC_08008-RA
OG0005593	XP_039764882.1	JC_08007-RA
OG0005594	XP_039759938.1	JC_12901-RA
OG0005595	XP_039751169.1	JC_09681-RA
OG0005596	XP_039759354.1	JC_10176-RA
OG0005597	XP_039760167.1	JC_12899-RA
OG0005599	XP_039748259.1	JC_16080-RA
OG0005600	XP_039755809.1	JC_06836-RA
OG0005601	XP_039747091.1	JC_03751-RA
OG0005602	XP_039750334.1	JC_06210-RA
OG0005603	XP_039750335.1	JC_06211-RA
OG0005604	XP_039762866.1, XP_039762867.1	JC_16674-RA
OG0005605	XP_039760804.1	JC_14841-RA
OG0005606	XP_039750639.1	JC_06212-RA
OG0005607	XP_039760365.1	JC_12896-RA
OG0005608	XP_039759708.1	JC_12855-RA
OG0005609	XP_039747029.1	JC_03754-RA
OG0005610	XP_039759575.1	JC_10174-RA
OG0005611	XP_039747027.1	JC_03755-RA
OG0005612	XP_039760711.1	JC_14842-RA
OG0005613	XP_039745341.1	JC_14408-RA
OG0005614	XP_039747411.1	JC_03756-RA
OG0005615	XP_039747599.1	JC_14029-RA
OG0005616	XP_039755731.1	JC_06843-RA
OG0005617	XP_039754552.1, XP_039754551.1	JC_03512-RA
OG0005618	XP_039749134.1	JC_04543-RA
OG0005619	XP_039758510.1	JC_05616-RA
OG0005621	XP_039762588.1	JC_16672-RA
OG0005622	XP_039756242.1	JC_10737-RA
OG0005623	XP_039747236.1	JC_03759-RA, JC_03762-RA
OG0005624	XP_039756274.1	JC_10736-RA
OG0005625	XP_039751312.1	JC_09667-RA, JC_09666-RA
OG0005626	XP_039757302.1	JC_11370-RA
OG0005627	XP_039748213.1	JC_16067-RA
OG0005628	XP_039751552.1	JC_09665-RA
OG0005629	XP_039745612.1	JC_02456-RA
OG0005630	XP_039756590.1	JC_10729-RA
OG0005631	XP_039755675.1	JC_06847-RA
OG0005632	XP_039752686.1	JC_16357-RA
OG0005633	XP_039753635.1	JC_07504-RA
OG0005634	XP_039748226.1	JC_14026-RA
OG0005635	XP_039758037.1	JC_12485-RA
OG0005636	XP_039746396.1	JC_02457-RA
OG0005637	XP_039759236.1	JC_10166-RA
OG0005638	XP_039752104.1	JC_16353-RA
OG0005639	XP_039746432.1	JC_02458-RA
OG0005640	XP_039745993.1	JC_02459-RA
OG0005641	XP_039759655.1	JC_10165-RA
OG0005642	XP_039745854.1	JC_02461-RA
OG0005643	XP_039745853.1	JC_02462-RA
OG0005644	XP_039762528.1	JC_16655-RA
OG0005645	XP_039759222.1	JC_10164-RA
OG0005646	XP_039762776.1	JC_16656-RA
OG0005647	XP_039746028.1	JC_02464-RA
OG0005648	XP_039746029.1	JC_02465-RA
OG0005649	XP_039748370.1	JC_15968-RA
OG0005650	XP_039747079.1	JC_03766-RA
OG0005651	XP_039762256.1	JC_17061-RA
OG0005652	XP_039746729.1	JC_03765-RA
OG0005653	XP_039753945.1	JC_03501-RA
OG0005654	XP_039752558.1	JC_16351-RA
OG0005655	XP_039758615.1	JC_05614-RA
OG0005656	XP_039765177.1	JC_08016-RA
OG0005657	XP_039761002.1	JC_15619-RA
OG0005658	XP_039753891.1	JC_03503-RA
OG0005659	XP_039759346.1	JC_10160-RA
OG0005660	XP_039749542.1	JC_14400-RA
OG0005661	XP_039761967.1	JC_17122-RA
OG0005662	XP_039761133.1, XP_039761309.1	JC_15620-RA
OG0005663	XP_039763355.1	JC_01914-RA
OG0005664	XP_039761966.1	JC_17124-RA
OG0005665	XP_039765192.1	JC_08021-RA
OG0005666	XP_039764479.1	JC_14398-RA
OG0005668	XP_039762132.1	JC_17125-RA
OG0005669	XP_039758193.1	JC_14397-RA
OG0005670	XP_039759620.1	JC_01491-RA
OG0005671	XP_039758308.1	JC_14396-RA
OG0005672	XP_039760970.1	JC_15699-RA
OG0005673	XP_039757032.1	JC_11368-RA
OG0005674	XP_039757887.1	JC_01490-RA
OG0005675	XP_039746975.1	JC_03769-RA
OG0005676	XP_039765101.1	JC_14395-RA
OG0005677	XP_039749318.1	JC_04402-RA
OG0005679	XP_039747265.1	JC_03770-RA
OG0005680	XP_039760650.1	JC_14846-RA
OG0005681	XP_039747058.1	JC_03771-RA
OG0005682	XP_039749319.1	JC_04401-RA
OG0005683	XP_039753746.1	JC_03498-RA
OG0005684	XP_039748847.1	JC_04399-RA
OG0005685	XP_039748886.1	JC_14392-RA
OG0005686	XP_039758299.1	JC_01489-RA
OG0005687	XP_039764194.1	JC_01922-RA
OG0005688	XP_039752831.1	JC_01487-RA
OG0005689	XP_039764134.1	JC_08029-RA
OG0005690	XP_039752349.1	JC_16343-RA
OG0005691	XP_039762969.1	JC_16648-RA
OG0005692	XP_039764030.1	JC_08030-RA
OG0005693	XP_039760646.1	JC_14851-RA, JC_14848-RA
OG0005694	XP_039765227.1	JC_08031-RA
OG0005695	XP_039762385.1	JC_16892-RA
OG0005696	XP_039748923.1	JC_14389-RA
OG0005697	XP_039759231.1	JC_10158-RA
OG0005698	XP_039748428.1	JC_14388-RA
OG0005699	XP_039755453.1	JC_06855-RA
OG0005700	XP_039760621.1	JC_14853-RA
OG0005701	XP_039760541.1	JC_14857-RA
OG0005702	XP_039764470.1	JC_08032-RA
OG0005703	XP_039757533.1	JC_12468-RA
OG0005704	XP_039765111.1	JC_08033-RA
OG0005705	XP_039757970.1	JC_08224-RA
OG0005706	XP_039753723.1	JC_07484-RA
OG0005707	XP_039763557.1	JC_01932-RA
OG0005708	XP_039757766.1	JC_12466-RA
OG0005709	XP_039763215.1	JC_01933-RA
OG0005710	XP_039752712.1	JC_01483-RA
OG0005711	XP_039748151.1	JC_15977-RA
OG0005712	XP_039750004.1	JC_08756-RA
OG0005713	XP_039750055.1	JC_08757-RA
OG0005714	XP_039753725.1	JC_07482-RA
OG0005715	XP_039765485.1	JC_00680-RA
OG0005716	XP_039757144.1	JC_11367-RA
OG0005717	XP_039745343.1	JC_00678-RA
OG0005718	XP_039760213.1	JC_12879-RA
OG0005719	XP_039747133.1	JC_03778-RA
OG0005720	XP_039746763.1	JC_03779-RA
OG0005721	XP_039748861.1	JC_04394-RA
OG0005722	XP_039748399.1	JC_15979-RA
OG0005723	XP_039753488.1	JC_07479-RA
OG0005724	XP_039750156.1	JC_08765-RA
OG0005725	XP_039765252.1	JC_08040-RA
OG0005726	XP_039749830.1	JC_08768-RA
OG0005727	XP_039765260.1	JC_08041-RA
OG0005728	XP_039764874.1	JC_08042-RA
OG0005729	XP_039746876.1	JC_03782-RA
OG0005730	XP_039749129.1	JC_04391-RA
OG0005731	XP_039755366.1	JC_06856-RA
OG0005732	XP_039760618.1	JC_14836-RA
OG0005733	XP_039757215.1	JC_11365-RA
OG0005734	XP_039765221.1	JC_08044-RA
OG0005735	XP_039746883.1	JC_03787-RA
OG0005736	XP_039752667.1	JC_16339-RA
OG0005737	XP_039756982.1	JC_11363-RA
OG0005738	XP_039748634.1	JC_04382-RA
OG0005739	XP_039765093.1	JC_08046-RA
OG0005740	XP_039747926.1	JC_15985-RA
OG0005741	XP_039765584.1	JC_00675-RA
OG0005742	XP_039747144.1	JC_14377-RA
OG0005743	XP_039763149.1	JC_01935-RA
OG0005744	XP_039748228.1	JC_14014-RA
OG0005745	XP_039757912.1	JC_12453-RA
OG0005746	XP_039751465.1	JC_09655-RA
OG0005747	XP_039765095.1	JC_08052-RA
OG0005748	XP_039764409.1, XP_039764427.1	JC_14375-RA
OG0005749	XP_039751464.1	JC_09654-RA
OG0005750	XP_039746266.1	JC_02486-RA, JC_02487-RA
OG0005751	XP_039758610.1	JC_06054-RA
OG0005753	XP_039751243.1	JC_09651-RA
OG0005754	XP_039765102.1	JC_08055-RA
OG0005755	XP_039758294.1	JC_06058-RA
OG0005756	XP_039765104.1	JC_08056-RA
OG0005758	XP_039765080.1	JC_08057-RA
OG0005759	XP_039760767.1	JC_14373-RA
OG0005760	XP_039750278.1	JC_06359-RA
OG0005761	XP_039747428.1	JC_03793-RA
OG0005762	XP_039765094.1	JC_08058-RA
OG0005763	XP_039754195.1	JC_03495-RA
OG0005764	XP_039765077.1	JC_08059-RA
OG0005765	XP_039754169.1	JC_03494-RA
OG0005766	XP_039754556.1	JC_03493-RA
OG0005767	XP_039765097.1	JC_08060-RA
OG0005768	XP_039753920.1	JC_03492-RA
OG0005769	XP_039748107.1	JC_16119-RA
OG0005770	XP_039752664.1	JC_16333-RA
OG0005771	XP_039754325.1	JC_03491-RA
OG0005772	XP_039748240.1	JC_15986-RA
OG0005773	XP_039747948.1	JC_16117-RA
OG0005774	XP_039765669.1	JC_00672-RA
OG0005775	XP_039763614.1	JC_01911-RA
OG0005776	XP_039755133.1	JC_05446-RA
OG0005777	XP_039765670.1	JC_00671-RA
OG0005778	XP_039758063.1	JC_01473-RA
OG0005779	XP_039750591.1	JC_06368-RA
OG0005780	XP_039758978.1	JC_10147-RA
OG0005781	XP_039757068.1	JC_11359-RA
OG0005782	XP_039752672.1	JC_16328-RA
OG0005783	XP_039748190.1	JC_16112-RA
OG0005784	XP_039757343.1	JC_01469-RA
OG0005785	XP_039754882.1	JC_05444-RA
OG0005786	XP_039756052.1	JC_01468-RA
OG0005787	XP_039757191.1	JC_01467-RA
OG0005788	XP_039747624.1	JC_14012-RA
OG0005789	XP_039748073.1	JC_16114-RA
OG0005790	XP_039754720.1	JC_05442-RA
OG0005791	XP_039762994.1	JC_16484-RA
OG0005792	XP_039754260.1	JC_01463-RA
OG0005793	XP_039745463.1	JC_00669-RA, JC_14239-RA
OG0005794	XP_039762707.1	JC_16480-RA
OG0005795	XP_039758867.1	JC_01462-RA
OG0005796	XP_039759628.1	JC_10145-RA
OG0005797	XP_039750826.1	JC_06369-RA
OG0005798	XP_039758858.1	JC_01461-RA
OG0005799	XP_039752077.1	JC_01460-RA
OG0005800	XP_039762928.1	JC_16482-RA
OG0005801	XP_039748501.1	JC_14365-RA
OG0005802	XP_039759195.1, XP_039759197.1	JC_10144-RA
OG0005803	XP_039748355.1	JC_16072-RA
OG0005804	XP_039761054.1	JC_15686-RA
OG0005805	XP_039745389.1	JC_00665-RA
OG0005806	XP_039760788.1	JC_15002-RA
OG0005807	XP_039745423.1	JC_00664-RA
OG0005808	XP_039749704.1	JC_08780-RA
OG0005809	XP_039746243.1	JC_02494-RA
OG0005810	XP_039748359.1	JC_16076-RA
OG0005811	XP_039750344.1	JC_06371-RA
OG0005812	XP_039748316.1	JC_16077-RA
OG0005813	XP_039761083.1	JC_15685-RA
OG0005814	XP_039764073.1	JC_01906-RA
OG0005815	XP_039752422.1	JC_12178-RA
OG0005816	XP_039750346.1	JC_06372-RA
OG0005817	XP_039754728.1	JC_05439-RA
OG0005818	XP_039752470.1	JC_12177-RA
OG0005819	XP_039754326.1	JC_03484-RA
OG0005820	XP_039761303.1	JC_15683-RA
OG0005821	XP_039750894.1	JC_06374-RA
OG0005822	XP_039756816.1	JC_11351-RA
OG0005823	XP_039758346.1	JC_06063-RA
OG0005825	XP_039751318.1	JC_09644-RA
OG0005826	XP_039753175.1	JC_01454-RA
OG0005827	XP_039758769.1	JC_06065-RA
OG0005828	XP_039750916.1	JC_06377-RA
OG0005829	XP_039758407.1	JC_06066-RA
OG0005830	XP_039750588.1	JC_06378-RA
OG0005831	XP_039750587.1	JC_06379-RA
OG0005832	XP_039760278.1	JC_12847-RA
OG0005833	XP_039751751.1	JC_12169-RA
OG0005834	XP_039757762.1	JC_12437-RA
OG0005835	XP_039750166.1	JC_08782-RA
OG0005836	XP_039760949.1	JC_15682-RA
OG0005838	XP_039765883.1	JC_00660-RA
OG0005839	XP_039752490.1	JC_12155-RA
OG0005840	XP_039751451.1	JC_09649-RA
OG0005841	XP_039757003.1	JC_11347-RA
OG0005842	XP_039757002.1	JC_11346-RA
OG0005843	XP_039751452.1	JC_09650-RA
OG0005844	XP_039751123.1	JC_09638-RA
OG0005845	XP_039757258.1	JC_11345-RA
OG0005846	XP_039747301.1	JC_04122-RA
OG0005847	XP_039751446.1	JC_09556-RA
OG0005848	XP_039757099.1	JC_11344-RA
OG0005849	XP_039758018.1	JC_01443-RA
OG0005850	XP_039751152.1	JC_09635-RA
OG0005851	XP_039751346.1	JC_09558-RA
OG0005852	XP_039751418.1	JC_09557-RA
OG0005853	XP_039751000.1	JC_09559-RA
OG0005854	XP_039749774.1	JC_08784-RA
OG0005855	XP_039748283.1	JC_16110-RA
OG0005856	XP_039750999.1	JC_09560-RA
OG0005857	XP_039751670.1	JC_09607-RA
OG0005858	XP_039748572.1	JC_04554-RA
OG0005859	XP_039757149.1	JC_11343-RA
OG0005860	XP_039755496.1	JC_06864-RA
OG0005861	XP_039757330.1	JC_11342-RA
OG0005862	XP_039752256.1	JC_12147-RA
OG0005863	XP_039765232.1	JC_08071-RA
OG0005864	XP_039752291.1	JC_12146-RA
OG0005865	XP_039765804.1	JC_14353-RA
OG0005866	XP_039751911.1	JC_12145-RA
OG0005867	XP_039764962.1	JC_08072-RA
OG0005868	XP_039759834.1	JC_13113-RA
OG0005869	XP_039755897.1	JC_06867-RA
OG0005870	XP_039764870.1	JC_08073-RA
OG0005871	XP_039752332.1	JC_12143-RA
OG0005872	XP_039751891.1	JC_12142-RA
OG0005873	XP_039760229.1	JC_01436-RA
OG0005874	XP_039760266.1	JC_13111-RA
OG0005875	XP_039758528.1	JC_06071-RA
OG0005876	XP_039760834.1	JC_15007-RA
OG0005877	XP_039748468.1	JC_16057-RA
OG0005878	XP_039746139.1	JC_02500-RA
OG0005879	XP_039764785.1	JC_08076-RA
OG0005880	XP_039759816.1	JC_13110-RA
OG0005881	XP_039745916.1	JC_02503-RA
OG0005882	XP_039751887.1	JC_12140-RA
OG0005883	XP_039763790.1	JC_02237-RA
OG0005884	XP_039760338.1	JC_13109-RA
OG0005885	XP_039761415.1	JC_01409-RA
OG0005887	XP_039754196.1	JC_03481-RA
OG0005888	XP_039760009.1	JC_13108-RA
OG0005889	XP_039757143.1	JC_11337-RA
OG0005890	XP_039747134.1	JC_03803-RA
OG0005891	XP_039757963.1	JC_12535-RA, JC_12590-RA
OG0005892	XP_039746397.1	JC_02505-RA
OG0005893	XP_039751543.1	JC_09594-RA
OG0005894	XP_039759579.1	JC_10135-RA
OG0005895	XP_039764799.1	JC_08081-RA
OG0005896	XP_039762856.1	JC_16429-RA
OG0005897	XP_039762893.1	JC_08084-RA
OG0005898	XP_039757064.1	JC_11332-RA
OG0005899	XP_039747362.1	JC_03804-RA
OG0005900	XP_039765112.1	JC_14351-RA
OG0005901	XP_039747704.1	JC_13998-RA
OG0005902	XP_039746653.1	JC_03805-RA
OG0005903	XP_039762863.1	JC_16431-RA
OG0005904	XP_039747441.1	JC_03806-RA
OG0005905	XP_039748233.1	JC_14349-RA
OG0005906	XP_039748297.1	JC_13999-RA
OG0005907	XP_039755668.1	JC_06869-RA
OG0005908	XP_039757375.1	JC_01432-RA
OG0005909	XP_039764364.1	JC_08087-RA
OG0005910	XP_039764372.1	JC_08088-RA
OG0005911	XP_039760079.1	JC_13096-RA
OG0005912	XP_039745202.1	JC_00656-RA
OG0005913	XP_039765149.1	JC_08089-RA
OG0005914	XP_039745096.1	JC_00655-RA
OG0005915	XP_039748424.1	JC_15963-RA
OG0005917	XP_039750500.1	JC_06389-RA
OG0005918	XP_039765154.1	JC_08091-RA
OG0005919	XP_039765803.1	JC_00653-RA
OG0005920	XP_039759524.1	JC_01427-RA
OG0005921	XP_039753566.1	JC_01426-RA
OG0005922	XP_039751590.1	JC_09584-RA
OG0005923	XP_039764966.1	JC_08096-RA, JC_08093-RA
OG0005924	XP_039753840.1	JC_03478-RA
OG0005925	XP_039763673.1	JC_08095-RA
OG0005926	XP_039758168.1	JC_12782-RA
OG0005927	XP_039751350.1	JC_09582-RA
OG0005928	XP_039760592.1	JC_15015-RA
OG0005929	XP_039752364.1	JC_12240-RA
OG0005930	XP_039751334.1	JC_09580-RA
OG0005931	XP_039747146.1	JC_03813-RA
OG0005932	XP_039746928.1	JC_03814-RA
OG0005933	XP_039751409.1	JC_09578-RA
OG0005934	XP_039747976.1	JC_15957-RA
OG0005935	XP_039749289.1	JC_04565-RA
OG0005936	XP_039748875.1	JC_04566-RA
OG0005937	XP_039747021.1	JC_03818-RA
OG0005938	XP_039762289.1	JC_16909-RA
OG0005939	XP_039748651.1	JC_04567-RA
OG0005940	XP_039749000.1	JC_04568-RA
OG0005941	XP_039745351.1	JC_00647-RA
OG0005942	XP_039748648.1	JC_04569-RA
OG0005943	XP_039762244.1	JC_17008-RA
OG0005944	XP_039745099.1	JC_00646-RA
OG0005945	XP_039745801.1	JC_02513-RA
OG0005946	XP_039758250.1	JC_01423-RA
OG0005947	XP_039758600.1	JC_06052-RA
OG0005949	XP_039757081.1	JC_01421-RA
OG0005950	XP_039762122.1	JC_17011-RA
OG0005951	XP_039745857.1	JC_02548-RA
OG0005953	XP_039755968.1	JC_06898-RA
OG0005954	XP_039755360.1	JC_06897-RA
OG0005955	XP_039757300.1	JC_01420-RA
OG0005956	XP_039749627.1	JC_08950-RA
OG0005957	XP_039747721.1	JC_15954-RA
OG0005958	XP_039755396.1	JC_06896-RA
OG0005959	XP_039755400.1	JC_06894-RA
OG0005960	XP_039749365.1	JC_08949-RA
OG0005961	XP_039747096.1	JC_03821-RA
OG0005962	XP_039758994.1	JC_10130-RA
OG0005963	XP_039762862.1	JC_16451-RA
OG0005965	XP_039758803.1	JC_06048-RA
OG0005966	XP_039758995.1	JC_10127-RA
OG0005967	XP_039760409.1	JC_15020-RA
OG0005968	XP_039747338.1	JC_03825-RA
OG0005969	XP_039759446.1	JC_10126-RA
OG0005970	XP_039746841.1	JC_03826-RA
OG0005971	XP_039762944.1	JC_16502-RA
OG0005972	XP_039749584.1	JC_08943-RA
OG0005973	XP_039754317.1	JC_01418-RA
OG0005974	XP_039759443.1	JC_10122-RA
OG0005975	XP_039756464.1	JC_10636-RA
OG0005976	XP_039759595.1	JC_10121-RA
OG0005977	XP_039751509.1	JC_09574-RA
OG0005978	XP_039751371.1	JC_09572-RA
OG0005979	XP_039756173.1	JC_10637-RA
OG0005980	XP_039751203.1	JC_09571-RA
OG0005981	XP_039758817.1	JC_06043-RA
OG0005983	XP_039763676.1	JC_01969-RA
OG0005984	XP_039764959.1	JC_08105-RA
OG0005985	XP_039765128.1	JC_08107-RA
OG0005986	XP_039757041.1	JC_11311-RA
OG0005987	XP_039758588.1	JC_06041-RA
OG0005988	XP_039756587.1	JC_10638-RA
OG0005989	XP_039763435.1	JC_01968-RA
OG0005990	XP_039750009.1	JC_08940-RA
OG0005991	XP_039765048.1	JC_08109-RA
OG0005992	XP_039758491.1, XP_039758492.1	JC_06039-RA
OG0005993	XP_039763869.1	JC_01967-RA
OG0005994	XP_039755842.1	JC_06889-RA
OG0005995	XP_039752894.1	JC_07711-RA
OG0005996	XP_039764884.1	JC_08110-RA
OG0005998	XP_039755944.1	JC_06888-RA
OG0005999	XP_039745101.1, XP_039745102.1	JC_00641-RA
OG0006000	XP_039745329.1	JC_14333-RA
OG0006001	XP_039764958.1	JC_08112-RA
OG0006002	XP_039756588.1	JC_10639-RA
OG0006003	XP_039763626.1	JC_01966-RA
OG0006004	XP_039765674.1	JC_00640-RA
OG0006005	XP_039758077.1	JC_12772-RA
