Orthogroup	Pararge_aegeria	Vanessa_cardui
OG0005456	XP_039760709.1	Vcard_DToL16035-RA
OG0005457	XP_039765146.1	Vcard_DToL06232-RA
OG0005458	XP_039746579.1	Vcard_DToL08963-RA
OG0005459	XP_039757823.1	Vcard_DToL14695-RA
OG0005460	XP_039748789.1	Vcard_DToL16644-RA
OG0005461	XP_039758636.1	Vcard_DToL00928-RA
OG0005462	XP_039750362.1	Vcard_DToL16642-RA
OG0005463	XP_039756724.1	Vcard_DToL12982-RA
OG0005464	XP_039757455.1	Vcard_DToL14699-RA
OG0005465	XP_039750349.1	Vcard_DToL16641-RA
OG0005466	XP_039758161.1	Vcard_DToL14700-RA
OG0005467	XP_039764974.1	Vcard_DToL16638-RA
OG0005468	XP_039753799.1	Vcard_DToL04099-RA
OG0005469	XP_039759217.1	Vcard_DToL13512-RA
OG0005470	XP_039750324.1	Vcard_DToL10772-RA
OG0005471	XP_039759216.1	Vcard_DToL13511-RA
OG0005472	XP_039764986.1	Vcard_DToL16637-RA
OG0005473	XP_039751420.1	Vcard_DToL06408-RA
OG0005474	XP_039751269.1	Vcard_DToL06409-RA
OG0005475	XP_039758614.1	Vcard_DToL10027-RA
OG0005476	XP_039759146.1	Vcard_DToL13508-RA
OG0005477	XP_039745862.1	Vcard_DToL16636-RA
OG0005478	XP_039757740.1	Vcard_DToL14706-RA
OG0005479	XP_039754655.1	Vcard_DToL03168-RA
OG0005480	XP_039748232.1	Vcard_DToL13847-RA
OG0005481	XP_039756267.1	Vcard_DToL12980-RA
OG0005483	XP_039757609.1	Vcard_DToL14709-RA
OG0005484	XP_039762078.1	Vcard_DToL17928-RA
OG0005485	XP_039754654.1	Vcard_DToL03169-RA
OG0005486	XP_039757868.1	Vcard_DToL14712-RA
OG0005487	XP_039745123.1	Vcard_DToL01736-RA
OG0005488	XP_039756505.1	Vcard_DToL12977-RA
OG0005489	XP_039764455.1	Vcard_DToL06231-RA
OG0005490	XP_039759077.1	Vcard_DToL13503-RA
OG0005491	XP_039747545.1	Vcard_DToL13842-RA
OG0005492	XP_039765864.1	Vcard_DToL01734-RA
OG0005493	XP_039765731.1	Vcard_DToL01733-RA
OG0005494	XP_039765925.1	Vcard_DToL01732-RA
OG0005495	XP_039747942.1	Vcard_DToL17686-RA
OG0005496	XP_039748056.1	Vcard_DToL13840-RA
OG0005497	XP_039763427.1	Vcard_DToL00511-RA
OG0005498	XP_039750719.1	Vcard_DToL10761-RA
OG0005499	XP_039751271.1	Vcard_DToL06423-RA
OG0005500	XP_039757457.1	Vcard_DToL14717-RA
OG0005501	XP_039756510.1	Vcard_DToL12973-RA
OG0005502	XP_039757458.1	Vcard_DToL14720-RA
OG0005503	XP_039750563.1	Vcard_DToL10758-RA
OG0005504	XP_039751238.1	Vcard_DToL06427-RA
OG0005505	XP_039753583.1	Vcard_DToL09603-RA
OG0005506	XP_039756616.1	Vcard_DToL12972-RA
OG0005507	XP_039753581.1	Vcard_DToL09602-RA
OG0005508	XP_039752521.1	Vcard_DToL18484-RA
OG0005509	XP_039756356.1	Vcard_DToL12971-RA
OG0005511	XP_039752446.1	Vcard_DToL18372-RA
OG0005512	XP_039750589.1	Vcard_DToL10754-RA
OG0005513	XP_039759850.1	Vcard_DToL15133-RA
OG0005514	XP_039749907.1	Vcard_DToL07081-RA
OG0005515	XP_039760244.1	Vcard_DToL15135-RA
OG0005516	XP_039754311.1	Vcard_DToL04093-RA
OG0005517	XP_039756310.1	Vcard_DToL12965-RA
OG0005518	XP_039751155.1	Vcard_DToL06435-RA
OG0005519	XP_039749908.1	Vcard_DToL07078-RA
OG0005520	XP_039763819.1	Vcard_DToL00095-RA
OG0005521	XP_039754991.1	Vcard_DToL00938-RA
OG0005522	XP_039760361.1	Vcard_DToL15011-RA
OG0005523	XP_039746998.1	Vcard_DToL08954-RA
OG0005524	XP_039750668.1	Vcard_DToL10751-RA
OG0005525	XP_039756703.1	Vcard_DToL00939-RA
OG0005526	XP_039752612.1	Vcard_DToL18315-RA
OG0005527	XP_039764032.1	Vcard_DToL00097-RA
OG0005528	XP_039756055.1	Vcard_DToL12963-RA
OG0005529	XP_039762769.1	Vcard_DToL18828-RA
OG0005530	XP_039757954.1	Vcard_DToL14550-RA
OG0005531	XP_039757738.1	Vcard_DToL14552-RA
OG0005532	XP_039750669.1	Vcard_DToL10750-RA
OG0005533	XP_039757809.1	Vcard_DToL14555-RA
OG0005534	XP_039757508.1	Vcard_DToL14556-RA
OG0005535	XP_039750583.1	Vcard_DToL10748-RA
OG0005536	XP_039756516.1	Vcard_DToL12960-RA
OG0005537	XP_039759735.1	Vcard_DToL15191-RA
OG0005538	XP_039750584.1	Vcard_DToL10747-RA
OG0005539	XP_039747816.1	Vcard_DToL16578-RA
OG0005540	XP_039750690.1	Vcard_DToL10746-RA
OG0005541	XP_039757088.1	Vcard_DToL11226-RA
OG0005542	XP_039750615.1	Vcard_DToL10742-RA
OG0005543	XP_039752556.1	Vcard_DToL18310-RA
OG0005544	XP_039746887.1	Vcard_DToL08947-RA
OG0005545	XP_039757464.1	Vcard_DToL14563-RA
OG0005546	XP_039757463.1	Vcard_DToL14564-RA
OG0005547	XP_039756652.1	Vcard_DToL12956-RA
OG0005548	XP_039747613.1	Vcard_DToL14056-RA
OG0005549	XP_039750626.1	Vcard_DToL10739-RA
OG0005550	XP_039750665.1	Vcard_DToL10737-RA
OG0005551	XP_039759518.1	Vcard_DToL13496-RA
OG0005553	XP_039760136.1	Vcard_DToL00943-RA
OG0005554	XP_039757654.1	Vcard_DToL14572-RA
OG0005555	XP_039756029.1	Vcard_DToL00945-RA
OG0005556	XP_039746115.1	Vcard_DToL16571-RA
OG0005557	XP_039751690.1	Vcard_DToL06842-RA
OG0005558	XP_039751308.1	Vcard_DToL06843-RA
OG0005559	XP_039751309.1	Vcard_DToL06845-RA
OG0005560	XP_039757471.1	Vcard_DToL14577-RA
OG0005561	XP_039750056.1	Vcard_DToL07065-RA
OG0005562	XP_039760219.1	Vcard_DToL15023-RA
OG0005563	XP_039750882.1	Vcard_DToL10732-RA
OG0005564	XP_039759742.1	Vcard_DToL15024-RA
OG0005565	XP_039757919.1	Vcard_DToL00951-RA
OG0005566	XP_039757560.1	Vcard_DToL14579-RA
OG0005567	XP_039757562.1	Vcard_DToL14578-RA
OG0005568	XP_039765840.1	Vcard_DToL01883-RA
OG0005569	XP_039757849.1	Vcard_DToL14583-RA
OG0005571	XP_039754142.1	Vcard_DToL04084-RA
OG0005572	XP_039762968.1	Vcard_DToL18835-RA
OG0005573	XP_039757774.1	Vcard_DToL14585-RA
OG0005574	XP_039757640.1	Vcard_DToL14586-RA
OG0005575	XP_039751867.1	Vcard_DToL18368-RA
OG0005576	XP_039750721.1	Vcard_DToL10725-RA
OG0005577	XP_039750612.1	Vcard_DToL10724-RA
OG0005578	XP_039760781.1	Vcard_DToL16110-RA
OG0005579	XP_039751170.1	Vcard_DToL06463-RA
OG0005580	XP_039756840.1	Vcard_DToL11224-RA
OG0005581	XP_039748231.1	Vcard_DToL17640-RA
OG0005582	XP_039758055.1	Vcard_DToL14588-RA
OG0005583	XP_039752476.1	Vcard_DToL18370-RA
OG0005584	XP_039759739.1	Vcard_DToL15033-RA
OG0005585	XP_039756719.1	Vcard_DToL12868-RA
OG0005586	XP_039762448.1	Vcard_DToL17885-RA
OG0005587	XP_039758031.1	Vcard_DToL14590-RA
OG0005588	XP_039759740.1	Vcard_DToL15035-RA
OG0005589	XP_039750601.1	Vcard_DToL10719-RA
OG0005590	XP_039749865.1	Vcard_DToL07062-RA
OG0005591	XP_039757541.1	Vcard_DToL14591-RA
OG0005592	XP_039764752.1	Vcard_DToL06219-RA
OG0005593	XP_039764882.1	Vcard_DToL06218-RA
OG0005594	XP_039759938.1	Vcard_DToL15037-RA
OG0005595	XP_039751169.1	Vcard_DToL06459-RA
OG0005596	XP_039759354.1	Vcard_DToL13495-RA
OG0005597	XP_039760167.1	Vcard_DToL15039-RA
OG0005598	XP_039757082.1	Vcard_DToL11223-RA
OG0005599	XP_039748259.1	Vcard_DToL17648-RA
OG0005600	XP_039755809.1	Vcard_DToL12371-RA
OG0005601	XP_039747091.1	Vcard_DToL08938-RA
OG0005602	XP_039750334.1	Vcard_DToL10715-RA
OG0005603	XP_039750335.1	Vcard_DToL10714-RA
OG0005605	XP_039760804.1	Vcard_DToL16108-RA
OG0005606	XP_039750639.1	Vcard_DToL10713-RA
OG0005607	XP_039760365.1	Vcard_DToL15044-RA
OG0005608	XP_039759708.1	Vcard_DToL14971-RA
OG0005609	XP_039747029.1	Vcard_DToL08935-RA
OG0005611	XP_039747027.1	Vcard_DToL08934-RA
OG0005612	XP_039760711.1	Vcard_DToL16107-RA
OG0005613	XP_039745341.1	Vcard_DToL16552-RA
OG0005614	XP_039747411.1	Vcard_DToL08933-RA
OG0005615	XP_039747599.1	Vcard_DToL14049-RA
OG0005616	XP_039755731.1	Vcard_DToL12365-RA
OG0005618	XP_039749134.1	Vcard_DToL04760-RA
OG0005619	XP_039758510.1	Vcard_DToL10038-RA
OG0005621	XP_039762588.1	Vcard_DToL18840-RA
OG0005622	XP_039756242.1	Vcard_DToL12831-RA
OG0005623	XP_039747236.1	Vcard_DToL08930-RA
OG0005624	XP_039756274.1	Vcard_DToL12832-RA
OG0005626	XP_039757302.1	Vcard_DToL11219-RA
OG0005627	XP_039748213.1	Vcard_DToL17660-RA
OG0005628	XP_039751552.1	Vcard_DToL06450-RA
OG0005629	XP_039745612.1	Vcard_DToL03448-RA
OG0005630	XP_039756590.1	Vcard_DToL12837-RA
OG0005631	XP_039755675.1	Vcard_DToL12359-RA
OG0005632	XP_039752686.1	Vcard_DToL18295-RA
OG0005633	XP_039753635.1	Vcard_DToL09589-RA
OG0005634	XP_039748226.1	Vcard_DToL14046-RA
OG0005635	XP_039758037.1	Vcard_DToL14594-RA
OG0005636	XP_039746396.1	Vcard_DToL03449-RA
OG0005637	XP_039759236.1	Vcard_DToL13483-RA
OG0005638	XP_039752104.1	Vcard_DToL18290-RA
OG0005639	XP_039746432.1	Vcard_DToL03450-RA
OG0005640	XP_039745993.1	Vcard_DToL03451-RA
OG0005641	XP_039759655.1	Vcard_DToL13482-RA
OG0005642	XP_039745854.1	Vcard_DToL03453-RA
OG0005643	XP_039745853.1	Vcard_DToL03454-RA
OG0005645	XP_039759222.1	Vcard_DToL13481-RA
OG0005646	XP_039762776.1	Vcard_DToL18849-RA
OG0005647	XP_039746028.1	Vcard_DToL03455-RA
OG0005648	XP_039746029.1	Vcard_DToL03456-RA
OG0005649	XP_039748370.1	Vcard_DToL17583-RA
OG0005650	XP_039747079.1	Vcard_DToL08923-RA
OG0005651	XP_039762256.1	Vcard_DToL17880-RA
OG0005652	XP_039746729.1	Vcard_DToL08924-RA
OG0005653	XP_039753945.1	Vcard_DToL04146-RA
OG0005654	XP_039752558.1	Vcard_DToL18376-RA
OG0005655	XP_039758615.1	Vcard_DToL10039-RA
OG0005656	XP_039765177.1	Vcard_DToL06201-RA
OG0005657	XP_039761002.1	Vcard_DToL16877-RA
OG0005658	XP_039753891.1	Vcard_DToL04145-RA
OG0005660	XP_039749542.1	Vcard_DToL16544-RA
OG0005661	XP_039761967.1	Vcard_DToL17862-RA
OG0005662	XP_039761133.1, XP_039761309.1	Vcard_DToL16878-RA
OG0005663	XP_039763355.1	Vcard_DToL00137-RA
OG0005664	XP_039761966.1	Vcard_DToL17864-RA
OG0005665	XP_039765192.1	Vcard_DToL06196-RA
OG0005666	XP_039764479.1	Vcard_DToL16543-RA
OG0005668	XP_039762132.1	Vcard_DToL17865-RA
OG0005669	XP_039758193.1	Vcard_DToL16541-RA
OG0005670	XP_039759620.1	Vcard_DToL00971-RA
OG0005671	XP_039758308.1	Vcard_DToL16542-RA
OG0005672	XP_039760970.1	Vcard_DToL16979-RA
OG0005674	XP_039757887.1	Vcard_DToL00972-RA
OG0005675	XP_039746975.1	Vcard_DToL08916-RA
OG0005676	XP_039765101.1	Vcard_DToL16540-RA
OG0005677	XP_039749318.1	Vcard_DToL04882-RA
OG0005678	XP_039754039.1	Vcard_DToL04147-RA
OG0005679	XP_039747265.1	Vcard_DToL08915-RA
OG0005680	XP_039760650.1	Vcard_DToL16101-RA
OG0005681	XP_039747058.1	Vcard_DToL08914-RA
OG0005682	XP_039749319.1	Vcard_DToL04883-RA
OG0005683	XP_039753746.1	Vcard_DToL04150-RA
OG0005684	XP_039748847.1	Vcard_DToL04885-RA
OG0005685	XP_039748886.1	Vcard_DToL16534-RA
OG0005686	XP_039758299.1	Vcard_DToL00974-RA
OG0005687	XP_039764194.1	Vcard_DToL00140-RA
OG0005688	XP_039752831.1	Vcard_DToL00978-RA
OG0005689	XP_039764134.1	Vcard_DToL06186-RA
OG0005690	XP_039752349.1	Vcard_DToL18386-RA
OG0005691	XP_039762969.1	Vcard_DToL18854-RA
OG0005692	XP_039764030.1	Vcard_DToL06184-RA
OG0005694	XP_039765227.1	Vcard_DToL06182-RA
OG0005695	XP_039762385.1	Vcard_DToL18164-RA
OG0005696	XP_039748923.1	Vcard_DToL16531-RA
OG0005697	XP_039759231.1	Vcard_DToL13475-RA
OG0005698	XP_039748428.1	Vcard_DToL16530-RA
OG0005699	XP_039755453.1	Vcard_DToL12351-RA
OG0005700	XP_039760621.1	Vcard_DToL16097-RA
OG0005701	XP_039760541.1	Vcard_DToL16094-RA
OG0005702	XP_039764470.1	Vcard_DToL06178-RA
OG0005703	XP_039757533.1	Vcard_DToL14607-RA
OG0005704	XP_039765111.1	Vcard_DToL06177-RA
OG0005705	XP_039757970.1	Vcard_DToL05975-RA
OG0005706	XP_039753723.1	Vcard_DToL09582-RA
OG0005707	XP_039763557.1	Vcard_DToL00150-RA
OG0005708	XP_039757766.1	Vcard_DToL14608-RA
OG0005709	XP_039763215.1	Vcard_DToL00151-RA
OG0005710	XP_039752712.1	Vcard_DToL00982-RA
OG0005711	XP_039748151.1	Vcard_DToL17594-RA
OG0005712	XP_039750004.1	Vcard_DToL07192-RA
OG0005713	XP_039750055.1	Vcard_DToL07193-RA
OG0005715	XP_039765485.1	Vcard_DToL01920-RA
OG0005716	XP_039757144.1	Vcard_DToL11215-RA
OG0005717	XP_039745343.1	Vcard_DToL01922-RA
OG0005718	XP_039760213.1	Vcard_DToL15057-RA
OG0005719	XP_039747133.1	Vcard_DToL08902-RA
OG0005720	XP_039746763.1	Vcard_DToL08901-RA
OG0005721	XP_039748861.1	Vcard_DToL04888-RA
OG0005722	XP_039748399.1	Vcard_DToL17597-RA
OG0005723	XP_039753488.1	Vcard_DToL09576-RA
OG0005724	XP_039750156.1	Vcard_DToL07198-RA
OG0005725	XP_039765252.1	Vcard_DToL06167-RA
OG0005726	XP_039749830.1	Vcard_DToL07202-RA
OG0005727	XP_039765260.1	Vcard_DToL06165-RA
OG0005728	XP_039764874.1	Vcard_DToL06164-RA
OG0005729	XP_039746876.1	Vcard_DToL08897-RA
OG0005730	XP_039749129.1	Vcard_DToL04892-RA
OG0005731	XP_039755366.1	Vcard_DToL12350-RA
OG0005732	XP_039760618.1	Vcard_DToL16116-RA
OG0005733	XP_039757215.1	Vcard_DToL11214-RA
OG0005734	XP_039765221.1	Vcard_DToL06162-RA
OG0005735	XP_039746883.1	Vcard_DToL08890-RA
OG0005736	XP_039752667.1	Vcard_DToL18409-RA
OG0005737	XP_039756982.1	Vcard_DToL11212-RA
OG0005738	XP_039748634.1	Vcard_DToL04895-RA
OG0005739	XP_039765093.1	Vcard_DToL06158-RA
OG0005740	XP_039747926.1	Vcard_DToL17601-RA
OG0005741	XP_039765584.1	Vcard_DToL01929-RA
OG0005742	XP_039747144.1	Vcard_DToL16509-RA
OG0005743	XP_039763149.1	Vcard_DToL00152-RA
OG0005744	XP_039748228.1	Vcard_DToL14023-RA
OG0005745	XP_039757912.1	Vcard_DToL14626-RA
OG0005746	XP_039751465.1	Vcard_DToL06898-RA
OG0005747	XP_039765095.1	Vcard_DToL06153-RA
OG0005749	XP_039751464.1	Vcard_DToL06899-RA
OG0005750	XP_039746266.1	Vcard_DToL03466-RA
OG0005751	XP_039758610.1	Vcard_DToL10043-RA
OG0005752	XP_039751650.1	Vcard_DToL06901-RA
OG0005753	XP_039751243.1	Vcard_DToL06903-RA
OG0005754	XP_039765102.1	Vcard_DToL06149-RA
OG0005755	XP_039758294.1	Vcard_DToL10243-RA
OG0005756	XP_039765104.1	Vcard_DToL06148-RA
OG0005758	XP_039765080.1	Vcard_DToL06146-RA
OG0005759	XP_039760767.1	Vcard_DToL16507-RA
OG0005760	XP_039750278.1	Vcard_DToL10588-RA
OG0005761	XP_039747428.1	Vcard_DToL08884-RA
OG0005762	XP_039765094.1	Vcard_DToL06145-RA
OG0005763	XP_039754195.1	Vcard_DToL04152-RA
OG0005764	XP_039765077.1	Vcard_DToL06143-RA
OG0005765	XP_039754169.1	Vcard_DToL04154-RA
OG0005766	XP_039754556.1	Vcard_DToL04155-RA
OG0005767	XP_039765097.1	Vcard_DToL06142-RA
OG0005768	XP_039753920.1	Vcard_DToL04156-RA
OG0005769	XP_039748107.1	Vcard_DToL17616-RA
OG0005770	XP_039752664.1	Vcard_DToL18403-RA
OG0005771	XP_039754325.1	Vcard_DToL04157-RA
OG0005772	XP_039748240.1	Vcard_DToL17602-RA
OG0005773	XP_039747948.1	Vcard_DToL17618-RA
OG0005774	XP_039765669.1	Vcard_DToL01938-RA
OG0005775	XP_039763614.1	Vcard_DToL00134-RA
OG0005776	XP_039755133.1	Vcard_DToL03191-RA
OG0005777	XP_039765670.1	Vcard_DToL01939-RA
OG0005778	XP_039758063.1	Vcard_DToL00997-RA
OG0005779	XP_039750591.1	Vcard_DToL10584-RA
OG0005780	XP_039758978.1	Vcard_DToL13460-RA
OG0005781	XP_039757068.1	Vcard_DToL11205-RA
OG0005782	XP_039752672.1	Vcard_DToL18396-RA
OG0005783	XP_039748190.1	Vcard_DToL17625-RA
OG0005784	XP_039757343.1	Vcard_DToL01000-RA
OG0005785	XP_039754882.1	Vcard_DToL03192-RA
OG0005786	XP_039756052.1	Vcard_DToL01001-RA
OG0005787	XP_039757191.1	Vcard_DToL01002-RA
OG0005788	XP_039747624.1	Vcard_DToL14019-RA
OG0005789	XP_039748073.1	Vcard_DToL17623-RA
OG0005790	XP_039754720.1	Vcard_DToL03194-RA
OG0005791	XP_039762994.1	Vcard_DToL18580-RA
OG0005792	XP_039754260.1	Vcard_DToL01005-RA
OG0005793	XP_039745463.1	Vcard_DToL01941-RA
OG0005794	XP_039762707.1	Vcard_DToL18577-RA
OG0005795	XP_039758867.1	Vcard_DToL01006-RA
OG0005796	XP_039759628.1	Vcard_DToL13458-RA
OG0005797	XP_039750826.1	Vcard_DToL10582-RA
OG0005798	XP_039758858.1	Vcard_DToL01007-RA
OG0005799	XP_039752077.1	Vcard_DToL01008-RA
OG0005800	XP_039762928.1	Vcard_DToL18578-RA
OG0005801	XP_039748501.1	Vcard_DToL16496-RA
OG0005802	XP_039759195.1, XP_039759197.1	Vcard_DToL13457-RA
OG0005803	XP_039748355.1	Vcard_DToL17654-RA
OG0005804	XP_039761054.1	Vcard_DToL16966-RA
OG0005805	XP_039745389.1	Vcard_DToL01942-RA
OG0005806	XP_039760788.1	Vcard_DToL15951-RA
OG0005807	XP_039745423.1	Vcard_DToL01943-RA
OG0005808	XP_039749704.1	Vcard_DToL07207-RA
OG0005809	XP_039746243.1	Vcard_DToL03474-RA
OG0005810	XP_039748359.1	Vcard_DToL17651-RA
OG0005811	XP_039750344.1	Vcard_DToL10579-RA
OG0005812	XP_039748316.1	Vcard_DToL17650-RA
OG0005813	XP_039761083.1	Vcard_DToL16965-RA
OG0005814	XP_039764073.1	Vcard_DToL00130-RA
OG0005815	XP_039752422.1	Vcard_DToL07692-RA
OG0005816	XP_039750346.1	Vcard_DToL10578-RA
OG0005817	XP_039754728.1	Vcard_DToL03199-RA
OG0005818	XP_039752470.1	Vcard_DToL07691-RA
OG0005820	XP_039761303.1	Vcard_DToL16963-RA
OG0005821	XP_039750894.1	Vcard_DToL10576-RA
OG0005822	XP_039756816.1	Vcard_DToL11198-RA
OG0005823	XP_039758346.1	Vcard_DToL10238-RA
OG0005825	XP_039751318.1	Vcard_DToL06913-RA
OG0005826	XP_039753175.1	Vcard_DToL01018-RA
OG0005827	XP_039758769.1	Vcard_DToL10236-RA
OG0005828	XP_039750916.1	Vcard_DToL10573-RA
OG0005829	XP_039758407.1	Vcard_DToL10234-RA
OG0005830	XP_039750588.1	Vcard_DToL10572-RA
OG0005831	XP_039750587.1	Vcard_DToL10571-RA
OG0005832	XP_039760278.1	Vcard_DToL14963-RA
OG0005833	XP_039751751.1	Vcard_DToL07686-RA
OG0005834	XP_039757762.1	Vcard_DToL14641-RA
OG0005835	XP_039750166.1	Vcard_DToL07208-RA
OG0005836	XP_039760949.1	Vcard_DToL16962-RA
OG0005837	XP_039754997.1	Vcard_DToL03201-RA
OG0005838	XP_039765883.1	Vcard_DToL01947-RA
OG0005839	XP_039752490.1	Vcard_DToL07685-RA
OG0005840	XP_039751451.1	Vcard_DToL06905-RA
OG0005841	XP_039757003.1	Vcard_DToL11188-RA
OG0005842	XP_039757002.1	Vcard_DToL11187-RA
OG0005843	XP_039751452.1	Vcard_DToL06904-RA
OG0005844	XP_039751123.1	Vcard_DToL06919-RA
OG0005845	XP_039757258.1	Vcard_DToL11186-RA
OG0005846	XP_039747301.1	Vcard_DToL08559-RA
OG0005847	XP_039751446.1	Vcard_DToL06922-RA
OG0005850	XP_039751152.1	Vcard_DToL06921-RA
OG0005851	XP_039751346.1	Vcard_DToL06923-RA
OG0005852	XP_039751418.1	Vcard_DToL06924-RA
OG0005853	XP_039751000.1	Vcard_DToL06925-RA
OG0005854	XP_039749774.1	Vcard_DToL07211-RA
OG0005855	XP_039748283.1	Vcard_DToL17626-RA
OG0005856	XP_039750999.1	Vcard_DToL06926-RA
OG0005857	XP_039751670.1	Vcard_DToL06593-RA
OG0005858	XP_039748572.1	Vcard_DToL04915-RA
OG0005859	XP_039757149.1	Vcard_DToL11184-RA
OG0005860	XP_039755496.1	Vcard_DToL12344-RA
OG0005861	XP_039757330.1	Vcard_DToL11183-RA
OG0005862	XP_039752256.1	Vcard_DToL07678-RA
OG0005863	XP_039765232.1	Vcard_DToL06137-RA
OG0005864	XP_039752291.1	Vcard_DToL07677-RA
OG0005865	XP_039765804.1	Vcard_DToL16478-RA
OG0005866	XP_039751911.1	Vcard_DToL07676-RA
OG0005867	XP_039764962.1	Vcard_DToL06136-RA
OG0005868	XP_039759834.1	Vcard_DToL15268-RA
OG0005869	XP_039755897.1	Vcard_DToL12342-RA
OG0005870	XP_039764870.1	Vcard_DToL06134-RA
OG0005871	XP_039752332.1	Vcard_DToL07675-RA
OG0005872	XP_039751891.1	Vcard_DToL07674-RA
OG0005873	XP_039760229.1	Vcard_DToL01039-RA
OG0005874	XP_039760266.1	Vcard_DToL15267-RA
OG0005875	XP_039758528.1	Vcard_DToL10227-RA
OG0005876	XP_039760834.1	Vcard_DToL15944-RA
OG0005877	XP_039748468.1	Vcard_DToL17668-RA
OG0005878	XP_039746139.1	Vcard_DToL03489-RA
OG0005879	XP_039764785.1	Vcard_DToL06129-RA
OG0005880	XP_039759816.1	Vcard_DToL15266-RA
OG0005881	XP_039745916.1	Vcard_DToL03492-RA
OG0005882	XP_039751887.1	Vcard_DToL07673-RA
OG0005883	XP_039763790.1	Vcard_DToL00080-RA
OG0005884	XP_039760338.1	Vcard_DToL15263-RA
OG0005885	XP_039761415.1	Vcard_DToL01084-RA
OG0005887	XP_039754196.1	Vcard_DToL04174-RA
OG0005888	XP_039760009.1	Vcard_DToL15262-RA
OG0005889	XP_039757143.1	Vcard_DToL11174-RA
OG0005890	XP_039747134.1	Vcard_DToL08876-RA
OG0005891	XP_039757963.1	Vcard_DToL14541-RA
OG0005892	XP_039746397.1	Vcard_DToL03497-RA
OG0005893	XP_039751543.1	Vcard_DToL06612-RA
OG0005894	XP_039759579.1	Vcard_DToL13446-RA
OG0005895	XP_039764799.1	Vcard_DToL06121-RA
OG0005896	XP_039762856.1	Vcard_DToL18628-RA
OG0005897	XP_039762893.1	Vcard_DToL06117-RA
OG0005898	XP_039757064.1	Vcard_DToL11167-RA
OG0005899	XP_039747362.1	Vcard_DToL08875-RA
OG0005900	XP_039765112.1	Vcard_DToL16474-RA
OG0005901	XP_039747704.1	Vcard_DToL14008-RA
OG0005902	XP_039746653.1	Vcard_DToL08874-RA
OG0005903	XP_039762863.1	Vcard_DToL18627-RA
OG0005904	XP_039747441.1	Vcard_DToL08872-RA
OG0005905	XP_039748233.1	Vcard_DToL16472-RA
OG0005906	XP_039748297.1	Vcard_DToL14009-RA
OG0005907	XP_039755668.1	Vcard_DToL12338-RA
OG0005908	XP_039757375.1	Vcard_DToL01046-RA
OG0005909	XP_039764364.1	Vcard_DToL06113-RA
OG0005910	XP_039764372.1	Vcard_DToL06112-RA
OG0005911	XP_039760079.1	Vcard_DToL15251-RA
OG0005912	XP_039745202.1	Vcard_DToL01961-RA
OG0005913	XP_039765149.1	Vcard_DToL06111-RA
OG0005914	XP_039745096.1	Vcard_DToL01962-RA
OG0005915	XP_039748424.1	Vcard_DToL17578-RA
OG0005917	XP_039750500.1	Vcard_DToL10561-RA
OG0005918	XP_039765154.1	Vcard_DToL06110-RA
OG0005919	XP_039765803.1	Vcard_DToL01964-RA
OG0005920	XP_039759524.1	Vcard_DToL01050-RA
OG0005921	XP_039753566.1	Vcard_DToL01051-RA
OG0005922	XP_039751590.1	Vcard_DToL06617-RA
OG0005923	XP_039764966.1	Vcard_DToL06106-RA
OG0005924	XP_039753840.1	Vcard_DToL04177-RA
OG0005925	XP_039763673.1	Vcard_DToL06105-RA
OG0005926	XP_039758168.1	Vcard_DToL14892-RA
OG0005927	XP_039751350.1	Vcard_DToL06619-RA
OG0005928	XP_039760592.1	Vcard_DToL15936-RA
OG0005929	XP_039752364.1	Vcard_DToL07663-RA
OG0005930	XP_039751334.1	Vcard_DToL06620-RA
OG0005931	XP_039747146.1	Vcard_DToL08865-RA
OG0005932	XP_039746928.1	Vcard_DToL08864-RA
OG0005933	XP_039751409.1	Vcard_DToL06622-RA
OG0005934	XP_039747976.1	Vcard_DToL17571-RA
OG0005935	XP_039749289.1	Vcard_DToL04927-RA
OG0005936	XP_039748875.1	Vcard_DToL04928-RA
OG0005937	XP_039747021.1	Vcard_DToL08862-RA
OG0005938	XP_039762289.1	Vcard_DToL18065-RA
OG0005939	XP_039748651.1	Vcard_DToL04929-RA
OG0005940	XP_039749000.1	Vcard_DToL04932-RA
OG0005941	XP_039745351.1	Vcard_DToL01979-RA
OG0005942	XP_039748648.1	Vcard_DToL04933-RA
OG0005943	XP_039762244.1	Vcard_DToL18063-RA
OG0005944	XP_039745099.1	Vcard_DToL01980-RA
OG0005945	XP_039745801.1	Vcard_DToL03505-RA
OG0005946	XP_039758250.1	Vcard_DToL01054-RA
OG0005947	XP_039758600.1	Vcard_DToL10223-RA
OG0005948	XP_039761148.1	Vcard_DToL01055-RA
OG0005949	XP_039757081.1	Vcard_DToL01058-RA
OG0005950	XP_039762122.1	Vcard_DToL18061-RA
OG0005951	XP_039745857.1	Vcard_DToL03547-RA
OG0005953	XP_039755968.1	Vcard_DToL12327-RA
OG0005954	XP_039755360.1	Vcard_DToL12325-RA
OG0005955	XP_039757300.1	Vcard_DToL01060-RA
OG0005956	XP_039749627.1	Vcard_DToL07217-RA
OG0005957	XP_039747721.1	Vcard_DToL17568-RA
OG0005958	XP_039755396.1	Vcard_DToL12324-RA
OG0005959	XP_039755400.1	Vcard_DToL12323-RA
OG0005960	XP_039749365.1	Vcard_DToL07219-RA
