Orthogroup	Pararge_aegeria	Danaus_plexippus
OG0005229	XP_039748652.1	DPOGS210066-PA
OG0005230	XP_039756827.1	DPOGS205460-PA
OG0005231	XP_039755761.1	DPOGS210386-PA
OG0005232	XP_039763871.1	DPOGS207151-PA
OG0005234	XP_039748545.1	DPOGS210093-PA
OG0005235	XP_039756346.1	DPOGS209505-PA
OG0005236	XP_039750029.1	DPOGS209786-PA
OG0005237	XP_039750031.1	DPOGS209845-PA
OG0005238	XP_039748546.1	DPOGS210068-PA
OG0005239	XP_039757750.1	DPOGS204155-PA
OG0005240	XP_039756266.1	DPOGS209506-PA
OG0005241	XP_039748596.1	DPOGS210069-PA
OG0005242	XP_039762907.1	DPOGS204598-PA
OG0005243	XP_039765540.1	DPOGS208775-PA
OG0005244	XP_039765469.1	DPOGS208774-PA
OG0005245	XP_039749131.1	DPOGS210070-PA
OG0005246	XP_039757735.1	DPOGS204204-PA
OG0005247	XP_039754807.1	DPOGS214536-PA
OG0005248	XP_039748659.1	DPOGS210091-PA
OG0005249	XP_039755144.1	DPOGS214516-PA
OG0005250	XP_039748657.1	DPOGS210071-PA
OG0005251	XP_039752290.1	DPOGS208137-PA
OG0005252	XP_039754477.1	DPOGS201129-PA
OG0005253	XP_039765474.1	DPOGS208772-PA
OG0005254	XP_039762981.1	DPOGS204606-PA
OG0005255	XP_039765622.1	DPOGS208845-PA
OG0005256	XP_039749871.1	DPOGS209843-PA
OG0005257	XP_039761259.1	DPOGS213636-PA
OG0005258	XP_039754476.1	DPOGS201164-PA
OG0005260	XP_039750170.1	DPOGS209788-PA
OG0005261	XP_039754960.1	DPOGS214515-PA
OG0005262	XP_039755053.1	DPOGS214538-PA
OG0005263	XP_039745980.1	DPOGS202671-PA
OG0005264	XP_039745272.1	DPOGS208770-PA
OG0005265	XP_039746063.1	DPOGS202670-PA
OG0005266	XP_039751839.1	DPOGS206090-PA
OG0005267	XP_039765866.1	DPOGS208846-PA
OG0005268	XP_039754298.1	DPOGS201131-PA
OG0005269	XP_039757138.1	DPOGS205487-PA
OG0005270	XP_039765491.1	DPOGS216139-PA
OG0005271	XP_039748043.1	DPOGS209126-PA, DPOGS209127-PA
OG0005272	XP_039765808.1	DPOGS213051-PA, DPOGS213052-PA
OG0005273	XP_039759427.1	DPOGS214382-PA
OG0005274	XP_039759150.1	DPOGS214313-PA
OG0005275	XP_039749763.1	DPOGS209791-PA
OG0005276	XP_039757399.1	DPOGS205488-PA
OG0005277	XP_039762888.1	DPOGS211264-PA
OG0005278	XP_039753610.1	DPOGS206308-PA
OG0005279	XP_039760897.1	DPOGS213638-PA
OG0005280	XP_039760426.1	DPOGS215545-PA
OG0005281	XP_039757008.1	DPOGS205490-PA
OG0005282	XP_039763397.1	DPOGS206789-PA
OG0005283	XP_039748837.1	DPOGS210073-PA
OG0005284	XP_039764453.1	DPOGS210924-PA
OG0005285	XP_039759153.1	DPOGS214376-PA
OG0005286	XP_039753507.1	DPOGS206355-PA
OG0005287	XP_039758742.1	DPOGS206256-PA
OG0005288	XP_039752458.1	DPOGS205122-PA
OG0005289	XP_039754664.1	DPOGS209236-PA
OG0005291	XP_039761191.1	DPOGS213639-PA
OG0005292	XP_039754717.1	DPOGS203276-PA
OG0005293	XP_039765292.1	DPOGS210179-PA
OG0005294	XP_039747385.1	DPOGS209625-PA
OG0005295	XP_039749756.1	DPOGS209792-PA
OG0005296	XP_039759536.1	DPOGS215705-PA
OG0005297	XP_039753226.1	DPOGS206312-PA
OG0005298	XP_039745425.1	DPOGS215317-PA
OG0005299	XP_039757397.1	DPOGS205453-PA
OG0005300	XP_039759967.1	DPOGS215704-PA
OG0005301	XP_039749890.1	DPOGS209793-PA
OG0005302	XP_039753641.1	DPOGS206353-PA
OG0005303	XP_039754887.1	DPOGS203278-PA
OG0005304	XP_039754885.1	DPOGS203279-PA
OG0005305	XP_039762950.1	DPOGS200789-PA
OG0005306	XP_039756851.1	DPOGS205452-PA
OG0005307	XP_039754976.1	DPOGS203416-PA
OG0005308	XP_039754665.1	DPOGS209235-PA
OG0005309	XP_039762858.1	DPOGS200501-PA
OG0005310	XP_039756902.1	DPOGS205492-PA
OG0005311	XP_039762611.1	DPOGS213284-PA
OG0005312	XP_039760072.1	DPOGS215164-PA
OG0005313	XP_039757042.1	DPOGS202565-PA, DPOGS202566-PA
OG0005314	XP_039757015.1	DPOGS202564-PA
OG0005315	XP_039755466.1	DPOGS212938-PA
OG0005316	XP_039748180.1	DPOGS211547-PA
OG0005317	XP_039763252.1	DPOGS206803-PA
OG0005318	XP_039748353.1	DPOGS214559-PA
OG0005319	XP_039761937.1	DPOGS215702-PA
OG0005320	XP_039747180.1	DPOGS209584-PA
OG0005321	XP_039756549.1	DPOGS209515-PA
OG0005322	XP_039747457.1	DPOGS209631-PA
OG0005323	XP_039760839.1	DPOGS215541-PA
OG0005324	XP_039747462.1	DPOGS209632-PA
OG0005325	XP_039759632.1	DPOGS214323-PA
OG0005326	XP_039763401.1	DPOGS206804-PA
OG0005327	XP_039760865.1	DPOGS215540-PA
OG0005328	XP_039745431.1	DPOGS215314-PA
OG0005329	XP_039755179.1	DPOGS200968-PA, DPOGS200967-PA
OG0005330	XP_039755116.1	DPOGS200973-PA
OG0005331	XP_039756960.1	DPOGS202723-PA
OG0005332	XP_039754939.1	DPOGS200969-PA
OG0005333	XP_039747303.1	DPOGS209636-PA
OG0005334	XP_039757303.1	DPOGS202705-PA
OG0005335	XP_039759342.1	DPOGS214363-PA
OG0005336	XP_039759441.1	DPOGS214364-PA
OG0005337	XP_039759136.1	DPOGS214365-PA
OG0005338	XP_039753564.1	DPOGS206349-PA
OG0005339	XP_039750617.1	DPOGS204453-PA
OG0005340	XP_039753127.1	DPOGS206318-PA
OG0005341	XP_039748361.1	DPOGS211549-PA
OG0005342	XP_039747996.1	DPOGS211545-PA
OG0005343	XP_039762980.1	DPOGS213287-PA
OG0005344	XP_039750536.1	DPOGS204451-PA
OG0005345	XP_039759015.1	DPOGS210163-PA
OG0005346	XP_039747958.1	DPOGS211544-PA
OG0005347	XP_039752371.1, XP_039752370.1	DPOGS203108-PA
OG0005348	XP_039752647.1	DPOGS203091-PA, DPOGS203092-PA
OG0005349	XP_039752186.1	DPOGS203109-PA
OG0005350	XP_039755622.1	DPOGS212967-PA
OG0005351	XP_039762752.1	DPOGS213282-PA
OG0005352	XP_039747978.1	DPOGS214562-PA
OG0005353	XP_039755904.1	DPOGS212937-PA
OG0005354	XP_039762817.1	DPOGS213288-PA, DPOGS213289-PA
OG0005355	XP_039756601.1	DPOGS209520-PA
OG0005356	XP_039765930.1	DPOGS215308-PA
OG0005357	XP_039759297.1	DPOGS208342-PA
OG0005358	XP_039756256.1	DPOGS209521-PA
OG0005359	XP_039758919.1	DPOGS208327-PA
OG0005360	XP_039753730.1	DPOGS206319-PA
OG0005361	XP_039748044.1	DPOGS202550-PA
OG0005362	XP_039753893.1	DPOGS210642-PA
OG0005363	XP_039761011.1	DPOGS216205-PA
OG0005364	XP_039758921.1	DPOGS208340-PA
OG0005365	XP_039752415.1	DPOGS211696-PA
OG0005366	XP_039759230.1	DPOGS208328-PA
OG0005367	XP_039747821.1	DPOGS214563-PA
OG0005368	XP_039749493.1	DPOGS216168-PA
OG0005369	XP_039757152.1	DPOGS200228-PA
OG0005370	XP_039746373.1	DPOGS202651-PA
OG0005371	XP_039748972.1	DPOGS210083-PA
OG0005372	XP_039762930.1	DPOGS204603-PA
OG0005373	XP_039754878.1	DPOGS200970-PA
OG0005374	XP_039750678.1	DPOGS204450-PA
OG0005375	XP_039760386.1	DPOGS215699-PA
OG0005376	XP_039760589.1	DPOGS215538-PA
OG0005377	XP_039760976.1	DPOGS213649-PA
OG0005378	XP_039753473.1	DPOGS206320-PA
OG0005379	XP_039756492.1	DPOGS209485-PA
OG0005380	XP_039764218.1	DPOGS207165-PA
OG0005381	XP_039756194.1	DPOGS209484-PA
OG0005382	XP_039762915.1	DPOGS208103-PA
OG0005383	XP_039747461.1	DPOGS216171-PA
OG0005384	XP_039764927.1	DPOGS210922-PA
OG0005385	XP_039748849.1	DPOGS216164-PA
OG0005386	XP_039763323.1	DPOGS206800-PA
OG0005387	XP_039752938.1	DPOGS215697-PA
OG0005388	XP_039751677.1	DPOGS204358-PA
OG0005389	XP_039762916.1	DPOGS208095-PA
OG0005390	XP_039757791.1	DPOGS211300-PA
OG0005391	XP_039746389.1	DPOGS202653-PA, DPOGS202652-PA
OG0005392	XP_039745106.1	DPOGS216162-PA
OG0005393	XP_039746420.1	DPOGS202654-PA
OG0005394	XP_039749494.1	DPOGS209799-PA
OG0005395	XP_039748035.1	DPOGS216172-PA
OG0005396	XP_039748187.1	DPOGS214543-PA
OG0005397	XP_039747770.1	DPOGS213317-PA
OG0005398	XP_039754700.1	DPOGS205303-PA
OG0005399	XP_039764691.1	DPOGS210904-PA
OG0005400	XP_039761239.1	DPOGS213643-PA
OG0005401	XP_039754857.1	DPOGS205262-PA
OG0005402	XP_039752254.1	DPOGS202968-PA
OG0005403	XP_039762582.1	DPOGS210919-PA
OG0005404	XP_039761096.1	DPOGS213644-PA
OG0005405	XP_039746240.1	DPOGS202664-PA
OG0005406	XP_039759163.1	DPOGS215727-PA
OG0005407	XP_039758305.1	DPOGS203112-PA
OG0005408	XP_039746239.1	DPOGS202656-PA
OG0005409	XP_039754726.1	DPOGS205264-PA
OG0005410	XP_039747862.1	DPOGS212900-PA
OG0005411	XP_039746061.1	DPOGS202663-PA
OG0005412	XP_039745793.1	DPOGS202657-PA
OG0005413	XP_039763772.1	DPOGS210906-PA
OG0005415	XP_039748131.1	DPOGS212896-PA
OG0005416	XP_039753192.1	DPOGS206340-PA
OG0005417	XP_039752892.1	DPOGS206322-PA
OG0005418	XP_039759567.1	DPOGS208415-PA, DPOGS208414-PA
OG0005419	XP_039761314.1	DPOGS213646-PA
OG0005420	XP_039762689.1	DPOGS200784-PA
OG0005421	XP_039750234.1	DPOGS216159-PA
OG0005422	XP_039747217.1	DPOGS209642-PA
OG0005423	XP_039762822.1	DPOGS200786-PA, DPOGS200785-PA
OG0005424	XP_039757990.1	DPOGS211295-PA
OG0005425	XP_039765059.1	DPOGS216177-PA
OG0005426	XP_039750606.1	DPOGS204443-PA
OG0005427	XP_039748999.1	DPOGS210078-PA
OG0005428	XP_039758309.1	DPOGS203128-PA
OG0005429	XP_039759199.1	DPOGS208409-PA
OG0005430	XP_039747056.1	DPOGS209644-PA
OG0005431	XP_039746959.1	DPOGS209572-PA
OG0005432	XP_039756596.1	DPOGS204690-PA
OG0005433	XP_039756946.1	DPOGS205469-PA
OG0005434	XP_039756282.1	DPOGS204691-PA
OG0005435	XP_039759270.1	DPOGS208408-PA
OG0005436	XP_039763943.1	DPOGS207160-PA
OG0005437	XP_039745196.1	DPOGS216178-PA
OG0005438	XP_039757412.1	DPOGS215731-PA
OG0005439	XP_039759512.1	DPOGS208407-PA
OG0005440	XP_039760690.1	DPOGS215536-PA
OG0005441	XP_039746974.1	DPOGS209571-PA
OG0005442	XP_039757396.1	DPOGS215693-PA
OG0005443	XP_039765950.1	DPOGS210567-PA
OG0005444	XP_039747072.1	DPOGS209570-PA
OG0005445	XP_039760131.1	DPOGS215227-PA
OG0005446	XP_039765667.1	DPOGS215338-PA
OG0005447	XP_039765668.1	DPOGS215300-PA
OG0005448	XP_039746716.1	DPOGS209569-PA
OG0005449	XP_039745216.1	DPOGS215299-PA
OG0005450	XP_039760279.1	DPOGS215174-PA
OG0005451	XP_039748264.1	DPOGS200221-PA
OG0005452	XP_039746714.1	DPOGS209648-PA
OG0005453	XP_039757773.1	DPOGS211231-PA
OG0005454	XP_039750855.1	DPOGS210628-PA
OG0005455	XP_039758540.1	DPOGS203123-PA
OG0005456	XP_039760709.1	DPOGS206189-PA
OG0005457	XP_039765146.1	DPOGS210917-PA
OG0005458	XP_039746579.1	DPOGS209649-PA
OG0005459	XP_039757823.1	DPOGS211241-PA
OG0005460	XP_039748789.1	DPOGS210778-PA
OG0005461	XP_039758636.1	DPOGS215692-PA
OG0005462	XP_039750362.1	DPOGS201915-PA
OG0005463	XP_039756724.1	DPOGS204666-PA
OG0005464	XP_039757455.1	DPOGS204157-PA
OG0005465	XP_039750349.1	DPOGS201917-PA
OG0005466	XP_039758161.1	DPOGS204202-PA
OG0005467	XP_039764974.1	DPOGS210295-PA
OG0005468	XP_039753799.1	DPOGS201152-PA
OG0005469	XP_039759217.1	DPOGS214012-PA
OG0005470	XP_039750324.1	DPOGS210583-PA
OG0005471	XP_039759216.1	DPOGS214008-PA
OG0005472	XP_039764986.1	DPOGS210296-PA, DPOGS200761-PA
OG0005473	XP_039751420.1	DPOGS209452-PA
OG0005474	XP_039751269.1	DPOGS209453-PA
OG0005475	XP_039758614.1	DPOGS203115-PA
OG0005476	XP_039759146.1	DPOGS214007-PA
OG0005477	XP_039745862.1	DPOGS200757-PA
OG0005478	XP_039757740.1	DPOGS204200-PA
OG0005479	XP_039754655.1	DPOGS205300-PA
OG0005480	XP_039748232.1	DPOGS204635-PA
OG0005481	XP_039756267.1	DPOGS204664-PA
OG0005482	XP_039748221.1	DPOGS200760-PA
OG0005483	XP_039757609.1	DPOGS204160-PA
OG0005484	XP_039762078.1	DPOGS203876-PA
OG0005485	XP_039754654.1	DPOGS205269-PA
OG0005486	XP_039757868.1	DPOGS204161-PA
OG0005487	XP_039745123.1	DPOGS215348-PA
OG0005488	XP_039756505.1	DPOGS204661-PA
OG0005489	XP_039764455.1	DPOGS210911-PA
OG0005490	XP_039759077.1	DPOGS214005-PA
OG0005491	XP_039747545.1	DPOGS204628-PA
OG0005492	XP_039765864.1	DPOGS215293-PA
OG0005493	XP_039765731.1	DPOGS215349-PA
OG0005494	XP_039765925.1	DPOGS215292-PA
OG0005495	XP_039747942.1	DPOGS210188-PA
OG0005496	XP_039748056.1	DPOGS204639-PA
OG0005497	XP_039763427.1	DPOGS206132-PA
OG0005498	XP_039750719.1	DPOGS210577-PA
OG0005499	XP_039751271.1	DPOGS209448-PA
OG0005500	XP_039757457.1	DPOGS214629-PA
OG0005501	XP_039756510.1	DPOGS204695-PA
OG0005502	XP_039757458.1	DPOGS214630-PA
OG0005503	XP_039750563.1	DPOGS210633-PA
OG0005504	XP_039751238.1	DPOGS209447-PA
OG0005505	XP_039753583.1	DPOGS206337-PA
OG0005506	XP_039756616.1	DPOGS204696-PA
OG0005507	XP_039753581.1	DPOGS206327-PA
OG0005508	XP_039752521.1	DPOGS200463-PA
OG0005509	XP_039756356.1	DPOGS204659-PA
OG0005510	XP_039759849.1	DPOGS215222-PA
OG0005511	XP_039752446.1	DPOGS200460-PA
OG0005512	XP_039750589.1	DPOGS210636-PA
OG0005513	XP_039759850.1	DPOGS215178-PA
OG0005514	XP_039749907.1	DPOGS209804-PA
OG0005515	XP_039760244.1	DPOGS215179-PA
OG0005516	XP_039754311.1	DPOGS212551-PA
OG0005517	XP_039756310.1	DPOGS204698-PA
OG0005518	XP_039751155.1	DPOGS209467-PA
OG0005519	XP_039749908.1	DPOGS209805-PA
OG0005520	XP_039763819.1	DPOGS206788-PA
OG0005521	XP_039754991.1	DPOGS215737-PA
OG0005522	XP_039760361.1	DPOGS215180-PA
OG0005523	XP_039746998.1	DPOGS212083-PA
OG0005524	XP_039750668.1	DPOGS204140-PA
OG0005525	XP_039756703.1	DPOGS215685-PA
OG0005526	XP_039752612.1	DPOGS200461-PA
OG0005527	XP_039764032.1	DPOGS207185-PA
OG0005528	XP_039756055.1	DPOGS204699-PA
OG0005529	XP_039762769.1	DPOGS212308-PA
OG0005530	XP_039757954.1	DPOGS202270-PA
OG0005531	XP_039757738.1	DPOGS202317-PA
OG0005532	XP_039750669.1	DPOGS204139-PA
OG0005533	XP_039757809.1	DPOGS202316-PA
OG0005534	XP_039757508.1	DPOGS202272-PA
OG0005535	XP_039750583.1	DPOGS204138-PA
OG0005536	XP_039756516.1	DPOGS204701-PA
OG0005537	XP_039759735.1	DPOGS208171-PA
OG0005538	XP_039750584.1	DPOGS204137-PA
OG0005539	XP_039747816.1	DPOGS203517-PA
OG0005540	XP_039750690.1	DPOGS204102-PA
OG0005541	XP_039757088.1	DPOGS208526-PA
OG0005542	XP_039750615.1	DPOGS204104-PA
OG0005543	XP_039752556.1	DPOGS204089-PA
OG0005544	XP_039746887.1	DPOGS212179-PA
OG0005545	XP_039757464.1	DPOGS202274-PA
OG0005546	XP_039757463.1	DPOGS202313-PA
OG0005547	XP_039756652.1	DPOGS204704-PA
OG0005548	XP_039747613.1	DPOGS213792-PA
OG0005549	XP_039750626.1	DPOGS204107-PA
OG0005550	XP_039750665.1	DPOGS204133-PA
OG0005551	XP_039759518.1	DPOGS202938-PA
OG0005552	XP_039760363.1	DPOGS215190-PA, DPOGS215192-PA
OG0005553	XP_039760136.1	DPOGS215739-PA
OG0005554	XP_039757654.1	DPOGS202277-PA
OG0005555	XP_039756029.1	DPOGS215741-PA
OG0005556	XP_039746115.1	DPOGS203548-PA
OG0005557	XP_039751690.1	DPOGS212598-PA
OG0005558	XP_039751308.1	DPOGS212621-PA
OG0005559	XP_039751309.1	DPOGS212599-PA
OG0005560	XP_039757471.1	DPOGS202310-PA
OG0005561	XP_039750056.1	DPOGS209814-PA
OG0005562	XP_039760219.1	DPOGS215193-PA
OG0005563	XP_039750882.1	DPOGS204110-PA
OG0005564	XP_039759742.1	DPOGS215215-PA
OG0005565	XP_039757919.1	DPOGS215681-PA
OG0005566	XP_039757560.1	DPOGS202280-PA
OG0005567	XP_039757562.1	DPOGS202307-PA
OG0005568	XP_039765840.1	DPOGS208808-PA
OG0005569	XP_039757849.1	DPOGS202281-PA
OG0005570	XP_039750859.1	DPOGS204112-PA
OG0005571	XP_039754142.1	DPOGS210838-PA
OG0005572	XP_039762968.1	DPOGS200157-PA
OG0005573	XP_039757774.1	DPOGS202305-PA
OG0005574	XP_039757640.1	DPOGS202283-PA
OG0005575	XP_039751867.1	DPOGS203184-PA
OG0005576	XP_039750721.1	DPOGS204129-PA
OG0005577	XP_039750612.1	DPOGS204114-PA
OG0005578	XP_039760781.1	DPOGS206775-PA
OG0005579	XP_039751170.1	DPOGS212602-PA
OG0005580	XP_039756840.1	DPOGS208508-PA
OG0005581	XP_039748231.1	DPOGS206757-PA
OG0005582	XP_039758055.1	DPOGS202284-PA
OG0005583	XP_039752476.1	DPOGS203183-PA
OG0005584	XP_039759739.1	DPOGS215195-PA
OG0005585	XP_039756719.1	DPOGS208427-PA
OG0005586	XP_039762448.1	DPOGS204618-PA
OG0005587	XP_039758031.1	DPOGS202303-PA
OG0005588	XP_039759740.1	DPOGS215196-PA
OG0005589	XP_039750601.1	DPOGS204117-PA
OG0005590	XP_039749865.1	DPOGS200118-PA
OG0005591	XP_039757541.1	DPOGS202302-PA
OG0005592	XP_039764752.1	DPOGS201304-PA
OG0005593	XP_039764882.1	DPOGS201310-PA
OG0005594	XP_039759938.1	DPOGS215197-PA
OG0005595	XP_039751169.1	DPOGS212627-PA
OG0005596	XP_039759354.1	DPOGS202925-PA
OG0005597	XP_039760167.1	DPOGS215198-PA
OG0005598	XP_039757082.1	DPOGS208509-PA
OG0005599	XP_039748259.1	DPOGS200706-PA
OG0005600	XP_039755809.1	DPOGS212973-PA
OG0005601	XP_039747091.1	DPOGS212173-PA
OG0005602	XP_039750334.1	DPOGS204120-PA
OG0005603	XP_039750335.1	DPOGS204126-PA
OG0005604	XP_039762866.1, XP_039762867.1	DPOGS210639-PA
OG0005605	XP_039760804.1	DPOGS207210-PA
OG0005606	XP_039750639.1	DPOGS204121-PA
OG0005607	XP_039760365.1	DPOGS215200-PA
OG0005608	XP_039759708.1	DPOGS209780-PA
OG0005609	XP_039747029.1	DPOGS212088-PA
OG0005610	XP_039759575.1	DPOGS202936-PA
OG0005611	XP_039747027.1	DPOGS212171-PA
OG0005612	XP_039760711.1	DPOGS206776-PA
OG0005613	XP_039745341.1	DPOGS203523-PA
OG0005614	XP_039747411.1	DPOGS212089-PA
OG0005615	XP_039747599.1	DPOGS213788-PA
OG0005616	XP_039755731.1	DPOGS212926-PA
OG0005617	XP_039754552.1, XP_039754551.1	DPOGS210866-PA
OG0005618	XP_039749134.1	DPOGS206512-PA
OG0005619	XP_039758510.1	DPOGS214508-PA
OG0005621	XP_039762588.1	DPOGS203362-PA
OG0005622	XP_039756242.1	DPOGS216044-PA
OG0005623	XP_039747236.1	DPOGS212091-PA, DPOGS212092-PA
OG0005624	XP_039756274.1	DPOGS216063-PA
OG0005626	XP_039757302.1	DPOGS208524-PA
OG0005627	XP_039748213.1	DPOGS200011-PA
OG0005628	XP_039751552.1	DPOGS201062-PA
OG0005629	XP_039745612.1	DPOGS202047-PA
OG0005630	XP_039756590.1	DPOGS216059-PA
OG0005631	XP_039755675.1	DPOGS212980-PA
OG0005632	XP_039752686.1	DPOGS204965-PA
OG0005633	XP_039753635.1	DPOGS214079-PA
OG0005634	XP_039748226.1	DPOGS213748-PA
OG0005635	XP_039758037.1	DPOGS202297-PA
OG0005636	XP_039746396.1	DPOGS202034-PA
OG0005637	XP_039759236.1	DPOGS202929-PA
OG0005638	XP_039752104.1	DPOGS204963-PA, DPOGS214662-PA
OG0005639	XP_039746432.1	DPOGS202046-PA
OG0005640	XP_039745993.1	DPOGS202035-PA
OG0005641	XP_039759655.1	DPOGS202932-PA
OG0005642	XP_039745854.1	DPOGS202044-PA
OG0005643	XP_039745853.1	DPOGS202036-PA
OG0005644	XP_039762528.1	DPOGS203357-PA, DPOGS203356-PA
OG0005645	XP_039759222.1	DPOGS202930-PA
OG0005646	XP_039762776.1	DPOGS203355-PA
OG0005647	XP_039746028.1	DPOGS202037-PA
OG0005648	XP_039746029.1	DPOGS202043-PA
OG0005649	XP_039748370.1	DPOGS205587-PA
OG0005650	XP_039747079.1	DPOGS212094-PA
OG0005651	XP_039762256.1	DPOGS201599-PA
OG0005653	XP_039753945.1	DPOGS210795-PA
OG0005654	XP_039752558.1	DPOGS204962-PA
OG0005655	XP_039758615.1	DPOGS214505-PA
OG0005656	XP_039765177.1	DPOGS201300-PA
OG0005657	XP_039761002.1	DPOGS216210-PA
OG0005658	XP_039753891.1	DPOGS210796-PA
OG0005659	XP_039759346.1	DPOGS207499-PA
OG0005660	XP_039749542.1	DPOGS203538-PA
OG0005661	XP_039761967.1	DPOGS201615-PA
OG0005662	XP_039761133.1, XP_039761309.1	DPOGS216209-PA
OG0005663	XP_039763355.1	DPOGS200096-PA
OG0005664	XP_039761966.1	DPOGS201603-PA
OG0005665	XP_039765192.1	DPOGS201298-PA
OG0005666	XP_039764479.1	DPOGS202573-PA
OG0005668	XP_039762132.1	DPOGS201583-PA
OG0005669	XP_039758193.1	DPOGS202562-PA
OG0005670	XP_039759620.1	DPOGS215751-PA
OG0005671	XP_039758308.1	DPOGS202574-PA
OG0005672	XP_039760970.1	DPOGS208609-PA
OG0005673	XP_039757032.1	DPOGS208522-PA
OG0005674	XP_039757887.1	DPOGS215679-PA
OG0005675	XP_039746975.1	DPOGS212095-PA
OG0005676	XP_039765101.1	DPOGS202560-PA
OG0005677	XP_039749318.1	DPOGS210122-PA
OG0005678	XP_039754039.1	DPOGS210871-PA
OG0005679	XP_039747265.1	DPOGS212096-PA
OG0005680	XP_039760650.1	DPOGS206778-PA
OG0005681	XP_039747058.1	DPOGS212097-PA
OG0005682	XP_039749319.1	DPOGS210038-PA
OG0005683	XP_039753746.1	DPOGS210793-PA
OG0005684	XP_039748847.1	DPOGS210123-PA
OG0005685	XP_039748886.1	DPOGS202559-PA
OG0005686	XP_039758299.1	DPOGS215752-PA
OG0005687	XP_039764194.1	DPOGS200086-PA
OG0005688	XP_039752831.1	DPOGS215677-PA
OG0005689	XP_039764134.1	DPOGS201295-PA
OG0005690	XP_039752349.1	DPOGS203448-PA
OG0005691	XP_039762969.1	DPOGS200792-PA
OG0005692	XP_039764030.1	DPOGS201321-PA
OG0005693	XP_039760646.1	DPOGS207208-PA
OG0005694	XP_039765227.1	DPOGS201294-PA
OG0005695	XP_039762385.1	DPOGS205238-PA
OG0005696	XP_039748923.1	DPOGS202556-PA
OG0005697	XP_039759231.1	DPOGS207534-PA
OG0005698	XP_039748428.1	DPOGS202577-PA
OG0005699	XP_039755453.1	DPOGS201942-PA
OG0005700	XP_039760621.1	DPOGS214017-PA
OG0005701	XP_039760541.1	DPOGS215558-PA
OG0005702	XP_039764470.1	DPOGS201322-PA
OG0005703	XP_039757533.1	DPOGS211311-PA
OG0005704	XP_039765111.1	DPOGS201293-PA
OG0005705	XP_039757970.1	DPOGS211094-PA
OG0005706	XP_039753723.1	DPOGS212682-PA, DPOGS204933-PA
OG0005707	XP_039763557.1	DPOGS206159-PA
OG0005708	XP_039757766.1	DPOGS211319-PA
OG0005709	XP_039763215.1	DPOGS206025-PA
OG0005710	XP_039752712.1	DPOGS215675-PA
OG0005711	XP_039748151.1	DPOGS206234-PA, DPOGS206233-PA
OG0005712	XP_039750004.1	DPOGS209017-PA
OG0005713	XP_039750055.1	DPOGS212639-PA
OG0005714	XP_039753725.1	DPOGS204943-PA
OG0005716	XP_039757144.1	DPOGS208521-PA
OG0005717	XP_039745343.1	DPOGS213056-PA
OG0005718	XP_039760213.1	DPOGS211707-PA
OG0005719	XP_039747133.1	DPOGS212102-PA
OG0005720	XP_039746763.1	DPOGS212161-PA
OG0005721	XP_039748861.1	DPOGS210124-PA
OG0005722	XP_039748399.1	DPOGS206224-PA
OG0005723	XP_039753488.1	DPOGS204935-PA
OG0005724	XP_039750156.1	DPOGS209015-PA
OG0005725	XP_039765252.1	DPOGS211126-PA
OG0005726	XP_039749830.1	DPOGS209010-PA
OG0005727	XP_039765260.1	DPOGS211174-PA
OG0005728	XP_039764874.1	DPOGS211127-PA
OG0005729	XP_039746876.1	DPOGS212105-PA
OG0005730	XP_039749129.1	DPOGS210032-PA
OG0005731	XP_039755366.1	DPOGS201939-PA
OG0005732	XP_039760618.1	DPOGS206774-PA
OG0005733	XP_039757215.1	DPOGS208520-PA
OG0005734	XP_039765221.1	DPOGS211173-PA
OG0005735	XP_039746883.1	DPOGS212106-PA
OG0005736	XP_039752667.1	DPOGS210774-PA
OG0005737	XP_039756982.1	DPOGS208519-PA
OG0005738	XP_039748634.1	DPOGS210030-PA
OG0005739	XP_039765093.1	DPOGS211172-PA
OG0005740	XP_039747926.1	DPOGS206220-PA
OG0005741	XP_039765584.1	DPOGS213057-PA
OG0005742	XP_039747144.1	DPOGS204558-PA
OG0005743	XP_039763149.1	DPOGS206024-PA
OG0005744	XP_039748228.1	DPOGS213778-PA
OG0005745	XP_039757912.1	DPOGS211326-PA
OG0005746	XP_039751465.1	DPOGS213684-PA
OG0005747	XP_039765095.1	DPOGS211132-PA
OG0005748	XP_039764409.1, XP_039764427.1	DPOGS204557-PA
OG0005749	XP_039751464.1	DPOGS213679-PA
OG0005750	XP_039746266.1	DPOGS205173-PA
OG0005751	XP_039758610.1	DPOGS204586-PA
OG0005752	XP_039751650.1	DPOGS213686-PA
OG0005753	XP_039751243.1	DPOGS213678-PA
OG0005754	XP_039765102.1	DPOGS211167-PA
OG0005755	XP_039758294.1	DPOGS204590-PA
OG0005756	XP_039765104.1	DPOGS211134-PA
OG0005758	XP_039765080.1	DPOGS211166-PA
OG0005759	XP_039760767.1	DPOGS204525-PA
OG0005760	XP_039750278.1	DPOGS210979-PA
OG0005761	XP_039747428.1	DPOGS212149-PA
OG0005762	XP_039765094.1	DPOGS211135-PA
OG0005763	XP_039754195.1	DPOGS210791-PA
OG0005764	XP_039765077.1	DPOGS211165-PA
OG0005765	XP_039754169.1	DPOGS210873-PA
OG0005766	XP_039754556.1	DPOGS210790-PA
