Orthogroup	Heliconius_erato_lativitta	Maniola_hyperantus
OG0005466	HEL_003617-RA	XP_034834108.1
OG0005467	HEL_005055-RA	XP_034826162.1
OG0005468	HEL_010265-RA	XP_034830911.1
OG0005469	HEL_006402-RA	XP_034835665.1
OG0005470	HEL_011132-RA	XP_034828555.1
OG0005471	HEL_006403-RA	XP_034835663.1
OG0005472	HEL_005056-RA	XP_034826168.1
OG0005473	HEL_010212-RA	XP_034826919.1
OG0005474	HEL_010213-RA	XP_034826916.1
OG0005475	HEL_009721-RA	XP_034833233.1
OG0005476	HEL_006405-RA	XP_034835547.1
OG0005477	HEL_005057-RA	XP_034826172.1
OG0005478	HEL_003623-RA	XP_034834099.1
OG0005479	HEL_010858-RA	XP_034829238.1
OG0005480	HEL_000495-RA	XP_034836449.1
OG0005481	HEL_005702-RA	XP_034834745.1
OG0005482	HEL_005060-RA	XP_034826558.1
OG0005483	HEL_003624-RA	XP_034834107.1
OG0005484	HEL_004115-RA	XP_034837934.1
OG0005485	HEL_010857-RA	XP_034829235.1
OG0005486	HEL_003628-RA	XP_034834105.1
OG0005487	HEL_001802-RA	XP_034840882.1
OG0005488	HEL_005708-RA	XP_034834727.1
OG0005489	HEL_002286-RA	XP_034824536.1
OG0005490	HEL_006410-RA	XP_034835087.1
OG0005491	HEL_000500-RA	XP_034836364.1
OG0005492	HEL_001804-RA	XP_034841553.1, XP_034841552.1
OG0005493	HEL_001805-RA	XP_034841557.1
OG0005494	HEL_001807-RA	XP_034841547.1
OG0005495	HEL_011294-RA	XP_034838511.1
OG0005497	HEL_007002-RA	XP_034839724.1
OG0005498	HEL_011083-RA	XP_034828591.1
OG0005499	HEL_010221-RA	XP_034827350.1
OG0005500	HEL_003634-RA	XP_034834101.1
OG0005501	HEL_005710-RA	XP_034834744.1
OG0005502	HEL_003636-RA	XP_034834106.1
OG0005503	HEL_011084-RA	XP_034828675.1
OG0005504	HEL_010223-RA	XP_034827351.1
OG0005505	HEL_003548-RA	XP_034832107.1
OG0005506	HEL_005712-RA	XP_034834697.1
OG0005507	HEL_003549-RA	XP_034832103.1
OG0005508	HEL_010132-RA	XP_034827704.1
OG0005509	HEL_005713-RA	XP_034834945.1
OG0005510	HEL_002123-RA	XP_034836125.1
OG0005511	HEL_010131-RA	XP_034827717.1
OG0005512	HEL_011089-RA	XP_034828695.1
OG0005514	HEL_006029-RA	XP_034829848.1
OG0005515	HEL_002127-RA	XP_034836127.1
OG0005516	HEL_010260-RA	XP_034830696.1
OG0005517	HEL_005717-RA	XP_034834720.1
OG0005518	HEL_010231-RA	XP_034827286.1
OG0005519	HEL_006026-RA, HEL_011137-RA	XP_034829855.1
OG0005520	HEL_009677-RA	XP_034839324.1
OG0005521	HEL_002523-RA	XP_034837705.1
OG0005522	HEL_002128-RA	XP_034835716.1
OG0005523	HEL_009034-RA	XP_034840496.1
OG0005524	HEL_011098-RA	XP_034828688.1
OG0005525	HEL_002525-RA	XP_034837684.1
OG0005526	HEL_010124-RA	XP_034827718.1
OG0005527	HEL_009678-RA	XP_034839790.1
OG0005529	HEL_011779-RA	XP_034838906.1
OG0005530	HEL_003678-RA	XP_034833748.1
OG0005531	HEL_003676-RA	XP_034833749.1
OG0005532	HEL_011099-RA	XP_034828691.1
OG0005533	HEL_003674-RA	XP_034833750.1
OG0005534	HEL_003673-RA	XP_034833743.1
OG0005535	HEL_011105-RA	XP_034828686.1
OG0005536	HEL_005720-RA	XP_034834736.1
OG0005537	HEL_002001-RA	XP_034835870.1
OG0005538	HEL_011106-RA	XP_034828693.1
OG0005539	HEL_004943-RA	XP_034825944.1
OG0005540	HEL_011107-RA	XP_034828687.1
OG0005541	HEL_011230-RA	XP_034832947.1
OG0005542	HEL_011109-RA	XP_034828477.1
OG0005543	HEL_010121-RA	XP_034827714.1
OG0005544	HEL_009042-RA	XP_034840447.1
OG0005545	HEL_003670-RA	XP_034833742.1
OG0005546	HEL_003669-RA	XP_034833727.1
OG0005547	HEL_005726-RA	XP_034834746.1
OG0005548	HEL_000432-RA	XP_034836409.1
OG0005549	HEL_011111-RA	XP_034828777.1
OG0005551	HEL_006413-RA	XP_034835249.1
OG0005552	HEL_002131-RA	XP_034835718.1
OG0005553	HEL_002528-RA	XP_034831963.1
OG0005555	HEL_002531-RA	XP_034836210.1
OG0005556	HEL_004950-RA	XP_034825952.1
OG0005557	HEL_008062-RA	XP_034826838.1
OG0005558	HEL_008061-RA	XP_034826818.1
OG0005559	HEL_008058-RA	XP_034826974.1
OG0005560	HEL_013836-RA	XP_034834329.1
OG0005561	HEL_006020-RA	XP_034829853.1
OG0005562	HEL_002136-RA	XP_034836156.1
OG0005563	HEL_011116-RA	XP_034828722.1
OG0005564	HEL_002137-RA	XP_034836158.1
OG0005565	HEL_002534-RA	XP_034836220.1
OG0005566	HEL_013839-RA	XP_034834300.1
OG0005567	HEL_013837-RA	XP_034834317.1
OG0005568	HEL_001703-RA	XP_034840846.1
OG0005569	HEL_013841-RA	XP_034834312.1
OG0005570	HEL_011119-RA	XP_034828776.1
OG0005571	HEL_010256-RA	XP_034830722.1
OG0005572	HEL_011785-RA	XP_034838933.1
OG0005573	HEL_013843-RA	XP_034834319.1, XP_034834318.1
OG0005574	HEL_013845-RA	XP_034834302.1
OG0005575	HEL_010108-RA	XP_034828150.1
OG0005576	HEL_011081-RA	XP_034828633.1
OG0005577	HEL_011080-RA	XP_034828775.1
OG0005578	HEL_011843-RA	XP_034837207.1
OG0005579	HEL_008046-RA	XP_034826822.1
OG0005580	HEL_011226-RA	XP_034832611.1
OG0005581	HEL_011331-RA	XP_034838486.1
OG0005582	HEL_013852-RA	XP_034834304.1
OG0005583	HEL_010107-RA	XP_034828151.1
OG0005584	HEL_002142-RA	XP_034836165.1
OG0005586	HEL_004132-RA	XP_034838134.1
OG0005587	HEL_013853-RA	XP_034834311.1
OG0005588	HEL_002145-RA	XP_034836155.1
OG0005589	HEL_011076-RA	XP_034828483.1
OG0005590	HEL_006018-RA	XP_034829850.1
OG0005591	HEL_013854-RA	XP_034834306.1
OG0005592	HEL_002294-RA	XP_034840481.1
OG0005593	HEL_002295-RA	XP_034840469.1
OG0005594	HEL_002143-RA	XP_034836157.1
OG0005595	HEL_008044-RA	XP_034826786.1
OG0005596	HEL_006414-RA	XP_034835198.1
OG0005597	HEL_002147-RA	XP_034836159.1
OG0005598	HEL_011225-RA	XP_034832612.1, XP_034832613.1, XP_034832614.1
OG0005599	HEL_011335-RA	XP_034838498.1
OG0005600	HEL_000804-RA	XP_034831284.1
OG0005601	HEL_009047-RA	XP_034840449.1
OG0005602	HEL_011072-RA	XP_034828474.1
OG0005603	HEL_011071-RA	XP_034828536.1
OG0005604	HEL_011789-RA	XP_034839013.1
OG0005605	HEL_011842-RA	XP_034837225.1
OG0005606	HEL_011070-RA	XP_034828533.1
OG0005607	HEL_002151-RA	XP_034836136.1
OG0005609	HEL_009050-RA	XP_034840457.1
OG0005611	HEL_009051-RA	XP_034840361.1
OG0005612	HEL_011841-RA	XP_034837339.1
OG0005613	HEL_004960-RA	XP_034825943.1
OG0005614	HEL_009052-RA	XP_034840450.1
OG0005615	HEL_000429-RA	XP_034836390.1
OG0005616	HEL_000811-RA	XP_034831258.1
OG0005617	HEL_009461-RA	XP_034830258.1, XP_034830259.1
OG0005619	HEL_009734-RA	XP_034833342.1
OG0005620	HEL_007659-RA	XP_034824914.1, XP_034824742.1
OG0005621	HEL_011791-RA	XP_034839014.1
OG0005622	HEL_005826-RA	XP_034834576.1
OG0005624	HEL_005825-RA	XP_034834583.1
OG0005626	HEL_011222-RA	XP_034833006.1
OG0005627	HEL_011346-RA	XP_034838647.1
OG0005628	HEL_008033-RA	XP_034826801.1
OG0005629	HEL_014046-RA	XP_034825115.1
OG0005630	HEL_005816-RA	XP_034834812.1
OG0005631	HEL_000814-RA	XP_034831290.1
OG0005632	HEL_010099-RA	XP_034828105.1
OG0005633	HEL_003562-RA	XP_034832024.1
OG0005634	HEL_000426-RA	XP_034836436.1
OG0005635	HEL_013857-RA	XP_034834303.1
OG0005636	HEL_014045-RA	XP_034825116.1
OG0005637	HEL_006423-RA	XP_034835397.1
OG0005638	HEL_010098-RA	XP_034828101.1
OG0005639	HEL_014044-RA	XP_034825117.1
OG0005640	HEL_014043-RA	XP_034825760.1
OG0005641	HEL_006424-RA	XP_034835408.1
OG0005642	HEL_014041-RA	XP_034825758.1
OG0005643	HEL_014040-RA	XP_034825756.1
OG0005644	HEL_011803-RA	XP_034839012.1
OG0005645	HEL_006425-RA	XP_034835401.1
OG0005646	HEL_011802-RA	XP_034839017.1
OG0005647	HEL_014039-RA	XP_034825759.1
OG0005648	HEL_014038-RA	XP_034825761.1
OG0005649	HEL_000533-RA	XP_034838620.1
OG0005650	HEL_009061-RA	XP_034840803.1
OG0005651	HEL_004101-RA	XP_034838189.1
OG0005652	HEL_009060-RA	XP_034840809.1, XP_034840810.1
OG0005654	HEL_010096-RA	XP_034827810.1
OG0005655	HEL_009735-RA	XP_034833251.1
OG0005656	HEL_002304-RA	XP_034824090.1
OG0005657	HEL_004596-RA	XP_034836879.1
OG0005658	HEL_009448-RA	XP_034830728.1
OG0005659	HEL_006428-RA	XP_034835211.1, XP_034835209.1
OG0005660	HEL_004968-RA	XP_034826310.1
OG0005661	HEL_004090-RA	XP_034838158.1
OG0005663	HEL_012063-RA	XP_034839340.1
OG0005664	HEL_004094-RA	XP_034838133.1
OG0005665	HEL_002306-RA	XP_034840935.1
OG0005666	HEL_004969-RA	XP_034826303.1
OG0005667	HEL_011799-RA	XP_034838917.1
OG0005668	HEL_004095-RA	XP_034838144.1
OG0005669	HEL_004970-RA	XP_034826308.1
OG0005670	HEL_002546-RA	XP_034834735.1
OG0005671	HEL_004971-RA	XP_034826309.1
OG0005672	HEL_004653-RA	XP_034836964.1
OG0005673	HEL_011216-RA, HEL_011214-RA	XP_034832785.1
OG0005674	HEL_002547-RA	XP_034839103.1
OG0005675	HEL_009063-RA	XP_034840363.1
OG0005676	HEL_004973-RA	XP_034826307.1
OG0005677	HEL_007669-RA	XP_034824891.1
OG0005678	HEL_009446-RA	XP_034830561.1
OG0005679	HEL_009064-RA	XP_034840314.1
OG0005680	HEL_011838-RA	XP_034837137.1
OG0005681	HEL_009065-RA	XP_034840126.1
OG0005682	HEL_007670-RA	XP_034824925.1
OG0005683	HEL_009445-RA	XP_034830557.1
OG0005684	HEL_007671-RA	XP_034824917.1
OG0005685	HEL_004979-RA	XP_034826483.1
OG0005686	HEL_002548-RA	XP_034839269.1
OG0005687	HEL_012066-RA	XP_034839660.1
OG0005688	HEL_002551-RA	XP_034839111.1
OG0005689	HEL_002311-RA	XP_034827576.1
OG0005690	HEL_010090-RA	XP_034828246.1
OG0005691	HEL_011809-RA	XP_034839107.1
OG0005692	HEL_002312-RA	XP_034827607.1
OG0005694	HEL_002313-RA	XP_034827735.1
OG0005695	HEL_014526-RA	XP_034838271.1
OG0005696	HEL_004985-RA	XP_034826069.1
OG0005697	HEL_006432-RA	XP_034835080.1
OG0005698	HEL_004987-RA	XP_034826068.1
OG0005699	HEL_000820-RA	XP_034831273.1
OG0005700	HEL_011835-RA	XP_034837452.1
OG0005701	HEL_011832-RA	XP_034837455.1
OG0005702	HEL_002314-RA	XP_034827782.1
OG0005703	HEL_014247-RA	XP_034834287.1
OG0005704	HEL_002315-RA	XP_034827789.1
OG0005705	HEL_002474-RA	XP_034834290.1
OG0005706	HEL_003566-RA	XP_034831978.1
OG0005707	HEL_012077-RA	XP_034839753.1
OG0005708	HEL_014245-RA	XP_034834286.1
OG0005709	HEL_012078-RA	XP_034839751.1
OG0005710	HEL_002554-RA	XP_034839123.1
OG0005711	HEL_000524-RA	XP_034838528.1
OG0005712	HEL_007835-RA	XP_034830128.1
OG0005713	HEL_007834-RA	XP_034830127.1
OG0005714	HEL_003568-RA, HEL_003569-RA	XP_034831992.1
OG0005715	HEL_001682-RA	XP_034824031.1
OG0005716	HEL_011213-RA	XP_034832598.1
OG0005717	HEL_001680-RA	XP_034824032.1
OG0005718	HEL_002161-RA	XP_034835812.1
OG0005719	HEL_009075-RA	XP_034840533.1
OG0005720	HEL_009077-RA	XP_034840080.1
OG0005721	HEL_007690-RA	XP_034824292.1
OG0005722	HEL_000521-RA	XP_034838715.1
OG0005723	HEL_003571-RA	XP_034832080.1
OG0005724	HEL_007832-RA	XP_034830060.1
OG0005725	HEL_002321-RA	XP_034825679.1
OG0005726	HEL_007829-RA	XP_034829678.1
OG0005727	HEL_002322-RA	XP_034825885.1
OG0005728	HEL_002323-RA	XP_034825959.1
OG0005729	HEL_009080-RA	XP_034840306.1
OG0005730	HEL_007696-RA	XP_034824227.1
OG0005731	HEL_000821-RA	XP_034831259.1
OG0005732	HEL_011847-RA	XP_034837347.1
OG0005733	HEL_011211-RA	XP_034832688.1
OG0005734	HEL_002325-RA	XP_034826050.1
OG0005735	HEL_009084-RA	XP_034839568.1
OG0005736	HEL_010078-RA	XP_034827518.1
OG0005737	HEL_011209-RA	XP_034832577.1
OG0005738	HEL_007700-RA	XP_034824952.1
OG0005739	HEL_002327-RA	XP_034840859.1
OG0005740	HEL_000512-RA	XP_034838703.1
OG0005741	HEL_001677-RA	XP_034841296.1
OG0005742	HEL_004999-RA	XP_034825929.1
OG0005743	HEL_012107-RA	XP_034839752.1
OG0005744	HEL_000417-RA	XP_034836507.1
OG0005745	HEL_014230-RA	XP_034834218.1
OG0005746	HEL_008080-RA	XP_034827337.1
OG0005747	HEL_002330-RA	XP_034825897.1
OG0005749	HEL_008081-RA	XP_034827336.1
OG0005751	HEL_009738-RA	XP_034833488.1
OG0005753	HEL_008083-RA	XP_034827339.1
OG0005754	HEL_002333-RA	XP_034825980.1
OG0005755	HEL_009744-RA	XP_034833485.1
OG0005756	HEL_002334-RA	XP_034825991.1
OG0005758	HEL_002335-RA	XP_034825776.1
OG0005759	HEL_005002-RA	XP_034826486.1
OG0005760	HEL_004362-RA	XP_034828503.1
OG0005761	HEL_009091-RA	XP_034840369.1
OG0005762	HEL_002336-RA	XP_034840838.1
OG0005763	HEL_009442-RA	XP_034830570.1
OG0005764	HEL_002337-RA	XP_034825705.1
OG0005765	HEL_009441-RA	XP_034830583.1
OG0005766	HEL_009440-RA	XP_034830574.1
OG0005767	HEL_002338-RA	XP_034825921.1
OG0005768	HEL_009439-RA	XP_034830550.1
OG0005769	HEL_011395-RA	XP_034838688.1
OG0005771	HEL_009436-RA	XP_034830579.1
OG0005773	HEL_011389-RA	XP_034838650.1
OG0005774	HEL_001673-RA	XP_034841156.1
OG0005775	HEL_012061-RA	XP_034839173.1
OG0005776	HEL_010829-RA	XP_034829099.1
OG0005777	HEL_001672-RA	XP_034841179.1
OG0005778	HEL_002562-RA	XP_034839121.1
OG0005779	HEL_004358-RA	XP_034828493.1
OG0005780	HEL_006445-RA	XP_034835396.1
OG0005781	HEL_011201-RA	XP_034832571.1
OG0005782	HEL_010084-RA	XP_034827904.1
OG0005783	HEL_011385-RA	XP_034838641.1
OG0005784	HEL_002566-RA	XP_034839289.1, XP_034839281.1
OG0005785	HEL_010827-RA	XP_034829461.1
OG0005786	HEL_002567-RA	XP_034832531.1
OG0005787	HEL_002568-RA	XP_034839306.1
OG0005788	HEL_000414-RA	XP_034836517.1
OG0005790	HEL_010826-RA	XP_034829098.1
OG0005791	HEL_013947-RA	XP_034839052.1
OG0005792	HEL_002570-RA	XP_034837723.1
OG0005794	HEL_013942-RA	XP_034838887.1
OG0005795	HEL_002572-RA	XP_034837754.1
OG0005797	HEL_004356-RA	XP_034828487.1
OG0005798	HEL_002571-RA	XP_034837736.1
OG0005799	HEL_002573-RA	XP_034837714.1
OG0005800	HEL_013945-RA	XP_034839050.1
OG0005803	HEL_011343-RA	XP_034838618.1
OG0005804	HEL_004643-RA	XP_034836954.1
OG0005805	HEL_001669-RA	XP_034841052.1
OG0005806	HEL_009268-RA	XP_034837089.1
OG0005807	HEL_001668-RA	XP_034841153.1
OG0005808	HEL_007818-RA	XP_034829894.1
OG0005809	HEL_014017-RA	XP_034825071.1
OG0005810	HEL_011337-RA	XP_034838617.1
OG0005811	HEL_004354-RA	XP_034828488.1
OG0005812	HEL_011338-RA	XP_034838614.1
OG0005813	HEL_004642-RA	XP_034836861.1
OG0005815	HEL_014505-RA	XP_034827579.1
OG0005816	HEL_004353-RA	XP_034828507.1
OG0005817	HEL_010823-RA	XP_034829102.1, XP_034829101.1
OG0005818	HEL_014504-RA	XP_034827559.1
OG0005820	HEL_004639-RA	XP_034836999.1
OG0005821	HEL_004351-RA	XP_034828809.1
OG0005822	HEL_011193-RA	XP_034832824.1
OG0005823	HEL_009750-RA	XP_034833376.1
OG0005825	HEL_008086-RA	XP_034826756.1
OG0005826	HEL_002579-RA	XP_034835056.1
OG0005827	HEL_009755-RA	XP_034833382.1
OG0005828	HEL_004348-RA	XP_034828505.1
OG0005829	HEL_009756-RA	XP_034833377.1
OG0005830	HEL_004347-RA	XP_034828590.1
OG0005831	HEL_004346-RA	XP_034828589.1
OG0005832	HEL_014380-RA	XP_034835738.1
OG0005833	HEL_014199-RA	XP_034827536.1
OG0005834	HEL_014221-RA	XP_034834125.1
OG0005835	HEL_007816-RA	XP_034829652.1
OG0005836	HEL_004638-RA	XP_034836995.1
OG0005837	HEL_010811-RA, HEL_010817-RA	XP_034829093.1
OG0005838	HEL_001664-RA	XP_034840860.1
OG0005839	HEL_014200-RA	XP_034827578.1
OG0005840	HEL_008091-RA	XP_034826695.1
OG0005841	HEL_011190-RA	XP_034832826.1
OG0005842	HEL_011189-RA	XP_034832823.1
OG0005843	HEL_008092-RA	XP_034826697.1
OG0005844	HEL_007967-RA	XP_034826698.1
OG0005845	HEL_011187-RA	XP_034832789.1
OG0005847	HEL_007969-RA	XP_034826694.1
OG0005848	HEL_011186-RA	XP_034832732.1
OG0005850	HEL_007968-RA	XP_034826883.1
OG0005851	HEL_007972-RA	XP_034827255.1
OG0005852	HEL_007971-RA	XP_034827258.1
OG0005853	HEL_007970-RA	XP_034827046.1
OG0005854	HEL_007815-RA	XP_034829875.1
OG0005855	HEL_011384-RA	XP_034838646.1
OG0005856	HEL_007973-RA	XP_034827254.1
OG0005857	HEL_007976-RA	XP_034827257.1
OG0005858	HEL_007713-RA	XP_034824943.1
OG0005859	HEL_011185-RA	XP_034832715.1
OG0005860	HEL_000826-RA	XP_034831645.1
OG0005861	HEL_011184-RA	XP_034832929.1
OG0005862	HEL_014396-RA	XP_034827570.1
OG0005863	HEL_002343-RA	XP_034828115.1
OG0005864	HEL_014395-RA	XP_034827572.1
OG0005865	HEL_005023-RA	XP_034825930.1
OG0005866	HEL_014394-RA	XP_034827575.1
OG0005867	HEL_002345-RA	XP_034828004.1
OG0005868	HEL_001929-RA	XP_034836043.1
OG0005869	HEL_000829-RA	XP_034831648.1
OG0005870	HEL_002346-RA	XP_034828073.1
OG0005871	HEL_014392-RA	XP_034827565.1
OG0005872	HEL_014215-RA	XP_034827794.1
OG0005873	HEL_002589-RA	XP_034838737.1
OG0005874	HEL_001931-RA	XP_034836048.1
OG0005875	HEL_009760-RA	XP_034833179.1
OG0005876	HEL_009263-RA	XP_034837165.1
OG0005877	HEL_011351-RA	XP_034838676.1
OG0005878	HEL_008852-RA	XP_034825360.1
OG0005879	HEL_002347-RA	XP_034824745.1
OG0005880	HEL_001932-RA	XP_034836060.1
OG0005881	HEL_008851-RA	XP_034825357.1
OG0005882	HEL_014216-RA	XP_034827549.1
OG0005883	HEL_009665-RA	XP_034839251.1
OG0005884	HEL_001936-RA	XP_034836224.1
OG0005887	HEL_009424-RA	XP_034830845.1
OG0005888	HEL_001937-RA	XP_034836066.1
OG0005889	HEL_011176-RA	XP_034832615.1
OG0005890	HEL_009098-RA	XP_034840372.1
OG0005892	HEL_008846-RA	XP_034825468.1
OG0005893	HEL_007983-RA	XP_034826996.1
OG0005894	HEL_006455-RA	XP_034835291.1
OG0005895	HEL_002350-RA	XP_034827900.1
OG0005896	HEL_013009-RA	XP_034838878.1
OG0005897	HEL_002351-RA	XP_034827891.1
OG0005898	HEL_011167-RA	XP_034832665.1
OG0005899	HEL_009099-RA	XP_034840580.1
OG0005900	HEL_005027-RA	XP_034826403.1
OG0005901	HEL_000402-RA	XP_034836672.1
OG0005902	HEL_009103-RA	XP_034840571.1
OG0005903	HEL_013007-RA	XP_034838944.1
OG0005904	HEL_009104-RA	XP_034840581.1
OG0005905	HEL_004936-RA	XP_034826405.1
OG0005906	HEL_000403-RA	XP_034836666.1
OG0005907	HEL_000832-RA	XP_034831106.1
OG0005908	HEL_002595-RA	XP_034835166.1
OG0005909	HEL_002354-RA	XP_034824648.1
OG0005910	HEL_002355-RA	XP_034824484.1
OG0005911	HEL_001951-RA	XP_034836054.1
OG0005912	HEL_001657-RA	XP_034824151.1
OG0005913	HEL_002356-RA	XP_034829774.1
OG0005914	HEL_001656-RA	XP_034824150.1
OG0005915	HEL_000539-RA	XP_034838461.1
OG0005916	HEL_000540-RA	XP_034838415.1
OG0005917	HEL_004333-RA	XP_034828679.1
OG0005918	HEL_002357-RA	XP_034829795.1
OG0005919	HEL_001654-RA	XP_034824149.1
OG0005920	HEL_002603-RA	XP_034835199.1
OG0005921	HEL_002604-RA	XP_034835139.1
OG0005922	HEL_008000-RA	XP_034827009.1
OG0005924	HEL_009422-RA	XP_034830572.1
OG0005925	HEL_002359-RA, HEL_002360-RA	XP_034824846.1
OG0005926	HEL_005106-RA	XP_034833773.1
OG0005927	HEL_008001-RA	XP_034826979.1
OG0005928	HEL_009256-RA	XP_034837260.1
OG0005929	HEL_014198-RA	XP_034827958.1
OG0005930	HEL_008002-RA	XP_034827050.1
OG0005931	HEL_009112-RA	XP_034840562.1
OG0005932	HEL_009113-RA	XP_034840552.1
OG0005934	HEL_000544-RA	XP_034838632.1
OG0005935	HEL_007717-RA	XP_034824406.1
OG0005936	HEL_007718-RA	XP_034824405.1
OG0005937	HEL_009118-RA	XP_034840573.1
OG0005938	HEL_014542-RA	XP_034837954.1
OG0005939	HEL_007719-RA	XP_034824875.1
OG0005940	HEL_007720-RA	XP_034824879.1
OG0005941	HEL_001645-RA	XP_034840973.1
OG0005942	HEL_007721-RA	XP_034824872.1
OG0005943	HEL_014544-RA	XP_034838295.1
OG0005944	HEL_001644-RA	XP_034841204.1
OG0005945	HEL_008837-RA	XP_034825470.1
OG0005946	HEL_002606-RA	XP_034835618.1
OG0005947	HEL_013754-RA	XP_034833216.1
OG0005948	HEL_002608-RA, HEL_002607-RA	XP_034835630.1
OG0005949	HEL_002609-RA	XP_034835607.1
OG0005950	HEL_014545-RA	XP_034837914.1
OG0005951	HEL_008793-RA	XP_034825037.1
OG0005953	HEL_000845-RA	XP_034831123.1
OG0005954	HEL_000846-RA	XP_034831113.1
OG0005955	HEL_002611-RA	XP_034835649.1
OG0005956	HEL_007810-RA	XP_034829527.1
OG0005957	HEL_000547-RA	XP_034838416.1
OG0005958	HEL_000849-RA	XP_034831128.1
OG0005959	HEL_000850-RA	XP_034831130.1
OG0005960	HEL_007809-RA	XP_034829528.1
OG0005961	HEL_009120-RA	XP_034840579.1
OG0005962	HEL_006459-RA	XP_034835292.1
OG0005963	HEL_013931-RA	XP_034838736.1
OG0005964	HEL_013966-RA	XP_034838734.1
OG0005965	HEL_013760-RA	XP_034833162.1
OG0005966	HEL_006461-RA	XP_034835288.1
OG0005967	HEL_009245-RA	XP_034837086.1
OG0005968	HEL_009122-RA	XP_034840407.1
OG0005969	HEL_006462-RA	XP_034835293.1
OG0005970	HEL_009124-RA	XP_034840130.1
OG0005971	HEL_013965-RA	XP_034838976.1
OG0005972	HEL_007804-RA	XP_034829750.1
OG0005973	HEL_002613-RA	XP_034832314.1
OG0005974	HEL_006467-RA	XP_034835107.1
OG0005975	HEL_005795-RA	XP_034834487.1
OG0005976	HEL_006469-RA	XP_034835110.1
OG0005977	HEL_008009-RA	XP_034826986.1
OG0005978	HEL_008010-RA	XP_034827012.1
OG0005979	HEL_005794-RA	XP_034834485.1
OG0005980	HEL_008011-RA	XP_034826978.1
OG0005981	HEL_013765-RA	XP_034833135.1
OG0005982	HEL_001958-RA	XP_034836045.1
OG0005983	HEL_012081-RA	XP_034839759.1
OG0005984	HEL_002365-RA	XP_034824946.1
OG0005985	HEL_002367-RA	XP_034824368.1
OG0005986	HEL_011149-RA	XP_034832670.1
OG0005987	HEL_013768-RA	XP_034833221.1
OG0005988	HEL_005793-RA	XP_034834483.1
OG0005989	HEL_012082-RA	XP_034839197.1
OG0005990	HEL_006038-RA	XP_034829539.1
OG0005991	HEL_002369-RA	XP_034837932.1
OG0005992	HEL_013769-RA	XP_034833380.1
OG0005993	HEL_012083-RA	XP_034839654.1
OG0005995	HEL_012211-RA	XP_034832208.1
OG0005996	HEL_002370-RA	XP_034838354.1
OG0005997	HEL_011147-RA	XP_034833070.1
OG0005998	HEL_000854-RA	XP_034831211.1
OG0005999	HEL_001642-RA	XP_034841429.1
OG0006000	HEL_004924-RA	XP_034825833.1
OG0006001	HEL_002372-RA	XP_034839300.1
OG0006002	HEL_005792-RA	XP_034834484.1
OG0006003	HEL_012084-RA	XP_034839315.1
OG0006004	HEL_001641-RA	XP_034841426.1
OG0006005	HEL_005111-RA	XP_034833821.1
OG0006006	HEL_001640-RA	XP_034841424.1
OG0006007	HEL_005112-RA	XP_034833812.1
OG0006008	HEL_006035-RA	XP_034829610.1
OG0006009	HEL_012085-RA	XP_034839387.1
OG0006010	HEL_011146-RA	XP_034832519.1
OG0006011	HEL_013687-RA	XP_034838315.1
OG0006012	HEL_008831-RA	XP_034825367.1
OG0006013	HEL_005116-RA	XP_034833798.1
OG0006014	HEL_011145-RA	XP_034832521.1
OG0006015	HEL_011144-RA	XP_034832520.1
OG0006016	HEL_013264-RA, HEL_013263-RA	XP_034824216.1
OG0006017	HEL_009412-RA	XP_034830584.1
OG0006018	HEL_009411-RA	XP_034830552.1
OG0006019	HEL_008020-RA	XP_034826985.1
OG0006020	HEL_011142-RA	XP_034832512.1
OG0006021	HEL_004633-RA	XP_034836810.1
OG0006022	HEL_001962-RA	XP_034835821.1
OG0006023	HEL_009150-RA	XP_034840100.1
OG0006024	HEL_001964-RA, HEL_001963-RA	XP_034835820.1
OG0006025	HEL_009151-RA	XP_034840092.1, XP_034840091.1
OG0006026	HEL_013267-RA	XP_034824569.1
OG0006027	HEL_011141-RA	XP_034832516.1
OG0006028	HEL_008024-RA	XP_034827010.1
OG0006029	HEL_001965-RA	XP_034835822.1
OG0006030	HEL_004609-RA	XP_034836917.1
OG0006031	HEL_008026-RA	XP_034827005.1
OG0006032	HEL_005788-RA	XP_034834456.1
OG0006033	HEL_001968-RA	XP_034835849.1
OG0006034	HEL_001969-RA	XP_034835770.1
OG0006035	HEL_001970-RA	XP_034835794.1
OG0006036	HEL_013961-RA	XP_034838977.1
OG0006037	HEL_013776-RA	XP_034833460.1
OG0006038	HEL_009830-RA	XP_034831638.1
OG0006040	HEL_001975-RA	XP_034835864.1
OG0006041	HEL_004922-RA	XP_034826228.1
OG0006042	HEL_000379-RA	XP_034836623.1
OG0006043	HEL_002374-RA	XP_034838682.1
OG0006044	HEL_010696-RA	XP_034831751.1
OG0006045	HEL_004614-RA	XP_034836922.1
OG0006046	HEL_009910-RA	XP_034827496.1
OG0006047	HEL_001976-RA	XP_034835862.1
OG0006048	HEL_009911-RA	XP_034827490.1
OG0006049	HEL_012306-RA	XP_034832584.1
OG0006050	HEL_010698-RA	XP_034831753.1
OG0006051	HEL_005121-RA	XP_034833815.1
OG0006052	HEL_008030-RA	XP_034827007.1
OG0006053	HEL_009152-RA	XP_034840305.1
OG0006054	HEL_002621-RA	XP_034835963.1
