Orthogroup	Heliconius_erato_lativitta	Pararge_aegeria
OG0004426	HEL_008288-RA	XP_039751869.1
OG0004428	HEL_008287-RA	XP_039752293.1
OG0004429	HEL_013454-RA	XP_039760000.1
OG0004431	HEL_001323-RA	XP_039745317.1, XP_039745318.1
OG0004432	HEL_007022-RA	XP_039764079.1
OG0004434	HEL_003870-RA	XP_039757574.1
OG0004435	HEL_000959-RA	XP_039755896.1
OG0004436	HEL_003873-RA	XP_039757725.1
OG0004437	HEL_012381-RA	XP_039750631.1
OG0004438	HEL_000339-RA	XP_039748210.1
OG0004439	HEL_003875-RA	XP_039757516.1, XP_039757517.1
OG0004440	HEL_003878-RA, HEL_003877-RA	XP_039757847.1
OG0004441	HEL_003076-RA	XP_039765171.1, XP_039765173.1
OG0004442	HEL_007156-RA	XP_039763277.1
OG0004443	HEL_013583-RA	XP_039756357.1
OG0004444	HEL_003882-RA	XP_039757701.1
OG0004445	HEL_003063-RA	XP_039764759.1
OG0004446	HEL_005942-RA	XP_039761641.1
OG0004447	HEL_013582-RA	XP_039756621.1
OG0004448	HEL_011524-RA	XP_039759537.1
OG0004449	HEL_003060-RA	XP_039764626.1
OG0004452	HEL_010622-RA	XP_039749562.1
OG0004453	HEL_003109-RA, HEL_003112-RA	XP_039765231.1
OG0004454	HEL_005936-RA	XP_039761768.1
OG0004456	HEL_003885-RA	XP_039757613.1
OG0004457	HEL_000972-RA, HEL_000971-RA	XP_039755834.1
OG0004458	HEL_013566-RA	XP_039756273.1
OG0004459	HEL_010626-RA	XP_039750016.1
OG0004460	HEL_005466-RA	XP_039754891.1
OG0004461	HEL_008113-RA, HEL_008112-RA	XP_039759540.1
OG0004462	HEL_001308-RA, HEL_001309-RA	XP_039765359.1
OG0004463	HEL_004387-RA	XP_039746210.1
OG0004464	HEL_001307-RA	XP_039745224.1
OG0004465	HEL_008123-RA, HEL_008122-RA	XP_039759225.1
OG0004466	HEL_010984-RA	XP_039749027.1
OG0004467	HEL_004403-RA	XP_039746429.1, XP_039746428.1
OG0004468	HEL_012456-RA	XP_039757128.1
OG0004469	HEL_012586-RA, HEL_012587-RA	XP_039753439.1
OG0004470	HEL_005465-RA	XP_039754757.1
OG0004472	HEL_001299-RA, HEL_001298-RA	XP_039745165.1
OG0004473	HEL_013383-RA	XP_039752251.1, XP_039752250.1
OG0004474	HEL_006801-RA	XP_039758375.1, XP_039758365.1
OG0004475	HEL_004407-RA	XP_039746349.1
OG0004476	HEL_005463-RA	XP_039754915.1, XP_039754914.1
OG0004477	HEL_005918-RA	XP_039761811.1
OG0004478	HEL_014423-RA	XP_039748290.1
OG0004479	HEL_012000-RA	XP_039756090.1
OG0004480	HEL_003908-RA	XP_039758008.1
OG0004481	HEL_001012-RA	XP_039755472.1
OG0004482	HEL_012006-RA	XP_039756408.1
OG0004483	HEL_003914-RA	XP_039757941.1
OG0004484	HEL_007040-RA	XP_039763439.1
OG0004486	HEL_006814-RA	XP_039761288.1
OG0004487	HEL_006815-RA	XP_039755470.1
OG0004488	HEL_012008-RA	XP_039756193.1
OG0004489	HEL_012018-RA	XP_039756075.1
OG0004490	HEL_003919-RA	XP_039757483.1
OG0004491	HEL_005905-RA	XP_039761408.1
OG0004492	HEL_000947-RA	XP_039755288.1, XP_039755286.1
OG0004493	HEL_005903-RA	XP_039761711.1, XP_039761710.1
OG0004494	HEL_013369-RA, HEL_013370-RA	XP_039752560.1
OG0004495	HEL_005902-RA	XP_039761467.1
OG0004496	HEL_007211-RA	XP_039758606.1
OG0004497	HEL_013436-RA	XP_039754170.1
OG0004498	HEL_010656-RA	XP_039750176.1
OG0004499	HEL_008609-RA, HEL_008608-RA	XP_039757188.1
OG0004501	HEL_009777-RA	XP_039755509.1
OG0004502	HEL_009776-RA, HEL_001054-RA	XP_039755894.1
OG0004503	HEL_013366-RA	XP_039752199.1
OG0004505	HEL_006257-RA	XP_039751074.1
OG0004506	HEL_006256-RA	XP_039751442.1
OG0004507	HEL_001287-RA, HEL_001282-RA	XP_039765613.1
OG0004508	HEL_003795-RA	XP_039757479.1
OG0004509	HEL_001280-RA	XP_039745270.1
OG0004510	HEL_003798-RA, HEL_003797-RA	XP_039757922.1
OG0004511	HEL_012610-RA	XP_039753000.1
OG0004513	HEL_014169-RA	XP_039752596.1
OG0004514	HEL_014611-RA, HEL_013431-RA	XP_039754023.1
OG0004515	HEL_014172-RA, HEL_014171-RA	XP_039752545.1
OG0004516	HEL_012620-RA	XP_039753166.1
OG0004517	HEL_003152-RA, HEL_003150-RA	XP_039764599.1
OG0004518	HEL_001275-RA, HEL_001276-RA	XP_039765562.1
OG0004519	HEL_000076-RA, HEL_000075-RA	XP_039749242.1
OG0004520	HEL_013429-RA, HEL_014609-RA	XP_039754542.1
OG0004521	HEL_014176-RA	XP_039752525.1
OG0004523	HEL_007047-RA	XP_039763703.1
OG0004524	HEL_011590-RA	XP_039747304.1
OG0004525	HEL_012615-RA	XP_039753596.1, XP_039753597.1
OG0004526	HEL_003160-RA	XP_039764625.1
OG0004527	HEL_012614-RA	XP_039753685.1
OG0004528	HEL_014269-RA, HEL_014268-RA	XP_039750957.1
OG0004529	HEL_013426-RA	XP_039754203.1
OG0004530	HEL_014284-RA, HEL_014283-RA	XP_039750456.1
OG0004531	HEL_005893-RA	XP_039761573.1
OG0004532	HEL_012958-RA	XP_039745267.1, XP_039745275.1
OG0004533	HEL_008613-RA	XP_039757320.1
OG0004534	HEL_012955-RA, HEL_012956-RA	XP_039765733.1, XP_039765725.1
OG0004535	HEL_007196-RA	XP_039758454.1
OG0004536	HEL_014126-RA	XP_039751631.1
OG0004538	HEL_002937-RA	XP_039755493.1
OG0004539	HEL_007052-RA, HEL_007051-RA	XP_039763575.1
OG0004540	HEL_014289-RA	XP_039750199.1
OG0004541	HEL_014132-RA, HEL_014133-RA	XP_039751703.1
OG0004543	HEL_012946-RA	XP_039764685.1, XP_039764678.1
OG0004544	HEL_001267-RA	XP_039765557.1
OG0004545	HEL_001266-RA	XP_039765553.1
OG0004546	HEL_012940-RA	XP_039765293.1, XP_039765294.1
OG0004547	HEL_005887-RA	XP_039761653.1
OG0004548	HEL_012942-RA	XP_039746865.1, XP_039746780.1
OG0004549	HEL_001264-RA	XP_039765757.1
OG0004550	HEL_005884-RA	XP_039761709.1
OG0004551	HEL_011597-RA	XP_039747300.1
OG0004552	HEL_011598-RA	XP_039747140.1
OG0004553	HEL_014184-RA, HEL_014181-RA, HEL_014182-RA	XP_039752503.1
OG0004555	HEL_009765-RA, HEL_009764-RA	XP_039755544.1, XP_039755543.1
OG0004557	HEL_000106-RA, HEL_000105-RA	XP_039749056.1
OG0004558	HEL_010682-RA	XP_039749677.1
OG0004559	HEL_003164-RA	XP_039763468.1
OG0004560	HEL_008139-RA	XP_039759080.1
OG0004561	HEL_008141-RA	XP_039759180.1
OG0004562	HEL_011517-RA	XP_039754579.1
OG0004563	HEL_005926-RA	XP_039761505.1
OG0004565	HEL_007058-RA	XP_039764035.1
OG0004566	HEL_008145-RA	XP_039759239.1
OG0004567	HEL_008659-RA	XP_039757208.1, XP_039757209.1
OG0004568	HEL_014139-RA, HEL_014137-RA	XP_039751307.1
OG0004569	HEL_008148-RA	XP_039759131.1, XP_039759130.1
OG0004570	HEL_007076-RA	XP_039763259.1
OG0004571	HEL_014144-RA	XP_039751562.1
OG0004572	HEL_011514-RA	XP_039754279.1
OG0004573	HEL_012933-RA	XP_039745207.1
OG0004577	HEL_008644-RA	XP_039756844.1
OG0004579	HEL_008251-RA	XP_039751807.1
OG0004580	HEL_009823-RA	XP_039755320.1
OG0004581	HEL_001249-RA	XP_039745173.1
OG0004582	HEL_007073-RA	XP_039763131.1, XP_039763132.1
OG0004583	HEL_001248-RA	XP_039745030.1, XP_039745031.1
OG0004584	HEL_011618-RA	XP_039746661.1
OG0004585	HEL_003173-RA	XP_039765268.1
OG0004586	HEL_006199-RA	XP_039751259.1
OG0004587	HEL_007071-RA	XP_039763645.1
OG0004588	HEL_006202-RA	XP_039751506.1
OG0004589	HEL_001242-RA	XP_039765827.1
OG0004591	HEL_006206-RA	XP_039751669.1
OG0004594	HEL_007273-RA, HEL_007279-RA, HEL_007277-RA	XP_039758771.1
OG0004595	HEL_012033-RA	XP_039756653.1
OG0004596	HEL_006215-RA	XP_039751135.1
OG0004597	HEL_011928-RA	XP_039753195.1
OG0004598	HEL_011493-RA	XP_039754593.1
OG0004599	HEL_011492-RA	XP_039754114.1
OG0004600	HEL_005438-RA	XP_039754656.1
OG0004601	HEL_008624-RA	XP_039757044.1, XP_039757212.1
OG0004602	HEL_005439-RA	XP_039754628.1
OG0004603	HEL_011933-RA	XP_039753282.1
OG0004604	HEL_005441-RA	XP_039754903.1
OG0004606	HEL_010302-RA	XP_039749829.1
OG0004607	HEL_000130-RA, HEL_000131-RA	XP_039749283.1
OG0004608	HEL_012025-RA	XP_039756339.1
OG0004609	HEL_003189-RA	XP_039765136.1
OG0004610	HEL_006625-RA, HEL_006623-RA	XP_039755351.1
OG0004611	HEL_011473-RA	XP_039754534.1
OG0004612	HEL_001230-RA	XP_039745154.1
OG0004613	HEL_008292-RA, HEL_008290-RA	XP_039751771.1
OG0004614	HEL_006223-RA, HEL_006222-RA	XP_039751536.1
OG0004615	HEL_007275-RA	XP_039758667.1, XP_039758668.1
OG0004616	HEL_003192-RA	XP_039764910.1
OG0004617	HEL_010416-RA	XP_039763752.1
OG0004618	HEL_005868-RA	XP_039761810.1
OG0004619	HEL_001226-RA	XP_039745260.1
OG0004620	HEL_011623-RA	XP_039746995.1
OG0004621	HEL_011463-RA, HEL_011462-RA	XP_039754122.1
OG0004622	HEL_010305-RA	XP_039750020.1
OG0004623	HEL_004414-RA	XP_039745762.1
OG0004624	HEL_006237-RA	XP_039751388.1
OG0004625	HEL_011627-RA, HEL_011626-RA	XP_039747139.1
OG0004626	HEL_004417-RA	XP_039746475.1
OG0004627	HEL_008566-RA	XP_039746803.1
OG0004628	HEL_004418-RA	XP_039746325.1
OG0004630	HEL_004420-RA	XP_039746040.1
OG0004631	HEL_010306-RA	XP_039749498.1
OG0004632	HEL_004421-RA	XP_039745667.1, XP_039745666.1
OG0004633	HEL_012892-RA, HEL_012891-RA	XP_039750895.1
OG0004634	HEL_010046-RA	XP_039746546.1
OG0004635	HEL_001210-RA, HEL_001211-RA	XP_039745514.1
OG0004636	HEL_005446-RA	XP_039754837.1
OG0004637	HEL_005448-RA	XP_039754668.1
OG0004638	HEL_006643-RA	XP_039760397.1
OG0004639	HEL_009840-RA, HEL_009839-RA	XP_039755784.1
OG0004641	HEL_005450-RA	XP_039754809.1
OG0004643	HEL_010043-RA	XP_039747437.1
OG0004644	HEL_006645-RA	XP_039761877.1
OG0004646	HEL_013072-RA	XP_039750759.1, XP_039750760.1
OG0004648	HEL_006647-RA	XP_039758756.1
OG0004649	HEL_011460-RA	XP_039754423.1
OG0004650	HEL_010329-RA	XP_039749844.1
OG0004651	HEL_011959-RA	XP_039753391.1
OG0004652	HEL_010403-RA	XP_039763373.1, XP_039763372.1
OG0004653	HEL_001202-RA	XP_039745269.1
OG0004654	HEL_003209-RA	XP_039765125.1, XP_039765124.1
OG0004655	HEL_004434-RA	XP_039745847.1
OG0004656	HEL_005456-RA	XP_039754934.1
OG0004657	HEL_000148-RA	XP_039748692.1
OG0004658	HEL_011455-RA, HEL_011454-RA	XP_039754493.1
OG0004659	HEL_008562-RA, HEL_008563-RA	XP_039765283.1
OG0004660	HEL_004436-RA	XP_039745797.1
OG0004661	HEL_011450-RA	XP_039754424.1
OG0004662	HEL_008561-RA	XP_039765784.1
OG0004663	HEL_001191-RA	XP_039765737.1, XP_039765736.1
OG0004664	HEL_011444-RA	XP_039753985.1
OG0004665	HEL_012266-RA	XP_039757181.1
OG0004666	HEL_008321-RA	XP_039751832.1
OG0004669	HEL_008322-RA	XP_039751905.1
OG0004671	HEL_011438-RA, HEL_011441-RA	XP_039754012.1
OG0004672	HEL_001187-RA	XP_039745184.1
OG0004673	HEL_008547-RA	XP_039749015.1
OG0004674	HEL_011434-RA, HEL_011433-RA, HEL_011435-RA	XP_039754410.1
OG0004675	HEL_008545-RA	XP_039745922.1
OG0004676	HEL_011424-RA, HEL_011423-RA	XP_039754286.1
OG0004677	HEL_011421-RA	XP_039754049.1
OG0004678	HEL_008329-RA	XP_039752014.1
OG0004679	HEL_006655-RA	XP_039757561.1
OG0004680	HEL_006658-RA	XP_039753632.1
OG0004681	HEL_008330-RA	XP_039752609.1
OG0004683	HEL_010323-RA	XP_039749727.1
OG0004684	HEL_014599-RA, HEL_014600-RA	XP_039755412.1
OG0004685	HEL_009590-RA	XP_039751413.1, XP_039751412.1
OG0004686	HEL_008335-RA	XP_039752441.1
OG0004687	HEL_009589-RA	XP_039751213.1
OG0004688	HEL_014601-RA, HEL_014602-RA	XP_039755672.1, XP_039755671.1
OG0004689	HEL_011416-RA	XP_039754161.1, XP_039754160.1
OG0004690	HEL_008537-RA	XP_039746885.1
OG0004691	HEL_006661-RA	XP_039754021.1, XP_039754028.1
OG0004692	HEL_006663-RA	XP_039754238.1
OG0004694	HEL_006664-RA	XP_039754248.1
OG0004695	HEL_004450-RA, HEL_004451-RA	XP_039746465.1
OG0004696	HEL_006668-RA	XP_039761517.1
OG0004697	HEL_006670-RA, HEL_006669-RA	XP_039761552.1
OG0004699	HEL_010342-RA, HEL_010341-RA	XP_039750068.1
OG0004700	HEL_000157-RA, HEL_000156-RA	XP_039748511.1, XP_039748512.1
OG0004701	HEL_011414-RA, HEL_001957-RA	XP_039754058.1
OG0004702	HEL_006676-RA	XP_039759601.1
OG0004704	HEL_006677-RA	XP_039758170.1, XP_039758163.1
OG0004705	HEL_004453-RA	XP_039746141.1
OG0004706	HEL_003227-RA	XP_039764875.1
OG0004707	HEL_011980-RA	XP_039753631.1
OG0004708	HEL_011982-RA	XP_039753417.1
OG0004709	HEL_010351-RA	XP_039749791.1
OG0004710	HEL_010352-RA	XP_039749796.1, XP_039749797.1
OG0004711	HEL_004460-RA	XP_039745699.1
OG0004713	HEL_008348-RA	XP_039752764.1
OG0004714	HEL_001168-RA	XP_039765514.1
OG0004715	HEL_010392-RA	XP_039764014.1
OG0004716	HEL_008510-RA	XP_039764896.1
OG0004717	HEL_008509-RA	XP_039749059.1
OG0004718	HEL_006691-RA	XP_039759503.1
OG0004720	HEL_000192-RA, HEL_000193-RA	XP_039749299.1
OG0004721	HEL_010390-RA	XP_039763232.1
OG0004722	HEL_010389-RA	XP_039763640.1, XP_039763639.1
OG0004723	HEL_004462-RA	XP_039745974.1
OG0004724	HEL_012860-RA	XP_039754067.1
OG0004725	HEL_006693-RA	XP_039753753.1, XP_039753743.1
OG0004726	HEL_006701-RA	XP_039760205.1, XP_039758895.1
OG0004727	HEL_006704-RA, HEL_006705-RA	XP_039755180.1
OG0004730	HEL_003315-RA	XP_039764757.1
OG0004731	HEL_003313-RA	XP_039764775.1
OG0004732	HEL_008425-RA	XP_039752144.1
OG0004733	HEL_001145-RA	XP_039745250.1
OG0004734	HEL_006711-RA	XP_039757287.1
OG0004737	HEL_008421-RA	XP_039752638.1
OG0004740	HEL_008412-RA	XP_039752822.1
OG0004741	HEL_011665-RA	XP_039746923.1
OG0004742	HEL_003303-RA	XP_039764868.1
OG0004743	HEL_013119-RA	XP_039745093.1
OG0004745	HEL_011655-RA	XP_039747482.1
OG0004746	HEL_003297-RA	XP_039765001.1
OG0004747	HEL_003296-RA	XP_039764998.1, XP_039764999.1
OG0004748	HEL_011652-RA	XP_039747487.1
OG0004749	HEL_003295-RA	XP_039765013.1
OG0004750	HEL_011650-RA, HEL_011651-RA	XP_039747452.1
OG0004751	HEL_000207-RA, HEL_000211-RA	XP_039748994.1
OG0004752	HEL_003288-RA, HEL_003287-RA	XP_039765106.1
OG0004753	HEL_013110-RA	XP_039765295.1
OG0004754	HEL_012819-RA	XP_039754378.1
OG0004755	HEL_008396-RA	XP_039752185.1
OG0004756	HEL_012820-RA	XP_039754486.1
OG0004757	HEL_008394-RA, HEL_008395-RA	XP_039752604.1
OG0004758	HEL_012823-RA	XP_039754029.1
OG0004759	HEL_008384-RA	XP_039751921.1
OG0004760	HEL_003271-RA, HEL_003270-RA	XP_039765127.1
OG0004761	HEL_008382-RA, HEL_008381-RA, HEL_008383-RA, HEL_008380-RA	XP_039752643.1
OG0004762	HEL_003269-RA, HEL_003268-RA	XP_039764776.1
OG0004763	HEL_006735-RA	XP_039760703.1
OG0004764	HEL_008370-RA	XP_039752088.1, XP_039750715.1, XP_039764410.1
OG0004765	HEL_003265-RA	XP_039765233.1
OG0004766	HEL_003264-RA	XP_039764557.1
OG0004768	HEL_006739-RA	XP_039753106.1
OG0004769	HEL_003251-RA	XP_039764520.1
OG0004770	HEL_003245-RA	XP_039764596.1
OG0004771	HEL_011636-RA	XP_039747323.1
OG0004772	HEL_008459-RA	XP_039765000.1
OG0004773	HEL_008458-RA, HEL_008457-RA	XP_039748002.1
OG0004774	HEL_004518-RA	XP_039746071.1
OG0004775	HEL_007157-RA	XP_039763854.1
OG0004776	HEL_008443-RA, HEL_008444-RA	XP_039750930.1
OG0004777	HEL_013420-RA	XP_039745359.1
OG0004778	HEL_007158-RA	XP_039764151.1
OG0004779	HEL_008437-RA	XP_039763498.1
OG0004780	HEL_003229-RA, HEL_003230-RA, HEL_003231-RA	XP_039762537.1
OG0004782	HEL_007111-RA	XP_039764156.1
OG0004783	HEL_007119-RA	XP_039764143.1
OG0004784	HEL_007106-RA	XP_039763522.1
OG0004785	HEL_007101-RA	XP_039763848.1
OG0004786	HEL_006772-RA, HEL_006773-RA	XP_039754214.1
OG0004787	HEL_002927-RA, HEL_002925-RA	XP_039755693.1
OG0004788	HEL_007093-RA	XP_039763531.1
OG0004789	HEL_007092-RA	XP_039763327.1, XP_039763326.1
OG0004790	HEL_007091-RA	XP_039763325.1
OG0004791	HEL_007090-RA, HEL_007089-RA	XP_039763274.1
OG0004792	HEL_003560-RA	XP_039753143.1
OG0004793	HEL_004671-RA	XP_039761300.1
OG0004796	HEL_012968-RA, HEL_012969-RA	XP_039762808.1
OG0004797	HEL_006607-RA	XP_039758951.1, XP_039758952.1, XP_039758954.1
OG0004798	HEL_011386-RA	XP_039748299.1, XP_039748301.1
OG0004800	HEL_006510-RA	XP_039759026.1, XP_039759025.1
OG0004803	HEL_005885-RA	XP_039761577.1, XP_039761576.1
OG0004804	HEL_012771-RA	XP_039758924.1
OG0004805	HEL_013402-RA	XP_039765431.1, XP_039765432.1, XP_039765433.1
OG0004806	HEL_007252-RA, HEL_007250-RA	XP_039758266.1
OG0004807	HEL_006806-RA	XP_039751885.1
OG0004808	HEL_008912-RA, HEL_008909-RA, HEL_008908-RA, HEL_008913-RA	XP_039756771.1
OG0004809	HEL_011993-RA	XP_039753325.1
OG0004812	HEL_006299-RA	XP_039751616.1, XP_039751618.1, XP_039751617.1
OG0004813	HEL_012307-RA, HEL_012309-RA, HEL_012308-RA	XP_039757013.1
OG0004814	HEL_011633-RA	XP_039747147.1, XP_039747148.1
OG0004815	HEL_004477-RA	XP_039746308.1
OG0004816	HEL_010510-RA	XP_039746762.1
OG0004817	HEL_005398-RA	XP_039761119.1
OG0004818	HEL_007415-RA	XP_039754242.1
OG0004819	HEL_006114-RA	XP_039749592.1
OG0004820	HEL_000434-RA	XP_039747614.1
OG0004822	HEL_004455-RA	XP_039746037.1
OG0004825	HEL_012235-RA, HEL_012234-RA	XP_039753308.1
OG0004826	HEL_013753-RA, HEL_013752-RA	XP_039757160.1, XP_039757161.1
OG0004827	HEL_007657-RA, HEL_007658-RA	XP_039748733.1
OG0004828	HEL_001564-RA	XP_039765467.1
OG0004829	HEL_002743-RA	XP_039760754.1, XP_039760738.1, XP_039760745.1
OG0004830	HEL_007370-RA	XP_039754262.1
OG0004831	HEL_003136-RA	XP_039764895.1
OG0004832	HEL_003159-RA	XP_039764623.1
OG0004839	HEL_000119-RA	XP_039748839.1
OG0004849	HEL_011824-RA	XP_039760532.1
OG0004850	HEL_000835-RA	XP_039755432.1
OG0004851	HEL_013234-RA	XP_039763768.1
OG0004852	HEL_000445-RA	XP_039747641.1
OG0004853	HEL_011823-RA	XP_039760750.1
OG0004854	HEL_001908-RA, HEL_001913-RA	XP_039760260.1
OG0004855	HEL_010477-RA	XP_039747161.1
OG0004856	HEL_000446-RA	XP_039747635.1
OG0004857	HEL_005067-RA	XP_039758091.1, XP_039758092.1
OG0004859	HEL_005363-RA	XP_039755043.1
OG0004860	HEL_001907-RA, HEL_001912-RA	XP_039760166.1
OG0004861	HEL_005367-RA	XP_039761001.1
OG0004862	HEL_001910-RA	XP_039759959.1
OG0004863	HEL_010471-RA	XP_039763762.1
OG0004864	HEL_007725-RA	XP_039749873.1
OG0004865	HEL_011850-RA	XP_039760869.1
OG0004866	HEL_007348-RA	XP_039758846.1
OG0004867	HEL_004079-RA	XP_039760545.1
OG0004868	HEL_002224-RA	XP_039765220.1
OG0004869	HEL_001901-RA	XP_039759784.1
OG0004871	HEL_001694-RA	XP_039745189.1
OG0004872	HEL_007347-RA	XP_039758623.1
OG0004873	HEL_005369-RA	XP_039761126.1
OG0004874	HEL_007656-RA	XP_039749158.1
OG0004875	HEL_005358-RA	XP_039755255.1
OG0004876	HEL_012501-RA, HEL_012503-RA	XP_039756627.1
OG0004877	HEL_003425-RA	XP_039749218.1
OG0004878	HEL_004481-RA	XP_039763582.1
OG0004879	HEL_007339-RA	XP_039758240.1
OG0004880	HEL_004165-RA	XP_039762320.1
OG0004881	HEL_008065-RA	XP_039751340.1
OG0004883	HEL_011009-RA	XP_039750680.1
OG0004884	HEL_007338-RA	XP_039758747.1
OG0004885	HEL_005356-RA	XP_039754931.1
OG0004886	HEL_002228-RA	XP_039763853.1
OG0004887	HEL_007654-RA	XP_039749165.1
OG0004888	HEL_012505-RA	XP_039756448.1
OG0004889	HEL_007334-RA	XP_039758466.1
OG0004890	HEL_007746-RA	XP_039749857.1
OG0004891	HEL_003494-RA	XP_039753382.1
OG0004892	HEL_008067-RA	XP_039751042.1
OG0004894	HEL_014066-RA	XP_039759212.1
OG0004895	HEL_012508-RA	XP_039756313.1
OG0004896	HEL_009697-RA	XP_039763650.1
OG0004897	HEL_000692-RA	XP_039755738.1
OG0004898	HEL_010481-RA	XP_039747036.1
OG0004899	HEL_007642-RA	XP_039748731.1
OG0004900	HEL_011016-RA	XP_039750476.1
OG0004901	HEL_009464-RA	XP_039754546.1
OG0004902	HEL_005349-RA	XP_039755068.1
OG0004904	HEL_003488-RA	XP_039753673.1
OG0004906	HEL_012679-RA	XP_039751794.1
OG0004907	HEL_002188-RA	XP_039761796.1
OG0004908	HEL_009687-RA	XP_039763264.1
OG0004909	HEL_008071-RA	XP_039751421.1
OG0004910	HEL_001892-RA	XP_039760188.1
OG0004911	HEL_001891-RA	XP_039759790.1
OG0004912	HEL_011018-RA	XP_039750470.1
OG0004913	HEL_002189-RA	XP_039761644.1
OG0004914	HEL_002190-RA	XP_039761757.1
OG0004915	HEL_011019-RA	XP_039750488.1
OG0004916	HEL_007637-RA	XP_039749002.1
OG0004917	HEL_012682-RA	XP_039752709.1
OG0004918	HEL_009468-RA	XP_039753861.1
OG0004919	HEL_012684-RA	XP_039752032.1
OG0004920	HEL_009469-RA	XP_039754321.1
OG0004921	HEL_007636-RA	XP_039749026.1
OG0004922	HEL_007635-RA	XP_039748718.1
OG0004923	HEL_012509-RA	XP_039756617.1
OG0004925	HEL_001878-RA	XP_039760203.1
OG0004926	HEL_014065-RA	XP_039759357.1
OG0004928	HEL_007325-RA	XP_039758445.1
OG0004929	HEL_001877-RA	XP_039760207.1
OG0004930	HEL_014064-RA	XP_039759649.1
OG0004931	HEL_014063-RA	XP_039759272.1
OG0004932	HEL_013003-RA	XP_039762779.1
OG0004933	HEL_012689-RA	XP_039752511.1
OG0004934	HEL_009296-RA	XP_039760614.1
OG0004935	HEL_005342-RA	XP_039755071.1
OG0004936	HEL_014062-RA	XP_039759312.1
OG0004937	HEL_008958-RA	XP_039756944.1
OG0004938	HEL_012690-RA	XP_039752514.1
OG0004939	HEL_007745-RA	XP_039750051.1
OG0004940	HEL_003413-RA	XP_039749515.1
OG0004941	HEL_005371-RA	XP_039761094.1
OG0004942	HEL_000693-RA	XP_039755333.1
OG0004943	HEL_009293-RA	XP_039760765.1
OG0004944	HEL_009471-RA	XP_039754241.1
OG0004945	HEL_001916-RA	XP_039760298.1
OG0004946	HEL_004017-RA	XP_039745736.1
OG0004947	HEL_003475-RA	XP_039753678.1
OG0004949	HEL_007627-RA	XP_039748534.1
OG0004950	HEL_009289-RA	XP_039760710.1
OG0004951	HEL_004048-RA	XP_039762194.1
OG0004952	HEL_009474-RA	XP_039754250.1
OG0004953	HEL_007741-RA	XP_039750075.1
OG0004954	HEL_007630-RA	XP_039748535.1
OG0004955	HEL_010482-RA	XP_039747162.1
OG0004956	HEL_003474-RA	XP_039752928.1
OG0004957	HEL_007740-RA, HEL_007738-RA	XP_039749885.1
OG0004958	HEL_007632-RA	XP_039749306.1
OG0004959	HEL_010483-RA	XP_039747448.1
OG0004960	HEL_010484-RA	XP_039746823.1
OG0004961	HEL_009692-RA	XP_039763167.1
OG0004962	HEL_007633-RA	XP_039749125.1
OG0004963	HEL_006980-RA	XP_039756306.1
OG0004964	HEL_000699-RA	XP_039755584.1
OG0004966	HEL_009210-RA	XP_039760816.1
OG0004968	HEL_005333-RA	XP_039754970.1
OG0004969	HEL_012099-RA	XP_039763857.1
OG0004970	HEL_011025-RA	XP_039750366.1
OG0004971	HEL_012677-RA	XP_039752343.1
OG0004972	HEL_010160-RA	XP_039751161.1
OG0004973	HEL_001873-RA	XP_039759964.1
OG0004974	HEL_012676-RA	XP_039752352.1
OG0004975	HEL_005326-RA	XP_039755059.1
OG0004976	HEL_003396-RA	XP_039745823.1
OG0004977	HEL_005325-RA	XP_039755057.1
OG0004979	HEL_005323-RA	XP_039755083.1
OG0004980	HEL_010157-RA	XP_039750978.1
OG0004981	HEL_011027-RA	XP_039750713.1
OG0004982	HEL_012514-RA	XP_039756527.1
OG0004983	HEL_005376-RA	XP_039760974.1
OG0004984	HEL_001717-RA	XP_039765579.1
OG0004985	HEL_012515-RA	XP_039756709.1
OG0004986	HEL_007735-RA	XP_039750085.1
OG0004987	HEL_012516-RA	XP_039756182.1
OG0004988	HEL_011030-RA	XP_039750666.1
OG0004989	HEL_012517-RA	XP_039756538.1
OG0004990	HEL_010176-RA	XP_039751405.1
OG0004992	HEL_012519-RA	XP_039756086.1
OG0004993	HEL_000707-RA	XP_039755893.1
OG0004994	HEL_003459-RA	XP_039753300.1
OG0004995	HEL_000708-RA	XP_039755560.1
OG0004996	HEL_002239-RA	XP_039764227.1
OG0004997	HEL_002240-RA	XP_039764633.1
OG0004998	HEL_005320-RA	XP_039755241.1
OG0005000	HEL_003391-RA	XP_039748566.1
OG0005001	HEL_008353-RA	XP_039751476.1
OG0005002	HEL_000715-RA	XP_039755915.1
OG0005003	HEL_000716-RA	XP_039755877.1
OG0005004	HEL_003389-RA	XP_039750325.1
OG0005005	HEL_000717-RA	XP_039755762.1
OG0005006	HEL_000721-RA	XP_039755881.1
OG0005007	HEL_002241-RA	XP_039764547.1
OG0005008	HEL_010177-RA	XP_039751474.1
OG0005009	HEL_005383-RA	XP_039761014.1, XP_039761015.1
OG0005010	HEL_000720-RA	XP_039755857.1
OG0005011	HEL_000718-RA	XP_039755418.1, XP_039755419.1
OG0005012	HEL_004001-RA	XP_039746327.1
OG0005013	HEL_004028-RA	XP_039762177.1
OG0005015	HEL_003998-RA	XP_039745655.1
OG0005016	HEL_003386-RA	XP_039749332.1
OG0005017	HEL_002196-RA	XP_039761610.1
