Orthogroup	Heliconius_erato_lativitta	Vanessa_tameamea
OG0005620	HEL_007659-RA	XP_026490092.1
OG0005621	HEL_011791-RA	XP_026495793.1
OG0005622	HEL_005826-RA	XP_026495538.1
OG0005624	HEL_005825-RA	XP_026495541.1
OG0005626	HEL_011222-RA	XP_026494686.1
OG0005627	HEL_011346-RA	XP_026490583.1
OG0005628	HEL_008033-RA	XP_026483294.1
OG0005629	HEL_014046-RA	XP_026491030.1
OG0005630	HEL_005816-RA	XP_026495882.1
OG0005631	HEL_000814-RA	XP_026489080.1
OG0005632	HEL_010099-RA	XP_026483365.1
OG0005633	HEL_003562-RA	XP_026492289.1
OG0005634	HEL_000426-RA	XP_026490350.1
OG0005635	HEL_013857-RA	XP_026494407.1
OG0005636	HEL_014045-RA	XP_026491422.1
OG0005637	HEL_006423-RA	XP_026491584.1
OG0005638	HEL_010098-RA	XP_026483366.1
OG0005639	HEL_014044-RA	XP_026491423.1
OG0005640	HEL_014043-RA	XP_026491425.1
OG0005641	HEL_006424-RA	XP_026491614.1
OG0005642	HEL_014041-RA	XP_026491421.1
OG0005643	HEL_014040-RA	XP_026491420.1
OG0005644	HEL_011803-RA	XP_026498864.1
OG0005645	HEL_006425-RA	XP_026491599.1
OG0005646	HEL_011802-RA	XP_026498853.1
OG0005647	HEL_014039-RA	XP_026491424.1
OG0005648	HEL_014038-RA	XP_026491427.1
OG0005649	HEL_000533-RA	XP_026483854.1
OG0005650	HEL_009061-RA	XP_026495332.1
OG0005651	HEL_004101-RA	XP_026486519.1
OG0005652	HEL_009060-RA	XP_026494817.1
OG0005654	HEL_010096-RA	XP_026483389.1
OG0005655	HEL_009735-RA	XP_026493436.1
OG0005656	HEL_002304-RA	XP_026488132.1
OG0005657	HEL_004596-RA	XP_026486258.1
OG0005658	HEL_009448-RA	XP_026487156.1
OG0005659	HEL_006428-RA	XP_026492575.1
OG0005660	HEL_004968-RA	XP_026490412.1
OG0005661	HEL_004090-RA	XP_026498532.1
OG0005663	HEL_012063-RA	XP_026500812.1
OG0005664	HEL_004094-RA	XP_026499502.1
OG0005665	HEL_002306-RA	XP_026487511.1
OG0005666	HEL_004969-RA	XP_026490409.1
OG0005667	HEL_011799-RA	XP_026498860.1
OG0005668	HEL_004095-RA	XP_026499504.1
OG0005669	HEL_004970-RA	XP_026490420.1
OG0005670	HEL_002546-RA	XP_026486598.1
OG0005671	HEL_004971-RA	XP_026490422.1
OG0005672	HEL_004653-RA	XP_026486984.1
OG0005673	HEL_011216-RA, HEL_011214-RA	XP_026494612.1
OG0005674	HEL_002547-RA	XP_026486597.1
OG0005675	HEL_009063-RA	XP_026494934.1
OG0005676	HEL_004973-RA	XP_026490421.1
OG0005677	HEL_007669-RA	XP_026490148.1
OG0005678	HEL_009446-RA	XP_026487179.1
OG0005679	HEL_009064-RA	XP_026494936.1
OG0005680	HEL_011838-RA	XP_026498811.1
OG0005681	HEL_009065-RA	XP_026494935.1
OG0005682	HEL_007670-RA	XP_026490149.1
OG0005683	HEL_009445-RA	XP_026487182.1
OG0005684	HEL_007671-RA	XP_026490102.1
OG0005685	HEL_004979-RA	XP_026490423.1
OG0005686	HEL_002548-RA	XP_026486585.1
OG0005687	HEL_012066-RA	XP_026500786.1
OG0005688	HEL_002551-RA	XP_026486595.1
OG0005689	HEL_002311-RA	XP_026487043.1
OG0005690	HEL_010090-RA	XP_026483422.1
OG0005691	HEL_011809-RA	XP_026498872.1
OG0005692	HEL_002312-RA	XP_026487079.1
OG0005694	HEL_002313-RA	XP_026487029.1
OG0005695	HEL_014526-RA	XP_026489374.1
OG0005696	HEL_004985-RA	XP_026490437.1
OG0005697	HEL_006432-RA	XP_026490519.1
OG0005698	HEL_004987-RA	XP_026490436.1
OG0005699	HEL_000820-RA	XP_026499308.1
OG0005700	HEL_011835-RA	XP_026498844.1
OG0005701	HEL_011832-RA	XP_026498846.1
OG0005702	HEL_002314-RA	XP_026487677.1
OG0005703	HEL_014247-RA	XP_026494268.1
OG0005704	HEL_002315-RA	XP_026487340.1
OG0005705	HEL_002474-RA	XP_026487365.1
OG0005706	HEL_003566-RA	XP_026492192.1
OG0005707	HEL_012077-RA	XP_026500805.1
OG0005708	HEL_014245-RA	XP_026494267.1
OG0005709	HEL_012078-RA	XP_026500801.1
OG0005710	HEL_002554-RA	XP_026486600.1
OG0005712	HEL_007835-RA	XP_026496768.1
OG0005713	HEL_007834-RA	XP_026496767.1
OG0005714	HEL_003568-RA, HEL_003569-RA	XP_026492280.1
OG0005715	HEL_001682-RA	XP_026484576.1
OG0005716	HEL_011213-RA	XP_026494637.1
OG0005717	HEL_001680-RA	XP_026484736.1
OG0005718	HEL_002161-RA	XP_026500210.1
OG0005719	HEL_009075-RA	XP_026494867.1
OG0005720	HEL_009077-RA	XP_026494858.1
OG0005721	HEL_007690-RA	XP_026490127.1
OG0005722	HEL_000521-RA	XP_026483779.1
OG0005723	HEL_003571-RA	XP_026492225.1
OG0005724	HEL_007832-RA	XP_026496866.1
OG0005725	HEL_002321-RA	XP_026487451.1
OG0005726	HEL_007829-RA	XP_026496865.1
OG0005727	HEL_002322-RA	XP_026487484.1
OG0005728	HEL_002323-RA	XP_026487947.1
OG0005729	HEL_009080-RA	XP_026494903.1
OG0005730	HEL_007696-RA	XP_026490134.1
OG0005731	HEL_000821-RA	XP_026499287.1
OG0005732	HEL_011847-RA	XP_026498769.1
OG0005733	HEL_011211-RA	XP_026494646.1
OG0005734	HEL_002325-RA	XP_026487958.1
OG0005735	HEL_009084-RA	XP_026494965.1
OG0005736	HEL_010078-RA	XP_026483567.1
OG0005737	HEL_011209-RA	XP_026494610.1
OG0005738	HEL_007700-RA	XP_026490142.1
OG0005739	HEL_002327-RA	XP_026488542.1
OG0005740	HEL_000512-RA	XP_026483684.1
OG0005741	HEL_001677-RA	XP_026484372.1
OG0005742	HEL_004999-RA	XP_026495968.1
OG0005743	HEL_012107-RA	XP_026500807.1
OG0005744	HEL_000417-RA	XP_026490354.1
OG0005745	HEL_014230-RA	XP_026494400.1
OG0005746	HEL_008080-RA	XP_026501143.1
OG0005747	HEL_002330-RA	XP_026488099.1
OG0005749	HEL_008081-RA	XP_026501132.1
OG0005751	HEL_009738-RA	XP_026493530.1
OG0005753	HEL_008083-RA	XP_026490770.1
OG0005754	HEL_002333-RA	XP_026488111.1
OG0005755	HEL_009744-RA	XP_026493266.1
OG0005756	HEL_002334-RA	XP_026488122.1
OG0005758	HEL_002335-RA	XP_026488052.1
OG0005759	HEL_005002-RA	XP_026499335.1
OG0005760	HEL_004362-RA	XP_026485599.1
OG0005761	HEL_009091-RA	XP_026495182.1
OG0005762	HEL_002336-RA	XP_026487927.1
OG0005763	HEL_009442-RA	XP_026487173.1
OG0005764	HEL_002337-RA	XP_026487848.1
OG0005765	HEL_009441-RA	XP_026487169.1
OG0005766	HEL_009440-RA	XP_026487167.1
OG0005767	HEL_002338-RA	XP_026487936.1
OG0005768	HEL_009439-RA	XP_026487160.1
OG0005769	HEL_011395-RA	XP_026483627.1
OG0005771	HEL_009436-RA	XP_026487163.1
OG0005773	HEL_011389-RA	XP_026483629.1
OG0005774	HEL_001673-RA	XP_026484370.1
OG0005775	HEL_012061-RA	XP_026500892.1
OG0005776	HEL_010829-RA	XP_026496354.1
OG0005777	HEL_001672-RA	XP_026484371.1
OG0005778	HEL_002562-RA	XP_026497921.1
OG0005779	HEL_004358-RA	XP_026485493.1, XP_026485491.1
OG0005780	HEL_006445-RA	XP_026491040.1
OG0005781	HEL_011201-RA	XP_026494621.1
OG0005782	HEL_010084-RA	XP_026483570.1
OG0005783	HEL_011385-RA	XP_026483855.1
OG0005784	HEL_002566-RA	XP_026497931.1
OG0005785	HEL_010827-RA	XP_026496316.1, XP_026496315.1
OG0005786	HEL_002567-RA	XP_026497932.1
OG0005787	HEL_002568-RA	XP_026497934.1
OG0005788	HEL_000414-RA	XP_026490358.1
OG0005790	HEL_010826-RA	XP_026496285.1
OG0005791	HEL_013947-RA	XP_026486541.1
OG0005792	HEL_002570-RA	XP_026497926.1
OG0005794	HEL_013942-RA	XP_026486486.1
OG0005795	HEL_002572-RA	XP_026497930.1
OG0005797	HEL_004356-RA	XP_026485513.1
OG0005798	HEL_002571-RA	XP_026497928.1
OG0005799	HEL_002573-RA	XP_026497919.1
OG0005800	HEL_013945-RA	XP_026486489.1
OG0005801	HEL_005010-RA	XP_026499409.1
OG0005803	HEL_011343-RA	XP_026490629.1
OG0005804	HEL_004643-RA	XP_026486414.1
OG0005805	HEL_001669-RA	XP_026484504.1
OG0005806	HEL_009268-RA	XP_026490242.1
OG0005807	HEL_001668-RA	XP_026484503.1
OG0005808	HEL_007818-RA	XP_026496882.1
OG0005809	HEL_014017-RA	XP_026491312.1
OG0005810	HEL_011337-RA	XP_026490568.1
OG0005811	HEL_004354-RA	XP_026485408.1
OG0005812	HEL_011338-RA	XP_026490564.1
OG0005813	HEL_004642-RA	XP_026486246.1
OG0005814	HEL_009700-RA	XP_026500849.1, XP_026500850.1
OG0005815	HEL_014505-RA	XP_026488847.1
OG0005816	HEL_004353-RA	XP_026485289.1
OG0005817	HEL_010823-RA	XP_026496382.1
OG0005818	HEL_014504-RA	XP_026488877.1
OG0005820	HEL_004639-RA	XP_026486573.1
OG0005821	HEL_004351-RA	XP_026485403.1
OG0005822	HEL_011193-RA	XP_026494582.1
OG0005823	HEL_009750-RA	XP_026493119.1
OG0005825	HEL_008086-RA	XP_026500260.1
OG0005826	HEL_002579-RA	XP_026497960.1
OG0005827	HEL_009755-RA	XP_026493129.1
OG0005828	HEL_004348-RA	XP_026485510.1
OG0005829	HEL_009756-RA	XP_026493121.1
OG0005830	HEL_004347-RA	XP_026485501.1
OG0005831	HEL_004346-RA	XP_026485409.1
OG0005832	HEL_014380-RA	XP_026500145.1, XP_026500144.1
OG0005833	HEL_014199-RA	XP_026488883.1
OG0005834	HEL_014221-RA	XP_026494277.1
OG0005835	HEL_007816-RA	XP_026496973.1
OG0005836	HEL_004638-RA	XP_026486689.1
OG0005837	HEL_010811-RA, HEL_010817-RA	XP_026496308.1
OG0005838	HEL_001664-RA	XP_026484587.1
OG0005839	HEL_014200-RA	XP_026488998.1
OG0005840	HEL_008091-RA	XP_026490425.1
OG0005841	HEL_011190-RA	XP_026494587.1
OG0005842	HEL_011189-RA	XP_026494586.1
OG0005843	HEL_008092-RA	XP_026490661.1
OG0005844	HEL_007967-RA	XP_026489511.1
OG0005845	HEL_011187-RA	XP_026494640.1
OG0005847	HEL_007969-RA	XP_026489477.1
OG0005848	HEL_011186-RA	XP_026494595.1
OG0005850	HEL_007968-RA	XP_026489485.1
OG0005851	HEL_007972-RA	XP_026489476.1, XP_026489475.1
OG0005852	HEL_007971-RA	XP_026489479.1
OG0005853	HEL_007970-RA	XP_026489472.1
OG0005854	HEL_007815-RA	XP_026496773.1
OG0005855	HEL_011384-RA	XP_026483856.1
OG0005856	HEL_007973-RA	XP_026489469.1
OG0005857	HEL_007976-RA	XP_026501433.1
OG0005858	HEL_007713-RA	XP_026486360.1
OG0005859	HEL_011185-RA	XP_026494642.1
OG0005860	HEL_000826-RA	XP_026499235.1
OG0005861	HEL_011184-RA	XP_026494662.1
OG0005862	HEL_014396-RA	XP_026488975.1
OG0005863	HEL_002343-RA	XP_026487425.1
OG0005864	HEL_014395-RA	XP_026489007.1
OG0005865	HEL_005023-RA	XP_026499381.1
OG0005866	HEL_014394-RA	XP_026489118.1
OG0005867	HEL_002345-RA	XP_026487734.1
OG0005868	HEL_001929-RA	XP_026497350.1
OG0005869	HEL_000829-RA	XP_026499097.1
OG0005870	HEL_002346-RA	XP_026488622.1
OG0005871	HEL_014392-RA	XP_026489116.1
OG0005872	HEL_014215-RA	XP_026489117.1
OG0005873	HEL_002589-RA	XP_026497890.1
OG0005874	HEL_001931-RA	XP_026497352.1
OG0005875	HEL_009760-RA	XP_026493164.1
OG0005876	HEL_009263-RA	XP_026490241.1
OG0005877	HEL_011351-RA	XP_026490601.1
OG0005878	HEL_008852-RA	XP_026491344.1
OG0005879	HEL_002347-RA	XP_026487351.1
OG0005880	HEL_001932-RA	XP_026497353.1
OG0005881	HEL_008851-RA	XP_026491338.1
OG0005882	HEL_014216-RA	XP_026489114.1
OG0005883	HEL_009665-RA	XP_026500476.1
OG0005884	HEL_001936-RA	XP_026497349.1
OG0005887	HEL_009424-RA	XP_026487196.1
OG0005888	HEL_001937-RA	XP_026497356.1
OG0005889	HEL_011176-RA	XP_026494648.1
OG0005890	HEL_009098-RA	XP_026494891.1
OG0005892	HEL_008846-RA	XP_026491483.1
OG0005893	HEL_007983-RA	XP_026500281.1
OG0005894	HEL_006455-RA	XP_026493332.1
OG0005895	HEL_002350-RA	XP_026488325.1
OG0005896	HEL_013009-RA	XP_026483144.1
OG0005897	HEL_002351-RA	XP_026488311.1
OG0005898	HEL_011167-RA	XP_026494663.1
OG0005899	HEL_009099-RA	XP_026494888.1
OG0005900	HEL_005027-RA	XP_026499334.1
OG0005901	HEL_000402-RA	XP_026490378.1
OG0005902	HEL_009103-RA	XP_026494892.1
OG0005903	HEL_013007-RA	XP_026483167.1
OG0005904	HEL_009104-RA	XP_026494890.1
OG0005905	HEL_004936-RA	XP_026499375.1
OG0005906	HEL_000403-RA	XP_026490376.1
OG0005907	HEL_000832-RA	XP_026499092.1
OG0005908	HEL_002595-RA	XP_026497840.1
OG0005909	HEL_002354-RA	XP_026488299.1
OG0005910	HEL_002355-RA	XP_026488286.1
OG0005911	HEL_001951-RA	XP_026497298.1
OG0005912	HEL_001657-RA	XP_026484636.1
OG0005913	HEL_002356-RA	XP_026488275.1
OG0005914	HEL_001656-RA	XP_026484635.1
OG0005915	HEL_000539-RA	XP_026483790.1
OG0005916	HEL_000540-RA	XP_026483791.1
OG0005917	HEL_004333-RA	XP_026485405.1
OG0005918	HEL_002357-RA	XP_026488430.1
OG0005919	HEL_001654-RA	XP_026484633.1
OG0005920	HEL_002603-RA	XP_026497847.1
OG0005921	HEL_002604-RA	XP_026497833.1
OG0005922	HEL_008000-RA	XP_026488984.1
OG0005924	HEL_009422-RA	XP_026487191.1
OG0005925	HEL_002359-RA, HEL_002360-RA	XP_026488397.1
OG0005926	HEL_005106-RA	XP_026491005.1
OG0005927	HEL_008001-RA	XP_026488625.1
OG0005928	HEL_009256-RA	XP_026501718.1
OG0005929	HEL_014198-RA	XP_026487929.1, XP_026487930.1
OG0005930	HEL_008002-RA	XP_026494206.1
OG0005931	HEL_009112-RA	XP_026494876.1
OG0005932	HEL_009113-RA	XP_026494880.1
OG0005934	HEL_000544-RA	XP_026483630.1
OG0005935	HEL_007717-RA	XP_026485829.1
OG0005936	HEL_007718-RA	XP_026485828.1
OG0005937	HEL_009118-RA	XP_026495328.1
OG0005938	HEL_014542-RA	XP_026488611.1
OG0005939	HEL_007719-RA	XP_026485700.1
OG0005940	HEL_007720-RA	XP_026485701.1
OG0005941	HEL_001645-RA	XP_026484448.1
OG0005942	HEL_007721-RA	XP_026485726.1
OG0005943	HEL_014544-RA	XP_026488628.1
OG0005944	HEL_001644-RA	XP_026484444.1
OG0005945	HEL_008837-RA	XP_026491207.1
OG0005946	HEL_002606-RA	XP_026497828.1
OG0005947	HEL_013754-RA	XP_026493171.1
OG0005948	HEL_002608-RA, HEL_002607-RA	XP_026497835.1
OG0005949	HEL_002609-RA	XP_026497864.1
OG0005950	HEL_014545-RA	XP_026488601.1
OG0005951	HEL_008793-RA	XP_026491452.1
OG0005953	HEL_000845-RA	XP_026499299.1
OG0005954	HEL_000846-RA	XP_026499226.1
OG0005955	HEL_002611-RA	XP_026497894.1
OG0005956	HEL_007810-RA	XP_026496972.1
OG0005957	HEL_000547-RA	XP_026483795.1
OG0005958	HEL_000849-RA	XP_026499233.1
OG0005959	HEL_000850-RA	XP_026499234.1
OG0005960	HEL_007809-RA	XP_026496912.1
OG0005961	HEL_009120-RA	XP_026495330.1
OG0005962	HEL_006459-RA	XP_026490819.1
OG0005963	HEL_013931-RA	XP_026483141.1
OG0005965	HEL_013760-RA	XP_026493109.1
OG0005966	HEL_006461-RA	XP_026490807.1
OG0005967	HEL_009245-RA	XP_026501724.1
OG0005968	HEL_009122-RA	XP_026494822.1
OG0005969	HEL_006462-RA	XP_026491507.1
OG0005970	HEL_009124-RA	XP_026494821.1
OG0005971	HEL_013965-RA	XP_026486545.1
OG0005972	HEL_007804-RA	XP_026496971.1
OG0005973	HEL_002613-RA	XP_026497863.1
OG0005974	HEL_006467-RA	XP_026491368.1
OG0005975	HEL_005795-RA	XP_026495555.1
OG0005976	HEL_006469-RA	XP_026491519.1
OG0005977	HEL_008009-RA	XP_026489206.1
OG0005978	HEL_008010-RA	XP_026489386.1
OG0005979	HEL_005794-RA	XP_026495554.1
OG0005980	HEL_008011-RA	XP_026483163.1
OG0005981	HEL_013765-RA	XP_026493289.1
OG0005982	HEL_001958-RA	XP_026497293.1
OG0005983	HEL_012081-RA	XP_026496426.1
OG0005984	HEL_002365-RA	XP_026488506.1
OG0005985	HEL_002367-RA	XP_026488519.1
OG0005986	HEL_011149-RA	XP_026494634.1
OG0005987	HEL_013768-RA	XP_026493395.1
OG0005988	HEL_005793-RA	XP_026495778.1
OG0005989	HEL_012082-RA	XP_026496446.1
OG0005990	HEL_006038-RA	XP_026496807.1
OG0005991	HEL_002369-RA	XP_026488485.1
OG0005992	HEL_013769-RA	XP_026493065.1
OG0005993	HEL_012083-RA	XP_026496618.1
OG0005995	HEL_012211-RA	XP_026499596.1
OG0005996	HEL_002370-RA	XP_026488497.1
OG0005998	HEL_000854-RA	XP_026499064.1
OG0005999	HEL_001642-RA	XP_026484348.1
OG0006000	HEL_004924-RA	XP_026499379.1
OG0006001	HEL_002372-RA	XP_026488466.1
OG0006002	HEL_005792-RA	XP_026495735.1
OG0006003	HEL_012084-RA	XP_026496279.1
OG0006004	HEL_001641-RA	XP_026484349.1
OG0006005	HEL_005111-RA	XP_026490958.1
OG0006006	HEL_001640-RA	XP_026484629.1
OG0006007	HEL_005112-RA	XP_026490957.1
OG0006008	HEL_006035-RA	XP_026496791.1
OG0006009	HEL_012085-RA	XP_026496177.1
OG0006010	HEL_011146-RA	XP_026493919.1
OG0006011	HEL_013687-RA	XP_026488641.1
OG0006012	HEL_008831-RA	XP_026491469.1
OG0006013	HEL_005116-RA	XP_026490946.1
OG0006014	HEL_011145-RA	XP_026493939.1
OG0006015	HEL_011144-RA	XP_026493862.1
OG0006016	HEL_013264-RA, HEL_013263-RA	XP_026486191.1
OG0006017	HEL_009412-RA	XP_026488381.1
OG0006018	HEL_009411-RA	XP_026488213.1
OG0006019	HEL_008020-RA	XP_026489471.1
OG0006020	HEL_011142-RA	XP_026494046.1
OG0006021	HEL_004633-RA	XP_026486819.1
OG0006022	HEL_001962-RA	XP_026497448.1
OG0006023	HEL_009150-RA	XP_026495355.1
OG0006024	HEL_001964-RA, HEL_001963-RA	XP_026497405.1
OG0006025	HEL_009151-RA	XP_026495347.1
OG0006026	HEL_013267-RA	XP_026486193.1
OG0006027	HEL_011141-RA	XP_026494048.1
OG0006028	HEL_008024-RA	XP_026483781.1
OG0006029	HEL_001965-RA	XP_026497413.1
OG0006030	HEL_004609-RA	XP_026486783.1
OG0006031	HEL_008026-RA	XP_026483770.1
OG0006032	HEL_005788-RA	XP_026495603.1
OG0006033	HEL_001968-RA	XP_026497418.1
OG0006034	HEL_001969-RA	XP_026497417.1
OG0006035	HEL_001970-RA	XP_026497404.1
OG0006036	HEL_013961-RA	XP_026486543.1
OG0006037	HEL_013776-RA	XP_026493106.1
OG0006038	HEL_009830-RA	XP_026499957.1
OG0006040	HEL_001975-RA	XP_026497414.1
OG0006041	HEL_004922-RA	XP_026499360.1
OG0006042	HEL_000379-RA	XP_026491855.1
OG0006043	HEL_002374-RA	XP_026487264.1
OG0006044	HEL_010696-RA	XP_026492349.1
OG0006045	HEL_004614-RA	XP_026486484.1
OG0006046	HEL_009910-RA	XP_026501342.1
OG0006047	HEL_001976-RA	XP_026497403.1
OG0006048	HEL_009911-RA	XP_026501340.1
OG0006049	HEL_012306-RA	XP_026493998.1
OG0006050	HEL_010698-RA	XP_026492360.1
OG0006051	HEL_005121-RA	XP_026491013.1
OG0006052	HEL_008030-RA	XP_026483285.1
OG0006053	HEL_009152-RA	XP_026495213.1
OG0006054	HEL_002621-RA	XP_026497881.1
OG0006055	HEL_006479-RA	XP_026493793.1, XP_026493785.1
OG0006056	HEL_002623-RA	XP_026497857.1
OG0006057	HEL_013693-RA	XP_026489375.1
OG0006058	HEL_006480-RA	XP_026493772.1
OG0006059	HEL_001982-RA	XP_026497584.1
OG0006060	HEL_010700-RA	XP_026492346.1
OG0006061	HEL_004916-RA	XP_026499373.1
OG0006062	HEL_002380-RA	XP_026487102.1
OG0006063	HEL_006481-RA	XP_026495602.1
OG0006064	HEL_001984-RA	XP_026497550.1
OG0006066	HEL_002383-RA	XP_026487757.1
OG0006067	HEL_002384-RA	XP_026487792.1
OG0006068	HEL_002385-RA	XP_026487688.1
OG0006069	HEL_010702-RA	XP_026492250.1
OG0006070	HEL_008032-RA	XP_026501750.1
OG0006071	HEL_006192-RA	XP_026496628.1
OG0006072	HEL_002386-RA	XP_026487586.1
OG0006073	HEL_002387-RA	XP_026487567.1
OG0006074	HEL_006191-RA	XP_026496632.1
OG0006075	HEL_002628-RA	XP_026497861.1
OG0006076	HEL_008829-RA	XP_026491305.1
OG0006077	HEL_001987-RA	XP_026497555.1
OG0006078	HEL_002630-RA	XP_026497856.1
OG0006080	HEL_013278-RA	XP_026485919.1
OG0006081	HEL_013540-RA	XP_026488887.1
OG0006082	HEL_008097-RA	XP_026501257.1
OG0006083	HEL_008096-RA	XP_026484852.1
OG0006084	HEL_008094-RA	XP_026484836.1
OG0006085	HEL_009155-RA	XP_026495181.1
OG0006086	HEL_004616-RA	XP_026485717.1
OG0006087	HEL_009157-RA	XP_026494837.1
OG0006088	HEL_010708-RA	XP_026492352.1
OG0006090	HEL_007966-RA	XP_026484870.1
OG0006091	HEL_005130-RA	XP_026490997.1
OG0006092	HEL_004617-RA	XP_026485778.1
OG0006093	HEL_002390-RA	XP_026487599.1
OG0006094	HEL_007963-RA	XP_026493986.1
OG0006095	HEL_005784-RA	XP_026495544.1
OG0006096	HEL_009405-RA	XP_026488343.1
OG0006097	HEL_001635-RA	XP_026484582.1
OG0006098	HEL_009404-RA	XP_026488333.1
OG0006099	HEL_012111-RA	XP_026498175.1
OG0006100	HEL_004908-RA	XP_026499370.1
OG0006101	HEL_002632-RA	XP_026497873.1
OG0006102	HEL_007962-RA	XP_026500604.1
OG0006103	HEL_006493-RA	XP_026495502.1
OG0006104	HEL_009403-RA	XP_026488337.1
OG0006105	HEL_009402-RA	XP_026488335.1
OG0006106	HEL_009790-RA	XP_026489231.1
OG0006107	HEL_013782-RA	XP_026493470.1
OG0006108	HEL_010807-RA	XP_026496325.1
OG0006109	HEL_002393-RA	XP_026487534.1
OG0006110	HEL_002394-RA	XP_026487550.1
OG0006111	HEL_002634-RA	XP_026497885.1
OG0006112	HEL_000376-RA	XP_026491842.1
OG0006113	HEL_009401-RA	XP_026488432.1
OG0006114	HEL_010711-RA	XP_026492353.1
OG0006115	HEL_001626-RA	XP_026485102.1
OG0006116	HEL_007956-RA	XP_026500629.1
OG0006117	HEL_009399-RA	XP_026488481.1
OG0006118	HEL_008823-RA	XP_026491561.1
OG0006119	HEL_006497-RA	XP_026495153.1
OG0006120	HEL_008822-RA	XP_026491559.1
OG0006121	HEL_009391-RA	XP_026488200.1
OG0006122	HEL_009398-RA	XP_026488437.1
OG0006123	HEL_006499-RA	XP_026495124.1
OG0006124	HEL_007952-RA	XP_026493087.1
OG0006125	HEL_013297-RA	XP_026485915.1, XP_026485914.1
OG0006126	HEL_010715-RA	XP_026492341.1
OG0006127	HEL_002638-RA	XP_026497891.1
OG0006128	HEL_006500-RA	XP_026495167.1
OG0006129	HEL_012304-RA	XP_026493989.1
OG0006130	HEL_004619-RA	XP_026486039.1
OG0006131	HEL_001991-RA	XP_026497588.1
OG0006132	HEL_000556-RA	XP_026483784.1
OG0006133	HEL_001622-RA	XP_026484523.1
OG0006134	HEL_006501-RA	XP_026495179.1
OG0006135	HEL_001623-RA	XP_026484524.1
OG0006136	HEL_001621-RA	XP_026484525.1
OG0006137	HEL_007943-RA	XP_026501518.1
OG0006138	HEL_013711-RA	XP_026489393.1
OG0006139	HEL_007944-RA	XP_026492981.1
OG0006140	HEL_000931-RA	XP_026499175.1
OG0006141	HEL_009297-RA	XP_026492444.1
OG0006142	HEL_006505-RA	XP_026492599.1
OG0006143	HEL_012113-RA	XP_026497877.1
OG0006144	HEL_001992-RA	XP_026497577.1
OG0006145	HEL_000930-RA	XP_026499204.1
OG0006146	HEL_005140-RA	XP_026490960.1
OG0006147	HEL_004905-RA	XP_026499400.1
OG0006148	HEL_005141-RA	XP_026490980.1
OG0006149	HEL_010719-RA	XP_026492171.1
OG0006150	HEL_013705-RA	XP_026489396.1
OG0006151	HEL_002640-RA	XP_026497938.1
OG0006152	HEL_008810-RA	XP_026491735.1
OG0006153	HEL_001618-RA	XP_026484347.1
OG0006154	HEL_002641-RA	XP_026497940.1
OG0006156	HEL_002642-RA	XP_026497943.1
OG0006157	HEL_009308-RA	XP_026492439.1
OG0006159	HEL_002643-RA	XP_026497945.1
OG0006160	HEL_004900-RA	XP_026499401.1
OG0006162	HEL_002645-RA	XP_026497946.1
OG0006163	HEL_008807-RA	XP_026491751.1
OG0006164	HEL_002646-RA	XP_026497942.1
OG0006165	HEL_002402-RA	XP_026500420.1
OG0006166	HEL_008806-RA	XP_026491738.1
OG0006167	HEL_002403-RA	XP_026500388.1
OG0006168	HEL_006513-RA	XP_026493356.1
OG0006169	HEL_005145-RA	XP_026490944.1
OG0006170	HEL_004898-RA	XP_026499882.1
OG0006171	HEL_009309-RA	XP_026492428.1
OG0006172	HEL_006515-RA	XP_026493825.1
OG0006174	HEL_013220-RA	XP_026497838.1
OG0006175	HEL_002406-RA	XP_026500412.1
OG0006176	HEL_009313-RA	XP_026492452.1
OG0006177	HEL_002407-RA	XP_026500393.1
OG0006178	HEL_013221-RA	XP_026498208.1
OG0006179	HEL_013796-RA	XP_026493136.1
OG0006180	HEL_004622-RA	XP_026485903.1
OG0006182	HEL_009390-RA	XP_026488204.1
OG0006183	HEL_009317-RA	XP_026492426.1
OG0006184	HEL_009389-RA	XP_026488274.1
OG0006185	HEL_001995-RA	XP_026497586.1
OG0006186	HEL_009319-RA	XP_026492424.1
OG0006187	HEL_002410-RA	XP_026500391.1
OG0006188	HEL_013223-RA	XP_026498228.1
OG0006189	HEL_001614-RA	XP_026485129.1
OG0006190	HEL_004896-RA	XP_026499886.1
OG0006191	HEL_001997-RA	XP_026497587.1
OG0006192	HEL_005161-RA	XP_026496822.1
OG0006193	HEL_001998-RA	XP_026497590.1
OG0006194	HEL_009169-RA	XP_026495261.1
OG0006195	HEL_013226-RA	XP_026497726.1
OG0006197	HEL_009170-RA	XP_026494963.1
OG0006198	HEL_004320-RA	XP_026485282.1
OG0006199	HEL_009382-RA	XP_026488187.1
OG0006200	HEL_010727-RA	XP_026492300.1
OG0006201	HEL_009381-RA	XP_026488191.1
OG0006202	HEL_000917-RA	XP_026499122.1
OG0006203	HEL_000561-RA	XP_026483758.1
OG0006204	HEL_008800-RA	XP_026491812.1
OG0006205	HEL_004318-RA	XP_026485283.1
OG0006206	HEL_002002-RA	XP_026497573.1
OG0006207	HEL_002004-RA	XP_026497563.1
OG0006208	HEL_008798-RA	XP_026491259.1
OG0006209	HEL_013316-RA	XP_026485755.1
OG0006210	HEL_008797-RA	XP_026491256.1
OG0006211	HEL_006180-RA	XP_026496777.1
