Orthogroup	Heliconius_erato_lativitta	Danaus_plexippus
OG0005920	HEL_002603-RA	DPOGS215645-PA
OG0005921	HEL_002604-RA	DPOGS215768-PA
OG0005922	HEL_008000-RA	DPOGS213707-PA
OG0005924	HEL_009422-RA	DPOGS205733-PA
OG0005926	HEL_005106-RA	DPOGS214714-PA
OG0005927	HEL_008001-RA	DPOGS208533-PA
OG0005928	HEL_009256-RA	DPOGS209110-PA
OG0005929	HEL_014198-RA	DPOGS212735-PA
OG0005930	HEL_008002-RA	DPOGS208505-PA
OG0005931	HEL_009112-RA	DPOGS212142-PA
OG0005932	HEL_009113-RA	DPOGS212141-PA
OG0005934	HEL_000544-RA	DPOGS210574-PA
OG0005935	HEL_007717-RA	DPOGS203260-PA
OG0005936	HEL_007718-RA	DPOGS203268-PA
OG0005937	HEL_009118-RA	DPOGS212140-PA
OG0005938	HEL_014542-RA	DPOGS205226-PA
OG0005939	HEL_007719-RA	DPOGS203261-PA
OG0005940	HEL_007720-RA	DPOGS203267-PA
OG0005941	HEL_001645-RA	DPOGS213133-PA
OG0005942	HEL_007721-RA	DPOGS203263-PA
OG0005943	HEL_014544-RA	DPOGS205227-PA
OG0005944	HEL_001644-RA	DPOGS213070-PA
OG0005945	HEL_008837-RA	DPOGS211935-PA
OG0005946	HEL_002606-RA	DPOGS215770-PA
OG0005947	HEL_013754-RA	DPOGS204568-PA
OG0005948	HEL_002608-RA, HEL_002607-RA	DPOGS215644-PA
OG0005949	HEL_002609-RA	DPOGS215771-PA
OG0005950	HEL_014545-RA	DPOGS209345-PA
OG0005951	HEL_008793-RA	DPOGS211949-PA
OG0005953	HEL_000845-RA	DPOGS213563-PA
OG0005954	HEL_000846-RA	DPOGS213562-PA
OG0005955	HEL_002611-RA	DPOGS215642-PA
OG0005956	HEL_007810-RA	DPOGS204515-PA
OG0005957	HEL_000547-RA	DPOGS210568-PA
OG0005958	HEL_000849-RA	DPOGS213571-PA
OG0005959	HEL_000850-RA	DPOGS213561-PA
OG0005960	HEL_007809-RA	DPOGS204516-PA
OG0005961	HEL_009120-RA	DPOGS212121-PA
OG0005962	HEL_006459-RA	DPOGS207515-PA
OG0005963	HEL_013931-RA	DPOGS212949-PA
OG0005964	HEL_013966-RA	DPOGS212948-PA
OG0005965	HEL_013760-RA	DPOGS202512-PA
OG0005966	HEL_006461-RA	DPOGS207525-PA
OG0005967	HEL_009245-RA	DPOGS209108-PA
OG0005968	HEL_009122-RA	DPOGS212122-PA
OG0005969	HEL_006462-RA	DPOGS207516-PA
OG0005970	HEL_009124-RA	DPOGS212137-PA
OG0005971	HEL_013965-RA	DPOGS212958-PA
OG0005972	HEL_007804-RA	DPOGS204512-PA
OG0005973	HEL_002613-RA	DPOGS215640-PA
OG0005974	HEL_006467-RA	DPOGS207517-PA
OG0005975	HEL_005795-RA	DPOGS208428-PA
OG0005976	HEL_006469-RA	DPOGS207519-PA
OG0005977	HEL_008009-RA	DPOGS208537-PA
OG0005978	HEL_008010-RA	DPOGS208538-PA
OG0005979	HEL_005794-RA	DPOGS208441-PA
OG0005980	HEL_008011-RA	DPOGS208501-PA
OG0005981	HEL_013765-RA	DPOGS202526-PA
OG0005982	HEL_001958-RA	DPOGS205013-PA
OG0005983	HEL_012081-RA	DPOGS200891-PA
OG0005984	HEL_002365-RA	DPOGS201276-PA
OG0005985	HEL_002367-RA	DPOGS201277-PA
OG0005986	HEL_011149-RA	DPOGS207874-PA
OG0005987	HEL_013768-RA	DPOGS202527-PA
OG0005988	HEL_005793-RA	DPOGS208440-PA
OG0005989	HEL_012082-RA	DPOGS200914-PA
OG0005990	HEL_006038-RA	DPOGS204510-PA
OG0005991	HEL_002369-RA	DPOGS201278-PA
OG0005992	HEL_013769-RA	DPOGS202505-PA
OG0005993	HEL_012083-RA	DPOGS200913-PA
OG0005995	HEL_012211-RA	DPOGS207821-PA
OG0005996	HEL_002370-RA	DPOGS201352-PA
OG0005997	HEL_011147-RA	DPOGS207873-PA
OG0005998	HEL_000854-RA	DPOGS213575-PA
OG0005999	HEL_001642-RA	DPOGS213072-PA
OG0006000	HEL_004924-RA	DPOGS213483-PA
OG0006001	HEL_002372-RA	DPOGS201348-PA
OG0006002	HEL_005792-RA	DPOGS208439-PA
OG0006003	HEL_012084-RA	DPOGS200893-PA
OG0006004	HEL_001641-RA	DPOGS213073-PA
OG0006005	HEL_005111-RA	DPOGS214716-PA
OG0006006	HEL_001640-RA	DPOGS213128-PA
OG0006007	HEL_005112-RA	DPOGS214733-PA
OG0006008	HEL_006035-RA	DPOGS204509-PA
OG0006009	HEL_012085-RA	DPOGS200894-PA
OG0006010	HEL_011146-RA	DPOGS207871-PA
OG0006011	HEL_013687-RA	DPOGS215352-PA, DPOGS215353-PA
OG0006012	HEL_008831-RA	DPOGS211939-PA
OG0006013	HEL_005116-RA	DPOGS214719-PA
OG0006014	HEL_011145-RA	DPOGS207890-PA
OG0006015	HEL_011144-RA	DPOGS207891-PA
OG0006016	HEL_013264-RA, HEL_013263-RA	DPOGS215890-PA
OG0006017	HEL_009412-RA	DPOGS205911-PA
OG0006018	HEL_009411-RA	DPOGS205904-PA
OG0006019	HEL_008020-RA	DPOGS208542-PA
OG0006020	HEL_011142-RA	DPOGS207892-PA
OG0006021	HEL_004633-RA	DPOGS208627-PA
OG0006022	HEL_001962-RA	DPOGS204673-PA
OG0006023	HEL_009150-RA	DPOGS201952-PA
OG0006024	HEL_001964-RA, HEL_001963-RA	DPOGS204674-PA
OG0006025	HEL_009151-RA	DPOGS201945-PA
OG0006026	HEL_013267-RA	DPOGS215891-PA
OG0006027	HEL_011141-RA	DPOGS207868-PA
OG0006028	HEL_008024-RA	DPOGS208543-PA
OG0006029	HEL_001965-RA	DPOGS204675-PA
OG0006030	HEL_004609-RA	DPOGS215444-PA
OG0006031	HEL_008026-RA	DPOGS208497-PA
OG0006032	HEL_005788-RA	DPOGS208430-PA
OG0006033	HEL_001968-RA	DPOGS204676-PA
OG0006034	HEL_001969-RA	DPOGS204688-PA
OG0006035	HEL_001970-RA, HEL_001971-RA	DPOGS204687-PA
OG0006036	HEL_013961-RA	DPOGS212945-PA
OG0006037	HEL_013776-RA	DPOGS202501-PA
OG0006038	HEL_009830-RA	DPOGS212338-PA
OG0006040	HEL_001975-RA	DPOGS204686-PA
OG0006041	HEL_004922-RA	DPOGS213486-PA
OG0006042	HEL_000379-RA	DPOGS216095-PA
OG0006043	HEL_002374-RA	DPOGS201279-PA
OG0006044	HEL_010696-RA	DPOGS209758-PA
OG0006045	HEL_004614-RA	DPOGS215437-PA
OG0006046	HEL_009910-RA	DPOGS201781-PA
OG0006047	HEL_001976-RA	DPOGS204678-PA
OG0006048	HEL_009911-RA	DPOGS201820-PA
OG0006049	HEL_012306-RA	DPOGS207895-PA
OG0006050	HEL_010698-RA	DPOGS209757-PA
OG0006051	HEL_005121-RA	DPOGS214730-PA
OG0006052	HEL_008030-RA	DPOGS208546-PA
OG0006053	HEL_009152-RA	DPOGS212891-PA
OG0006054	HEL_002621-RA	DPOGS215635-PA
OG0006055	HEL_006479-RA	DPOGS212191-PA
OG0006056	HEL_002623-RA	DPOGS215779-PA
OG0006057	HEL_013693-RA	DPOGS205374-PA
OG0006058	HEL_006480-RA	DPOGS214667-PA
OG0006059	HEL_001982-RA	DPOGS204681-PA
OG0006060	HEL_010700-RA	DPOGS209755-PA
OG0006061	HEL_004916-RA	DPOGS213471-PA
OG0006062	HEL_002380-RA	DPOGS201280-PA
OG0006063	HEL_006481-RA	DPOGS214668-PA
OG0006064	HEL_001984-RA	DPOGS204682-PA
OG0006065	HEL_001986-RA	DPOGS200951-PA
OG0006066	HEL_002383-RA	DPOGS201340-PA
OG0006067	HEL_002384-RA	DPOGS201282-PA
OG0006068	HEL_002385-RA	DPOGS201339-PA
OG0006069	HEL_010702-RA	DPOGS209764-PA
OG0006070	HEL_008032-RA	DPOGS208547-PA
OG0006071	HEL_006192-RA	DPOGS211277-PA
OG0006072	HEL_002386-RA	DPOGS201283-PA
OG0006073	HEL_002387-RA	DPOGS201338-PA
OG0006074	HEL_006191-RA	DPOGS211290-PA
OG0006075	HEL_002628-RA	DPOGS215633-PA
OG0006076	HEL_008829-RA	DPOGS211892-PA
OG0006077	HEL_001987-RA	DPOGS200956-PA
OG0006078	HEL_002630-RA	DPOGS215783-PA
OG0006080	HEL_013278-RA	DPOGS215882-PA
OG0006081	HEL_013540-RA	DPOGS212692-PA
OG0006082	HEL_008097-RA	DPOGS208491-PA
OG0006083	HEL_008096-RA	DPOGS208549-PA
OG0006084	HEL_008094-RA	DPOGS208550-PA
OG0006085	HEL_009155-RA	DPOGS208133-PA
OG0006086	HEL_004616-RA	DPOGS215447-PA
OG0006087	HEL_009157-RA	DPOGS208110-PA
OG0006088	HEL_010708-RA	DPOGS209767-PA
OG0006090	HEL_007966-RA	DPOGS208552-PA
OG0006091	HEL_005130-RA	DPOGS214619-PA
OG0006092	HEL_004617-RA	DPOGS215436-PA
OG0006093	HEL_002390-RA	DPOGS201285-PA
OG0006094	HEL_007963-RA	DPOGS208488-PA
OG0006095	HEL_005784-RA	DPOGS208435-PA
OG0006096	HEL_009405-RA	DPOGS205898-PA
OG0006097	HEL_001635-RA	DPOGS213076-PA
OG0006098	HEL_009404-RA	DPOGS205916-PA
OG0006099	HEL_012111-RA	DPOGS200916-PA
OG0006100	HEL_004908-RA	DPOGS213467-PA
OG0006101	HEL_002632-RA	DPOGS215784-PA
OG0006102	HEL_007962-RA	DPOGS208487-PA
OG0006103	HEL_006493-RA	DPOGS214661-PA
OG0006104	HEL_009403-RA	DPOGS205897-PA
OG0006105	HEL_009402-RA	DPOGS205917-PA
OG0006106	HEL_009790-RA	DPOGS214803-PA
OG0006107	HEL_013782-RA	DPOGS204816-PA
OG0006108	HEL_010807-RA	DPOGS203198-PA
OG0006109	HEL_002393-RA	DPOGS201287-PA
OG0006110	HEL_002394-RA	DPOGS201326-PA
OG0006111	HEL_002634-RA	DPOGS215786-PA
OG0006112	HEL_000376-RA	DPOGS216135-PA
OG0006113	HEL_009401-RA	DPOGS205894-PA
OG0006114	HEL_010711-RA	DPOGS200811-PA
OG0006115	HEL_001626-RA	DPOGS213083-PA
OG0006116	HEL_007956-RA	DPOGS208485-PA
OG0006117	HEL_009399-RA	DPOGS205918-PA
OG0006118	HEL_008823-RA	DPOGS211886-PA
OG0006119	HEL_006497-RA	DPOGS214658-PA
OG0006120	HEL_008822-RA	DPOGS211885-PA
OG0006121	HEL_009391-RA	DPOGS203243-PA
OG0006122	HEL_009398-RA	DPOGS206525-PA
OG0006123	HEL_006499-RA	DPOGS214677-PA
OG0006124	HEL_007952-RA	DPOGS208484-PA
OG0006125	HEL_013297-RA	DPOGS215911-PA
OG0006126	HEL_010715-RA	DPOGS200812-PA
OG0006127	HEL_002638-RA	DPOGS203783-PA
OG0006128	HEL_006500-RA	DPOGS214657-PA
OG0006129	HEL_012304-RA	DPOGS207899-PA
OG0006130	HEL_004619-RA	DPOGS215449-PA
OG0006131	HEL_001991-RA	DPOGS207317-PA
OG0006132	HEL_000556-RA	DPOGS203864-PA
OG0006133	HEL_001622-RA	DPOGS213084-PA
OG0006134	HEL_006501-RA	DPOGS214678-PA
OG0006135	HEL_001623-RA	DPOGS213116-PA
OG0006136	HEL_001621-RA	DPOGS213085-PA
OG0006137	HEL_007943-RA	DPOGS208481-PA
OG0006138	HEL_013711-RA	DPOGS205191-PA
OG0006139	HEL_007944-RA	DPOGS208559-PA
OG0006140	HEL_000931-RA	DPOGS213511-PA
OG0006141	HEL_009297-RA	DPOGS209856-PA
OG0006142	HEL_006505-RA	DPOGS215938-PA
OG0006143	HEL_012113-RA	DPOGS201363-PA
OG0006144	HEL_001992-RA	DPOGS208189-PA
OG0006145	HEL_000930-RA	DPOGS213512-PA
OG0006146	HEL_005140-RA	DPOGS214598-PA
OG0006147	HEL_004905-RA	DPOGS213496-PA
OG0006148	HEL_005141-RA	DPOGS214597-PA
OG0006149	HEL_010719-RA	DPOGS201681-PA
OG0006150	HEL_013705-RA	DPOGS205371-PA
OG0006151	HEL_002640-RA	DPOGS203784-PA
OG0006152	HEL_008810-RA	DPOGS211881-PA
OG0006153	HEL_001618-RA	DPOGS213115-PA
OG0006154	HEL_002641-RA	DPOGS203721-PA
OG0006156	HEL_002642-RA	DPOGS203724-PA
OG0006157	HEL_009308-RA	DPOGS210258-PA
OG0006159	HEL_002643-RA	DPOGS203782-PA
OG0006160	HEL_004900-RA	DPOGS213498-PA
OG0006161	HEL_000923-RA, HEL_000922-RA	DPOGS213514-PA
OG0006162	HEL_002645-RA	DPOGS203781-PA
OG0006163	HEL_008807-RA	DPOGS211879-PA
OG0006164	HEL_002646-RA	DPOGS203726-PA
OG0006165	HEL_002402-RA	DPOGS201324-PA
OG0006166	HEL_008806-RA	DPOGS211944-PA
OG0006167	HEL_002403-RA	DPOGS201292-PA
OG0006168	HEL_006513-RA	DPOGS215947-PA
OG0006169	HEL_005145-RA	DPOGS214625-PA
OG0006170	HEL_004898-RA	DPOGS213460-PA
OG0006171	HEL_009309-RA	DPOGS210279-PA
OG0006172	HEL_006515-RA	DPOGS215933-PA
OG0006173	HEL_000370-RA	DPOGS213246-PA
OG0006174	HEL_013220-RA	DPOGS201366-PA
OG0006175	HEL_002406-RA	DPOGS211124-PA
OG0006176	HEL_009313-RA	DPOGS210277-PA
OG0006177	HEL_002407-RA	DPOGS211177-PA
OG0006178	HEL_013221-RA	DPOGS201386-PA
OG0006179	HEL_013796-RA	DPOGS204811-PA
OG0006180	HEL_004622-RA	DPOGS208166-PA
OG0006182	HEL_009390-RA	DPOGS203246-PA
OG0006183	HEL_009317-RA	DPOGS210276-PA
OG0006184	HEL_009389-RA	DPOGS203242-PA
OG0006185	HEL_001995-RA	DPOGS208169-PA
OG0006186	HEL_009319-RA	DPOGS210275-PA
OG0006187	HEL_002410-RA	DPOGS211122-PA
OG0006188	HEL_013223-RA	DPOGS201385-PA
OG0006189	HEL_001614-RA	DPOGS213112-PA
OG0006190	HEL_004896-RA	DPOGS213456-PA
OG0006191	HEL_001997-RA	DPOGS208187-PA
OG0006192	HEL_005161-RA	DPOGS214589-PA
OG0006193	HEL_001998-RA	DPOGS208170-PA
OG0006194	HEL_009169-RA	DPOGS208114-PA
OG0006195	HEL_013226-RA	DPOGS201368-PA
OG0006197	HEL_009170-RA	DPOGS208115-PA
OG0006198	HEL_004320-RA	DPOGS211009-PA
OG0006199	HEL_009382-RA	DPOGS203248-PA
OG0006200	HEL_010727-RA	DPOGS201664-PA
OG0006201	HEL_009381-RA	DPOGS203240-PA
OG0006202	HEL_000917-RA	DPOGS213615-PA
OG0006203	HEL_000561-RA	DPOGS203643-PA
OG0006204	HEL_008800-RA	DPOGS211875-PA
OG0006205	HEL_004318-RA	DPOGS210956-PA
OG0006206	HEL_002002-RA	DPOGS208185-PA
OG0006207	HEL_002004-RA	DPOGS208174-PA
OG0006208	HEL_008798-RA	DPOGS211947-PA
OG0006209	HEL_013316-RA	DPOGS215873-PA
OG0006210	HEL_008797-RA	DPOGS211874-PA
OG0006211	HEL_006180-RA	DPOGS211283-PA
OG0006212	HEL_000911-RA	DPOGS213611-PA
OG0006213	HEL_008795-RA	DPOGS211948-PA
OG0006214	HEL_000910-RA	DPOGS213520-PA
OG0006215	HEL_010730-RA	DPOGS206472-PA
OG0006216	HEL_002006-RA	DPOGS208175-PA
OG0006217	HEL_000909-RA	DPOGS213610-PA
OG0006218	HEL_009172-RA	DPOGS208117-PA
OG0006219	HEL_008796-RA	DPOGS211873-PA
OG0006220	HEL_000908-RA	DPOGS213521-PA
OG0006221	HEL_004894-RA	DPOGS211745-PA
OG0006222	HEL_008789-RA	DPOGS211870-PA
OG0006223	HEL_009175-RA	DPOGS208119-PA
OG0006224	HEL_012302-RA	DPOGS206658-PA
OG0006225	HEL_009174-RA	DPOGS208127-PA
OG0006226	HEL_013318-RA	DPOGS211998-PA
OG0006227	HEL_009176-RA	DPOGS208120-PA
OG0006228	HEL_000907-RA	DPOGS213609-PA
OG0006229	HEL_000906-RA	DPOGS213523-PA
OG0006230	HEL_004890-RA	DPOGS211743-PA
OG0006231	HEL_013319-RA	DPOGS215870-PA
OG0006232	HEL_001610-RA	DPOGS213111-PA
OG0006233	HEL_006528-RA	DPOGS210451-PA
OG0006234	HEL_010732-RA	DPOGS206473-PA
OG0006235	HEL_013797-RA	DPOGS204826-PA
OG0006236	HEL_001609-RA	DPOGS213092-PA
OG0006238	HEL_010734-RA	DPOGS206449-PA
OG0006239	HEL_004317-RA	DPOGS211010-PA
OG0006240	HEL_002008-RA	DPOGS208183-PA
OG0006241	HEL_008784-RA	DPOGS211952-PA
OG0006242	HEL_001608-RA	DPOGS213110-PA
OG0006243	HEL_008783-RA	DPOGS211953-PA
OG0006244	HEL_004316-RA	DPOGS210955-PA
OG0006245	HEL_009378-RA	DPOGS203238-PA
OG0006246	HEL_001607-RA	DPOGS213093-PA
OG0006247	HEL_014529-RA	DPOGS205239-PA
OG0006248	HEL_009178-RA	DPOGS208125-PA
OG0006249	HEL_009646-RA	DPOGS201373-PA
OG0006250	HEL_013320-RA	DPOGS215921-PA
OG0006252	HEL_000899-RA	DPOGS213607-PA
OG0006253	HEL_009179-RA	DPOGS213822-PA
OG0006254	HEL_013992-RA	DPOGS203171-PA
OG0006255	HEL_001599-RA	DPOGS213104-PA
OG0006256	HEL_004313-RA	DPOGS211012-PA
OG0006257	HEL_013991-RA	DPOGS203201-PA
OG0006258	HEL_007930-RA	DPOGS208475-PA
OG0006259	HEL_012143-RA	DPOGS207790-PA
OG0006260	HEL_013990-RA	DPOGS203170-PA
OG0006261	HEL_002655-RA	DPOGS215805-PA
OG0006262	HEL_013324-RA	DPOGS215923-PA
OG0006263	HEL_012142-RA	DPOGS207772-PA
OG0006264	HEL_007926-RA	DPOGS208567-PA
OG0006265	HEL_013988-RA	DPOGS203169-PA
OG0006266	HEL_004311-RA	DPOGS211014-PA
OG0006267	HEL_000894-RA	DPOGS213604-PA
OG0006268	HEL_012322-RA	DPOGS214863-PA
OG0006269	HEL_004309-RA	DPOGS210951-PA
OG0006270	HEL_009375-RA	DPOGS203237-PA
OG0006271	HEL_007925-RA	DPOGS208569-PA
OG0006272	HEL_006175-RA	DPOGS201246-PA
OG0006273	HEL_001596-RA	DPOGS213102-PA
OG0006274	HEL_001595-RA	DPOGS213097-PA
OG0006275	HEL_007923-RA	DPOGS208470-PA
OG0006276	HEL_013981-RA	DPOGS203167-PA
OG0006277	HEL_002421-RA	DPOGS211186-PA
OG0006278	HEL_007921-RA	DPOGS208468-PA
OG0006279	HEL_007920-RA	DPOGS208571-PA
OG0006280	HEL_004882-RA	DPOGS213415-PA
OG0006281	HEL_010051-RA	DPOGS203441-PA
OG0006282	HEL_002662-RA	DPOGS215608-PA
OG0006283	HEL_013978-RA, HEL_013977-RA	DPOGS209232-PA
OG0006284	HEL_010052-RA	DPOGS203440-PA
OG0006285	HEL_011535-RA	DPOGS204808-PA
OG0006286	HEL_007916-RA	DPOGS208572-PA
OG0006287	HEL_002664-RA	DPOGS215609-PA
OG0006288	HEL_009373-RA	DPOGS203235-PA
OG0006289	HEL_011536-RA	DPOGS204832-PA
OG0006290	HEL_004304-RA	DPOGS211020-PA
OG0006291	HEL_002422-RA	DPOGS211116-PA
OG0006292	HEL_009641-RA	DPOGS209689-PA
OG0006293	HEL_006172-RA	DPOGS201239-PA
OG0006294	HEL_009338-RA	DPOGS200233-PA
OG0006295	HEL_002423-RA	DPOGS211115-PA
OG0006296	HEL_009181-RA	DPOGS213794-PA
OG0006297	HEL_009182-RA	DPOGS213820-PA
OG0006298	HEL_002424-RA	DPOGS211114-PA
OG0006299	HEL_009184-RA	DPOGS213795-PA
OG0006300	HEL_002671-RA	DPOGS215611-PA
OG0006301	HEL_006541-RA	DPOGS215931-PA
OG0006303	HEL_006169-RA	DPOGS201238-PA
OG0006304	HEL_002425-RA	DPOGS211113-PA
OG0006305	HEL_004877-RA	DPOGS213429-PA
OG0006306	HEL_002426-RA	DPOGS211189-PA
OG0006307	HEL_008773-RA	DPOGS211966-PA
OG0006308	HEL_007909-RA	DPOGS208465-PA
OG0006310	HEL_006543-RA	DPOGS215948-PA
OG0006311	HEL_008770-RA	DPOGS211860-PA
OG0006312	HEL_008769-RA	DPOGS211859-PA
OG0006313	HEL_002677-RA	DPOGS215800-PA
OG0006315	HEL_006544-RA	DPOGS210435-PA
OG0006316	HEL_001590-RA	DPOGS213098-PA
OG0006317	HEL_002678-RA	DPOGS215614-PA
OG0006318	HEL_012977-RA	DPOGS209100-PA
OG0006319	HEL_002429-RA	DPOGS211191-PA
OG0006320	HEL_006545-RA	DPOGS210460-PA
OG0006321	HEL_012979-RA	DPOGS209101-PA
OG0006322	HEL_002431-RA	DPOGS211112-PA
OG0006324	HEL_012132-RA	DPOGS207780-PA
OG0006325	HEL_002435-RA	DPOGS211193-PA
OG0006326	HEL_002436-RA	DPOGS211110-PA
OG0006327	HEL_000593-RA	DPOGS212479-PA
OG0006328	HEL_002679-RA	DPOGS215617-PA
OG0006329	HEL_002437-RA	DPOGS211194-PA
OG0006330	HEL_012980-RA	DPOGS208106-PA
OG0006331	HEL_012300-RA	DPOGS206649-PA
OG0006332	HEL_005750-RA	DPOGS215464-PA
OG0006333	HEL_012981-RA	DPOGS208107-PA
OG0006334	HEL_005749-RA	DPOGS215486-PA
OG0006335	HEL_005748-RA	DPOGS215463-PA
OG0006336	HEL_014433-RA	DPOGS215864-PA
OG0006338	HEL_010059-RA	DPOGS203437-PA
OG0006339	HEL_005176-RA	DPOGS204167-PA
OG0006341	HEL_000893-RA	DPOGS213530-PA
OG0006342	HEL_002438-RA	DPOGS211109-PA
OG0006343	HEL_002683-RA	DPOGS215619-PA
OG0006344	HEL_002440-RA	DPOGS211108-PA
OG0006345	HEL_009640-RA	DPOGS209666-PA
OG0006346	HEL_000891-RA	DPOGS213531-PA
OG0006347	HEL_005746-RA	DPOGS215461-PA
OG0006348	HEL_005178-RA	DPOGS204171-PA
OG0006349	HEL_009345-RA	DPOGS200250-PA
OG0006350	HEL_000890-RA	DPOGS213532-PA
OG0006351	HEL_009188-RA	DPOGS213815-PA
OG0006352	HEL_005743-RA	DPOGS215459-PA
OG0006353	HEL_006553-RA	DPOGS210430-PA
OG0006354	HEL_000598-RA	DPOGS212478-PA
OG0006355	HEL_009346-RA	DPOGS200249-PA
OG0006356	HEL_012293-RA	DPOGS206662-PA
OG0006357	HEL_009637-RA	DPOGS209688-PA
OG0006358	HEL_012130-RA	DPOGS207778-PA
OG0006359	HEL_014116-RA	DPOGS210505-PA
OG0006360	HEL_004605-RA	DPOGS216188-PA
OG0006361	HEL_012291-RA	DPOGS206646-PA
OG0006362	HEL_013675-RA	DPOGS215356-PA
OG0006363	HEL_014436-RA	DPOGS215861-PA
OG0006364	HEL_009348-RA	DPOGS200238-PA
OG0006365	HEL_013676-RA	DPOGS215363-PA
OG0006366	HEL_012128-RA	DPOGS212299-PA
OG0006367	HEL_007900-RA	DPOGS208460-PA
OG0006368	HEL_002686-RA	DPOGS215796-PA
OG0006370	HEL_004864-RA	DPOGS213421-PA
OG0006371	HEL_006164-RA	DPOGS201252-PA
OG0006372	HEL_009636-RA	DPOGS209687-PA
OG0006373	HEL_005738-RA	DPOGS215494-PA
OG0006374	HEL_006163-RA	DPOGS201232-PA
OG0006375	HEL_006560-RA, HEL_006559-RA	DPOGS210470-PA
OG0006376	HEL_005733-RA	DPOGS215495-PA
OG0006377	HEL_004861-RA	DPOGS212221-PA
OG0006378	HEL_005735-RA	DPOGS215457-PA
OG0006379	HEL_013679-RA	DPOGS200585-PA
OG0006380	HEL_006562-RA	DPOGS210427-PA
OG0006381	HEL_012290-RA	DPOGS206663-PA
OG0006382	HEL_012288-RA	DPOGS206664-PA
OG0006383	HEL_009189-RA	DPOGS213812-PA
OG0006384	HEL_009354-RA	DPOGS200240-PA
OG0006385	HEL_005827-RA	DPOGS216064-PA
OG0006386	HEL_012286-RA	DPOGS206665-PA
OG0006387	HEL_010063-RA	DPOGS203435-PA
OG0006388	HEL_009356-RA	DPOGS200241-PA
OG0006389	HEL_010064-RA	DPOGS203097-PA
OG0006390	HEL_006563-RA	DPOGS210471-PA
OG0006391	HEL_005830-RA	DPOGS216043-PA
OG0006392	HEL_000609-RA	DPOGS212469-PA
OG0006393	HEL_012280-RA	DPOGS206643-PA
OG0006394	HEL_009190-RA	DPOGS213797-PA
OG0006395	HEL_012278-RA	DPOGS206642-PA
OG0006396	HEL_009193-RA	DPOGS213810-PA
OG0006397	HEL_006161-RA	DPOGS201230-PA
OG0006398	HEL_006564-RA	DPOGS210425-PA
OG0006399	HEL_006160-RA	DPOGS201229-PA
OG0006400	HEL_005833-RA	DPOGS216067-PA
OG0006401	HEL_006566-RA	DPOGS210474-PA
OG0006402	HEL_008760-RA	DPOGS211975-PA
OG0006403	HEL_005834-RA	DPOGS216068-PA
OG0006404	HEL_008757-RA	DPOGS211976-PA
OG0006405	HEL_005835-RA	DPOGS216038-PA
OG0006406	HEL_001578-RA	DPOGS204383-PA
OG0006407	HEL_002445-RA	DPOGS211106-PA
OG0006408	HEL_008756-RA	DPOGS211847-PA
OG0006409	HEL_014441-RA, HEL_014440-RA	DPOGS215856-PA
OG0006410	HEL_008753-RA	DPOGS211845-PA
OG0006411	HEL_002446-RA	DPOGS211201-PA
OG0006412	HEL_007898-RA	DPOGS208579-PA
OG0006413	HEL_000884-RA	DPOGS213594-PA
OG0006414	HEL_008752-RA	DPOGS211979-PA
OG0006415	HEL_005181-RA	DPOGS204182-PA
OG0006416	HEL_007897-RA	DPOGS208580-PA
OG0006417	HEL_000347-RA	DPOGS213240-PA
OG0006418	HEL_009358-RA	DPOGS206187-PA
OG0006419	HEL_008748-RA	DPOGS216013-PA
OG0006420	HEL_005836-RA	DPOGS216069-PA
OG0006422	HEL_009360-RA	DPOGS206185-PA
OG0006423	HEL_000612-RA	DPOGS212526-PA
OG0006424	HEL_004296-RA	DPOGS211024-PA
OG0006425	HEL_002916-RA	DPOGS201762-PA
OG0006426	HEL_006157-RA	DPOGS201226-PA
OG0006427	HEL_002912-RA	DPOGS201761-PA
OG0006428	HEL_006568-RA	DPOGS210424-PA
OG0006429	HEL_005646-RA	DPOGS209193-PA
OG0006431	HEL_005645-RA	DPOGS209150-PA
OG0006432	HEL_002909-RA	DPOGS201745-PA
OG0006433	HEL_012723-RA	DPOGS200442-PA
OG0006434	HEL_004668-RA	DPOGS208606-PA
OG0006435	HEL_005186-RA	DPOGS204181-PA
OG0006436	HEL_012721-RA	DPOGS200411-PA
OG0006437	HEL_006572-RA, HEL_006571-RA	DPOGS210423-PA
OG0006438	HEL_000882-RA	DPOGS213538-PA
OG0006439	HEL_002023-RA	DPOGS207335-PA
OG0006440	HEL_012720-RA	DPOGS200441-PA
OG0006441	HEL_012719-RA	DPOGS200412-PA
OG0006442	HEL_006575-RA	DPOGS210419-PA
OG0006443	HEL_002452-RA, HEL_002453-RA	DPOGS211207-PA
OG0006444	HEL_008742-RA	DPOGS215972-PA
OG0006446	HEL_012718-RA	DPOGS200440-PA
OG0006447	HEL_008741-RA	DPOGS215996-PA
OG0006448	HEL_000613-RA	DPOGS212527-PA
OG0006449	HEL_005639-RA	DPOGS209152-PA
OG0006452	HEL_000875-RA	DPOGS213539-PA
OG0006453	HEL_002454-RA	DPOGS211104-PA
OG0006454	HEL_002456-RA	DPOGS211208-PA
OG0006455	HEL_014446-RA	DPOGS215853-PA
OG0006456	HEL_011539-RA	DPOGS205400-PA
OG0006457	HEL_006583-RA	DPOGS210417-PA
OG0006458	HEL_002903-RA	DPOGS201750-PA
