Orthogroup	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene
OG0005113	HEL_002053-RA	HMEL008865g1.t1
OG0005114	HEL_012651-RA	HMEL035409g1.t1
OG0005115	HEL_002055-RA	HMEL008867g1.t1
OG0005116	HEL_012552-RA	HMEL017075g1.t1
OG0005117	HEL_005296-RA	HMEL010068g1.t1
OG0005118	HEL_005288-RA	HMEL010066g1.t1
OG0005119	HEL_002253-RA	HMEL013292g1.t1
OG0005120	HEL_005287-RA	HMEL010065g1.t1
OG0005121	HEL_002254-RA	HMEL013293g1.t1
OG0005122	HEL_005285-RA	HMEL010064g1.t1
OG0005123	HEL_010182-RA	HMEL034911g1.t1
OG0005124	HEL_002213-RA	HMEL004282g1.t1
OG0005125	HEL_002061-RA	HMEL008869g1.t1
OG0005126	HEL_003358-RA	HMEL014500g1.t1
OG0005127	HEL_003357-RA	HMEL014499g1.t1
OG0005128	HEL_011671-RA	HMEL010800g1.t1
OG0005129	HEL_002257-RA	HMEL013296g1.t1
OG0005130	HEL_012398-RA	HMEL009009g1.t1
OG0005131	HEL_005284-RA	HMEL010062g1.t1
OG0005132	HEL_007601-RA	HMEL031782g1.t1
OG0005135	HEL_005282-RA, HEL_005281-RA	HMEL010061g1.t1
OG0005136	HEL_007600-RA	HMEL002979g1.t1
OG0005137	HEL_003500-RA	HMEL031513g1.t1
OG0005138	HEL_003501-RA	HMEL031514g1.t1
OG0005139	HEL_005279-RA	HMEL010058g1.t1
OG0005140	HEL_004057-RA	HMEL034030g1.t1
OG0005141	HEL_010183-RA	HMEL034912g1.t1
OG0005142	HEL_002258-RA	HMEL013297g1.t1
OG0005143	HEL_005278-RA	HMEL010056g1.t1
OG0005144	HEL_010184-RA	HMEL034913g1.t1
OG0005145	HEL_002259-RA	HMEL013298g1.t1
OG0005146	HEL_014466-RA	HMEL032400g1.t1
OG0005148	HEL_001722-RA	HMEL004192g1.t1
OG0005149	HEL_003503-RA	HMEL017118g1.t1
OG0005150	HEL_010496-RA	HMEL007243g1.t1
OG0005151	HEL_002261-RA	HMEL013300g1.t1
OG0005152	HEL_003504-RA	HMEL017117g1.t1
OG0005153	HEL_010189-RA	HMEL014696g1.t1
OG0005154	HEL_008916-RA	HMEL011711g1.t1
OG0005155	HEL_005096-RA	HMEL037840g1.t1
OG0005156	HEL_013237-RA	HMEL011795g1.t1
OG0005157	HEL_012402-RA	HMEL009012g1.t1
OG0005158	HEL_005098-RA	HMEL006007g1.t1
OG0005159	HEL_010507-RA	HMEL003614g1.t1
OG0005160	HEL_012403-RA	HMEL009013g1.t1
OG0005161	HEL_008915-RA	HMEL011710g1.t1
OG0005162	HEL_010191-RA	HMEL014698g1.t1
OG0005163	HEL_013236-RA	HMEL011794g1.t1
OG0005165	HEL_010192-RA	HMEL014699g1.t1
OG0005166	HEL_002263-RA	HMEL002857g1.t1
OG0005167	HEL_010509-RA	HMEL017007g1.t1
OG0005168	HEL_003979-RA	HMEL014521g1.t1
OG0005170	HEL_003978-RA	HMEL033985g1.t1
OG0005171	HEL_011668-RA	HMEL010793g1.t1
OG0005172	HEL_001727-RA	HMEL004188g1.t1
OG0005173	HEL_005275-RA	HMEL004133g1.t1
OG0005174	HEL_005101-RA	HMEL006004g1.t1
OG0005175	HEL_004066-RA	HMEL014820g1.t1, HMEL008719g1.t1
OG0005176	HEL_012404-RA	HMEL009014g1.t1
OG0005178	HEL_000467-RA	HMEL014620g1.t1
OG0005179	HEL_005103-RA	HMEL010925g1.t1
OG0005180	HEL_000752-RA	HMEL005126g1.t1
OG0005181	HEL_007728-RA	HMEL015911g1.t1
OG0005182	HEL_010195-RA	HMEL011816g1.t1
OG0005183	HEL_012408-RA	HMEL009018g1.t1
OG0005184	HEL_010196-RA	HMEL011817g1.t1
OG0005186	HEL_005410-RA	HMEL004315g1.t1
OG0005187	HEL_002217-RA	HMEL010948g1.t1
OG0005188	HEL_013217-RA	HMEL009555g1.t1
OG0005189	HEL_010198-RA	HMEL011819g1.t1
OG0005191	HEL_005583-RA	HMEL002553g1.t1
OG0005193	HEL_008899-RA	HMEL011697g1.t1
OG0005194	HEL_000755-RA	HMEL005129g1.t1
OG0005195	HEL_010130-RA	HMEL013068g1.t1
OG0005197	HEL_012411-RA	HMEL009021g1.t1
OG0005199	HEL_000756-RA	HMEL005130g1.t1
OG0005201	HEL_000757-RA	HMEL005131g1.t1
OG0005202	HEL_012573-RA	HMEL036618g1.t1
OG0005203	HEL_001741-RA	HMEL015435g1.t1
OG0005204	HEL_001742-RA	HMEL031245g1.t1
OG0005207	HEL_013208-RA	HMEL009548g1.t1
OG0005208	HEL_004063-RA	HMEL034029g1.t1
OG0005209	HEL_010513-RA	HMEL034993g1.t1
OG0005210	HEL_000758-RA	HMEL037479g1.t1
OG0005211	HEL_012413-RA	HMEL009024g1.t1
OG0005212	HEL_012415-RA	HMEL009026g1.t1
OG0005214	HEL_013065-RA	HMEL010790g1.t1
OG0005215	HEL_012416-RA	HMEL030716g1.t1
OG0005216	HEL_001745-RA	HMEL015430g1.t1
OG0005217	HEL_004073-RA	HMEL014813g1.t1
OG0005218	HEL_004072-RA	HMEL034026g1.t1
OG0005219	HEL_010514-RA	HMEL034994g1.t1
OG0005221	HEL_013204-RA	HMEL009544g1.t1
OG0005222	HEL_010254-RA	HMEL032912g1.t1
OG0005224	HEL_003353-RA	HMEL014492g1.t1
OG0005225	HEL_007595-RA	HMEL031778g1.t1
OG0005228	HEL_003969-RA	HMEL033980g1.t1
OG0005229	HEL_007594-RA	HMEL031777g1.t1
OG0005230	HEL_008993-RA	HMEL002193g1.t1
OG0005231	HEL_000764-RA	HMEL037481g1.t1
OG0005232	HEL_013246-RA	HMEL015795g1.t1
OG0005233	HEL_008994-RA	HMEL008079g1.t1, HMEL008078g1.t1
OG0005234	HEL_007591-RA	HMEL015473g1.t1
OG0005235	HEL_005650-RA	HMEL016011g1.t1
OG0005236	HEL_007750-RA	HMEL004339g1.t1
OG0005237	HEL_007751-RA	HMEL004340g1.t1
OG0005238	HEL_007590-RA	HMEL015474g1.t1
OG0005239	HEL_003611-RA	HMEL004124g1.t1
OG0005240	HEL_005651-RA	HMEL016012g1.t1
OG0005241	HEL_007589-RA	HMEL015475g1.t1
OG0005242	HEL_011772-RA, HEL_011773-RA	HMEL022577g1.t1
OG0005243	HEL_001750-RA	HMEL015425g1.t1
OG0005244	HEL_001751-RA	HMEL015424g1.t1
OG0005245	HEL_007587-RA	HMEL015477g1.t1
OG0005246	HEL_003610-RA	HMEL004125g1.t1
OG0005247	HEL_005269-RA	HMEL017834g1.t1
OG0005248	HEL_007583-RA	HMEL015478g1.t1
OG0005249	HEL_005266-RA	HMEL017835g1.t1
OG0005250	HEL_007582-RA	HMEL015479g1.t1
OG0005251	HEL_013906-RA	HMEL014842g1.t1
OG0005252	HEL_014333-RA	HMEL002443g1.t1
OG0005253	HEL_001754-RA	HMEL015418g1.t1
OG0005254	HEL_011769-RA	HMEL037312g1.t1
OG0005255	HEL_001755-RA	HMEL015416g1.t1
OG0005256	HEL_007758-RA	HMEL004343g1.t1
OG0005257	HEL_005423-RA	HMEL005258-RA
OG0005258	HEL_014334-RA	HMEL014978g1.t1
OG0005259	HEL_001756-RA, HEL_001757-RA	HMEL015415g1.t1
OG0005260	HEL_007785-RA, HEL_007788-RA	HMEL009001g1.t1
OG0005261	HEL_005264-RA	HMEL017837g1.t1
OG0005262	HEL_005263-RA	HMEL017838g1.t1
OG0005263	HEL_003966-RA	HMEL033977g1.t1
OG0005264	HEL_001758-RA	HMEL015414g1.t1
OG0005265	HEL_003965-RA	HMEL005115g1.t1
OG0005266	HEL_013908-RA	HMEL006341-RA
OG0005267	HEL_001759-RA	HMEL015413g1.t1
OG0005268	HEL_014340-RA	HMEL032959g1.t1
OG0005269	HEL_008999-RA	HMEL008072g1.t1
OG0005270	HEL_001760-RA	HMEL015411g1.t1
OG0005272	HEL_001698-RA	HMEL015082g1.t1
OG0005273	HEL_008235-RA	HMEL003359g1.t1
OG0005274	HEL_008234-RA	HMEL020080g1.t1
OG0005275	HEL_007780-RA	HMEL007193g1.t1
OG0005276	HEL_009001-RA	HMEL008070g1.t1
OG0005277	HEL_011764-RA	HMEL003812g1.t1
OG0005278	HEL_003512-RA	HMEL020141g1.t1
OG0005279	HEL_005424-RA	HMEL034439g1.t1
OG0005280	HEL_013508-RA, HEL_013509-RA	HMEL003916g1.t1
OG0005281	HEL_009002-RA	HMEL011804g1.t1
OG0005282	HEL_009658-RA	HMEL007802g1.t1
OG0005283	HEL_007580-RA	HMEL004945g1.t1
OG0005284	HEL_002272-RA	HMEL015833g1.t1
OG0005285	HEL_008227-RA	HMEL014237g1.t1
OG0005286	HEL_003513-RA	HMEL012622g1.t1
OG0005287	HEL_009702-RA	HMEL005893g1.t1
OG0005291	HEL_005425-RA	HMEL004586g1.t1
OG0005293	HEL_003327-RA	HMEL012754g1.t1
OG0005294	HEL_010523-RA	HMEL017020g1.t1
OG0005295	HEL_007776-RA	HMEL008414g1.t1
OG0005296	HEL_012420-RA	HMEL009634g1.t1
OG0005297	HEL_003518-RA	HMEL012618g1.t1
OG0005298	HEL_001764-RA	HMEL015401g1.t1
OG0005299	HEL_009014-RA	HMEL011799g1.t1
OG0005300	HEL_012421-RA	HMEL030723g1.t1
OG0005302	HEL_003519-RA	HMEL012617g1.t1
OG0005303	HEL_005245-RA	HMEL003629g1.t1
OG0005304	HEL_005244-RA	HMEL003628g1.t1
OG0005305	HEL_011748-RA	HMEL009562g1.t1
OG0005306	HEL_009015-RA	HMEL017742g1.t1
OG0005307	HEL_005243-RA	HMEL003627g1.t1
OG0005308	HEL_005251-RA	HMEL003633g1.t1
OG0005309	HEL_011702-RA, HEL_011701-RA	HMEL017859g1.t1
OG0005310	HEL_009018-RA	HMEL017743g1.t1
OG0005311	HEL_011709-RA	HMEL016089g1.t1
OG0005312	HEL_002087-RA	HMEL030451g1.t1
OG0005314	HEL_009021-RA	HMEL007884-RA
OG0005315	HEL_000788-RA	HMEL008244g1.t1
OG0005316	HEL_000475-RA	HMEL017671g1.t1
OG0005317	HEL_013240-RA	HMEL017737g1.t1
OG0005318	HEL_011243-RA	HMEL003161g1.t1
OG0005319	HEL_012427-RA	HMEL009641g1.t1
OG0005320	HEL_010536-RA	HMEL017030g1.t1
OG0005321	HEL_005675-RA	HMEL016274g1.t1
OG0005322	HEL_010537-RA	HMEL017031g1.t1
OG0005323	HEL_013520-RA	HMEL011623g1.t1
OG0005324	HEL_010538-RA	HMEL017032g1.t1
OG0005325	HEL_008219-RA	HMEL032372g1.t1
OG0005326	HEL_013242-RA	HMEL035825g1.t1
OG0005327	HEL_013521-RA	HMEL011622g1.t1
OG0005328	HEL_001766-RA	HMEL015396g1.t1
OG0005330	HEL_005238-RA	HMEL034385g1.t1
OG0005331	HEL_008886-RA	HMEL017541g1.t1
OG0005332	HEL_005237-RA	HMEL016192g1.t1
OG0005333	HEL_010545-RA	HMEL017038g1.t1
OG0005334	HEL_008885-RA	HMEL017540g1.t1
OG0005335	HEL_008214-RA	HMEL006359g1.t1
OG0005336	HEL_008212-RA	HMEL006357g1.t1
OG0005337	HEL_008211-RA	HMEL006356g1.t1
OG0005338	HEL_003531-RA	HMEL012603g1.t1
OG0005339	HEL_013176-RA	HMEL004020g1.t1
OG0005340	HEL_003532-RA	HMEL012602g1.t1
OG0005341	HEL_000478-RA	HMEL014728g1.t1
OG0005342	HEL_000479-RA	HMEL014727g1.t1
OG0005343	HEL_011719-RA	HMEL016085g1.t1
OG0005344	HEL_013171-RA	HMEL036263g1.t1
OG0005345	HEL_014295-RA	HMEL011983g1.t1
OG0005346	HEL_000480-RA	HMEL007393g1.t1
OG0005349	HEL_010149-RA	HMEL005568g1.t1
OG0005350	HEL_000789-RA	HMEL011306g1.t1
OG0005351	HEL_011736-RA	HMEL004920g1.t1
OG0005352	HEL_011263-RA	HMEL016115g1.t1
OG0005353	HEL_000790-RA	HMEL037489g1.t1
OG0005355	HEL_005687-RA	HMEL036623g1.t1
OG0005356	HEL_001777-RA	HMEL010022g1.t1
OG0005357	HEL_014299-RA	HMEL013986g1.t1
OG0005358	HEL_005688-RA	HMEL016266g1.t1
OG0005359	HEL_014300-RA	HMEL013984g1.t1
OG0005360	HEL_003535-RA	HMEL012599g1.t1
OG0005362	HEL_013063-RA	HMEL010789g1.t1
OG0005363	HEL_004597-RA	HMEL005843g1.t1
OG0005364	HEL_014302-RA	HMEL032426g1.t1
OG0005365	HEL_010147-RA	HMEL035356g1.t1
OG0005366	HEL_014303-RA	HMEL013982g1.t1
OG0005367	HEL_011268-RA	HMEL016119g1.t1
OG0005368	HEL_003320-RA	HMEL031434g1.t1
OG0005370	HEL_003958-RA	HMEL033960g1.t1
OG0005371	HEL_007575-RA	HMEL031771g1.t1
OG0005372	HEL_011726-RA	HMEL016078g1.t1
OG0005373	HEL_005235-RA	HMEL016195g1.t1
OG0005374	HEL_013168-RA	HMEL004031g1.t1
OG0005375	HEL_012434-RA	HMEL009649g1.t1
OG0005376	HEL_013525-RA	HMEL011616g1.t1
OG0005377	HEL_005426-RA	HMEL004588g1.t1
OG0005378	HEL_003539-RA	HMEL012595g1.t1
OG0005379	HEL_005689-RA	HMEL016264g1.t1
OG0005380	HEL_013261-RA	HMEL035801g1.t1
OG0005381	HEL_005690-RA	HMEL016263g1.t1
OG0005382	HEL_011724-RA	HMEL016080g1.t1
OG0005383	HEL_003317-RA	HMEL002749g1.t1
OG0005384	HEL_002274-RA	HMEL015825g1.t1
OG0005385	HEL_005028-RA	HMEL031403g1.t1
OG0005386	HEL_013258-RA	HMEL009249g1.t1
OG0005387	HEL_012440-RA	HMEL009653g1.t1
OG0005388	HEL_010204-RA	HMEL005297g1.t1
OG0005389	HEL_011178-RA	HMEL004392g1.t1
OG0005390	HEL_003599-RA	HMEL005293g1.t1
OG0005391	HEL_003955-RA	HMEL002223g1.t1
OG0005392	HEL_005029-RA	HMEL031404g1.t1
OG0005393	HEL_003954-RA	HMEL002224g1.t1
OG0005394	HEL_007798-RA	HMEL008985g1.t1
OG0005395	HEL_005030-RA	HMEL031405g1.t1
OG0005396	HEL_011273-RA	HMEL016124g1.t1
OG0005397	HEL_000493-RA	HMEL010564g1.t1
OG0005398	HEL_005232-RA	HMEL016199g1.t1
OG0005399	HEL_002278-RA	HMEL015821g1.t1
OG0005400	HEL_005428-RA	HMEL004591g1.t1
OG0005401	HEL_005231-RA	HMEL016201g1.t1
OG0005402	HEL_010142-RA	HMEL005468g1.t1
OG0005403	HEL_002281-RA	HMEL015819g1.t1
OG0005404	HEL_005429-RA	HMEL004592g1.t1
OG0005405	HEL_003952-RA	HMEL002226g1.t1
OG0005406	HEL_012444-RA	HMEL009655g1.t1
OG0005407	HEL_009709-RA	HMEL036406g1.t1
OG0005408	HEL_003951-RA	HMEL033958g1.t1
OG0005409	HEL_005225-RA	HMEL016204g1.t1
OG0005410	HEL_011276-RA	HMEL016127g1.t1
OG0005411	HEL_003950-RA	HMEL002228g1.t1
OG0005412	HEL_003949-RA	HMEL002229g1.t1
OG0005413	HEL_002282-RA	HMEL015818g1.t1
OG0005414	HEL_010271-RA	HMEL032931g1.t1
OG0005415	HEL_011278-RA	HMEL016130g1.t1
OG0005416	HEL_003544-RA	HMEL012588g1.t1
OG0005417	HEL_003543-RA	HMEL012589g1.t1
OG0005419	HEL_005431-RA	HMEL004595g1.t1
OG0005420	HEL_011743-RA	HMEL004926g1.t1
OG0005421	HEL_005040-RA	HMEL016554g1.t1
OG0005422	HEL_010559-RA	HMEL017049g1.t1
OG0005423	HEL_011744-RA	HMEL004928g1.t1
OG0005424	HEL_003591-RA	HMEL002371g1.t1
OG0005425	HEL_005041-RA	HMEL016552g1.t1
OG0005426	HEL_013161-RA	HMEL017410g1.t1
OG0005427	HEL_007571-RA	HMEL031767g1.t1
OG0005428	HEL_009713-RA	HMEL007909g1.t1
OG0005429	HEL_006395-RA	HMEL010986g1.t1
OG0005430	HEL_010562-RA	HMEL017052g1.t1
OG0005431	HEL_010563-RA	HMEL017053g1.t1
OG0005432	HEL_005695-RA	HMEL016254g1.t1
OG0005433	HEL_008865-RA	HMEL017522g1.t1
OG0005434	HEL_005696-RA	HMEL016253g1.t1
OG0005436	HEL_013251-RA	HMEL013046g1.t1
OG0005438	HEL_012448-RA	HMEL009659g1.t1
OG0005440	HEL_011820-RA	HMEL003437g1.t1
OG0005441	HEL_010565-RA	HMEL017055g1.t1
OG0005442	HEL_012452-RA	HMEL022548g1.t1
OG0005443	HEL_001792-RA	HMEL004323g1.t1
OG0005444	HEL_010566-RA	HMEL017056g1.t1
OG0005446	HEL_001795-RA	HMEL011862g1.t1
OG0005447	HEL_001796-RA	HMEL011861g1.t1
OG0005448	HEL_010568-RA	HMEL017058g1.t1
OG0005449	HEL_001797-RA	HMEL011859g1.t1
OG0005450	HEL_002104-RA	HMEL010280g1.t1
OG0005451	HEL_011284-RA	HMEL016137g1.t1
OG0005452	HEL_010569-RA	HMEL017059g1.t1
OG0005453	HEL_003587-RA	HMEL037984g1.t1
OG0005454	HEL_011136-RA	HMEL007170g1.t1
OG0005455	HEL_009717-RA	HMEL007913g1.t1
OG0005456	HEL_009361-RA	HMEL010686g1.t1
OG0005457	HEL_002285-RA	HMEL015813g1.t1
OG0005458	HEL_010570-RA	HMEL017060g1.t1
OG0005459	HEL_003585-RA	HMEL037986g1.t1
OG0005460	HEL_005049-RA	HMEL016542g1.t1
OG0005461	HEL_012454-RA	HMEL030728g1.t1
OG0005462	HEL_005052-RA	HMEL005551g1.t1
OG0005463	HEL_005699-RA	HMEL016250g1.t1
OG0005464	HEL_003616-RA	HMEL038060g1.t1
OG0005465	HEL_005053-RA	HMEL005550g1.t1
OG0005466	HEL_003617-RA	HMEL038061g1.t1
OG0005467	HEL_005055-RA	HMEL005544g1.t1
OG0005468	HEL_010265-RA	HMEL003185g1.t1
OG0005469	HEL_006402-RA	HMEL032451g1.t1
OG0005470	HEL_011132-RA	HMEL007166g1.t1
OG0005471	HEL_006403-RA	HMEL032452g1.t1
OG0005473	HEL_010212-RA	HMEL013380g1.t1
OG0005474	HEL_010213-RA	HMEL013379-RA
OG0005475	HEL_009721-RA	HMEL016044g1.t1
OG0005476	HEL_006405-RA	HMEL013815g1.t1
OG0005477	HEL_005057-RA	HMEL005542g1.t1
OG0005478	HEL_003623-RA	HMEL038030g1.t1
OG0005479	HEL_010858-RA	HMEL016213g1.t1
OG0005480	HEL_000495-RA	HMEL010575g1.t1
OG0005481	HEL_005702-RA	HMEL016247g1.t1
OG0005482	HEL_005060-RA	HMEL005536g1.t1
OG0005483	HEL_003624-RA	HMEL009903g1.t1
OG0005484	HEL_004115-RA	HMEL008132g1.t1
OG0005485	HEL_010857-RA	HMEL016214g1.t1
OG0005486	HEL_003628-RA	HMEL009907g1.t1
OG0005487	HEL_001802-RA	HMEL008655g1.t1
OG0005488	HEL_005708-RA	HMEL008252g1.t1
OG0005489	HEL_002286-RA	HMEL015812g1.t1
OG0005490	HEL_006410-RA	HMEL032460g1.t1
OG0005491	HEL_000500-RA	HMEL032271g1.t1
OG0005492	HEL_001804-RA	HMEL008657g1.t1
OG0005493	HEL_001805-RA	HMEL008658g1.t1
OG0005494	HEL_001807-RA	HMEL008659g1.t1
OG0005495	HEL_011294-RA	HMEL009520g1.t1
OG0005497	HEL_007002-RA	HMEL002821g1.t1
OG0005498	HEL_011083-RA	HMEL012910g1.t1
OG0005499	HEL_010221-RA	HMEL034929g1.t1
OG0005500	HEL_003634-RA	HMEL022592-RA
OG0005501	HEL_005710-RA	HMEL008250g1.t1
OG0005502	HEL_003636-RA	HMEL009913g1.t1
OG0005503	HEL_011084-RA	HMEL012912g1.t1
OG0005504	HEL_010223-RA	HMEL005330g1.t1
OG0005505	HEL_003548-RA	HMEL002713g1.t1
OG0005506	HEL_005712-RA	HMEL008247g1.t1
OG0005507	HEL_003549-RA	HMEL002714g1.t1
OG0005508	HEL_010132-RA	HMEL013066g1.t1
OG0005509	HEL_005713-RA	HMEL008246g1.t1
OG0005510	HEL_002123-RA	HMEL009255g1.t1, HMEL009254g1.t1
OG0005511	HEL_010131-RA	HMEL013067g1.t1
OG0005512	HEL_011089-RA	HMEL012917g1.t1
OG0005514	HEL_006029-RA	HMEL011870g1.t1
OG0005515	HEL_002127-RA	HMEL009259g1.t1
OG0005516	HEL_010260-RA	HMEL006128g1.t1
OG0005517	HEL_005717-RA	HMEL004013g1.t1
OG0005518	HEL_010231-RA	HMEL004499g1.t1
OG0005520	HEL_009677-RA	HMEL010384g1.t1
OG0005521	HEL_002523-RA	HMEL004071g1.t1
OG0005522	HEL_002128-RA	HMEL009260-RA
OG0005523	HEL_009034-RA	HMEL012576g1.t1
OG0005524	HEL_011098-RA	HMEL012922g1.t1
OG0005525	HEL_002525-RA	HMEL004072g1.t1
OG0005526	HEL_010124-RA	HMEL013073g1.t1
OG0005527	HEL_009678-RA	HMEL010385g1.t1
OG0005529	HEL_011779-RA	HMEL014412g1.t1
OG0005530	HEL_003678-RA	HMEL038018g1.t1
OG0005531	HEL_003676-RA	HMEL007643g1.t1
OG0005532	HEL_011099-RA	HMEL036245g1.t1
OG0005533	HEL_003674-RA	HMEL007641g1.t1
OG0005534	HEL_003673-RA	HMEL007640g1.t1
OG0005535	HEL_011105-RA	HMEL012925g1.t1
OG0005536	HEL_005720-RA	HMEL008221g1.t1
OG0005537	HEL_002001-RA	HMEL030409g1.t1
OG0005538	HEL_011106-RA	HMEL012926g1.t1
OG0005539	HEL_004943-RA	HMEL004109g1.t1
OG0005540	HEL_011107-RA	HMEL012927g1.t1
OG0005541	HEL_011230-RA	HMEL008241g1.t1
OG0005542	HEL_011109-RA	HMEL012929g1.t1
OG0005543	HEL_010121-RA	HMEL014562g1.t1
OG0005544	HEL_009042-RA	HMEL012567g1.t1
OG0005545	HEL_003670-RA	HMEL007635g1.t1
OG0005546	HEL_003669-RA	HMEL038019g1.t1
OG0005547	HEL_005726-RA	HMEL003197g1.t1
OG0005548	HEL_000432-RA	HMEL032237g1.t1
OG0005549	HEL_011111-RA	HMEL010984g1.t1
OG0005550	HEL_011112-RA, HEL_011113-RA	HMEL010983g1.t1
OG0005551	HEL_006413-RA	HMEL020711g1.t1
OG0005552	HEL_002131-RA	HMEL009264g1.t1
OG0005553	HEL_002528-RA	HMEL004075g1.t1
OG0005555	HEL_002531-RA	HMEL004077g1.t1
OG0005556	HEL_004950-RA	HMEL013214g1.t1
OG0005557	HEL_008062-RA	HMEL034858g1.t1
OG0005558	HEL_008061-RA	HMEL034857g1.t1
OG0005559	HEL_008058-RA	HMEL034856g1.t1
OG0005560	HEL_013836-RA	HMEL037954g1.t1
OG0005561	HEL_006020-RA	HMEL006763-RA
OG0005562	HEL_002136-RA	HMEL009270g1.t1
OG0005563	HEL_011116-RA	HMEL036255g1.t1
OG0005564	HEL_002137-RA	HMEL009271g1.t1
OG0005565	HEL_002534-RA	HMEL004080g1.t1
OG0005566	HEL_013839-RA	HMEL037955g1.t1
OG0005567	HEL_013837-RA	HMEL004723g1.t1
OG0005568	HEL_001703-RA	HMEL015093g1.t1
OG0005569	HEL_013841-RA	HMEL004728g1.t1
OG0005570	HEL_011119-RA	HMEL008293g1.t1
OG0005571	HEL_010256-RA	HMEL021303g1.t1
OG0005572	HEL_011785-RA	HMEL022533g1.t1
OG0005574	HEL_013845-RA	HMEL004730g1.t1
OG0005575	HEL_010108-RA	HMEL020654g1.t1
OG0005576	HEL_011081-RA	HMEL012908g1.t1
OG0005577	HEL_011080-RA	HMEL012907g1.t1
OG0005578	HEL_011843-RA	HMEL006182g1.t1
OG0005579	HEL_008046-RA	HMEL020235g1.t1
OG0005580	HEL_011226-RA	HMEL011493g1.t1
OG0005581	HEL_011331-RA	HMEL011175g1.t1
OG0005582	HEL_013852-RA	HMEL037958g1.t1
OG0005583	HEL_010107-RA	HMEL035338g1.t1
OG0005584	HEL_002142-RA	HMEL003876-RA
OG0005586	HEL_004132-RA	HMEL010957g1.t1
OG0005587	HEL_013853-RA	HMEL004733g1.t1
OG0005588	HEL_002145-RA	HMEL003875g1.t1
OG0005589	HEL_011076-RA	HMEL012903g1.t1
OG0005590	HEL_006018-RA	HMEL006756g1.t1
OG0005591	HEL_013854-RA	HMEL004734g1.t1
OG0005592	HEL_002294-RA	HMEL017262g1.t1
OG0005593	HEL_002295-RA	HMEL017261g1.t1
OG0005594	HEL_002143-RA	HMEL003873g1.t1
OG0005595	HEL_008044-RA	HMEL034854g1.t1
OG0005596	HEL_006414-RA	HMEL032463g1.t1
OG0005597	HEL_002147-RA	HMEL030489g1.t1
OG0005598	HEL_011225-RA	HMEL011492g1.t1
OG0005599	HEL_011335-RA	HMEL011179g1.t1
OG0005600	HEL_000804-RA	HMEL037501g1.t1
OG0005601	HEL_009047-RA	HMEL012562g1.t1
OG0005602	HEL_011072-RA	HMEL036235g1.t1
OG0005603	HEL_011071-RA	HMEL011481g1.t1
OG0005604	HEL_011789-RA	HMEL022526g1.t1
OG0005605	HEL_011842-RA	HMEL006181g1.t1
OG0005606	HEL_011070-RA	HMEL011483g1.t1
OG0005607	HEL_002151-RA	HMEL003866g1.t1
OG0005609	HEL_009050-RA	HMEL012560g1.t1
OG0005611	HEL_009051-RA	HMEL012559g1.t1
OG0005612	HEL_011841-RA	HMEL006180g1.t1
OG0005613	HEL_004960-RA	HMEL013205g1.t1
OG0005614	HEL_009052-RA	HMEL012558g1.t1
OG0005615	HEL_000429-RA	HMEL032236g1.t1
OG0005616	HEL_000811-RA	HMEL011317g1.t1
OG0005617	HEL_009461-RA	HMEL032873g1.t1
OG0005619	HEL_009734-RA	HMEL012964g1.t1
OG0005620	HEL_007659-RA	HMEL009896g1.t1
OG0005621	HEL_011791-RA	HMEL014423g1.t1
OG0005622	HEL_005826-RA	HMEL036679g1.t1
OG0005624	HEL_005825-RA	HMEL036678g1.t1
OG0005626	HEL_011222-RA	HMEL011488g1.t1
OG0005627	HEL_011346-RA	HMEL011195g1.t1
OG0005628	HEL_008033-RA	HMEL034847g1.t1
OG0005629	HEL_014046-RA	HMEL009933g1.t1
OG0005630	HEL_005816-RA	HMEL015047g1.t1
OG0005631	HEL_000814-RA	HMEL037511g1.t1
OG0005632	HEL_010099-RA	HMEL035335g1.t1
OG0005633	HEL_003562-RA	HMEL002589g1.t1
OG0005634	HEL_000426-RA	HMEL016100g1.t1
OG0005635	HEL_013857-RA	HMEL005582g1.t1
OG0005636	HEL_014045-RA	HMEL033926g1.t1
OG0005637	HEL_006423-RA	HMEL032469g1.t1
OG0005639	HEL_014044-RA	HMEL033925g1.t1
OG0005640	HEL_014043-RA	HMEL033924g1.t1
OG0005641	HEL_006424-RA	HMEL009577g1.t1
OG0005642	HEL_014041-RA	HMEL009939g1.t1
OG0005643	HEL_014040-RA	HMEL009940g1.t1
OG0005644	HEL_011803-RA	HMEL014434g1.t1
OG0005645	HEL_006425-RA	HMEL009576g1.t1
OG0005646	HEL_011802-RA	HMEL014433g1.t1
OG0005647	HEL_014039-RA	HMEL009941g1.t1
OG0005648	HEL_014038-RA	HMEL009942g1.t1
OG0005649	HEL_000533-RA	HMEL011243g1.t1
OG0005650	HEL_009061-RA	HMEL012551g1.t1
OG0005651	HEL_004101-RA	HMEL008120g1.t1
OG0005652	HEL_009060-RA	HMEL012552g1.t1
OG0005654	HEL_010096-RA	HMEL003739g1.t1
OG0005655	HEL_009735-RA	HMEL008399g1.t1
OG0005656	HEL_002304-RA	HMEL017251g1.t1
OG0005657	HEL_004596-RA	HMEL005846g1.t1
OG0005658	HEL_009448-RA	HMEL007743g1.t1
OG0005659	HEL_006428-RA	HMEL032472g1.t1
