Orthogroup	Maniola_hyperantus	Bicyclus_anynana
OG0005363	XP_034836742.1	Bany_17489-RA
OG0005364	XP_034835657.1	Bany_11240-RA
OG0005365	XP_034828084.1	Bany_01041-RA
OG0005366	XP_034835682.1	Bany_11242-RA
OG0005367	XP_034838379.1	Bany_06631-RA
OG0005368	XP_034826026.1	Bany_01947-RA
OG0005369	XP_034832969.1	Bany_13151-RA
OG0005370	XP_034825500.1	Bany_05268-RA
OG0005371	XP_034824649.1	Bany_09985-RA
OG0005372	XP_034838774.1	Bany_16170-RA
OG0005373	XP_034829145.1	Bany_15571-RA
OG0005374	XP_034828697.1	Bany_10694-RA
OG0005375	XP_034834962.1	Bany_04436-RA
OG0005376	XP_034837211.1	Bany_17782-RA
OG0005377	XP_034837038.1	Bany_17493-RA
OG0005378	XP_034831917.1	Bany_08752-RA
OG0005379	XP_034834703.1	Bany_14380-RA
OG0005380	XP_034839250.1	Bany_07255-RA
OG0005381	XP_034834714.1	Bany_14381-RA
OG0005382	XP_034839006.1	Bany_16172-RA
OG0005383	XP_034826012.1	Bany_01953-RA
OG0005384	XP_034825320.1	Bany_03531-RA
OG0005385	XP_034826020.1	Bany_01954-RA
OG0005386	XP_034839150.1	Bany_07258-RA
OG0005387	XP_034834936.1	Bany_04439-RA
OG0005388	XP_034826769.1	Bany_05942-RA
OG0005389	XP_034838777.1	Bany_16174-RA
OG0005390	XP_034834254.1	Bany_09414-RA
OG0005391	XP_034825341.1	Bany_05274-RA
OG0005392	XP_034826009.1	Bany_01955-RA
OG0005393	XP_034825544.1	Bany_05276-RA
OG0005394	XP_034830176.1	Bany_11902-RA
OG0005395	XP_034826008.1	Bany_01957-RA
OG0005396	XP_034838470.1	Bany_06636-RA
OG0005397	XP_034836357.1	Bany_16544-RA
OG0005398	XP_034829170.1	Bany_15575-RA
OG0005399	XP_034828098.1	Bany_03536-RA
OG0005400	XP_034836844.1	Bany_17495-RA
OG0005401	XP_034829174.1	Bany_15577-RA
OG0005402	XP_034827720.1	Bany_01049-RA
OG0005403	XP_034828421.1	Bany_03537-RA
OG0005404	XP_034836691.1	Bany_17496-RA
OG0005405	XP_034825346.1	Bany_05279-RA
OG0005406	XP_034831524.1	Bany_04441-RA
OG0005407	XP_034833229.1	Bany_14968-RA
OG0005408	XP_034825345.1	Bany_05281-RA
OG0005409	XP_034829168.1	Bany_15580-RA
OG0005410	XP_034838459.1	Bany_06638-RA
OG0005411	XP_034825342.1	Bany_05282-RA
OG0005412	XP_034825349.1	Bany_05283-RA
OG0005413	XP_034827526.1	Bany_03538-RA
OG0005415	XP_034838489.1	Bany_06641-RA
OG0005416	XP_034832031.1	Bany_08764-RA
OG0005417	XP_034832252.1	Bany_08765-RA
OG0005418	XP_034835689.1	Bany_11266-RA
OG0005419	XP_034837015.1	Bany_17498-RA
OG0005420	XP_034838980.1	Bany_16179-RA
OG0005421	XP_034826475.1	Bany_01965-RA
OG0005422	XP_034840179.1	Bany_02734-RA
OG0005423	XP_034838994.1	Bany_16180-RA
OG0005424	XP_034833833.1	Bany_09422-RA
OG0005425	XP_034826006.1	Bany_01966-RA
OG0005426	XP_034828909.1	Bany_10702-RA
OG0005427	XP_034824956.1	Bany_09993-RA
OG0005428	XP_034833238.1	Bany_14973-RA
OG0005429	XP_034835653.1	Bany_11273-RA
OG0005430	XP_034840326.1	Bany_02739-RA
OG0005431	XP_034840330.1	Bany_02740-RA
OG0005432	XP_034834725.1	Bany_14387-RA
OG0005433	XP_034833057.1	Bany_13165-RA
OG0005434	XP_034834689.1	Bany_14388-RA
OG0005435	XP_034835654.1	Bany_11274-RA
OG0005436	XP_034839388.1	Bany_07266-RA
OG0005437	XP_034826609.1	Bany_01970-RA
OG0005438	XP_034832428.1	Bany_04447-RA
OG0005439	XP_034835651.1	Bany_11276-RA
OG0005440	XP_034837356.1	Bany_17787-RA
OG0005441	XP_034840332.1	Bany_02743-RA
OG0005442	XP_034832440.1	Bany_04448-RA
OG0005443	XP_034841546.1	Bany_00132-RA
OG0005444	XP_034840322.1	Bany_02744-RA
OG0005445	XP_034836092.1	Bany_17039-RA, Bany_17038-RA
OG0005446	XP_034841535.1	Bany_00134-RA
OG0005447	XP_034841542.1	Bany_00135-RA
OG0005448	XP_034840328.1	Bany_02746-RA
OG0005449	XP_034841543.1	Bany_00137-RA
OG0005450	XP_034836079.1	Bany_17040-RA
OG0005451	XP_034838483.1	Bany_06647-RA
OG0005452	XP_034840320.1	Bany_02747-RA
OG0005453	XP_034834097.1	Bany_09427-RA
OG0005454	XP_034828782.1	Bany_10705-RA
OG0005455	XP_034833231.1	Bany_14980-RA
OG0005456	XP_034837286.1	Bany_17796-RA
OG0005457	XP_034827557.1	Bany_03545-RA
OG0005458	XP_034840334.1	Bany_02752-RA
OG0005459	XP_034834121.1	Bany_09430-RA
OG0005460	XP_034826160.1	Bany_01977-RA
OG0005461	XP_034832010.1	Bany_04450-RA
OG0005462	XP_034826170.1	Bany_01978-RA
OG0005463	XP_034834660.1	Bany_14392-RA
OG0005464	XP_034834114.1, XP_034834111.1	Bany_09433-RA
OG0005465	XP_034826169.1	Bany_01979-RA
OG0005466	XP_034834108.1	Bany_09434-RA
OG0005467	XP_034826162.1	Bany_01981-RA
OG0005468	XP_034830911.1	Bany_08052-RA
OG0005469	XP_034835665.1	Bany_11287-RA
OG0005470	XP_034828555.1	Bany_10709-RA
OG0005471	XP_034835663.1	Bany_11288-RA
OG0005472	XP_034826168.1	Bany_01982-RA
OG0005473	XP_034826919.1	Bany_05948-RA
OG0005474	XP_034826916.1	Bany_05949-RA
OG0005475	XP_034833233.1	Bany_14982-RA
OG0005476	XP_034835547.1	Bany_11290-RA
OG0005477	XP_034826172.1	Bany_01984-RA
OG0005478	XP_034834099.1	Bany_09438-RA
OG0005479	XP_034829238.1	Bany_15585-RA
OG0005480	XP_034836449.1	Bany_16561-RA
OG0005481	XP_034834745.1	Bany_14394-RA
OG0005482	XP_034826558.1	Bany_01987-RA
OG0005483	XP_034834107.1	Bany_09442-RA
OG0005484	XP_034837934.1	Bany_12646-RA
OG0005485	XP_034829235.1	Bany_15587-RA
OG0005486	XP_034834105.1	Bany_09444-RA
OG0005487	XP_034840882.1	Bany_00157-RA
OG0005488	XP_034834727.1	Bany_14397-RA
OG0005489	XP_034824536.1	Bany_03548-RA
OG0005490	XP_034835087.1	Bany_11293-RA
OG0005491	XP_034836364.1	Bany_16565-RA
OG0005492	XP_034841553.1, XP_034841552.1	Bany_00160-RA
OG0005493	XP_034841557.1	Bany_00161-RA
OG0005494	XP_034841547.1	Bany_00162-RA
OG0005495	XP_034838511.1	Bany_06655-RA
OG0005496	XP_034836680.1	Bany_16569-RA
OG0005497	XP_034839724.1	Bany_01990-RA
OG0005498	XP_034828591.1	Bany_10716-RA
OG0005499	XP_034827350.1	Bany_05959-RA
OG0005500	XP_034834101.1	Bany_09449-RA
OG0005501	XP_034834744.1	Bany_14400-RA
OG0005502	XP_034834106.1	Bany_09450-RA
OG0005503	XP_034828675.1	Bany_10717-RA
OG0005504	XP_034827351.1	Bany_05963-RA
OG0005505	XP_034832107.1	Bany_08777-RA
OG0005506	XP_034834697.1	Bany_14405-RA
OG0005507	XP_034832103.1	Bany_08778-RA
OG0005508	XP_034827704.1	Bany_01056-RA
OG0005509	XP_034834945.1	Bany_14406-RA
OG0005510	XP_034836125.1	Bany_17053-RA
OG0005511	XP_034827717.1	Bany_01057-RA
OG0005512	XP_034828695.1	Bany_10720-RA
OG0005513	XP_034836126.1	Bany_17054-RA
OG0005514	XP_034829848.1	Bany_11920-RA
OG0005515	XP_034836127.1	Bany_17058-RA
OG0005516	XP_034830696.1	Bany_08058-RA
OG0005517	XP_034834720.1	Bany_14411-RA
OG0005518	XP_034827286.1	Bany_05977-RA
OG0005519	XP_034829855.1	Bany_11922-RA
OG0005520	XP_034839324.1	Bany_07276-RA
OG0005521	XP_034837705.1	Bany_04463-RA
OG0005522	XP_034835716.1	Bany_17059-RA
OG0005523	XP_034840496.1	Bany_02759-RA
OG0005524	XP_034828688.1	Bany_10727-RA
OG0005525	XP_034837684.1	Bany_04465-RA
OG0005526	XP_034827718.1	Bany_01061-RA
OG0005527	XP_034839790.1	Bany_07278-RA
OG0005528	XP_034834749.1	Bany_14414-RA
OG0005529	XP_034838906.1	Bany_16208-RA
OG0005530	XP_034833748.1	Bany_09459-RA
OG0005531	XP_034833749.1	Bany_09460-RA
OG0005532	XP_034828691.1	Bany_10729-RA
OG0005533	XP_034833750.1	Bany_09462-RA
OG0005534	XP_034833743.1	Bany_09463-RA
OG0005535	XP_034828686.1	Bany_10731-RA
OG0005536	XP_034834736.1	Bany_14416-RA
OG0005537	XP_034835870.1	Bany_16590-RA
OG0005538	XP_034828693.1	Bany_10733-RA
OG0005539	XP_034825944.1	Bany_02007-RA
OG0005540	XP_034828687.1	Bany_10734-RA
OG0005541	XP_034832947.1	Bany_13182-RA
OG0005542	XP_034828477.1	Bany_10737-RA
OG0005543	XP_034827714.1	Bany_01064-RA
OG0005544	XP_034840447.1	Bany_02764-RA
OG0005545	XP_034833742.1	Bany_09466-RA
OG0005546	XP_034833727.1	Bany_09467-RA
OG0005547	XP_034834746.1	Bany_14421-RA
OG0005548	XP_034836409.1	Bany_16594-RA
OG0005549	XP_034828777.1	Bany_10740-RA
OG0005551	XP_034835249.1	Bany_11299-RA
OG0005552	XP_034835718.1	Bany_17066-RA
OG0005553	XP_034831963.1	Bany_04471-RA
OG0005554	XP_034834181.1	Bany_09471-RA
OG0005555	XP_034836210.1	Bany_04474-RA
OG0005556	XP_034825952.1	Bany_02009-RA
OG0005557	XP_034826838.1	Bany_06000-RA
OG0005558	XP_034826818.1	Bany_06001-RA
OG0005559	XP_034826974.1	Bany_06002-RA
OG0005560	XP_034834329.1	Bany_09473-RA
OG0005561	XP_034829853.1	Bany_11928-RA
OG0005562	XP_034836156.1	Bany_17071-RA
OG0005563	XP_034828722.1	Bany_10747-RA
OG0005564	XP_034836158.1	Bany_17073-RA
OG0005565	XP_034836220.1	Bany_04481-RA
OG0005566	XP_034834300.1	Bany_09476-RA
OG0005567	XP_034834317.1	Bany_09477-RA
OG0005568	XP_034840846.1	Bany_00189-RA
OG0005569	XP_034834312.1	Bany_09478-RA
OG0005570	XP_034828776.1	Bany_10752-RA
OG0005571	XP_034830722.1	Bany_08070-RA
OG0005572	XP_034838933.1	Bany_16213-RA
OG0005573	XP_034834319.1, XP_034834318.1	Bany_09481-RA
OG0005574	XP_034834302.1	Bany_09482-RA
OG0005575	XP_034828150.1	Bany_01076-RA
OG0005576	XP_034828633.1	Bany_10754-RA
OG0005577	XP_034828775.1	Bany_10755-RA
OG0005578	XP_034837207.1	Bany_17831-RA
OG0005579	XP_034826822.1	Bany_06010-RA
OG0005580	XP_034832611.1	Bany_13188-RA
OG0005581	XP_034838486.1	Bany_06684-RA
OG0005582	XP_034834304.1	Bany_09485-RA
OG0005583	XP_034828151.1	Bany_01078-RA
OG0005584	XP_034836165.1	Bany_17076-RA
OG0005585	XP_034834482.1	Bany_07704-RA, Bany_01079-RA, Bany_14467-RA
OG0005586	XP_034838134.1	Bany_12679-RA
OG0005587	XP_034834311.1	Bany_09486-RA
OG0005588	XP_034836155.1	Bany_17077-RA
OG0005589	XP_034828483.1	Bany_10758-RA
OG0005590	XP_034829850.1	Bany_11931-RA
OG0005591	XP_034834306.1	Bany_09487-RA
OG0005592	XP_034840481.1	Bany_03568-RA
OG0005593	XP_034840469.1	Bany_03569-RA
OG0005594	XP_034836157.1	Bany_17079-RA
OG0005595	XP_034826786.1	Bany_06013-RA
OG0005596	XP_034835198.1	Bany_11301-RA
OG0005597	XP_034836159.1	Bany_17081-RA
OG0005598	XP_034832612.1, XP_034832613.1, XP_034832614.1	Bany_13189-RA
OG0005599	XP_034838498.1	Bany_06688-RA
OG0005600	XP_034831284.1	Bany_13755-RA
OG0005601	XP_034840449.1	Bany_02771-RA
OG0005602	XP_034828474.1	Bany_10765-RA
OG0005603	XP_034828536.1	Bany_10766-RA
OG0005604	XP_034839013.1	Bany_16222-RA
OG0005605	XP_034837225.1	Bany_17835-RA
OG0005606	XP_034828533.1	Bany_10767-RA
OG0005607	XP_034836136.1	Bany_17088-RA
OG0005608	XP_034835804.1	Bany_17140-RA, Bany_10768-RA
OG0005609	XP_034840457.1	Bany_02773-RA
OG0005610	XP_034835524.1	Bany_11305-RA
OG0005611	XP_034840361.1	Bany_02774-RA
OG0005612	XP_034837339.1	Bany_17836-RA
OG0005613	XP_034825943.1	Bany_02026-RA
OG0005614	XP_034840450.1	Bany_02775-RA
OG0005615	XP_034836390.1	Bany_16602-RA
OG0005616	XP_034831258.1	Bany_13761-RA
OG0005617	XP_034830258.1, XP_034830259.1	Bany_08085-RA
OG0005618	XP_034824703.1, XP_034839896.1	Bany_10021-RA
OG0005619	XP_034833342.1	Bany_14993-RA
OG0005620	XP_034824914.1, XP_034824742.1	Bany_10022-RA
OG0005621	XP_034839014.1	Bany_16229-RA
OG0005622	XP_034834576.1	Bany_14429-RA
OG0005623	XP_034840205.1	Bany_02778-RA
OG0005624	XP_034834583.1	Bany_14430-RA
OG0005625	XP_034827038.1	Bany_06022-RA
OG0005626	XP_034833006.1	Bany_13193-RA
OG0005627	XP_034838647.1	Bany_06696-RA
OG0005628	XP_034826801.1	Bany_06024-RA
OG0005629	XP_034825115.1	Bany_05314-RA
OG0005630	XP_034834812.1	Bany_14436-RA
OG0005631	XP_034831290.1	Bany_13770-RA
OG0005632	XP_034828105.1	Bany_01089-RA
OG0005633	XP_034832024.1	Bany_08790-RA
OG0005634	XP_034836436.1	Bany_16604-RA
OG0005635	XP_034834303.1	Bany_09492-RA
OG0005636	XP_034825116.1	Bany_05315-RA
OG0005637	XP_034835397.1	Bany_11313-RA
OG0005638	XP_034828101.1	Bany_01090-RA
OG0005639	XP_034825117.1	Bany_05316-RA
OG0005640	XP_034825760.1	Bany_05317-RA
OG0005641	XP_034835408.1	Bany_11314-RA
OG0005642	XP_034825758.1	Bany_05318-RA
OG0005643	XP_034825756.1	Bany_05319-RA
OG0005644	XP_034839012.1	Bany_16234-RA
OG0005645	XP_034835401.1	Bany_11315-RA
OG0005646	XP_034839017.1	Bany_16235-RA
OG0005647	XP_034825759.1	Bany_05320-RA
OG0005648	XP_034825761.1	Bany_05321-RA
OG0005649	XP_034838620.1	Bany_06699-RA
OG0005650	XP_034840803.1	Bany_02784-RA
OG0005651	XP_034838189.1	Bany_12693-RA
OG0005652	XP_034840809.1, XP_034840810.1	Bany_02786-RA
OG0005653	XP_034830587.1	Bany_08091-RA, Bany_08097-RA
OG0005654	XP_034827810.1	Bany_01092-RA
OG0005655	XP_034833251.1	Bany_14994-RA
OG0005656	XP_034824090.1	Bany_03579-RA
OG0005657	XP_034836879.1	Bany_17519-RA
OG0005658	XP_034830728.1	Bany_08096-RA
OG0005659	XP_034835211.1, XP_034835209.1	Bany_11318-RA
OG0005660	XP_034826310.1	Bany_02038-RA
OG0005661	XP_034838158.1	Bany_12699-RA
OG0005662	XP_034836754.1	Bany_17520-RA
OG0005663	XP_034839340.1	Bany_07291-RA
OG0005664	XP_034838133.1	Bany_12701-RA
OG0005665	XP_034840935.1	Bany_03582-RA
OG0005666	XP_034826303.1	Bany_02039-RA
OG0005667	XP_034838917.1	Bany_16239-RA
OG0005668	XP_034838144.1	Bany_12702-RA
OG0005669	XP_034826308.1	Bany_02040-RA
OG0005670	XP_034834735.1	Bany_04494-RA
OG0005671	XP_034826309.1	Bany_02041-RA
OG0005672	XP_034836964.1	Bany_17524-RA
OG0005673	XP_034832785.1	Bany_13197-RA
OG0005674	XP_034839103.1	Bany_04495-RA
OG0005675	XP_034840363.1	Bany_02788-RA
OG0005676	XP_034826307.1	Bany_02043-RA
OG0005677	XP_034824891.1	Bany_10028-RA
OG0005678	XP_034830561.1	Bany_07765-RA, Bany_08098-RA
OG0005679	XP_034840314.1	Bany_02789-RA
OG0005680	XP_034837137.1	Bany_17841-RA
OG0005681	XP_034840126.1	Bany_02790-RA
OG0005682	XP_034824925.1	Bany_10029-RA
OG0005683	XP_034830557.1	Bany_08100-RA
OG0005684	XP_034824917.1	Bany_10031-RA
OG0005685	XP_034826483.1	Bany_02045-RA
OG0005686	XP_034839269.1	Bany_04496-RA
OG0005687	XP_034839660.1	Bany_07297-RA
OG0005688	XP_034839111.1	Bany_04498-RA
OG0005689	XP_034827576.1	Bany_03588-RA
OG0005690	XP_034828246.1	Bany_01099-RA
OG0005691	XP_034839107.1	Bany_16246-RA
OG0005692	XP_034827607.1	Bany_03589-RA
OG0005693	XP_034837222.1	Bany_17843-RA
OG0005694	XP_034827735.1	Bany_03592-RA
OG0005695	XP_034838271.1	Bany_12711-RA
OG0005696	XP_034826069.1	Bany_02048-RA
OG0005697	XP_034835080.1	Bany_11321-RA
OG0005698	XP_034826068.1	Bany_02049-RA
OG0005699	XP_034831273.1	Bany_13776-RA
OG0005700	XP_034837452.1	Bany_17845-RA
OG0005701	XP_034837455.1	Bany_17846-RA
OG0005702	XP_034827782.1	Bany_03593-RA
OG0005703	XP_034834287.1	Bany_09505-RA
OG0005704	XP_034827789.1	Bany_03594-RA
OG0005705	XP_034834290.1	Bany_09507-RA
OG0005706	XP_034831978.1	Bany_08797-RA
OG0005707	XP_034839753.1	Bany_07307-RA
OG0005708	XP_034834286.1	Bany_09508-RA
OG0005709	XP_034839751.1	Bany_07308-RA
OG0005710	XP_034839123.1	Bany_04500-RA
OG0005711	XP_034838528.1	Bany_06705-RA
OG0005712	XP_034830128.1	Bany_11951-RA
OG0005713	XP_034830127.1	Bany_11952-RA
OG0005714	XP_034831992.1	Bany_08799-RA
OG0005715	XP_034824031.1	Bany_00210-RA
OG0005716	XP_034832598.1	Bany_13199-RA
OG0005717	XP_034824032.1	Bany_00211-RA
OG0005718	XP_034835812.1	Bany_17111-RA
OG0005719	XP_034840533.1	Bany_02808-RA
OG0005720	XP_034840080.1	Bany_02809-RA
OG0005721	XP_034824292.1	Bany_10034-RA
OG0005722	XP_034838715.1	Bany_06707-RA
OG0005723	XP_034832080.1	Bany_08802-RA
OG0005724	XP_034830060.1	Bany_11956-RA
OG0005725	XP_034825679.1	Bany_03602-RA
OG0005726	XP_034829678.1	Bany_11959-RA
OG0005727	XP_034825885.1	Bany_03603-RA
OG0005728	XP_034825959.1	Bany_03604-RA
OG0005729	XP_034840306.1	Bany_02813-RA
OG0005730	XP_034824227.1	Bany_10037-RA
OG0005731	XP_034831259.1	Bany_13777-RA
OG0005732	XP_034837347.1	Bany_17857-RA
OG0005733	XP_034832688.1	Bany_13200-RA
OG0005734	XP_034826050.1	Bany_03606-RA
OG0005735	XP_034839568.1	Bany_02816-RA
OG0005736	XP_034827518.1	Bany_01105-RA
OG0005737	XP_034832577.1	Bany_13203-RA
OG0005738	XP_034824952.1	Bany_10039-RA
OG0005739	XP_034840859.1	Bany_03609-RA
OG0005740	XP_034838703.1	Bany_06712-RA
OG0005741	XP_034841296.1	Bany_00214-RA
OG0005742	XP_034825929.1	Bany_02061-RA
OG0005743	XP_034839752.1	Bany_07311-RA
OG0005744	XP_034836507.1	Bany_16617-RA
OG0005745	XP_034834218.1	Bany_09518-RA
OG0005746	XP_034827337.1	Bany_06033-RA
OG0005747	XP_034825897.1	Bany_03615-RA
OG0005748	XP_034825911.1	Bany_02064-RA
OG0005749	XP_034827336.1	Bany_06034-RA
OG0005750	XP_034825087.1	Bany_05349-RA
OG0005751	XP_034833488.1	Bany_15002-RA
OG0005752	XP_034827335.1	Bany_06037-RA
OG0005753	XP_034827339.1	Bany_06038-RA
OG0005754	XP_034825980.1	Bany_03619-RA
OG0005755	XP_034833485.1	Bany_15006-RA
OG0005756	XP_034825991.1	Bany_03620-RA
OG0005758	XP_034825776.1	Bany_03621-RA
OG0005759	XP_034826486.1	Bany_02066-RA
OG0005760	XP_034828503.1	Bany_10790-RA
OG0005761	XP_034840369.1	Bany_02823-RA
OG0005762	XP_034840838.1	Bany_03622-RA
OG0005763	XP_034830570.1	Bany_08104-RA
OG0005764	XP_034825705.1	Bany_03623-RA
OG0005765	XP_034830583.1	Bany_08105-RA
OG0005766	XP_034830574.1	Bany_08106-RA
OG0005767	XP_034825921.1	Bany_03624-RA
OG0005768	XP_034830550.1	Bany_08107-RA
OG0005769	XP_034838688.1	Bany_06718-RA
OG0005770	XP_034827897.1	Bany_01111-RA
OG0005771	XP_034830579.1	Bany_08108-RA
OG0005772	XP_034838382.1	Bany_06719-RA, Bany_03133-RA
OG0005773	XP_034838650.1	Bany_06720-RA
OG0005774	XP_034841156.1	Bany_00220-RA
OG0005775	XP_034839173.1	Bany_07317-RA
OG0005776	XP_034829099.1	Bany_15626-RA
OG0005777	XP_034841179.1	Bany_00221-RA
OG0005778	XP_034839121.1	Bany_04506-RA
OG0005779	XP_034828493.1	Bany_10795-RA
OG0005780	XP_034835396.1	Bany_11331-RA
OG0005781	XP_034832571.1	Bany_13209-RA
OG0005782	XP_034827904.1	Bany_01113-RA
OG0005783	XP_034838641.1	Bany_06723-RA
OG0005784	XP_034839289.1, XP_034839281.1	Bany_04509-RA
OG0005785	XP_034829461.1	Bany_15628-RA
OG0005786	XP_034832531.1	Bany_04510-RA
OG0005787	XP_034839306.1	Bany_04511-RA
OG0005788	XP_034836517.1	Bany_16620-RA
OG0005789	XP_034838652.1, XP_034838651.1	Bany_06724-RA
OG0005790	XP_034829098.1	Bany_15630-RA
OG0005791	XP_034839052.1	Bany_16281-RA
OG0005792	XP_034837723.1	Bany_04514-RA
OG0005793	XP_034840857.1	Bany_00224-RA
OG0005794	XP_034838887.1	Bany_16282-RA
OG0005795	XP_034837754.1	Bany_04516-RA
OG0005796	XP_034835609.1	Bany_11337-RA, Bany_11336-RA
OG0005797	XP_034828487.1	Bany_10796-RA
OG0005798	XP_034837736.1	Bany_04517-RA
OG0005799	XP_034837714.1	Bany_04518-RA
OG0005800	XP_034839050.1	Bany_16284-RA
OG0005802	XP_034835612.1	Bany_11338-RA
OG0005803	XP_034838618.1	Bany_06727-RA
OG0005804	XP_034836954.1	Bany_17532-RA
OG0005805	XP_034841052.1	Bany_00225-RA
OG0005806	XP_034837089.1	Bany_17874-RA
OG0005807	XP_034841153.1	Bany_00226-RA
OG0005808	XP_034829894.1	Bany_11964-RA
OG0005809	XP_034825071.1	Bany_05355-RA
OG0005810	XP_034838617.1	Bany_06729-RA
OG0005811	XP_034828488.1	Bany_10799-RA
OG0005812	XP_034838614.1	Bany_06730-RA
OG0005813	XP_034836861.1	Bany_17533-RA
OG0005815	XP_034827579.1	Bany_01118-RA
OG0005816	XP_034828507.1	Bany_10800-RA
OG0005817	XP_034829102.1, XP_034829101.1	Bany_15635-RA
OG0005818	XP_034827559.1	Bany_01119-RA
OG0005819	XP_034830847.1	Bany_08114-RA
OG0005820	XP_034836999.1	Bany_17534-RA
OG0005821	XP_034828809.1	Bany_10802-RA
OG0005822	XP_034832824.1	Bany_13215-RA
OG0005823	XP_034833376.1	Bany_15014-RA
OG0005824	XP_034830577.1	Bany_08115-RA
OG0005825	XP_034826756.1	Bany_06042-RA
OG0005826	XP_034835056.1	Bany_04523-RA
OG0005827	XP_034833382.1	Bany_15017-RA
OG0005828	XP_034828505.1	Bany_10804-RA
OG0005829	XP_034833377.1	Bany_15019-RA
OG0005830	XP_034828590.1	Bany_10805-RA
OG0005831	XP_034828589.1	Bany_10806-RA
OG0005832	XP_034835738.1	Bany_17131-RA
OG0005833	XP_034827536.1	Bany_01123-RA
OG0005834	XP_034834125.1	Bany_09531-RA
OG0005835	XP_034829652.1	Bany_11966-RA
OG0005836	XP_034836995.1	Bany_17536-RA
OG0005837	XP_034829093.1	Bany_15637-RA
OG0005838	XP_034840860.1	Bany_00232-RA
OG0005839	XP_034827578.1	Bany_01124-RA
OG0005840	XP_034826695.1	Bany_06046-RA
OG0005841	XP_034832826.1	Bany_13220-RA
OG0005842	XP_034832823.1	Bany_13221-RA
OG0005843	XP_034826697.1	Bany_06047-RA
OG0005844	XP_034826698.1	Bany_06049-RA
OG0005845	XP_034832789.1	Bany_13222-RA
OG0005846	XP_034840393.1	Bany_03632-RA, Bany_03120-RA
OG0005847	XP_034826694.1	Bany_06050-RA
OG0005848	XP_034832732.1	Bany_13224-RA, Bany_13223-RA
OG0005849	XP_034834760.1, XP_034834751.1	Bany_04534-RA
OG0005849	XP_034834754.1	Bany_04533-RA
OG0005850	XP_034826883.1	Bany_06051-RA
OG0005851	XP_034827255.1	Bany_06053-RA
OG0005852	XP_034827258.1	Bany_06054-RA
OG0005853	XP_034827046.1	Bany_06055-RA
OG0005854	XP_034829875.1	Bany_11968-RA
OG0005855	XP_034838646.1	Bany_06740-RA
OG0005856	XP_034827254.1	Bany_06057-RA
OG0005857	XP_034827257.1	Bany_06059-RA
OG0005858	XP_034824943.1	Bany_10047-RA
OG0005859	XP_034832715.1	Bany_13225-RA
OG0005860	XP_034831645.1	Bany_13790-RA
OG0005861	XP_034832929.1	Bany_13226-RA
OG0005862	XP_034827570.1	Bany_01127-RA
OG0005863	XP_034828115.1	Bany_03636-RA
OG0005864	XP_034827572.1	Bany_01129-RA
OG0005865	XP_034825930.1	Bany_02094-RA
OG0005866	XP_034827575.1	Bany_01130-RA
OG0005867	XP_034828004.1	Bany_03638-RA
OG0005868	XP_034836043.1	Bany_17150-RA
OG0005869	XP_034831648.1	Bany_13793-RA
OG0005870	XP_034828073.1	Bany_03639-RA
OG0005871	XP_034827565.1	Bany_01134-RA
OG0005872	XP_034827794.1	Bany_01135-RA
OG0005873	XP_034838737.1	Bany_04538-RA
OG0005874	XP_034836048.1	Bany_17151-RA
OG0005875	XP_034833179.1	Bany_15024-RA
OG0005876	XP_034837165.1	Bany_17879-RA
OG0005877	XP_034838676.1	Bany_06760-RA
OG0005878	XP_034825360.1	Bany_05367-RA
OG0005879	XP_034824745.1	Bany_03642-RA
OG0005880	XP_034836060.1	Bany_17152-RA
OG0005881	XP_034825357.1	Bany_05368-RA
OG0005882	XP_034827549.1	Bany_01136-RA
OG0005883	XP_034839251.1	Bany_07331-RA
OG0005884	XP_034836224.1	Bany_17154-RA
OG0005885	XP_034835925.1	Bany_08121-RA, Bany_04571-RA
OG0005887	XP_034830845.1	Bany_08123-RA
OG0005888	XP_034836066.1	Bany_17155-RA
OG0005889	XP_034832615.1	Bany_13231-RA
OG0005890	XP_034840372.1	Bany_02831-RA
OG0005892	XP_034825468.1	Bany_05370-RA
OG0005893	XP_034826996.1	Bany_06073-RA
OG0005894	XP_034835291.1	Bany_11347-RA
OG0005895	XP_034827900.1	Bany_03645-RA
OG0005896	XP_034838878.1	Bany_16303-RA
OG0005897	XP_034827891.1	Bany_03646-RA
OG0005898	XP_034832665.1	Bany_13234-RA
OG0005899	XP_034840580.1	Bany_02833-RA
OG0005900	XP_034826403.1	Bany_02097-RA
OG0005901	XP_034836672.1	Bany_16635-RA
OG0005902	XP_034840571.1	Bany_02834-RA
OG0005903	XP_034838944.1	Bany_16304-RA
OG0005904	XP_034840581.1	Bany_02835-RA
OG0005905	XP_034826405.1	Bany_02099-RA
OG0005906	XP_034836666.1	Bany_16636-RA
OG0005907	XP_034831106.1	Bany_13799-RA
OG0005908	XP_034835166.1	Bany_04546-RA
OG0005909	XP_034824648.1	Bany_03649-RA
OG0005910	XP_034824484.1	Bany_03650-RA
OG0005911	XP_034836054.1	Bany_17166-RA
OG0005912	XP_034824151.1	Bany_00238-RA
OG0005913	XP_034829774.1	Bany_03651-RA
OG0005914	XP_034824150.1	Bany_00239-RA
OG0005915	XP_034838461.1	Bany_06770-RA
OG0005916	XP_034838415.1	Bany_06771-RA
OG0005917	XP_034828679.1	Bany_10818-RA
