Orthogroup	Maniola_hyperantus	Danaus_plexippus
OG0005666	XP_034826303.1	DPOGS202573-PA
OG0005667	XP_034838917.1	DPOGS212903-PA
OG0005668	XP_034838144.1	DPOGS201583-PA
OG0005669	XP_034826308.1	DPOGS202562-PA
OG0005670	XP_034834735.1	DPOGS215751-PA
OG0005671	XP_034826309.1	DPOGS202574-PA
OG0005672	XP_034836964.1	DPOGS208609-PA
OG0005673	XP_034832785.1	DPOGS208522-PA
OG0005674	XP_034839103.1	DPOGS215679-PA
OG0005675	XP_034840363.1	DPOGS212095-PA
OG0005676	XP_034826307.1	DPOGS202560-PA
OG0005677	XP_034824891.1	DPOGS210122-PA
OG0005678	XP_034830561.1	DPOGS210871-PA
OG0005679	XP_034840314.1	DPOGS212096-PA
OG0005680	XP_034837137.1	DPOGS206778-PA
OG0005681	XP_034840126.1	DPOGS212097-PA
OG0005682	XP_034824925.1	DPOGS210038-PA
OG0005683	XP_034830557.1	DPOGS210793-PA
OG0005684	XP_034824917.1	DPOGS210123-PA
OG0005685	XP_034826483.1	DPOGS202559-PA
OG0005686	XP_034839269.1	DPOGS215752-PA
OG0005687	XP_034839660.1	DPOGS200086-PA
OG0005688	XP_034839111.1	DPOGS215677-PA
OG0005689	XP_034827576.1	DPOGS201295-PA
OG0005690	XP_034828246.1	DPOGS203448-PA
OG0005691	XP_034839107.1	DPOGS200792-PA
OG0005692	XP_034827607.1	DPOGS201321-PA
OG0005693	XP_034837222.1	DPOGS207208-PA
OG0005694	XP_034827735.1	DPOGS201294-PA
OG0005695	XP_034838271.1	DPOGS205238-PA
OG0005696	XP_034826069.1	DPOGS202556-PA
OG0005697	XP_034835080.1	DPOGS207534-PA
OG0005698	XP_034826068.1	DPOGS202577-PA
OG0005699	XP_034831273.1	DPOGS201942-PA
OG0005700	XP_034837452.1	DPOGS214017-PA
OG0005701	XP_034837455.1	DPOGS215558-PA
OG0005702	XP_034827782.1	DPOGS201322-PA
OG0005703	XP_034834287.1	DPOGS211311-PA
OG0005704	XP_034827789.1	DPOGS201293-PA
OG0005705	XP_034834290.1	DPOGS211094-PA
OG0005706	XP_034831978.1	DPOGS212682-PA, DPOGS204933-PA
OG0005707	XP_034839753.1	DPOGS206159-PA
OG0005708	XP_034834286.1	DPOGS211319-PA
OG0005709	XP_034839751.1	DPOGS206025-PA
OG0005710	XP_034839123.1	DPOGS215675-PA
OG0005711	XP_034838528.1	DPOGS206234-PA, DPOGS206233-PA
OG0005712	XP_034830128.1	DPOGS209017-PA
OG0005713	XP_034830127.1	DPOGS212639-PA
OG0005714	XP_034831992.1	DPOGS204943-PA
OG0005716	XP_034832598.1	DPOGS208521-PA
OG0005717	XP_034824032.1	DPOGS213056-PA
OG0005718	XP_034835812.1	DPOGS211707-PA
OG0005719	XP_034840533.1	DPOGS212102-PA
OG0005720	XP_034840080.1	DPOGS212161-PA
OG0005721	XP_034824292.1	DPOGS210124-PA
OG0005722	XP_034838715.1	DPOGS206224-PA
OG0005723	XP_034832080.1	DPOGS204935-PA
OG0005724	XP_034830060.1	DPOGS209015-PA
OG0005725	XP_034825679.1	DPOGS211126-PA
OG0005726	XP_034829678.1	DPOGS209010-PA
OG0005727	XP_034825885.1	DPOGS211174-PA
OG0005728	XP_034825959.1	DPOGS211127-PA
OG0005729	XP_034840306.1	DPOGS212105-PA
OG0005730	XP_034824227.1	DPOGS210032-PA
OG0005731	XP_034831259.1	DPOGS201939-PA
OG0005732	XP_034837347.1	DPOGS206774-PA
OG0005733	XP_034832688.1	DPOGS208520-PA
OG0005734	XP_034826050.1	DPOGS211173-PA
OG0005735	XP_034839568.1	DPOGS212106-PA
OG0005736	XP_034827518.1	DPOGS210774-PA
OG0005737	XP_034832577.1	DPOGS208519-PA
OG0005738	XP_034824952.1	DPOGS210030-PA
OG0005739	XP_034840859.1	DPOGS211172-PA
OG0005740	XP_034838703.1	DPOGS206220-PA
OG0005741	XP_034841296.1	DPOGS213057-PA
OG0005742	XP_034825929.1	DPOGS204558-PA
OG0005743	XP_034839752.1	DPOGS206024-PA
OG0005744	XP_034836507.1	DPOGS213778-PA
OG0005745	XP_034834218.1	DPOGS211326-PA
OG0005746	XP_034827337.1	DPOGS213684-PA
OG0005747	XP_034825897.1	DPOGS211132-PA
OG0005748	XP_034825911.1	DPOGS204557-PA
OG0005749	XP_034827336.1	DPOGS213679-PA
OG0005750	XP_034825087.1	DPOGS205173-PA
OG0005751	XP_034833488.1	DPOGS204586-PA
OG0005752	XP_034827335.1	DPOGS213686-PA
OG0005753	XP_034827339.1	DPOGS213678-PA
OG0005754	XP_034825980.1	DPOGS211167-PA
OG0005755	XP_034833485.1	DPOGS204590-PA
OG0005756	XP_034825991.1	DPOGS211134-PA
OG0005758	XP_034825776.1	DPOGS211166-PA
OG0005759	XP_034826486.1	DPOGS204525-PA
OG0005760	XP_034828503.1	DPOGS210979-PA
OG0005761	XP_034840369.1	DPOGS212149-PA
OG0005762	XP_034840838.1	DPOGS211135-PA
OG0005763	XP_034830570.1	DPOGS210791-PA
OG0005764	XP_034825705.1	DPOGS211165-PA
OG0005765	XP_034830583.1	DPOGS210873-PA
OG0005766	XP_034830574.1	DPOGS210790-PA
OG0005767	XP_034825921.1	DPOGS211136-PA
OG0005768	XP_034830550.1	DPOGS210874-PA
OG0005769	XP_034838688.1	DPOGS206216-PA
OG0005770	XP_034827897.1	DPOGS211702-PA
OG0005771	XP_034830579.1	DPOGS210789-PA
OG0005772	XP_034838382.1	DPOGS206236-PA
OG0005773	XP_034838650.1	DPOGS209094-PA
OG0005774	XP_034841156.1	DPOGS213058-PA
OG0005775	XP_034839173.1	DPOGS200094-PA
OG0005776	XP_034829099.1	DPOGS205291-PA
OG0005777	XP_034841179.1	DPOGS213145-PA
OG0005778	XP_034839121.1	DPOGS215668-PA
OG0005779	XP_034828493.1	DPOGS210989-PA
OG0005780	XP_034835396.1	DPOGS207504-PA
OG0005781	XP_034832571.1	DPOGS211371-PA
OG0005782	XP_034827904.1	DPOGS200039-PA
OG0005783	XP_034838641.1	DPOGS209097-PA
OG0005784	XP_034839289.1, XP_034839281.1	DPOGS215666-PA
OG0005786	XP_034832531.1	DPOGS215755-PA
OG0005787	XP_034839306.1	DPOGS215665-PA
OG0005788	XP_034836517.1	DPOGS213777-PA
OG0005789	XP_034838652.1, XP_034838651.1	DPOGS209092-PA
OG0005790	XP_034829098.1	DPOGS205287-PA
OG0005791	XP_034839052.1	DPOGS200509-PA
OG0005792	XP_034837723.1	DPOGS215664-PA
OG0005793	XP_034840857.1	DPOGS213144-PA
OG0005794	XP_034838887.1	DPOGS200506-PA
OG0005795	XP_034837754.1	DPOGS215757-PA
OG0005796	XP_034835609.1	DPOGS207531-PA
OG0005797	XP_034828487.1	DPOGS210990-PA
OG0005798	XP_034837736.1	DPOGS215663-PA
OG0005799	XP_034837714.1	DPOGS215758-PA
OG0005800	XP_034839050.1	DPOGS200507-PA
OG0005802	XP_034835612.1	DPOGS207506-PA
OG0005803	XP_034838618.1	DPOGS200010-PA
OG0005804	XP_034836954.1	DPOGS208618-PA
OG0005805	XP_034841052.1	DPOGS213060-PA
OG0005806	XP_034837089.1	DPOGS200801-PA
OG0005807	XP_034841153.1	DPOGS213143-PA
OG0005808	XP_034829894.1	DPOGS208139-PA
OG0005809	XP_034825071.1	DPOGS205177-PA
OG0005810	XP_034838617.1	DPOGS206749-PA
OG0005811	XP_034828488.1	DPOGS210975-PA
OG0005812	XP_034838614.1	DPOGS206748-PA
OG0005813	XP_034836861.1	DPOGS208619-PA
OG0005815	XP_034827579.1	DPOGS201798-PA
OG0005816	XP_034828507.1	DPOGS210992-PA
OG0005817	XP_034829102.1, XP_034829101.1	DPOGS205285-PA
OG0005818	XP_034827559.1	DPOGS201797-PA
OG0005819	XP_034830847.1	DPOGS210877-PA
OG0005820	XP_034836999.1	DPOGS208621-PA
OG0005821	XP_034828809.1	DPOGS210993-PA
OG0005822	XP_034832824.1	DPOGS211367-PA
OG0005823	XP_034833376.1	DPOGS204565-PA
OG0005824	XP_034830577.1	DPOGS210878-PA
OG0005825	XP_034826756.1	DPOGS213690-PA
OG0005826	XP_034835056.1	DPOGS215760-PA
OG0005827	XP_034833382.1	DPOGS204566-PA
OG0005828	XP_034828505.1	DPOGS210971-PA
OG0005829	XP_034833377.1	DPOGS204570-PA
OG0005830	XP_034828590.1	DPOGS210996-PA
OG0005831	XP_034828589.1	DPOGS210970-PA
OG0005833	XP_034827536.1	DPOGS201807-PA
OG0005834	XP_034834125.1	DPOGS211330-PA
OG0005835	XP_034829652.1	DPOGS208138-PA
OG0005836	XP_034836995.1	DPOGS208591-PA
OG0005837	XP_034829093.1	DPOGS205279-PA
OG0005838	XP_034840860.1	DPOGS213140-PA
OG0005839	XP_034827578.1	DPOGS201795-PA
OG0005840	XP_034826695.1	DPOGS213693-PA
OG0005841	XP_034832826.1	DPOGS211339-PA
OG0005842	XP_034832823.1	DPOGS211365-PA
OG0005843	XP_034826697.1	DPOGS213675-PA
OG0005844	XP_034826698.1	DPOGS213674-PA
OG0005845	XP_034832789.1	DPOGS211340-PA
OG0005846	XP_034840393.1	DPOGS213017-PA
OG0005847	XP_034826694.1	DPOGS213696-PA
OG0005848	XP_034832732.1	DPOGS211341-PA
OG0005849	XP_034834760.1, XP_034834751.1, XP_034834754.1	DPOGS215654-PA
OG0005850	XP_034826883.1	DPOGS213673-PA
OG0005852	XP_034827258.1	DPOGS213672-PA
OG0005853	XP_034827046.1	DPOGS213697-PA
OG0005854	XP_034829875.1	DPOGS202610-PA
OG0005855	XP_034838646.1	DPOGS209091-PA
OG0005856	XP_034827254.1	DPOGS213671-PA
OG0005857	XP_034827257.1	DPOGS213698-PA
OG0005858	XP_034824943.1	DPOGS203272-PA
OG0005859	XP_034832715.1	DPOGS211343-PA
OG0005860	XP_034831645.1	DPOGS213726-PA
OG0005861	XP_034832929.1	DPOGS211344-PA
OG0005862	XP_034827570.1	DPOGS201791-PA
OG0005863	XP_034828115.1	DPOGS211142-PA
OG0005864	XP_034827572.1	DPOGS201811-PA
OG0005865	XP_034825930.1	DPOGS210779-PA
OG0005866	XP_034827575.1	DPOGS201812-PA
OG0005867	XP_034828004.1	DPOGS211143-PA
OG0005868	XP_034836043.1	DPOGS204973-PA
OG0005869	XP_034831648.1	DPOGS213717-PA
OG0005870	XP_034828073.1	DPOGS211162-PA
OG0005871	XP_034827565.1	DPOGS201813-PA
OG0005872	XP_034827794.1	DPOGS201789-PA
OG0005873	XP_034838737.1	DPOGS215652-PA
OG0005874	XP_034836048.1	DPOGS205001-PA
OG0005875	XP_034833179.1	DPOGS202518-PA
OG0005876	XP_034837165.1	DPOGS200575-PA
OG0005877	XP_034838676.1	DPOGS212797-PA
OG0005878	XP_034825360.1	DPOGS205165-PA
OG0005879	XP_034824745.1	DPOGS211161-PA
OG0005880	XP_034836060.1	DPOGS205002-PA
OG0005881	XP_034825357.1	DPOGS205183-PA
OG0005882	XP_034827549.1	DPOGS201814-PA
OG0005883	XP_034839251.1	DPOGS207146-PA
OG0005884	XP_034836224.1	DPOGS204972-PA
OG0005885	XP_034835925.1	DPOGS215637-PA
OG0005887	XP_034830845.1	DPOGS205736-PA
OG0005888	XP_034836066.1	DPOGS205003-PA
OG0005889	XP_034832615.1	DPOGS211364-PA
OG0005890	XP_034840372.1	DPOGS212112-PA
OG0005892	XP_034825468.1	DPOGS205184-PA
OG0005893	XP_034826996.1	DPOGS213662-PA
OG0005894	XP_034835291.1	DPOGS207527-PA
OG0005895	XP_034827900.1	DPOGS211147-PA
OG0005896	XP_034838878.1	DPOGS215135-PA
OG0005897	XP_034827891.1	DPOGS211159-PA
OG0005898	XP_034832665.1	DPOGS211355-PA
OG0005899	XP_034840580.1	DPOGS212113-PA
OG0005900	XP_034826403.1	DPOGS202711-PA
OG0005901	XP_034836672.1	DPOGS213765-PA
OG0005902	XP_034840571.1	DPOGS212148-PA
OG0005903	XP_034838944.1	DPOGS215139-PA
OG0005904	XP_034840581.1	DPOGS212147-PA
OG0005905	XP_034826405.1	DPOGS202718-PA
OG0005906	XP_034836666.1	DPOGS213770-PA
OG0005907	XP_034831106.1	DPOGS213297-PA
OG0005908	XP_034835166.1	DPOGS215647-PA
OG0005909	XP_034824648.1	DPOGS211149-PA
OG0005910	XP_034824484.1	DPOGS211156-PA
OG0005911	XP_034836054.1	DPOGS205010-PA
OG0005912	XP_034824151.1	DPOGS213135-PA
OG0005913	XP_034829774.1	DPOGS211150-PA
OG0005914	XP_034824150.1	DPOGS213064-PA
OG0005915	XP_034838461.1	DPOGS204008-PA
OG0005916	XP_034838415.1	DPOGS204005-PA
OG0005917	XP_034828679.1	DPOGS210963-PA
OG0005918	XP_034829795.1	DPOGS211155-PA
OG0005919	XP_034824149.1	DPOGS213065-PA
OG0005920	XP_034835199.1	DPOGS215645-PA
OG0005921	XP_034835139.1	DPOGS215768-PA
OG0005922	XP_034827009.1	DPOGS213707-PA
OG0005923	XP_034824836.1	DPOGS211151-PA
OG0005924	XP_034830572.1	DPOGS205733-PA
OG0005926	XP_034833773.1	DPOGS214714-PA
OG0005927	XP_034826979.1	DPOGS208533-PA
OG0005928	XP_034837260.1	DPOGS209110-PA
OG0005929	XP_034827958.1	DPOGS212735-PA
OG0005930	XP_034827050.1	DPOGS208505-PA
OG0005931	XP_034840562.1	DPOGS212142-PA
OG0005932	XP_034840552.1	DPOGS212141-PA
OG0005933	XP_034827004.1	DPOGS208535-PA, DPOGS208536-PA
OG0005934	XP_034838632.1	DPOGS210574-PA
OG0005935	XP_034824406.1	DPOGS203260-PA
OG0005936	XP_034824405.1	DPOGS203268-PA
OG0005937	XP_034840573.1	DPOGS212140-PA
OG0005938	XP_034837954.1	DPOGS205226-PA
OG0005939	XP_034824875.1	DPOGS203261-PA
OG0005940	XP_034824879.1	DPOGS203267-PA
OG0005941	XP_034840973.1	DPOGS213133-PA
OG0005942	XP_034824872.1	DPOGS203263-PA
OG0005943	XP_034838295.1	DPOGS205227-PA
OG0005944	XP_034841204.1	DPOGS213070-PA
OG0005945	XP_034825470.1	DPOGS211935-PA
OG0005946	XP_034835618.1	DPOGS215770-PA
OG0005947	XP_034833216.1	DPOGS204568-PA
OG0005948	XP_034835630.1	DPOGS215644-PA
OG0005949	XP_034835607.1	DPOGS215771-PA
OG0005950	XP_034837914.1	DPOGS209345-PA
OG0005951	XP_034825037.1	DPOGS211949-PA
OG0005952	XP_034831594.1	DPOGS211158-PA
OG0005953	XP_034831123.1	DPOGS213563-PA
OG0005954	XP_034831113.1	DPOGS213562-PA
OG0005955	XP_034835649.1	DPOGS215642-PA
OG0005956	XP_034829527.1	DPOGS204515-PA
OG0005957	XP_034838416.1	DPOGS210568-PA
OG0005958	XP_034831128.1	DPOGS213571-PA
OG0005959	XP_034831130.1	DPOGS213561-PA
OG0005960	XP_034829528.1	DPOGS204516-PA
OG0005961	XP_034840579.1	DPOGS212121-PA
OG0005962	XP_034835292.1	DPOGS207515-PA
OG0005963	XP_034838736.1	DPOGS212949-PA
OG0005964	XP_034838734.1	DPOGS212948-PA
OG0005965	XP_034833162.1	DPOGS202512-PA
OG0005966	XP_034835288.1	DPOGS207525-PA
OG0005967	XP_034837086.1	DPOGS209108-PA
OG0005968	XP_034840407.1	DPOGS212122-PA
OG0005969	XP_034835293.1	DPOGS207516-PA
OG0005970	XP_034840130.1	DPOGS212137-PA
OG0005971	XP_034838976.1	DPOGS212958-PA
OG0005972	XP_034829750.1	DPOGS204512-PA
OG0005973	XP_034832314.1	DPOGS215640-PA
OG0005974	XP_034835107.1	DPOGS207517-PA
OG0005975	XP_034834487.1	DPOGS208428-PA
OG0005976	XP_034835110.1	DPOGS207519-PA
OG0005977	XP_034826986.1	DPOGS208537-PA
OG0005978	XP_034827012.1	DPOGS208538-PA
OG0005979	XP_034834485.1	DPOGS208441-PA
OG0005980	XP_034826978.1	DPOGS208501-PA
OG0005981	XP_034833135.1	DPOGS202526-PA
OG0005982	XP_034836045.1	DPOGS205013-PA
OG0005983	XP_034839759.1	DPOGS200891-PA
OG0005984	XP_034824946.1	DPOGS201276-PA
OG0005985	XP_034824368.1	DPOGS201277-PA
OG0005986	XP_034832670.1	DPOGS207874-PA
OG0005987	XP_034833221.1	DPOGS202527-PA
OG0005988	XP_034834483.1	DPOGS208440-PA
OG0005989	XP_034839197.1	DPOGS200914-PA
OG0005990	XP_034829539.1	DPOGS204510-PA
OG0005991	XP_034837932.1	DPOGS201278-PA
OG0005992	XP_034833380.1	DPOGS202505-PA
OG0005993	XP_034839654.1	DPOGS200913-PA
OG0005994	XP_034831141.1	DPOGS213574-PA
OG0005995	XP_034832208.1	DPOGS207821-PA
OG0005996	XP_034838354.1	DPOGS201352-PA
OG0005997	XP_034833070.1	DPOGS207873-PA
OG0005998	XP_034831211.1	DPOGS213575-PA
OG0005999	XP_034841429.1	DPOGS213072-PA
OG0006000	XP_034825833.1	DPOGS213483-PA
OG0006001	XP_034839300.1	DPOGS201348-PA
OG0006002	XP_034834484.1	DPOGS208439-PA
OG0006003	XP_034839315.1	DPOGS200893-PA
OG0006004	XP_034841426.1	DPOGS213073-PA
OG0006005	XP_034833821.1	DPOGS214716-PA
OG0006006	XP_034841424.1	DPOGS213128-PA
OG0006007	XP_034833812.1	DPOGS214733-PA
OG0006008	XP_034829610.1	DPOGS204509-PA
OG0006009	XP_034839387.1	DPOGS200894-PA
OG0006010	XP_034832519.1	DPOGS207871-PA
OG0006011	XP_034838315.1	DPOGS215352-PA, DPOGS215353-PA
OG0006012	XP_034825367.1	DPOGS211939-PA
OG0006013	XP_034833798.1	DPOGS214719-PA
OG0006014	XP_034832521.1	DPOGS207890-PA
OG0006015	XP_034832520.1	DPOGS207891-PA
OG0006016	XP_034824216.1	DPOGS215890-PA
OG0006017	XP_034830584.1	DPOGS205911-PA
OG0006018	XP_034830552.1	DPOGS205904-PA
OG0006019	XP_034826985.1	DPOGS208542-PA
OG0006020	XP_034832512.1	DPOGS207892-PA
OG0006021	XP_034836810.1	DPOGS208627-PA
OG0006022	XP_034835821.1	DPOGS204673-PA
OG0006023	XP_034840100.1	DPOGS201952-PA
OG0006024	XP_034835820.1	DPOGS204674-PA
OG0006025	XP_034840092.1, XP_034840091.1	DPOGS201945-PA
OG0006026	XP_034824569.1	DPOGS215891-PA
OG0006027	XP_034832516.1	DPOGS207868-PA
OG0006028	XP_034827010.1	DPOGS208543-PA
OG0006029	XP_034835822.1	DPOGS204675-PA
OG0006030	XP_034836917.1	DPOGS215444-PA
OG0006031	XP_034827005.1	DPOGS208497-PA
OG0006032	XP_034834456.1	DPOGS208430-PA
OG0006033	XP_034835849.1	DPOGS204676-PA
OG0006034	XP_034835770.1	DPOGS204688-PA
OG0006035	XP_034835794.1	DPOGS204687-PA
OG0006036	XP_034838977.1	DPOGS212945-PA
OG0006037	XP_034833460.1	DPOGS202501-PA
OG0006038	XP_034831638.1	DPOGS212338-PA
OG0006039	XP_034832579.1	DPOGS207866-PA
OG0006040	XP_034835864.1	DPOGS204686-PA
OG0006041	XP_034826228.1	DPOGS213486-PA
OG0006042	XP_034836623.1	DPOGS216095-PA
OG0006043	XP_034838682.1	DPOGS201279-PA
OG0006044	XP_034831751.1	DPOGS209758-PA
OG0006045	XP_034836922.1	DPOGS215437-PA
OG0006046	XP_034827496.1	DPOGS201781-PA
OG0006047	XP_034835862.1	DPOGS204678-PA
OG0006048	XP_034827490.1	DPOGS201820-PA
OG0006049	XP_034832584.1	DPOGS207895-PA
OG0006050	XP_034831753.1	DPOGS209757-PA
OG0006051	XP_034833815.1	DPOGS214730-PA
OG0006052	XP_034827007.1	DPOGS208546-PA
OG0006053	XP_034840305.1	DPOGS212891-PA
OG0006054	XP_034835963.1	DPOGS215635-PA
OG0006056	XP_034835915.1	DPOGS215779-PA
OG0006057	XP_034838052.1	DPOGS205374-PA
OG0006058	XP_034835102.1	DPOGS214667-PA
OG0006059	XP_034835746.1	DPOGS204681-PA
OG0006060	XP_034831984.1	DPOGS209755-PA
OG0006061	XP_034826513.1	DPOGS213471-PA
OG0006062	XP_034838465.1	DPOGS201280-PA
OG0006063	XP_034835105.1	DPOGS214668-PA
OG0006064	XP_034836172.1	DPOGS204682-PA
OG0006065	XP_034835756.1	DPOGS200951-PA
OG0006066	XP_034839590.1	DPOGS201340-PA
OG0006067	XP_034839490.1	DPOGS201282-PA
OG0006068	XP_034839888.1	DPOGS201339-PA
OG0006069	XP_034831988.1	DPOGS209764-PA
OG0006070	XP_034826858.1	DPOGS208547-PA
OG0006071	XP_034829725.1	DPOGS211277-PA
OG0006072	XP_034838243.1	DPOGS201283-PA
OG0006073	XP_034838036.1	DPOGS201338-PA
OG0006074	XP_034829729.1	DPOGS211290-PA
OG0006075	XP_034837287.1	DPOGS215633-PA
OG0006076	XP_034825066.1	DPOGS211892-PA
OG0006077	XP_034836228.1	DPOGS200956-PA
OG0006078	XP_034837244.1	DPOGS215783-PA
OG0006079	XP_034835065.1	DPOGS214664-PA
OG0006080	XP_034824752.1	DPOGS215882-PA
OG0006081	XP_034827481.1	DPOGS212692-PA
OG0006082	XP_034827141.1	DPOGS208491-PA
OG0006083	XP_034827136.1	DPOGS208549-PA
OG0006084	XP_034827133.1	DPOGS208550-PA
OG0006085	XP_034840189.1	DPOGS208133-PA
OG0006086	XP_034836729.1	DPOGS215447-PA
OG0006087	XP_034840375.1	DPOGS208110-PA
OG0006088	XP_034832453.1	DPOGS209767-PA
OG0006089	XP_034831361.1	DPOGS214802-PA
OG0006090	XP_034827140.1	DPOGS208552-PA
OG0006091	XP_034833789.1	DPOGS214619-PA
OG0006092	XP_034836724.1	DPOGS215436-PA
OG0006093	XP_034840207.1	DPOGS201285-PA
OG0006094	XP_034827134.1	DPOGS208488-PA
OG0006095	XP_034834769.1	DPOGS208435-PA
OG0006096	XP_034830271.1	DPOGS205898-PA
OG0006097	XP_034841497.1	DPOGS213076-PA
OG0006098	XP_034830356.1	DPOGS205916-PA
OG0006099	XP_034839446.1	DPOGS200916-PA
OG0006100	XP_034826366.1	DPOGS213467-PA
OG0006101	XP_034837257.1	DPOGS215784-PA
OG0006102	XP_034827250.1	DPOGS208487-PA
OG0006103	XP_034835212.1	DPOGS214661-PA
OG0006104	XP_034830546.1	DPOGS205897-PA
OG0006105	XP_034830839.1	DPOGS205917-PA
OG0006106	XP_034831596.1	DPOGS214803-PA
OG0006107	XP_034833530.1	DPOGS204816-PA
OG0006108	XP_034828977.1	DPOGS203198-PA
OG0006109	XP_034827025.1	DPOGS201287-PA
OG0006110	XP_034827035.1	DPOGS201326-PA
OG0006111	XP_034833294.1	DPOGS215786-PA
OG0006112	XP_034836550.1	DPOGS216135-PA
OG0006113	XP_034830838.1	DPOGS205894-PA
OG0006114	XP_034832079.1	DPOGS200811-PA
OG0006115	XP_034841500.1	DPOGS213083-PA
OG0006116	XP_034827253.1, XP_034827058.1	DPOGS208485-PA
OG0006117	XP_034830837.1	DPOGS205918-PA
OG0006118	XP_034825392.1	DPOGS211886-PA
OG0006119	XP_034835218.1	DPOGS214658-PA
OG0006120	XP_034825390.1	DPOGS211885-PA
OG0006121	XP_034830495.1	DPOGS203243-PA
OG0006122	XP_034830648.1	DPOGS206525-PA
OG0006123	XP_034835248.1	DPOGS214677-PA
OG0006124	XP_034826708.1	DPOGS208484-PA
OG0006125	XP_034824777.1	DPOGS215911-PA
OG0006126	XP_034832118.1	DPOGS200812-PA
OG0006127	XP_034830793.1	DPOGS203783-PA
OG0006128	XP_034835124.1	DPOGS214657-PA
OG0006129	XP_034832994.1	DPOGS207899-PA
OG0006130	XP_034836726.1	DPOGS215449-PA
OG0006131	XP_034835929.1	DPOGS207317-PA
OG0006132	XP_034838499.1	DPOGS203864-PA
OG0006133	XP_034841502.1	DPOGS213084-PA
OG0006134	XP_034835126.1	DPOGS214678-PA
OG0006135	XP_034841506.1	DPOGS213116-PA
OG0006136	XP_034841507.1	DPOGS213085-PA
OG0006137	XP_034826860.1	DPOGS208481-PA
OG0006138	XP_034838001.1	DPOGS205191-PA
OG0006139	XP_034827060.1	DPOGS208559-PA
OG0006140	XP_034831312.1	DPOGS213511-PA
OG0006141	XP_034837249.1	DPOGS209856-PA
OG0006142	XP_034835164.1	DPOGS215938-PA
OG0006143	XP_034839651.1	DPOGS201363-PA
OG0006144	XP_034836176.1	DPOGS208189-PA
OG0006145	XP_034831617.1	DPOGS213512-PA
OG0006146	XP_034833819.1	DPOGS214598-PA
OG0006147	XP_034826586.1	DPOGS213496-PA
OG0006148	XP_034833809.1	DPOGS214597-PA
OG0006149	XP_034832161.1	DPOGS201681-PA
OG0006150	XP_034837893.1	DPOGS205371-PA
OG0006151	XP_034838404.1	DPOGS203784-PA
OG0006152	XP_034825513.1	DPOGS211881-PA
OG0006153	XP_034841508.1	DPOGS213115-PA
OG0006154	XP_034838414.1	DPOGS203721-PA
OG0006155	XP_034841503.1	DPOGS213088-PA
OG0006156	XP_034838424.1	DPOGS203724-PA
OG0006157	XP_034837240.1	DPOGS210258-PA
OG0006158	XP_034835319.1	DPOGS215937-PA
OG0006159	XP_034838444.1	DPOGS203782-PA
OG0006160	XP_034826581.1	DPOGS213498-PA
OG0006161	XP_034831560.1	DPOGS213514-PA
OG0006162	XP_034838458.1	DPOGS203781-PA
OG0006163	XP_034825326.1	DPOGS211879-PA
OG0006164	XP_034832078.1	DPOGS203726-PA
OG0006165	XP_034840785.1	DPOGS201324-PA
OG0006166	XP_034825627.1	DPOGS211944-PA
OG0006167	XP_034827055.1	DPOGS201292-PA
OG0006168	XP_034835317.1	DPOGS215947-PA
OG0006169	XP_034833790.1	DPOGS214625-PA
OG0006170	XP_034826582.1	DPOGS213460-PA
OG0006171	XP_034837168.1	DPOGS210279-PA
OG0006172	XP_034835315.1	DPOGS215933-PA
OG0006173	XP_034836320.1	DPOGS213246-PA
OG0006174	XP_034839549.1	DPOGS201366-PA
OG0006175	XP_034826272.1	DPOGS211124-PA
OG0006176	XP_034837082.1	DPOGS210277-PA
OG0006177	XP_034826826.1	DPOGS211177-PA
OG0006178	XP_034839550.1	DPOGS201386-PA
OG0006179	XP_034833454.1	DPOGS204811-PA
OG0006180	XP_034836893.1	DPOGS208166-PA
OG0006181	XP_034835089.1	DPOGS210438-PA
OG0006182	XP_034830328.1	DPOGS203246-PA
OG0006183	XP_034837166.1	DPOGS210276-PA
OG0006184	XP_034830865.1	DPOGS203242-PA
OG0006185	XP_034836177.1	DPOGS208169-PA
OG0006186	XP_034837228.1	DPOGS210275-PA
OG0006187	XP_034826313.1	DPOGS211122-PA
OG0006188	XP_034839556.1	DPOGS201385-PA
OG0006189	XP_034841193.1	DPOGS213112-PA
OG0006190	XP_034826153.1	DPOGS213456-PA
OG0006191	XP_034835921.1	DPOGS208187-PA
OG0006192	XP_034833801.1	DPOGS214589-PA
OG0006193	XP_034836229.1	DPOGS208170-PA
OG0006194	XP_034840653.1	DPOGS208114-PA
OG0006195	XP_034839540.1	DPOGS201368-PA
OG0006197	XP_034840660.1	DPOGS208115-PA
OG0006198	XP_034828922.1	DPOGS211009-PA
OG0006199	XP_034830265.1	DPOGS203248-PA
OG0006200	XP_034832150.1	DPOGS201664-PA
OG0006201	XP_034830266.1	DPOGS203240-PA
OG0006202	XP_034831024.1	DPOGS213615-PA
OG0006203	XP_034838534.1	DPOGS203643-PA
OG0006204	XP_034825553.1	DPOGS211875-PA
OG0006205	XP_034828923.1	DPOGS210956-PA
OG0006206	XP_034836113.1	DPOGS208185-PA
OG0006207	XP_034836109.1	DPOGS208174-PA
OG0006208	XP_034825657.1	DPOGS211947-PA
OG0006209	XP_034824508.1	DPOGS215873-PA
OG0006210	XP_034825648.1	DPOGS211874-PA
