Orthogroup	Maniola_hyperantus	Heliconius_erato_lativitta
OG0005392	XP_034826009.1	HEL_005029-RA
OG0005393	XP_034825544.1	HEL_003954-RA
OG0005394	XP_034830176.1	HEL_007798-RA
OG0005395	XP_034826008.1	HEL_005030-RA
OG0005396	XP_034838470.1	HEL_011273-RA
OG0005397	XP_034836357.1	HEL_000493-RA
OG0005398	XP_034829170.1	HEL_005232-RA
OG0005399	XP_034828098.1	HEL_002278-RA
OG0005400	XP_034836844.1	HEL_005428-RA
OG0005401	XP_034829174.1	HEL_005231-RA
OG0005402	XP_034827720.1	HEL_010142-RA
OG0005403	XP_034828421.1	HEL_002281-RA
OG0005404	XP_034836691.1	HEL_005429-RA
OG0005405	XP_034825346.1	HEL_003952-RA
OG0005406	XP_034831524.1	HEL_012444-RA
OG0005407	XP_034833229.1	HEL_009709-RA
OG0005408	XP_034825345.1	HEL_003951-RA
OG0005409	XP_034829168.1	HEL_005225-RA
OG0005410	XP_034838459.1	HEL_011276-RA
OG0005411	XP_034825342.1	HEL_003950-RA
OG0005412	XP_034825349.1	HEL_003949-RA
OG0005413	XP_034827526.1	HEL_002282-RA
OG0005415	XP_034838489.1	HEL_011278-RA
OG0005416	XP_034832031.1	HEL_003544-RA
OG0005417	XP_034832252.1	HEL_003543-RA
OG0005419	XP_034837015.1	HEL_005431-RA
OG0005420	XP_034838980.1	HEL_011743-RA
OG0005421	XP_034826475.1	HEL_005040-RA
OG0005422	XP_034840179.1	HEL_010559-RA
OG0005423	XP_034838994.1	HEL_011744-RA
OG0005424	XP_034833833.1	HEL_003591-RA
OG0005425	XP_034826006.1	HEL_005041-RA
OG0005426	XP_034828909.1	HEL_013161-RA
OG0005427	XP_034824956.1	HEL_007571-RA
OG0005428	XP_034833238.1	HEL_009713-RA
OG0005429	XP_034835653.1	HEL_006395-RA
OG0005430	XP_034840326.1	HEL_010562-RA
OG0005431	XP_034840330.1	HEL_010563-RA
OG0005432	XP_034834725.1	HEL_005695-RA
OG0005433	XP_034833057.1	HEL_008865-RA
OG0005434	XP_034834689.1	HEL_005696-RA
OG0005436	XP_034839388.1	HEL_013251-RA
OG0005438	XP_034832428.1	HEL_012448-RA
OG0005439	XP_034835651.1	HEL_006396-RA
OG0005440	XP_034837356.1	HEL_011820-RA
OG0005441	XP_034840332.1	HEL_010565-RA
OG0005442	XP_034832440.1	HEL_012452-RA
OG0005443	XP_034841546.1	HEL_001792-RA
OG0005444	XP_034840322.1	HEL_010566-RA
OG0005445	XP_034836092.1	HEL_002103-RA
OG0005446	XP_034841535.1	HEL_001795-RA
OG0005447	XP_034841542.1	HEL_001796-RA
OG0005448	XP_034840328.1	HEL_010568-RA
OG0005449	XP_034841543.1	HEL_001797-RA
OG0005450	XP_034836079.1	HEL_002104-RA
OG0005451	XP_034838483.1	HEL_011284-RA
OG0005452	XP_034840320.1	HEL_010569-RA
OG0005453	XP_034834097.1	HEL_003587-RA
OG0005454	XP_034828782.1	HEL_011136-RA
OG0005455	XP_034833231.1	HEL_009717-RA
OG0005456	XP_034837286.1	HEL_009361-RA
OG0005457	XP_034827557.1	HEL_002285-RA
OG0005458	XP_034840334.1	HEL_010570-RA
OG0005459	XP_034834121.1	HEL_003585-RA
OG0005460	XP_034826160.1	HEL_005049-RA
OG0005461	XP_034832010.1	HEL_012454-RA
OG0005462	XP_034826170.1	HEL_005052-RA
OG0005463	XP_034834660.1	HEL_005699-RA
OG0005464	XP_034834114.1, XP_034834111.1	HEL_003616-RA
OG0005465	XP_034826169.1	HEL_005053-RA
OG0005466	XP_034834108.1	HEL_003617-RA
OG0005467	XP_034826162.1	HEL_005055-RA
OG0005468	XP_034830911.1	HEL_010265-RA
OG0005469	XP_034835665.1	HEL_006402-RA
OG0005470	XP_034828555.1	HEL_011132-RA
OG0005471	XP_034835663.1	HEL_006403-RA
OG0005472	XP_034826168.1	HEL_005056-RA
OG0005473	XP_034826919.1	HEL_010212-RA
OG0005474	XP_034826916.1	HEL_010213-RA
OG0005475	XP_034833233.1	HEL_009721-RA
OG0005476	XP_034835547.1	HEL_006405-RA
OG0005477	XP_034826172.1	HEL_005057-RA
OG0005478	XP_034834099.1	HEL_003623-RA
OG0005479	XP_034829238.1	HEL_010858-RA
OG0005480	XP_034836449.1	HEL_000495-RA
OG0005481	XP_034834745.1	HEL_005702-RA
OG0005482	XP_034826558.1	HEL_005060-RA
OG0005483	XP_034834107.1	HEL_003624-RA
OG0005484	XP_034837934.1	HEL_004115-RA
OG0005485	XP_034829235.1	HEL_010857-RA
OG0005486	XP_034834105.1	HEL_003628-RA
OG0005487	XP_034840882.1	HEL_001802-RA
OG0005488	XP_034834727.1	HEL_005708-RA
OG0005489	XP_034824536.1	HEL_002286-RA
OG0005490	XP_034835087.1	HEL_006410-RA
OG0005491	XP_034836364.1	HEL_000500-RA
OG0005492	XP_034841553.1, XP_034841552.1	HEL_001804-RA
OG0005493	XP_034841557.1	HEL_001805-RA
OG0005494	XP_034841547.1	HEL_001807-RA
OG0005495	XP_034838511.1	HEL_011294-RA
OG0005497	XP_034839724.1	HEL_007002-RA
OG0005498	XP_034828591.1	HEL_011083-RA
OG0005499	XP_034827350.1	HEL_010221-RA
OG0005500	XP_034834101.1	HEL_003634-RA
OG0005501	XP_034834744.1	HEL_005710-RA
OG0005502	XP_034834106.1	HEL_003636-RA
OG0005503	XP_034828675.1	HEL_011084-RA
OG0005504	XP_034827351.1	HEL_010223-RA
OG0005505	XP_034832107.1	HEL_003548-RA
OG0005506	XP_034834697.1	HEL_005712-RA
OG0005507	XP_034832103.1	HEL_003549-RA
OG0005508	XP_034827704.1	HEL_010132-RA
OG0005509	XP_034834945.1	HEL_005713-RA
OG0005510	XP_034836125.1	HEL_002123-RA
OG0005511	XP_034827717.1	HEL_010131-RA
OG0005512	XP_034828695.1	HEL_011089-RA
OG0005514	XP_034829848.1	HEL_006029-RA
OG0005515	XP_034836127.1	HEL_002127-RA
OG0005516	XP_034830696.1	HEL_010260-RA
OG0005517	XP_034834720.1	HEL_005717-RA
OG0005518	XP_034827286.1	HEL_010231-RA
OG0005519	XP_034829855.1	HEL_006026-RA, HEL_011137-RA
OG0005520	XP_034839324.1	HEL_009677-RA
OG0005521	XP_034837705.1	HEL_002523-RA
OG0005522	XP_034835716.1	HEL_002128-RA
OG0005523	XP_034840496.1	HEL_009034-RA
OG0005524	XP_034828688.1	HEL_011098-RA
OG0005525	XP_034837684.1	HEL_002525-RA
OG0005526	XP_034827718.1	HEL_010124-RA
OG0005527	XP_034839790.1	HEL_009678-RA
OG0005529	XP_034838906.1	HEL_011779-RA
OG0005530	XP_034833748.1	HEL_003678-RA
OG0005531	XP_034833749.1	HEL_003676-RA
OG0005532	XP_034828691.1	HEL_011099-RA
OG0005533	XP_034833750.1	HEL_003674-RA
OG0005534	XP_034833743.1	HEL_003673-RA
OG0005535	XP_034828686.1	HEL_011105-RA
OG0005536	XP_034834736.1	HEL_005720-RA
OG0005537	XP_034835870.1	HEL_002001-RA
OG0005538	XP_034828693.1	HEL_011106-RA
OG0005539	XP_034825944.1	HEL_004943-RA
OG0005540	XP_034828687.1	HEL_011107-RA
OG0005541	XP_034832947.1	HEL_011230-RA
OG0005542	XP_034828477.1	HEL_011109-RA
OG0005543	XP_034827714.1	HEL_010121-RA
OG0005544	XP_034840447.1	HEL_009042-RA
OG0005545	XP_034833742.1	HEL_003670-RA
OG0005546	XP_034833727.1	HEL_003669-RA
OG0005547	XP_034834746.1	HEL_005726-RA
OG0005548	XP_034836409.1	HEL_000432-RA
OG0005549	XP_034828777.1	HEL_011111-RA
OG0005551	XP_034835249.1	HEL_006413-RA
OG0005552	XP_034835718.1	HEL_002131-RA
OG0005553	XP_034831963.1	HEL_002528-RA
OG0005555	XP_034836210.1	HEL_002531-RA
OG0005556	XP_034825952.1	HEL_004950-RA
OG0005557	XP_034826838.1	HEL_008062-RA
OG0005558	XP_034826818.1	HEL_008061-RA
OG0005559	XP_034826974.1	HEL_008058-RA
OG0005560	XP_034834329.1	HEL_013836-RA
OG0005561	XP_034829853.1	HEL_006020-RA
OG0005562	XP_034836156.1	HEL_002136-RA
OG0005563	XP_034828722.1	HEL_011116-RA
OG0005564	XP_034836158.1	HEL_002137-RA
OG0005565	XP_034836220.1	HEL_002534-RA
OG0005566	XP_034834300.1	HEL_013839-RA
OG0005567	XP_034834317.1	HEL_013837-RA
OG0005568	XP_034840846.1	HEL_001703-RA
OG0005569	XP_034834312.1	HEL_013841-RA
OG0005570	XP_034828776.1	HEL_011119-RA
OG0005571	XP_034830722.1	HEL_010256-RA
OG0005572	XP_034838933.1	HEL_011785-RA
OG0005573	XP_034834319.1, XP_034834318.1	HEL_013843-RA
OG0005574	XP_034834302.1	HEL_013845-RA
OG0005575	XP_034828150.1	HEL_010108-RA
OG0005576	XP_034828633.1	HEL_011081-RA
OG0005577	XP_034828775.1	HEL_011080-RA
OG0005578	XP_034837207.1	HEL_011843-RA
OG0005579	XP_034826822.1	HEL_008046-RA
OG0005580	XP_034832611.1	HEL_011226-RA
OG0005581	XP_034838486.1	HEL_011331-RA
OG0005582	XP_034834304.1	HEL_013852-RA
OG0005583	XP_034828151.1	HEL_010107-RA
OG0005584	XP_034836165.1	HEL_002142-RA
OG0005586	XP_034838134.1	HEL_004132-RA
OG0005587	XP_034834311.1	HEL_013853-RA
OG0005588	XP_034836155.1	HEL_002145-RA
OG0005589	XP_034828483.1	HEL_011076-RA
OG0005590	XP_034829850.1	HEL_006018-RA
OG0005591	XP_034834306.1	HEL_013854-RA
OG0005592	XP_034840481.1	HEL_002294-RA
OG0005593	XP_034840469.1	HEL_002295-RA
OG0005594	XP_034836157.1	HEL_002143-RA
OG0005595	XP_034826786.1	HEL_008044-RA
OG0005596	XP_034835198.1	HEL_006414-RA
OG0005597	XP_034836159.1	HEL_002147-RA
OG0005598	XP_034832612.1, XP_034832613.1, XP_034832614.1	HEL_011225-RA
OG0005599	XP_034838498.1	HEL_011335-RA
OG0005600	XP_034831284.1	HEL_000804-RA
OG0005601	XP_034840449.1	HEL_009047-RA
OG0005602	XP_034828474.1	HEL_011072-RA
OG0005603	XP_034828536.1	HEL_011071-RA
OG0005604	XP_034839013.1	HEL_011789-RA
OG0005605	XP_034837225.1	HEL_011842-RA
OG0005606	XP_034828533.1	HEL_011070-RA
OG0005607	XP_034836136.1	HEL_002151-RA
OG0005609	XP_034840457.1	HEL_009050-RA
OG0005611	XP_034840361.1	HEL_009051-RA
OG0005612	XP_034837339.1	HEL_011841-RA
OG0005613	XP_034825943.1	HEL_004960-RA
OG0005614	XP_034840450.1	HEL_009052-RA
OG0005615	XP_034836390.1	HEL_000429-RA
OG0005616	XP_034831258.1	HEL_000811-RA
OG0005617	XP_034830258.1, XP_034830259.1	HEL_009461-RA
OG0005619	XP_034833342.1	HEL_009734-RA
OG0005620	XP_034824914.1, XP_034824742.1	HEL_007659-RA
OG0005621	XP_034839014.1	HEL_011791-RA
OG0005622	XP_034834576.1	HEL_005826-RA
OG0005624	XP_034834583.1	HEL_005825-RA
OG0005626	XP_034833006.1	HEL_011222-RA
OG0005627	XP_034838647.1	HEL_011346-RA
OG0005628	XP_034826801.1	HEL_008033-RA
OG0005629	XP_034825115.1	HEL_014046-RA
OG0005630	XP_034834812.1	HEL_005816-RA
OG0005631	XP_034831290.1	HEL_000814-RA
OG0005632	XP_034828105.1	HEL_010099-RA
OG0005633	XP_034832024.1	HEL_003562-RA
OG0005634	XP_034836436.1	HEL_000426-RA
OG0005635	XP_034834303.1	HEL_013857-RA
OG0005636	XP_034825116.1	HEL_014045-RA
OG0005637	XP_034835397.1	HEL_006423-RA
OG0005638	XP_034828101.1	HEL_010098-RA
OG0005639	XP_034825117.1	HEL_014044-RA
OG0005640	XP_034825760.1	HEL_014043-RA
OG0005641	XP_034835408.1	HEL_006424-RA
OG0005642	XP_034825758.1	HEL_014041-RA
OG0005643	XP_034825756.1	HEL_014040-RA
OG0005644	XP_034839012.1	HEL_011803-RA
OG0005645	XP_034835401.1	HEL_006425-RA
OG0005646	XP_034839017.1	HEL_011802-RA
OG0005647	XP_034825759.1	HEL_014039-RA
OG0005648	XP_034825761.1	HEL_014038-RA
OG0005649	XP_034838620.1	HEL_000533-RA
OG0005650	XP_034840803.1	HEL_009061-RA
OG0005651	XP_034838189.1	HEL_004101-RA
OG0005652	XP_034840809.1, XP_034840810.1	HEL_009060-RA
OG0005654	XP_034827810.1	HEL_010096-RA
OG0005655	XP_034833251.1	HEL_009735-RA
OG0005656	XP_034824090.1	HEL_002304-RA
OG0005657	XP_034836879.1	HEL_004596-RA
OG0005658	XP_034830728.1	HEL_009448-RA
OG0005659	XP_034835211.1, XP_034835209.1	HEL_006428-RA
OG0005660	XP_034826310.1	HEL_004968-RA
OG0005661	XP_034838158.1	HEL_004090-RA
OG0005663	XP_034839340.1	HEL_012063-RA
OG0005664	XP_034838133.1	HEL_004094-RA
OG0005665	XP_034840935.1	HEL_002306-RA
OG0005666	XP_034826303.1	HEL_004969-RA
OG0005667	XP_034838917.1	HEL_011799-RA
OG0005668	XP_034838144.1	HEL_004095-RA
OG0005669	XP_034826308.1	HEL_004970-RA
OG0005670	XP_034834735.1	HEL_002546-RA
OG0005671	XP_034826309.1	HEL_004971-RA
OG0005672	XP_034836964.1	HEL_004653-RA
OG0005673	XP_034832785.1	HEL_011216-RA, HEL_011214-RA
OG0005674	XP_034839103.1	HEL_002547-RA
OG0005675	XP_034840363.1	HEL_009063-RA
OG0005676	XP_034826307.1	HEL_004973-RA
OG0005677	XP_034824891.1	HEL_007669-RA
OG0005678	XP_034830561.1	HEL_009446-RA
OG0005679	XP_034840314.1	HEL_009064-RA
OG0005680	XP_034837137.1	HEL_011838-RA
OG0005681	XP_034840126.1	HEL_009065-RA
OG0005682	XP_034824925.1	HEL_007670-RA
OG0005683	XP_034830557.1	HEL_009445-RA
OG0005684	XP_034824917.1	HEL_007671-RA
OG0005685	XP_034826483.1	HEL_004979-RA
OG0005686	XP_034839269.1	HEL_002548-RA
OG0005687	XP_034839660.1	HEL_012066-RA
OG0005688	XP_034839111.1	HEL_002551-RA
OG0005689	XP_034827576.1	HEL_002311-RA
OG0005690	XP_034828246.1	HEL_010090-RA
OG0005691	XP_034839107.1	HEL_011809-RA
OG0005692	XP_034827607.1	HEL_002312-RA
OG0005694	XP_034827735.1	HEL_002313-RA
OG0005695	XP_034838271.1	HEL_014526-RA
OG0005696	XP_034826069.1	HEL_004985-RA
OG0005697	XP_034835080.1	HEL_006432-RA
OG0005698	XP_034826068.1	HEL_004987-RA
OG0005699	XP_034831273.1	HEL_000820-RA
OG0005700	XP_034837452.1	HEL_011835-RA
OG0005701	XP_034837455.1	HEL_011832-RA
OG0005702	XP_034827782.1	HEL_002314-RA
OG0005703	XP_034834287.1	HEL_014247-RA
OG0005704	XP_034827789.1	HEL_002315-RA
OG0005705	XP_034834290.1	HEL_002474-RA
OG0005706	XP_034831978.1	HEL_003566-RA
OG0005707	XP_034839753.1	HEL_012077-RA
OG0005708	XP_034834286.1	HEL_014245-RA
OG0005709	XP_034839751.1	HEL_012078-RA
OG0005710	XP_034839123.1	HEL_002554-RA
OG0005711	XP_034838528.1	HEL_000524-RA
OG0005712	XP_034830128.1	HEL_007835-RA
OG0005713	XP_034830127.1	HEL_007834-RA
OG0005714	XP_034831992.1	HEL_003568-RA, HEL_003569-RA
OG0005715	XP_034824031.1	HEL_001682-RA
OG0005716	XP_034832598.1	HEL_011213-RA
OG0005717	XP_034824032.1	HEL_001680-RA
OG0005718	XP_034835812.1	HEL_002161-RA
OG0005719	XP_034840533.1	HEL_009075-RA
OG0005720	XP_034840080.1	HEL_009077-RA
OG0005721	XP_034824292.1	HEL_007690-RA
OG0005722	XP_034838715.1	HEL_000521-RA
OG0005723	XP_034832080.1	HEL_003571-RA
OG0005724	XP_034830060.1	HEL_007832-RA
OG0005725	XP_034825679.1	HEL_002321-RA
OG0005726	XP_034829678.1	HEL_007829-RA
OG0005727	XP_034825885.1	HEL_002322-RA
OG0005728	XP_034825959.1	HEL_002323-RA
OG0005729	XP_034840306.1	HEL_009080-RA
OG0005730	XP_034824227.1	HEL_007696-RA
OG0005731	XP_034831259.1	HEL_000821-RA
OG0005732	XP_034837347.1	HEL_011847-RA
OG0005733	XP_034832688.1	HEL_011211-RA
OG0005734	XP_034826050.1	HEL_002325-RA
OG0005735	XP_034839568.1	HEL_009084-RA
OG0005736	XP_034827518.1	HEL_010078-RA
OG0005737	XP_034832577.1	HEL_011209-RA
OG0005738	XP_034824952.1	HEL_007700-RA
OG0005739	XP_034840859.1	HEL_002327-RA
OG0005740	XP_034838703.1	HEL_000512-RA
OG0005741	XP_034841296.1	HEL_001677-RA
OG0005742	XP_034825929.1	HEL_004999-RA
OG0005743	XP_034839752.1	HEL_012107-RA
OG0005744	XP_034836507.1	HEL_000417-RA
OG0005745	XP_034834218.1	HEL_014230-RA
OG0005746	XP_034827337.1	HEL_008080-RA
OG0005747	XP_034825897.1	HEL_002330-RA
OG0005749	XP_034827336.1	HEL_008081-RA
OG0005751	XP_034833488.1	HEL_009738-RA
OG0005753	XP_034827339.1	HEL_008083-RA
OG0005754	XP_034825980.1	HEL_002333-RA
OG0005755	XP_034833485.1	HEL_009744-RA
OG0005756	XP_034825991.1	HEL_002334-RA
OG0005758	XP_034825776.1	HEL_002335-RA
OG0005759	XP_034826486.1	HEL_005002-RA
OG0005760	XP_034828503.1	HEL_004362-RA
OG0005761	XP_034840369.1	HEL_009091-RA
OG0005762	XP_034840838.1	HEL_002336-RA
OG0005763	XP_034830570.1	HEL_009442-RA
OG0005764	XP_034825705.1	HEL_002337-RA
OG0005765	XP_034830583.1	HEL_009441-RA
OG0005766	XP_034830574.1	HEL_009440-RA
OG0005767	XP_034825921.1	HEL_002338-RA
OG0005768	XP_034830550.1	HEL_009439-RA
OG0005769	XP_034838688.1	HEL_011395-RA
OG0005771	XP_034830579.1	HEL_009436-RA
OG0005773	XP_034838650.1	HEL_011389-RA
OG0005774	XP_034841156.1	HEL_001673-RA
OG0005775	XP_034839173.1	HEL_012061-RA
OG0005776	XP_034829099.1	HEL_010829-RA
OG0005777	XP_034841179.1	HEL_001672-RA
OG0005778	XP_034839121.1	HEL_002562-RA
OG0005779	XP_034828493.1	HEL_004358-RA
OG0005780	XP_034835396.1	HEL_006445-RA
OG0005781	XP_034832571.1	HEL_011201-RA
OG0005782	XP_034827904.1	HEL_010084-RA
OG0005783	XP_034838641.1	HEL_011385-RA
OG0005784	XP_034839289.1, XP_034839281.1	HEL_002566-RA
OG0005785	XP_034829461.1	HEL_010827-RA
OG0005786	XP_034832531.1	HEL_002567-RA
OG0005787	XP_034839306.1	HEL_002568-RA
OG0005788	XP_034836517.1	HEL_000414-RA
OG0005790	XP_034829098.1	HEL_010826-RA
OG0005791	XP_034839052.1	HEL_013947-RA
OG0005792	XP_034837723.1	HEL_002570-RA
OG0005794	XP_034838887.1	HEL_013942-RA
OG0005795	XP_034837754.1	HEL_002572-RA
OG0005797	XP_034828487.1	HEL_004356-RA
OG0005798	XP_034837736.1	HEL_002571-RA
OG0005799	XP_034837714.1	HEL_002573-RA
OG0005800	XP_034839050.1	HEL_013945-RA
OG0005803	XP_034838618.1	HEL_011343-RA
OG0005804	XP_034836954.1	HEL_004643-RA
OG0005805	XP_034841052.1	HEL_001669-RA
OG0005806	XP_034837089.1	HEL_009268-RA
OG0005807	XP_034841153.1	HEL_001668-RA
OG0005808	XP_034829894.1	HEL_007818-RA
OG0005809	XP_034825071.1	HEL_014017-RA
OG0005810	XP_034838617.1	HEL_011337-RA
OG0005811	XP_034828488.1	HEL_004354-RA
OG0005812	XP_034838614.1	HEL_011338-RA
OG0005813	XP_034836861.1	HEL_004642-RA
OG0005815	XP_034827579.1	HEL_014505-RA
OG0005816	XP_034828507.1	HEL_004353-RA
OG0005817	XP_034829102.1, XP_034829101.1	HEL_010823-RA
OG0005818	XP_034827559.1	HEL_014504-RA
OG0005820	XP_034836999.1	HEL_004639-RA
OG0005821	XP_034828809.1	HEL_004351-RA
OG0005822	XP_034832824.1	HEL_011193-RA
OG0005823	XP_034833376.1	HEL_009750-RA
OG0005825	XP_034826756.1	HEL_008086-RA
OG0005826	XP_034835056.1	HEL_002579-RA
OG0005827	XP_034833382.1	HEL_009755-RA
OG0005828	XP_034828505.1	HEL_004348-RA
OG0005829	XP_034833377.1	HEL_009756-RA
OG0005830	XP_034828590.1	HEL_004347-RA
OG0005831	XP_034828589.1	HEL_004346-RA
OG0005832	XP_034835738.1	HEL_014380-RA
OG0005833	XP_034827536.1	HEL_014199-RA
OG0005834	XP_034834125.1	HEL_014221-RA
OG0005835	XP_034829652.1	HEL_007816-RA
OG0005836	XP_034836995.1	HEL_004638-RA
OG0005837	XP_034829093.1	HEL_010811-RA, HEL_010817-RA
OG0005838	XP_034840860.1	HEL_001664-RA
OG0005839	XP_034827578.1	HEL_014200-RA
OG0005840	XP_034826695.1	HEL_008091-RA
OG0005841	XP_034832826.1	HEL_011190-RA
OG0005842	XP_034832823.1	HEL_011189-RA
OG0005843	XP_034826697.1	HEL_008092-RA
OG0005844	XP_034826698.1	HEL_007967-RA
OG0005845	XP_034832789.1	HEL_011187-RA
OG0005847	XP_034826694.1	HEL_007969-RA
OG0005848	XP_034832732.1	HEL_011186-RA
OG0005850	XP_034826883.1	HEL_007968-RA
OG0005851	XP_034827255.1	HEL_007972-RA
OG0005852	XP_034827258.1	HEL_007971-RA
OG0005853	XP_034827046.1	HEL_007970-RA
OG0005854	XP_034829875.1	HEL_007815-RA
OG0005855	XP_034838646.1	HEL_011384-RA
OG0005856	XP_034827254.1	HEL_007973-RA
OG0005857	XP_034827257.1	HEL_007976-RA
OG0005858	XP_034824943.1	HEL_007713-RA
OG0005859	XP_034832715.1	HEL_011185-RA
OG0005860	XP_034831645.1	HEL_000826-RA
OG0005861	XP_034832929.1	HEL_011184-RA
OG0005862	XP_034827570.1	HEL_014396-RA
OG0005863	XP_034828115.1	HEL_002343-RA
OG0005864	XP_034827572.1	HEL_014395-RA
OG0005865	XP_034825930.1	HEL_005023-RA
OG0005866	XP_034827575.1	HEL_014394-RA
OG0005867	XP_034828004.1	HEL_002345-RA
OG0005868	XP_034836043.1	HEL_001929-RA
OG0005869	XP_034831648.1	HEL_000829-RA
OG0005870	XP_034828073.1	HEL_002346-RA
OG0005871	XP_034827565.1	HEL_014392-RA
OG0005872	XP_034827794.1	HEL_014215-RA
OG0005873	XP_034838737.1	HEL_002589-RA
OG0005874	XP_034836048.1	HEL_001931-RA
OG0005875	XP_034833179.1	HEL_009760-RA
OG0005876	XP_034837165.1	HEL_009263-RA
OG0005877	XP_034838676.1	HEL_011351-RA
OG0005878	XP_034825360.1	HEL_008852-RA
OG0005879	XP_034824745.1	HEL_002347-RA
OG0005880	XP_034836060.1	HEL_001932-RA
OG0005881	XP_034825357.1	HEL_008851-RA
OG0005882	XP_034827549.1	HEL_014216-RA
OG0005883	XP_034839251.1	HEL_009665-RA
OG0005884	XP_034836224.1	HEL_001936-RA
OG0005887	XP_034830845.1	HEL_009424-RA
OG0005888	XP_034836066.1	HEL_001937-RA
OG0005889	XP_034832615.1	HEL_011176-RA
OG0005890	XP_034840372.1	HEL_009098-RA
OG0005892	XP_034825468.1	HEL_008846-RA
OG0005893	XP_034826996.1	HEL_007983-RA
OG0005894	XP_034835291.1	HEL_006455-RA
OG0005895	XP_034827900.1	HEL_002350-RA
OG0005896	XP_034838878.1	HEL_013009-RA
OG0005897	XP_034827891.1	HEL_002351-RA
OG0005898	XP_034832665.1	HEL_011167-RA
OG0005899	XP_034840580.1	HEL_009099-RA
OG0005900	XP_034826403.1	HEL_005027-RA
OG0005901	XP_034836672.1	HEL_000402-RA
OG0005902	XP_034840571.1	HEL_009103-RA
OG0005903	XP_034838944.1	HEL_013007-RA
OG0005904	XP_034840581.1	HEL_009104-RA
OG0005905	XP_034826405.1	HEL_004936-RA
OG0005906	XP_034836666.1	HEL_000403-RA
OG0005907	XP_034831106.1	HEL_000832-RA
OG0005908	XP_034835166.1	HEL_002595-RA
OG0005909	XP_034824648.1	HEL_002354-RA
OG0005910	XP_034824484.1	HEL_002355-RA
OG0005911	XP_034836054.1	HEL_001951-RA
OG0005912	XP_034824151.1	HEL_001657-RA
OG0005913	XP_034829774.1	HEL_002356-RA
OG0005914	XP_034824150.1	HEL_001656-RA
OG0005915	XP_034838461.1	HEL_000539-RA
OG0005916	XP_034838415.1	HEL_000540-RA
OG0005917	XP_034828679.1	HEL_004333-RA
OG0005918	XP_034829795.1	HEL_002357-RA
OG0005919	XP_034824149.1	HEL_001654-RA
OG0005920	XP_034835199.1	HEL_002603-RA
OG0005921	XP_034835139.1	HEL_002604-RA
OG0005922	XP_034827009.1	HEL_008000-RA
OG0005924	XP_034830572.1	HEL_009422-RA
OG0005925	XP_034824846.1	HEL_002359-RA, HEL_002360-RA
OG0005926	XP_034833773.1	HEL_005106-RA
OG0005927	XP_034826979.1	HEL_008001-RA
OG0005928	XP_034837260.1	HEL_009256-RA
OG0005929	XP_034827958.1	HEL_014198-RA
OG0005930	XP_034827050.1	HEL_008002-RA
OG0005931	XP_034840562.1	HEL_009112-RA
OG0005932	XP_034840552.1	HEL_009113-RA
OG0005934	XP_034838632.1	HEL_000544-RA
OG0005935	XP_034824406.1	HEL_007717-RA
OG0005936	XP_034824405.1	HEL_007718-RA
OG0005937	XP_034840573.1	HEL_009118-RA
OG0005938	XP_034837954.1	HEL_014542-RA
OG0005939	XP_034824875.1	HEL_007719-RA
OG0005940	XP_034824879.1	HEL_007720-RA
OG0005941	XP_034840973.1	HEL_001645-RA
OG0005942	XP_034824872.1	HEL_007721-RA
OG0005943	XP_034838295.1	HEL_014544-RA
OG0005944	XP_034841204.1	HEL_001644-RA
OG0005945	XP_034825470.1	HEL_008837-RA
OG0005946	XP_034835618.1	HEL_002606-RA
OG0005947	XP_034833216.1	HEL_013754-RA
OG0005948	XP_034835630.1	HEL_002608-RA, HEL_002607-RA
OG0005949	XP_034835607.1	HEL_002609-RA
OG0005950	XP_034837914.1	HEL_014545-RA
OG0005951	XP_034825037.1	HEL_008793-RA
OG0005953	XP_034831123.1	HEL_000845-RA
OG0005954	XP_034831113.1	HEL_000846-RA
OG0005955	XP_034835649.1	HEL_002611-RA
OG0005956	XP_034829527.1	HEL_007810-RA
OG0005957	XP_034838416.1	HEL_000547-RA
OG0005958	XP_034831128.1	HEL_000849-RA
OG0005959	XP_034831130.1	HEL_000850-RA
OG0005960	XP_034829528.1	HEL_007809-RA
OG0005961	XP_034840579.1	HEL_009120-RA
OG0005962	XP_034835292.1	HEL_006459-RA
OG0005963	XP_034838736.1	HEL_013931-RA
OG0005964	XP_034838734.1	HEL_013966-RA
OG0005965	XP_034833162.1	HEL_013760-RA
OG0005966	XP_034835288.1	HEL_006461-RA
OG0005967	XP_034837086.1	HEL_009245-RA
OG0005968	XP_034840407.1	HEL_009122-RA
OG0005969	XP_034835293.1	HEL_006462-RA
OG0005970	XP_034840130.1	HEL_009124-RA
OG0005971	XP_034838976.1	HEL_013965-RA
OG0005972	XP_034829750.1	HEL_007804-RA
OG0005973	XP_034832314.1	HEL_002613-RA
OG0005974	XP_034835107.1	HEL_006467-RA
OG0005975	XP_034834487.1	HEL_005795-RA
OG0005976	XP_034835110.1	HEL_006469-RA
OG0005977	XP_034826986.1	HEL_008009-RA
OG0005978	XP_034827012.1	HEL_008010-RA
OG0005979	XP_034834485.1	HEL_005794-RA
OG0005980	XP_034826978.1	HEL_008011-RA
OG0005981	XP_034833135.1	HEL_013765-RA
OG0005982	XP_034836045.1	HEL_001958-RA
OG0005983	XP_034839759.1	HEL_012081-RA
