Orthogroup	Maniola_hyperantus	Pararge_aegeria
OG0006263	XP_034832372.1	XP_039753637.1
OG0006264	XP_034827261.1	XP_039751640.1
OG0006265	XP_034829089.1	XP_039755167.1
OG0006266	XP_034828424.1	XP_039750580.1
OG0006267	XP_034831553.1	XP_039755697.1
OG0006268	XP_034836180.1	XP_039760013.1
OG0006269	XP_034828431.1	XP_039750546.1
OG0006270	XP_034830966.1	XP_039754027.1
OG0006271	XP_034826765.1	XP_039751002.1
OG0006272	XP_034830043.1	XP_039749635.1
OG0006273	XP_034840831.1	XP_039765823.1
OG0006274	XP_034840829.1	XP_039765595.1
OG0006275	XP_034826764.1	XP_039751433.1
OG0006276	XP_034829077.1	XP_039754696.1
OG0006277	XP_034826290.1	XP_039765251.1
OG0006278	XP_034826925.1	XP_039751705.1
OG0006279	XP_034827291.1	XP_039751082.1
OG0006280	XP_034826116.1	XP_039748403.1
OG0006281	XP_034828237.1	XP_039752227.1
OG0006282	XP_034830285.1	XP_039760437.1
OG0006283	XP_034829009.1	XP_039755174.1
OG0006284	XP_034828235.1	XP_039752588.1
OG0006285	XP_034833150.1	XP_039758599.1
OG0006286	XP_034827292.1	XP_039751083.1
OG0006287	XP_034830254.1	XP_039758462.1
OG0006288	XP_034830957.1	XP_039753894.1
OG0006289	XP_034833149.1	XP_039758670.1
OG0006290	XP_034828330.1	XP_039750944.1
OG0006291	XP_034826929.1	XP_039765027.1
OG0006292	XP_034839209.1	XP_039763285.1
OG0006293	XP_034830112.1	XP_039750024.1
OG0006294	XP_034837219.1	XP_039760414.1
OG0006295	XP_034826854.1	XP_039765186.1
OG0006296	XP_034840371.1	XP_039747182.1
OG0006297	XP_034840208.1	XP_039747136.1
OG0006298	XP_034826484.1	XP_039764546.1
OG0006299	XP_034840206.1	XP_039746917.1
OG0006300	XP_034830261.1	XP_039755748.1
OG0006301	XP_034835422.1	XP_039758915.1
OG0006302	XP_034840928.1	XP_039745152.1
OG0006303	XP_034830110.1	XP_039749456.1
OG0006304	XP_034826845.1	XP_039764580.1
OG0006305	XP_034826113.1	XP_039747646.1
OG0006306	XP_034826591.1, XP_034840752.1	XP_039764830.1
OG0006307	XP_034825220.1	XP_039746369.1
OG0006308	XP_034826846.1	XP_039751033.1
OG0006309	XP_034830045.1	XP_039750050.1
OG0006310	XP_034835410.1	XP_039759343.1
OG0006311	XP_034825060.1	XP_039745927.1
OG0006312	XP_034825558.1	XP_039745924.1
OG0006313	XP_034834800.1	XP_039756977.1
OG0006314	XP_034826852.1	XP_039751035.1
OG0006315	XP_034835420.1	XP_039759301.1
OG0006316	XP_034840944.1	XP_039765508.1
OG0006317	XP_034831451.1	XP_039757253.1
OG0006318	XP_034838928.1	XP_039762745.1
OG0006319	XP_034826495.1	XP_039765022.1
OG0006320	XP_034835425.1	XP_039759659.1
OG0006321	XP_034838965.1	XP_039762902.1
OG0006322	XP_034826922.1	XP_039764930.1
OG0006323	XP_034831423.1, XP_034831424.1	XP_039761900.1
OG0006324	XP_034832088.1	XP_039752960.1
OG0006325	XP_034826699.1	XP_039764717.1
OG0006326	XP_034826886.1	XP_039765275.1
OG0006327	XP_034838626.1	XP_039747652.1
OG0006328	XP_034832762.1	XP_039761861.1
OG0006329	XP_034826790.1	XP_039765274.1
OG0006330	XP_034838810.1	XP_039762784.1
OG0006332	XP_034834828.1	XP_039756297.1
OG0006333	XP_034838927.1	XP_039762646.1
OG0006334	XP_034834830.1	XP_039756523.1
OG0006335	XP_034834829.1	XP_039756622.1
OG0006336	XP_034824982.1	XP_039748904.1
OG0006338	XP_034827466.1	XP_039752159.1
OG0006339	XP_034834292.1	XP_039758102.1
OG0006340	XP_034837318.1	XP_039760770.1
OG0006341	XP_034831678.1	XP_039755925.1
OG0006342	XP_034826428.1	XP_039765271.1
OG0006343	XP_034838963.1	XP_039761210.1
OG0006344	XP_034827014.1	XP_039764807.1
OG0006345	XP_034839203.1	XP_039763239.1
OG0006346	XP_034831682.1	XP_039755695.1
OG0006347	XP_034835026.1	XP_039756132.1
OG0006348	XP_034834228.1	XP_039757775.1
OG0006349	XP_034837186.1	XP_039760835.1
OG0006350	XP_034831681.1	XP_039755719.1
OG0006351	XP_034840740.1	XP_039747498.1
OG0006352	XP_034835014.1	XP_039756226.1
OG0006353	XP_034835411.1	XP_039759071.1
OG0006354	XP_034838352.1	XP_039748455.1
OG0006355	XP_034837245.1	XP_039760776.1
OG0006356	XP_034832618.1	XP_039756891.1
OG0006357	XP_034839215.1	XP_039763590.1
OG0006358	XP_034832090.1	XP_039753102.1
OG0006359	XP_034830420.1	XP_039759626.1
OG0006360	XP_034836947.1	XP_039761171.1
OG0006361	XP_034832626.1	XP_039756913.1
OG0006362	XP_034838055.1	XP_039762037.1
OG0006363	XP_034824428.1	XP_039749325.1
OG0006364	XP_034837102.1	XP_039760417.1
OG0006365	XP_034837917.1	XP_039762421.1
OG0006366	XP_034832419.1	XP_039753344.1
OG0006367	XP_034827324.1	XP_039751642.1
OG0006368	XP_034837779.1	XP_039760643.1
OG0006369	XP_034838356.1	XP_039748186.1
OG0006370	XP_034826112.1	XP_039750084.1
OG0006371	XP_034829668.1	XP_039749503.1
OG0006372	XP_034839210.1	XP_039763603.1
OG0006373	XP_034834814.1	XP_039756078.1
OG0006374	XP_034829891.1	XP_039749997.1
OG0006375	XP_034835552.1	XP_039759599.1
OG0006376	XP_034834949.1	XP_039756420.1
OG0006377	XP_034826099.1	XP_039760369.1
OG0006378	XP_034834850.1	XP_039756467.1
OG0006379	XP_034838307.1	XP_039762436.1
OG0006380	XP_034835334.1, XP_034835333.1	XP_039759634.1
OG0006381	XP_034832637.1	XP_039757266.1
OG0006382	XP_034832632.1	XP_039756911.1
OG0006383	XP_034840590.1	XP_039746627.1
OG0006384	XP_034837212.1	XP_039760884.1
OG0006385	XP_034834578.1	XP_039756558.1
OG0006386	XP_034833081.1	XP_039757028.1
OG0006387	XP_034827464.1	XP_039752528.1
OG0006388	XP_034837101.1	XP_039760789.1
OG0006389	XP_034827447.1	XP_039752055.1
OG0006390	XP_034835332.1	XP_039759330.1
OG0006391	XP_034834575.1	XP_039756620.1
OG0006392	XP_034838463.1	XP_039748258.1
OG0006393	XP_034832630.1	XP_039756967.1
OG0006394	XP_034840605.1	XP_039746761.1
OG0006395	XP_034832638.1	XP_039757327.1
OG0006396	XP_034840584.1	XP_039746754.1
OG0006397	XP_034830166.1	XP_039749676.1
OG0006398	XP_034835378.1	XP_039759498.1
OG0006399	XP_034830167.1	XP_039749606.1
OG0006400	XP_034834579.1	XP_039756107.1
OG0006401	XP_034835340.1	XP_039759476.1
OG0006402	XP_034825695.1	XP_039745789.1
OG0006403	XP_034834574.1	XP_039756108.1
OG0006404	XP_034825694.1	XP_039746332.1
OG0006405	XP_034834568.1	XP_039756109.1
OG0006406	XP_034840836.1	XP_039745205.1
OG0006407	XP_034826940.1	XP_039764713.1
OG0006408	XP_034825217.1	XP_039745790.1
OG0006409	XP_034824870.1	XP_039749324.1
OG0006410	XP_034825275.1	XP_039745899.1
OG0006411	XP_034827044.1	XP_039764549.1
OG0006412	XP_034826903.1	XP_039751296.1
OG0006413	XP_034831694.1	XP_039755392.1
OG0006414	XP_034825279.1	XP_039746274.1
OG0006415	XP_034834294.1	XP_039758070.1
OG0006416	XP_034827316.1	XP_039751718.1
OG0006417	XP_034836492.1	XP_039747590.1
OG0006418	XP_034837329.1	XP_039760659.1
OG0006419	XP_034825268.1	XP_039745739.1
OG0006420	XP_034834570.1	XP_039756110.1
OG0006421	XP_034840583.1	XP_039746477.1
OG0006422	XP_034837285.1	XP_039760708.1
OG0006423	XP_034838574.1	XP_039748164.1
OG0006424	XP_034828758.1	XP_039750376.1
OG0006425	XP_034834359.1	XP_039761476.1
OG0006426	XP_034830153.1	XP_039749597.1
OG0006427	XP_034834314.1	XP_039755504.1
OG0006428	XP_034835342.1	XP_039759314.1
OG0006429	XP_034829182.1	XP_039754896.1
OG0006430	XP_034834808.1	XP_039756708.1
OG0006431	XP_034829189.1	XP_039755102.1
OG0006432	XP_034833387.1	XP_039755517.1
OG0006433	XP_034834806.1	XP_039756612.1
OG0006434	XP_034836963.1	XP_039761056.1
OG0006435	XP_034834011.1	XP_039757498.1
OG0006436	XP_034834432.1	XP_039756317.1
OG0006437	XP_034835377.1	XP_039758972.1
OG0006438	XP_034831650.1	XP_039755640.1
OG0006439	XP_034835909.1	XP_039759839.1
OG0006440	XP_034834437.1	XP_039756368.1
OG0006441	XP_034834345.1	XP_039756167.1
OG0006442	XP_034835331.1	XP_039759306.1
OG0006443	XP_034826625.1	XP_039765147.1
OG0006444	XP_034825273.1	XP_039746320.1
OG0006445	XP_034835338.1, XP_034835339.1	XP_039759697.1
OG0006446	XP_034834346.1	XP_039756374.1
OG0006447	XP_034825266.1	XP_039745693.1
OG0006448	XP_034838590.1	XP_039748000.1
OG0006449	XP_034828992.1	XP_039754935.1
OG0006451	XP_034833186.1	XP_039758242.1
OG0006452	XP_034831291.1	XP_039755402.1
OG0006453	XP_034826814.1	XP_039765159.1
OG0006454	XP_034826740.1	XP_039765024.1
OG0006455	XP_034824303.1	XP_039749120.1
OG0006456	XP_034833228.1	XP_039758633.1
OG0006457	XP_034835325.1	XP_039758979.1
OG0006458	XP_034836046.1	XP_039761957.1
OG0006459	XP_034828304.1	XP_039752132.1
OG0006460	XP_034826474.1	XP_039764979.1
OG0006461	XP_034840101.1	XP_039747206.1
OG0006462	XP_034836033.1	XP_039754605.1
OG0006463	XP_034839385.1	XP_039763884.1
OG0006464	XP_034826119.1	XP_039751047.1
OG0006466	XP_034831660.1	XP_039755276.1
OG0006467	XP_034834635.1	XP_039754618.1
OG0006468	XP_034836545.1	XP_039747738.1
OG0006469	XP_034836612.1	XP_039748177.1
OG0006470	XP_034831663.1	XP_039755281.1
OG0006471	XP_034837918.1	XP_039762362.1
OG0006472	XP_034833718.1	XP_039757977.1
OG0006473	XP_034837959.1	XP_039762386.1
OG0006474	XP_034833617.1	XP_039758706.1
OG0006475	XP_034837920.1	XP_039762227.1
OG0006476	XP_034833131.1	XP_039758887.1
OG0006477	XP_034837962.1	XP_039762086.1
OG0006478	XP_034831664.1, XP_034831665.1	XP_039755954.1, XP_039755952.1
OG0006479	XP_034840949.1	XP_039765657.1
OG0006481	XP_034828714.1	XP_039750886.1
OG0006483	XP_034832171.1	XP_039753301.1
OG0006484	XP_034838005.1	XP_039762351.1
OG0006485	XP_034839826.1	XP_039764008.1
OG0006486	XP_034836232.1	XP_039759775.1
OG0006487	XP_034837319.1	XP_039760797.1
OG0006488	XP_034841455.1	XP_039745175.1
OG0006489	XP_034835827.1	XP_039759978.1
OG0006490	XP_034826665.1	XP_039763253.1
OG0006491	XP_034837236.1	XP_039760496.1
OG0006492	XP_034831856.1	XP_039753346.1
OG0006493	XP_034831853.1	XP_039753131.1
OG0006494	XP_034826504.1	XP_039764774.1
OG0006495	XP_034832069.1	XP_039753183.1
OG0006496	XP_034838014.1	XP_039762077.1
OG0006497	XP_034824289.1	XP_039748944.1
OG0006498	XP_034828869.1	XP_039750842.1
OG0006499	XP_034840727.1	XP_039764582.1
OG0006500	XP_034826414.1	XP_039764767.1
OG0006501	XP_034824291.1	XP_039749113.1
OG0006502	XP_034838568.1	XP_039748323.1
OG0006503	XP_034826750.1	XP_039764768.1
OG0006504	XP_034837167.1	XP_039760699.1
OG0006505	XP_034824657.1	XP_039764771.1
OG0006506	XP_034834789.1	XP_039756253.1
OG0006507	XP_034827471.1	XP_039764396.1
OG0006508	XP_034838071.1	XP_039762045.1
OG0006509	XP_034832077.1	XP_039753663.1
OG0006510	XP_034827186.1	XP_039751116.1
OG0006511	XP_034827462.1	XP_039764385.1
OG0006512	XP_034831055.1	XP_039755937.1
OG0006513	XP_034825375.1	XP_039746080.1
OG0006514	XP_034824597.1	XP_039749294.1
OG0006515	XP_034840622.1	XP_039746830.1
OG0006516	XP_034838593.1	XP_039748327.1
OG0006517	XP_034832806.1	XP_039757250.1
OG0006518	XP_034828559.1	XP_039750380.1
OG0006519	XP_034826185.1	XP_039764703.1
OG0006520	XP_034824488.1	XP_039748834.1
OG0006521	XP_034830898.1	XP_039754166.1
OG0006522	XP_034826363.1	XP_039746576.1
OG0006523	XP_034830895.1	XP_039753914.1
OG0006524	XP_034840631.1	XP_039746831.1
OG0006525	XP_034840634.1	XP_039747181.1
OG0006526	XP_034824473.1	XP_039749337.1
OG0006527	XP_034840607.1	XP_039747311.1
OG0006528	XP_034826197.1	XP_039764892.1
OG0006529	XP_034826226.1, XP_034826218.1	XP_039765145.1
OG0006530	XP_034829511.1	XP_039764558.1
OG0006531	XP_034835947.1	XP_039760043.1
OG0006532	XP_034824471.1, XP_034824470.1	XP_039749288.1
OG0006533	XP_034830367.1	XP_039754219.1
OG0006534	XP_034835953.1	XP_039760274.1
OG0006535	XP_034837863.1	XP_039762277.1
OG0006536	XP_034840635.1	XP_039746850.1
OG0006537	XP_034839630.1	XP_039763864.1, XP_039763865.1
OG0006538	XP_034829822.1	XP_039765262.1
OG0006539	XP_034832071.1	XP_039753656.1
OG0006540	XP_034836541.1	XP_039748304.1
OG0006541	XP_034840587.1	XP_039746837.1
OG0006542	XP_034827975.1	XP_039751792.1
OG0006543	XP_034837235.1	XP_039760817.1
OG0006544	XP_034831043.1	XP_039755269.1
OG0006545	XP_034840625.1	XP_039747505.1
OG0006546	XP_034828206.1	XP_039751791.1
OG0006547	XP_034824449.1	XP_039748851.1
OG0006548	XP_034833482.1	XP_039758788.1, XP_039758789.1
OG0006549	XP_034839505.1	XP_039764111.1
OG0006551	XP_034840602.1	XP_039746804.1
OG0006552	XP_034827192.1	XP_039751255.1
OG0006553	XP_034824454.1	XP_039748600.1
OG0006554	XP_034828573.1	XP_039750958.1
OG0006555	XP_034840754.1	XP_039746962.1
OG0006556	XP_034829400.1	XP_039754633.1
OG0006557	XP_034837284.1	XP_039760472.1
OG0006558	XP_034829401.1	XP_039754761.1
OG0006559	XP_034836421.1	XP_039748369.1
OG0006560	XP_034829146.1	XP_039755138.1
OG0006561	XP_034828472.1	XP_039750571.1
OG0006562	XP_034836593.1	XP_039748478.1
OG0006563	XP_034832374.1	XP_039752900.1
OG0006564	XP_034835101.1	XP_039759525.1
OG0006565	XP_034832375.1	XP_039752923.1
OG0006566	XP_034829323.1	XP_039755128.1
OG0006567	XP_034829344.1	XP_039755125.1
OG0006568	XP_034832832.1	XP_039756807.1
OG0006569	XP_034838068.1	XP_039762137.1
OG0006570	XP_034832464.1	XP_039753613.1
OG0006571	XP_034835299.1	XP_039758973.1
OG0006572	XP_034832459.1	XP_039753209.1
OG0006573	XP_034837176.1	XP_039760625.1
OG0006574	XP_034835555.1	XP_039759603.1
OG0006575	XP_034827546.1	XP_039752178.1
OG0006576	XP_034832461.1	XP_039752975.1
OG0006577	XP_034829863.1	XP_039750183.1
OG0006578	XP_034835297.1	XP_039758976.1
OG0006579	XP_034837177.1	XP_039760628.1
OG0006580	XP_034838067.1	XP_039762043.1
OG0006581	XP_034826774.1	XP_039751301.1
OG0006582	XP_034827069.1	XP_039751406.1
OG0006583	XP_034831060.1	XP_039755354.1
OG0006584	XP_034837984.1	XP_039762415.1
OG0006585	XP_034833410.1	XP_039758862.1
OG0006586	XP_034839628.1	XP_039764190.1
OG0006587	XP_034829327.1	XP_039754771.1
OG0006588	XP_034829023.1	XP_039764761.1
OG0006589	XP_034832463.1	XP_039752977.1
OG0006590	XP_034837994.1	XP_039762419.1
OG0006591	XP_034829342.1	XP_039754911.1
OG0006592	XP_034829334.1	XP_039754910.1
OG0006593	XP_034826884.1	XP_039751577.1
OG0006594	XP_034829324.1	XP_039754920.1
OG0006595	XP_034825993.1	XP_039747600.1
OG0006596	XP_034824436.1	XP_039748750.1
OG0006597	XP_034825996.1	XP_039750191.1
OG0006598	XP_034829333.1	XP_039755035.1
OG0006599	XP_034832357.1	XP_039752953.1
OG0006600	XP_034826777.1	XP_039751191.1
OG0006601	XP_034834445.1	XP_039756097.1
OG0006602	XP_034828471.1	XP_039750738.1
OG0006603	XP_034834758.1	XP_039756093.1
OG0006604	XP_034828470.1	XP_039750489.1
OG0006605	XP_034835298.1	XP_039759223.1
OG0006606	XP_034829002.1	XP_039764929.1
OG0006607	XP_034826872.1	XP_039751246.1
OG0006608	XP_034824472.1	XP_039748816.1
OG0006609	XP_034828939.1	XP_039764449.1
OG0006610	XP_034828460.1	XP_039750758.1
OG0006611	XP_034826175.1	XP_039753245.1
OG0006612	XP_034835308.1	XP_039759324.1
OG0006613	XP_034828993.1	XP_039764450.1
OG0006614	XP_034836215.1	XP_039760087.1
OG0006615	XP_034829339.1	XP_039755168.1
OG0006616	XP_034839625.1	XP_039763797.1
OG0006617	XP_034828768.1	XP_039764963.1
OG0006618	XP_034835983.1	XP_039760159.1
OG0006619	XP_034834284.1	XP_039758137.1
OG0006620	XP_034834774.1, XP_034834773.1	XP_039756117.1
OG0006621	XP_034825495.1	XP_039745842.1
OG0006622	XP_034825491.1	XP_039745841.1
OG0006623	XP_034828950.1	XP_039764888.1
OG0006624	XP_034834782.1	XP_039756181.1
OG0006625	XP_034829313.1	XP_039754922.1
OG0006626	XP_034827569.1	XP_039751893.1
OG0006627	XP_034834283.1	XP_039758052.1
OG0006628	XP_034833916.1	XP_039758050.1
OG0006629	XP_034828845.1	XP_039764871.1
OG0006630	XP_034837312.1	XP_039760862.1
OG0006631	XP_034831093.1, XP_034831091.1, XP_034831092.1	XP_039755876.1
OG0006632	XP_034835304.1	XP_039759438.1
OG0006633	XP_034831420.1	XP_039755349.1
OG0006634	XP_034829332.1	XP_039754836.1
OG0006635	XP_034827942.1	XP_039752640.1
OG0006636	XP_034829331.1	XP_039754829.1
OG0006637	XP_034835979.1	XP_039759930.1
OG0006638	XP_034829302.1	XP_039754849.1
OG0006639	XP_034826569.1	XP_039747901.1
OG0006640	XP_034840474.1, XP_034840475.1	XP_039747089.1, XP_039747090.1
OG0006641	XP_034828983.1	XP_039764873.1
OG0006642	XP_034835974.1	XP_039760202.1
OG0006643	XP_034832223.1	XP_039753710.1
OG0006644	XP_034829011.1	XP_039765052.1
OG0006645	XP_034828209.1	XP_039752274.1
OG0006646	XP_034828910.1	XP_039765195.1
OG0006647	XP_034835970.1	XP_039759874.1
OG0006648	XP_034836590.1	XP_039748129.1
OG0006649	XP_034824977.1	XP_039748909.1
OG0006650	XP_034831421.1	XP_039755342.1
OG0006651	XP_034835980.1	XP_039760161.1
OG0006652	XP_034835967.1	XP_039759898.1
OG0006653	XP_034828463.1	XP_039750905.1
OG0006654	XP_034837310.1	XP_039760660.1
OG0006655	XP_034839319.1	XP_039763693.1
OG0006656	XP_034826239.1	XP_039753467.1
OG0006657	XP_034825221.1	XP_039745820.1
OG0006658	XP_034825578.1	XP_039746168.1
OG0006659	XP_034833909.1	XP_039757549.1
OG0006660	XP_034825766.1	XP_039746199.1
OG0006661	XP_034829892.1	XP_039750180.1
OG0006662	XP_034825782.1	XP_039746205.1
OG0006663	XP_034839784.1	XP_039763634.1
OG0006664	XP_034826861.1	XP_039751527.1
OG0006665	XP_034825777.1	XP_039746035.1
OG0006666	XP_034830641.1	XP_039753744.1
OG0006668	XP_034829301.1	XP_039754688.1
OG0006669	XP_034827670.1	XP_039752320.1
OG0006670	XP_034827671.1	XP_039752308.1
OG0006671	XP_034830415.1	XP_039754555.1
OG0006672	XP_034828044.1	XP_039752142.1
OG0006673	XP_034832659.1	XP_039757066.1
OG0006674	XP_034841236.1	XP_039765769.1
OG0006675	XP_034828049.1	XP_039752141.1
OG0006676	XP_034838063.1	XP_039762263.1, XP_039762262.1
OG0006677	XP_034826288.1	XP_039753715.1
OG0006678	XP_034824790.1	XP_039749211.1
OG0006679	XP_034828048.1	XP_039752243.1
OG0006680	XP_034828043.1	XP_039752242.1
OG0006681	XP_034828046.1	XP_039752121.1
OG0006682	XP_034839776.1	XP_039763747.1
OG0006683	XP_034833915.1	XP_039757848.1
OG0006684	XP_034828041.1	XP_039751819.1
OG0006685	XP_034832707.1	XP_039757219.1
OG0006686	XP_034826074.1	XP_039746244.1, XP_039746251.1
OG0006687	XP_034837967.1	XP_039762238.1
OG0006689	XP_034827951.1	XP_039752080.1
OG0006690	XP_034827944.1	XP_039752078.1
OG0006691	XP_034841235.1	XP_039765789.1
OG0006692	XP_034827279.1	XP_039751262.1
OG0006693	XP_034835237.1	XP_039759945.1
OG0006694	XP_034827945.1	XP_039752138.1
OG0006695	XP_034841231.1	XP_039765786.1
OG0006696	XP_034827275.1	XP_039751614.1
OG0006697	XP_034827949.1	XP_039752509.1
OG0006698	XP_034840486.1, XP_034840487.1	XP_039746956.1
OG0006699	XP_034835605.1	XP_039759664.1
OG0006700	XP_034841230.1	XP_039765490.1
OG0006701	XP_034829807.1	XP_039749662.1
OG0006702	XP_034829808.1	XP_039749719.1
OG0006703	XP_034837049.1	XP_039760727.1
OG0006704	XP_034839374.1	XP_039763947.1
OG0006705	XP_034827948.1	XP_039752518.1
OG0006706	XP_034824478.1	XP_039748726.1
OG0006707	XP_034838729.1	XP_039748183.1
OG0006708	XP_034837957.1	XP_039762142.1
OG0006709	XP_034835099.1	XP_039759456.1
OG0006710	XP_034835095.1	XP_039759454.1
OG0006711	XP_034832708.1	XP_039756923.1
OG0006712	XP_034834382.1, XP_034834381.1	XP_039756336.1
OG0006713	XP_034839489.1	XP_039763185.1
OG0006714	XP_034825881.1	XP_039746402.1
OG0006715	XP_034840468.1, XP_034840467.1	XP_039747495.1
OG0006716	XP_034838323.1	XP_039761982.1
OG0006717	XP_034841310.1	XP_039745052.1
OG0006718	XP_034840485.1	XP_039746783.1, XP_039746784.1
OG0006719	XP_034840470.1	XP_039746782.1
OG0006720	XP_034826882.1	XP_039751566.1
OG0006721	XP_034826901.1	XP_039751632.1
OG0006722	XP_034829346.1	XP_039754601.1
OG0006723	XP_034830851.1	XP_039762015.1
OG0006724	XP_034833921.1	XP_039758081.1
OG0006725	XP_034840384.1	XP_039746677.1
OG0006726	XP_034825868.1, XP_034825869.1	XP_039751382.1
OG0006727	XP_034835869.1	XP_039759962.1
OG0006728	XP_034832542.1	XP_039757222.1
OG0006729	XP_034825257.1	XP_039745894.1
OG0006730	XP_034840483.1	XP_039747166.1
OG0006731	XP_034834357.1, XP_034834358.1	XP_039756540.1
OG0006732	XP_034832310.1	XP_039753683.1
OG0006733	XP_034827246.1	XP_039751222.1
OG0006734	XP_034825783.1	XP_039745611.1
OG0006735	XP_034828857.1	XP_039764492.1
OG0006736	XP_034825775.1	XP_039746388.1
OG0006737	XP_034838713.1	XP_039747985.1
OG0006738	XP_034836757.1	XP_039760920.1
OG0006739	XP_034829349.1	XP_039755147.1
OG0006740	XP_034827247.1	XP_039751361.1
OG0006741	XP_034838493.1	XP_039748298.1
OG0006742	XP_034833906.1	XP_039757863.1
OG0006743	XP_034826528.1	XP_039749587.1, XP_039750506.1
OG0006744	XP_034838576.1	XP_039748098.1
OG0006745	XP_034830050.1	XP_039750157.1
OG0006746	XP_034828965.1	XP_039762672.1
OG0006747	XP_034829585.1	XP_039762657.1
OG0006748	XP_034827373.1	XP_039751402.1
OG0006749	XP_034829541.1	XP_039749782.1
OG0006750	XP_034829600.1	XP_039765060.1
OG0006751	XP_034838544.1	XP_039748296.1
OG0006752	XP_034828583.1	XP_039750603.1
OG0006753	XP_034828747.1	XP_039750764.1
OG0006754	XP_034838546.1	XP_039748137.1, XP_039748139.1, XP_039748138.1
OG0006755	XP_034828745.1	XP_039750799.1
OG0006756	XP_034833873.1	XP_039757575.1
OG0006757	XP_034835584.1	XP_039759084.1
OG0006758	XP_034831303.1	XP_039755728.1
OG0006759	XP_034831307.1	XP_039755950.1
OG0006760	XP_034831308.1	XP_039755610.1
OG0006761	XP_034829353.1	XP_039755228.1
OG0006762	XP_034833129.1	XP_039758637.1
OG0006763	XP_034831304.1	XP_039755891.1
OG0006764	XP_034834027.1	XP_039758136.1
OG0006765	XP_034829453.1	XP_039755012.1
OG0006766	XP_034830051.1	XP_039750069.1
OG0006767	XP_034834034.1	XP_039758135.1
OG0006768	XP_034829356.1, XP_034829355.1	XP_039754995.1
OG0006769	XP_034835223.1	XP_039759004.1
OG0006770	XP_034827862.1	XP_039752248.1
OG0006771	XP_034825867.1	XP_039746639.1
OG0006772	XP_034830381.1	XP_039754189.1
OG0006773	XP_034840227.1	XP_039747279.1, XP_039747281.1
OG0006774	XP_034825769.1	XP_039745550.1
OG0006775	XP_034829799.1	XP_039749994.1
OG0006776	XP_034824453.1	XP_039748830.1
OG0006777	XP_034824459.1	XP_039748832.1
OG0006778	XP_034835225.1	XP_039759300.1
OG0006779	XP_034833622.1	XP_039758728.1
OG0006780	XP_034833477.1	XP_039758760.1
OG0006781	XP_034834032.1	XP_039758113.1
OG0006782	XP_034830826.1	XP_039753883.1
OG0006783	XP_034833888.1	XP_039757946.1
OG0006784	XP_034825880.1	XP_039749430.1
OG0006785	XP_034833725.1	XP_039757440.1
OG0006786	XP_034827646.1	XP_039752282.1
OG0006787	XP_034840252.1, XP_034840251.1	XP_039746558.1
OG0006788	XP_034835175.1	XP_039759138.1
OG0006789	XP_034825210.1	XP_039746345.1
OG0006790	XP_034827590.1	XP_039752683.1
OG0006791	XP_034839496.1	XP_039763930.1
OG0006792	XP_034824820.1	XP_039748504.1
OG0006793	XP_034825863.1	XP_039753964.1
OG0006794	XP_034829805.1	XP_039749998.1
OG0006795	XP_034840910.1	XP_039745364.1
OG0006797	XP_034837331.1	XP_039760616.1
OG0006798	XP_034838627.1	XP_039747820.1
OG0006799	XP_034837880.1	XP_039760168.1
OG0006801	XP_034830284.1	XP_039754337.1
OG0006802	XP_034824332.1	XP_039748912.1
OG0006803	XP_034839618.1	XP_039763770.1
OG0006804	XP_034838363.1	XP_039748041.1
OG0006805	XP_034840247.1	XP_039747508.1, XP_039747507.1
