Orthogroup	Danaus_plexippus	Maniola_hyperantus
OG0004592	DPOGS205854-PA	XP_034824308.1
OG0004593	DPOGS208729-PA	XP_034841393.1
OG0004594	DPOGS209563-PA	XP_034833292.1
OG0004595	DPOGS215273-PA	XP_034834407.1, XP_034834408.1
OG0004596	DPOGS202833-PA	XP_034827390.1
OG0004597	DPOGS200831-PA	XP_034832187.1
OG0004598	DPOGS200341-PA	XP_034830503.1
OG0004599	DPOGS200294-PA	XP_034830521.1
OG0004600	DPOGS200599-PA	XP_034829413.1
OG0004602	DPOGS200600-PA	XP_034829257.1
OG0004603	DPOGS200833-PA	XP_034831806.1
OG0004604	DPOGS200638-PA, DPOGS200639-PA	XP_034829415.1
OG0004605	DPOGS200602-PA	XP_034829032.1
OG0004606	DPOGS205572-PA	XP_034829788.1
OG0004607	DPOGS209927-PA	XP_034824655.1
OG0004608	DPOGS215278-PA	XP_034834496.1
OG0004609	DPOGS207619-PA	XP_034837931.1
OG0004610	DPOGS210595-PA	XP_034838504.1
OG0004611	DPOGS200352-PA	XP_034830524.1
OG0004612	DPOGS208707-PA	XP_034840924.1, XP_034840925.1
OG0004613	DPOGS207071-PA	XP_034828170.1
OG0004614	DPOGS202832-PA	XP_034827113.1
OG0004615	DPOGS215394-PA	XP_034833286.1
OG0004616	DPOGS207639-PA, DPOGS207640-PA	XP_034840120.1
OG0004617	DPOGS203005-PA	XP_034839438.1
OG0004618	DPOGS207687-PA, DPOGS207688-PA	XP_034837773.1
OG0004619	DPOGS208705-PA	XP_034824174.1
OG0004620	DPOGS200173-PA	XP_034840165.1
OG0004621	DPOGS200357-PA	XP_034830516.1
OG0004622	DPOGS205571-PA	XP_034829618.1
OG0004623	DPOGS200714-PA	XP_034825618.1
OG0004624	DPOGS202827-PA, DPOGS203890-PA	XP_034826856.1
OG0004625	DPOGS200137-PA	XP_034840310.1
OG0004626	DPOGS200747-PA	XP_034825586.1, XP_034825585.1
OG0004627	DPOGS208163-PA	XP_034825977.1
OG0004628	DPOGS200716-PA, DPOGS209331-PA	XP_034825582.1
OG0004629	DPOGS206722-PA	XP_034840006.1
OG0004630	DPOGS200717-PA	XP_034825589.1
OG0004631	DPOGS205556-PA	XP_034829661.1, XP_034829662.1
OG0004632	DPOGS200718-PA	XP_034825584.1
OG0004633	DPOGS208321-PA	XP_034828916.1
OG0004634	DPOGS204752-PA	XP_034840434.1
OG0004635	DPOGS208742-PA	XP_034840919.1
OG0004636	DPOGS200632-PA, DPOGS200633-PA	XP_034829064.1
OG0004637	DPOGS200631-PA	XP_034829060.1
OG0004638	DPOGS202235-PA	XP_034830047.1
OG0004639	DPOGS212374-PA	XP_034831150.1
OG0004640	DPOGS208165-PA	XP_034826061.1
OG0004641	DPOGS200606-PA	XP_034829062.1, XP_034829061.1
OG0004642	DPOGS202384-PA	XP_034828889.1
OG0004643	DPOGS204755-PA	XP_034840430.1
OG0004644	DPOGS202187-PA	XP_034830027.1
OG0004645	DPOGS206862-PA	XP_034827589.1
OG0004646	DPOGS202385-PA	XP_034828755.1
OG0004647	DPOGS203033-PA	XP_034839292.1
OG0004648	DPOGS202188-PA	XP_034839727.1, XP_034830944.1
OG0004649	DPOGS200359-PA	XP_034830749.1
OG0004651	DPOGS200848-PA	XP_034832300.1
OG0004652	DPOGS202990-PA	XP_034839439.1, XP_034839152.1
OG0004653	DPOGS208692-PA	XP_034841183.1
OG0004654	DPOGS207636-PA	XP_034828637.1
OG0004655	DPOGS200737-PA	XP_034825173.1
OG0004656	DPOGS211038-PA	XP_034829276.1
OG0004657	DPOGS214891-PA	XP_034824698.1
OG0004658	DPOGS200363-PA	XP_034830737.1
OG0004659	DPOGS208159-PA	XP_034825901.1
OG0004660	DPOGS212889-PA	XP_034825616.1
OG0004661	DPOGS200279-PA	XP_034830788.1
OG0004662	DPOGS208158-PA	XP_034826612.1
OG0004663	DPOGS208686-PA	XP_034841079.1
OG0004664	DPOGS200366-PA	XP_034830424.1
OG0004665	DPOGS206636-PA	XP_034832629.1
OG0004666	DPOGS207085-PA	XP_034827726.1
OG0004667	DPOGS205925-PA	XP_034839988.1
OG0004668	DPOGS200731-PA	XP_034825190.1, XP_034825191.1
OG0004669	DPOGS206861-PA	XP_034827731.1
OG0004670	DPOGS200021-PA	XP_034833400.1
OG0004671	DPOGS215069-PA	XP_034830358.1
OG0004672	DPOGS208753-PA, DPOGS208754-PA	XP_034841078.1
OG0004673	DPOGS208152-PA, DPOGS208386-PA	XP_034826159.1
OG0004674	DPOGS215035-PA	XP_034830783.1
OG0004675	DPOGS208156-PA	XP_034826214.1
OG0004676	DPOGS215066-PA	XP_034830332.1
OG0004677	DPOGS215041-PA	XP_034830545.1
OG0004678	DPOGS206857-PA	XP_034828226.1
OG0004679	DPOGS202224-PA	XP_034838366.1
OG0004680	DPOGS202199-PA	XP_034832821.1
OG0004681	DPOGS207092-PA	XP_034828228.1
OG0004682	DPOGS205946-PA	XP_034839949.1
OG0004683	DPOGS210210-PA	XP_034830118.1, XP_034830119.1
OG0004685	DPOGS202766-PA	XP_034826771.1
OG0004686	DPOGS206854-PA	XP_034828188.1
OG0004687	DPOGS202858-PA	XP_034826770.1
OG0004689	DPOGS215061-PA	XP_034830387.1
OG0004690	DPOGS211558-PA, DPOGS211559-PA	XP_034826432.1
OG0004691	DPOGS202222-PA	XP_034831023.1
OG0004692	DPOGS202194-PA	XP_034831107.1
OG0004693	DPOGS211831-PA	XP_034840726.1
OG0004694	DPOGS202223-PA	XP_034831182.1, XP_034831190.1
OG0004695	DPOGS205614-PA	XP_034825615.1
OG0004696	DPOGS202220-PA	XP_034831133.1
OG0004697	DPOGS202201-PA	XP_034831171.1
OG0004699	DPOGS210246-PA	XP_034830150.1
OG0004700	DPOGS211377-PA	XP_034824362.1
OG0004701	DPOGS215059-PA	XP_034830363.1
OG0004702	DPOGS202205-PA	XP_034831076.1
OG0004703	DPOGS206849-PA	XP_034828182.1
OG0004704	DPOGS202216-PA	XP_034831151.1
OG0004705	DPOGS212721-PA, DPOGS205617-PA	XP_034825614.1
OG0004706	DPOGS211807-PA	XP_034824852.1
OG0004707	DPOGS205694-PA	XP_034831848.1
OG0004708	DPOGS205710-PA	XP_034831849.1
OG0004709	DPOGS210218-PA	XP_034830233.1
OG0004710	DPOGS210243-PA	XP_034830092.1
OG0004711	DPOGS205676-PA	XP_034824994.1
OG0004712	DPOGS215044-PA	XP_034830275.1, XP_034830274.1
OG0004713	DPOGS206843-PA	XP_034828183.1
OG0004714	DPOGS202180-PA	XP_034823905.1
OG0004715	DPOGS202982-PA	XP_034839458.1
OG0004716	DPOGS212916-PA	XP_034826030.1
OG0004717	DPOGS212911-PA, DPOGS212913-PA	XP_034826038.1, XP_034826036.1
OG0004718	DPOGS201405-PA	XP_034838207.1
OG0004719	DPOGS206730-PA	XP_034840777.1
OG0004720	DPOGS202464-PA	XP_034824253.1
OG0004721	DPOGS203031-PA	XP_034839192.1
OG0004722	DPOGS202981-PA	XP_034839196.1
OG0004723	DPOGS205673-PA	XP_034825396.1
OG0004724	DPOGS215053-PA	XP_034830703.1, XP_034830701.1, XP_034830702.1
OG0004725	DPOGS201546-PA	XP_034834375.1
OG0004727	DPOGS201410-PA	XP_034833741.1
OG0004728	DPOGS201900-PA	XP_034829107.1
OG0004729	DPOGS201837-PA	XP_034829096.1, XP_034829091.1
OG0004730	DPOGS201838-PA	XP_034829065.1
OG0004731	DPOGS201896-PA	XP_034831581.1
OG0004732	DPOGS206816-PA	XP_034827469.1
OG0004733	DPOGS202167-PA	XP_034841030.1, XP_034841028.1
OG0004734	DPOGS201415-PA	XP_034837016.1
OG0004735	DPOGS212434-PA	XP_034839880.1
OG0004736	DPOGS201840-PA	XP_034831783.1
OG0004737	DPOGS206818-PA	XP_034828230.1, XP_034828229.1
OG0004738	DPOGS203021-PA	XP_034839510.1
OG0004739	DPOGS210237-PA	XP_034829910.1, XP_034829911.1
OG0004740	DPOGS207133-PA	XP_034827818.1
OG0004741	DPOGS212439-PA	XP_034839861.1
OG0004742	DPOGS201884-PA	XP_034832140.1, XP_034827164.1
OG0004743	DPOGS202413-PA	XP_034840909.1
OG0004744	DPOGS202415-PA	XP_034840954.1
OG0004745	DPOGS212447-PA	XP_034840148.1
OG0004746	DPOGS201848-PA, DPOGS201850-PA	XP_034840458.1
OG0004747	DPOGS201878-PA, DPOGS201879-PA	XP_034840303.1
OG0004748	DPOGS212403-PA	XP_034840420.1
OG0004749	DPOGS201851-PA, DPOGS201849-PA	XP_034832782.1
OG0004750	DPOGS212451-PA, DPOGS212450-PA	XP_034840444.1
OG0004751	DPOGS205841-PA	XP_034824263.1
OG0004752	DPOGS201873-PA	XP_034826910.1
OG0004753	DPOGS202401-PA	XP_034841205.1
OG0004754	DPOGS209367-PA	XP_034830766.1, XP_034830855.1
OG0004755	DPOGS207121-PA	XP_034827928.1
OG0004756	DPOGS209368-PA	XP_034830765.1
OG0004757	DPOGS206830-PA	XP_034827916.1
OG0004758	DPOGS209369-PA	XP_034830548.1
OG0004759	DPOGS206835-PA	XP_034827989.1
OG0004760	DPOGS201859-PA	XP_034825479.1
OG0004762	DPOGS201864-PA	XP_034824895.1
OG0004763	DPOGS201532-PA	XP_034837041.1
OG0004764	DPOGS207112-PA	XP_034827912.1
OG0004765	DPOGS201564-PA, DPOGS201861-PA	XP_034833183.1
OG0004766	DPOGS201565-PA	XP_034828142.1
OG0004767	DPOGS214905-PA	XP_034841211.1
OG0004768	DPOGS201526-PA	XP_034835083.1
OG0004769	DPOGS201555-PA	XP_034833407.1
OG0004770	DPOGS201570-PA, DPOGS201571-PA	XP_034834784.1
OG0004771	DPOGS200167-PA	XP_034840416.1
OG0004772	DPOGS206516-PA, DPOGS214831-PA	XP_034826634.1
OG0004773	DPOGS206515-PA	XP_034825905.1
OG0004774	DPOGS205646-PA, DPOGS205645-PA	XP_034825412.1
OG0004775	DPOGS208369-PA	XP_034839235.1
OG0004776	DPOGS212653-PA	XP_034826217.1
OG0004777	DPOGS212456-PA, DPOGS212457-PA	XP_034841091.1
OG0004778	DPOGS208374-PA	XP_034839533.1
OG0004780	DPOGS211803-PA	XP_034840979.1
OG0004781	DPOGS207539-PA	XP_034826648.1
OG0004782	DPOGS203414-PA	XP_034839239.1
OG0004783	DPOGS203410-PA	XP_034839464.1
OG0004784	DPOGS203409-PA	XP_034839178.1
OG0004785	DPOGS203406-PA	XP_034839538.1
OG0004786	DPOGS201444-PA	XP_034833606.1
OG0004787	DPOGS201764-PA	XP_034833412.1
OG0004788	DPOGS203304-PA	XP_034839184.1
OG0004789	DPOGS203402-PA	XP_034839189.1, XP_034839188.1
OG0004790	DPOGS203306-PA	XP_034839187.1, XP_034839186.1
OG0004791	DPOGS203401-PA	XP_034839297.1
OG0004792	DPOGS214085-PA	XP_034831989.1
OG0004793	DPOGS208089-PA	XP_034836843.1
OG0004796	DPOGS208091-PA, DPOGS214879-PA	XP_034838839.1
OG0004797	DPOGS204646-PA, DPOGS204645-PA	XP_034835032.1
OG0004798	DPOGS209096-PA	XP_034838661.1, XP_034838662.1
OG0004800	DPOGS215936-PA	XP_034835323.1
OG0004802	DPOGS206281-PA	XP_034837079.1
OG0004802	DPOGS201698-PA	XP_034837078.1
OG0004803	DPOGS205525-PA	XP_034837793.1
OG0004804	DPOGS206012-PA	XP_034835615.1
OG0004805	DPOGS211454-PA	XP_034840976.1
OG0004806	DPOGS200025-PA	XP_034833575.1
OG0004807	DPOGS201470-PA	XP_034831607.1, XP_034831616.1
OG0004808	DPOGS204724-PA	XP_034832564.1
OG0004809	DPOGS205715-PA, DPOGS205716-PA	XP_034832175.1
OG0004810	DPOGS201742-PA	XP_034833398.1
OG0004811	DPOGS201717-PA, DPOGS211666-PA, DPOGS201715-PA, DPOGS201716-PA	XP_034839308.1, XP_034833615.1
OG0004812	DPOGS201996-PA	XP_034826741.1
OG0004813	DPOGS207865-PA	XP_034832585.1
OG0004814	DPOGS200169-PA	XP_034840194.1, XP_034840195.1
OG0004815	DPOGS205626-PA	XP_034825098.1, XP_034825100.1, XP_034825099.1
OG0004816	DPOGS209595-PA	XP_034840184.1
OG0004817	DPOGS200115-PA	XP_034836767.1
OG0004818	DPOGS203598-PA	XP_034830662.1, XP_034830661.1, XP_034830660.1
OG0004819	DPOGS202023-PA	XP_034829806.1
OG0004820	DPOGS213744-PA	XP_034836658.1
OG0004821	DPOGS215959-PA	XP_034825072.1
OG0004822	DPOGS205618-PA	XP_034825003.1, XP_034825004.1, XP_034825002.1
OG0004824	DPOGS207837-PA	XP_034831770.1
OG0004825	DPOGS207838-PA	XP_034831773.1
OG0004826	DPOGS206613-PA	XP_034832902.1
OG0004827	DPOGS210115-PA	XP_034824898.1
OG0004828	DPOGS204500-PA	XP_034840982.1, XP_034840983.1
OG0004829	DPOGS203706-PA	XP_034835785.1
OG0004830	DPOGS214776-PA	XP_034830973.1
OG0004831	DPOGS214267-PA	XP_034825456.1, XP_034825448.1
OG0004832	DPOGS214284-PA	XP_034841349.1
OG0004849	DPOGS215555-PA	XP_034837351.1
OG0004850	DPOGS213294-PA	XP_034831139.1
OG0004851	DPOGS207168-PA	XP_034839286.1
OG0004852	DPOGS216113-PA	XP_034836606.1
OG0004853	DPOGS215535-PA	XP_034837359.1
OG0004854	DPOGS204983-PA	XP_034836053.1
OG0004855	DPOGS213886-PA	XP_034840338.1
OG0004856	DPOGS216111-PA	XP_034836596.1
OG0004859	DPOGS203140-PA	XP_034829509.1
OG0004860	DPOGS204994-PA	XP_034836221.1
OG0004861	DPOGS213654-PA	XP_034837021.1
OG0004862	DPOGS204993-PA	XP_034835790.1
OG0004863	DPOGS203379-PA	XP_034839414.1
OG0004864	DPOGS211476-PA	XP_034830000.1
OG0004865	DPOGS206769-PA	XP_034837396.1
OG0004866	DPOGS208034-PA	XP_034833196.1
OG0004867	DPOGS214973-PA	XP_034834274.1
OG0004868	DPOGS211052-PA	XP_034823960.1
OG0004869	DPOGS204992-PA	XP_034836098.1
OG0004870	DPOGS207218-PA	XP_034837373.1
OG0004871	DPOGS213159-PA	XP_034841003.1
OG0004872	DPOGS208035-PA	XP_034833198.1
OG0004873	DPOGS213635-PA	XP_034836842.1
OG0004874	DPOGS210114-PA	XP_034824905.1
OG0004875	DPOGS203137-PA	XP_034829505.1
OG0004876	DPOGS213188-PA	XP_034834913.1
OG0004877	DPOGS203528-PA	XP_034826134.1
OG0004878	DPOGS203325-PA	XP_034839418.1
OG0004879	DPOGS208038-PA	XP_034833193.1
OG0004880	DPOGS211497-PA	XP_034838244.1
OG0004881	DPOGS212595-PA	XP_034826791.1
OG0004882	DPOGS213187-PA	XP_034834914.1
OG0004883	DPOGS208223-PA	XP_034828699.1
OG0004884	DPOGS208031-PA	XP_034833194.1
OG0004885	DPOGS203229-PA	XP_034829191.1
OG0004886	DPOGS211041-PA	XP_034828588.1
OG0004887	DPOGS210041-PA	XP_034824916.1
OG0004888	DPOGS213191-PA	XP_034834770.1
OG0004889	DPOGS208041-PA	XP_034833189.1
OG0004890	DPOGS209781-PA	XP_034829622.1
OG0004891	DPOGS206362-PA	XP_034831872.1
OG0004892	DPOGS212605-PA	XP_034826794.1
OG0004895	DPOGS213182-PA	XP_034834493.1
OG0004896	DPOGS206781-PA	XP_034839381.1
OG0004897	DPOGS210344-PA	XP_034831205.1
OG0004898	DPOGS213889-PA	XP_034840497.1
OG0004899	DPOGS210110-PA	XP_034824918.1
OG0004900	DPOGS208296-PA	XP_034828409.1
OG0004901	DPOGS210801-PA	XP_034830255.1
OG0004902	DPOGS209194-PA	XP_034829175.1
OG0004903	DPOGS201612-PA	XP_034838165.1
OG0004904	DPOGS216080-PA	XP_034832259.1
OG0004905	DPOGS214700-PA, DPOGS214701-PA	XP_034834267.1
OG0004906	DPOGS204091-PA	XP_034827745.1
OG0004907	DPOGS213632-PA	XP_034837579.1
OG0004908	DPOGS207191-PA	XP_034839343.1
OG0004909	DPOGS212604-PA	XP_034826819.1
OG0004910	DPOGS212498-PA	XP_034836101.1
OG0004911	DPOGS212485-PA	XP_034836106.1
OG0004912	DPOGS208227-PA	XP_034828381.1
OG0004913	DPOGS213631-PA	XP_034837712.1
OG0004914	DPOGS213502-PA	XP_034837507.1
OG0004915	DPOGS208295-PA	XP_034828402.1
OG0004916	DPOGS210108-PA	XP_034824908.1
OG0004917	DPOGS200464-PA	XP_034828135.1
OG0004918	DPOGS210804-PA	XP_034830918.1
OG0004919	DPOGS200451-PA	XP_034828138.1
OG0004920	DPOGS210864-PA	XP_034830438.1
OG0004921	DPOGS210045-PA	XP_034824896.1
OG0004922	DPOGS210046-PA	XP_034824910.1
OG0004923	DPOGS213200-PA	XP_034834866.1
OG0004925	DPOGS212488-PA	XP_034835990.1
OG0004926	DPOGS211775-PA	XP_034835165.1
OG0004928	DPOGS208043-PA	XP_034833672.1
OG0004929	DPOGS212494-PA	XP_034835995.1
OG0004930	DPOGS211784-PA	XP_034835168.1
OG0004931	DPOGS211776-PA	XP_034835267.1
OG0004932	DPOGS215143-PA	XP_034839068.1
OG0004933	DPOGS200449-PA	XP_034828133.1
OG0004934	DPOGS209857-PA	XP_034837389.1
OG0004935	DPOGS209195-PA	XP_034829484.1
OG0004936	DPOGS211783-PA	XP_034835707.1
OG0004937	DPOGS210398-PA	XP_034832725.1
OG0004938	DPOGS200467-PA	XP_034827750.1
OG0004939	DPOGS201038-PA	XP_034829766.1
OG0004940	DPOGS213368-PA	XP_034825894.1
OG0004941	DPOGS213928-PA	XP_034836755.1
OG0004942	DPOGS210356-PA	XP_034831206.1
OG0004943	DPOGS213230-PA	XP_034837379.1
OG0004944	DPOGS210862-PA	XP_034830425.1
OG0004945	DPOGS204979-PA	XP_034836041.1
OG0004946	DPOGS209293-PA	XP_034825049.1
OG0004947	DPOGS201179-PA	XP_034832293.1
OG0004948	DPOGS212631-PA, DPOGS212589-PA	XP_034826965.1
OG0004949	DPOGS210105-PA	XP_034824889.1
OG0004950	DPOGS213231-PA	XP_034837404.1
OG0004951	DPOGS215011-PA	XP_034838146.1
OG0004952	DPOGS210860-PA	XP_034830612.1
OG0004953	DPOGS201263-PA	XP_034829552.1
OG0004954	DPOGS210051-PA	XP_034824890.1
OG0004955	DPOGS209609-PA	XP_034840792.1
OG0004956	DPOGS201190-PA	XP_034832287.1
OG0004958	DPOGS210050-PA	XP_034824924.1
OG0004959	DPOGS209607-PA	XP_034840791.1
OG0004960	DPOGS209610-PA	XP_034840794.1
OG0004961	DPOGS207195-PA	XP_034839349.1
OG0004962	DPOGS210049-PA	XP_034824892.1
OG0004963	DPOGS202957-PA	XP_034832166.1
OG0004964	DPOGS210359-PA	XP_034831526.1
OG0004966	DPOGS208192-PA	XP_034837348.1
OG0004968	DPOGS209135-PA	XP_034829046.1
OG0004969	DPOGS200898-PA	XP_034839430.1
OG0004970	DPOGS208231-PA	XP_034828403.1
OG0004971	DPOGS214394-PA	XP_034828130.1
OG0004972	DPOGS212632-PA	XP_034826795.1
OG0004973	DPOGS212493-PA	XP_034835806.1
OG0004974	DPOGS214423-PA	XP_034828129.1
OG0004975	DPOGS209134-PA	XP_034829041.1
OG0004977	DPOGS209206-PA	XP_034829475.1
OG0004978	DPOGS200905-PA	XP_034839405.1
OG0004979	DPOGS209133-PA	XP_034829042.1
OG0004980	DPOGS212634-PA	XP_034826784.1
OG0004981	DPOGS208233-PA	XP_034828388.1
OG0004982	DPOGS213205-PA	XP_034835023.1
OG0004983	DPOGS213899-PA	XP_034837037.1
OG0004984	DPOGS208823-PA	XP_034841241.1
OG0004985	DPOGS213177-PA	XP_034835025.1
OG0004986	DPOGS201222-PA	XP_034829773.1
OG0004987	DPOGS213206-PA	XP_034835021.1
OG0004988	DPOGS208286-PA	XP_034828384.1
OG0004989	DPOGS213176-PA	XP_034835024.1
OG0004990	DPOGS212585-PA	XP_034826817.1
OG0004991	DPOGS204971-PA	XP_034836071.1
OG0004992	DPOGS213208-PA	XP_034835019.1
OG0004993	DPOGS210337-PA	XP_034831038.1
OG0004994	DPOGS201171-PA	XP_034832413.1
OG0004995	DPOGS210362-PA	XP_034831067.1
OG0004996	DPOGS210133-PA	XP_034824223.1
OG0004997	DPOGS210142-PA	XP_034824235.1
OG0004998	DPOGS209209-PA	XP_034829092.1
OG0005000	DPOGS213378-PA	XP_034825983.1
OG0005001	DPOGS206883-PA	XP_034826816.1
OG0005002	DPOGS210335-PA	XP_034831434.1
OG0005003	DPOGS210364-PA	XP_034831435.1
OG0005004	DPOGS213380-PA	XP_034826144.1
OG0005005	DPOGS210334-PA	XP_034831433.1
OG0005006	DPOGS210332-PA	XP_034831437.1
OG0005007	DPOGS210135-PA	XP_034824099.1
OG0005008	DPOGS212638-PA	XP_034826792.1
OG0005009	DPOGS213921-PA	XP_034836829.1
OG0005010	DPOGS210366-PA	XP_034831428.1
OG0005011	DPOGS210365-PA	XP_034831436.1
OG0005012	DPOGS204738-PA	XP_034825527.1
OG0005013	DPOGS204621-PA	XP_034838183.1
OG0005014	DPOGS205147-PA	XP_034837717.1
OG0005015	DPOGS204739-PA	XP_034825305.1
OG0005016	DPOGS213384-PA	XP_034825855.1
OG0005017	DPOGS205132-PA	XP_034837573.1
OG0005018	DPOGS208214-PA	XP_034837141.1
OG0005019	DPOGS210815-PA	XP_034830457.1
OG0005020	DPOGS213210-PA	XP_034834922.1
OG0005021	DPOGS213174-PA	XP_034834446.1
OG0005022	DPOGS210854-PA	XP_034830460.1
OG0005023	DPOGS213211-PA	XP_034834447.1
OG0005024	DPOGS210816-PA	XP_034830453.1
OG0005025	DPOGS204741-PA, DPOGS204742-PA	XP_034825303.1
OG0005026	DPOGS210853-PA	XP_034830850.1
OG0005027	DPOGS205119-PA	XP_034826693.1
OG0005028	DPOGS204743-PA	XP_034825322.1
OG0005029	DPOGS204778-PA	XP_034825301.1
OG0005030	DPOGS205153-PA, DPOGS209656-PA	XP_034837574.1
OG0005031	DPOGS208212-PA	XP_034837422.1
OG0005032	DPOGS213213-PA	XP_034834625.1
OG0005033	DPOGS213170-PA	XP_034834628.1
OG0005034	DPOGS208793-PA	XP_034841251.1
OG0005035	DPOGS213169-PA	XP_034834620.1
OG0005036	DPOGS205495-PA	XP_034834035.1, XP_034832066.1
OG0005037	DPOGS200945-PA	XP_034835973.1
OG0005038	DPOGS200944-PA	XP_034835968.1
OG0005039	DPOGS213910-PA	XP_034836828.1
OG0005040	DPOGS204744-PA	XP_034825299.1
OG0005041	DPOGS204620-PA	XP_034838145.1
OG0005042	DPOGS210886-PA	XP_034824247.1
OG0005043	DPOGS216103-PA	XP_034836569.1
OG0005044	DPOGS213346-PA	XP_034826178.1
OG0005045	DPOGS204617-PA	XP_034838181.1
OG0005046	DPOGS204745-PA	XP_034825321.1
OG0005047	DPOGS213389-PA	XP_034826448.1
OG0005048	DPOGS204777-PA	XP_034825323.1
OG0005049	DPOGS213345-PA	XP_034825966.1
OG0005050	DPOGS205129-PA	XP_034837629.1
OG0005051	DPOGS209211-PA	XP_034829473.1
OG0005052	DPOGS213390-PA	XP_034826062.1
OG0005053	DPOGS207348-PA	XP_034836234.1
OG0005054	DPOGS207331-PA	XP_034835828.1
OG0005055	DPOGS201265-PA	XP_034829747.1
OG0005056	DPOGS209613-PA	XP_034840035.1
OG0005057	DPOGS213215-PA	XP_034834622.1
OG0005058	DPOGS200149-PA	XP_034839740.1
OG0005059	DPOGS208796-PA	XP_034841252.1
OG0005060	DPOGS216121-PA	XP_034836563.1
OG0005061	DPOGS201200-PA	XP_034831919.1
OG0005062	DPOGS210057-PA	XP_034824418.1
OG0005063	DPOGS204749-PA	XP_034825356.1
OG0005064	DPOGS211788-PA	XP_034835127.1
OG0005065	DPOGS208211-PA	XP_034837221.1
OG0005066	DPOGS207330-PA	XP_034835830.1
OG0005067	DPOGS205131-PA	XP_034837639.1
OG0005068	DPOGS205148-PA	XP_034837602.1
OG0005069	DPOGS207351-PA	XP_034835829.1
OG0005070	DPOGS211769-PA	XP_034835137.1
OG0005071	DPOGS210370-PA	XP_034831323.1
OG0005072	DPOGS209602-PA	XP_034840302.1
OG0005073	DPOGS210329-PA	XP_034831530.1
OG0005074	DPOGS208003-PA	XP_034833031.1
OG0005075	DPOGS211791-PA	XP_034835132.1
OG0005076	DPOGS215577-PA	XP_034828990.1
OG0005077	DPOGS210848-PA	XP_034830717.1
OG0005078	DPOGS211811-PA	XP_034837481.1
OG0005079	DPOGS201205-PA	XP_034832064.1
OG0005080	DPOGS204774-PA	XP_034825403.1
OG0005081	DPOGS210935-PA	XP_034827251.1
OG0005083	DPOGS200398-PA	XP_034836435.1
OG0005084	DPOGS210890-PA	XP_034827241.1
OG0005085	DPOGS209119-PA, DPOGS211756-PA	XP_034838808.1
OG0005086	DPOGS211793-PA	XP_034835138.1
OG0005087	DPOGS211766-PA	XP_034835245.1
OG0005088	DPOGS213219-PA	XP_034834498.1
OG0005089	DPOGS200067-PA	XP_034836759.1
OG0005090	DPOGS210823-PA	XP_034830716.1
OG0005091	DPOGS213166-PA	XP_034834349.1
OG0005092	DPOGS213220-PA	XP_034834591.1
OG0005093	DPOGS210847-PA	XP_034830721.1
OG0005094	DPOGS207359-PA	XP_034836132.1
OG0005095	DPOGS200116-PA	XP_034836760.1
OG0005096	DPOGS214754-PA	XP_034834264.1, XP_034833933.1
OG0005097	DPOGS210372-PA	XP_034831404.1
OG0005098	DPOGS210327-PA	XP_034831382.1
OG0005099	DPOGS209614-PA	XP_034840176.1
OG0005100	DPOGS213165-PA	XP_034834864.1
OG0005101	DPOGS213221-PA	XP_034834860.1
OG0005102	DPOGS211795-PA	XP_034835247.1
OG0005103	DPOGS202141-PA	XP_034833503.1
OG0005104	DPOGS210373-PA	XP_034831405.1
OG0005105	DPOGS202964-PA	XP_034832607.1
OG0005106	DPOGS213222-PA	XP_034834862.1
OG0005107	DPOGS207360-PA	XP_034835839.1
OG0005108	DPOGS214415-PA	XP_034827973.1
OG0005109	DPOGS210374-PA	XP_034831396.1
OG0005110	DPOGS203367-PA	XP_034839528.1
OG0005111	DPOGS214399-PA	XP_034828289.1
OG0005112	DPOGS213223-PA	XP_034834924.1
OG0005113	DPOGS207323-PA	XP_034835841.1, XP_034835842.1
OG0005114	DPOGS214400-PA	XP_034828285.1
OG0005115	DPOGS207322-PA	XP_034835857.1
OG0005116	DPOGS215430-PA	XP_034835006.1
OG0005117	DPOGS215571-PA	XP_034829252.1
OG0005118	DPOGS215582-PA	XP_034829255.1
OG0005119	DPOGS210933-PA	XP_034841452.1
OG0005120	DPOGS215570-PA	XP_034829251.1
OG0005121	DPOGS210892-PA	XP_034841217.1
OG0005122	DPOGS203224-PA	XP_034828975.1
OG0005123	DPOGS205108-PA	XP_034826956.1
OG0005124	DPOGS211825-PA	XP_034837497.1
OG0005125	DPOGS207363-PA	XP_034835941.1
OG0005126	DPOGS213402-PA	XP_034826348.1
OG0005127	DPOGS213337-PA	XP_034826331.1
OG0005128	DPOGS210648-PA	XP_034839109.1
OG0005129	DPOGS210894-PA	XP_034841344.1
OG0005130	DPOGS206381-PA	XP_034834189.1
OG0005131	DPOGS203142-PA	XP_034828949.1
OG0005132	DPOGS210062-PA	XP_034824431.1
OG0005133	DPOGS210826-PA	XP_034830315.1
OG0005134	DPOGS214993-PA	XP_034837814.1
OG0005135	DPOGS214532-PA	XP_034828948.1
OG0005136	DPOGS210063-PA	XP_034824432.1
OG0005137	DPOGS206299-PA	XP_034831881.1
OG0005138	DPOGS206359-PA	XP_034831866.1
OG0005139	DPOGS214533-PA	XP_034829373.1
OG0005140	DPOGS215006-PA	XP_034838086.1
OG0005141	DPOGS205109-PA	XP_034826686.1
OG0005142	DPOGS210930-PA	XP_034841513.1
