Orthogroup	Danaus_plexippus	Bicyclus_anynana
OG0005771	DPOGS210789-PA	Bany_08108-RA
OG0005772	DPOGS206236-PA	Bany_06719-RA, Bany_03133-RA
OG0005773	DPOGS209094-PA	Bany_06720-RA
OG0005774	DPOGS213058-PA	Bany_00220-RA
OG0005775	DPOGS200094-PA	Bany_07317-RA
OG0005776	DPOGS205291-PA	Bany_15626-RA
OG0005777	DPOGS213145-PA	Bany_00221-RA
OG0005778	DPOGS215668-PA	Bany_04506-RA
OG0005779	DPOGS210989-PA	Bany_10795-RA
OG0005780	DPOGS207504-PA	Bany_11331-RA
OG0005781	DPOGS211371-PA	Bany_13209-RA
OG0005782	DPOGS200039-PA	Bany_01113-RA
OG0005783	DPOGS209097-PA	Bany_06723-RA
OG0005784	DPOGS215666-PA	Bany_04509-RA
OG0005786	DPOGS215755-PA	Bany_04510-RA
OG0005787	DPOGS215665-PA	Bany_04511-RA
OG0005788	DPOGS213777-PA	Bany_16620-RA
OG0005789	DPOGS209092-PA	Bany_06724-RA
OG0005790	DPOGS205287-PA	Bany_15630-RA
OG0005791	DPOGS200509-PA	Bany_16281-RA
OG0005792	DPOGS215664-PA	Bany_04514-RA
OG0005793	DPOGS213144-PA	Bany_00224-RA
OG0005794	DPOGS200506-PA	Bany_16282-RA
OG0005795	DPOGS215757-PA	Bany_04516-RA
OG0005796	DPOGS207531-PA	Bany_11337-RA, Bany_11336-RA
OG0005797	DPOGS210990-PA	Bany_10796-RA
OG0005798	DPOGS215663-PA	Bany_04517-RA
OG0005799	DPOGS215758-PA	Bany_04518-RA
OG0005800	DPOGS200507-PA	Bany_16284-RA
OG0005801	DPOGS204531-PA	Bany_02080-RA, Bany_02077-RA
OG0005802	DPOGS207506-PA	Bany_11338-RA
OG0005803	DPOGS200010-PA	Bany_06727-RA
OG0005804	DPOGS208618-PA	Bany_17532-RA
OG0005805	DPOGS213060-PA	Bany_00225-RA
OG0005806	DPOGS200801-PA	Bany_17874-RA
OG0005807	DPOGS213143-PA	Bany_00226-RA
OG0005808	DPOGS208139-PA	Bany_11964-RA
OG0005809	DPOGS205177-PA	Bany_05355-RA
OG0005810	DPOGS206749-PA	Bany_06729-RA
OG0005811	DPOGS210975-PA	Bany_10799-RA
OG0005812	DPOGS206748-PA	Bany_06730-RA
OG0005813	DPOGS208619-PA	Bany_17533-RA
OG0005814	DPOGS212665-PA	Bany_07322-RA
OG0005815	DPOGS201798-PA	Bany_01118-RA
OG0005816	DPOGS210992-PA	Bany_10800-RA
OG0005817	DPOGS205285-PA	Bany_15635-RA
OG0005818	DPOGS201797-PA	Bany_01119-RA
OG0005819	DPOGS210877-PA	Bany_08114-RA
OG0005820	DPOGS208621-PA	Bany_17534-RA
OG0005821	DPOGS210993-PA	Bany_10802-RA
OG0005822	DPOGS211367-PA	Bany_13215-RA
OG0005823	DPOGS204565-PA	Bany_15014-RA
OG0005824	DPOGS210878-PA	Bany_08115-RA
OG0005825	DPOGS213690-PA	Bany_06042-RA
OG0005826	DPOGS215760-PA	Bany_04523-RA
OG0005827	DPOGS204566-PA	Bany_15017-RA
OG0005828	DPOGS210971-PA	Bany_10804-RA
OG0005829	DPOGS204570-PA	Bany_15019-RA
OG0005830	DPOGS210996-PA	Bany_10805-RA
OG0005831	DPOGS210970-PA	Bany_10806-RA
OG0005833	DPOGS201807-PA	Bany_01123-RA
OG0005834	DPOGS211330-PA	Bany_09531-RA
OG0005835	DPOGS208138-PA	Bany_11966-RA
OG0005836	DPOGS208591-PA	Bany_17536-RA
OG0005837	DPOGS205279-PA	Bany_15637-RA
OG0005838	DPOGS213140-PA	Bany_00232-RA
OG0005839	DPOGS201795-PA	Bany_01124-RA
OG0005840	DPOGS213693-PA	Bany_06046-RA
OG0005841	DPOGS211339-PA	Bany_13220-RA
OG0005842	DPOGS211365-PA	Bany_13221-RA
OG0005843	DPOGS213675-PA	Bany_06047-RA
OG0005844	DPOGS213674-PA	Bany_06049-RA
OG0005845	DPOGS211340-PA	Bany_13222-RA
OG0005846	DPOGS213017-PA	Bany_03632-RA, Bany_03120-RA
OG0005847	DPOGS213696-PA	Bany_06050-RA
OG0005848	DPOGS211341-PA	Bany_13224-RA, Bany_13223-RA
OG0005849	DPOGS215654-PA	Bany_04534-RA, Bany_04533-RA
OG0005850	DPOGS213673-PA	Bany_06051-RA
OG0005852	DPOGS213672-PA	Bany_06054-RA
OG0005853	DPOGS213697-PA	Bany_06055-RA
OG0005854	DPOGS202610-PA	Bany_11968-RA
OG0005855	DPOGS209091-PA	Bany_06740-RA
OG0005856	DPOGS213671-PA	Bany_06057-RA
OG0005857	DPOGS213698-PA	Bany_06059-RA
OG0005858	DPOGS203272-PA	Bany_10047-RA
OG0005859	DPOGS211343-PA	Bany_13225-RA
OG0005860	DPOGS213726-PA	Bany_13790-RA
OG0005861	DPOGS211344-PA	Bany_13226-RA
OG0005862	DPOGS201791-PA	Bany_01127-RA
OG0005863	DPOGS211142-PA	Bany_03636-RA
OG0005864	DPOGS201811-PA	Bany_01129-RA
OG0005865	DPOGS210779-PA	Bany_02094-RA
OG0005866	DPOGS201812-PA	Bany_01130-RA
OG0005867	DPOGS211143-PA	Bany_03638-RA
OG0005868	DPOGS204973-PA	Bany_17150-RA
OG0005869	DPOGS213717-PA	Bany_13793-RA
OG0005870	DPOGS211162-PA	Bany_03639-RA
OG0005871	DPOGS201813-PA	Bany_01134-RA
OG0005872	DPOGS201789-PA	Bany_01135-RA
OG0005873	DPOGS215652-PA	Bany_04538-RA
OG0005874	DPOGS205001-PA	Bany_17151-RA
OG0005875	DPOGS202518-PA	Bany_15024-RA
OG0005876	DPOGS200575-PA	Bany_17879-RA
OG0005877	DPOGS212797-PA	Bany_06760-RA
OG0005878	DPOGS205165-PA	Bany_05367-RA
OG0005879	DPOGS211161-PA	Bany_03642-RA
OG0005880	DPOGS205002-PA	Bany_17152-RA
OG0005881	DPOGS205183-PA	Bany_05368-RA
OG0005882	DPOGS201814-PA	Bany_01136-RA
OG0005883	DPOGS207146-PA	Bany_07331-RA
OG0005884	DPOGS204972-PA	Bany_17154-RA
OG0005885	DPOGS215637-PA	Bany_08121-RA, Bany_04571-RA
OG0005887	DPOGS205736-PA	Bany_08123-RA
OG0005888	DPOGS205003-PA	Bany_17155-RA
OG0005889	DPOGS211364-PA	Bany_13231-RA
OG0005890	DPOGS212112-PA	Bany_02831-RA
OG0005891	DPOGS202264-PA	Bany_07332-RA, Bany_09728-RA
OG0005892	DPOGS205184-PA	Bany_05370-RA
OG0005893	DPOGS213662-PA	Bany_06073-RA
OG0005894	DPOGS207527-PA	Bany_11347-RA
OG0005895	DPOGS211147-PA	Bany_03645-RA
OG0005896	DPOGS215135-PA	Bany_16303-RA
OG0005897	DPOGS211159-PA	Bany_03646-RA
OG0005898	DPOGS211355-PA	Bany_13234-RA
OG0005899	DPOGS212113-PA	Bany_02833-RA
OG0005900	DPOGS202711-PA	Bany_02097-RA
OG0005901	DPOGS213765-PA	Bany_16635-RA
OG0005902	DPOGS212148-PA	Bany_02834-RA
OG0005903	DPOGS215139-PA	Bany_16304-RA
OG0005904	DPOGS212147-PA	Bany_02835-RA
OG0005905	DPOGS202718-PA	Bany_02099-RA
OG0005906	DPOGS213770-PA	Bany_16636-RA
OG0005907	DPOGS213297-PA	Bany_13799-RA
OG0005908	DPOGS215647-PA	Bany_04546-RA
OG0005909	DPOGS211149-PA	Bany_03649-RA
OG0005910	DPOGS211156-PA	Bany_03650-RA
OG0005911	DPOGS205010-PA	Bany_17166-RA
OG0005912	DPOGS213135-PA	Bany_00238-RA
OG0005913	DPOGS211150-PA	Bany_03651-RA
OG0005914	DPOGS213064-PA	Bany_00239-RA
OG0005915	DPOGS204008-PA	Bany_06770-RA
OG0005916	DPOGS204005-PA	Bany_06771-RA
OG0005917	DPOGS210963-PA	Bany_10818-RA
OG0005918	DPOGS211155-PA	Bany_03652-RA
OG0005919	DPOGS213065-PA	Bany_00240-RA
OG0005920	DPOGS215645-PA	Bany_04550-RA
OG0005921	DPOGS215768-PA	Bany_04551-RA
OG0005922	DPOGS213707-PA	Bany_06078-RA
OG0005923	DPOGS211151-PA	Bany_03655-RA
OG0005924	DPOGS205733-PA	Bany_08128-RA
OG0005926	DPOGS214714-PA	Bany_09533-RA
OG0005927	DPOGS208533-PA	Bany_06079-RA
OG0005928	DPOGS209110-PA	Bany_17886-RA
OG0005929	DPOGS212735-PA	Bany_01143-RA
OG0005930	DPOGS208505-PA	Bany_06080-RA
OG0005931	DPOGS212142-PA	Bany_02844-RA
OG0005932	DPOGS212141-PA	Bany_02845-RA
OG0005933	DPOGS208535-PA, DPOGS208536-PA	Bany_06083-RA
OG0005934	DPOGS210574-PA	Bany_06776-RA
OG0005935	DPOGS203260-PA	Bany_10056-RA
OG0005936	DPOGS203268-PA	Bany_10057-RA
OG0005937	DPOGS212140-PA	Bany_02847-RA
OG0005938	DPOGS205226-PA	Bany_12787-RA
OG0005939	DPOGS203261-PA	Bany_10058-RA
OG0005940	DPOGS203267-PA	Bany_10059-RA
OG0005941	DPOGS213133-PA	Bany_00245-RA
OG0005942	DPOGS203263-PA	Bany_10060-RA
OG0005943	DPOGS205227-PA	Bany_12790-RA
OG0005944	DPOGS213070-PA	Bany_00247-RA
OG0005945	DPOGS211935-PA	Bany_05382-RA
OG0005946	DPOGS215770-PA	Bany_04553-RA
OG0005947	DPOGS204568-PA	Bany_15028-RA
OG0005948	DPOGS215644-PA	Bany_04554-RA
OG0005949	DPOGS215771-PA	Bany_04556-RA
OG0005950	DPOGS209345-PA	Bany_12794-RA
OG0005951	DPOGS211949-PA	Bany_06088-RA
OG0005952	DPOGS211158-PA	Bany_14469-RA, Bany_15202-RA, Bany_12875-RA
OG0005953	DPOGS213563-PA	Bany_13812-RA
OG0005954	DPOGS213562-PA	Bany_13813-RA
OG0005955	DPOGS215642-PA	Bany_04557-RA
OG0005956	DPOGS204515-PA	Bany_11980-RA
OG0005957	DPOGS210568-PA	Bany_06780-RA
OG0005958	DPOGS213571-PA	Bany_13814-RA
OG0005959	DPOGS213561-PA	Bany_13815-RA
OG0005960	DPOGS204516-PA	Bany_11981-RA
OG0005961	DPOGS212121-PA	Bany_02851-RA
OG0005962	DPOGS207515-PA	Bany_11357-RA
OG0005963	DPOGS212949-PA	Bany_16315-RA
OG0005964	DPOGS212948-PA	Bany_16316-RA, Bany_17649-RA
OG0005965	DPOGS202512-PA	Bany_15032-RA
OG0005966	DPOGS207525-PA	Bany_11359-RA
OG0005967	DPOGS209108-PA	Bany_17894-RA
OG0005968	DPOGS212122-PA	Bany_02856-RA
OG0005969	DPOGS207516-PA	Bany_11360-RA
OG0005970	DPOGS212137-PA	Bany_02857-RA
OG0005971	DPOGS212958-PA	Bany_16317-RA
OG0005972	DPOGS204512-PA	Bany_11986-RA
OG0005973	DPOGS215640-PA	Bany_04559-RA
OG0005974	DPOGS207517-PA	Bany_11363-RA
OG0005975	DPOGS208428-PA	Bany_14477-RA
OG0005976	DPOGS207519-PA	Bany_11365-RA
OG0005977	DPOGS208537-PA	Bany_06095-RA
OG0005978	DPOGS208538-PA	Bany_06097-RA
OG0005979	DPOGS208441-PA	Bany_14478-RA
OG0005980	DPOGS208501-PA	Bany_06099-RA
OG0005981	DPOGS202526-PA	Bany_15036-RA
OG0005982	DPOGS205013-PA	Bany_17175-RA, Bany_17174-RA
OG0005983	DPOGS200891-PA	Bany_07344-RA
OG0005984	DPOGS201276-PA	Bany_03665-RA
OG0005985	DPOGS201277-PA	Bany_03666-RA
OG0005986	DPOGS207874-PA	Bany_13256-RA
OG0005987	DPOGS202527-PA	Bany_15038-RA
OG0005988	DPOGS208440-PA	Bany_14479-RA
OG0005989	DPOGS200914-PA	Bany_07345-RA
OG0005990	DPOGS204510-PA	Bany_11988-RA
OG0005991	DPOGS201278-PA	Bany_03670-RA
OG0005992	DPOGS202505-PA	Bany_15040-RA
OG0005993	DPOGS200913-PA	Bany_07346-RA
OG0005994	DPOGS213574-PA	Bany_13822-RA
OG0005995	DPOGS207821-PA	Bany_05385-RA
OG0005996	DPOGS201352-PA	Bany_03671-RA
OG0005997	DPOGS207873-PA	Bany_13258-RA
OG0005998	DPOGS213575-PA	Bany_13823-RA
OG0005999	DPOGS213072-PA	Bany_00252-RA
OG0006000	DPOGS213483-PA	Bany_02116-RA
OG0006001	DPOGS201348-PA	Bany_03673-RA
OG0006002	DPOGS208439-PA	Bany_14483-RA
OG0006003	DPOGS200893-PA	Bany_07348-RA
OG0006004	DPOGS213073-PA	Bany_00253-RA
OG0006005	DPOGS214716-PA	Bany_09537-RA
OG0006006	DPOGS213128-PA	Bany_00254-RA
OG0006007	DPOGS214733-PA	Bany_09538-RA
OG0006008	DPOGS204509-PA	Bany_11990-RA
OG0006009	DPOGS200894-PA	Bany_07350-RA
OG0006010	DPOGS207871-PA	Bany_13261-RA
OG0006011	DPOGS215352-PA, DPOGS215353-PA	Bany_12805-RA
OG0006012	DPOGS211939-PA	Bany_05386-RA
OG0006013	DPOGS214719-PA	Bany_09542-RA
OG0006014	DPOGS207890-PA	Bany_13262-RA
OG0006015	DPOGS207891-PA	Bany_13263-RA
OG0006016	DPOGS215890-PA	Bany_10069-RA
OG0006017	DPOGS205911-PA	Bany_08142-RA
OG0006018	DPOGS205904-PA	Bany_08143-RA
OG0006019	DPOGS208542-PA	Bany_06104-RA
OG0006020	DPOGS207892-PA	Bany_13265-RA
OG0006021	DPOGS208627-PA	Bany_17547-RA
OG0006022	DPOGS204673-PA	Bany_17176-RA
OG0006023	DPOGS201952-PA	Bany_02873-RA
OG0006024	DPOGS204674-PA	Bany_17177-RA
OG0006025	DPOGS201945-PA	Bany_02874-RA
OG0006026	DPOGS215891-PA	Bany_10071-RA
OG0006027	DPOGS207868-PA	Bany_13267-RA
OG0006028	DPOGS208543-PA	Bany_06106-RA
OG0006029	DPOGS204675-PA	Bany_17178-RA
OG0006030	DPOGS215444-PA	Bany_17549-RA
OG0006031	DPOGS208497-PA	Bany_06108-RA
OG0006032	DPOGS208430-PA	Bany_14487-RA
OG0006033	DPOGS204676-PA	Bany_17180-RA
OG0006034	DPOGS204688-PA	Bany_17181-RA
OG0006035	DPOGS204687-PA	Bany_17182-RA
OG0006036	DPOGS212945-PA	Bany_16335-RA
OG0006037	DPOGS202501-PA	Bany_15049-RA
OG0006038	DPOGS212338-PA	Bany_07354-RA
OG0006039	DPOGS207866-PA	Bany_13272-RA
OG0006040	DPOGS204686-PA	Bany_17185-RA
OG0006041	DPOGS213486-PA	Bany_02119-RA
OG0006042	DPOGS216095-PA	Bany_16655-RA
OG0006043	DPOGS201279-PA	Bany_03675-RA
OG0006044	DPOGS209758-PA	Bany_08824-RA
OG0006045	DPOGS215437-PA	Bany_17551-RA
OG0006046	DPOGS201781-PA	Bany_01158-RA
OG0006047	DPOGS204678-PA	Bany_17186-RA
OG0006048	DPOGS201820-PA	Bany_01159-RA
OG0006049	DPOGS207895-PA	Bany_13273-RA
OG0006050	DPOGS209757-PA	Bany_08826-RA
OG0006051	DPOGS214730-PA	Bany_09547-RA
OG0006052	DPOGS208546-PA	Bany_06113-RA
OG0006053	DPOGS212891-PA	Bany_02877-RA
OG0006054	DPOGS215635-PA	Bany_04574-RA
OG0006055	DPOGS212191-PA	Bany_11373-RA
OG0006056	DPOGS215779-PA	Bany_04575-RA
OG0006057	DPOGS205374-PA	Bany_12815-RA
OG0006058	DPOGS214667-PA	Bany_11374-RA
OG0006059	DPOGS204681-PA	Bany_17189-RA
OG0006060	DPOGS209755-PA	Bany_08832-RA
OG0006061	DPOGS213471-PA	Bany_02125-RA
OG0006062	DPOGS201280-PA	Bany_03683-RA
OG0006063	DPOGS214668-PA	Bany_11376-RA
OG0006064	DPOGS204682-PA	Bany_17191-RA
OG0006065	DPOGS200951-PA	Bany_17192-RA
OG0006066	DPOGS201340-PA	Bany_03684-RA
OG0006067	DPOGS201282-PA	Bany_03685-RA
OG0006068	DPOGS201339-PA	Bany_03686-RA
OG0006069	DPOGS209764-PA	Bany_08835-RA
OG0006070	DPOGS208547-PA	Bany_06117-RA
OG0006071	DPOGS211277-PA	Bany_11995-RA
OG0006072	DPOGS201283-PA	Bany_03687-RA
OG0006073	DPOGS201338-PA	Bany_03688-RA
OG0006074	DPOGS211290-PA	Bany_11996-RA
OG0006075	DPOGS215633-PA	Bany_04580-RA
OG0006076	DPOGS211892-PA	Bany_05387-RA
OG0006077	DPOGS200956-PA	Bany_17193-RA
OG0006078	DPOGS215783-PA	Bany_04582-RA
OG0006079	DPOGS214664-PA	Bany_11381-RA
OG0006080	DPOGS215882-PA	Bany_10080-RA
OG0006081	DPOGS212692-PA	Bany_01171-RA
OG0006082	DPOGS208491-PA	Bany_06120-RA
OG0006083	DPOGS208549-PA	Bany_06121-RA
OG0006084	DPOGS208550-PA	Bany_06122-RA
OG0006085	DPOGS208133-PA	Bany_02879-RA
OG0006086	DPOGS215447-PA	Bany_17553-RA
OG0006087	DPOGS208110-PA	Bany_02881-RA
OG0006088	DPOGS209767-PA	Bany_08843-RA
OG0006089	DPOGS214802-PA	Bany_13830-RA
OG0006090	DPOGS208552-PA	Bany_06125-RA
OG0006091	DPOGS214619-PA	Bany_09556-RA
OG0006092	DPOGS215436-PA	Bany_17554-RA
OG0006093	DPOGS201285-PA	Bany_03695-RA
OG0006094	DPOGS208488-PA	Bany_06128-RA
OG0006095	DPOGS208435-PA	Bany_14493-RA
OG0006096	DPOGS205898-PA	Bany_08152-RA
OG0006097	DPOGS213076-PA	Bany_00263-RA
OG0006098	DPOGS205916-PA	Bany_08153-RA
OG0006099	DPOGS200916-PA	Bany_07359-RA
OG0006100	DPOGS213467-PA	Bany_02141-RA
OG0006101	DPOGS215784-PA	Bany_04585-RA
OG0006102	DPOGS208487-PA	Bany_06129-RA
OG0006103	DPOGS214661-PA	Bany_11384-RA
OG0006104	DPOGS205897-PA	Bany_08154-RA
OG0006105	DPOGS205917-PA	Bany_08155-RA
OG0006106	DPOGS214803-PA	Bany_13832-RA
OG0006107	DPOGS204816-PA	Bany_15060-RA
OG0006108	DPOGS203198-PA	Bany_15644-RA
OG0006109	DPOGS201287-PA	Bany_03700-RA
OG0006110	DPOGS201326-PA	Bany_03701-RA
OG0006111	DPOGS215786-PA	Bany_04588-RA
OG0006112	DPOGS216135-PA	Bany_16663-RA
OG0006113	DPOGS205894-PA	Bany_08160-RA
OG0006114	DPOGS200811-PA	Bany_08848-RA
OG0006115	DPOGS213083-PA	Bany_00273-RA
OG0006116	DPOGS208485-PA	Bany_06133-RA
OG0006117	DPOGS205918-PA	Bany_08164-RA
OG0006118	DPOGS211886-PA	Bany_05394-RA
OG0006119	DPOGS214658-PA	Bany_11391-RA
OG0006120	DPOGS211885-PA	Bany_05395-RA
OG0006121	DPOGS203243-PA	Bany_08176-RA, Bany_06797-RA
OG0006122	DPOGS206525-PA	Bany_08165-RA
OG0006123	DPOGS214677-PA	Bany_11392-RA
OG0006124	DPOGS208484-PA	Bany_06136-RA
OG0006125	DPOGS215911-PA	Bany_10100-RA
OG0006126	DPOGS200812-PA	Bany_08851-RA, Bany_08852-RA
OG0006127	DPOGS203783-PA	Bany_04591-RA
OG0006128	DPOGS214657-PA	Bany_11394-RA
OG0006129	DPOGS207899-PA	Bany_13277-RA
OG0006130	DPOGS215449-PA	Bany_17558-RA
OG0006131	DPOGS207317-PA	Bany_17200-RA
OG0006132	DPOGS203864-PA	Bany_06799-RA
OG0006133	DPOGS213084-PA	Bany_00280-RA
OG0006134	DPOGS214678-PA	Bany_11395-RA
OG0006135	DPOGS213116-PA	Bany_00281-RA
OG0006136	DPOGS213085-PA	Bany_00282-RA
OG0006137	DPOGS208481-PA	Bany_06142-RA
OG0006138	DPOGS205191-PA	Bany_12844-RA
OG0006139	DPOGS208559-PA	Bany_06143-RA
OG0006140	DPOGS213511-PA	Bany_13843-RA
OG0006141	DPOGS209856-PA	Bany_17903-RA
OG0006142	DPOGS215938-PA	Bany_11401-RA
OG0006143	DPOGS201363-PA	Bany_07361-RA
OG0006144	DPOGS208189-PA	Bany_17201-RA
OG0006145	DPOGS213512-PA	Bany_13844-RA
OG0006146	DPOGS214598-PA	Bany_09563-RA
OG0006147	DPOGS213496-PA	Bany_02147-RA
OG0006148	DPOGS214597-PA	Bany_09564-RA
OG0006149	DPOGS201681-PA	Bany_08858-RA
OG0006150	DPOGS205371-PA	Bany_12848-RA
OG0006151	DPOGS203784-PA	Bany_04594-RA
OG0006152	DPOGS211881-PA	Bany_05404-RA
OG0006153	DPOGS213115-PA	Bany_00284-RA
OG0006154	DPOGS203721-PA	Bany_04595-RA
OG0006155	DPOGS213088-PA	Bany_00285-RA, Bany_00287-RA
OG0006156	DPOGS203724-PA	Bany_04596-RA
OG0006157	DPOGS210258-PA	Bany_17908-RA
OG0006158	DPOGS215937-PA	Bany_11405-RA
OG0006159	DPOGS203782-PA	Bany_04598-RA
OG0006160	DPOGS213498-PA	Bany_02151-RA
OG0006161	DPOGS213514-PA	Bany_13849-RA
OG0006162	DPOGS203781-PA	Bany_04599-RA
OG0006163	DPOGS211879-PA	Bany_05408-RA
OG0006164	DPOGS203726-PA	Bany_04600-RA
OG0006165	DPOGS201324-PA	Bany_03711-RA
OG0006166	DPOGS211944-PA	Bany_05409-RA
OG0006167	DPOGS201292-PA	Bany_03712-RA
OG0006168	DPOGS215947-PA	Bany_11407-RA
OG0006169	DPOGS214625-PA	Bany_09568-RA
OG0006170	DPOGS213460-PA	Bany_02153-RA
OG0006171	DPOGS210279-PA	Bany_17910-RA
OG0006172	DPOGS215933-PA	Bany_11410-RA
OG0006173	DPOGS213246-PA	Bany_16669-RA
OG0006174	DPOGS201366-PA	Bany_07366-RA
OG0006175	DPOGS211124-PA	Bany_03715-RA
OG0006176	DPOGS210277-PA	Bany_17912-RA
OG0006177	DPOGS211177-PA	Bany_03716-RA
OG0006178	DPOGS201386-PA	Bany_07367-RA
OG0006179	DPOGS204811-PA	Bany_15073-RA
OG0006180	DPOGS208166-PA	Bany_17562-RA
OG0006181	DPOGS210438-PA	Bany_11414-RA
OG0006182	DPOGS203246-PA	Bany_08177-RA
OG0006183	DPOGS210276-PA	Bany_17914-RA
OG0006184	DPOGS203242-PA	Bany_08178-RA, Bany_08179-RA
OG0006185	DPOGS208169-PA	Bany_17203-RA
OG0006186	DPOGS210275-PA	Bany_17917-RA
OG0006187	DPOGS211122-PA	Bany_03720-RA
OG0006188	DPOGS201385-PA	Bany_07369-RA
OG0006189	DPOGS213112-PA	Bany_00296-RA
OG0006190	DPOGS213456-PA	Bany_02155-RA
OG0006191	DPOGS208187-PA	Bany_17204-RA
OG0006192	DPOGS214589-PA	Bany_09575-RA
OG0006193	DPOGS208170-PA	Bany_17205-RA
OG0006194	DPOGS208114-PA	Bany_02891-RA
OG0006195	DPOGS201368-PA	Bany_07371-RA
OG0006197	DPOGS208115-PA	Bany_02892-RA
OG0006198	DPOGS211009-PA	Bany_10839-RA
OG0006199	DPOGS203248-PA	Bany_08182-RA
OG0006200	DPOGS201664-PA	Bany_08870-RA
OG0006201	DPOGS203240-PA	Bany_08184-RA
OG0006202	DPOGS213615-PA	Bany_13861-RA
OG0006203	DPOGS203643-PA	Bany_06810-RA
OG0006204	DPOGS211875-PA	Bany_05416-RA
OG0006205	DPOGS210956-PA	Bany_10841-RA
OG0006206	DPOGS208185-PA	Bany_17208-RA
OG0006207	DPOGS208174-PA	Bany_17210-RA
OG0006208	DPOGS211947-PA	Bany_05417-RA
OG0006209	DPOGS215873-PA	Bany_10115-RA
OG0006210	DPOGS211874-PA	Bany_05418-RA
OG0006211	DPOGS211283-PA	Bany_12018-RA
OG0006212	DPOGS213611-PA	Bany_13868-RA
OG0006213	DPOGS211948-PA	Bany_05419-RA
OG0006214	DPOGS213520-PA	Bany_13869-RA
OG0006215	DPOGS206472-PA	Bany_08873-RA
OG0006216	DPOGS208175-PA	Bany_17213-RA
OG0006217	DPOGS213610-PA	Bany_13870-RA
OG0006218	DPOGS208117-PA	Bany_02896-RA
OG0006219	DPOGS211873-PA	Bany_05422-RA
OG0006220	DPOGS213521-PA	Bany_13871-RA
OG0006221	DPOGS211745-PA	Bany_02159-RA
OG0006222	DPOGS211870-PA	Bany_05423-RA
OG0006223	DPOGS208119-PA	Bany_02898-RA
OG0006224	DPOGS206658-PA	Bany_13281-RA
OG0006225	DPOGS208127-PA	Bany_02899-RA
OG0006226	DPOGS211998-PA	Bany_10117-RA
OG0006227	DPOGS208120-PA	Bany_02900-RA
OG0006228	DPOGS213609-PA	Bany_13872-RA
OG0006229	DPOGS213523-PA	Bany_13873-RA
OG0006230	DPOGS211743-PA	Bany_02161-RA
OG0006231	DPOGS215870-PA	Bany_10118-RA
OG0006232	DPOGS213111-PA	Bany_00300-RA
OG0006233	DPOGS210451-PA	Bany_11428-RA
OG0006234	DPOGS206473-PA	Bany_08875-RA
OG0006235	DPOGS204826-PA	Bany_15075-RA
OG0006236	DPOGS213092-PA	Bany_00302-RA
OG0006237	DPOGS215869-PA	Bany_10119-RA
OG0006238	DPOGS206449-PA	Bany_08876-RA
OG0006239	DPOGS211010-PA	Bany_10845-RA
OG0006240	DPOGS208183-PA	Bany_17218-RA
OG0006241	DPOGS211952-PA	Bany_05428-RA
OG0006242	DPOGS213110-PA	Bany_00303-RA
OG0006243	DPOGS211953-PA	Bany_05430-RA
OG0006244	DPOGS210955-PA	Bany_10847-RA
OG0006245	DPOGS203238-PA	Bany_08188-RA
OG0006246	DPOGS213093-PA	Bany_00306-RA
OG0006247	DPOGS205239-PA	Bany_12877-RA
OG0006248	DPOGS208125-PA	Bany_02904-RA
OG0006249	DPOGS201373-PA	Bany_07383-RA
OG0006250	DPOGS215921-PA	Bany_10122-RA
OG0006251	DPOGS207913-PA, DPOGS204910-PA	Bany_16398-RA
OG0006252	DPOGS213607-PA	Bany_13876-RA
OG0006253	DPOGS213822-PA	Bany_02906-RA
OG0006254	DPOGS203171-PA	Bany_15657-RA
OG0006255	DPOGS213104-PA	Bany_00316-RA
OG0006256	DPOGS211012-PA	Bany_10850-RA
OG0006257	DPOGS203201-PA	Bany_15659-RA
OG0006258	DPOGS208475-PA	Bany_06160-RA
OG0006259	DPOGS207790-PA	Bany_08887-RA
OG0006260	DPOGS203170-PA	Bany_15660-RA
OG0006261	DPOGS215805-PA	Bany_04608-RA
OG0006262	DPOGS215923-PA	Bany_10126-RA
OG0006263	DPOGS207772-PA	Bany_08888-RA
OG0006264	DPOGS208567-PA	Bany_06166-RA
OG0006265	DPOGS203169-PA	Bany_15662-RA
OG0006266	DPOGS211014-PA	Bany_10852-RA
OG0006267	DPOGS213604-PA	Bany_13881-RA
OG0006268	DPOGS214863-PA	Bany_17340-RA, Bany_10855-RA
OG0006269	DPOGS210951-PA	Bany_10856-RA
OG0006270	DPOGS203237-PA	Bany_08193-RA
OG0006271	DPOGS208569-PA	Bany_06169-RA
OG0006272	DPOGS201246-PA	Bany_12030-RA
OG0006273	DPOGS213102-PA	Bany_00319-RA
OG0006274	DPOGS213097-PA	Bany_00320-RA
OG0006275	DPOGS208470-PA	Bany_06170-RA
OG0006276	DPOGS203167-PA	Bany_15669-RA
OG0006277	DPOGS211186-PA	Bany_03745-RA
OG0006278	DPOGS208468-PA	Bany_06171-RA
OG0006279	DPOGS208571-PA	Bany_06172-RA
OG0006280	DPOGS213415-PA	Bany_02169-RA
OG0006281	DPOGS203441-PA	Bany_01184-RA
OG0006282	DPOGS215608-PA	Bany_04611-RA
OG0006283	DPOGS209232-PA	Bany_15671-RA
OG0006284	DPOGS203440-PA	Bany_01186-RA
OG0006285	DPOGS204808-PA	Bany_15085-RA
