Orthogroup	Danaus_plexippus	Vanessa_tameamea
OG0004473	DPOGS206936-PA	XP_026501043.1
OG0004474	DPOGS201485-PA	XP_026496599.1
OG0004475	DPOGS200707-PA	XP_026491497.1
OG0004476	DPOGS213824-PA	XP_026498682.1
OG0004477	DPOGS204003-PA	XP_026483981.1
OG0004478	DPOGS202367-PA, DPOGS202366-PA	XP_026497719.1
OG0004479	DPOGS201013-PA	XP_026488014.1
OG0004480	DPOGS212825-PA	XP_026486718.1
OG0004481	DPOGS204859-PA	XP_026486847.1
OG0004482	DPOGS200999-PA	XP_026487999.1
OG0004483	DPOGS212827-PA	XP_026486707.1
OG0004484	DPOGS203950-PA	XP_026490032.1
OG0004485	DPOGS202118-PA	XP_026494922.1
OG0004486	DPOGS201480-PA	XP_026494695.1
OG0004487	DPOGS201476-PA	XP_026494726.1
OG0004488	DPOGS201008-PA	XP_026488012.1
OG0004489	DPOGS201006-PA	XP_026488000.1
OG0004490	DPOGS212830-PA	XP_026486726.1
OG0004491	DPOGS205501-PA	XP_026483923.1
OG0004492	DPOGS213630-PA	XP_026499151.1
OG0004493	DPOGS205502-PA	XP_026483928.1
OG0004494	DPOGS206934-PA	XP_026488057.1
OG0004495	DPOGS205534-PA, DPOGS205533-PA	XP_026483927.1
OG0004496	DPOGS215411-PA	XP_026493195.1
OG0004497	DPOGS213306-PA	XP_026485680.1
OG0004498	DPOGS208928-PA	XP_026492861.1
OG0004499	DPOGS211621-PA	XP_026490311.1
OG0004500	DPOGS202104-PA	XP_026495337.1
OG0004501	DPOGS212387-PA	XP_026489220.1
OG0004502	DPOGS212388-PA	XP_026489213.1
OG0004503	DPOGS206933-PA	XP_026488067.1
OG0004504	DPOGS209977-PA	XP_026488670.1
OG0004505	DPOGS207649-PA	XP_026485060.1
OG0004506	DPOGS207666-PA	XP_026483611.1
OG0004507	DPOGS204280-PA	XP_026484591.1
OG0004508	DPOGS202691-PA	XP_026494362.1
OG0004509	DPOGS204279-PA	XP_026484507.1
OG0004510	DPOGS202701-PA	XP_026494371.1
OG0004511	DPOGS210564-PA, DPOGS207857-PA	XP_026486574.1
OG0004512	DPOGS214112-PA	XP_026487368.1
OG0004513	DPOGS206927-PA	XP_026488082.1
OG0004514	DPOGS200317-PA	XP_026490859.1
OG0004515	DPOGS207010-PA	XP_026488079.1
OG0004516	DPOGS207860-PA	XP_026486551.1
OG0004517	DPOGS214111-PA	XP_026487347.1
OG0004518	DPOGS204274-PA	XP_026484737.1
OG0004519	DPOGS211414-PA	XP_026486000.1
OG0004520	DPOGS200318-PA	XP_026490833.1
OG0004521	DPOGS206925-PA	XP_026489433.1
OG0004522	DPOGS200309-PA	XP_026490835.1
OG0004523	DPOGS212557-PA	XP_026497434.1
OG0004524	DPOGS202101-PA	XP_026495143.1
OG0004525	DPOGS207859-PA	XP_026486552.1
OG0004526	DPOGS214107-PA	XP_026487522.1, XP_026487524.1
OG0004527	DPOGS207700-PA	XP_026486553.1
OG0004528	DPOGS210734-PA	XP_026485327.1
OG0004529	DPOGS200308-PA	XP_026490862.1
OG0004530	DPOGS210732-PA	XP_026485320.1
OG0004531	DPOGS205511-PA	XP_026484075.1
OG0004532	DPOGS202354-PA	XP_026497782.1
OG0004533	DPOGS211620-PA	XP_026490286.1
OG0004534	DPOGS202356-PA	XP_026497783.1
OG0004535	DPOGS215418-PA	XP_026493359.1, XP_026493360.1
OG0004536	DPOGS202821-PA, DPOGS212000-PA	XP_026489484.1
OG0004538	DPOGS201931-PA	XP_026494727.1
OG0004538	DPOGS201930-PA	XP_026494797.1
OG0004539	DPOGS212560-PA	XP_026497032.1
OG0004540	DPOGS210722-PA	XP_026493005.1
OG0004541	DPOGS202803-PA	XP_026489443.1
OG0004542	DPOGS200817-PA	XP_026490244.1
OG0004543	DPOGS202361-PA	XP_026497804.1, XP_026497803.1
OG0004544	DPOGS213959-PA	XP_026484817.1
OG0004545	DPOGS213935-PA	XP_026484785.1
OG0004546	DPOGS210306-PA	XP_026497816.1
OG0004547	DPOGS205516-PA	XP_026501773.1
OG0004548	DPOGS202363-PA	XP_026497746.1
OG0004549	DPOGS213957-PA	XP_026484791.1
OG0004550	DPOGS205518-PA	XP_026501764.1
OG0004551	DPOGS202129-PA, DPOGS202130-PA	XP_026494941.1
OG0004552	DPOGS202094-PA	XP_026494938.1
OG0004553	DPOGS207014-PA	XP_026490761.1
OG0004554	DPOGS200590-PA	XP_026488709.1
OG0004556	DPOGS212396-PA, DPOGS212395-PA	XP_026499762.1
OG0004557	DPOGS205831-PA	XP_026486167.1
OG0004558	DPOGS200122-PA	XP_026492780.1
OG0004559	DPOGS214287-PA	XP_026487557.1
OG0004560	DPOGS202917-PA, DPOGS202916-PA	XP_026496495.1
OG0004561	DPOGS202915-PA	XP_026496497.1
OG0004562	DPOGS200302-PA	XP_026490938.1
OG0004563	DPOGS202494-PA	XP_026483983.1
OG0004564	DPOGS213954-PA	XP_026484896.1
OG0004565	DPOGS212572-PA	XP_026497296.1
OG0004566	DPOGS202914-PA	XP_026496461.1
OG0004567	DPOGS203493-PA, DPOGS203494-PA	XP_026490285.1
OG0004568	DPOGS202806-PA	XP_026489446.1
OG0004569	DPOGS202911-PA	XP_026496465.1
OG0004570	DPOGS203399-PA	XP_026500680.1
OG0004571	DPOGS202807-PA	XP_026489448.1
OG0004572	DPOGS200305-PA	XP_026490879.1, XP_026490881.1
OG0004573	DPOGS214911-PA	XP_026497735.1
OG0004574	DPOGS200646-PA, DPOGS200647-PA	XP_026488657.1
OG0004575	DPOGS207917-PA	XP_026501755.1
OG0004576	DPOGS213436-PA	XP_026488459.1
OG0004577	DPOGS203487-PA	XP_026490320.1
OG0004578	DPOGS214001-PA, DPOGS200642-PA	XP_026488677.1
OG0004579	DPOGS206916-PA, DPOGS206967-PA	XP_026490736.1
OG0004580	DPOGS212383-PA	XP_026489767.1
OG0004581	DPOGS208720-PA, DPOGS208721-PA	XP_026484689.1
OG0004582	DPOGS203397-PA	XP_026500673.1
OG0004583	DPOGS208722-PA	XP_026484685.1
OG0004584	DPOGS200178-PA	XP_026501682.1, XP_026501681.1
OG0004585	DPOGS214093-PA	XP_026487396.1, XP_026487395.1
OG0004586	DPOGS207661-PA	XP_026489497.1, XP_026489498.1
OG0004587	DPOGS203317-PA	XP_026500661.1
OG0004588	DPOGS202782-PA	XP_026489496.1
OG0004589	DPOGS208726-PA	XP_026484674.1
OG0004590	DPOGS211608-PA	XP_026490288.1, XP_026490289.1
OG0004591	DPOGS202784-PA	XP_026489440.1, XP_026489441.1
OG0004592	DPOGS205854-PA	XP_026486092.1
OG0004593	DPOGS208729-PA	XP_026484687.1, XP_026484688.1
OG0004594	DPOGS209563-PA	XP_026493341.1
OG0004595	DPOGS215273-PA	XP_026487989.1
OG0004596	DPOGS202833-PA	XP_026489465.1
OG0004597	DPOGS200831-PA	XP_026485216.1
OG0004598	DPOGS200341-PA	XP_026490828.1
OG0004599	DPOGS200294-PA	XP_026490800.1
OG0004600	DPOGS200599-PA	XP_026488646.1
OG0004602	DPOGS200600-PA	XP_026488675.1
OG0004603	DPOGS200833-PA	XP_026488181.1
OG0004604	DPOGS200638-PA, DPOGS200639-PA	XP_026488680.1
OG0004605	DPOGS200602-PA	XP_026484225.1, XP_026488679.1
OG0004606	DPOGS205572-PA	XP_026492760.1
OG0004607	DPOGS209927-PA	XP_026486065.1
OG0004608	DPOGS215278-PA	XP_026488029.1
OG0004609	DPOGS207619-PA	XP_026487483.1
OG0004610	DPOGS210595-PA	XP_026492620.1
OG0004611	DPOGS200352-PA	XP_026490936.1
OG0004612	DPOGS208707-PA	XP_026484665.1
OG0004613	DPOGS207071-PA	XP_026494495.1
OG0004614	DPOGS202832-PA	XP_026489467.1
OG0004615	DPOGS215394-PA	XP_026493263.1
OG0004616	DPOGS207639-PA, DPOGS207640-PA	XP_026487509.1
OG0004617	DPOGS203005-PA	XP_026500721.1, XP_026500720.1
OG0004618	DPOGS207687-PA, DPOGS207688-PA	XP_026501763.1
OG0004619	DPOGS208705-PA	XP_026484510.1
OG0004620	DPOGS200173-PA	XP_026501598.1
OG0004621	DPOGS200357-PA	XP_026490912.1
OG0004622	DPOGS205571-PA	XP_026489187.1
OG0004623	DPOGS200714-PA	XP_026491696.1
OG0004624	DPOGS202827-PA, DPOGS203890-PA	XP_026489486.1
OG0004625	DPOGS200137-PA	XP_026501600.1
OG0004626	DPOGS200747-PA	XP_026491217.1
OG0004627	DPOGS208163-PA	XP_026497794.1
OG0004628	DPOGS200716-PA, DPOGS209331-PA	XP_026491213.1
OG0004629	DPOGS206722-PA	XP_026501556.1
OG0004630	DPOGS200717-PA	XP_026491212.1
OG0004631	DPOGS205556-PA	XP_026489185.1
OG0004632	DPOGS200718-PA	XP_026491216.1
OG0004633	DPOGS208321-PA	XP_026492997.1
OG0004634	DPOGS204752-PA	XP_026501592.1, XP_026501593.1
OG0004635	DPOGS208742-PA	XP_026484650.1
OG0004636	DPOGS200632-PA, DPOGS200633-PA	XP_026489829.1
OG0004637	DPOGS200631-PA	XP_026489830.1
OG0004638	DPOGS202235-PA	XP_026492648.1
OG0004639	DPOGS212374-PA	XP_026499937.1
OG0004641	DPOGS200606-PA	XP_026489823.1
OG0004642	DPOGS202384-PA	XP_026498326.1
OG0004643	DPOGS204755-PA	XP_026501439.1, XP_026501438.1
OG0004644	DPOGS202187-PA	XP_026492638.1
OG0004645	DPOGS206862-PA	XP_026498397.1
OG0004646	DPOGS202385-PA	XP_026498366.1
OG0004647	DPOGS203033-PA	XP_026500697.1, XP_026500698.1
OG0004648	DPOGS202188-PA	XP_026492637.1
OG0004649	DPOGS200359-PA	XP_026490798.1
OG0004651	DPOGS200848-PA	XP_026489232.1
OG0004652	DPOGS202990-PA	XP_026500666.1
OG0004653	DPOGS208692-PA	XP_026485116.1
OG0004654	DPOGS207636-PA	XP_026487504.1
OG0004655	DPOGS200737-PA	XP_026491093.1
OG0004656	DPOGS211038-PA	XP_026488545.1, XP_026488544.1
OG0004657	DPOGS214891-PA	XP_026486018.1, XP_026486019.1
OG0004658	DPOGS200363-PA	XP_026490808.1
OG0004659	DPOGS208159-PA	XP_026491924.1
OG0004660	DPOGS200736-PA	XP_026491073.1
OG0004661	DPOGS200279-PA	XP_026490809.1
OG0004662	DPOGS208158-PA	XP_026491925.1
OG0004663	DPOGS208686-PA	XP_026484776.1
OG0004664	DPOGS200366-PA	XP_026490804.1
OG0004665	DPOGS206636-PA	XP_026493852.1
OG0004666	DPOGS207085-PA	XP_026498378.1
OG0004667	DPOGS205925-PA	XP_026501424.1
OG0004669	DPOGS206861-PA	XP_026498388.1
OG0004670	DPOGS200021-PA	XP_026493243.1
OG0004671	DPOGS215069-PA	XP_026490901.1
OG0004672	DPOGS208753-PA, DPOGS208754-PA	XP_026484734.1
OG0004673	DPOGS208152-PA, DPOGS208386-PA	XP_026491989.1
OG0004674	DPOGS215035-PA	XP_026490909.1
OG0004675	DPOGS208156-PA	XP_026491994.1
OG0004676	DPOGS215066-PA	XP_026490897.1
OG0004677	DPOGS215041-PA	XP_026490886.1
OG0004678	DPOGS206857-PA	XP_026498370.1
OG0004679	DPOGS202224-PA	XP_026492593.1, XP_026492594.1
OG0004680	DPOGS202199-PA	XP_026492585.1
OG0004681	DPOGS207092-PA	XP_026498372.1, XP_026498371.1
OG0004682	DPOGS205946-PA	XP_026501623.1, XP_026501624.1
OG0004683	DPOGS210210-PA	XP_026489194.1
OG0004684	DPOGS212360-PA	XP_026499946.1, XP_026499944.1
OG0004685	DPOGS202766-PA	XP_026486440.1
OG0004686	DPOGS206854-PA	XP_026487119.1
OG0004687	DPOGS202858-PA	XP_026486473.1
OG0004688	DPOGS212359-PA	XP_026499921.1
OG0004689	DPOGS215061-PA	XP_026487001.1
OG0004690	DPOGS211558-PA, DPOGS211559-PA	XP_026491988.1
OG0004691	DPOGS202222-PA	XP_026492584.1
OG0004692	DPOGS202194-PA	XP_026492649.1
OG0004693	DPOGS211831-PA	XP_026488772.1
OG0004694	DPOGS202223-PA	XP_026492615.1
OG0004695	DPOGS205614-PA	XP_026491508.1
OG0004696	DPOGS202220-PA	XP_026492730.1, XP_026492731.1
OG0004697	DPOGS202201-PA	XP_026492733.1
OG0004699	DPOGS210246-PA	XP_026489186.1
OG0004700	DPOGS211377-PA	XP_026486124.1
OG0004701	DPOGS215059-PA	XP_026486995.1
OG0004702	DPOGS202205-PA	XP_026492696.1, XP_026492695.1
OG0004703	DPOGS206849-PA	XP_026487109.1
OG0004704	DPOGS202216-PA	XP_026492698.1
OG0004705	DPOGS212721-PA, DPOGS205617-PA	XP_026491482.1
OG0004706	DPOGS211807-PA	XP_026488780.1
OG0004707	DPOGS205694-PA	XP_026483232.1
OG0004708	DPOGS205710-PA	XP_026483224.1
OG0004709	DPOGS210218-PA	XP_026489143.1
OG0004710	DPOGS210243-PA	XP_026489147.1
OG0004711	DPOGS205676-PA	XP_026491362.1
OG0004712	DPOGS215044-PA	XP_026488123.1
OG0004713	DPOGS206843-PA	XP_026487126.1
OG0004714	DPOGS202180-PA	XP_026484659.1, XP_026484660.1
OG0004715	DPOGS202982-PA	XP_026500731.1
OG0004716	DPOGS212916-PA	XP_026491867.1
OG0004717	DPOGS212911-PA, DPOGS212913-PA	XP_026491869.1
OG0004718	DPOGS201405-PA	XP_026497146.1
OG0004719	DPOGS206730-PA	XP_026501539.1, XP_026501538.1
OG0004720	DPOGS202464-PA	XP_026486021.1
OG0004721	DPOGS203031-PA	XP_026500690.1, XP_026500689.1
OG0004722	DPOGS202981-PA	XP_026500699.1, XP_026500700.1
OG0004723	DPOGS205673-PA	XP_026491377.1
OG0004724	DPOGS215053-PA	XP_026488130.1
OG0004725	DPOGS201546-PA	XP_026497078.1
OG0004726	DPOGS201408-PA	XP_026497056.1, XP_026497077.1
OG0004727	DPOGS201410-PA	XP_026497117.1
OG0004728	DPOGS201900-PA	XP_026490560.1
OG0004729	DPOGS201837-PA	XP_026490558.1, XP_026490559.1
OG0004730	DPOGS201838-PA	XP_026490499.1, XP_026490500.1
OG0004731	DPOGS201896-PA	XP_026490454.1
OG0004732	DPOGS206816-PA	XP_026488583.1
OG0004733	DPOGS202167-PA	XP_026484513.1
OG0004734	DPOGS201415-PA	XP_026497070.1
OG0004735	DPOGS212434-PA	XP_026501502.1, XP_026501501.1
OG0004736	DPOGS201840-PA	XP_026490458.1
OG0004737	DPOGS206818-PA	XP_026488586.1
OG0004738	DPOGS203021-PA	XP_026500676.1
OG0004739	DPOGS210237-PA	XP_026489156.1
OG0004740	DPOGS207133-PA	XP_026501334.1
OG0004741	DPOGS212439-PA	XP_026501498.1
OG0004742	DPOGS201884-PA	XP_026490527.1
OG0004743	DPOGS202413-PA	XP_026485175.1
OG0004744	DPOGS202414-PA, DPOGS202415-PA	XP_026485048.1
OG0004745	DPOGS212447-PA	XP_026501444.1, XP_026501443.1
OG0004746	DPOGS201848-PA, DPOGS201850-PA	XP_026490536.1
OG0004747	DPOGS201878-PA, DPOGS201879-PA	XP_026490533.1
OG0004748	DPOGS212403-PA	XP_026501442.1
OG0004749	DPOGS201851-PA, DPOGS201849-PA	XP_026490524.1
OG0004750	DPOGS212451-PA, DPOGS212450-PA	XP_026501435.1
OG0004751	DPOGS205841-PA	XP_026486255.1
OG0004752	DPOGS201873-PA	XP_026490468.1
OG0004753	DPOGS202401-PA	XP_026484454.1
OG0004754	DPOGS209367-PA	XP_026486646.1
OG0004755	DPOGS207121-PA	XP_026501306.1
OG0004756	DPOGS209368-PA	XP_026486647.1
OG0004757	DPOGS206830-PA	XP_026501305.1
OG0004758	DPOGS209369-PA	XP_026486637.1
OG0004759	DPOGS206835-PA	XP_026501335.1
OG0004760	DPOGS201859-PA	XP_026490475.1
OG0004761	DPOGS207116-PA	XP_026501406.1
OG0004762	DPOGS201864-PA	XP_026490470.1
OG0004763	DPOGS201532-PA	XP_026497127.1
OG0004764	DPOGS207112-PA	XP_026501293.1
OG0004765	DPOGS201564-PA, DPOGS201861-PA	XP_026490495.1
OG0004766	DPOGS201565-PA	XP_026490447.1
OG0004767	DPOGS214905-PA	XP_026484628.1
OG0004768	DPOGS201526-PA	XP_026497082.1, XP_026497081.1
OG0004769	DPOGS201555-PA	XP_026490523.1
OG0004770	DPOGS201570-PA, DPOGS201571-PA	XP_026490510.1
OG0004771	DPOGS200167-PA	XP_026501427.1
OG0004772	DPOGS206516-PA, DPOGS214831-PA	XP_026491887.1
OG0004773	DPOGS206515-PA	XP_026491889.1
OG0004774	DPOGS205646-PA, DPOGS205645-PA	XP_026498668.1, XP_026491776.1
OG0004775	DPOGS208369-PA	XP_026498585.1
OG0004776	DPOGS212653-PA	XP_026500073.1
OG0004777	DPOGS212456-PA, DPOGS212457-PA	XP_026484815.1
OG0004778	DPOGS208374-PA	XP_026498565.1
OG0004779	DPOGS212647-PA	XP_026500079.1
OG0004780	DPOGS211803-PA	XP_026488784.1
OG0004781	DPOGS207539-PA	XP_026500076.1
OG0004782	DPOGS203414-PA	XP_026490465.1, XP_026490456.1
OG0004783	DPOGS203410-PA	XP_026490355.1
OG0004784	DPOGS203409-PA	XP_026500760.1, XP_026500759.1
OG0004785	DPOGS203406-PA	XP_026500681.1, XP_026500682.1
OG0004786	DPOGS201444-PA	XP_026496575.1
OG0004787	DPOGS201764-PA	XP_026494761.1
OG0004788	DPOGS203304-PA	XP_026500635.1
OG0004790	DPOGS203306-PA	XP_026500744.1
OG0004791	DPOGS203401-PA	XP_026500743.1
OG0004792	DPOGS214085-PA	XP_026492243.1
OG0004793	DPOGS208089-PA	XP_026486738.1
OG0004796	DPOGS208091-PA, DPOGS214879-PA	XP_026483119.1
OG0004797	DPOGS204646-PA, DPOGS204645-PA	XP_026493668.1
OG0004798	DPOGS209096-PA	XP_026483671.1
OG0004800	DPOGS215936-PA	XP_026495281.1, XP_026495290.1
OG0004802	DPOGS201698-PA	XP_026498754.1
OG0004803	DPOGS205525-PA	XP_026501766.1, XP_026501767.1
OG0004804	DPOGS206012-PA	XP_026493719.1
OG0004805	DPOGS211454-PA	XP_026484746.1
OG0004806	DPOGS200025-PA	XP_026493340.1
OG0004807	DPOGS201470-PA	XP_026496586.1, XP_026496585.1
OG0004808	DPOGS204724-PA	XP_026487972.1
OG0004809	DPOGS205715-PA, DPOGS205716-PA	XP_026486507.1
OG0004810	DPOGS201742-PA	XP_026494729.1
OG0004811	DPOGS201717-PA, DPOGS211666-PA, DPOGS201715-PA, DPOGS201716-PA	XP_026498490.1
OG0004812	DPOGS201996-PA	XP_026483315.1
OG0004813	DPOGS207865-PA	XP_026493999.1
OG0004814	DPOGS200169-PA	XP_026501429.1
OG0004815	DPOGS205626-PA	XP_026491372.1
OG0004816	DPOGS209595-PA	XP_026489946.1
OG0004817	DPOGS200115-PA	XP_026501689.1
OG0004818	DPOGS203598-PA	XP_026488487.1
OG0004819	DPOGS202023-PA	XP_026496824.1, XP_026496825.1, XP_026496823.1
OG0004820	DPOGS213744-PA	XP_026490385.1
OG0004821	DPOGS215959-PA	XP_026491602.1
OG0004822	DPOGS205618-PA	XP_026491367.1
OG0004823	DPOGS207193-PA	XP_026500827.1
OG0004824	DPOGS207837-PA	XP_026499775.1
OG0004825	DPOGS207838-PA	XP_026499779.1, XP_026499778.1
OG0004826	DPOGS206613-PA	XP_026493900.1
OG0004827	DPOGS210115-PA	XP_026490031.1
OG0004828	DPOGS204500-PA	XP_026484416.1, XP_026484417.1
OG0004829	DPOGS203706-PA	XP_026493717.1
OG0004830	DPOGS214777-PA, DPOGS214776-PA	XP_026488234.1
OG0004831	DPOGS214267-PA	XP_026487807.1
OG0004832	DPOGS214284-PA	XP_026487518.1, XP_026487519.1
OG0004849	DPOGS215555-PA	XP_026498837.1
OG0004850	DPOGS213294-PA	XP_026499059.1
OG0004851	DPOGS207168-PA	XP_026499311.1
OG0004852	DPOGS216113-PA	XP_026490400.1
OG0004853	DPOGS215535-PA	XP_026498843.1
OG0004854	DPOGS204983-PA	XP_026497307.1
OG0004855	DPOGS213886-PA	XP_026489956.1
OG0004856	DPOGS216111-PA	XP_026490393.1
OG0004858	DPOGS215583-PA	XP_026496438.1
OG0004859	DPOGS203140-PA	XP_026496249.1
OG0004860	DPOGS204994-PA	XP_026497447.1
OG0004861	DPOGS213654-PA	XP_026492904.1
OG0004862	DPOGS204993-PA	XP_026497440.1
OG0004863	DPOGS203379-PA	XP_026500596.1
OG0004864	DPOGS211476-PA	XP_026484286.1
OG0004865	DPOGS206769-PA	XP_026498765.1
OG0004866	DPOGS208034-PA	XP_026493536.1
OG0004867	DPOGS214973-PA	XP_026499512.1
OG0004868	DPOGS211052-PA	XP_026489286.1
OG0004869	DPOGS204992-PA	XP_026497536.1
OG0004870	DPOGS207218-PA	XP_026498771.1
OG0004871	DPOGS213159-PA	XP_026484837.1
OG0004872	DPOGS208035-PA	XP_026493537.1
OG0004873	DPOGS213635-PA	XP_026492929.1
OG0004874	DPOGS210114-PA	XP_026490038.1
OG0004875	DPOGS203137-PA	XP_026496415.1
OG0004877	DPOGS203528-PA	XP_026496891.1
OG0004878	DPOGS203325-PA	XP_026500566.1
OG0004879	DPOGS208038-PA	XP_026493096.1
OG0004880	DPOGS211497-PA	XP_026486759.1
OG0004881	DPOGS212595-PA	XP_026491932.1
OG0004882	DPOGS213187-PA	XP_026500983.1
OG0004883	DPOGS208223-PA	XP_026485651.1
OG0004884	DPOGS208031-PA	XP_026493097.1
OG0004885	DPOGS203229-PA	XP_026496419.1
OG0004886	DPOGS211041-PA	XP_026489317.1
OG0004887	DPOGS210041-PA	XP_026490036.1
OG0004888	DPOGS213191-PA	XP_026501019.1
OG0004889	DPOGS208041-PA	XP_026493093.1
OG0004890	DPOGS209781-PA	XP_026496188.1
OG0004891	DPOGS206362-PA	XP_026492121.1
OG0004892	DPOGS212605-PA	XP_026500205.1
OG0004894	DPOGS211772-PA	XP_026494788.1
OG0004895	DPOGS213182-PA	XP_026501009.1
OG0004896	DPOGS206781-PA	XP_026500806.1
OG0004897	DPOGS210344-PA	XP_026487262.1
OG0004898	DPOGS213889-PA	XP_026489993.1
OG0004899	DPOGS210110-PA	XP_026490152.1
OG0004900	DPOGS208296-PA	XP_026485577.1
OG0004901	DPOGS210801-PA	XP_026498998.1
OG0004902	DPOGS209194-PA	XP_026496281.1
OG0004903	DPOGS201613-PA	XP_026499523.1
OG0004904	DPOGS216080-PA	XP_026492122.1
OG0004905	DPOGS214700-PA, DPOGS214701-PA	XP_026490963.1
OG0004906	DPOGS204091-PA	XP_026483479.1
OG0004907	DPOGS213632-PA	XP_026483901.1
OG0004908	DPOGS207191-PA	XP_026500809.1
OG0004909	DPOGS212604-PA	XP_026501751.1
OG0004910	DPOGS212498-PA	XP_026497419.1
OG0004911	DPOGS212485-PA	XP_026497276.1
OG0004912	DPOGS208227-PA	XP_026485573.1
OG0004913	DPOGS213631-PA	XP_026483889.1
OG0004914	DPOGS213502-PA	XP_026483912.1
OG0004915	DPOGS208295-PA	XP_026485578.1
OG0004916	DPOGS210108-PA	XP_026490115.1
OG0004917	DPOGS200464-PA	XP_026483431.1
OG0004918	DPOGS210804-PA	XP_026499011.1
OG0004919	DPOGS200451-PA	XP_026483398.1
OG0004920	DPOGS210864-PA	XP_026499010.1
OG0004921	DPOGS210045-PA	XP_026490103.1
OG0004922	DPOGS210046-PA	XP_026490111.1
OG0004923	DPOGS213200-PA	XP_026500995.1
OG0004925	DPOGS212488-PA	XP_026497337.1
OG0004926	DPOGS211775-PA	XP_026494875.1
OG0004927	DPOGS202956-PA	XP_026487101.1
OG0004928	DPOGS208043-PA	XP_026493327.1
OG0004929	DPOGS212494-PA	XP_026497338.1
OG0004930	DPOGS211784-PA	XP_026494824.1
OG0004931	DPOGS211776-PA	XP_026494456.1
OG0004932	DPOGS215143-PA	XP_026499966.1, XP_026499481.1
OG0004933	DPOGS200449-PA	XP_026483424.1
OG0004934	DPOGS209857-PA	XP_026492434.1
OG0004935	DPOGS209195-PA	XP_026496253.1
OG0004936	DPOGS211783-PA	XP_026493936.1
OG0004937	DPOGS210398-PA	XP_026498004.1
OG0004938	DPOGS200467-PA	XP_026483414.1
OG0004939	DPOGS201038-PA	XP_026496174.1
OG0004940	DPOGS213368-PA	XP_026485240.1
OG0004941	DPOGS213928-PA	XP_026492889.1
OG0004942	DPOGS210356-PA	XP_026487219.1
OG0004943	DPOGS213230-PA	XP_026492419.1
OG0004944	DPOGS210862-PA	XP_026499018.1
OG0004945	DPOGS204979-PA	XP_026497369.1
OG0004946	DPOGS209293-PA	XP_026491242.1
OG0004947	DPOGS201179-PA	XP_026492135.1
OG0004948	DPOGS212631-PA, DPOGS212589-PA	XP_026498820.1
OG0004949	DPOGS210105-PA	XP_026490104.1
OG0004950	DPOGS213231-PA	XP_026492438.1
OG0004951	DPOGS215011-PA	XP_026496444.1
OG0004952	DPOGS210860-PA	XP_026499019.1
OG0004953	DPOGS201263-PA	XP_026496170.1
OG0004954	DPOGS210051-PA	XP_026490107.1
OG0004955	DPOGS209609-PA	XP_026489900.1
OG0004956	DPOGS201190-PA	XP_026492106.1
OG0004957	DPOGS201223-PA	XP_026496187.1
OG0004958	DPOGS210050-PA	XP_026490108.1
OG0004959	DPOGS209607-PA	XP_026489923.1
OG0004960	DPOGS209610-PA	XP_026489957.1
OG0004961	DPOGS207195-PA	XP_026500816.1
OG0004962	DPOGS210049-PA	XP_026490109.1
OG0004963	DPOGS202957-PA	XP_026498783.1
OG0004964	DPOGS210359-PA	XP_026487268.1
OG0004965	DPOGS205954-PA	XP_026501483.1
OG0004966	DPOGS208192-PA	XP_026499429.1
OG0004968	DPOGS209135-PA	XP_026488523.1
OG0004969	DPOGS200898-PA	XP_026500280.1
OG0004970	DPOGS208231-PA	XP_026485635.1
OG0004971	DPOGS214394-PA	XP_026483412.1
OG0004972	DPOGS212632-PA	XP_026500925.1
OG0004973	DPOGS212493-PA	XP_026497326.1
OG0004974	DPOGS214423-PA	XP_026483400.1
OG0004975	DPOGS209134-PA	XP_026488529.1
OG0004976	DPOGS213353-PA	XP_026485231.1
OG0004977	DPOGS209206-PA	XP_026488528.1
OG0004978	DPOGS200905-PA	XP_026500298.1
OG0004979	DPOGS209133-PA	XP_026488530.1
OG0004980	DPOGS212634-PA	XP_026500919.1
OG0004981	DPOGS208233-PA	XP_026485330.1
OG0004982	DPOGS213205-PA	XP_026501028.1
OG0004983	DPOGS213899-PA	XP_026485678.1
OG0004984	DPOGS208823-PA	XP_026501079.1
OG0004985	DPOGS213177-PA	XP_026500971.1
OG0004986	DPOGS201222-PA	XP_026496173.1
OG0004987	DPOGS213206-PA	XP_026501006.1
OG0004988	DPOGS208286-PA	XP_026485595.1
OG0004989	DPOGS213176-PA	XP_026501012.1
OG0004990	DPOGS212585-PA	XP_026500912.1
OG0004991	DPOGS204971-PA	XP_026497360.1
OG0004992	DPOGS213208-PA	XP_026501040.1
OG0004993	DPOGS210337-PA	XP_026487269.1
OG0004994	DPOGS201171-PA	XP_026492131.1
OG0004995	DPOGS210362-PA	XP_026487289.1
OG0004996	DPOGS210133-PA	XP_026489340.1
OG0004997	DPOGS210142-PA	XP_026489341.1
OG0004998	DPOGS209209-PA	XP_026488504.1
OG0004999	DPOGS201596-PA, DPOGS207240-PA	XP_026496097.1, XP_026496622.1
OG0005000	DPOGS213378-PA	XP_026485257.1
OG0005001	DPOGS206883-PA	XP_026496167.1
OG0005002	DPOGS210335-PA	XP_026487260.1
OG0005003	DPOGS210364-PA	XP_026487257.1
OG0005004	DPOGS213380-PA	XP_026485226.1
OG0005005	DPOGS210334-PA	XP_026487255.1
OG0005006	DPOGS210332-PA	XP_026487246.1
