Orthogroup	Danaus_plexippus	Pararge_aegeria
OG0004188	DPOGS201088-PA	XP_039758779.1
OG0004189	DPOGS200528-PA	XP_039748253.1
OG0004190	DPOGS200620-PA	XP_039756476.1
OG0004191	DPOGS203330-PA	XP_039763454.1
OG0004192	DPOGS209230-PA	XP_039755135.1
OG0004193	DPOGS201217-PA	XP_039757665.1
OG0004194	DPOGS201654-PA	XP_039761542.1
OG0004195	DPOGS203810-PA	XP_039752366.1, XP_039752350.1
OG0004196	DPOGS200565-PA	XP_039748134.1
OG0004197	DPOGS208067-PA	XP_039765511.1
OG0004198	DPOGS201069-PA, DPOGS201070-PA	XP_039758662.1
OG0004199	DPOGS206273-PA	XP_039760806.1
OG0004200	DPOGS202330-PA	XP_039758166.1
OG0004201	DPOGS206890-PA	XP_039752578.1
OG0004202	DPOGS214062-PA	XP_039751139.1, XP_039751138.1
OG0004203	DPOGS202328-PA	XP_039757853.1
OG0004204	DPOGS203378-PA	XP_039763170.1
OG0004205	DPOGS201093-PA	XP_039758246.1
OG0004206	DPOGS202326-PA	XP_039758124.1, XP_039758123.1
OG0004207	DPOGS207551-PA	XP_039748924.1, XP_039748921.1, XP_039748922.1
OG0004208	DPOGS203381-PA, DPOGS203382-PA	XP_039763750.1
OG0004209	DPOGS200523-PA	XP_039748313.1
OG0004210	DPOGS202257-PA, DPOGS202256-PA	XP_039757879.1
OG0004211	DPOGS204238-PA	XP_039765476.1
OG0004212	DPOGS203808-PA	XP_039761925.1
OG0004213	DPOGS208987-PA	XP_039749539.1
OG0004214	DPOGS201096-PA	XP_039758448.1
OG0004215	DPOGS200522-PA	XP_039747987.1
OG0004216	DPOGS207902-PA	XP_039755113.1
OG0004217	DPOGS206533-PA	XP_039765069.1
OG0004218	DPOGS206265-PA	XP_039760612.1, XP_039760611.1
OG0004219	DPOGS205647-PA	XP_039751117.1
OG0004220	DPOGS209418-PA	XP_039759473.1
OG0004221	DPOGS202323-PA	XP_039758058.1
OG0004222	DPOGS201063-PA	XP_039758748.1
OG0004223	DPOGS202322-PA	XP_039757832.1
OG0004224	DPOGS207903-PA, DPOGS211750-PA	XP_039754867.1
OG0004225	DPOGS201986-PA	XP_039751404.1
OG0004226	DPOGS215988-PA	XP_039746367.1
OG0004227	DPOGS201985-PA	XP_039751668.1
OG0004228	DPOGS204304-PA	XP_039765944.1
OG0004229	DPOGS214940-PA, DPOGS214937-PA, DPOGS214939-PA	XP_039757634.1
OG0004230	DPOGS200574-PA	XP_039747975.1
OG0004231	DPOGS205344-PA	XP_039754099.1
OG0004232	DPOGS214189-PA	XP_039764665.1, XP_039764666.1
OG0004233	DPOGS207586-PA	XP_039748646.1
OG0004234	DPOGS206682-PA	XP_039757192.1
OG0004235	DPOGS211748-PA	XP_039755215.1
OG0004236	DPOGS206615-PA, DPOGS206614-PA	XP_039757129.1
OG0004237	DPOGS206261-PA	XP_039760547.1
OG0004238	DPOGS214191-PA, DPOGS214192-PA	XP_039764964.1
OG0004239	DPOGS207584-PA	XP_039748842.1
OG0004240	DPOGS212295-PA, DPOGS212296-PA	XP_039754990.1
OG0004241	DPOGS215950-PA	XP_039757643.1
OG0004242	DPOGS207583-PA	XP_039748825.1
OG0004243	DPOGS212294-PA	XP_039755214.1
OG0004244	DPOGS214935-PA	XP_039757981.1
OG0004245	DPOGS207034-PA	XP_039752744.1
OG0004246	DPOGS204228-PA	XP_039765711.1
OG0004248	DPOGS207582-PA	XP_039748764.1
OG0004249	DPOGS204064-PA, DPOGS204063-PA	XP_039760681.1
OG0004250	DPOGS204227-PA	XP_039765935.1, XP_039765715.1
OG0004251	DPOGS204309-PA	XP_039765712.1
OG0004252	DPOGS203804-PA	XP_039762091.1
OG0004253	DPOGS204226-PA	XP_039745465.1
OG0004254	DPOGS204068-PA	XP_039760680.1, XP_039760679.1
OG0004255	DPOGS210940-PA	XP_039750807.1
OG0004256	DPOGS201990-PA	XP_039751704.1
OG0004257	DPOGS203803-PA	XP_039752574.1
OG0004258	DPOGS204311-PA	XP_039765945.1
OG0004259	DPOGS207562-PA	XP_039749277.1
OG0004260	DPOGS214198-PA	XP_039765025.1
OG0004261	DPOGS204315-PA	XP_039765682.1
OG0004262	DPOGS207031-PA	XP_039752023.1
OG0004263	DPOGS214201-PA	XP_039764727.1
OG0004264	DPOGS203611-PA	XP_039754043.1
OG0004265	DPOGS201979-PA	XP_039751532.1
OG0004266	DPOGS214318-PA, DPOGS214319-PA	XP_039759235.1
OG0004267	DPOGS212569-PA	XP_039764091.1
OG0004268	DPOGS201998-PA	XP_039751208.1
OG0004269	DPOGS203612-PA	XP_039754240.1
OG0004270	DPOGS214203-PA	XP_039763029.1, XP_039763039.1
OG0004271	DPOGS204072-PA	XP_039760867.1
OG0004272	DPOGS214173-PA	XP_039762865.1
OG0004273	DPOGS209747-PA	XP_039756548.1
OG0004274	DPOGS207258-PA	XP_039755900.1
OG0004275	DPOGS212305-PA	XP_039748357.1
OG0004276	DPOGS214371-PA	XP_039758964.1
OG0004277	DPOGS204015-PA, DPOGS204014-PA	XP_039757500.1
OG0004278	DPOGS204051-PA	XP_039757503.1
OG0004279	DPOGS211584-PA	XP_039750231.1
OG0004280	DPOGS204016-PA	XP_039757504.1
OG0004281	DPOGS209708-PA	XP_039756199.1
OG0004282	DPOGS207296-PA	XP_039755703.1
OG0004283	DPOGS214315-PA	XP_039759495.1
OG0004284	DPOGS214207-PA	XP_039764087.1
OG0004285	DPOGS207024-PA	XP_039752156.1
OG0004286	DPOGS203792-PA	XP_039761787.1
OG0004287	DPOGS200100-PA	XP_039763160.1
OG0004288	DPOGS207266-PA	XP_039755308.1
OG0004289	DPOGS211926-PA	XP_039745768.1
OG0004290	DPOGS203704-PA	XP_039758682.1
OG0004291	DPOGS206913-PA	XP_039751876.1
OG0004292	DPOGS206570-PA	XP_039764651.1, XP_039764664.1
OG0004293	DPOGS207799-PA, DPOGS207797-PA	XP_039753224.1
OG0004294	DPOGS214215-PA, DPOGS214162-PA	XP_039762694.1
OG0004295	DPOGS213278-PA	XP_039746158.1
OG0004296	DPOGS209741-PA	XP_039756351.1, XP_039756350.1
OG0004297	DPOGS208876-PA, DPOGS208874-PA	XP_039749803.1
OG0004298	DPOGS212255-PA	XP_039755078.1, XP_039755077.1
OG0004299	DPOGS213279-PA, DPOGS211897-PA	XP_039746073.1
OG0004300	DPOGS207801-PA	XP_039753620.1
OG0004301	DPOGS209738-PA	XP_039756044.1
OG0004302	DPOGS208878-PA	XP_039749522.1
OG0004303	DPOGS210759-PA	XP_039750225.1, XP_039750226.1
OG0004304	DPOGS207803-PA	XP_039753243.1
OG0004305	DPOGS206044-PA	XP_039763727.1
OG0004306	DPOGS209715-PA	XP_039756177.1
OG0004307	DPOGS204081-PA	XP_039760808.1
OG0004308	DPOGS212784-PA	XP_039752630.1
OG0004309	DPOGS205868-PA	XP_039761751.1
OG0004310	DPOGS215057-PA	XP_039754364.1
OG0004311	DPOGS211893-PA	XP_039746471.1
OG0004312	DPOGS207760-PA	XP_039753738.1
OG0004313	DPOGS208980-PA	XP_039749714.1
OG0004314	DPOGS207288-PA	XP_039755465.1
OG0004315	DPOGS208977-PA	XP_039749650.1, XP_039749649.1
OG0004316	DPOGS209733-PA	XP_039756134.1
OG0004317	DPOGS214335-PA	XP_039759573.1
OG0004318	DPOGS207432-PA	XP_039747595.1
OG0004319	DPOGS208882-PA	XP_039749790.1
OG0004320	DPOGS214158-PA	XP_039764758.1
OG0004321	DPOGS206625-PA, DPOGS206626-PA	XP_039756781.1
OG0004322	DPOGS206569-PA	XP_039748499.1
OG0004324	DPOGS214337-PA	XP_039758913.1
OG0004325	DPOGS213028-PA	XP_039746993.1
OG0004326	DPOGS203789-PA	XP_039756905.1
OG0004327	DPOGS208890-PA	XP_039750175.1, XP_039750174.1
OG0004328	DPOGS203711-PA	XP_039756930.1
OG0004329	DPOGS211934-PA	XP_039745920.1
OG0004330	DPOGS212999-PA	XP_039747099.1, XP_039747098.1
OG0004331	DPOGS206915-PA	XP_039751790.1
OG0004332	DPOGS203619-PA	XP_039753850.1
OG0004333	DPOGS206954-PA	XP_039752477.1
OG0004334	DPOGS201964-PA	XP_039751637.1
OG0004335	DPOGS202005-PA	XP_039751635.1
OG0004336	DPOGS206563-PA	XP_039764690.1
OG0004337	DPOGS206951-PA	XP_039752228.1
OG0004338	DPOGS206631-PA	XP_039756963.1
OG0004339	DPOGS204045-PA	XP_039758090.1
OG0004340	DPOGS214849-PA, DPOGS214850-PA	XP_039759990.1
OG0004341	DPOGS203069-PA	XP_039745508.1
OG0004342	DPOGS208971-PA	XP_039749789.1
OG0004343	DPOGS206559-PA	XP_039764939.1
OG0004344	DPOGS207426-PA	XP_039748195.1, XP_039748197.1
OG0004345	DPOGS203071-PA	XP_039745280.1
OG0004346	DPOGS208052-PA	XP_039758780.1
OG0004347	DPOGS214861-PA	XP_039760139.1
OG0004348	DPOGS215968-PA	XP_039745902.1
OG0004349	DPOGS203077-PA	XP_039765465.1, XP_039765464.1
OG0004350	DPOGS202634-PA	XP_039757123.1
OG0004351	DPOGS204019-PA	XP_039757991.1
OG0004352	DPOGS208054-PA	XP_039758554.1
OG0004353	DPOGS206148-PA	XP_039763332.1, XP_039763331.1
OG0004354	DPOGS209070-PA	XP_039759960.1
OG0004356	DPOGS215962-PA	XP_039745786.1, XP_039745785.1
OG0004357	DPOGS208667-PA	XP_039765355.1
OG0004358	DPOGS208975-PA	XP_039749856.1
OG0004359	DPOGS206029-PA	XP_039763315.1
OG0004360	DPOGS207813-PA	XP_039752945.1
OG0004361	DPOGS207271-PA	XP_039755519.1
OG0004362	DPOGS207409-PA	XP_039747537.1
OG0004363	DPOGS206947-PA	XP_039752718.1, XP_039752717.1
OG0004364	DPOGS202895-PA	XP_039759244.1
OG0004365	DPOGS200480-PA	XP_039751059.1
OG0004366	DPOGS207817-PA	XP_039753570.1, XP_039753571.1
OG0004367	DPOGS208639-PA	XP_039745356.1, XP_039745357.1, XP_039745358.1
OG0004368	DPOGS206046-PA	XP_039764072.1
OG0004369	DPOGS202379-PA	XP_039757172.1
OG0004370	DPOGS204037-PA	XP_039758023.1
OG0004371	DPOGS213049-PA	XP_039756571.1
OG0004372	DPOGS204036-PA	XP_039757944.1
OG0004373	DPOGS210754-PA	XP_039750892.1
OG0004374	DPOGS208660-PA	XP_039745249.1
OG0004375	DPOGS204034-PA	XP_039757704.1
OG0004376	DPOGS208914-PA	XP_039750033.1, XP_039750036.1
OG0004377	DPOGS208659-PA	XP_039765889.1
OG0004378	DPOGS208643-PA	XP_039745505.1
OG0004379	DPOGS209543-PA	XP_039758701.1
OG0004380	DPOGS215954-PA	XP_039745828.1
OG0004381	DPOGS206133-PA	XP_039764036.1
OG0004382	DPOGS208657-PA	XP_039765429.1
OG0004383	DPOGS209535-PA	XP_039749793.1
OG0004384	DPOGS207279-PA	XP_039755747.1
OG0004385	DPOGS200486-PA	XP_039751607.1
OG0004386	DPOGS204852-PA	XP_039755562.1
OG0004387	DPOGS209556-PA	XP_039758345.1
OG0004388	DPOGS202430-PA	XP_039761598.1
OG0004390	DPOGS204846-PA	XP_039755823.1
OG0004391	DPOGS213435-PA	XP_039753996.1
OG0004392	DPOGS215629-PA	XP_039752550.1
OG0004393	DPOGS208655-PA	XP_039745459.1
OG0004394	DPOGS209029-PA	XP_039759825.1, XP_039759827.1, XP_039759826.1
OG0004395	DPOGS202449-PA	XP_039749239.1
OG0004396	DPOGS215787-PA	XP_039754733.1
OG0004397	DPOGS209061-PA	XP_039760162.1
OG0004398	DPOGS200489-PA	XP_039750991.1
OG0004399	DPOGS215628-PA	XP_039759418.1
OG0004400	DPOGS205858-PA	XP_039747951.1
OG0004401	DPOGS209550-PA	XP_039758873.1
OG0004402	DPOGS202592-PA, DPOGS212273-PA	XP_039754978.1
OG0004403	DPOGS203970-PA	XP_039763298.1
OG0004404	DPOGS202444-PA, DPOGS202445-PA	XP_039749295.1
OG0004405	DPOGS200492-PA	XP_039751089.1
OG0004406	DPOGS205820-PA	XP_039748062.1
OG0004407	DPOGS207548-PA	XP_039748678.1
OG0004408	DPOGS215625-PA	XP_039758770.1
OG0004409	DPOGS208654-PA	XP_039745457.1
OG0004410	DPOGS207600-PA	XP_039748710.1
OG0004411	DPOGS207601-PA	XP_039748708.1, XP_039748709.1
OG0004412	DPOGS207546-PA	XP_039748712.1
OG0004413	DPOGS207829-PA, DPOGS207830-PA	XP_039753457.1
OG0004414	DPOGS208902-PA	XP_039749733.1, XP_039749734.1
OG0004415	DPOGS207836-PA	XP_039753205.1
OG0004416	DPOGS204854-PA, DPOGS204853-PA	XP_039755708.1
OG0004417	DPOGS202596-PA	XP_039754832.1
OG0004418	DPOGS208071-PA	XP_039765724.1
OG0004419	DPOGS209054-PA	XP_039760037.1, XP_039760036.1
OG0004420	DPOGS210684-PA	XP_039750791.1
OG0004421	DPOGS208069-PA	XP_039745120.1
OG0004422	DPOGS208079-PA	XP_039765493.1
OG0004423	DPOGS209537-PA	XP_039765594.1
OG0004424	DPOGS211638-PA	XP_039755494.1
OG0004425	DPOGS208068-PA	XP_039765496.1
OG0004426	DPOGS206866-PA	XP_039751869.1
OG0004427	DPOGS201490-PA	XP_039754426.1
OG0004428	DPOGS207070-PA	XP_039752293.1
OG0004429	DPOGS209040-PA	XP_039760000.1
OG0004430	DPOGS211646-PA	XP_039755574.1
OG0004430	DPOGS208145-PA	XP_039749757.1
OG0004431	DPOGS204248-PA	XP_039745317.1, XP_039745318.1
OG0004432	DPOGS203973-PA	XP_039764079.1
OG0004433	DPOGS214340-PA	XP_039759508.1
OG0004434	DPOGS212811-PA	XP_039757574.1
OG0004435	DPOGS211633-PA, DPOGS211632-PA	XP_039755896.1
OG0004436	DPOGS212873-PA	XP_039757725.1
OG0004437	DPOGS210686-PA, DPOGS210687-PA	XP_039750631.1
OG0004438	DPOGS213236-PA, DPOGS213235-PA	XP_039748210.1
OG0004439	DPOGS212814-PA	XP_039757516.1, XP_039757517.1
OG0004440	DPOGS212815-PA	XP_039757847.1
OG0004441	DPOGS214144-PA	XP_039765171.1, XP_039765173.1
OG0004442	DPOGS208376-PA	XP_039763277.1
OG0004443	DPOGS200984-PA	XP_039756357.1
OG0004444	DPOGS212816-PA	XP_039757701.1
OG0004445	DPOGS214220-PA	XP_039764759.1
OG0004446	DPOGS205873-PA, DPOGS205872-PA	XP_039761641.1
OG0004447	DPOGS201024-PA	XP_039756621.1
OG0004448	DPOGS209895-PA	XP_039759537.1
OG0004449	DPOGS214152-PA	XP_039764626.1
OG0004450	DPOGS213832-PA	XP_039754972.1, XP_039754971.1
OG0004451	DPOGS202111-PA	XP_039747239.1, XP_039747237.1
OG0004452	DPOGS208963-PA	XP_039749562.1
OG0004453	DPOGS214254-PA	XP_039765231.1
OG0004454	DPOGS205881-PA, DPOGS205251-PA	XP_039761768.1
OG0004455	DPOGS213828-PA	XP_039754675.1
OG0004456	DPOGS212864-PA	XP_039757613.1
OG0004457	DPOGS211658-PA	XP_039755834.1
OG0004458	DPOGS200986-PA	XP_039756273.1
OG0004459	DPOGS208965-PA	XP_039750016.1
OG0004460	DPOGS213826-PA, DPOGS213827-PA	XP_039754891.1
OG0004461	DPOGS209902-PA	XP_039759540.1
OG0004462	DPOGS204290-PA	XP_039765359.1
OG0004463	DPOGS211903-PA	XP_039746210.1
OG0004464	DPOGS204264-PA	XP_039745224.1
OG0004465	DPOGS209905-PA	XP_039759225.1
OG0004466	DPOGS205765-PA, DPOGS205764-PA	XP_039749027.1
OG0004467	DPOGS211910-PA	XP_039746429.1, XP_039746428.1
OG0004468	DPOGS202636-PA	XP_039757128.1
OG0004469	DPOGS207713-PA	XP_039753439.1
OG0004470	DPOGS213841-PA	XP_039754757.1
OG0004471	DPOGS210747-PA	XP_039750789.1
OG0004472	DPOGS204284-PA	XP_039745165.1
OG0004473	DPOGS206936-PA	XP_039752251.1, XP_039752250.1
OG0004474	DPOGS201485-PA	XP_039758375.1, XP_039758365.1
OG0004475	DPOGS211912-PA, DPOGS200707-PA	XP_039746349.1
OG0004476	DPOGS213824-PA	XP_039754915.1, XP_039754914.1
OG0004477	DPOGS204003-PA	XP_039761811.1
OG0004478	DPOGS202367-PA, DPOGS202366-PA	XP_039748290.1
OG0004479	DPOGS201013-PA	XP_039756090.1
OG0004480	DPOGS212825-PA	XP_039758008.1
OG0004481	DPOGS204859-PA	XP_039755472.1
OG0004482	DPOGS200999-PA	XP_039756408.1
OG0004483	DPOGS212827-PA	XP_039757941.1
OG0004484	DPOGS203950-PA	XP_039763439.1
OG0004485	DPOGS202118-PA	XP_039747333.1
OG0004486	DPOGS201480-PA	XP_039761288.1
OG0004487	DPOGS201476-PA	XP_039755470.1
OG0004488	DPOGS201008-PA	XP_039756193.1
OG0004489	DPOGS201006-PA	XP_039756075.1
OG0004490	DPOGS212830-PA	XP_039757483.1
OG0004491	DPOGS205501-PA	XP_039761408.1
OG0004492	DPOGS213630-PA	XP_039755288.1, XP_039755286.1
OG0004493	DPOGS205502-PA	XP_039761711.1, XP_039761710.1
OG0004494	DPOGS206934-PA	XP_039752560.1
OG0004495	DPOGS205534-PA, DPOGS205533-PA	XP_039761467.1
OG0004496	DPOGS215411-PA	XP_039758606.1
OG0004497	DPOGS213306-PA	XP_039754170.1
OG0004498	DPOGS208928-PA	XP_039750176.1
OG0004499	DPOGS211621-PA	XP_039757188.1
OG0004500	DPOGS202104-PA	XP_039746615.1
OG0004501	DPOGS212387-PA	XP_039755509.1
OG0004502	DPOGS212388-PA	XP_039755894.1
OG0004503	DPOGS206933-PA	XP_039752199.1
OG0004504	DPOGS209977-PA	XP_039755201.1
OG0004505	DPOGS207649-PA	XP_039751074.1
OG0004506	DPOGS207666-PA	XP_039751442.1
OG0004507	DPOGS204280-PA	XP_039765613.1
OG0004508	DPOGS202691-PA	XP_039757479.1
OG0004509	DPOGS204279-PA	XP_039745270.1
OG0004510	DPOGS202701-PA	XP_039757922.1
OG0004511	DPOGS210564-PA, DPOGS207857-PA	XP_039753000.1
OG0004512	DPOGS214112-PA	XP_039764597.1
OG0004513	DPOGS206927-PA	XP_039752596.1
OG0004514	DPOGS200317-PA	XP_039754023.1
OG0004515	DPOGS207010-PA	XP_039752545.1
OG0004516	DPOGS207860-PA	XP_039753166.1
OG0004517	DPOGS214111-PA	XP_039764599.1
OG0004518	DPOGS204274-PA	XP_039765562.1
OG0004519	DPOGS211414-PA	XP_039749242.1
OG0004520	DPOGS200318-PA	XP_039754542.1
OG0004521	DPOGS206925-PA	XP_039752525.1
OG0004522	DPOGS200309-PA	XP_039754284.1
OG0004523	DPOGS212557-PA	XP_039763703.1
OG0004524	DPOGS202101-PA	XP_039747304.1
OG0004525	DPOGS207859-PA	XP_039753596.1, XP_039753597.1
OG0004526	DPOGS214107-PA	XP_039764625.1
OG0004527	DPOGS207700-PA	XP_039753685.1
OG0004528	DPOGS210734-PA	XP_039750957.1
OG0004529	DPOGS200308-PA	XP_039754203.1
OG0004530	DPOGS210732-PA	XP_039750456.1
OG0004531	DPOGS205511-PA	XP_039761573.1
OG0004532	DPOGS202354-PA	XP_039745267.1, XP_039745275.1
OG0004533	DPOGS211620-PA	XP_039757320.1
OG0004534	DPOGS202356-PA	XP_039765733.1, XP_039765725.1
OG0004535	DPOGS215418-PA	XP_039758454.1
OG0004536	DPOGS202821-PA, DPOGS212000-PA	XP_039751631.1
OG0004538	DPOGS201931-PA	XP_039755493.1
OG0004539	DPOGS212560-PA	XP_039763575.1
OG0004540	DPOGS210722-PA	XP_039750199.1
OG0004541	DPOGS202803-PA	XP_039751703.1
OG0004542	DPOGS200817-PA	XP_039752914.1
OG0004543	DPOGS202361-PA	XP_039764685.1, XP_039764678.1
OG0004544	DPOGS213959-PA	XP_039765557.1
OG0004545	DPOGS213935-PA	XP_039765553.1
OG0004546	DPOGS210306-PA	XP_039765293.1, XP_039765294.1
OG0004547	DPOGS205516-PA	XP_039761653.1
OG0004548	DPOGS202363-PA	XP_039746865.1, XP_039746780.1
OG0004549	DPOGS213957-PA	XP_039765757.1
OG0004550	DPOGS205518-PA	XP_039761709.1
OG0004551	DPOGS202129-PA, DPOGS202130-PA	XP_039747300.1
OG0004552	DPOGS202094-PA	XP_039747140.1
OG0004553	DPOGS207014-PA	XP_039752503.1
OG0004554	DPOGS209961-PA, DPOGS200590-PA	XP_039754627.1
OG0004557	DPOGS205831-PA	XP_039749056.1
OG0004558	DPOGS200122-PA	XP_039749677.1
OG0004559	DPOGS214287-PA	XP_039763468.1
OG0004560	DPOGS202917-PA, DPOGS202916-PA	XP_039759080.1
OG0004561	DPOGS202915-PA	XP_039759180.1
OG0004562	DPOGS200302-PA	XP_039754579.1
OG0004563	DPOGS202494-PA	XP_039761505.1
OG0004564	DPOGS213954-PA	XP_039745534.1
OG0004565	DPOGS212572-PA	XP_039764035.1
OG0004566	DPOGS202914-PA	XP_039759239.1
OG0004567	DPOGS203493-PA, DPOGS203494-PA	XP_039757208.1, XP_039757209.1
OG0004568	DPOGS202806-PA	XP_039751307.1
OG0004569	DPOGS202911-PA	XP_039759131.1, XP_039759130.1
OG0004570	DPOGS203399-PA	XP_039763259.1
OG0004571	DPOGS202807-PA	XP_039751562.1
OG0004572	DPOGS200305-PA	XP_039754279.1
OG0004573	DPOGS214911-PA	XP_039745207.1
OG0004574	DPOGS200646-PA	XP_039754672.1
OG0004575	DPOGS207917-PA	XP_039761701.1
OG0004577	DPOGS203487-PA	XP_039756844.1
OG0004578	DPOGS214001-PA, DPOGS200642-PA	XP_039755084.1
OG0004579	DPOGS206916-PA, DPOGS206967-PA	XP_039751807.1
OG0004580	DPOGS212383-PA	XP_039755320.1
OG0004581	DPOGS208720-PA, DPOGS208721-PA	XP_039745173.1
OG0004582	DPOGS203397-PA	XP_039763131.1, XP_039763132.1
OG0004583	DPOGS208722-PA	XP_039745030.1, XP_039745031.1
OG0004584	DPOGS200178-PA	XP_039746661.1
OG0004585	DPOGS214093-PA	XP_039765268.1
OG0004586	DPOGS207661-PA	XP_039751259.1
OG0004587	DPOGS203317-PA	XP_039763645.1
OG0004588	DPOGS202782-PA	XP_039751506.1
OG0004589	DPOGS208726-PA	XP_039765827.1
OG0004590	DPOGS211608-PA	XP_039757134.1
OG0004591	DPOGS202784-PA	XP_039751669.1
OG0004592	DPOGS205854-PA	XP_039748959.1, XP_039748958.1
OG0004593	DPOGS208729-PA	XP_039765947.1, XP_039765946.1
OG0004594	DPOGS209563-PA	XP_039758771.1
OG0004595	DPOGS215273-PA	XP_039756653.1
OG0004596	DPOGS202833-PA	XP_039751135.1
OG0004597	DPOGS200831-PA	XP_039753195.1
OG0004598	DPOGS200341-PA	XP_039754593.1
OG0004599	DPOGS200294-PA	XP_039754114.1
OG0004600	DPOGS200599-PA	XP_039754656.1
OG0004602	DPOGS200600-PA	XP_039754628.1
OG0004603	DPOGS200833-PA	XP_039753282.1
OG0004604	DPOGS200638-PA, DPOGS200639-PA	XP_039754903.1
OG0004605	DPOGS200602-PA	XP_039754673.1
OG0004606	DPOGS205572-PA	XP_039749829.1
OG0004607	DPOGS209927-PA	XP_039749283.1
OG0004608	DPOGS215278-PA	XP_039756339.1
OG0004609	DPOGS207619-PA	XP_039765136.1
OG0004610	DPOGS210595-PA	XP_039755351.1
OG0004611	DPOGS200352-PA	XP_039754534.1
OG0004612	DPOGS208707-PA	XP_039745154.1
OG0004613	DPOGS207071-PA	XP_039751771.1
OG0004614	DPOGS202832-PA	XP_039751536.1
OG0004615	DPOGS215394-PA	XP_039758667.1, XP_039758668.1
OG0004616	DPOGS207639-PA, DPOGS207640-PA	XP_039764910.1
OG0004617	DPOGS203005-PA	XP_039763752.1
OG0004618	DPOGS207687-PA, DPOGS207688-PA	XP_039761810.1
OG0004619	DPOGS208705-PA	XP_039745260.1
OG0004620	DPOGS200173-PA	XP_039746995.1
OG0004621	DPOGS200357-PA	XP_039754122.1
OG0004622	DPOGS205571-PA	XP_039750020.1
OG0004623	DPOGS200714-PA	XP_039745762.1
OG0004624	DPOGS202827-PA, DPOGS203890-PA	XP_039751388.1
OG0004625	DPOGS200137-PA	XP_039747139.1
OG0004626	DPOGS200747-PA	XP_039746475.1
OG0004627	DPOGS208163-PA	XP_039746803.1
OG0004628	DPOGS200716-PA, DPOGS209331-PA	XP_039746325.1
OG0004629	DPOGS206722-PA	XP_039746814.1
OG0004630	DPOGS200717-PA	XP_039746040.1
OG0004631	DPOGS205556-PA	XP_039749498.1
OG0004632	DPOGS200718-PA	XP_039745667.1, XP_039745666.1
OG0004633	DPOGS208321-PA	XP_039750895.1
OG0004634	DPOGS204752-PA	XP_039746546.1
OG0004635	DPOGS208742-PA	XP_039745514.1
OG0004636	DPOGS200632-PA, DPOGS200633-PA	XP_039754837.1
OG0004637	DPOGS200631-PA	XP_039754668.1
OG0004638	DPOGS202235-PA	XP_039760397.1
OG0004639	DPOGS212374-PA	XP_039755784.1
OG0004641	DPOGS200606-PA	XP_039754809.1
OG0004642	DPOGS202384-PA	XP_039750710.1
OG0004643	DPOGS204755-PA	XP_039747437.1
OG0004644	DPOGS202187-PA	XP_039761877.1
OG0004645	DPOGS206862-PA	XP_039752321.1
OG0004646	DPOGS202385-PA	XP_039750759.1, XP_039750760.1
OG0004647	DPOGS203033-PA	XP_039763307.1
OG0004648	DPOGS202188-PA	XP_039758756.1
OG0004649	DPOGS200359-PA	XP_039754423.1
OG0004651	DPOGS200848-PA	XP_039753391.1
OG0004652	DPOGS202990-PA	XP_039763373.1, XP_039763372.1
OG0004653	DPOGS208692-PA	XP_039745269.1
OG0004654	DPOGS207636-PA	XP_039765125.1, XP_039765124.1
OG0004655	DPOGS200737-PA	XP_039745847.1
OG0004656	DPOGS211038-PA	XP_039754934.1
OG0004657	DPOGS214891-PA	XP_039748692.1
OG0004658	DPOGS200363-PA	XP_039754493.1
OG0004659	DPOGS208159-PA	XP_039765283.1
OG0004660	DPOGS212889-PA, DPOGS200736-PA	XP_039745797.1
OG0004661	DPOGS200279-PA	XP_039754424.1
OG0004662	DPOGS208158-PA	XP_039765784.1
OG0004663	DPOGS208686-PA	XP_039765737.1, XP_039765736.1
OG0004664	DPOGS200366-PA	XP_039753985.1
OG0004665	DPOGS206636-PA	XP_039757181.1
OG0004666	DPOGS207085-PA	XP_039751832.1
OG0004667	DPOGS205925-PA	XP_039746739.1, XP_039746742.1, XP_039746740.1
OG0004668	DPOGS200731-PA	XP_039745861.1, XP_039745863.1, XP_039745860.1, XP_039745859.1
OG0004669	DPOGS206861-PA	XP_039751905.1
OG0004670	DPOGS200021-PA	XP_039758730.1
OG0004671	DPOGS215069-PA	XP_039754012.1
OG0004672	DPOGS208753-PA, DPOGS208754-PA	XP_039745184.1
OG0004673	DPOGS208152-PA, DPOGS208386-PA	XP_039749015.1
OG0004674	DPOGS215035-PA	XP_039754410.1
OG0004675	DPOGS208156-PA	XP_039745922.1
OG0004676	DPOGS215066-PA	XP_039754286.1
OG0004677	DPOGS215041-PA	XP_039754049.1
OG0004678	DPOGS206857-PA	XP_039752014.1
OG0004679	DPOGS202224-PA	XP_039757561.1
OG0004680	DPOGS202199-PA	XP_039753632.1
OG0004681	DPOGS207092-PA	XP_039752609.1
OG0004682	DPOGS205946-PA	XP_039747289.1, XP_039747290.1
OG0004683	DPOGS210210-PA	XP_039749727.1
OG0004684	DPOGS212360-PA	XP_039755412.1
OG0004685	DPOGS202766-PA	XP_039751413.1, XP_039751412.1
OG0004686	DPOGS206854-PA	XP_039752441.1
OG0004687	DPOGS202858-PA	XP_039751213.1
OG0004688	DPOGS212359-PA	XP_039755672.1, XP_039755671.1
OG0004689	DPOGS215061-PA	XP_039754161.1, XP_039754160.1
