Orthogroup	Danaus_plexippus	Junonia_coenia
OG0004715	DPOGS202982-PA	JC_01706-RA, JC_01705-RA
OG0004716	DPOGS212916-PA	JC_13440-RA, JC_13439-RA
OG0004718	DPOGS201405-PA	JC_00927-RA, JC_15832-RA
OG0004719	DPOGS206730-PA	JC_04326-RA
OG0004720	DPOGS202464-PA	JC_05059-RA
OG0004721	DPOGS203031-PA	JC_01709-RA
OG0004723	DPOGS205673-PA	JC_02810-RA
OG0004724	DPOGS215053-PA	JC_03017-RA
OG0004725	DPOGS201546-PA	JC_00932-RA
OG0004726	DPOGS201408-PA	JC_00939-RA
OG0004727	DPOGS201410-PA	JC_00941-RA
OG0004729	DPOGS201837-PA	JC_08624-RA
OG0004730	DPOGS201838-PA	JC_08618-RA
OG0004731	DPOGS201896-PA	JC_08616-RA
OG0004732	DPOGS206816-PA	JC_11569-RA
OG0004733	DPOGS202167-PA	JC_00092-RA
OG0004734	DPOGS201415-PA	JC_00955-RA, JC_00957-RA
OG0004735	DPOGS212434-PA	JC_04292-RA
OG0004736	DPOGS201840-PA	JC_08611-RA, JC_08612-RA
OG0004737	DPOGS206818-PA	JC_11573-RA
OG0004738	DPOGS203021-PA	JC_01689-RA, JC_01686-RA, JC_01690-RA
OG0004739	DPOGS210237-PA	JC_09166-RA
OG0004740	DPOGS207133-PA	JC_11581-RA
OG0004741	DPOGS212439-PA	JC_04280-RA, JC_04279-RA
OG0004742	DPOGS201884-PA	JC_08603-RA
OG0004743	DPOGS202413-PA	JC_00080-RA
OG0004744	DPOGS202414-PA	JC_00077-RA
OG0004745	DPOGS212447-PA	JC_04268-RA
OG0004746	DPOGS201848-PA, DPOGS201850-PA	JC_08597-RA
OG0004748	DPOGS212403-PA	JC_04265-RA
OG0004749	DPOGS201851-PA, DPOGS201849-PA	JC_08596-RA
OG0004750	DPOGS212451-PA, DPOGS212450-PA	JC_04264-RA
OG0004751	DPOGS205841-PA	JC_05063-RA
OG0004752	DPOGS201873-PA	JC_08588-RA
OG0004753	DPOGS202401-PA	JC_00071-RA
OG0004754	DPOGS209367-PA	JC_02974-RA
OG0004755	DPOGS207121-PA	JC_11602-RA, JC_11604-RA
OG0004756	DPOGS209368-PA	JC_02977-RA, JC_02976-RA
OG0004757	DPOGS206830-PA	JC_11603-RA
OG0004758	DPOGS209369-PA	JC_02982-RA, JC_02981-RA
OG0004759	DPOGS206835-PA	JC_11618-RA, JC_11619-RA
OG0004760	DPOGS201859-PA	JC_08575-RA
OG0004762	DPOGS201864-PA	JC_08574-RA
OG0004763	DPOGS201532-PA	JC_00985-RA, JC_00984-RA
OG0004764	DPOGS207112-PA	JC_11627-RA
OG0004765	DPOGS201564-PA, DPOGS201861-PA	JC_08569-RA
OG0004766	DPOGS201565-PA	JC_08568-RA
OG0004767	DPOGS214905-PA	JC_00033-RA, JC_00029-RA, JC_00036-RA
OG0004768	DPOGS201526-PA	JC_00990-RA
OG0004769	DPOGS201555-PA	JC_08558-RA
OG0004770	DPOGS201570-PA, DPOGS201571-PA	JC_08552-RA
OG0004771	DPOGS200167-PA	JC_04243-RA
OG0004772	DPOGS206516-PA, DPOGS214831-PA	JC_13360-RA
OG0004773	DPOGS206515-PA	JC_13358-RA
OG0004774	DPOGS205646-PA, DPOGS205645-PA	JC_13305-RA, JC_02757-RA
OG0004775	DPOGS208369-PA	JC_01734-RA
OG0004776	DPOGS212653-PA	JC_13339-RA
OG0004777	DPOGS212456-PA, DPOGS212457-PA	JC_00015-RA
OG0004778	DPOGS208375-PA	JC_01735-RA
OG0004781	DPOGS207539-PA	JC_13341-RA, JC_13342-RA
OG0004782	DPOGS203414-PA	JC_01749-RA
OG0004783	DPOGS203410-PA	JC_01756-RA
OG0004784	DPOGS203409-PA	JC_01759-RA
OG0004785	DPOGS203406-PA	JC_01763-RA
OG0004786	DPOGS201444-PA	JC_01034-RA
OG0004787	DPOGS201764-PA	JC_01116-RA
OG0004788	DPOGS203304-PA	JC_01784-RA, JC_01783-RA
OG0004789	DPOGS203402-PA	JC_01786-RA
OG0004790	DPOGS203306-PA	JC_01787-RA
OG0004791	DPOGS203401-PA	JC_01788-RA
OG0004792	DPOGS215123-PA	JC_07510-RA
OG0004793	DPOGS208089-PA	JC_15713-RA
OG0004793	DPOGS208602-PA	JC_15714-RA
OG0004794	DPOGS203075-PA	JC_16158-RA, JC_00389-RA, JC_00433-RA, JC_00449-RA, JC_00453-RA, JC_00454-RA, JC_00448-RA
OG0004795	DPOGS202479-PA, DPOGS214463-PA, DPOGS204953-PA, DPOGS205865-PA	JC_08896-RA, JC_12164-RA, JC_16034-RA, JC_12867-RA
OG0004796	DPOGS208091-PA, DPOGS214879-PA	JC_16449-RA
OG0004798	DPOGS209096-PA	JC_16113-RA
OG0004800	DPOGS215936-PA	JC_10078-RA
OG0004801	DPOGS203146-PA, DPOGS214525-PA	JC_05333-RA
OG0004802	DPOGS206281-PA	JC_14789-RA
OG0004802	DPOGS201698-PA	JC_14787-RA
OG0004803	DPOGS205525-PA	JC_15440-RA
OG0004804	DPOGS206012-PA	JC_09866-RA, JC_09867-RA
OG0004805	DPOGS211454-PA	JC_00144-RA
OG0004806	DPOGS200025-PA	JC_05787-RA
OG0004807	DPOGS201470-PA	JC_01079-RA
OG0004809	DPOGS205715-PA, DPOGS205716-PA	JC_07904-RA, JC_07903-RA
OG0004810	DPOGS201742-PA	JC_01119-RA
OG0004810	DPOGS203903-PA	JC_02042-RA
OG0004811	DPOGS201717-PA, DPOGS211666-PA, DPOGS201715-PA, DPOGS201716-PA	JC_01682-RA
OG0004812	DPOGS201996-PA	JC_09384-RA
OG0004813	DPOGS207865-PA	JC_11299-RA
OG0004814	DPOGS200169-PA	JC_04240-RA
OG0004815	DPOGS205626-PA	JC_02791-RA
OG0004816	DPOGS209595-PA	JC_03674-RA, JC_03672-RA, JC_03673-RA
OG0004817	DPOGS200115-PA	JC_15530-RA, JC_15533-RA
OG0004818	DPOGS203598-PA	JC_03245-RA
OG0004819	DPOGS202023-PA	JC_08847-RA
OG0004821	DPOGS215959-PA	JC_02928-RA, JC_02929-RA
OG0004822	DPOGS205618-PA	JC_02820-RA
OG0004824	DPOGS207837-PA	JC_07735-RA, JC_07736-RA
OG0004825	DPOGS207838-PA	JC_07738-RA
OG0004826	DPOGS206613-PA	JC_11237-RA
OG0004827	DPOGS210115-PA	JC_04412-RA, JC_04411-RA
OG0004828	DPOGS204500-PA	JC_00565-RA
OG0004829	DPOGS203706-PA	JC_01278-RA
OG0004830	DPOGS214777-PA	JC_03192-RA
OG0004830	DPOGS214776-PA	JC_03193-RA
OG0004831	DPOGS214267-PA	JC_08459-RA
OG0004832	DPOGS214284-PA	JC_08481-RA
OG0004849	DPOGS215555-PA	JC_14863-RA
OG0004850	DPOGS213294-PA	JC_06871-RA
OG0004851	DPOGS207168-PA	JC_02313-RA
OG0004852	DPOGS216113-PA	JC_14044-RA
OG0004853	DPOGS215535-PA	JC_14864-RA
OG0004855	DPOGS213886-PA	JC_03638-RA
OG0004856	DPOGS216111-PA	JC_14045-RA
OG0004858	DPOGS215583-PA	JC_05611-RA, JC_05610-RA, JC_05609-RA
OG0004859	DPOGS203140-PA	JC_05607-RA
OG0004861	DPOGS213654-PA	JC_15583-RA
OG0004862	DPOGS204993-PA	JC_13123-RA
OG0004863	DPOGS203379-PA	JC_02142-RA
OG0004864	DPOGS211476-PA	JC_08645-RA
OG0004865	DPOGS206769-PA	JC_14832-RA
OG0004866	DPOGS208034-PA	JC_05676-RA
OG0004867	DPOGS214973-PA	JC_17074-RA
OG0004868	DPOGS211052-PA	JC_07907-RA
OG0004869	DPOGS204992-PA	JC_13125-RA
OG0004870	DPOGS207218-PA	JC_14833-RA
OG0004871	DPOGS213159-PA	JC_00693-RA
OG0004872	DPOGS208035-PA	JC_05678-RA
OG0004873	DPOGS213635-PA	JC_15582-RA
OG0004874	DPOGS210114-PA	JC_04413-RA
OG0004875	DPOGS203137-PA	JC_05597-RA
OG0004876	DPOGS213188-PA	JC_10457-RA
OG0004877	DPOGS203528-PA	JC_14658-RA
OG0004878	DPOGS203325-PA	JC_02141-RA
OG0004879	DPOGS208038-PA	JC_05682-RA
OG0004880	DPOGS211497-PA	JC_17052-RA
OG0004881	DPOGS212595-PA	JC_09700-RA
OG0004882	DPOGS213187-PA	JC_10458-RA
OG0004883	DPOGS208223-PA	JC_06340-RA
OG0004884	DPOGS208031-PA	JC_05683-RA
OG0004885	DPOGS203229-PA	JC_05595-RA
OG0004886	DPOGS211041-PA	JC_07913-RA
OG0004887	DPOGS210041-PA	JC_04415-RA
OG0004888	DPOGS213191-PA	JC_10460-RA
OG0004889	DPOGS208041-PA	JC_05685-RA
OG0004890	DPOGS209781-PA	JC_08672-RA
OG0004891	DPOGS206362-PA	JC_07356-RA
OG0004892	DPOGS212605-PA	JC_09702-RA
OG0004894	DPOGS211772-PA	JC_10272-RA
OG0004895	DPOGS213182-PA	JC_10464-RA
OG0004896	DPOGS206781-PA	JC_01901-RA
OG0004897	DPOGS210344-PA	JC_06691-RA
OG0004898	DPOGS213889-PA	JC_03643-RA
OG0004899	DPOGS210110-PA	JC_04418-RA
OG0004900	DPOGS208296-PA	JC_06330-RA
OG0004901	DPOGS210801-PA	JC_03514-RA
OG0004902	DPOGS209194-PA	JC_05585-RA
OG0004904	DPOGS216080-PA	JC_07351-RA
OG0004905	DPOGS214700-PA, DPOGS214701-PA	JC_12817-RA
OG0004906	DPOGS204091-PA	JC_16176-RA
OG0004907	DPOGS213632-PA	JC_15222-RA
OG0004908	DPOGS207191-PA	JC_02217-RA
OG0004909	DPOGS212604-PA	JC_09707-RA
OG0004910	DPOGS212498-PA	JC_13131-RA
OG0004911	DPOGS212485-PA	JC_13132-RA
OG0004912	DPOGS208227-PA	JC_06328-RA
OG0004913	DPOGS213631-PA	JC_15221-RA
OG0004914	DPOGS213502-PA	JC_15220-RA
OG0004915	DPOGS208295-PA	JC_06327-RA
OG0004916	DPOGS210108-PA	JC_04424-RA
OG0004917	DPOGS200464-PA	JC_16190-RA
OG0004918	DPOGS210804-PA	JC_03520-RA
OG0004919	DPOGS200451-PA	JC_16189-RA
OG0004920	DPOGS210864-PA	JC_03523-RA
OG0004921	DPOGS210045-PA	JC_04425-RA
OG0004922	DPOGS210046-PA	JC_04426-RA
OG0004923	DPOGS213200-PA	JC_10468-RA
OG0004925	DPOGS212488-PA	JC_13136-RA
OG0004926	DPOGS211775-PA	JC_10271-RA
OG0004927	DPOGS202956-PA	JC_01615-RA
OG0004928	DPOGS208043-PA	JC_05690-RA
OG0004929	DPOGS212494-PA	JC_13137-RA
OG0004930	DPOGS211784-PA	JC_10270-RA
OG0004931	DPOGS211776-PA	JC_10269-RA
OG0004933	DPOGS200449-PA	JC_16183-RA
OG0004934	DPOGS209857-PA	JC_14980-RA
OG0004935	DPOGS209195-PA	JC_05580-RA
OG0004936	DPOGS211783-PA	JC_10267-RA
OG0004937	DPOGS210398-PA	JC_11483-RA
OG0004938	DPOGS200467-PA	JC_16181-RA, JC_16182-RA
OG0004939	DPOGS201038-PA	JC_08670-RA
OG0004940	DPOGS213368-PA	JC_14637-RA
OG0004941	DPOGS213928-PA	JC_15579-RA
OG0004942	DPOGS210356-PA	JC_06694-RA
OG0004943	DPOGS213230-PA	JC_14982-RA
OG0004944	DPOGS210862-PA	JC_03526-RA
OG0004945	DPOGS204979-PA	JC_13119-RA
OG0004946	DPOGS209293-PA	JC_02414-RA
OG0004947	DPOGS201179-PA	JC_07337-RA
OG0004948	DPOGS212631-PA, DPOGS212589-PA	JC_09725-RA
OG0004949	DPOGS210105-PA	JC_04441-RA
OG0004950	DPOGS213231-PA	JC_14985-RA
OG0004951	DPOGS215011-PA	JC_17179-RA
OG0004952	DPOGS210860-PA	JC_03530-RA
OG0004953	DPOGS201263-PA	JC_08665-RA
OG0004954	DPOGS210051-PA	JC_04440-RA
OG0004955	DPOGS209609-PA	JC_03654-RA
OG0004956	DPOGS201190-PA	JC_07336-RA
OG0004957	DPOGS201223-PA	JC_08664-RA
OG0004958	DPOGS210050-PA	JC_04438-RA
OG0004959	DPOGS209607-PA	JC_03653-RA
OG0004960	DPOGS209610-PA	JC_03652-RA
OG0004961	DPOGS207195-PA	JC_01896-RA
OG0004962	DPOGS210049-PA	JC_04437-RA
OG0004963	DPOGS202957-PA	JC_01616-RA
OG0004964	DPOGS210359-PA	JC_06698-RA
OG0004965	DPOGS205954-PA	JC_04348-RA
OG0004966	DPOGS208192-PA	JC_15055-RA
OG0004968	DPOGS209135-PA	JC_05569-RA
OG0004969	DPOGS200898-PA	JC_01945-RA
OG0004970	DPOGS208231-PA	JC_06316-RA
OG0004971	DPOGS214394-PA	JC_16222-RA
OG0004972	DPOGS212632-PA	JC_09731-RA
OG0004973	DPOGS212493-PA	JC_13154-RA
OG0004974	DPOGS214423-PA	JC_16223-RA
OG0004975	DPOGS209134-PA	JC_05567-RA
OG0004976	DPOGS213353-PA	JC_14616-RA
OG0004977	DPOGS209206-PA	JC_05566-RA
OG0004978	DPOGS200905-PA	JC_01961-RA
OG0004979	DPOGS209133-PA	JC_05564-RA
OG0004980	DPOGS212634-PA	JC_09733-RA
OG0004981	DPOGS208233-PA	JC_06312-RA
OG0004982	DPOGS213205-PA	JC_10473-RA
OG0004983	DPOGS213899-PA	JC_15573-RA
OG0004984	DPOGS208823-PA	JC_00724-RA
OG0004985	DPOGS213177-PA	JC_10474-RA
OG0004986	DPOGS201222-PA	JC_08663-RA
OG0004987	DPOGS213206-PA	JC_10475-RA
OG0004988	DPOGS208286-PA	JC_06305-RA
OG0004989	DPOGS213176-PA	JC_10476-RA
OG0004990	DPOGS212585-PA	JC_09740-RA
OG0004991	DPOGS204971-PA	JC_13107-RA
OG0004992	DPOGS213208-PA	JC_10478-RA
OG0004993	DPOGS210337-PA	JC_06704-RA
OG0004994	DPOGS201171-PA	JC_07323-RA
OG0004995	DPOGS210362-PA	JC_06705-RA
OG0004996	DPOGS210133-PA	JC_07927-RA
OG0004997	DPOGS210142-PA	JC_07928-RA
OG0004998	DPOGS209209-PA	JC_05561-RA
OG0004999	DPOGS201596-PA, DPOGS207240-PA	JC_17167-RA
OG0005000	DPOGS213378-PA	JC_14613-RA
OG0005001	DPOGS206883-PA	JC_08661-RA, JC_08659-RA
OG0005002	DPOGS210335-PA	JC_06708-RA
OG0005003	DPOGS210364-PA	JC_06707-RA
OG0005004	DPOGS213380-PA	JC_14609-RA
OG0005005	DPOGS210334-PA	JC_06709-RA
OG0005006	DPOGS210332-PA	JC_06712-RA
OG0005007	DPOGS210135-PA	JC_07930-RA
OG0005008	DPOGS212638-PA	JC_09742-RA
OG0005009	DPOGS213921-PA	JC_15561-RA
OG0005010	DPOGS210366-PA	JC_06711-RA
OG0005012	DPOGS204738-PA	JC_02395-RA
OG0005013	DPOGS204621-PA	JC_17156-RA
OG0005014	DPOGS205147-PA	JC_15212-RA
OG0005015	DPOGS204739-PA	JC_02390-RA
OG0005016	DPOGS213384-PA	JC_14604-RA
OG0005017	DPOGS205132-PA	JC_15213-RA
OG0005018	DPOGS208214-PA	JC_15051-RA
OG0005019	DPOGS210815-PA	JC_03542-RA
OG0005020	DPOGS213210-PA	JC_10480-RA
OG0005021	DPOGS213174-PA	JC_10482-RA
OG0005022	DPOGS210854-PA	JC_03543-RA
OG0005023	DPOGS213211-PA	JC_10484-RA
OG0005024	DPOGS210816-PA	JC_03544-RA
OG0005025	DPOGS204741-PA, DPOGS204742-PA	JC_02386-RA
OG0005026	DPOGS210853-PA	JC_03545-RA
OG0005027	DPOGS205119-PA	JC_09748-RA
OG0005028	DPOGS204743-PA	JC_02385-RA
OG0005029	DPOGS204778-PA	JC_02384-RA
OG0005030	DPOGS205153-PA, DPOGS209656-PA	JC_15210-RA
OG0005031	DPOGS208212-PA	JC_15046-RA
OG0005032	DPOGS213213-PA	JC_10488-RA
OG0005033	DPOGS213170-PA	JC_10489-RA
OG0005034	DPOGS208793-PA	JC_00721-RA
OG0005035	DPOGS213169-PA	JC_10490-RA
OG0005037	DPOGS200945-PA	JC_13165-RA
OG0005038	DPOGS200944-PA	JC_13166-RA
OG0005039	DPOGS213910-PA	JC_15557-RA
OG0005040	DPOGS204744-PA	JC_02383-RA
OG0005041	DPOGS204620-PA	JC_17160-RA
OG0005042	DPOGS210886-PA	JC_07934-RA
OG0005043	DPOGS216103-PA	JC_14062-RA
OG0005044	DPOGS213346-PA	JC_14593-RA
OG0005046	DPOGS204745-PA	JC_02381-RA
OG0005047	DPOGS213389-PA	JC_14592-RA
OG0005048	DPOGS204777-PA	JC_02380-RA
OG0005049	DPOGS213345-PA	JC_14591-RA
OG0005050	DPOGS205129-PA	JC_15208-RA
OG0005052	DPOGS213390-PA	JC_14590-RA
OG0005053	DPOGS207348-PA	JC_13019-RA
OG0005054	DPOGS207331-PA	JC_13018-RA
OG0005055	DPOGS201265-PA	JC_08658-RA
OG0005056	DPOGS209613-PA	JC_03648-RA
OG0005057	DPOGS213215-PA	JC_10491-RA
OG0005058	DPOGS200149-PA	JC_04255-RA
OG0005059	DPOGS208796-PA	JC_00715-RA
OG0005060	DPOGS216121-PA	JC_14070-RA
OG0005061	DPOGS201200-PA	JC_07304-RA
OG0005062	DPOGS210057-PA	JC_04452-RA
OG0005063	DPOGS204749-PA	JC_02372-RA
OG0005064	DPOGS211788-PA	JC_10274-RA
OG0005065	DPOGS208211-PA	JC_15037-RA
OG0005066	DPOGS207330-PA	JC_13015-RA
OG0005067	DPOGS205131-PA	JC_15206-RA
OG0005068	DPOGS205148-PA	JC_15204-RA
OG0005069	DPOGS207351-PA	JC_13013-RA
OG0005070	DPOGS211769-PA	JC_10276-RA
OG0005071	DPOGS210370-PA	JC_06752-RA
OG0005072	DPOGS209602-PA	JC_03656-RA
OG0005073	DPOGS210329-PA	JC_06754-RA
OG0005074	DPOGS208003-PA	JC_11502-RA
OG0005075	DPOGS211791-PA	JC_10278-RA
OG0005077	DPOGS210848-PA	JC_03557-RA
OG0005078	DPOGS211811-PA	JC_15202-RA
OG0005079	DPOGS201205-PA	JC_07284-RA
OG0005080	DPOGS204774-PA	JC_02368-RA
OG0005081	DPOGS210935-PA	JC_07942-RA
OG0005082	DPOGS209343-PA	JC_10217-RA, JC_14309-RA, JC_12245-RA, JC_16340-RA, JC_14810-RA, JC_12995-RA
OG0005083	DPOGS200398-PA	JC_14095-RA
OG0005084	DPOGS210890-PA	JC_07943-RA
OG0005085	DPOGS209119-PA, DPOGS211756-PA	JC_16710-RA
OG0005086	DPOGS211793-PA	JC_10280-RA
OG0005087	DPOGS211766-PA	JC_10281-RA
OG0005088	DPOGS213219-PA	JC_10495-RA
OG0005089	DPOGS200067-PA	JC_15543-RA
OG0005090	DPOGS210823-PA	JC_03558-RA
OG0005091	DPOGS213166-PA	JC_10494-RA
OG0005092	DPOGS213220-PA	JC_10496-RA
OG0005093	DPOGS210847-PA	JC_03559-RA
OG0005094	DPOGS207359-PA	JC_13007-RA
OG0005095	DPOGS200116-PA	JC_15542-RA
OG0005097	DPOGS210372-PA	JC_06757-RA
OG0005098	DPOGS210327-PA	JC_06758-RA
OG0005099	DPOGS209614-PA	JC_03657-RA
OG0005100	DPOGS213165-PA	JC_10497-RA
OG0005101	DPOGS213221-PA	JC_10498-RA
OG0005102	DPOGS211795-PA	JC_10285-RA
OG0005103	DPOGS202141-PA	JC_05659-RA
OG0005104	DPOGS210373-PA	JC_06759-RA
OG0005105	DPOGS202964-PA	JC_01595-RA, JC_17233-RA
OG0005106	DPOGS213222-PA	JC_10501-RA, JC_10500-RA
OG0005107	DPOGS207360-PA	JC_13003-RA
OG0005108	DPOGS214415-PA	JC_16199-RA
OG0005109	DPOGS210374-PA	JC_06766-RA
OG0005110	DPOGS203367-PA	JC_01655-RA
OG0005111	DPOGS214399-PA	JC_16200-RA
OG0005112	DPOGS213223-PA	JC_10503-RA
OG0005113	DPOGS207323-PA	JC_13002-RA
OG0005114	DPOGS214400-PA	JC_16202-RA
OG0005115	DPOGS207322-PA	JC_13000-RA
OG0005116	DPOGS215430-PA	JC_10505-RA
OG0005117	DPOGS215571-PA	JC_05542-RA
OG0005118	DPOGS215582-PA	JC_05537-RA
OG0005119	DPOGS210933-PA	JC_07951-RA
OG0005120	DPOGS215570-PA	JC_05536-RA
OG0005121	DPOGS210892-PA	JC_07952-RA
OG0005122	DPOGS203224-PA	JC_05535-RA
OG0005123	DPOGS205108-PA	JC_09751-RA
OG0005124	DPOGS211825-PA	JC_15189-RA
OG0005125	DPOGS207363-PA	JC_12997-RA
OG0005126	DPOGS213402-PA	JC_14572-RA
OG0005127	DPOGS213337-PA	JC_14570-RA
OG0005128	DPOGS210648-PA	JC_16718-RA
OG0005129	DPOGS210894-PA	JC_07956-RA
OG0005130	DPOGS206381-PA	JC_01592-RA
OG0005131	DPOGS203142-PA	JC_05533-RA
OG0005132	DPOGS210062-PA	JC_04460-RA
OG0005133	DPOGS210826-PA	JC_03563-RA
OG0005134	DPOGS214993-PA	JC_17092-RA
OG0005136	DPOGS210063-PA	JC_04461-RA
OG0005137	DPOGS206299-PA	JC_07359-RA
OG0005138	DPOGS206359-PA	JC_07360-RA
OG0005139	DPOGS214533-PA	JC_05532-RA
OG0005140	DPOGS215006-PA	JC_17094-RA
OG0005141	DPOGS205109-PA	JC_09752-RA
OG0005142	DPOGS210930-PA	JC_07959-RA
OG0005143	DPOGS214523-PA	JC_05531-RA
OG0005144	DPOGS205117-PA	JC_09753-RA
OG0005145	DPOGS210895-PA	JC_07960-RA
OG0005146	DPOGS211798-PA	JC_10289-RA
OG0005147	DPOGS209599-PA	JC_03661-RA
OG0005148	DPOGS208788-PA	JC_00733-RA
OG0005149	DPOGS206358-PA	JC_07362-RA
OG0005150	DPOGS209617-PA	JC_03663-RA
OG0005151	DPOGS210896-PA	JC_07962-RA
OG0005152	DPOGS206301-PA	JC_07363-RA
OG0005153	DPOGS205111-PA	JC_09756-RA
OG0005154	DPOGS204723-PA	JC_11522-RA
OG0005155	DPOGS214749-PA	JC_12795-RA
OG0005156	DPOGS207150-PA	JC_02278-RA
OG0005157	DPOGS206388-PA	JC_01588-RA
OG0005158	DPOGS214748-PA	JC_12793-RA
OG0005159	DPOGS209618-PA	JC_03668-RA
OG0005160	DPOGS206377-PA	JC_01586-RA
OG0005161	DPOGS204712-PA	JC_11526-RA
OG0005162	DPOGS205115-PA	JC_09762-RA
OG0005163	DPOGS207169-PA	JC_02280-RA
OG0005164	DPOGS202637-PA	JC_02362-RA
OG0005165	DPOGS205113-PA	JC_09761-RA
OG0005166	DPOGS210897-PA	JC_07964-RA
OG0005167	DPOGS209596-PA	JC_03669-RA
OG0005168	DPOGS202679-PA	JC_02360-RA
OG0005169	DPOGS208829-PA	JC_00736-RA
OG0005170	DPOGS202638-PA	JC_02358-RA
OG0005171	DPOGS210654-PA	JC_16729-RA
OG0005172	DPOGS208786-PA	JC_00739-RA
OG0005174	DPOGS214713-PA	JC_12786-RA
OG0005176	DPOGS206392-PA	JC_01584-RA
OG0005177	DPOGS211824-PA	JC_15180-RA, JC_15179-RA
OG0005178	DPOGS200394-PA	JC_14096-RA
OG0005179	DPOGS214742-PA	JC_12784-RA
OG0005180	DPOGS210378-PA	JC_06774-RA
OG0005181	DPOGS211481-PA	JC_08651-RA
OG0005182	DPOGS205924-PA	JC_09768-RA
OG0005184	DPOGS205959-PA	JC_09770-RA
OG0005185	DPOGS207154-PA	JC_02286-RA
OG0005186	DPOGS200074-PA	JC_15517-RA
OG0005188	DPOGS210562-PA	JC_06075-RA
OG0005190	DPOGS203088-PA	JC_15025-RA
OG0005191	DPOGS202686-PA	JC_16161-RA
OG0005192	DPOGS204371-PA	JC_09775-RA
OG0005193	DPOGS212182-PA, DPOGS213985-PA	JC_11543-RA
OG0005194	DPOGS210320-PA	JC_06780-RA
OG0005195	DPOGS205314-PA	JC_10524-RA
OG0005196	DPOGS213980-PA	JC_11544-RA
OG0005197	DPOGS206371-PA	JC_01574-RA
OG0005198	DPOGS201957-PA	JC_16162-RA
OG0005199	DPOGS210318-PA	JC_06783-RA
OG0005200	DPOGS214303-PA	JC_10296-RA
OG0005201	DPOGS210383-PA	JC_06784-RA
OG0005202	DPOGS205315-PA	JC_10526-RA
OG0005203	DPOGS208781-PA	JC_00752-RA
OG0005204	DPOGS208837-PA	JC_00753-RA
OG0005205	DPOGS211237-PA	JC_12431-RA
OG0005207	DPOGS210558-PA	JC_06083-RA
OG0005208	DPOGS215025-PA	JC_17107-RA
OG0005209	DPOGS209621-PA	JC_03680-RA
OG0005210	DPOGS210317-PA	JC_06786-RA
OG0005211	DPOGS206370-PA	JC_01572-RA
OG0005212	DPOGS206401-PA	JC_01570-RA
OG0005213	DPOGS213978-PA	JC_11549-RA
OG0005214	DPOGS210643-PA	JC_16738-RA
OG0005215	DPOGS206369-PA	JC_01568-RA
OG0005216	DPOGS208840-PA	JC_00756-RA
OG0005217	DPOGS214979-PA	JC_17111-RA
OG0005218	DPOGS214978-PA	JC_17112-RA
OG0005219	DPOGS209622-PA	JC_03681-RA
OG0005220	DPOGS210316-PA	JC_06791-RA, JC_06792-RA
OG0005221	DPOGS210555-PA	JC_06087-RA
OG0005222	DPOGS210831-PA	JC_03570-RA
OG0005223	DPOGS214308-PA	JC_10303-RA
OG0005224	DPOGS210176-PA	JC_14562-RA
OG0005225	DPOGS210065-PA	JC_04469-RA
OG0005226	DPOGS202643-PA	JC_02351-RA
OG0005227	DPOGS210553-PA	JC_06088-RA
OG0005228	DPOGS202674-PA	JC_02349-RA
OG0005229	DPOGS210066-PA	JC_04470-RA
OG0005230	DPOGS205460-PA	JC_11447-RA
OG0005231	DPOGS210386-PA	JC_06794-RA
OG0005232	DPOGS207151-PA	JC_02284-RA
OG0005233	DPOGS205482-PA, DPOGS205481-PA	JC_11445-RA
OG0005234	DPOGS210093-PA	JC_04474-RA
OG0005235	DPOGS209505-PA	JC_10545-RA
OG0005236	DPOGS209786-PA	JC_08679-RA
OG0005237	DPOGS209845-PA	JC_08680-RA
OG0005238	DPOGS210068-PA	JC_04475-RA
OG0005239	DPOGS204155-PA	JC_12421-RA
OG0005240	DPOGS209506-PA	JC_10546-RA
OG0005241	DPOGS210069-PA	JC_04477-RA
OG0005242	DPOGS204598-PA	JC_16586-RA
OG0005243	DPOGS208775-PA	JC_00762-RA
OG0005244	DPOGS208774-PA	JC_00764-RA
OG0005245	DPOGS210070-PA	JC_04479-RA
OG0005246	DPOGS204204-PA	JC_12420-RA
OG0005247	DPOGS214536-PA	JC_05523-RA
OG0005248	DPOGS210091-PA	JC_04480-RA
OG0005249	DPOGS214516-PA	JC_05522-RA
OG0005250	DPOGS210071-PA	JC_04485-RA
OG0005251	DPOGS208137-PA	JC_16249-RA
OG0005252	DPOGS201129-PA	JC_03602-RA
OG0005253	DPOGS208773-PA	JC_00770-RA
OG0005254	DPOGS204606-PA	JC_16580-RA
OG0005255	DPOGS208845-PA	JC_07844-RA
OG0005256	DPOGS209843-PA	JC_08683-RA
OG0005257	DPOGS213636-PA	JC_15588-RA
OG0005258	DPOGS201164-PA	JC_03606-RA
OG0005261	DPOGS214515-PA	JC_05520-RA
OG0005262	DPOGS214538-PA	JC_05519-RA
OG0005263	DPOGS202671-PA	JC_02340-RA
OG0005264	DPOGS208770-PA	JC_00772-RA
OG0005265	DPOGS202670-PA	JC_02338-RA
OG0005266	DPOGS206090-PA	JC_16252-RA
OG0005267	DPOGS208846-PA	JC_00773-RA
OG0005268	DPOGS201131-PA	JC_03610-RA
OG0005269	DPOGS205487-PA	JC_11432-RA
OG0005270	DPOGS216139-PA	JC_00775-RA
