Orthogroup	Danaus_plexippus	Vanessa_cardui
OG0004659	DPOGS208159-PA	Vcard_DToL15745-RA
OG0004660	DPOGS200736-PA	Vcard_DToL03891-RA
OG0004661	DPOGS200279-PA	Vcard_DToL04639-RA
OG0004662	DPOGS208158-PA	Vcard_DToL15747-RA
OG0004663	DPOGS208686-PA	Vcard_DToL02581-RA
OG0004664	DPOGS200366-PA	Vcard_DToL04643-RA
OG0004665	DPOGS206636-PA	Vcard_DToL11100-RA
OG0004666	DPOGS207085-PA	Vcard_DToL08108-RA, Vcard_DToL08109-RA
OG0004667	DPOGS205925-PA	Vcard_DToL08308-RA
OG0004668	DPOGS200731-PA	Vcard_DToL03895-RA
OG0004669	DPOGS206861-PA	Vcard_DToL08105-RA
OG0004670	DPOGS200021-PA	Vcard_DToL10154-RA
OG0004671	DPOGS215069-PA	Vcard_DToL04649-RA
OG0004672	DPOGS208753-PA, DPOGS208754-PA	Vcard_DToL02584-RA
OG0004673	DPOGS208152-PA, DPOGS208386-PA	Vcard_DToL15756-RA
OG0004675	DPOGS208156-PA	Vcard_DToL15757-RA
OG0004676	DPOGS215066-PA	Vcard_DToL04659-RA
OG0004677	DPOGS215041-PA	Vcard_DToL04663-RA
OG0004678	DPOGS206857-PA	Vcard_DToL08094-RA, Vcard_DToL08091-RA
OG0004679	DPOGS202224-PA	Vcard_DToL01659-RA
OG0004680	DPOGS202199-PA	Vcard_DToL01657-RA
OG0004681	DPOGS207092-PA	Vcard_DToL08090-RA
OG0004682	DPOGS205946-PA	Vcard_DToL08327-RA
OG0004683	DPOGS210210-PA	Vcard_DToL07604-RA
OG0004684	DPOGS212360-PA	Vcard_DToL11839-RA, Vcard_DToL11838-RA
OG0004685	DPOGS202766-PA	Vcard_DToL07032-RA
OG0004687	DPOGS202858-PA	Vcard_DToL07031-RA
OG0004688	DPOGS212359-PA	Vcard_DToL11834-RA
OG0004689	DPOGS215061-PA	Vcard_DToL04670-RA
OG0004690	DPOGS211558-PA, DPOGS211559-PA	Vcard_DToL15770-RA
OG0004691	DPOGS202222-PA	Vcard_DToL01654-RA
OG0004692	DPOGS202194-PA	Vcard_DToL01651-RA
OG0004693	DPOGS211831-PA	Vcard_DToL05598-RA
OG0004694	DPOGS202223-PA	Vcard_DToL01650-RA
OG0004695	DPOGS205614-PA	Vcard_DToL03903-RA
OG0004696	DPOGS202220-PA	Vcard_DToL01648-RA
OG0004697	DPOGS202201-PA	Vcard_DToL01647-RA
OG0004699	DPOGS210246-PA	Vcard_DToL07622-RA
OG0004700	DPOGS211377-PA	Vcard_DToL05247-RA
OG0004701	DPOGS215059-PA	Vcard_DToL04674-RA
OG0004702	DPOGS202205-PA	Vcard_DToL01632-RA
OG0004704	DPOGS202216-PA	Vcard_DToL01631-RA
OG0004705	DPOGS212721-PA, DPOGS205617-PA	Vcard_DToL03905-RA
OG0004706	DPOGS211807-PA	Vcard_DToL05596-RA
OG0004707	DPOGS205694-PA	Vcard_DToL09079-RA, Vcard_DToL09080-RA
OG0004708	DPOGS205710-PA	Vcard_DToL09076-RA
OG0004709	DPOGS210218-PA	Vcard_DToL07629-RA
OG0004710	DPOGS210243-PA	Vcard_DToL07631-RA
OG0004711	DPOGS205676-PA	Vcard_DToL03913-RA
OG0004713	DPOGS206843-PA	Vcard_DToL08071-RA, Vcard_DToL08070-RA
OG0004714	DPOGS202180-PA	Vcard_DToL02603-RA
OG0004715	DPOGS202982-PA	Vcard_DToL00775-RA
OG0004716	DPOGS212916-PA	Vcard_DToL15802-RA
OG0004717	DPOGS212911-PA, DPOGS212913-PA	Vcard_DToL15803-RA
OG0004718	DPOGS201405-PA	Vcard_DToL01302-RA
OG0004719	DPOGS206730-PA	Vcard_DToL08341-RA
OG0004720	DPOGS202464-PA	Vcard_DToL05210-RA
OG0004721	DPOGS203031-PA	Vcard_DToL00777-RA
OG0004722	DPOGS202981-PA	Vcard_DToL00778-RA
OG0004723	DPOGS205673-PA	Vcard_DToL03916-RA, Vcard_DToL03917-RA
OG0004724	DPOGS215053-PA	Vcard_DToL04691-RA
OG0004725	DPOGS201546-PA	Vcard_DToL01307-RA
OG0004727	DPOGS201410-PA	Vcard_DToL01313-RA
OG0004728	DPOGS201900-PA	Vcard_DToL05473-RA
OG0004729	DPOGS201837-PA	Vcard_DToL05474-RA
OG0004730	DPOGS201838-PA	Vcard_DToL05477-RA
OG0004731	DPOGS201896-PA	Vcard_DToL05479-RA
OG0004732	DPOGS206816-PA	Vcard_DToL08274-RA, Vcard_DToL08273-RA
OG0004733	DPOGS202167-PA	Vcard_DToL02633-RA
OG0004734	DPOGS201415-PA	Vcard_DToL01320-RA
OG0004736	DPOGS201840-PA	Vcard_DToL05484-RA
OG0004737	DPOGS206818-PA	Vcard_DToL08269-RA
OG0004738	DPOGS203021-PA	Vcard_DToL00763-RA
OG0004739	DPOGS210237-PA	Vcard_DToL07653-RA
OG0004740	DPOGS207133-PA	Vcard_DToL08000-RA, Vcard_DToL08001-RA
OG0004741	DPOGS212439-PA	Vcard_DToL08383-RA
OG0004742	DPOGS201884-PA	Vcard_DToL05497-RA
OG0004743	DPOGS202413-PA	Vcard_DToL02644-RA, Vcard_DToL02645-RA
OG0004744	DPOGS202414-PA, DPOGS202415-PA	Vcard_DToL02648-RA
OG0004745	DPOGS212447-PA	Vcard_DToL08395-RA
OG0004746	DPOGS201848-PA, DPOGS201850-PA	Vcard_DToL05502-RA
OG0004747	DPOGS201878-PA, DPOGS201879-PA	Vcard_DToL05503-RA
OG0004748	DPOGS212403-PA	Vcard_DToL08398-RA
OG0004749	DPOGS201851-PA, DPOGS201849-PA	Vcard_DToL05504-RA
OG0004751	DPOGS205841-PA	Vcard_DToL05204-RA
OG0004752	DPOGS201873-PA	Vcard_DToL05516-RA
OG0004753	DPOGS202401-PA	Vcard_DToL02652-RA, Vcard_DToL02651-RA
OG0004754	DPOGS209367-PA	Vcard_DToL04730-RA
OG0004755	DPOGS207121-PA	Vcard_DToL08020-RA
OG0004757	DPOGS206830-PA	Vcard_DToL08021-RA
OG0004758	DPOGS209369-PA	Vcard_DToL04727-RA
OG0004759	DPOGS206835-PA	Vcard_DToL08035-RA
OG0004760	DPOGS201859-PA	Vcard_DToL05537-RA
OG0004761	DPOGS207116-PA	Vcard_DToL08036-RA
OG0004762	DPOGS201864-PA	Vcard_DToL05538-RA
OG0004763	DPOGS201532-PA	Vcard_DToL01349-RA
OG0004764	DPOGS207112-PA	Vcard_DToL08044-RA
OG0004765	DPOGS201564-PA, DPOGS201861-PA	Vcard_DToL05546-RA
OG0004766	DPOGS201565-PA	Vcard_DToL05548-RA, Vcard_DToL05549-RA
OG0004767	DPOGS214905-PA	Vcard_DToL02671-RA
OG0004768	DPOGS201526-PA	Vcard_DToL01355-RA
OG0004769	DPOGS201555-PA	Vcard_DToL05561-RA
OG0004770	DPOGS201570-PA, DPOGS201571-PA	Vcard_DToL05567-RA
OG0004771	DPOGS200167-PA	Vcard_DToL08427-RA
OG0004772	DPOGS206516-PA, DPOGS214831-PA	Vcard_DToL15860-RA
OG0004773	DPOGS206515-PA	Vcard_DToL15862-RA
OG0004775	DPOGS208369-PA	Vcard_DToL00640-RA, Vcard_DToL00639-RA
OG0004776	DPOGS212653-PA	Vcard_DToL15883-RA
OG0004777	DPOGS212456-PA, DPOGS212457-PA	Vcard_DToL02677-RA
OG0004778	DPOGS208375-PA	Vcard_DToL00641-RA
OG0004779	DPOGS212647-PA	Vcard_DToL15877-RA
OG0004780	DPOGS211803-PA	Vcard_DToL05589-RA
OG0004781	DPOGS207539-PA	Vcard_DToL15868-RA
OG0004782	DPOGS203414-PA	Vcard_DToL00655-RA
OG0004783	DPOGS203410-PA	Vcard_DToL00660-RA
OG0004784	DPOGS203409-PA	Vcard_DToL00661-RA
OG0004785	DPOGS203406-PA	Vcard_DToL00666-RA
OG0004786	DPOGS201444-PA	Vcard_DToL01394-RA
OG0004787	DPOGS201764-PA	Vcard_DToL01495-RA
OG0004788	DPOGS203304-PA	Vcard_DToL00684-RA
OG0004789	DPOGS203402-PA	Vcard_DToL00685-RA
OG0004790	DPOGS203306-PA	Vcard_DToL00686-RA
OG0004791	DPOGS203401-PA	Vcard_DToL00688-RA
OG0004792	DPOGS214085-PA	Vcard_DToL09593-RA
OG0004792	DPOGS215123-PA	Vcard_DToL09596-RA
OG0004793	DPOGS208089-PA	Vcard_DToL16996-RA
OG0004794	DPOGS203075-PA	Vcard_DToL02220-RA
OG0004795	DPOGS202479-PA, DPOGS214463-PA, DPOGS204953-PA, DPOGS205865-PA	Vcard_DToL15244-RA, Vcard_DToL18426-RA
OG0004796	DPOGS208091-PA, DPOGS214879-PA	Vcard_DToL18663-RA
OG0004797	DPOGS204646-PA, DPOGS204645-PA	Vcard_DToL13237-RA
OG0004798	DPOGS209096-PA	Vcard_DToL17624-RA
OG0004799	DPOGS203474-PA	Vcard_DToL02467-RA, Vcard_DToL02447-RA, Vcard_DToL02457-RA, Vcard_DToL02459-RA, Vcard_DToL02463-RA, Vcard_DToL02451-RA
OG0004800	DPOGS215936-PA	Vcard_DToL13388-RA
OG0004801	DPOGS203146-PA, DPOGS214525-PA	Vcard_DToL02891-RA, Vcard_DToL02883-RA, Vcard_DToL02912-RA, Vcard_DToL02907-RA, Vcard_DToL02901-RA, Vcard_DToL02894-RA, Vcard_DToL02898-RA
OG0004803	DPOGS205525-PA	Vcard_DToL17133-RA
OG0004804	DPOGS206012-PA	Vcard_DToL13207-RA, Vcard_DToL13206-RA
OG0004805	DPOGS211454-PA	Vcard_DToL02693-RA
OG0004806	DPOGS200025-PA	Vcard_DToL10112-RA
OG0004807	DPOGS201470-PA	Vcard_DToL01443-RA
OG0004808	DPOGS204724-PA	Vcard_DToL11356-RA
OG0004810	DPOGS203903-PA	Vcard_DToL00208-RA
OG0004811	DPOGS201717-PA, DPOGS211666-PA, DPOGS201715-PA, DPOGS201716-PA	Vcard_DToL00623-RA
OG0004812	DPOGS201996-PA	Vcard_DToL06754-RA
OG0004813	DPOGS207865-PA	Vcard_DToL11136-RA
OG0004814	DPOGS200169-PA	Vcard_DToL08429-RA
OG0004815	DPOGS205626-PA	Vcard_DToL03930-RA
OG0004816	DPOGS209595-PA	Vcard_DToL09029-RA
OG0004817	DPOGS200115-PA	Vcard_DToL16788-RA, Vcard_DToL16790-RA
OG0004818	DPOGS203598-PA	Vcard_DToL04438-RA
OG0004819	DPOGS202023-PA	Vcard_DToL07341-RA
OG0004820	DPOGS213744-PA	Vcard_DToL14058-RA
OG0004820	DPOGS213745-PA	Vcard_DToL14057-RA
OG0004821	DPOGS215959-PA	Vcard_DToL03792-RA, Vcard_DToL03791-RA
OG0004822	DPOGS205618-PA	Vcard_DToL03907-RA
OG0004824	DPOGS207837-PA	Vcard_DToL09249-RA, Vcard_DToL09250-RA
OG0004825	DPOGS207838-PA	Vcard_DToL09247-RA
OG0004826	DPOGS206613-PA	Vcard_DToL11050-RA
OG0004827	DPOGS210115-PA	Vcard_DToL04875-RA
OG0004828	DPOGS204500-PA	Vcard_DToL02080-RA
OG0004829	DPOGS203706-PA	Vcard_DToL01225-RA
OG0004830	DPOGS214777-PA	Vcard_DToL04511-RA
OG0004831	DPOGS214267-PA	Vcard_DToL05679-RA, Vcard_DToL05678-RA
OG0004832	DPOGS214284-PA	Vcard_DToL05654-RA, Vcard_DToL05652-RA
OG0004849	DPOGS215555-PA	Vcard_DToL16085-RA
OG0004850	DPOGS213294-PA	Vcard_DToL12335-RA
OG0004851	DPOGS207168-PA	Vcard_DToL00008-RA
OG0004852	DPOGS216113-PA	Vcard_DToL14069-RA
OG0004853	DPOGS215535-PA	Vcard_DToL16084-RA
OG0004854	DPOGS204983-PA	Vcard_DToL15282-RA
OG0004855	DPOGS213886-PA	Vcard_DToL09063-RA
OG0004856	DPOGS216111-PA	Vcard_DToL14071-RA
OG0004859	DPOGS203140-PA	Vcard_DToL03306-RA
OG0004860	DPOGS204994-PA	Vcard_DToL15283-RA
OG0004861	DPOGS213654-PA	Vcard_DToL16840-RA
OG0004862	DPOGS204993-PA	Vcard_DToL15286-RA
OG0004863	DPOGS203379-PA	Vcard_DToL00432-RA
OG0004864	DPOGS211476-PA	Vcard_DToL07043-RA
OG0004865	DPOGS206769-PA	Vcard_DToL16120-RA
OG0004866	DPOGS208034-PA	Vcard_DToL09979-RA
OG0004867	DPOGS214973-PA	Vcard_DToL17849-RA
OG0004868	DPOGS211052-PA	Vcard_DToL06341-RA
OG0004869	DPOGS204992-PA	Vcard_DToL15288-RA
OG0004870	DPOGS207218-PA	Vcard_DToL16119-RA
OG0004871	DPOGS213159-PA	Vcard_DToL01908-RA
OG0004872	DPOGS208035-PA	Vcard_DToL09978-RA
OG0004873	DPOGS213635-PA	Vcard_DToL16837-RA
OG0004874	DPOGS210114-PA	Vcard_DToL04874-RA
OG0004875	DPOGS203137-PA	Vcard_DToL03298-RA
OG0004876	DPOGS213188-PA	Vcard_DToL13138-RA
OG0004877	DPOGS203528-PA	Vcard_DToL16768-RA
OG0004878	DPOGS203325-PA	Vcard_DToL00430-RA
OG0004879	DPOGS208038-PA	Vcard_DToL09974-RA
OG0004880	DPOGS211497-PA	Vcard_DToL17901-RA
OG0004881	DPOGS212595-PA	Vcard_DToL06838-RA
OG0004882	DPOGS213187-PA	Vcard_DToL13137-RA, Vcard_DToL13136-RA
OG0004883	DPOGS208223-PA	Vcard_DToL10602-RA
OG0004884	DPOGS208031-PA	Vcard_DToL09973-RA
OG0004885	DPOGS203229-PA	Vcard_DToL03297-RA
OG0004886	DPOGS211041-PA	Vcard_DToL06333-RA
OG0004887	DPOGS210041-PA	Vcard_DToL04871-RA
OG0004888	DPOGS213191-PA	Vcard_DToL13130-RA
OG0004889	DPOGS208041-PA	Vcard_DToL09970-RA
OG0004890	DPOGS209781-PA	Vcard_DToL07158-RA
OG0004891	DPOGS206362-PA	Vcard_DToL09683-RA
OG0004892	DPOGS212605-PA	Vcard_DToL06835-RA
OG0004894	DPOGS211772-PA	Vcard_DToL13608-RA
OG0004895	DPOGS213182-PA	Vcard_DToL13127-RA
OG0004896	DPOGS206781-PA	Vcard_DToL00128-RA
OG0004897	DPOGS210344-PA	Vcard_DToL12483-RA
OG0004898	DPOGS213889-PA	Vcard_DToL09059-RA
OG0004899	DPOGS210110-PA	Vcard_DToL04866-RA
OG0004900	DPOGS208296-PA	Vcard_DToL10616-RA
OG0004901	DPOGS210801-PA	Vcard_DToL03999-RA
OG0004902	DPOGS209194-PA	Vcard_DToL03288-RA
OG0004903	DPOGS201613-PA	Vcard_DToL17859-RA
OG0004904	DPOGS216080-PA	Vcard_DToL09689-RA
OG0004906	DPOGS204091-PA	Vcard_DToL18488-RA
OG0004907	DPOGS213632-PA	Vcard_DToL17346-RA
OG0004908	DPOGS207191-PA	Vcard_DToL00114-RA
OG0004909	DPOGS212604-PA	Vcard_DToL06826-RA
OG0004910	DPOGS212498-PA	Vcard_DToL15297-RA
OG0004911	DPOGS212485-PA	Vcard_DToL15298-RA
OG0004912	DPOGS208227-PA	Vcard_DToL10618-RA
OG0004913	DPOGS213631-PA	Vcard_DToL17348-RA
OG0004914	DPOGS213502-PA	Vcard_DToL17349-RA
OG0004915	DPOGS208295-PA	Vcard_DToL10619-RA
OG0004916	DPOGS210108-PA	Vcard_DToL04859-RA
OG0004917	DPOGS200464-PA	Vcard_DToL18353-RA
OG0004918	DPOGS210804-PA	Vcard_DToL04005-RA
OG0004919	DPOGS200451-PA	Vcard_DToL18351-RA
OG0004920	DPOGS210864-PA	Vcard_DToL04007-RA
OG0004921	DPOGS210045-PA	Vcard_DToL04858-RA
OG0004922	DPOGS210046-PA	Vcard_DToL04857-RA
OG0004923	DPOGS213200-PA	Vcard_DToL13120-RA
OG0004925	DPOGS212488-PA	Vcard_DToL15307-RA
OG0004926	DPOGS211775-PA	Vcard_DToL13606-RA
OG0004927	DPOGS202956-PA	Vcard_DToL00814-RA, Vcard_DToL00815-RA
OG0004928	DPOGS208043-PA	Vcard_DToL09964-RA
OG0004929	DPOGS212494-PA	Vcard_DToL15308-RA
OG0004930	DPOGS211784-PA	Vcard_DToL13605-RA
OG0004931	DPOGS211776-PA	Vcard_DToL13604-RA
OG0004932	DPOGS215143-PA	Vcard_DToL18623-RA
OG0004933	DPOGS200449-PA	Vcard_DToL18345-RA
OG0004934	DPOGS209857-PA	Vcard_DToL15974-RA
OG0004935	DPOGS209195-PA	Vcard_DToL03280-RA
OG0004936	DPOGS211783-PA	Vcard_DToL13597-RA
OG0004937	DPOGS210398-PA	Vcard_DToL11316-RA
OG0004939	DPOGS201038-PA	Vcard_DToL07160-RA
OG0004940	DPOGS213368-PA	Vcard_DToL16748-RA
OG0004941	DPOGS213928-PA	Vcard_DToL16832-RA
OG0004942	DPOGS210356-PA	Vcard_DToL12478-RA
OG0004943	DPOGS213230-PA	Vcard_DToL15970-RA
OG0004944	DPOGS210862-PA	Vcard_DToL04009-RA
OG0004945	DPOGS204979-PA	Vcard_DToL15276-RA
OG0004946	DPOGS209293-PA	Vcard_DToL03311-RA
OG0004947	DPOGS201179-PA	Vcard_DToL09705-RA
OG0004948	DPOGS212631-PA, DPOGS212589-PA	Vcard_DToL06352-RA
OG0004949	DPOGS210105-PA	Vcard_DToL04848-RA
OG0004950	DPOGS213231-PA	Vcard_DToL15969-RA
OG0004951	DPOGS215011-PA	Vcard_DToL17810-RA
OG0004952	DPOGS210860-PA	Vcard_DToL04013-RA
OG0004953	DPOGS201263-PA	Vcard_DToL07168-RA
OG0004954	DPOGS210051-PA	Vcard_DToL04850-RA
OG0004955	DPOGS209609-PA	Vcard_DToL09058-RA
OG0004956	DPOGS201190-PA	Vcard_DToL09708-RA
OG0004957	DPOGS201223-PA	Vcard_DToL07173-RA
OG0004958	DPOGS210050-PA	Vcard_DToL04852-RA
OG0004959	DPOGS209607-PA	Vcard_DToL09054-RA
OG0004960	DPOGS209610-PA	Vcard_DToL09053-RA
OG0004961	DPOGS207195-PA	Vcard_DToL00124-RA, Vcard_DToL00123-RA
OG0004962	DPOGS210049-PA	Vcard_DToL04853-RA
OG0004963	DPOGS202957-PA	Vcard_DToL00817-RA
OG0004964	DPOGS210359-PA	Vcard_DToL12472-RA
OG0004965	DPOGS205954-PA	Vcard_DToL08317-RA, Vcard_DToL08316-RA
OG0004966	DPOGS208192-PA	Vcard_DToL15890-RA
OG0004968	DPOGS209135-PA	Vcard_DToL03075-RA
OG0004969	DPOGS200898-PA	Vcard_DToL00161-RA
OG0004970	DPOGS208231-PA	Vcard_DToL10625-RA
OG0004971	DPOGS214394-PA	Vcard_DToL18332-RA
OG0004972	DPOGS212632-PA	Vcard_DToL06356-RA
OG0004973	DPOGS212493-PA	Vcard_DToL15312-RA
OG0004974	DPOGS214423-PA	Vcard_DToL18331-RA
OG0004975	DPOGS209134-PA	Vcard_DToL03078-RA
OG0004976	DPOGS213353-PA	Vcard_DToL16732-RA
OG0004977	DPOGS209206-PA	Vcard_DToL03079-RA
OG0004978	DPOGS200905-PA	Vcard_DToL00166-RA, Vcard_DToL00165-RA
OG0004979	DPOGS209133-PA	Vcard_DToL03081-RA
OG0004980	DPOGS212634-PA	Vcard_DToL06360-RA
OG0004981	DPOGS208233-PA	Vcard_DToL10632-RA
OG0004982	DPOGS213205-PA	Vcard_DToL13115-RA
OG0004983	DPOGS213899-PA	Vcard_DToL16827-RA
OG0004984	DPOGS208823-PA	Vcard_DToL01863-RA
OG0004985	DPOGS213177-PA	Vcard_DToL13114-RA
OG0004986	DPOGS201222-PA	Vcard_DToL07176-RA
OG0004987	DPOGS213206-PA	Vcard_DToL13113-RA
OG0004988	DPOGS208286-PA	Vcard_DToL10635-RA
OG0004989	DPOGS213176-PA	Vcard_DToL13111-RA
OG0004990	DPOGS212585-PA	Vcard_DToL06363-RA
OG0004991	DPOGS204971-PA	Vcard_DToL15261-RA
OG0004992	DPOGS213208-PA	Vcard_DToL13109-RA
OG0004993	DPOGS210337-PA	Vcard_DToL12468-RA
OG0004994	DPOGS201171-PA	Vcard_DToL09721-RA
OG0004995	DPOGS210362-PA	Vcard_DToL12467-RA
OG0004996	DPOGS210133-PA	Vcard_DToL06318-RA
OG0004997	DPOGS210142-PA	Vcard_DToL06314-RA
OG0004998	DPOGS209209-PA	Vcard_DToL03083-RA
OG0004999	DPOGS201596-PA, DPOGS207240-PA	Vcard_DToL17800-RA
OG0005002	DPOGS210335-PA	Vcard_DToL12462-RA
OG0005003	DPOGS210364-PA	Vcard_DToL12461-RA
OG0005004	DPOGS213380-PA	Vcard_DToL16730-RA
OG0005005	DPOGS210334-PA	Vcard_DToL12460-RA
OG0005006	DPOGS210332-PA	Vcard_DToL12453-RA
OG0005007	DPOGS210135-PA	Vcard_DToL06313-RA
OG0005008	DPOGS212638-PA	Vcard_DToL06365-RA
OG0005010	DPOGS210366-PA	Vcard_DToL12456-RA
OG0005011	DPOGS210365-PA	Vcard_DToL12459-RA
OG0005012	DPOGS204738-PA	Vcard_DToL03332-RA
OG0005013	DPOGS204621-PA	Vcard_DToL17789-RA
OG0005014	DPOGS205147-PA	Vcard_DToL17362-RA
OG0005015	DPOGS204739-PA	Vcard_DToL03336-RA
OG0005016	DPOGS213384-PA	Vcard_DToL16725-RA
OG0005017	DPOGS205132-PA	Vcard_DToL17364-RA
OG0005018	DPOGS208214-PA	Vcard_DToL15895-RA
OG0005019	DPOGS210815-PA	Vcard_DToL04033-RA
OG0005020	DPOGS213210-PA	Vcard_DToL13106-RA
OG0005021	DPOGS213174-PA	Vcard_DToL13105-RA
OG0005022	DPOGS210854-PA	Vcard_DToL04034-RA
OG0005023	DPOGS213211-PA	Vcard_DToL13103-RA
OG0005024	DPOGS210816-PA	Vcard_DToL04035-RA
OG0005026	DPOGS210853-PA	Vcard_DToL04036-RA
OG0005027	DPOGS205119-PA	Vcard_DToL06370-RA
OG0005028	DPOGS204743-PA	Vcard_DToL03343-RA
OG0005029	DPOGS204778-PA	Vcard_DToL03345-RA
OG0005031	DPOGS208212-PA	Vcard_DToL15902-RA
OG0005032	DPOGS213213-PA	Vcard_DToL13098-RA
OG0005033	DPOGS213170-PA	Vcard_DToL13097-RA
OG0005034	DPOGS208793-PA	Vcard_DToL01866-RA
OG0005035	DPOGS213169-PA	Vcard_DToL13094-RA
OG0005036	DPOGS205495-PA	Vcard_DToL00831-RA
OG0005037	DPOGS200945-PA	Vcard_DToL15328-RA
OG0005038	DPOGS200944-PA	Vcard_DToL15329-RA
OG0005039	DPOGS213910-PA	Vcard_DToL16804-RA
OG0005040	DPOGS204744-PA	Vcard_DToL03346-RA
OG0005041	DPOGS204620-PA	Vcard_DToL17791-RA
OG0005042	DPOGS210886-PA	Vcard_DToL06306-RA
OG0005043	DPOGS216103-PA	Vcard_DToL14090-RA
OG0005044	DPOGS213346-PA	Vcard_DToL16720-RA
OG0005045	DPOGS204617-PA	Vcard_DToL17792-RA
OG0005046	DPOGS204745-PA	Vcard_DToL03347-RA
OG0005047	DPOGS213389-PA	Vcard_DToL16721-RA
OG0005048	DPOGS204777-PA	Vcard_DToL03348-RA
OG0005049	DPOGS213345-PA	Vcard_DToL16717-RA
OG0005051	DPOGS209211-PA	Vcard_DToL03085-RA
OG0005052	DPOGS213390-PA	Vcard_DToL16715-RA
OG0005053	DPOGS207348-PA	Vcard_DToL15153-RA
OG0005054	DPOGS207331-PA	Vcard_DToL15152-RA
OG0005055	DPOGS201265-PA	Vcard_DToL07177-RA
OG0005056	DPOGS209613-PA	Vcard_DToL09048-RA
OG0005057	DPOGS213215-PA	Vcard_DToL13093-RA
OG0005058	DPOGS200149-PA	Vcard_DToL08412-RA
OG0005059	DPOGS208796-PA	Vcard_DToL01872-RA
OG0005060	DPOGS216121-PA	Vcard_DToL14086-RA
OG0005061	DPOGS201200-PA	Vcard_DToL09729-RA
OG0005062	DPOGS210057-PA	Vcard_DToL04842-RA
OG0005063	DPOGS204749-PA	Vcard_DToL03352-RA
OG0005064	DPOGS211788-PA	Vcard_DToL13613-RA
OG0005065	DPOGS208211-PA	Vcard_DToL15910-RA
OG0005066	DPOGS207330-PA	Vcard_DToL15151-RA
OG0005067	DPOGS205131-PA	Vcard_DToL17370-RA
OG0005068	DPOGS205148-PA	Vcard_DToL17372-RA
OG0005069	DPOGS207351-PA	Vcard_DToL15150-RA
OG0005070	DPOGS211769-PA	Vcard_DToL13618-RA
OG0005071	DPOGS210370-PA	Vcard_DToL12447-RA
OG0005072	DPOGS209602-PA	Vcard_DToL09047-RA
OG0005073	DPOGS210329-PA	Vcard_DToL12446-RA
OG0005074	DPOGS208003-PA	Vcard_DToL11339-RA
OG0005075	DPOGS211791-PA	Vcard_DToL13620-RA
OG0005076	DPOGS215577-PA	Vcard_DToL03090-RA
OG0005077	DPOGS210848-PA	Vcard_DToL04059-RA
OG0005078	DPOGS211811-PA	Vcard_DToL17376-RA
OG0005079	DPOGS201205-PA	Vcard_DToL09741-RA
OG0005080	DPOGS204774-PA	Vcard_DToL03355-RA
OG0005081	DPOGS210935-PA	Vcard_DToL06299-RA
OG0005083	DPOGS200398-PA	Vcard_DToL13898-RA
OG0005084	DPOGS210890-PA	Vcard_DToL06298-RA
OG0005086	DPOGS211793-PA	Vcard_DToL13623-RA
OG0005087	DPOGS211766-PA	Vcard_DToL13624-RA
OG0005088	DPOGS213219-PA	Vcard_DToL13091-RA
OG0005089	DPOGS200067-PA	Vcard_DToL16793-RA
OG0005090	DPOGS210823-PA	Vcard_DToL04060-RA
OG0005091	DPOGS213166-PA	Vcard_DToL13090-RA
OG0005092	DPOGS213220-PA	Vcard_DToL13089-RA
OG0005093	DPOGS210847-PA	Vcard_DToL04061-RA
OG0005094	DPOGS207359-PA	Vcard_DToL15140-RA
OG0005095	DPOGS200116-PA	Vcard_DToL16792-RA
OG0005096	DPOGS214754-PA	Vcard_DToL14923-RA
OG0005097	DPOGS210372-PA	Vcard_DToL12442-RA
OG0005098	DPOGS210327-PA	Vcard_DToL12441-RA
OG0005099	DPOGS209614-PA	Vcard_DToL09046-RA
OG0005100	DPOGS213165-PA	Vcard_DToL13088-RA
OG0005101	DPOGS213221-PA	Vcard_DToL13087-RA
OG0005102	DPOGS211795-PA	Vcard_DToL13629-RA
OG0005103	DPOGS202141-PA	Vcard_DToL10001-RA
OG0005104	DPOGS210373-PA	Vcard_DToL12440-RA
OG0005106	DPOGS213222-PA	Vcard_DToL13085-RA
OG0005107	DPOGS207360-PA	Vcard_DToL15063-RA
OG0005108	DPOGS214415-PA	Vcard_DToL18543-RA
OG0005109	DPOGS210374-PA	Vcard_DToL12438-RA
OG0005110	DPOGS203367-PA	Vcard_DToL00716-RA
OG0005111	DPOGS214399-PA	Vcard_DToL18542-RA
OG0005112	DPOGS213223-PA	Vcard_DToL13082-RA
OG0005114	DPOGS214400-PA	Vcard_DToL18540-RA
OG0005115	DPOGS207322-PA	Vcard_DToL15067-RA
OG0005116	DPOGS215430-PA	Vcard_DToL13080-RA
OG0005117	DPOGS215571-PA	Vcard_DToL03099-RA
OG0005118	DPOGS215582-PA	Vcard_DToL03101-RA
OG0005119	DPOGS210933-PA	Vcard_DToL06281-RA
OG0005120	DPOGS215570-PA	Vcard_DToL03102-RA
OG0005121	DPOGS210892-PA	Vcard_DToL06280-RA
OG0005122	DPOGS203224-PA	Vcard_DToL03103-RA
OG0005123	DPOGS205108-PA	Vcard_DToL06372-RA
OG0005124	DPOGS211825-PA	Vcard_DToL17384-RA
OG0005125	DPOGS207363-PA	Vcard_DToL15069-RA
OG0005126	DPOGS213402-PA	Vcard_DToL16701-RA
OG0005127	DPOGS213337-PA	Vcard_DToL16700-RA
OG0005128	DPOGS210648-PA	Vcard_DToL18709-RA
