Orthogroup	Danaus_plexippus	Heliconius_melpomene_melpomene
OG0006428	DPOGS210424-PA	HMEL011947g1.t1
OG0006429	DPOGS209193-PA	HMEL010029g1.t1
OG0006430	DPOGS200410-PA	HMEL011598g1.t1
OG0006431	DPOGS209150-PA	HMEL010028g1.t1
OG0006432	DPOGS201745-PA	HMEL030861g1.t1
OG0006433	DPOGS200442-PA	HMEL036735g1.t1
OG0006434	DPOGS208606-PA	HMEL016601g1.t1
OG0006435	DPOGS204181-PA	HMEL009958g1.t1
OG0006436	DPOGS200411-PA	HMEL036734g1.t1
OG0006437	DPOGS210423-PA	HMEL007581g1.t1
OG0006438	DPOGS213538-PA	HMEL005473g1.t1
OG0006439	DPOGS207335-PA	HMEL002203g1.t1
OG0006440	DPOGS200441-PA	HMEL036733g1.t1
OG0006441	DPOGS200412-PA	HMEL036732g1.t1
OG0006442	DPOGS210419-PA	HMEL007754g1.t1
OG0006443	DPOGS211207-PA	HMEL030239g1.t1
OG0006444	DPOGS215972-PA	HMEL018041g1.t1
OG0006445	DPOGS210418-PA	HMEL021200g1.t1
OG0006446	DPOGS200440-PA	HMEL036730g1.t1
OG0006447	DPOGS215996-PA	HMEL018040g1.t1
OG0006448	DPOGS212527-PA	HMEL009342g1.t1
OG0006449	DPOGS209152-PA	HMEL003254g1.t1
OG0006450	DPOGS204179-PA	HMEL037916g1.t1, HMEL037915g1.t1, HMEL022061g1.t1
OG0006451	DPOGS205402-PA, DPOGS205403-PA	HMEL022218g1.t1
OG0006452	DPOGS213539-PA	HMEL005478g1.t1
OG0006453	DPOGS211104-PA	HMEL012460g1.t1
OG0006454	DPOGS211208-PA	HMEL012461g1.t1
OG0006455	DPOGS215853-PA	HMEL011811g1.t1
OG0006456	DPOGS205400-PA	HMEL036483g1.t1
OG0006457	DPOGS210417-PA	HMEL032577g1.t1
OG0006458	DPOGS201750-PA	HMEL030860g1.t1
OG0006459	DPOGS203094-PA	HMEL014880g1.t1
OG0006460	DPOGS211100-PA	HMEL012464g1.t1
OG0006461	DPOGS201947-PA	HMEL003824g1.t1
OG0006462	DPOGS201752-PA	HMEL030859g1.t1
OG0006463	DPOGS209674-PA	HMEL002168g1.t1
OG0006466	DPOGS213541-PA	HMEL005481g1.t1
OG0006468	DPOGS213237-PA	HMEL021129g1.t1
OG0006469	DPOGS205989-PA	HMEL032122g1.t1, HMEL020067g1.t1
OG0006470	DPOGS213587-PA	HMEL005482g1.t1
OG0006471	DPOGS215358-PA	HMEL004574g1.t1
OG0006472	DPOGS202875-PA	HMEL017964g1.t1
OG0006473	DPOGS215362-PA	HMEL004577g1.t1
OG0006474	DPOGS205396-PA	HMEL007155g1.t1
OG0006475	DPOGS215357-PA	HMEL004576g1.t1
OG0006476	DPOGS205411-PA	HMEL007153g1.t1
OG0006478	DPOGS213543-PA	HMEL005485g1.t1
OG0006479	DPOGS204501-PA	HMEL031153g1.t1
OG0006480	DPOGS205395-PA	HMEL036488g1.t1
OG0006481	DPOGS211595-PA	HMEL036093g1.t1
OG0006482	DPOGS210024-PA, DPOGS200669-PA	HMEL002085g1.t1
OG0006483	DPOGS206460-PA	HMEL012931g1.t1
OG0006484	DPOGS215106-PA	HMEL004579g1.t1
OG0006485	DPOGS209680-PA	HMEL002169g1.t1
OG0006486	DPOGS207345-PA	HMEL030426g1.t1
OG0006488	DPOGS204391-PA	HMEL007823g1.t1
OG0006489	DPOGS207346-PA	HMEL030428g1.t1
OG0006490	DPOGS209875-PA	HMEL007535g1.t1
OG0006491	DPOGS210022-PA	HMEL002087g1.t1
OG0006492	DPOGS206461-PA	HMEL012933g1.t1
OG0006493	DPOGS206459-PA	HMEL012934g1.t1
OG0006494	DPOGS213758-PA, DPOGS209868-PA	HMEL007533g1.t1
OG0006495	DPOGS206462-PA	HMEL012935g1.t1
OG0006496	DPOGS215109-PA	HMEL004580g1.t1
OG0006497	DPOGS200926-PA	HMEL011324g1.t1
OG0006498	DPOGS211573-PA	HMEL016985g1.t1
OG0006499	DPOGS211097-PA	HMEL030248g1.t1
OG0006500	DPOGS211095-PA	HMEL012476g1.t1
OG0006501	DPOGS200927-PA	HMEL011323g1.t1
OG0006502	DPOGS212065-PA	HMEL009353g1.t1
OG0006503	DPOGS211217-PA	HMEL012477g1.t1
OG0006504	DPOGS210027-PA	HMEL002088g1.t1
OG0006505	DPOGS211218-PA	HMEL012481g1.t1
OG0006506	DPOGS200421-PA	HMEL003726g1.t1
OG0006507	DPOGS211219-PA	HMEL012483g1.t1
OG0006508	DPOGS214456-PA	HMEL034104g1.t1
OG0006509	DPOGS206458-PA	HMEL012937g1.t1
OG0006510	DPOGS205030-PA	HMEL005119g1.t1
OG0006511	DPOGS211090-PA	HMEL012484g1.t1
OG0006512	DPOGS213544-PA	HMEL003095g1.t1
OG0006513	DPOGS215998-PA	HMEL033848g1.t1
OG0006514	DPOGS200924-PA	HMEL031898g1.t1
OG0006515	DPOGS203055-PA	HMEL016140g1.t1
OG0006516	DPOGS212058-PA	HMEL009357g1.t1
OG0006517	DPOGS210010-PA	HMEL033649g1.t1
OG0006518	DPOGS211591-PA	HMEL036090g1.t1
OG0006519	DPOGS211087-PA	HMEL012486g1.t1
OG0006520	DPOGS200921-PA	HMEL002518g1.t1
OG0006521	DPOGS209246-PA	HMEL016739g1.t1
OG0006522	DPOGS209870-PA	HMEL007529g1.t1
OG0006523	DPOGS209264-PA	HMEL032796g1.t1
OG0006524	DPOGS203037-PA	HMEL035084g1.t1
OG0006525	DPOGS203054-PA	HMEL016141g1.t1
OG0006526	DPOGS200932-PA	HMEL002514g1.t1
OG0006527	DPOGS203038-PA	HMEL016143g1.t1
OG0006528	DPOGS211221-PA	HMEL012488g1.t1
OG0006529	DPOGS211086-PA	HMEL012489g1.t1
OG0006530	DPOGS211222-PA	HMEL012490g1.t1
OG0006531	DPOGS200960-PA	HMEL007494g1.t1
OG0006532	DPOGS200933-PA	HMEL031900g1.t1
OG0006533	DPOGS209245-PA	HMEL016743g1.t1
OG0006534	DPOGS200942-PA	HMEL007495g1.t1
OG0006535	DPOGS211501-PA	HMEL013229g1.t1, HMEL034090g1.t1
OG0006536	DPOGS203039-PA	HMEL035083g1.t1
OG0006537	DPOGS209675-PA	HMEL002170g1.t1
OG0006538	DPOGS211084-PA	HMEL012492g1.t1
OG0006539	DPOGS206464-PA	HMEL012940g1.t1
OG0006540	DPOGS205984-PA	HMEL014866g1.t1
OG0006541	DPOGS203040-PA	HMEL016146g1.t1
OG0006542	DPOGS212751-PA	HMEL014156g1.t1
OG0006543	DPOGS204804-PA	HMEL034641g1.t1
OG0006544	DPOGS213547-PA	HMEL017908g1.t1
OG0006545	DPOGS203041-PA	HMEL016148g1.t1
OG0006546	DPOGS201782-PA	HMEL008340g1.t1
OG0006547	DPOGS200937-PA	HMEL004515g1.t1
OG0006548	DPOGS205389-PA	HMEL036498g1.t1
OG0006549	DPOGS209676-PA	HMEL013916g1.t1
OG0006550	DPOGS215125-PA	HMEL034198g1.t1, HMEL003196g1.t1
OG0006551	DPOGS203045-PA	HMEL016152g1.t1
OG0006552	DPOGS205026-PA	HMEL034803g1.t1
OG0006553	DPOGS207956-PA	HMEL004514g1.t1
OG0006554	DPOGS211576-PA	HMEL036089g1.t1
OG0006555	DPOGS203050-PA	HMEL016153g1.t1
OG0006556	DPOGS209155-PA	HMEL003069g1.t1
OG0006557	DPOGS204795-PA	HMEL013185g1.t1
OG0006558	DPOGS209185-PA	HMEL034311g1.t1
OG0006559	DPOGS205979-PA	HMEL032131g1.t1
OG0006560	DPOGS209157-PA	HMEL009760g1.t1
OG0006561	DPOGS211579-PA	HMEL016991g1.t1
OG0006562	DPOGS205982-PA	HMEL014870g1.t1
OG0006563	DPOGS206453-PA	HMEL031618g1.t1
OG0006564	DPOGS209213-PA	HMEL032552g1.t1
OG0006565	DPOGS206466-PA	HMEL012944g1.t1
OG0006566	DPOGS209158-PA	HMEL009757g1.t1
OG0006567	DPOGS209183-PA	HMEL034309g1.t1
OG0006568	DPOGS214030-PA	HMEL010221g1.t1
OG0006569	DPOGS214446-PA	HMEL004431g1.t1
OG0006570	DPOGS206452-PA	HMEL012945g1.t1
OG0006571	DPOGS209212-PA	HMEL032556g1.t1, HMEL032557g1.t1
OG0006572	DPOGS206468-PA	HMEL012947g1.t1
OG0006573	DPOGS204797-PA	HMEL013183g1.t1
OG0006574	DPOGS209132-PA	HMEL032559g1.t1
OG0006575	DPOGS206872-PA	HMEL010206g1.t1
OG0006576	DPOGS206451-PA	HMEL012948g1.t1
OG0006577	DPOGS201045-PA	HMEL005363g1.t1
OG0006578	DPOGS204577-PA	HMEL032566g1.t1
OG0006579	DPOGS204801-PA	HMEL013181g1.t1
OG0006580	DPOGS214461-PA	HMEL004429g1.t1
OG0006581	DPOGS203425-PA	HMEL007956g1.t1
OG0006582	DPOGS205798-PA	HMEL007955g1.t1
OG0006583	DPOGS213552-PA	HMEL008564g1.t1
OG0006584	DPOGS214460-PA	HMEL004428g1.t1
OG0006586	DPOGS201361-PA	HMEL014701g1.t1
OG0006587	DPOGS209159-PA	HMEL009754g1.t1
OG0006588	DPOGS211225-PA	HMEL002211g1.t1
OG0006589	DPOGS206469-PA	HMEL012949g1.t1
OG0006590	DPOGS214459-PA	HMEL004426g1.t1
OG0006591	DPOGS209160-PA	HMEL034306g1.t1
OG0006592	DPOGS209179-PA	HMEL009752g1.t1
OG0006593	DPOGS205792-PA	HMEL012049g1.t1
OG0006594	DPOGS209161-PA	HMEL009751g1.t1
OG0006595	DPOGS212660-PA	HMEL007515g1.t1
OG0006596	DPOGS207959-PA	HMEL014327g1.t1
OG0006597	DPOGS212671-PA	HMEL007514g1.t1
OG0006598	DPOGS209178-PA	HMEL009750g1.t1
OG0006599	DPOGS201672-PA	HMEL012956g1.t1
OG0006600	DPOGS205800-PA	HMEL034801g1.t1
OG0006601	DPOGS200423-PA	HMEL002496g1.t1
OG0006602	DPOGS211585-PA	HMEL016998g1.t1
OG0006603	DPOGS200434-PA	HMEL002497g1.t1
OG0006604	DPOGS211564-PA	HMEL036084g1.t1
OG0006605	DPOGS204574-PA	HMEL005609g1.t1
OG0006606	DPOGS211226-PA	HMEL002213g1.t1
OG0006607	DPOGS205801-PA	HMEL012046g1.t1
OG0006608	DPOGS207960-PA	HMEL014329-RA
OG0006609	DPOGS211078-PA	HMEL002214g1.t1
OG0006610	DPOGS211598-PA	HMEL017000g1.t1
OG0006611	DPOGS212672-PA	HMEL007511g1.t1
OG0006612	DPOGS204579-PA	HMEL005608g1.t1
OG0006613	DPOGS211077-PA	HMEL002215g1.t1
OG0006614	DPOGS212012-PA	HMEL004410g1.t1
OG0006616	DPOGS201359-PA	HMEL014706g1.t1
OG0006617	DPOGS211075-PA	HMEL002218g1.t1
OG0006618	DPOGS212054-PA	HMEL004412g1.t1
OG0006619	DPOGS214649-PA	HMEL009114g1.t1, HMEL016622g1.t1
OG0006620	DPOGS200426-PA	HMEL002500g1.t1
OG0006621	DPOGS215982-PA	HMEL010099g1.t1
OG0006622	DPOGS216003-PA	HMEL033846g1.t1
OG0006623	DPOGS211229-PA	HMEL009385g1.t1
OG0006624	DPOGS200427-PA	HMEL002503g1.t1
OG0006625	DPOGS209169-PA	HMEL009746g1.t1
OG0006626	DPOGS212703-PA	HMEL015540g1.t1
OG0006627	DPOGS214571-PA	HMEL009112g1.t1
OG0006628	DPOGS214647-PA	HMEL009110-RA
OG0006629	DPOGS211074-PA	HMEL030255g1.t1
OG0006630	DPOGS206276-PA	HMEL013177g1.t1
OG0006632	DPOGS204581-PA	HMEL032572g1.t1, HMEL032571g1.t1
OG0006633	DPOGS214811-PA	HMEL017293g1.t1
OG0006634	DPOGS209171-PA	HMEL034305g1.t1
OG0006635	DPOGS212701-PA	HMEL015536g1.t1
OG0006636	DPOGS209175-PA	HMEL009744g1.t1
OG0006637	DPOGS212051-PA	HMEL013596g1.t1
OG0006638	DPOGS209174-PA	HMEL009742g1.t1
OG0006639	DPOGS212658-PA	HMEL010999g1.t1
OG0006640	DPOGS206060-PA	HMEL014067g1.t1
OG0006641	DPOGS211073-PA	HMEL009383g1.t1
OG0006642	DPOGS212019-PA	HMEL030342g1.t1
OG0006643	DPOGS201668-PA	HMEL031615g1.t1
OG0006644	DPOGS211072-PA	HMEL009382g1.t1
OG0006645	DPOGS212764-PA	HMEL015535g1.t1
OG0006646	DPOGS211230-PA	HMEL009380g1.t1
OG0006647	DPOGS212050-PA	HMEL013598g1.t1
OG0006648	DPOGS215503-PA	HMEL032139g1.t1
OG0006649	DPOGS207946-PA	HMEL014210g1.t1
OG0006650	DPOGS214795-PA	HMEL037710g1.t1
OG0006651	DPOGS212049-PA	HMEL013600g1.t1
OG0006652	DPOGS212020-PA	HMEL013601g1.t1
OG0006653	DPOGS205965-PA	HMEL035300g1.t1
OG0006654	DPOGS206274-PA	HMEL013171g1.t1
OG0006655	DPOGS201396-PA	HMEL014713g1.t1
OG0006656	DPOGS201108-PA	HMEL011007g1.t1
OG0006657	DPOGS215978-PA	HMEL033836g1.t1
OG0006658	DPOGS216006-PA	HMEL017762g1.t1
OG0006659	DPOGS214572-PA	HMEL009108g1.t1
OG0006660	DPOGS216007-PA	HMEL033835g1.t1
OG0006661	DPOGS202075-PA	HMEL012824g1.t1
OG0006662	DPOGS215977-PA	HMEL033834g1.t1
OG0006663	DPOGS201397-PA	HMEL035630g1.t1
OG0006665	DPOGS216010-PA	HMEL033832g1.t1
OG0006666	DPOGS209243-PA	HMEL008262-RA
OG0006667	DPOGS205785-PA	HMEL034797g1.t1
OG0006667	DPOGS205786-PA	HMEL004453g1.t1
OG0006668	DPOGS213732-PA	HMEL034303g1.t1
OG0006669	DPOGS201822-PA	HMEL008334g1.t1
OG0006670	DPOGS201778-PA	HMEL008333g1.t1
OG0006671	DPOGS209271-PA	HMEL032795g1.t1
OG0006672	DPOGS201823-PA	HMEL008332g1.t1
OG0006673	DPOGS214027-PA	HMEL033492g1.t1
OG0006674	DPOGS204398-PA	HMEL015694g1.t1
OG0006675	DPOGS201777-PA	HMEL008329g1.t1
OG0006676	DPOGS215099-PA	HMEL014236g1.t1
OG0006677	DPOGS201125-PA	HMEL021973g1.t1
OG0006678	DPOGS207963-PA	HMEL031909g1.t1
OG0006679	DPOGS212704-PA	HMEL008328g1.t1
OG0006680	DPOGS212770-PA	HMEL008327g1.t1
OG0006681	DPOGS212695-PA	HMEL008326g1.t1
OG0006682	DPOGS201400-PA	HMEL035629g1.t1
OG0006683	DPOGS214641-PA	HMEL037943g1.t1
OG0006684	DPOGS212769-PA	HMEL008325g1.t1
OG0006685	DPOGS214038-PA	HMEL033493g1.t1
OG0006686	DPOGS201107-PA	HMEL005312g1.t1
OG0006687	DPOGS215118-PA	HMEL034118g1.t1, HMEL034119g1.t1
OG0006688	DPOGS214493-PA, DPOGS214492-PA	HMEL013928g1.t1
OG0006689	DPOGS212708-PA	HMEL015524g1.t1
OG0006690	DPOGS209173-PA	HMEL015522g1.t1
OG0006691	DPOGS204483-PA	HMEL015690g1.t1
OG0006692	DPOGS205802-PA	HMEL012208g1.t1
OG0006693	DPOGS203653-PA	HMEL006930g1.t1
OG0006694	DPOGS206870-PA	HMEL015542g1.t1
OG0006695	DPOGS204399-PA	HMEL015688g1.t1
OG0006696	DPOGS205781-PA	HMEL012210g1.t1
OG0006697	DPOGS212748-PA	HMEL015545g1.t1
OG0006698	DPOGS206068-PA	HMEL035120g1.t1
OG0006699	DPOGS206015-PA	HMEL014613g1.t1
OG0006700	DPOGS204480-PA	HMEL031138g1.t1
OG0006701	DPOGS202011-PA	HMEL010601g1.t1
OG0006702	DPOGS202070-PA	HMEL010600g1.t1
OG0006703	DPOGS200564-PA	HMEL034679g1.t1
OG0006704	DPOGS203996-PA	HMEL013865g1.t1
OG0006705	DPOGS212712-PA	HMEL015546g1.t1
OG0006706	DPOGS207964-PA	HMEL031912g1.t1
OG0006707	DPOGS201719-PA	HMEL015864g1.t1
OG0006708	DPOGS213303-PA	HMEL011882g1.t1
OG0006709	DPOGS206000-PA	HMEL014616g1.t1
OG0006710	DPOGS206017-PA	HMEL032614g1.t1
OG0006711	DPOGS214024-PA, DPOGS206707-PA	HMEL033495g1.t1
OG0006712	DPOGS207388-PA	HMEL035752g1.t1
OG0006714	DPOGS201127-PA	HMEL031334g1.t1
OG0006715	DPOGS206107-PA	HMEL005040g1.t1
OG0006716	DPOGS215102-PA	HMEL014230g1.t1
OG0006717	DPOGS204403-PA	HMEL015681g1.t1
OG0006718	DPOGS206106-PA	HMEL005041g1.t1
OG0006719	DPOGS206071-PA	HMEL035122g1.t1
OG0006720	DPOGS205808-PA	HMEL011581g1.t1
OG0006721	DPOGS205780-PA	HMEL034794g1.t1
OG0006722	DPOGS213734-PA	HMEL002569g1.t1
OG0006723	DPOGS203654-PA	HMEL006932g1.t1
OG0006724	DPOGS214575-PA	HMEL037950g1.t1
OG0006725	DPOGS206105-PA	HMEL035124g1.t1
OG0006726	DPOGS212662-PA	HMEL022668g1.t1
OG0006727	DPOGS212048-PA	HMEL013610g1.t1
OG0006728	DPOGS206587-PA	HMEL033497g1.t1
OG0006729	DPOGS215973-PA	HMEL004677g1.t1
OG0006730	DPOGS206073-PA	HMEL035125g1.t1
OG0006731	DPOGS207383-PA	HMEL012239g1.t1
OG0006732	DPOGS201670-PA	HMEL012669g1.t1
OG0006733	DPOGS205779-PA	HMEL034793g1.t1
OG0006734	DPOGS207471-PA	HMEL004675g1.t1
OG0006735	DPOGS215850-PA	HMEL030260g1.t1
OG0006736	DPOGS207463-PA	HMEL004674g1.t1
OG0006737	DPOGS203630-PA	HMEL015870g1.t1
OG0006738	DPOGS214478-PA	HMEL034504g1.t1
OG0006739	DPOGS203744-PA	HMEL002564-RA
OG0006740	DPOGS205812-PA	HMEL011576g1.t1
OG0006741	DPOGS203587-PA	HMEL015873g1.t1
OG0006742	DPOGS214579-PA	HMEL037952g1.t1
OG0006743	DPOGS201124-PA	HMEL017976g1.t1
OG0006744	DPOGS203592-PA	HMEL037443g1.t1
OG0006745	DPOGS202066-PA	HMEL004098g1.t1
OG0006746	DPOGS215848-PA	HMEL007461g1.t1
OG0006747	DPOGS215808-PA	HMEL007459g1.t1
OG0006748	DPOGS205815-PA	HMEL011573g1.t1
OG0006749	DPOGS202064-PA	HMEL037033g1.t1
OG0006750	DPOGS215809-PA	HMEL007458g1.t1
OG0006751	DPOGS203627-PA	HMEL015876g1.t1
OG0006752	DPOGS207618-PA	HMEL007861g1.t1
OG0006753	DPOGS207617-PA	HMEL007862g1.t1
OG0006754	DPOGS203591-PA	HMEL037438g1.t1
OG0006755	DPOGS207615-PA	HMEL007863g1.t1
OG0006756	DPOGS214954-PA	HMEL038098g1.t1
OG0006758	DPOGS214793-PA	HMEL020534g1.t1
OG0006759	DPOGS214817-PA	HMEL037705g1.t1
OG0006760	DPOGS214791-PA	HMEL037704g1.t1
OG0006761	DPOGS203745-PA	HMEL034301g1.t1
OG0006762	DPOGS209698-PA	HMEL009840g1.t1
OG0006763	DPOGS214790-PA	HMEL037703g1.t1
OG0006764	DPOGS214942-PA	HMEL038097g1.t1
OG0006765	DPOGS203758-PA	HMEL002560g1.t1
OG0006766	DPOGS202016-PA	HMEL016760g1.t1
OG0006767	DPOGS214943-PA	HMEL038095g1.t1
OG0006769	DPOGS210525-PA	HMEL016343g1.t1
OG0006770	DPOGS212716-PA	HMEL017794g1.t1
OG0006771	DPOGS201119-PA	HMEL017980g1.t1
OG0006772	DPOGS204322-PA	HMEL032779g1.t1
OG0006773	DPOGS206078-PA	HMEL035136g1.t1
OG0006774	DPOGS207461-PA	HMEL033828g1.t1
OG0006775	DPOGS202063-PA	HMEL016763g1.t1
OG0006776	DPOGS207932-PA	HMEL007070g1.t1
OG0006777	DPOGS207931-PA	HMEL031914g1.t1
OG0006778	DPOGS210522-PA	HMEL016340g1.t1
OG0006779	DPOGS209695-PA	HMEL009837g1.t1
OG0006780	DPOGS209700-PA	HMEL009836g1.t1
OG0006781	DPOGS214950-PA	HMEL015587g1.t1
OG0006782	DPOGS204347-PA	HMEL007010g1.t1
OG0006783	DPOGS214949-PA	HMEL038092g1.t1
OG0006784	DPOGS201111-PA	HMEL017981g1.t1
OG0006785	DPOGS214946-PA	HMEL015584g1.t1
OG0006786	DPOGS212746-PA	HMEL008308g1.t1
OG0006787	DPOGS206097-PA	HMEL005768g1.t1
OG0006788	DPOGS210520-PA	HMEL016337g1.t1
OG0006789	DPOGS207460-PA	HMEL005241g1.t1
OG0006790	DPOGS212745-PA	HMEL008309g1.t1
OG0006791	DPOGS203990-PA	HMEL007229g1.t1
OG0006792	DPOGS207969-PA	HMEL007066g1.t1
OG0006793	DPOGS201112-PA	HMEL017984g1.t1
OG0006794	DPOGS202019-PA	HMEL016765g1.t1
OG0006795	DPOGS204408-PA	HMEL003987g1.t1
OG0006796	DPOGS213316-PA	HMEL032150g1.t1
OG0006797	DPOGS200554-PA	HMEL016864g1.t1
OG0006798	DPOGS201735-PA	HMEL015888g1.t1
OG0006799	DPOGS203839-PA	HMEL006945g1.t1
OG0006800	DPOGS203988-PA	HMEL012074g1.t1
OG0006801	DPOGS204346-PA	HMEL016290g1.t1
OG0006802	DPOGS207970-PA	HMEL002424g1.t1
OG0006803	DPOGS203987-PA	HMEL012075g1.t1
OG0006804	DPOGS211664-PA	HMEL015891g1.t1
OG0006805	DPOGS206083-PA	HMEL035141g1.t1
OG0006806	DPOGS209692-PA	HMEL036514g1.t1, HMEL036522g1.t1
OG0006807	DPOGS200553-PA	HMEL016866g1.t1
OG0006808	DPOGS206084-PA	HMEL012109g1.t1
OG0006809	DPOGS201671-PA	HMEL012672g1.t1
OG0006810	DPOGS212025-PA	HMEL012978g1.t1
OG0006811	DPOGS207475-PA	HMEL033825g1.t1
OG0006812	DPOGS214947-PA	HMEL038090g1.t1
OG0006813	DPOGS212744-PA	HMEL008310g1.t1
OG0006814	DPOGS203985-PA	HMEL008404g1.t1
OG0006815	DPOGS212743-PA	HMEL008311g1.t1
OG0006817	DPOGS202021-PA	HMEL037029g1.t1
OG0006818	DPOGS212047-PA	HMEL012975g1.t1
OG0006819	DPOGS207453-PA	HMEL014845g1.t1
OG0006820	DPOGS203660-PA	HMEL006948g1.t1
OG0006821	DPOGS202022-PA	HMEL016773g1.t1
OG0006822	DPOGS206169-PA	HMEL011053g1.t1
OG0006823	DPOGS203149-PA	HMEL006512g1.t1
OG0006824	DPOGS204410-PA	HMEL006272g1.t1
OG0006825	DPOGS206085-PA	HMEL012111g1.t1
OG0006826	DPOGS212723-PA	HMEL003560g1.t1
OG0006827	DPOGS204476-PA	HMEL006271g1.t1
OG0006828	DPOGS204411-PA	HMEL006270g1.t1
OG0006829	DPOGS204412-PA	HMEL006269g1.t1
OG0006830	DPOGS207982-PA	HMEL005422g1.t1
OG0006831	DPOGS207927-PA	HMEL005421g1.t1
OG0006833	DPOGS201714-PA	HMEL016874g1.t1
OG0006834	DPOGS210515-PA	HMEL016109g1.t1
OG0006835	DPOGS205073-PA	HMEL012116g1.t1
OG0006836	DPOGS202736-PA	HMEL012676-RA
OG0006837	DPOGS201649-PA	HMEL030088g1.t1
OG0006838	DPOGS203833-PA	HMEL030841g1.t1
OG0006839	DPOGS206700-PA	HMEL017315g1.t1
OG0006840	DPOGS210514-PA	HMEL016107-RA
OG0006842	DPOGS200397-PA	HMEL007500g1.t1
OG0006843	DPOGS210512-PA	HMEL022500-RA
OG0006844	DPOGS207449-PA	HMEL014851g1.t1
OG0006845	DPOGS201713-PA	HMEL016876g1.t1
OG0006846	DPOGS215841-PA	HMEL030275g1.t1
OG0006847	DPOGS203982-PA	HMEL035598g1.t1
OG0006848	DPOGS216077-PA	HMEL008944g1.t1
OG0006849	DPOGS215840-PA	HMEL011655g1.t1
OG0006850	DPOGS204414-PA	HMEL006263g1.t1
OG0006851	DPOGS206596-PA	HMEL002444g1.t1
OG0006852	DPOGS216033-PA	HMEL008942g1.t1
OG0006853	DPOGS212727-PA	HMEL008323g1.t1
OG0006854	DPOGS216076-PA	HMEL008941g1.t1
OG0006855	DPOGS212729-PA, DPOGS212728-PA	HMEL008320g1.t1
OG0006856	DPOGS204327-PA	HMEL032784g1.t1
OG0006857	DPOGS204343-PA	HMEL002320g1.t1
OG0006858	DPOGS206698-PA	HMEL033509g1.t1
OG0006859	DPOGS201641-PA	HMEL015663g1.t1
OG0006860	DPOGS202611-PA	HMEL017921g1.t1
OG0006861	DPOGS202052-PA	HMEL016777g1.t1
OG0006862	DPOGS205076-PA	HMEL012121g1.t1
OG0006863	DPOGS203664-PA	HMEL013355-RA
OG0006864	DPOGS203980-PA	HMEL013526g1.t1
OG0006865	DPOGS203829-PA	HMEL013354g1.t1
OG0006866	DPOGS201687-PA	HMEL016877g1.t1
OG0006867	DPOGS206874-PA	HMEL010200g1.t1
OG0006868	DPOGS211679-PA, DPOGS208070-PA, DPOGS204468-PA	HMEL031130g1.t1
OG0006869	DPOGS201710-PA	HMEL016879g1.t1
OG0006870	DPOGS207446-PA	HMEL014858g1.t1
OG0006871	DPOGS215815-PA	HMEL011650g1.t1
OG0006872	DPOGS206875-PA	HMEL010198g1.t1
OG0006873	DPOGS207990-PA	HMEL031932g1.t1
OG0006874	DPOGS207926-PA	HMEL006017g1.t1
OG0006875	DPOGS205443-PA	HMEL014720g1.t1
OG0006876	DPOGS214075-PA	HMEL005413g1.t1
OG0006877	DPOGS203979-PA	HMEL013525g1.t1
OG0006878	DPOGS206876-PA	HMEL010196g1.t1
OG0006879	DPOGS215837-PA	HMEL011649g1.t1
OG0006880	DPOGS207991-PA	HMEL031933g1.t1
OG0006881	DPOGS203936-PA	HMEL035447g1.t1
OG0006882	DPOGS204341-PA	HMEL032778g1.t1
OG0006883	DPOGS212057-PA	HMEL005412g1.t1
OG0006884	DPOGS203222-PA	HMEL006504g1.t1
OG0006885	DPOGS203960-PA	HMEL013514g1.t1
OG0006886	DPOGS204467-PA	HMEL006255g1.t1
OG0006887	DPOGS208575-PA	HMEL004288g1.t1
OG0006888	DPOGS207243-PA	HMEL006286g1.t1
OG0006889	DPOGS203154-PA	HMEL006503g1.t1
OG0006890	DPOGS201651-PA	HMEL015664g1.t1
OG0006891	DPOGS201642-PA	HMEL015665g1.t1
OG0006892	DPOGS208573-PA	HMEL034813g1.t1
OG0006893	DPOGS215835-PA	HMEL011646g1.t1
OG0006894	DPOGS204466-PA	HMEL006253g1.t1
OG0006895	DPOGS203959-PA	HMEL013516g1.t1
OG0006896	DPOGS203220-PA	HMEL006499g1.t1
OG0006897	DPOGS214074-PA	HMEL005411g1.t1
OG0006898	DPOGS204333-PA	HMEL005397g1.t1
OG0006899	DPOGS215834-PA	HMEL030279g1.t1
OG0006900	DPOGS203155-PA	HMEL034295g1.t1
OG0006901	DPOGS203932-PA	HMEL013515g1.t1
OG0006902	DPOGS203765-PA	HMEL002964g1.t1
OG0006904	DPOGS212029-PA	HMEL030331g1.t1
OG0006905	DPOGS214049-PA	HMEL034789g1.t1
OG0006906	DPOGS204334-PA	HMEL005394g1.t1
OG0006907	DPOGS207994-PA	HMEL031935g1.t1
OG0006908	DPOGS205447-PA	HMEL032153g1.t1
OG0006909	DPOGS204335-PA	HMEL032777g1.t1
OG0006910	DPOGS204004-PA	HMEL011246g1.t1
OG0006911	DPOGS210509-PA	HMEL032635g1.t1
OG0006912	DPOGS203156-PA	HMEL006495g1.t1
OG0006913	DPOGS203218-PA	HMEL006494g1.t1
OG0006914	DPOGS203217-PA	HMEL006493g1.t1
OG0006915	DPOGS214073-PA	HMEL012891g1.t1
OG0006916	DPOGS205448-PA, DPOGS211212-PA	HMEL032156g1.t1
