Orthogroup	Danaus_plexippus	Heliconius_erato_lativitta
OG0004945	DPOGS204979-PA	HEL_001916-RA
OG0004946	DPOGS209293-PA	HEL_004017-RA
OG0004947	DPOGS201179-PA	HEL_003475-RA
OG0004948	DPOGS212631-PA, DPOGS212589-PA	HEL_010164-RA
OG0004949	DPOGS210105-PA	HEL_007627-RA
OG0004950	DPOGS213231-PA	HEL_009289-RA
OG0004951	DPOGS215011-PA	HEL_004048-RA
OG0004952	DPOGS210860-PA	HEL_009474-RA
OG0004953	DPOGS201263-PA	HEL_007741-RA
OG0004954	DPOGS210051-PA	HEL_007630-RA
OG0004955	DPOGS209609-PA	HEL_010482-RA
OG0004956	DPOGS201190-PA	HEL_003474-RA
OG0004957	DPOGS201223-PA	HEL_007740-RA, HEL_007738-RA
OG0004958	DPOGS210050-PA	HEL_007632-RA
OG0004959	DPOGS209607-PA	HEL_010483-RA
OG0004960	DPOGS209610-PA	HEL_010484-RA
OG0004961	DPOGS207195-PA	HEL_009692-RA
OG0004962	DPOGS210049-PA	HEL_007633-RA
OG0004963	DPOGS202957-PA	HEL_006980-RA
OG0004964	DPOGS210359-PA	HEL_000699-RA
OG0004966	DPOGS208192-PA	HEL_009210-RA
OG0004968	DPOGS209135-PA	HEL_005333-RA
OG0004969	DPOGS200898-PA	HEL_012099-RA
OG0004970	DPOGS208231-PA	HEL_011025-RA
OG0004971	DPOGS214394-PA	HEL_012677-RA
OG0004972	DPOGS212632-PA	HEL_010160-RA
OG0004973	DPOGS212493-PA	HEL_001873-RA
OG0004974	DPOGS214423-PA	HEL_012676-RA
OG0004975	DPOGS209134-PA	HEL_005326-RA
OG0004976	DPOGS213353-PA	HEL_003396-RA
OG0004977	DPOGS209206-PA	HEL_005325-RA
OG0004978	DPOGS200905-PA	HEL_012096-RA
OG0004979	DPOGS209133-PA	HEL_005323-RA
OG0004980	DPOGS212634-PA	HEL_010157-RA
OG0004981	DPOGS208233-PA	HEL_011027-RA
OG0004982	DPOGS213205-PA	HEL_012514-RA
OG0004983	DPOGS213899-PA	HEL_005376-RA
OG0004984	DPOGS208823-PA	HEL_001717-RA
OG0004985	DPOGS213177-PA	HEL_012515-RA
OG0004986	DPOGS201222-PA	HEL_007735-RA
OG0004987	DPOGS213206-PA	HEL_012516-RA
OG0004988	DPOGS208286-PA	HEL_011030-RA
OG0004989	DPOGS213176-PA	HEL_012517-RA
OG0004990	DPOGS212585-PA	HEL_010176-RA
OG0004992	DPOGS213208-PA	HEL_012519-RA
OG0004993	DPOGS210337-PA	HEL_000707-RA
OG0004994	DPOGS201171-PA	HEL_003459-RA
OG0004995	DPOGS210362-PA	HEL_000708-RA
OG0004996	DPOGS210133-PA	HEL_002239-RA
OG0004997	DPOGS210142-PA	HEL_002240-RA
OG0004998	DPOGS209209-PA	HEL_005320-RA
OG0005000	DPOGS213378-PA	HEL_003391-RA
OG0005001	DPOGS206883-PA	HEL_008353-RA
OG0005002	DPOGS210335-PA	HEL_000715-RA
OG0005003	DPOGS210364-PA	HEL_000716-RA
OG0005004	DPOGS213380-PA	HEL_003389-RA
OG0005005	DPOGS210334-PA	HEL_000717-RA
OG0005006	DPOGS210332-PA	HEL_000721-RA
OG0005007	DPOGS210135-PA	HEL_002241-RA
OG0005008	DPOGS212638-PA	HEL_010177-RA
OG0005009	DPOGS213921-PA	HEL_005383-RA
OG0005010	DPOGS210366-PA	HEL_000720-RA
OG0005011	DPOGS210365-PA	HEL_000718-RA
OG0005012	DPOGS204738-PA	HEL_004001-RA
OG0005013	DPOGS204621-PA	HEL_004028-RA
OG0005015	DPOGS204739-PA	HEL_003998-RA
OG0005016	DPOGS213384-PA	HEL_003386-RA
OG0005017	DPOGS205132-PA	HEL_002196-RA
OG0005018	DPOGS208214-PA	HEL_009216-RA
OG0005019	DPOGS210815-PA	HEL_009483-RA
OG0005020	DPOGS213210-PA	HEL_012522-RA
OG0005021	DPOGS213174-PA	HEL_012523-RA
OG0005022	DPOGS210854-PA	HEL_009484-RA
OG0005023	DPOGS213211-PA	HEL_012525-RA
OG0005024	DPOGS210816-PA	HEL_009485-RA
OG0005025	DPOGS204741-PA, DPOGS204742-PA	HEL_003994-RA
OG0005026	DPOGS210853-PA	HEL_009486-RA
OG0005027	DPOGS205119-PA	HEL_010179-RA
OG0005028	DPOGS204743-PA	HEL_003992-RA
OG0005029	DPOGS204778-PA	HEL_003991-RA
OG0005030	DPOGS205153-PA, DPOGS209656-PA	HEL_002198-RA
OG0005031	DPOGS208212-PA	HEL_009222-RA
OG0005032	DPOGS213213-PA	HEL_012534-RA
OG0005033	DPOGS213170-PA	HEL_012535-RA
OG0005034	DPOGS208793-PA	HEL_001713-RA
OG0005036	DPOGS205495-PA	HEL_006993-RA
OG0005037	DPOGS200945-PA	HEL_001861-RA
OG0005038	DPOGS200944-PA	HEL_001860-RA
OG0005039	DPOGS213910-PA	HEL_005385-RA
OG0005040	DPOGS204744-PA	HEL_003990-RA
OG0005041	DPOGS204620-PA	HEL_004029-RA
OG0005042	DPOGS210886-PA	HEL_002245-RA
OG0005043	DPOGS216103-PA	HEL_000458-RA
OG0005044	DPOGS213346-PA	HEL_003379-RA
OG0005045	DPOGS204617-PA	HEL_004030-RA
OG0005047	DPOGS213389-PA	HEL_003378-RA
OG0005048	DPOGS204777-PA	HEL_003988-RA
OG0005049	DPOGS213345-PA	HEL_003377-RA
OG0005050	DPOGS205129-PA	HEL_002201-RA
OG0005051	DPOGS209211-PA	HEL_005315-RA, HEL_005316-RA
OG0005052	DPOGS213390-PA	HEL_003376-RA
OG0005053	DPOGS207348-PA	HEL_002037-RA
OG0005054	DPOGS207331-PA	HEL_002038-RA
OG0005055	DPOGS201265-PA	HEL_007734-RA
OG0005056	DPOGS209613-PA	HEL_010487-RA
OG0005057	DPOGS213215-PA	HEL_012537-RA
OG0005059	DPOGS208796-PA	HEL_001711-RA
OG0005061	DPOGS201200-PA	HEL_003450-RA
OG0005062	DPOGS210057-PA	HEL_007614-RA
OG0005063	DPOGS204749-PA	HEL_003984-RA
OG0005064	DPOGS211788-PA	HEL_014449-RA
OG0005065	DPOGS208211-PA	HEL_009231-RA
OG0005066	DPOGS207330-PA	HEL_002042-RA
OG0005067	DPOGS205131-PA	HEL_002202-RA
OG0005068	DPOGS205148-PA	HEL_002204-RA
OG0005069	DPOGS207351-PA	HEL_002043-RA
OG0005070	DPOGS211769-PA	HEL_014451-RA
OG0005071	DPOGS210370-PA	HEL_000726-RA
OG0005072	DPOGS209602-PA	HEL_010488-RA
OG0005073	DPOGS210329-PA	HEL_000728-RA
OG0005074	DPOGS208003-PA	HEL_008936-RA, HEL_008937-RA
OG0005075	DPOGS211791-PA	HEL_014452-RA
OG0005076	DPOGS215577-PA	HEL_005308-RA, HEL_005309-RA
OG0005077	DPOGS210848-PA	HEL_010238-RA
OG0005078	DPOGS211811-PA	HEL_002205-RA
OG0005079	DPOGS201205-PA	HEL_003443-RA
OG0005080	DPOGS204774-PA	HEL_003983-RA
OG0005081	DPOGS210935-PA	HEL_002248-RA
OG0005083	DPOGS200398-PA	HEL_000466-RA
OG0005084	DPOGS210890-PA	HEL_002249-RA
OG0005085	DPOGS209119-PA, DPOGS211756-PA	HEL_011677-RA
OG0005086	DPOGS211793-PA	HEL_014458-RA
OG0005087	DPOGS211766-PA	HEL_014459-RA
OG0005088	DPOGS213219-PA	HEL_012542-RA
OG0005090	DPOGS210823-PA	HEL_010239-RA
OG0005091	DPOGS213166-PA	HEL_012543-RA
OG0005092	DPOGS213220-PA	HEL_012544-RA
OG0005093	DPOGS210847-PA	HEL_010242-RA
OG0005094	DPOGS207359-PA	HEL_002049-RA
OG0005095	DPOGS200116-PA	HEL_005393-RA
OG0005096	DPOGS214754-PA	HEL_005088-RA
OG0005097	DPOGS210372-PA	HEL_000731-RA
OG0005098	DPOGS210327-PA	HEL_000733-RA
OG0005099	DPOGS209614-PA	HEL_010489-RA
OG0005100	DPOGS213165-PA	HEL_012545-RA
OG0005101	DPOGS213221-PA	HEL_012546-RA
OG0005102	DPOGS211795-PA	HEL_014463-RA
OG0005103	DPOGS202141-PA	HEL_013868-RA
OG0005104	DPOGS210373-PA	HEL_000734-RA
OG0005106	DPOGS213222-PA	HEL_012547-RA
OG0005107	DPOGS207360-PA	HEL_002052-RA
OG0005108	DPOGS214415-PA	HEL_012654-RA
OG0005109	DPOGS210374-PA	HEL_000736-RA
OG0005110	DPOGS203367-PA	HEL_010423-RA
OG0005111	DPOGS214399-PA	HEL_012653-RA
OG0005112	DPOGS213223-PA	HEL_012550-RA
OG0005113	DPOGS207323-PA	HEL_002053-RA
OG0005114	DPOGS214400-PA	HEL_012651-RA
OG0005115	DPOGS207322-PA	HEL_002055-RA
OG0005116	DPOGS215430-PA	HEL_012552-RA
OG0005117	DPOGS215571-PA	HEL_005296-RA
OG0005118	DPOGS215582-PA	HEL_005288-RA
OG0005119	DPOGS210933-PA	HEL_002253-RA
OG0005120	DPOGS215570-PA	HEL_005287-RA
OG0005121	DPOGS210892-PA	HEL_002254-RA
OG0005122	DPOGS203224-PA	HEL_005285-RA
OG0005123	DPOGS205108-PA	HEL_010182-RA
OG0005124	DPOGS211825-PA	HEL_002213-RA
OG0005125	DPOGS207363-PA	HEL_002061-RA
OG0005126	DPOGS213402-PA	HEL_003358-RA
OG0005127	DPOGS213337-PA	HEL_003357-RA
OG0005128	DPOGS210648-PA	HEL_011671-RA
OG0005129	DPOGS210894-PA	HEL_002257-RA
OG0005130	DPOGS206381-PA	HEL_012398-RA
OG0005131	DPOGS203142-PA	HEL_005284-RA
OG0005132	DPOGS210062-PA	HEL_007601-RA
OG0005134	DPOGS214993-PA	HEL_004058-RA
OG0005135	DPOGS214532-PA	HEL_005282-RA, HEL_005281-RA
OG0005136	DPOGS210063-PA	HEL_007600-RA
OG0005137	DPOGS206299-PA	HEL_003500-RA
OG0005138	DPOGS206359-PA	HEL_003501-RA
OG0005139	DPOGS214533-PA	HEL_005279-RA
OG0005140	DPOGS215006-PA	HEL_004057-RA
OG0005141	DPOGS205109-PA	HEL_010183-RA
OG0005142	DPOGS210930-PA	HEL_002258-RA
OG0005143	DPOGS214523-PA	HEL_005278-RA
OG0005144	DPOGS205117-PA	HEL_010184-RA
OG0005145	DPOGS210895-PA	HEL_002259-RA
OG0005146	DPOGS211798-PA	HEL_014466-RA
OG0005148	DPOGS208788-PA	HEL_001722-RA
OG0005149	DPOGS206358-PA	HEL_003503-RA
OG0005150	DPOGS209617-PA	HEL_010496-RA
OG0005151	DPOGS210896-PA	HEL_002261-RA
OG0005152	DPOGS206301-PA	HEL_003504-RA
OG0005153	DPOGS205111-PA	HEL_010189-RA
OG0005154	DPOGS204723-PA	HEL_008916-RA
OG0005155	DPOGS214749-PA	HEL_005096-RA
OG0005156	DPOGS207150-PA	HEL_013237-RA
OG0005157	DPOGS206388-PA	HEL_012402-RA
OG0005158	DPOGS214748-PA	HEL_005098-RA
OG0005159	DPOGS209618-PA	HEL_010507-RA
OG0005160	DPOGS206377-PA	HEL_012403-RA
OG0005161	DPOGS204712-PA	HEL_008915-RA
OG0005162	DPOGS205115-PA	HEL_010191-RA
OG0005163	DPOGS207169-PA	HEL_013236-RA
OG0005165	DPOGS205113-PA	HEL_010192-RA
OG0005166	DPOGS210897-PA	HEL_002263-RA
OG0005167	DPOGS209596-PA	HEL_010509-RA
OG0005168	DPOGS202679-PA	HEL_003979-RA
OG0005169	DPOGS208829-PA	HEL_001726-RA, HEL_001725-RA
OG0005170	DPOGS202638-PA	HEL_003978-RA
OG0005171	DPOGS210654-PA	HEL_011668-RA
OG0005172	DPOGS208786-PA	HEL_001727-RA
OG0005173	DPOGS214521-PA	HEL_005275-RA
OG0005174	DPOGS214713-PA	HEL_005101-RA
OG0005175	DPOGS215022-PA	HEL_004066-RA
OG0005176	DPOGS206392-PA	HEL_012404-RA
OG0005178	DPOGS200394-PA	HEL_000467-RA
OG0005179	DPOGS214742-PA	HEL_005103-RA
OG0005180	DPOGS210378-PA	HEL_000752-RA
OG0005181	DPOGS211481-PA	HEL_007728-RA
OG0005182	DPOGS205924-PA	HEL_010195-RA
OG0005183	DPOGS206373-PA	HEL_012408-RA
OG0005184	DPOGS205959-PA	HEL_010196-RA
OG0005185	DPOGS207155-PA	HEL_013248-RA
OG0005186	DPOGS200074-PA	HEL_005410-RA
OG0005187	DPOGS211820-PA	HEL_002218-RA, HEL_002217-RA
OG0005188	DPOGS210562-PA	HEL_013217-RA
OG0005189	DPOGS204355-PA	HEL_010198-RA
OG0005190	DPOGS203088-PA	HEL_009242-RA
OG0005191	DPOGS202686-PA	HEL_005583-RA
OG0005192	DPOGS204371-PA	HEL_010199-RA
OG0005193	DPOGS212182-PA, DPOGS213985-PA	HEL_008899-RA
OG0005194	DPOGS210320-PA	HEL_000755-RA
OG0005195	DPOGS205314-PA	HEL_010130-RA
OG0005196	DPOGS213980-PA	HEL_008898-RA
OG0005197	DPOGS206371-PA	HEL_012411-RA
OG0005199	DPOGS210318-PA	HEL_000756-RA
OG0005201	DPOGS210383-PA	HEL_000757-RA
OG0005202	DPOGS205315-PA	HEL_012573-RA
OG0005203	DPOGS208781-PA	HEL_001741-RA
OG0005204	DPOGS208837-PA	HEL_001742-RA
OG0005207	DPOGS210558-PA	HEL_013208-RA
OG0005208	DPOGS215025-PA	HEL_004063-RA
OG0005209	DPOGS209621-PA	HEL_010513-RA
OG0005210	DPOGS210317-PA	HEL_000758-RA
OG0005211	DPOGS206370-PA	HEL_012413-RA
OG0005212	DPOGS206401-PA	HEL_012415-RA
OG0005213	DPOGS213978-PA	HEL_008895-RA, HEL_008894-RA
OG0005214	DPOGS210643-PA	HEL_013065-RA
OG0005215	DPOGS206369-PA	HEL_012416-RA
OG0005216	DPOGS208840-PA	HEL_001745-RA
OG0005217	DPOGS214979-PA	HEL_004073-RA
OG0005218	DPOGS214978-PA	HEL_004072-RA
OG0005219	DPOGS209622-PA	HEL_010514-RA
OG0005220	DPOGS210316-PA	HEL_000762-RA
OG0005221	DPOGS210555-PA	HEL_013204-RA
OG0005222	DPOGS210831-PA	HEL_010254-RA
OG0005224	DPOGS210176-PA	HEL_003353-RA
OG0005225	DPOGS210065-PA	HEL_007595-RA
OG0005227	DPOGS210553-PA	HEL_013203-RA
OG0005228	DPOGS202674-PA	HEL_003969-RA
OG0005229	DPOGS210066-PA	HEL_007594-RA
OG0005230	DPOGS205460-PA	HEL_008993-RA
OG0005231	DPOGS210386-PA	HEL_000764-RA
OG0005232	DPOGS207151-PA	HEL_013246-RA
OG0005233	DPOGS205482-PA, DPOGS205481-PA	HEL_008994-RA
OG0005234	DPOGS210093-PA	HEL_007591-RA
OG0005235	DPOGS209505-PA	HEL_005650-RA
OG0005236	DPOGS209786-PA	HEL_007750-RA
OG0005237	DPOGS209845-PA	HEL_007751-RA
OG0005238	DPOGS210068-PA	HEL_007590-RA
OG0005239	DPOGS204155-PA	HEL_003611-RA
OG0005240	DPOGS209506-PA	HEL_005651-RA
OG0005241	DPOGS210069-PA	HEL_007589-RA
OG0005242	DPOGS204598-PA	HEL_011772-RA, HEL_011773-RA
OG0005243	DPOGS208775-PA	HEL_001750-RA
OG0005244	DPOGS208774-PA	HEL_001751-RA
OG0005245	DPOGS210070-PA	HEL_007587-RA
OG0005246	DPOGS204204-PA	HEL_003610-RA
OG0005247	DPOGS214536-PA	HEL_005269-RA
OG0005248	DPOGS210091-PA	HEL_007583-RA
OG0005249	DPOGS214516-PA	HEL_005266-RA
OG0005250	DPOGS210071-PA	HEL_007582-RA
OG0005251	DPOGS208137-PA	HEL_013906-RA
OG0005252	DPOGS201129-PA	HEL_014333-RA
OG0005253	DPOGS208773-PA, DPOGS208772-PA	HEL_001754-RA
OG0005254	DPOGS204606-PA	HEL_011769-RA
OG0005255	DPOGS208845-PA	HEL_001755-RA
OG0005256	DPOGS209843-PA	HEL_007758-RA
OG0005257	DPOGS213636-PA	HEL_005423-RA
OG0005258	DPOGS201164-PA	HEL_014334-RA
OG0005260	DPOGS209788-PA	HEL_007785-RA, HEL_007788-RA
OG0005261	DPOGS214515-PA	HEL_005264-RA
OG0005262	DPOGS214538-PA	HEL_005263-RA
OG0005263	DPOGS202671-PA	HEL_003966-RA
OG0005264	DPOGS208770-PA	HEL_001758-RA
OG0005265	DPOGS202670-PA	HEL_003965-RA
OG0005266	DPOGS206090-PA	HEL_013908-RA
OG0005267	DPOGS208846-PA	HEL_001759-RA
OG0005268	DPOGS201131-PA	HEL_014340-RA
OG0005269	DPOGS205487-PA	HEL_008999-RA
OG0005270	DPOGS216139-PA	HEL_001760-RA
OG0005272	DPOGS213051-PA, DPOGS213052-PA	HEL_001698-RA
OG0005273	DPOGS214382-PA	HEL_008235-RA
OG0005274	DPOGS214313-PA	HEL_008234-RA
OG0005275	DPOGS209791-PA	HEL_007780-RA
OG0005276	DPOGS205488-PA	HEL_009001-RA
OG0005277	DPOGS211264-PA	HEL_011764-RA
OG0005278	DPOGS206308-PA	HEL_003512-RA
OG0005279	DPOGS213638-PA	HEL_005424-RA
OG0005280	DPOGS215545-PA	HEL_013508-RA, HEL_013509-RA
OG0005281	DPOGS205490-PA	HEL_009002-RA
OG0005282	DPOGS206789-PA	HEL_009658-RA
OG0005283	DPOGS210073-PA	HEL_007580-RA
OG0005284	DPOGS210924-PA	HEL_002272-RA
OG0005285	DPOGS214376-PA	HEL_008227-RA
OG0005286	DPOGS206355-PA	HEL_003513-RA
OG0005287	DPOGS206256-PA	HEL_009702-RA
OG0005289	DPOGS209236-PA	HEL_005253-RA, HEL_005252-RA
OG0005291	DPOGS213639-PA	HEL_005425-RA
OG0005292	DPOGS203276-PA	HEL_005249-RA, HEL_005250-RA
OG0005293	DPOGS210179-PA	HEL_003327-RA
OG0005294	DPOGS209625-PA	HEL_010523-RA
OG0005295	DPOGS209792-PA	HEL_007776-RA
OG0005296	DPOGS215705-PA	HEL_012420-RA
OG0005297	DPOGS206312-PA	HEL_003518-RA
OG0005298	DPOGS215317-PA	HEL_001764-RA
OG0005299	DPOGS205453-PA	HEL_009014-RA
OG0005300	DPOGS215704-PA	HEL_012421-RA
OG0005302	DPOGS206353-PA	HEL_003519-RA
OG0005303	DPOGS203278-PA	HEL_005245-RA
OG0005304	DPOGS203279-PA	HEL_005244-RA
OG0005305	DPOGS200789-PA	HEL_011748-RA
OG0005306	DPOGS205452-PA	HEL_009015-RA
OG0005307	DPOGS203416-PA	HEL_005243-RA
OG0005308	DPOGS209235-PA	HEL_005251-RA
OG0005309	DPOGS200501-PA	HEL_011702-RA, HEL_011701-RA
OG0005310	DPOGS205492-PA	HEL_009018-RA
OG0005311	DPOGS213284-PA	HEL_011709-RA
OG0005312	DPOGS215164-PA	HEL_002087-RA
OG0005314	DPOGS202564-PA	HEL_009021-RA
OG0005315	DPOGS212938-PA	HEL_000788-RA
OG0005316	DPOGS211547-PA	HEL_000475-RA
OG0005317	DPOGS206803-PA	HEL_013240-RA
OG0005318	DPOGS214559-PA	HEL_011243-RA
OG0005319	DPOGS215702-PA	HEL_012427-RA
OG0005320	DPOGS209584-PA	HEL_010536-RA
OG0005321	DPOGS209515-PA	HEL_005675-RA
OG0005322	DPOGS209631-PA	HEL_010537-RA
OG0005323	DPOGS215541-PA	HEL_013520-RA
OG0005324	DPOGS209632-PA	HEL_010538-RA
OG0005325	DPOGS214323-PA	HEL_008219-RA
OG0005326	DPOGS206804-PA	HEL_013242-RA
OG0005327	DPOGS215540-PA	HEL_013521-RA
OG0005328	DPOGS215314-PA	HEL_001766-RA
OG0005330	DPOGS200973-PA	HEL_005238-RA
OG0005331	DPOGS202723-PA	HEL_008886-RA
OG0005332	DPOGS200969-PA	HEL_005237-RA
OG0005333	DPOGS209636-PA	HEL_010545-RA
OG0005334	DPOGS202705-PA	HEL_008885-RA
OG0005335	DPOGS214363-PA	HEL_008214-RA
OG0005336	DPOGS214364-PA	HEL_008212-RA
OG0005337	DPOGS214365-PA	HEL_008211-RA
OG0005338	DPOGS206349-PA	HEL_003531-RA
OG0005339	DPOGS204453-PA	HEL_013176-RA
OG0005340	DPOGS206318-PA	HEL_003532-RA
OG0005341	DPOGS211549-PA	HEL_000478-RA
OG0005342	DPOGS211545-PA	HEL_000479-RA
OG0005343	DPOGS213287-PA	HEL_011719-RA
OG0005344	DPOGS204451-PA	HEL_013171-RA
OG0005345	DPOGS210163-PA	HEL_014295-RA
OG0005346	DPOGS211544-PA	HEL_000480-RA
OG0005349	DPOGS203109-PA	HEL_010149-RA
OG0005350	DPOGS212967-PA	HEL_000789-RA
OG0005351	DPOGS213282-PA	HEL_011736-RA
OG0005352	DPOGS214562-PA	HEL_011263-RA
OG0005353	DPOGS212937-PA	HEL_000790-RA
OG0005355	DPOGS209520-PA	HEL_005687-RA
OG0005356	DPOGS215308-PA	HEL_001777-RA
OG0005357	DPOGS208342-PA	HEL_014299-RA
OG0005358	DPOGS209521-PA	HEL_005688-RA
OG0005359	DPOGS208327-PA	HEL_014300-RA
OG0005360	DPOGS206319-PA	HEL_003535-RA
OG0005361	DPOGS202550-PA	HEL_000487-RA
OG0005362	DPOGS210642-PA	HEL_013063-RA
OG0005363	DPOGS216205-PA	HEL_004597-RA
OG0005364	DPOGS208340-PA	HEL_014302-RA
OG0005365	DPOGS211696-PA	HEL_010147-RA
OG0005366	DPOGS208328-PA	HEL_014303-RA
OG0005367	DPOGS214563-PA	HEL_011268-RA
OG0005368	DPOGS216168-PA	HEL_003320-RA
OG0005370	DPOGS202651-PA	HEL_003958-RA
OG0005371	DPOGS210083-PA	HEL_007575-RA
OG0005372	DPOGS204603-PA	HEL_011726-RA
OG0005373	DPOGS200970-PA	HEL_005235-RA
OG0005374	DPOGS204450-PA	HEL_013168-RA
OG0005375	DPOGS215699-PA	HEL_012434-RA
OG0005376	DPOGS215538-PA	HEL_013525-RA
OG0005377	DPOGS213649-PA	HEL_005426-RA
OG0005378	DPOGS206320-PA	HEL_003539-RA
OG0005379	DPOGS209485-PA	HEL_005689-RA
OG0005380	DPOGS207165-PA	HEL_013261-RA
OG0005381	DPOGS209484-PA	HEL_005690-RA
OG0005382	DPOGS208103-PA	HEL_011724-RA
OG0005383	DPOGS216171-PA	HEL_003317-RA
OG0005384	DPOGS210922-PA	HEL_002274-RA
OG0005385	DPOGS216164-PA	HEL_005028-RA
OG0005386	DPOGS206800-PA	HEL_013258-RA
OG0005387	DPOGS215697-PA	HEL_012440-RA
OG0005388	DPOGS204358-PA	HEL_010204-RA
OG0005389	DPOGS208095-PA	HEL_011178-RA
OG0005390	DPOGS211300-PA	HEL_003599-RA
OG0005391	DPOGS202653-PA, DPOGS202652-PA	HEL_003955-RA
OG0005392	DPOGS216162-PA	HEL_005029-RA
OG0005393	DPOGS202654-PA	HEL_003954-RA
OG0005394	DPOGS209799-PA	HEL_007798-RA
OG0005395	DPOGS216172-PA	HEL_005030-RA
OG0005396	DPOGS214543-PA	HEL_011273-RA
OG0005397	DPOGS213317-PA	HEL_000493-RA
OG0005398	DPOGS205303-PA	HEL_005232-RA
OG0005399	DPOGS210904-PA	HEL_002278-RA
OG0005400	DPOGS213643-PA	HEL_005428-RA
OG0005401	DPOGS205262-PA	HEL_005231-RA
OG0005402	DPOGS202968-PA	HEL_010142-RA
OG0005403	DPOGS210919-PA	HEL_002281-RA
OG0005404	DPOGS213644-PA	HEL_005429-RA
OG0005405	DPOGS202664-PA	HEL_003952-RA
OG0005406	DPOGS215727-PA	HEL_012444-RA
OG0005407	DPOGS203112-PA	HEL_009709-RA
OG0005408	DPOGS202656-PA	HEL_003951-RA
OG0005409	DPOGS205264-PA	HEL_005225-RA
OG0005410	DPOGS212900-PA	HEL_011276-RA
OG0005411	DPOGS202663-PA	HEL_003950-RA
OG0005412	DPOGS202657-PA	HEL_003949-RA
OG0005413	DPOGS210906-PA	HEL_002282-RA
OG0005415	DPOGS212896-PA	HEL_011278-RA
OG0005416	DPOGS206340-PA	HEL_003544-RA
OG0005417	DPOGS206322-PA	HEL_003543-RA
OG0005419	DPOGS213646-PA	HEL_005431-RA
OG0005420	DPOGS200784-PA	HEL_011743-RA
OG0005421	DPOGS216159-PA	HEL_005040-RA
OG0005422	DPOGS209642-PA	HEL_010559-RA
OG0005423	DPOGS200786-PA, DPOGS200785-PA	HEL_011744-RA
OG0005424	DPOGS211295-PA	HEL_003591-RA
OG0005425	DPOGS216177-PA	HEL_005041-RA
OG0005426	DPOGS204443-PA	HEL_013161-RA
OG0005427	DPOGS210078-PA	HEL_007571-RA
OG0005428	DPOGS203128-PA	HEL_009713-RA
OG0005429	DPOGS208409-PA	HEL_006395-RA
OG0005430	DPOGS209644-PA	HEL_010562-RA
OG0005431	DPOGS209572-PA	HEL_010563-RA
OG0005432	DPOGS204690-PA	HEL_005695-RA
OG0005433	DPOGS205469-PA	HEL_008865-RA
OG0005434	DPOGS204691-PA	HEL_005696-RA
OG0005436	DPOGS207160-PA	HEL_013251-RA
OG0005438	DPOGS215731-PA	HEL_012448-RA
OG0005439	DPOGS208407-PA	HEL_006396-RA
OG0005440	DPOGS215536-PA	HEL_011820-RA
OG0005441	DPOGS209571-PA	HEL_010565-RA
OG0005442	DPOGS215693-PA	HEL_012452-RA
OG0005443	DPOGS210567-PA	HEL_001792-RA
OG0005444	DPOGS209570-PA	HEL_010566-RA
OG0005445	DPOGS215227-PA	HEL_002103-RA
OG0005446	DPOGS215338-PA	HEL_001795-RA
OG0005447	DPOGS215300-PA	HEL_001796-RA
OG0005448	DPOGS209569-PA	HEL_010568-RA
OG0005449	DPOGS215299-PA	HEL_001797-RA
OG0005450	DPOGS215174-PA	HEL_002104-RA
OG0005451	DPOGS200221-PA	HEL_011284-RA
OG0005452	DPOGS209648-PA	HEL_010569-RA
OG0005453	DPOGS211231-PA	HEL_003587-RA
OG0005454	DPOGS210628-PA	HEL_011136-RA
OG0005455	DPOGS203123-PA	HEL_009717-RA
OG0005456	DPOGS206189-PA	HEL_009361-RA
OG0005457	DPOGS210917-PA	HEL_002285-RA
OG0005458	DPOGS209649-PA	HEL_010570-RA
OG0005459	DPOGS211241-PA	HEL_003585-RA
OG0005460	DPOGS210778-PA	HEL_005049-RA
OG0005461	DPOGS215692-PA	HEL_012454-RA
OG0005462	DPOGS201915-PA	HEL_005052-RA
OG0005463	DPOGS204666-PA	HEL_005699-RA
OG0005464	DPOGS204157-PA	HEL_003616-RA
OG0005465	DPOGS201917-PA	HEL_005053-RA
OG0005466	DPOGS204202-PA	HEL_003617-RA
OG0005467	DPOGS210295-PA	HEL_005055-RA
OG0005468	DPOGS201152-PA	HEL_010265-RA
OG0005469	DPOGS214012-PA	HEL_006402-RA
OG0005470	DPOGS210583-PA	HEL_011132-RA
OG0005471	DPOGS214008-PA	HEL_006403-RA
OG0005472	DPOGS210296-PA, DPOGS200761-PA	HEL_005056-RA
OG0005473	DPOGS209452-PA	HEL_010212-RA
OG0005474	DPOGS209453-PA	HEL_010213-RA
OG0005475	DPOGS203115-PA	HEL_009721-RA
OG0005476	DPOGS214007-PA	HEL_006405-RA
OG0005477	DPOGS200757-PA	HEL_005057-RA
OG0005478	DPOGS204200-PA	HEL_003623-RA
OG0005479	DPOGS205300-PA	HEL_010858-RA
OG0005480	DPOGS204635-PA	HEL_000495-RA
OG0005481	DPOGS204664-PA	HEL_005702-RA
OG0005482	DPOGS200760-PA	HEL_005060-RA
OG0005483	DPOGS204160-PA	HEL_003624-RA
OG0005484	DPOGS203876-PA	HEL_004115-RA
OG0005485	DPOGS205269-PA	HEL_010857-RA
OG0005486	DPOGS204161-PA	HEL_003628-RA
OG0005487	DPOGS215348-PA	HEL_001802-RA
OG0005488	DPOGS204661-PA	HEL_005708-RA
